Orthogroup	DGUA.longest_only	AAEG.longest_only
OG0001894	LOC117580383|XP_034122814.1|DGUA	LOC5572582|XP_001654091.1|AAEG
OG0001895	LOC117590642|XP_034139375.1|DGUA	LOC23687627|XP_021713176.1|AAEG
OG0001896	LOC117584608|XP_034129510.1|DGUA	LOC110680784|XP_021712262.1|AAEG, LOC5569234|XP_021713263.1|AAEG
OG0001897	LOC117589546|XP_034137441.1|DGUA	LOC5579206|XP_021713312.1|AAEG
OG0001898	LOC117581377|XP_034124406.1|DGUA	LOC5580016|XP_001653897.2|AAEG
OG0001899	LOC117585235|XP_034130518.1|DGUA	LOC5580177|XP_001655592.2|AAEG, LOC5580175|XP_021713419.1|AAEG
OG0001901	LOC117583903|XP_034128468.1|DGUA	LOC5563615|XP_021693058.1|AAEG
OG0001902	LOC117590020|XP_034138200.1|DGUA	LOC5576356|XP_021693302.1|AAEG
OG0001903	LOC117590077|XP_034138306.1|DGUA	LOC5573314|XP_021693438.1|AAEG
OG0001904	LOC117583679|XP_034128041.1|DGUA	LOC5573316|XP_021693443.1|AAEG
OG0001905	LOC117583820|XP_034128297.1|DGUA	LOC5569643|XP_001658667.1|AAEG
OG0001906	LOC117589498|XP_034137361.1|DGUA	LOC5576390|XP_021693504.1|AAEG
OG0001907	LOC117588466|XP_034135646.1|DGUA	LOC110674160|XP_021693697.1|AAEG, LOC5566429|XP_021695258.1|AAEG
OG0001908	LOC117583590|XP_034127870.1|DGUA	LOC5564006|XP_001648330.1|AAEG
OG0001909	LOC117580901|XP_034123552.1|DGUA, LOC117590458|XP_034138984.1|DGUA	LOC5569687|XP_021693811.1|AAEG
OG0001910	LOC117583180|XP_034127271.1|DGUA	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG
OG0001911	LOC117582789|XP_034126663.1|DGUA	LOC110674205|XP_021693943.1|AAEG
OG0001912	LOC117578673|XP_034120191.1|DGUA	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG
OG0001913	LOC117583924|XP_034128494.1|DGUA	LOC110674222|XP_021694070.1|AAEG, LOC5576149|XP_001662497.2|AAEG
OG0001914	LOC117585355|XP_034130693.1|DGUA	LOC5565160|XP_021694133.1|AAEG
OG0001915	LOC117589153|XP_034136741.1|DGUA	LOC5566122|XP_021695354.1|AAEG
OG0001916	LOC117579221|XP_034120887.1|DGUA	LOC5570941|XP_001653408.1|AAEG
OG0001917	LOC117589188|XP_034136803.1|DGUA	LOC5579868|XP_021695539.1|AAEG
OG0001918	LOC117589296|XP_034136979.1|DGUA	LOC5575750|XP_001662178.1|AAEG
OG0001919	LOC117588108|XP_034135074.1|DGUA	LOC5579460|XP_001647758.2|AAEG
OG0001920	LOC117588843|XP_034136227.1|DGUA	LOC5571764|XP_021695753.1|AAEG
OG0001921	LOC117591755|XP_034140957.1|DGUA	LOC5571757|XP_001659890.2|AAEG
OG0001922	LOC117590257|XP_034138636.1|DGUA	LOC5571267|XP_001653565.1|AAEG
OG0001924	LOC117587819|XP_034134667.1|DGUA	LOC23687479|XP_021696447.1|AAEG
OG0001925	LOC117588852|XP_034136243.1|DGUA	LOC5567637|XP_001657588.2|AAEG
OG0001926	LOC117587028|XP_034133344.1|DGUA, LOC117587027|XP_034133343.1|DGUA	LOC5566295|XP_021696526.1|AAEG
OG0001927	LOC117588597|XP_034135897.1|DGUA	LOC5568108|XP_021696643.1|AAEG
OG0001928	LOC117580358|XP_034122767.1|DGUA	LOC5568114|XP_001652053.1|AAEG
OG0001929	LOC117580174|XP_034122392.1|DGUA	LOC5568122|XP_021696657.1|AAEG
OG0001930	LOC117592698|XP_034142554.1|DGUA	LOC5569448|XP_021696661.1|AAEG
OG0001932	LOC117587265|XP_034133730.1|DGUA	LOC5574425|XP_021696832.1|AAEG
OG0001933	LOC117589373|XP_034137178.1|DGUA	LOC5566235|XP_001650598.2|AAEG
OG0001934	LOC117591104|XP_034140097.1|DGUA, LOC117591281|XP_034140370.1|DGUA	LOC5565654|XP_001650004.2|AAEG
OG0001935	LOC117588929|XP_034136395.1|DGUA	LOC5573776|XP_001654802.2|AAEG
OG0001937	LOC117592171|XP_034141658.1|DGUA	LOC5574901|XP_021697034.1|AAEG
OG0001938	LOC117591874|XP_034141139.1|DGUA	LOC5567330|XP_021697068.1|AAEG
OG0001939	LOC117592507|XP_034142243.1|DGUA	LOC5571823|XP_001659955.1|AAEG, LOC5571824|XP_001659956.1|AAEG
OG0001940	LOC117591519|XP_034140708.1|DGUA	LOC5578975|XP_021697211.1|AAEG
OG0001941	LOC117588991|XP_034136483.1|DGUA	LOC5577574|XP_001663445.2|AAEG
OG0001942	LOC117578494|XP_034119919.1|DGUA	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG
OG0001943	LOC117588932|XP_034136399.1|DGUA	LOC110675827|XP_021697395.1|AAEG
OG0001944	LOC117587439|XP_034134012.1|DGUA	LOC5565994|XP_001650362.2|AAEG
OG0001945	LOC117580689|XP_034123209.1|DGUA	LOC5575250|XP_021697553.1|AAEG
OG0001946	LOC117581578|XP_034124823.1|DGUA	LOC5572759|XP_001660580.2|AAEG
OG0001947	LOC117578773|XP_034120370.1|DGUA	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG
OG0001948	LOC117588570|XP_034135857.1|DGUA	LOC5573420|XP_001654595.2|AAEG
OG0001949	LOC117591735|XP_034140938.1|DGUA, LOC117586858|XP_034133045.1|DGUA	LOC5575138|XP_021697912.1|AAEG
OG0001950	LOC117586649|XP_034132774.1|DGUA	LOC5564815|XP_021697926.1|AAEG
OG0001951	LOC117592153|XP_034141610.1|DGUA	LOC5564736|XP_021698057.1|AAEG
OG0001952	LOC117592019|XP_034141406.1|DGUA	LOC5568132|XP_021698130.1|AAEG
OG0001953	LOC117589348|XP_034137151.1|DGUA	LOC5571480|XP_021698235.1|AAEG
OG0001954	LOC117578833|XP_034120498.1|DGUA	LOC5563832|XP_021698302.1|AAEG
OG0001955	LOC117591839|XP_034141096.1|DGUA	LOC5576039|XP_001662377.1|AAEG
OG0001956	LOC117589437|XP_034137267.1|DGUA	LOC5576036|XP_021698320.1|AAEG
OG0001957	LOC117578539|XP_034119998.1|DGUA	LOC5564212|XP_001648594.1|AAEG
OG0001958	LOC117581052|XP_034123784.1|DGUA	LOC5569618|XP_021698469.1|AAEG
OG0001959	LOC117586942|XP_034133199.1|DGUA	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG
OG0001960	LOC117587164|XP_034133568.1|DGUA	LOC5576957|XP_021698653.1|AAEG
OG0001961	LOC117587841|XP_034134700.1|DGUA	LOC5572304|XP_021698709.1|AAEG
OG0001962	LOC117580375|XP_034122802.1|DGUA	LOC5572270|XP_021698749.1|AAEG
OG0001963	LOC117589225|XP_034136866.1|DGUA	LOC5574335|XP_001661369.2|AAEG
OG0001964	LOC117580110|XP_034122277.1|DGUA	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG
OG0001966	LOC117583052|XP_034127105.1|DGUA	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG
OG0001967	LOC117581879|XP_034125239.1|DGUA	LOC5578856|XP_021699344.1|AAEG
OG0001968	LOC117579502|XP_034121296.1|DGUA	LOC5578863|XP_001664072.2|AAEG
OG0001969	LOC117578592|XP_034120072.1|DGUA	LOC5572859|XP_021699398.1|AAEG
OG0001970	LOC117592242|XP_034141768.1|DGUA	LOC5575914|XP_001655906.1|AAEG
OG0001971	LOC117586528|XP_034132556.1|DGUA	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG
OG0001972	LOC117590967|XP_034139919.1|DGUA	LOC5570728|XP_001659320.1|AAEG
OG0001973	LOC117580399|XP_034122839.1|DGUA	LOC23687899|XP_021699564.1|AAEG
OG0001974	LOC117591065|XP_034140061.1|DGUA	LOC5569574|XP_001658635.1|AAEG
OG0001975	LOC117589164|XP_034136761.1|DGUA	LOC110676393|XP_021699804.1|AAEG
OG0001976	LOC117592536|XP_034142296.1|DGUA	LOC5574834|XP_001661657.1|AAEG
OG0001977	LOC117584293|XP_034129005.1|DGUA	LOC5575445|XP_021700364.1|AAEG
OG0001978	LOC117582006|XP_034125393.1|DGUA	LOC5578159|XP_001663732.1|AAEG
OG0001979	LOC117581764|XP_034125057.1|DGUA	LOC5580329|XP_001663282.1|AAEG
OG0001980	LOC117581827|XP_034125162.1|DGUA	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG
OG0001982	LOC117587604|XP_034134346.1|DGUA	LOC5570903|XP_001653381.1|AAEG
OG0001983	LOC117587792|XP_034134629.1|DGUA	LOC5569680|XP_001652945.1|AAEG
OG0001984	LOC117588101|XP_034135062.1|DGUA	LOC5572638|XP_001654135.1|AAEG
OG0001985	LOC117588104|XP_034135066.1|DGUA	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG
OG0001986	LOC117587675|XP_034134458.1|DGUA	LOC5564309|XP_001648656.2|AAEG
OG0001987	LOC117590974|XP_034139934.1|DGUA	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG
OG0001988	LOC117592008|XP_034141352.1|DGUA	LOC5574483|XP_021701245.1|AAEG
OG0001989	LOC117582355|XP_034125902.1|DGUA	LOC5574486|XP_001655150.2|AAEG
OG0001990	LOC117584274|XP_034128981.1|DGUA	LOC5574491|XP_021695288.1|AAEG
OG0001991	LOC117587920|XP_034134798.1|DGUA	LOC5568825|XP_021701340.1|AAEG
OG0001992	LOC117581820|XP_034125154.1|DGUA	LOC5564970|XP_021701369.1|AAEG
OG0001993	LOC117591576|XP_034140784.1|DGUA	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG
OG0001994	LOC117585327|XP_034130657.1|DGUA	LOC5578318|XP_021701535.1|AAEG
OG0001995	LOC117588234|XP_034135275.1|DGUA	LOC5579212|XP_001664294.2|AAEG
OG0001996	LOC117584741|XP_034129714.1|DGUA	LOC5575210|XP_021701890.1|AAEG
OG0001997	LOC117586636|XP_034132755.1|DGUA	LOC5578032|XP_001663654.1|AAEG
OG0001998	LOC117586579|XP_034132639.1|DGUA	LOC5569849|XP_021701970.1|AAEG
OG0001999	LOC117580340|XP_034122740.1|DGUA	LOC5565997|XP_021702090.1|AAEG
OG0002000	LOC117582366|XP_034125915.1|DGUA	LOC110676888|XP_021702136.1|AAEG
OG0002001	LOC117582555|XP_034126272.1|DGUA	LOC5570817|XP_021702205.1|AAEG
OG0002002	LOC117583406|XP_034127583.1|DGUA	LOC5577613|XP_001656607.2|AAEG
OG0002003	LOC117584518|XP_034129353.1|DGUA	LOC5577626|XP_021702248.1|AAEG
OG0002004	LOC117582197|XP_034125695.1|DGUA	LOC5575148|XP_001655525.2|AAEG
OG0002005	LOC117590897|XP_034139819.1|DGUA	LOC5572463|XP_021702484.1|AAEG
OG0002006	LOC117584837|XP_034129859.1|DGUA	LOC5565314|XP_021702525.1|AAEG
OG0002007	LOC117587619|XP_034134367.1|DGUA	LOC5568618|XP_001652452.1|AAEG
OG0002008	LOC117590677|XP_034139444.1|DGUA	LOC5577545|XP_021702797.1|AAEG
OG0002009	LOC117581134|XP_034123955.1|DGUA	LOC5564025|XP_001648348.3|AAEG
OG0002010	LOC117583899|XP_034128461.1|DGUA	LOC5577897|XP_001656695.1|AAEG
OG0002011	LOC117588149|XP_034135138.1|DGUA	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG
OG0002012	LOC117582589|XP_034126326.1|DGUA	LOC5575841|XP_021702942.1|AAEG
OG0002013	LOC117587837|XP_034134690.1|DGUA	LOC5568759|XP_021702968.1|AAEG
OG0002014	LOC117586040|XP_034131779.1|DGUA	LOC5568940|XP_021703175.1|AAEG
OG0002015	LOC117581959|XP_034125332.1|DGUA	LOC5573896|XP_001654930.1|AAEG
OG0002016	LOC117578411|XP_034119760.1|DGUA	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG
OG0002017	LOC117584807|XP_034129816.1|DGUA	LOC5572370|XP_021703595.1|AAEG
OG0002018	LOC117591560|XP_034140755.1|DGUA	LOC5564935|XP_001649274.2|AAEG
OG0002019	LOC117582016|XP_034125428.1|DGUA	LOC5565904|XP_021703806.1|AAEG
OG0002020	LOC117587826|XP_034134677.1|DGUA	LOC5569705|XP_001658696.2|AAEG
OG0002021	LOC117581809|XP_034125145.1|DGUA	LOC5569712|XP_021703870.1|AAEG
OG0002022	LOC117583871|XP_034128408.1|DGUA	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG
OG0002023	LOC117589804|XP_034137907.1|DGUA	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG
OG0002024	LOC117584712|XP_034129648.1|DGUA	LOC5569515|XP_021704011.1|AAEG
OG0002025	LOC117581987|XP_034125370.1|DGUA	LOC110677254|XP_021704066.1|AAEG
OG0002026	LOC117579320|XP_034121023.1|DGUA	LOC5568423|XP_021710375.1|AAEG
OG0002027	LOC117591197|XP_034140231.1|DGUA	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG
OG0002028	LOC117587745|XP_034134601.1|DGUA	LOC5564319|XP_001648667.1|AAEG
OG0002029	LOC117579619|XP_034121465.1|DGUA	LOC5570130|XP_021706330.1|AAEG
OG0002030	LOC117578691|XP_034120217.1|DGUA	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG
OG0002031	LOC117589792|XP_034137888.1|DGUA	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG
OG0002032	LOC117590127|XP_034138390.1|DGUA	LOC5566411|XP_021707212.1|AAEG
OG0002033	LOC117580659|XP_034123158.1|DGUA	LOC5577434|XP_021710157.1|AAEG
OG0002034	LOC117588665|XP_034135998.1|DGUA, LOC117591777|XP_034140977.1|DGUA, LOC117591738|XP_034140940.1|DGUA	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG
OG0002035	LOC117584915|XP_034129953.1|DGUA	LOC5567371|XP_001657386.1|AAEG
OG0002036	LOC117583591|XP_034127871.1|DGUA	LOC5580311|XP_021709149.1|AAEG
OG0002037	LOC117579443|XP_034121222.1|DGUA	LOC5573964|XP_011493566.1|AAEG
OG0002038	LOC117586289|XP_034132133.1|DGUA	LOC5579885|XP_001657864.1|AAEG
OG0002039	LOC117590028|XP_034138215.1|DGUA	LOC5579021|XP_001664201.1|AAEG
OG0002040	LOC117590150|XP_034138423.1|DGUA	LOC5567539|XP_001657534.2|AAEG
OG0002041	LOC117592303|XP_034141863.1|DGUA	LOC5574220|XP_021705038.1|AAEG
OG0002042	LOC117586710|XP_034132872.1|DGUA	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG
OG0002043	LOC117585745|XP_034131285.1|DGUA	LOC5566845|XP_021707045.1|AAEG
OG0002044	LOC117583208|XP_034127305.1|DGUA	LOC5569098|XP_021704479.1|AAEG
OG0002045	LOC117585489|XP_034130875.1|DGUA	LOC5575783|XP_021711581.1|AAEG
OG0002046	LOC117581206|XP_034124070.1|DGUA	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG
OG0002047	LOC117591315|XP_034140413.1|DGUA, LOC117591324|XP_034140423.1|DGUA, LOC117591515|XP_034140699.1|DGUA	LOC5574875|XP_021705084.1|AAEG
OG0002048	LOC117586646|XP_034132771.1|DGUA	LOC5568508|XP_021706823.1|AAEG
OG0002049	LOC117590187|XP_034138487.1|DGUA	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG
OG0002050	LOC117586718|XP_034132892.1|DGUA	LOC5567603|XP_001657581.2|AAEG
OG0002051	LOC117578891|XP_034120583.1|DGUA	LOC5572308|XP_001654008.2|AAEG
OG0002052	LOC117588931|XP_034136398.1|DGUA	LOC5578479|XP_001657002.1|AAEG
OG0002053	LOC117586026|XP_034131752.1|DGUA	LOC5567154|XP_021710816.1|AAEG
OG0002054	LOC117589814|XP_034137933.1|DGUA	LOC5573603|XP_001654737.1|AAEG
OG0002055	LOC117586053|XP_034131787.1|DGUA	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG
OG0002056	LOC117589354|XP_034137131.1|DGUA	LOC5577348|XP_001656424.1|AAEG
OG0002057	LOC117582397|XP_034125971.1|DGUA	LOC5577352|XP_001656428.1|AAEG
OG0002058	LOC117588998|XP_034136500.1|DGUA	LOC5577353|XP_001656429.1|AAEG
OG0002059	LOC117586321|XP_034132201.1|DGUA	LOC5577389|XP_021704715.1|AAEG
OG0002060	LOC117584281|XP_034129029.1|DGUA	LOC5577358|XP_021705543.1|AAEG
OG0002061	LOC117581723|XP_034124997.1|DGUA	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002063	LOC117581614|XP_034124868.1|DGUA	LOC5574436|XP_001661450.1|AAEG
OG0002064	LOC117588714|XP_034136056.1|DGUA	LOC5569005|XP_021710263.1|AAEG
OG0002065	LOC117587072|XP_034133414.1|DGUA	LOC5568999|XP_021710982.1|AAEG
OG0002066	LOC117586456|XP_034132392.1|DGUA	LOC5572998|XP_021708630.1|AAEG
OG0002067	LOC117587891|XP_034134796.1|DGUA	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	LOC117584485|XP_034129304.1|DGUA	LOC5572482|XP_001660430.2|AAEG
OG0002069	LOC117588169|XP_034135171.1|DGUA	LOC5568009|XP_021708297.1|AAEG
OG0002070	LOC117585509|XP_034130900.1|DGUA	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	LOC117583567|XP_034127835.1|DGUA	LOC5579855|XP_021708220.1|AAEG
OG0002072	LOC117592582|XP_034142359.1|DGUA	LOC5579835|XP_001651510.2|AAEG
OG0002073	LOC117580195|XP_034122448.1|DGUA	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	LOC117578671|XP_034120189.1|DGUA	LOC5576240|XP_001656018.1|AAEG
OG0002075	LOC117581926|XP_034125294.1|DGUA	LOC5574555|XP_001661504.1|AAEG
OG0002076	LOC117592145|XP_034141591.1|DGUA	LOC5568197|XP_021710717.1|AAEG
OG0002077	LOC117587276|XP_034133750.1|DGUA	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	LOC117578707|XP_034120248.1|DGUA	LOC5563914|XP_001648220.1|AAEG
OG0002079	LOC117587502|XP_034134165.1|DGUA	LOC5575305|XP_021704437.1|AAEG
OG0002080	LOC117591956|XP_034141271.1|DGUA	LOC5571113|XP_001659554.2|AAEG
OG0002081	LOC117592680|XP_034142530.1|DGUA	LOC5573774|XP_001654766.1|AAEG
OG0002082	LOC117592222|XP_034141739.1|DGUA	LOC5565492|XP_021709770.1|AAEG
OG0002083	LOC117580742|XP_034123309.1|DGUA	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG
OG0002084	LOC117592642|XP_034142476.1|DGUA	LOC5569429|XP_021708673.1|AAEG
OG0002085	LOC117578881|XP_034120569.1|DGUA	LOC5564333|XP_021708440.1|AAEG
OG0002086	LOC117592646|XP_034142480.1|DGUA	LOC5568708|XP_001652532.1|AAEG
OG0002087	LOC117580451|XP_034122905.1|DGUA	LOC5567364|XP_021707763.1|AAEG
OG0002088	LOC117580004|XP_034122096.1|DGUA	LOC5576762|XP_021704245.1|AAEG
OG0002089	LOC117592366|XP_034141956.1|DGUA	LOC5567176|XP_021711063.1|AAEG
OG0002090	LOC117579718|XP_034121603.1|DGUA	LOC5571906|XP_001659999.1|AAEG
OG0002091	LOC117583822|XP_034128302.1|DGUA	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG
OG0002092	LOC117589099|XP_034136638.1|DGUA	LOC5578091|XP_021708505.1|AAEG
OG0002093	LOC117579029|XP_034120609.1|DGUA	LOC5566861|XP_021704283.1|AAEG
OG0002094	LOC117578424|XP_034119776.1|DGUA	LOC110678270|XP_021706584.1|AAEG
OG0002095	LOC117591370|XP_034140499.1|DGUA	LOC5568456|XP_021706643.1|AAEG
OG0002096	LOC117578729|XP_034120279.1|DGUA	LOC5573267|XP_021706586.1|AAEG
OG0002097	LOC117592018|XP_034141362.1|DGUA	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG
OG0002099	LOC117585310|XP_034130629.1|DGUA	LOC5563694|XP_021709597.1|AAEG
OG0002100	LOC117591256|XP_034140331.1|DGUA	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG
OG0002101	LOC117578787|XP_034120392.1|DGUA	LOC5564119|XP_021711134.1|AAEG
OG0002102	LOC117578759|XP_034120340.1|DGUA	LOC5573221|XP_001654423.1|AAEG
OG0002103	LOC117585231|XP_034130516.1|DGUA	LOC110681058|XP_021712515.1|AAEG
OG0002117	LOC117590202|XP_034138545.1|DGUA	LOC5566213|XP_001650619.1|AAEG
OG0002118	LOC117590026|XP_034138213.1|DGUA	LOC5574523|XP_021694485.1|AAEG
OG0002119	LOC117585706|XP_034131228.1|DGUA	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG
OG0002120	LOC117590635|XP_034139346.1|DGUA	LOC5574324|XP_021694589.1|AAEG
OG0002121	LOC117583595|XP_034127878.1|DGUA	LOC5574653|XP_001661569.2|AAEG
OG0002122	LOC117587610|XP_034134351.1|DGUA	LOC110674755|XP_021694710.1|AAEG, LOC110675515|XP_021696466.1|AAEG, LOC110681454|XP_021712905.1|AAEG, LOC110680203|XP_021711713.1|AAEG, LOC110678556|XP_021707262.1|AAEG, LOC110677160|XP_021703681.1|AAEG
OG0002123	LOC117582561|XP_034126285.1|DGUA	LOC5564728|XP_021694777.1|AAEG
OG0002124	LOC117588559|XP_034135835.1|DGUA	LOC110674789|XP_021694816.1|AAEG
OG0002125	LOC117579433|XP_034121211.1|DGUA	LOC5569483|XP_001658568.1|AAEG
OG0002126	LOC117579290|XP_034120983.1|DGUA	LOC5571983|XP_021711962.1|AAEG
OG0002127	LOC117581475|XP_034124603.1|DGUA	LOC5576059|XP_021712546.1|AAEG
OG0002128	LOC117581651|XP_034124919.1|DGUA	LOC5573411|XP_021712952.1|AAEG
OG0002129	LOC117583662|XP_034128017.1|DGUA	LOC5580025|XP_021713390.1|AAEG
OG0002130	LOC117588325|XP_034135412.1|DGUA	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG
OG0002131	LOC117589710|XP_034137765.1|DGUA	LOC110674739|XP_021694575.1|AAEG
OG0002132	LOC117587778|XP_034134611.1|DGUA	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG
OG0002133	LOC117590469|XP_034139006.1|DGUA	LOC5578622|XP_001657043.1|AAEG
OG0002134	LOC117584162|XP_034128817.1|DGUA, LOC117581427|XP_034124488.1|DGUA	LOC5565115|XP_021694229.1|AAEG
OG0002135	LOC117590519|XP_034139122.1|DGUA	LOC5576370|XP_021695425.1|AAEG
OG0002136	LOC117583275|XP_034127391.1|DGUA	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG
OG0002137	LOC117585795|XP_034131386.1|DGUA	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG
OG0002138	LOC117581073|XP_034123842.1|DGUA	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG
OG0002139	LOC117586222|XP_034132050.1|DGUA, LOC117580658|XP_034123153.1|DGUA	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG
OG0002140	LOC117590249|XP_034138612.1|DGUA	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG
OG0002141	LOC117590042|XP_034138252.1|DGUA	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG
OG0002142	LOC117590092|XP_034138325.1|DGUA	LOC5577016|XP_001656303.1|AAEG
OG0002143	LOC117582083|XP_034125533.1|DGUA	LOC5580031|XP_001653915.2|AAEG
OG0002144	LOC117590613|XP_034139293.1|DGUA	LOC5570082|XP_021698481.1|AAEG
OG0002145	LOC117586363|XP_034132273.1|DGUA	LOC5570416|XP_001659123.1|AAEG
OG0002146	LOC117590013|XP_034138191.1|DGUA	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG
OG0002147	LOC117590886|XP_034139807.1|DGUA	LOC5576462|XP_021700291.1|AAEG
OG0002148	LOC117589149|XP_034136735.1|DGUA	LOC5576488|XP_001662681.2|AAEG
OG0002149	LOC117590595|XP_034139246.1|DGUA	LOC5570710|XP_021700856.1|AAEG
OG0002150	LOC117580722|XP_034123279.1|DGUA	LOC5570704|XP_021700978.1|AAEG
OG0002151	LOC117584005|XP_034128625.1|DGUA	LOC5570703|XP_001659296.2|AAEG
OG0002152	LOC117589630|XP_034137610.1|DGUA	LOC5567724|XP_021702264.1|AAEG
OG0002153	LOC117585003|XP_034130131.1|DGUA	LOC5567044|XP_021702532.1|AAEG
OG0002154	LOC117588324|XP_034135411.1|DGUA	LOC5576299|XP_021702619.1|AAEG
OG0002155	LOC117583534|XP_034127779.1|DGUA	LOC5576875|XP_001662973.2|AAEG
OG0002156	LOC117579944|XP_034121995.1|DGUA	LOC5571483|XP_021704276.1|AAEG
OG0002157	LOC117589569|XP_034137511.1|DGUA	LOC5572105|XP_021704743.1|AAEG
OG0002158	LOC117584493|XP_034129317.1|DGUA	LOC5575865|XP_021704847.1|AAEG
OG0002159	LOC117579694|XP_034121578.1|DGUA	LOC5579199|XP_021705121.1|AAEG
OG0002160	LOC117583423|XP_034127611.1|DGUA	LOC5577891|XP_001663597.2|AAEG
OG0002161	LOC117585713|XP_034131242.1|DGUA	LOC5578146|XP_001663717.1|AAEG
OG0002162	LOC117589668|XP_034137698.1|DGUA	LOC5578143|XP_001663713.2|AAEG
OG0002163	LOC117581339|XP_034124353.1|DGUA	LOC5565033|XP_001649405.1|AAEG
OG0002164	LOC117585427|XP_034130792.1|DGUA, LOC117585340|XP_034130672.1|DGUA	LOC5565255|XP_001649617.2|AAEG
OG0002165	LOC117583523|XP_034127761.1|DGUA	LOC5576560|XP_001662743.2|AAEG
OG0002166	LOC117584404|XP_034129158.1|DGUA	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG
OG0002167	LOC117591861|XP_034141121.1|DGUA	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG
OG0002168	LOC117582741|XP_034126572.1|DGUA	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG
OG0002169	LOC117589352|XP_034137127.1|DGUA	LOC5568544|XP_021707598.1|AAEG
OG0002170	LOC117590582|XP_034139229.1|DGUA	LOC5572782|XP_001654181.2|AAEG
OG0002171	LOC117584899|XP_034129928.1|DGUA	LOC5579419|XP_021708592.1|AAEG
