Orthogroup	DGUA.longest_only	CPIP.longest_only
OG0002495	LOC117578712|XP_034120253.1|DGUA	LOC120414931|XP_039432196.1|CPIP
OG0002496	LOC117591089|XP_034140080.1|DGUA	LOC120425278|XP_039445663.1|CPIP
OG0002508	LOC117580719|XP_034123274.1|DGUA	LOC120422061|XP_039441331.1|CPIP
OG0002509	LOC117592634|XP_034142467.1|DGUA	LOC120421053|XP_039440132.1|CPIP, LOC120431164|XP_039452238.1|CPIP
OG0002510	LOC117581071|XP_034123838.1|DGUA	LOC120432318|XP_039453436.1|CPIP
OG0002511	LOC117589613|XP_034137580.1|DGUA	LOC120415031|XP_039432330.1|CPIP
OG0002512	LOC117590624|XP_034139325.1|DGUA, LOC117590625|XP_034139327.1|DGUA	LOC120413289|XP_039429960.1|CPIP
OG0002513	LOC117589734|XP_034137801.1|DGUA	LOC120413306|XP_039430002.1|CPIP
OG0002514	LOC117587024|XP_034133334.1|DGUA	LOC120415052|XP_039432359.1|CPIP
OG0002516	LOC117591220|XP_034140283.1|DGUA	LOC120420867|XP_039439953.1|CPIP
OG0002517	LOC117581551|XP_034124760.1|DGUA	LOC120417274|XP_039435192.1|CPIP
OG0002518	LOC117589895|XP_034138057.1|DGUA	LOC120419292|XP_039437891.1|CPIP
OG0002519	LOC117585957|XP_034131656.1|DGUA	LOC120431837|XP_039452899.1|CPIP, LOC120419300|XP_039437899.1|CPIP
OG0002520	LOC117581412|XP_034124458.1|DGUA	LOC120431838|XP_039452901.1|CPIP, LOC120419298|XP_039437898.1|CPIP
OG0002521	LOC117588728|XP_034136089.1|DGUA	LOC120419264|XP_039437853.1|CPIP, LOC120428873|XP_039449933.1|CPIP
OG0002522	LOC117589491|XP_034137348.1|DGUA	LOC120432301|XP_039453422.1|CPIP
OG0002523	LOC117582724|XP_034126542.1|DGUA	LOC120425470|XP_039446283.1|CPIP
OG0002524	LOC117581184|XP_034124019.1|DGUA	LOC120430129|XP_039451151.1|CPIP, LOC120430864|XP_039451926.1|CPIP
OG0002525	LOC117589118|XP_034136687.1|DGUA	LOC120432224|XP_039453333.1|CPIP
OG0002526	LOC117589623|XP_034137601.1|DGUA	LOC120432226|XP_039453334.1|CPIP
OG0002527	LOC117585306|XP_034130627.1|DGUA	LOC120432281|XP_039453401.1|CPIP
OG0002528	LOC117588326|XP_034135413.1|DGUA	LOC120413322|XP_039430023.1|CPIP
OG0002529	LOC117585024|XP_034130157.1|DGUA	LOC120413325|XP_039430032.1|CPIP
OG0002530	LOC117587948|XP_034134839.1|DGUA	LOC120413358|XP_039430077.1|CPIP
OG0002531	LOC117587791|XP_034134627.1|DGUA	LOC120428492|XP_039449439.1|CPIP
OG0002532	LOC117590027|XP_034138214.1|DGUA	LOC120422611|XP_039442073.1|CPIP
OG0002533	LOC117580839|XP_034123469.1|DGUA	LOC120422055|XP_039441321.1|CPIP
OG0002534	LOC117588447|XP_034135624.1|DGUA	LOC120422083|XP_039441363.1|CPIP
OG0002535	LOC117579835|XP_034121824.1|DGUA	LOC120414185|XP_039431196.1|CPIP, LOC120414186|XP_039431198.1|CPIP
OG0002536	LOC117585082|XP_034130239.1|DGUA	LOC120422456|XP_039441833.1|CPIP
OG0002537	LOC117578558|XP_034120022.1|DGUA	LOC120415045|XP_039432353.1|CPIP
OG0002539	LOC117586615|XP_034132715.1|DGUA	LOC120431369|XP_039452437.1|CPIP
OG0002540	LOC117583817|XP_034128293.1|DGUA	LOC120420181|XP_039439090.1|CPIP
OG0002541	LOC117580994|XP_034123689.1|DGUA	LOC120420192|XP_039439112.1|CPIP, LOC120431573|XP_039452617.1|CPIP
OG0002542	LOC117591348|XP_034140464.1|DGUA	LOC120420217|XP_039439138.1|CPIP
OG0002543	LOC117588369|XP_034135475.1|DGUA	LOC120431208|XP_039452287.1|CPIP
OG0002544	LOC117585735|XP_034131271.1|DGUA	LOC120413732|XP_039430592.1|CPIP
OG0002545	LOC117588501|XP_034135704.1|DGUA	LOC120413352|XP_039430069.1|CPIP
OG0002547	LOC117588401|XP_034135547.1|DGUA	LOC120412765|XP_039429294.1|CPIP
OG0002548	LOC117590362|XP_034138796.1|DGUA	LOC120412730|XP_039429258.1|CPIP
OG0002549	LOC117581408|XP_034124449.1|DGUA	LOC120412693|XP_039429206.1|CPIP
OG0002550	LOC117591438|XP_034140592.1|DGUA	LOC120430270|XP_039451331.1|CPIP
OG0002551	LOC117583791|XP_034128264.1|DGUA	LOC120414279|XP_039431341.1|CPIP, LOC120427670|XP_039448484.1|CPIP
OG0002552	LOC117581801|XP_034125132.1|DGUA	LOC120426469|XP_039447166.1|CPIP, LOC120427669|XP_039448483.1|CPIP
OG0002553	LOC117581528|XP_034124722.1|DGUA	LOC120423033|XP_039442608.1|CPIP
OG0002554	LOC117590780|XP_034139621.1|DGUA	LOC120422047|XP_039441307.1|CPIP
OG0002555	LOC117581320|XP_034124316.1|DGUA	LOC120422043|XP_039441302.1|CPIP
OG0002556	LOC117587611|XP_034134352.1|DGUA	LOC120428285|XP_039449527.1|CPIP
OG0002557	LOC117580974|XP_034123658.1|DGUA	LOC120424694|XP_039444807.1|CPIP
OG0002558	LOC117585285|XP_034130603.1|DGUA	LOC120431230|XP_039452304.1|CPIP
OG0002559	LOC117590089|XP_034138322.1|DGUA	LOC120424517|XP_039444607.1|CPIP
OG0002560	LOC117589753|XP_034137825.1|DGUA	LOC120431686|XP_039452734.1|CPIP, LOC120431594|XP_039452635.1|CPIP
OG0002561	LOC117589656|XP_034137681.1|DGUA	LOC120430612|XP_039451643.1|CPIP, LOC120426028|XP_039446641.1|CPIP
OG0002562	LOC117580895|XP_034123545.1|DGUA	LOC120412825|XP_039429369.1|CPIP, LOC120412847|XP_039429407.1|CPIP
OG0002563	LOC117588548|XP_034135819.1|DGUA	LOC120412477|XP_039428903.1|CPIP
OG0002564	LOC117583409|XP_034127588.1|DGUA	LOC120416427|XP_039434115.1|CPIP
OG0002565	LOC117583489|XP_034127718.1|DGUA	LOC120427023|XP_039447777.1|CPIP
OG0002566	LOC117589629|XP_034137608.1|DGUA	LOC120416234|XP_039433865.1|CPIP
OG0002567	LOC117581416|XP_034124461.1|DGUA	LOC120419614|XP_039438288.1|CPIP
OG0002568	LOC117586028|XP_034131754.1|DGUA	LOC120417031|XP_039434908.1|CPIP
OG0002569	LOC117586948|XP_034133209.1|DGUA	LOC120426178|XP_039446852.1|CPIP
OG0002570	LOC117589766|XP_034137846.1|DGUA	LOC120415640|XP_039433171.1|CPIP
OG0002571	LOC117589539|XP_034137424.1|DGUA	LOC120415616|XP_039433145.1|CPIP
OG0002572	LOC117585253|XP_034130559.1|DGUA	LOC120415599|XP_039433126.1|CPIP
OG0002573	LOC117589631|XP_034137611.1|DGUA	LOC120416904|XP_039434735.1|CPIP
OG0002574	LOC117589488|XP_034137342.1|DGUA	LOC120424521|XP_039444612.1|CPIP
OG0002575	LOC117586746|XP_034132940.1|DGUA	LOC120426457|XP_039447153.1|CPIP
OG0002576	LOC117591182|XP_034140200.1|DGUA	LOC120429941|XP_039450973.1|CPIP
OG0002577	LOC117589408|XP_034137229.1|DGUA	LOC120423741|XP_039443587.1|CPIP
OG0002578	LOC117582309|XP_034125844.1|DGUA	LOC120423864|XP_039443747.1|CPIP, LOC120422129|XP_039441438.1|CPIP
OG0002579	LOC117583859|XP_034128362.1|DGUA	LOC120416321|XP_039433977.1|CPIP, LOC120426395|XP_039447083.1|CPIP, LOC120421585|XP_039440751.1|CPIP
OG0002580	LOC117590053|XP_034138267.1|DGUA	LOC120419940|XP_039438771.1|CPIP
OG0002581	LOC117589835|XP_034137969.1|DGUA	LOC120430904|XP_039451960.1|CPIP, LOC120426433|XP_039447131.1|CPIP
OG0002582	LOC117585803|XP_034131403.1|DGUA	LOC120424945|XP_039445188.1|CPIP
OG0002583	LOC117589559|XP_034137475.1|DGUA	LOC120431534|XP_039452560.1|CPIP
OG0002584	LOC117579638|XP_034121506.1|DGUA	LOC120429239|XP_039450384.1|CPIP
OG0002585	LOC117579642|XP_034121512.1|DGUA	LOC120429241|XP_039450386.1|CPIP
OG0002586	LOC117585711|XP_034131239.1|DGUA	LOC120424947|XP_039445191.1|CPIP
OG0002587	LOC117585259|XP_034130565.1|DGUA	LOC120424943|XP_039445181.1|CPIP
OG0002588	LOC117589741|XP_034137810.1|DGUA	LOC120430740|XP_039451781.1|CPIP
OG0002589	LOC117582772|XP_034126628.1|DGUA	LOC120432026|XP_039453097.1|CPIP
OG0002590	LOC117581610|XP_034124863.1|DGUA	LOC120427371|XP_039448160.1|CPIP
OG0002591	LOC117583530|XP_034127770.1|DGUA	LOC120427702|XP_039448534.1|CPIP
OG0002592	LOC117583412|XP_034127591.1|DGUA	LOC120425500|XP_039445983.1|CPIP
OG0002593	LOC117582795|XP_034126697.1|DGUA	LOC120431907|XP_039452972.1|CPIP, LOC120425107|XP_039445435.1|CPIP
OG0002594	LOC117589515|XP_034137392.1|DGUA	LOC120425114|XP_039445451.1|CPIP
OG0002595	LOC117585703|XP_034131212.1|DGUA	LOC120427714|XP_039448547.1|CPIP
OG0002596	LOC117589689|XP_034137736.1|DGUA	LOC120425820|XP_039446367.1|CPIP
OG0002597	LOC117589881|XP_034138042.1|DGUA	LOC120428991|XP_039450063.1|CPIP
OG0002598	LOC117584921|XP_034129961.1|DGUA	LOC120431685|XP_039452737.1|CPIP
OG0002599	LOC117585443|XP_034130809.1|DGUA	LOC120417847|XP_039436002.1|CPIP, LOC120417845|XP_039436000.1|CPIP
OG0002600	LOC117592407|XP_034142033.1|DGUA	LOC120418746|XP_039437157.1|CPIP
OG0002601	LOC117589621|XP_034137599.1|DGUA	LOC120417218|XP_039435112.1|CPIP
OG0002602	LOC117582937|XP_034126929.1|DGUA	LOC120432523|XP_039453674.1|CPIP
OG0002603	LOC117582874|XP_034126834.1|DGUA	LOC120425734|XP_039446271.1|CPIP
OG0002604	LOC117582867|XP_034126828.1|DGUA	LOC120430225|XP_039451239.1|CPIP
OG0002605	LOC117589649|XP_034137673.1|DGUA	LOC120424504|XP_039444589.1|CPIP
OG0002606	LOC117582885|XP_034126851.1|DGUA	LOC120429673|XP_039450636.1|CPIP
OG0002607	LOC117582900|XP_034126884.1|DGUA	LOC120430689|XP_039451724.1|CPIP, LOC120430352|XP_039451386.1|CPIP
OG0002608	LOC117585989|XP_034131702.1|DGUA	LOC120421795|XP_039441001.1|CPIP
OG0002609	LOC117584757|XP_034129751.1|DGUA	LOC120424978|XP_039445269.1|CPIP
OG0002610	LOC117589926|XP_034138099.1|DGUA	LOC120416025|XP_039433624.1|CPIP, LOC120424223|XP_039444213.1|CPIP
OG0002611	LOC117583764|XP_034128207.1|DGUA	LOC120415982|XP_039433575.1|CPIP
OG0002612	LOC117584975|XP_034130069.1|DGUA	LOC120429001|XP_039450075.1|CPIP
OG0002613	LOC117585601|XP_034131037.1|DGUA	LOC120426741|XP_039447452.1|CPIP
OG0002614	LOC117582945|XP_034126945.1|DGUA	LOC120428666|XP_039449648.1|CPIP
OG0002615	LOC117587071|XP_034133412.1|DGUA	LOC120424028|XP_039443982.1|CPIP
OG0002616	LOC117583554|XP_034127806.1|DGUA	LOC120418324|XP_039436591.1|CPIP
OG0002617	LOC117585801|XP_034131399.1|DGUA	LOC120427249|XP_039448039.1|CPIP
OG0002618	LOC117590191|XP_034138509.1|DGUA	LOC120425377|XP_039445823.1|CPIP
OG0002619	LOC117582846|XP_034126794.1|DGUA	LOC120418340|XP_039436616.1|CPIP
OG0002620	LOC117583440|XP_034127632.1|DGUA	LOC120422574|XP_039441994.1|CPIP
OG0002621	LOC117589500|XP_034137369.1|DGUA	LOC120415772|XP_039433326.1|CPIP
OG0002622	LOC117588928|XP_034136394.1|DGUA	LOC120422820|XP_039442288.1|CPIP
OG0002623	LOC117583491|XP_034127720.1|DGUA	LOC120427893|XP_039448761.1|CPIP
OG0002624	LOC117585400|XP_034130756.1|DGUA	LOC120427895|XP_039448763.1|CPIP
OG0002625	LOC117585717|XP_034131245.1|DGUA	LOC120422150|XP_039441456.1|CPIP, LOC120427900|XP_039448774.1|CPIP
OG0002626	LOC117591169|XP_034140182.1|DGUA	LOC120415891|XP_039433469.1|CPIP, LOC120416109|XP_039433729.1|CPIP
OG0002628	LOC117585196|XP_034130461.1|DGUA	LOC120424277|XP_039444275.1|CPIP
OG0002629	LOC117586072|XP_034131814.1|DGUA	LOC120423418|XP_039443152.1|CPIP
OG0002630	LOC117585530|XP_034130937.1|DGUA	LOC120429640|XP_039450601.1|CPIP
OG0002631	LOC117583396|XP_034127570.1|DGUA	LOC120414273|XP_039431328.1|CPIP
OG0002632	LOC117589551|XP_034137452.1|DGUA	LOC120426681|XP_039447390.1|CPIP
OG0002633	LOC117589951|XP_034138133.1|DGUA	LOC120427258|XP_039448052.1|CPIP, LOC120427260|XP_039448053.1|CPIP
OG0002634	LOC117585780|XP_034131357.1|DGUA	LOC120427255|XP_039448047.1|CPIP
OG0002635	LOC117585689|XP_034131195.1|DGUA	LOC120431817|XP_039452870.1|CPIP
OG0002637	LOC117584660|XP_034129578.1|DGUA	LOC120427150|XP_039447942.1|CPIP
OG0002638	LOC117583626|XP_034127966.1|DGUA	LOC120423958|XP_039443875.1|CPIP, LOC120423965|XP_039443887.1|CPIP
OG0002640	LOC117583843|XP_034128351.1|DGUA	LOC120416816|XP_039434635.1|CPIP
OG0002641	LOC117583176|XP_034127265.1|DGUA	LOC120415779|XP_039433340.1|CPIP
OG0002642	LOC117583073|XP_034127137.1|DGUA	LOC120416858|XP_039434692.1|CPIP
OG0002643	LOC117583072|XP_034127136.1|DGUA	LOC120426245|XP_039446916.1|CPIP
OG0002644	LOC117582910|XP_034126896.1|DGUA	LOC120429545|XP_039450536.1|CPIP, LOC120430324|XP_039451359.1|CPIP
OG0002645	LOC117583247|XP_034127362.1|DGUA	LOC120425992|XP_039446584.1|CPIP, LOC120429013|XP_039450084.1|CPIP
OG0002646	LOC117585777|XP_034131354.1|DGUA	LOC120422018|XP_039441276.1|CPIP
OG0002647	LOC117589554|XP_034137456.1|DGUA	LOC120422019|XP_039441277.1|CPIP
OG0002648	LOC117589581|XP_034137533.1|DGUA	LOC120429627|XP_039450591.1|CPIP
OG0002649	LOC117585000|XP_034130129.1|DGUA	LOC120422584|XP_039442006.1|CPIP
OG0002650	LOC117589553|XP_034137455.1|DGUA	LOC120425422|XP_039445882.1|CPIP
OG0002651	LOC117586751|XP_034132949.1|DGUA	LOC120418745|XP_039437156.1|CPIP
OG0002652	LOC117589503|XP_034137376.1|DGUA	LOC120431087|XP_039452177.1|CPIP, LOC120430930|XP_039451984.1|CPIP
OG0002653	LOC117583837|XP_034128325.1|DGUA	LOC120426163|XP_039446815.1|CPIP
OG0002654	LOC117583836|XP_034128324.1|DGUA	LOC120426151|XP_039446803.1|CPIP
OG0002655	LOC117585762|XP_034131317.1|DGUA	LOC120424660|XP_039444768.1|CPIP
OG0002656	LOC117589595|XP_034137554.1|DGUA	LOC120424635|XP_039444736.1|CPIP
OG0002657	LOC117585688|XP_034131194.1|DGUA	LOC120421782|XP_039440984.1|CPIP
OG0002658	LOC117583328|XP_034127480.1|DGUA	LOC120421027|XP_039440095.1|CPIP
OG0002659	LOC117583113|XP_034127188.1|DGUA	LOC120423557|XP_039443339.1|CPIP
OG0002660	LOC117581557|XP_034124780.1|DGUA	LOC120425048|XP_039445354.1|CPIP
OG0002661	LOC117582944|XP_034126942.1|DGUA	LOC120422124|XP_039441431.1|CPIP
OG0002663	LOC117585358|XP_034130695.1|DGUA	LOC120423560|XP_039443345.1|CPIP, LOC120420998|XP_039440047.1|CPIP
OG0002664	LOC117581874|XP_034125228.1|DGUA	LOC120425361|XP_039445800.1|CPIP
OG0002665	LOC117590719|XP_034139516.1|DGUA	LOC120428081|XP_039448994.1|CPIP
OG0002666	LOC117578840|XP_034120508.1|DGUA	LOC120428067|XP_039448967.1|CPIP
OG0002667	LOC117586403|XP_034132330.1|DGUA	LOC120428075|XP_039448985.1|CPIP
OG0002668	LOC117587101|XP_034133477.1|DGUA	LOC120428389|XP_039449321.1|CPIP
OG0002669	LOC117587793|XP_034134630.1|DGUA	LOC120428404|XP_039449352.1|CPIP
OG0002670	LOC117589451|XP_034137292.1|DGUA	LOC120423027|XP_039442602.1|CPIP
OG0002671	LOC117589178|XP_034136788.1|DGUA	LOC120423009|XP_039442573.1|CPIP
OG0002672	LOC117581857|XP_034125210.1|DGUA	LOC120425495|XP_039445980.1|CPIP
OG0002673	LOC117578562|XP_034120026.1|DGUA	LOC120417387|XP_039435340.1|CPIP
OG0002674	LOC117586248|XP_034132082.1|DGUA	LOC120424178|XP_039444166.1|CPIP
OG0002675	LOC117580319|XP_034122706.1|DGUA	LOC120417803|XP_039435935.1|CPIP, LOC120417838|XP_039435991.1|CPIP
OG0002676	LOC117580477|XP_034122954.1|DGUA	LOC120422832|XP_039442303.1|CPIP
OG0002677	LOC117581200|XP_034124066.1|DGUA	LOC120427562|XP_039448375.1|CPIP, LOC120419770|XP_039438531.1|CPIP
OG0002678	LOC117591867|XP_034141126.1|DGUA	LOC120419487|XP_039438106.1|CPIP
OG0002679	LOC117592445|XP_034142094.1|DGUA	LOC120417396|XP_039435356.1|CPIP
OG0002680	LOC117580639|XP_034123121.1|DGUA	LOC120417129|XP_039435042.1|CPIP
OG0002681	LOC117586631|XP_034132784.1|DGUA	LOC120423185|XP_039442817.1|CPIP
OG0002682	LOC117579057|XP_034120651.1|DGUA	LOC120414203|XP_039431222.1|CPIP
OG0002684	LOC117588411|XP_034135569.1|DGUA	LOC120422649|XP_039442088.1|CPIP, LOC120431521|XP_039452552.1|CPIP
OG0002685	LOC117589342|XP_034137089.1|DGUA	LOC120425581|XP_039446088.1|CPIP
OG0002686	LOC117589090|XP_034136619.1|DGUA	LOC120413463|XP_039430234.1|CPIP
OG0002687	LOC117579630|XP_034121487.1|DGUA	LOC120426804|XP_039447526.1|CPIP
OG0002688	LOC117587212|XP_034133658.1|DGUA	LOC120432614|XP_039453795.1|CPIP
OG0002689	LOC117581340|XP_034124354.1|DGUA	LOC120427160|XP_039447956.1|CPIP
OG0002690	LOC117579908|XP_034121935.1|DGUA	LOC120426733|XP_039447445.1|CPIP
OG0002691	LOC117590143|XP_034138415.1|DGUA	LOC120426727|XP_039447435.1|CPIP
OG0002692	LOC117581744|XP_034125036.1|DGUA	LOC120427524|XP_039448328.1|CPIP
OG0002693	LOC117579802|XP_034121768.1|DGUA	LOC120427021|XP_039447779.1|CPIP
OG0002694	LOC117592465|XP_034142185.1|DGUA	LOC120426190|XP_039446833.1|CPIP
OG0002695	LOC117586900|XP_034133135.1|DGUA	LOC120422347|XP_039441678.1|CPIP
OG0002696	LOC117589076|XP_034136603.1|DGUA	LOC120430366|XP_039451404.1|CPIP
OG0002697	LOC117589270|XP_034136950.1|DGUA	LOC120429648|XP_039450608.1|CPIP, LOC120422430|XP_039441780.1|CPIP
OG0002698	LOC117580203|XP_034122484.1|DGUA	LOC120427232|XP_039448029.1|CPIP
OG0002699	LOC117580316|XP_034122702.1|DGUA	LOC120427234|XP_039448032.1|CPIP
OG0002700	LOC117587448|XP_034134031.1|DGUA	LOC120424884|XP_039445082.1|CPIP
OG0002701	LOC117579623|XP_034121471.1|DGUA	LOC120424878|XP_039445072.1|CPIP
OG0002702	LOC117582605|XP_034126368.1|DGUA	LOC120418858|XP_039437319.1|CPIP
OG0002703	LOC117587291|XP_034133773.1|DGUA	LOC120426789|XP_039447500.1|CPIP
OG0002704	LOC117592174|XP_034141663.1|DGUA	LOC120430332|XP_039451369.1|CPIP
OG0002705	LOC117587508|XP_034134190.1|DGUA	LOC120430033|XP_039451065.1|CPIP
OG0002706	LOC117591870|XP_034141135.1|DGUA	LOC120430090|XP_039451115.1|CPIP
OG0002707	LOC117586875|XP_034133064.1|DGUA	LOC120426683|XP_039447395.1|CPIP
OG0002708	LOC117589280|XP_034136961.1|DGUA	LOC120428338|XP_039449271.1|CPIP, LOC120418185|XP_039436420.1|CPIP
OG0002709	LOC117588790|XP_034136192.1|DGUA	LOC120429259|XP_039450408.1|CPIP
OG0002710	LOC117588857|XP_034136254.1|DGUA	LOC120429255|XP_039450405.1|CPIP
OG0002711	LOC117583330|XP_034127485.1|DGUA	LOC120429258|XP_039450407.1|CPIP
OG0002712	LOC117591962|XP_034141286.1|DGUA	LOC120417403|XP_039435376.1|CPIP
OG0002713	LOC117588605|XP_034135909.1|DGUA	LOC120423173|XP_039442790.1|CPIP
OG0002714	LOC117592075|XP_034141473.1|DGUA	LOC120421337|XP_039440444.1|CPIP
OG0002715	LOC117580651|XP_034123140.1|DGUA	LOC120420682|XP_039439712.1|CPIP
OG0002716	LOC117582441|XP_034126043.1|DGUA	LOC120412388|XP_039428760.1|CPIP
OG0002717	LOC117586300|XP_034132147.1|DGUA	LOC120426807|XP_039447525.1|CPIP
OG0002719	LOC117586678|XP_034132821.1|DGUA	LOC120413248|XP_039429911.1|CPIP
OG0002720	LOC117588851|XP_034136241.1|DGUA	LOC120413252|XP_039429914.1|CPIP
OG0002721	LOC117588002|XP_034134914.1|DGUA	LOC120413194|XP_039429843.1|CPIP
OG0002722	LOC117578784|XP_034120386.1|DGUA	LOC120413255|XP_039429918.1|CPIP
OG0002723	LOC117585217|XP_034130502.1|DGUA	LOC120413234|XP_039429897.1|CPIP
OG0002724	LOC117583439|XP_034127631.1|DGUA	LOC120413217|XP_039429872.1|CPIP
OG0002725	LOC117580141|XP_034122333.1|DGUA	LOC120413229|XP_039429889.1|CPIP
OG0002726	LOC117589162|XP_034136756.1|DGUA	LOC120413230|XP_039429891.1|CPIP
OG0002727	LOC117589203|XP_034136829.1|DGUA	LOC120413188|XP_039429836.1|CPIP
OG0002728	LOC117578896|XP_034120590.1|DGUA	LOC120418485|XP_039436857.1|CPIP
OG0002729	LOC117587090|XP_034133451.1|DGUA	LOC120418479|XP_039436851.1|CPIP
OG0002730	LOC117588291|XP_034135401.1|DGUA	LOC120424828|XP_039444983.1|CPIP
OG0002731	LOC117587477|XP_034134096.1|DGUA	LOC120424829|XP_039444990.1|CPIP, LOC120432514|XP_039453669.1|CPIP
OG0002732	LOC117592667|XP_034142518.1|DGUA	LOC120420120|XP_039439003.1|CPIP
OG0002733	LOC117578770|XP_034120366.1|DGUA	LOC120420098|XP_039438978.1|CPIP
OG0002734	LOC117591331|XP_034140441.1|DGUA	LOC120420064|XP_039438913.1|CPIP
OG0002735	LOC117586310|XP_034132176.1|DGUA	LOC120420072|XP_039438928.1|CPIP
OG0002736	LOC117578656|XP_034120165.1|DGUA	LOC120429148|XP_039450285.1|CPIP, LOC120432046|XP_039453112.1|CPIP
OG0002737	LOC117579259|XP_034120937.1|DGUA	LOC120429149|XP_039450288.1|CPIP
OG0002738	LOC117587374|XP_034133914.1|DGUA	LOC120416518|XP_039434168.1|CPIP
OG0002739	LOC117589029|XP_034136548.1|DGUA	LOC120418038|XP_039436217.1|CPIP
OG0002740	LOC117589028|XP_034136547.1|DGUA	LOC120418039|XP_039436219.1|CPIP
OG0002743	LOC117589132|XP_034136709.1|DGUA	LOC120420645|XP_039439659.1|CPIP, LOC120420668|XP_039439700.1|CPIP
OG0002744	LOC117586851|XP_034133036.1|DGUA	LOC120420664|XP_039439692.1|CPIP
OG0002745	LOC117587290|XP_034133768.1|DGUA	LOC120412399|XP_039428789.1|CPIP
OG0002746	LOC117579174|XP_034120832.1|DGUA	LOC120412396|XP_039428780.1|CPIP
OG0002747	LOC117583336|XP_034127488.1|DGUA	LOC120413449|XP_039430217.1|CPIP
OG0002748	LOC117592364|XP_034141953.1|DGUA	LOC120430122|XP_039451139.1|CPIP
OG0002750	LOC117592123|XP_034141559.1|DGUA	LOC120412588|XP_039429037.1|CPIP
OG0002751	LOC117578551|XP_034120018.1|DGUA	LOC120412603|XP_039429085.1|CPIP
OG0002752	LOC117591048|XP_034140038.1|DGUA	LOC120412893|XP_039429457.1|CPIP
OG0002753	LOC117590366|XP_034138847.1|DGUA	LOC120430653|XP_039451693.1|CPIP, LOC120412904|XP_039429470.1|CPIP
OG0002754	LOC117589231|XP_034136879.1|DGUA	LOC120420352|XP_039439282.1|CPIP
OG0002755	LOC117585632|XP_034131111.1|DGUA	LOC120416568|XP_039434235.1|CPIP
OG0002756	LOC117586825|XP_034132996.1|DGUA	LOC120416582|XP_039434251.1|CPIP
OG0002757	LOC117580017|XP_034122114.1|DGUA	LOC120419991|XP_039438807.1|CPIP
OG0002758	LOC117591960|XP_034141281.1|DGUA	LOC120414125|XP_039431088.1|CPIP
OG0002759	LOC117592576|XP_034142352.1|DGUA	LOC120414139|XP_039431107.1|CPIP
OG0002760	LOC117584424|XP_034129214.1|DGUA	LOC120414116|XP_039431077.1|CPIP
OG0002761	LOC117590360|XP_034138795.1|DGUA	LOC120414127|XP_039431090.1|CPIP
OG0002762	LOC117587525|XP_034134220.1|DGUA	LOC120414135|XP_039431099.1|CPIP
OG0002763	LOC117580031|XP_034122149.1|DGUA	LOC120418523|XP_039436893.1|CPIP
OG0002764	LOC117586999|XP_034133291.1|DGUA	LOC120418567|XP_039436944.1|CPIP
OG0002765	LOC117582359|XP_034125909.1|DGUA	LOC120432140|XP_039453206.1|CPIP, LOC120418524|XP_039436895.1|CPIP
OG0002766	LOC117590848|XP_034139740.1|DGUA	LOC120418535|XP_039436905.1|CPIP
OG0002767	LOC117592569|XP_034142344.1|DGUA	LOC120418550|XP_039436916.1|CPIP
OG0002768	LOC117592564|XP_034142334.1|DGUA	LOC120414500|XP_039431633.1|CPIP
OG0002769	LOC117592142|XP_034141588.1|DGUA	LOC120414445|XP_039431567.1|CPIP
OG0002770	LOC117584122|XP_034128764.1|DGUA	LOC120414444|XP_039431566.1|CPIP
OG0002771	LOC117579510|XP_034121308.1|DGUA	LOC120414454|XP_039431576.1|CPIP
OG0002772	LOC117579161|XP_034120810.1|DGUA	LOC120429025|XP_039450097.1|CPIP, LOC120426133|XP_039446770.1|CPIP
OG0002773	LOC117587927|XP_034134808.1|DGUA	LOC120417620|XP_039435668.1|CPIP
OG0002774	LOC117591895|XP_034141170.1|DGUA	LOC120416043|XP_039433633.1|CPIP
OG0002775	LOC117589443|XP_034137273.1|DGUA	LOC120413411|XP_039430150.1|CPIP
OG0002776	LOC117579263|XP_034120947.1|DGUA	LOC120413390|XP_039430120.1|CPIP
OG0002777	LOC117589227|XP_034136870.1|DGUA	LOC120420041|XP_039438877.1|CPIP
OG0002778	LOC117589223|XP_034136863.1|DGUA	LOC120420026|XP_039438859.1|CPIP
OG0002779	LOC117580300|XP_034122679.1|DGUA	LOC120420044|XP_039438884.1|CPIP
OG0002780	LOC117586409|XP_034132336.1|DGUA	LOC120422288|XP_039441613.1|CPIP
OG0002781	LOC117591801|XP_034141001.1|DGUA	LOC120423766|XP_039443614.1|CPIP
OG0002782	LOC117579877|XP_034121890.1|DGUA	LOC120423764|XP_039443612.1|CPIP, LOC120430032|XP_039451061.1|CPIP
OG0002783	LOC117589050|XP_034136569.1|DGUA	LOC120424972|XP_039445261.1|CPIP
OG0002784	LOC117578732|XP_034120286.1|DGUA	LOC120424981|XP_039445279.1|CPIP
OG0002785	LOC117579104|XP_034120721.1|DGUA	LOC120424480|XP_039444552.1|CPIP
OG0002786	LOC117589124|XP_034136697.1|DGUA	LOC120424487|XP_039444563.1|CPIP
OG0002787	LOC117587511|XP_034134195.1|DGUA	LOC120424483|XP_039444559.1|CPIP
OG0002788	LOC117587513|XP_034134201.1|DGUA	LOC120424486|XP_039444562.1|CPIP
OG0002789	LOC117586844|XP_034133027.1|DGUA	LOC120424502|XP_039444586.1|CPIP
OG0002790	LOC117587471|XP_034134092.1|DGUA	LOC120423506|XP_039443281.1|CPIP
