Orthogroup	DGUA.longest_only	ASTE.longest_only
OG0000657	LOC117587237|XP_034133697.1|DGUA, LOC117582430|XP_034126025.1|DGUA	LOC118513665|XP_035915659.1|ASTE
OG0000658	LOC117588494|XP_034135695.1|DGUA, LOC117585496|XP_034130886.1|DGUA	LOC118509145|XP_035905249.1|ASTE
OG0000659	LOC117584578|XP_034129445.1|DGUA, LOC117587910|XP_034134782.1|DGUA	LOC118514032|XP_035916401.1|ASTE
OG0000660	LOC117581767|XP_034125062.1|DGUA, LOC117581768|XP_034125065.1|DGUA, LOC117586421|XP_034132353.1|DGUA, LOC117581770|XP_034125066.1|DGUA	LOC118511813|XP_035911245.1|ASTE
OG0000661	LOC117580308|XP_034122692.1|DGUA, LOC117582157|XP_034125641.1|DGUA	LOC118510684|XP_035908743.1|ASTE
OG0000662	LOC117587134|XP_034133532.1|DGUA, LOC117590729|XP_034139528.1|DGUA	LOC118507622|XP_035902237.1|ASTE
OG0000663	LOC117582471|XP_034126099.1|DGUA	LOC118504584|XP_035895125.1|ASTE
OG0000664	LOC117589519|XP_034137401.1|DGUA, LOC117580737|XP_034123304.1|DGUA	LOC118502508|XP_035890644.1|ASTE
OG0000665	LOC117586390|XP_034132312.1|DGUA	LOC118502404|XP_035890520.1|ASTE
OG0000666	LOC117589054|XP_034136578.1|DGUA, LOC117590811|XP_034139668.1|DGUA	LOC118503020|XP_035891736.1|ASTE
OG0000667	LOC117591004|XP_034139977.1|DGUA, LOC117585512|XP_034130902.1|DGUA	LOC118506693|XP_035900067.1|ASTE
OG0000668	LOC117590158|XP_034138435.1|DGUA, LOC117583846|XP_034128356.1|DGUA	LOC118506700|XP_035900074.1|ASTE
OG0000669	LOC117581041|XP_034123762.1|DGUA, LOC117581039|XP_034123760.1|DGUA	LOC118502625|XP_035890898.1|ASTE, LOC118502629|XP_035890907.1|ASTE
OG0000670	LOC117590829|XP_034139694.1|DGUA, LOC117581165|XP_034123999.1|DGUA	LOC118507605|XP_035902171.1|ASTE
OG0000671	LOC117590066|XP_034138282.1|DGUA, LOC117582949|XP_034126952.1|DGUA	LOC118504162|XP_035894188.1|ASTE
OG0000672	LOC117590356|XP_034138783.1|DGUA, LOC117590920|XP_034139843.1|DGUA	LOC118503081|XP_035891857.1|ASTE
OG0000673	LOC117581250|XP_034124144.1|DGUA, LOC117579640|XP_034121509.1|DGUA	LOC118503772|XP_035893335.1|ASTE
OG0000677	LOC117587464|XP_034134079.1|DGUA, LOC117588639|XP_034135958.1|DGUA	LOC118503070|XP_035891837.1|ASTE, LOC118505812|XP_035898048.1|ASTE
OG0000678	LOC117585025|XP_034130158.1|DGUA, LOC117582354|XP_034125901.1|DGUA	LOC118506688|XP_035900054.1|ASTE
OG0000679	LOC117590292|XP_034138671.1|DGUA	LOC118511227|XP_035909955.1|ASTE, LOC118510212|XP_035907656.1|ASTE, LOC118513053|XP_035914253.1|ASTE
OG0000680	LOC117590209|XP_034138553.1|DGUA, LOC117590207|XP_034138550.1|DGUA	LOC118507815|XP_035902824.1|ASTE
OG0000681	LOC117582744|XP_034126575.1|DGUA, LOC117580695|XP_034123211.1|DGUA	LOC118517713|XP_035920051.1|ASTE
OG0000683	LOC117585148|XP_034130368.1|DGUA	LOC118506183|XP_035898864.1|ASTE, LOC118506185|XP_035898866.1|ASTE, LOC118506184|XP_035898865.1|ASTE, LOC118505145|XP_035896412.1|ASTE, LOC118507783|XP_035902710.1|ASTE
OG0000684	LOC117586435|XP_034132362.1|DGUA, LOC117583750|XP_034128160.1|DGUA	LOC118504684|XP_035895391.1|ASTE
OG0000685	LOC117590841|XP_034139725.1|DGUA, LOC117590884|XP_034139804.1|DGUA, LOC117589960|XP_034138151.1|DGUA	LOC118502969|XP_035891627.1|ASTE
OG0000686	LOC117578459|XP_034119881.1|DGUA, LOC117588776|XP_034136156.1|DGUA	LOC118514492|XP_035917308.1|ASTE
OG0000687	LOC117589238|XP_034136892.1|DGUA	LOC118510252|XP_035907731.1|ASTE, LOC118517275|XP_035919142.1|ASTE
OG0000688	LOC117591957|XP_034141274.1|DGUA	LOC118509724|XP_035906707.1|ASTE
OG0000689	LOC117586466|XP_034132429.1|DGUA, LOC117586462|XP_034132414.1|DGUA	LOC118512119|XP_035911989.1|ASTE
OG0000690	LOC117580806|XP_034123398.1|DGUA	LOC118506172|XP_035898836.1|ASTE, LOC118509362|XP_035905778.1|ASTE, LOC118517239|XP_035919106.1|ASTE, LOC118506171|XP_035898834.1|ASTE, LOC118504259|XP_035894381.1|ASTE
OG0000691	LOC117584758|XP_034129750.1|DGUA, LOC117579309|XP_034121011.1|DGUA	LOC118511904|XP_035911433.1|ASTE
OG0000692	LOC117589105|XP_034136648.1|DGUA, LOC117589107|XP_034136650.1|DGUA	LOC118514236|XP_035916833.1|ASTE
OG0000693	LOC117581053|XP_034123782.1|DGUA, LOC117586215|XP_034132045.1|DGUA	LOC118511187|XP_035909847.1|ASTE
OG0000694	LOC117581140|XP_034123964.1|DGUA, LOC117580535|XP_034123020.1|DGUA	LOC118510934|XP_035909249.1|ASTE
OG0000695	LOC117588067|XP_034135018.1|DGUA, LOC117588066|XP_034135017.1|DGUA	LOC118511743|XP_035911086.1|ASTE
OG0000696	LOC117581867|XP_034125221.1|DGUA	LOC118511732|XP_035911071.1|ASTE
OG0000697	LOC117588302|XP_034135380.1|DGUA, LOC117588102|XP_034135064.1|DGUA	LOC118513307|XP_035914782.1|ASTE
OG0000698	LOC117581845|XP_034125191.1|DGUA, LOC117582341|XP_034125883.1|DGUA	LOC118514551|XP_035917435.1|ASTE
OG0000699	LOC117584717|XP_034129655.1|DGUA, LOC117585384|XP_034130724.1|DGUA	LOC118509221|XP_035905398.1|ASTE
OG0000700	LOC117582105|XP_034125561.1|DGUA, LOC117584471|XP_034129283.1|DGUA	LOC118513242|XP_035914691.1|ASTE
OG0000701	LOC117591937|XP_034141236.1|DGUA, LOC117590220|XP_034138578.1|DGUA	LOC118513211|XP_035914617.1|ASTE
OG0000702	LOC117591218|XP_034140278.1|DGUA, LOC117591217|XP_034140254.1|DGUA	LOC118504572|XP_035895108.1|ASTE
OG0000703	LOC117584158|XP_034128811.1|DGUA, LOC117580650|XP_034123144.1|DGUA	LOC118506324|XP_035899167.1|ASTE
OG0000704	LOC117588726|XP_034136082.1|DGUA, LOC117583831|XP_034128314.1|DGUA	LOC118506332|XP_035899195.1|ASTE
OG0000705	LOC117587018|XP_034133320.1|DGUA, LOC117589019|XP_034136534.1|DGUA, LOC117588698|XP_034136038.1|DGUA, LOC117587016|XP_034133317.1|DGUA	LOC118506683|XP_035900034.1|ASTE
OG0000706	LOC117582340|XP_034125882.1|DGUA, LOC117581613|XP_034124867.1|DGUA	LOC118504359|XP_035894644.1|ASTE
OG0000707	LOC117581280|XP_034124198.1|DGUA, LOC117591032|XP_034140017.1|DGUA	LOC118507672|XP_035902354.1|ASTE
OG0000708	LOC117590471|XP_034139012.1|DGUA, LOC117588421|XP_034135586.1|DGUA	LOC118506391|XP_035899324.1|ASTE
OG0000709	LOC117583485|XP_034127686.1|DGUA, LOC117581329|XP_034124334.1|DGUA	LOC118505365|XP_035896954.1|ASTE
OG0000710	LOC117586015|XP_034131737.1|DGUA, LOC117591965|XP_034141293.1|DGUA	LOC118517718|XP_035920058.1|ASTE
OG0000711	LOC117591549|XP_034140735.1|DGUA, LOC117588733|XP_034136099.1|DGUA	LOC118507227|XP_035901286.1|ASTE
OG0000713	LOC117582839|XP_034126787.1|DGUA, LOC117592072|XP_034141470.1|DGUA	LOC118508307|XP_035903858.1|ASTE
OG0000714	LOC117581351|XP_034124374.1|DGUA, LOC117579059|XP_034120654.1|DGUA	LOC118517663|XP_035919932.1|ASTE
OG0000716	LOC117580822|XP_034123433.1|DGUA, LOC117579165|XP_034120817.1|DGUA	LOC118507309|XP_035901585.1|ASTE
OG0000717	LOC117579251|XP_034120928.1|DGUA	LOC118503816|XP_035893408.1|ASTE, LOC118506222|XP_035898952.1|ASTE, LOC118506238|XP_035898994.1|ASTE, LOC118503817|XP_035893410.1|ASTE, LOC118503814|XP_035893405.1|ASTE, LOC118506235|XP_035898977.1|ASTE, LOC118506234|XP_035898976.1|ASTE, LOC118506227|XP_035898958.1|ASTE, LOC118503805|XP_035893392.1|ASTE, LOC118503812|XP_035893403.1|ASTE, LOC118503819|XP_035893412.1|ASTE, LOC118503815|XP_035893407.1|ASTE, LOC118503811|XP_035893402.1|ASTE, LOC118506223|XP_035898953.1|ASTE, LOC118503808|XP_035893397.1|ASTE, LOC118503809|XP_035893400.1|ASTE, LOC118503810|XP_035893401.1|ASTE, LOC118503807|XP_035893396.1|ASTE, LOC118503813|XP_035893404.1|ASTE, LOC118503802|XP_035893389.1|ASTE
OG0000724	LOC117590994|XP_034139965.1|DGUA, LOC117582786|XP_034126658.1|DGUA	LOC118510219|XP_035907676.1|ASTE
OG0000726	LOC117585463|XP_034130845.1|DGUA, LOC117585583|XP_034131011.1|DGUA	LOC118502369|XP_035890481.1|ASTE
OG0000727	LOC117586526|XP_034132551.1|DGUA, LOC117586534|XP_034132559.1|DGUA	LOC118502892|XP_035891505.1|ASTE, LOC118504672|XP_035895355.1|ASTE
OG0000728	LOC117590265|XP_034138642.1|DGUA	LOC118507572|XP_035902102.1|ASTE
OG0000729	LOC117582713|XP_034126527.1|DGUA, LOC117582714|XP_034126528.1|DGUA	LOC118502976|XP_035891641.1|ASTE
OG0000730	LOC117581765|XP_034125058.1|DGUA, LOC117586903|XP_034133139.1|DGUA	LOC118512111|XP_035911978.1|ASTE
OG0000731	LOC117579777|XP_034121726.1|DGUA, LOC117588056|XP_034135007.1|DGUA	LOC118508872|XP_035904568.1|ASTE
OG0000732	LOC117589060|XP_034136582.1|DGUA, LOC117589058|XP_034136579.1|DGUA	LOC118510311|XP_035907841.1|ASTE
OG0000733	LOC117583091|XP_034127160.1|DGUA, LOC117580226|XP_034122531.1|DGUA	LOC118514240|XP_035916836.1|ASTE
OG0000734	LOC117587094|XP_034133463.1|DGUA	LOC118510367|XP_035907971.1|ASTE
OG0000735	LOC117590847|XP_034139735.1|DGUA, LOC117587690|XP_034134476.1|DGUA	LOC118510613|XP_035908523.1|ASTE
OG0000736	LOC117581696|XP_034124965.1|DGUA, LOC117581697|XP_034124966.1|DGUA	LOC118512534|XP_035912979.1|ASTE
OG0000738	LOC117582058|XP_034125500.1|DGUA, LOC117590900|XP_034139822.1|DGUA	LOC118512619|XP_035913193.1|ASTE
OG0000739	LOC117585486|XP_034130872.1|DGUA, LOC117585474|XP_034130856.1|DGUA	LOC118510845|XP_035909065.1|ASTE
OG0000740	LOC117590072|XP_034138301.1|DGUA	LOC118502780|XP_035891270.1|ASTE
OG0000741	LOC117589596|XP_034137558.1|DGUA	LOC118502614|XP_035890878.1|ASTE
OG0000742	LOC117588280|XP_034135343.1|DGUA, LOC117588281|XP_034135345.1|DGUA	LOC118505726|XP_035897798.1|ASTE
OG0000743	LOC117586939|XP_034133197.1|DGUA	LOC118505694|XP_035897727.1|ASTE
OG0000744	LOC117578628|XP_034120124.1|DGUA	LOC118507220|XP_035901268.1|ASTE
OG0000746	LOC117578578|XP_034120054.1|DGUA	LOC118503396|XP_035892491.1|ASTE
OG0000753	LOC117583022|XP_034127063.1|DGUA, LOC117586906|XP_034133141.1|DGUA	LOC118503883|XP_035893534.1|ASTE
OG0000754	LOC117581084|XP_034123858.1|DGUA	LOC118508359|XP_035903974.1|ASTE
OG0000755	LOC117589788|XP_034137880.1|DGUA, LOC117589795|XP_034137886.1|DGUA	LOC118505431|XP_035897100.1|ASTE
OG0000756	LOC117585061|XP_034130212.1|DGUA	LOC118516633|XP_035918505.1|ASTE, LOC118508314|XP_035903875.1|ASTE
OG0000757	LOC117586322|XP_034132202.1|DGUA, LOC117579144|XP_034120775.1|DGUA	LOC118509782|XP_035906815.1|ASTE
OG0000758	LOC117589101|XP_034136642.1|DGUA, LOC117589100|XP_034136640.1|DGUA	LOC118511395|XP_035910318.1|ASTE
OG0000759	LOC117589158|XP_034136752.1|DGUA, LOC117589156|XP_034136750.1|DGUA	LOC118511963|XP_035911580.1|ASTE
OG0000761	LOC117584277|XP_034128985.1|DGUA, LOC117584280|XP_034128989.1|DGUA	LOC118509871|XP_035906989.1|ASTE
OG0000762	LOC117588240|XP_034135282.1|DGUA, LOC117584187|XP_034128846.1|DGUA	LOC118508964|XP_035904800.1|ASTE
OG0000764	LOC117583311|XP_034127449.1|DGUA, LOC117590397|XP_034138881.1|DGUA	LOC118506994|XP_035900771.1|ASTE, LOC118517555|XP_035919689.1|ASTE
OG0000765	LOC117587396|XP_034133941.1|DGUA, LOC117588682|XP_034136021.1|DGUA	LOC118502717|XP_035891164.1|ASTE
OG0000766	LOC117587686|XP_034134470.1|DGUA, LOC117581146|XP_034123969.1|DGUA	LOC118504471|XP_035894874.1|ASTE
OG0000767	LOC117580334|XP_034122724.1|DGUA	LOC118506406|XP_035899371.1|ASTE
OG0000768	LOC117587030|XP_034133346.1|DGUA	LOC118506386|XP_035899318.1|ASTE
OG0000769	LOC117585044|XP_034130191.1|DGUA, LOC117581000|XP_034123697.1|DGUA	LOC118508062|XP_035903410.1|ASTE
OG0000770	LOC117586448|XP_034132385.1|DGUA	LOC118504847|XP_035895750.1|ASTE
OG0000771	LOC117587136|XP_034133534.1|DGUA, LOC117587135|XP_034133533.1|DGUA	LOC118508053|XP_035903399.1|ASTE
OG0000778	LOC117580160|XP_034122371.1|DGUA, LOC117590110|XP_034138350.1|DGUA	LOC118502985|XP_035891673.1|ASTE
OG0000779	LOC117588746|XP_034136115.1|DGUA	LOC118510036|XP_035907320.1|ASTE, LOC118510076|XP_035907371.1|ASTE, LOC118514377|XP_035917175.1|ASTE, LOC118504315|XP_035894516.1|ASTE
OG0000780	LOC117578630|XP_034120127.1|DGUA, LOC117578631|XP_034120128.1|DGUA	LOC118507912|XP_035903104.1|ASTE, LOC118507895|XP_035903042.1|ASTE
OG0000781	LOC117590757|XP_034139586.1|DGUA, LOC117579979|XP_034122049.1|DGUA	LOC118516713|XP_035918561.1|ASTE
OG0000782	LOC117587468|XP_034134083.1|DGUA, LOC117580972|XP_034123656.1|DGUA	LOC118506476|XP_035899547.1|ASTE
OG0000783	LOC117587064|XP_034133396.1|DGUA, LOC117590997|XP_034139968.1|DGUA	LOC118506473|XP_035899542.1|ASTE
OG0000784	LOC117589039|XP_034136558.1|DGUA, LOC117591440|XP_034140598.1|DGUA	LOC118504553|XP_035895058.1|ASTE
OG0000785	LOC117583696|XP_034128067.1|DGUA	LOC118506908|XP_035900594.1|ASTE
OG0000786	LOC117581209|XP_034124072.1|DGUA, LOC117589497|XP_034137357.1|DGUA	LOC118504398|XP_035894700.1|ASTE
OG0000787	LOC117580102|XP_034122257.1|DGUA, LOC117588316|XP_034135400.1|DGUA	LOC118512886|XP_035913880.1|ASTE
OG0000788	LOC117582553|XP_034126271.1|DGUA, LOC117580115|XP_034122293.1|DGUA	LOC118513493|XP_035915210.1|ASTE
OG0000789	LOC117587982|XP_034134881.1|DGUA, LOC117587884|XP_034134752.1|DGUA	LOC118513383|XP_035914940.1|ASTE
OG0000790	LOC117581898|XP_034125257.1|DGUA, LOC117581897|XP_034125256.1|DGUA	LOC118508984|XP_035904869.1|ASTE
OG0000791	LOC117584547|XP_034129391.1|DGUA, LOC117585846|XP_034131480.1|DGUA	LOC118513700|XP_035915717.1|ASTE
OG0000792	LOC117582306|XP_034125840.1|DGUA, LOC117582304|XP_034125839.1|DGUA	LOC118508943|XP_035904744.1|ASTE
OG0000793	LOC117586347|XP_034132254.1|DGUA, LOC117591026|XP_034140004.1|DGUA	LOC118505346|XP_035896898.1|ASTE
OG0000794	LOC117588329|XP_034135424.1|DGUA	LOC118506964|XP_035900693.1|ASTE, LOC118504524|XP_035894959.1|ASTE, LOC118505512|XP_035897304.1|ASTE
OG0000795	LOC117581143|XP_034123966.1|DGUA, LOC117590055|XP_034138266.1|DGUA	LOC118505016|XP_035896098.1|ASTE
OG0000796	LOC117589733|XP_034137800.1|DGUA, LOC117591369|XP_034140496.1|DGUA	LOC118503583|XP_035892915.1|ASTE
OG0000797	LOC117586274|XP_034132117.1|DGUA, LOC117585973|XP_034131673.1|DGUA	LOC118511901|XP_035911428.1|ASTE
OG0000798	LOC117582081|XP_034125571.1|DGUA, LOC117581890|XP_034125286.1|DGUA	LOC118507980|XP_035903226.1|ASTE
OG0000799	LOC117586384|XP_034132305.1|DGUA, LOC117581016|XP_034123732.1|DGUA	LOC118503939|XP_035893704.1|ASTE
OG0000801	LOC117592637|XP_034142471.1|DGUA	LOC118507171|XP_035901133.1|ASTE
OG0000802	LOC117588592|XP_034135888.1|DGUA	LOC118507962|XP_035903182.1|ASTE
OG0000810	LOC117578448|XP_034119863.1|DGUA	LOC118504299|XP_035894489.1|ASTE
OG0000811	LOC117590136|XP_034138400.1|DGUA, LOC117578819|XP_034120468.1|DGUA	LOC118511463|XP_035910457.1|ASTE
OG0000812	LOC117588542|XP_034135811.1|DGUA, LOC117589150|XP_034136736.1|DGUA	LOC118510520|XP_035908347.1|ASTE
OG0000813	LOC117582277|XP_034125797.1|DGUA	LOC118514358|XP_035917073.1|ASTE
OG0000814	LOC117581814|XP_034125149.1|DGUA	LOC118512011|XP_035911674.1|ASTE
OG0000815	LOC117584742|XP_034129716.1|DGUA	LOC118512513|XP_035912925.1|ASTE
OG0000816	LOC117591363|XP_034140487.1|DGUA, LOC117586014|XP_034131735.1|DGUA	LOC118513340|XP_035914856.1|ASTE
OG0000817	LOC117585488|XP_034130874.1|DGUA, LOC117585487|XP_034130873.1|DGUA	LOC118504936|XP_035895926.1|ASTE
OG0000818	LOC117580757|XP_034123343.1|DGUA	LOC118504767|XP_035895590.1|ASTE
OG0000819	LOC117580815|XP_034123424.1|DGUA, LOC117581262|XP_034124161.1|DGUA	LOC118505231|XP_035896654.1|ASTE
OG0000820	LOC117592690|XP_034142545.1|DGUA	LOC118503948|XP_035893722.1|ASTE
OG0000821	LOC117591896|XP_034141177.1|DGUA	LOC118508179|XP_035903630.1|ASTE
OG0000822	LOC117589284|XP_034136965.1|DGUA, LOC117587726|XP_034134535.1|DGUA	LOC118510923|XP_035909226.1|ASTE
OG0000830	LOC117581441|XP_034124536.1|DGUA	LOC118507870|XP_035902970.1|ASTE, LOC118507868|XP_035902968.1|ASTE, LOC118507869|XP_035902969.1|ASTE
OG0000831	LOC117592571|XP_034142346.1|DGUA	LOC118505182|XP_035896530.1|ASTE, LOC118505183|XP_035896531.1|ASTE, LOC118506541|XP_035899725.1|ASTE
OG0000832	LOC117592584|XP_034142362.1|DGUA, LOC117591085|XP_034140076.1|DGUA	LOC118507813|XP_035902776.1|ASTE
OG0000833	LOC117579047|XP_034120633.1|DGUA	LOC118509033|XP_035904964.1|ASTE
OG0000834	LOC117582952|XP_034126953.1|DGUA	LOC118513021|XP_035914191.1|ASTE
OG0000836	LOC117591079|XP_034140073.1|DGUA, LOC117584343|XP_034129066.1|DGUA	LOC118512536|XP_035912997.1|ASTE
OG0000837	LOC117580360|XP_034122819.1|DGUA, LOC117580748|XP_034123326.1|DGUA	LOC118504361|XP_035894647.1|ASTE
OG0000838	LOC117582132|XP_034125607.1|DGUA, LOC117582133|XP_034125608.1|DGUA	LOC118507063|XP_035900934.1|ASTE
OG0000839	LOC117584982|XP_034130080.1|DGUA	LOC118506969|XP_035900705.1|ASTE
OG0000840	LOC117580946|XP_034123621.1|DGUA	LOC118514125|XP_035916603.1|ASTE
OG0000841	LOC117590144|XP_034138408.1|DGUA	LOC118506289|XP_035899103.1|ASTE
OG0000842	LOC117582888|XP_034126864.1|DGUA, LOC117585435|XP_034130801.1|DGUA	LOC118503475|XP_035892667.1|ASTE
OG0000843	LOC117579533|XP_034121345.1|DGUA	LOC118512372|XP_035912615.1|ASTE
OG0000844	LOC117589971|XP_034138167.1|DGUA, LOC117586625|XP_034132734.1|DGUA	LOC118503051|XP_035891779.1|ASTE
OG0000854	LOC117581096|XP_034123876.1|DGUA, LOC117581092|XP_034123871.1|DGUA	LOC118505768|XP_035897909.1|ASTE
OG0000855	LOC117588399|XP_034135544.1|DGUA, LOC117585031|XP_034130166.1|DGUA	LOC118506430|XP_035899436.1|ASTE
OG0000856	LOC117589095|XP_034136623.1|DGUA	LOC118517387|XP_035919330.1|ASTE
OG0000857	LOC117581295|XP_034124226.1|DGUA	LOC118512907|XP_035913931.1|ASTE, LOC118512913|XP_035913953.1|ASTE
OG0000858	LOC117589813|XP_034137932.1|DGUA	LOC118502828|XP_035891395.1|ASTE, LOC118505410|XP_035897052.1|ASTE, LOC118505411|XP_035897053.1|ASTE
OG0000860	LOC117580010|XP_034122105.1|DGUA, LOC117579739|XP_034121642.1|DGUA	LOC118510209|XP_035907640.1|ASTE
OG0000861	LOC117592261|XP_034141798.1|DGUA	LOC118511440|XP_035910432.1|ASTE, LOC118516310|XP_035918020.1|ASTE
OG0000862	LOC117586061|XP_034131802.1|DGUA, LOC117588016|XP_034134938.1|DGUA	LOC118510301|XP_035907820.1|ASTE
OG0000863	LOC117589836|XP_034137977.1|DGUA	LOC118510334|XP_035907885.1|ASTE
OG0000864	LOC117587901|XP_034134770.1|DGUA, LOC117590968|XP_034139916.1|DGUA	LOC118505094|XP_035896286.1|ASTE
OG0000865	LOC117584161|XP_034128815.1|DGUA, LOC117586247|XP_034132076.1|DGUA	LOC118510634|XP_035908571.1|ASTE
OG0000866	LOC117582087|XP_034125539.1|DGUA	LOC118512498|XP_035912899.1|ASTE
OG0000867	LOC117584507|XP_034129333.1|DGUA	LOC118511650|XP_035910878.1|ASTE
OG0000868	LOC117581221|XP_034124090.1|DGUA, LOC117581900|XP_034125260.1|DGUA, LOC117583118|XP_034127198.1|DGUA, LOC117591362|XP_034140485.1|DGUA	LOC118508503|XP_035904232.1|ASTE, LOC118511600|XP_035910774.1|ASTE
OG0000870	LOC117592620|XP_034142417.1|DGUA	LOC118507300|XP_035901561.1|ASTE
OG0000871	LOC117578702|XP_034120240.1|DGUA	LOC118508182|XP_035903632.1|ASTE, LOC118508160|XP_035903595.1|ASTE, LOC118508183|XP_035903633.1|ASTE, LOC118508387|XP_035904023.1|ASTE
OG0000872	LOC117588214|XP_034135283.1|DGUA	LOC118503950|XP_035893728.1|ASTE
OG0000873	LOC117579157|XP_034120807.1|DGUA	LOC118507145|XP_035901074.1|ASTE, LOC118507460|XP_035901845.1|ASTE, LOC118506271|XP_035899073.1|ASTE
OG0000874	LOC117591379|XP_034140514.1|DGUA, LOC117584917|XP_034129960.1|DGUA	LOC118503109|XP_035891939.1|ASTE
OG0000875	LOC117589854|XP_034138009.1|DGUA, LOC117589242|XP_034136898.1|DGUA	LOC118508404|XP_035904058.1|ASTE
OG0000882	LOC117590958|XP_034139899.1|DGUA, LOC117584854|XP_034129886.1|DGUA	LOC118517489|XP_035919578.1|ASTE
OG0000883	LOC117590421|XP_034138919.1|DGUA	LOC118504614|XP_035895188.1|ASTE, LOC118506063|XP_035898609.1|ASTE
OG0000884	LOC117582142|XP_034125618.1|DGUA, LOC117588513|XP_034135725.1|DGUA	LOC118506119|XP_035898727.1|ASTE
OG0000885	LOC117585712|XP_034131240.1|DGUA	LOC118502903|XP_035891519.1|ASTE, LOC118502902|XP_035891517.1|ASTE, LOC118502901|XP_035891516.1|ASTE
OG0000887	LOC117591359|XP_034140482.1|DGUA	LOC118511357|XP_035910211.1|ASTE, LOC118516345|XP_035918050.1|ASTE, LOC118511356|XP_035910210.1|ASTE, LOC118516344|XP_035918049.1|ASTE, LOC118509257|XP_035905485.1|ASTE, LOC118509232|XP_035905433.1|ASTE, LOC118505610|XP_035897542.1|ASTE, LOC118505611|XP_035897544.1|ASTE
OG0000888	LOC117588983|XP_034136464.1|DGUA	LOC118516418|XP_035918174.1|ASTE, LOC118509543|XP_035906181.1|ASTE
OG0000889	LOC117579375|XP_034121137.1|DGUA	LOC118512813|XP_035913661.1|ASTE
OG0000890	LOC117586096|XP_034131848.1|DGUA	LOC118511842|XP_035911278.1|ASTE, LOC118511843|XP_035911279.1|ASTE
OG0000891	LOC117584659|XP_034129577.1|DGUA	LOC118513936|XP_035916207.1|ASTE
OG0000892	LOC117580548|XP_034123036.1|DGUA	LOC118511588|XP_035910732.1|ASTE
OG0000893	LOC117586155|XP_034131945.1|DGUA	LOC118503679|XP_035893114.1|ASTE, LOC118517096|XP_035918846.1|ASTE, LOC118503676|XP_035893110.1|ASTE, LOC118502462|XP_035890585.1|ASTE
OG0000894	LOC117586406|XP_034132332.1|DGUA	LOC118502648|XP_035890990.1|ASTE
OG0000895	LOC117578584|XP_034120058.1|DGUA, LOC117578585|XP_034120059.1|DGUA	LOC118504523|XP_035894958.1|ASTE
OG0000896	LOC117578834|XP_034120495.1|DGUA, LOC117581020|XP_034123737.1|DGUA	LOC118508161|XP_035903597.1|ASTE, LOC118508158|XP_035903594.1|ASTE
OG0000907	LOC117579543|XP_034121354.1|DGUA	LOC118511869|XP_035911366.1|ASTE
OG0000909	LOC117584995|XP_034130115.1|DGUA	LOC118503116|XP_035891954.1|ASTE
OG0000910	LOC117581641|XP_034124901.1|DGUA	LOC118514476|XP_035917293.1|ASTE
OG0000911	LOC117592572|XP_034142347.1|DGUA	LOC118510415|XP_035908076.1|ASTE
OG0000912	LOC117579566|XP_034121379.1|DGUA, LOC117587322|XP_034133844.1|DGUA	LOC118512824|XP_035913692.1|ASTE, LOC118512823|XP_035913691.1|ASTE
OG0000913	LOC117586893|XP_034133126.1|DGUA	LOC118509679|XP_035906610.1|ASTE
OG0000914	LOC117581559|XP_034124785.1|DGUA	LOC118513367|XP_035914891.1|ASTE
OG0000915	LOC117582235|XP_034125740.1|DGUA	LOC118514577|XP_035917472.1|ASTE
OG0000916	LOC117581771|XP_034125069.1|DGUA	LOC118509337|XP_035905708.1|ASTE
OG0000917	LOC117590139|XP_034138402.1|DGUA, LOC117584725|XP_034129668.1|DGUA	LOC118510102|XP_035907426.1|ASTE
OG0000918	LOC117587594|XP_034134331.1|DGUA	LOC118512612|XP_035913178.1|ASTE
OG0000920	LOC117588380|XP_034135493.1|DGUA	LOC118512070|XP_035911849.1|ASTE, LOC118506537|XP_035899703.1|ASTE
OG0000921	LOC117591045|XP_034140031.1|DGUA	LOC118503009|XP_035891716.1|ASTE
OG0000922	LOC117579569|XP_034121382.1|DGUA	LOC118503253|XP_035892184.1|ASTE, LOC118503255|XP_035892188.1|ASTE
OG0000923	LOC117585678|XP_034131171.1|DGUA	LOC118504234|XP_035894347.1|ASTE
OG0000924	LOC117590993|XP_034139962.1|DGUA	LOC118507197|XP_035901164.1|ASTE
OG0000925	LOC117583394|XP_034127569.1|DGUA	LOC118504737|XP_035895507.1|ASTE
OG0000935	LOC117589833|XP_034137955.1|DGUA	LOC118508431|XP_035904105.1|ASTE, LOC118507553|XP_035902028.1|ASTE
OG0000936	LOC117590050|XP_034138260.1|DGUA	LOC118512980|XP_035914130.1|ASTE
OG0000938	LOC117580724|XP_034123283.1|DGUA	LOC118508148|XP_035903581.1|ASTE
OG0000939	LOC117582563|XP_034126289.1|DGUA	LOC118513339|XP_035914854.1|ASTE
OG0000940	LOC117587166|XP_034133570.1|DGUA	LOC118504529|XP_035894966.1|ASTE
OG0000942	LOC117586855|XP_034133042.1|DGUA	LOC118504770|XP_035895593.1|ASTE
OG0000943	LOC117591903|XP_034141180.1|DGUA, LOC117591919|XP_034141203.1|DGUA	LOC118512854|XP_035913820.1|ASTE
OG0000944	LOC117588522|XP_034135767.1|DGUA	LOC118509354|XP_035905765.1|ASTE
OG0000945	LOC117587277|XP_034133754.1|DGUA	LOC118509858|XP_035906959.1|ASTE
