Orthogroup	DGUA.longest_only	BCOP.longest_only
OG0001748	LOC117580571|XP_034123065.1|DGUA	LOC119081126|XP_037045765.1|BCOP
OG0001749	LOC117578689|XP_034120215.1|DGUA	LOC119079661|XP_037043605.1|BCOP
OG0001750	LOC117578687|XP_034120210.1|DGUA	LOC119079658|XP_037043596.1|BCOP
OG0001751	LOC117589403|XP_034137216.1|DGUA	LOC119080835|XP_037045288.1|BCOP
OG0001752	LOC117579340|XP_034121056.1|DGUA	LOC119080955|XP_037045480.1|BCOP
OG0001753	LOC117589021|XP_034136538.1|DGUA	LOC119073253|XP_037034509.1|BCOP
OG0001754	LOC117588575|XP_034135865.1|DGUA	LOC119073323|XP_037034608.1|BCOP
OG0001755	LOC117587191|XP_034133610.1|DGUA	LOC119076046|XP_037038572.1|BCOP
OG0001756	LOC117592414|XP_034142045.1|DGUA	LOC119074519|XP_037036577.1|BCOP
OG0001757	LOC117587598|XP_034134343.1|DGUA	LOC119074147|XP_037036042.1|BCOP
OG0001758	LOC117579758|XP_034121680.1|DGUA	LOC119080723|XP_037045104.1|BCOP
OG0001759	LOC117592011|XP_034141355.1|DGUA	LOC119073603|XP_037035073.1|BCOP
OG0001760	LOC117578822|XP_034120469.1|DGUA	LOC119074615|XP_037036773.1|BCOP
OG0001761	LOC117578532|XP_034119986.1|DGUA, LOC117591751|XP_034140953.1|DGUA	LOC119073322|XP_037034606.1|BCOP
OG0001762	LOC117587758|XP_034134580.1|DGUA	LOC119066255|XP_037024487.1|BCOP
OG0001763	LOC117584792|XP_034129796.1|DGUA	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP
OG0001764	LOC117585464|XP_034130846.1|DGUA	LOC119084901|XP_037050950.1|BCOP
OG0001765	LOC117578807|XP_034120430.1|DGUA	LOC119073248|XP_037034476.1|BCOP
OG0001766	LOC117587946|XP_034134837.1|DGUA	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP
OG0001767	LOC117584521|XP_034129358.1|DGUA, LOC117584189|XP_034128847.1|DGUA	LOC119084667|XP_037050638.1|BCOP
OG0001768	LOC117582643|XP_034126416.1|DGUA, LOC117591336|XP_034140452.1|DGUA	LOC119069042|XP_037028808.1|BCOP
OG0001769	LOC117588178|XP_034135185.1|DGUA	LOC119082055|XP_037047282.1|BCOP
OG0001770	LOC117584137|XP_034128781.1|DGUA	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP
OG0001771	LOC117582107|XP_034125564.1|DGUA	LOC119070858|XP_037031266.1|BCOP
OG0001772	LOC117584606|XP_034129506.1|DGUA	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP
OG0001773	LOC117588193|XP_034135209.1|DGUA	LOC119082576|XP_037047996.1|BCOP
OG0001774	LOC117586571|XP_034132627.1|DGUA	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP
OG0001776	LOC117584191|XP_034128849.1|DGUA	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP
OG0001777	LOC117584341|XP_034129064.1|DGUA	LOC119078707|XP_037042271.1|BCOP
OG0001778	LOC117584668|XP_034129587.1|DGUA	LOC119079060|XP_037042761.1|BCOP
OG0001779	LOC117587522|XP_034134213.1|DGUA	LOC119075648|XP_037038030.1|BCOP
OG0001780	LOC117578755|XP_034120332.1|DGUA	LOC119081661|XP_037046639.1|BCOP
OG0001781	LOC117587628|XP_034134380.1|DGUA	LOC119085957|XP_037052409.1|BCOP
OG0001782	LOC117587616|XP_034134363.1|DGUA	LOC119072880|XP_037034088.1|BCOP
OG0001783	LOC117583901|XP_034128465.1|DGUA	LOC119076346|XP_037038936.1|BCOP
OG0001784	LOC117582399|XP_034125977.1|DGUA	LOC119082062|XP_037047291.1|BCOP
OG0001785	LOC117592045|XP_034141420.1|DGUA	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP
OG0001786	LOC117584718|XP_034129659.1|DGUA	LOC119085436|XP_037051749.1|BCOP
OG0001787	LOC117581850|XP_034125198.1|DGUA	LOC119066153|XP_037024350.1|BCOP
OG0001788	LOC117578701|XP_034120238.1|DGUA	LOC119084388|XP_037050251.1|BCOP
OG0001789	LOC117591871|XP_034141140.1|DGUA	LOC119079846|XP_037043808.1|BCOP
OG0001790	LOC117584121|XP_034128763.1|DGUA	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP
OG0001791	LOC117592252|XP_034141780.1|DGUA	LOC119081629|XP_037046575.1|BCOP
OG0001792	LOC117581878|XP_034125235.1|DGUA	LOC119078851|XP_037042455.1|BCOP
OG0001793	LOC117591608|XP_034140843.1|DGUA	LOC119073435|XP_037034811.1|BCOP
OG0001794	LOC117584666|XP_034129585.1|DGUA	LOC119066773|XP_037025321.1|BCOP
OG0001795	LOC117582435|XP_034126029.1|DGUA	LOC119072041|XP_037033055.1|BCOP
OG0001796	LOC117580910|XP_034123563.1|DGUA	LOC119069660|XP_037029673.1|BCOP
OG0001797	LOC117590685|XP_034139476.1|DGUA	LOC119081026|XP_037045607.1|BCOP
OG0001799	LOC117580867|XP_034123507.1|DGUA	LOC119084672|XP_037050644.1|BCOP
OG0001800	LOC117584018|XP_034128640.1|DGUA	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP
OG0001801	LOC117589356|XP_034137133.1|DGUA	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP
OG0001802	LOC117586519|XP_034132542.1|DGUA	LOC119077578|XP_037040683.1|BCOP
OG0001803	LOC117586130|XP_034131886.1|DGUA, LOC117586117|XP_034131869.1|DGUA	LOC119074668|XP_037036845.1|BCOP
OG0001804	LOC117586655|XP_034132785.1|DGUA	LOC119074411|XP_037036433.1|BCOP
OG0001805	LOC117589210|XP_034136846.1|DGUA	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP
OG0001806	LOC117585775|XP_034131351.1|DGUA	LOC119077764|XP_037040969.1|BCOP
OG0001807	LOC117586313|XP_034132188.1|DGUA	LOC119074311|XP_037036254.1|BCOP
OG0001808	LOC117590190|XP_034138504.1|DGUA	LOC119067233|XP_037025988.1|BCOP
OG0001809	LOC117585899|XP_034131546.1|DGUA	LOC119084084|XP_037049815.1|BCOP
OG0001810	LOC117583417|XP_034127599.1|DGUA	LOC119075999|XP_037038466.1|BCOP
OG0001811	LOC117583446|XP_034127640.1|DGUA	LOC119083150|XP_037048690.1|BCOP
OG0001812	LOC117591520|XP_034140706.1|DGUA	LOC119076651|XP_037039429.1|BCOP
OG0001813	LOC117586131|XP_034131907.1|DGUA	LOC119076005|XP_037038475.1|BCOP
OG0001814	LOC117586612|XP_034132693.1|DGUA	LOC119072241|XP_037033312.1|BCOP, LOC119067977|XP_037027223.1|BCOP, LOC119067968|XP_037027201.1|BCOP
OG0001815	LOC117585442|XP_034130808.1|DGUA	LOC119074471|XP_037036508.1|BCOP
OG0001816	LOC117591865|XP_034141124.1|DGUA	LOC119078718|XP_037042286.1|BCOP
OG0001817	LOC117578767|XP_034120363.1|DGUA	LOC119074379|XP_037036385.1|BCOP
OG0001818	LOC117591287|XP_034140377.1|DGUA, LOC117591192|XP_034140221.1|DGUA	LOC119074284|XP_037036198.1|BCOP
OG0001819	LOC117591831|XP_034141063.1|DGUA	LOC119070039|XP_037030218.1|BCOP
OG0001820	LOC117582574|XP_034126311.1|DGUA	LOC119078953|XP_037042596.1|BCOP
OG0001821	LOC117590876|XP_034139792.1|DGUA	LOC119083186|XP_037048743.1|BCOP
OG0001822	LOC117591918|XP_034141201.1|DGUA	LOC119070878|XP_037031291.1|BCOP, LOC119082020|XP_037047233.1|BCOP
OG0001823	LOC117579499|XP_034121292.1|DGUA	LOC119072464|XP_037033583.1|BCOP
OG0001824	LOC117582112|XP_034125575.1|DGUA	LOC119077697|XP_037040864.1|BCOP, LOC119077718|XP_037040895.1|BCOP, LOC119077696|XP_037040863.1|BCOP
OG0001825	LOC117592453|XP_034142108.1|DGUA	LOC119072845|XP_037034052.1|BCOP
OG0001826	LOC117591286|XP_034140409.1|DGUA	LOC119071288|XP_037032053.1|BCOP
OG0001827	LOC117591944|XP_034141248.1|DGUA	LOC119072658|XP_037033808.1|BCOP, LOC119068437|XP_037027904.1|BCOP
OG0001828	LOC117581504|XP_034124663.1|DGUA, LOC117584839|XP_034129867.1|DGUA	LOC119071869|XP_037032826.1|BCOP
OG0001829	LOC117578857|XP_034120538.1|DGUA	LOC119072596|XP_037033746.1|BCOP
OG0001830	LOC117592655|XP_034142490.1|DGUA	LOC119082400|XP_037047826.1|BCOP, LOC119070530|XP_037030799.1|BCOP
OG0001831	LOC117579876|XP_034121887.1|DGUA	LOC119084778|XP_037050735.1|BCOP
OG0001832	LOC117588400|XP_034135546.1|DGUA	LOC119084082|XP_037049813.1|BCOP
OG0001833	LOC117580809|XP_034123455.1|DGUA	LOC119076942|XP_037039888.1|BCOP
OG0001834	LOC117589909|XP_034138073.1|DGUA	LOC119069690|XP_037029711.1|BCOP, LOC119067248|XP_037026012.1|BCOP
OG0001838	LOC117591848|XP_034141105.1|DGUA	LOC119075784|XP_037038244.1|BCOP
OG0001848	LOC117585213|XP_034130487.1|DGUA	LOC119068234|XP_037027645.1|BCOP
OG0001849	LOC117585734|XP_034131270.1|DGUA	LOC119067444|XP_037026319.1|BCOP
OG0001850	LOC117590611|XP_034139292.1|DGUA	LOC119085077|XP_037051212.1|BCOP, LOC119083087|XP_037048601.1|BCOP
OG0001851	LOC117590618|XP_034139302.1|DGUA	LOC119085003|XP_037051069.1|BCOP
OG0001852	LOC117586830|XP_034133002.1|DGUA	LOC119071421|XP_037032192.1|BCOP
OG0001853	LOC117583486|XP_034127688.1|DGUA	LOC119085625|XP_037051944.1|BCOP, LOC119085682|XP_037052024.1|BCOP
OG0001854	LOC117580708|XP_034123254.1|DGUA	LOC119073386|XP_037034707.1|BCOP
OG0001855	LOC117592232|XP_034141757.1|DGUA	LOC119083430|XP_037049050.1|BCOP
OG0001856	LOC117584269|XP_034128972.1|DGUA, LOC117590206|XP_034138549.1|DGUA	LOC119069649|XP_037029667.1|BCOP
OG0001857	LOC117588282|XP_034135347.1|DGUA	LOC119068857|XP_037028587.1|BCOP
OG0001858	LOC117581181|XP_034124016.1|DGUA	LOC119068402|XP_037027856.1|BCOP
OG0001859	LOC117581658|XP_034124929.1|DGUA	LOC119081671|XP_037046649.1|BCOP
OG0001860	LOC117579914|XP_034121943.1|DGUA	LOC119076117|XP_037038674.1|BCOP
OG0001861	LOC117583559|XP_034127817.1|DGUA	LOC119068190|XP_037027583.1|BCOP
OG0001862	LOC117581282|XP_034124194.1|DGUA	LOC119068469|XP_037027961.1|BCOP
OG0001863	LOC117581556|XP_034124779.1|DGUA	LOC119068016|XP_037027270.1|BCOP
OG0001864	LOC117589479|XP_034137328.1|DGUA	LOC119084883|XP_037050927.1|BCOP
OG0001865	LOC117580836|XP_034123466.1|DGUA	LOC119068623|XP_037028184.1|BCOP
OG0001866	LOC117589756|XP_034137828.1|DGUA	LOC119068120|XP_037027468.1|BCOP
OG0001867	LOC117588883|XP_034136300.1|DGUA	LOC119081267|XP_037045904.1|BCOP
OG0001868	LOC117588018|XP_034134944.1|DGUA	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP
OG0001869	LOC117589757|XP_034137833.1|DGUA	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP
OG0001870	LOC117581432|XP_034124495.1|DGUA	LOC119070614|XP_037030937.1|BCOP
OG0001872	LOC117583082|XP_034127150.1|DGUA	LOC119070096|XP_037030304.1|BCOP
OG0001873	LOC117590064|XP_034138277.1|DGUA	LOC119069539|XP_037029511.1|BCOP
OG0001874	LOC117585551|XP_034130964.1|DGUA	LOC119068632|XP_037028197.1|BCOP
OG0001875	LOC117583805|XP_034128277.1|DGUA	LOC119069327|XP_037029280.1|BCOP
OG0001876	LOC117588803|XP_034136209.1|DGUA	LOC119068436|XP_037027902.1|BCOP
OG0001877	LOC117591663|XP_034140878.1|DGUA, LOC117588523|XP_034135769.1|DGUA	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP
OG0001878	LOC117589939|XP_034138116.1|DGUA	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP
OG0001879	LOC117584988|XP_034130102.1|DGUA	LOC119068334|XP_037027784.1|BCOP
OG0001880	LOC117585756|XP_034131303.1|DGUA	LOC119067915|XP_037027111.1|BCOP
OG0001881	LOC117583145|XP_034127225.1|DGUA	LOC119069356|XP_037029324.1|BCOP
OG0001882	LOC117583037|XP_034127089.1|DGUA	LOC119069099|XP_037028886.1|BCOP
OG0001883	LOC117582717|XP_034126530.1|DGUA	LOC119067716|XP_037026727.1|BCOP
OG0001884	LOC117589566|XP_034137507.1|DGUA	LOC119069433|XP_037029385.1|BCOP
OG0001885	LOC117584663|XP_034129582.1|DGUA	LOC119080560|XP_037044870.1|BCOP
OG0001886	LOC117583766|XP_034128209.1|DGUA	LOC119085717|XP_037052061.1|BCOP
OG0001887	LOC117592285|XP_034141838.1|DGUA	LOC119085543|XP_037051856.1|BCOP
OG0001888	LOC117586548|XP_034132601.1|DGUA	LOC119067103|XP_037025761.1|BCOP
OG0001889	LOC117583305|XP_034127440.1|DGUA, LOC117590321|XP_034138704.1|DGUA	LOC119067521|XP_037026443.1|BCOP
OG0001890	LOC117589186|XP_034136801.1|DGUA	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP
OG0001891	LOC117584985|XP_034130098.1|DGUA	LOC119067582|XP_037026572.1|BCOP
OG0001892	LOC117590145|XP_034138411.1|DGUA	LOC119075316|XP_037037631.1|BCOP
OG0001893	LOC117583364|XP_034127533.1|DGUA	LOC119067846|XP_037026973.1|BCOP
OG0001894	LOC117580383|XP_034122814.1|DGUA	LOC119080082|XP_037044198.1|BCOP
OG0001895	LOC117590642|XP_034139375.1|DGUA	LOC119080999|XP_037045562.1|BCOP
OG0001897	LOC117589546|XP_034137441.1|DGUA	LOC119067082|XP_037025726.1|BCOP
OG0001898	LOC117581377|XP_034124406.1|DGUA	LOC119069834|XP_037029897.1|BCOP
OG0001899	LOC117585235|XP_034130518.1|DGUA	LOC119069346|XP_037029311.1|BCOP
OG0001901	LOC117583903|XP_034128468.1|DGUA	LOC119068227|XP_037027630.1|BCOP
OG0001902	LOC117590020|XP_034138200.1|DGUA	LOC119069170|XP_037028975.1|BCOP
OG0001903	LOC117590077|XP_034138306.1|DGUA	LOC119066507|XP_037024912.1|BCOP
OG0001904	LOC117583679|XP_034128041.1|DGUA	LOC119080209|XP_037044342.1|BCOP, LOC119067074|XP_037025701.1|BCOP, LOC119074193|XP_037036081.1|BCOP
OG0001906	LOC117589498|XP_034137361.1|DGUA	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP
OG0001907	LOC117588466|XP_034135646.1|DGUA	LOC119068764|XP_037028398.1|BCOP
OG0001908	LOC117583590|XP_034127870.1|DGUA	LOC119085477|XP_037051790.1|BCOP
OG0001909	LOC117580901|XP_034123552.1|DGUA, LOC117590458|XP_034138984.1|DGUA	LOC119069055|XP_037028823.1|BCOP
OG0001910	LOC117583180|XP_034127271.1|DGUA	LOC119068662|XP_037028238.1|BCOP
OG0001911	LOC117582789|XP_034126663.1|DGUA	LOC119067469|XP_037026355.1|BCOP
OG0001912	LOC117578673|XP_034120191.1|DGUA	LOC119085811|XP_037052189.1|BCOP
OG0001914	LOC117585355|XP_034130693.1|DGUA	LOC119067414|XP_037026262.1|BCOP
OG0001915	LOC117589153|XP_034136741.1|DGUA	LOC119084835|XP_037050815.1|BCOP
OG0001916	LOC117579221|XP_034120887.1|DGUA	LOC119081737|XP_037046800.1|BCOP
OG0001917	LOC117589188|XP_034136803.1|DGUA	LOC119073456|XP_037034846.1|BCOP
OG0001918	LOC117589296|XP_034136979.1|DGUA	LOC119084932|XP_037050966.1|BCOP
OG0001919	LOC117588108|XP_034135074.1|DGUA	LOC119074137|XP_037036018.1|BCOP
OG0001920	LOC117588843|XP_034136227.1|DGUA	LOC119080390|XP_037044600.1|BCOP, LOC119081340|XP_037046034.1|BCOP
OG0001921	LOC117591755|XP_034140957.1|DGUA	LOC119075484|XP_037037831.1|BCOP
OG0001922	LOC117590257|XP_034138636.1|DGUA	LOC119073165|XP_037034362.1|BCOP, LOC119073166|XP_037034364.1|BCOP
OG0001924	LOC117587819|XP_034134667.1|DGUA	LOC119082349|XP_037047762.1|BCOP
OG0001925	LOC117588852|XP_034136243.1|DGUA	LOC119080967|XP_037045501.1|BCOP, LOC119085592|XP_037051909.1|BCOP
OG0001926	LOC117587028|XP_034133344.1|DGUA, LOC117587027|XP_034133343.1|DGUA	LOC119075663|XP_037038070.1|BCOP
OG0001927	LOC117588597|XP_034135897.1|DGUA	LOC119084335|XP_037050159.1|BCOP
OG0001928	LOC117580358|XP_034122767.1|DGUA	LOC119084906|XP_037050956.1|BCOP
OG0001929	LOC117580174|XP_034122392.1|DGUA	LOC119080713|XP_037045072.1|BCOP
OG0001930	LOC117592698|XP_034142554.1|DGUA	LOC119079460|XP_037043282.1|BCOP
OG0001931	LOC117586991|XP_034133282.1|DGUA	LOC119080261|XP_037044404.1|BCOP
OG0001932	LOC117587265|XP_034133730.1|DGUA	LOC119081873|XP_037047006.1|BCOP
OG0001933	LOC117589373|XP_034137178.1|DGUA	LOC119073719|XP_037035237.1|BCOP
OG0001934	LOC117591104|XP_034140097.1|DGUA, LOC117591281|XP_034140370.1|DGUA	LOC119077487|XP_037040595.1|BCOP
OG0001935	LOC117588929|XP_034136395.1|DGUA	LOC119080985|XP_037045525.1|BCOP
OG0001937	LOC117592171|XP_034141658.1|DGUA	LOC119073518|XP_037034942.1|BCOP
OG0001938	LOC117591874|XP_034141139.1|DGUA	LOC119070232|XP_037030398.1|BCOP, LOC119075124|XP_037037405.1|BCOP
OG0001939	LOC117592507|XP_034142243.1|DGUA	LOC119073670|XP_037035170.1|BCOP
OG0001940	LOC117591519|XP_034140708.1|DGUA	LOC119079400|XP_037043178.1|BCOP
OG0001941	LOC117588991|XP_034136483.1|DGUA	LOC119084724|XP_037050696.1|BCOP
OG0001943	LOC117588932|XP_034136399.1|DGUA	LOC119080982|XP_037045522.1|BCOP
OG0001944	LOC117587439|XP_034134012.1|DGUA	LOC119080072|XP_037044186.1|BCOP
OG0001945	LOC117580689|XP_034123209.1|DGUA	LOC119073449|XP_037034837.1|BCOP
OG0001946	LOC117581578|XP_034124823.1|DGUA	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP
OG0001947	LOC117578773|XP_034120370.1|DGUA	LOC119079362|XP_037043105.1|BCOP
OG0001948	LOC117588570|XP_034135857.1|DGUA	LOC119080503|XP_037044798.1|BCOP
OG0001949	LOC117591735|XP_034140938.1|DGUA, LOC117586858|XP_034133045.1|DGUA	LOC119077322|XP_037040397.1|BCOP
OG0001950	LOC117586649|XP_034132774.1|DGUA	LOC119073232|XP_037034439.1|BCOP
OG0001951	LOC117592153|XP_034141610.1|DGUA	LOC119081713|XP_037046718.1|BCOP
OG0001952	LOC117592019|XP_034141406.1|DGUA	LOC119074053|XP_037035898.1|BCOP
OG0001953	LOC117589348|XP_034137151.1|DGUA	LOC119079610|XP_037043499.1|BCOP
OG0001954	LOC117578833|XP_034120498.1|DGUA	LOC119079366|XP_037043115.1|BCOP
OG0001955	LOC117591839|XP_034141096.1|DGUA	LOC119079390|XP_037043171.1|BCOP
OG0001956	LOC117589437|XP_034137267.1|DGUA	LOC119080715|XP_037045092.1|BCOP
OG0001957	LOC117578539|XP_034119998.1|DGUA	LOC119079960|XP_037043967.1|BCOP
OG0001958	LOC117581052|XP_034123784.1|DGUA	LOC119081650|XP_037046627.1|BCOP
OG0001959	LOC117586942|XP_034133199.1|DGUA	LOC119072456|XP_037033575.1|BCOP
OG0001960	LOC117587164|XP_034133568.1|DGUA	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP
OG0001961	LOC117587841|XP_034134700.1|DGUA	LOC119079675|XP_037043622.1|BCOP
OG0001962	LOC117580375|XP_034122802.1|DGUA	LOC119079441|XP_037043249.1|BCOP
OG0001963	LOC117589225|XP_034136866.1|DGUA	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP
OG0001964	LOC117580110|XP_034122277.1|DGUA	LOC119073177|XP_037034382.1|BCOP
OG0001965	LOC117587338|XP_034133867.1|DGUA	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP
OG0001966	LOC117583052|XP_034127105.1|DGUA	LOC119067255|XP_037026026.1|BCOP
OG0001967	LOC117581879|XP_034125239.1|DGUA	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP
OG0001968	LOC117579502|XP_034121296.1|DGUA	LOC119080491|XP_037044779.1|BCOP
OG0001969	LOC117578592|XP_034120072.1|DGUA	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP
OG0001970	LOC117592242|XP_034141768.1|DGUA	LOC119080020|XP_037044093.1|BCOP
OG0001971	LOC117586528|XP_034132556.1|DGUA	LOC119085338|XP_037051616.1|BCOP
OG0001972	LOC117590967|XP_034139919.1|DGUA	LOC119071816|XP_037032780.1|BCOP
OG0001973	LOC117580399|XP_034122839.1|DGUA	LOC119079603|XP_037043489.1|BCOP
OG0001974	LOC117591065|XP_034140061.1|DGUA	LOC119081078|XP_037045716.1|BCOP
OG0001975	LOC117589164|XP_034136761.1|DGUA	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP
OG0001976	LOC117592536|XP_034142296.1|DGUA	LOC119084443|XP_037050319.1|BCOP
OG0001978	LOC117582006|XP_034125393.1|DGUA	LOC119066330|XP_037024625.1|BCOP
OG0001979	LOC117581764|XP_034125057.1|DGUA	LOC119070930|XP_037031369.1|BCOP
OG0001980	LOC117581827|XP_034125162.1|DGUA	LOC119078499|XP_037041948.1|BCOP
OG0001982	LOC117587604|XP_034134346.1|DGUA	LOC119081937|XP_037047088.1|BCOP
OG0001983	LOC117587792|XP_034134629.1|DGUA	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP
OG0001984	LOC117588101|XP_034135062.1|DGUA	LOC119078695|XP_037042252.1|BCOP
OG0001985	LOC117588104|XP_034135066.1|DGUA	LOC119078457|XP_037041886.1|BCOP
OG0001986	LOC117587675|XP_034134458.1|DGUA	LOC119072804|XP_037033996.1|BCOP
OG0001987	LOC117590974|XP_034139934.1|DGUA	LOC119073791|XP_037035415.1|BCOP, LOC119068065|XP_037027361.1|BCOP
OG0001988	LOC117592008|XP_034141352.1|DGUA	LOC119074080|XP_037035925.1|BCOP
OG0001989	LOC117582355|XP_034125902.1|DGUA	LOC119076077|XP_037038621.1|BCOP
OG0001990	LOC117584274|XP_034128981.1|DGUA	LOC119066370|XP_037024689.1|BCOP
OG0001991	LOC117587920|XP_034134798.1|DGUA	LOC119076320|XP_037038884.1|BCOP
OG0001992	LOC117581820|XP_034125154.1|DGUA	LOC119075686|XP_037038099.1|BCOP
OG0001993	LOC117591576|XP_034140784.1|DGUA	LOC119071486|XP_037032232.1|BCOP
OG0001994	LOC117585327|XP_034130657.1|DGUA	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP
OG0001995	LOC117588234|XP_034135275.1|DGUA	LOC119085141|XP_037051313.1|BCOP
OG0001996	LOC117584741|XP_034129714.1|DGUA	LOC119076361|XP_037038960.1|BCOP
OG0001997	LOC117586636|XP_034132755.1|DGUA	LOC119073369|XP_037034684.1|BCOP
OG0001998	LOC117586579|XP_034132639.1|DGUA	LOC119073380|XP_037034699.1|BCOP
OG0001999	LOC117580340|XP_034122740.1|DGUA	LOC119083775|XP_037049456.1|BCOP
OG0002000	LOC117582366|XP_034125915.1|DGUA	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP
OG0002001	LOC117582555|XP_034126272.1|DGUA	LOC119085307|XP_037051552.1|BCOP
OG0002002	LOC117583406|XP_034127583.1|DGUA	LOC119081466|XP_037046350.1|BCOP
OG0002003	LOC117584518|XP_034129353.1|DGUA	LOC119076345|XP_037038935.1|BCOP
OG0002004	LOC117582197|XP_034125695.1|DGUA	LOC119082567|XP_037047988.1|BCOP
OG0002005	LOC117590897|XP_034139819.1|DGUA	LOC119066968|XP_037025594.1|BCOP
OG0002006	LOC117584837|XP_034129859.1|DGUA	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP
OG0002007	LOC117587619|XP_034134367.1|DGUA	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP
OG0002008	LOC117590677|XP_034139444.1|DGUA	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP
OG0002009	LOC117581134|XP_034123955.1|DGUA	LOC119076740|XP_037039568.1|BCOP
OG0002010	LOC117583899|XP_034128461.1|DGUA	LOC119072338|XP_037033424.1|BCOP
OG0002011	LOC117588149|XP_034135138.1|DGUA	LOC119076348|XP_037038940.1|BCOP
OG0002012	LOC117582589|XP_034126326.1|DGUA	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP
OG0002013	LOC117587837|XP_034134690.1|DGUA	LOC119072256|XP_037033334.1|BCOP
OG0002014	LOC117586040|XP_034131779.1|DGUA	LOC119068127|XP_037027481.1|BCOP
OG0002015	LOC117581959|XP_034125332.1|DGUA	LOC119077146|XP_037040226.1|BCOP
OG0002016	LOC117578411|XP_034119760.1|DGUA	LOC119081426|XP_037046240.1|BCOP
OG0002017	LOC117584807|XP_034129816.1|DGUA	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP
OG0002018	LOC117591560|XP_034140755.1|DGUA	LOC119075634|XP_037038010.1|BCOP
OG0002019	LOC117582016|XP_034125428.1|DGUA	LOC119079090|XP_037042801.1|BCOP
OG0002020	LOC117587826|XP_034134677.1|DGUA	LOC119085889|XP_037052320.1|BCOP
OG0002021	LOC117581809|XP_034125145.1|DGUA	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP
OG0002022	LOC117583871|XP_034128408.1|DGUA	LOC119070933|XP_037031376.1|BCOP
OG0002023	LOC117589804|XP_034137907.1|DGUA	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP
OG0002024	LOC117584712|XP_034129648.1|DGUA	LOC119066321|XP_037024605.1|BCOP
OG0002025	LOC117581987|XP_034125370.1|DGUA	LOC119085816|XP_037052200.1|BCOP
OG0002026	LOC117579320|XP_034121023.1|DGUA	LOC119070840|XP_037031248.1|BCOP
