Orthogroup	CPIP.longest_only	DSUP.longest_only
OG0000470	LOC120426361|XP_039447055.1|CPIP	LOC119553299|XP_037719544.1|DSUP
OG0000470	LOC120424591|XP_039444688.1|CPIP	LOC119554542|XP_037721428.1|DSUP
OG0000471	LOC120414579|XP_039431749.1|CPIP	LOC119553517|XP_037719868.1|DSUP, LOC119547807|XP_037710752.1|DSUP, LOC119547024|XP_037709623.1|DSUP
OG0000472	LOC120418064|XP_039436256.1|CPIP	LOC119548234|XP_037711303.1|DSUP
OG0000473	LOC120422534|XP_039441930.1|CPIP	LOC119558127|XP_037727287.1|DSUP, LOC119556920|XP_037725334.1|DSUP
OG0000474	LOC120430806|XP_039451890.1|CPIP	LOC119556157|XP_037723986.1|DSUP, LOC119553891|XP_037720485.1|DSUP
OG0000475	LOC120424232|XP_039444225.1|CPIP	LOC119559750|XP_037728746.1|DSUP, LOC119560956|XP_037730632.1|DSUP, LOC119560370|XP_037729704.1|DSUP
OG0000476	LOC120428008|XP_039448912.1|CPIP	LOC119562906|XP_037731975.1|DSUP, LOC119562907|XP_037731976.1|DSUP, LOC119562908|XP_037731977.1|DSUP
OG0000477	LOC120423579|XP_039443373.1|CPIP	LOC119560825|XP_037730399.1|DSUP, LOC119560902|XP_037730528.1|DSUP
OG0000478	LOC120429962|XP_039450993.1|CPIP, LOC120429967|XP_039451000.1|CPIP, LOC120429975|XP_039451005.1|CPIP, LOC120425699|XP_039446221.1|CPIP	LOC119558374|XP_037727818.1|DSUP, LOC119548777|XP_037712256.1|DSUP
OG0000479	LOC120414477|XP_039431605.1|CPIP, LOC120414434|XP_039431553.1|CPIP, LOC120414435|XP_039431554.1|CPIP	LOC119563043|XP_037732176.1|DSUP, LOC119551584|XP_037716916.1|DSUP
OG0000480	LOC120422963|XP_039442489.1|CPIP	LOC119547784|XP_037710722.1|DSUP, LOC119547155|XP_037709804.1|DSUP
OG0000481	LOC120422489|XP_039441880.1|CPIP, LOC120415357|XP_039432780.1|CPIP	LOC119553232|XP_037719429.1|DSUP, LOC119562485|XP_037731614.1|DSUP, LOC119550080|XP_037714482.1|DSUP, LOC119562492|XP_037731624.1|DSUP
OG0000482	LOC120424395|XP_039444427.1|CPIP, LOC120424394|XP_039444426.1|CPIP	LOC119560879|XP_037730484.1|DSUP
OG0000483	LOC120425946|XP_039446517.1|CPIP, LOC120425945|XP_039446515.1|CPIP, LOC120425947|XP_039446518.1|CPIP	LOC119563480|XP_037732832.1|DSUP, LOC119563478|XP_037732830.1|DSUP
OG0000484	LOC120421837|XP_039441054.1|CPIP, LOC120421845|XP_039441068.1|CPIP	LOC119559833|XP_037728856.1|DSUP, LOC119559831|XP_037728852.1|DSUP
OG0000485	LOC120416669|XP_039434418.1|CPIP	LOC119555018|XP_037722089.1|DSUP, LOC119555017|XP_037722088.1|DSUP
OG0000486	LOC120419307|XP_039437909.1|CPIP	LOC119550087|XP_037714492.1|DSUP, LOC119558810|XP_037728003.1|DSUP, LOC119558807|XP_037728000.1|DSUP, LOC119550085|XP_037714488.1|DSUP
OG0000489	LOC120418130|XP_039436342.1|CPIP, LOC120418126|XP_039436337.1|CPIP	LOC119551509|XP_037716821.1|DSUP, LOC119555836|XP_037723392.1|DSUP
OG0000490	LOC120414538|XP_039431683.1|CPIP	LOC119557601|XP_037726331.1|DSUP
OG0000490	LOC120420403|XP_039439346.1|CPIP	LOC119557466|XP_037726156.1|DSUP
OG0000491	LOC120430223|XP_039451236.1|CPIP	LOC119549546|XP_037713623.1|DSUP, LOC119549758|XP_037713930.1|DSUP, LOC119549545|XP_037713622.1|DSUP
OG0000492	LOC120412808|XP_039429343.1|CPIP	LOC119547796|XP_037710740.1|DSUP
OG0000493	LOC120420047|XP_039438888.1|CPIP	LOC119557094|XP_037725588.1|DSUP, LOC119558224|XP_037727474.1|DSUP
OG0000496	LOC120417351|XP_039435289.1|CPIP	LOC119546888|XP_037709433.1|DSUP
OG0000496	LOC120418242|XP_039436492.1|CPIP	LOC119547342|XP_037710082.1|DSUP
OG0000497	LOC120429075|XP_039450164.1|CPIP	LOC119548544|XP_037711767.1|DSUP, LOC119547261|XP_037709967.1|DSUP
OG0000498	LOC120425951|XP_039446523.1|CPIP	LOC119562975|XP_037732079.1|DSUP, LOC119563177|XP_037732377.1|DSUP
OG0000499	LOC120429629|XP_039450596.1|CPIP, LOC120426655|XP_039447382.1|CPIP	LOC119550018|XP_037714370.1|DSUP
OG0000499	LOC120427332|XP_039448115.1|CPIP	LOC119555971|XP_037723626.1|DSUP
OG0000500	LOC120423742|XP_039443588.1|CPIP, LOC120425271|XP_039445651.1|CPIP	LOC119553258|XP_037719474.1|DSUP, LOC119554832|XP_037721834.1|DSUP
OG0000504	LOC120420034|XP_039438869.1|CPIP, LOC120420053|XP_039438899.1|CPIP, LOC120420033|XP_039438868.1|CPIP, LOC120420050|XP_039438896.1|CPIP, LOC120420032|XP_039438867.1|CPIP	LOC119552586|XP_037718148.1|DSUP
OG0000505	LOC120420407|XP_039439358.1|CPIP, LOC120430294|XP_039451324.1|CPIP	LOC119556844|XP_037725243.1|DSUP, LOC119557494|XP_037726193.1|DSUP
OG0000506	LOC120415717|XP_039433250.1|CPIP, LOC120415729|XP_039433260.1|CPIP, LOC120426164|XP_039446822.1|CPIP, LOC120425474|XP_039445947.1|CPIP, LOC120423334|XP_039443038.1|CPIP	LOC119555341|XP_037722609.1|DSUP, LOC119552108|XP_037717825.1|DSUP
OG0000507	LOC120416489|XP_039434142.1|CPIP	LOC119556852|XP_037725251.1|DSUP
OG0000507	LOC120431083|XP_039452173.1|CPIP	LOC119556075|XP_037723826.1|DSUP
OG0000508	LOC120422027|XP_039441285.1|CPIP	LOC119553979|XP_037720614.1|DSUP, LOC119555548|XP_037722914.1|DSUP
OG0000509	LOC120412892|XP_039429456.1|CPIP	LOC119550700|XP_037715502.1|DSUP
OG0000510	LOC120430997|XP_039452090.1|CPIP	LOC119551511|XP_037716819.1|DSUP, LOC119551510|XP_037716818.1|DSUP, LOC119549746|XP_037713916.1|DSUP, LOC119551508|XP_037716817.1|DSUP
OG0000511	LOC120424968|XP_039445259.1|CPIP, LOC120424959|XP_039445246.1|CPIP	LOC119548081|XP_037711094.1|DSUP, LOC119548492|XP_037711695.1|DSUP
OG0000512	LOC120424352|XP_039444380.1|CPIP, LOC120424370|XP_039444400.1|CPIP	LOC119547590|XP_037710438.1|DSUP, LOC119554658|XP_037721587.1|DSUP
OG0000513	LOC120415521|XP_039433012.1|CPIP	LOC119551414|XP_037716682.1|DSUP, LOC119548877|XP_037712436.1|DSUP
OG0000514	LOC120427085|XP_039447860.1|CPIP	LOC119547752|XP_037710680.1|DSUP, LOC119548472|XP_037711668.1|DSUP
OG0000515	LOC120418437|XP_039436779.1|CPIP	LOC119555701|XP_037723330.1|DSUP, LOC119553084|XP_037719161.1|DSUP
OG0000516	LOC120425668|XP_039446186.1|CPIP, LOC120425662|XP_039446176.1|CPIP, LOC120425669|XP_039446187.1|CPIP	LOC119558233|XP_037727481.1|DSUP, LOC119558230|XP_037727477.1|DSUP
OG0000517	LOC120415407|XP_039432869.1|CPIP, LOC120415408|XP_039432870.1|CPIP	LOC119555469|XP_037722803.1|DSUP, LOC119555471|XP_037722805.1|DSUP
OG0000521	LOC120415088|XP_039432438.1|CPIP	LOC119556751|XP_037725100.1|DSUP, LOC119558358|XP_037727791.1|DSUP
OG0000522	LOC120431780|XP_039452835.1|CPIP, LOC120414515|XP_039431656.1|CPIP	LOC119560425|XP_037729790.1|DSUP, LOC119557792|XP_037726623.1|DSUP
OG0000523	LOC120414519|XP_039431662.1|CPIP	LOC119557999|XP_037727029.1|DSUP
OG0000524	LOC120428395|XP_039449339.1|CPIP	LOC119561854|XP_037731265.1|DSUP, LOC119560389|XP_037729746.1|DSUP, LOC119560864|XP_037730465.1|DSUP
OG0000525	LOC120430954|XP_039452016.1|CPIP, LOC120430952|XP_039452011.1|CPIP	LOC119552131|XP_037717847.1|DSUP, LOC119552130|XP_037717846.1|DSUP
OG0000526	LOC120422198|XP_039441514.1|CPIP	LOC119546880|XP_037709422.1|DSUP, LOC119550025|XP_037714376.1|DSUP
OG0000527	LOC120415668|XP_039433183.1|CPIP	LOC119546043|XP_037707992.1|DSUP, LOC119548336|XP_037711466.1|DSUP
OG0000528	LOC120413594|XP_039430436.1|CPIP, LOC120418630|XP_039437007.1|CPIP, LOC120418634|XP_039437013.1|CPIP, LOC120418635|XP_039437015.1|CPIP, LOC120418638|XP_039437017.1|CPIP	LOC119548148|XP_037711176.1|DSUP
OG0000529	LOC120420612|XP_039439623.1|CPIP	LOC119547312|XP_037710037.1|DSUP, LOC119546038|XP_037707987.1|DSUP
OG0000530	LOC120420815|XP_039439870.1|CPIP	LOC119554244|XP_037721007.1|DSUP, LOC119553729|XP_037720245.1|DSUP
OG0000531	LOC120418596|XP_039436976.1|CPIP	LOC119559722|XP_037728712.1|DSUP, LOC119546234|XP_037708307.1|DSUP
OG0000532	LOC120415086|XP_039432439.1|CPIP	LOC119560247|XP_037729539.1|DSUP, LOC119560248|XP_037729540.1|DSUP, LOC119563214|XP_037732439.1|DSUP
OG0000533	LOC120427980|XP_039448871.1|CPIP	LOC119556958|XP_037725394.1|DSUP
OG0000533	LOC120423795|XP_039443648.1|CPIP	LOC119560535|XP_037729950.1|DSUP
OG0000535	LOC120419938|XP_039438736.1|CPIP	LOC119549463|XP_037713493.1|DSUP, LOC119550511|XP_037715145.1|DSUP
OG0000536	LOC120420853|XP_039439905.1|CPIP, LOC120429579|XP_039450557.1|CPIP, LOC120429576|XP_039450554.1|CPIP	LOC119553534|XP_037719887.1|DSUP
OG0000537	LOC120412729|XP_039429253.1|CPIP	LOC119551656|XP_037717021.1|DSUP
OG0000538	LOC120415393|XP_039432853.1|CPIP	LOC119550241|XP_037714739.1|DSUP, LOC119549074|XP_037712710.1|DSUP
OG0000539	LOC120423804|XP_039443655.1|CPIP	LOC119558272|XP_037727577.1|DSUP, LOC119563390|XP_037732674.1|DSUP
OG0000542	LOC120415062|XP_039432384.1|CPIP	LOC119550102|XP_037714514.1|DSUP, LOC119558078|XP_037727227.1|DSUP
OG0000543	LOC120414176|XP_039431183.1|CPIP, LOC120414177|XP_039431184.1|CPIP	LOC119549645|XP_037713761.1|DSUP, LOC119551229|XP_037716396.1|DSUP
OG0000544	LOC120413340|XP_039430050.1|CPIP	LOC119553676|XP_037720148.1|DSUP, LOC119560045|XP_037729278.1|DSUP
OG0000545	LOC120432499|XP_039453646.1|CPIP, LOC120430290|XP_039451318.1|CPIP	LOC119552575|XP_037718133.1|DSUP, LOC119563262|XP_037732504.1|DSUP
OG0000546	LOC120425411|XP_039445875.1|CPIP	LOC119560671|XP_037730172.1|DSUP, LOC119556196|XP_037724072.1|DSUP
OG0000547	LOC120429775|XP_039450766.1|CPIP	LOC119556648|XP_037724908.1|DSUP, LOC119557051|XP_037725525.1|DSUP, LOC119556772|XP_037725125.1|DSUP, LOC119556640|XP_037724897.1|DSUP, LOC119558617|XP_037727956.1|DSUP
OG0000548	LOC120420653|XP_039439671.1|CPIP	LOC119555668|XP_037723203.1|DSUP, LOC119555109|XP_037722260.1|DSUP
OG0000549	LOC120429126|XP_039450252.1|CPIP, LOC120429130|XP_039450259.1|CPIP, LOC120429127|XP_039450254.1|CPIP	LOC119558815|XP_037728011.1|DSUP, LOC119551191|XP_037716321.1|DSUP
OG0000550	LOC120430650|XP_039451689.1|CPIP, LOC120425137|XP_039445498.1|CPIP	LOC119552676|XP_037718313.1|DSUP, LOC119554777|XP_037721748.1|DSUP
OG0000552	LOC120430491|XP_039451519.1|CPIP, LOC120417370|XP_039435317.1|CPIP	LOC119563510|XP_037732883.1|DSUP, LOC119554107|XP_037720794.1|DSUP, LOC119552699|XP_037718367.1|DSUP
OG0000553	LOC120428198|XP_039449114.1|CPIP, LOC120428547|XP_039449516.1|CPIP, LOC120428493|XP_039449443.1|CPIP	LOC119547272|XP_037709982.1|DSUP
OG0000554	LOC120420637|XP_039439649.1|CPIP	LOC119545854|XP_037707757.1|DSUP, LOC119555424|XP_037722723.1|DSUP
OG0000555	LOC120415906|XP_039433483.1|CPIP	LOC119555182|XP_037722362.1|DSUP, LOC119554855|XP_037721863.1|DSUP
OG0000556	LOC120417500|XP_039435511.1|CPIP	LOC119556933|XP_037725352.1|DSUP, LOC119563045|XP_037732178.1|DSUP
OG0000557	LOC120413021|XP_039429623.1|CPIP	LOC119551964|XP_037717597.1|DSUP, LOC119557950|XP_037726913.1|DSUP
OG0000558	LOC120427435|XP_039448225.1|CPIP	LOC119554608|XP_037721532.1|DSUP, LOC119557290|XP_037725909.1|DSUP
OG0000559	LOC120426477|XP_039447174.1|CPIP	LOC119557176|XP_037725721.1|DSUP, LOC119553494|XP_037719831.1|DSUP
OG0000560	LOC120420416|XP_039439369.1|CPIP	LOC119549305|XP_037713192.1|DSUP, LOC119549304|XP_037713191.1|DSUP
OG0000561	LOC120429693|XP_039450666.1|CPIP	LOC119555023|XP_037722096.1|DSUP, LOC119555031|XP_037722104.1|DSUP
OG0000562	LOC120420548|XP_039439551.1|CPIP	LOC119552742|XP_037718435.1|DSUP, LOC119553638|XP_037720040.1|DSUP
OG0000566	LOC120415037|XP_039432342.1|CPIP	LOC119563384|XP_037732664.1|DSUP, LOC119553056|XP_037719100.1|DSUP
OG0000567	LOC120432277|XP_039453398.1|CPIP	LOC119557794|XP_037726625.1|DSUP
OG0000567	LOC120432280|XP_039453400.1|CPIP	LOC119557882|XP_037726810.1|DSUP
OG0000568	LOC120430557|XP_039451606.1|CPIP, LOC120416898|XP_039434730.1|CPIP	LOC119556926|XP_037725342.1|DSUP, LOC119560858|XP_037730449.1|DSUP
OG0000569	LOC120428788|XP_039449810.1|CPIP	LOC119558776|XP_037727992.1|DSUP
OG0000570	LOC120418345|XP_039436631.1|CPIP	LOC119563330|XP_037732602.1|DSUP, LOC119563105|XP_037732275.1|DSUP
OG0000571	LOC120422115|XP_039441417.1|CPIP	LOC119562897|XP_037731944.1|DSUP, LOC119548884|XP_037712461.1|DSUP
OG0000572	LOC120417835|XP_039435984.1|CPIP	LOC119555588|XP_037723003.1|DSUP, LOC119563091|XP_037732250.1|DSUP
OG0000573	LOC120416539|XP_039434194.1|CPIP	LOC119553735|XP_037720257.1|DSUP, LOC119552032|XP_037717699.1|DSUP
OG0000574	LOC120413383|XP_039430115.1|CPIP	LOC119554151|XP_037720867.1|DSUP, LOC119560014|XP_037729226.1|DSUP
OG0000575	LOC120426920|XP_039447658.1|CPIP	LOC119554674|XP_037721604.1|DSUP, LOC119553127|XP_037719247.1|DSUP
OG0000576	LOC120432079|XP_039453146.1|CPIP, LOC120418632|XP_039437011.1|CPIP	LOC119560366|XP_037729700.1|DSUP, LOC119560201|XP_037729492.1|DSUP, LOC119548150|XP_037711178.1|DSUP
OG0000577	LOC120412653|XP_039429141.1|CPIP	LOC119546139|XP_037708173.1|DSUP
OG0000578	LOC120420633|XP_039439643.1|CPIP	LOC119546980|XP_037709557.1|DSUP, LOC119551660|XP_037717026.1|DSUP
OG0000579	LOC120429903|XP_039450930.1|CPIP	LOC119560442|XP_037729813.1|DSUP, LOC119554913|XP_037721944.1|DSUP
OG0000580	LOC120413757|XP_039430626.1|CPIP	LOC119563049|XP_037732185.1|DSUP, LOC119563050|XP_037732186.1|DSUP
OG0000581	LOC120413933|XP_039430859.1|CPIP	LOC119559900|XP_037728991.1|DSUP
OG0000582	LOC120424290|XP_039444311.1|CPIP	LOC119552793|XP_037718553.1|DSUP, LOC119549725|XP_037713891.1|DSUP
OG0000583	LOC120416812|XP_039434621.1|CPIP	LOC119550799|XP_037715660.1|DSUP, LOC119550798|XP_037715658.1|DSUP
OG0000589	LOC120426454|XP_039447150.1|CPIP	LOC119556116|XP_037723915.1|DSUP
OG0000590	LOC120421456|XP_039440638.1|CPIP	LOC119557405|XP_037726080.1|DSUP
OG0000592	LOC120413276|XP_039429940.1|CPIP	LOC119549721|XP_037713887.1|DSUP, LOC119550800|XP_037715661.1|DSUP
OG0000593	LOC120429571|XP_039450551.1|CPIP	LOC119561141|XP_037730971.1|DSUP, LOC119557143|XP_037725654.1|DSUP
OG0000594	LOC120416509|XP_039434164.1|CPIP	LOC119557200|XP_037725786.1|DSUP, LOC119555682|XP_037723237.1|DSUP
OG0000595	LOC120422557|XP_039441970.1|CPIP	LOC119560478|XP_037729865.1|DSUP, LOC119556221|XP_037724137.1|DSUP
OG0000596	LOC120432526|XP_039453677.1|CPIP	LOC119557996|XP_037727027.1|DSUP, LOC119563033|XP_037732162.1|DSUP
OG0000597	LOC120420728|XP_039439757.1|CPIP	LOC119551077|XP_037716164.1|DSUP, LOC119563479|XP_037732831.1|DSUP
OG0000598	LOC120428012|XP_039448916.1|CPIP, LOC120424605|XP_039444698.1|CPIP, LOC120424609|XP_039444703.1|CPIP, LOC120424607|XP_039444701.1|CPIP, LOC120424608|XP_039444702.1|CPIP, LOC120424606|XP_039444700.1|CPIP	LOC119563508|XP_037732885.1|DSUP
OG0000599	LOC120420911|XP_039439970.1|CPIP, LOC120415914|XP_039433494.1|CPIP	LOC119553487|XP_037719824.1|DSUP, LOC119555413|XP_037722699.1|DSUP
OG0000600	LOC120420913|XP_039439972.1|CPIP	LOC119550130|XP_037714554.1|DSUP, LOC119551468|XP_037716749.1|DSUP
OG0000601	LOC120417482|XP_039435492.1|CPIP	LOC119546803|XP_037709310.1|DSUP, LOC119547122|XP_037709760.1|DSUP
OG0000602	LOC120422812|XP_039442286.1|CPIP	LOC119547301|XP_037710021.1|DSUP, LOC119547302|XP_037710022.1|DSUP
OG0000603	LOC120413865|XP_039430763.1|CPIP	LOC119553292|XP_037719539.1|DSUP, LOC119546907|XP_037709460.1|DSUP, LOC119548848|XP_037712397.1|DSUP
OG0000604	LOC120414592|XP_039431765.1|CPIP	LOC119547125|XP_037709763.1|DSUP, LOC119548324|XP_037711433.1|DSUP
OG0000605	LOC120418707|XP_039437110.1|CPIP, LOC120418728|XP_039437137.1|CPIP, LOC120418709|XP_039437111.1|CPIP, LOC120418710|XP_039437112.1|CPIP	LOC119546270|XP_037708371.1|DSUP
OG0000606	LOC120423379|XP_039443097.1|CPIP	LOC119557328|XP_037725981.1|DSUP
OG0000607	LOC120431344|XP_039452409.1|CPIP, LOC120420947|XP_039440017.1|CPIP	LOC119553787|XP_037720329.1|DSUP, LOC119559274|XP_037728270.1|DSUP, LOC119559931|XP_037729066.1|DSUP
OG0000608	LOC120421236|XP_039440368.1|CPIP	LOC119555935|XP_037723569.1|DSUP, LOC119545687|XP_037707360.1|DSUP
OG0000609	LOC120413039|XP_039429662.1|CPIP	LOC119556057|XP_037723790.1|DSUP, LOC119546810|XP_037709321.1|DSUP
OG0000610	LOC120420855|XP_039439908.1|CPIP	LOC119554927|XP_037721961.1|DSUP, LOC119550951|XP_037715905.1|DSUP
OG0000611	LOC120418459|XP_039436820.1|CPIP	LOC119551644|XP_037717003.1|DSUP, LOC119551866|XP_037717385.1|DSUP
OG0000615	LOC120420221|XP_039439143.1|CPIP	LOC119557045|XP_037725518.1|DSUP, LOC119560796|XP_037730356.1|DSUP
OG0000616	LOC120413329|XP_039430041.1|CPIP, LOC120429858|XP_039450900.1|CPIP	LOC119556396|XP_037724502.1|DSUP, LOC119558362|XP_037727793.1|DSUP, LOC119557817|XP_037726684.1|DSUP
OG0000617	LOC120423848|XP_039443730.1|CPIP	LOC119546006|XP_037707940.1|DSUP, LOC119560427|XP_037729791.1|DSUP
OG0000618	LOC120427285|XP_039448067.1|CPIP	LOC119554052|XP_037720719.1|DSUP
OG0000619	LOC120429166|XP_039450308.1|CPIP, LOC120415620|XP_039433151.1|CPIP	LOC119549093|XP_037712752.1|DSUP
OG0000620	LOC120428697|XP_039449702.1|CPIP	LOC119556992|XP_037725452.1|DSUP, LOC119555388|XP_037722660.1|DSUP
OG0000621	LOC120417806|XP_039435939.1|CPIP	LOC119545750|XP_037707512.1|DSUP, LOC119556062|XP_037723798.1|DSUP
OG0000622	LOC120412871|XP_039429435.1|CPIP	LOC119554820|XP_037721822.1|DSUP, LOC119554213|XP_037720946.1|DSUP
OG0000624	LOC120412594|XP_039429062.1|CPIP	LOC119551109|XP_037716217.1|DSUP, LOC119551108|XP_037716216.1|DSUP
OG0000625	LOC120420027|XP_039438860.1|CPIP	LOC119555376|XP_037722647.1|DSUP, LOC119555378|XP_037722649.1|DSUP
OG0000627	LOC120427326|XP_039448110.1|CPIP	LOC119554654|XP_037721583.1|DSUP, LOC119557968|XP_037726941.1|DSUP
OG0000628	LOC120418965|XP_039437444.1|CPIP	LOC119546971|XP_037709547.1|DSUP, LOC119546127|XP_037708151.1|DSUP
OG0000629	LOC120419834|XP_039438602.1|CPIP	LOC119555619|XP_037723070.1|DSUP, LOC119548807|XP_037712320.1|DSUP
OG0000630	LOC120412813|XP_039429349.1|CPIP	LOC119548358|XP_037711501.1|DSUP, LOC119548258|XP_037711331.1|DSUP
OG0000631	LOC120416872|XP_039434701.1|CPIP	LOC119546519|XP_037708777.1|DSUP, LOC119548347|XP_037711490.1|DSUP
OG0000632	LOC120431988|XP_039453059.1|CPIP, LOC120419672|XP_039438376.1|CPIP	LOC119548395|XP_037711549.1|DSUP, LOC119546376|XP_037708536.1|DSUP
OG0000635	LOC120417897|XP_039436052.1|CPIP	LOC119552173|XP_037717932.1|DSUP, LOC119557515|XP_037726216.1|DSUP
OG0000636	LOC120427318|XP_039448105.1|CPIP	LOC119547478|XP_037710290.1|DSUP, LOC119547486|XP_037710303.1|DSUP
OG0000637	LOC120419435|XP_039438048.1|CPIP, LOC120423148|XP_039442763.1|CPIP	LOC119557510|XP_037726210.1|DSUP, LOC119557508|XP_037726209.1|DSUP
OG0000638	LOC120421466|XP_039440616.1|CPIP	LOC119554816|XP_037721821.1|DSUP, LOC119557901|XP_037726835.1|DSUP
OG0000639	LOC120429394|XP_039450481.1|CPIP	LOC119555690|XP_037723269.1|DSUP
OG0000646	LOC120424024|XP_039443974.1|CPIP	LOC119556923|XP_037725341.1|DSUP, LOC119546358|XP_037708517.1|DSUP
OG0000647	LOC120417689|XP_039435759.1|CPIP	LOC119560456|XP_037729831.1|DSUP, LOC119557890|XP_037726819.1|DSUP
OG0000648	LOC120420178|XP_039439085.1|CPIP	LOC119556488|XP_037724673.1|DSUP
OG0000649	LOC120429957|XP_039450983.1|CPIP	LOC119556268|XP_037724246.1|DSUP, LOC119558303|XP_037727630.1|DSUP
OG0000650	LOC120420233|XP_039439156.1|CPIP	LOC119558876|XP_037728028.1|DSUP
OG0000651	LOC120425481|XP_039445952.1|CPIP	LOC119554191|XP_037720915.1|DSUP, LOC119555631|XP_037723078.1|DSUP
OG0000652	LOC120425999|XP_039446591.1|CPIP	LOC119549577|XP_037713662.1|DSUP, LOC119557194|XP_037725774.1|DSUP
OG0000653	LOC120427412|XP_039448210.1|CPIP, LOC120427411|XP_039448209.1|CPIP	LOC119561053|XP_037730814.1|DSUP, LOC119560391|XP_037729745.1|DSUP
OG0000654	LOC120430316|XP_039451343.1|CPIP	LOC119555106|XP_037722253.1|DSUP
OG0000655	LOC120418498|XP_039436869.1|CPIP	LOC119551292|XP_037716498.1|DSUP, LOC119548308|XP_037711410.1|DSUP
OG0000657	LOC120414701|XP_039431934.1|CPIP	LOC119552712|XP_037718389.1|DSUP, LOC119548214|XP_037711275.1|DSUP
OG0000658	LOC120421966|XP_039441212.1|CPIP	LOC119557221|XP_037725818.1|DSUP, LOC119560634|XP_037730114.1|DSUP
OG0000659	LOC120428322|XP_039449253.1|CPIP	LOC119546362|XP_037708519.1|DSUP, LOC119546796|XP_037709298.1|DSUP
OG0000660	LOC120432453|XP_039453605.1|CPIP	LOC119548113|XP_037711135.1|DSUP
OG0000661	LOC120427094|XP_039447878.1|CPIP	LOC119553002|XP_037718950.1|DSUP, LOC119546097|XP_037708108.1|DSUP
OG0000663	LOC120412947|XP_039429520.1|CPIP	LOC119549412|XP_037713412.1|DSUP
OG0000664	LOC120423934|XP_039443852.1|CPIP	LOC119556153|XP_037723982.1|DSUP
OG0000665	LOC120426832|XP_039447553.1|CPIP	LOC119563213|XP_037732438.1|DSUP
OG0000666	LOC120414520|XP_039431665.1|CPIP	LOC119551146|XP_037716265.1|DSUP, LOC119558244|XP_037727496.1|DSUP
OG0000667	LOC120424397|XP_039444429.1|CPIP	LOC119556821|XP_037725200.1|DSUP, LOC119563051|XP_037732187.1|DSUP
OG0000668	LOC120417871|XP_039436025.1|CPIP	LOC119554381|XP_037721190.1|DSUP, LOC119560546|XP_037729979.1|DSUP
OG0000669	LOC120425665|XP_039446184.1|CPIP	LOC119558232|XP_037727480.1|DSUP, LOC119558235|XP_037727482.1|DSUP
OG0000670	LOC120425162|XP_039445530.1|CPIP	LOC119556829|XP_037725214.1|DSUP, LOC119557868|XP_037726796.1|DSUP
OG0000671	LOC120432663|XP_039453843.1|CPIP	LOC119560551|XP_037729985.1|DSUP, LOC119561542|XP_037731123.1|DSUP
OG0000672	LOC120423756|XP_039443605.1|CPIP	LOC119556868|XP_037725270.1|DSUP, LOC119556099|XP_037723890.1|DSUP
OG0000673	LOC120428930|XP_039450008.1|CPIP	LOC119557650|XP_037726430.1|DSUP, LOC119553626|XP_037720024.1|DSUP
OG0000677	LOC120417794|XP_039435946.1|CPIP	LOC119554842|XP_037721846.1|DSUP, LOC119557134|XP_037725645.1|DSUP
OG0000678	LOC120413326|XP_039430034.1|CPIP	LOC119545843|XP_037707736.1|DSUP, LOC119547334|XP_037710072.1|DSUP
OG0000679	LOC120422653|XP_039442092.1|CPIP, LOC120422642|XP_039442078.1|CPIP, LOC120422622|XP_039442048.1|CPIP, LOC120429663|XP_039450627.1|CPIP, LOC120413474|XP_039430247.1|CPIP, LOC120413498|XP_039430289.1|CPIP	LOC119557776|XP_037726604.1|DSUP
OG0000680	LOC120425607|XP_039446150.1|CPIP	LOC119556824|XP_037725205.1|DSUP, LOC119557055|XP_037725531.1|DSUP
OG0000681	LOC120418081|XP_039436271.1|CPIP, LOC120419864|XP_039438646.1|CPIP	LOC119560348|XP_037729674.1|DSUP, LOC119557347|XP_037726012.1|DSUP
OG0000683	LOC120421815|XP_039441026.1|CPIP, LOC120427907|XP_039448781.1|CPIP, LOC120420753|XP_039439789.1|CPIP	LOC119563455|XP_037732790.1|DSUP
OG0000684	LOC120430224|XP_039451238.1|CPIP	LOC119557284|XP_037725906.1|DSUP, LOC119563031|XP_037732159.1|DSUP
OG0000685	LOC120414285|XP_039431349.1|CPIP	LOC119556242|XP_037724204.1|DSUP, LOC119559803|XP_037728813.1|DSUP
OG0000686	LOC120423501|XP_039443275.1|CPIP	LOC119551344|XP_037716588.1|DSUP, LOC119556738|XP_037725075.1|DSUP
OG0000687	LOC120413459|XP_039430230.1|CPIP	LOC119550783|XP_037715643.1|DSUP, LOC119553129|XP_037719250.1|DSUP
OG0000688	LOC120431079|XP_039452165.1|CPIP, LOC120417409|XP_039435385.1|CPIP	LOC119551677|XP_037717060.1|DSUP
OG0000689	LOC120431213|XP_039452290.1|CPIP	LOC119551614|XP_037716954.1|DSUP, LOC119551613|XP_037716951.1|DSUP
OG0000690	LOC120417154|XP_039435072.1|CPIP, LOC120414453|XP_039431575.1|CPIP, LOC120415957|XP_039433533.1|CPIP, LOC120421238|XP_039440371.1|CPIP, LOC120417133|XP_039435047.1|CPIP	LOC119557520|XP_037726222.1|DSUP
OG0000691	LOC120426138|XP_039446786.1|CPIP	LOC119548792|XP_037712296.1|DSUP, LOC119553581|XP_037719958.1|DSUP
