Orthogroup	CPIP.longest_only	DSUZ.longest_only
OG0000589	LOC120426454|XP_039447150.1|CPIP	LOC108016912|XP_016939319.1|DSUZ
OG0000590	LOC120421456|XP_039440638.1|CPIP	LOC108018907|XP_016941988.2|DSUZ, LOC108007736|XP_016926980.2|DSUZ
OG0000592	LOC120413276|XP_039429940.1|CPIP	LOC108009687|XP_016929723.1|DSUZ, LOC108008840|XP_016928234.1|DSUZ
OG0000593	LOC120429571|XP_039450551.1|CPIP	LOC108010733|XP_036674522.1|DSUZ, LOC108019192|XP_016942454.1|DSUZ
OG0000594	LOC120416509|XP_039434164.1|CPIP	LOC108014784|XP_016936466.1|DSUZ, LOC108017407|XP_016939922.2|DSUZ
OG0000595	LOC120422557|XP_039441970.1|CPIP	LOC118877925|XP_036674395.1|DSUZ, LOC108010981|XP_036672519.1|DSUZ, LOC108014764|XP_016936445.2|DSUZ
OG0000596	LOC120432526|XP_039453677.1|CPIP	LOC108015398|XP_016937307.1|DSUZ, LOC108010921|XP_016931410.2|DSUZ
OG0000597	LOC120420728|XP_039439757.1|CPIP	LOC108011499|XP_016932138.2|DSUZ, LOC118878093|XP_036675289.1|DSUZ
OG0000598	LOC120428012|XP_039448916.1|CPIP, LOC120424605|XP_039444698.1|CPIP, LOC120424609|XP_039444703.1|CPIP, LOC120424607|XP_039444701.1|CPIP, LOC120424608|XP_039444702.1|CPIP, LOC120424606|XP_039444700.1|CPIP	LOC108014127|XP_036673912.1|DSUZ
OG0000599	LOC120420911|XP_039439970.1|CPIP, LOC120415914|XP_039433494.1|CPIP	LOC108011847|XP_016932575.2|DSUZ, LOC108012776|XP_016933699.1|DSUZ
OG0000600	LOC120420913|XP_039439972.1|CPIP	LOC108017829|XP_016940470.2|DSUZ, LOC108018240|XP_016941255.1|DSUZ
OG0000601	LOC120417482|XP_039435492.1|CPIP	LOC108008307|XP_016927616.1|DSUZ, LOC108021515|XP_016945761.1|DSUZ
OG0000602	LOC120422812|XP_039442286.1|CPIP	LOC108006804|XP_016925845.1|DSUZ, LOC108006573|XP_016925595.1|DSUZ
OG0000603	LOC120413865|XP_039430763.1|CPIP	LOC108020794|XP_036674619.1|DSUZ, LOC108009044|XP_016928539.2|DSUZ, LOC108009649|XP_016929655.1|DSUZ, LOC108017952|XP_016940696.1|DSUZ
OG0000604	LOC120414592|XP_039431765.1|CPIP	LOC108021516|XP_016945762.1|DSUZ, LOC108005530|XP_016924316.1|DSUZ
OG0000605	LOC120418707|XP_039437110.1|CPIP, LOC120418728|XP_039437137.1|CPIP, LOC120418709|XP_039437111.1|CPIP, LOC120418710|XP_039437112.1|CPIP	LOC108008119|XP_016927401.1|DSUZ
OG0000606	LOC120423379|XP_039443097.1|CPIP	LOC108005609|XP_016924408.2|DSUZ
OG0000607	LOC120431344|XP_039452409.1|CPIP, LOC120420947|XP_039440017.1|CPIP	LOC118877894|XP_036674225.1|DSUZ, LOC108018412|XP_016941457.2|DSUZ
OG0000608	LOC120421236|XP_039440368.1|CPIP	LOC108018420|XP_016941466.2|DSUZ, LOC108014070|XP_036675298.1|DSUZ
OG0000609	LOC120413039|XP_039429662.1|CPIP	LOC108009220|XP_016928872.1|DSUZ, LOC108016951|XP_016939373.1|DSUZ
OG0000610	LOC120420855|XP_039439908.1|CPIP	LOC108020719|XP_016944577.2|DSUZ, LOC108008858|XP_016928251.1|DSUZ
OG0000611	LOC120418459|XP_039436820.1|CPIP	LOC108009242|XP_016928900.1|DSUZ, LOC108010310|XP_016930690.1|DSUZ
OG0000614	LOC120427646|XP_039448487.1|CPIP	LOC108015285|XP_036676169.1|DSUZ
OG0000615	LOC120420221|XP_039439143.1|CPIP	LOC108010436|XP_016930785.1|DSUZ, LOC108010584|XP_016930957.1|DSUZ
OG0000616	LOC120413329|XP_039430041.1|CPIP, LOC120429858|XP_039450900.1|CPIP	LOC108010470|XP_016930831.1|DSUZ, LOC108010426|XP_016930774.1|DSUZ
OG0000617	LOC120423848|XP_039443730.1|CPIP	LOC108019530|XP_016942858.2|DSUZ, LOC108018672|XP_016941731.1|DSUZ
OG0000618	LOC120427285|XP_039448067.1|CPIP	LOC108017633|XP_016940226.2|DSUZ
OG0000619	LOC120429166|XP_039450308.1|CPIP, LOC120415620|XP_039433151.1|CPIP	LOC108018027|XP_016940881.1|DSUZ
OG0000620	LOC120428697|XP_039449702.1|CPIP	LOC108005232|XP_016923912.1|DSUZ, LOC108013064|XP_016934172.1|DSUZ
OG0000621	LOC120417806|XP_039435939.1|CPIP	LOC118877887|XP_036674180.1|DSUZ, LOC108018515|XP_036673475.1|DSUZ, LOC108016629|XP_016938814.1|DSUZ
OG0000622	LOC120412871|XP_039429435.1|CPIP	LOC108013538|XP_016934924.1|DSUZ, LOC108013611|XP_036671923.1|DSUZ
OG0000624	LOC120412594|XP_039429062.1|CPIP	LOC108018172|XP_016941158.1|DSUZ, LOC108018171|XP_016941157.1|DSUZ
OG0000625	LOC120420027|XP_039438860.1|CPIP	LOC108011446|XP_016932071.2|DSUZ, LOC108011419|XP_036672324.1|DSUZ
OG0000627	LOC120427326|XP_039448110.1|CPIP	LOC108004795|XP_016923336.2|DSUZ, LOC108016639|XP_016938825.1|DSUZ
OG0000628	LOC120418965|XP_039437444.1|CPIP	LOC108010589|XP_016930967.1|DSUZ, LOC108006874|XP_016925942.1|DSUZ
OG0000629	LOC120419834|XP_039438602.1|CPIP	LOC108006031|XP_036674700.1|DSUZ, LOC108017106|XP_016939557.1|DSUZ
OG0000630	LOC120412813|XP_039429349.1|CPIP	LOC108006259|XP_016925199.1|DSUZ, LOC108021631|XP_016945927.1|DSUZ
OG0000631	LOC120416872|XP_039434701.1|CPIP	LOC108021107|XP_016945127.1|DSUZ, LOC108021705|XP_016946025.1|DSUZ
OG0000632	LOC120431988|XP_039453059.1|CPIP, LOC120419672|XP_039438376.1|CPIP	LOC108021698|XP_036677498.1|DSUZ, LOC108017219|XP_016939708.1|DSUZ
OG0000635	LOC120417897|XP_039436052.1|CPIP	LOC108018071|XP_016940959.1|DSUZ, LOC108019225|XP_016942510.1|DSUZ
OG0000636	LOC120427318|XP_039448105.1|CPIP	LOC108010283|XP_016930645.1|DSUZ, LOC108010486|XP_016930850.1|DSUZ
OG0000637	LOC120419435|XP_039438048.1|CPIP, LOC120423148|XP_039442763.1|CPIP	LOC108015363|XP_016937267.1|DSUZ, LOC108014925|XP_036676091.1|DSUZ
OG0000638	LOC120421466|XP_039440616.1|CPIP	LOC108017469|XP_036674428.1|DSUZ, LOC108011119|XP_016931680.2|DSUZ
OG0000639	LOC120429394|XP_039450481.1|CPIP	LOC108006251|XP_036671034.1|DSUZ
OG0000646	LOC120424024|XP_039443974.1|CPIP	LOC108020590|XP_016944428.2|DSUZ, LOC108007294|XP_036673490.1|DSUZ
OG0000647	LOC120417689|XP_039435759.1|CPIP	LOC108016491|XP_036675160.1|DSUZ, LOC108018942|XP_016942029.1|DSUZ
OG0000648	LOC120420178|XP_039439085.1|CPIP	LOC108016692|XP_036676648.1|DSUZ
OG0000649	LOC120429957|XP_039450983.1|CPIP	LOC108010461|XP_016930818.1|DSUZ
OG0000650	LOC120420233|XP_039439156.1|CPIP	LOC108015762|XP_016937790.1|DSUZ
OG0000651	LOC120425481|XP_039445952.1|CPIP	LOC108006875|XP_016925939.1|DSUZ, LOC108011829|XP_016932554.2|DSUZ
OG0000652	LOC120425999|XP_039446591.1|CPIP	LOC108009069|XP_016928569.1|DSUZ, LOC108004555|XP_016922978.1|DSUZ
OG0000653	LOC120427412|XP_039448210.1|CPIP, LOC120427411|XP_039448209.1|CPIP	LOC108018701|XP_036672588.1|DSUZ, LOC108006936|XP_036674914.1|DSUZ
OG0000654	LOC120430316|XP_039451343.1|CPIP	LOC108006828|XP_036671981.1|DSUZ
OG0000655	LOC120418498|XP_039436869.1|CPIP	LOC108019820|XP_016943325.1|DSUZ, LOC108015340|XP_016937238.1|DSUZ
OG0000657	LOC120414701|XP_039431934.1|CPIP	LOC108012723|XP_016933644.1|DSUZ, LOC108021618|XP_016945908.1|DSUZ
OG0000658	LOC120421966|XP_039441212.1|CPIP	LOC108005493|XP_016924286.1|DSUZ, LOC108007656|XP_016926868.1|DSUZ
OG0000659	LOC120428322|XP_039449253.1|CPIP	LOC108017674|XP_016940273.1|DSUZ, LOC108008281|XP_016927562.1|DSUZ
OG0000660	LOC120432453|XP_039453605.1|CPIP	LOC108021472|XP_016945700.1|DSUZ
OG0000661	LOC120427094|XP_039447878.1|CPIP	LOC108005872|XP_016924738.1|DSUZ, LOC108021452|XP_016945672.1|DSUZ
OG0000663	LOC120412947|XP_039429520.1|CPIP	LOC108008972|XP_016928404.1|DSUZ
OG0000664	LOC120423934|XP_039443852.1|CPIP	LOC108016920|XP_016939335.1|DSUZ
OG0000665	LOC120426832|XP_039447553.1|CPIP	LOC108007907|XP_016927165.2|DSUZ, LOC108007898|XP_016927156.1|DSUZ
OG0000666	LOC120414520|XP_039431665.1|CPIP	LOC108018206|XP_016941212.1|DSUZ, LOC108004735|XP_016923249.1|DSUZ
OG0000667	LOC120424397|XP_039444429.1|CPIP	LOC108019398|XP_036677781.1|DSUZ, LOC108015138|XP_016936894.2|DSUZ, LOC108012085|XP_016932851.1|DSUZ
OG0000668	LOC120417871|XP_039436025.1|CPIP	LOC108017048|XP_016939494.1|DSUZ, LOC108010986|XP_016931496.1|DSUZ, LOC118877972|XP_036674763.1|DSUZ
OG0000669	LOC120425665|XP_039446184.1|CPIP	LOC108005278|XP_016923957.1|DSUZ, LOC108005281|XP_016923960.1|DSUZ
OG0000670	LOC120425162|XP_039445530.1|CPIP	LOC108016547|XP_036676078.1|DSUZ, LOC108016631|XP_016938816.1|DSUZ
OG0000671	LOC120432663|XP_039453843.1|CPIP	LOC108017369|XP_016939879.2|DSUZ, LOC108014835|XP_036673541.1|DSUZ
OG0000672	LOC120423756|XP_039443605.1|CPIP	LOC108006285|XP_016925232.1|DSUZ, LOC108015146|XP_016936907.2|DSUZ
OG0000673	LOC120428930|XP_039450008.1|CPIP	LOC108005172|XP_016923835.1|DSUZ, LOC108014256|XP_016935783.1|DSUZ
OG0000677	LOC120417794|XP_039435946.1|CPIP	LOC108014658|XP_016936309.2|DSUZ, LOC108004752|XP_016923277.1|DSUZ
OG0000678	LOC120413326|XP_039430034.1|CPIP	LOC108020230|XP_036673758.1|DSUZ, LOC108020215|XP_036677513.1|DSUZ, LOC108021349|XP_016945521.1|DSUZ
OG0000679	LOC120422653|XP_039442092.1|CPIP, LOC120422642|XP_039442078.1|CPIP, LOC120422622|XP_039442048.1|CPIP, LOC120429663|XP_039450627.1|CPIP, LOC120413474|XP_039430247.1|CPIP, LOC120413498|XP_039430289.1|CPIP	LOC108006281|XP_016925227.1|DSUZ
OG0000680	LOC120425607|XP_039446150.1|CPIP	LOC108015411|XP_016937325.1|DSUZ, LOC108015370|XP_016937277.1|DSUZ
OG0000681	LOC120418081|XP_039436271.1|CPIP, LOC120419864|XP_039438646.1|CPIP	LOC108020105|XP_036672713.1|DSUZ, LOC118877931|XP_036674446.1|DSUZ, LOC108005315|XP_016924017.1|DSUZ
OG0000683	LOC120421815|XP_039441026.1|CPIP, LOC120427907|XP_039448781.1|CPIP, LOC120420753|XP_039439789.1|CPIP	LOC108020622|XP_016944460.1|DSUZ
OG0000684	LOC120430224|XP_039451238.1|CPIP	LOC108017403|XP_016939917.2|DSUZ, LOC118877928|XP_036674421.1|DSUZ
OG0000685	LOC120414285|XP_039431349.1|CPIP	LOC108019027|XP_016942130.1|DSUZ, LOC108014428|XP_016936032.1|DSUZ
OG0000686	LOC120423501|XP_039443275.1|CPIP	LOC108017789|XP_016940421.1|DSUZ, LOC108014945|XP_036676790.1|DSUZ
OG0000687	LOC120413459|XP_039430230.1|CPIP	LOC108008806|XP_016928200.1|DSUZ, LOC108012468|XP_016933349.1|DSUZ
OG0000688	LOC120431079|XP_039452165.1|CPIP, LOC120417409|XP_039435385.1|CPIP	LOC108009172|XP_016928789.1|DSUZ
OG0000689	LOC120431213|XP_039452290.1|CPIP	LOC108008377|XP_016927707.1|DSUZ, LOC108008376|XP_016927705.1|DSUZ
OG0000690	LOC120417154|XP_039435072.1|CPIP, LOC120414453|XP_039431575.1|CPIP, LOC120415957|XP_039433533.1|CPIP, LOC120421238|XP_039440371.1|CPIP, LOC120417133|XP_039435047.1|CPIP	LOC108018995|XP_016942093.2|DSUZ
OG0000691	LOC120426138|XP_039446786.1|CPIP	LOC108007869|XP_016927123.1|DSUZ, LOC108015929|XP_016937998.1|DSUZ
OG0000692	LOC120412572|XP_039429020.1|CPIP, LOC120412641|XP_039429129.1|CPIP	LOC108018827|XP_016941902.2|DSUZ, LOC108011305|XP_016931899.1|DSUZ
OG0000694	LOC120415917|XP_039433497.1|CPIP	LOC108004744|XP_016923265.1|DSUZ, LOC108010701|XP_016931100.2|DSUZ
OG0000695	LOC120421982|XP_039441225.1|CPIP	LOC108006920|XP_036678481.1|DSUZ
OG0000696	LOC120430944|XP_039452001.1|CPIP	LOC108012299|XP_016933089.1|DSUZ, LOC108011939|XP_016932677.1|DSUZ
OG0000697	LOC120428099|XP_039449017.1|CPIP	LOC108015283|XP_016937143.1|DSUZ, LOC108011910|XP_016932650.1|DSUZ
OG0000698	LOC120412844|XP_039429401.1|CPIP	LOC108007921|XP_016927184.1|DSUZ, LOC108007256|XP_016926388.1|DSUZ
OG0000699	LOC120427812|XP_039448668.1|CPIP	LOC108021404|XP_016945593.1|DSUZ, LOC108019410|XP_016942721.2|DSUZ
OG0000700	LOC120422038|XP_039441297.1|CPIP	LOC108021255|XP_016945362.1|DSUZ, LOC108021700|XP_016946018.1|DSUZ
OG0000701	LOC120432450|XP_039453600.1|CPIP	LOC108019646|XP_016943019.1|DSUZ, LOC108006283|XP_016925230.1|DSUZ
OG0000702	LOC120429861|XP_039450866.1|CPIP	LOC108014847|XP_036674496.1|DSUZ, LOC108014854|XP_036674484.1|DSUZ
OG0000703	LOC120415396|XP_039432859.1|CPIP	LOC108018241|XP_016941260.1|DSUZ, LOC108018090|XP_016940981.1|DSUZ
OG0000704	LOC120415202|XP_039432596.1|CPIP	LOC108015099|XP_036676400.1|DSUZ, LOC108010780|XP_036675657.1|DSUZ
OG0000705	LOC120415894|XP_039433467.1|CPIP	LOC108013014|XP_016934091.1|DSUZ, LOC108013012|XP_016934090.1|DSUZ
OG0000706	LOC120431510|XP_039452545.1|CPIP, LOC120417499|XP_039435510.1|CPIP	LOC108007531|XP_016926713.1|DSUZ, LOC108015358|XP_016937258.1|DSUZ
OG0000707	LOC120420877|XP_039439931.1|CPIP, LOC120417438|XP_039435414.1|CPIP	LOC108008762|XP_016928149.1|DSUZ, LOC108006272|XP_016925210.1|DSUZ
OG0000708	LOC120414023|XP_039430974.1|CPIP	LOC108016858|XP_016939213.1|DSUZ, LOC108005337|XP_036677236.1|DSUZ
OG0000709	LOC120425929|XP_039446484.1|CPIP	LOC108008049|XP_016927322.2|DSUZ, LOC108011158|XP_016931733.2|DSUZ
OG0000710	LOC120419565|XP_039438228.1|CPIP	LOC108013961|XP_016935463.1|DSUZ, LOC108010145|XP_016930468.1|DSUZ
OG0000711	LOC120414993|XP_039432285.1|CPIP	LOC108012581|XP_016933485.1|DSUZ, LOC108016919|XP_016939332.1|DSUZ
OG0000712	LOC120415327|XP_039432747.1|CPIP	LOC108005034|XP_016923660.2|DSUZ, LOC108005032|XP_016923656.2|DSUZ, LOC108005024|XP_036673358.1|DSUZ, LOC118877576|XP_036672723.1|DSUZ
OG0000713	LOC120426914|XP_039447655.1|CPIP	LOC108016495|XP_036675155.1|DSUZ, LOC108017839|XP_016940481.1|DSUZ
OG0000714	LOC120425956|XP_039446531.1|CPIP	LOC108011140|XP_016931710.1|DSUZ, LOC108007166|XP_036670539.1|DSUZ
OG0000715	LOC120425955|XP_039446529.1|CPIP	LOC108007750|XP_016926995.2|DSUZ, LOC108015793|XP_036671576.1|DSUZ
OG0000716	LOC120416855|XP_039434686.1|CPIP	LOC108011125|XP_016931685.1|DSUZ, LOC108013432|XP_016934788.1|DSUZ
OG0000723	LOC120415619|XP_039433149.1|CPIP	LOC108008795|XP_016928181.1|DSUZ
OG0000724	LOC120424175|XP_039444197.1|CPIP	LOC108015348|XP_016937247.1|DSUZ, LOC108017247|XP_036675435.1|DSUZ
OG0000726	LOC120415569|XP_039433085.1|CPIP	LOC108014222|XP_016935743.2|DSUZ, LOC108004937|XP_036673728.1|DSUZ
OG0000727	LOC120418385|XP_039436693.1|CPIP, LOC120418370|XP_039436666.1|CPIP	LOC108013752|XP_016935198.2|DSUZ, LOC108013753|XP_016935199.2|DSUZ
OG0000728	LOC120423585|XP_039443379.1|CPIP	LOC108014967|XP_016936677.2|DSUZ, LOC108004966|XP_016923558.1|DSUZ
OG0000729	LOC120423358|XP_039443069.1|CPIP	LOC108011701|XP_016932400.2|DSUZ, LOC108011704|XP_016932403.2|DSUZ
OG0000730	LOC120417800|XP_039435933.1|CPIP	LOC108005234|XP_016923915.1|DSUZ, LOC108010316|XP_016930706.1|DSUZ
OG0000731	LOC120419772|XP_039438536.1|CPIP	LOC108005739|XP_036670767.1|DSUZ, LOC108017916|XP_016940574.1|DSUZ
OG0000732	LOC120413384|XP_039430116.1|CPIP	LOC108020005|XP_016943579.1|DSUZ, LOC108020003|XP_016943577.2|DSUZ
OG0000733	LOC120412609|XP_039429091.1|CPIP	LOC108014789|XP_016936470.2|DSUZ, LOC108013351|XP_016934657.1|DSUZ
OG0000734	LOC120421378|XP_039440503.1|CPIP	LOC108004651|XP_016923090.1|DSUZ, LOC108020012|XP_036670998.1|DSUZ
OG0000735	LOC120428673|XP_039449660.1|CPIP	LOC108004591|XP_016923019.1|DSUZ, LOC108020572|XP_016944424.1|DSUZ
OG0000736	LOC120416311|XP_039433966.1|CPIP	LOC108018124|XP_016941055.1|DSUZ, LOC108015114|XP_016936857.1|DSUZ
OG0000738	LOC120415559|XP_039433066.1|CPIP	LOC108019184|XP_016942444.1|DSUZ, LOC108011249|XP_016931850.1|DSUZ
OG0000739	LOC120418418|XP_039436733.1|CPIP, LOC120412505|XP_039428939.1|CPIP	LOC108015727|XP_016926869.1|DSUZ, LOC108007652|XP_016926864.1|DSUZ
OG0000740	LOC120420376|XP_039439313.1|CPIP	LOC108016394|XP_036674218.1|DSUZ
OG0000741	LOC120413897|XP_039430812.1|CPIP, LOC120414929|XP_039432198.1|CPIP	LOC108006303|XP_016925278.1|DSUZ, LOC108015678|XP_036673764.1|DSUZ
OG0000742	LOC120423374|XP_039443091.1|CPIP	LOC108015239|XP_016937074.1|DSUZ, LOC108015240|XP_016937076.1|DSUZ
OG0000743	LOC120413024|XP_039429630.1|CPIP	LOC108013226|XP_016934444.2|DSUZ, LOC108008863|XP_016928255.1|DSUZ, LOC108008653|XP_016928028.1|DSUZ
OG0000744	LOC120414224|XP_039431268.1|CPIP, LOC120414230|XP_039431274.1|CPIP	LOC108009841|XP_016930022.1|DSUZ
OG0000746	LOC120415831|XP_039433401.1|CPIP	LOC108017857|XP_016940500.2|DSUZ, LOC118877075|XP_036669851.1|DSUZ, LOC118877071|XP_036669846.1|DSUZ, LOC108019680|XP_016943061.2|DSUZ, LOC108019926|XP_036669964.1|DSUZ, LOC108019627|XP_016942998.2|DSUZ
OG0000753	LOC120432583|XP_039453755.1|CPIP	LOC108018405|XP_036672589.1|DSUZ, LOC108012679|XP_016933595.1|DSUZ
OG0000754	LOC120425633|XP_039446149.1|CPIP	LOC108005475|XP_036676966.1|DSUZ, LOC108006284|XP_016925231.1|DSUZ
OG0000755	LOC120424343|XP_039444367.1|CPIP	LOC108018290|XP_036674677.1|DSUZ, LOC108018289|XP_036674692.1|DSUZ
OG0000756	LOC120416674|XP_039434427.1|CPIP	LOC108005039|XP_016923665.2|DSUZ
OG0000756	LOC120417084|XP_039434998.1|CPIP	LOC108005038|XP_016923664.2|DSUZ
OG0000757	LOC120413458|XP_039430229.1|CPIP	LOC108007118|XP_016926211.1|DSUZ
OG0000758	LOC120426139|XP_039446787.1|CPIP	LOC108011303|XP_036671197.1|DSUZ, LOC108011319|XP_036671194.1|DSUZ
OG0000761	LOC120426315|XP_039447008.1|CPIP	LOC108021545|XP_036676751.1|DSUZ, LOC108005031|XP_016923659.1|DSUZ
OG0000762	LOC120431691|XP_039452740.1|CPIP, LOC120413861|XP_039430758.1|CPIP	LOC108005456|XP_016924241.1|DSUZ, LOC108010606|XP_016930991.1|DSUZ
OG0000764	LOC120416982|XP_039434838.1|CPIP	LOC108006447|XP_036672945.1|DSUZ, LOC108006339|XP_016925338.1|DSUZ
OG0000765	LOC120417525|XP_039435542.1|CPIP	LOC108012671|XP_016933586.1|DSUZ, LOC108015300|XP_016937166.1|DSUZ
OG0000766	LOC120414850|XP_039432108.1|CPIP	LOC108010875|XP_016931352.1|DSUZ, LOC108020178|XP_016943771.1|DSUZ
OG0000767	LOC120423444|XP_039443195.1|CPIP	LOC108016254|XP_016938366.2|DSUZ, LOC108010681|XP_036672278.1|DSUZ
OG0000768	LOC120421500|XP_039440653.1|CPIP	LOC108005850|XP_036671900.1|DSUZ
OG0000769	LOC120412516|XP_039428946.1|CPIP	LOC108012134|XP_016932914.2|DSUZ, LOC108015385|XP_016937292.1|DSUZ
OG0000770	LOC120432659|XP_039453839.1|CPIP, LOC120413150|XP_039429790.1|CPIP, LOC120432661|XP_039453841.1|CPIP	LOC108009556|XP_016929506.1|DSUZ
OG0000771	LOC120422224|XP_039441543.1|CPIP, LOC120431658|XP_039452697.1|CPIP	LOC108011804|XP_016932531.2|DSUZ, LOC108011837|XP_016932564.2|DSUZ
OG0000779	LOC120429662|XP_039450626.1|CPIP, LOC120416907|XP_039434740.1|CPIP, LOC120421811|XP_039441023.1|CPIP, LOC120430888|XP_039451974.1|CPIP, LOC120424409|XP_039444448.1|CPIP	LOC108004707|XP_016923210.1|DSUZ
OG0000780	LOC120418409|XP_039436760.1|CPIP, LOC120418035|XP_039436253.1|CPIP, LOC120418333|XP_039436646.1|CPIP	LOC108009945|XP_016930178.1|DSUZ
OG0000781	LOC120414167|XP_039431153.1|CPIP	LOC108019124|XP_016942345.1|DSUZ, LOC108007436|XP_016926584.2|DSUZ
OG0000782	LOC120425469|XP_039445938.1|CPIP	LOC108014639|XP_036671167.1|DSUZ, LOC108005169|XP_016923833.1|DSUZ
OG0000783	LOC120425480|XP_039445951.1|CPIP	LOC108014686|XP_016936349.1|DSUZ, LOC108015375|XP_016937282.1|DSUZ
OG0000784	LOC120428957|XP_039450028.1|CPIP	LOC108012735|XP_016933657.1|DSUZ, LOC108016874|XP_016939247.1|DSUZ
OG0000785	LOC120425382|XP_039445831.1|CPIP, LOC120425381|XP_039445830.1|CPIP	LOC108011725|XP_016932436.2|DSUZ, LOC108011726|XP_016932437.2|DSUZ, LOC108020160|XP_016943751.2|DSUZ
OG0000786	LOC120429815|XP_039450805.1|CPIP	LOC108020430|XP_016944238.1|DSUZ, LOC108018387|XP_036672790.1|DSUZ
OG0000787	LOC120430342|XP_039451379.1|CPIP	LOC108013088|XP_036670990.1|DSUZ, LOC108005233|XP_016923914.1|DSUZ
OG0000788	LOC120416496|XP_039434146.1|CPIP	LOC108014889|XP_016936600.1|DSUZ, LOC108005882|XP_016924752.1|DSUZ
OG0000789	LOC120414727|XP_039431965.1|CPIP	LOC108007756|XP_016927003.2|DSUZ, LOC108013325|XP_016934615.1|DSUZ
OG0000790	LOC120412832|XP_039429373.1|CPIP	LOC108013645|XP_016935072.1|DSUZ, LOC108013632|XP_016935070.1|DSUZ
OG0000791	LOC120421987|XP_039441235.1|CPIP, LOC120415555|XP_039433063.1|CPIP	LOC108017536|XP_036675275.1|DSUZ, LOC108019460|XP_036674189.1|DSUZ
OG0000792	LOC120415597|XP_039433125.1|CPIP	LOC108009951|XP_016930193.1|DSUZ, LOC108008463|XP_016927809.1|DSUZ
OG0000793	LOC120423637|XP_039443443.1|CPIP	LOC108015971|XP_016938043.2|DSUZ, LOC108015360|XP_016937264.1|DSUZ
OG0000794	LOC120430634|XP_039451663.1|CPIP, LOC120430632|XP_039451661.1|CPIP, LOC120431042|XP_039452127.1|CPIP, LOC120430630|XP_039451659.1|CPIP, LOC120431043|XP_039452128.1|CPIP	LOC108020875|XP_016944763.1|DSUZ, LOC108015046|XP_016936774.1|DSUZ
OG0000796	LOC120432573|XP_039453733.1|CPIP	LOC108010558|XP_036674438.1|DSUZ, LOC108004727|XP_016923238.1|DSUZ
OG0000797	LOC120414099|XP_039431056.1|CPIP, LOC120419430|XP_039438042.1|CPIP	LOC108017482|XP_016940016.2|DSUZ, LOC108017480|XP_036674283.1|DSUZ
OG0000798	LOC120415294|XP_039432697.1|CPIP	LOC108019781|XP_016943258.1|DSUZ, LOC108019780|XP_016943252.1|DSUZ
OG0000799	LOC120424434|XP_039444488.1|CPIP, LOC120428134|XP_039449050.1|CPIP	LOC108019251|XP_036673861.1|DSUZ, LOC108015152|XP_016936917.1|DSUZ
OG0000801	LOC120431544|XP_039452587.1|CPIP	LOC108008266|XP_016927543.1|DSUZ, LOC108008353|XP_016927671.1|DSUZ
OG0000802	LOC120419165|XP_039437749.1|CPIP, LOC120419161|XP_039437744.1|CPIP, LOC120419173|XP_039437760.1|CPIP	LOC108004581|XP_016923009.1|DSUZ, LOC108004576|XP_016923005.1|DSUZ
OG0000803	LOC120412688|XP_039429199.1|CPIP	LOC108021119|XP_016945157.1|DSUZ, LOC108011871|XP_036670751.1|DSUZ
OG0000810	LOC120430093|XP_039451114.1|CPIP, LOC120424339|XP_039444365.1|CPIP	LOC108017741|XP_036669879.1|DSUZ
OG0000811	LOC120430979|XP_039452051.1|CPIP	LOC108006656|XP_016925681.1|DSUZ, LOC108009093|XP_016928642.1|DSUZ
OG0000812	LOC120427000|XP_039447755.1|CPIP	LOC108018925|XP_016942005.1|DSUZ, LOC108011756|XP_016932474.2|DSUZ
OG0000814	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP	LOC108008525|XP_016927888.1|DSUZ
OG0000815	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP	LOC108021696|XP_016946016.1|DSUZ
OG0000816	LOC120415564|XP_039433070.1|CPIP	LOC108004669|XP_016923136.1|DSUZ, LOC108013963|XP_016935467.1|DSUZ
OG0000817	LOC120432393|XP_039453522.1|CPIP	LOC118876775|XP_036675533.1|DSUZ, LOC108018419|XP_016941465.2|DSUZ, LOC108018418|XP_036675534.1|DSUZ
OG0000818	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP	LOC108016618|XP_016938801.1|DSUZ, LOC108014108|XP_016935625.1|DSUZ
OG0000820	LOC120418431|XP_039436744.1|CPIP	LOC108015089|XP_016936818.1|DSUZ, LOC108008430|XP_016927769.1|DSUZ
OG0000821	LOC120414923|XP_039432191.1|CPIP	LOC108011585|XP_036673920.1|DSUZ, LOC108008253|XP_036669414.1|DSUZ
OG0000822	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP	LOC108012267|XP_016933057.1|DSUZ, LOC108021667|XP_016945971.1|DSUZ
OG0000831	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP	LOC108013415|XP_016934762.1|DSUZ
OG0000832	LOC120421010|XP_039440062.1|CPIP	LOC108009205|XP_016928855.1|DSUZ, LOC108012190|XP_016932979.1|DSUZ
OG0000833	LOC120422698|XP_039442145.1|CPIP	LOC108020735|XP_016944599.2|DSUZ, LOC118877524|XP_036672469.1|DSUZ
