Orthogroup	CPIP.longest_only	DMIR.longest_only
OG0001338	LOC120428736|XP_039449746.1|CPIP	LOC117191960|XP_033252592.1|DMIR, LOC117189805|XP_033250755.1|DMIR, LOC117190454|XP_033251418.1|DMIR, LOC117191962|XP_033252595.1|DMIR, LOC108160415|XP_017149900.2|DMIR, LOC117189812|XP_033250763.1|DMIR, LOC117185927|XP_033246433.1|DMIR, LOC117191976|XP_033252605.1|DMIR
OG0001339	LOC120424190|XP_039444183.1|CPIP	LOC108153884|XP_033244263.1|DMIR, LOC108160348|XP_033246468.1|DMIR
OG0001340	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP	LOC108157005|XP_033244823.1|DMIR
OG0001341	LOC120431639|XP_039452681.1|CPIP	LOC108157206|XP_017144643.1|DMIR
OG0001343	LOC120430148|XP_039451166.1|CPIP, LOC120430149|XP_039451167.1|CPIP	LOC108153926|XP_017139510.1|DMIR
OG0001344	LOC120422010|XP_039441262.1|CPIP, LOC120422024|XP_039441280.1|CPIP	LOC108156426|XP_017143368.1|DMIR
OG0001345	LOC120428740|XP_039449749.1|CPIP, LOC120427177|XP_039447971.1|CPIP	LOC108156774|XP_017143930.1|DMIR
OG0001346	LOC120428013|XP_039448918.1|CPIP	LOC117187184|XP_033245190.1|DMIR, LOC108155296|XP_033245187.1|DMIR, LOC117187176|XP_033245179.1|DMIR
OG0001347	LOC120425439|XP_039445903.1|CPIP	LOC108158377|XP_017146122.1|DMIR, LOC117186506|XP_033243278.1|DMIR, LOC108165429|XP_033243283.1|DMIR
OG0001348	LOC120413504|XP_039430294.1|CPIP	LOC117186159|XP_033242264.1|DMIR, LOC108161740|XP_017151554.1|DMIR
OG0001349	LOC120424374|XP_039444404.1|CPIP	LOC108152696|XP_017137692.1|DMIR
OG0001350	LOC120426570|XP_039447290.1|CPIP	LOC108152200|XP_033243591.1|DMIR
OG0001351	LOC120426287|XP_039446974.1|CPIP	LOC117190431|XP_033251402.1|DMIR, LOC108160420|XP_017149908.1|DMIR, LOC108158868|XP_017147097.1|DMIR
OG0001352	LOC120418886|XP_039437353.1|CPIP	LOC117195230|XP_033255747.1|DMIR, LOC108159227|XP_017147817.2|DMIR, LOC117185841|XP_033247448.1|DMIR, LOC117195217|XP_033255741.1|DMIR, LOC117194572|XP_033255005.1|DMIR, LOC117189324|XP_033250364.1|DMIR
OG0001353	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP, LOC120430442|XP_039451492.1|CPIP	LOC108152722|XP_017137748.1|DMIR
OG0001354	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP	LOC117185846|XP_033253360.1|DMIR, LOC108159758|XP_017148802.1|DMIR
OG0001355	LOC120418490|XP_039436861.1|CPIP	LOC117187978|XP_033246920.1|DMIR, LOC108159426|XP_017148182.2|DMIR
OG0001356	LOC120429155|XP_039450297.1|CPIP, LOC120420068|XP_039438925.1|CPIP	LOC108157060|XP_017144379.1|DMIR
OG0001357	LOC120418023|XP_039436200.1|CPIP	LOC108151814|XP_017136157.1|DMIR
OG0001358	LOC120418025|XP_039436203.1|CPIP	LOC108152843|XP_017137940.1|DMIR
OG0001359	LOC120414639|XP_039431804.1|CPIP, LOC120414627|XP_039431795.1|CPIP	LOC108162155|XP_017152222.1|DMIR
OG0001360	LOC120426786|XP_039447497.1|CPIP	LOC117188221|XP_033247622.1|DMIR, LOC108160354|XP_017149810.2|DMIR
OG0001361	LOC120419996|XP_039438820.1|CPIP, LOC120419994|XP_039438816.1|CPIP	LOC108151437|XP_017135536.1|DMIR
OG0001362	LOC120419965|XP_039438769.1|CPIP	LOC108152534|XP_017137432.1|DMIR
OG0001363	LOC120432172|XP_039453243.1|CPIP, LOC120414130|XP_039431095.1|CPIP	LOC108157465|XP_017145032.1|DMIR
OG0001364	LOC120417618|XP_039435666.1|CPIP, LOC120418691|XP_039437089.1|CPIP	LOC108160017|XP_017149241.1|DMIR, LOC117194075|XP_033254604.1|DMIR
OG0001365	LOC120426785|XP_039447496.1|CPIP	LOC108150878|XP_017134680.1|DMIR, LOC108155090|XP_017141201.1|DMIR, LOC108151500|XP_017135629.1|DMIR
OG0001367	LOC120422283|XP_039441604.1|CPIP, LOC120423782|XP_039443634.1|CPIP	LOC108159427|XP_033247203.1|DMIR, LOC117189959|XP_033250930.1|DMIR, LOC117189964|XP_033250937.1|DMIR
OG0001368	LOC120424976|XP_039445266.1|CPIP	LOC117185884|XP_033252937.1|DMIR, LOC108158666|XP_017146663.1|DMIR
OG0001369	LOC120429806|XP_039450790.1|CPIP, LOC120432065|XP_039453130.1|CPIP	LOC108162120|XP_017152186.1|DMIR
OG0001373	LOC120422191|XP_039441506.1|CPIP, LOC120426638|XP_039447361.1|CPIP	LOC108163632|XP_017154527.1|DMIR
OG0001374	LOC120414669|XP_039431880.1|CPIP	LOC117188823|XP_033249152.1|DMIR, LOC117192945|XP_033253561.1|DMIR, LOC108158595|XP_017146536.1|DMIR
OG0001375	LOC120428430|XP_039449375.1|CPIP	LOC108154098|XP_033244623.1|DMIR
OG0001376	LOC120430180|XP_039451195.1|CPIP, LOC120430185|XP_039451199.1|CPIP	LOC108160767|XP_017150457.1|DMIR
OG0001377	LOC120424094|XP_039444041.1|CPIP	LOC108163360|XP_017154094.1|DMIR
OG0001378	LOC120416104|XP_039433721.1|CPIP, LOC120430328|XP_039451362.1|CPIP	LOC108162338|XP_017152519.1|DMIR, LOC108163651|XP_017154558.1|DMIR
OG0001379	LOC120413125|XP_039429764.1|CPIP	LOC108163710|XP_017154643.1|DMIR
OG0001380	LOC120419386|XP_039437994.1|CPIP	LOC108159967|XP_017149138.1|DMIR
OG0001381	LOC120430020|XP_039451049.1|CPIP	LOC117189454|XP_033250471.1|DMIR, LOC117189453|XP_033250470.1|DMIR, LOC117189455|XP_033250472.1|DMIR, LOC117189456|XP_033250473.1|DMIR, LOC117191548|XP_033252271.1|DMIR, LOC117188489|XP_033248322.1|DMIR, LOC108159271|XP_033248323.1|DMIR
OG0001382	LOC120420085|XP_039438952.1|CPIP	LOC108162309|XP_017152467.2|DMIR
OG0001383	LOC120416800|XP_039434611.1|CPIP	LOC108161596|XP_017151372.1|DMIR, LOC117188144|XP_033247425.1|DMIR, LOC108162758|XP_017153134.1|DMIR, LOC108159723|XP_017148733.1|DMIR, LOC117190131|XP_033251104.1|DMIR
OG0001384	LOC120415581|XP_039433100.1|CPIP	LOC117189005|XP_033249733.1|DMIR, LOC108161124|XP_033249337.1|DMIR
OG0001385	LOC120421152|XP_039440276.1|CPIP	LOC108163091|XP_017153666.1|DMIR
OG0001386	LOC120413888|XP_039430795.1|CPIP, LOC120420488|XP_039439467.1|CPIP	LOC108162481|XP_033248525.1|DMIR
OG0001387	LOC120413881|XP_039430789.1|CPIP, LOC120413875|XP_039430781.1|CPIP	LOC108163187|XP_017153816.1|DMIR
OG0001388	LOC120425170|XP_039445537.1|CPIP, LOC120425176|XP_039445544.1|CPIP, LOC120421428|XP_039440573.1|CPIP, LOC120431693|XP_039452741.1|CPIP	LOC108161325|XP_017151045.1|DMIR
OG0001389	LOC120420640|XP_039439652.1|CPIP, LOC120420638|XP_039439650.1|CPIP	LOC108157766|XP_017145437.1|DMIR
OG0001390	LOC120415004|XP_039432300.1|CPIP	LOC108163505|XP_017154321.1|DMIR
OG0001391	LOC120430393|XP_039451430.1|CPIP	LOC108152351|XP_017137111.1|DMIR, LOC117186477|XP_033243244.1|DMIR, LOC108161925|XP_017151838.1|DMIR
OG0001392	LOC120420020|XP_039438855.1|CPIP, LOC120422249|XP_039441575.1|CPIP	LOC108163820|XP_017154799.1|DMIR
OG0001393	LOC120424012|XP_039443960.1|CPIP, LOC120419715|XP_039438436.1|CPIP	LOC108164966|XP_017156468.1|DMIR, LOC108157223|XP_017144669.1|DMIR, LOC117186314|XP_033242819.1|DMIR, LOC117186313|XP_033242817.1|DMIR, LOC108154259|XP_017139983.1|DMIR, LOC117186315|XP_033242835.1|DMIR
OG0001394	LOC120428108|XP_039449024.1|CPIP, LOC120424757|XP_039444886.1|CPIP, LOC120414228|XP_039431273.1|CPIP	LOC108164102|XP_033248526.1|DMIR
OG0001395	LOC120413792|XP_039430676.1|CPIP	LOC108155153|XP_017141302.1|DMIR, LOC108157297|XP_017144788.2|DMIR
OG0001396	LOC120431719|XP_039452778.1|CPIP, LOC120430877|XP_039451940.1|CPIP	LOC108162432|XP_017152659.1|DMIR
OG0001397	LOC120428561|XP_039449523.1|CPIP, LOC120419349|XP_039437953.1|CPIP	LOC108155521|XP_017141856.1|DMIR
OG0001399	LOC120419438|XP_039438053.1|CPIP	LOC117188125|XP_033247365.1|DMIR
OG0001400	LOC120425035|XP_039445341.1|CPIP	LOC108157580|XP_017145190.1|DMIR
OG0001401	LOC120425805|XP_039446352.1|CPIP, LOC120415856|XP_039433426.1|CPIP, LOC120427931|XP_039448806.1|CPIP	LOC108151014|XP_017134864.1|DMIR
OG0001402	LOC120415247|XP_039432645.1|CPIP	LOC108151878|XP_017136263.1|DMIR
OG0001403	LOC120424476|XP_039444545.1|CPIP, LOC120424467|XP_039444535.1|CPIP	LOC108153585|XP_017139153.1|DMIR
OG0001404	LOC120430840|XP_039451900.1|CPIP	LOC108159475|XP_017148286.1|DMIR, LOC117190366|XP_033251336.1|DMIR
OG0001405	LOC120415443|XP_039432925.1|CPIP	LOC117192861|XP_033253506.1|DMIR, LOC108160046|XP_017149279.1|DMIR, LOC117193760|XP_033254381.1|DMIR
OG0001406	LOC120421840|XP_039441057.1|CPIP	LOC108163706|XP_017154636.1|DMIR, LOC108164932|XP_017156410.1|DMIR
OG0001407	LOC120422728|XP_039442189.1|CPIP	LOC117189012|XP_033249753.1|DMIR, LOC117188994|XP_033249687.1|DMIR, LOC108150947|XP_017134770.2|DMIR, LOC117186282|XP_033242731.1|DMIR
OG0001408	LOC120431839|XP_039452902.1|CPIP, LOC120430296|XP_039451329.1|CPIP	LOC108158909|XP_017147192.1|DMIR
OG0001410	LOC120418088|XP_039436290.1|CPIP, LOC120423482|XP_039443251.1|CPIP, LOC120413911|XP_039430820.1|CPIP, LOC120427937|XP_039448816.1|CPIP, LOC120421426|XP_039440572.1|CPIP, LOC120426635|XP_039447359.1|CPIP, LOC120424728|XP_039444854.1|CPIP, LOC120432417|XP_039453551.1|CPIP, LOC120417826|XP_039435976.1|CPIP	LOC117191877|XP_033252533.1|DMIR
OG0001429	LOC120432323|XP_039453441.1|CPIP, LOC120432295|XP_039453415.1|CPIP	LOC108157784|XP_033245883.1|DMIR
OG0001430	LOC120415056|XP_039432371.1|CPIP	LOC108155483|XP_017141796.1|DMIR
OG0001431	LOC120428470|XP_039449419.1|CPIP	LOC108153137|XP_017138426.1|DMIR
OG0001432	LOC120430880|XP_039451943.1|CPIP	LOC108151485|XP_017135613.1|DMIR
OG0001433	LOC120432018|XP_039453088.1|CPIP, LOC120430544|XP_039451593.1|CPIP	LOC108157088|XP_017144441.1|DMIR, LOC108156914|XP_017144151.2|DMIR
OG0001434	LOC120418114|XP_039436322.1|CPIP	LOC108163458|XP_017154241.1|DMIR
OG0001435	LOC120420122|XP_039439005.1|CPIP, LOC120414716|XP_039431956.1|CPIP, LOC120424307|XP_039444326.1|CPIP	LOC117189776|XP_033250734.1|DMIR, LOC108158689|XP_017146712.1|DMIR, LOC108151263|XP_017135276.1|DMIR
OG0001436	LOC120429181|XP_039450327.1|CPIP	LOC108161465|XP_017151218.1|DMIR
OG0001436	LOC120420231|XP_039439154.1|CPIP	LOC108164699|XP_017156063.1|DMIR
OG0001437	LOC120417714|XP_039435800.1|CPIP	LOC108163817|XP_017154797.1|DMIR
OG0001438	LOC120414175|XP_039431182.1|CPIP	LOC117188672|XP_033248757.1|DMIR, LOC108154928|XP_033248747.1|DMIR, LOC108155159|XP_017141310.1|DMIR
OG0001439	LOC120431174|XP_039452245.1|CPIP, LOC120413057|XP_039429695.1|CPIP	LOC108156714|XP_017143852.1|DMIR
OG0001440	LOC120432592|XP_039453768.1|CPIP	LOC108157763|XP_017145438.1|DMIR
OG0001441	LOC120424761|XP_039444901.1|CPIP	LOC108165073|XP_017156612.1|DMIR
OG0001442	LOC120427068|XP_039447841.1|CPIP, LOC120427658|XP_039448466.1|CPIP	LOC108162158|XP_017152225.1|DMIR
OG0001443	LOC120423825|XP_039443688.1|CPIP, LOC120423842|XP_039443724.1|CPIP	LOC108155894|XP_017142525.1|DMIR
OG0001444	LOC120428670|XP_039449654.1|CPIP	LOC108155542|XP_017141908.2|DMIR
OG0001445	LOC120424257|XP_039444254.1|CPIP	LOC108160788|XP_017150484.1|DMIR, LOC108157392|XP_017144922.1|DMIR
OG0001446	LOC120430963|XP_039452028.1|CPIP	LOC108154195|XP_017139900.1|DMIR
OG0001447	LOC120427887|XP_039448754.1|CPIP	LOC108157124|XP_017144496.1|DMIR
OG0001448	LOC120429751|XP_039450734.1|CPIP, LOC120417052|XP_039434943.1|CPIP, LOC120424741|XP_039444869.1|CPIP, LOC120430812|XP_039451868.1|CPIP	LOC108156453|XP_033244786.1|DMIR
OG0001449	LOC120428729|XP_039449739.1|CPIP	LOC108158797|XP_017146973.1|DMIR
OG0001450	LOC120424423|XP_039444466.1|CPIP	LOC108163718|XP_017154655.1|DMIR
OG0001451	LOC120422395|XP_039441749.1|CPIP, LOC120422872|XP_039442353.1|CPIP	LOC108158434|XP_017146205.1|DMIR
OG0001452	LOC120419494|XP_039438117.1|CPIP	LOC108159195|XP_033246733.1|DMIR
OG0001453	LOC120427570|XP_039448379.1|CPIP, LOC120427569|XP_039448378.1|CPIP	LOC108153147|XP_017138437.1|DMIR
OG0001454	LOC120424555|XP_039444656.1|CPIP, LOC120426208|XP_039446853.1|CPIP	LOC108156397|XP_017143321.1|DMIR
OG0001455	LOC120426125|XP_039446762.1|CPIP	LOC108152846|XP_017137946.1|DMIR
OG0001456	LOC120425567|XP_039446068.1|CPIP	LOC108159544|XP_033246371.1|DMIR
OG0001457	LOC120426222|XP_039446891.1|CPIP	LOC117189712|XP_033250695.1|DMIR, LOC117189707|XP_033250688.1|DMIR, LOC117189703|XP_033250685.1|DMIR, LOC117189692|XP_033250682.1|DMIR, LOC117189670|XP_033250667.1|DMIR, LOC117190074|XP_033251047.1|DMIR, LOC117189691|XP_033250681.1|DMIR, LOC108158463|XP_017146242.1|DMIR
OG0001458	LOC120422324|XP_039441651.1|CPIP, LOC120422320|XP_039441641.1|CPIP	LOC108158227|XP_033252645.1|DMIR, LOC117185733|XP_033248172.1|DMIR
OG0001459	LOC120419019|XP_039437520.1|CPIP, LOC120415743|XP_039433278.1|CPIP	LOC108153090|XP_017138359.1|DMIR
OG0001460	LOC120423182|XP_039442809.1|CPIP	LOC117192317|XP_033252861.1|DMIR, LOC108158088|XP_017145724.1|DMIR
OG0001461	LOC120428615|XP_039449592.1|CPIP	LOC108162622|XP_017152937.1|DMIR, LOC108153590|XP_017139159.1|DMIR
OG0001462	LOC120413219|XP_039429879.1|CPIP, LOC120413220|XP_039429880.1|CPIP	LOC108150965|XP_017134788.1|DMIR
OG0001464	LOC120418919|XP_039437384.1|CPIP	LOC108158690|XP_017146716.1|DMIR
OG0001465	LOC120421533|XP_039440686.1|CPIP	LOC117186721|XP_033243728.1|DMIR, LOC117186725|XP_033243732.1|DMIR, LOC117186653|XP_033243585.1|DMIR, LOC117186724|XP_033243731.1|DMIR, LOC117194157|XP_033254704.1|DMIR, LOC117186726|XP_033243733.1|DMIR, LOC108160246|XP_017149595.2|DMIR, LOC117186727|XP_033243734.1|DMIR, LOC117193726|XP_033254342.1|DMIR
OG0001466	LOC120420371|XP_039439305.1|CPIP	LOC108161565|XP_017151342.2|DMIR
OG0001467	LOC120417251|XP_039435143.1|CPIP, LOC120416542|XP_039434199.1|CPIP	LOC108161870|XP_017151750.1|DMIR
OG0001468	LOC120414487|XP_039431616.1|CPIP	LOC108153691|XP_017139304.1|DMIR
OG0001469	LOC120430836|XP_039451884.1|CPIP, LOC120430387|XP_039451425.1|CPIP	LOC108158513|XP_017146378.1|DMIR, LOC117193387|XP_033254027.1|DMIR
OG0001470	LOC120420926|XP_039439988.1|CPIP, LOC120420927|XP_039439990.1|CPIP	LOC108153756|XP_017139377.1|DMIR
OG0001471	LOC120418991|XP_039437471.1|CPIP	LOC108152190|XP_017136825.1|DMIR
OG0001472	LOC120419516|XP_039438150.1|CPIP	LOC108151212|XP_033244013.1|DMIR, LOC108151350|XP_017135396.1|DMIR
OG0001473	LOC120413378|XP_039430110.1|CPIP, LOC120413379|XP_039430112.1|CPIP	LOC108154459|XP_017140220.1|DMIR
OG0001476	LOC120432010|XP_039453077.1|CPIP, LOC120429681|XP_039450646.1|CPIP	LOC117189378|XP_033250393.1|DMIR, LOC117188518|XP_033248409.1|DMIR
OG0001477	LOC120414675|XP_039431894.1|CPIP	LOC108155913|XP_017142547.1|DMIR
OG0001478	LOC120427693|XP_039448524.1|CPIP, LOC120412642|XP_039429130.1|CPIP	LOC108162087|XP_017152136.1|DMIR
OG0001480	LOC120415680|XP_039433201.1|CPIP	LOC108155693|XP_033242004.1|DMIR, LOC108161816|XP_017151665.1|DMIR
OG0001481	LOC120413612|XP_039430450.1|CPIP	LOC108163198|XP_033248882.1|DMIR
OG0001482	LOC120413101|XP_039429740.1|CPIP	LOC108159150|XP_017147636.1|DMIR, LOC117189472|XP_033250496.1|DMIR
OG0001483	LOC120425908|XP_039446462.1|CPIP	LOC108162387|XP_017152590.1|DMIR
OG0001484	LOC120422504|XP_039441892.1|CPIP	LOC108161416|XP_017151160.1|DMIR
OG0001485	LOC120413565|XP_039430378.1|CPIP, LOC120413515|XP_039430308.1|CPIP, LOC120413557|XP_039430371.1|CPIP	LOC108153426|XP_017138918.1|DMIR
OG0001486	LOC120423096|XP_039442708.1|CPIP	LOC108163483|XP_017154280.1|DMIR
OG0001487	LOC120421136|XP_039440234.1|CPIP	LOC117188782|XP_033249041.1|DMIR
OG0001488	LOC120419011|XP_039437511.1|CPIP	LOC108160873|XP_017150624.1|DMIR
OG0001489	LOC120418014|XP_039436193.1|CPIP	LOC108162324|XP_033249847.1|DMIR
OG0001490	LOC120423401|XP_039443134.1|CPIP	LOC108163308|XP_017154013.1|DMIR
OG0001491	LOC120420492|XP_039439472.1|CPIP	LOC108163427|XP_017154195.1|DMIR
OG0001492	LOC120429073|XP_039450154.1|CPIP	LOC108162618|XP_017152927.1|DMIR
OG0001493	LOC120414354|XP_039431449.1|CPIP	LOC108156078|XP_017142853.1|DMIR, LOC108152671|XP_033244150.1|DMIR
OG0001494	LOC120416197|XP_039433816.1|CPIP, LOC120416193|XP_039433811.1|CPIP, LOC120416187|XP_039433805.1|CPIP, LOC120416179|XP_039433798.1|CPIP, LOC120416195|XP_039433813.1|CPIP	LOC108151562|XP_017135726.1|DMIR
OG0001495	LOC120420012|XP_039438851.1|CPIP, LOC120422247|XP_039441574.1|CPIP	LOC117189857|XP_033250816.1|DMIR, LOC108158695|XP_017146719.1|DMIR, LOC108153383|XP_017138844.1|DMIR
OG0001496	LOC120417150|XP_039435068.1|CPIP	LOC108151457|XP_017135567.1|DMIR, LOC108164836|XP_017156249.1|DMIR
OG0001497	LOC120414826|XP_039432087.1|CPIP	LOC108160477|XP_017149986.1|DMIR, LOC117193443|XP_033254085.1|DMIR
OG0001500	LOC120413984|XP_039430924.1|CPIP	LOC117187784|XP_033246515.1|DMIR, LOC108160133|XP_017149416.2|DMIR
OG0001501	LOC120421498|XP_039440651.1|CPIP, LOC120421520|XP_039440672.1|CPIP	LOC108155422|XP_017141717.1|DMIR
OG0001502	LOC120418275|XP_039436528.1|CPIP, LOC120422754|XP_039442233.1|CPIP	LOC108158194|XP_017145902.1|DMIR, LOC117189350|XP_033250379.1|DMIR, LOC117190073|XP_033251045.1|DMIR, LOC117190071|XP_033251042.1|DMIR
OG0001503	LOC120419561|XP_039438218.1|CPIP	LOC117190225|XP_033251167.1|DMIR, LOC108160290|XP_017149672.2|DMIR
OG0001504	LOC120415019|XP_039432316.1|CPIP	LOC108158503|XP_017146325.2|DMIR
OG0001505	LOC120428502|XP_039449446.1|CPIP	LOC117192404|XP_033252970.1|DMIR
OG0001506	LOC120424251|XP_039444250.1|CPIP	LOC117185721|XP_033248317.1|DMIR, LOC108159484|XP_017148304.2|DMIR
OG0001507	LOC120421584|XP_039440749.1|CPIP, LOC120425814|XP_039446365.1|CPIP	LOC108159578|XP_017148515.1|DMIR
OG0001508	LOC120427764|XP_039448609.1|CPIP	LOC117185699|XP_033253778.1|DMIR, LOC108160352|XP_017149806.1|DMIR
OG0001509	LOC120428519|XP_039449476.1|CPIP, LOC120431155|XP_039452229.1|CPIP	LOC108159940|XP_017149083.1|DMIR, LOC117190809|XP_033251742.1|DMIR
OG0001510	LOC120429989|XP_039451016.1|CPIP, LOC120428239|XP_039449152.1|CPIP	LOC108162838|XP_017153269.1|DMIR
OG0001511	LOC120415119|XP_039432471.1|CPIP	LOC117193362|XP_033253968.1|DMIR, LOC108160564|XP_017150133.1|DMIR, LOC117185918|XP_033253970.1|DMIR
OG0001512	LOC120423805|XP_039443656.1|CPIP, LOC120423806|XP_039443657.1|CPIP	LOC108150796|XP_017134589.1|DMIR
OG0001513	LOC120423811|XP_039443665.1|CPIP	LOC108152559|XP_017137480.1|DMIR
OG0001515	LOC120413929|XP_039430852.1|CPIP	LOC108153429|XP_017138920.1|DMIR, LOC108156196|XP_017143019.2|DMIR, LOC117187472|XP_033246127.1|DMIR
OG0001534	LOC120422462|XP_039441840.1|CPIP	LOC108165461|XP_033243977.1|DMIR
OG0001535	LOC120430582|XP_039451626.1|CPIP	LOC108162231|XP_017152351.1|DMIR
OG0001536	LOC120420167|XP_039439067.1|CPIP, LOC120420202|XP_039439123.1|CPIP	LOC108156573|XP_017143600.1|DMIR
OG0001537	LOC120427218|XP_039448013.1|CPIP	LOC108161820|XP_033249218.1|DMIR, LOC108163976|XP_017155022.1|DMIR
OG0001538	LOC120430775|XP_039451824.1|CPIP	LOC108164610|XP_017155938.1|DMIR
OG0001539	LOC120430692|XP_039451733.1|CPIP	LOC108159130|XP_017147611.1|DMIR
OG0001540	LOC120431926|XP_039452997.1|CPIP, LOC120413743|XP_039430602.1|CPIP	LOC108153785|XP_017139418.1|DMIR, LOC108154451|XP_017140211.1|DMIR, LOC108163249|XP_017153904.1|DMIR
OG0001541	LOC120427969|XP_039448859.1|CPIP	LOC108165356|XP_017156879.1|DMIR
OG0001542	LOC120419629|XP_039438316.1|CPIP	LOC108157053|XP_017144363.1|DMIR
OG0001545	LOC120420405|XP_039439351.1|CPIP	LOC108159855|XP_017148951.1|DMIR
OG0001546	LOC120420415|XP_039439367.1|CPIP, LOC120420408|XP_039439360.1|CPIP	LOC108159841|XP_017148921.1|DMIR
OG0001547	LOC120418084|XP_039436276.1|CPIP, LOC120419862|XP_039438631.1|CPIP	LOC108156758|XP_033247891.1|DMIR
OG0001548	LOC120429690|XP_039450657.1|CPIP	LOC108164284|XP_017155421.2|DMIR, LOC117189147|XP_033250107.1|DMIR, LOC108162941|XP_017153421.1|DMIR
OG0001549	LOC120424957|XP_039445244.1|CPIP, LOC120424955|XP_039445242.1|CPIP	LOC108163265|XP_033248672.1|DMIR
OG0001551	LOC120431897|XP_039452965.1|CPIP, LOC120432103|XP_039453173.1|CPIP	LOC108157564|XP_017145171.2|DMIR
OG0001552	LOC120423845|XP_039443725.1|CPIP	LOC108155289|XP_017141494.1|DMIR
OG0001553	LOC120431180|XP_039452251.1|CPIP	LOC108165024|XP_017156549.1|DMIR
OG0001554	LOC120422141|XP_039441446.1|CPIP	LOC108157411|XP_017144949.2|DMIR
OG0001555	LOC120426950|XP_039447709.1|CPIP, LOC120415949|XP_039433530.1|CPIP	LOC108163674|XP_017154590.1|DMIR
OG0001556	LOC120420074|XP_039438931.1|CPIP	LOC117193041|XP_033253668.1|DMIR, LOC117192763|XP_033253394.1|DMIR, LOC108159478|XP_017148295.1|DMIR
OG0001557	LOC120423713|XP_039443551.1|CPIP, LOC120413069|XP_039429706.1|CPIP	LOC108153001|XP_017138234.1|DMIR
OG0001558	LOC120418363|XP_039436657.1|CPIP	LOC117186785|XP_033243934.1|DMIR
OG0001559	LOC120418338|XP_039436611.1|CPIP	LOC108157172|XP_017144581.1|DMIR
OG0001560	LOC120423422|XP_039443159.1|CPIP	LOC108156097|XP_017142875.1|DMIR
OG0001562	LOC120422327|XP_039441656.1|CPIP, LOC120423807|XP_039443662.1|CPIP, LOC120422326|XP_039441655.1|CPIP	LOC108162157|XP_017152224.1|DMIR, LOC117186086|XP_033242077.1|DMIR
OG0001563	LOC120425403|XP_039445850.1|CPIP	LOC117187079|XP_033244822.1|DMIR
OG0001564	LOC120423960|XP_039443877.1|CPIP	LOC108156021|XP_017142742.1|DMIR
OG0001565	LOC120432036|XP_039453105.1|CPIP, LOC120422030|XP_039441289.1|CPIP, LOC120426396|XP_039447084.1|CPIP	LOC108156927|XP_017144170.1|DMIR
OG0001566	LOC120424628|XP_039444728.1|CPIP, LOC120424676|XP_039444785.1|CPIP	LOC108165449|XP_017156979.1|DMIR, LOC108155388|XP_017141657.1|DMIR
OG0001567	LOC120425062|XP_039445369.1|CPIP	LOC108160776|XP_017150467.1|DMIR, LOC117188188|XP_033247557.1|DMIR
OG0001569	LOC120425071|XP_039445381.1|CPIP	LOC108157412|XP_017144950.1|DMIR
OG0001570	LOC120423532|XP_039443313.1|CPIP	LOC108154351|XP_017140105.2|DMIR
OG0001571	LOC120428538|XP_039449503.1|CPIP	LOC108162512|XP_017152778.1|DMIR
OG0001572	LOC120417836|XP_039435989.1|CPIP, LOC120417834|XP_039435983.1|CPIP	LOC108164845|XP_017156263.1|DMIR
OG0001573	LOC120414196|XP_039431211.1|CPIP	LOC108152338|XP_017137089.1|DMIR
OG0001574	LOC120432655|XP_039453832.1|CPIP, LOC120422639|XP_039442071.1|CPIP	LOC108165016|XP_017156543.1|DMIR
OG0001575	LOC120429956|XP_039450984.1|CPIP	LOC108153937|XP_033244173.1|DMIR, LOC117185898|XP_033244172.1|DMIR
OG0001576	LOC120415204|XP_039432593.1|CPIP	LOC108154218|XP_017139933.1|DMIR
OG0001577	LOC120416488|XP_039434141.1|CPIP	LOC108157583|XP_017145195.1|DMIR, LOC108156037|XP_017142779.1|DMIR
OG0001579	LOC120412384|XP_039428753.1|CPIP	LOC108150824|XP_017134620.1|DMIR, LOC108161933|XP_017151897.1|DMIR
OG0001580	LOC120421525|XP_039440677.1|CPIP	LOC108159665|XP_017148633.1|DMIR, LOC117192824|XP_033253479.1|DMIR
OG0001581	LOC120418536|XP_039436906.1|CPIP	LOC108164519|XP_017155798.1|DMIR
OG0001582	LOC120417638|XP_039435685.1|CPIP	LOC108159232|XP_017147828.2|DMIR, LOC117185818|XP_033247006.1|DMIR
OG0001583	LOC120424971|XP_039445260.1|CPIP	LOC117193941|XP_033254494.1|DMIR, LOC108160417|XP_017149902.1|DMIR
OG0001584	LOC120427114|XP_039447898.1|CPIP	LOC108151846|XP_017136219.1|DMIR, LOC108151844|XP_017136218.1|DMIR
OG0001586	LOC120429820|XP_039450813.1|CPIP	LOC108152358|XP_017137120.1|DMIR, LOC108165594|XP_017157160.1|DMIR
OG0001587	LOC120421380|XP_039440510.1|CPIP	LOC117189274|XP_033250333.1|DMIR, LOC108153564|XP_017139129.2|DMIR, LOC117186899|XP_033244101.1|DMIR, LOC108160819|XP_033244099.1|DMIR, LOC117186902|XP_033244108.1|DMIR, LOC108157942|XP_033252388.1|DMIR, LOC117187746|XP_033246440.1|DMIR
