Orthogroup	CPIP.longest_only	DVIR.longest_only
OG0001091	LOC120421916|XP_039441151.1|CPIP, LOC120421906|XP_039441142.1|CPIP, LOC120421891|XP_039441118.1|CPIP, LOC120421900|XP_039441132.1|CPIP	LOC6623214|XP_002047769.1|DVIR
OG0001092	LOC120413539|XP_039430351.1|CPIP	LOC6628514|XP_002051500.1|DVIR
OG0001093	LOC120413540|XP_039430353.1|CPIP	LOC6634159|XP_002057526.2|DVIR
OG0001094	LOC120413630|XP_039430474.1|CPIP	LOC6634095|XP_032289030.1|DVIR, LOC6634092|XP_032289019.1|DVIR
OG0001095	LOC120417378|XP_039435329.1|CPIP, LOC120417361|XP_039435306.1|CPIP, LOC120417357|XP_039435303.1|CPIP	LOC6623490|XP_002047330.2|DVIR
OG0001096	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP, LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP	LOC6627902|XP_002051816.2|DVIR
OG0001097	LOC120415700|XP_039433225.1|CPIP	LOC6629055|XP_015028704.1|DVIR
OG0001099	LOC120419084|XP_039437601.1|CPIP	LOC6623808|XP_002048266.1|DVIR, LOC6623763|XP_002048267.1|DVIR
OG0001100	LOC120415264|XP_039432666.1|CPIP	LOC6630927|XP_002054316.2|DVIR
OG0001101	LOC120425311|XP_039445716.1|CPIP	LOC6625384|XP_015029439.1|DVIR, LOC6635415|XP_032296144.1|DVIR
OG0001102	LOC120414050|XP_039431003.1|CPIP, LOC120414045|XP_039430999.1|CPIP	LOC6624400|XP_002048390.2|DVIR
OG0001103	LOC120416829|XP_039434650.1|CPIP	LOC6629984|XP_002054342.1|DVIR
OG0001104	LOC120432582|XP_039453752.1|CPIP	LOC6633626|XP_032295684.1|DVIR, LOC6625667|XP_032293368.1|DVIR, LOC6625669|XP_002049369.2|DVIR
OG0001105	LOC120432555|XP_039453718.1|CPIP	LOC6634545|XP_002058289.1|DVIR
OG0001106	LOC120431888|XP_039452951.1|CPIP, LOC120422223|XP_039441542.1|CPIP	LOC6636240|XP_032290058.1|DVIR, LOC116649906|XP_032289068.1|DVIR
OG0001118	LOC120413330|XP_039430037.1|CPIP	LOC6635300|XP_002058809.2|DVIR
OG0001119	LOC120420344|XP_039439272.1|CPIP, LOC120424039|XP_039443997.1|CPIP	LOC6629705|XP_002052963.1|DVIR
OG0001120	LOC120423577|XP_039443370.1|CPIP, LOC120425386|XP_039445836.1|CPIP	LOC6635158|XP_002058352.2|DVIR
OG0001121	LOC120425861|XP_039446420.1|CPIP	LOC6625567|XP_015029296.1|DVIR
OG0001122	LOC120412874|XP_039429439.1|CPIP	LOC6623423|XP_015031044.1|DVIR
OG0001124	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP	LOC6632234|XP_002055818.1|DVIR
OG0001125	LOC120413485|XP_039430269.1|CPIP, LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP	LOC6630388|XP_002053996.1|DVIR
OG0001126	LOC120429600|XP_039450566.1|CPIP, LOC120431181|XP_039452258.1|CPIP, LOC120418013|XP_039436189.1|CPIP	LOC6624022|XP_032291223.1|DVIR
OG0001127	LOC120415811|XP_039433372.1|CPIP, LOC120429657|XP_039450624.1|CPIP	LOC6624155|XP_002048332.1|DVIR
OG0001128	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP	LOC6625028|XP_002050451.2|DVIR
OG0001129	LOC120422189|XP_039441499.1|CPIP	LOC6629023|XP_015028172.1|DVIR
OG0001130	LOC120424895|XP_039445117.1|CPIP	LOC6629156|XP_002052450.2|DVIR
OG0001131	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP	LOC6636213|XP_032290165.1|DVIR
OG0001133	LOC120416081|XP_039433692.1|CPIP	LOC6627314|XP_032294185.1|DVIR
OG0001134	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP	LOC6625778|XP_002049128.3|DVIR
OG0001135	LOC120414352|XP_039431447.1|CPIP, LOC120422246|XP_039441573.1|CPIP	LOC6635184|XP_002058383.1|DVIR
OG0001136	LOC120417494|XP_039435503.1|CPIP	LOC6632681|XP_032289553.1|DVIR
OG0001137	LOC120418769|XP_039437179.1|CPIP	LOC6631276|XP_032295423.1|DVIR
OG0001138	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP	LOC6622762|XP_032290633.1|DVIR
OG0001139	LOC120415108|XP_039432461.1|CPIP	LOC116650476|XP_032290051.1|DVIR, LOC116650459|XP_032290007.1|DVIR, LOC116649859|XP_032288966.1|DVIR, LOC6622619|XP_002048444.1|DVIR
OG0001153	LOC120420201|XP_039439120.1|CPIP	LOC6625013|XP_032292794.1|DVIR, LOC116649722|XP_032289012.1|DVIR
OG0001154	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP	LOC6634283|XP_032293417.1|DVIR
OG0001155	LOC120430949|XP_039452010.1|CPIP	LOC6633497|XP_015025565.1|DVIR
OG0001157	LOC120424145|XP_039444120.1|CPIP	LOC6632468|XP_002056169.1|DVIR
OG0001158	LOC120423984|XP_039443915.1|CPIP	LOC6628183|XP_002052917.1|DVIR
OG0001159	LOC120432503|XP_039453649.1|CPIP	LOC6635034|XP_032295322.1|DVIR
OG0001160	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP	LOC6634888|XP_002058507.2|DVIR, LOC6634889|XP_002058508.1|DVIR
OG0001162	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP	LOC6633095|XP_002056278.3|DVIR, LOC116649781|XP_032288723.1|DVIR
OG0001163	LOC120422549|XP_039441951.1|CPIP	LOC6630587|XP_015027550.1|DVIR
OG0001164	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP	LOC6630965|XP_002053799.2|DVIR
OG0001166	LOC120426042|XP_039446656.1|CPIP, LOC120413442|XP_039430192.1|CPIP	LOC6636811|XP_032291485.1|DVIR
OG0001167	LOC120426173|XP_039446825.1|CPIP	LOC6625750|XP_032292349.1|DVIR
OG0001169	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP	LOC6636152|XP_002059659.1|DVIR
OG0001170	LOC120414137|XP_039431105.1|CPIP	LOC6631179|XP_002054309.1|DVIR
OG0001171	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP	LOC6623527|XP_015031175.1|DVIR
OG0001172	LOC120422279|XP_039441597.1|CPIP	LOC6625595|XP_032291958.1|DVIR, LOC6625596|XP_002048834.2|DVIR
OG0001173	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP	LOC6629461|XP_002053878.1|DVIR
OG0001174	LOC120418803|XP_039437221.1|CPIP	LOC6623463|XP_002047307.1|DVIR
OG0001176	LOC120414663|XP_039431867.1|CPIP	LOC6626930|XP_002050881.2|DVIR
OG0001177	LOC120419053|XP_039437553.1|CPIP	LOC26531015|XP_015024560.1|DVIR
OG0001177	LOC120417063|XP_039434954.1|CPIP	LOC6635730|XP_002059145.1|DVIR
OG0001178	LOC120416798|XP_039434608.1|CPIP	LOC6635894|XP_015024224.1|DVIR
OG0001179	LOC120415576|XP_039433089.1|CPIP	LOC6625391|XP_015029276.1|DVIR
OG0001180	LOC120427095|XP_039447881.1|CPIP	LOC6636188|XP_002059734.1|DVIR
OG0001181	LOC120423217|XP_039442860.1|CPIP	LOC6622988|XP_002048219.1|DVIR
OG0001182	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP	LOC6629550|XP_015027075.1|DVIR
OG0001183	LOC120416960|XP_039434805.1|CPIP	LOC6634428|XP_002057940.1|DVIR, LOC6624730|XP_002047628.2|DVIR, LOC6632439|XP_032288753.1|DVIR
OG0001185	LOC120423279|XP_039442953.1|CPIP	LOC6630099|XP_032293859.1|DVIR
OG0001186	LOC120416650|XP_039434393.1|CPIP	LOC6633820|XP_032296603.1|DVIR, LOC6626013|XP_002050237.1|DVIR
OG0001187	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP	LOC6625011|XP_002049761.1|DVIR
OG0001188	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP	LOC6625522|XP_032293332.1|DVIR
OG0001189	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP	LOC6626894|XP_002049428.2|DVIR
OG0001190	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP	LOC6633349|XP_015025540.1|DVIR
OG0001191	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP	LOC6627637|XP_002051111.2|DVIR
OG0001192	LOC120427744|XP_039448583.1|CPIP	LOC6627686|XP_002052505.2|DVIR, LOC6627688|XP_002052507.2|DVIR
OG0001193	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP	LOC6629742|XP_002054146.2|DVIR
OG0001194	LOC120416843|XP_039434665.1|CPIP	LOC6634400|XP_032296299.1|DVIR
OG0001195	LOC120418583|XP_039436964.1|CPIP	LOC6626150|XP_002049631.1|DVIR
OG0001201	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP	LOC6630485|XP_002053192.1|DVIR
OG0001202	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP	LOC6631858|XP_032295558.1|DVIR
OG0001203	LOC120413295|XP_039429987.1|CPIP	LOC6636200|XP_032290093.1|DVIR
OG0001204	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP	LOC6634342|XP_002057470.1|DVIR
OG0001205	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP	LOC6630761|XP_002054620.1|DVIR
OG0001206	LOC120432275|XP_039453392.1|CPIP	LOC6629898|XP_032292908.1|DVIR
OG0001207	LOC120422052|XP_039441319.1|CPIP	LOC6628561|XP_002051958.1|DVIR, LOC6631744|XP_032296092.1|DVIR
OG0001208	LOC120424548|XP_039444645.1|CPIP	LOC6631460|XP_032295580.1|DVIR
OG0001209	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP	LOC6632604|XP_002056216.1|DVIR
OG0001210	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP	LOC6631920|XP_002055747.1|DVIR
OG0001211	LOC120421097|XP_039440174.1|CPIP, LOC120418759|XP_039437170.1|CPIP	LOC6635200|XP_032295397.1|DVIR
OG0001212	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP	LOC6632024|XP_002055239.1|DVIR
OG0001213	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP	LOC6632942|XP_002056765.2|DVIR
OG0001214	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP	LOC6632382|XP_002056005.1|DVIR
OG0001215	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP	LOC6630803|XP_002054271.1|DVIR
OG0001216	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP	LOC6630802|XP_002054270.2|DVIR
OG0001217	LOC120423813|XP_039443667.1|CPIP	LOC6627752|XP_032293530.1|DVIR
OG0001218	LOC120422590|XP_039442016.1|CPIP	LOC6630922|XP_002054311.2|DVIR, LOC6630921|XP_002054310.1|DVIR
OG0001220	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP	LOC6625556|XP_002048892.1|DVIR
OG0001221	LOC120422630|XP_039442062.1|CPIP	LOC6635837|XP_002059449.1|DVIR
OG0001222	LOC120422173|XP_039441483.1|CPIP	LOC6622808|XP_032290391.1|DVIR
OG0001223	LOC120416560|XP_039434225.1|CPIP	LOC6626270|XP_015029300.1|DVIR, LOC6626271|XP_002050037.1|DVIR
OG0001224	LOC120416226|XP_039433860.1|CPIP	LOC6625555|XP_002049005.1|DVIR
OG0001225	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP	LOC6635790|XP_032291901.1|DVIR
OG0001226	LOC120418804|XP_039437222.1|CPIP	LOC6636477|XP_002059798.1|DVIR
OG0001227	LOC120420146|XP_039439038.1|CPIP	LOC6628365|XP_032294482.1|DVIR
OG0001228	LOC120414239|XP_039431284.1|CPIP, LOC120424577|XP_039444677.1|CPIP	LOC6634713|XP_002058270.2|DVIR
OG0001229	LOC120430378|XP_039451410.1|CPIP	LOC6626404|XP_032292506.1|DVIR
OG0001230	LOC120422782|XP_039442254.1|CPIP	LOC6635833|XP_002059468.1|DVIR
OG0001231	LOC120419802|XP_039438571.1|CPIP	LOC6629012|XP_002051281.1|DVIR
OG0001233	LOC120419669|XP_039438368.1|CPIP	LOC6635630|XP_032294722.1|DVIR
OG0001234	LOC120414574|XP_039431745.1|CPIP	LOC6627060|XP_002050516.1|DVIR, LOC6626532|XP_002050656.1|DVIR
OG0001235	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP	LOC6627851|XP_002052846.1|DVIR
OG0001236	LOC120423226|XP_039442868.1|CPIP	LOC6622545|XP_002048141.1|DVIR
OG0001237	LOC120414317|XP_039431388.1|CPIP	LOC6632514|XP_015025814.1|DVIR
OG0001238	LOC120426763|XP_039447471.1|CPIP	LOC6630930|XP_032293104.1|DVIR
OG0001239	LOC120431768|XP_039452820.1|CPIP, LOC120432400|XP_039453530.1|CPIP	LOC6630422|XP_032294222.1|DVIR
OG0001240	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP	LOC6630994|XP_002053496.1|DVIR
OG0001241	LOC120417870|XP_039436024.1|CPIP	LOC6626712|XP_002050765.2|DVIR, LOC26531173|XP_015024802.1|DVIR, LOC26531198|XP_015024803.1|DVIR
OG0001242	LOC120425656|XP_039446171.1|CPIP	LOC6634480|XP_002058157.2|DVIR
OG0001244	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP	LOC6630399|XP_032294922.1|DVIR
OG0001245	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP	LOC6630383|XP_002054009.1|DVIR
OG0001246	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP	LOC6625545|XP_002049980.1|DVIR
OG0001247	LOC120432576|XP_039453739.1|CPIP	LOC26531806|XP_015030372.1|DVIR
OG0001248	LOC120422204|XP_039441519.1|CPIP	LOC6623670|XP_002046796.1|DVIR
OG0001249	LOC120423895|XP_039443810.1|CPIP	LOC6633450|XP_032289047.1|DVIR
OG0001256	LOC120422406|XP_039441758.1|CPIP	LOC6622455|XP_002046982.2|DVIR
OG0001257	LOC120413281|XP_039429947.1|CPIP	LOC6636237|XP_015024077.1|DVIR
OG0001258	LOC120432334|XP_039453457.1|CPIP	LOC6629881|XP_002054541.1|DVIR
OG0001259	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP	LOC6633328|XP_002057162.3|DVIR, LOC6633326|XP_002057160.3|DVIR
OG0001260	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP	LOC6632708|XP_002056039.2|DVIR
OG0001261	LOC120427227|XP_039448025.1|CPIP	LOC6632159|XP_002055768.1|DVIR
OG0001263	LOC120432642|XP_039453825.1|CPIP	LOC6630711|XP_002054204.1|DVIR
OG0001264	LOC120429252|XP_039450399.1|CPIP, LOC120426464|XP_039447160.1|CPIP	LOC6627719|XP_032294248.1|DVIR
OG0001265	LOC120428458|XP_039449403.1|CPIP	LOC6631734|XP_032295875.1|DVIR
OG0001266	LOC120417192|XP_039435093.1|CPIP	LOC6636362|XP_002059891.1|DVIR
OG0001267	LOC120424506|XP_039444591.1|CPIP, LOC120426739|XP_039447450.1|CPIP	LOC6630727|XP_002053787.1|DVIR
OG0001269	LOC120429645|XP_039450605.1|CPIP	LOC6625858|XP_002049216.1|DVIR
OG0001270	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP	LOC6633054|XP_032289794.1|DVIR
OG0001271	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP	LOC6625913|XP_002050428.1|DVIR
OG0001272	LOC120424869|XP_039445058.1|CPIP	LOC6624348|XP_002047148.2|DVIR
OG0001273	LOC120429935|XP_039450967.1|CPIP	LOC6630687|XP_032295022.1|DVIR
OG0001274	LOC120418048|XP_039436233.1|CPIP	LOC6624520|XP_002048497.1|DVIR
OG0001276	LOC120413456|XP_039430225.1|CPIP	LOC6624011|XP_002047407.1|DVIR
OG0001277	LOC120424852|XP_039445035.1|CPIP	LOC6622890|XP_032290651.1|DVIR
OG0001278	LOC120419963|XP_039438765.1|CPIP	LOC6623208|XP_032290554.1|DVIR
OG0001279	LOC120419970|XP_039438780.1|CPIP	LOC6623217|XP_002047264.2|DVIR
OG0001280	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP	LOC6623138|XP_002046122.2|DVIR
OG0001281	LOC120421671|XP_039440836.1|CPIP, LOC120421627|XP_039440789.1|CPIP	LOC6622525|XP_002046549.1|DVIR
OG0001282	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP	LOC6634104|XP_015025191.1|DVIR
OG0001283	LOC120427036|XP_039447800.1|CPIP	LOC6626719|XP_002050669.2|DVIR
OG0001284	LOC120414678|XP_039431897.1|CPIP	LOC26530754|XP_015028852.1|DVIR
OG0001285	LOC120429106|XP_039450203.1|CPIP, LOC120414724|XP_039431961.1|CPIP	LOC6624488|XP_015030749.1|DVIR
OG0001286	LOC120429762|XP_039450749.1|CPIP	LOC6628815|XP_002052065.1|DVIR
OG0001287	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP	LOC6629798|XP_032294256.1|DVIR
OG0001288	LOC120420968|XP_039440035.1|CPIP	LOC6628367|XP_002052867.1|DVIR
OG0001289	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP	LOC6628409|XP_002052052.2|DVIR
OG0001290	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP	LOC6628152|XP_032294408.1|DVIR
OG0001291	LOC120414339|XP_039431425.1|CPIP	LOC6625308|XP_002049972.1|DVIR
OG0001292	LOC120423698|XP_039443534.1|CPIP, LOC120423701|XP_039443537.1|CPIP	LOC6625660|XP_015029661.1|DVIR
OG0001293	LOC120414358|XP_039431455.1|CPIP	LOC6633377|XP_002057330.1|DVIR
OG0001294	LOC120426999|XP_039447750.1|CPIP	LOC6632763|XP_032289429.1|DVIR
OG0001295	LOC120431459|XP_039452510.1|CPIP	LOC6636069|XP_002059600.1|DVIR, LOC6624972|XP_002049480.1|DVIR
OG0001296	LOC120419233|XP_039437826.1|CPIP	LOC6622540|XP_015031458.1|DVIR, LOC6633186|XP_002055974.3|DVIR
OG0001297	LOC120423588|XP_039443387.1|CPIP	LOC6629321|XP_002053054.1|DVIR
OG0001298	LOC120417916|XP_039436086.1|CPIP, LOC120416955|XP_039434793.1|CPIP	LOC6635074|XP_002058467.3|DVIR
OG0001299	LOC120422007|XP_039441255.1|CPIP, LOC120432174|XP_039453246.1|CPIP	LOC6636561|XP_002060065.1|DVIR
OG0001300	LOC120415419|XP_039432887.1|CPIP	LOC6632619|XP_002056319.1|DVIR, LOC6625390|XP_002050135.1|DVIR
OG0001301	LOC120423370|XP_039443087.1|CPIP, LOC120423371|XP_039443088.1|CPIP	LOC6627652|XP_002052503.1|DVIR
OG0001302	LOC120417543|XP_039435559.1|CPIP	LOC6625608|XP_032293362.1|DVIR, LOC6625607|XP_032293363.1|DVIR
OG0001303	LOC120425865|XP_039446421.1|CPIP	LOC6632233|XP_002055817.1|DVIR
OG0001304	LOC120417898|XP_039436053.1|CPIP	LOC6626496|XP_002049321.2|DVIR
OG0001305	LOC120427519|XP_039448316.1|CPIP	LOC6625237|XP_002049483.1|DVIR, LOC6624974|XP_002049482.1|DVIR, LOC6633055|XP_032289800.1|DVIR
OG0001306	LOC120423281|XP_039442982.1|CPIP	LOC6631130|XP_002053506.1|DVIR
OG0001307	LOC120414405|XP_039431518.1|CPIP	LOC6624678|XP_002047188.1|DVIR
OG0001308	LOC120414403|XP_039431514.1|CPIP	LOC6633429|XP_032296255.1|DVIR, LOC6627428|XP_002052154.2|DVIR
OG0001309	LOC120414020|XP_039430971.1|CPIP, LOC120414000|XP_039430943.1|CPIP	LOC6629853|XP_015027389.1|DVIR
OG0001311	LOC120417566|XP_039435594.1|CPIP, LOC120420210|XP_039439128.1|CPIP	LOC6635486|XP_032296157.1|DVIR
OG0001312	LOC120431895|XP_039452958.1|CPIP, LOC120424481|XP_039444557.1|CPIP	LOC6623655|XP_032290762.1|DVIR
OG0001313	LOC120416827|XP_039434648.1|CPIP	LOC6626939|XP_002050077.1|DVIR
OG0001314	LOC120418103|XP_039436307.1|CPIP, LOC120431543|XP_039452585.1|CPIP, LOC120431629|XP_039452672.1|CPIP, LOC120423143|XP_039442759.1|CPIP, LOC120414582|XP_039431751.1|CPIP, LOC120412578|XP_039429022.1|CPIP, LOC120416026|XP_039433621.1|CPIP, LOC120412415|XP_039428812.1|CPIP, LOC120421472|XP_039440623.1|CPIP	LOC6634343|XP_002057471.1|DVIR
OG0001315	LOC120420411|XP_039439364.1|CPIP	LOC6633533|XP_002057361.1|DVIR
OG0001322	LOC120426837|XP_039447560.1|CPIP	LOC6632899|XP_032289859.1|DVIR
OG0001326	LOC120417038|XP_039434922.1|CPIP, LOC120419278|XP_039437878.1|CPIP, LOC120420268|XP_039439201.1|CPIP	LOC6632801|XP_032289419.1|DVIR
OG0001328	LOC120414973|XP_039432241.1|CPIP, LOC120421074|XP_039440154.1|CPIP	LOC6636515|XP_002060005.2|DVIR
OG0001329	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP	LOC6631936|XP_002055483.2|DVIR
OG0001330	LOC120422463|XP_039441846.1|CPIP	LOC6630895|XP_032294540.1|DVIR, LOC6631662|XP_015026580.1|DVIR
OG0001331	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP	LOC6634725|XP_002058324.2|DVIR
OG0001332	LOC120413145|XP_039429789.1|CPIP, LOC120412616|XP_039429104.1|CPIP	LOC6632105|XP_002055628.2|DVIR
OG0001333	LOC120417034|XP_039434912.1|CPIP, LOC120417028|XP_039434904.1|CPIP	LOC6636899|XP_002060355.3|DVIR
OG0001334	LOC120414158|XP_039431133.1|CPIP, LOC120414159|XP_039431134.1|CPIP	LOC6629503|XP_002054523.1|DVIR
OG0001335	LOC120425484|XP_039445962.1|CPIP, LOC120425483|XP_039445956.1|CPIP	LOC6629975|XP_002053084.1|DVIR
OG0001337	LOC120432047|XP_039453113.1|CPIP, LOC120427370|XP_039448159.1|CPIP	LOC6632007|XP_032296152.1|DVIR
OG0001338	LOC120428736|XP_039449746.1|CPIP	LOC6625115|XP_015029438.1|DVIR
OG0001339	LOC120424190|XP_039444183.1|CPIP	LOC6636496|XP_002059802.1|DVIR
OG0001340	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP	LOC6622511|XP_002047704.1|DVIR
OG0001341	LOC120431639|XP_039452681.1|CPIP	LOC6630603|XP_002053022.1|DVIR
OG0001342	LOC120426177|XP_039446827.1|CPIP	LOC6627966|XP_032293724.1|DVIR, LOC6627967|XP_002051620.2|DVIR
OG0001343	LOC120430148|XP_039451166.1|CPIP, LOC120430149|XP_039451167.1|CPIP	LOC6634901|XP_002058553.2|DVIR
OG0001344	LOC120422010|XP_039441262.1|CPIP, LOC120422024|XP_039441280.1|CPIP	LOC6632883|XP_015025994.1|DVIR
OG0001345	LOC120428740|XP_039449749.1|CPIP, LOC120427177|XP_039447971.1|CPIP	LOC6632728|XP_002056051.1|DVIR
OG0001346	LOC120428013|XP_039448918.1|CPIP	LOC6629281|XP_002054689.2|DVIR
OG0001347	LOC120425439|XP_039445903.1|CPIP	LOC6631534|XP_032294977.1|DVIR
OG0001348	LOC120413504|XP_039430294.1|CPIP	LOC6631411|XP_002055420.1|DVIR
OG0001349	LOC120424374|XP_039444404.1|CPIP	LOC6623366|XP_002046361.2|DVIR, LOC6624450|XP_002046598.1|DVIR, LOC6624412|XP_015031121.1|DVIR
OG0001350	LOC120426570|XP_039447290.1|CPIP	LOC6623335|XP_002048570.1|DVIR
OG0001351	LOC120426287|XP_039446974.1|CPIP	LOC6627000|XP_002048742.1|DVIR
OG0001352	LOC120418886|XP_039437353.1|CPIP	LOC6635862|XP_032291692.1|DVIR
OG0001353	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP, LOC120430442|XP_039451492.1|CPIP	LOC6623502|XP_002048239.1|DVIR
OG0001354	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP	LOC6626668|XP_032291629.1|DVIR
OG0001355	LOC120418490|XP_039436861.1|CPIP	LOC6625488|XP_002048825.1|DVIR
OG0001356	LOC120429155|XP_039450297.1|CPIP, LOC120420068|XP_039438925.1|CPIP	LOC6630663|XP_032290428.1|DVIR
OG0001357	LOC120418023|XP_039436200.1|CPIP	LOC6637008|XP_002060435.1|DVIR
OG0001358	LOC120418025|XP_039436203.1|CPIP	LOC6622903|XP_002048031.3|DVIR
OG0001359	LOC120414639|XP_039431804.1|CPIP, LOC120414627|XP_039431795.1|CPIP	LOC6627451|XP_002052473.2|DVIR
OG0001360	LOC120426786|XP_039447497.1|CPIP	LOC6626063|XP_002048853.1|DVIR
OG0001361	LOC120419996|XP_039438820.1|CPIP, LOC120419994|XP_039438816.1|CPIP	LOC6623320|XP_002047272.3|DVIR
