Orthogroup	CPIP.longest_only	DSER.longest_only
OG0001397	LOC120428561|XP_039449523.1|CPIP, LOC120419349|XP_039437953.1|CPIP	LOC110186482|XP_020811328.1|DSER
OG0001399	LOC120419438|XP_039438053.1|CPIP	LOC110185364|XP_020809805.1|DSER
OG0001400	LOC120425035|XP_039445341.1|CPIP	LOC110188075|XP_020813285.1|DSER
OG0001401	LOC120425805|XP_039446352.1|CPIP, LOC120415856|XP_039433426.1|CPIP, LOC120427931|XP_039448806.1|CPIP	LOC110178575|XP_020801406.1|DSER
OG0001402	LOC120415247|XP_039432645.1|CPIP	LOC110190062|XP_020816026.1|DSER, LOC110190149|XP_020816137.1|DSER
OG0001403	LOC120424476|XP_039444545.1|CPIP, LOC120424467|XP_039444535.1|CPIP	LOC110190054|XP_020816019.1|DSER, LOC110187847|XP_020812993.1|DSER
OG0001404	LOC120430840|XP_039451900.1|CPIP	LOC110191336|XP_020817845.1|DSER
OG0001405	LOC120415443|XP_039432925.1|CPIP	LOC110177815|XP_020800363.1|DSER
OG0001406	LOC120421840|XP_039441057.1|CPIP	LOC110190619|XP_020816873.1|DSER, LOC110181774|XP_020805307.1|DSER, LOC110181886|XP_020805474.1|DSER
OG0001407	LOC120422728|XP_039442189.1|CPIP	LOC110190043|XP_020816008.1|DSER
OG0001408	LOC120431839|XP_039452902.1|CPIP, LOC120430296|XP_039451329.1|CPIP	LOC110178481|XP_020801281.1|DSER
OG0001429	LOC120432323|XP_039453441.1|CPIP, LOC120432295|XP_039453415.1|CPIP	LOC110190782|XP_020817082.1|DSER
OG0001430	LOC120415056|XP_039432371.1|CPIP	LOC110185626|XP_020810239.1|DSER
OG0001431	LOC120428470|XP_039449419.1|CPIP	LOC110184409|XP_020808600.1|DSER
OG0001432	LOC120430880|XP_039451943.1|CPIP	LOC110184278|XP_020808408.1|DSER
OG0001433	LOC120432018|XP_039453088.1|CPIP, LOC120430544|XP_039451593.1|CPIP	LOC110177389|XP_020799751.1|DSER
OG0001434	LOC120418114|XP_039436322.1|CPIP	LOC110184378|XP_020808538.1|DSER
OG0001435	LOC120420122|XP_039439005.1|CPIP, LOC120414716|XP_039431956.1|CPIP, LOC120424307|XP_039444326.1|CPIP	LOC110180755|XP_020804097.1|DSER
OG0001436	LOC120420231|XP_039439154.1|CPIP	LOC110181808|XP_020805354.1|DSER, LOC110180462|XP_020803797.1|DSER
OG0001437	LOC120417714|XP_039435800.1|CPIP	LOC110183823|XP_020807834.1|DSER
OG0001438	LOC120414175|XP_039431182.1|CPIP	LOC110184190|XP_020808280.1|DSER
OG0001439	LOC120431174|XP_039452245.1|CPIP, LOC120413057|XP_039429695.1|CPIP	LOC110177143|XP_020799378.1|DSER
OG0001440	LOC120432592|XP_039453768.1|CPIP	LOC110180646|XP_020803999.1|DSER
OG0001441	LOC120424761|XP_039444901.1|CPIP	LOC110184157|XP_020808224.1|DSER
OG0001442	LOC120427068|XP_039447841.1|CPIP, LOC120427658|XP_039448466.1|CPIP	LOC110185799|XP_020810461.1|DSER
OG0001443	LOC120423825|XP_039443688.1|CPIP, LOC120423842|XP_039443724.1|CPIP	LOC110186978|XP_020811988.1|DSER
OG0001444	LOC120428670|XP_039449654.1|CPIP	LOC110191153|XP_020817569.1|DSER
OG0001445	LOC120424257|XP_039444254.1|CPIP	LOC110176425|XP_020798430.1|DSER
OG0001446	LOC120430963|XP_039452028.1|CPIP	LOC110191320|XP_020817801.1|DSER
OG0001447	LOC120427887|XP_039448754.1|CPIP	LOC110188747|XP_020814247.1|DSER
OG0001448	LOC120429751|XP_039450734.1|CPIP, LOC120417052|XP_039434943.1|CPIP, LOC120424741|XP_039444869.1|CPIP, LOC120430812|XP_039451868.1|CPIP	LOC110186586|XP_020811465.1|DSER
OG0001449	LOC120428729|XP_039449739.1|CPIP	LOC110189258|XP_020814928.1|DSER
OG0001450	LOC120424423|XP_039444466.1|CPIP	LOC110183117|XP_020806966.1|DSER
OG0001451	LOC120422395|XP_039441749.1|CPIP, LOC120422872|XP_039442353.1|CPIP	LOC110189725|XP_020815575.1|DSER
OG0001452	LOC120419494|XP_039438117.1|CPIP	LOC110182858|XP_020806666.1|DSER, LOC110181671|XP_020805167.1|DSER
OG0001453	LOC120427570|XP_039448379.1|CPIP, LOC120427569|XP_039448378.1|CPIP	LOC110189931|XP_020815874.1|DSER
OG0001454	LOC120424555|XP_039444656.1|CPIP, LOC120426208|XP_039446853.1|CPIP	LOC110191026|XP_020817404.1|DSER
OG0001455	LOC120426125|XP_039446762.1|CPIP	LOC110189837|XP_020815692.1|DSER
OG0001456	LOC120425567|XP_039446068.1|CPIP	LOC110178293|XP_020801025.1|DSER
OG0001457	LOC120426222|XP_039446891.1|CPIP	LOC110189247|XP_020814910.1|DSER
OG0001458	LOC120422324|XP_039441651.1|CPIP, LOC120422320|XP_039441641.1|CPIP	LOC110189202|XP_020814831.1|DSER
OG0001459	LOC120419019|XP_039437520.1|CPIP, LOC120415743|XP_039433278.1|CPIP	LOC110184770|XP_020809064.1|DSER
OG0001460	LOC120423182|XP_039442809.1|CPIP	LOC110191532|XP_020818062.1|DSER
OG0001461	LOC120428615|XP_039449592.1|CPIP	LOC110187641|XP_020812708.1|DSER
OG0001462	LOC120413219|XP_039429879.1|CPIP, LOC120413220|XP_039429880.1|CPIP	LOC110182799|XP_020806591.1|DSER
OG0001464	LOC120418919|XP_039437384.1|CPIP	LOC110179535|XP_020802773.1|DSER
OG0001465	LOC120421533|XP_039440686.1|CPIP	LOC110189630|XP_020815428.1|DSER
OG0001466	LOC120420371|XP_039439305.1|CPIP	LOC110183931|XP_020807954.1|DSER
OG0001468	LOC120414487|XP_039431616.1|CPIP	LOC110190555|XP_020816769.1|DSER
OG0001469	LOC120430836|XP_039451884.1|CPIP, LOC120430387|XP_039451425.1|CPIP	LOC110179277|XP_020802424.1|DSER
OG0001470	LOC120420926|XP_039439988.1|CPIP, LOC120420927|XP_039439990.1|CPIP	LOC110190035|XP_020815996.1|DSER
OG0001471	LOC120418991|XP_039437471.1|CPIP	LOC110178592|XP_020801437.1|DSER
OG0001472	LOC120419516|XP_039438150.1|CPIP	LOC110183597|XP_020807570.1|DSER
OG0001473	LOC120413378|XP_039430110.1|CPIP, LOC120413379|XP_039430112.1|CPIP	LOC110188672|XP_020814128.1|DSER
OG0001476	LOC120432010|XP_039453077.1|CPIP, LOC120429681|XP_039450646.1|CPIP	LOC110187605|XP_020812657.1|DSER, LOC110176554|XP_020798645.1|DSER
OG0001477	LOC120414675|XP_039431894.1|CPIP	LOC110189026|XP_020814648.1|DSER
OG0001478	LOC120427693|XP_039448524.1|CPIP, LOC120412642|XP_039429130.1|CPIP	LOC110187548|XP_020812595.1|DSER
OG0001480	LOC120415680|XP_039433201.1|CPIP	LOC110187553|XP_020812601.1|DSER, LOC110187552|XP_020812599.1|DSER
OG0001481	LOC120413612|XP_039430450.1|CPIP	LOC110176876|XP_020799011.1|DSER
OG0001482	LOC120413101|XP_039429740.1|CPIP	LOC110181265|XP_020804634.1|DSER
OG0001483	LOC120425908|XP_039446462.1|CPIP	LOC110182816|XP_020806611.1|DSER
OG0001484	LOC120422504|XP_039441892.1|CPIP	LOC110183754|XP_020807772.1|DSER
OG0001485	LOC120413565|XP_039430378.1|CPIP, LOC120413515|XP_039430308.1|CPIP, LOC120413557|XP_039430371.1|CPIP	LOC110185243|XP_020809638.1|DSER
OG0001486	LOC120423096|XP_039442708.1|CPIP	LOC110176805|XP_020798902.1|DSER
OG0001487	LOC120421136|XP_039440234.1|CPIP	LOC110188788|XP_020814294.1|DSER
OG0001488	LOC120419011|XP_039437511.1|CPIP	LOC110177414|XP_020799794.1|DSER
OG0001489	LOC120418014|XP_039436193.1|CPIP	LOC110181343|XP_020804721.1|DSER
OG0001490	LOC120423401|XP_039443134.1|CPIP	LOC110185769|XP_020810431.1|DSER
OG0001491	LOC120420492|XP_039439472.1|CPIP	LOC110187309|XP_020812357.1|DSER
OG0001492	LOC120429073|XP_039450154.1|CPIP	LOC110181212|XP_020804553.1|DSER
OG0001493	LOC120414354|XP_039431449.1|CPIP	LOC110180168|XP_020803485.1|DSER
OG0001494	LOC120416197|XP_039433816.1|CPIP, LOC120416193|XP_039433811.1|CPIP, LOC120416187|XP_039433805.1|CPIP, LOC120416179|XP_039433798.1|CPIP, LOC120416195|XP_039433813.1|CPIP	LOC110178035|XP_020800710.1|DSER
OG0001495	LOC120420012|XP_039438851.1|CPIP, LOC120422247|XP_039441574.1|CPIP	LOC110180734|XP_020804078.1|DSER
OG0001496	LOC120417150|XP_039435068.1|CPIP	LOC110184335|XP_020808490.1|DSER
OG0001497	LOC120414826|XP_039432087.1|CPIP	LOC110176866|XP_020799000.1|DSER
OG0001500	LOC120413984|XP_039430924.1|CPIP	LOC110184038|XP_020808072.1|DSER
OG0001501	LOC120421498|XP_039440651.1|CPIP, LOC120421520|XP_039440672.1|CPIP	LOC110176661|XP_020798758.1|DSER
OG0001502	LOC120418275|XP_039436528.1|CPIP, LOC120422754|XP_039442233.1|CPIP	LOC110177834|XP_020800438.1|DSER
OG0001503	LOC120419561|XP_039438218.1|CPIP	LOC110189457|XP_020815191.1|DSER
OG0001504	LOC120415019|XP_039432316.1|CPIP	LOC110180420|XP_020803743.1|DSER
OG0001506	LOC120424251|XP_039444250.1|CPIP	LOC110182469|XP_020806170.1|DSER
OG0001507	LOC120421584|XP_039440749.1|CPIP, LOC120425814|XP_039446365.1|CPIP	LOC110177671|XP_020800152.1|DSER
OG0001508	LOC120427764|XP_039448609.1|CPIP	LOC110176894|XP_020799041.1|DSER
OG0001509	LOC120428519|XP_039449476.1|CPIP, LOC120431155|XP_039452229.1|CPIP	LOC110177772|XP_020800297.1|DSER
OG0001510	LOC120429989|XP_039451016.1|CPIP, LOC120428239|XP_039449152.1|CPIP	LOC110185704|XP_020810334.1|DSER
OG0001511	LOC120415119|XP_039432471.1|CPIP	LOC110180232|XP_020803545.1|DSER, LOC110180249|XP_020803565.1|DSER
OG0001512	LOC120423805|XP_039443656.1|CPIP, LOC120423806|XP_039443657.1|CPIP	LOC110176730|XP_020798833.1|DSER
OG0001513	LOC120423811|XP_039443665.1|CPIP	LOC110190376|XP_020816448.1|DSER
OG0001515	LOC120413929|XP_039430852.1|CPIP	LOC110179484|XP_020802717.1|DSER
OG0001534	LOC120422462|XP_039441840.1|CPIP	LOC110187078|XP_020812126.1|DSER
OG0001535	LOC120430582|XP_039451626.1|CPIP	LOC110176048|XP_020797921.1|DSER
OG0001536	LOC120420167|XP_039439067.1|CPIP, LOC120420202|XP_039439123.1|CPIP	LOC110184295|XP_020808441.1|DSER
OG0001537	LOC120427218|XP_039448013.1|CPIP	LOC110178134|XP_020800820.1|DSER
OG0001538	LOC120430775|XP_039451824.1|CPIP	LOC110184208|XP_020808314.1|DSER
OG0001539	LOC120430692|XP_039451733.1|CPIP	LOC110178507|XP_020801315.1|DSER
OG0001540	LOC120431926|XP_039452997.1|CPIP, LOC120413743|XP_039430602.1|CPIP	LOC110176958|XP_020799124.1|DSER
OG0001541	LOC120427969|XP_039448859.1|CPIP	LOC110190308|XP_020816355.1|DSER
OG0001542	LOC120419629|XP_039438316.1|CPIP	LOC110190931|XP_020817256.1|DSER
OG0001545	LOC120420405|XP_039439351.1|CPIP	LOC110181720|XP_020805235.1|DSER
OG0001546	LOC120420415|XP_039439367.1|CPIP, LOC120420408|XP_039439360.1|CPIP	LOC110181874|XP_020805459.1|DSER
OG0001548	LOC120429690|XP_039450657.1|CPIP	LOC110177396|XP_020799760.1|DSER, LOC110181569|XP_020805018.1|DSER
OG0001549	LOC120424957|XP_039445244.1|CPIP, LOC120424955|XP_039445242.1|CPIP	LOC110184857|XP_020809157.1|DSER
OG0001551	LOC120431897|XP_039452965.1|CPIP, LOC120432103|XP_039453173.1|CPIP	LOC110190326|XP_020816384.1|DSER
OG0001552	LOC120423845|XP_039443725.1|CPIP	LOC110186522|XP_020811379.1|DSER
OG0001553	LOC120431180|XP_039452251.1|CPIP	LOC110184469|XP_020808668.1|DSER, LOC110184404|XP_020808589.1|DSER
OG0001554	LOC120422141|XP_039441446.1|CPIP	LOC110191002|XP_020817377.1|DSER
OG0001555	LOC120426950|XP_039447709.1|CPIP, LOC120415949|XP_039433530.1|CPIP	LOC110176895|XP_020799038.1|DSER
OG0001556	LOC120420074|XP_039438931.1|CPIP	LOC110191542|XP_020818073.1|DSER
OG0001557	LOC120423713|XP_039443551.1|CPIP, LOC120413069|XP_039429706.1|CPIP	LOC110184225|XP_020808338.1|DSER
OG0001558	LOC120418363|XP_039436657.1|CPIP	LOC110184399|XP_020808581.1|DSER
OG0001559	LOC120418338|XP_039436611.1|CPIP	LOC110176420|XP_020798422.1|DSER
OG0001560	LOC120423422|XP_039443159.1|CPIP	LOC110185398|XP_020809843.1|DSER
OG0001562	LOC120422327|XP_039441656.1|CPIP, LOC120423807|XP_039443662.1|CPIP, LOC120422326|XP_039441655.1|CPIP	LOC110185599|XP_020810201.1|DSER
OG0001563	LOC120425403|XP_039445850.1|CPIP	LOC110179403|XP_020802586.1|DSER
OG0001564	LOC120423960|XP_039443877.1|CPIP	LOC110191232|XP_020817661.1|DSER
OG0001565	LOC120432036|XP_039453105.1|CPIP, LOC120422030|XP_039441289.1|CPIP, LOC120426396|XP_039447084.1|CPIP	LOC110185603|XP_020810208.1|DSER
OG0001566	LOC120424628|XP_039444728.1|CPIP, LOC120424676|XP_039444785.1|CPIP	LOC110188333|XP_020813700.1|DSER
OG0001567	LOC120425062|XP_039445369.1|CPIP	LOC110179297|XP_020802442.1|DSER
OG0001569	LOC120425071|XP_039445381.1|CPIP	LOC110191285|XP_020817751.1|DSER
OG0001570	LOC120423532|XP_039443313.1|CPIP	LOC110184133|XP_020808204.1|DSER
OG0001571	LOC120428538|XP_039449503.1|CPIP	LOC110183341|XP_020807251.1|DSER
OG0001572	LOC120417836|XP_039435989.1|CPIP, LOC120417834|XP_039435983.1|CPIP	LOC110175939|XP_020797779.1|DSER
OG0001573	LOC120414196|XP_039431211.1|CPIP	LOC110189850|XP_020815719.1|DSER
OG0001574	LOC120432655|XP_039453832.1|CPIP, LOC120422639|XP_039442071.1|CPIP	LOC110182651|XP_020806378.1|DSER
OG0001575	LOC120429956|XP_039450984.1|CPIP	LOC110188133|XP_020813380.1|DSER
OG0001576	LOC120415204|XP_039432593.1|CPIP	LOC110190997|XP_020817369.1|DSER
OG0001577	LOC120416488|XP_039434141.1|CPIP	LOC110176408|XP_020798407.1|DSER
OG0001579	LOC120412384|XP_039428753.1|CPIP	LOC110180100|XP_020803384.1|DSER
OG0001580	LOC120421525|XP_039440677.1|CPIP	LOC110189292|XP_020814982.1|DSER
OG0001581	LOC120418536|XP_039436906.1|CPIP	LOC110179377|XP_020802550.1|DSER
OG0001582	LOC120417638|XP_039435685.1|CPIP	LOC110180013|XP_020803265.1|DSER
OG0001583	LOC120424971|XP_039445260.1|CPIP	LOC110182941|XP_020806780.1|DSER
OG0001584	LOC120427114|XP_039447898.1|CPIP	LOC110178634|XP_020801480.1|DSER
OG0001586	LOC120429820|XP_039450813.1|CPIP	LOC110176704|XP_020798801.1|DSER, LOC110182108|XP_020805774.1|DSER
OG0001587	LOC120421380|XP_039440510.1|CPIP	LOC110176671|XP_020798765.1|DSER
OG0001588	LOC120422162|XP_039441470.1|CPIP	LOC110191903|XP_020818551.1|DSER
OG0001593	LOC120428086|XP_039449002.1|CPIP	LOC110184822|XP_020809124.1|DSER
OG0001594	LOC120425843|XP_039446396.1|CPIP	LOC110179174|XP_020802234.1|DSER
OG0001595	LOC120430195|XP_039451210.1|CPIP, LOC120415674|XP_039433192.1|CPIP	LOC110179333|XP_020802486.1|DSER
OG0001596	LOC120418288|XP_039436549.1|CPIP, LOC120426792|XP_039447505.1|CPIP	LOC110185795|XP_020810458.1|DSER
OG0001597	LOC120419202|XP_039437807.1|CPIP	LOC110184514|XP_020808741.1|DSER, LOC110184512|XP_020808733.1|DSER
OG0001598	LOC120413529|XP_039430335.1|CPIP	LOC110185984|XP_020810666.1|DSER
OG0001599	LOC120413554|XP_039430367.1|CPIP, LOC120431163|XP_039452237.1|CPIP, LOC120413567|XP_039430381.1|CPIP	LOC110185981|XP_020810664.1|DSER
OG0001600	LOC120420138|XP_039439026.1|CPIP	LOC110185546|XP_020810121.1|DSER
OG0001601	LOC120414106|XP_039431064.1|CPIP	LOC110185872|XP_020810542.1|DSER
OG0001602	LOC120414103|XP_039431061.1|CPIP	LOC110183735|XP_020807740.1|DSER
OG0001603	LOC120414749|XP_039432000.1|CPIP, LOC120414764|XP_039432012.1|CPIP	LOC110177883|XP_020800506.1|DSER
OG0001604	LOC120413129|XP_039429768.1|CPIP	LOC110188612|XP_020814040.1|DSER, LOC110184676|XP_020808943.1|DSER, LOC110179581|XP_020802833.1|DSER
OG0001605	LOC120413091|XP_039429732.1|CPIP	LOC110190889|XP_020817209.1|DSER
OG0001606	LOC120416330|XP_039433994.1|CPIP	LOC110185536|XP_020810103.1|DSER, LOC110187183|XP_020812241.1|DSER
OG0001607	LOC120418969|XP_039437448.1|CPIP	LOC110184865|XP_020809169.1|DSER
OG0001608	LOC120427864|XP_039448726.1|CPIP	LOC110185092|XP_020809442.1|DSER
OG0001609	LOC120420820|XP_039439874.1|CPIP	LOC110177790|XP_020800318.1|DSER
OG0001610	LOC120428576|XP_039449546.1|CPIP	LOC110185752|XP_020810410.1|DSER
OG0001611	LOC120420604|XP_039439616.1|CPIP	LOC110184973|XP_020809283.1|DSER
OG0001612	LOC120419183|XP_039437785.1|CPIP	LOC110177030|XP_020799206.1|DSER
OG0001613	LOC120416790|XP_039434590.1|CPIP, LOC120416799|XP_039434609.1|CPIP	LOC110183325|XP_020807231.1|DSER
OG0001614	LOC120422521|XP_039441909.1|CPIP	LOC110188952|XP_020814551.1|DSER
OG0001615	LOC120419796|XP_039438566.1|CPIP	LOC110185059|XP_020809394.1|DSER, LOC110185017|XP_020809328.1|DSER, LOC110185014|XP_020809326.1|DSER
OG0001616	LOC120423118|XP_039442730.1|CPIP	LOC110180777|XP_020804116.1|DSER, LOC110184944|XP_020809249.1|DSER
OG0001617	LOC120432444|XP_039453594.1|CPIP	LOC110181353|XP_020804732.1|DSER
OG0001618	LOC120414795|XP_039432045.1|CPIP	LOC110183368|XP_020807289.1|DSER
OG0001619	LOC120428738|XP_039449747.1|CPIP, LOC120428155|XP_039449072.1|CPIP, LOC120414547|XP_039431695.1|CPIP	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER
OG0001620	LOC120429789|XP_039450783.1|CPIP	LOC110180997|XP_020804335.1|DSER
OG0001621	LOC120432437|XP_039453589.1|CPIP	LOC110188940|XP_020814538.1|DSER
OG0001622	LOC120432427|XP_039453566.1|CPIP, LOC120418668|XP_039437055.1|CPIP	LOC110179079|XP_020802118.1|DSER
OG0001623	LOC120420521|XP_039439520.1|CPIP	LOC110178195|XP_020800888.1|DSER
OG0001624	LOC120423390|XP_039443109.1|CPIP	LOC110180584|XP_020803935.1|DSER
OG0001625	LOC120423393|XP_039443115.1|CPIP, LOC120423414|XP_039443148.1|CPIP	LOC110185136|XP_020809495.1|DSER
OG0001626	LOC120414851|XP_039432111.1|CPIP	LOC110176832|XP_020798943.1|DSER
OG0001627	LOC120432366|XP_039453493.1|CPIP, LOC120414733|XP_039431979.1|CPIP	LOC110188305|XP_020813671.1|DSER
OG0001628	LOC120427953|XP_039448839.1|CPIP, LOC120426132|XP_039446769.1|CPIP	LOC110186154|XP_020810863.1|DSER
OG0001630	LOC120413746|XP_039430604.1|CPIP	LOC110188658|XP_020814103.1|DSER
OG0001631	LOC120422096|XP_039441377.1|CPIP	LOC110187837|XP_020812975.1|DSER
OG0001632	LOC120412941|XP_039429512.1|CPIP	LOC110183479|XP_020807418.1|DSER
OG0001633	LOC120424393|XP_039444425.1|CPIP	LOC110186992|XP_020812008.1|DSER
OG0001635	LOC120421493|XP_039440646.1|CPIP, LOC120421517|XP_039440669.1|CPIP	LOC110176436|XP_020798445.1|DSER
OG0001636	LOC120421751|XP_039440961.1|CPIP, LOC120421508|XP_039440662.1|CPIP	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER
OG0001637	LOC120425675|XP_039446192.1|CPIP, LOC120425682|XP_039446199.1|CPIP	LOC110188002|XP_020813187.1|DSER
OG0001638	LOC120418263|XP_039436514.1|CPIP, LOC120422746|XP_039442223.1|CPIP	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER
OG0001640	LOC120419431|XP_039438043.1|CPIP	LOC110177161|XP_020799405.1|DSER
OG0001641	LOC120426911|XP_039447651.1|CPIP, LOC120429731|XP_039450717.1|CPIP, LOC120423165|XP_039442780.1|CPIP	LOC110188231|XP_020813543.1|DSER
OG0001642	LOC120419434|XP_039438047.1|CPIP	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER
OG0001643	LOC120429849|XP_039450856.1|CPIP, LOC120429588|XP_039450559.1|CPIP, LOC120424595|XP_039444692.1|CPIP	LOC110176906|XP_020799054.1|DSER
OG0001644	LOC120426488|XP_039447190.1|CPIP	LOC110190968|XP_020817317.1|DSER
OG0001645	LOC120418465|XP_039436834.1|CPIP	LOC110177791|XP_020800319.1|DSER
OG0001646	LOC120424451|XP_039444526.1|CPIP	LOC110182597|XP_020806315.1|DSER
OG0001647	LOC120424726|XP_039444847.1|CPIP	LOC110189703|XP_020815538.1|DSER
OG0001648	LOC120414035|XP_039430991.1|CPIP	LOC110185328|XP_020809759.1|DSER
OG0001649	LOC120430247|XP_039451262.1|CPIP	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER
OG0001650	LOC120412727|XP_039429247.1|CPIP	LOC110177865|XP_020800470.1|DSER
OG0001651	LOC120419314|XP_039437917.1|CPIP, LOC120430523|XP_039451573.1|CPIP	LOC110177581|XP_020800026.1|DSER
OG0001652	LOC120412353|XP_039428701.1|CPIP	LOC110178956|XP_020801917.1|DSER
OG0001653	LOC120416809|XP_039434617.1|CPIP	LOC110179817|XP_020803082.1|DSER
OG0001654	LOC120426496|XP_039447199.1|CPIP	LOC110184242|XP_020808394.1|DSER
OG0001655	LOC120420338|XP_039439267.1|CPIP	LOC110191811|XP_020818427.1|DSER
OG0001656	LOC120423728|XP_039443568.1|CPIP	LOC110185925|XP_020810596.1|DSER
OG0001657	LOC120422234|XP_039441552.1|CPIP	LOC110176149|XP_020798045.1|DSER
OG0001658	LOC120431660|XP_039452701.1|CPIP, LOC120422225|XP_039441544.1|CPIP	LOC110179017|XP_020802018.1|DSER
OG0001659	LOC120423689|XP_039443515.1|CPIP	LOC110189966|XP_020815914.1|DSER
OG0001661	LOC120414638|XP_039431808.1|CPIP	LOC110191057|XP_020817445.1|DSER
OG0001662	LOC120413243|XP_039429906.1|CPIP	LOC110183630|XP_020807607.1|DSER
OG0001666	LOC120418637|XP_039437016.1|CPIP	LOC110183749|XP_020807764.1|DSER
OG0001678	LOC120419284|XP_039437885.1|CPIP	LOC110184410|XP_020808603.1|DSER
OG0001679	LOC120432273|XP_039453389.1|CPIP, LOC120432259|XP_039453374.1|CPIP	LOC110181508|XP_020804936.1|DSER
OG0001680	LOC120418132|XP_039436345.1|CPIP	LOC110184253|XP_020808373.1|DSER
OG0001681	LOC120424011|XP_039443959.1|CPIP, LOC120419710|XP_039438431.1|CPIP	LOC110175960|XP_020797808.1|DSER
OG0001682	LOC120432300|XP_039453421.1|CPIP	LOC110187775|XP_020812898.1|DSER
OG0001683	LOC120431556|XP_039452597.1|CPIP	LOC110183824|XP_020807835.1|DSER
OG0001684	LOC120420164|XP_039439064.1|CPIP	LOC110185402|XP_020809861.1|DSER
OG0001685	LOC120414662|XP_039431865.1|CPIP, LOC120415701|XP_039433226.1|CPIP	LOC110181199|XP_020804539.1|DSER
OG0001686	LOC120423038|XP_039442630.1|CPIP	LOC110182030|XP_020805619.1|DSER
OG0001687	LOC120429378|XP_039450484.1|CPIP, LOC120428917|XP_039450024.1|CPIP	LOC110185531|XP_020810098.1|DSER
OG0001688	LOC120417713|XP_039435798.1|CPIP	LOC110181533|XP_020804972.1|DSER
OG0001689	LOC120417698|XP_039435777.1|CPIP	LOC110179493|XP_020802726.1|DSER
OG0001690	LOC120427975|XP_039448865.1|CPIP	LOC110190827|XP_020817145.1|DSER
OG0001691	LOC120412506|XP_039428944.1|CPIP	LOC110177061|XP_020799236.1|DSER
OG0001693	LOC120425318|XP_039445730.1|CPIP	LOC110187861|XP_020813005.1|DSER
OG0001694	LOC120415614|XP_039433143.1|CPIP, LOC120430709|XP_039451751.1|CPIP	LOC110183673|XP_020807671.1|DSER, LOC110187998|XP_020813180.1|DSER
OG0001695	LOC120427808|XP_039448667.1|CPIP, LOC120419865|XP_039438650.1|CPIP, LOC120418082|XP_039436274.1|CPIP	LOC110189435|XP_020815165.1|DSER
OG0001696	LOC120429492|XP_039450498.1|CPIP	LOC110186234|XP_020810957.1|DSER
OG0001700	LOC120413748|XP_039430614.1|CPIP, LOC120413786|XP_039430669.1|CPIP	LOC110184928|XP_020809234.1|DSER
OG0001701	LOC120422133|XP_039441441.1|CPIP	LOC110191392|XP_020817907.1|DSER
OG0001702	LOC120418959|XP_039437436.1|CPIP	LOC110183213|XP_020807085.1|DSER
OG0001703	LOC120431818|XP_039452875.1|CPIP	LOC110191141|XP_020817554.1|DSER
OG0001704	LOC120432144|XP_039453211.1|CPIP	LOC110191123|XP_020817534.1|DSER
OG0001705	LOC120431584|XP_039452629.1|CPIP	LOC110176417|XP_020798418.1|DSER
OG0001706	LOC120421783|XP_039440987.1|CPIP	LOC110188790|XP_020814302.1|DSER, LOC110188787|XP_020814293.1|DSER
OG0001707	LOC120423819|XP_039443675.1|CPIP	LOC110191323|XP_020817805.1|DSER
OG0001708	LOC120424254|XP_039444252.1|CPIP	LOC110191291|XP_020817759.1|DSER
OG0001709	LOC120430071|XP_039451096.1|CPIP, LOC120429522|XP_039450525.1|CPIP, LOC120421807|XP_039441018.1|CPIP	LOC110183571|XP_020807538.1|DSER
OG0001710	LOC120421118|XP_039440212.1|CPIP, LOC120422581|XP_039442004.1|CPIP	LOC110191114|XP_020817518.1|DSER
OG0001711	LOC120430053|XP_039451082.1|CPIP, LOC120431438|XP_039452490.1|CPIP, LOC120432002|XP_039453068.1|CPIP, LOC120427890|XP_039448758.1|CPIP	LOC110188278|XP_020813631.1|DSER
OG0001712	LOC120420722|XP_039439754.1|CPIP	LOC110191382|XP_020817896.1|DSER
OG0001713	LOC120425504|XP_039445987.1|CPIP	LOC110177416|XP_020799792.1|DSER
OG0001714	LOC120429283|XP_039450438.1|CPIP, LOC120428367|XP_039449304.1|CPIP	LOC110188055|XP_020813264.1|DSER
OG0001715	LOC120412901|XP_039429467.1|CPIP	LOC110179103|XP_020802150.1|DSER
OG0001716	LOC120427410|XP_039448208.1|CPIP	LOC110179735|XP_020803011.1|DSER
OG0001717	LOC120424680|XP_039444790.1|CPIP, LOC120424622|XP_039444721.1|CPIP	LOC110191357|XP_020817863.1|DSER, LOC110191276|XP_020817731.1|DSER
OG0001718	LOC120432527|XP_039453679.1|CPIP	LOC110177371|XP_020799727.1|DSER
OG0001719	LOC120422589|XP_039442014.1|CPIP	LOC110190942|XP_020817276.1|DSER
OG0001722	LOC120427608|XP_039448418.1|CPIP	LOC110190597|XP_020816849.1|DSER
