Orthogroup	CPIP.longest_only	DSEC.longest_only
OG0001435	LOC120420122|XP_039439005.1|CPIP, LOC120414716|XP_039431956.1|CPIP, LOC120424307|XP_039444326.1|CPIP	LOC6608118|XP_002032866.1|DSEC
OG0001436	LOC120420231|XP_039439154.1|CPIP	LOC6617136|XP_002041463.1|DSEC
OG0001437	LOC120417714|XP_039435800.1|CPIP	LOC6611666|XP_002036201.1|DSEC
OG0001438	LOC120414175|XP_039431182.1|CPIP	LOC6612612|XP_002037116.1|DSEC
OG0001439	LOC120431174|XP_039452245.1|CPIP, LOC120413057|XP_039429695.1|CPIP	LOC6619202|XP_002043423.1|DSEC
OG0001440	LOC120432592|XP_039453768.1|CPIP	LOC6618510|XP_002042770.1|DSEC
OG0001441	LOC120424761|XP_039444901.1|CPIP	LOC6615099|XP_032582455.1|DSEC
OG0001442	LOC120427068|XP_039447841.1|CPIP, LOC120427658|XP_039448466.1|CPIP	LOC6611478|XP_002036019.1|DSEC
OG0001443	LOC120423825|XP_039443688.1|CPIP, LOC120423842|XP_039443724.1|CPIP	LOC6612832|XP_032576665.1|DSEC
OG0001444	LOC120428670|XP_039449654.1|CPIP	LOC6607328|XP_002032101.1|DSEC
OG0001445	LOC120424257|XP_039444254.1|CPIP	LOC6613816|XP_002038285.1|DSEC
OG0001446	LOC120430963|XP_039452028.1|CPIP	LOC6607526|XP_002032295.2|DSEC
OG0001447	LOC120427887|XP_039448754.1|CPIP	LOC6606768|XP_032579446.1|DSEC
OG0001448	LOC120429751|XP_039450734.1|CPIP, LOC120417052|XP_039434943.1|CPIP, LOC120424741|XP_039444869.1|CPIP, LOC120430812|XP_039451868.1|CPIP	LOC6612856|XP_002037348.1|DSEC
OG0001449	LOC120428729|XP_039449739.1|CPIP	LOC6609379|XP_002034068.1|DSEC
OG0001450	LOC120424423|XP_039444466.1|CPIP	LOC6613543|XP_032570017.1|DSEC
OG0001451	LOC120422395|XP_039441749.1|CPIP, LOC120422872|XP_039442353.1|CPIP	LOC6607946|XP_032571002.1|DSEC
OG0001452	LOC120419494|XP_039438117.1|CPIP	LOC6609919|XP_032571034.1|DSEC
OG0001453	LOC120427570|XP_039448379.1|CPIP, LOC120427569|XP_039448378.1|CPIP	LOC6616389|XP_002040749.1|DSEC
OG0001454	LOC120424555|XP_039444656.1|CPIP, LOC120426208|XP_039446853.1|CPIP	LOC6616804|XP_002041141.1|DSEC
OG0001455	LOC120426125|XP_039446762.1|CPIP	LOC6606040|XP_032575384.1|DSEC
OG0001456	LOC120425567|XP_039446068.1|CPIP	LOC6608488|XP_032571539.1|DSEC
OG0001457	LOC120426222|XP_039446891.1|CPIP	LOC6608941|XP_002033655.1|DSEC
OG0001458	LOC120422324|XP_039441651.1|CPIP, LOC120422320|XP_039441641.1|CPIP	LOC6609139|XP_032572245.1|DSEC
OG0001459	LOC120419019|XP_039437520.1|CPIP, LOC120415743|XP_039433278.1|CPIP	LOC6610944|XP_002035501.1|DSEC
OG0001460	LOC120423182|XP_039442809.1|CPIP	LOC6608022|XP_032572836.1|DSEC
OG0001461	LOC120428615|XP_039449592.1|CPIP	LOC6615004|XP_002039421.2|DSEC
OG0001462	LOC120413219|XP_039429879.1|CPIP, LOC120413220|XP_039429880.1|CPIP	LOC6610586|XP_002035159.1|DSEC
OG0001464	LOC120418919|XP_039437384.1|CPIP	LOC6616041|XP_002040407.1|DSEC
OG0001465	LOC120421533|XP_039440686.1|CPIP	LOC6608561|XP_002033295.1|DSEC
OG0001466	LOC120420371|XP_039439305.1|CPIP	LOC6617766|XP_002042078.1|DSEC
OG0001467	LOC120417251|XP_039435143.1|CPIP, LOC120416542|XP_039434199.1|CPIP	LOC6612144|XP_002036661.1|DSEC
OG0001468	LOC120414487|XP_039431616.1|CPIP	LOC6604998|XP_002029841.1|DSEC
OG0001469	LOC120430836|XP_039451884.1|CPIP, LOC120430387|XP_039451425.1|CPIP	LOC6609100|XP_002033803.1|DSEC, LOC6616967|XP_002041295.2|DSEC
OG0001470	LOC120420926|XP_039439988.1|CPIP, LOC120420927|XP_039439990.1|CPIP	LOC6616238|XP_032574987.1|DSEC
OG0001471	LOC120418991|XP_039437471.1|CPIP	LOC6610251|XP_032575874.1|DSEC
OG0001472	LOC120419516|XP_039438150.1|CPIP	LOC6605986|XP_002030798.1|DSEC
OG0001473	LOC120413378|XP_039430110.1|CPIP, LOC120413379|XP_039430112.1|CPIP	LOC6613797|XP_032577946.1|DSEC
OG0001476	LOC120432010|XP_039453077.1|CPIP, LOC120429681|XP_039450646.1|CPIP	LOC6614874|XP_032581716.1|DSEC
OG0001477	LOC120414675|XP_039431894.1|CPIP	LOC6612737|XP_002037240.1|DSEC
OG0001478	LOC120427693|XP_039448524.1|CPIP, LOC120412642|XP_039429130.1|CPIP	LOC6617256|XP_002041583.2|DSEC
OG0001480	LOC120415680|XP_039433201.1|CPIP	LOC6617249|XP_002041576.1|DSEC
OG0001481	LOC120413612|XP_039430450.1|CPIP	LOC6618151|XP_032576100.1|DSEC
OG0001482	LOC120413101|XP_039429740.1|CPIP	LOC6609415|XP_002034100.1|DSEC
OG0001483	LOC120425908|XP_039446462.1|CPIP	LOC6620478|XP_032570359.1|DSEC
OG0001484	LOC120422504|XP_039441892.1|CPIP	LOC6621143|XP_002045309.1|DSEC
OG0001485	LOC120413565|XP_039430378.1|CPIP, LOC120413515|XP_039430308.1|CPIP, LOC120413557|XP_039430371.1|CPIP	LOC6618358|XP_002042629.1|DSEC
OG0001486	LOC120423096|XP_039442708.1|CPIP	LOC6611603|XP_002036140.1|DSEC
OG0001487	LOC120421136|XP_039440234.1|CPIP	LOC116802419|XP_032582788.1|DSEC, LOC116802410|XP_032582770.1|DSEC, LOC116802417|XP_032582785.1|DSEC, LOC116802418|XP_032582786.1|DSEC
OG0001488	LOC120419011|XP_039437511.1|CPIP	LOC6608983|XP_002033697.1|DSEC
OG0001489	LOC120418014|XP_039436193.1|CPIP	LOC6614747|XP_032569904.1|DSEC
OG0001490	LOC120423401|XP_039443134.1|CPIP	LOC6613166|XP_002037647.1|DSEC
OG0001491	LOC120420492|XP_039439472.1|CPIP	LOC6613085|XP_032573078.1|DSEC
OG0001492	LOC120429073|XP_039450154.1|CPIP	LOC6609419|XP_002034104.1|DSEC
OG0001493	LOC120414354|XP_039431449.1|CPIP	LOC6615023|XP_032582534.1|DSEC
OG0001494	LOC120416197|XP_039433816.1|CPIP, LOC120416193|XP_039433811.1|CPIP, LOC120416187|XP_039433805.1|CPIP, LOC120416179|XP_039433798.1|CPIP, LOC120416195|XP_039433813.1|CPIP	LOC6618982|XP_002043227.1|DSEC
OG0001495	LOC120420012|XP_039438851.1|CPIP, LOC120422247|XP_039441574.1|CPIP	LOC6608122|XP_002032870.1|DSEC
OG0001496	LOC120417150|XP_039435068.1|CPIP	LOC6620249|XP_032580772.1|DSEC
OG0001497	LOC120414826|XP_039432087.1|CPIP	LOC6608324|XP_002033061.1|DSEC
OG0001500	LOC120413984|XP_039430924.1|CPIP	LOC6609894|XP_002034544.1|DSEC
OG0001501	LOC120421498|XP_039440651.1|CPIP, LOC120421520|XP_039440672.1|CPIP	LOC6606745|XP_032579315.1|DSEC
OG0001502	LOC120418275|XP_039436528.1|CPIP, LOC120422754|XP_039442233.1|CPIP	LOC6609240|XP_032570872.1|DSEC
OG0001503	LOC120419561|XP_039438218.1|CPIP	LOC6607983|XP_032572909.1|DSEC
OG0001504	LOC120415019|XP_039432316.1|CPIP	LOC6612195|XP_002036707.1|DSEC
OG0001506	LOC120424251|XP_039444250.1|CPIP	LOC6608880|XP_032572137.1|DSEC
OG0001507	LOC120421584|XP_039440749.1|CPIP, LOC120425814|XP_039446365.1|CPIP	LOC6620711|XP_032571692.1|DSEC
OG0001508	LOC120427764|XP_039448609.1|CPIP	LOC6621007|XP_032573096.1|DSEC
OG0001509	LOC120428519|XP_039449476.1|CPIP, LOC120431155|XP_039452229.1|CPIP	LOC6615420|XP_032572047.1|DSEC
OG0001510	LOC120429989|XP_039451016.1|CPIP, LOC120428239|XP_039449152.1|CPIP	LOC6613556|XP_032571314.1|DSEC
OG0001511	LOC120415119|XP_039432471.1|CPIP	LOC6618936|XP_032571454.1|DSEC
OG0001512	LOC120423805|XP_039443656.1|CPIP, LOC120423806|XP_039443657.1|CPIP	LOC6611153|XP_002035710.1|DSEC
OG0001513	LOC120423811|XP_039443665.1|CPIP	LOC6620129|XP_032573492.1|DSEC
OG0001515	LOC120413929|XP_039430852.1|CPIP	LOC6615918|XP_002040286.1|DSEC
OG0001534	LOC120422462|XP_039441840.1|CPIP	LOC6612256|XP_032580168.1|DSEC
OG0001535	LOC120430582|XP_039451626.1|CPIP	LOC6615179|XP_032580055.1|DSEC
OG0001536	LOC120420167|XP_039439067.1|CPIP, LOC120420202|XP_039439123.1|CPIP	LOC6614820|XP_002039239.1|DSEC
OG0001537	LOC120427218|XP_039448013.1|CPIP	LOC6617264|XP_002041591.1|DSEC
OG0001538	LOC120430775|XP_039451824.1|CPIP	LOC6618670|XP_032582136.1|DSEC
OG0001539	LOC120430692|XP_039451733.1|CPIP	LOC6615696|XP_032570061.1|DSEC
OG0001540	LOC120431926|XP_039452997.1|CPIP, LOC120413743|XP_039430602.1|CPIP	LOC6621136|XP_002045315.1|DSEC
OG0001541	LOC120427969|XP_039448859.1|CPIP	LOC6616574|XP_002040933.1|DSEC
OG0001542	LOC120419629|XP_039438316.1|CPIP	LOC6606911|XP_032577139.1|DSEC
OG0001545	LOC120420405|XP_039439351.1|CPIP	LOC6615252|XP_032582746.1|DSEC, LOC6620716|XP_032582113.1|DSEC
OG0001546	LOC120420415|XP_039439367.1|CPIP, LOC120420408|XP_039439360.1|CPIP	LOC6615251|XP_002039656.2|DSEC
OG0001547	LOC120418084|XP_039436276.1|CPIP, LOC120419862|XP_039438631.1|CPIP	LOC6616227|XP_002040592.2|DSEC
OG0001548	LOC120429690|XP_039450657.1|CPIP	LOC6617952|XP_002042260.2|DSEC
OG0001549	LOC120424957|XP_039445244.1|CPIP, LOC120424955|XP_039445242.1|CPIP	LOC6614425|XP_032583709.1|DSEC
OG0001551	LOC120431897|XP_039452965.1|CPIP, LOC120432103|XP_039453173.1|CPIP	LOC6607512|XP_032577583.1|DSEC
OG0001552	LOC120423845|XP_039443725.1|CPIP	LOC6607142|XP_002031928.1|DSEC
OG0001553	LOC120431180|XP_039452251.1|CPIP	LOC6612577|XP_032581040.1|DSEC
OG0001554	LOC120422141|XP_039441446.1|CPIP	LOC6606938|XP_002031732.2|DSEC
OG0001555	LOC120426950|XP_039447709.1|CPIP, LOC120415949|XP_039433530.1|CPIP	LOC6614609|XP_002039037.1|DSEC
OG0001556	LOC120420074|XP_039438931.1|CPIP	LOC6609752|XP_002034406.1|DSEC
OG0001557	LOC120423713|XP_039443551.1|CPIP, LOC120413069|XP_039429706.1|CPIP	LOC6619900|XP_032581649.1|DSEC
OG0001558	LOC120418363|XP_039436657.1|CPIP	LOC6619998|XP_032580368.1|DSEC
OG0001559	LOC120418338|XP_039436611.1|CPIP	LOC6607719|XP_002032482.1|DSEC
OG0001560	LOC120423422|XP_039443159.1|CPIP	LOC6614310|XP_032579474.1|DSEC
OG0001562	LOC120422327|XP_039441656.1|CPIP, LOC120423807|XP_039443662.1|CPIP, LOC120422326|XP_039441655.1|CPIP	LOC6611424|XP_002035968.1|DSEC
OG0001563	LOC120425403|XP_039445850.1|CPIP	LOC6620135|XP_002044347.1|DSEC
OG0001564	LOC120423960|XP_039443877.1|CPIP	LOC6607335|XP_032578554.1|DSEC
OG0001565	LOC120432036|XP_039453105.1|CPIP, LOC120422030|XP_039441289.1|CPIP, LOC120426396|XP_039447084.1|CPIP	LOC6607310|XP_032577806.1|DSEC
OG0001566	LOC120424628|XP_039444728.1|CPIP, LOC120424676|XP_039444785.1|CPIP	LOC6606905|XP_002031699.1|DSEC
OG0001567	LOC120425062|XP_039445369.1|CPIP	LOC6608654|XP_002033388.1|DSEC
OG0001569	LOC120425071|XP_039445381.1|CPIP	LOC6606491|XP_002031292.1|DSEC
OG0001570	LOC120423532|XP_039443313.1|CPIP	LOC6606541|XP_002031342.1|DSEC
OG0001571	LOC120428538|XP_039449503.1|CPIP	LOC6611981|XP_032583112.1|DSEC
OG0001572	LOC120417836|XP_039435989.1|CPIP, LOC120417834|XP_039435983.1|CPIP	LOC6617918|XP_002042226.1|DSEC
OG0001573	LOC120414196|XP_039431211.1|CPIP	LOC6610826|XP_002035392.2|DSEC
OG0001574	LOC120432655|XP_039453832.1|CPIP, LOC120422639|XP_039442071.1|CPIP	LOC6615845|XP_032580246.1|DSEC
OG0001575	LOC120429956|XP_039450984.1|CPIP	LOC6607704|XP_002032468.1|DSEC
OG0001576	LOC120415204|XP_039432593.1|CPIP	LOC6606862|XP_002031656.1|DSEC
OG0001577	LOC120416488|XP_039434141.1|CPIP	LOC6612759|XP_032576594.1|DSEC
OG0001579	LOC120412384|XP_039428753.1|CPIP	LOC116803113|XP_032582962.1|DSEC, LOC6615055|XP_032580390.1|DSEC
OG0001580	LOC120421525|XP_039440677.1|CPIP	LOC6608557|XP_032571031.1|DSEC, LOC116800703|XP_032573053.1|DSEC
OG0001581	LOC120418536|XP_039436906.1|CPIP	LOC6617466|XP_002041783.2|DSEC
OG0001582	LOC120417638|XP_039435685.1|CPIP	LOC6608860|XP_032571863.1|DSEC, LOC6608859|XP_032572212.1|DSEC
OG0001583	LOC120424971|XP_039445260.1|CPIP	LOC6608073|XP_002032821.1|DSEC
OG0001584	LOC120427114|XP_039447898.1|CPIP	LOC6610241|XP_002034836.1|DSEC
OG0001586	LOC120429820|XP_039450813.1|CPIP	LOC6611138|XP_002035695.1|DSEC
OG0001587	LOC120421380|XP_039440510.1|CPIP	LOC6620406|XP_002044615.1|DSEC
OG0001588	LOC120422162|XP_039441470.1|CPIP	LOC6608038|XP_002032786.1|DSEC
OG0001593	LOC120428086|XP_039449002.1|CPIP	LOC6617742|XP_002042054.1|DSEC
OG0001594	LOC120425843|XP_039446396.1|CPIP	LOC6613359|XP_032569730.1|DSEC
OG0001595	LOC120430195|XP_039451210.1|CPIP, LOC120415674|XP_039433192.1|CPIP	LOC6608674|XP_032570831.1|DSEC
OG0001596	LOC120418288|XP_039436549.1|CPIP, LOC120426792|XP_039447505.1|CPIP	LOC6614708|XP_002039135.1|DSEC
OG0001597	LOC120419202|XP_039437807.1|CPIP	LOC116803617|XP_032583550.1|DSEC, LOC116803619|XP_032583557.1|DSEC, LOC116803612|XP_032583535.1|DSEC
OG0001598	LOC120413529|XP_039430335.1|CPIP	LOC6611259|XP_002035814.2|DSEC
OG0001599	LOC120413554|XP_039430367.1|CPIP, LOC120431163|XP_039452237.1|CPIP, LOC120413567|XP_039430381.1|CPIP	LOC6611443|XP_002035986.1|DSEC
OG0001600	LOC120420138|XP_039439026.1|CPIP	LOC6611317|XP_032579060.1|DSEC
OG0001601	LOC120414106|XP_039431064.1|CPIP	LOC6613583|XP_002038051.1|DSEC
OG0001602	LOC120414103|XP_039431061.1|CPIP	LOC6611809|XP_032574360.1|DSEC
OG0001603	LOC120414749|XP_039432000.1|CPIP, LOC120414764|XP_039432012.1|CPIP	LOC6611828|XP_002036350.1|DSEC
OG0001604	LOC120413129|XP_039429768.1|CPIP	LOC6612269|XP_032582174.1|DSEC
OG0001605	LOC120413091|XP_039429732.1|CPIP	LOC6608202|XP_002032947.1|DSEC
OG0001606	LOC120416330|XP_039433994.1|CPIP	LOC116800582|XP_032572236.1|DSEC
OG0001607	LOC120418969|XP_039437448.1|CPIP	LOC6614416|XP_002038849.1|DSEC
OG0001608	LOC120427864|XP_039448726.1|CPIP	LOC116800459|XP_032571468.1|DSEC, LOC116800460|XP_032571478.1|DSEC, LOC6619342|XP_002043517.2|DSEC
OG0001609	LOC120420820|XP_039439874.1|CPIP	LOC6609275|XP_032571343.1|DSEC
OG0001610	LOC120428576|XP_039449546.1|CPIP	LOC6614768|XP_002039187.1|DSEC
OG0001611	LOC120420604|XP_039439616.1|CPIP	LOC6618194|XP_002042469.1|DSEC
OG0001612	LOC120419183|XP_039437785.1|CPIP	LOC6611645|XP_002036181.1|DSEC
OG0001613	LOC120416790|XP_039434590.1|CPIP, LOC120416799|XP_039434609.1|CPIP	LOC6621777|XP_032575672.1|DSEC
OG0001614	LOC120422521|XP_039441909.1|CPIP	LOC6608269|XP_032571892.1|DSEC
OG0001615	LOC120419796|XP_039438566.1|CPIP	LOC116800522|XP_032571843.1|DSEC
OG0001616	LOC120423118|XP_039442730.1|CPIP	LOC6617691|XP_002042003.1|DSEC
OG0001617	LOC120432444|XP_039453594.1|CPIP	LOC6614736|XP_032569984.1|DSEC
OG0001618	LOC120414795|XP_039432045.1|CPIP	LOC6611973|XP_002036490.2|DSEC
OG0001619	LOC120428738|XP_039449747.1|CPIP, LOC120428155|XP_039449072.1|CPIP, LOC120414547|XP_039431695.1|CPIP	LOC6611774|XP_002036297.1|DSEC
OG0001620	LOC120429789|XP_039450783.1|CPIP	LOC6615774|XP_032570297.1|DSEC
OG0001621	LOC120432437|XP_039453589.1|CPIP	LOC6609364|XP_002034053.1|DSEC
OG0001622	LOC120432427|XP_039453566.1|CPIP, LOC120418668|XP_039437055.1|CPIP	LOC6619768|XP_002043981.1|DSEC
OG0001623	LOC120420521|XP_039439520.1|CPIP	LOC6617260|XP_032574083.1|DSEC
OG0001624	LOC120423390|XP_039443109.1|CPIP	LOC6613634|XP_002038104.1|DSEC
OG0001625	LOC120423393|XP_039443115.1|CPIP, LOC120423414|XP_039443148.1|CPIP	LOC6619307|XP_002043524.1|DSEC
OG0001626	LOC120414851|XP_039432111.1|CPIP	LOC6611608|XP_002036145.1|DSEC
OG0001627	LOC120432366|XP_039453493.1|CPIP, LOC120414733|XP_039431979.1|CPIP	LOC6621117|XP_032578663.1|DSEC
OG0001628	LOC120427953|XP_039448839.1|CPIP, LOC120426132|XP_039446769.1|CPIP	LOC6617042|XP_002041370.1|DSEC
OG0001630	LOC120413746|XP_039430604.1|CPIP	LOC6607703|XP_002032467.1|DSEC
OG0001631	LOC120422096|XP_039441377.1|CPIP	LOC6613845|XP_032578151.1|DSEC
OG0001632	LOC120412941|XP_039429512.1|CPIP	LOC6611871|XP_002036389.1|DSEC
OG0001633	LOC120424393|XP_039444425.1|CPIP	LOC6606812|XP_002031609.1|DSEC
OG0001635	LOC120421493|XP_039440646.1|CPIP, LOC120421517|XP_039440669.1|CPIP	LOC6616993|XP_032578541.1|DSEC
OG0001637	LOC120425675|XP_039446192.1|CPIP, LOC120425682|XP_039446199.1|CPIP	LOC6607127|XP_002031915.1|DSEC
OG0001638	LOC120418263|XP_039436514.1|CPIP, LOC120422746|XP_039442223.1|CPIP	LOC6612441|XP_002036949.2|DSEC, LOC6616646|XP_002041003.1|DSEC, LOC6616130|XP_002040495.1|DSEC
OG0001640	LOC120419431|XP_039438043.1|CPIP	LOC6621645|XP_032577074.1|DSEC
OG0001641	LOC120426911|XP_039447651.1|CPIP, LOC120429731|XP_039450717.1|CPIP, LOC120423165|XP_039442780.1|CPIP	LOC6606765|XP_002031562.1|DSEC
OG0001642	LOC120419434|XP_039438047.1|CPIP	LOC6620169|XP_002044380.1|DSEC
OG0001643	LOC120429849|XP_039450856.1|CPIP, LOC120429588|XP_039450559.1|CPIP, LOC120424595|XP_039444692.1|CPIP	LOC6611589|XP_002036126.1|DSEC
OG0001644	LOC120426488|XP_039447190.1|CPIP	LOC6605571|XP_002030393.1|DSEC
OG0001645	LOC120418465|XP_039436834.1|CPIP	LOC6615476|XP_002039856.1|DSEC
OG0001646	LOC120424451|XP_039444526.1|CPIP	LOC6609550|XP_032571493.1|DSEC
OG0001647	LOC120424726|XP_039444847.1|CPIP	LOC6607979|XP_032572871.1|DSEC
OG0001648	LOC120414035|XP_039430991.1|CPIP	LOC6605664|XP_032575123.1|DSEC
OG0001649	LOC120430247|XP_039451262.1|CPIP	LOC6609118|XP_002033820.1|DSEC
OG0001650	LOC120412727|XP_039429247.1|CPIP	LOC6609916|XP_002034566.1|DSEC
OG0001651	LOC120419314|XP_039437917.1|CPIP, LOC120430523|XP_039451573.1|CPIP	LOC6615580|XP_032573028.1|DSEC
OG0001652	LOC120412353|XP_039428701.1|CPIP	LOC6606138|XP_002030946.2|DSEC
OG0001653	LOC120416809|XP_039434617.1|CPIP	LOC6616492|XP_002040852.1|DSEC
OG0001654	LOC120426496|XP_039447199.1|CPIP	LOC6609634|XP_032572253.1|DSEC
OG0001655	LOC120420338|XP_039439267.1|CPIP	LOC6608376|XP_002033112.1|DSEC
OG0001656	LOC120423728|XP_039443568.1|CPIP	LOC6613160|XP_032583324.1|DSEC
OG0001657	LOC120422234|XP_039441552.1|CPIP	LOC6605776|XP_002030591.1|DSEC
OG0001658	LOC120431660|XP_039452701.1|CPIP, LOC120422225|XP_039441544.1|CPIP	LOC6605350|XP_002030184.1|DSEC
OG0001659	LOC120423689|XP_039443515.1|CPIP	LOC6605591|XP_002030410.1|DSEC
OG0001661	LOC120414638|XP_039431808.1|CPIP	LOC6606906|XP_002031700.1|DSEC
OG0001662	LOC120413243|XP_039429906.1|CPIP	LOC6604833|XP_002029678.1|DSEC
OG0001666	LOC120418637|XP_039437016.1|CPIP	LOC6613226|XP_032569884.1|DSEC
OG0001678	LOC120419284|XP_039437885.1|CPIP	LOC6618088|XP_032580068.1|DSEC
OG0001679	LOC120432273|XP_039453389.1|CPIP, LOC120432259|XP_039453374.1|CPIP	LOC6612326|XP_002036836.1|DSEC
OG0001680	LOC120418132|XP_039436345.1|CPIP	LOC6619002|XP_002043247.2|DSEC
OG0001681	LOC120424011|XP_039443959.1|CPIP, LOC120419710|XP_039438431.1|CPIP	LOC6617477|XP_032581702.1|DSEC
OG0001682	LOC120432300|XP_039453421.1|CPIP	LOC6614819|XP_002039238.1|DSEC
OG0001683	LOC120431556|XP_039452597.1|CPIP	LOC6611677|XP_032579879.1|DSEC
OG0001684	LOC120420164|XP_039439064.1|CPIP	LOC6619460|XP_032579780.1|DSEC
OG0001685	LOC120414662|XP_039431865.1|CPIP, LOC120415701|XP_039433226.1|CPIP	LOC6613681|XP_002038151.1|DSEC
OG0001686	LOC120423038|XP_039442630.1|CPIP	LOC116802218|XP_032581873.1|DSEC, LOC6614906|XP_032581874.1|DSEC
OG0001687	LOC120429378|XP_039450484.1|CPIP, LOC120428917|XP_039450024.1|CPIP	LOC6615855|XP_032581108.1|DSEC
OG0001688	LOC120417713|XP_039435798.1|CPIP	LOC6612333|XP_002036843.1|DSEC, LOC6612334|XP_032581990.1|DSEC
OG0001689	LOC120417698|XP_039435777.1|CPIP	LOC6619907|XP_002044119.2|DSEC
OG0001690	LOC120427975|XP_039448865.1|CPIP	LOC6610924|XP_002035481.1|DSEC
OG0001691	LOC120412506|XP_039428944.1|CPIP	LOC6611585|XP_002036123.2|DSEC
OG0001692	LOC120429639|XP_039450600.1|CPIP	LOC6613717|XP_032576629.1|DSEC
OG0001694	LOC120415614|XP_039433143.1|CPIP, LOC120430709|XP_039451751.1|CPIP	LOC6613741|XP_002038211.2|DSEC
OG0001695	LOC120427808|XP_039448667.1|CPIP, LOC120419865|XP_039438650.1|CPIP, LOC120418082|XP_039436274.1|CPIP	LOC6609825|XP_002034479.1|DSEC
OG0001696	LOC120429492|XP_039450498.1|CPIP	LOC6606977|XP_002031769.2|DSEC
OG0001700	LOC120413748|XP_039430614.1|CPIP, LOC120413786|XP_039430669.1|CPIP	LOC6607078|XP_002031866.1|DSEC
OG0001701	LOC120422133|XP_039441441.1|CPIP	LOC6614047|XP_032577458.1|DSEC
OG0001702	LOC120418959|XP_039437436.1|CPIP	LOC6611893|XP_002036410.1|DSEC
OG0001703	LOC120431818|XP_039452875.1|CPIP	LOC6607517|XP_002032286.2|DSEC
OG0001704	LOC120432144|XP_039453211.1|CPIP	LOC6607518|XP_002032287.2|DSEC
OG0001705	LOC120431584|XP_039452629.1|CPIP	LOC6612754|XP_032577008.1|DSEC
OG0001706	LOC120421783|XP_039440987.1|CPIP	LOC6619116|XP_002043356.1|DSEC
OG0001707	LOC120423819|XP_039443675.1|CPIP	LOC6607557|XP_032577104.1|DSEC
OG0001708	LOC120424254|XP_039444252.1|CPIP	LOC6606489|XP_002031290.1|DSEC
OG0001709	LOC120430071|XP_039451096.1|CPIP, LOC120429522|XP_039450525.1|CPIP, LOC120421807|XP_039441018.1|CPIP	LOC6610768|XP_002035334.1|DSEC
OG0001710	LOC120421118|XP_039440212.1|CPIP, LOC120422581|XP_039442004.1|CPIP	LOC6607348|XP_002032121.1|DSEC
OG0001711	LOC120430053|XP_039451082.1|CPIP, LOC120431438|XP_039452490.1|CPIP, LOC120432002|XP_039453068.1|CPIP, LOC120427890|XP_039448758.1|CPIP	LOC6607424|XP_032578696.1|DSEC
OG0001712	LOC120420722|XP_039439754.1|CPIP	LOC6607663|XP_032576830.1|DSEC
OG0001713	LOC120425504|XP_039445987.1|CPIP	LOC6606842|XP_002031639.2|DSEC
OG0001714	LOC120429283|XP_039450438.1|CPIP, LOC120428367|XP_039449304.1|CPIP	LOC6613905|XP_032579215.1|DSEC
OG0001715	LOC120412901|XP_039429467.1|CPIP	LOC6618003|XP_002042311.2|DSEC
OG0001716	LOC120427410|XP_039448208.1|CPIP	LOC6620173|XP_002044384.1|DSEC
OG0001717	LOC120424680|XP_039444790.1|CPIP, LOC120424622|XP_039444721.1|CPIP	LOC6612783|XP_032579054.1|DSEC
OG0001718	LOC120432527|XP_039453679.1|CPIP	LOC6607470|XP_032578573.1|DSEC
OG0001719	LOC120422589|XP_039442014.1|CPIP	LOC6607563|XP_032576632.1|DSEC
OG0001722	LOC120427608|XP_039448418.1|CPIP	LOC6605862|XP_032573859.1|DSEC
OG0001723	LOC120426984|XP_039447737.1|CPIP, LOC120419737|XP_039438472.1|CPIP	LOC6619122|XP_002043362.1|DSEC
OG0001724	LOC120419483|XP_039438100.1|CPIP	LOC6615381|XP_032572247.1|DSEC
OG0001725	LOC120429768|XP_039450757.1|CPIP	LOC6608464|XP_032572309.1|DSEC
OG0001726	LOC120416559|XP_039434224.1|CPIP, LOC120415184|XP_039432575.1|CPIP	LOC6616370|XP_002040730.1|DSEC
OG0001727	LOC120429045|XP_039450121.1|CPIP, LOC120423654|XP_039443470.1|CPIP, LOC120420428|XP_039439385.1|CPIP	LOC6607454|XP_002032223.1|DSEC
OG0001728	LOC120425582|XP_039446089.1|CPIP	LOC6608724|XP_002033448.1|DSEC
OG0001729	LOC120425590|XP_039446103.1|CPIP	LOC6618921|XP_032571585.1|DSEC
OG0001730	LOC120426311|XP_039447006.1|CPIP, LOC120425981|XP_039446572.1|CPIP	LOC6617702|XP_002042014.2|DSEC
OG0001732	LOC120415971|XP_039433554.1|CPIP, LOC120415998|XP_039433587.1|CPIP, LOC120413260|XP_039429922.1|CPIP, LOC120420563|XP_039439569.1|CPIP	LOC6613594|XP_002038063.1|DSEC
OG0001733	LOC120418891|XP_039437357.1|CPIP	LOC6615345|XP_002039743.1|DSEC
OG0001734	LOC120418881|XP_039437349.1|CPIP	LOC6608281|XP_032571568.1|DSEC
OG0001735	LOC120430048|XP_039451078.1|CPIP	LOC116801097|XP_032574602.1|DSEC
OG0001736	LOC120413202|XP_039429852.1|CPIP	LOC6609855|XP_032570861.1|DSEC
OG0001737	LOC120428758|XP_039449774.1|CPIP	LOC6615756|XP_002040127.2|DSEC
OG0001738	LOC120413222|XP_039429882.1|CPIP	LOC6606067|XP_002030877.1|DSEC
OG0001739	LOC120418492|XP_039436864.1|CPIP	LOC116801613|XP_032578125.1|DSEC
OG0001740	LOC120420119|XP_039439002.1|CPIP	LOC6615698|XP_002040069.2|DSEC
