Orthogroup	CPIP.longest_only	DMEL.longest_only
OG0000894	LOC120412970|XP_039429552.1|CPIP	Tailor|NP_001262327.1|DMEL
OG0000895	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP	JhI-26|NP_523761.2|DMEL
OG0000896	LOC120422176|XP_039441485.1|CPIP	CG15710|NP_611122.1|DMEL, CG3847|NP_572317.2|DMEL
OG0000907	LOC120422532|XP_039441927.1|CPIP	CG16787|NP_611857.3|DMEL
OG0000909	LOC120424456|XP_039444523.1|CPIP	TfIIA-S-2|NP_569877.1|DMEL, TfIIA-S|NP_524467.1|DMEL
OG0000910	LOC120432597|XP_039453770.1|CPIP	Rbp1|NP_731510.1|DMEL, Rbp1-like|NP_001188585.1|DMEL
OG0000911	LOC120417462|XP_039435459.1|CPIP	sub|NP_611260.1|DMEL
OG0000912	LOC120418557|XP_039436921.1|CPIP	CG18081|NP_648807.1|DMEL, CG15715|NP_648808.1|DMEL
OG0000913	LOC120418826|XP_039437276.1|CPIP	sowah|NP_001137943.2|DMEL
OG0000914	LOC120418298|XP_039436562.1|CPIP, LOC120418292|XP_039436556.1|CPIP, LOC120418291|XP_039436554.1|CPIP, LOC120418294|XP_039436558.1|CPIP, LOC120418293|XP_039436557.1|CPIP, LOC120419858|XP_039438629.1|CPIP	Cpr49Ag|NP_610776.1|DMEL
OG0000915	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP	CG15708|NP_611104.3|DMEL, CG12684|NP_572173.1|DMEL
OG0000916	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP	Pvr|NP_001162911.1|DMEL
OG0000917	LOC120414568|XP_039431721.1|CPIP	Pzl|NP_001303493.1|DMEL, Piezo|NP_001303314.1|DMEL
OG0000918	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP	CG17508|NP_652101.2|DMEL, CG15403|NP_608749.2|DMEL
OG0000920	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP	CG15347|NP_001188562.1|DMEL
OG0000921	LOC120413978|XP_039430918.1|CPIP	ph-p|NP_476871.2|DMEL, ph-d|NP_524794.2|DMEL
OG0000922	LOC120422036|XP_039441299.1|CPIP	CG1299|NP_647862.1|DMEL
OG0000923	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP	CG5103|NP_649036.1|DMEL, CG8036|NP_649812.2|DMEL
OG0000924	LOC120418575|XP_039436954.1|CPIP	Tis11|NP_511141.2|DMEL
OG0000925	LOC120423899|XP_039443814.1|CPIP, LOC120423887|XP_039443795.1|CPIP	Npc2h|NP_651824.1|DMEL, Npc2g|NP_651823.1|DMEL
OG0000935	LOC120413347|XP_039430059.1|CPIP	Doa|NP_001014681.2|DMEL
OG0000936	LOC120424541|XP_039444639.1|CPIP	CG41128|NP_001015402.3|DMEL, CG12479|NP_652484.1|DMEL
OG0000937	LOC120421436|XP_039440578.1|CPIP, LOC120423044|XP_039442646.1|CPIP	spz|NP_524526.1|DMEL
OG0000938	LOC120418068|XP_039436262.1|CPIP	RpL37b|NP_611757.1|DMEL, RpL37a|NP_573005.1|DMEL
OG0000939	LOC120429750|XP_039451052.1|CPIP	r2d2|NP_609152.1|DMEL
OG0000941	LOC120416887|XP_039434719.1|CPIP	RpS28a|NP_651764.1|DMEL, RpS28b|NP_572568.1|DMEL
OG0000942	LOC120420666|XP_039439697.1|CPIP	CG33054|NP_788553.1|DMEL
OG0000943	LOC120419988|XP_039438800.1|CPIP	Tret1-1|NP_610693.1|DMEL, Tret1-2|NP_610694.1|DMEL
OG0000944	LOC120414476|XP_039431604.1|CPIP	ben|NP_511150.1|DMEL, CG3473|NP_609715.1|DMEL
OG0000945	LOC120422285|XP_039441609.1|CPIP	CG9119|NP_612081.1|DMEL, CG32335|NP_728575.2|DMEL
OG0000946	LOC120428439|XP_039449389.1|CPIP, LOC120427626|XP_039448449.1|CPIP	Spn28Dc|NP_609172.1|DMEL
OG0000947	LOC120427061|XP_039447834.1|CPIP, LOC120421155|XP_039440279.1|CPIP, LOC120421145|XP_039440268.1|CPIP, LOC120421144|XP_039440267.1|CPIP	EbpIII|NP_524966.1|DMEL
OG0000948	LOC120413180|XP_039429827.1|CPIP	CycJ|NP_523903.1|DMEL
OG0000949	LOC120419243|XP_039437835.1|CPIP, LOC120419259|XP_039437851.1|CPIP	IP3K2|NP_572873.2|DMEL
OG0000950	LOC120423626|XP_039443431.1|CPIP	Shawn|NP_001285448.1|DMEL, CG2616|NP_649731.1|DMEL
OG0000951	LOC120424899|XP_039445123.1|CPIP, LOC120432196|XP_039453284.1|CPIP	Prosalpha2|NP_524328.1|DMEL
OG0000952	LOC120417629|XP_039435675.1|CPIP	WDY|NP_001303588.1|DMEL, CG34164|NP_001097152.1|DMEL
OG0000963	LOC120432205|XP_039453301.1|CPIP, LOC120432197|XP_039453288.1|CPIP, LOC120432186|XP_039453264.1|CPIP	CG15043|NP_573300.1|DMEL
OG0000964	LOC120432247|XP_039453355.1|CPIP, LOC120425740|XP_039446280.1|CPIP	CG15042|NP_573308.1|DMEL, krimp|NP_611103.2|DMEL
OG0000965	LOC120412464|XP_039428876.1|CPIP	t|NP_572543.1|DMEL
OG0000966	LOC120418083|XP_039436275.1|CPIP, LOC120419866|XP_039438651.1|CPIP	DJ-1alpha|NP_610916.1|DMEL, dj-1beta|NP_651825.4|DMEL
OG0000968	LOC120413224|XP_039429884.1|CPIP, LOC120413265|XP_039429927.1|CPIP	Mipp1|NP_524109.2|DMEL
OG0000969	LOC120422701|XP_039442146.1|CPIP	Prosalpha3|NP_476691.1|DMEL, Prosalpha3T|NP_651843.1|DMEL
OG0000970	LOC120412746|XP_039429272.1|CPIP, LOC120414836|XP_039432096.1|CPIP, LOC120416782|XP_039434584.1|CPIP	mil|NP_651592.2|DMEL
OG0000971	LOC120412655|XP_039429144.1|CPIP, LOC120420893|XP_039439948.1|CPIP	CG31810|NP_724023.1|DMEL, CG31809|NP_001097168.1|DMEL, CG13284|NP_724022.2|DMEL
OG0000972	LOC120415719|XP_039433248.1|CPIP	CG13295|NP_648021.1|DMEL, CG2854|NP_569999.1|DMEL
OG0000973	LOC120415145|XP_039432513.1|CPIP, LOC120415146|XP_039432515.1|CPIP, LOC120429862|XP_039450871.1|CPIP	CG3526|NP_726832.2|DMEL
OG0000974	LOC120415931|XP_039433510.1|CPIP, LOC120415915|XP_039433495.1|CPIP, LOC120415929|XP_039433509.1|CPIP, LOC120415934|XP_039433514.1|CPIP, LOC120415935|XP_039433515.1|CPIP	Gr64b|NP_728921.1|DMEL
OG0000975	LOC120424400|XP_039444433.1|CPIP	sea|NP_001027175.1|DMEL
OG0000978	LOC120414919|XP_039432185.1|CPIP	CG11825|NP_001260865.1|DMEL
OG0000988	LOC120421063|XP_039440142.1|CPIP	zuc|NP_609530.1|DMEL
OG0000990	LOC120420232|XP_039439155.1|CPIP	RpS10a|NP_651576.1|DMEL, RpS10b|NP_608324.1|DMEL
OG0000991	LOC120422538|XP_039441935.1|CPIP, LOC120417786|XP_039435882.1|CPIP	CG33181|NP_001096908.1|DMEL
OG0000992	LOC120423852|XP_039443737.1|CPIP	CG33474|NP_995800.1|DMEL, CG13827|NP_001247263.1|DMEL
OG0000993	LOC120430226|XP_039451240.1|CPIP	Rpp14a|NP_001097977.1|DMEL, Rpp14b|NP_651769.1|DMEL
OG0000994	LOC120424683|XP_039444794.1|CPIP, LOC120424625|XP_039444724.1|CPIP	CG4666|NP_572292.1|DMEL
OG0000995	LOC120427566|XP_039448374.1|CPIP	qjt|NP_648987.1|DMEL, CG42300|NP_727865.2|DMEL, CG42299|NP_727866.2|DMEL, cerv|NP_573043.1|DMEL
OG0000996	LOC120427074|XP_039447850.1|CPIP	PI31|NP_610715.1|DMEL
OG0000997	LOC120420924|XP_039439987.1|CPIP	Drl-2|NP_610835.2|DMEL
OG0000998	LOC120424650|XP_039444755.1|CPIP, LOC120424647|XP_039444749.1|CPIP	mthl10|NP_788446.2|DMEL
OG0000999	LOC120423615|XP_039443416.1|CPIP	RpL22-like|NP_611771.1|DMEL, RpL22|NP_477134.1|DMEL
OG0001000	LOC120424549|XP_039444648.1|CPIP	conu|NP_001036454.1|DMEL
OG0001001	LOC120419379|XP_039437985.1|CPIP, LOC120419368|XP_039437971.1|CPIP, LOC120428792|XP_039449824.1|CPIP	unc-5|NP_611033.2|DMEL
OG0001002	LOC120420795|XP_039439844.1|CPIP, LOC120420762|XP_039439801.1|CPIP, LOC120419729|XP_039438460.1|CPIP	Ugt301D1|NP_609882.1|DMEL
OG0001003	LOC120417872|XP_039436027.1|CPIP	UQCR-11|NP_001163852.1|DMEL, UQCR-11L|NP_724697.1|DMEL
OG0001004	LOC120427940|XP_039448820.1|CPIP	p24-2|NP_788617.1|DMEL, eca|NP_788616.1|DMEL
OG0001006	LOC120412343|XP_039428677.1|CPIP	RpL10Aa|NP_650410.1|DMEL, RpL10Ab|NP_648514.1|DMEL
OG0001007	LOC120412364|XP_039428722.1|CPIP	eEF5|NP_611878.1|DMEL
OG0001008	LOC120425096|XP_039445425.1|CPIP	UQCR-14L|NP_651614.1|DMEL, UQCR-14|NP_573110.1|DMEL
OG0001009	LOC120422414|XP_039441762.1|CPIP	RpL34b|NP_649887.1|DMEL, RpL34a|NP_651460.2|DMEL
OG0001019	LOC120431968|XP_039453040.1|CPIP, LOC120426070|XP_039446688.1|CPIP, LOC120420148|XP_039439078.1|CPIP	RYa-R|NP_001287552.1|DMEL
OG0001020	LOC120432292|XP_039453413.1|CPIP, LOC120432291|XP_039453412.1|CPIP, LOC120432246|XP_039453354.1|CPIP, LOC120432290|XP_039453411.1|CPIP	GstT3|NP_001162808.1|DMEL
OG0001021	LOC120414374|XP_039431472.1|CPIP, LOC120415238|XP_039432635.1|CPIP, LOC120422475|XP_039441864.1|CPIP, LOC120422464|XP_039441851.1|CPIP	Tsp|NP_001137802.1|DMEL
OG0001022	LOC120418094|XP_039436296.1|CPIP, LOC120419901|XP_039438703.1|CPIP	ATPsynepsilonL|NP_001097736.1|DMEL, sun|NP_524682.1|DMEL
OG0001024	LOC120427860|XP_039448711.1|CPIP, LOC120418640|XP_039437020.1|CPIP	CG31075|NP_001247324.1|DMEL
OG0001025	LOC120425358|XP_039445799.1|CPIP, LOC120429619|XP_039450584.1|CPIP	CAH2|NP_648555.1|DMEL
OG0001026	LOC120422301|XP_039441626.1|CPIP, LOC120422302|XP_039441627.1|CPIP	CG14763|NP_610340.1|DMEL
OG0001027	LOC120416048|XP_039433643.1|CPIP, LOC120423608|XP_039443408.1|CPIP, LOC120423611|XP_039443410.1|CPIP, LOC120416052|XP_039433646.1|CPIP	Indy|NP_730363.2|DMEL
OG0001028	LOC120427120|XP_039447907.1|CPIP, LOC120425132|XP_039445491.1|CPIP	UK114|NP_609747.1|DMEL
OG0001029	LOC120428402|XP_039449350.1|CPIP, LOC120423780|XP_039443632.1|CPIP, LOC120419109|XP_039437637.1|CPIP, LOC120417576|XP_039435621.1|CPIP	cag|NP_477207.1|DMEL
OG0001031	LOC120422610|XP_039442034.1|CPIP	CG42748|NP_001260684.1|DMEL
OG0001032	LOC120420748|XP_039439778.1|CPIP	klhl10|NP_001015100.2|DMEL
OG0001033	LOC120412515|XP_039428945.1|CPIP	BoYb|NP_649430.1|DMEL
OG0001042	LOC120415636|XP_039433169.1|CPIP, LOC120415634|XP_039433167.1|CPIP	Cyp4c3|NP_524598.1|DMEL
OG0001043	LOC120428461|XP_039449409.1|CPIP, LOC120428460|XP_039449408.1|CPIP	CG7860|NP_573039.1|DMEL
OG0001044	LOC120430637|XP_039451667.1|CPIP, LOC120414295|XP_039431364.1|CPIP, LOC120431058|XP_039452146.1|CPIP, LOC120423322|XP_039443017.1|CPIP, LOC120426241|XP_039446912.1|CPIP	tor|NP_476762.1|DMEL
OG0001045	LOC120418895|XP_039437360.1|CPIP, LOC120418897|XP_039437362.1|CPIP, LOC120418896|XP_039437361.1|CPIP	ADPS|NP_611006.1|DMEL
OG0001046	LOC120414288|XP_039431353.1|CPIP	CG30108|NP_725705.2|DMEL, CG30109|NP_725706.1|DMEL
OG0001047	LOC120419261|XP_039437850.1|CPIP	cid|NP_523730.2|DMEL
OG0001048	LOC120427460|XP_039448272.1|CPIP, LOC120415347|XP_039432770.1|CPIP, LOC120415491|XP_039432993.1|CPIP	CG13492|NP_726121.3|DMEL
OG0001049	LOC120418908|XP_039437369.1|CPIP	CG11357|NP_001097505.1|DMEL
OG0001050	LOC120424973|XP_039445263.1|CPIP	Apl|NP_730182.1|DMEL, Arts|NP_001261957.1|DMEL
OG0001051	LOC120428680|XP_039449673.1|CPIP	ppk16|NP_001334673.1|DMEL
OG0001052	LOC120423094|XP_039442705.1|CPIP	CG17292|NP_609216.1|DMEL
OG0001053	LOC120414310|XP_039431383.1|CPIP	NO66|NP_572160.1|DMEL
OG0001054	LOC120426826|XP_039447547.1|CPIP	rumi|NP_651095.1|DMEL, CG31139|NP_732797.1|DMEL
OG0001056	LOC120418272|XP_039436525.1|CPIP	Slc25A46b|NP_609864.1|DMEL, Slc25A46a|NP_573096.1|DMEL
OG0001057	LOC120430572|XP_039451611.1|CPIP	Aldh|NP_609285.1|DMEL
OG0001058	LOC120416636|XP_039434382.1|CPIP	CG2556|NP_572805.1|DMEL
OG0001059	LOC120415206|XP_039432595.1|CPIP	Chd3|NP_649111.1|DMEL
OG0001073	LOC120431391|XP_039452478.1|CPIP	Tl|NP_001262995.1|DMEL
OG0001074	LOC120414966|XP_039432232.1|CPIP	Mp20|NP_001014522.2|DMEL
OG0001077	LOC120425417|XP_039445881.1|CPIP	CG40228|NP_001104426.1|DMEL, CG6244|NP_996099.1|DMEL
OG0001078	LOC120417092|XP_039435005.1|CPIP, LOC120418041|XP_039436223.1|CPIP	Cyp18a1|NP_728191.1|DMEL
OG0001079	LOC120413721|XP_039430582.1|CPIP	pav|NP_477025.1|DMEL
OG0001080	LOC120424184|XP_039444173.1|CPIP	Klp61F|NP_476818.1|DMEL
OG0001081	LOC120424185|XP_039444176.1|CPIP, LOC120422819|XP_039442287.1|CPIP	CG4572|NP_650836.1|DMEL
OG0001082	LOC120422638|XP_039442070.1|CPIP	exu|NP_725995.1|DMEL
OG0001083	LOC120424383|XP_039444416.1|CPIP	mkg-p|NP_648219.1|DMEL
OG0001084	LOC120414378|XP_039431483.1|CPIP, LOC120428045|XP_039448942.1|CPIP, LOC120415730|XP_039433256.1|CPIP	chk|NP_001163063.1|DMEL
OG0001085	LOC120429944|XP_039450976.1|CPIP	Gp210|NP_610184.2|DMEL
OG0001086	LOC120420100|XP_039438981.1|CPIP	gammaSnap2|NP_649980.1|DMEL, gammaSnap1|NP_477469.1|DMEL
OG0001087	LOC120412412|XP_039428808.1|CPIP	cmet|NP_524993.3|DMEL, cana|NP_001027247.1|DMEL
OG0001088	LOC120418521|XP_039436891.1|CPIP, LOC120414624|XP_039431791.1|CPIP	CG13313|NP_648267.1|DMEL
OG0001089	LOC120424839|XP_039445003.1|CPIP	CG1316|NP_647887.1|DMEL
OG0001090	LOC120423504|XP_039443279.1|CPIP, LOC120423512|XP_039443287.1|CPIP, LOC120431958|XP_039453026.1|CPIP, LOC120423513|XP_039443290.1|CPIP	Awh|NP_001261379.1|DMEL
OG0001092	LOC120413539|XP_039430351.1|CPIP	TfIIS|NP_476967.1|DMEL
OG0001093	LOC120413540|XP_039430353.1|CPIP	l_2_34Fc|NP_609710.1|DMEL
OG0001094	LOC120413630|XP_039430474.1|CPIP	CG46301|NP_001334737.1|DMEL
OG0001095	LOC120417378|XP_039435329.1|CPIP, LOC120417361|XP_039435306.1|CPIP, LOC120417357|XP_039435303.1|CPIP	CG7461|NP_611409.2|DMEL
OG0001096	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP, LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP	Irk3|NP_001137835.2|DMEL
OG0001097	LOC120415700|XP_039433225.1|CPIP	l_2_41Ab|NP_001104357.1|DMEL
OG0001099	LOC120419084|XP_039437601.1|CPIP	AsnS|NP_996132.1|DMEL
OG0001100	LOC120415264|XP_039432666.1|CPIP	CG40160|NP_001015213.3|DMEL
OG0001101	LOC120425311|XP_039445716.1|CPIP	CG30460|NP_611186.2|DMEL
OG0001102	LOC120414050|XP_039431003.1|CPIP, LOC120414045|XP_039430999.1|CPIP	fz|NP_001261836.1|DMEL
OG0001103	LOC120416829|XP_039434650.1|CPIP	Decay|NP_477462.1|DMEL
OG0001104	LOC120432582|XP_039453752.1|CPIP	Den1|NP_001163126.1|DMEL
OG0001105	LOC120432555|XP_039453718.1|CPIP	Sec61gamma|NP_608337.1|DMEL, CG8860|NP_610738.1|DMEL
OG0001106	LOC120431888|XP_039452951.1|CPIP, LOC120422223|XP_039441542.1|CPIP	pan|NP_726528.2|DMEL
OG0001118	LOC120413330|XP_039430037.1|CPIP	Rrp47|NP_573092.1|DMEL
OG0001119	LOC120420344|XP_039439272.1|CPIP, LOC120424039|XP_039443997.1|CPIP	scro|NP_001015473.1|DMEL
OG0001120	LOC120423577|XP_039443370.1|CPIP, LOC120425386|XP_039445836.1|CPIP	p53|NP_996267.1|DMEL
OG0001121	LOC120425839|XP_039446395.1|CPIP, LOC120417386|XP_039435339.1|CPIP	CG30440|NP_610172.1|DMEL
OG0001122	LOC120412874|XP_039429439.1|CPIP	Aplip1|NP_728573.1|DMEL
OG0001124	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP	MESK4|NP_525017.1|DMEL, CG31274|NP_732186.1|DMEL
OG0001125	LOC120413485|XP_039430269.1|CPIP, LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP	MFS9|NP_650889.1|DMEL
OG0001127	LOC120415811|XP_039433372.1|CPIP, LOC120429657|XP_039450624.1|CPIP	obst-G|NP_648529.1|DMEL
OG0001128	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP	dpr13|NP_001033956.2|DMEL
OG0001129	LOC120422189|XP_039441499.1|CPIP	CG9044|NP_001260114.1|DMEL
OG0001130	LOC120424895|XP_039445117.1|CPIP	TbCMF46|NP_609325.2|DMEL, Ppr-Y|NP_001015502.3|DMEL
OG0001131	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP	gw|NP_726596.1|DMEL
OG0001133	LOC120416081|XP_039433692.1|CPIP	spir|NP_724254.1|DMEL
OG0001134	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP	hrg|NP_001261097.1|DMEL
OG0001135	LOC120414352|XP_039431447.1|CPIP, LOC120422246|XP_039441573.1|CPIP	CG3061|NP_650328.1|DMEL
OG0001136	LOC120417494|XP_039435503.1|CPIP	pum|NP_731314.1|DMEL
OG0001137	LOC120418769|XP_039437179.1|CPIP	CG11693|NP_001246985.1|DMEL
OG0001138	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP	galene|NP_612084.1|DMEL
OG0001139	LOC120415108|XP_039432461.1|CPIP	CG11263|NP_648618.1|DMEL
OG0001153	LOC120420201|XP_039439120.1|CPIP	TBPH|NP_477400.1|DMEL, cocoon|NP_648764.1|DMEL
OG0001154	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP	Ndf|NP_001188767.1|DMEL
OG0001155	LOC120430949|XP_039452010.1|CPIP	Pat1|NP_572328.1|DMEL
OG0001157	LOC120424145|XP_039444120.1|CPIP	Ace|NP_476953.1|DMEL
OG0001158	LOC120423984|XP_039443915.1|CPIP	cl|NP_608930.1|DMEL
OG0001159	LOC120432503|XP_039453649.1|CPIP	Ptp99A|NP_651691.4|DMEL
OG0001160	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP	CG2767|NP_649757.1|DMEL
OG0001162	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP	by|NP_649901.1|DMEL
OG0001163	LOC120422549|XP_039441951.1|CPIP	B52|NP_788671.2|DMEL
OG0001164	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP	CG13408|NP_651007.1|DMEL
OG0001167	LOC120426173|XP_039446825.1|CPIP	CG12911|NP_001286280.1|DMEL
OG0001169	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP	CG5162|NP_573202.1|DMEL
OG0001170	LOC120414137|XP_039431105.1|CPIP	CG17083|NP_651139.1|DMEL
OG0001171	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP	Fhos|NP_001261599.1|DMEL
OG0001172	LOC120422279|XP_039441597.1|CPIP	clt|NP_536784.1|DMEL
OG0001173	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP	CG11550|NP_651882.1|DMEL
OG0001174	LOC120418803|XP_039437221.1|CPIP	CG8219|NP_648038.1|DMEL, Tnpo|NP_477368.1|DMEL
OG0001176	LOC120414663|XP_039431867.1|CPIP	tej|NP_610950.2|DMEL
OG0001177	LOC120419053|XP_039437553.1|CPIP	dl|NP_724054.1|DMEL
OG0001178	LOC120416798|XP_039434608.1|CPIP	Cib2|NP_611523.3|DMEL
OG0001179	LOC120415576|XP_039433089.1|CPIP	qvr|NP_001137646.1|DMEL
OG0001180	LOC120427095|XP_039447881.1|CPIP	Crk|NP_651908.1|DMEL
OG0001181	LOC120423217|XP_039442860.1|CPIP	FucTA|NP_648754.2|DMEL
OG0001182	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP	Irk2|NP_001287485.1|DMEL
OG0001183	LOC120416960|XP_039434805.1|CPIP	Jupiter|NP_731599.1|DMEL
OG0001185	LOC120423279|XP_039442953.1|CPIP	Tm1|NP_732006.2|DMEL
OG0001186	LOC120416650|XP_039434393.1|CPIP	Taf7|NP_649748.1|DMEL
OG0001187	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP	CG10151|NP_001137670.1|DMEL
OG0001188	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP	CG8785|NP_610804.1|DMEL
OG0001189	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP	CG9896|NP_611745.1|DMEL
OG0001190	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP	CG17167|NP_001015257.2|DMEL
OG0001191	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP	borr|NP_723450.1|DMEL
OG0001192	LOC120427744|XP_039448583.1|CPIP	CG17376|NP_001285690.1|DMEL, CG17377|NP_723220.2|DMEL
OG0001193	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP	RpS20|NP_524421.1|DMEL
OG0001194	LOC120416843|XP_039434665.1|CPIP	CG3176|NP_569842.1|DMEL, CG32817|NP_726668.1|DMEL, CG13373|NP_001096858.1|DMEL
OG0001195	LOC120418583|XP_039436964.1|CPIP	CG30371|NP_610370.1|DMEL
OG0001201	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP	tobi|NP_651391.1|DMEL
OG0001202	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP	FucTC|NP_001036320.3|DMEL
OG0001203	LOC120413295|XP_039429987.1|CPIP	toy|NP_001368990.1|DMEL
OG0001204	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP	DNApol-gamma35|NP_001027262.1|DMEL
OG0001205	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP	Snm1|NP_649548.1|DMEL
OG0001206	LOC120432275|XP_039453392.1|CPIP	Stat92E|NP_001262760.1|DMEL
OG0001207	LOC120422052|XP_039441319.1|CPIP	Trf2|NP_001096905.1|DMEL
OG0001208	LOC120424548|XP_039444645.1|CPIP	Cht6|NP_001245598.1|DMEL
OG0001209	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP	beat-Vc|NP_001356887.1|DMEL
OG0001210	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP	NetA|NP_511154.3|DMEL
OG0001212	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP	CtsB1|NP_572920.1|DMEL
OG0001213	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP	Pxt|NP_650648.3|DMEL
OG0001214	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP	Nup133|NP_651080.2|DMEL
OG0001215	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP	CG1213|NP_649599.1|DMEL
OG0001216	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP	Meltrin|NP_001027575.1|DMEL
OG0001217	LOC120423813|XP_039443667.1|CPIP	Ir40a|NP_610140.4|DMEL
OG0001218	LOC120422590|XP_039442016.1|CPIP	bb8|NP_651140.1|DMEL
OG0001220	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP	Gadd45|NP_610264.1|DMEL
OG0001221	LOC120422630|XP_039442062.1|CPIP	CG11159|NP_611505.1|DMEL
OG0001223	LOC120416560|XP_039434225.1|CPIP	CG3107|NP_001036470.1|DMEL
OG0001224	LOC120416226|XP_039433860.1|CPIP	Sod2|NP_476925.1|DMEL
OG0001225	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP	Aldh-III|NP_724562.2|DMEL
OG0001226	LOC120418804|XP_039437222.1|CPIP	Fpps|NP_477380.1|DMEL
OG0001227	LOC120420146|XP_039439038.1|CPIP	Gr28b|NP_995642.1|DMEL
OG0001228	LOC120414239|XP_039431284.1|CPIP, LOC120424577|XP_039444677.1|CPIP	CG8952|NP_573072.1|DMEL
OG0001229	LOC120430378|XP_039451410.1|CPIP	CG41520|NP_001104019.1|DMEL
OG0001230	LOC120422782|XP_039442254.1|CPIP	CG8060|NP_611117.2|DMEL
OG0001231	LOC120419802|XP_039438571.1|CPIP	Tif-IA|NP_788084.1|DMEL
