Orthogroup	CPIP.longest_only	DSIM.longest_only
OG0001959	LOC120414470|XP_039431599.1|CPIP, LOC120424420|XP_039444468.1|CPIP	LOC6738838|XP_002085638.2|DSIM
OG0001960	LOC120417614|XP_039435662.1|CPIP	LOC6736351|XP_016029825.1|DSIM
OG0001961	LOC120423619|XP_039443423.1|CPIP, LOC120416060|XP_039433658.1|CPIP	LOC6736140|XP_016029530.1|DSIM
OG0001962	LOC120419531|XP_039438176.1|CPIP	LOC6733437|XP_002080494.3|DSIM
OG0001963	LOC120424975|XP_039445265.1|CPIP	LOC6738384|XP_016032210.1|DSIM
OG0001964	LOC120414117|XP_039431078.1|CPIP	LOC6737131|XP_016030763.1|DSIM
OG0001966	LOC120415806|XP_039433364.1|CPIP, LOC120426922|XP_039447663.1|CPIP	LOC6727694|XP_002103056.2|DSIM
OG0001967	LOC120427113|XP_039447896.1|CPIP	LOC6735510|XP_016028841.1|DSIM
OG0001968	LOC120427121|XP_039447908.1|CPIP	LOC6737572|XP_002084405.1|DSIM
OG0001969	LOC120422690|XP_039442133.1|CPIP	LOC6733386|XP_039148675.1|DSIM
OG0001970	LOC120417470|XP_039435472.1|CPIP	LOC6735761|XP_016029131.1|DSIM
OG0001971	LOC120421398|XP_039440533.1|CPIP	LOC6735335|XP_016028677.1|DSIM
OG0001972	LOC120421381|XP_039440511.1|CPIP	LOC6733146|XP_002080222.1|DSIM
OG0001973	LOC120429163|XP_039450304.1|CPIP, LOC120430005|XP_039451041.1|CPIP	LOC6735883|XP_016029240.1|DSIM
OG0001974	LOC120414968|XP_039432233.1|CPIP	LOC6733699|XP_002080746.1|DSIM
OG0001975	LOC120416053|XP_039433649.1|CPIP	LOC6736472|XP_002083343.1|DSIM
OG0001976	LOC120416313|XP_039433969.1|CPIP	LOC6739401|XP_002076307.1|DSIM
OG0001977	LOC120426547|XP_039447251.1|CPIP, LOC120426354|XP_039447050.1|CPIP	LOC6731249|XP_016023787.1|DSIM
OG0001978	LOC120427687|XP_039448510.1|CPIP	LOC6732646|XP_002079763.1|DSIM
OG0001979	LOC120419194|XP_039437800.1|CPIP	LOC6731400|XP_002078553.1|DSIM
OG0001980	LOC120415672|XP_039433189.1|CPIP	LOC6730397|XP_002077579.1|DSIM
OG0001982	LOC120419190|XP_039437794.1|CPIP	LOC27207519|XP_016022786.1|DSIM
OG0001983	LOC120414077|XP_039431032.1|CPIP	LOC27208878|XP_039149301.1|DSIM
OG0001984	LOC120414105|XP_039431063.1|CPIP	LOC6731169|XP_002078327.1|DSIM
OG0001985	LOC120422386|XP_039441733.1|CPIP	LOC6731655|XP_016024337.1|DSIM
OG0001986	LOC120430331|XP_039451366.1|CPIP	LOC27207907|XP_016023821.1|DSIM
OG0001987	LOC120431823|XP_039452877.1|CPIP, LOC120414770|XP_039432018.1|CPIP	LOC27207378|XP_016037575.1|DSIM
OG0001988	LOC120418943|XP_039437415.1|CPIP	LOC6734903|XP_016028176.1|DSIM
OG0001989	LOC120414766|XP_039432013.1|CPIP	LOC6730492|XP_002077673.2|DSIM
OG0001990	LOC120427784|XP_039448642.1|CPIP	LOC6731831|XP_016024513.1|DSIM
OG0001991	LOC120414782|XP_039432028.1|CPIP	LOC27206899|XP_039154520.1|DSIM
OG0001992	LOC120429761|XP_039450747.1|CPIP, LOC120430622|XP_039451649.1|CPIP, LOC120431608|XP_039452646.1|CPIP	LOC6732072|XP_016024742.2|DSIM
OG0001993	LOC120415092|XP_039432445.1|CPIP, LOC120420891|XP_039439947.1|CPIP	LOC6731218|XP_002078377.1|DSIM
OG0001994	LOC120420105|XP_039438990.1|CPIP	LOC6727328|XP_016033856.1|DSIM
OG0001995	LOC120423638|XP_039443446.1|CPIP	LOC6732820|XP_002079933.1|DSIM
OG0001997	LOC120423172|XP_039442793.1|CPIP	LOC6736125|XP_002083025.1|DSIM
OG0001998	LOC120422362|XP_039441707.1|CPIP	LOC6736127|XP_002083027.1|DSIM
OG0001999	LOC120424412|XP_039444454.1|CPIP	LOC6733832|XP_039148756.1|DSIM
OG0002000	LOC120416072|XP_039433675.1|CPIP	LOC6731482|XP_002078631.1|DSIM
OG0002001	LOC120430517|XP_039451561.1|CPIP	LOC6732654|XP_016025368.2|DSIM
OG0002002	LOC120419842|XP_039438611.1|CPIP	LOC6734159|XP_002081188.1|DSIM
OG0002003	LOC120412842|XP_039429398.1|CPIP	LOC27207690|XP_016024252.1|DSIM
OG0002004	LOC120413518|XP_039430313.1|CPIP	LOC6732619|XP_016025327.1|DSIM
OG0002005	LOC120416771|XP_039434563.1|CPIP	LOC6732489|XP_039154416.1|DSIM
OG0002006	LOC120423468|XP_039443227.1|CPIP	LOC6731360|XP_039147199.1|DSIM
OG0002008	LOC120415534|XP_039433027.1|CPIP	LOC27207557|XP_016037384.1|DSIM
OG0002009	LOC120415589|XP_039433114.1|CPIP	LOC6735777|XP_002082690.1|DSIM
OG0002010	LOC120421995|XP_039441241.1|CPIP	LOC6731578|XP_002078719.2|DSIM
OG0002011	LOC120421156|XP_039440280.1|CPIP	LOC6732900|XP_016025622.1|DSIM
OG0002012	LOC120417784|XP_039435880.1|CPIP, LOC120412482|XP_039428907.1|CPIP	LOC6731058|XP_002078217.3|DSIM
OG0002013	LOC120415549|XP_039433053.1|CPIP	LOC6732772|XP_039147050.1|DSIM
OG0002014	LOC120418715|XP_039437122.1|CPIP	LOC6735483|XP_016028818.1|DSIM
OG0002015	LOC120419666|XP_039438364.1|CPIP	LOC6731390|XP_002078543.1|DSIM
OG0002016	LOC120432429|XP_039453578.1|CPIP	LOC6733629|XP_016026590.1|DSIM
OG0002017	LOC120432426|XP_039453565.1|CPIP	LOC6731889|XP_039154308.1|DSIM
OG0002018	LOC120423389|XP_039443107.1|CPIP	LOC6731219|XP_016023760.1|DSIM
OG0002019	LOC120412660|XP_039429156.1|CPIP	LOC6732086|XP_002079218.2|DSIM
OG0002020	LOC120423990|XP_039443921.1|CPIP	LOC6739250|XP_016025539.1|DSIM
OG0002021	LOC120430575|XP_039451616.1|CPIP, LOC120423971|XP_039443897.1|CPIP	LOC6735508|XP_016028840.1|DSIM
OG0002022	LOC120414027|XP_039430984.1|CPIP	LOC6733034|XP_016025721.1|DSIM
OG0002023	LOC120412669|XP_039429165.1|CPIP	LOC6728274|XP_039150914.1|DSIM
OG0002024	LOC120419040|XP_039437540.1|CPIP	LOC6731778|XP_002078913.1|DSIM
OG0002025	LOC120429066|XP_039450141.1|CPIP	LOC6731976|XP_039148436.1|DSIM
OG0002026	LOC120423191|XP_039442824.1|CPIP	LOC6739094|XP_039149850.1|DSIM, LOC120284800|XP_039149851.1|DSIM
OG0002027	LOC120420630|XP_039439637.1|CPIP	LOC6735712|XP_016029086.1|DSIM
OG0002028	LOC120420635|XP_039439645.1|CPIP	LOC6735947|XP_016029298.1|DSIM
OG0002029	LOC120416142|XP_039433752.1|CPIP	LOC6736901|XP_002083754.1|DSIM
OG0002030	LOC120416219|XP_039433852.1|CPIP	LOC6736095|XP_016029490.1|DSIM
OG0002031	LOC120415104|XP_039432456.1|CPIP	LOC6734383|XP_016027504.1|DSIM
OG0002032	LOC120419421|XP_039438033.1|CPIP	LOC6727228|XP_002102620.3|DSIM
OG0002033	LOC120418864|XP_039437335.1|CPIP	LOC6725630|XP_039153548.1|DSIM
OG0002034	LOC120419537|XP_039438184.1|CPIP	LOC27207764|XP_016037637.2|DSIM
OG0002035	LOC120418911|XP_039437376.1|CPIP	LOC6728909|XP_002104239.2|DSIM
OG0002036	LOC120413806|XP_039430699.1|CPIP	LOC6728706|XP_016035373.2|DSIM
OG0002037	LOC120426341|XP_039447036.1|CPIP	LOC27207182|XP_016030378.1|DSIM
OG0002038	LOC120419712|XP_039438434.1|CPIP	LOC6727373|XP_002102758.1|DSIM
OG0002039	LOC120432387|XP_039453516.1|CPIP	LOC27208877|XP_016025917.2|DSIM, LOC27208205|XP_016025878.1|DSIM
OG0002040	LOC120424088|XP_039444039.1|CPIP	LOC120284217|XP_039154244.1|DSIM, LOC27206198|XP_039154242.1|DSIM
OG0002041	LOC120417055|XP_039434941.1|CPIP	LOC6733574|XP_016026524.1|DSIM
OG0002042	LOC120421220|XP_039440356.1|CPIP	LOC6727069|XP_002102466.1|DSIM
OG0002043	LOC120428111|XP_039449028.1|CPIP	LOC6726871|XP_002102273.1|DSIM
OG0002044	LOC120413784|XP_039430662.1|CPIP	LOC6739760|XP_039151026.1|DSIM
OG0002045	LOC120422098|XP_039441384.1|CPIP	LOC6739699|XP_016035602.2|DSIM
OG0002046	LOC120413953|XP_039430890.1|CPIP	LOC6724736|XP_002105779.1|DSIM
OG0002047	LOC120413023|XP_039429625.1|CPIP	LOC6740235|XP_039153822.1|DSIM
OG0002048	LOC120413048|XP_039429675.1|CPIP	LOC6728392|XP_002103740.2|DSIM
OG0002049	LOC120413018|XP_039429611.1|CPIP	LOC6728517|XP_016035172.2|DSIM
OG0002050	LOC120430297|XP_039451330.1|CPIP	LOC6727915|XP_039150663.1|DSIM
OG0002053	LOC120421361|XP_039440494.1|CPIP	LOC6739701|XP_039151298.1|DSIM
OG0002054	LOC120422046|XP_039441311.1|CPIP	LOC6726853|XP_002102255.2|DSIM
OG0002055	LOC120432078|XP_039453145.1|CPIP	LOC6728446|XP_016035057.1|DSIM
OG0002056	LOC120422725|XP_039442187.1|CPIP	LOC6737838|XP_002084666.2|DSIM
OG0002057	LOC120422721|XP_039442185.1|CPIP	LOC6731841|XP_002078976.1|DSIM
OG0002058	LOC120422720|XP_039442184.1|CPIP	LOC6736210|XP_002083105.1|DSIM
OG0002059	LOC120422719|XP_039442181.1|CPIP	LOC6729620|XP_002104928.1|DSIM
OG0002060	LOC120418253|XP_039436500.1|CPIP, LOC120422711|XP_039442170.1|CPIP	LOC6734527|XP_016027644.1|DSIM
OG0002061	LOC120422716|XP_039442176.1|CPIP, LOC120418238|XP_039436475.1|CPIP	LOC6736012|XP_016029388.1|DSIM
OG0002064	LOC120427824|XP_039448680.1|CPIP	LOC27206253|XP_039149593.1|DSIM
OG0002066	LOC120424112|XP_039444072.1|CPIP	LOC6727872|XP_016034465.1|DSIM
OG0002067	LOC120424122|XP_039444097.1|CPIP	LOC6735946|XP_002082855.1|DSIM
OG0002068	LOC120429305|XP_039450465.1|CPIP	LOC6735143|XP_002082120.2|DSIM
OG0002069	LOC120416648|XP_039434392.1|CPIP	LOC27208881|XP_016025964.1|DSIM
OG0002070	LOC120416657|XP_039434401.1|CPIP	LOC6728589|XP_002103930.1|DSIM
OG0002071	LOC120414983|XP_039432267.1|CPIP	LOC6729504|XP_016036177.1|DSIM
OG0002072	LOC120419937|XP_039438734.1|CPIP	LOC6734692|XP_016027890.1|DSIM
OG0002073	LOC120414173|XP_039431171.1|CPIP	LOC6738107|XP_016031936.1|DSIM
OG0002074	LOC120430722|XP_039451768.1|CPIP	LOC6734586|XP_002081594.1|DSIM
OG0002075	LOC120429589|XP_039450560.1|CPIP, LOC120424597|XP_039444695.1|CPIP	LOC27208875|XP_016024027.1|DSIM
OG0002076	LOC120421685|XP_039440849.1|CPIP	LOC6735790|XP_016029164.1|DSIM
OG0002077	LOC120421681|XP_039440845.1|CPIP	LOC6736295|XP_016029774.1|DSIM
OG0002079	LOC120425808|XP_039446361.1|CPIP	LOC6738801|XP_016032612.1|DSIM
OG0002080	LOC120425571|XP_039446070.1|CPIP	LOC6734867|XP_016028129.1|DSIM
OG0002081	LOC120415329|XP_039432751.1|CPIP, LOC120415281|XP_039432685.1|CPIP	LOC6736031|XP_016029425.1|DSIM
OG0002082	LOC120416205|XP_039433827.1|CPIP	LOC6734812|XP_016028030.1|DSIM
OG0002083	LOC120421448|XP_039440588.1|CPIP	LOC6739950|XP_039152513.1|DSIM
OG0002084	LOC120431265|XP_039452332.1|CPIP	LOC6735856|XP_002082766.2|DSIM
OG0002085	LOC120417969|XP_039436139.1|CPIP	LOC6735694|XP_016029071.1|DSIM
OG0002086	LOC120431538|XP_039452581.1|CPIP	LOC27208273|XP_016028957.1|DSIM
OG0002087	LOC120412754|XP_039429281.1|CPIP, LOC120424471|XP_039444539.1|CPIP	LOC6738754|XP_016032565.1|DSIM
OG0002088	LOC120415883|XP_039433454.1|CPIP	LOC6738878|XP_016032698.1|DSIM
OG0002089	LOC120415358|XP_039432781.1|CPIP	LOC6733593|XP_016026553.1|DSIM
OG0002090	LOC120415870|XP_039433440.1|CPIP	LOC6737913|XP_016031685.1|DSIM
OG0002091	LOC120416853|XP_039434677.1|CPIP	LOC6736037|XP_002082939.1|DSIM
OG0002092	LOC120416818|XP_039434633.1|CPIP, LOC120412524|XP_039428953.1|CPIP	LOC6738330|XP_016032176.1|DSIM
OG0002093	LOC120413492|XP_039430283.1|CPIP, LOC120421859|XP_039441091.1|CPIP	LOC6735668|XP_016029033.1|DSIM
OG0002094	LOC120413273|XP_039429936.1|CPIP, LOC120414977|XP_039432245.1|CPIP	LOC6735957|XP_002082866.1|DSIM
OG0002095	LOC120415199|XP_039432591.1|CPIP	LOC6731597|XP_002078738.1|DSIM, LOC27207716|XP_016040062.1|DSIM
OG0002096	LOC120424725|XP_039444841.1|CPIP	LOC6734491|XP_039148502.1|DSIM
OG0002097	LOC120421572|XP_039440737.1|CPIP	LOC6733737|XP_016026703.1|DSIM
OG0002098	LOC120432554|XP_039453717.1|CPIP, LOC120432556|XP_039453719.1|CPIP	LOC6739032|XP_016032871.1|DSIM
OG0002099	LOC120425826|XP_039446378.1|CPIP, LOC120416713|XP_039434469.1|CPIP	LOC6728944|XP_002104272.1|DSIM
OG0002100	LOC120431445|XP_039452497.1|CPIP, LOC120422226|XP_039441545.1|CPIP, LOC120422221|XP_039441539.1|CPIP	LOC6738151|XP_016031982.2|DSIM
OG0002101	LOC120423808|XP_039443658.1|CPIP	LOC6733526|XP_039148618.1|DSIM
OG0002102	LOC120428249|XP_039449169.1|CPIP	LOC6735372|XP_016028701.1|DSIM
OG0002103	LOC120424261|XP_039444257.1|CPIP	LOC6739698|XP_016035627.2|DSIM
OG0002105	LOC120423727|XP_039443567.1|CPIP	LOC6730532|XP_002077711.1|DSIM
OG0002117	LOC120422063|XP_039441333.1|CPIP	LOC6735264|XP_002082234.1|DSIM
OG0002119	LOC120428556|XP_039449519.1|CPIP, LOC120413279|XP_039429944.1|CPIP	LOC6729516|XP_016036189.1|DSIM
OG0002120	LOC120413305|XP_039430000.1|CPIP	LOC6724743|XP_016037431.1|DSIM
OG0002121	LOC120431490|XP_039452556.1|CPIP	LOC6730033|XP_016036798.1|DSIM
OG0002123	LOC120419276|XP_039437875.1|CPIP	LOC6731397|XP_016024014.1|DSIM
OG0002124	LOC120428874|XP_039449934.1|CPIP	LOC6726348|XP_002107308.1|DSIM
OG0002125	LOC120431117|XP_039452206.1|CPIP	LOC6734570|XP_039148662.1|DSIM
OG0002126	LOC120422458|XP_039441834.1|CPIP	LOC6738909|XP_002085704.1|DSIM
OG0002127	LOC120420229|XP_039439152.1|CPIP	LOC27208333|XP_039154086.1|DSIM
OG0002128	LOC120420212|XP_039439133.1|CPIP	LOC6726361|XP_016039940.1|DSIM
OG0002129	LOC120432319|XP_039453437.1|CPIP	LOC6727529|XP_016034108.1|DSIM
OG0002130	LOC120413375|XP_039430100.1|CPIP	LOC6739914|XP_002076802.2|DSIM
OG0002131	LOC120430730|XP_039451775.1|CPIP, LOC120413341|XP_039430054.1|CPIP	LOC6727580|XP_002102959.1|DSIM
OG0002132	LOC120428359|XP_039449300.1|CPIP	LOC6731746|XP_016024420.1|DSIM
OG0002133	LOC120413362|XP_039430081.1|CPIP	LOC6732098|XP_002079230.2|DSIM, LOC6725796|XP_002106793.1|DSIM
OG0002134	LOC120417703|XP_039435782.1|CPIP	LOC6726267|XP_002107229.2|DSIM
OG0002135	LOC120432195|XP_039453283.1|CPIP, LOC120427666|XP_039448477.1|CPIP	LOC6725410|XP_016038484.1|DSIM
OG0002136	LOC120417027|XP_039434901.1|CPIP	LOC6730133|XP_016036900.1|DSIM
OG0002137	LOC120422079|XP_039441358.1|CPIP	LOC27206480|XP_016035953.1|DSIM
OG0002138	LOC120413337|XP_039430047.1|CPIP	LOC6726314|XP_016039864.1|DSIM
OG0002139	LOC120413324|XP_039430031.1|CPIP	LOC6725055|XP_039152241.1|DSIM
OG0002140	LOC120431394|XP_039452455.1|CPIP	LOC6740037|XP_016038646.1|DSIM
OG0002141	LOC120424691|XP_039444804.1|CPIP	LOC6739171|XP_016033041.1|DSIM
OG0002142	LOC120416920|XP_039434760.1|CPIP, LOC120430553|XP_039451603.1|CPIP	LOC6726685|XP_002102096.1|DSIM
OG0002143	LOC120430599|XP_039451639.1|CPIP	LOC6730540|XP_016022991.1|DSIM
OG0002144	LOC120426029|XP_039446642.1|CPIP	LOC6724710|XP_039152013.1|DSIM
OG0002145	LOC120427971|XP_039448861.1|CPIP	LOC6727367|XP_016033907.1|DSIM
OG0002146	LOC120429017|XP_039450091.1|CPIP	LOC6726687|XP_002102098.1|DSIM
OG0002147	LOC120413718|XP_039430575.1|CPIP	LOC6740064|XP_039153929.1|DSIM
OG0002148	LOC120416248|XP_039433884.1|CPIP, LOC120416247|XP_039433883.1|CPIP, LOC120416256|XP_039433892.1|CPIP	LOC27209428|XP_016030222.1|DSIM
OG0002149	LOC120431264|XP_039452335.1|CPIP	LOC6724732|XP_039152114.1|DSIM
OG0002150	LOC120419617|XP_039438292.1|CPIP	LOC6740135|XP_016039362.1|DSIM
OG0002151	LOC120419620|XP_039438294.1|CPIP	LOC6731830|XP_016024512.1|DSIM
OG0002152	LOC120416903|XP_039434733.1|CPIP	LOC27208488|XP_016034152.1|DSIM
OG0002153	LOC120424542|XP_039444640.1|CPIP, LOC120429007|XP_039450079.1|CPIP	LOC6730079|XP_039151874.1|DSIM
OG0002154	LOC120426470|XP_039447167.1|CPIP	LOC6739913|XP_002076803.1|DSIM
OG0002155	LOC120423054|XP_039442659.1|CPIP	LOC6730274|XP_002105557.1|DSIM
OG0002156	LOC120419889|XP_039438688.1|CPIP	LOC6739143|XP_016032994.1|DSIM
OG0002157	LOC120424135|XP_039444112.1|CPIP	LOC6728259|XP_016034895.1|DSIM
OG0002158	LOC120424147|XP_039444125.1|CPIP	LOC6735144|XP_002082121.1|DSIM
OG0002159	LOC120425011|XP_039445317.1|CPIP	LOC6735868|XP_016029230.1|DSIM
OG0002160	LOC120425027|XP_039445332.1|CPIP	LOC6727176|XP_002102568.3|DSIM
OG0002161	LOC120424948|XP_039445193.1|CPIP, LOC120427119|XP_039447906.1|CPIP	LOC6727507|XP_002102887.1|DSIM
OG0002162	LOC120424944|XP_039445182.1|CPIP	LOC6728669|XP_016035328.1|DSIM
OG0002164	LOC120427447|XP_039448249.1|CPIP	LOC6729638|XP_016036280.1|DSIM
OG0002165	LOC120427457|XP_039448260.1|CPIP	LOC6732579|XP_002079698.1|DSIM
OG0002166	LOC120429237|XP_039450381.1|CPIP	LOC6732140|XP_002079272.2|DSIM
OG0002167	LOC120429250|XP_039450396.1|CPIP	LOC6735226|XP_002082199.1|DSIM
OG0002168	LOC120416847|XP_039434670.1|CPIP	LOC6735949|XP_039148019.1|DSIM
OG0002169	LOC120426989|XP_039447739.1|CPIP, LOC120419251|XP_039437838.1|CPIP	LOC6737480|XP_002084316.1|DSIM
OG0002170	LOC120425471|XP_039445940.1|CPIP	LOC6724690|XP_016037213.1|DSIM
OG0002171	LOC120427719|XP_039448556.1|CPIP	LOC27208656|XP_016035960.1|DSIM
OG0002172	LOC120428999|XP_039450073.1|CPIP	LOC6729200|XP_039151399.1|DSIM
OG0002173	LOC120413450|XP_039430222.1|CPIP, LOC120413460|XP_039430232.1|CPIP	LOC6731901|XP_002079036.1|DSIM
OG0002174	LOC120426014|XP_039446619.1|CPIP	LOC6728087|XP_002103439.2|DSIM
OG0002175	LOC120426015|XP_039446620.1|CPIP	LOC6728088|XP_002103440.2|DSIM
OG0002176	LOC120417855|XP_039436009.1|CPIP	LOC6727498|XP_002102878.1|DSIM
OG0002177	LOC120426230|XP_039446898.1|CPIP, LOC120426232|XP_039446900.1|CPIP	LOC6727800|XP_016034388.1|DSIM
OG0002178	LOC120417189|XP_039435091.1|CPIP	LOC6729830|XP_039151126.1|DSIM
OG0002179	LOC120425564|XP_039446063.1|CPIP	LOC6729552|XP_016036221.1|DSIM
OG0002180	LOC120423290|XP_039442986.1|CPIP	LOC6730212|XP_016036962.1|DSIM
OG0002182	LOC120427181|XP_039447973.1|CPIP, LOC120430691|XP_039451726.1|CPIP	LOC6727155|XP_016033639.1|DSIM
OG0002183	LOC120412611|XP_039429093.1|CPIP, LOC120417685|XP_039435755.1|CPIP	LOC6735237|XP_039147537.1|DSIM
OG0002184	LOC120431815|XP_039452868.1|CPIP	LOC6728136|XP_002103487.2|DSIM
OG0002185	LOC120426735|XP_039447442.1|CPIP	LOC6727973|XP_016034565.1|DSIM
OG0002186	LOC120421820|XP_039441032.1|CPIP	LOC6731153|XP_002078311.1|DSIM
OG0002187	LOC120416088|XP_039433709.1|CPIP	LOC6729112|XP_002104433.1|DSIM
OG0002188	LOC120416600|XP_039434328.1|CPIP	LOC6735997|XP_016029372.1|DSIM
OG0002189	LOC120424029|XP_039443986.1|CPIP	LOC27206978|XP_039150284.1|DSIM
OG0002190	LOC120425993|XP_039446585.1|CPIP	LOC6729313|XP_002104630.1|DSIM
OG0002191	LOC120425994|XP_039446587.1|CPIP	LOC6738903|XP_002085698.1|DSIM
OG0002192	LOC120428190|XP_039449104.1|CPIP	LOC6738582|XP_002085386.1|DSIM
OG0002193	LOC120425752|XP_039446293.1|CPIP	LOC6728649|XP_002103989.2|DSIM
OG0002194	LOC120418354|XP_039436640.1|CPIP, LOC120418359|XP_039436649.1|CPIP	LOC6729856|XP_002105159.1|DSIM
OG0002195	LOC120427148|XP_039447940.1|CPIP	LOC6729341|XP_016035982.1|DSIM
OG0002196	LOC120432515|XP_039453666.1|CPIP	LOC6728616|XP_002103957.2|DSIM
OG0002197	LOC120426022|XP_039446630.1|CPIP	LOC6736199|XP_002083094.1|DSIM
OG0002198	LOC120425714|XP_039446247.1|CPIP	LOC6727135|XP_039151853.1|DSIM
OG0002199	LOC120426688|XP_039447398.1|CPIP	LOC6728962|XP_002104290.1|DSIM
OG0002200	LOC120427262|XP_039448055.1|CPIP	LOC6740526|XP_002077352.2|DSIM
OG0002202	LOC120416688|XP_039434442.1|CPIP	LOC27206314|XP_016034787.1|DSIM
OG0002203	LOC120425982|XP_039446570.1|CPIP	LOC6728084|XP_016034708.1|DSIM
OG0002204	LOC120422017|XP_039441275.1|CPIP	LOC6729515|XP_016036188.1|DSIM
OG0002205	LOC120430262|XP_039451281.1|CPIP	LOC6728242|XP_002103591.1|DSIM
OG0002206	LOC120431088|XP_039452178.1|CPIP, LOC120430929|XP_039451983.1|CPIP	LOC6729146|XP_016035793.1|DSIM
OG0002207	LOC120414299|XP_039431367.1|CPIP	LOC27206425|XP_016036694.1|DSIM
OG0002208	LOC120426162|XP_039446814.1|CPIP	LOC6729930|XP_016036692.1|DSIM
OG0002209	LOC120424682|XP_039444792.1|CPIP, LOC120424624|XP_039444723.1|CPIP	LOC6725287|XP_002106308.2|DSIM
OG0002210	LOC120424666|XP_039444773.1|CPIP, LOC120424615|XP_039444710.1|CPIP	LOC6726894|XP_016033404.2|DSIM
OG0002211	LOC120424634|XP_039444734.1|CPIP	LOC6728231|XP_016034868.1|DSIM
OG0002212	LOC120421021|XP_039440078.1|CPIP	LOC6727503|XP_002102883.1|DSIM
OG0002213	LOC120424610|XP_039444704.1|CPIP	LOC6726990|XP_002102391.1|DSIM
OG0002214	LOC120417090|XP_039435002.1|CPIP	LOC6728994|XP_016035659.1|DSIM
OG0002215	LOC120422123|XP_039441427.1|CPIP	LOC6728055|XP_039150741.1|DSIM
OG0002216	LOC120422564|XP_039441984.1|CPIP, LOC120426174|XP_039446824.1|CPIP	LOC6730075|XP_002105368.1|DSIM
OG0002217	LOC120425369|XP_039445812.1|CPIP	LOC6728070|XP_016034688.1|DSIM
OG0002218	LOC120427415|XP_039448216.1|CPIP	LOC120285356|XP_039153572.1|DSIM, LOC27206592|XP_016039407.1|DSIM
OG0002219	LOC120425436|XP_039445901.1|CPIP	LOC6728216|XP_016034855.1|DSIM
OG0002220	LOC120425434|XP_039445899.1|CPIP	LOC6728215|XP_016034854.2|DSIM
OG0002221	LOC120428082|XP_039448995.1|CPIP	LOC6737456|XP_016031225.1|DSIM
OG0002222	LOC120428079|XP_039448990.1|CPIP	LOC6736086|XP_016029483.1|DSIM
OG0002224	LOC120430981|XP_039452053.1|CPIP	LOC6739296|XP_039148670.1|DSIM
OG0002225	LOC120423006|XP_039442563.1|CPIP, LOC120423028|XP_039442603.1|CPIP	LOC6737158|XP_016030815.1|DSIM
OG0002226	LOC120422859|XP_039442342.1|CPIP, LOC120425224|XP_039445589.1|CPIP	LOC6733250|XP_002080313.1|DSIM
OG0002227	LOC120417793|XP_039435896.1|CPIP	LOC6733850|XP_039148574.1|DSIM
OG0002228	LOC120422874|XP_039442355.1|CPIP	LOC6733516|XP_039147778.1|DSIM
OG0002229	LOC120422876|XP_039442369.1|CPIP	LOC6736101|XP_016029492.1|DSIM
OG0002230	LOC120422845|XP_039442323.1|CPIP	LOC6734216|XP_016027261.1|DSIM
OG0002231	LOC120419763|XP_039438524.1|CPIP, LOC120427223|XP_039448024.1|CPIP	LOC6739284|XP_002076191.3|DSIM
OG0002232	LOC120417389|XP_039435342.1|CPIP, LOC120417390|XP_039435345.1|CPIP	LOC6735471|XP_002082410.2|DSIM
OG0002233	LOC120424797|XP_039444943.1|CPIP, LOC120424803|XP_039444951.1|CPIP	LOC6737830|XP_016031605.1|DSIM
OG0002234	LOC120419836|XP_039438606.1|CPIP, LOC120427571|XP_039448380.1|CPIP, LOC120427578|XP_039448392.1|CPIP	LOC6733961|XP_002081005.1|DSIM
OG0002235	LOC120422922|XP_039442430.1|CPIP	LOC6735690|XP_016029068.1|DSIM
OG0002236	LOC120427083|XP_039447862.1|CPIP	LOC6735986|XP_016029348.1|DSIM
OG0002237	LOC120425904|XP_039446461.1|CPIP	LOC6735996|XP_016029370.1|DSIM
OG0002238	LOC120423496|XP_039443270.1|CPIP	LOC6733275|XP_016026166.1|DSIM
OG0002239	LOC120422883|XP_039442377.1|CPIP	LOC6734195|XP_002081224.1|DSIM
OG0002240	LOC120426030|XP_039446645.1|CPIP	LOC6735675|XP_016029046.1|DSIM
OG0002241	LOC120425351|XP_039445787.1|CPIP, LOC120429623|XP_039450587.1|CPIP	LOC6737431|XP_016031204.1|DSIM
OG0002243	LOC120420561|XP_039439563.1|CPIP	LOC6727346|XP_002102731.1|DSIM
OG0002244	LOC120420568|XP_039439580.1|CPIP	LOC6737613|XP_039149898.1|DSIM
OG0002245	LOC120430538|XP_039451586.1|CPIP, LOC120431293|XP_039452369.1|CPIP, LOC120422431|XP_039441782.1|CPIP	LOC6737180|XP_016030868.1|DSIM
OG0002246	LOC120415738|XP_039433273.1|CPIP	LOC6733278|XP_016026168.1|DSIM
OG0002247	LOC120424882|XP_039445080.1|CPIP	LOC27207209|XP_016029302.1|DSIM
OG0002248	LOC120424795|XP_039444940.1|CPIP	LOC6736763|XP_039149400.1|DSIM
OG0002249	LOC120429924|XP_039450955.1|CPIP	LOC6737259|XP_016030970.1|DSIM
OG0002250	LOC120420700|XP_039439731.1|CPIP	LOC6735455|XP_002082395.2|DSIM
OG0002251	LOC120420698|XP_039439726.1|CPIP	LOC6735452|XP_016028760.1|DSIM
OG0002252	LOC120417416|XP_039435393.1|CPIP, LOC120430669|XP_039451704.1|CPIP	LOC6735434|XP_016028738.1|DSIM
