Orthogroup	CPIP.longest_only	BTRY.longest_only
OG0000619	LOC120431340|XP_039452406.1|CPIP, LOC120430529|XP_039451577.1|CPIP	LOC120770244|XP_039953476.1|BTRY
OG0000619	LOC120429166|XP_039450308.1|CPIP, LOC120415620|XP_039433151.1|CPIP	LOC120770241|XP_039953473.1|BTRY
OG0000620	LOC120428697|XP_039449702.1|CPIP	LOC120770404|XP_039953772.1|BTRY
OG0000621	LOC120417806|XP_039435939.1|CPIP	LOC120775491|XP_039961630.1|BTRY
OG0000622	LOC120412871|XP_039429435.1|CPIP	LOC120778660|XP_039966517.1|BTRY
OG0000624	LOC120412594|XP_039429062.1|CPIP	LOC120770040|XP_039953089.1|BTRY
OG0000625	LOC120420027|XP_039438860.1|CPIP	LOC120776452|XP_039963043.1|BTRY
OG0000627	LOC120427326|XP_039448110.1|CPIP	LOC120776359|XP_039962868.1|BTRY, LOC120774810|XP_039960545.1|BTRY, LOC120774493|XP_039960098.1|BTRY
OG0000628	LOC120418965|XP_039437444.1|CPIP	LOC120768533|XP_039951203.1|BTRY
OG0000629	LOC120419834|XP_039438602.1|CPIP	LOC120767240|XP_039949015.1|BTRY
OG0000630	LOC120412813|XP_039429349.1|CPIP	LOC120768594|XP_039951291.1|BTRY, LOC120768253|XP_039950781.1|BTRY
OG0000631	LOC120416872|XP_039434701.1|CPIP	LOC120769034|XP_039951813.1|BTRY
OG0000632	LOC120431988|XP_039453059.1|CPIP, LOC120419672|XP_039438376.1|CPIP	LOC120768631|XP_039951330.1|BTRY
OG0000635	LOC120417897|XP_039436052.1|CPIP	LOC120771029|XP_039954743.1|BTRY
OG0000636	LOC120427318|XP_039448105.1|CPIP	LOC120774407|XP_039959966.1|BTRY
OG0000637	LOC120419435|XP_039438048.1|CPIP, LOC120423148|XP_039442763.1|CPIP	LOC120774775|XP_039960480.1|BTRY, LOC120775765|XP_039962032.1|BTRY
OG0000638	LOC120421466|XP_039440616.1|CPIP	LOC120776108|XP_039962534.1|BTRY
OG0000639	LOC120429394|XP_039450481.1|CPIP	LOC120776470|XP_039963074.1|BTRY
OG0000640	LOC120413002|XP_039429586.1|CPIP	LOC120780808|XP_039968988.1|BTRY, LOC120779378|XP_039967506.1|BTRY, LOC120781518|XP_039969674.1|BTRY, LOC120780779|XP_039968965.1|BTRY
OG0000646	LOC120424024|XP_039443974.1|CPIP	LOC120766994|XP_039948732.1|BTRY
OG0000647	LOC120417689|XP_039435759.1|CPIP	LOC120775839|XP_039962142.1|BTRY
OG0000648	LOC120420178|XP_039439085.1|CPIP	LOC120775350|XP_039961442.1|BTRY
OG0000649	LOC120429957|XP_039450983.1|CPIP	LOC120775972|XP_039962327.1|BTRY, LOC120773891|XP_039958997.1|BTRY
OG0000650	LOC120420233|XP_039439156.1|CPIP	LOC120773802|XP_039958844.1|BTRY, LOC120773804|XP_039958847.1|BTRY
OG0000651	LOC120425481|XP_039445952.1|CPIP	LOC120777253|XP_039964383.1|BTRY
OG0000652	LOC120425999|XP_039446591.1|CPIP	LOC120772025|XP_039956326.1|BTRY
OG0000653	LOC120427412|XP_039448210.1|CPIP, LOC120427411|XP_039448209.1|CPIP	LOC120779703|XP_039968003.1|BTRY, LOC120771262|XP_039955118.1|BTRY
OG0000654	LOC120430316|XP_039451343.1|CPIP	LOC120777165|XP_039964249.1|BTRY
OG0000655	LOC120418498|XP_039436869.1|CPIP	LOC120781232|XP_039969302.1|BTRY
OG0000657	LOC120414701|XP_039431934.1|CPIP	LOC120768026|XP_039950434.1|BTRY
OG0000658	LOC120421966|XP_039441212.1|CPIP	LOC120775403|XP_039961500.1|BTRY
OG0000659	LOC120428322|XP_039449253.1|CPIP	LOC120782147|XP_039970218.1|BTRY, LOC120767870|XP_039950124.1|BTRY
OG0000660	LOC120432453|XP_039453605.1|CPIP	LOC120771061|XP_039954801.1|BTRY
OG0000661	LOC120427094|XP_039447878.1|CPIP	LOC120767720|XP_039949850.1|BTRY
OG0000663	LOC120412947|XP_039429520.1|CPIP	LOC120781218|XP_039969275.1|BTRY
OG0000664	LOC120423934|XP_039443852.1|CPIP	LOC120776183|XP_039962735.1|BTRY
OG0000665	LOC120426832|XP_039447553.1|CPIP	LOC120766477|XP_039947953.1|BTRY, LOC120779745|XP_039968064.1|BTRY, LOC120766254|XP_039947574.1|BTRY
OG0000666	LOC120414520|XP_039431665.1|CPIP	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY, LOC120775238|XP_039961251.1|BTRY
OG0000667	LOC120424397|XP_039444429.1|CPIP	LOC120766741|XP_039948341.1|BTRY
OG0000668	LOC120417871|XP_039436025.1|CPIP	LOC120780330|XP_039968558.1|BTRY
OG0000669	LOC120425665|XP_039446184.1|CPIP	LOC120774304|XP_039959769.1|BTRY, LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY
OG0000670	LOC120425162|XP_039445530.1|CPIP	LOC120775920|XP_039962256.1|BTRY
OG0000671	LOC120432663|XP_039453843.1|CPIP	LOC120782859|XP_039971325.1|BTRY, LOC120779834|XP_039968135.1|BTRY
OG0000672	LOC120423756|XP_039443605.1|CPIP	LOC120778847|XP_039966808.1|BTRY
OG0000673	LOC120428930|XP_039450008.1|CPIP	LOC120780362|XP_039968587.1|BTRY, LOC120773620|XP_039958557.1|BTRY
OG0000677	LOC120417794|XP_039435946.1|CPIP	LOC120774442|XP_039960017.1|BTRY
OG0000678	LOC120413326|XP_039430034.1|CPIP	LOC120780287|XP_039968489.1|BTRY
OG0000679	LOC120422653|XP_039442092.1|CPIP, LOC120422642|XP_039442078.1|CPIP, LOC120422622|XP_039442048.1|CPIP, LOC120429663|XP_039450627.1|CPIP, LOC120413474|XP_039430247.1|CPIP, LOC120413498|XP_039430289.1|CPIP	LOC120775899|XP_039962224.1|BTRY
OG0000680	LOC120425607|XP_039446150.1|CPIP	LOC120773876|XP_039958965.1|BTRY, LOC120773880|XP_039958976.1|BTRY, LOC120773878|XP_039958970.1|BTRY
OG0000681	LOC120418081|XP_039436271.1|CPIP, LOC120419864|XP_039438646.1|CPIP	LOC120773430|XP_039958244.1|BTRY
OG0000683	LOC120421815|XP_039441026.1|CPIP, LOC120427907|XP_039448781.1|CPIP, LOC120420753|XP_039439789.1|CPIP	LOC120766329|XP_039947691.1|BTRY
OG0000684	LOC120430224|XP_039451238.1|CPIP	LOC120782171|XP_039970241.1|BTRY
OG0000685	LOC120414285|XP_039431349.1|CPIP	LOC120772951|XP_039957791.1|BTRY
OG0000686	LOC120423501|XP_039443275.1|CPIP	LOC120781242|XP_039969316.1|BTRY, LOC120773579|XP_039958500.1|BTRY
OG0000687	LOC120413459|XP_039430230.1|CPIP	LOC120776960|XP_039963984.1|BTRY
OG0000688	LOC120431079|XP_039452165.1|CPIP, LOC120417409|XP_039435385.1|CPIP	LOC120772776|XP_039957486.1|BTRY
OG0000689	LOC120431213|XP_039452290.1|CPIP	LOC120770031|XP_039953075.1|BTRY
OG0000690	LOC120417154|XP_039435072.1|CPIP, LOC120414453|XP_039431575.1|CPIP, LOC120415957|XP_039433533.1|CPIP, LOC120421238|XP_039440371.1|CPIP, LOC120417133|XP_039435047.1|CPIP	LOC120773565|XP_039958468.1|BTRY, LOC120773566|XP_039958469.1|BTRY
OG0000691	LOC120426138|XP_039446786.1|CPIP	LOC120777191|XP_039964294.1|BTRY
OG0000692	LOC120412572|XP_039429020.1|CPIP, LOC120412641|XP_039429129.1|CPIP	LOC120779210|XP_039967421.1|BTRY, LOC120778127|XP_039965765.1|BTRY
OG0000694	LOC120415917|XP_039433497.1|CPIP	LOC120774032|XP_039959264.1|BTRY
OG0000695	LOC120421982|XP_039441225.1|CPIP	LOC120767751|XP_039949899.1|BTRY, LOC120781358|XP_039969503.1|BTRY
OG0000696	LOC120430944|XP_039452001.1|CPIP	LOC120768165|XP_039950663.1|BTRY
OG0000697	LOC120428099|XP_039449017.1|CPIP	LOC120781423|XP_039969578.1|BTRY
OG0000698	LOC120412844|XP_039429401.1|CPIP	LOC120768119|XP_039950603.1|BTRY, LOC120769374|XP_039952275.1|BTRY
OG0000699	LOC120427812|XP_039448668.1|CPIP	LOC120768226|XP_039950738.1|BTRY
OG0000700	LOC120422038|XP_039441297.1|CPIP	LOC120768126|XP_039950614.1|BTRY
OG0000701	LOC120432450|XP_039453600.1|CPIP	LOC120771893|XP_039956097.1|BTRY, LOC120776077|XP_039962480.1|BTRY
OG0000702	LOC120429861|XP_039450866.1|CPIP	LOC120781839|XP_039969995.1|BTRY
OG0000703	LOC120415396|XP_039432859.1|CPIP	LOC120770853|XP_039954392.1|BTRY
OG0000704	LOC120415202|XP_039432596.1|CPIP	LOC120775825|XP_039962115.1|BTRY
OG0000705	LOC120415894|XP_039433467.1|CPIP	LOC120776363|XP_039962873.1|BTRY
OG0000706	LOC120431510|XP_039452545.1|CPIP, LOC120417499|XP_039435510.1|CPIP	LOC120773351|XP_039958105.1|BTRY
OG0000707	LOC120420877|XP_039439931.1|CPIP, LOC120417438|XP_039435414.1|CPIP	LOC120774249|XP_039959648.1|BTRY
OG0000708	LOC120414023|XP_039430974.1|CPIP	LOC120773437|XP_039958254.1|BTRY
OG0000709	LOC120425929|XP_039446484.1|CPIP	LOC120774189|XP_039959550.1|BTRY
OG0000710	LOC120419565|XP_039438228.1|CPIP	LOC120772668|XP_039957337.1|BTRY
OG0000711	LOC120414993|XP_039432285.1|CPIP	LOC120774260|XP_039959660.1|BTRY
OG0000712	LOC120415327|XP_039432747.1|CPIP	LOC120766277|XP_039947612.1|BTRY
OG0000713	LOC120426914|XP_039447655.1|CPIP	LOC120771290|XP_039955155.1|BTRY
OG0000714	LOC120425956|XP_039446531.1|CPIP	LOC120776187|XP_039962745.1|BTRY
OG0000715	LOC120425955|XP_039446529.1|CPIP	LOC120777705|XP_039965118.1|BTRY
OG0000716	LOC120416855|XP_039434686.1|CPIP	LOC120778741|XP_039966644.1|BTRY
OG0000723	LOC120415619|XP_039433149.1|CPIP	LOC120770242|XP_039953474.1|BTRY, LOC120770243|XP_039953475.1|BTRY, LOC120772389|XP_039956912.1|BTRY, LOC120770246|XP_039953478.1|BTRY, LOC120770248|XP_039953479.1|BTRY, LOC120770245|XP_039953477.1|BTRY
OG0000724	LOC120424175|XP_039444197.1|CPIP	LOC120775707|XP_039961953.1|BTRY
OG0000726	LOC120415569|XP_039433085.1|CPIP	LOC120766296|XP_039947634.1|BTRY
OG0000727	LOC120418385|XP_039436693.1|CPIP, LOC120418370|XP_039436666.1|CPIP	LOC120774034|XP_039959268.1|BTRY
OG0000728	LOC120423585|XP_039443379.1|CPIP	LOC120776543|XP_039963259.1|BTRY, LOC120782773|XP_039971178.1|BTRY
OG0000729	LOC120423358|XP_039443069.1|CPIP	LOC120766518|XP_039948019.1|BTRY
OG0000730	LOC120417800|XP_039435933.1|CPIP	LOC120776578|XP_039963276.1|BTRY
OG0000731	LOC120419772|XP_039438536.1|CPIP	LOC120772324|XP_039956789.1|BTRY
OG0000732	LOC120413384|XP_039430116.1|CPIP	LOC120776637|XP_039963390.1|BTRY
OG0000733	LOC120412609|XP_039429091.1|CPIP	LOC120778269|XP_039965982.1|BTRY
OG0000734	LOC120421378|XP_039440503.1|CPIP	LOC120777306|XP_039964465.1|BTRY
OG0000735	LOC120428673|XP_039449660.1|CPIP	LOC120775254|XP_039961269.1|BTRY
OG0000736	LOC120416311|XP_039433966.1|CPIP	LOC120768185|XP_039950687.1|BTRY
OG0000737	LOC120416095|XP_039433712.1|CPIP	LOC120774544|XP_039960207.1|BTRY, LOC120774701|XP_039960364.1|BTRY, LOC120775550|XP_039961711.1|BTRY, LOC120782137|XP_039970209.1|BTRY, LOC120779664|XP_039967957.1|BTRY, LOC120781594|XP_039969762.1|BTRY, LOC120778330|XP_039966058.1|BTRY
OG0000738	LOC120415559|XP_039433066.1|CPIP	LOC120774532|XP_039960179.1|BTRY, LOC120774465|XP_039960055.1|BTRY
OG0000739	LOC120418418|XP_039436733.1|CPIP, LOC120412505|XP_039428939.1|CPIP	LOC120769188|XP_039952017.1|BTRY
OG0000740	LOC120432414|XP_039453547.1|CPIP	LOC120769587|XP_039952580.1|BTRY
OG0000740	LOC120420376|XP_039439313.1|CPIP	LOC120782338|XP_039970508.1|BTRY
OG0000741	LOC120413897|XP_039430812.1|CPIP, LOC120414929|XP_039432198.1|CPIP	LOC120775681|XP_039961907.1|BTRY
OG0000742	LOC120423374|XP_039443091.1|CPIP	LOC120775564|XP_039961723.1|BTRY, LOC120773637|XP_039958580.1|BTRY
OG0000743	LOC120413024|XP_039429630.1|CPIP	LOC120777027|XP_039964073.1|BTRY
OG0000744	LOC120414224|XP_039431268.1|CPIP, LOC120414230|XP_039431274.1|CPIP	LOC120771263|XP_039955114.1|BTRY
OG0000746	LOC120415831|XP_039433401.1|CPIP	LOC120770348|XP_039953684.1|BTRY
OG0000753	LOC120432583|XP_039453755.1|CPIP	LOC120782584|XP_039970866.1|BTRY
OG0000754	LOC120425633|XP_039446149.1|CPIP	LOC120774193|XP_039959555.1|BTRY, LOC120775796|XP_039962074.1|BTRY
OG0000755	LOC120424343|XP_039444367.1|CPIP	LOC120782748|XP_039971125.1|BTRY
OG0000756	LOC120416674|XP_039434427.1|CPIP	LOC120781989|XP_039970090.1|BTRY
OG0000757	LOC120413458|XP_039430229.1|CPIP	LOC120777018|XP_039964065.1|BTRY
OG0000758	LOC120426139|XP_039446787.1|CPIP	LOC120777449|XP_039964700.1|BTRY, LOC120776692|XP_039963509.1|BTRY
OG0000760	LOC120418960|XP_039437438.1|CPIP	LOC120772186|XP_039956570.1|BTRY
OG0000761	LOC120426315|XP_039447008.1|CPIP	LOC120774206|XP_039959587.1|BTRY
OG0000762	LOC120431691|XP_039452740.1|CPIP, LOC120413861|XP_039430758.1|CPIP	LOC120768246|XP_039950771.1|BTRY
OG0000764	LOC120416982|XP_039434838.1|CPIP	LOC120774111|XP_039959405.1|BTRY
OG0000765	LOC120417525|XP_039435542.1|CPIP	LOC120774411|XP_039959970.1|BTRY
OG0000766	LOC120414850|XP_039432108.1|CPIP	LOC120775821|XP_039962110.1|BTRY
OG0000767	LOC120423444|XP_039443195.1|CPIP	LOC120777098|XP_039964166.1|BTRY
OG0000768	LOC120421500|XP_039440653.1|CPIP	LOC120779170|XP_039967338.1|BTRY
OG0000769	LOC120412516|XP_039428946.1|CPIP	LOC120775506|XP_039961648.1|BTRY
OG0000770	LOC120432659|XP_039453839.1|CPIP, LOC120413150|XP_039429790.1|CPIP, LOC120432661|XP_039453841.1|CPIP	LOC120770463|XP_039953893.1|BTRY, LOC120770468|XP_039953897.1|BTRY, LOC120770466|XP_039953895.1|BTRY, LOC120770464|XP_039953894.1|BTRY, LOC120770467|XP_039953896.1|BTRY
OG0000771	LOC120422224|XP_039441543.1|CPIP, LOC120431658|XP_039452697.1|CPIP	LOC120777920|XP_039965438.1|BTRY, LOC120773931|XP_039959064.1|BTRY
OG0000779	LOC120429662|XP_039450626.1|CPIP, LOC120416907|XP_039434740.1|CPIP, LOC120421811|XP_039441023.1|CPIP, LOC120430888|XP_039451974.1|CPIP, LOC120424409|XP_039444448.1|CPIP	LOC120774928|XP_039960739.1|BTRY
OG0000780	LOC120418409|XP_039436760.1|CPIP, LOC120418035|XP_039436253.1|CPIP, LOC120418333|XP_039436646.1|CPIP	LOC120775929|XP_039962269.1|BTRY, LOC120775688|XP_039961921.1|BTRY, LOC120775424|XP_039961540.1|BTRY
OG0000781	LOC120414167|XP_039431153.1|CPIP	LOC120775995|XP_039962361.1|BTRY
OG0000782	LOC120425469|XP_039445938.1|CPIP	LOC120773929|XP_039959062.1|BTRY
OG0000783	LOC120425480|XP_039445951.1|CPIP	LOC120773742|XP_039958737.1|BTRY
OG0000784	LOC120428957|XP_039450028.1|CPIP	LOC120773701|XP_039958669.1|BTRY
OG0000785	LOC120425382|XP_039445831.1|CPIP, LOC120425381|XP_039445830.1|CPIP	LOC120771505|XP_039955496.1|BTRY
OG0000786	LOC120429815|XP_039450805.1|CPIP	LOC120767026|XP_039948800.1|BTRY
OG0000787	LOC120430342|XP_039451379.1|CPIP	LOC120778601|XP_039966408.1|BTRY
OG0000788	LOC120416496|XP_039434146.1|CPIP	LOC120777933|XP_039965449.1|BTRY
OG0000789	LOC120414727|XP_039431965.1|CPIP	LOC120769350|XP_039952247.1|BTRY
OG0000790	LOC120412832|XP_039429373.1|CPIP	LOC120769474|XP_039952427.1|BTRY
OG0000791	LOC120421987|XP_039441235.1|CPIP, LOC120415555|XP_039433063.1|CPIP	LOC120768708|XP_039951415.1|BTRY
OG0000792	LOC120415597|XP_039433125.1|CPIP	LOC120772029|XP_039956333.1|BTRY, LOC120769032|XP_039951810.1|BTRY, LOC120768955|XP_039951678.1|BTRY
OG0000793	LOC120423637|XP_039443443.1|CPIP	LOC120775479|XP_039961612.1|BTRY, LOC120782280|XP_039970415.1|BTRY
OG0000794	LOC120430634|XP_039451663.1|CPIP, LOC120430632|XP_039451661.1|CPIP, LOC120431042|XP_039452127.1|CPIP, LOC120430630|XP_039451659.1|CPIP, LOC120431043|XP_039452128.1|CPIP	LOC120773426|XP_039958236.1|BTRY
OG0000796	LOC120432573|XP_039453733.1|CPIP	LOC120775582|XP_039961751.1|BTRY
OG0000797	LOC120414099|XP_039431056.1|CPIP, LOC120419430|XP_039438042.1|CPIP	LOC120778004|XP_039965605.1|BTRY, LOC120777994|XP_039965582.1|BTRY
OG0000798	LOC120415294|XP_039432697.1|CPIP	LOC120770192|XP_039953357.1|BTRY
OG0000799	LOC120424434|XP_039444488.1|CPIP, LOC120428134|XP_039449050.1|CPIP	LOC120773065|XP_039957937.1|BTRY, LOC120773998|XP_039959208.1|BTRY
OG0000801	LOC120431544|XP_039452587.1|CPIP	LOC120772115|XP_039956460.1|BTRY
OG0000802	LOC120419165|XP_039437749.1|CPIP, LOC120419161|XP_039437744.1|CPIP, LOC120419173|XP_039437760.1|CPIP	LOC120778880|XP_039966857.1|BTRY, LOC120775075|XP_039961000.1|BTRY
OG0000803	LOC120412688|XP_039429199.1|CPIP	LOC120768230|XP_039950750.1|BTRY
OG0000810	LOC120430093|XP_039451114.1|CPIP, LOC120424339|XP_039444365.1|CPIP	LOC120770073|XP_039953136.1|BTRY, LOC120772971|XP_039957812.1|BTRY, LOC120771755|XP_039955870.1|BTRY, LOC120778366|XP_039966087.1|BTRY
OG0000811	LOC120430979|XP_039452051.1|CPIP	LOC120771809|XP_039955948.1|BTRY
OG0000812	LOC120427000|XP_039447755.1|CPIP	LOC120775281|XP_039961314.1|BTRY
OG0000814	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP	LOC120767334|XP_039949212.1|BTRY
OG0000815	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP	LOC120768159|XP_039950654.1|BTRY, LOC120768954|XP_039951677.1|BTRY
OG0000816	LOC120415564|XP_039433070.1|CPIP	LOC120775669|XP_039961872.1|BTRY
OG0000818	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP	LOC120775462|XP_039961582.1|BTRY
OG0000820	LOC120418431|XP_039436744.1|CPIP	LOC120771555|XP_039955552.1|BTRY, LOC120772520|XP_039957109.1|BTRY
OG0000821	LOC120414923|XP_039432191.1|CPIP	LOC120772757|XP_039957459.1|BTRY
OG0000822	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP	LOC120775399|XP_039961495.1|BTRY
OG0000831	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP	LOC120778940|XP_039966934.1|BTRY
OG0000832	LOC120421010|XP_039440062.1|CPIP	LOC120772198|XP_039956598.1|BTRY
OG0000833	LOC120422698|XP_039442145.1|CPIP	LOC120778042|XP_039965651.1|BTRY
OG0000834	LOC120418860|XP_039437327.1|CPIP	LOC120766868|XP_039948532.1|BTRY, LOC120780757|XP_039968946.1|BTRY, LOC120769278|XP_039952168.1|BTRY, LOC120769108|XP_039951937.1|BTRY, LOC120780576|XP_039968772.1|BTRY, LOC120780644|XP_039968843.1|BTRY
OG0000836	LOC120415979|XP_039433566.1|CPIP	LOC120781419|XP_039969566.1|BTRY
OG0000839	LOC120413954|XP_039430891.1|CPIP	LOC120782411|XP_039970593.1|BTRY
OG0000840	LOC120423439|XP_039443189.1|CPIP	LOC120775062|XP_039960976.1|BTRY
OG0000843	LOC120431268|XP_039452336.1|CPIP	LOC120767219|XP_039948968.1|BTRY
OG0000844	LOC120414979|XP_039432248.1|CPIP	LOC120772952|XP_039957787.1|BTRY
OG0000845	LOC120417392|XP_039435347.1|CPIP, LOC120417419|XP_039435396.1|CPIP	LOC120774535|XP_039960190.1|BTRY, LOC120774534|XP_039960189.1|BTRY, LOC120775645|XP_039961835.1|BTRY, LOC120775849|XP_039962153.1|BTRY
OG0000853	LOC120430660|XP_039451698.1|CPIP, LOC120420254|XP_039439183.1|CPIP, LOC120431764|XP_039452818.1|CPIP, LOC120427828|XP_039448689.1|CPIP	LOC120772864|XP_039957627.1|BTRY
OG0000854	LOC120432213|XP_039453307.1|CPIP	LOC120775175|XP_039961162.1|BTRY
OG0000855	LOC120419350|XP_039437982.1|CPIP	LOC120773441|XP_039958257.1|BTRY
OG0000856	LOC120421057|XP_039440135.1|CPIP	LOC120777247|XP_039964372.1|BTRY
OG0000857	LOC120424313|XP_039444331.1|CPIP, LOC120418642|XP_039437022.1|CPIP	LOC120775727|XP_039961977.1|BTRY, LOC120775728|XP_039961978.1|BTRY, LOC120775725|XP_039961975.1|BTRY
OG0000858	LOC120426684|XP_039447392.1|CPIP	LOC120766865|XP_039948533.1|BTRY, LOC120766875|XP_039948543.1|BTRY
OG0000860	LOC120428391|XP_039449328.1|CPIP	LOC120776818|XP_039963769.1|BTRY
OG0000861	LOC120428748|XP_039449764.1|CPIP	LOC120770507|XP_039953969.1|BTRY
OG0000862	LOC120418915|XP_039437380.1|CPIP	LOC120770600|XP_039954136.1|BTRY
OG0000863	LOC120412605|XP_039429087.1|CPIP	LOC120777304|XP_039964456.1|BTRY
OG0000865	LOC120423669|XP_039443489.1|CPIP	LOC120766549|XP_039948069.1|BTRY
OG0000866	LOC120422619|XP_039442049.1|CPIP	LOC120767427|XP_039949404.1|BTRY
OG0000867	LOC120413111|XP_039429751.1|CPIP	LOC120769201|XP_039952030.1|BTRY
OG0000868	LOC120419336|XP_039437941.1|CPIP, LOC120414763|XP_039432009.1|CPIP	LOC120775630|XP_039961818.1|BTRY
OG0000869	LOC120431030|XP_039452116.1|CPIP	LOC120782245|XP_039970346.1|BTRY
OG0000871	LOC120416744|XP_039434513.1|CPIP	LOC120770580|XP_039954094.1|BTRY
OG0000872	LOC120418438|XP_039436780.1|CPIP	LOC120772394|XP_039956919.1|BTRY
OG0000873	LOC120414951|XP_039432215.1|CPIP, LOC120423917|XP_039443832.1|CPIP, LOC120414941|XP_039432205.1|CPIP	LOC120777986|XP_039965559.1|BTRY, LOC120776591|XP_039963293.1|BTRY
OG0000874	LOC120423682|XP_039443508.1|CPIP	LOC120770902|XP_039954507.1|BTRY
OG0000875	LOC120429100|XP_039450197.1|CPIP	LOC120770563|XP_039954079.1|BTRY, LOC120778610|XP_039966422.1|BTRY
OG0000882	LOC120415611|XP_039433139.1|CPIP	LOC120774291|XP_039959730.1|BTRY
OG0000883	LOC120419054|XP_039437562.1|CPIP, LOC120420051|XP_039438897.1|CPIP, LOC120425029|XP_039445334.1|CPIP, LOC120421899|XP_039441131.1|CPIP, LOC120420379|XP_039439326.1|CPIP	LOC120776018|XP_039962396.1|BTRY
OG0000884	LOC120427201|XP_039447995.1|CPIP	LOC120775340|XP_039961418.1|BTRY
OG0000885	LOC120424055|XP_039444010.1|CPIP, LOC120424044|XP_039444000.1|CPIP, LOC120424045|XP_039444001.1|CPIP	LOC120774517|XP_039960149.1|BTRY
OG0000887	LOC120420686|XP_039439715.1|CPIP, LOC120420673|XP_039439704.1|CPIP, LOC120425775|XP_039446321.1|CPIP	LOC120773605|XP_039958539.1|BTRY
OG0000888	LOC120412402|XP_039428795.1|CPIP	LOC120776533|XP_039963201.1|BTRY, LOC120777068|XP_039964128.1|BTRY
OG0000889	LOC120418561|XP_039436926.1|CPIP	LOC120778820|XP_039966759.1|BTRY
OG0000890	LOC120422694|XP_039442137.1|CPIP	LOC120772751|XP_039957448.1|BTRY
OG0000891	LOC120413113|XP_039429753.1|CPIP	LOC120769734|XP_039952818.1|BTRY
OG0000892	LOC120428476|XP_039449427.1|CPIP	LOC120779101|XP_039967201.1|BTRY
OG0000893	LOC120414042|XP_039431000.1|CPIP, LOC120415367|XP_039432803.1|CPIP, LOC120413619|XP_039430463.1|CPIP, LOC120414024|XP_039430983.1|CPIP, LOC120414031|XP_039430990.1|CPIP, LOC120413628|XP_039430476.1|CPIP	LOC120766495|XP_039947980.1|BTRY
OG0000894	LOC120412970|XP_039429552.1|CPIP	LOC120782827|XP_039971281.1|BTRY
OG0000895	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP	LOC120772037|XP_039956342.1|BTRY
OG0000896	LOC120422176|XP_039441485.1|CPIP	LOC120775239|XP_039961253.1|BTRY
OG0000907	LOC120422532|XP_039441927.1|CPIP	LOC120772753|XP_039957450.1|BTRY
OG0000909	LOC120424456|XP_039444523.1|CPIP	LOC120766740|XP_039948340.1|BTRY
OG0000910	LOC120432597|XP_039453770.1|CPIP	LOC120773984|XP_039959175.1|BTRY
OG0000911	LOC120417462|XP_039435459.1|CPIP	LOC120772726|XP_039957422.1|BTRY
OG0000912	LOC120418557|XP_039436921.1|CPIP	LOC120776476|XP_039963086.1|BTRY
OG0000913	LOC120426921|XP_039447661.1|CPIP	LOC120777199|XP_039964302.1|BTRY
OG0000913	LOC120418826|XP_039437276.1|CPIP	LOC120777200|XP_039964303.1|BTRY
OG0000914	LOC120418298|XP_039436562.1|CPIP, LOC120418292|XP_039436556.1|CPIP, LOC120418291|XP_039436554.1|CPIP, LOC120418294|XP_039436558.1|CPIP, LOC120418293|XP_039436557.1|CPIP, LOC120419858|XP_039438629.1|CPIP	LOC120772170|XP_039956544.1|BTRY
OG0000915	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP	LOC120772008|XP_039956302.1|BTRY
OG0000916	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP	LOC120767306|XP_039949146.1|BTRY
OG0000917	LOC120414568|XP_039431721.1|CPIP	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP	LOC120774066|XP_039959306.1|BTRY
OG0000921	LOC120413978|XP_039430918.1|CPIP	LOC120775144|XP_039961106.1|BTRY
OG0000922	LOC120422036|XP_039441299.1|CPIP	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC120418575|XP_039436954.1|CPIP	LOC120774845|XP_039960596.1|BTRY
