Orthogroup	CPIP.longest_only	DSUB.longest_only
OG0001283	LOC120427036|XP_039447800.1|CPIP	LOC117891535|XP_034652937.1|DSUB
OG0001284	LOC120414678|XP_039431897.1|CPIP	LOC117901667|XP_034668399.1|DSUB
OG0001285	LOC120429106|XP_039450203.1|CPIP, LOC120414724|XP_039431961.1|CPIP	LOC117893184|XP_034655568.1|DSUB
OG0001286	LOC120429762|XP_039450749.1|CPIP	LOC117900861|XP_034667274.1|DSUB
OG0001287	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP	LOC117898019|XP_034663042.1|DSUB
OG0001288	LOC120420968|XP_039440035.1|CPIP	LOC117900970|XP_034667443.1|DSUB
OG0001289	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP	LOC117900082|XP_034666177.1|DSUB
OG0001290	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP	LOC117900545|XP_034666836.1|DSUB
OG0001291	LOC120414339|XP_039431425.1|CPIP	LOC117892388|XP_034654495.1|DSUB
OG0001292	LOC120423698|XP_039443534.1|CPIP, LOC120423701|XP_039443537.1|CPIP	LOC117892546|XP_034654746.1|DSUB
OG0001293	LOC120414358|XP_039431455.1|CPIP	LOC117891747|XP_034653248.1|DSUB
OG0001294	LOC120426999|XP_039447750.1|CPIP	LOC117899242|XP_034665009.1|DSUB
OG0001295	LOC120431459|XP_039452510.1|CPIP	LOC117903050|XP_034670680.1|DSUB, LOC117896521|XP_034660780.1|DSUB
OG0001296	LOC120419233|XP_039437826.1|CPIP	LOC117891998|XP_034653775.1|DSUB
OG0001297	LOC120423588|XP_039443387.1|CPIP	LOC117899432|XP_034665325.1|DSUB
OG0001298	LOC120417916|XP_039436086.1|CPIP, LOC120416955|XP_039434793.1|CPIP	LOC117899504|XP_034665445.1|DSUB
OG0001299	LOC120422007|XP_039441255.1|CPIP, LOC120432174|XP_039453246.1|CPIP	LOC117892953|XP_034655175.1|DSUB
OG0001300	LOC120415419|XP_039432887.1|CPIP	LOC117899601|XP_034665615.1|DSUB
OG0001301	LOC120423370|XP_039443087.1|CPIP, LOC120423371|XP_039443088.1|CPIP	LOC117900293|XP_034666497.1|DSUB
OG0001302	LOC120417543|XP_039435559.1|CPIP	LOC117891275|XP_034652542.1|DSUB
OG0001303	LOC120425865|XP_039446421.1|CPIP	LOC117899130|XP_034664817.1|DSUB
OG0001304	LOC120417898|XP_039436053.1|CPIP	LOC117890125|XP_034650696.1|DSUB
OG0001305	LOC120427519|XP_039448316.1|CPIP	LOC117898218|XP_034663338.1|DSUB
OG0001306	LOC120423281|XP_039442982.1|CPIP	LOC117897778|XP_034662717.1|DSUB
OG0001307	LOC120414405|XP_039431518.1|CPIP	LOC117895495|XP_034659081.1|DSUB, LOC117895504|XP_034659093.1|DSUB
OG0001308	LOC120414403|XP_039431514.1|CPIP	LOC117903515|XP_034671514.1|DSUB, LOC117894932|XP_034658126.1|DSUB
OG0001309	LOC120414020|XP_039430971.1|CPIP, LOC120414000|XP_039430943.1|CPIP	LOC117896098|XP_034660040.1|DSUB
OG0001311	LOC120417566|XP_039435594.1|CPIP, LOC120420210|XP_039439128.1|CPIP	LOC117899702|XP_034665804.1|DSUB
OG0001312	LOC120431895|XP_039452958.1|CPIP, LOC120424481|XP_039444557.1|CPIP	LOC117894901|XP_034658084.1|DSUB
OG0001313	LOC120416827|XP_039434648.1|CPIP	LOC117889720|XP_034650031.1|DSUB
OG0001314	LOC120418103|XP_039436307.1|CPIP, LOC120431543|XP_039452585.1|CPIP, LOC120431629|XP_039452672.1|CPIP, LOC120423143|XP_039442759.1|CPIP, LOC120414582|XP_039431751.1|CPIP, LOC120412578|XP_039429022.1|CPIP, LOC120416026|XP_039433621.1|CPIP, LOC120412415|XP_039428812.1|CPIP, LOC120421472|XP_039440623.1|CPIP	LOC117901295|XP_034667880.1|DSUB
OG0001315	LOC120420411|XP_039439364.1|CPIP	LOC117903756|XP_034672057.1|DSUB
OG0001322	LOC120426837|XP_039447560.1|CPIP	LOC117896411|XP_034660618.1|DSUB, LOC117899178|XP_034664930.1|DSUB
OG0001326	LOC120417038|XP_039434922.1|CPIP, LOC120419278|XP_039437878.1|CPIP, LOC120420268|XP_039439201.1|CPIP	LOC117899558|XP_034665538.1|DSUB
OG0001328	LOC120414973|XP_039432241.1|CPIP, LOC120421074|XP_039440154.1|CPIP	LOC117898989|XP_034664626.1|DSUB
OG0001329	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP	LOC117899694|XP_034665792.1|DSUB
OG0001330	LOC120422463|XP_039441846.1|CPIP	LOC117890337|XP_034651058.1|DSUB
OG0001331	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP	LOC117891842|XP_034653486.1|DSUB
OG0001332	LOC120413145|XP_039429789.1|CPIP, LOC120412616|XP_039429104.1|CPIP	LOC117901146|XP_034667683.1|DSUB
OG0001333	LOC120417034|XP_039434912.1|CPIP, LOC120417028|XP_039434904.1|CPIP	LOC117901604|XP_034668308.1|DSUB
OG0001334	LOC120414158|XP_039431133.1|CPIP, LOC120414159|XP_039431134.1|CPIP	LOC117896429|XP_034660643.1|DSUB
OG0001335	LOC120425484|XP_039445962.1|CPIP, LOC120425483|XP_039445956.1|CPIP	LOC117898406|XP_034663664.1|DSUB
OG0001337	LOC120432047|XP_039453113.1|CPIP, LOC120427370|XP_039448159.1|CPIP	LOC117895494|XP_034659121.1|DSUB
OG0001338	LOC120428736|XP_039449746.1|CPIP	LOC117891857|XP_034653506.1|DSUB
OG0001339	LOC120424190|XP_039444183.1|CPIP	LOC117890250|XP_034650887.1|DSUB
OG0001340	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP	LOC117897876|XP_034662843.1|DSUB
OG0001341	LOC120431639|XP_039452681.1|CPIP	LOC117897797|XP_034662738.1|DSUB
OG0001343	LOC120430148|XP_039451166.1|CPIP, LOC120430149|XP_039451167.1|CPIP	LOC117896044|XP_034659943.1|DSUB
OG0001344	LOC120422010|XP_039441262.1|CPIP, LOC120422024|XP_039441280.1|CPIP	LOC117897464|XP_034662202.1|DSUB
OG0001345	LOC120428740|XP_039449749.1|CPIP, LOC120427177|XP_039447971.1|CPIP	LOC117897803|XP_034662743.1|DSUB
OG0001346	LOC120428013|XP_039448918.1|CPIP	LOC117898267|XP_034663412.1|DSUB
OG0001347	LOC120425439|XP_039445903.1|CPIP	LOC117889718|XP_034650030.1|DSUB, LOC117892747|XP_034655062.1|DSUB, LOC117901005|XP_034667497.1|DSUB
OG0001348	LOC120413504|XP_039430294.1|CPIP	LOC117901176|XP_034667723.1|DSUB
OG0001349	LOC120424374|XP_039444404.1|CPIP	LOC117895328|XP_034658789.1|DSUB
OG0001350	LOC120426570|XP_039447290.1|CPIP	LOC117895178|XP_034658531.1|DSUB
OG0001351	LOC120426287|XP_039446974.1|CPIP	LOC117891192|XP_034652419.1|DSUB
OG0001352	LOC120418886|XP_039437353.1|CPIP	LOC117890471|XP_034651217.1|DSUB
OG0001353	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP, LOC120430442|XP_039451492.1|CPIP	LOC117895552|XP_034659149.1|DSUB
OG0001354	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP	LOC117890676|XP_034651548.1|DSUB
OG0001355	LOC120418490|XP_039436861.1|CPIP	LOC117891843|XP_034653484.1|DSUB
OG0001356	LOC120429155|XP_039450297.1|CPIP, LOC120420068|XP_039438925.1|CPIP	LOC117899784|XP_034665948.1|DSUB
OG0001357	LOC120418023|XP_039436200.1|CPIP	LOC117893337|XP_034655817.1|DSUB
OG0001358	LOC120418025|XP_039436203.1|CPIP	LOC117895008|XP_034658248.1|DSUB
OG0001359	LOC120414639|XP_039431804.1|CPIP, LOC120414627|XP_039431795.1|CPIP	LOC117902602|XP_034670005.1|DSUB
OG0001360	LOC120426786|XP_039447497.1|CPIP	LOC117890925|XP_034651947.1|DSUB
OG0001361	LOC120419996|XP_039438820.1|CPIP, LOC120419994|XP_039438816.1|CPIP	LOC117894211|XP_034657017.1|DSUB
OG0001362	LOC120419965|XP_039438769.1|CPIP	LOC117896771|XP_034661139.1|DSUB, LOC117892976|XP_034655212.1|DSUB, LOC117903331|XP_034671166.1|DSUB, LOC117894487|XP_034657486.1|DSUB
OG0001363	LOC120432172|XP_039453243.1|CPIP, LOC120414130|XP_039431095.1|CPIP	LOC117897980|XP_034662984.1|DSUB
OG0001364	LOC120417618|XP_039435666.1|CPIP, LOC120418691|XP_039437089.1|CPIP	LOC117890480|XP_034651237.1|DSUB
OG0001365	LOC120426785|XP_039447496.1|CPIP	LOC117894181|XP_034656982.1|DSUB, LOC117894623|XP_034657679.1|DSUB
OG0001367	LOC120422283|XP_039441604.1|CPIP, LOC120423782|XP_039443634.1|CPIP	LOC117891830|XP_034653467.1|DSUB
OG0001368	LOC120424976|XP_039445266.1|CPIP	LOC117891775|XP_034653330.1|DSUB
OG0001369	LOC120429806|XP_039450790.1|CPIP, LOC120432065|XP_039453130.1|CPIP	LOC117903064|XP_034670708.1|DSUB
OG0001373	LOC120422191|XP_039441506.1|CPIP, LOC120426638|XP_039447361.1|CPIP	LOC117901814|XP_034668619.1|DSUB
OG0001374	LOC120414669|XP_039431880.1|CPIP	LOC117893691|XP_034656272.1|DSUB, LOC117890749|XP_034651698.1|DSUB
OG0001375	LOC120428430|XP_039449375.1|CPIP	LOC117897235|XP_034661842.1|DSUB
OG0001376	LOC120430180|XP_039451195.1|CPIP, LOC120430185|XP_039451199.1|CPIP	LOC117889793|XP_034650156.1|DSUB
OG0001377	LOC120424094|XP_039444041.1|CPIP	LOC117903007|XP_034670643.1|DSUB, LOC117902522|XP_034669840.1|DSUB
OG0001378	LOC120416104|XP_039433721.1|CPIP, LOC120430328|XP_039451362.1|CPIP	LOC117902119|XP_034669132.1|DSUB, LOC117901745|XP_034668523.1|DSUB
OG0001379	LOC120413125|XP_039429764.1|CPIP	LOC117901577|XP_034668267.1|DSUB
OG0001380	LOC120419386|XP_039437994.1|CPIP	LOC117892138|XP_034654066.1|DSUB
OG0001381	LOC120430020|XP_039451049.1|CPIP	LOC117890026|XP_034650532.1|DSUB
OG0001382	LOC120420085|XP_039438952.1|CPIP	LOC117902248|XP_034669384.1|DSUB
OG0001383	LOC120416800|XP_039434611.1|CPIP	LOC117902679|XP_034670102.1|DSUB, LOC117892025|XP_034653813.1|DSUB
OG0001384	LOC120415581|XP_039433100.1|CPIP	LOC117901688|XP_034668421.1|DSUB
OG0001385	LOC120421152|XP_039440276.1|CPIP	LOC117900317|XP_034666537.1|DSUB
OG0001386	LOC120413888|XP_039430795.1|CPIP, LOC120420488|XP_039439467.1|CPIP	LOC117902462|XP_034669756.1|DSUB
OG0001387	LOC120413881|XP_039430789.1|CPIP, LOC120413875|XP_039430781.1|CPIP	LOC117901473|XP_034668127.1|DSUB
OG0001388	LOC120425170|XP_039445537.1|CPIP, LOC120425176|XP_039445544.1|CPIP, LOC120421428|XP_039440573.1|CPIP, LOC120431693|XP_039452741.1|CPIP	LOC117901584|XP_034668282.1|DSUB
OG0001389	LOC120420640|XP_039439652.1|CPIP, LOC120420638|XP_039439650.1|CPIP	LOC117899067|XP_034664725.1|DSUB
OG0001390	LOC120415004|XP_039432300.1|CPIP	LOC117902089|XP_034669076.1|DSUB
OG0001391	LOC120430393|XP_039451430.1|CPIP	LOC117894281|XP_034657131.1|DSUB, LOC117902287|XP_034669455.1|DSUB
OG0001392	LOC120420020|XP_039438855.1|CPIP, LOC120422249|XP_039441575.1|CPIP	LOC117903787|XP_034672105.1|DSUB
OG0001393	LOC120424012|XP_039443960.1|CPIP, LOC120419715|XP_039438436.1|CPIP	LOC117901432|XP_034668070.1|DSUB
OG0001394	LOC120428108|XP_039449024.1|CPIP, LOC120424757|XP_039444886.1|CPIP, LOC120414228|XP_039431273.1|CPIP	LOC117902461|XP_034669755.1|DSUB
OG0001395	LOC120413792|XP_039430676.1|CPIP	LOC117899220|XP_034664984.1|DSUB, LOC117898498|XP_034663831.1|DSUB
OG0001396	LOC120431719|XP_039452778.1|CPIP, LOC120430877|XP_039451940.1|CPIP	LOC117900707|XP_034667055.1|DSUB, LOC117893191|XP_034655595.1|DSUB
OG0001397	LOC120428561|XP_039449523.1|CPIP, LOC120419349|XP_039437953.1|CPIP	LOC117897974|XP_034662977.1|DSUB
OG0001399	LOC120419438|XP_039438053.1|CPIP	LOC117892167|XP_034654124.1|DSUB
OG0001400	LOC120425035|XP_039445341.1|CPIP	LOC117898537|XP_034663902.1|DSUB
OG0001401	LOC120425805|XP_039446352.1|CPIP, LOC120415856|XP_039433426.1|CPIP, LOC120427931|XP_039448806.1|CPIP	LOC117894765|XP_034657874.1|DSUB
OG0001402	LOC120415247|XP_039432645.1|CPIP	LOC117895826|XP_034659654.1|DSUB
OG0001403	LOC120424476|XP_039444545.1|CPIP, LOC120424467|XP_039444535.1|CPIP	LOC117894413|XP_034657314.1|DSUB
OG0001404	LOC120430840|XP_039451900.1|CPIP	LOC117890829|XP_034651797.1|DSUB
OG0001405	LOC120415443|XP_039432925.1|CPIP	LOC117891988|XP_034653756.1|DSUB
OG0001406	LOC120421840|XP_039441057.1|CPIP	LOC117900291|XP_034666494.1|DSUB, LOC117889756|XP_034650096.1|DSUB
OG0001407	LOC120422728|XP_039442189.1|CPIP	LOC117894005|XP_034656719.1|DSUB
OG0001408	LOC120431839|XP_039452902.1|CPIP, LOC120430296|XP_039451329.1|CPIP	LOC117890466|XP_034651212.1|DSUB
OG0001410	LOC120418088|XP_039436290.1|CPIP, LOC120423482|XP_039443251.1|CPIP, LOC120413911|XP_039430820.1|CPIP, LOC120427937|XP_039448816.1|CPIP, LOC120421426|XP_039440572.1|CPIP, LOC120426635|XP_039447359.1|CPIP, LOC120424728|XP_039444854.1|CPIP, LOC120432417|XP_039453551.1|CPIP, LOC120417826|XP_039435976.1|CPIP	LOC117893689|XP_034656270.1|DSUB
OG0001429	LOC120432323|XP_039453441.1|CPIP, LOC120432295|XP_039453415.1|CPIP	LOC117896213|XP_034660236.1|DSUB
OG0001430	LOC120415056|XP_039432371.1|CPIP	LOC117899690|XP_034665782.1|DSUB
OG0001431	LOC120428470|XP_039449419.1|CPIP	LOC117897075|XP_034661605.1|DSUB
OG0001432	LOC120430880|XP_039451943.1|CPIP	LOC117891043|XP_034652107.1|DSUB
OG0001433	LOC120432018|XP_039453088.1|CPIP, LOC120430544|XP_039451593.1|CPIP	LOC117898003|XP_034663025.1|DSUB, LOC117903908|XP_034672305.1|DSUB, LOC117897514|XP_034662319.1|DSUB
OG0001434	LOC120418114|XP_039436322.1|CPIP	LOC117890696|XP_034651597.1|DSUB
OG0001435	LOC120420122|XP_039439005.1|CPIP, LOC120414716|XP_039431956.1|CPIP, LOC120424307|XP_039444326.1|CPIP	LOC117892714|XP_034655025.1|DSUB, LOC117898570|XP_034663948.1|DSUB, LOC117890732|XP_034651677.1|DSUB
OG0001436	LOC120420231|XP_039439154.1|CPIP	LOC117889589|XP_034649889.1|DSUB
OG0001437	LOC120417714|XP_039435800.1|CPIP	LOC117902347|XP_034669541.1|DSUB
OG0001438	LOC120414175|XP_039431182.1|CPIP	LOC117899464|XP_034665370.1|DSUB
OG0001439	LOC120431174|XP_039452245.1|CPIP, LOC120413057|XP_039429695.1|CPIP	LOC117898704|XP_034664213.1|DSUB
OG0001440	LOC120432592|XP_039453768.1|CPIP	LOC117897098|XP_034661637.1|DSUB
OG0001441	LOC120424761|XP_039444901.1|CPIP	LOC117903203|XP_034670980.1|DSUB
OG0001442	LOC120427068|XP_039447841.1|CPIP, LOC120427658|XP_039448466.1|CPIP	LOC117902612|XP_034670015.1|DSUB
OG0001443	LOC120423825|XP_039443688.1|CPIP, LOC120423842|XP_039443724.1|CPIP	LOC117896138|XP_034660098.1|DSUB
OG0001444	LOC120428670|XP_039449654.1|CPIP	LOC117897118|XP_034661661.1|DSUB
OG0001445	LOC120424257|XP_039444254.1|CPIP	LOC117891243|XP_034652480.1|DSUB, LOC117897937|XP_034662918.1|DSUB
OG0001446	LOC120430963|XP_039452028.1|CPIP	LOC117896614|XP_034660939.1|DSUB
OG0001447	LOC120427887|XP_039448754.1|CPIP	LOC117898380|XP_034663615.1|DSUB
OG0001448	LOC120429751|XP_039450734.1|CPIP, LOC120417052|XP_039434943.1|CPIP, LOC120424741|XP_039444869.1|CPIP, LOC120430812|XP_039451868.1|CPIP	LOC117899559|XP_034665542.1|DSUB
OG0001449	LOC120428729|XP_039449739.1|CPIP	LOC117890356|XP_034651041.1|DSUB
OG0001450	LOC120424423|XP_039444466.1|CPIP	LOC117902675|XP_034670096.1|DSUB
OG0001451	LOC120422395|XP_039441749.1|CPIP, LOC120422872|XP_039442353.1|CPIP	LOC117890625|XP_034651463.1|DSUB
OG0001452	LOC120419494|XP_039438117.1|CPIP	LOC117890385|XP_034651077.1|DSUB, LOC117890384|XP_034651076.1|DSUB
OG0001453	LOC120427570|XP_039448379.1|CPIP, LOC120427569|XP_039448378.1|CPIP	LOC117893475|XP_034655989.1|DSUB
OG0001454	LOC120424555|XP_039444656.1|CPIP, LOC120426208|XP_039446853.1|CPIP	LOC117896877|XP_034661296.1|DSUB
OG0001455	LOC120426125|XP_039446762.1|CPIP	LOC117894075|XP_034656827.1|DSUB, LOC117893639|XP_034656217.1|DSUB
OG0001456	LOC120425567|XP_039446068.1|CPIP	LOC117892340|XP_034654385.1|DSUB
OG0001457	LOC120426222|XP_039446891.1|CPIP	LOC117891098|XP_034652174.1|DSUB
OG0001458	LOC120422324|XP_039441651.1|CPIP, LOC120422320|XP_039441641.1|CPIP	LOC117891572|XP_034652985.1|DSUB
OG0001459	LOC120419019|XP_039437520.1|CPIP, LOC120415743|XP_039433278.1|CPIP	LOC117894577|XP_034657609.1|DSUB
OG0001460	LOC120423182|XP_039442809.1|CPIP	LOC117891972|XP_034653735.1|DSUB
OG0001461	LOC120428615|XP_039449592.1|CPIP	LOC117894609|XP_034657654.1|DSUB, LOC117895173|XP_034658527.1|DSUB
OG0001462	LOC120413219|XP_039429879.1|CPIP, LOC120413220|XP_039429880.1|CPIP	LOC117893099|XP_034655422.1|DSUB
OG0001464	LOC120418919|XP_039437384.1|CPIP	LOC117891597|XP_034653023.1|DSUB
OG0001465	LOC120421533|XP_039440686.1|CPIP	LOC117891949|XP_034653695.1|DSUB
OG0001466	LOC120420371|XP_039439305.1|CPIP	LOC117901653|XP_034668380.1|DSUB
OG0001467	LOC120417251|XP_039435143.1|CPIP, LOC120416542|XP_039434199.1|CPIP	LOC117901534|XP_034668215.1|DSUB
OG0001468	LOC120414487|XP_039431616.1|CPIP	LOC117894733|XP_034657820.1|DSUB
OG0001469	LOC120430836|XP_039451884.1|CPIP, LOC120430387|XP_039451425.1|CPIP	LOC117891252|XP_034652512.1|DSUB
OG0001470	LOC120420926|XP_039439988.1|CPIP, LOC120420927|XP_039439990.1|CPIP	LOC117894710|XP_034657782.1|DSUB
OG0001471	LOC120418991|XP_039437471.1|CPIP	LOC117894182|XP_034656978.1|DSUB
OG0001472	LOC120419516|XP_039438150.1|CPIP	LOC117903261|XP_034671055.1|DSUB, LOC117894040|XP_034656780.1|DSUB
OG0001473	LOC120413378|XP_039430110.1|CPIP, LOC120413379|XP_039430112.1|CPIP	LOC117898645|XP_034664097.1|DSUB
OG0001476	LOC120432010|XP_039453077.1|CPIP, LOC120429681|XP_039450646.1|CPIP	LOC117889780|XP_034650136.1|DSUB
OG0001477	LOC120414675|XP_039431894.1|CPIP	LOC117897720|XP_034662636.1|DSUB
OG0001478	LOC120427693|XP_039448524.1|CPIP, LOC120412642|XP_039429130.1|CPIP	LOC117902477|XP_034669777.1|DSUB
OG0001480	LOC120415680|XP_039433201.1|CPIP	LOC117902474|XP_034669773.1|DSUB
OG0001481	LOC120413612|XP_039430450.1|CPIP	LOC117902652|XP_034670069.1|DSUB
OG0001482	LOC120413101|XP_039429740.1|CPIP	LOC117891261|XP_034652525.1|DSUB
OG0001483	LOC120425908|XP_039446462.1|CPIP	LOC117902183|XP_034669247.1|DSUB
OG0001484	LOC120422504|XP_039441892.1|CPIP	LOC117900371|XP_034666612.1|DSUB
OG0001485	LOC120413565|XP_039430378.1|CPIP, LOC120413515|XP_039430308.1|CPIP, LOC120413557|XP_039430371.1|CPIP	LOC117894670|XP_034657739.1|DSUB
OG0001486	LOC120423096|XP_039442708.1|CPIP	LOC117900841|XP_034667244.1|DSUB
OG0001487	LOC120421136|XP_039440234.1|CPIP	LOC117900529|XP_034666819.1|DSUB
OG0001488	LOC120419011|XP_039437511.1|CPIP	LOC117890602|XP_034651432.1|DSUB
OG0001489	LOC120418014|XP_039436193.1|CPIP	LOC117901252|XP_034667823.1|DSUB
OG0001490	LOC120423401|XP_039443134.1|CPIP	LOC117900228|XP_034666404.1|DSUB
OG0001491	LOC120420492|XP_039439472.1|CPIP	LOC117902809|XP_034670323.1|DSUB
OG0001492	LOC120429073|XP_039450154.1|CPIP	LOC117900677|XP_034667013.1|DSUB
OG0001493	LOC120414354|XP_039431449.1|CPIP	LOC117898401|XP_034663653.1|DSUB, LOC117898574|XP_034663982.1|DSUB
OG0001494	LOC120416197|XP_039433816.1|CPIP, LOC120416193|XP_039433811.1|CPIP, LOC120416187|XP_039433805.1|CPIP, LOC120416179|XP_039433798.1|CPIP, LOC120416195|XP_039433813.1|CPIP	LOC117891814|XP_034653420.1|DSUB
OG0001495	LOC120420012|XP_039438851.1|CPIP, LOC120422247|XP_039441574.1|CPIP	LOC117892726|XP_034655040.1|DSUB
OG0001496	LOC120417150|XP_039435068.1|CPIP	LOC117903379|XP_034671240.1|DSUB
OG0001497	LOC120414826|XP_039432087.1|CPIP	LOC117891137|XP_034652236.1|DSUB
OG0001500	LOC120413984|XP_039430924.1|CPIP	LOC117892233|XP_034654228.1|DSUB, LOC117892232|XP_034654226.1|DSUB
OG0001501	LOC120421498|XP_039440651.1|CPIP, LOC120421520|XP_039440672.1|CPIP	LOC117899270|XP_034665059.1|DSUB
OG0001502	LOC120418275|XP_039436528.1|CPIP, LOC120422754|XP_039442233.1|CPIP	LOC117891487|XP_034652859.1|DSUB
OG0001503	LOC120419561|XP_039438218.1|CPIP	LOC117891931|XP_034653657.1|DSUB
OG0001504	LOC120415019|XP_039432316.1|CPIP	LOC117901359|XP_034667960.1|DSUB, LOC117903170|XP_034670905.1|DSUB
OG0001506	LOC120424251|XP_039444250.1|CPIP	LOC117891934|XP_034653667.1|DSUB
OG0001507	LOC120421584|XP_039440749.1|CPIP, LOC120425814|XP_039446365.1|CPIP	LOC117890879|XP_034651863.1|DSUB
OG0001508	LOC120427764|XP_039448609.1|CPIP	LOC117890404|XP_034651105.1|DSUB
OG0001509	LOC120428519|XP_039449476.1|CPIP, LOC120431155|XP_039452229.1|CPIP	LOC117889997|XP_034650474.1|DSUB
OG0001510	LOC120429989|XP_039451016.1|CPIP, LOC120428239|XP_039449152.1|CPIP	LOC117901448|XP_034668084.1|DSUB
OG0001511	LOC120415119|XP_039432471.1|CPIP	LOC117890645|XP_034651488.1|DSUB
OG0001512	LOC120423805|XP_039443656.1|CPIP, LOC120423806|XP_039443657.1|CPIP	LOC117894835|XP_034657974.1|DSUB
OG0001513	LOC120423811|XP_039443665.1|CPIP	LOC117893187|XP_034655588.1|DSUB
OG0001515	LOC120413929|XP_039430852.1|CPIP	LOC117903350|XP_034671192.1|DSUB, LOC117898275|XP_034663421.1|DSUB
OG0001534	LOC120422462|XP_039441840.1|CPIP	LOC117902737|XP_034670225.1|DSUB
OG0001535	LOC120430582|XP_039451626.1|CPIP	LOC117903488|XP_034671446.1|DSUB
OG0001536	LOC120420167|XP_039439067.1|CPIP, LOC120420202|XP_039439123.1|CPIP	LOC117891715|XP_034653203.1|DSUB
OG0001537	LOC120427218|XP_039448013.1|CPIP	LOC117902482|XP_034669784.1|DSUB, LOC117900716|XP_034667071.1|DSUB, LOC117901961|XP_034668832.1|DSUB
OG0001538	LOC120430775|XP_039451824.1|CPIP	LOC117903735|XP_034671984.1|DSUB
OG0001539	LOC120430692|XP_039451733.1|CPIP	LOC117891047|XP_034652108.1|DSUB
OG0001540	LOC120431926|XP_039452997.1|CPIP, LOC120413743|XP_039430602.1|CPIP	LOC117900426|XP_034666681.1|DSUB
OG0001541	LOC120427969|XP_039448859.1|CPIP	LOC117893218|XP_034655643.1|DSUB
OG0001542	LOC120419629|XP_039438316.1|CPIP	LOC117897389|XP_034662089.1|DSUB
OG0001545	LOC120420405|XP_039439351.1|CPIP	LOC117890747|XP_034651697.1|DSUB
OG0001546	LOC120420415|XP_039439367.1|CPIP, LOC120420408|XP_039439360.1|CPIP	LOC117890738|XP_034651685.1|DSUB
OG0001547	LOC120418084|XP_039436276.1|CPIP, LOC120419862|XP_039438631.1|CPIP	LOC117903411|XP_034671306.1|DSUB
OG0001548	LOC120429690|XP_039450657.1|CPIP	LOC117900396|XP_034666641.1|DSUB, LOC117895482|XP_034659058.1|DSUB
OG0001549	LOC120424957|XP_039445244.1|CPIP, LOC120424955|XP_039445242.1|CPIP	LOC117902575|XP_034669944.1|DSUB
OG0001551	LOC120431897|XP_039452965.1|CPIP, LOC120432103|XP_039453173.1|CPIP	LOC117895967|XP_034659812.1|DSUB
OG0001552	LOC120423845|XP_039443725.1|CPIP	LOC117898270|XP_034663416.1|DSUB
OG0001553	LOC120431180|XP_039452251.1|CPIP	LOC117903035|XP_034670656.1|DSUB
OG0001554	LOC120422141|XP_039441446.1|CPIP	LOC117897250|XP_034661864.1|DSUB
OG0001555	LOC120426950|XP_039447709.1|CPIP, LOC120415949|XP_039433530.1|CPIP	LOC117902236|XP_034669370.1|DSUB
OG0001556	LOC120420074|XP_039438931.1|CPIP	LOC117890875|XP_034651858.1|DSUB
OG0001557	LOC120423713|XP_039443551.1|CPIP, LOC120413069|XP_039429706.1|CPIP	LOC117903857|XP_034672228.1|DSUB
OG0001558	LOC120418363|XP_039436657.1|CPIP	LOC117892157|XP_034654113.1|DSUB
OG0001559	LOC120418338|XP_039436611.1|CPIP	LOC117897583|XP_034662428.1|DSUB
OG0001560	LOC120423422|XP_039443159.1|CPIP	LOC117899756|XP_034665898.1|DSUB
OG0001562	LOC120422327|XP_039441656.1|CPIP, LOC120423807|XP_039443662.1|CPIP, LOC120422326|XP_039441655.1|CPIP	LOC117902611|XP_034670014.1|DSUB
OG0001563	LOC120425403|XP_039445850.1|CPIP	LOC117897154|XP_034661717.1|DSUB
OG0001564	LOC120423960|XP_039443877.1|CPIP	LOC117899770|XP_034665920.1|DSUB
OG0001565	LOC120432036|XP_039453105.1|CPIP, LOC120422030|XP_039441289.1|CPIP, LOC120426396|XP_039447084.1|CPIP	LOC117897544|XP_034662360.1|DSUB
OG0001566	LOC120424628|XP_039444728.1|CPIP, LOC120424676|XP_039444785.1|CPIP	LOC117890098|XP_034651057.1|DSUB, LOC117899162|XP_034664912.1|DSUB
OG0001567	LOC120425062|XP_039445369.1|CPIP	LOC117889936|XP_034650358.1|DSUB
OG0001569	LOC120425071|XP_039445381.1|CPIP	LOC117896785|XP_034661173.1|DSUB
OG0001570	LOC120423532|XP_039443313.1|CPIP	LOC117896829|XP_034661233.1|DSUB
OG0001571	LOC120428538|XP_039449503.1|CPIP	LOC117899979|XP_034666035.1|DSUB
OG0001572	LOC120417836|XP_039435989.1|CPIP, LOC120417834|XP_039435983.1|CPIP	LOC117895837|XP_034659675.1|DSUB
OG0001573	LOC120414196|XP_039431211.1|CPIP	LOC117895848|XP_034659700.1|DSUB
