Orthogroup	CPIP.longest_only	HILL.longest_only
OG0001127	LOC120415811|XP_039433372.1|CPIP	LOC119648123|XP_037905573.1|HILL, LOC119647815|XP_037904971.1|HILL, LOC119647572|XP_037904500.1|HILL, LOC119647816|XP_037904972.1|HILL, LOC119647817|XP_037904973.1|HILL, LOC119647820|XP_037904978.1|HILL
OG0001128	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP	LOC119660463|XP_037924958.1|HILL
OG0001129	LOC120422189|XP_039441499.1|CPIP	LOC119650885|XP_037909986.1|HILL
OG0001130	LOC120424895|XP_039445117.1|CPIP	LOC119653058|XP_037913465.1|HILL
OG0001131	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP	LOC119660936|XP_037925859.1|HILL
OG0001133	LOC120416081|XP_039433692.1|CPIP	LOC119647256|XP_037904063.1|HILL
OG0001134	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP	LOC119656169|XP_037918443.1|HILL, LOC119656168|XP_037918442.1|HILL, LOC119655305|XP_037917062.1|HILL, LOC119654050|XP_037915138.1|HILL, LOC119654064|XP_037915156.1|HILL, LOC119653774|XP_037914701.1|HILL
OG0001135	LOC120414352|XP_039431447.1|CPIP	LOC119654839|XP_037916342.1|HILL
OG0001135	LOC120422246|XP_039441573.1|CPIP	LOC119654481|XP_037915830.1|HILL
OG0001136	LOC120417494|XP_039435503.1|CPIP	LOC119660441|XP_037924921.1|HILL
OG0001137	LOC120418769|XP_039437179.1|CPIP	LOC119659607|XP_037923706.1|HILL, LOC119659962|XP_037924244.1|HILL, LOC119659283|XP_037923219.1|HILL, LOC119659485|XP_037923526.1|HILL, LOC119659510|XP_037923568.1|HILL, LOC119659576|XP_037923661.1|HILL, LOC119659818|XP_037924029.1|HILL, LOC119659917|XP_037924170.1|HILL, LOC119660171|XP_037924505.1|HILL, LOC119659452|XP_037923465.1|HILL, LOC119659493|XP_037923539.1|HILL, LOC119659623|XP_037923751.1|HILL, LOC119659635|XP_037923762.1|HILL
OG0001138	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP	LOC119655094|XP_037916728.1|HILL
OG0001139	LOC120415108|XP_039432461.1|CPIP	LOC119647597|XP_037904547.1|HILL
OG0001153	LOC120420201|XP_039439120.1|CPIP	LOC119660793|XP_037925528.1|HILL
OG0001154	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP	LOC119651636|XP_037911228.1|HILL
OG0001155	LOC120428763|XP_039449780.1|CPIP, LOC120430949|XP_039452010.1|CPIP	LOC119656861|XP_037919444.1|HILL
OG0001156	LOC120416392|XP_039434063.1|CPIP	LOC119650793|XP_037909853.1|HILL, LOC119650795|XP_037909857.1|HILL
OG0001156	LOC120416391|XP_039434062.1|CPIP, LOC120416418|XP_039434103.1|CPIP	LOC119650794|XP_037909856.1|HILL
OG0001157	LOC120414010|XP_039430957.1|CPIP	LOC119660564|XP_037925135.1|HILL
OG0001157	LOC120424145|XP_039444120.1|CPIP	LOC119651295|XP_037910744.1|HILL
OG0001158	LOC120431385|XP_039452450.1|CPIP	LOC119660397|XP_037924862.1|HILL
OG0001158	LOC120423984|XP_039443915.1|CPIP	LOC119657603|XP_037920533.1|HILL
OG0001159	LOC120432503|XP_039453649.1|CPIP	LOC119656717|XP_037919167.1|HILL
OG0001160	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP	LOC119653171|XP_037913646.1|HILL
OG0001161	LOC120426255|XP_039446926.1|CPIP	LOC119650746|XP_037909750.1|HILL
OG0001162	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP	LOC119658310|XP_037921547.1|HILL
OG0001163	LOC120422549|XP_039441951.1|CPIP	LOC119650564|XP_037909297.1|HILL
OG0001164	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP	LOC119651647|XP_037911251.1|HILL
OG0001166	LOC120426042|XP_039446656.1|CPIP, LOC120413442|XP_039430192.1|CPIP	LOC119649162|XP_037907104.1|HILL
OG0001167	LOC120426173|XP_039446825.1|CPIP	LOC119646574|XP_037902992.1|HILL
OG0001169	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP	LOC119658036|XP_037921197.1|HILL
OG0001170	LOC120414137|XP_039431105.1|CPIP	LOC119659790|XP_037923985.1|HILL
OG0001171	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP	LOC119650467|XP_037909262.1|HILL
OG0001172	LOC120422279|XP_039441597.1|CPIP	LOC119661407|XP_037926664.1|HILL
OG0001173	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP	LOC119660364|XP_037924800.1|HILL, LOC119658996|XP_037922805.1|HILL
OG0001174	LOC120418803|XP_039437221.1|CPIP	LOC119647791|XP_037904916.1|HILL
OG0001176	LOC120414663|XP_039431867.1|CPIP	LOC119655006|XP_037916605.1|HILL
OG0001177	LOC120419057|XP_039437564.1|CPIP	LOC119661293|XP_037926506.1|HILL
OG0001177	LOC120417063|XP_039434954.1|CPIP	LOC119661291|XP_037926497.1|HILL
OG0001178	LOC120426887|XP_039447626.1|CPIP	LOC119646835|XP_037903380.1|HILL
OG0001178	LOC120416798|XP_039434608.1|CPIP	LOC119661423|XP_037926694.1|HILL
OG0001179	LOC120415576|XP_039433089.1|CPIP	LOC119646342|XP_037902696.1|HILL
OG0001180	LOC120427095|XP_039447881.1|CPIP	LOC119660988|XP_037926002.1|HILL
OG0001181	LOC120423217|XP_039442860.1|CPIP	LOC119648244|XP_037905804.1|HILL
OG0001182	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP	LOC119659498|XP_037923550.1|HILL, LOC119659994|XP_037924297.1|HILL
OG0001183	LOC120416960|XP_039434805.1|CPIP	LOC119660414|XP_037924881.1|HILL
OG0001184	LOC120422476|XP_039441865.1|CPIP, LOC120428676|XP_039449659.1|CPIP, LOC120430277|XP_039451303.1|CPIP, LOC120430628|XP_039451656.1|CPIP	LOC119659017|XP_037922836.1|HILL
OG0001185	LOC120423279|XP_039442953.1|CPIP	LOC119658701|XP_037922219.1|HILL
OG0001186	LOC120416650|XP_039434393.1|CPIP	LOC119659434|XP_037923445.1|HILL
OG0001187	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP	LOC119656116|XP_037918366.1|HILL
OG0001188	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP	LOC119653813|XP_037914766.1|HILL
OG0001189	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP	LOC119654676|XP_037916107.1|HILL
OG0001190	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP	LOC119655814|XP_037917847.1|HILL, LOC119655837|XP_037917871.1|HILL, LOC119655662|XP_037917574.1|HILL
OG0001191	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP	LOC119654289|XP_037915506.1|HILL
OG0001192	LOC120427744|XP_039448583.1|CPIP	LOC119659428|XP_037923436.1|HILL, LOC119659358|XP_037923338.1|HILL, LOC119649057|XP_037906966.1|HILL, LOC119659885|XP_037924131.1|HILL
OG0001193	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP	LOC119654818|XP_037916306.1|HILL
OG0001194	LOC120416843|XP_039434665.1|CPIP	LOC119648370|XP_037906025.1|HILL
OG0001195	LOC120418573|XP_039436952.1|CPIP	LOC119654134|XP_037915225.1|HILL, LOC119659978|XP_037924273.1|HILL, LOC119654133|XP_037915223.1|HILL, LOC119654495|XP_037915847.1|HILL
OG0001195	LOC120418583|XP_039436964.1|CPIP	LOC119654582|XP_037915969.1|HILL
OG0001200	LOC120413364|XP_039430082.1|CPIP	LOC119657294|XP_037920068.1|HILL
OG0001201	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP	LOC119659691|XP_037923872.1|HILL, LOC119660477|XP_037924996.1|HILL, LOC119660451|XP_037924938.1|HILL
OG0001202	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP	LOC119658232|XP_037921438.1|HILL
OG0001203	LOC120413295|XP_039429987.1|CPIP	LOC119660998|XP_037926022.1|HILL
OG0001204	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP	LOC119657884|XP_037920948.1|HILL
OG0001205	LOC120432255|XP_039453369.1|CPIP	LOC119657124|XP_037919816.1|HILL
OG0001205	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP	LOC119654814|XP_037916298.1|HILL
OG0001206	LOC120432275|XP_039453392.1|CPIP	LOC119652245|XP_037912149.1|HILL
OG0001207	LOC120422052|XP_039441319.1|CPIP	LOC119658299|XP_037921525.1|HILL
OG0001208	LOC120419766|XP_039438528.1|CPIP	LOC119653056|XP_037913463.1|HILL
OG0001208	LOC120424548|XP_039444645.1|CPIP	LOC119657034|XP_037919714.1|HILL
OG0001209	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP	LOC119652741|XP_037912967.1|HILL
OG0001210	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP	LOC119657755|XP_037920737.1|HILL
OG0001211	LOC120421097|XP_039440174.1|CPIP, LOC120418759|XP_039437170.1|CPIP	LOC119652060|XP_037911926.1|HILL
OG0001212	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP	LOC119658512|XP_037921913.1|HILL
OG0001213	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP	LOC119659447|XP_037923459.1|HILL
OG0001214	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP	LOC119652669|XP_037912863.1|HILL
OG0001215	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP	LOC119652850|XP_037913130.1|HILL
OG0001216	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP	LOC119653102|XP_037913545.1|HILL
OG0001217	LOC120423813|XP_039443667.1|CPIP	LOC119651703|XP_037911344.1|HILL
OG0001218	LOC120422590|XP_039442016.1|CPIP	LOC119659492|XP_037923538.1|HILL
OG0001220	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP	LOC119652163|XP_037912039.1|HILL
OG0001221	LOC120422630|XP_039442062.1|CPIP	LOC119650451|XP_037909237.1|HILL
OG0001222	LOC120422173|XP_039441483.1|CPIP	LOC119660867|XP_037925704.1|HILL
OG0001223	LOC120416560|XP_039434225.1|CPIP	LOC119654577|XP_037915964.1|HILL
OG0001224	LOC120416226|XP_039433860.1|CPIP	LOC119655657|XP_037917569.1|HILL
OG0001225	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP	LOC119646976|XP_037903609.1|HILL
OG0001226	LOC120418804|XP_039437222.1|CPIP	LOC119657789|XP_037920804.1|HILL, LOC119646174|XP_037902482.1|HILL, LOC119661587|XP_037926917.1|HILL
OG0001227	LOC120420146|XP_039439038.1|CPIP	LOC119647209|XP_037903963.1|HILL, LOC119647103|XP_037903808.1|HILL
OG0001228	LOC120414239|XP_039431284.1|CPIP, LOC120424577|XP_039444677.1|CPIP	LOC119655872|XP_037917929.1|HILL, LOC119655332|XP_037917103.1|HILL, LOC119654512|XP_037915878.1|HILL, LOC119655056|XP_037916675.1|HILL
OG0001229	LOC120430378|XP_039451410.1|CPIP	LOC119646290|XP_037902629.1|HILL
OG0001230	LOC120422782|XP_039442254.1|CPIP	LOC119661031|XP_037926123.1|HILL
OG0001231	LOC120419802|XP_039438571.1|CPIP	LOC119652521|XP_037912644.1|HILL
OG0001233	LOC120419669|XP_039438368.1|CPIP	LOC119661290|XP_037926495.1|HILL
OG0001234	LOC120414574|XP_039431745.1|CPIP	LOC119659090|XP_037922934.1|HILL
OG0001235	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP	LOC119646499|XP_037902882.1|HILL
OG0001236	LOC120423226|XP_039442868.1|CPIP	LOC119649757|XP_037907979.1|HILL
OG0001237	LOC120414317|XP_039431388.1|CPIP	LOC119659116|XP_037922967.1|HILL
OG0001238	LOC120426763|XP_039447471.1|CPIP	LOC119659152|XP_037923023.1|HILL
OG0001238	LOC120419301|XP_039437901.1|CPIP	LOC119653689|XP_037914487.1|HILL
OG0001239	LOC120431768|XP_039452820.1|CPIP	LOC119653018|XP_037913384.1|HILL
OG0001240	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP	LOC119660382|XP_037924834.1|HILL
OG0001241	LOC120417870|XP_039436024.1|CPIP	LOC119658765|XP_037922391.1|HILL
OG0001242	LOC120425656|XP_039446171.1|CPIP	LOC119655416|XP_037917230.1|HILL
OG0001243	LOC120416668|XP_039434415.1|CPIP	LOC119648820|XP_037906605.1|HILL
OG0001244	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP	LOC119661188|XP_037926337.1|HILL
OG0001245	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP	LOC119651974|XP_037911806.1|HILL
OG0001246	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP	LOC119655399|XP_037917208.1|HILL
OG0001247	LOC120432576|XP_039453739.1|CPIP	LOC119653750|XP_037914607.1|HILL
OG0001248	LOC120422204|XP_039441519.1|CPIP	LOC119650077|XP_037908504.1|HILL, LOC119649838|XP_037908111.1|HILL, LOC119647933|XP_037905201.1|HILL, LOC119650285|XP_037908840.1|HILL, LOC119650080|XP_037908511.1|HILL, LOC119648509|XP_037906206.1|HILL, LOC119648725|XP_037906464.1|HILL, LOC119649642|XP_037907825.1|HILL, LOC119649535|XP_037907650.1|HILL, LOC119649939|XP_037908286.1|HILL, LOC119649581|XP_037907713.1|HILL
OG0001249	LOC120423895|XP_039443810.1|CPIP	LOC119658028|XP_037921186.1|HILL
OG0001257	LOC120413281|XP_039429947.1|CPIP	LOC119660950|XP_037925892.1|HILL
OG0001258	LOC120432334|XP_039453457.1|CPIP	LOC119650730|XP_037909685.1|HILL
OG0001259	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP	LOC119658496|XP_037921886.1|HILL
OG0001260	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP	LOC119652828|XP_037913084.1|HILL
OG0001261	LOC120427227|XP_039448025.1|CPIP	LOC119657335|XP_037920135.1|HILL
OG0001263	LOC120432642|XP_039453825.1|CPIP	LOC119656996|XP_037919660.1|HILL
OG0001264	LOC120429252|XP_039450399.1|CPIP	LOC119646944|XP_037903561.1|HILL
OG0001265	LOC120428458|XP_039449403.1|CPIP	LOC119657638|XP_037920570.1|HILL
OG0001266	LOC120417192|XP_039435093.1|CPIP	LOC119656260|XP_037918605.1|HILL
OG0001267	LOC120424506|XP_039444591.1|CPIP, LOC120426739|XP_039447450.1|CPIP	LOC119651389|XP_037910899.1|HILL
OG0001268	LOC120430995|XP_039452088.1|CPIP, LOC120415296|XP_039432699.1|CPIP	LOC119652029|XP_037911892.1|HILL
OG0001269	LOC120429645|XP_039450605.1|CPIP	LOC119659654|XP_037923790.1|HILL
OG0001270	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP	LOC119659052|XP_037922887.1|HILL
OG0001271	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP	LOC119658672|XP_037922162.1|HILL
OG0001272	LOC120424869|XP_039445058.1|CPIP	LOC119649825|XP_037908089.1|HILL
OG0001273	LOC120429935|XP_039450967.1|CPIP	LOC119651602|XP_037911179.1|HILL
OG0001274	LOC120418048|XP_039436233.1|CPIP	LOC119649786|XP_037908019.1|HILL
OG0001275	LOC120420002|XP_039438829.1|CPIP	LOC119649512|XP_037907612.1|HILL
OG0001276	LOC120413456|XP_039430225.1|CPIP	LOC119648094|XP_037905520.1|HILL
OG0001277	LOC120424852|XP_039445035.1|CPIP	LOC119649433|XP_037907511.1|HILL, LOC119649427|XP_037907503.1|HILL
OG0001278	LOC120419963|XP_039438765.1|CPIP	LOC119649514|XP_037907615.1|HILL
OG0001279	LOC120419970|XP_039438780.1|CPIP	LOC119648237|XP_037905794.1|HILL
OG0001280	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP	LOC119648137|XP_037905610.1|HILL
OG0001281	LOC120421671|XP_039440836.1|CPIP	LOC119647691|XP_037904703.1|HILL
OG0001282	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP	LOC119648273|XP_037905856.1|HILL, LOC119649296|XP_037907318.1|HILL, LOC119650007|XP_037908401.1|HILL, LOC119649909|XP_037908236.1|HILL
OG0001283	LOC120427036|XP_039447800.1|CPIP	LOC119661427|XP_037926698.1|HILL
OG0001284	LOC120414678|XP_039431897.1|CPIP	LOC119651440|XP_037910970.1|HILL
OG0001285	LOC120429106|XP_039450203.1|CPIP	LOC119654710|XP_037916157.1|HILL
OG0001285	LOC120414724|XP_039431961.1|CPIP	LOC119646154|XP_037902453.1|HILL
OG0001286	LOC120429762|XP_039450749.1|CPIP	LOC119646226|XP_037902542.1|HILL
OG0001287	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP	LOC119650430|XP_037909177.1|HILL, LOC119650431|XP_037909178.1|HILL, LOC119660177|XP_037924513.1|HILL, LOC119660484|XP_037924999.1|HILL
OG0001288	LOC120420968|XP_039440035.1|CPIP	LOC119651059|XP_037910316.1|HILL
OG0001289	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP	LOC119656549|XP_037918844.1|HILL, LOC119646325|XP_037902674.1|HILL, LOC119646338|XP_037902691.1|HILL
OG0001290	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP	LOC119653199|XP_037913690.1|HILL
OG0001291	LOC120428474|XP_039449422.1|CPIP, LOC120414339|XP_039431425.1|CPIP	LOC119654813|XP_037916297.1|HILL
OG0001292	LOC120423698|XP_039443534.1|CPIP, LOC120423701|XP_039443537.1|CPIP	LOC119653512|XP_037914101.1|HILL
OG0001293	LOC120414358|XP_039431455.1|CPIP	LOC119655415|XP_037917229.1|HILL
OG0001294	LOC120426999|XP_039447750.1|CPIP	LOC119654231|XP_037915382.1|HILL
OG0001295	LOC120431459|XP_039452510.1|CPIP	LOC119653879|XP_037914923.1|HILL
OG0001296	LOC120419233|XP_039437826.1|CPIP	LOC119655784|XP_037917802.1|HILL
OG0001297	LOC120423588|XP_039443387.1|CPIP	LOC119659209|XP_037923105.1|HILL
OG0001298	LOC120417916|XP_039436086.1|CPIP	LOC119652500|XP_037912615.1|HILL
OG0001298	LOC120416955|XP_039434793.1|CPIP	LOC119659762|XP_037923951.1|HILL, LOC119658977|XP_037922785.1|HILL
OG0001299	LOC120422007|XP_039441255.1|CPIP, LOC120432174|XP_039453246.1|CPIP	LOC119649607|XP_037907753.1|HILL
OG0001300	LOC120415419|XP_039432887.1|CPIP	LOC119655461|XP_037917290.1|HILL
OG0001301	LOC120423370|XP_039443087.1|CPIP, LOC120423371|XP_039443088.1|CPIP	LOC119654217|XP_037915358.1|HILL
OG0001302	LOC120417543|XP_039435559.1|CPIP	LOC119658796|XP_037922442.1|HILL, LOC119658797|XP_037922444.1|HILL, LOC119658798|XP_037922445.1|HILL, LOC119658800|XP_037922447.1|HILL
OG0001303	LOC120425865|XP_039446421.1|CPIP	LOC119657687|XP_037920649.1|HILL
OG0001304	LOC120414804|XP_039432055.1|CPIP	LOC119654610|XP_037916008.1|HILL
OG0001304	LOC120417898|XP_039436053.1|CPIP	LOC119653815|XP_037914773.1|HILL
OG0001305	LOC120427519|XP_039448316.1|CPIP	LOC119658890|XP_037922616.1|HILL
OG0001306	LOC120423281|XP_039442982.1|CPIP	LOC119658704|XP_037922241.1|HILL, LOC119659011|XP_037922824.1|HILL, LOC119659009|XP_037922822.1|HILL
OG0001307	LOC120414405|XP_039431518.1|CPIP	LOC119659990|XP_037924289.1|HILL
OG0001308	LOC120414403|XP_039431514.1|CPIP	LOC119653629|XP_037914332.1|HILL
OG0001309	LOC120414020|XP_039430971.1|CPIP, LOC120414000|XP_039430943.1|CPIP	LOC119660286|XP_037924685.1|HILL
OG0001311	LOC120417566|XP_039435594.1|CPIP, LOC120420210|XP_039439128.1|CPIP	LOC119656610|XP_037918975.1|HILL
OG0001313	LOC120416827|XP_039434648.1|CPIP	LOC119648111|XP_037905557.1|HILL
OG0001314	LOC120418103|XP_039436307.1|CPIP, LOC120431543|XP_039452585.1|CPIP, LOC120431629|XP_039452672.1|CPIP, LOC120423143|XP_039442759.1|CPIP, LOC120414582|XP_039431751.1|CPIP, LOC120412578|XP_039429022.1|CPIP, LOC120416026|XP_039433621.1|CPIP, LOC120412415|XP_039428812.1|CPIP, LOC120421472|XP_039440623.1|CPIP	LOC119657885|XP_037920950.1|HILL
OG0001326	LOC120417038|XP_039434922.1|CPIP, LOC120419278|XP_039437878.1|CPIP, LOC120420268|XP_039439201.1|CPIP	LOC119652653|XP_037912831.1|HILL
OG0001328	LOC120414973|XP_039432241.1|CPIP	LOC119654838|XP_037916341.1|HILL
OG0001328	LOC120421074|XP_039440154.1|CPIP	LOC119657878|XP_037920937.1|HILL
OG0001329	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP	LOC119658047|XP_037921219.1|HILL
OG0001330	LOC120422463|XP_039441846.1|CPIP	LOC119657748|XP_037920727.1|HILL, LOC119658117|XP_037921312.1|HILL
OG0001331	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP	LOC119656876|XP_037919468.1|HILL
OG0001332	LOC120413145|XP_039429789.1|CPIP, LOC120412616|XP_039429104.1|CPIP	LOC119656586|XP_037918919.1|HILL
OG0001333	LOC120417034|XP_039434912.1|CPIP, LOC120417028|XP_039434904.1|CPIP	LOC119656813|XP_037919365.1|HILL
OG0001334	LOC120414158|XP_039431133.1|CPIP, LOC120414159|XP_039431134.1|CPIP	LOC119657942|XP_037921060.1|HILL
OG0001335	LOC120425484|XP_039445962.1|CPIP, LOC120425483|XP_039445956.1|CPIP	LOC119652343|XP_037912293.1|HILL
OG0001337	LOC120432047|XP_039453113.1|CPIP, LOC120427370|XP_039448159.1|CPIP	LOC119657100|XP_037919783.1|HILL
OG0001338	LOC120428736|XP_039449746.1|CPIP	LOC119657367|XP_037920178.1|HILL
OG0001339	LOC120424190|XP_039444183.1|CPIP	LOC119655050|XP_037916668.1|HILL
OG0001340	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP	LOC119649314|XP_037907349.1|HILL
OG0001341	LOC120431639|XP_039452681.1|CPIP	LOC119651654|XP_037911265.1|HILL
OG0001342	LOC120426177|XP_039446827.1|CPIP	LOC119653250|XP_037913786.1|HILL
OG0001343	LOC120430148|XP_039451166.1|CPIP	LOC119652246|XP_037912155.1|HILL
OG0001343	LOC120430149|XP_039451167.1|CPIP	LOC119651876|XP_037911617.1|HILL
OG0001344	LOC120422010|XP_039441262.1|CPIP, LOC120422024|XP_039441280.1|CPIP	LOC119651796|XP_037911507.1|HILL
OG0001345	LOC120428740|XP_039449749.1|CPIP, LOC120427177|XP_039447971.1|CPIP	LOC119652847|XP_037913127.1|HILL
OG0001346	LOC120428013|XP_039448918.1|CPIP	LOC119651609|XP_037911190.1|HILL
OG0001347	LOC120425439|XP_039445903.1|CPIP	LOC119656995|XP_037919658.1|HILL
OG0001348	LOC120413504|XP_039430294.1|CPIP	LOC119646138|XP_037902422.1|HILL
OG0001349	LOC120424374|XP_039444404.1|CPIP	LOC119650338|XP_037908930.1|HILL, LOC119648621|XP_037906319.1|HILL
OG0001350	LOC120426570|XP_039447290.1|CPIP	LOC119656031|XP_037918222.1|HILL
OG0001351	LOC120426287|XP_039446974.1|CPIP	LOC119646934|XP_037903549.1|HILL
OG0001352	LOC120418886|XP_039437353.1|CPIP	LOC119646485|XP_037902868.1|HILL
OG0001353	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP, LOC120430442|XP_039451492.1|CPIP	LOC119657814|XP_037920854.1|HILL
OG0001354	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP	LOC119661661|XP_037927022.1|HILL
OG0001355	LOC120418490|XP_039436861.1|CPIP	LOC119647144|XP_037903866.1|HILL
OG0001356	LOC120429155|XP_039450297.1|CPIP, LOC120420068|XP_039438925.1|CPIP	LOC119659914|XP_037924167.1|HILL
OG0001357	LOC120418023|XP_039436200.1|CPIP	LOC119650158|XP_037908633.1|HILL, LOC119650159|XP_037908634.1|HILL, LOC119655198|XP_037916898.1|HILL
OG0001358	LOC120418025|XP_039436203.1|CPIP	LOC119649831|XP_037908101.1|HILL
OG0001359	LOC120414639|XP_039431804.1|CPIP, LOC120414627|XP_039431795.1|CPIP	LOC119649801|XP_037908041.1|HILL
OG0001360	LOC120426786|XP_039447497.1|CPIP	LOC119660268|XP_037924655.1|HILL
OG0001361	LOC120419996|XP_039438820.1|CPIP, LOC120419994|XP_039438816.1|CPIP	LOC119649638|XP_037907817.1|HILL
OG0001362	LOC120419965|XP_039438769.1|CPIP	LOC119649515|XP_037907624.1|HILL
OG0001363	LOC120432172|XP_039453243.1|CPIP, LOC120414130|XP_039431095.1|CPIP	LOC119660259|XP_037924645.1|HILL
