Orthogroup	CPIP.longest_only	DBUS.longest_only
OG0002483	LOC120415878|XP_039433450.1|CPIP	LOC108596566|XP_017837958.1|DBUS
OG0002484	LOC120415857|XP_039433428.1|CPIP	LOC108595520|XP_017836263.1|DBUS
OG0002485	LOC120427508|XP_039448303.1|CPIP	LOC108596938|XP_017838660.1|DBUS
OG0002486	LOC120425824|XP_039446376.1|CPIP	LOC108599249|XP_017841534.2|DBUS
OG0002487	LOC120416712|XP_039434467.1|CPIP, LOC120425825|XP_039446377.1|CPIP	LOC108608293|XP_033149337.1|DBUS
OG0002488	LOC120422213|XP_039441532.1|CPIP	LOC108595135|XP_017835787.1|DBUS
OG0002489	LOC120423892|XP_039443802.1|CPIP	LOC108598469|XP_017840603.2|DBUS
OG0002490	LOC120423910|XP_039443824.1|CPIP	LOC108595173|XP_017835839.1|DBUS
OG0002492	LOC120428267|XP_039449193.1|CPIP	LOC108596288|XP_017837365.1|DBUS
OG0002493	LOC120428251|XP_039449175.1|CPIP	LOC108595313|XP_017836020.1|DBUS
OG0002494	LOC120425864|XP_039446419.1|CPIP	LOC108602429|XP_033148944.1|DBUS
OG0002495	LOC120414931|XP_039432196.1|CPIP	LOC108597323|XP_017839301.1|DBUS
OG0002496	LOC120425278|XP_039445663.1|CPIP	LOC108602517|XP_017846139.1|DBUS
OG0002508	LOC120422061|XP_039441331.1|CPIP	LOC108607027|XP_033150302.1|DBUS
OG0002509	LOC120421053|XP_039440132.1|CPIP, LOC120431164|XP_039452238.1|CPIP	LOC108595024|XP_017835648.1|DBUS
OG0002510	LOC120432318|XP_039453436.1|CPIP	LOC108605166|XP_017850240.2|DBUS
OG0002511	LOC120415031|XP_039432330.1|CPIP	LOC108604294|XP_017849197.1|DBUS
OG0002512	LOC120413289|XP_039429960.1|CPIP	LOC108607424|XP_017853720.1|DBUS
OG0002513	LOC120413306|XP_039430002.1|CPIP	LOC108603948|XP_017848628.1|DBUS
OG0002514	LOC120415052|XP_039432359.1|CPIP	LOC108600148|XP_017843030.1|DBUS
OG0002516	LOC120420867|XP_039439953.1|CPIP	LOC108602158|XP_017845679.1|DBUS
OG0002517	LOC120417274|XP_039435192.1|CPIP	LOC108606374|XP_033150381.1|DBUS
OG0002518	LOC120419292|XP_039437891.1|CPIP	LOC108602648|XP_017846283.1|DBUS
OG0002519	LOC120431837|XP_039452899.1|CPIP, LOC120419300|XP_039437899.1|CPIP	LOC108597616|XP_017839745.1|DBUS
OG0002520	LOC120431838|XP_039452901.1|CPIP, LOC120419298|XP_039437898.1|CPIP	LOC108606869|XP_017852868.1|DBUS
OG0002521	LOC120419264|XP_039437853.1|CPIP, LOC120428873|XP_039449933.1|CPIP	LOC108605410|XP_017850568.1|DBUS
OG0002522	LOC120432301|XP_039453422.1|CPIP	LOC108602003|XP_017845493.1|DBUS
OG0002523	LOC120425470|XP_039446283.1|CPIP	LOC108603914|XP_017848585.1|DBUS
OG0002524	LOC120430129|XP_039451151.1|CPIP, LOC120430864|XP_039451926.1|CPIP	LOC108605252|XP_017850359.1|DBUS
OG0002525	LOC120432224|XP_039453333.1|CPIP	LOC108598414|XP_017840527.1|DBUS
OG0002526	LOC120432226|XP_039453334.1|CPIP	LOC108603044|XP_017846951.1|DBUS
OG0002528	LOC120413322|XP_039430023.1|CPIP	LOC108605195|XP_017850278.1|DBUS
OG0002529	LOC120413325|XP_039430032.1|CPIP	LOC108604299|XP_017849205.1|DBUS
OG0002530	LOC120413358|XP_039430077.1|CPIP	LOC108607824|XP_017854361.1|DBUS
OG0002531	LOC120428492|XP_039449439.1|CPIP	LOC108608570|XP_017855490.1|DBUS
OG0002532	LOC120422611|XP_039442073.1|CPIP	LOC108601649|XP_017845038.1|DBUS
OG0002533	LOC120422055|XP_039441321.1|CPIP	LOC108599233|XP_017841520.1|DBUS, LOC108606617|XP_017852380.1|DBUS
OG0002534	LOC120422083|XP_039441363.1|CPIP	LOC108595209|XP_017835886.1|DBUS
OG0002535	LOC120414185|XP_039431196.1|CPIP, LOC120414186|XP_039431198.1|CPIP	LOC108598702|XP_017840916.1|DBUS
OG0002536	LOC120422456|XP_039441833.1|CPIP	LOC108602821|XP_017846541.1|DBUS
OG0002537	LOC120415045|XP_039432353.1|CPIP	LOC108595215|XP_017835891.1|DBUS
OG0002539	LOC120431369|XP_039452437.1|CPIP	LOC108595162|XP_017835822.1|DBUS
OG0002540	LOC120420181|XP_039439090.1|CPIP	LOC108604166|XP_017848988.1|DBUS
OG0002541	LOC120420192|XP_039439112.1|CPIP, LOC120431573|XP_039452617.1|CPIP	LOC108607207|XP_017853361.1|DBUS
OG0002542	LOC120420217|XP_039439138.1|CPIP	LOC108607167|XP_017853309.1|DBUS
OG0002543	LOC120431208|XP_039452287.1|CPIP	LOC108605705|XP_017850986.1|DBUS
OG0002544	LOC120413732|XP_039430592.1|CPIP	LOC108604428|XP_017849388.1|DBUS
OG0002545	LOC120413352|XP_039430069.1|CPIP	LOC108606854|XP_017852840.1|DBUS
OG0002547	LOC120412765|XP_039429294.1|CPIP	LOC108605856|XP_017851154.1|DBUS
OG0002548	LOC120412730|XP_039429258.1|CPIP	LOC108605712|XP_017850993.1|DBUS
OG0002549	LOC120412693|XP_039429206.1|CPIP	LOC108606877|XP_017852889.1|DBUS
OG0002550	LOC120430270|XP_039451331.1|CPIP	LOC108606791|XP_017852730.1|DBUS
OG0002551	LOC120414279|XP_039431341.1|CPIP, LOC120427670|XP_039448484.1|CPIP	LOC108604813|XP_017849910.1|DBUS
OG0002552	LOC120426469|XP_039447166.1|CPIP, LOC120427669|XP_039448483.1|CPIP	LOC108597120|XP_017838992.2|DBUS
OG0002553	LOC120423033|XP_039442608.1|CPIP	LOC108607264|XP_017853444.1|DBUS
OG0002554	LOC120422047|XP_039441307.1|CPIP	LOC108607098|XP_017853211.1|DBUS
OG0002555	LOC120422043|XP_039441302.1|CPIP	LOC108605095|XP_017850149.1|DBUS
OG0002556	LOC120428285|XP_039449527.1|CPIP	LOC108608571|XP_017855491.2|DBUS
OG0002557	LOC120424694|XP_039444807.1|CPIP	LOC108606862|XP_017852855.1|DBUS
OG0002558	LOC120431230|XP_039452304.1|CPIP	LOC108603246|XP_017847366.1|DBUS
OG0002559	LOC120424517|XP_039444607.1|CPIP	LOC108600140|XP_017843022.1|DBUS
OG0002560	LOC120431686|XP_039452734.1|CPIP, LOC120431594|XP_039452635.1|CPIP	LOC108601779|XP_017845195.1|DBUS
OG0002561	LOC120430612|XP_039451643.1|CPIP, LOC120426028|XP_039446641.1|CPIP	LOC108604029|XP_017848768.1|DBUS
OG0002562	LOC120412825|XP_039429369.1|CPIP, LOC120412847|XP_039429407.1|CPIP	LOC108605974|XP_017851285.1|DBUS
OG0002563	LOC120412477|XP_039428903.1|CPIP	LOC108604952|XP_017850011.1|DBUS
OG0002564	LOC120416427|XP_039434115.1|CPIP	LOC108604395|XP_017849342.1|DBUS
OG0002565	LOC120427023|XP_039447777.1|CPIP	LOC108604531|XP_017849534.1|DBUS
OG0002566	LOC120416234|XP_039433865.1|CPIP	LOC108604251|XP_017849122.1|DBUS
OG0002567	LOC120419614|XP_039438288.1|CPIP	LOC108606346|XP_017851882.1|DBUS
OG0002568	LOC120417031|XP_039434908.1|CPIP	LOC108605862|XP_017851162.1|DBUS
OG0002569	LOC120426178|XP_039446852.1|CPIP	LOC108598983|XP_017841246.2|DBUS
OG0002570	LOC120415640|XP_039433171.1|CPIP	LOC108603835|XP_017848467.1|DBUS
OG0002571	LOC120415616|XP_039433145.1|CPIP	LOC108603291|XP_017847449.1|DBUS
OG0002572	LOC120415599|XP_039433126.1|CPIP	LOC108595955|XP_017836731.1|DBUS
OG0002573	LOC120416904|XP_039434735.1|CPIP	LOC108604267|XP_017849150.1|DBUS
OG0002574	LOC120424521|XP_039444612.1|CPIP	LOC108601910|XP_017845377.1|DBUS
OG0002575	LOC120426457|XP_039447153.1|CPIP	LOC108603508|XP_017847871.1|DBUS
OG0002576	LOC120429941|XP_039450973.1|CPIP	LOC108605626|XP_017850899.1|DBUS
OG0002577	LOC120423741|XP_039443587.1|CPIP	LOC108599594|XP_017842029.1|DBUS
OG0002578	LOC120423864|XP_039443747.1|CPIP, LOC120422129|XP_039441438.1|CPIP	LOC108594441|XP_017835105.1|DBUS
OG0002579	LOC120416321|XP_039433977.1|CPIP, LOC120426395|XP_039447083.1|CPIP, LOC120421585|XP_039440751.1|CPIP	LOC108607801|XP_017854329.1|DBUS
OG0002580	LOC120419940|XP_039438771.1|CPIP	LOC108595543|XP_017836291.1|DBUS
OG0002581	LOC120430904|XP_039451960.1|CPIP, LOC120426433|XP_039447131.1|CPIP	LOC108603703|XP_017848224.1|DBUS
OG0002582	LOC120424945|XP_039445188.1|CPIP	LOC108603401|XP_017847676.1|DBUS
OG0002583	LOC120431534|XP_039452560.1|CPIP	LOC108603064|XP_017846991.1|DBUS
OG0002584	LOC120429239|XP_039450384.1|CPIP	LOC108600534|XP_017843676.1|DBUS
OG0002585	LOC120429241|XP_039450386.1|CPIP	LOC108600536|XP_017843678.1|DBUS
OG0002586	LOC120424947|XP_039445191.1|CPIP	LOC108603319|XP_017847525.1|DBUS
OG0002587	LOC120424943|XP_039445181.1|CPIP	LOC108601742|XP_017845151.1|DBUS
OG0002588	LOC120430740|XP_039451781.1|CPIP	LOC108603778|XP_017848359.1|DBUS
OG0002589	LOC120432026|XP_039453097.1|CPIP	LOC108604083|XP_017848846.1|DBUS
OG0002590	LOC120427371|XP_039448160.1|CPIP	LOC108607092|XP_017853206.1|DBUS
OG0002591	LOC120427702|XP_039448534.1|CPIP	LOC108603907|XP_017848578.1|DBUS
OG0002592	LOC120425500|XP_039445983.1|CPIP	LOC108604852|XP_017849964.1|DBUS
OG0002593	LOC120431907|XP_039452972.1|CPIP, LOC120425107|XP_039445435.1|CPIP	LOC108603342|XP_017847563.1|DBUS
OG0002594	LOC120425114|XP_039445451.1|CPIP	LOC108603662|XP_033149833.1|DBUS
OG0002595	LOC120427714|XP_039448547.1|CPIP	LOC108603015|XP_017846899.1|DBUS
OG0002596	LOC120425820|XP_039446367.1|CPIP	LOC108604537|XP_017849542.1|DBUS
OG0002597	LOC120428991|XP_039450063.1|CPIP	LOC108604468|XP_017849439.1|DBUS
OG0002598	LOC120431685|XP_039452737.1|CPIP	LOC108603465|XP_033150080.1|DBUS
OG0002599	LOC120417847|XP_039436002.1|CPIP, LOC120417845|XP_039436000.1|CPIP	LOC108604760|XP_017849839.1|DBUS
OG0002600	LOC120418746|XP_039437157.1|CPIP	LOC108597537|XP_017839625.1|DBUS
OG0002601	LOC120417218|XP_039435112.1|CPIP	LOC108602329|XP_017845904.1|DBUS
OG0002602	LOC120432523|XP_039453674.1|CPIP	LOC108604153|XP_017848960.1|DBUS
OG0002603	LOC120425734|XP_039446271.1|CPIP	LOC108603149|XP_017847186.1|DBUS
OG0002604	LOC120430225|XP_039451239.1|CPIP	LOC108604789|XP_017849877.1|DBUS
OG0002605	LOC120424504|XP_039444589.1|CPIP	LOC108604811|XP_017849904.1|DBUS
OG0002606	LOC120429673|XP_039450636.1|CPIP	LOC108603255|XP_017847383.1|DBUS
OG0002607	LOC120430689|XP_039451724.1|CPIP, LOC120430352|XP_039451386.1|CPIP	LOC108601452|XP_017844839.1|DBUS
OG0002608	LOC120421795|XP_039441001.1|CPIP	LOC108603359|XP_017847595.2|DBUS
OG0002609	LOC120424978|XP_039445269.1|CPIP	LOC108596508|XP_017837837.1|DBUS
OG0002610	LOC120416025|XP_039433624.1|CPIP, LOC120424223|XP_039444213.1|CPIP	LOC108603472|XP_017847800.1|DBUS
OG0002611	LOC120415982|XP_039433575.1|CPIP	LOC108603704|XP_017848233.1|DBUS
OG0002612	LOC120429001|XP_039450075.1|CPIP	LOC108602135|XP_017845652.1|DBUS
OG0002613	LOC120426741|XP_039447452.1|CPIP	LOC108603169|XP_017847215.1|DBUS
OG0002614	LOC120428666|XP_039449648.1|CPIP	LOC108603927|XP_017848609.1|DBUS
OG0002615	LOC120424028|XP_039443982.1|CPIP	LOC117134668|XP_033148965.1|DBUS
OG0002616	LOC120418324|XP_039436591.1|CPIP	LOC108604190|XP_017849029.1|DBUS
OG0002617	LOC120427249|XP_039448039.1|CPIP	LOC108596513|XP_033150929.1|DBUS, LOC108596514|XP_017837845.1|DBUS
OG0002618	LOC120425377|XP_039445823.1|CPIP	LOC108603294|XP_017847454.1|DBUS
OG0002619	LOC120418340|XP_039436616.1|CPIP	LOC108603338|XP_017847552.1|DBUS
OG0002620	LOC120422574|XP_039441994.1|CPIP	LOC108604064|XP_017848817.1|DBUS
OG0002621	LOC120415772|XP_039433326.1|CPIP	LOC108604088|XP_017848854.1|DBUS
OG0002622	LOC120422820|XP_039442288.1|CPIP	LOC108598528|XP_017840700.1|DBUS
OG0002623	LOC120427893|XP_039448761.1|CPIP	LOC108601922|XP_017845388.1|DBUS
OG0002624	LOC120427895|XP_039448763.1|CPIP	LOC108604683|XP_017849727.1|DBUS, LOC108604684|XP_017849729.1|DBUS
OG0002625	LOC120422150|XP_039441456.1|CPIP, LOC120427900|XP_039448774.1|CPIP	LOC108603019|XP_017846905.1|DBUS
OG0002626	LOC120415891|XP_039433469.1|CPIP, LOC120416109|XP_039433729.1|CPIP	LOC108605593|XP_017850855.1|DBUS
OG0002628	LOC120424277|XP_039444275.1|CPIP	LOC108603860|XP_017848505.1|DBUS
OG0002629	LOC120423418|XP_039443152.1|CPIP	LOC108603121|XP_033149967.1|DBUS
OG0002630	LOC120429640|XP_039450601.1|CPIP	LOC108604152|XP_033149002.1|DBUS
OG0002631	LOC120414273|XP_039431328.1|CPIP	LOC108601451|XP_017844838.1|DBUS
OG0002632	LOC120426681|XP_039447390.1|CPIP	LOC108604249|XP_017849120.1|DBUS
OG0002633	LOC120427258|XP_039448052.1|CPIP, LOC120427260|XP_039448053.1|CPIP	LOC108603405|XP_017847683.1|DBUS
OG0002634	LOC120427255|XP_039448047.1|CPIP	LOC108604753|XP_017849830.1|DBUS
OG0002635	LOC120431817|XP_039452870.1|CPIP	LOC108604670|XP_017849711.1|DBUS
OG0002637	LOC120427150|XP_039447942.1|CPIP	LOC108608475|XP_033149987.1|DBUS
OG0002638	LOC120423958|XP_039443875.1|CPIP, LOC120423965|XP_039443887.1|CPIP	LOC108601635|XP_017845022.1|DBUS
OG0002640	LOC120416816|XP_039434635.1|CPIP	LOC108602752|XP_017846410.1|DBUS
OG0002641	LOC120415779|XP_039433340.1|CPIP	LOC108602755|XP_017846416.1|DBUS
OG0002642	LOC120416858|XP_039434692.1|CPIP	LOC108602754|XP_017846415.1|DBUS
OG0002643	LOC120426245|XP_039446916.1|CPIP	LOC108602753|XP_017846412.1|DBUS
OG0002644	LOC120429545|XP_039450536.1|CPIP, LOC120430324|XP_039451359.1|CPIP	LOC108602525|XP_017846147.1|DBUS
OG0002645	LOC120425992|XP_039446584.1|CPIP, LOC120429013|XP_039450084.1|CPIP	LOC108604591|XP_017849613.1|DBUS
OG0002646	LOC120422018|XP_039441276.1|CPIP	LOC108603796|XP_017848382.1|DBUS
OG0002647	LOC120422019|XP_039441277.1|CPIP	LOC108602498|XP_017846115.1|DBUS
OG0002648	LOC120429627|XP_039450591.1|CPIP	LOC108603094|XP_017847079.1|DBUS
OG0002649	LOC120422584|XP_039442006.1|CPIP	LOC108602348|XP_017845936.1|DBUS
OG0002650	LOC120425422|XP_039445882.1|CPIP	LOC108604521|XP_017849519.1|DBUS
OG0002651	LOC120418745|XP_039437156.1|CPIP	LOC108603870|XP_017848529.1|DBUS
OG0002652	LOC120431087|XP_039452177.1|CPIP, LOC120430930|XP_039451984.1|CPIP	LOC108602107|XP_017845620.1|DBUS
OG0002653	LOC120426163|XP_039446815.1|CPIP	LOC108603304|XP_017847469.1|DBUS
OG0002654	LOC120426151|XP_039446803.1|CPIP	LOC108603535|XP_017847923.1|DBUS
OG0002655	LOC120424660|XP_039444768.1|CPIP	LOC108603901|XP_017848572.1|DBUS
OG0002656	LOC120424635|XP_039444736.1|CPIP	LOC108603207|XP_017847282.1|DBUS
OG0002657	LOC120421782|XP_039440984.1|CPIP	LOC108604742|XP_017849816.2|DBUS
OG0002658	LOC120421027|XP_039440095.1|CPIP	LOC108603691|XP_017848203.1|DBUS
OG0002660	LOC120425048|XP_039445354.1|CPIP	LOC108607268|XP_017853450.1|DBUS
OG0002661	LOC120422124|XP_039441431.1|CPIP	LOC108603150|XP_017847189.1|DBUS
OG0002663	LOC120423560|XP_039443345.1|CPIP, LOC120420998|XP_039440047.1|CPIP	LOC108604469|XP_033149850.1|DBUS
OG0002664	LOC120425361|XP_039445800.1|CPIP	LOC108608469|XP_017855345.1|DBUS
OG0002665	LOC120428081|XP_039448994.1|CPIP	LOC108596649|XP_017838118.1|DBUS
OG0002666	LOC120428067|XP_039448967.1|CPIP	LOC108596648|XP_017838115.1|DBUS
OG0002667	LOC120428075|XP_039448985.1|CPIP	LOC108597419|XP_017839458.1|DBUS
OG0002668	LOC120428389|XP_039449321.1|CPIP	LOC108600460|XP_017843538.1|DBUS
OG0002669	LOC120428404|XP_039449352.1|CPIP	LOC108598373|XP_017840486.2|DBUS
OG0002670	LOC120423027|XP_039442602.1|CPIP	LOC108598395|XP_017840504.1|DBUS
OG0002671	LOC120423009|XP_039442573.1|CPIP	LOC108600725|XP_017843951.1|DBUS
OG0002672	LOC120425495|XP_039445980.1|CPIP	LOC108596560|XP_017837947.1|DBUS
OG0002673	LOC120417387|XP_039435340.1|CPIP	LOC108596048|XP_017836923.1|DBUS
OG0002674	LOC120424178|XP_039444166.1|CPIP	LOC108597165|XP_017839066.1|DBUS
OG0002675	LOC120417803|XP_039435935.1|CPIP, LOC120417838|XP_039435991.1|CPIP	LOC108600401|XP_033149594.1|DBUS
OG0002676	LOC120422832|XP_039442303.1|CPIP	LOC108597316|XP_017839291.1|DBUS
OG0002677	LOC120427562|XP_039448375.1|CPIP, LOC120419770|XP_039438531.1|CPIP	LOC108597670|XP_017839829.1|DBUS
OG0002678	LOC120419487|XP_039438106.1|CPIP	LOC108597631|XP_017839765.1|DBUS
OG0002679	LOC120417396|XP_039435356.1|CPIP	LOC108596042|XP_017836912.1|DBUS
OG0002680	LOC120417129|XP_039435042.1|CPIP	LOC108605491|XP_017850725.1|DBUS
OG0002681	LOC120423185|XP_039442817.1|CPIP	LOC108597126|XP_017838995.1|DBUS
OG0002682	LOC120414203|XP_039431222.1|CPIP	LOC108600232|XP_017843149.1|DBUS
OG0002684	LOC120422649|XP_039442088.1|CPIP, LOC120431521|XP_039452552.1|CPIP	LOC108607149|XP_017853282.1|DBUS
OG0002685	LOC120425581|XP_039446088.1|CPIP	LOC108597904|XP_033149591.1|DBUS
OG0002686	LOC120413463|XP_039430234.1|CPIP	LOC108600083|XP_017842931.1|DBUS
OG0002687	LOC120426804|XP_039447526.1|CPIP	LOC108600407|XP_033149300.1|DBUS
OG0002688	LOC120432614|XP_039453795.1|CPIP	LOC108599758|XP_017842262.1|DBUS
OG0002689	LOC120427160|XP_039447956.1|CPIP	LOC108606034|XP_017851350.1|DBUS
OG0002690	LOC120426733|XP_039447445.1|CPIP	LOC108598605|XP_017840792.1|DBUS
OG0002691	LOC120426727|XP_039447435.1|CPIP	LOC108595897|XP_017836675.1|DBUS
OG0002692	LOC120427524|XP_039448328.1|CPIP	LOC108595171|XP_017835831.1|DBUS
OG0002693	LOC120427021|XP_039447779.1|CPIP	LOC108599860|XP_017842490.1|DBUS
OG0002694	LOC120426190|XP_039446833.1|CPIP	LOC108596121|XP_017837069.1|DBUS
OG0002695	LOC120422347|XP_039441678.1|CPIP	LOC108599188|XP_017841473.1|DBUS
OG0002696	LOC120430366|XP_039451404.1|CPIP	LOC108599994|XP_017842742.1|DBUS
OG0002697	LOC120429648|XP_039450608.1|CPIP, LOC120422430|XP_039441780.1|CPIP	LOC108600883|XP_033149348.1|DBUS
OG0002698	LOC120427232|XP_039448029.1|CPIP	LOC108600422|XP_017843472.2|DBUS
OG0002699	LOC120427234|XP_039448032.1|CPIP	LOC108600862|XP_017844157.1|DBUS
OG0002700	LOC120424884|XP_039445082.1|CPIP	LOC108599945|XP_017842658.1|DBUS
OG0002701	LOC120424878|XP_039445072.1|CPIP	LOC108596146|XP_017837127.1|DBUS
OG0002702	LOC120418858|XP_039437319.1|CPIP	LOC108597276|XP_017839229.1|DBUS
OG0002704	LOC120430332|XP_039451369.1|CPIP	LOC108596627|XP_017838062.1|DBUS
OG0002705	LOC120430033|XP_039451065.1|CPIP	LOC108600556|XP_017843705.2|DBUS
OG0002706	LOC120430090|XP_039451115.1|CPIP	LOC108594774|XP_017835402.1|DBUS
OG0002707	LOC120426683|XP_039447395.1|CPIP	LOC108600859|XP_017844153.1|DBUS
OG0002709	LOC120429259|XP_039450408.1|CPIP	LOC108595597|XP_017836349.1|DBUS
OG0002710	LOC120429255|XP_039450405.1|CPIP	LOC108595768|XP_017836547.1|DBUS
OG0002711	LOC120429258|XP_039450407.1|CPIP	LOC108595949|XP_017836724.1|DBUS
OG0002712	LOC120417403|XP_039435376.1|CPIP	LOC108597500|XP_017839575.1|DBUS
OG0002713	LOC120423173|XP_039442790.1|CPIP	LOC108597083|XP_017838914.1|DBUS
OG0002714	LOC120421337|XP_039440444.1|CPIP	LOC108597089|XP_017838936.1|DBUS
OG0002715	LOC120420682|XP_039439712.1|CPIP	LOC108606825|XP_017852797.1|DBUS
OG0002716	LOC120412388|XP_039428760.1|CPIP	LOC108596329|XP_017837444.1|DBUS
OG0002717	LOC120426807|XP_039447525.1|CPIP	LOC108601909|XP_017845375.1|DBUS
OG0002719	LOC120413248|XP_039429911.1|CPIP	LOC108604651|XP_017849690.1|DBUS
OG0002720	LOC120413252|XP_039429914.1|CPIP	LOC108598623|XP_017840810.1|DBUS
OG0002721	LOC120413194|XP_039429843.1|CPIP	LOC108601132|XP_017844548.1|DBUS
OG0002722	LOC120413255|XP_039429918.1|CPIP	LOC108595448|XP_017836172.1|DBUS
OG0002724	LOC120413217|XP_039429872.1|CPIP	LOC108604062|XP_017848814.1|DBUS
OG0002725	LOC120413229|XP_039429889.1|CPIP	LOC108600019|XP_017842825.1|DBUS
OG0002726	LOC120413230|XP_039429891.1|CPIP	LOC108599749|XP_017842248.1|DBUS
OG0002727	LOC120413188|XP_039429836.1|CPIP	LOC108600437|XP_017843503.1|DBUS
OG0002728	LOC120418485|XP_039436857.1|CPIP	LOC108596930|XP_017838642.1|DBUS
OG0002729	LOC120418479|XP_039436851.1|CPIP	LOC108600360|XP_017843381.2|DBUS
OG0002730	LOC120424828|XP_039444983.1|CPIP	LOC108597437|XP_017839488.1|DBUS
OG0002731	LOC120424829|XP_039444990.1|CPIP, LOC120432514|XP_039453669.1|CPIP	LOC108600409|XP_017843454.1|DBUS
OG0002732	LOC120420120|XP_039439003.1|CPIP	LOC108597284|XP_017839240.1|DBUS
OG0002733	LOC120420098|XP_039438978.1|CPIP	LOC108594450|XP_017835114.1|DBUS
OG0002734	LOC120420064|XP_039438913.1|CPIP	LOC108596772|XP_017838360.1|DBUS
OG0002735	LOC120420072|XP_039438928.1|CPIP	LOC108596486|XP_017837754.1|DBUS
OG0002736	LOC120429148|XP_039450285.1|CPIP, LOC120432046|XP_039453112.1|CPIP	LOC108597449|XP_017839503.1|DBUS
OG0002737	LOC120429149|XP_039450288.1|CPIP	LOC108600070|XP_017842913.1|DBUS
OG0002738	LOC120416518|XP_039434168.1|CPIP	LOC108599872|XP_017842513.2|DBUS
OG0002739	LOC120418038|XP_039436217.1|CPIP	LOC108601112|XP_017844517.1|DBUS
OG0002740	LOC120418039|XP_039436219.1|CPIP	LOC108601110|XP_017844516.1|DBUS
OG0002743	LOC120420645|XP_039439659.1|CPIP, LOC120420668|XP_039439700.1|CPIP	LOC108599837|XP_017842436.1|DBUS
OG0002744	LOC120420664|XP_039439692.1|CPIP	LOC108600592|XP_017843759.1|DBUS
OG0002745	LOC120412399|XP_039428789.1|CPIP	LOC108600344|XP_017843357.1|DBUS
OG0002746	LOC120412396|XP_039428780.1|CPIP	LOC108595184|XP_017835851.1|DBUS
OG0002747	LOC120413449|XP_039430217.1|CPIP	LOC108604011|XP_017848743.1|DBUS
OG0002748	LOC120430122|XP_039451139.1|CPIP	LOC108597508|XP_017839585.1|DBUS
OG0002749	LOC120414614|XP_039431771.1|CPIP	LOC108596923|XP_017838630.1|DBUS
OG0002750	LOC120412588|XP_039429037.1|CPIP	LOC108597010|XP_017838777.1|DBUS
OG0002751	LOC120412603|XP_039429085.1|CPIP	LOC108597152|XP_017839040.1|DBUS
OG0002752	LOC120412893|XP_039429457.1|CPIP	LOC108597198|XP_017839123.1|DBUS
OG0002753	LOC120430653|XP_039451693.1|CPIP, LOC120412904|XP_039429470.1|CPIP	LOC108596695|XP_017838206.2|DBUS
OG0002754	LOC120420352|XP_039439282.1|CPIP	LOC108600176|XP_033149762.1|DBUS
OG0002755	LOC120416568|XP_039434235.1|CPIP	LOC108595364|XP_017836078.1|DBUS
OG0002756	LOC120416582|XP_039434251.1|CPIP	LOC108600873|XP_017844174.1|DBUS
OG0002757	LOC120419991|XP_039438807.1|CPIP	LOC108599553|XP_033149703.1|DBUS
OG0002758	LOC120414125|XP_039431088.1|CPIP	LOC108597454|XP_017839508.1|DBUS
OG0002759	LOC120414139|XP_039431107.1|CPIP	LOC108595077|XP_017835713.1|DBUS
OG0002760	LOC120414116|XP_039431077.1|CPIP	LOC108596292|XP_017837372.1|DBUS
OG0002761	LOC120414127|XP_039431090.1|CPIP	LOC108595849|XP_017836629.1|DBUS
OG0002762	LOC120414135|XP_039431099.1|CPIP	LOC108596285|XP_017837349.2|DBUS
OG0002763	LOC120418523|XP_039436893.1|CPIP	LOC108598717|XP_017840936.2|DBUS
OG0002764	LOC120418567|XP_039436944.1|CPIP	LOC108600142|XP_017843024.1|DBUS
OG0002765	LOC120432140|XP_039453206.1|CPIP, LOC120418524|XP_039436895.1|CPIP	LOC108597354|XP_017839350.1|DBUS
OG0002766	LOC120418535|XP_039436905.1|CPIP	LOC108595794|XP_017836574.1|DBUS
OG0002767	LOC120418550|XP_039436916.1|CPIP	LOC108596469|XP_017837718.1|DBUS
OG0002768	LOC120414500|XP_039431633.1|CPIP	LOC108596423|XP_017837631.1|DBUS
OG0002769	LOC120414445|XP_039431567.1|CPIP	LOC108595398|XP_017836113.1|DBUS
OG0002770	LOC120414444|XP_039431566.1|CPIP	LOC108597947|XP_017840055.1|DBUS
OG0002771	LOC120414454|XP_039431576.1|CPIP	LOC108600272|XP_017843223.1|DBUS
OG0002772	LOC120429025|XP_039450097.1|CPIP, LOC120426133|XP_039446770.1|CPIP	LOC108601051|XP_017844432.1|DBUS
OG0002773	LOC120417620|XP_039435668.1|CPIP	LOC108595062|XP_017835696.1|DBUS
OG0002774	LOC120416043|XP_039433633.1|CPIP	LOC108595432|XP_017836151.1|DBUS
OG0002775	LOC120413411|XP_039430150.1|CPIP	LOC108601085|XP_017844480.1|DBUS
OG0002776	LOC120413390|XP_039430120.1|CPIP	LOC108601115|XP_017844523.1|DBUS
OG0002777	LOC120420041|XP_039438877.1|CPIP	LOC108600024|XP_017842830.1|DBUS
OG0002778	LOC120420026|XP_039438859.1|CPIP	LOC108600020|XP_017842826.1|DBUS
OG0002779	LOC120420044|XP_039438884.1|CPIP	LOC108598452|XP_017840583.1|DBUS
OG0002780	LOC120422288|XP_039441613.1|CPIP	LOC108601781|XP_017845197.1|DBUS
OG0002781	LOC120423766|XP_039443614.1|CPIP	LOC108596100|XP_017837009.1|DBUS
OG0002782	LOC120423764|XP_039443612.1|CPIP, LOC120430032|XP_039451061.1|CPIP	LOC108600185|XP_017843080.1|DBUS
