Orthogroup	CPIP.longest_only	DANA.longest_only
OG0001396	LOC120431719|XP_039452778.1|CPIP, LOC120430877|XP_039451940.1|CPIP	LOC6505242|XP_001965608.1|DANA
OG0001397	LOC120428561|XP_039449523.1|CPIP, LOC120419349|XP_039437953.1|CPIP	LOC6499434|XP_032312182.1|DANA
OG0001399	LOC120419438|XP_039438053.1|CPIP	LOC26514407|XP_032311528.1|DANA
OG0001400	LOC120425035|XP_039445341.1|CPIP	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA
OG0001401	LOC120425805|XP_039446352.1|CPIP, LOC120415856|XP_039433426.1|CPIP, LOC120427931|XP_039448806.1|CPIP	LOC6507115|XP_001956641.1|DANA
OG0001402	LOC120415247|XP_039432645.1|CPIP	LOC6506735|XP_001957332.1|DANA
OG0001403	LOC120424476|XP_039444545.1|CPIP, LOC120424467|XP_039444535.1|CPIP	LOC6507950|XP_001958044.1|DANA
OG0001404	LOC120430840|XP_039451900.1|CPIP	LOC6494045|XP_001961088.2|DANA
OG0001405	LOC120415443|XP_039432925.1|CPIP	LOC6496132|XP_001960296.1|DANA
OG0001406	LOC120421840|XP_039441057.1|CPIP	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA
OG0001407	LOC120422728|XP_039442189.1|CPIP	LOC6506944|XP_001956940.1|DANA
OG0001408	LOC120431839|XP_039452902.1|CPIP, LOC120430296|XP_039451329.1|CPIP	LOC6496177|XP_001960379.1|DANA
OG0001429	LOC120432323|XP_039453441.1|CPIP, LOC120432295|XP_039453415.1|CPIP	LOC6501562|XP_001955476.1|DANA
OG0001430	LOC120415056|XP_039432371.1|CPIP	LOC6500154|XP_001953119.1|DANA
OG0001431	LOC120428470|XP_039449419.1|CPIP	LOC6501953|XP_001966755.1|DANA
OG0001432	LOC120430880|XP_039451943.1|CPIP	LOC6502276|XP_001966147.1|DANA
OG0001433	LOC120432018|XP_039453088.1|CPIP, LOC120430544|XP_039451593.1|CPIP	LOC6501065|XP_032305802.1|DANA
OG0001434	LOC120418114|XP_039436322.1|CPIP	LOC6504967|XP_032307871.1|DANA
OG0001435	LOC120420122|XP_039439005.1|CPIP, LOC120414716|XP_039431956.1|CPIP, LOC120424307|XP_039444326.1|CPIP	LOC6496501|XP_032306196.1|DANA
OG0001436	LOC120420231|XP_039439154.1|CPIP	LOC6504662|XP_001966450.2|DANA
OG0001437	LOC120417714|XP_039435800.1|CPIP	LOC6497507|XP_001961938.1|DANA
OG0001438	LOC120414175|XP_039431182.1|CPIP	LOC6499222|XP_001955075.1|DANA
OG0001439	LOC120431174|XP_039452245.1|CPIP, LOC120413057|XP_039429695.1|CPIP	LOC6500774|XP_001953890.1|DANA
OG0001440	LOC120432592|XP_039453768.1|CPIP	LOC6498756|XP_001967266.1|DANA
OG0001441	LOC120424761|XP_039444901.1|CPIP	LOC6502950|XP_001963533.2|DANA
OG0001442	LOC120427068|XP_039447841.1|CPIP, LOC120427658|XP_039448466.1|CPIP	LOC6497285|XP_001962391.1|DANA
OG0001443	LOC120423825|XP_039443688.1|CPIP, LOC120423842|XP_039443724.1|CPIP	LOC6498991|XP_001955550.1|DANA
OG0001444	LOC120428670|XP_039449654.1|CPIP	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA
OG0001445	LOC120424257|XP_039444254.1|CPIP	LOC6500986|XP_032305977.1|DANA
OG0001446	LOC120430963|XP_039452028.1|CPIP	LOC6501047|XP_014766871.1|DANA
OG0001447	LOC120427887|XP_039448754.1|CPIP	LOC6499409|XP_001954697.2|DANA
OG0001448	LOC120429751|XP_039450734.1|CPIP, LOC120417052|XP_039434943.1|CPIP, LOC120424741|XP_039444869.1|CPIP, LOC120430812|XP_039451868.1|CPIP	LOC6498982|XP_014765863.1|DANA
OG0001449	LOC120428729|XP_039449739.1|CPIP	LOC6494632|XP_001959979.1|DANA
OG0001450	LOC120424423|XP_039444466.1|CPIP	LOC6501216|XP_014766947.2|DANA, LOC6507945|XP_001962710.1|DANA
OG0001451	LOC120422395|XP_039441749.1|CPIP, LOC120422872|XP_039442353.1|CPIP	LOC6495540|XP_032306700.1|DANA
OG0001452	LOC120419494|XP_039438117.1|CPIP	LOC6495464|XP_014763321.2|DANA
OG0001453	LOC120427570|XP_039448379.1|CPIP, LOC120427569|XP_039448378.1|CPIP	LOC6506925|XP_001956979.1|DANA
OG0001454	LOC120424555|XP_039444656.1|CPIP, LOC120426208|XP_039446853.1|CPIP	LOC6499869|XP_032306127.1|DANA
OG0001455	LOC120426125|XP_039446762.1|CPIP	LOC6506584|XP_032310836.1|DANA
OG0001456	LOC120425567|XP_039446068.1|CPIP	LOC6495636|XP_032306274.1|DANA
OG0001457	LOC120426222|XP_039446891.1|CPIP	LOC6495781|XP_001959565.1|DANA
OG0001458	LOC120422324|XP_039441651.1|CPIP, LOC120422320|XP_039441641.1|CPIP	LOC6496342|XP_001960730.1|DANA
OG0001459	LOC120419019|XP_039437520.1|CPIP, LOC120415743|XP_039433278.1|CPIP	LOC6506394|XP_001957948.1|DANA
OG0001460	LOC120423182|XP_039442809.1|CPIP	LOC6496028|XP_014763603.1|DANA
OG0001461	LOC120428615|XP_039449592.1|CPIP	LOC6503189|XP_032311859.1|DANA
OG0001462	LOC120413219|XP_039429879.1|CPIP, LOC120413220|XP_039429880.1|CPIP	LOC6502831|XP_032310793.1|DANA
OG0001464	LOC120418919|XP_039437384.1|CPIP	LOC6504893|XP_001966544.1|DANA
OG0001465	LOC120421533|XP_039440686.1|CPIP	LOC6493951|XP_001961260.1|DANA
OG0001466	LOC120420371|XP_039439305.1|CPIP	LOC6498464|XP_001962879.1|DANA
OG0001467	LOC120417251|XP_039435143.1|CPIP, LOC120416542|XP_039434199.1|CPIP	LOC6497937|XP_001961752.1|DANA
OG0001468	LOC120414487|XP_039431616.1|CPIP	LOC6493547|XP_001957977.2|DANA
OG0001469	LOC120430836|XP_039451884.1|CPIP, LOC120430387|XP_039451425.1|CPIP	LOC6494890|XP_001959484.1|DANA
OG0001470	LOC120420926|XP_039439988.1|CPIP, LOC120420927|XP_039439990.1|CPIP	LOC6507835|XP_001956445.1|DANA
OG0001471	LOC120418991|XP_039437471.1|CPIP	LOC6507057|XP_032309541.1|DANA
OG0001472	LOC120419516|XP_039438150.1|CPIP	LOC6493385|XP_001957648.1|DANA
OG0001473	LOC120413378|XP_039430110.1|CPIP, LOC120413379|XP_039430112.1|CPIP	LOC6500976|XP_001954286.2|DANA
OG0001476	LOC120432010|XP_039453077.1|CPIP, LOC120429681|XP_039450646.1|CPIP	LOC6496791|XP_001965771.3|DANA
OG0001477	LOC120414675|XP_039431894.1|CPIP	LOC6505518|XP_001964778.1|DANA
OG0001478	LOC120427693|XP_039448524.1|CPIP, LOC120412642|XP_039429130.1|CPIP	LOC6507403|XP_001965367.1|DANA
OG0001480	LOC120415680|XP_039433201.1|CPIP	LOC6503347|XP_001965375.1|DANA
OG0001481	LOC120413612|XP_039430450.1|CPIP	LOC6497932|XP_001961745.2|DANA
OG0001482	LOC120413101|XP_039429740.1|CPIP	LOC6494139|XP_001960885.1|DANA
OG0001483	LOC120425908|XP_039446462.1|CPIP	LOC6505388|XP_001966911.1|DANA
OG0001484	LOC120422504|XP_039441892.1|CPIP	LOC6497014|XP_001962926.2|DANA
OG0001485	LOC120413565|XP_039430378.1|CPIP, LOC120413515|XP_039430308.1|CPIP, LOC120413557|XP_039430371.1|CPIP	LOC6506289|XP_001958192.1|DANA
OG0001486	LOC120423096|XP_039442708.1|CPIP	LOC6497394|XP_001962171.1|DANA
OG0001487	LOC120421136|XP_039440234.1|CPIP	LOC26514765|XP_014760157.1|DANA
OG0001488	LOC120419011|XP_039437511.1|CPIP	LOC6494058|XP_001961068.1|DANA
OG0001489	LOC120418014|XP_039436193.1|CPIP	LOC6497261|XP_014761599.1|DANA, LOC6497260|XP_032307420.1|DANA
OG0001490	LOC120423401|XP_039443134.1|CPIP	LOC6497801|XP_001961476.1|DANA
OG0001491	LOC120420492|XP_039439472.1|CPIP	LOC26513957|XP_014762279.1|DANA, LOC6498093|XP_001962067.1|DANA
OG0001492	LOC120429073|XP_039450154.1|CPIP	LOC116655209|XP_032308648.1|DANA, LOC6503469|XP_001965310.2|DANA
OG0001493	LOC120414354|XP_039431449.1|CPIP	LOC6502988|XP_001963461.1|DANA
OG0001494	LOC120416197|XP_039433816.1|CPIP, LOC120416193|XP_039433811.1|CPIP, LOC120416187|XP_039433805.1|CPIP, LOC120416179|XP_039433798.1|CPIP, LOC120416195|XP_039433813.1|CPIP	LOC6503829|XP_001963680.1|DANA
OG0001495	LOC120420012|XP_039438851.1|CPIP, LOC120422247|XP_039441574.1|CPIP	LOC26515105|XP_032306199.1|DANA
OG0001496	LOC120417150|XP_039435068.1|CPIP	LOC6493289|XP_001957454.1|DANA, LOC6503782|XP_001963755.1|DANA
OG0001497	LOC120414826|XP_039432087.1|CPIP	LOC6494676|XP_001959883.2|DANA
OG0001500	LOC120413984|XP_039430924.1|CPIP	LOC6494354|XP_032307202.1|DANA
OG0001501	LOC120421498|XP_039440651.1|CPIP, LOC120421520|XP_039440672.1|CPIP	LOC6505831|XP_001964451.1|DANA
OG0001502	LOC120418275|XP_039436528.1|CPIP, LOC120422754|XP_039442233.1|CPIP	LOC6495479|XP_001958937.1|DANA
OG0001503	LOC120419561|XP_039438218.1|CPIP	LOC6495087|XP_032306663.1|DANA
OG0001504	LOC120415019|XP_039432316.1|CPIP	LOC6503555|XP_032308777.1|DANA
OG0001506	LOC120424251|XP_039444250.1|CPIP	LOC6496242|XP_014763708.1|DANA
OG0001507	LOC120421584|XP_039440749.1|CPIP, LOC120425814|XP_039446365.1|CPIP	LOC6496117|XP_014763634.1|DANA
OG0001508	LOC120427764|XP_039448609.1|CPIP	LOC6495999|XP_001960011.1|DANA
OG0001509	LOC120428519|XP_039449476.1|CPIP, LOC120431155|XP_039452229.1|CPIP	LOC6496102|XP_032307197.1|DANA
OG0001510	LOC120429989|XP_039451016.1|CPIP, LOC120428239|XP_039449152.1|CPIP	LOC6498402|XP_001962723.1|DANA
OG0001511	LOC120415119|XP_039432471.1|CPIP	LOC6494368|XP_001960447.1|DANA
OG0001512	LOC120423805|XP_039443656.1|CPIP, LOC120423806|XP_039443657.1|CPIP	LOC6493515|XP_001957902.1|DANA
OG0001513	LOC120423811|XP_039443665.1|CPIP	LOC6493876|XP_032310134.1|DANA
OG0001515	LOC120413929|XP_039430852.1|CPIP	LOC6504782|XP_001966335.1|DANA
OG0001534	LOC120422462|XP_039441840.1|CPIP	LOC6504927|XP_032309274.1|DANA
OG0001535	LOC120430582|XP_039451626.1|CPIP	LOC6504528|XP_001967078.1|DANA
OG0001536	LOC120420167|XP_039439067.1|CPIP, LOC120420202|XP_039439123.1|CPIP	LOC6502128|XP_001966156.1|DANA
OG0001537	LOC120427218|XP_039448013.1|CPIP	LOC6507360|XP_001965359.1|DANA
OG0001538	LOC120430775|XP_039451824.1|CPIP	LOC6502165|XP_032309366.1|DANA
OG0001539	LOC120430692|XP_039451733.1|CPIP	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA
OG0001540	LOC120431926|XP_039452997.1|CPIP, LOC120413743|XP_039430602.1|CPIP	LOC6506052|XP_014760535.1|DANA
OG0001541	LOC120427969|XP_039448859.1|CPIP	LOC6493853|XP_032310728.1|DANA
OG0001542	LOC120419629|XP_039438316.1|CPIP	LOC6500687|XP_032309612.1|DANA
OG0001545	LOC120420405|XP_039439351.1|CPIP	LOC6503624|XP_001964042.2|DANA
OG0001546	LOC120420415|XP_039439367.1|CPIP, LOC120420408|XP_039439360.1|CPIP	LOC6504030|XP_032308437.1|DANA
OG0001547	LOC120418084|XP_039436276.1|CPIP, LOC120419862|XP_039438631.1|CPIP	LOC6502358|XP_032307952.1|DANA
OG0001548	LOC120429690|XP_039450657.1|CPIP	LOC6503489|XP_014760952.1|DANA
OG0001549	LOC120424957|XP_039445244.1|CPIP, LOC120424955|XP_039445242.1|CPIP	LOC6498172|XP_014761998.1|DANA
OG0001551	LOC120431897|XP_039452965.1|CPIP, LOC120432103|XP_039453173.1|CPIP	LOC6501054|XP_001954468.1|DANA
OG0001552	LOC120423845|XP_039443725.1|CPIP	LOC6499383|XP_001954743.1|DANA, LOC6498869|XP_014765798.1|DANA
OG0001553	LOC120431180|XP_039452251.1|CPIP	LOC6505298|XP_001965712.1|DANA
OG0001554	LOC120422141|XP_039441446.1|CPIP	LOC6500255|XP_014766456.1|DANA
OG0001555	LOC120426950|XP_039447709.1|CPIP, LOC120415949|XP_039433530.1|CPIP	LOC6497469|XP_001962018.1|DANA
OG0001556	LOC120420074|XP_039438931.1|CPIP	LOC6495001|XP_001959242.1|DANA
OG0001557	LOC120423713|XP_039443551.1|CPIP, LOC120413069|XP_039429706.1|CPIP	LOC6504120|XP_032308761.1|DANA
OG0001558	LOC120418363|XP_039436657.1|CPIP	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA
OG0001559	LOC120418338|XP_039436611.1|CPIP	LOC6498919|XP_001955677.1|DANA
OG0001560	LOC120423422|XP_039443159.1|CPIP	LOC6499358|XP_032305635.1|DANA
OG0001562	LOC120422327|XP_039441656.1|CPIP, LOC120423807|XP_039443662.1|CPIP, LOC120422326|XP_039441655.1|CPIP	LOC6497280|XP_001962397.1|DANA
OG0001563	LOC120425403|XP_039445850.1|CPIP	LOC6503273|XP_001965858.1|DANA
OG0001564	LOC120423960|XP_039443877.1|CPIP	LOC6499757|XP_032305569.1|DANA
OG0001565	LOC120432036|XP_039453105.1|CPIP, LOC120422030|XP_039441289.1|CPIP, LOC120426396|XP_039447084.1|CPIP	LOC6498967|XP_001955593.3|DANA
OG0001566	LOC120424628|XP_039444728.1|CPIP, LOC120424676|XP_039444785.1|CPIP	LOC6505667|XP_001964497.1|DANA
OG0001567	LOC120425062|XP_039445369.1|CPIP	LOC6495251|XP_001958756.1|DANA
OG0001569	LOC120425071|XP_039445381.1|CPIP	LOC6499670|XP_001954182.1|DANA, LOC6499669|XP_001954183.1|DANA, LOC26515512|XP_032309777.1|DANA
OG0001570	LOC120423532|XP_039443313.1|CPIP	LOC6500380|XP_001953090.1|DANA
OG0001571	LOC120428538|XP_039449503.1|CPIP	LOC6498580|XP_032310916.1|DANA
OG0001572	LOC120417836|XP_039435989.1|CPIP, LOC120417834|XP_039435983.1|CPIP	LOC6501846|XP_001967168.2|DANA
OG0001573	LOC120414196|XP_039431211.1|CPIP	LOC6507717|XP_014765424.1|DANA
OG0001574	LOC120432655|XP_039453832.1|CPIP, LOC120422639|XP_039442071.1|CPIP	LOC6503509|XP_001964237.1|DANA
OG0001575	LOC120429956|XP_039450984.1|CPIP	LOC6498912|XP_032312167.1|DANA
OG0001576	LOC120415204|XP_039432593.1|CPIP	LOC6501032|XP_001954423.2|DANA
OG0001577	LOC120416488|XP_039434141.1|CPIP	LOC6499118|XP_014765909.1|DANA
OG0001579	LOC120412384|XP_039428753.1|CPIP	LOC6503171|XP_032311862.1|DANA
OG0001580	LOC120421525|XP_039440677.1|CPIP	LOC6493954|XP_001961256.1|DANA
OG0001581	LOC120418536|XP_039436906.1|CPIP	LOC6501866|XP_001966777.2|DANA
OG0001582	LOC120417638|XP_039435685.1|CPIP	LOC6495297|XP_032306985.1|DANA
OG0001583	LOC120424971|XP_039445260.1|CPIP	LOC6496478|XP_032306337.1|DANA
OG0001584	LOC120427114|XP_039447898.1|CPIP	LOC6507047|XP_001956751.1|DANA
OG0001586	LOC120429820|XP_039450813.1|CPIP	LOC6506430|XP_001957891.1|DANA
OG0001587	LOC120421380|XP_039440510.1|CPIP	LOC6504187|XP_014759180.1|DANA
OG0001588	LOC120422162|XP_039441470.1|CPIP	LOC6496037|XP_001960093.1|DANA
OG0001593	LOC120428086|XP_039449002.1|CPIP	LOC6498477|XP_032311141.1|DANA
OG0001594	LOC120425843|XP_039446396.1|CPIP	LOC6506596|XP_032311400.1|DANA
OG0001595	LOC120430195|XP_039451210.1|CPIP, LOC120415674|XP_039433192.1|CPIP	LOC6495244|XP_001958771.1|DANA
OG0001596	LOC120418288|XP_039436549.1|CPIP, LOC120426792|XP_039447505.1|CPIP	LOC6497076|XP_001962802.1|DANA
OG0001597	LOC120419202|XP_039437807.1|CPIP	LOC26514552|XP_014760152.1|DANA
OG0001598	LOC120413529|XP_039430335.1|CPIP	LOC6497110|XP_001962734.2|DANA
OG0001599	LOC120413554|XP_039430367.1|CPIP, LOC120431163|XP_039452237.1|CPIP, LOC120413567|XP_039430381.1|CPIP	LOC6497304|XP_001962358.1|DANA
OG0001600	LOC120420138|XP_039439026.1|CPIP	LOC6497815|XP_001961503.2|DANA
OG0001601	LOC120414106|XP_039431064.1|CPIP	LOC6497326|XP_001962314.1|DANA
OG0001602	LOC120414103|XP_039431061.1|CPIP	LOC6504685|XP_001964873.2|DANA
OG0001603	LOC120414749|XP_039432000.1|CPIP, LOC120414764|XP_039432012.1|CPIP	LOC6504577|XP_001964898.1|DANA
OG0001604	LOC120413129|XP_039429768.1|CPIP	LOC6502295|XP_001966186.1|DANA
OG0001605	LOC120413091|XP_039429732.1|CPIP	LOC6495424|XP_001958820.1|DANA
OG0001606	LOC120416330|XP_039433994.1|CPIP	LOC26513661|XP_014760195.1|DANA
OG0001607	LOC120418969|XP_039437448.1|CPIP	LOC6506973|XP_001965288.1|DANA
OG0001608	LOC120427864|XP_039448726.1|CPIP	LOC6498291|XP_001962472.1|DANA
OG0001609	LOC120420820|XP_039439874.1|CPIP	LOC6495874|XP_032306256.1|DANA
OG0001610	LOC120428576|XP_039449546.1|CPIP	LOC6498267|XP_001962428.2|DANA
OG0001611	LOC120420604|XP_039439616.1|CPIP	LOC6498168|XP_001962222.1|DANA
OG0001612	LOC120419183|XP_039437785.1|CPIP	LOC6497451|XP_001962047.1|DANA
OG0001613	LOC120416790|XP_039434590.1|CPIP, LOC120416799|XP_039434609.1|CPIP	LOC6498593|XP_001963125.1|DANA
OG0001614	LOC120422521|XP_039441909.1|CPIP	LOC6495570|XP_001959117.3|DANA
OG0001615	LOC120419796|XP_039438566.1|CPIP	LOC6506678|XP_001957432.1|DANA, LOC26514811|XP_014759555.1|DANA
OG0001616	LOC120423118|XP_039442730.1|CPIP	LOC6497235|XP_001962507.1|DANA
OG0001617	LOC120432444|XP_039453594.1|CPIP	LOC6498282|XP_001962457.1|DANA
OG0001618	LOC120414795|XP_039432045.1|CPIP	LOC6496935|XP_001963099.1|DANA
OG0001619	LOC120428738|XP_039449747.1|CPIP, LOC120428155|XP_039449072.1|CPIP, LOC120414547|XP_039431695.1|CPIP	LOC6504772|XP_001964844.1|DANA
OG0001620	LOC120429789|XP_039450783.1|CPIP	LOC6495309|XP_001958654.1|DANA
OG0001621	LOC120432437|XP_039453589.1|CPIP	LOC6494150|XP_001960863.1|DANA
OG0001622	LOC120432427|XP_039453566.1|CPIP, LOC120418668|XP_039437055.1|CPIP	LOC6501956|XP_001966760.2|DANA
OG0001623	LOC120420521|XP_039439520.1|CPIP	LOC6499958|XP_001953558.1|DANA, LOC6503360|XP_001965363.1|DANA
OG0001624	LOC120423390|XP_039443109.1|CPIP	LOC6498510|XP_001962971.1|DANA
OG0001625	LOC120423393|XP_039443115.1|CPIP, LOC120423414|XP_039443148.1|CPIP	LOC6497247|XP_001962483.1|DANA
OG0001626	LOC120414851|XP_039432111.1|CPIP	LOC6498143|XP_001962166.1|DANA
OG0001627	LOC120432366|XP_039453493.1|CPIP, LOC120414733|XP_039431979.1|CPIP	LOC6494295|XP_001965942.1|DANA
OG0001628	LOC120427953|XP_039448839.1|CPIP, LOC120426132|XP_039446769.1|CPIP	LOC6503422|XP_032312133.1|DANA
OG0001630	LOC120413746|XP_039430604.1|CPIP	LOC6501653|XP_001955689.1|DANA
OG0001631	LOC120422096|XP_039441377.1|CPIP	LOC6499456|XP_001954602.2|DANA
OG0001632	LOC120412941|XP_039429512.1|CPIP	LOC6498046|XP_001961962.1|DANA
OG0001633	LOC120424393|XP_039444425.1|CPIP	LOC6499432|XP_001954650.3|DANA
OG0001635	LOC120421493|XP_039440646.1|CPIP, LOC120421517|XP_039440669.1|CPIP	LOC6501004|XP_001954345.3|DANA
OG0001636	LOC120421751|XP_039440961.1|CPIP, LOC120421508|XP_039440662.1|CPIP	LOC6500436|XP_001953213.2|DANA
OG0001637	LOC120425675|XP_039446192.1|CPIP, LOC120425682|XP_039446199.1|CPIP	LOC6499995|XP_001953465.1|DANA
OG0001638	LOC120418263|XP_039436514.1|CPIP, LOC120422746|XP_039442223.1|CPIP	LOC6504871|XP_001966495.1|DANA
OG0001640	LOC120419431|XP_039438043.1|CPIP	LOC6500430|XP_032305904.1|DANA, LOC6496447|XP_001967710.1|DANA, LOC6504368|XP_001967722.1|DANA
OG0001641	LOC120426911|XP_039447651.1|CPIP, LOC120429731|XP_039450717.1|CPIP, LOC120423165|XP_039442780.1|CPIP	LOC6505813|XP_001964417.1|DANA
OG0001642	LOC120419434|XP_039438047.1|CPIP	LOC6503988|XP_001963964.1|DANA
OG0001643	LOC120429849|XP_039450856.1|CPIP, LOC120429588|XP_039450559.1|CPIP, LOC120424595|XP_039444692.1|CPIP	LOC6505478|XP_001964935.2|DANA
OG0001644	LOC120426488|XP_039447190.1|CPIP	LOC6493282|XP_032309933.1|DANA
OG0001645	LOC120418465|XP_039436834.1|CPIP	LOC6494457|XP_001960286.1|DANA
OG0001646	LOC120424451|XP_039444526.1|CPIP	LOC6496264|XP_001960571.1|DANA
OG0001647	LOC120424726|XP_039444847.1|CPIP	LOC6492917|XP_032306645.1|DANA
OG0001648	LOC120414035|XP_039430991.1|CPIP	LOC6507824|XP_032309986.1|DANA
OG0001649	LOC120430247|XP_039451262.1|CPIP	LOC6496329|XP_001960710.1|DANA
OG0001650	LOC120412727|XP_039429247.1|CPIP	LOC6496084|XP_001960186.1|DANA
OG0001651	LOC120419314|XP_039437917.1|CPIP, LOC120430523|XP_039451573.1|CPIP	LOC6494196|XP_032307121.1|DANA
OG0001652	LOC120412353|XP_039428701.1|CPIP	LOC6507857|XP_001956479.2|DANA
OG0001653	LOC120416809|XP_039434617.1|CPIP	LOC6507276|XP_001956344.1|DANA
OG0001654	LOC120426496|XP_039447199.1|CPIP	LOC6496088|XP_032306511.1|DANA
OG0001655	LOC120420338|XP_039439267.1|CPIP	LOC6495328|XP_001958621.2|DANA, LOC6495330|XP_032306760.1|DANA
OG0001656	LOC120423728|XP_039443568.1|CPIP	LOC6497800|XP_032307587.1|DANA
OG0001657	LOC120422234|XP_039441552.1|CPIP	LOC6493598|XP_001958070.1|DANA
OG0001658	LOC120431660|XP_039452701.1|CPIP, LOC120422225|XP_039441544.1|CPIP	LOC6507141|XP_001956600.3|DANA
OG0001659	LOC120423689|XP_039443515.1|CPIP	LOC6493836|XP_014764569.1|DANA
OG0001661	LOC120414638|XP_039431808.1|CPIP	LOC6499873|XP_001953730.1|DANA
OG0001662	LOC120413243|XP_039429906.1|CPIP	LOC6507332|XP_001956228.1|DANA
OG0001665	LOC120414937|XP_039432202.1|CPIP	LOC116655237|XP_032308676.1|DANA, LOC116656432|XP_032311919.1|DANA, LOC116656405|XP_032311848.1|DANA
OG0001666	LOC120418637|XP_039437016.1|CPIP	LOC6497001|XP_001962948.1|DANA
OG0001678	LOC120419284|XP_039437885.1|CPIP	LOC6505269|XP_032308009.1|DANA
OG0001679	LOC120432273|XP_039453389.1|CPIP, LOC120432259|XP_039453374.1|CPIP	LOC6504757|XP_001966297.1|DANA
OG0001680	LOC120418132|XP_039436345.1|CPIP	LOC6503808|XP_001963703.1|DANA
OG0001681	LOC120424011|XP_039443959.1|CPIP, LOC120419710|XP_039438431.1|CPIP	LOC6505081|XP_001965506.1|DANA
OG0001682	LOC120432300|XP_039453421.1|CPIP	LOC6502280|XP_001966157.2|DANA
OG0001683	LOC120431556|XP_039452597.1|CPIP	LOC6498039|XP_032307371.1|DANA
OG0001684	LOC120420164|XP_039439064.1|CPIP	LOC6505487|XP_032311787.1|DANA
OG0001685	LOC120414662|XP_039431865.1|CPIP, LOC120415701|XP_039433226.1|CPIP	LOC6497400|XP_001962161.2|DANA
OG0001686	LOC120423038|XP_039442630.1|CPIP	LOC6501979|XP_001966808.1|DANA
OG0001687	LOC120429378|XP_039450484.1|CPIP, LOC120428917|XP_039450024.1|CPIP	LOC6504133|XP_032308786.1|DANA
OG0001688	LOC120417713|XP_039435798.1|CPIP	LOC6504750|XP_001966290.1|DANA
OG0001689	LOC120417698|XP_039435777.1|CPIP	LOC6503137|XP_001963502.2|DANA
OG0001690	LOC120427975|XP_039448865.1|CPIP	LOC6493311|XP_001957502.1|DANA
OG0001691	LOC120412506|XP_039428944.1|CPIP	LOC6505485|XP_001964940.1|DANA
OG0001694	LOC120415614|XP_039433143.1|CPIP, LOC120430709|XP_039451751.1|CPIP	LOC6499703|XP_032305813.1|DANA
OG0001695	LOC120427808|XP_039448667.1|CPIP, LOC120419865|XP_039438650.1|CPIP, LOC120418082|XP_039436274.1|CPIP	LOC6494837|XP_001959572.1|DANA
OG0001696	LOC120429492|XP_039450498.1|CPIP	LOC6500238|XP_001952961.2|DANA
OG0001700	LOC120413748|XP_039430614.1|CPIP, LOC120413786|XP_039430669.1|CPIP	LOC6500621|XP_001953586.1|DANA
OG0001701	LOC120422133|XP_039441441.1|CPIP	LOC6501409|XP_001955187.2|DANA
OG0001702	LOC120418959|XP_039437436.1|CPIP	LOC6496973|XP_001963019.2|DANA
OG0001703	LOC120431818|XP_039452875.1|CPIP	LOC6501053|XP_032312290.1|DANA
OG0001704	LOC120432144|XP_039453211.1|CPIP	LOC6499514|XP_001954465.1|DANA
OG0001705	LOC120431584|XP_039452629.1|CPIP	LOC6499119|XP_014765916.1|DANA
OG0001706	LOC120421783|XP_039440987.1|CPIP	LOC6505386|XP_032309122.1|DANA
OG0001707	LOC120423819|XP_039443675.1|CPIP	LOC6503341|XP_001967767.3|DANA, LOC6500798|XP_014766728.2|DANA
OG0001708	LOC120424254|XP_039444252.1|CPIP	LOC6500925|XP_001954179.1|DANA
OG0001709	LOC120430071|XP_039451096.1|CPIP, LOC120429522|XP_039450525.1|CPIP, LOC120421807|XP_039441018.1|CPIP	LOC6507689|XP_001956152.1|DANA
OG0001710	LOC120421118|XP_039440212.1|CPIP, LOC120422581|XP_039442004.1|CPIP	LOC6500829|XP_001953997.1|DANA
OG0001711	LOC120430053|XP_039451082.1|CPIP, LOC120431438|XP_039452490.1|CPIP, LOC120432002|XP_039453068.1|CPIP, LOC120427890|XP_039448758.1|CPIP	LOC6501221|XP_014766950.2|DANA
OG0001712	LOC120420722|XP_039439754.1|CPIP	LOC6499820|XP_014766242.1|DANA
OG0001713	LOC120425504|XP_039445987.1|CPIP	LOC6499648|XP_001954218.1|DANA
OG0001714	LOC120429283|XP_039450438.1|CPIP, LOC120428367|XP_039449304.1|CPIP	LOC6498867|XP_032312244.1|DANA
OG0001715	LOC120412901|XP_039429467.1|CPIP	LOC6504242|XP_032308229.1|DANA
OG0001716	LOC120427410|XP_039448208.1|CPIP	LOC6503990|XP_001963969.1|DANA
