Orthogroup	CPIP.longest_only	DGUA.longest_only
OG0001169	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP	LOC117581354|XP_034124377.1|DGUA
OG0001170	LOC120414137|XP_039431105.1|CPIP	LOC117583060|XP_034127123.1|DGUA
OG0001171	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP	LOC117579868|XP_034121873.1|DGUA
OG0001172	LOC120422279|XP_039441597.1|CPIP	LOC117578736|XP_034120291.1|DGUA
OG0001173	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP	LOC117582766|XP_034126621.1|DGUA
OG0001174	LOC120418803|XP_039437221.1|CPIP	LOC117587110|XP_034133494.1|DGUA
OG0001176	LOC120414663|XP_039431867.1|CPIP	LOC117592125|XP_034141560.1|DGUA
OG0001177	LOC120419053|XP_039437553.1|CPIP	LOC117582391|XP_034125961.1|DGUA
OG0001178	LOC120416798|XP_039434608.1|CPIP	LOC117579987|XP_034122072.1|DGUA
OG0001179	LOC120415576|XP_039433089.1|CPIP	LOC117592256|XP_034141788.1|DGUA
OG0001180	LOC120427095|XP_039447881.1|CPIP	LOC117590584|XP_034139231.1|DGUA
OG0001181	LOC120423217|XP_039442860.1|CPIP	LOC117582346|XP_034125889.1|DGUA, LOC117582345|XP_034125888.1|DGUA, LOC117580557|XP_034123049.1|DGUA
OG0001182	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP	LOC117582983|XP_034126998.1|DGUA
OG0001183	LOC120416960|XP_039434805.1|CPIP	LOC117590181|XP_034138472.1|DGUA
OG0001185	LOC120423279|XP_039442953.1|CPIP	LOC117586309|XP_034132159.1|DGUA
OG0001186	LOC120416650|XP_039434393.1|CPIP	LOC117584030|XP_034128657.1|DGUA, LOC117586518|XP_034132541.1|DGUA
OG0001187	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP	LOC117584372|XP_034129146.1|DGUA
OG0001188	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP	LOC117592664|XP_034142504.1|DGUA
OG0001189	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP	LOC117589987|XP_034138168.1|DGUA
OG0001190	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP	LOC117591183|XP_034140202.1|DGUA
OG0001191	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP	LOC117587786|XP_034134621.1|DGUA
OG0001192	LOC120427744|XP_039448583.1|CPIP	LOC117584764|XP_034129757.1|DGUA
OG0001193	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP	LOC117589568|XP_034137510.1|DGUA
OG0001194	LOC120416843|XP_039434665.1|CPIP	LOC117590830|XP_034139697.1|DGUA
OG0001195	LOC120418583|XP_039436964.1|CPIP	LOC117590800|XP_034139659.1|DGUA
OG0001201	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP	LOC117586124|XP_034131879.1|DGUA
OG0001202	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP	LOC117581447|XP_034124549.1|DGUA
OG0001203	LOC120413295|XP_039429987.1|CPIP	LOC117590631|XP_034139339.1|DGUA
OG0001204	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP	LOC117584062|XP_034128694.1|DGUA
OG0001205	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP	LOC117586654|XP_034132783.1|DGUA
OG0001206	LOC120432275|XP_039453392.1|CPIP	LOC117585319|XP_034130642.1|DGUA
OG0001207	LOC120422052|XP_039441319.1|CPIP	LOC117587117|XP_034133503.1|DGUA, LOC117590977|XP_034139941.1|DGUA
OG0001208	LOC120424548|XP_039444645.1|CPIP	LOC117581275|XP_034124177.1|DGUA
OG0001209	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP	LOC117589603|XP_034137569.1|DGUA
OG0001210	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP	LOC117590291|XP_034138669.1|DGUA
OG0001212	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP	LOC117590879|XP_034139798.1|DGUA
OG0001213	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP	LOC117590390|XP_034138867.1|DGUA
OG0001214	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP	LOC117589496|XP_034137352.1|DGUA
OG0001215	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP	LOC117583790|XP_034128262.1|DGUA
OG0001216	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP	LOC117583808|XP_034128279.1|DGUA
OG0001217	LOC120423813|XP_039443667.1|CPIP	LOC117587532|XP_034134227.1|DGUA
OG0001218	LOC120422590|XP_039442016.1|CPIP	LOC117579095|XP_034120709.1|DGUA, LOC117583061|XP_034127124.1|DGUA
OG0001220	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP	LOC117591897|XP_034141173.1|DGUA
OG0001221	LOC120422630|XP_039442062.1|CPIP	LOC117592318|XP_034141890.1|DGUA
OG0001223	LOC120416560|XP_039434225.1|CPIP	LOC117587677|XP_034134463.1|DGUA, LOC117578647|XP_034120154.1|DGUA
OG0001224	LOC120416226|XP_039433860.1|CPIP	LOC117592231|XP_034141755.1|DGUA
OG0001225	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP	LOC117578603|XP_034120085.1|DGUA
OG0001226	LOC120418804|XP_039437222.1|CPIP	LOC117584598|XP_034129495.1|DGUA
OG0001227	LOC120420146|XP_039439038.1|CPIP	LOC117583937|XP_034128510.1|DGUA
OG0001229	LOC120430378|XP_039451410.1|CPIP	LOC117591328|XP_034140433.1|DGUA
OG0001230	LOC120422782|XP_039442254.1|CPIP	LOC117592485|XP_034142215.1|DGUA
OG0001231	LOC120419802|XP_039438571.1|CPIP	LOC117587586|XP_034134317.1|DGUA
OG0001233	LOC120419669|XP_039438368.1|CPIP	LOC117581691|XP_034124959.1|DGUA
OG0001234	LOC120414574|XP_039431745.1|CPIP	LOC117592585|XP_034142363.1|DGUA
OG0001235	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP	LOC117582281|XP_034125804.1|DGUA
OG0001236	LOC120423226|XP_039442868.1|CPIP	LOC117586952|XP_034133212.1|DGUA
OG0001237	LOC120414317|XP_039431388.1|CPIP	LOC117586484|XP_034132472.1|DGUA
OG0001238	LOC120426763|XP_039447471.1|CPIP	LOC117591117|XP_034140108.1|DGUA
OG0001239	LOC120431768|XP_039452820.1|CPIP, LOC120432400|XP_039453530.1|CPIP	LOC117583583|XP_034127855.1|DGUA
OG0001240	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP	LOC117591106|XP_034140099.1|DGUA
OG0001241	LOC120417870|XP_039436024.1|CPIP	LOC117591993|XP_034141329.1|DGUA, LOC117590154|XP_034138431.1|DGUA
OG0001242	LOC120425656|XP_039446171.1|CPIP	LOC117581883|XP_034125240.1|DGUA, LOC117581577|XP_034124819.1|DGUA
OG0001244	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP	LOC117580868|XP_034123508.1|DGUA, LOC117590444|XP_034138954.1|DGUA, LOC117583775|XP_034128220.1|DGUA
OG0001245	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP	LOC117585360|XP_034130698.1|DGUA
OG0001246	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP	LOC117578720|XP_034120267.1|DGUA
OG0001247	LOC120432576|XP_039453739.1|CPIP	LOC117591301|XP_034140396.1|DGUA
OG0001248	LOC120422204|XP_039441519.1|CPIP	LOC117580199|XP_034122471.1|DGUA
OG0001249	LOC120423895|XP_039443810.1|CPIP	LOC117581410|XP_034124454.1|DGUA
OG0001256	LOC120422406|XP_039441758.1|CPIP	LOC117579708|XP_034121592.1|DGUA, LOC117592527|XP_034142277.1|DGUA
OG0001257	LOC120413281|XP_039429947.1|CPIP	LOC117590640|XP_034139361.1|DGUA
OG0001258	LOC120432334|XP_039453457.1|CPIP	LOC117585337|XP_034130667.1|DGUA
OG0001259	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP	LOC117581371|XP_034124397.1|DGUA
OG0001260	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP	LOC117583261|XP_034127377.1|DGUA
OG0001261	LOC120427227|XP_039448025.1|CPIP	LOC117581297|XP_034124228.1|DGUA
OG0001263	LOC120432642|XP_039453825.1|CPIP	LOC117583490|XP_034127719.1|DGUA
OG0001264	LOC120429252|XP_039450399.1|CPIP, LOC120426464|XP_039447160.1|CPIP	LOC117582240|XP_034125742.1|DGUA
OG0001265	LOC120428458|XP_039449403.1|CPIP	LOC117580927|XP_034123598.1|DGUA
OG0001266	LOC120417192|XP_039435093.1|CPIP	LOC117592312|XP_034141879.1|DGUA
OG0001267	LOC120424506|XP_039444591.1|CPIP, LOC120426739|XP_039447450.1|CPIP	LOC117583314|XP_034127461.1|DGUA
OG0001269	LOC120429645|XP_039450605.1|CPIP	LOC117580978|XP_034123667.1|DGUA
OG0001270	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP	LOC117586651|XP_034132777.1|DGUA
OG0001271	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP	LOC117586411|XP_034132342.1|DGUA
OG0001272	LOC120424869|XP_039445058.1|CPIP	LOC117587013|XP_034133314.1|DGUA, LOC117590733|XP_034139532.1|DGUA
OG0001273	LOC120429935|XP_039450967.1|CPIP	LOC117583001|XP_034127042.1|DGUA
OG0001274	LOC120418048|XP_039436233.1|CPIP	LOC117580461|XP_034122925.1|DGUA
OG0001276	LOC120413456|XP_039430225.1|CPIP	LOC117587261|XP_034133726.1|DGUA
OG0001277	LOC120424852|XP_039445035.1|CPIP	LOC117580363|XP_034122784.1|DGUA
OG0001278	LOC120419963|XP_039438765.1|CPIP	LOC117580025|XP_034122140.1|DGUA, LOC117584549|XP_034129393.1|DGUA
OG0001279	LOC120419970|XP_039438780.1|CPIP	LOC117580037|XP_034122156.1|DGUA
OG0001280	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP	LOC117588999|XP_034136501.1|DGUA
OG0001281	LOC120421671|XP_039440836.1|CPIP, LOC120421627|XP_039440789.1|CPIP	LOC117587032|XP_034133349.1|DGUA
OG0001282	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP	LOC117584580|XP_034129447.1|DGUA
OG0001283	LOC120427036|XP_039447800.1|CPIP	LOC117592411|XP_034142043.1|DGUA
OG0001284	LOC120414678|XP_039431897.1|CPIP	LOC117587863|XP_034134719.1|DGUA
OG0001285	LOC120429106|XP_039450203.1|CPIP, LOC120414724|XP_039431961.1|CPIP	LOC117588897|XP_034136337.1|DGUA
OG0001286	LOC120429762|XP_039450749.1|CPIP	LOC117581803|XP_034125135.1|DGUA
OG0001287	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP	LOC117586378|XP_034132297.1|DGUA
OG0001288	LOC120420968|XP_039440035.1|CPIP	LOC117582352|XP_034125896.1|DGUA
OG0001289	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP	LOC117583869|XP_034128406.1|DGUA
OG0001290	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP	LOC117584232|XP_034128905.1|DGUA
OG0001291	LOC120414339|XP_039431425.1|CPIP	LOC117580899|XP_034123550.1|DGUA, LOC117592619|XP_034142400.1|DGUA
OG0001292	LOC120423698|XP_039443534.1|CPIP, LOC120423701|XP_039443537.1|CPIP	LOC117578815|XP_034120457.1|DGUA
OG0001293	LOC120414358|XP_039431455.1|CPIP	LOC117580693|XP_034123210.1|DGUA
OG0001294	LOC120426999|XP_039447750.1|CPIP	LOC117586273|XP_034132112.1|DGUA
OG0001295	LOC120431459|XP_039452510.1|CPIP	LOC117591490|XP_034140669.1|DGUA, LOC117585981|XP_034131689.1|DGUA
OG0001296	LOC120419233|XP_039437826.1|CPIP	LOC117591929|XP_034141223.1|DGUA
OG0001297	LOC120423588|XP_039443387.1|CPIP	LOC117583811|XP_034128284.1|DGUA
OG0001298	LOC120417916|XP_039436086.1|CPIP, LOC120416955|XP_039434793.1|CPIP	LOC117589782|XP_034137870.1|DGUA
OG0001299	LOC120422007|XP_039441255.1|CPIP, LOC120432174|XP_039453246.1|CPIP	LOC117579541|XP_034121350.1|DGUA
OG0001300	LOC120415419|XP_039432887.1|CPIP	LOC117585087|XP_034130246.1|DGUA
OG0001301	LOC120423370|XP_039443087.1|CPIP, LOC120423371|XP_039443088.1|CPIP	LOC117584762|XP_034129755.1|DGUA
OG0001302	LOC120417543|XP_039435559.1|CPIP	LOC117587183|XP_034133597.1|DGUA
OG0001303	LOC120425865|XP_039446421.1|CPIP	LOC117584926|XP_034129969.1|DGUA
OG0001304	LOC120417898|XP_039436053.1|CPIP	LOC117578623|XP_034120118.1|DGUA
OG0001305	LOC120427519|XP_039448316.1|CPIP	LOC117586656|XP_034132787.1|DGUA
OG0001306	LOC120423281|XP_039442982.1|CPIP	LOC117585444|XP_034130811.1|DGUA
OG0001307	LOC120414405|XP_039431518.1|CPIP	LOC117580307|XP_034122690.1|DGUA, LOC117580388|XP_034122818.1|DGUA
OG0001308	LOC120414403|XP_039431514.1|CPIP	LOC117580744|XP_034123320.1|DGUA, LOC117580003|XP_034122095.1|DGUA
OG0001309	LOC120414020|XP_039430971.1|CPIP, LOC120414000|XP_039430943.1|CPIP	LOC117586724|XP_034132910.1|DGUA
OG0001311	LOC120417566|XP_039435594.1|CPIP, LOC120420210|XP_039439128.1|CPIP	LOC117581653|XP_034124920.1|DGUA
OG0001312	LOC120431895|XP_039452958.1|CPIP, LOC120424481|XP_039444557.1|CPIP	LOC117587055|XP_034133384.1|DGUA
OG0001313	LOC120416827|XP_039434648.1|CPIP	LOC117578735|XP_034120290.1|DGUA
OG0001314	LOC120418103|XP_039436307.1|CPIP, LOC120431543|XP_039452585.1|CPIP, LOC120431629|XP_039452672.1|CPIP, LOC120423143|XP_039442759.1|CPIP, LOC120414582|XP_039431751.1|CPIP, LOC120412578|XP_039429022.1|CPIP, LOC120416026|XP_039433621.1|CPIP, LOC120412415|XP_039428812.1|CPIP, LOC120421472|XP_039440623.1|CPIP	LOC117584063|XP_034128696.1|DGUA
OG0001315	LOC120420411|XP_039439364.1|CPIP	LOC117581155|XP_034123979.1|DGUA
OG0001322	LOC120426837|XP_039447560.1|CPIP	LOC117586745|XP_034132939.1|DGUA, LOC117585730|XP_034131265.1|DGUA
OG0001326	LOC120417038|XP_039434922.1|CPIP, LOC120419278|XP_039437878.1|CPIP, LOC120420268|XP_039439201.1|CPIP	LOC117582750|XP_034126580.1|DGUA
OG0001328	LOC120414973|XP_039432241.1|CPIP, LOC120421074|XP_039440154.1|CPIP	LOC117588526|XP_034135773.1|DGUA
OG0001329	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP	LOC117580979|XP_034123664.1|DGUA
OG0001330	LOC120422463|XP_039441846.1|CPIP	LOC117590417|XP_034138915.1|DGUA, LOC117590416|XP_034138907.1|DGUA
OG0001331	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP	LOC117588306|XP_034135384.1|DGUA
OG0001332	LOC120413145|XP_039429789.1|CPIP, LOC120412616|XP_039429104.1|CPIP	LOC117590427|XP_034138936.1|DGUA
OG0001333	LOC120417034|XP_039434912.1|CPIP, LOC120417028|XP_039434904.1|CPIP	LOC117584444|XP_034129247.1|DGUA
OG0001334	LOC120414158|XP_039431133.1|CPIP, LOC120414159|XP_039431134.1|CPIP	LOC117583203|XP_034127298.1|DGUA
OG0001335	LOC120425484|XP_039445962.1|CPIP, LOC120425483|XP_039445956.1|CPIP	LOC117586637|XP_034132757.1|DGUA
OG0001337	LOC120432047|XP_039453113.1|CPIP, LOC120427370|XP_039448159.1|CPIP	LOC117581407|XP_034124448.1|DGUA
OG0001338	LOC120428736|XP_039449746.1|CPIP	LOC117586287|XP_034132135.1|DGUA
OG0001339	LOC120424190|XP_039444183.1|CPIP	LOC117584604|XP_034129508.1|DGUA
OG0001340	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP	LOC117590025|XP_034138212.1|DGUA
OG0001341	LOC120431639|XP_039452681.1|CPIP	LOC117583338|XP_034127492.1|DGUA
OG0001343	LOC120430148|XP_039451166.1|CPIP, LOC120430149|XP_039451167.1|CPIP	LOC117583134|XP_034127215.1|DGUA
OG0001344	LOC120422010|XP_039441262.1|CPIP, LOC120422024|XP_039441280.1|CPIP	LOC117583255|XP_034127370.1|DGUA
OG0001345	LOC120428740|XP_039449749.1|CPIP, LOC120427177|XP_039447971.1|CPIP	LOC117583186|XP_034127278.1|DGUA
OG0001346	LOC120428013|XP_039448918.1|CPIP	LOC117583492|XP_034127722.1|DGUA
OG0001347	LOC120425439|XP_039445903.1|CPIP	LOC117578473|XP_034119897.1|DGUA, LOC117592311|XP_034141877.1|DGUA, LOC117581593|XP_034124840.1|DGUA
OG0001348	LOC120413504|XP_039430294.1|CPIP	LOC117590301|XP_034138679.1|DGUA
OG0001349	LOC120424374|XP_039444404.1|CPIP	LOC117586923|XP_034133169.1|DGUA
OG0001350	LOC120426570|XP_039447290.1|CPIP	LOC117579776|XP_034121724.1|DGUA
OG0001351	LOC120426287|XP_039446974.1|CPIP	LOC117586432|XP_034132363.1|DGUA
OG0001352	LOC120418886|XP_039437353.1|CPIP	LOC117588489|XP_034135686.1|DGUA
OG0001353	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP, LOC120430442|XP_039451492.1|CPIP	LOC117591231|XP_034140296.1|DGUA
OG0001354	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP	LOC117591979|XP_034141310.1|DGUA
OG0001355	LOC120418490|XP_039436861.1|CPIP	LOC117592081|XP_034141484.1|DGUA
OG0001356	LOC120429155|XP_039450297.1|CPIP, LOC120420068|XP_039438925.1|CPIP	LOC117585160|XP_034130387.1|DGUA
OG0001357	LOC120418023|XP_039436200.1|CPIP	LOC117586861|XP_034133047.1|DGUA
OG0001358	LOC120418025|XP_039436203.1|CPIP	LOC117579307|XP_034121007.1|DGUA
OG0001359	LOC120414639|XP_039431804.1|CPIP, LOC120414627|XP_039431795.1|CPIP	LOC117584301|XP_034129018.1|DGUA
OG0001360	LOC120426786|XP_039447497.1|CPIP	LOC117585270|XP_034130584.1|DGUA
OG0001361	LOC120419996|XP_039438820.1|CPIP, LOC120419994|XP_039438816.1|CPIP	LOC117580021|XP_034122134.1|DGUA
OG0001362	LOC120419965|XP_039438769.1|CPIP	LOC117585063|XP_034130215.1|DGUA, LOC117588428|XP_034135599.1|DGUA, LOC117591427|XP_034140578.1|DGUA, LOC117580036|XP_034122155.1|DGUA
OG0001363	LOC120432172|XP_039453243.1|CPIP, LOC120414130|XP_039431095.1|CPIP	LOC117586369|XP_034132286.1|DGUA
OG0001364	LOC120417618|XP_039435666.1|CPIP, LOC120418691|XP_039437089.1|CPIP	LOC117581078|XP_034123856.1|DGUA
OG0001365	LOC120426785|XP_039447496.1|CPIP	LOC117580943|XP_034123617.1|DGUA, LOC117589217|XP_034136853.1|DGUA
OG0001367	LOC120422283|XP_039441604.1|CPIP, LOC120423782|XP_039443634.1|CPIP	LOC117578793|XP_034120410.1|DGUA
OG0001368	LOC120424976|XP_039445266.1|CPIP	LOC117583754|XP_034128170.1|DGUA
OG0001369	LOC120429806|XP_039450790.1|CPIP, LOC120432065|XP_039453130.1|CPIP	LOC117588517|XP_034135738.1|DGUA
OG0001373	LOC120422191|XP_039441506.1|CPIP, LOC120426638|XP_039447361.1|CPIP	LOC117587814|XP_034134661.1|DGUA
OG0001374	LOC120414669|XP_039431880.1|CPIP	LOC117579745|XP_034121654.1|DGUA, LOC117592129|XP_034141565.1|DGUA
OG0001375	LOC120428430|XP_039449375.1|CPIP	LOC117586235|XP_034132062.1|DGUA
OG0001376	LOC120430180|XP_039451195.1|CPIP, LOC120430185|XP_039451199.1|CPIP	LOC117589073|XP_034136602.1|DGUA
OG0001377	LOC120424094|XP_039444041.1|CPIP	LOC117582593|XP_034126342.1|DGUA
OG0001378	LOC120416104|XP_039433721.1|CPIP, LOC120430328|XP_039451362.1|CPIP	LOC117583897|XP_034128458.1|DGUA, LOC117587865|XP_034134721.1|DGUA
OG0001379	LOC120413125|XP_039429764.1|CPIP	LOC117582119|XP_034125586.1|DGUA
OG0001380	LOC120419386|XP_039437994.1|CPIP	LOC117586560|XP_034132615.1|DGUA
OG0001381	LOC120430020|XP_039451049.1|CPIP	LOC117588346|XP_034135451.1|DGUA
OG0001382	LOC120420085|XP_039438952.1|CPIP	LOC117584740|XP_034129705.1|DGUA
OG0001383	LOC120416800|XP_039434611.1|CPIP	LOC117588182|XP_034135192.1|DGUA, LOC117578415|XP_034119768.1|DGUA
OG0001384	LOC120415581|XP_039433100.1|CPIP	LOC117587866|XP_034134723.1|DGUA
OG0001385	LOC120421152|XP_039440276.1|CPIP	LOC117587709|XP_034134504.1|DGUA
OG0001386	LOC120413888|XP_039430795.1|CPIP, LOC120420488|XP_039439467.1|CPIP	LOC117584603|XP_034129500.1|DGUA
OG0001387	LOC120413881|XP_039430789.1|CPIP, LOC120413875|XP_039430781.1|CPIP	LOC117584388|XP_034129133.1|DGUA
OG0001388	LOC120425170|XP_039445537.1|CPIP, LOC120425176|XP_039445544.1|CPIP, LOC120421428|XP_039440573.1|CPIP, LOC120431693|XP_039452741.1|CPIP	LOC117584735|XP_034129696.1|DGUA
OG0001389	LOC120420640|XP_039439652.1|CPIP, LOC120420638|XP_039439650.1|CPIP	LOC117583401|XP_034127575.1|DGUA
OG0001390	LOC120415004|XP_039432300.1|CPIP	LOC117582316|XP_034125852.1|DGUA
OG0001391	LOC120430393|XP_039451430.1|CPIP	LOC117579668|XP_034121540.1|DGUA, LOC117588000|XP_034134911.1|DGUA
OG0001392	LOC120420020|XP_039438855.1|CPIP, LOC120422249|XP_039441575.1|CPIP	LOC117588580|XP_034135871.1|DGUA
OG0001393	LOC120424012|XP_039443960.1|CPIP, LOC120419715|XP_039438436.1|CPIP	LOC117591429|XP_034140582.1|DGUA
OG0001394	LOC120428108|XP_039449024.1|CPIP, LOC120424757|XP_039444886.1|CPIP, LOC120414228|XP_039431273.1|CPIP	LOC117584605|XP_034129505.1|DGUA
OG0001395	LOC120413792|XP_039430676.1|CPIP	LOC117586668|XP_034132807.1|DGUA, LOC117586038|XP_034131775.1|DGUA
OG0001396	LOC120431719|XP_039452778.1|CPIP, LOC120430877|XP_039451940.1|CPIP	LOC117584170|XP_034128826.1|DGUA, LOC117588645|XP_034135969.1|DGUA
OG0001397	LOC120428561|XP_039449523.1|CPIP, LOC120419349|XP_039437953.1|CPIP	LOC117590007|XP_034138184.1|DGUA
OG0001399	LOC120419438|XP_039438053.1|CPIP	LOC117591308|XP_034140403.1|DGUA
OG0001400	LOC120425035|XP_039445341.1|CPIP	LOC117589812|XP_034137931.1|DGUA
OG0001401	LOC120425805|XP_039446352.1|CPIP, LOC120415856|XP_039433426.1|CPIP, LOC120427931|XP_039448806.1|CPIP	LOC117587493|XP_034134156.1|DGUA
OG0001402	LOC120415247|XP_039432645.1|CPIP	LOC117580260|XP_034122587.1|DGUA
OG0001403	LOC120424476|XP_039444545.1|CPIP, LOC120424467|XP_039444535.1|CPIP	LOC117579752|XP_034121664.1|DGUA
OG0001404	LOC120430840|XP_039451900.1|CPIP	LOC117578743|XP_034120311.1|DGUA
OG0001405	LOC120415443|XP_039432925.1|CPIP	LOC117579070|XP_034120670.1|DGUA
OG0001406	LOC120421840|XP_039441057.1|CPIP	LOC117581824|XP_034125159.1|DGUA, LOC117588304|XP_034135381.1|DGUA
OG0001407	LOC120422728|XP_039442189.1|CPIP	LOC117589407|XP_034137227.1|DGUA
OG0001408	LOC120431839|XP_039452902.1|CPIP, LOC120430296|XP_039451329.1|CPIP	LOC117592673|XP_034142524.1|DGUA
OG0001429	LOC120432323|XP_039453441.1|CPIP, LOC120432295|XP_039453415.1|CPIP	LOC117589587|XP_034137542.1|DGUA
OG0001430	LOC120415056|XP_039432371.1|CPIP	LOC117589618|XP_034137592.1|DGUA
OG0001431	LOC120428470|XP_039449419.1|CPIP	LOC117590261|XP_034138639.1|DGUA
OG0001432	LOC120430880|XP_039451943.1|CPIP	LOC117590756|XP_034139585.1|DGUA
OG0001433	LOC120432018|XP_039453088.1|CPIP, LOC120430544|XP_039451593.1|CPIP	LOC117590355|XP_034138782.1|DGUA, LOC117585631|XP_034131106.1|DGUA
OG0001434	LOC120418114|XP_039436322.1|CPIP	LOC117580966|XP_034123645.1|DGUA
OG0001435	LOC120420122|XP_039439005.1|CPIP, LOC120414716|XP_039431956.1|CPIP, LOC120424307|XP_039444326.1|CPIP	LOC117578847|XP_034120524.1|DGUA
OG0001436	LOC120420231|XP_039439154.1|CPIP	LOC117588529|XP_034135779.1|DGUA
OG0001437	LOC120417714|XP_039435800.1|CPIP	LOC117587621|XP_034134370.1|DGUA
OG0001438	LOC120414175|XP_039431182.1|CPIP	LOC117583458|XP_034127649.1|DGUA
OG0001439	LOC120431174|XP_039452245.1|CPIP, LOC120413057|XP_039429695.1|CPIP	LOC117589744|XP_034137816.1|DGUA
OG0001440	LOC120432592|XP_039453768.1|CPIP	LOC117590264|XP_034138641.1|DGUA
OG0001441	LOC120424761|XP_039444901.1|CPIP	LOC117581606|XP_034124858.1|DGUA
OG0001442	LOC120427068|XP_039447841.1|CPIP, LOC120427658|XP_039448466.1|CPIP	LOC117584308|XP_034129024.1|DGUA
