Orthogroup	CPIP.longest_only	DEUG.longest_only
OG0000440	LOC120415469|XP_039432963.1|CPIP	LOC108113210|XP_017079233.1|DEUG, LOC108112004|XP_017077229.1|DEUG
OG0000441	LOC120416108|XP_039433725.1|CPIP	LOC108108863|XP_017072569.1|DEUG, LOC108108955|XP_017072698.1|DEUG
OG0000442	LOC120414617|XP_039431780.1|CPIP	LOC108107981|XP_017071312.1|DEUG
OG0000443	LOC120415117|XP_039432468.1|CPIP, LOC120415100|XP_039432452.1|CPIP	LOC108104721|XP_017066442.1|DEUG, LOC108104626|XP_017066290.1|DEUG
OG0000444	LOC120428867|XP_039449928.1|CPIP, LOC120415196|XP_039432588.1|CPIP	LOC108110953|XP_017075738.1|DEUG, LOC108111156|XP_017076015.1|DEUG
OG0000448	LOC120415029|XP_039432328.1|CPIP, LOC120415026|XP_039432325.1|CPIP	LOC108104217|XP_017065649.1|DEUG, LOC108104215|XP_017065647.1|DEUG
OG0000449	LOC120421081|XP_039440162.1|CPIP	LOC108114836|XP_017081466.1|DEUG
OG0000450	LOC120413717|XP_039430573.1|CPIP	LOC108110117|XP_017074504.1|DEUG
OG0000450	LOC120416596|XP_039434341.1|CPIP	LOC108105377|XP_017067402.1|DEUG
OG0000451	LOC120418056|XP_039436242.1|CPIP, LOC120419880|XP_039438678.1|CPIP	LOC108102453|XP_017062947.1|DEUG
OG0000451	LOC120418057|XP_039436244.1|CPIP, LOC120419879|XP_039438677.1|CPIP	LOC108102455|XP_017062950.1|DEUG
OG0000453	LOC120420717|XP_039439749.1|CPIP, LOC120420725|XP_039439756.1|CPIP	LOC108117009|XP_017084668.1|DEUG
OG0000454	LOC120424417|XP_039444462.1|CPIP	LOC108115263|XP_017082109.1|DEUG, LOC108113811|XP_017080012.1|DEUG
OG0000456	LOC120432463|XP_039453619.1|CPIP	LOC108102340|XP_017062665.1|DEUG
OG0000456	LOC120413530|XP_039430338.1|CPIP	LOC108105799|XP_017068020.1|DEUG
OG0000457	LOC120414078|XP_039431034.1|CPIP	LOC108111164|XP_017076025.1|DEUG
OG0000457	LOC120430699|XP_039451741.1|CPIP	LOC108113457|XP_017079526.1|DEUG
OG0000458	LOC120420484|XP_039439460.1|CPIP, LOC120420485|XP_039439461.1|CPIP, LOC120420501|XP_039439488.1|CPIP, LOC120422898|XP_039442391.1|CPIP, LOC120422907|XP_039442406.1|CPIP	LOC108104069|XP_017065429.1|DEUG
OG0000460	LOC120412817|XP_039429355.1|CPIP	LOC108111207|XP_017076097.1|DEUG
OG0000465	LOC120419750|XP_039438500.1|CPIP, LOC120428665|XP_039449647.1|CPIP, LOC120427076|XP_039447848.1|CPIP	LOC108117465|XP_017085376.1|DEUG, LOC108117506|XP_017085480.1|DEUG
OG0000466	LOC120431993|XP_039453062.1|CPIP, LOC120425156|XP_039445519.1|CPIP	LOC108117044|XP_017084708.1|DEUG
OG0000466	LOC120412806|XP_039429340.1|CPIP	LOC108104194|XP_017065627.1|DEUG
OG0000467	LOC120419489|XP_039438111.1|CPIP	LOC108112641|XP_017078244.1|DEUG, LOC108112906|XP_017078762.1|DEUG
OG0000468	LOC120413760|XP_039430632.1|CPIP	LOC108109366|XP_017073331.1|DEUG
OG0000468	LOC120427560|XP_039448371.1|CPIP	LOC108106543|XP_017069185.1|DEUG
OG0000469	LOC120412659|XP_039429152.1|CPIP	LOC108104076|XP_017065454.1|DEUG, LOC108104055|XP_017065389.1|DEUG
OG0000470	LOC120426361|XP_039447055.1|CPIP	LOC108108694|XP_017072288.1|DEUG
OG0000470	LOC120424591|XP_039444688.1|CPIP	LOC108114403|XP_017080865.1|DEUG
OG0000471	LOC120414579|XP_039431749.1|CPIP	LOC108113949|XP_017080154.1|DEUG, LOC108111235|XP_017076127.1|DEUG
OG0000473	LOC120422534|XP_039441930.1|CPIP	LOC108103189|XP_017064065.1|DEUG, LOC108103293|XP_017064196.1|DEUG, LOC108103648|XP_017064693.1|DEUG
OG0000474	LOC120430806|XP_039451890.1|CPIP	LOC108103488|XP_017064485.1|DEUG, LOC108114006|XP_017080241.1|DEUG
OG0000475	LOC120424232|XP_039444225.1|CPIP	LOC108115695|XP_017082753.1|DEUG, LOC108115661|XP_017082708.1|DEUG, LOC108109183|XP_017073107.1|DEUG
OG0000476	LOC120428008|XP_039448912.1|CPIP	LOC108110184|XP_017074616.1|DEUG, LOC108110182|XP_017074600.1|DEUG, LOC108109580|XP_017073649.1|DEUG
OG0000477	LOC120423579|XP_039443373.1|CPIP	LOC108109584|XP_017073650.1|DEUG, LOC108109485|XP_017073503.1|DEUG
OG0000478	LOC120429962|XP_039450993.1|CPIP, LOC120429967|XP_039451000.1|CPIP, LOC120429975|XP_039451005.1|CPIP, LOC120425699|XP_039446221.1|CPIP	LOC108118348|XP_017086479.1|DEUG, LOC108113618|XP_017079768.1|DEUG
OG0000479	LOC120414477|XP_039431605.1|CPIP, LOC120414434|XP_039431553.1|CPIP, LOC120414435|XP_039431554.1|CPIP	LOC108109331|XP_017073290.1|DEUG
OG0000480	LOC120422963|XP_039442489.1|CPIP	LOC108110665|XP_017075271.1|DEUG, LOC108116268|XP_017083581.1|DEUG, LOC108110998|XP_017075796.1|DEUG
OG0000482	LOC120424395|XP_039444427.1|CPIP, LOC120424394|XP_039444426.1|CPIP	LOC108117325|XP_017085185.1|DEUG
OG0000483	LOC120425946|XP_039446517.1|CPIP, LOC120425945|XP_039446515.1|CPIP, LOC120425947|XP_039446518.1|CPIP	LOC108116583|XP_017084013.1|DEUG, LOC108116550|XP_017083977.1|DEUG
OG0000484	LOC120421837|XP_039441054.1|CPIP, LOC120421845|XP_039441068.1|CPIP	LOC108117209|XP_017085014.1|DEUG, LOC108117205|XP_017085009.1|DEUG
OG0000485	LOC120416669|XP_039434418.1|CPIP	LOC108108644|XP_017072234.1|DEUG, LOC108108646|XP_017072237.1|DEUG
OG0000486	LOC120419307|XP_039437909.1|CPIP	LOC108109199|XP_017073124.1|DEUG, LOC108109197|XP_017073121.1|DEUG
OG0000489	LOC120418130|XP_039436342.1|CPIP, LOC120418126|XP_039436337.1|CPIP	LOC108109346|XP_017073294.1|DEUG, LOC108111834|XP_017076928.1|DEUG
OG0000490	LOC120414538|XP_039431683.1|CPIP	LOC108118299|XP_017086400.1|DEUG
OG0000490	LOC120420403|XP_039439346.1|CPIP	LOC108117718|XP_017085762.1|DEUG
OG0000491	LOC120430223|XP_039451236.1|CPIP	LOC108106697|XP_017069418.1|DEUG, LOC108106225|XP_017068640.1|DEUG, LOC108106696|XP_017069417.1|DEUG
OG0000492	LOC120412808|XP_039429343.1|CPIP	LOC108105147|XP_017067071.1|DEUG
OG0000493	LOC120420047|XP_039438888.1|CPIP	LOC108116110|XP_017083321.1|DEUG, LOC108115932|XP_017083057.1|DEUG
OG0000496	LOC120417351|XP_039435289.1|CPIP	LOC108102495|XP_017063001.1|DEUG
OG0000496	LOC120418242|XP_039436492.1|CPIP	LOC108104024|XP_017065345.1|DEUG
OG0000497	LOC120429075|XP_039450164.1|CPIP	LOC108107146|XP_017070039.1|DEUG, LOC108106968|XP_017069755.1|DEUG
OG0000498	LOC120425951|XP_039446523.1|CPIP	LOC108116567|XP_017083996.1|DEUG, LOC108109315|XP_017073289.1|DEUG, LOC108116574|XP_017084004.1|DEUG
OG0000499	LOC120429629|XP_039450596.1|CPIP, LOC120426655|XP_039447382.1|CPIP	LOC108112866|XP_017078681.1|DEUG
OG0000499	LOC120427332|XP_039448115.1|CPIP	LOC108105502|XP_017067615.1|DEUG
OG0000500	LOC120423742|XP_039443588.1|CPIP, LOC120425271|XP_039445651.1|CPIP	LOC108108457|XP_017072000.1|DEUG, LOC108108623|XP_017072211.1|DEUG
OG0000504	LOC120420034|XP_039438869.1|CPIP, LOC120420053|XP_039438899.1|CPIP, LOC120420033|XP_039438868.1|CPIP, LOC120420050|XP_039438896.1|CPIP, LOC120420032|XP_039438867.1|CPIP	LOC108114636|XP_017081192.1|DEUG
OG0000505	LOC120420407|XP_039439358.1|CPIP, LOC120430294|XP_039451324.1|CPIP	LOC108118153|XP_017086199.1|DEUG, LOC108118155|XP_017086203.1|DEUG
OG0000506	LOC120415717|XP_039433250.1|CPIP, LOC120415729|XP_039433260.1|CPIP, LOC120426164|XP_039446822.1|CPIP, LOC120425474|XP_039445947.1|CPIP, LOC120423334|XP_039443038.1|CPIP	LOC108113704|XP_017079872.1|DEUG, LOC108113760|XP_017079945.1|DEUG
OG0000507	LOC120416489|XP_039434142.1|CPIP	LOC108110139|XP_017074542.1|DEUG
OG0000507	LOC120431083|XP_039452173.1|CPIP	LOC108110140|XP_017074543.1|DEUG
OG0000508	LOC120422027|XP_039441285.1|CPIP	LOC108102768|XP_017063414.1|DEUG, LOC108104706|XP_017066413.1|DEUG
OG0000509	LOC120412892|XP_039429456.1|CPIP	LOC108112856|XP_017078668.1|DEUG
OG0000510	LOC120430997|XP_039452090.1|CPIP	LOC108106460|XP_017069014.1|DEUG, LOC108106459|XP_017069013.1|DEUG
OG0000511	LOC120424968|XP_039445259.1|CPIP, LOC120424959|XP_039445246.1|CPIP	LOC108110365|XP_017074906.1|DEUG, LOC108118436|XP_017086630.1|DEUG
OG0000512	LOC120424352|XP_039444380.1|CPIP, LOC120424370|XP_039444400.1|CPIP	LOC108112316|XP_017077636.1|DEUG, LOC108114370|XP_017080810.1|DEUG
OG0000513	LOC120415521|XP_039433012.1|CPIP	LOC108106395|XP_017068892.1|DEUG, LOC108106964|XP_017069752.1|DEUG
OG0000514	LOC120427085|XP_039447860.1|CPIP	LOC108104101|XP_017065487.1|DEUG, LOC108104084|XP_017065469.1|DEUG
OG0000515	LOC120418437|XP_039436779.1|CPIP	LOC108102383|XP_017062810.1|DEUG, LOC108114405|XP_017080869.1|DEUG
OG0000516	LOC120425668|XP_039446186.1|CPIP, LOC120425662|XP_039446176.1|CPIP, LOC120425669|XP_039446187.1|CPIP	LOC108104336|XP_017065811.1|DEUG, LOC108104330|XP_017065806.1|DEUG
OG0000517	LOC120415407|XP_039432869.1|CPIP, LOC120415408|XP_039432870.1|CPIP	LOC108117344|XP_017085207.1|DEUG, LOC108117349|XP_017085213.1|DEUG
OG0000521	LOC120415088|XP_039432438.1|CPIP	LOC108106060|XP_017068407.1|DEUG, LOC108106032|XP_017068368.1|DEUG
OG0000522	LOC120431780|XP_039452835.1|CPIP, LOC120414515|XP_039431656.1|CPIP	LOC108115121|XP_017081862.1|DEUG, LOC108103026|XP_017063842.1|DEUG
OG0000523	LOC120414519|XP_039431662.1|CPIP	LOC108117687|XP_017085703.1|DEUG
OG0000524	LOC120428395|XP_039449339.1|CPIP	LOC108114639|XP_017081201.1|DEUG, LOC108115701|XP_017082760.1|DEUG, LOC108113792|XP_017079990.1|DEUG, LOC108113779|XP_017079969.1|DEUG
OG0000525	LOC120430954|XP_039452016.1|CPIP, LOC120430952|XP_039452011.1|CPIP	LOC108104605|XP_017066265.1|DEUG, LOC108104555|XP_017066186.1|DEUG
OG0000526	LOC120422198|XP_039441514.1|CPIP	LOC108114811|XP_017081421.1|DEUG, LOC108109215|XP_017073149.1|DEUG
OG0000527	LOC120415668|XP_039433183.1|CPIP	LOC108110657|XP_017075258.1|DEUG, LOC108111032|XP_017075848.1|DEUG
OG0000528	LOC120413594|XP_039430436.1|CPIP, LOC120418630|XP_039437007.1|CPIP, LOC120418634|XP_039437013.1|CPIP, LOC120418635|XP_039437015.1|CPIP, LOC120418638|XP_039437017.1|CPIP	LOC108110490|XP_017075057.1|DEUG
OG0000529	LOC120420612|XP_039439623.1|CPIP	LOC108110538|XP_017075108.1|DEUG, LOC108102546|XP_017063095.1|DEUG
OG0000530	LOC120420815|XP_039439870.1|CPIP	LOC108114155|XP_017080435.1|DEUG, LOC108113616|XP_017079769.1|DEUG
OG0000531	LOC120418596|XP_039436976.1|CPIP	LOC108108871|XP_017072578.1|DEUG, LOC108105668|XP_017067857.1|DEUG, LOC108112197|XP_017077500.1|DEUG
OG0000532	LOC120415086|XP_039432439.1|CPIP	LOC108117098|XP_017084799.1|DEUG, LOC108117086|XP_017084747.1|DEUG
OG0000533	LOC120427980|XP_039448871.1|CPIP	LOC108117714|XP_017085758.1|DEUG
OG0000533	LOC120423795|XP_039443648.1|CPIP	LOC108109477|XP_017073491.1|DEUG
OG0000535	LOC120419938|XP_039438736.1|CPIP	LOC108112462|XP_017077804.1|DEUG, LOC108109288|XP_017073270.1|DEUG
OG0000536	LOC120420853|XP_039439905.1|CPIP, LOC120429579|XP_039450557.1|CPIP, LOC120429576|XP_039450554.1|CPIP	LOC108108090|XP_017071470.1|DEUG
OG0000537	LOC120412729|XP_039429253.1|CPIP	LOC108113355|XP_017079408.1|DEUG
OG0000538	LOC120415393|XP_039432853.1|CPIP	LOC108113053|XP_017078972.1|DEUG, LOC108104551|XP_017066181.1|DEUG
OG0000539	LOC120423804|XP_039443655.1|CPIP	LOC108113537|XP_017079621.1|DEUG, LOC108113649|XP_017079809.1|DEUG
OG0000542	LOC120415062|XP_039432384.1|CPIP	LOC108113718|XP_017079888.1|DEUG, LOC108102311|XP_017062563.1|DEUG
OG0000543	LOC120414176|XP_039431183.1|CPIP, LOC120414177|XP_039431184.1|CPIP	LOC108108840|XP_017072537.1|DEUG, LOC108108882|XP_017072589.1|DEUG
OG0000544	LOC120413340|XP_039430050.1|CPIP	LOC108114631|XP_017081186.1|DEUG, LOC108115167|XP_017081974.1|DEUG
OG0000545	LOC120432499|XP_039453646.1|CPIP, LOC120430290|XP_039451318.1|CPIP	LOC108117292|XP_017085137.1|DEUG, LOC108117263|XP_017085105.1|DEUG
OG0000546	LOC120425411|XP_039445875.1|CPIP	LOC108116177|XP_017083407.1|DEUG, LOC108102901|XP_017063608.1|DEUG
OG0000547	LOC120429775|XP_039450766.1|CPIP	LOC108111865|XP_017076979.1|DEUG, LOC108111045|XP_017075862.1|DEUG
OG0000548	LOC120420653|XP_039439671.1|CPIP	LOC108114171|XP_017080455.1|DEUG, LOC108114172|XP_017080456.1|DEUG
OG0000549	LOC120429126|XP_039450252.1|CPIP, LOC120429130|XP_039450259.1|CPIP, LOC120429127|XP_039450254.1|CPIP	LOC108109191|XP_017073115.1|DEUG
OG0000550	LOC120430650|XP_039451689.1|CPIP, LOC120425137|XP_039445498.1|CPIP	LOC108104653|XP_017066321.1|DEUG, LOC108105269|XP_017067238.1|DEUG, LOC108104657|XP_017066328.1|DEUG
OG0000552	LOC120430491|XP_039451519.1|CPIP, LOC120417370|XP_039435317.1|CPIP	LOC108111351|XP_017076272.1|DEUG, LOC108111451|XP_017076411.1|DEUG
OG0000553	LOC120428198|XP_039449114.1|CPIP, LOC120428547|XP_039449516.1|CPIP, LOC120428493|XP_039449443.1|CPIP	LOC108110939|XP_017075722.1|DEUG
OG0000554	LOC120420637|XP_039439649.1|CPIP	LOC108116704|XP_017084210.1|DEUG, LOC108116705|XP_017084211.1|DEUG
OG0000555	LOC120415906|XP_039433483.1|CPIP	LOC108104636|XP_017066299.1|DEUG, LOC108107775|XP_017070959.1|DEUG
OG0000556	LOC120417500|XP_039435511.1|CPIP	LOC108105371|XP_017067396.1|DEUG, LOC108116500|XP_017083922.1|DEUG
OG0000557	LOC120413021|XP_039429623.1|CPIP	LOC108111741|XP_017076783.1|DEUG, LOC108111736|XP_017076779.1|DEUG
OG0000558	LOC120427435|XP_039448225.1|CPIP	LOC108116321|XP_017083617.1|DEUG, LOC108104947|XP_017066800.1|DEUG
OG0000559	LOC120426477|XP_039447174.1|CPIP	LOC108112189|XP_017077528.1|DEUG, LOC108118186|XP_017086234.1|DEUG
OG0000560	LOC120420416|XP_039439369.1|CPIP	LOC108113247|XP_017079283.1|DEUG, LOC108113246|XP_017079281.1|DEUG
OG0000561	LOC120429693|XP_039450666.1|CPIP	LOC108108172|XP_017071603.1|DEUG, LOC108107573|XP_017070622.1|DEUG
OG0000562	LOC120420548|XP_039439551.1|CPIP	LOC108114401|XP_017080863.1|DEUG, LOC108114579|XP_017081122.1|DEUG
OG0000566	LOC120415037|XP_039432342.1|CPIP	LOC108117297|XP_017085145.1|DEUG, LOC108108062|XP_017071427.1|DEUG
OG0000567	LOC120432277|XP_039453398.1|CPIP	LOC108103197|XP_017064074.1|DEUG
OG0000567	LOC120432280|XP_039453400.1|CPIP	LOC108103213|XP_017064097.1|DEUG
OG0000568	LOC120430557|XP_039451606.1|CPIP, LOC120416898|XP_039434730.1|CPIP	LOC108104311|XP_017065784.1|DEUG, LOC108115030|XP_017081764.1|DEUG
OG0000570	LOC120418345|XP_039436631.1|CPIP	LOC108116717|XP_017084227.1|DEUG, LOC108116695|XP_017084198.1|DEUG
OG0000571	LOC120422115|XP_039441417.1|CPIP	LOC108116057|XP_017083247.1|DEUG, LOC108115998|XP_017083159.1|DEUG
OG0000572	LOC120417835|XP_039435984.1|CPIP	LOC108116814|XP_017084352.1|DEUG, LOC108116825|XP_017084364.1|DEUG
OG0000573	LOC120416539|XP_039434194.1|CPIP	LOC108108099|XP_017071489.1|DEUG, LOC108109145|XP_017073037.1|DEUG
OG0000574	LOC120413383|XP_039430115.1|CPIP	LOC108114187|XP_017080485.1|DEUG, LOC108117259|XP_017085099.1|DEUG
OG0000575	LOC120426920|XP_039447658.1|CPIP	LOC108108107|XP_017071505.1|DEUG, LOC108108142|XP_017071558.1|DEUG
OG0000576	LOC120432079|XP_039453146.1|CPIP, LOC120418632|XP_039437011.1|CPIP	LOC108116190|XP_017083420.1|DEUG, LOC108116188|XP_017083418.1|DEUG, LOC108116187|XP_017083417.1|DEUG
OG0000577	LOC120412653|XP_039429141.1|CPIP	LOC108107018|XP_017069854.1|DEUG
OG0000578	LOC120420633|XP_039439643.1|CPIP	LOC108110704|XP_017075336.1|DEUG, LOC108113167|XP_017079171.1|DEUG
OG0000579	LOC120429903|XP_039450930.1|CPIP	LOC108116830|XP_017084370.1|DEUG, LOC108114503|XP_017081011.1|DEUG
OG0000580	LOC120413757|XP_039430626.1|CPIP	LOC108116459|XP_017083877.1|DEUG, LOC108116414|XP_017083787.1|DEUG
OG0000581	LOC120413933|XP_039430859.1|CPIP	LOC108110214|XP_017074681.1|DEUG
OG0000582	LOC120424290|XP_039444311.1|CPIP	LOC108116844|XP_017084432.1|DEUG, LOC108114379|XP_017080823.1|DEUG, LOC108109179|XP_017073096.1|DEUG
OG0000583	LOC120416812|XP_039434621.1|CPIP	LOC108109046|XP_017072834.1|DEUG, LOC108109045|XP_017072832.1|DEUG
OG0000589	LOC120426454|XP_039447150.1|CPIP	LOC108116982|XP_017084637.1|DEUG
OG0000590	LOC120421456|XP_039440638.1|CPIP	LOC108110396|XP_017074945.1|DEUG
OG0000592	LOC120413276|XP_039429940.1|CPIP	LOC108113022|XP_017078939.1|DEUG, LOC108106343|XP_017068812.1|DEUG
OG0000593	LOC120429571|XP_039450551.1|CPIP	LOC108115956|XP_017083082.1|DEUG, LOC108104940|XP_017066791.1|DEUG
OG0000594	LOC120416509|XP_039434164.1|CPIP	LOC108116047|XP_017083234.1|DEUG, LOC108111724|XP_017076766.1|DEUG, LOC108114825|XP_017081448.1|DEUG
OG0000595	LOC120422557|XP_039441970.1|CPIP	LOC108116957|XP_017084601.1|DEUG, LOC108115988|XP_017083137.1|DEUG
OG0000596	LOC120432526|XP_039453677.1|CPIP	LOC108105413|XP_017067450.1|DEUG, LOC108116276|XP_017083552.1|DEUG, LOC108110693|XP_017075316.1|DEUG
OG0000597	LOC120420728|XP_039439757.1|CPIP	LOC108117476|XP_017085387.1|DEUG, LOC108104001|XP_017065280.1|DEUG
OG0000598	LOC120428012|XP_039448916.1|CPIP, LOC120424605|XP_039444698.1|CPIP, LOC120424609|XP_039444703.1|CPIP, LOC120424607|XP_039444701.1|CPIP, LOC120424608|XP_039444702.1|CPIP, LOC120424606|XP_039444700.1|CPIP	LOC108116917|XP_017084545.1|DEUG
OG0000599	LOC120420911|XP_039439970.1|CPIP, LOC120415914|XP_039433494.1|CPIP	LOC108107664|XP_017070741.1|DEUG, LOC108104715|XP_017066425.1|DEUG
OG0000600	LOC120420913|XP_039439972.1|CPIP	LOC108113328|XP_017079374.1|DEUG, LOC108113283|XP_017079321.1|DEUG
OG0000601	LOC120417482|XP_039435492.1|CPIP	LOC108107110|XP_017069988.1|DEUG, LOC108110865|XP_017075601.1|DEUG
OG0000602	LOC120422812|XP_039442286.1|CPIP	LOC108111242|XP_017076134.1|DEUG, LOC108110493|XP_017075061.1|DEUG
OG0000603	LOC120413865|XP_039430763.1|CPIP	LOC108117040|XP_017084699.1|DEUG, LOC108110507|XP_017075076.1|DEUG, LOC108106149|XP_017068538.1|DEUG
OG0000604	LOC120414592|XP_039431765.1|CPIP	LOC108110868|XP_017075604.1|DEUG, LOC108110870|XP_017075605.1|DEUG
OG0000605	LOC120418707|XP_039437110.1|CPIP, LOC120418728|XP_039437137.1|CPIP, LOC120418709|XP_039437111.1|CPIP, LOC120418710|XP_039437112.1|CPIP	LOC108115505|XP_017082486.1|DEUG
OG0000606	LOC120423379|XP_039443097.1|CPIP	LOC108115657|XP_017082705.1|DEUG
OG0000607	LOC120431344|XP_039452409.1|CPIP, LOC120420947|XP_039440017.1|CPIP	LOC108117020|XP_017084677.1|DEUG, LOC108117278|XP_017085120.1|DEUG, LOC108110244|XP_017074720.1|DEUG
OG0000608	LOC120421236|XP_039440368.1|CPIP	LOC108113538|XP_017079622.1|DEUG, LOC108113572|XP_017079653.1|DEUG, LOC108113590|XP_017079726.1|DEUG
OG0000609	LOC120413039|XP_039429662.1|CPIP	LOC108110750|XP_017075452.1|DEUG, LOC108110310|XP_017074809.1|DEUG
OG0000610	LOC120420855|XP_039439908.1|CPIP	LOC108108627|XP_017072216.1|DEUG, LOC108112393|XP_017077723.1|DEUG
OG0000611	LOC120418459|XP_039436820.1|CPIP	LOC108109142|XP_017073029.1|DEUG, LOC108113308|XP_017079349.1|DEUG
OG0000615	LOC120420221|XP_039439143.1|CPIP	LOC108109938|XP_017074228.1|DEUG, LOC108110053|XP_017074421.1|DEUG
OG0000616	LOC120413329|XP_039430041.1|CPIP, LOC120429858|XP_039450900.1|CPIP	LOC108109997|XP_017074322.1|DEUG, LOC108110001|XP_017074327.1|DEUG
OG0000617	LOC120423848|XP_039443730.1|CPIP	LOC108115802|XP_017082876.1|DEUG, LOC108111820|XP_017076917.1|DEUG
OG0000618	LOC120427285|XP_039448067.1|CPIP	LOC108108749|XP_017072394.1|DEUG
OG0000619	LOC120429166|XP_039450308.1|CPIP, LOC120415620|XP_039433151.1|CPIP	LOC108111979|XP_017077181.1|DEUG
OG0000620	LOC120428697|XP_039449702.1|CPIP	LOC108105014|XP_017066902.1|DEUG, LOC108117355|XP_017085222.1|DEUG
OG0000621	LOC120417806|XP_039435939.1|CPIP	LOC108117147|XP_017084894.1|DEUG, LOC108105470|XP_017067558.1|DEUG
OG0000622	LOC120412871|XP_039429435.1|CPIP	LOC108114602|XP_017081151.1|DEUG, LOC108108321|XP_017071838.1|DEUG
OG0000624	LOC120412594|XP_039429062.1|CPIP	LOC108113155|XP_017079153.1|DEUG, LOC108113154|XP_017079152.1|DEUG
OG0000625	LOC120420027|XP_039438860.1|CPIP	LOC108107929|XP_017071244.1|DEUG, LOC108107930|XP_017071248.1|DEUG
OG0000627	LOC120427326|XP_039448110.1|CPIP	LOC108108604|XP_017072192.1|DEUG, LOC108110276|XP_017074751.1|DEUG
OG0000628	LOC120418965|XP_039437444.1|CPIP	LOC108110580|XP_017075165.1|DEUG, LOC108110804|XP_017075523.1|DEUG
OG0000629	LOC120419834|XP_039438602.1|CPIP	LOC108116526|XP_017083953.1|DEUG, LOC108115487|XP_017082461.1|DEUG
OG0000630	LOC120412813|XP_039429349.1|CPIP	LOC108107029|XP_017069866.1|DEUG, LOC108107090|XP_017069956.1|DEUG
OG0000631	LOC120416872|XP_039434701.1|CPIP	LOC108104117|XP_017065506.1|DEUG, LOC108105175|XP_017067115.1|DEUG
OG0000632	LOC120431988|XP_039453059.1|CPIP, LOC120419672|XP_039438376.1|CPIP	LOC108102667|XP_017063296.1|DEUG, LOC108102530|XP_017063056.1|DEUG
OG0000633	LOC120419459|XP_039438075.1|CPIP	LOC108105626|XP_017067836.1|DEUG
OG0000634	LOC120414394|XP_039431506.1|CPIP	LOC108112903|XP_017078749.1|DEUG
OG0000635	LOC120417897|XP_039436052.1|CPIP	LOC108109171|XP_017073084.1|DEUG, LOC108115221|XP_017082066.1|DEUG
OG0000636	LOC120427318|XP_039448105.1|CPIP	LOC108106897|XP_017069635.1|DEUG, LOC108106905|XP_017069643.1|DEUG
OG0000637	LOC120419435|XP_039438048.1|CPIP, LOC120423148|XP_039442763.1|CPIP	LOC108103691|XP_017064769.1|DEUG, LOC108103690|XP_017064768.1|DEUG
OG0000638	LOC120421466|XP_039440616.1|CPIP	LOC108116715|XP_017084225.1|DEUG, LOC108103947|XP_017065200.1|DEUG
OG0000639	LOC120429394|XP_039450481.1|CPIP	LOC108114134|XP_017080399.1|DEUG
OG0000646	LOC120424024|XP_039443974.1|CPIP	LOC108116686|XP_017084188.1|DEUG, LOC108116025|XP_017083201.1|DEUG
OG0000647	LOC120417689|XP_039435759.1|CPIP	LOC108115405|XP_017082332.1|DEUG, LOC108104307|XP_017065774.1|DEUG
OG0000648	LOC120420178|XP_039439085.1|CPIP	LOC108105322|XP_017067304.1|DEUG
OG0000649	LOC120429957|XP_039450983.1|CPIP	LOC108109958|XP_017074262.1|DEUG, LOC108109965|XP_017074270.1|DEUG
OG0000650	LOC120420233|XP_039439156.1|CPIP	LOC108116610|XP_017084063.1|DEUG
OG0000651	LOC120425481|XP_039445952.1|CPIP	LOC108114205|XP_017080513.1|DEUG, LOC108108089|XP_017071469.1|DEUG
OG0000652	LOC120425999|XP_039446591.1|CPIP	LOC108113185|XP_017079201.1|DEUG, LOC108104435|XP_017065982.1|DEUG
OG0000653	LOC120427412|XP_039448210.1|CPIP, LOC120427411|XP_039448209.1|CPIP	LOC108111757|XP_017076803.1|DEUG, LOC108115014|XP_017081744.1|DEUG
OG0000654	LOC120430316|XP_039451343.1|CPIP	LOC108114343|XP_017080764.1|DEUG
OG0000655	LOC120418498|XP_039436869.1|CPIP	LOC108112546|XP_017077971.1|DEUG, LOC108102558|XP_017063118.1|DEUG
OG0000657	LOC120414701|XP_039431934.1|CPIP	LOC108104638|XP_017066303.1|DEUG, LOC108111009|XP_017075810.1|DEUG
OG0000658	LOC120421966|XP_039441212.1|CPIP	LOC108105385|XP_017067418.1|DEUG, LOC108116173|XP_017083402.1|DEUG
OG0000659	LOC120428322|XP_039449253.1|CPIP	LOC108111083|XP_017075907.1|DEUG, LOC108107107|XP_017069985.1|DEUG
OG0000660	LOC120432453|XP_039453605.1|CPIP	LOC108111148|XP_017076005.1|DEUG
OG0000661	LOC120427094|XP_039447878.1|CPIP	LOC108102739|XP_017063377.1|DEUG, LOC108102586|XP_017063176.1|DEUG
OG0000663	LOC120412947|XP_039429520.1|CPIP	LOC108112294|XP_017077607.1|DEUG, LOC108110443|XP_017075000.1|DEUG, LOC108107275|XP_017070205.1|DEUG
OG0000664	LOC120423934|XP_039443852.1|CPIP	LOC108110316|XP_017074818.1|DEUG
OG0000665	LOC120426832|XP_039447553.1|CPIP	LOC108113690|XP_017079855.1|DEUG, LOC108113805|XP_017080003.1|DEUG
OG0000666	LOC120414520|XP_039431665.1|CPIP	LOC108109163|XP_017073075.1|DEUG, LOC108117598|XP_017085603.1|DEUG
OG0000667	LOC120424397|XP_039444429.1|CPIP	LOC108102454|XP_017062949.1|DEUG, LOC108116415|XP_017083789.1|DEUG
OG0000668	LOC120417871|XP_039436025.1|CPIP	LOC108116182|XP_017083415.1|DEUG, LOC108116873|XP_017084453.1|DEUG
