Orthogroup	CPIP.longest_only	DMAU.longest_only
OG0002481	LOC120430865|XP_039451923.1|CPIP, LOC120429783|XP_039450775.1|CPIP	LOC117146626|XP_033168850.1|DMAU
OG0002482	LOC120416382|XP_039434051.1|CPIP	LOC117137010|XP_033154090.1|DMAU
OG0002483	LOC120415878|XP_039433450.1|CPIP	LOC117137162|XP_033154364.1|DMAU
OG0002484	LOC120415857|XP_039433428.1|CPIP	LOC117137474|XP_033154839.1|DMAU
OG0002485	LOC120427508|XP_039448303.1|CPIP	LOC117135898|XP_033152335.1|DMAU
OG0002486	LOC120425824|XP_039446376.1|CPIP	LOC117140703|XP_033159659.1|DMAU
OG0002487	LOC120416712|XP_039434467.1|CPIP, LOC120425825|XP_039446377.1|CPIP	LOC117136694|XP_033153605.1|DMAU
OG0002488	LOC120422213|XP_039441532.1|CPIP	LOC117135675|XP_033151963.1|DMAU
OG0002489	LOC120423892|XP_039443802.1|CPIP	LOC117140763|XP_033159735.1|DMAU
OG0002490	LOC120423910|XP_039443824.1|CPIP	LOC117136682|XP_033153583.1|DMAU
OG0002491	LOC120429115|XP_039450224.1|CPIP	LOC117139150|XP_033157199.1|DMAU
OG0002492	LOC120428267|XP_039449193.1|CPIP	LOC117135667|XP_033151950.1|DMAU
OG0002493	LOC120428251|XP_039449175.1|CPIP	LOC117138544|XP_033156593.1|DMAU
OG0002494	LOC120425864|XP_039446419.1|CPIP	LOC117144785|XP_033166044.1|DMAU
OG0002495	LOC120414931|XP_039432196.1|CPIP	LOC117137702|XP_033155162.1|DMAU
OG0002496	LOC120425278|XP_039445663.1|CPIP	LOC117144039|XP_033164898.1|DMAU
OG0002508	LOC120422061|XP_039441331.1|CPIP	LOC117148800|XP_033172304.1|DMAU
OG0002509	LOC120421053|XP_039440132.1|CPIP, LOC120431164|XP_039452238.1|CPIP	LOC117137082|XP_033154201.1|DMAU
OG0002510	LOC120432318|XP_039453436.1|CPIP	LOC117147785|XP_033170719.1|DMAU
OG0002511	LOC120415031|XP_039432330.1|CPIP	LOC117142906|XP_033163079.1|DMAU
OG0002512	LOC120413289|XP_039429960.1|CPIP	LOC117146258|XP_033168103.1|DMAU
OG0002513	LOC120413306|XP_039430002.1|CPIP	LOC117143813|XP_033164550.1|DMAU
OG0002514	LOC120415052|XP_039432359.1|CPIP	LOC117140149|XP_033158809.1|DMAU
OG0002516	LOC120420867|XP_039439953.1|CPIP	LOC117145119|XP_033166530.1|DMAU
OG0002517	LOC120417274|XP_039435192.1|CPIP	LOC117148730|XP_033172178.1|DMAU
OG0002518	LOC120419292|XP_039437891.1|CPIP	LOC117145681|XP_033167314.1|DMAU
OG0002519	LOC120431837|XP_039452899.1|CPIP, LOC120419300|XP_039437899.1|CPIP	LOC117138618|XP_033156718.1|DMAU
OG0002520	LOC120431838|XP_039452901.1|CPIP, LOC120419298|XP_039437898.1|CPIP	LOC117148192|XP_033171353.1|DMAU
OG0002521	LOC120419264|XP_039437853.1|CPIP, LOC120428873|XP_039449933.1|CPIP	LOC117148320|XP_033171543.1|DMAU
OG0002522	LOC120432301|XP_039453422.1|CPIP	LOC117143356|XP_033163920.1|DMAU
OG0002523	LOC120425470|XP_039446283.1|CPIP	LOC117142923|XP_033163111.1|DMAU
OG0002524	LOC120430129|XP_039451151.1|CPIP, LOC120430864|XP_039451926.1|CPIP	LOC117146915|XP_033169431.1|DMAU
OG0002525	LOC120432224|XP_039453333.1|CPIP	LOC117140716|XP_033159673.1|DMAU
OG0002526	LOC120432226|XP_039453334.1|CPIP	LOC117143274|XP_033163744.1|DMAU
OG0002527	LOC120432281|XP_039453401.1|CPIP	LOC117144950|XP_033166296.1|DMAU
OG0002528	LOC120413322|XP_039430023.1|CPIP	LOC117147925|XP_033170938.1|DMAU
OG0002529	LOC120413325|XP_039430032.1|CPIP	LOC117143292|XP_033163778.1|DMAU
OG0002530	LOC120413358|XP_039430077.1|CPIP	LOC117147264|XP_033169983.1|DMAU
OG0002531	LOC120428492|XP_039449439.1|CPIP	LOC117135154|XP_033151105.1|DMAU
OG0002532	LOC120422611|XP_039442073.1|CPIP	LOC117141097|XP_033160304.1|DMAU
OG0002533	LOC120422055|XP_039441321.1|CPIP	LOC117146493|XP_033168628.1|DMAU
OG0002534	LOC120422083|XP_039441363.1|CPIP	LOC117138362|XP_033156320.1|DMAU
OG0002535	LOC120414185|XP_039431196.1|CPIP, LOC120414186|XP_039431198.1|CPIP	LOC117139978|XP_033158572.1|DMAU
OG0002536	LOC120422456|XP_039441833.1|CPIP	LOC117144812|XP_033166079.1|DMAU
OG0002537	LOC120415045|XP_039432353.1|CPIP	LOC117136230|XP_033152901.1|DMAU
OG0002539	LOC120431369|XP_039452437.1|CPIP	LOC117138058|XP_033155771.1|DMAU
OG0002540	LOC120420181|XP_039439090.1|CPIP	LOC117143276|XP_033163746.1|DMAU
OG0002541	LOC120420192|XP_039439112.1|CPIP, LOC120431573|XP_039452617.1|CPIP	LOC117147259|XP_033169971.1|DMAU
OG0002542	LOC120420217|XP_039439138.1|CPIP	LOC117147399|XP_033170161.1|DMAU
OG0002543	LOC120431208|XP_039452287.1|CPIP	LOC117148128|XP_033171244.1|DMAU
OG0002544	LOC120413732|XP_039430592.1|CPIP	LOC117143836|XP_033164578.1|DMAU
OG0002545	LOC120413352|XP_039430069.1|CPIP	LOC117146517|XP_033168675.1|DMAU
OG0002547	LOC120412765|XP_039429294.1|CPIP	LOC117148546|XP_033171871.1|DMAU
OG0002548	LOC120412730|XP_039429258.1|CPIP	LOC117147594|XP_033170434.1|DMAU
OG0002549	LOC120412693|XP_039429206.1|CPIP	LOC117146650|XP_033168874.1|DMAU
OG0002550	LOC120430270|XP_039451331.1|CPIP	LOC117146752|XP_033169123.1|DMAU
OG0002551	LOC120414279|XP_039431341.1|CPIP, LOC120427670|XP_039448484.1|CPIP	LOC117145784|XP_033167454.1|DMAU
OG0002552	LOC120426469|XP_039447166.1|CPIP, LOC120427669|XP_039448483.1|CPIP	LOC117135706|XP_033152019.1|DMAU
OG0002553	LOC120423033|XP_039442608.1|CPIP	LOC117146492|XP_033168621.1|DMAU
OG0002554	LOC120422047|XP_039441307.1|CPIP	LOC117148646|XP_033172038.1|DMAU
OG0002555	LOC120422043|XP_039441302.1|CPIP	LOC117148950|XP_033172582.1|DMAU
OG0002556	LOC120428285|XP_039449527.1|CPIP	LOC117135158|XP_033151109.1|DMAU
OG0002557	LOC120424694|XP_039444807.1|CPIP	LOC117147485|XP_033170274.1|DMAU
OG0002558	LOC120431230|XP_039452304.1|CPIP	LOC117145076|XP_033166484.1|DMAU
OG0002559	LOC120424517|XP_039444607.1|CPIP	LOC117139092|XP_033157103.1|DMAU
OG0002560	LOC120431686|XP_039452734.1|CPIP, LOC120431594|XP_039452635.1|CPIP	LOC117145238|XP_033166705.1|DMAU
OG0002561	LOC120430612|XP_039451643.1|CPIP, LOC120426028|XP_039446641.1|CPIP	LOC117142391|XP_033162224.1|DMAU
OG0002562	LOC120412825|XP_039429369.1|CPIP, LOC120412847|XP_039429407.1|CPIP	LOC117148202|XP_033171376.1|DMAU
OG0002563	LOC120412477|XP_039428903.1|CPIP	LOC117148496|XP_033171769.1|DMAU
OG0002564	LOC120416427|XP_039434115.1|CPIP	LOC117145641|XP_033167252.1|DMAU
OG0002565	LOC120427023|XP_039447777.1|CPIP	LOC117143906|XP_033164705.1|DMAU
OG0002566	LOC120416234|XP_039433865.1|CPIP	LOC117143443|XP_033164042.1|DMAU
OG0002567	LOC120419614|XP_039438288.1|CPIP	LOC117148193|XP_033171354.1|DMAU
OG0002568	LOC120417031|XP_039434908.1|CPIP	LOC117145113|XP_033166524.1|DMAU
OG0002569	LOC120426178|XP_039446852.1|CPIP	LOC117140318|XP_033159057.1|DMAU
OG0002570	LOC120415640|XP_039433171.1|CPIP	LOC117143089|XP_033163457.1|DMAU
OG0002571	LOC120415616|XP_039433145.1|CPIP	LOC117143097|XP_033163467.1|DMAU
OG0002572	LOC120415599|XP_039433126.1|CPIP	LOC117137131|XP_033154321.1|DMAU
OG0002573	LOC120416904|XP_039434735.1|CPIP	LOC117143176|XP_033163581.1|DMAU
OG0002574	LOC120424521|XP_039444612.1|CPIP	LOC117143354|XP_033163918.1|DMAU
OG0002575	LOC120426457|XP_039447153.1|CPIP	LOC117143304|XP_033163802.1|DMAU
OG0002576	LOC120429941|XP_039450973.1|CPIP	LOC117148907|XP_033172508.1|DMAU, LOC117148908|XP_033172509.1|DMAU
OG0002577	LOC120423741|XP_039443587.1|CPIP	LOC117141446|XP_033160791.1|DMAU
OG0002578	LOC120423864|XP_039443747.1|CPIP, LOC120422129|XP_039441438.1|CPIP	LOC117142691|XP_033162742.1|DMAU
OG0002579	LOC120416321|XP_039433977.1|CPIP, LOC120426395|XP_039447083.1|CPIP, LOC120421585|XP_039440751.1|CPIP	LOC117146520|XP_033168680.1|DMAU
OG0002580	LOC120419940|XP_039438771.1|CPIP	LOC117137559|XP_033154953.1|DMAU
OG0002581	LOC120430904|XP_039451960.1|CPIP, LOC120426433|XP_039447131.1|CPIP	LOC117142211|XP_033161933.1|DMAU
OG0002582	LOC120424945|XP_039445188.1|CPIP	LOC117145775|XP_033167442.1|DMAU
OG0002583	LOC120431534|XP_039452560.1|CPIP	LOC117145928|XP_033167682.1|DMAU
OG0002584	LOC120429239|XP_039450384.1|CPIP	LOC117139783|XP_033158288.1|DMAU
OG0002585	LOC120429241|XP_039450386.1|CPIP	LOC117139785|XP_033158290.1|DMAU
OG0002586	LOC120424947|XP_039445191.1|CPIP	LOC117143300|XP_033163796.1|DMAU
OG0002587	LOC120424943|XP_039445181.1|CPIP	LOC117142868|XP_033163027.1|DMAU
OG0002588	LOC120430740|XP_039451781.1|CPIP	LOC117142480|XP_033162389.1|DMAU
OG0002589	LOC120432026|XP_039453097.1|CPIP	LOC117143057|XP_033163397.1|DMAU
OG0002590	LOC120427371|XP_039448160.1|CPIP	LOC117147015|XP_033169590.1|DMAU
OG0002591	LOC120427702|XP_039448534.1|CPIP	LOC117142669|XP_033162693.1|DMAU
OG0002592	LOC120425500|XP_039445983.1|CPIP	LOC117144121|XP_033165034.1|DMAU
OG0002593	LOC120431907|XP_039452972.1|CPIP, LOC120425107|XP_039445435.1|CPIP	LOC117144704|XP_033165924.1|DMAU
OG0002594	LOC120425114|XP_039445451.1|CPIP	LOC117143338|XP_033163891.1|DMAU
OG0002595	LOC120427714|XP_039448547.1|CPIP	LOC117143102|XP_033163473.1|DMAU
OG0002596	LOC120425820|XP_039446367.1|CPIP	LOC117143494|XP_033164099.1|DMAU
OG0002597	LOC120428991|XP_039450063.1|CPIP	LOC117143019|XP_033163288.1|DMAU
OG0002598	LOC120431685|XP_039452737.1|CPIP	LOC117144462|XP_033165513.1|DMAU
OG0002599	LOC120417847|XP_039436002.1|CPIP, LOC120417845|XP_039436000.1|CPIP	LOC117144927|XP_033166270.1|DMAU
OG0002600	LOC120418746|XP_039437157.1|CPIP	LOC117137375|XP_033154677.1|DMAU
OG0002601	LOC120417218|XP_039435112.1|CPIP	LOC117143425|XP_033164022.1|DMAU
OG0002602	LOC120432523|XP_039453674.1|CPIP	LOC117143623|XP_033164280.1|DMAU
OG0002603	LOC120425734|XP_039446271.1|CPIP	LOC117143554|XP_033164187.1|DMAU
OG0002604	LOC120430225|XP_039451239.1|CPIP	LOC117143555|XP_033164188.1|DMAU
OG0002605	LOC120424504|XP_039444589.1|CPIP	LOC117145288|XP_033166768.1|DMAU
OG0002606	LOC120429673|XP_039450636.1|CPIP	LOC117142745|XP_033162806.1|DMAU
OG0002607	LOC120430689|XP_039451724.1|CPIP, LOC120430352|XP_039451386.1|CPIP	LOC117145794|XP_033167471.1|DMAU
OG0002608	LOC120421795|XP_039441001.1|CPIP	LOC117145974|XP_033167770.1|DMAU
OG0002609	LOC120424978|XP_039445269.1|CPIP	LOC117135768|XP_033152125.1|DMAU
OG0002610	LOC120416025|XP_039433624.1|CPIP, LOC120424223|XP_039444213.1|CPIP	LOC117145699|XP_033167331.1|DMAU
OG0002611	LOC120415982|XP_039433575.1|CPIP	LOC117142438|XP_033162292.1|DMAU
OG0002612	LOC120429001|XP_039450075.1|CPIP	LOC117144722|XP_033165953.1|DMAU
OG0002613	LOC120426741|XP_039447452.1|CPIP	LOC117142346|XP_033162153.1|DMAU
OG0002614	LOC120428666|XP_039449648.1|CPIP	LOC117145960|XP_033167747.1|DMAU
OG0002615	LOC120424028|XP_039443982.1|CPIP	LOC117139161|XP_033157210.1|DMAU
OG0002616	LOC120418324|XP_039436591.1|CPIP	LOC117142533|XP_033162470.1|DMAU, LOC117142536|XP_033162473.1|DMAU
OG0002617	LOC120427249|XP_039448039.1|CPIP	LOC117143492|XP_033164096.1|DMAU
OG0002618	LOC120425377|XP_039445823.1|CPIP	LOC117143042|XP_033163376.1|DMAU
OG0002619	LOC120418340|XP_039436616.1|CPIP	LOC117145057|XP_033166458.1|DMAU
OG0002620	LOC120422574|XP_039441994.1|CPIP	LOC117142282|XP_033162056.1|DMAU
OG0002621	LOC120415772|XP_039433326.1|CPIP	LOC117144431|XP_033165468.1|DMAU
OG0002622	LOC120422820|XP_039442288.1|CPIP	LOC117140519|XP_033159388.1|DMAU
OG0002623	LOC120427893|XP_039448761.1|CPIP	LOC117144577|XP_033165727.1|DMAU
OG0002624	LOC120427895|XP_039448763.1|CPIP	LOC117144265|XP_033165258.1|DMAU
OG0002625	LOC120422150|XP_039441456.1|CPIP, LOC120427900|XP_039448774.1|CPIP	LOC117142742|XP_033162804.1|DMAU
OG0002626	LOC120415891|XP_039433469.1|CPIP, LOC120416109|XP_039433729.1|CPIP	LOC117146415|XP_033168506.1|DMAU
OG0002628	LOC120424277|XP_039444275.1|CPIP	LOC117143023|XP_033163294.1|DMAU
OG0002629	LOC120423418|XP_039443152.1|CPIP	LOC117145954|XP_033167730.1|DMAU
OG0002630	LOC120429640|XP_039450601.1|CPIP	LOC117145226|XP_033166690.1|DMAU
OG0002631	LOC120414273|XP_039431328.1|CPIP	LOC117143743|XP_033164445.1|DMAU
OG0002632	LOC120426681|XP_039447390.1|CPIP	LOC117144621|XP_033165806.1|DMAU
OG0002633	LOC120427258|XP_039448052.1|CPIP, LOC120427260|XP_039448053.1|CPIP	LOC117146074|XP_033167908.1|DMAU
OG0002634	LOC120427255|XP_039448047.1|CPIP	LOC117143339|XP_033163893.1|DMAU
OG0002635	LOC120431817|XP_039452870.1|CPIP	LOC117142585|XP_033162546.1|DMAU
OG0002637	LOC120427150|XP_039447942.1|CPIP	LOC117150671|XP_033173562.1|DMAU
OG0002638	LOC120423958|XP_039443875.1|CPIP, LOC120423965|XP_039443887.1|CPIP	LOC117142543|XP_033162482.1|DMAU
OG0002640	LOC120416816|XP_039434635.1|CPIP	LOC117144793|XP_033166060.1|DMAU
OG0002641	LOC120415779|XP_039433340.1|CPIP	LOC117145088|XP_033166497.1|DMAU
OG0002642	LOC120416858|XP_039434692.1|CPIP	LOC117143731|XP_033164432.1|DMAU
OG0002643	LOC120426245|XP_039446916.1|CPIP	LOC117143730|XP_033164429.1|DMAU
OG0002644	LOC120429545|XP_039450536.1|CPIP, LOC120430324|XP_039451359.1|CPIP	LOC117145251|XP_033166723.1|DMAU
OG0002645	LOC120425992|XP_039446584.1|CPIP, LOC120429013|XP_039450084.1|CPIP	LOC117145442|XP_033166990.1|DMAU
OG0002646	LOC120422018|XP_039441276.1|CPIP	LOC117144881|XP_033166184.1|DMAU
OG0002647	LOC120422019|XP_039441277.1|CPIP	LOC117143952|XP_033164777.1|DMAU
OG0002648	LOC120429627|XP_039450591.1|CPIP	LOC117144569|XP_033165714.1|DMAU
OG0002649	LOC120422584|XP_039442006.1|CPIP	LOC117143909|XP_033164714.1|DMAU
OG0002650	LOC120425422|XP_039445882.1|CPIP	LOC117143951|XP_033164775.1|DMAU
OG0002651	LOC120418745|XP_039437156.1|CPIP	LOC117142913|XP_033163089.1|DMAU
OG0002652	LOC120431087|XP_039452177.1|CPIP, LOC120430930|XP_039451984.1|CPIP	LOC117143728|XP_033164423.1|DMAU
OG0002653	LOC120426163|XP_039446815.1|CPIP	LOC117142662|XP_033162681.1|DMAU
OG0002654	LOC120426151|XP_039446803.1|CPIP	LOC117142661|XP_033162680.1|DMAU
OG0002655	LOC120424660|XP_039444768.1|CPIP	LOC117145984|XP_033167784.1|DMAU
OG0002656	LOC120424635|XP_039444736.1|CPIP	LOC117143847|XP_033164595.1|DMAU
OG0002657	LOC120421782|XP_039440984.1|CPIP	LOC117142583|XP_033162545.1|DMAU
OG0002658	LOC120421027|XP_039440095.1|CPIP	LOC117145806|XP_033167498.1|DMAU
OG0002659	LOC120423557|XP_039443339.1|CPIP	LOC117143988|XP_033164822.1|DMAU
OG0002660	LOC120425048|XP_039445354.1|CPIP	LOC117147587|XP_033170424.1|DMAU
OG0002661	LOC120422124|XP_039441431.1|CPIP	LOC117145492|XP_033167060.1|DMAU
OG0002663	LOC120423560|XP_039443345.1|CPIP, LOC120420998|XP_039440047.1|CPIP	LOC117142682|XP_033162717.1|DMAU
OG0002664	LOC120425361|XP_039445800.1|CPIP	LOC117135814|XP_033152215.1|DMAU
OG0002665	LOC120428081|XP_039448994.1|CPIP	LOC117137503|XP_033154875.1|DMAU
OG0002666	LOC120428067|XP_039448967.1|CPIP	LOC117138649|XP_033156759.1|DMAU
OG0002667	LOC120428075|XP_039448985.1|CPIP	LOC117137484|XP_033154854.1|DMAU
OG0002668	LOC120428389|XP_039449321.1|CPIP	LOC117140460|XP_033159291.1|DMAU
OG0002669	LOC120428404|XP_039449352.1|CPIP	LOC117147397|XP_033170162.1|DMAU
OG0002670	LOC120423027|XP_039442602.1|CPIP	LOC117140545|XP_033159429.1|DMAU
OG0002671	LOC120423009|XP_039442573.1|CPIP	LOC117140955|XP_033160065.1|DMAU
OG0002672	LOC120425495|XP_039445980.1|CPIP	LOC117135480|XP_033151587.1|DMAU
OG0002673	LOC120417387|XP_039435340.1|CPIP	LOC117136237|XP_033152913.1|DMAU
OG0002674	LOC120424178|XP_039444166.1|CPIP	LOC117135828|XP_033152229.1|DMAU
OG0002675	LOC120417803|XP_039435935.1|CPIP, LOC120417838|XP_039435991.1|CPIP	LOC117141073|XP_033160261.1|DMAU
OG0002676	LOC120422832|XP_039442303.1|CPIP	LOC117135721|XP_033152049.1|DMAU
OG0002677	LOC120427562|XP_039448375.1|CPIP, LOC120419770|XP_039438531.1|CPIP	LOC117136268|XP_033152981.1|DMAU
OG0002678	LOC120419487|XP_039438106.1|CPIP	LOC117138325|XP_033156254.1|DMAU
OG0002679	LOC120417396|XP_039435356.1|CPIP	LOC117136146|XP_033152745.1|DMAU
OG0002680	LOC120417129|XP_039435042.1|CPIP	LOC117148884|XP_033172477.1|DMAU
OG0002681	LOC120423185|XP_039442817.1|CPIP	LOC117135681|XP_033151970.1|DMAU
OG0002682	LOC120414203|XP_039431222.1|CPIP	LOC117139003|XP_033156987.1|DMAU
OG0002684	LOC120422649|XP_039442088.1|CPIP, LOC120431521|XP_039452552.1|CPIP	LOC117147190|XP_033169883.1|DMAU
OG0002685	LOC120425581|XP_039446088.1|CPIP	LOC117140004|XP_033158606.1|DMAU
OG0002686	LOC120413463|XP_039430234.1|CPIP	LOC117141995|XP_033161734.1|DMAU
OG0002687	LOC120426804|XP_039447526.1|CPIP	LOC117140450|XP_033159268.1|DMAU
OG0002688	LOC120432614|XP_039453795.1|CPIP	LOC117141419|XP_033160738.1|DMAU
OG0002689	LOC120427160|XP_039447956.1|CPIP	LOC117147520|XP_033170327.1|DMAU
OG0002690	LOC120426733|XP_039447445.1|CPIP	LOC117141147|XP_033160371.1|DMAU
OG0002691	LOC120426727|XP_039447435.1|CPIP	LOC117136056|XP_033152594.1|DMAU
OG0002692	LOC120427524|XP_039448328.1|CPIP	LOC117138454|XP_033156471.1|DMAU
OG0002693	LOC120427021|XP_039447779.1|CPIP	LOC117142119|XP_033161905.1|DMAU
OG0002694	LOC120426190|XP_039446833.1|CPIP	LOC117137787|XP_033155332.1|DMAU
OG0002695	LOC120422347|XP_039441678.1|CPIP	LOC117140929|XP_033160015.1|DMAU
OG0002696	LOC120430366|XP_039451404.1|CPIP	LOC117139791|XP_033158295.1|DMAU
OG0002697	LOC120429648|XP_039450608.1|CPIP, LOC120422430|XP_039441780.1|CPIP	LOC117140262|XP_033158974.1|DMAU
OG0002698	LOC120427232|XP_039448029.1|CPIP	LOC117139213|XP_033157281.1|DMAU
OG0002699	LOC120427234|XP_039448032.1|CPIP	LOC117141079|XP_033160268.1|DMAU
OG0002700	LOC120424884|XP_039445082.1|CPIP	LOC117141957|XP_033161607.1|DMAU
OG0002701	LOC120424878|XP_039445072.1|CPIP	LOC117138555|XP_033156605.1|DMAU
OG0002702	LOC120418858|XP_039437319.1|CPIP	LOC117136181|XP_033152816.1|DMAU
OG0002703	LOC120426789|XP_039447500.1|CPIP	LOC117138432|XP_033156431.1|DMAU
OG0002704	LOC120430332|XP_039451369.1|CPIP	LOC117138655|XP_033156776.1|DMAU
OG0002705	LOC120430033|XP_039451065.1|CPIP	LOC117141971|XP_033161661.1|DMAU
OG0002706	LOC120430090|XP_039451115.1|CPIP	LOC117138327|XP_033156255.1|DMAU
OG0002707	LOC120426683|XP_039447395.1|CPIP	LOC117141188|XP_033160417.1|DMAU
OG0002708	LOC120428338|XP_039449271.1|CPIP, LOC120418185|XP_039436420.1|CPIP	LOC117141427|XP_033160756.1|DMAU
OG0002709	LOC120429259|XP_039450408.1|CPIP	LOC117137829|XP_033155407.1|DMAU
OG0002710	LOC120429255|XP_039450405.1|CPIP	LOC117137233|XP_033154483.1|DMAU
OG0002711	LOC120429258|XP_039450407.1|CPIP	LOC117137729|XP_033155196.1|DMAU
OG0002712	LOC120417403|XP_039435376.1|CPIP	LOC117136508|XP_033153343.1|DMAU
OG0002713	LOC120423173|XP_039442790.1|CPIP	LOC117136529|XP_033153364.1|DMAU
OG0002714	LOC120421337|XP_039440444.1|CPIP	LOC117136045|XP_033152575.1|DMAU
OG0002715	LOC120420682|XP_039439712.1|CPIP	LOC117146751|XP_033169122.1|DMAU
OG0002716	LOC120412388|XP_039428760.1|CPIP	LOC117137677|XP_033155137.1|DMAU
OG0002717	LOC120426807|XP_039447525.1|CPIP	LOC117144356|XP_033165363.1|DMAU
OG0002719	LOC120413248|XP_039429911.1|CPIP	LOC117143156|XP_033163553.1|DMAU
OG0002720	LOC120413252|XP_039429914.1|CPIP	LOC117139244|XP_033157346.1|DMAU
OG0002721	LOC120413194|XP_039429843.1|CPIP	LOC117135196|XP_033151162.1|DMAU
OG0002722	LOC120413255|XP_039429918.1|CPIP	LOC117136734|XP_033153655.1|DMAU
OG0002723	LOC120413234|XP_039429897.1|CPIP	LOC117136315|XP_033153054.1|DMAU
OG0002724	LOC120413217|XP_039429872.1|CPIP	LOC117142280|XP_033162053.1|DMAU
OG0002725	LOC120413229|XP_039429889.1|CPIP	LOC117139399|XP_033157557.1|DMAU
OG0002726	LOC120413230|XP_039429891.1|CPIP	LOC117141763|XP_033161281.1|DMAU
OG0002727	LOC120413188|XP_039429836.1|CPIP	LOC117141406|XP_033160720.1|DMAU
OG0002728	LOC120418485|XP_039436857.1|CPIP	LOC117138306|XP_033156200.1|DMAU
OG0002729	LOC120418479|XP_039436851.1|CPIP	LOC117139966|XP_033158557.1|DMAU
OG0002730	LOC120424828|XP_039444983.1|CPIP	LOC117135624|XP_033151877.1|DMAU
OG0002731	LOC120424829|XP_039444990.1|CPIP, LOC120432514|XP_039453669.1|CPIP	LOC117139257|XP_033157364.1|DMAU
OG0002732	LOC120420120|XP_039439003.1|CPIP	LOC117137225|XP_033154473.1|DMAU
OG0002733	LOC120420098|XP_039438978.1|CPIP	LOC117137353|XP_033154642.1|DMAU
OG0002734	LOC120420064|XP_039438913.1|CPIP	LOC117135818|XP_033152216.1|DMAU
OG0002735	LOC120420072|XP_039438928.1|CPIP	LOC117138312|XP_033156211.1|DMAU
OG0002736	LOC120429148|XP_039450285.1|CPIP, LOC120432046|XP_039453112.1|CPIP	LOC117138314|XP_033156218.1|DMAU
OG0002737	LOC120429149|XP_039450288.1|CPIP	LOC117139559|XP_033157845.1|DMAU
OG0002738	LOC120416518|XP_039434168.1|CPIP	LOC117139908|XP_033158480.1|DMAU
OG0002739	LOC120418038|XP_039436217.1|CPIP	LOC117140583|XP_033159478.1|DMAU
OG0002740	LOC120418039|XP_039436219.1|CPIP	LOC117140581|XP_033159477.1|DMAU
OG0002743	LOC120420645|XP_039439659.1|CPIP, LOC120420668|XP_039439700.1|CPIP	LOC117139789|XP_033158294.1|DMAU
OG0002744	LOC120420664|XP_039439692.1|CPIP	LOC117140513|XP_033159381.1|DMAU
OG0002745	LOC120412399|XP_039428789.1|CPIP	LOC117141827|XP_033161371.1|DMAU
OG0002746	LOC120412396|XP_039428780.1|CPIP	LOC117137733|XP_033155202.1|DMAU
OG0002747	LOC120413449|XP_039430217.1|CPIP	LOC117145558|XP_033167152.1|DMAU
OG0002748	LOC120430122|XP_039451139.1|CPIP	LOC117137357|XP_033154648.1|DMAU
OG0002749	LOC120414614|XP_039431771.1|CPIP	LOC117135722|XP_033152051.1|DMAU
OG0002750	LOC120412588|XP_039429037.1|CPIP	LOC117138167|XP_033155939.1|DMAU
OG0002751	LOC120412603|XP_039429085.1|CPIP	LOC117137367|XP_033154660.1|DMAU
OG0002752	LOC120412893|XP_039429457.1|CPIP	LOC117138070|XP_033155785.1|DMAU
OG0002753	LOC120430653|XP_039451693.1|CPIP, LOC120412904|XP_039429470.1|CPIP	LOC117136817|XP_033153777.1|DMAU
OG0002754	LOC120420352|XP_039439282.1|CPIP	LOC117141778|XP_033161301.1|DMAU
OG0002755	LOC120416568|XP_039434235.1|CPIP	LOC117136803|XP_033153758.1|DMAU
OG0002756	LOC120416582|XP_039434251.1|CPIP	LOC117141754|XP_033161267.1|DMAU
OG0002757	LOC120419991|XP_039438807.1|CPIP	LOC117141019|XP_033160173.1|DMAU
OG0002758	LOC120414125|XP_039431088.1|CPIP	LOC117137192|XP_033154409.1|DMAU
OG0002759	LOC120414139|XP_039431107.1|CPIP	LOC117135771|XP_033152129.1|DMAU
OG0002760	LOC120414116|XP_039431077.1|CPIP	LOC117137811|XP_033155381.1|DMAU
OG0002761	LOC120414127|XP_039431090.1|CPIP	LOC117137493|XP_033154863.1|DMAU
OG0002762	LOC120414135|XP_039431099.1|CPIP	LOC117136956|XP_033153999.1|DMAU
OG0002763	LOC120418523|XP_039436893.1|CPIP	LOC117141139|XP_033160361.1|DMAU
OG0002764	LOC120418567|XP_039436944.1|CPIP	LOC117141564|XP_033160962.1|DMAU
OG0002765	LOC120432140|XP_039453206.1|CPIP, LOC120418524|XP_039436895.1|CPIP	LOC117135861|XP_033152278.1|DMAU
OG0002766	LOC120418535|XP_039436905.1|CPIP	LOC117137542|XP_033154930.1|DMAU
OG0002767	LOC120418550|XP_039436916.1|CPIP	LOC117135850|XP_033152258.1|DMAU
OG0002768	LOC120414500|XP_039431633.1|CPIP	LOC117137663|XP_033155113.1|DMAU
OG0002769	LOC120414445|XP_039431567.1|CPIP	LOC117136159|XP_033152773.1|DMAU
OG0002770	LOC120414444|XP_039431566.1|CPIP	LOC117150842|XP_033173805.1|DMAU
OG0002771	LOC120414454|XP_039431576.1|CPIP	LOC117140410|XP_033159175.1|DMAU
OG0002772	LOC120429025|XP_039450097.1|CPIP, LOC120426133|XP_039446770.1|CPIP	LOC117139594|XP_033157900.1|DMAU
OG0002773	LOC120417620|XP_039435668.1|CPIP	LOC117136318|XP_033153059.1|DMAU
OG0002774	LOC120416043|XP_039433633.1|CPIP	LOC117136542|XP_033153385.1|DMAU
