Orthogroup	CPIP.longest_only	DERE.longest_only
OG0000730	LOC120417800|XP_039435933.1|CPIP	LOC6550492|XP_001977937.1|DERE, LOC6543068|XP_001968337.3|DERE
OG0000731	LOC120419772|XP_039438536.1|CPIP	LOC6544184|XP_001971918.1|DERE, LOC6548984|XP_001975496.1|DERE
OG0000732	LOC120413384|XP_039430116.1|CPIP	LOC6544148|XP_001973003.1|DERE, LOC6544147|XP_001973002.1|DERE
OG0000733	LOC120412609|XP_039429091.1|CPIP	LOC6554954|XP_001981374.1|DERE, LOC6544332|XP_001971983.1|DERE
OG0000734	LOC120421378|XP_039440503.1|CPIP	LOC6551495|XP_001977190.2|DERE, LOC6543576|XP_001971836.1|DERE
OG0000735	LOC120428673|XP_039449660.1|CPIP	LOC6551081|XP_001976949.1|DERE, LOC6543069|XP_001969325.1|DERE
OG0000736	LOC120416311|XP_039433966.1|CPIP	LOC6542433|XP_001968520.1|DERE, LOC6541559|XP_026834380.1|DERE
OG0000738	LOC120415559|XP_039433066.1|CPIP	LOC6542161|XP_001970222.1|DERE, LOC6540617|XP_001968889.2|DERE
OG0000739	LOC120418418|XP_039436733.1|CPIP, LOC120412505|XP_039428939.1|CPIP	LOC6552883|XP_001979983.1|DERE, LOC6552885|XP_001979985.1|DERE
OG0000740	LOC120420376|XP_039439313.1|CPIP	LOC6552427|XP_026832108.1|DERE
OG0000741	LOC120413897|XP_039430812.1|CPIP, LOC120414929|XP_039432198.1|CPIP	LOC6550485|XP_015010723.1|DERE, LOC6552492|XP_001979841.1|DERE
OG0000742	LOC120423374|XP_039443091.1|CPIP	LOC6549752|XP_026838237.1|DERE, LOC6549754|XP_001978616.2|DERE
OG0000743	LOC120413024|XP_039429630.1|CPIP	LOC6545583|XP_001971117.1|DERE, LOC6547934|XP_001976359.3|DERE
OG0000744	LOC120414224|XP_039431268.1|CPIP, LOC120414230|XP_039431274.1|CPIP	LOC113563682|XP_026836528.1|DERE
OG0000746	LOC120415831|XP_039433401.1|CPIP	LOC6541337|XP_001970531.1|DERE, LOC6542049|XP_001970532.1|DERE
OG0000753	LOC120432583|XP_039453755.1|CPIP	LOC6553672|XP_001980414.2|DERE, LOC6544982|XP_001971550.1|DERE
OG0000754	LOC120425633|XP_039446149.1|CPIP	LOC6550036|XP_015011100.1|DERE, LOC6551302|XP_001978401.1|DERE
OG0000755	LOC120424343|XP_039444367.1|CPIP	LOC6552751|XP_001980289.2|DERE, LOC6552750|XP_001980288.1|DERE
OG0000756	LOC120416674|XP_039434427.1|CPIP	LOC6555491|XP_001981874.1|DERE
OG0000756	LOC120417084|XP_039434998.1|CPIP	LOC6555490|XP_001981873.2|DERE
OG0000757	LOC120413458|XP_039430229.1|CPIP	LOC6546034|XP_026833678.1|DERE
OG0000758	LOC120426139|XP_039446787.1|CPIP	LOC6545395|XP_026832956.1|DERE, LOC6545396|XP_026832954.1|DERE
OG0000761	LOC120426315|XP_039447008.1|CPIP	LOC6542097|XP_026835005.1|DERE, LOC6541537|XP_026835012.1|DERE
OG0000762	LOC120431691|XP_039452740.1|CPIP, LOC120413861|XP_039430758.1|CPIP	LOC6540909|XP_001970290.1|DERE, LOC6542932|XP_001968426.1|DERE
OG0000764	LOC120416982|XP_039434838.1|CPIP	LOC6555295|XP_001982316.1|DERE, LOC6551355|XP_001977058.1|DERE
OG0000765	LOC120417525|XP_039435542.1|CPIP	LOC6545914|XP_001971138.1|DERE, LOC6555574|XP_015008786.1|DERE
OG0000766	LOC120414850|XP_039432108.1|CPIP	LOC6541722|XP_001969271.1|DERE, LOC6555721|XP_001982424.1|DERE
OG0000767	LOC120423444|XP_039443195.1|CPIP	LOC6552810|XP_001978941.3|DERE, LOC6545342|XP_015014082.1|DERE
OG0000768	LOC120421500|XP_039440653.1|CPIP	LOC6545229|XP_001973463.1|DERE
OG0000769	LOC120412516|XP_039428946.1|CPIP	LOC6554704|XP_001981782.1|DERE, LOC6549912|XP_001978664.2|DERE
OG0000770	LOC120432659|XP_039453839.1|CPIP, LOC120413150|XP_039429790.1|CPIP, LOC120432661|XP_039453841.1|CPIP	LOC6543393|XP_026834453.1|DERE
OG0000771	LOC120422224|XP_039441543.1|CPIP, LOC120431658|XP_039452697.1|CPIP	LOC6546382|XP_026833278.1|DERE, LOC6546381|XP_001971784.3|DERE
OG0000779	LOC120429662|XP_039450626.1|CPIP, LOC120416907|XP_039434740.1|CPIP, LOC120421811|XP_039441023.1|CPIP, LOC120430888|XP_039451974.1|CPIP, LOC120424409|XP_039444448.1|CPIP	LOC6551020|XP_001978271.1|DERE
OG0000780	LOC120418409|XP_039436760.1|CPIP, LOC120418035|XP_039436253.1|CPIP, LOC120418333|XP_039436646.1|CPIP	LOC6542335|XP_001969145.1|DERE
OG0000781	LOC120414167|XP_039431153.1|CPIP	LOC6550244|XP_015011169.1|DERE, LOC6544200|XP_001973742.1|DERE
OG0000782	LOC120425469|XP_039445938.1|CPIP	LOC6544702|XP_001972456.1|DERE, LOC6550832|XP_026838127.1|DERE
OG0000783	LOC120425480|XP_039445951.1|CPIP	LOC6544374|XP_001972464.1|DERE, LOC6551288|XP_001978432.1|DERE
OG0000784	LOC120428957|XP_039450028.1|CPIP	LOC6543663|XP_001972962.1|DERE, LOC6550191|XP_001977580.1|DERE
OG0000785	LOC120425382|XP_039445831.1|CPIP, LOC120425381|XP_039445830.1|CPIP	LOC6555037|XP_001981408.1|DERE, LOC6554602|XP_001981554.1|DERE
OG0000786	LOC120429815|XP_039450805.1|CPIP	LOC6555881|XP_001982758.2|DERE, LOC6553483|XP_001979360.1|DERE
OG0000787	LOC120430342|XP_039451379.1|CPIP	LOC6545766|XP_001972178.1|DERE, LOC6551219|XP_001978392.1|DERE
OG0000788	LOC120416496|XP_039434146.1|CPIP	LOC26526642|XP_015012828.1|DERE, LOC6544579|XP_026833689.1|DERE
OG0000789	LOC120414727|XP_039431965.1|CPIP	LOC6540749|XP_001968836.3|DERE, LOC6540791|XP_026835000.1|DERE
OG0000790	LOC120412832|XP_039429373.1|CPIP	LOC6542593|XP_001968124.2|DERE, LOC6542772|XP_001968125.1|DERE, LOC6542555|XP_001968126.1|DERE
OG0000791	LOC120421987|XP_039441235.1|CPIP, LOC120415555|XP_039433063.1|CPIP	LOC6554132|XP_001981684.1|DERE, LOC6554661|XP_015009069.1|DERE
OG0000792	LOC120415597|XP_039433125.1|CPIP	LOC6543313|XP_001968286.3|DERE
OG0000793	LOC120423637|XP_039443443.1|CPIP	LOC6553829|XP_001979494.1|DERE, LOC26526698|XP_015011473.2|DERE
OG0000794	LOC120430634|XP_039451663.1|CPIP, LOC120430632|XP_039451661.1|CPIP, LOC120431042|XP_039452127.1|CPIP, LOC120430630|XP_039451659.1|CPIP, LOC120431043|XP_039452128.1|CPIP	LOC6541865|XP_001968264.1|DERE, LOC6551537|XP_026837397.1|DERE
OG0000796	LOC120432573|XP_039453733.1|CPIP	LOC6552280|XP_001980760.2|DERE, LOC6551525|XP_026838763.1|DERE
OG0000797	LOC120414099|XP_039431056.1|CPIP, LOC120419430|XP_039438042.1|CPIP	LOC6551991|XP_026832087.1|DERE, LOC6551992|XP_001980800.1|DERE
OG0000798	LOC120415294|XP_039432697.1|CPIP	LOC6549184|XP_001975744.2|DERE, LOC6549186|XP_001975746.1|DERE
OG0000799	LOC120424434|XP_039444488.1|CPIP, LOC120428134|XP_039449050.1|CPIP	LOC6553869|XP_001980468.1|DERE, LOC6551377|XP_001978445.1|DERE
OG0000801	LOC120431544|XP_039452587.1|CPIP	LOC6547688|XP_001976368.1|DERE, LOC6548201|XP_001975084.1|DERE
OG0000802	LOC120419165|XP_039437749.1|CPIP, LOC120419161|XP_039437744.1|CPIP, LOC120419173|XP_039437760.1|CPIP	LOC6551340|XP_001978416.1|DERE, LOC6551339|XP_026837777.1|DERE
OG0000803	LOC120412688|XP_039429199.1|CPIP	LOC6542449|XP_001969928.1|DERE, LOC6543567|XP_001971827.1|DERE
OG0000810	LOC120430093|XP_039451114.1|CPIP, LOC120424339|XP_039444365.1|CPIP	LOC6542337|XP_001970667.1|DERE, LOC6542348|XP_001970666.3|DERE
OG0000811	LOC120430979|XP_039452051.1|CPIP	LOC6548681|XP_026836623.1|DERE
OG0000812	LOC120427000|XP_039447755.1|CPIP	LOC6550672|XP_026838169.1|DERE, LOC26525962|XP_015014202.1|DERE
OG0000813	LOC120416571|XP_039434239.1|CPIP	LOC6542917|XP_015015210.1|DERE
OG0000814	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP	LOC6547578|XP_026836171.1|DERE
OG0000815	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP	LOC6540651|XP_001968796.1|DERE, LOC113564074|XP_026834520.1|DERE
OG0000816	LOC120415564|XP_039433070.1|CPIP	LOC6551670|XP_001977173.1|DERE, LOC6553330|XP_001979192.1|DERE
OG0000817	LOC120432393|XP_039453522.1|CPIP	LOC6554259|XP_001981680.2|DERE, LOC26526671|XP_015009399.1|DERE
OG0000818	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP	LOC6555676|XP_001982409.1|DERE, LOC26526429|XP_015015505.1|DERE
OG0000820	LOC120418431|XP_039436744.1|CPIP	LOC6550352|XP_001977781.1|DERE, LOC6547167|XP_026835915.1|DERE
OG0000821	LOC120414923|XP_039432191.1|CPIP	LOC6553664|XP_001980344.1|DERE, LOC6547316|XP_026836831.1|DERE
OG0000822	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP	LOC6543657|XP_001972957.1|DERE, LOC6540768|XP_001970303.2|DERE
OG0000831	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP	LOC6544787|XP_001972494.2|DERE
OG0000832	LOC120421010|XP_039440062.1|CPIP	LOC6548777|XP_001975432.1|DERE
OG0000833	LOC120422698|XP_039442145.1|CPIP	LOC6544991|XP_001973283.3|DERE
OG0000834	LOC120418860|XP_039437327.1|CPIP	LOC6554475|XP_001981288.1|DERE
OG0000836	LOC120415979|XP_039433566.1|CPIP	LOC113563704|XP_026839459.1|DERE, LOC6541759|XP_001969480.1|DERE
OG0000837	LOC120417498|XP_039435509.1|CPIP	LOC26526883|XP_015012872.1|DERE
OG0000839	LOC120413954|XP_039430891.1|CPIP	LOC6552548|XP_001978958.1|DERE, LOC26526152|XP_015010450.1|DERE
OG0000840	LOC120423439|XP_039443189.1|CPIP	LOC6542185|XP_001970769.1|DERE, LOC6551649|XP_026838263.1|DERE
OG0000843	LOC120431268|XP_039452336.1|CPIP	LOC6548128|XP_001976505.1|DERE
OG0000844	LOC120414979|XP_039432248.1|CPIP	LOC6548117|XP_026836225.1|DERE, LOC6553058|XP_015009431.2|DERE
OG0000845	LOC120417392|XP_039435347.1|CPIP, LOC120417419|XP_039435396.1|CPIP	LOC6551089|XP_001977103.1|DERE, LOC6551091|XP_001977105.1|DERE
OG0000854	LOC120432213|XP_039453307.1|CPIP	LOC6550844|XP_001977009.1|DERE, LOC6551205|XP_026838590.1|DERE
OG0000855	LOC120419350|XP_039437982.1|CPIP	LOC6555774|XP_001982532.1|DERE, LOC6552920|XP_026831695.1|DERE
OG0000856	LOC120421057|XP_039440135.1|CPIP	LOC6550623|XP_026837735.1|DERE, LOC6543882|XP_001973641.1|DERE
OG0000857	LOC120424313|XP_039444331.1|CPIP, LOC120418642|XP_039437022.1|CPIP	LOC6549874|XP_026837709.1|DERE
OG0000858	LOC120426684|XP_039447392.1|CPIP	LOC6553564|XP_001980334.1|DERE, LOC6552582|XP_001980333.1|DERE
OG0000860	LOC120428391|XP_039449328.1|CPIP	LOC6546053|XP_001973506.3|DERE, LOC6543646|XP_026832763.1|DERE
OG0000861	LOC120428748|XP_039449764.1|CPIP	LOC6547865|XP_026836611.1|DERE
OG0000862	LOC120418915|XP_039437380.1|CPIP	LOC6547740|XP_001974994.1|DERE, LOC6540806|XP_001968845.1|DERE
OG0000863	LOC120412605|XP_039429087.1|CPIP	LOC6555197|XP_001982293.1|DERE
OG0000865	LOC120423669|XP_039443489.1|CPIP	LOC6549970|XP_015011424.1|DERE, LOC6551796|XP_001980809.1|DERE
OG0000866	LOC120422619|XP_039442049.1|CPIP	LOC6542113|XP_001968262.1|DERE, LOC6543145|XP_001968263.2|DERE
OG0000867	LOC120413111|XP_039429751.1|CPIP	LOC6543164|XP_001968910.1|DERE, LOC6541270|XP_001969441.1|DERE
OG0000868	LOC120419336|XP_039437941.1|CPIP, LOC120414763|XP_039432009.1|CPIP	LOC6551669|XP_026838814.1|DERE
OG0000869	LOC120431030|XP_039452116.1|CPIP	LOC6553199|XP_001979160.1|DERE
OG0000871	LOC120416744|XP_039434513.1|CPIP	LOC6546906|XP_001975985.1|DERE
OG0000872	LOC120418438|XP_039436780.1|CPIP	LOC6550121|XP_001977702.1|DERE, LOC6548121|XP_001976535.1|DERE
OG0000873	LOC120414951|XP_039432215.1|CPIP, LOC120423917|XP_039443832.1|CPIP, LOC120414941|XP_039432205.1|CPIP	LOC6543980|XP_001973721.1|DERE
OG0000874	LOC120423682|XP_039443508.1|CPIP	LOC6551060|XP_001976920.3|DERE, LOC6548312|XP_015012293.1|DERE
OG0000875	LOC120429100|XP_039450197.1|CPIP	LOC6545785|XP_001973421.1|DERE
OG0000882	LOC120415611|XP_039433139.1|CPIP	LOC6550017|XP_001977483.2|DERE
OG0000883	LOC120419054|XP_039437562.1|CPIP, LOC120420051|XP_039438897.1|CPIP, LOC120425029|XP_039445334.1|CPIP, LOC120421899|XP_039441131.1|CPIP, LOC120420379|XP_039439326.1|CPIP	LOC6550577|XP_001978178.1|DERE
OG0000884	LOC120427201|XP_039447995.1|CPIP	LOC6543436|XP_001968700.2|DERE, LOC6549675|XP_015011093.1|DERE
OG0000885	LOC120424055|XP_039444010.1|CPIP, LOC120424044|XP_039444000.1|CPIP, LOC120424045|XP_039444001.1|CPIP	LOC6554074|XP_015009693.1|DERE
OG0000887	LOC120420686|XP_039439715.1|CPIP, LOC120420673|XP_039439704.1|CPIP, LOC120425775|XP_039446321.1|CPIP	LOC6551668|XP_026838738.1|DERE
OG0000888	LOC120412402|XP_039428795.1|CPIP	LOC6545469|XP_026832562.1|DERE
OG0000889	LOC120418561|XP_039436926.1|CPIP	LOC6544238|XP_026832670.1|DERE
OG0000890	LOC120422694|XP_039442137.1|CPIP	LOC6547341|XP_001976294.1|DERE
OG0000891	LOC120413113|XP_039429753.1|CPIP	LOC6540808|XP_001969598.1|DERE, LOC6541140|XP_026834823.1|DERE
OG0000892	LOC120428476|XP_039449427.1|CPIP	LOC6544176|XP_001972373.1|DERE, LOC6545987|XP_001973501.2|DERE
OG0000893	LOC120414042|XP_039431000.1|CPIP, LOC120415367|XP_039432803.1|CPIP, LOC120413619|XP_039430463.1|CPIP, LOC120414024|XP_039430983.1|CPIP, LOC120414031|XP_039430990.1|CPIP, LOC120413628|XP_039430476.1|CPIP	LOC6553292|XP_026836139.1|DERE
OG0000894	LOC120412970|XP_039429552.1|CPIP	LOC6553053|XP_001979140.1|DERE
OG0000895	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP	LOC6548656|XP_001975378.1|DERE
OG0000896	LOC120422176|XP_039441485.1|CPIP	LOC6548678|XP_001975361.1|DERE, LOC6551254|XP_001978442.1|DERE
OG0000907	LOC120422532|XP_039441927.1|CPIP	LOC6548129|XP_001976506.1|DERE
OG0000909	LOC120424456|XP_039444523.1|CPIP	LOC6555786|XP_001982456.1|DERE, LOC6555312|XP_001982085.1|DERE
OG0000910	LOC120432597|XP_039453770.1|CPIP	LOC6551774|XP_001980643.1|DERE, LOC6550835|XP_015011340.1|DERE
OG0000911	LOC120417462|XP_039435459.1|CPIP	LOC6546555|XP_001974569.1|DERE
OG0000912	LOC120418557|XP_039436921.1|CPIP	LOC6543791|XP_001973139.1|DERE, LOC6543792|XP_001973140.1|DERE
OG0000913	LOC120426921|XP_039447661.1|CPIP	LOC26526400|XP_015014270.1|DERE
OG0000913	LOC120418826|XP_039437276.1|CPIP	LOC6545172|XP_015013163.2|DERE
OG0000914	LOC120418298|XP_039436562.1|CPIP, LOC120418292|XP_039436556.1|CPIP, LOC120418291|XP_039436554.1|CPIP, LOC120418294|XP_039436558.1|CPIP, LOC120418293|XP_039436557.1|CPIP, LOC120419858|XP_039438629.1|CPIP	LOC6546811|XP_001975921.1|DERE
OG0000915	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP	LOC6548651|XP_001975391.1|DERE, LOC6551273|XP_001976892.1|DERE
OG0000916	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP	LOC6543482|XP_026834387.1|DERE
OG0000917	LOC120414568|XP_039431721.1|CPIP	LOC26526594|XP_026832219.1|DERE, LOC6541723|XP_026835118.1|DERE
OG0000918	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP	LOC6542553|XP_026834867.1|DERE, LOC6541709|XP_001968525.2|DERE
OG0000920	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP	LOC6549701|XP_001977443.1|DERE
OG0000921	LOC120413978|XP_039430918.1|CPIP	LOC6555623|XP_026837454.1|DERE, LOC26526087|XP_026837602.1|DERE
OG0000922	LOC120422036|XP_039441299.1|CPIP	LOC6543678|XP_001971846.1|DERE
OG0000923	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP	LOC6546307|XP_001972848.1|DERE, LOC6552447|XP_001980936.1|DERE
OG0000924	LOC120418575|XP_039436954.1|CPIP	LOC6551122|XP_001978349.1|DERE
OG0000925	LOC120423899|XP_039443814.1|CPIP, LOC120423887|XP_039443795.1|CPIP	LOC6555144|XP_001981155.2|DERE, LOC6555145|XP_001981156.1|DERE
OG0000935	LOC120413347|XP_039430059.1|CPIP	LOC6555161|XP_001981417.2|DERE
OG0000936	LOC120424541|XP_039444639.1|CPIP	LOC26527068|XP_015014390.1|DERE, LOC6550787|XP_026838013.1|DERE
OG0000937	LOC120421436|XP_039440578.1|CPIP, LOC120423044|XP_039442646.1|CPIP	LOC6555084|XP_026839652.1|DERE
OG0000938	LOC120418068|XP_039436262.1|CPIP	LOC6547874|XP_001976350.1|DERE, LOC6550704|XP_001978118.1|DERE
OG0000939	LOC120429750|XP_039451052.1|CPIP	LOC6542797|XP_001970198.1|DERE, LOC6542655|XP_001970204.1|DERE
OG0000941	LOC120416887|XP_039434719.1|CPIP	LOC6554370|XP_001981260.1|DERE, LOC6549794|XP_001977317.1|DERE
OG0000942	LOC120420666|XP_039439697.1|CPIP	LOC6546490|XP_001973586.2|DERE
OG0000943	LOC120419988|XP_039438800.1|CPIP	LOC6546604|XP_026835714.1|DERE
OG0000944	LOC120414476|XP_039431604.1|CPIP	LOC6550813|XP_026837934.1|DERE, LOC6540593|XP_001968893.1|DERE
OG0000945	LOC120422285|XP_039441609.1|CPIP	LOC6556145|XP_026833568.1|DERE
OG0000946	LOC120428439|XP_039449389.1|CPIP, LOC120427626|XP_039448449.1|CPIP	LOC6541552|XP_001970224.1|DERE
OG0000947	LOC120427061|XP_039447834.1|CPIP, LOC120421155|XP_039440279.1|CPIP, LOC120421145|XP_039440268.1|CPIP, LOC120421144|XP_039440267.1|CPIP	LOC6548395|XP_001976527.1|DERE
OG0000948	LOC120413180|XP_039429827.1|CPIP	LOC6546266|XP_015013804.1|DERE
OG0000949	LOC120419243|XP_039437835.1|CPIP, LOC120419259|XP_039437851.1|CPIP	LOC6551139|XP_026837851.1|DERE
OG0000950	LOC120423626|XP_039443431.1|CPIP	LOC6550432|XP_015011150.1|DERE, LOC6553312|XP_001979209.1|DERE
OG0000951	LOC120424899|XP_039445123.1|CPIP, LOC120432196|XP_039453284.1|CPIP	LOC6553699|XP_001980405.1|DERE
OG0000952	LOC120417629|XP_039435675.1|CPIP	LOC6541496|XP_026835573.1|DERE
OG0000963	LOC120432205|XP_039453301.1|CPIP, LOC120432197|XP_039453288.1|CPIP, LOC120432186|XP_039453264.1|CPIP	LOC6550162|XP_001977672.1|DERE
OG0000964	LOC120432247|XP_039453355.1|CPIP, LOC120425740|XP_039446280.1|CPIP	LOC6548652|XP_026836016.1|DERE
OG0000965	LOC120412464|XP_039428876.1|CPIP	LOC6549746|XP_001977349.1|DERE
OG0000966	LOC120418083|XP_039436275.1|CPIP, LOC120419866|XP_039438651.1|CPIP	LOC6549427|XP_001975707.1|DERE, LOC6555140|XP_001981151.2|DERE
OG0000968	LOC120413224|XP_039429884.1|CPIP, LOC120413265|XP_039429927.1|CPIP	LOC6544522|XP_026833147.1|DERE
OG0000969	LOC120422701|XP_039442146.1|CPIP	LOC6547650|XP_001974984.1|DERE, LOC6554937|XP_001981118.1|DERE
OG0000970	LOC120412746|XP_039429272.1|CPIP, LOC120414836|XP_039432096.1|CPIP, LOC120416782|XP_039434584.1|CPIP	LOC6554124|XP_001981496.1|DERE
OG0000971	LOC120412655|XP_039429144.1|CPIP, LOC120420893|XP_039439948.1|CPIP	LOC6549315|XP_001974486.1|DERE
OG0000972	LOC120415719|XP_039433248.1|CPIP	LOC6545277|XP_001972066.1|DERE, LOC6555535|XP_026838360.1|DERE
OG0000973	LOC120415145|XP_039432513.1|CPIP, LOC120415146|XP_039432515.1|CPIP, LOC120429862|XP_039450871.1|CPIP	LOC6550683|XP_001976761.3|DERE
OG0000974	LOC120415931|XP_039433510.1|CPIP, LOC120415915|XP_039433495.1|CPIP, LOC120415929|XP_039433509.1|CPIP, LOC120415934|XP_039433514.1|CPIP, LOC120415935|XP_039433515.1|CPIP	LOC6546450|XP_001971819.1|DERE
OG0000975	LOC120424400|XP_039444433.1|CPIP	LOC6554062|XP_026832984.1|DERE
OG0000978	LOC120414919|XP_039432185.1|CPIP	LOC6551809|XP_001980578.1|DERE
OG0000981	LOC120431171|XP_039452240.1|CPIP, LOC120421034|XP_039440105.1|CPIP, LOC120420321|XP_039439247.1|CPIP	LOC26526879|XP_026837747.1|DERE
OG0000988	LOC120421063|XP_039440142.1|CPIP	LOC6542904|XP_001969791.1|DERE
OG0000990	LOC120420232|XP_039439155.1|CPIP	LOC6554508|XP_001981522.1|DERE, LOC6550461|XP_001977788.1|DERE
OG0000991	LOC120422538|XP_039441935.1|CPIP, LOC120417786|XP_039435882.1|CPIP	LOC6549673|XP_001977432.1|DERE
OG0000992	LOC120423852|XP_039443737.1|CPIP	LOC6542511|XP_001969054.1|DERE, LOC6554524|XP_026831588.1|DERE
OG0000993	LOC120430226|XP_039451240.1|CPIP	LOC26526889|XP_026832065.1|DERE, LOC6554227|XP_001981244.1|DERE
OG0000994	LOC120424683|XP_039444794.1|CPIP, LOC120424625|XP_039444724.1|CPIP	LOC6551315|XP_026838084.1|DERE
OG0000995	LOC120427566|XP_039448374.1|CPIP	LOC6554857|XP_001981101.1|DERE, LOC6550776|XP_001978073.1|DERE
OG0000996	LOC120427074|XP_039447850.1|CPIP	LOC6547032|XP_026836092.1|DERE
OG0000997	LOC120420924|XP_039439987.1|CPIP	LOC6549588|XP_001975822.1|DERE
OG0000998	LOC120424650|XP_039444755.1|CPIP, LOC120424647|XP_039444749.1|CPIP	LOC6545427|XP_026832933.1|DERE
OG0000999	LOC120423615|XP_039443416.1|CPIP	LOC6547686|XP_026836310.1|DERE, LOC6555627|XP_001982426.1|DERE
OG0001000	LOC120424549|XP_039444648.1|CPIP	LOC6548611|XP_026838644.1|DERE
OG0001001	LOC120419379|XP_039437985.1|CPIP, LOC120419368|XP_039437971.1|CPIP, LOC120428792|XP_039449824.1|CPIP	LOC6548347|XP_001975518.1|DERE
OG0001002	LOC120420795|XP_039439844.1|CPIP, LOC120420762|XP_039439801.1|CPIP, LOC120419729|XP_039438460.1|CPIP	LOC6549292|XP_026836860.1|DERE
OG0001003	LOC120417872|XP_039436027.1|CPIP	LOC6552961|XP_001978764.1|DERE, LOC26526185|XP_026834017.1|DERE
OG0001004	LOC120427940|XP_039448820.1|CPIP	LOC6553539|XP_001979322.3|DERE, LOC6552422|XP_001980777.1|DERE
OG0001006	LOC120412343|XP_039428677.1|CPIP	LOC6552888|XP_001979988.1|DERE, LOC6544610|XP_001972445.1|DERE
OG0001007	LOC120412364|XP_039428722.1|CPIP	LOC6548126|XP_001976540.1|DERE
OG0001008	LOC120425096|XP_039445425.1|CPIP	LOC26526702|XP_015009402.1|DERE, LOC6550505|XP_001977970.1|DERE
OG0001009	LOC120422414|XP_039441762.1|CPIP	LOC6552540|XP_001980836.1|DERE, LOC6554403|XP_001981699.1|DERE
OG0001019	LOC120431968|XP_039453040.1|CPIP, LOC120426070|XP_039446688.1|CPIP, LOC120420148|XP_039439078.1|CPIP	LOC6555063|XP_001981605.2|DERE, LOC6555086|XP_026831966.1|DERE
OG0001020	LOC120432292|XP_039453413.1|CPIP, LOC120432291|XP_039453412.1|CPIP, LOC120432246|XP_039453354.1|CPIP, LOC120432290|XP_039453411.1|CPIP	LOC6549755|XP_001978617.1|DERE
OG0001021	LOC120414374|XP_039431472.1|CPIP, LOC120415238|XP_039432635.1|CPIP, LOC120422475|XP_039441864.1|CPIP, LOC120422464|XP_039441851.1|CPIP	LOC6543052|XP_026834612.1|DERE
OG0001022	LOC120418094|XP_039436296.1|CPIP, LOC120419901|XP_039438703.1|CPIP	LOC6551950|XP_026839636.1|DERE, LOC6550696|XP_001978021.1|DERE
OG0001023	LOC120413509|XP_039430302.1|CPIP, LOC120417953|XP_039436119.1|CPIP, LOC120418061|XP_039436251.1|CPIP, LOC120431103|XP_039452191.1|CPIP	LOC113564620|XP_026838703.1|DERE
OG0001024	LOC120427860|XP_039448711.1|CPIP, LOC120418640|XP_039437020.1|CPIP	LOC6555046|XP_001981616.1|DERE
OG0001025	LOC120425358|XP_039445799.1|CPIP, LOC120429619|XP_039450584.1|CPIP	LOC6544474|XP_001972508.1|DERE
OG0001026	LOC120422301|XP_039441626.1|CPIP, LOC120422302|XP_039441627.1|CPIP	LOC6543131|XP_001970540.1|DERE
OG0001027	LOC120416048|XP_039433643.1|CPIP, LOC120423608|XP_039443408.1|CPIP, LOC120423611|XP_039443410.1|CPIP, LOC120416052|XP_039433646.1|CPIP	LOC6546064|XP_001972805.1|DERE
OG0001028	LOC120427120|XP_039447907.1|CPIP, LOC120425132|XP_039445491.1|CPIP	LOC6543274|XP_001968955.1|DERE
OG0001029	LOC120428402|XP_039449350.1|CPIP, LOC120423780|XP_039443632.1|CPIP, LOC120419109|XP_039437637.1|CPIP, LOC120417576|XP_039435621.1|CPIP	LOC6547284|XP_001976151.2|DERE
OG0001031	LOC120422610|XP_039442034.1|CPIP	LOC6548598|XP_001973943.2|DERE
OG0001032	LOC120420748|XP_039439778.1|CPIP	LOC6549206|XP_026839383.1|DERE
OG0001033	LOC120412515|XP_039428945.1|CPIP	LOC6544647|XP_001973782.1|DERE
OG0001042	LOC120415636|XP_039433169.1|CPIP, LOC120415634|XP_039433167.1|CPIP	LOC6554967|XP_001981139.1|DERE
OG0001043	LOC120428461|XP_039449409.1|CPIP, LOC120428460|XP_039449408.1|CPIP	LOC6550779|XP_026838079.1|DERE
