Orthogroup	CPIP.longest_only	DALB.longest_only
OG0000679	LOC120422653|XP_039442092.1|CPIP, LOC120422642|XP_039442078.1|CPIP, LOC120422622|XP_039442048.1|CPIP, LOC120429663|XP_039450627.1|CPIP, LOC120413474|XP_039430247.1|CPIP, LOC120413498|XP_039430289.1|CPIP	LOC117577714|XP_034118508.1|DALB
OG0000680	LOC120425607|XP_039446150.1|CPIP	LOC117577640|XP_034118400.1|DALB, LOC117568471|XP_034105051.1|DALB
OG0000681	LOC120418081|XP_039436271.1|CPIP, LOC120419864|XP_039438646.1|CPIP	LOC117573364|XP_034112384.1|DALB, LOC117566126|XP_034101500.1|DALB
OG0000683	LOC120421815|XP_039441026.1|CPIP, LOC120427907|XP_039448781.1|CPIP, LOC120420753|XP_039439789.1|CPIP	LOC117574071|XP_034113592.1|DALB
OG0000684	LOC120430224|XP_039451238.1|CPIP	LOC117575991|XP_034116379.1|DALB, LOC117576609|XP_034117401.1|DALB
OG0000685	LOC120414285|XP_039431349.1|CPIP	LOC117574214|XP_034113812.1|DALB
OG0000686	LOC120423501|XP_039443275.1|CPIP	LOC117570004|XP_034107290.1|DALB, LOC117578192|XP_034119401.1|DALB
OG0000687	LOC120413459|XP_039430230.1|CPIP	LOC117568559|XP_034105178.1|DALB, LOC117572061|XP_034110530.1|DALB
OG0000688	LOC120431079|XP_039452165.1|CPIP, LOC120417409|XP_039435385.1|CPIP	LOC117566937|XP_034102459.1|DALB
OG0000689	LOC120431213|XP_039452290.1|CPIP	LOC117570131|XP_034107487.1|DALB, LOC117570130|XP_034107486.1|DALB
OG0000690	LOC120417154|XP_039435072.1|CPIP, LOC120414453|XP_039431575.1|CPIP, LOC120415957|XP_039433533.1|CPIP, LOC120421238|XP_039440371.1|CPIP, LOC120417133|XP_039435047.1|CPIP	LOC117577602|XP_034118339.1|DALB
OG0000691	LOC120426138|XP_039446786.1|CPIP	LOC117563341|XP_034097509.1|DALB, LOC117572769|XP_034111749.1|DALB
OG0000692	LOC120412572|XP_039429020.1|CPIP, LOC120412641|XP_039429129.1|CPIP	LOC117572055|XP_034110522.1|DALB
OG0000694	LOC120415917|XP_039433497.1|CPIP	LOC117573076|XP_034111850.1|DALB, LOC117572591|XP_034111369.1|DALB
OG0000695	LOC120421982|XP_039441225.1|CPIP	LOC117563999|XP_034098480.1|DALB, LOC117564236|XP_034098818.1|DALB
OG0000696	LOC120430944|XP_039452001.1|CPIP	LOC117563384|XP_034097588.1|DALB
OG0000697	LOC120428099|XP_039449017.1|CPIP	LOC117577858|XP_034118698.1|DALB, LOC117564401|XP_034099016.1|DALB
OG0000698	LOC120412844|XP_039429401.1|CPIP	LOC117564328|XP_034098925.1|DALB, LOC117565639|XP_034100740.1|DALB
OG0000699	LOC120427812|XP_039448668.1|CPIP	LOC117564258|XP_034098852.1|DALB, LOC117576161|XP_034116627.1|DALB
OG0000700	LOC120422038|XP_039441297.1|CPIP	LOC117565951|XP_034101231.1|DALB, LOC117564896|XP_034099736.1|DALB
OG0000701	LOC120432450|XP_039453600.1|CPIP	LOC117568902|XP_034105696.1|DALB, LOC117577732|XP_034118526.1|DALB
OG0000702	LOC120429861|XP_039450866.1|CPIP	LOC117574244|XP_034113862.1|DALB, LOC117574242|XP_034113854.1|DALB
OG0000703	LOC120415396|XP_039432859.1|CPIP	LOC117571007|XP_034108853.1|DALB
OG0000704	LOC120415202|XP_039432596.1|CPIP	LOC117577622|XP_034118367.1|DALB, LOC117574946|XP_034114891.1|DALB
OG0000705	LOC120415894|XP_039433467.1|CPIP	LOC117568186|XP_034104530.1|DALB
OG0000706	LOC120431510|XP_039452545.1|CPIP, LOC120417499|XP_039435510.1|CPIP	LOC117565201|XP_034100096.1|DALB, LOC117578084|XP_034119137.1|DALB
OG0000707	LOC120420877|XP_039439931.1|CPIP, LOC120417438|XP_039435414.1|CPIP	LOC117571527|XP_034109597.1|DALB, LOC117577825|XP_034118653.1|DALB
OG0000708	LOC120414023|XP_039430974.1|CPIP	LOC117566954|XP_034102489.1|DALB, LOC117568465|XP_034105038.1|DALB
OG0000709	LOC120425929|XP_039446484.1|CPIP	LOC117576075|XP_034116503.1|DALB, LOC117567689|XP_034103708.1|DALB
OG0000710	LOC120419565|XP_039438228.1|CPIP	LOC117576461|XP_034117123.1|DALB, LOC117566942|XP_034102465.1|DALB
OG0000711	LOC120414993|XP_039432285.1|CPIP	LOC117571032|XP_034108886.1|DALB, LOC117575987|XP_034116783.1|DALB
OG0000712	LOC120415327|XP_039432747.1|CPIP	LOC117575191|XP_034115194.1|DALB, LOC117575190|XP_034115193.1|DALB
OG0000713	LOC120426914|XP_039447655.1|CPIP	LOC117575947|XP_034116299.1|DALB, LOC117573086|XP_034111870.1|DALB
OG0000714	LOC120425956|XP_039446531.1|CPIP	LOC117577929|XP_034118823.1|DALB, LOC117570895|XP_034108689.1|DALB
OG0000715	LOC120425955|XP_039446529.1|CPIP	LOC117570536|XP_034108134.1|DALB, LOC117570535|XP_034108132.1|DALB
OG0000716	LOC120416855|XP_039434686.1|CPIP	LOC117569972|XP_034107243.1|DALB, LOC117568974|XP_034105825.1|DALB
OG0000723	LOC120415619|XP_039433149.1|CPIP	LOC117568526|XP_034105120.1|DALB, LOC117571371|XP_034109377.1|DALB, LOC117571179|XP_034109098.1|DALB
OG0000724	LOC120424175|XP_039444197.1|CPIP	LOC117569982|XP_034107254.1|DALB, LOC117576001|XP_034116395.1|DALB
OG0000726	LOC120415569|XP_039433085.1|CPIP	LOC117575529|XP_034115668.1|DALB, LOC117574905|XP_034114838.1|DALB
OG0000727	LOC120418385|XP_039436693.1|CPIP, LOC120418370|XP_039436666.1|CPIP	LOC117576060|XP_034116485.1|DALB, LOC117575357|XP_034115413.1|DALB
OG0000728	LOC120423585|XP_039443379.1|CPIP	LOC117578224|XP_034119488.1|DALB
OG0000729	LOC120423358|XP_039443069.1|CPIP	LOC117574265|XP_034113893.1|DALB, LOC117574266|XP_034113894.1|DALB
OG0000730	LOC120417800|XP_039435933.1|CPIP	LOC117570590|XP_034108225.1|DALB, LOC117565891|XP_034101124.1|DALB
OG0000731	LOC120419772|XP_039438536.1|CPIP	LOC117572709|XP_034111657.1|DALB, LOC117568865|XP_034105643.1|DALB
OG0000732	LOC120413384|XP_039430116.1|CPIP	LOC117569565|XP_034106675.1|DALB, LOC117569564|XP_034106673.1|DALB
OG0000733	LOC120412609|XP_039429091.1|CPIP	LOC117576057|XP_034116480.1|DALB, LOC117568400|XP_034104923.1|DALB
OG0000734	LOC120421378|XP_039440503.1|CPIP	LOC117572665|XP_034111555.1|DALB
OG0000735	LOC120428673|XP_039449660.1|CPIP	LOC117565984|XP_034101289.1|DALB, LOC117565101|XP_034099950.1|DALB
OG0000736	LOC120416311|XP_039433966.1|CPIP	LOC117564655|XP_034099405.1|DALB, LOC117564656|XP_034099406.1|DALB
OG0000738	LOC120415559|XP_039433066.1|CPIP	LOC117564734|XP_034099512.1|DALB, LOC117564431|XP_034099058.1|DALB
OG0000739	LOC120418418|XP_039436733.1|CPIP, LOC120412505|XP_039428939.1|CPIP	LOC117573942|XP_034113360.1|DALB, LOC117573943|XP_034113361.1|DALB
OG0000740	LOC120420376|XP_039439313.1|CPIP	LOC117575420|XP_034115495.1|DALB
OG0000741	LOC120413897|XP_039430812.1|CPIP, LOC120414929|XP_039432198.1|CPIP	LOC117563847|XP_034098267.1|DALB, LOC117563848|XP_034098268.1|DALB, LOC117563427|XP_034097655.1|DALB
OG0000742	LOC120423374|XP_039443091.1|CPIP	LOC117573481|XP_034112604.1|DALB, LOC117575324|XP_034115374.1|DALB
OG0000743	LOC120413024|XP_039429630.1|CPIP	LOC117569820|XP_034107033.1|DALB, LOC117571542|XP_034109626.1|DALB
OG0000744	LOC120414224|XP_039431268.1|CPIP, LOC120414230|XP_039431274.1|CPIP	LOC117571109|XP_034108983.1|DALB, LOC117566807|XP_034102246.1|DALB
OG0000746	LOC120415831|XP_039433401.1|CPIP	LOC117568399|XP_034104922.1|DALB
OG0000753	LOC120432583|XP_039453755.1|CPIP	LOC117576010|XP_034116408.1|DALB, LOC117571892|XP_034110248.1|DALB
OG0000754	LOC120425633|XP_039446149.1|CPIP	LOC117573213|XP_034112120.1|DALB, LOC117578190|XP_034119397.1|DALB
OG0000755	LOC120424343|XP_039444367.1|CPIP	LOC117575392|XP_034115459.1|DALB, LOC117575391|XP_034115458.1|DALB
OG0000756	LOC120416674|XP_039434427.1|CPIP	LOC117574861|XP_034114767.1|DALB
OG0000756	LOC120417084|XP_039434998.1|CPIP	LOC117574986|XP_034114947.1|DALB
OG0000757	LOC120413458|XP_039430229.1|CPIP	LOC117563515|XP_034097783.1|DALB, LOC117572369|XP_034111027.1|DALB
OG0000758	LOC120426139|XP_039446787.1|CPIP	LOC117568793|XP_034105543.1|DALB, LOC117568792|XP_034105540.1|DALB
OG0000762	LOC120431691|XP_039452740.1|CPIP, LOC120413861|XP_039430758.1|CPIP	LOC117564060|XP_034098574.1|DALB, LOC117565606|XP_034100702.1|DALB
OG0000764	LOC120416982|XP_039434838.1|CPIP	LOC117574354|XP_034114069.1|DALB, LOC117578381|XP_034119710.1|DALB
OG0000765	LOC120417525|XP_039435542.1|CPIP	LOC117569387|XP_034106408.1|DALB, LOC117576457|XP_034117121.1|DALB
OG0000766	LOC120414850|XP_039432108.1|CPIP	LOC117565562|XP_034100621.1|DALB, LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB
OG0000767	LOC120423444|XP_039443195.1|CPIP	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB, LOC117572334|XP_034110963.1|DALB
OG0000768	LOC120421500|XP_039440653.1|CPIP	LOC117571269|XP_034109223.1|DALB
OG0000769	LOC120412516|XP_039428946.1|CPIP	LOC117575653|XP_034115830.1|DALB, LOC117569676|XP_034107211.1|DALB
OG0000770	LOC120432659|XP_039453839.1|CPIP, LOC120413150|XP_039429790.1|CPIP, LOC120432661|XP_039453841.1|CPIP	LOC117569338|XP_034106359.1|DALB
OG0000771	LOC120422224|XP_039441543.1|CPIP, LOC120431658|XP_039452697.1|CPIP	LOC117570925|XP_034108746.1|DALB
OG0000779	LOC120429662|XP_039450626.1|CPIP, LOC120416907|XP_039434740.1|CPIP, LOC120421811|XP_039441023.1|CPIP, LOC120430888|XP_039451974.1|CPIP, LOC120424409|XP_039444448.1|CPIP	LOC117572674|XP_034111596.1|DALB
OG0000780	LOC120418409|XP_039436760.1|CPIP, LOC120418035|XP_039436253.1|CPIP, LOC120418333|XP_039436646.1|CPIP	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB
OG0000781	LOC120414167|XP_039431153.1|CPIP	LOC117563918|XP_034098379.1|DALB, LOC117567871|XP_034104030.1|DALB
OG0000782	LOC120425469|XP_039445938.1|CPIP	LOC117572470|XP_034111208.1|DALB, LOC117577755|XP_034118560.1|DALB
OG0000783	LOC120425480|XP_039445951.1|CPIP	LOC117577545|XP_034118266.1|DALB
OG0000784	LOC120428957|XP_039450028.1|CPIP	LOC117568520|XP_034105113.1|DALB, LOC117577783|XP_034118599.1|DALB
OG0000785	LOC120425382|XP_039445831.1|CPIP, LOC120425381|XP_039445830.1|CPIP	LOC117573608|XP_034112796.1|DALB
OG0000786	LOC120429815|XP_039450805.1|CPIP	LOC117576152|XP_034116613.1|DALB
OG0000787	LOC120430342|XP_039451379.1|CPIP	LOC117571502|XP_034109561.1|DALB
OG0000788	LOC120416496|XP_039434146.1|CPIP	LOC117571425|XP_034109455.1|DALB
OG0000789	LOC120414727|XP_039431965.1|CPIP	LOC117563724|XP_034098077.1|DALB, LOC117564469|XP_034099157.1|DALB
OG0000790	LOC120412832|XP_039429373.1|CPIP	LOC117565021|XP_034099856.1|DALB, LOC117565508|XP_034100532.1|DALB, LOC117565505|XP_034100527.1|DALB
OG0000791	LOC120421987|XP_039441235.1|CPIP, LOC120415555|XP_039433063.1|CPIP	LOC117574096|XP_034113625.1|DALB
OG0000792	LOC120415597|XP_039433125.1|CPIP	LOC117565572|XP_034100640.1|DALB
OG0000793	LOC120423637|XP_039443443.1|CPIP	LOC117576167|XP_034116638.1|DALB
OG0000794	LOC120430634|XP_039451663.1|CPIP, LOC120430632|XP_039451661.1|CPIP, LOC120431042|XP_039452127.1|CPIP, LOC120430630|XP_039451659.1|CPIP, LOC120431043|XP_039452128.1|CPIP	LOC117577528|XP_034118257.1|DALB
OG0000796	LOC120432573|XP_039453733.1|CPIP	LOC117574816|XP_034114675.1|DALB, LOC117568855|XP_034105629.1|DALB
OG0000797	LOC120414099|XP_039431056.1|CPIP, LOC120419430|XP_039438042.1|CPIP	LOC117576924|XP_034117958.1|DALB
OG0000798	LOC120415294|XP_039432697.1|CPIP	LOC117570303|XP_034107719.1|DALB, LOC117568150|XP_034104449.1|DALB
OG0000799	LOC120424434|XP_039444488.1|CPIP, LOC120428134|XP_039449050.1|CPIP	LOC117570043|XP_034107359.1|DALB, LOC117564754|XP_034099539.1|DALB
OG0000801	LOC120431544|XP_039452587.1|CPIP	LOC117569202|XP_034106161.1|DALB, LOC117570288|XP_034107699.1|DALB
OG0000802	LOC120419165|XP_039437749.1|CPIP, LOC120419161|XP_039437744.1|CPIP, LOC120419173|XP_039437760.1|CPIP	LOC117577880|XP_034118750.1|DALB
OG0000803	LOC120412688|XP_039429199.1|CPIP	LOC117568135|XP_034104434.1|DALB
OG0000810	LOC120430093|XP_039451114.1|CPIP, LOC120424339|XP_039444365.1|CPIP	LOC117566663|XP_034102099.1|DALB
OG0000811	LOC120430979|XP_039452051.1|CPIP	LOC117574484|XP_034114213.1|DALB, LOC117566860|XP_034102345.1|DALB
OG0000812	LOC120427000|XP_039447755.1|CPIP	LOC117571219|XP_034109162.1|DALB, LOC117566004|XP_034101313.1|DALB
OG0000813	LOC120416571|XP_039434239.1|CPIP	LOC117566222|XP_034101658.1|DALB
OG0000814	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP	LOC117564229|XP_034098812.1|DALB
OG0000815	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP	LOC117563814|XP_034098238.1|DALB
OG0000816	LOC120415564|XP_039433070.1|CPIP	LOC117576180|XP_034116662.1|DALB, LOC117576460|XP_034117122.1|DALB
OG0000817	LOC120432393|XP_039453522.1|CPIP	LOC117576120|XP_034116569.1|DALB, LOC117574846|XP_034114734.1|DALB
OG0000818	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP	LOC117577975|XP_034118947.1|DALB, LOC117563856|XP_034098280.1|DALB
OG0000820	LOC120418431|XP_039436744.1|CPIP	LOC117578329|XP_034119683.1|DALB, LOC117569058|XP_034105962.1|DALB
OG0000821	LOC120414923|XP_039432191.1|CPIP	LOC117570756|XP_034108470.1|DALB
OG0000822	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP	LOC117564603|XP_034099350.1|DALB
OG0000831	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP	LOC117568142|XP_034104440.1|DALB, LOC117570015|XP_034107322.1|DALB
OG0000832	LOC120421010|XP_039440062.1|CPIP	LOC117571986|XP_034110385.1|DALB
OG0000833	LOC120422698|XP_039442145.1|CPIP	LOC117572217|XP_034110784.1|DALB
OG0000834	LOC120418860|XP_039437327.1|CPIP	LOC117575087|XP_034115075.1|DALB
OG0000836	LOC120415979|XP_039433566.1|CPIP	LOC117563664|XP_034097971.1|DALB
OG0000839	LOC120413954|XP_039430891.1|CPIP	LOC117575398|XP_034115464.1|DALB, LOC117575446|XP_034115547.1|DALB
OG0000840	LOC120423439|XP_039443189.1|CPIP	LOC117573869|XP_034113240.1|DALB
OG0000841	LOC120421143|XP_039440270.1|CPIP	LOC117574907|XP_034114841.1|DALB
OG0000843	LOC120431268|XP_039452336.1|CPIP	LOC117567698|XP_034103720.1|DALB
OG0000844	LOC120414979|XP_039432248.1|CPIP	LOC117575495|XP_034115629.1|DALB
OG0000845	LOC120417392|XP_039435347.1|CPIP, LOC120417419|XP_039435396.1|CPIP	LOC117573836|XP_034113582.1|DALB
OG0000854	LOC120432213|XP_039453307.1|CPIP	LOC117564351|XP_034098960.1|DALB
OG0000855	LOC120419350|XP_039437982.1|CPIP	LOC117563386|XP_034097604.1|DALB
OG0000856	LOC120421057|XP_039440135.1|CPIP	LOC117569733|XP_034106900.1|DALB
OG0000857	LOC120424313|XP_039444331.1|CPIP, LOC120418642|XP_039437022.1|CPIP	LOC117577736|XP_034118534.1|DALB
OG0000858	LOC120426684|XP_039447392.1|CPIP	LOC117574039|XP_034113530.1|DALB
OG0000860	LOC120428391|XP_039449328.1|CPIP	LOC117571603|XP_034109711.1|DALB
OG0000861	LOC120428748|XP_039449764.1|CPIP	LOC117569502|XP_034106576.1|DALB, LOC117566681|XP_034102120.1|DALB, LOC117566680|XP_034102119.1|DALB, LOC117566679|XP_034102118.1|DALB
OG0000862	LOC120418915|XP_039437380.1|CPIP	LOC117571590|XP_034109697.1|DALB
OG0000863	LOC120412605|XP_039429087.1|CPIP	LOC117575971|XP_034116341.1|DALB, LOC117575838|XP_034116136.1|DALB, LOC117570619|XP_034108272.1|DALB
OG0000865	LOC120423669|XP_039443489.1|CPIP	LOC117571186|XP_034109118.1|DALB, LOC117575252|XP_034115276.1|DALB
OG0000866	LOC120422619|XP_039442049.1|CPIP	LOC117564052|XP_034098561.1|DALB
OG0000867	LOC120413111|XP_039429751.1|CPIP	LOC117563227|XP_034097321.1|DALB, LOC117563463|XP_034097706.1|DALB
OG0000868	LOC120419336|XP_039437941.1|CPIP, LOC120414763|XP_039432009.1|CPIP	LOC117571006|XP_034108856.1|DALB
OG0000869	LOC120431030|XP_039452116.1|CPIP	LOC117576005|XP_034116400.1|DALB, LOC117576003|XP_034116398.1|DALB, LOC117575920|XP_034116264.1|DALB
OG0000871	LOC120416744|XP_039434513.1|CPIP	LOC117568338|XP_034104814.1|DALB
OG0000872	LOC120418438|XP_039436780.1|CPIP	LOC117570794|XP_034108544.1|DALB, LOC117569913|XP_034107147.1|DALB
OG0000873	LOC120414951|XP_039432215.1|CPIP, LOC120423917|XP_039443832.1|CPIP, LOC120414941|XP_039432205.1|CPIP	LOC117572458|XP_034111183.1|DALB
OG0000874	LOC120423682|XP_039443508.1|CPIP	LOC117577957|XP_034118893.1|DALB, LOC117567168|XP_034102873.1|DALB
OG0000875	LOC120429100|XP_039450197.1|CPIP	LOC117574384|XP_034114108.1|DALB, LOC117566684|XP_034102125.1|DALB, LOC117565912|XP_034101163.1|DALB, LOC117569159|XP_034106114.1|DALB
OG0000882	LOC120415611|XP_039433139.1|CPIP	LOC117577749|XP_034118552.1|DALB, LOC117565394|XP_034100367.1|DALB
OG0000883	LOC120419054|XP_039437562.1|CPIP, LOC120420051|XP_039438897.1|CPIP, LOC120425029|XP_039445334.1|CPIP, LOC120421899|XP_039441131.1|CPIP, LOC120420379|XP_039439326.1|CPIP	LOC117566190|XP_034101600.1|DALB
OG0000884	LOC120427201|XP_039447995.1|CPIP	LOC117565015|XP_034099851.1|DALB, LOC117576785|XP_034117731.1|DALB
OG0000885	LOC120424055|XP_039444010.1|CPIP, LOC120424044|XP_039444000.1|CPIP, LOC120424045|XP_039444001.1|CPIP	LOC117574622|XP_034114401.1|DALB
OG0000887	LOC120420686|XP_039439715.1|CPIP, LOC120420673|XP_039439704.1|CPIP, LOC120425775|XP_039446321.1|CPIP	LOC117570999|XP_034108842.1|DALB
OG0000888	LOC120412402|XP_039428795.1|CPIP	LOC117572637|XP_034111495.1|DALB, LOC117572636|XP_034111489.1|DALB
OG0000889	LOC120418561|XP_039436926.1|CPIP	LOC117568569|XP_034105189.1|DALB
OG0000890	LOC120422694|XP_039442137.1|CPIP	LOC117569594|XP_034106716.1|DALB
OG0000891	LOC120413113|XP_039429753.1|CPIP	LOC117564662|XP_034099415.1|DALB
OG0000892	LOC120428476|XP_039449427.1|CPIP	LOC117568130|XP_034104428.1|DALB
OG0000893	LOC120414042|XP_039431000.1|CPIP, LOC120415367|XP_039432803.1|CPIP, LOC120413619|XP_039430463.1|CPIP, LOC120414024|XP_039430983.1|CPIP, LOC120414031|XP_039430990.1|CPIP, LOC120413628|XP_039430476.1|CPIP	LOC117576917|XP_034117949.1|DALB
OG0000894	LOC120412970|XP_039429552.1|CPIP	LOC117575006|XP_034114974.1|DALB, LOC117573664|XP_034112883.1|DALB
OG0000895	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP	LOC117569175|XP_034106135.1|DALB, LOC117566582|XP_034102015.1|DALB
OG0000896	LOC120422176|XP_039441485.1|CPIP	LOC117564767|XP_034099560.1|DALB
OG0000907	LOC120422532|XP_039441927.1|CPIP	LOC117567700|XP_034103722.1|DALB
OG0000909	LOC120424456|XP_039444523.1|CPIP	LOC117575793|XP_034116060.1|DALB
OG0000910	LOC120432597|XP_039453770.1|CPIP	LOC117577734|XP_034118532.1|DALB, LOC117574103|XP_034113637.1|DALB
OG0000911	LOC120417462|XP_039435459.1|CPIP	LOC117569329|XP_034106350.1|DALB
OG0000912	LOC120418557|XP_039436921.1|CPIP	LOC117571931|XP_034110310.1|DALB
OG0000913	LOC120426921|XP_039447661.1|CPIP	LOC117567399|XP_034103249.1|DALB
OG0000913	LOC120418826|XP_039437276.1|CPIP	LOC117567402|XP_034103252.1|DALB
OG0000915	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP	LOC117568462|XP_034105030.1|DALB
OG0000916	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP	LOC117565140|XP_034100003.1|DALB
OG0000917	LOC120414568|XP_039431721.1|CPIP	LOC117573932|XP_034113348.1|DALB, LOC117566187|XP_034101596.1|DALB
OG0000918	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP	LOC117566068|XP_034101417.1|DALB
OG0000920	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP	LOC117578265|XP_034119578.1|DALB
OG0000922	LOC120422036|XP_039441299.1|CPIP	LOC117566841|XP_034102319.1|DALB, LOC117566840|XP_034102316.1|DALB, LOC117566844|XP_034102326.1|DALB, LOC117566846|XP_034102328.1|DALB, LOC117572120|XP_034110636.1|DALB, LOC117572126|XP_034110645.1|DALB, LOC117566843|XP_034102322.1|DALB
OG0000923	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP	LOC117574976|XP_034114933.1|DALB
OG0000924	LOC120418575|XP_039436954.1|CPIP	LOC117569933|XP_034107186.1|DALB
OG0000925	LOC120423899|XP_039443814.1|CPIP, LOC120423887|XP_039443795.1|CPIP	LOC117576127|XP_034116577.1|DALB
OG0000935	LOC120413347|XP_039430059.1|CPIP	LOC117573817|XP_034113134.1|DALB
OG0000936	LOC120424541|XP_039444639.1|CPIP	LOC117575759|XP_034116013.1|DALB, LOC117570689|XP_034108386.1|DALB
OG0000938	LOC120418068|XP_039436262.1|CPIP	LOC117573958|XP_034113392.1|DALB
OG0000939	LOC120429750|XP_039451052.1|CPIP	LOC117564610|XP_034099357.1|DALB
OG0000941	LOC120416887|XP_039434719.1|CPIP	LOC117577589|XP_034118324.1|DALB, LOC117563582|XP_034097860.1|DALB
OG0000942	LOC120420666|XP_039439697.1|CPIP	LOC117566829|XP_034102289.1|DALB
OG0000943	LOC120419988|XP_039438800.1|CPIP	LOC117567542|XP_034103480.1|DALB, LOC117568320|XP_034104787.1|DALB
OG0000944	LOC120414476|XP_039431604.1|CPIP	LOC117577556|XP_034118280.1|DALB, LOC117575856|XP_034116167.1|DALB
OG0000945	LOC120422285|XP_039441609.1|CPIP	LOC117567513|XP_034103449.1|DALB
OG0000946	LOC120428439|XP_039449389.1|CPIP, LOC120427626|XP_039448449.1|CPIP	LOC117571608|XP_034109716.1|DALB, LOC117571681|XP_034109813.1|DALB, LOC117564716|XP_034099489.1|DALB
OG0000947	LOC120427061|XP_039447834.1|CPIP, LOC120421155|XP_039440279.1|CPIP, LOC120421145|XP_039440268.1|CPIP, LOC120421144|XP_039440267.1|CPIP	LOC117571451|XP_034109489.1|DALB
OG0000948	LOC120413180|XP_039429827.1|CPIP	LOC117572178|XP_034110721.1|DALB
OG0000949	LOC120419243|XP_039437835.1|CPIP	LOC117565923|XP_034101190.1|DALB
OG0000949	LOC120419259|XP_039437851.1|CPIP	LOC117565933|XP_034101213.1|DALB
OG0000950	LOC120423626|XP_039443431.1|CPIP	LOC117578179|XP_034119384.1|DALB, LOC117576214|XP_034116710.1|DALB
OG0000951	LOC120424899|XP_039445123.1|CPIP, LOC120432196|XP_039453284.1|CPIP	LOC117576018|XP_034116417.1|DALB
OG0000952	LOC120417629|XP_039435675.1|CPIP	LOC117563833|XP_034098252.1|DALB
OG0000963	LOC120432205|XP_039453301.1|CPIP, LOC120432197|XP_039453288.1|CPIP, LOC120432186|XP_039453264.1|CPIP	LOC117570202|XP_034107581.1|DALB, LOC117577968|XP_034118914.1|DALB
OG0000964	LOC120432247|XP_039453355.1|CPIP, LOC120425740|XP_039446280.1|CPIP	LOC117570877|XP_034108661.1|DALB
OG0000965	LOC120412464|XP_039428876.1|CPIP	LOC117576869|XP_034117866.1|DALB
OG0000966	LOC120418083|XP_039436275.1|CPIP, LOC120419866|XP_039438651.1|CPIP	LOC117568065|XP_034104314.1|DALB
OG0000968	LOC120413224|XP_039429884.1|CPIP, LOC120413265|XP_039429927.1|CPIP	LOC117572087|XP_034110574.1|DALB, LOC117572094|XP_034110590.1|DALB, LOC117568512|XP_034105105.1|DALB
OG0000969	LOC120422701|XP_039442146.1|CPIP	LOC117567320|XP_034103110.1|DALB
OG0000970	LOC120412746|XP_039429272.1|CPIP, LOC120414836|XP_039432096.1|CPIP, LOC120416782|XP_039434584.1|CPIP	LOC117573597|XP_034112782.1|DALB
OG0000971	LOC120412655|XP_039429144.1|CPIP, LOC120420893|XP_039439948.1|CPIP	LOC117564194|XP_034098759.1|DALB
OG0000972	LOC120415719|XP_039433248.1|CPIP	LOC117567498|XP_034103419.1|DALB
OG0000973	LOC120415145|XP_039432513.1|CPIP, LOC120415146|XP_039432515.1|CPIP, LOC120429862|XP_039450871.1|CPIP	LOC117570199|XP_034107580.1|DALB
OG0000974	LOC120415931|XP_039433510.1|CPIP, LOC120415915|XP_039433495.1|CPIP, LOC120415929|XP_039433509.1|CPIP, LOC120415934|XP_039433514.1|CPIP, LOC120415935|XP_039433515.1|CPIP	LOC117566391|XP_034101790.1|DALB
OG0000975	LOC120424400|XP_039444433.1|CPIP	LOC117573970|XP_034113401.1|DALB
OG0000976	LOC120421927|XP_039441173.1|CPIP	LOC117574839|XP_034114721.1|DALB
