Orthogroup	CPIP.longest_only	SLEB.longest_only
OG0002158	LOC120424147|XP_039444125.1|CPIP	LOC115628903|XP_030381025.1|SLEB
OG0002159	LOC120425011|XP_039445317.1|CPIP	LOC115634010|XP_030387396.1|SLEB
OG0002160	LOC120425027|XP_039445332.1|CPIP	LOC115621570|XP_030371117.1|SLEB
OG0002161	LOC120424948|XP_039445193.1|CPIP, LOC120427119|XP_039447906.1|CPIP	LOC115621407|XP_030370910.1|SLEB
OG0002162	LOC120424944|XP_039445182.1|CPIP	LOC115620919|XP_030370276.1|SLEB
OG0002164	LOC120427447|XP_039448249.1|CPIP	LOC115623724|XP_030374065.1|SLEB
OG0002165	LOC120427457|XP_039448260.1|CPIP	LOC115621187|XP_030370623.1|SLEB, LOC115622402|XP_030372192.1|SLEB
OG0002166	LOC120429237|XP_039450381.1|CPIP	LOC115631635|XP_030384304.1|SLEB
OG0002167	LOC120429250|XP_039450396.1|CPIP	LOC115633048|XP_030386256.1|SLEB
OG0002168	LOC120416847|XP_039434670.1|CPIP	LOC115626523|XP_030377767.1|SLEB
OG0002169	LOC120426989|XP_039447739.1|CPIP, LOC120419251|XP_039437838.1|CPIP	LOC115622527|XP_030372350.1|SLEB
OG0002170	LOC120425471|XP_039445940.1|CPIP	LOC115628020|XP_030379807.1|SLEB
OG0002171	LOC120427719|XP_039448556.1|CPIP	LOC115620219|XP_030369219.1|SLEB
OG0002172	LOC120428999|XP_039450073.1|CPIP	LOC115621399|XP_030370903.1|SLEB
OG0002173	LOC120413450|XP_039430222.1|CPIP, LOC120413460|XP_039430232.1|CPIP	LOC115631462|XP_030384072.1|SLEB
OG0002174	LOC120426014|XP_039446619.1|CPIP	LOC115620241|XP_030369248.1|SLEB
OG0002175	LOC120426015|XP_039446620.1|CPIP	LOC115620242|XP_030369250.1|SLEB
OG0002176	LOC120417855|XP_039436009.1|CPIP	LOC115629527|XP_030381865.1|SLEB
OG0002177	LOC120426230|XP_039446898.1|CPIP, LOC120426232|XP_039446900.1|CPIP	LOC115620809|XP_030370093.1|SLEB
OG0002178	LOC120417189|XP_039435091.1|CPIP	LOC115620788|XP_030370063.1|SLEB
OG0002179	LOC120425564|XP_039446063.1|CPIP	LOC115630554|XP_030383025.1|SLEB
OG0002180	LOC120423290|XP_039442986.1|CPIP	LOC115621505|XP_030371034.1|SLEB
OG0002182	LOC120427181|XP_039447973.1|CPIP, LOC120430691|XP_039451726.1|CPIP	LOC115621485|XP_030371006.1|SLEB
OG0002183	LOC120412611|XP_039429093.1|CPIP, LOC120417685|XP_039435755.1|CPIP	LOC115623509|XP_030373752.1|SLEB
OG0002184	LOC120431815|XP_039452868.1|CPIP	LOC115621752|XP_030371346.1|SLEB, LOC115626045|XP_030377156.1|SLEB
OG0002185	LOC120426735|XP_039447442.1|CPIP	LOC115620372|XP_030369436.1|SLEB
OG0002186	LOC120421820|XP_039441032.1|CPIP	LOC115626433|XP_030377668.1|SLEB
OG0002187	LOC120416088|XP_039433709.1|CPIP	LOC115620645|XP_030369853.1|SLEB
OG0002188	LOC120416600|XP_039434328.1|CPIP	LOC115634041|XP_030387445.1|SLEB
OG0002189	LOC120424029|XP_039443986.1|CPIP	LOC115629970|XP_030382449.1|SLEB
OG0002190	LOC120425993|XP_039446585.1|CPIP	LOC115620341|XP_030369401.1|SLEB
OG0002191	LOC120425994|XP_039446587.1|CPIP	LOC115634376|XP_030387916.1|SLEB
OG0002192	LOC120428190|XP_039449104.1|CPIP	LOC115622715|XP_030372613.1|SLEB
OG0002193	LOC120425752|XP_039446293.1|CPIP	LOC115621536|XP_030371062.1|SLEB
OG0002194	LOC120418354|XP_039436640.1|CPIP, LOC120418359|XP_039436649.1|CPIP	LOC115621452|XP_030370966.1|SLEB
OG0002195	LOC120427148|XP_039447940.1|CPIP	LOC115620502|XP_030369615.1|SLEB
OG0002196	LOC120432515|XP_039453666.1|CPIP	LOC115627300|XP_030378796.1|SLEB, LOC115629564|XP_030381916.1|SLEB
OG0002197	LOC120426022|XP_039446630.1|CPIP	LOC115624554|XP_030375141.1|SLEB
OG0002198	LOC120425714|XP_039446247.1|CPIP	LOC115623510|XP_030373749.1|SLEB
OG0002199	LOC120426688|XP_039447398.1|CPIP	LOC115620633|XP_030369823.1|SLEB
OG0002200	LOC120427262|XP_039448055.1|CPIP	LOC115629549|XP_030381891.1|SLEB, LOC115621724|XP_030371298.1|SLEB, LOC115625638|XP_030376627.1|SLEB
OG0002202	LOC120416688|XP_039434442.1|CPIP	LOC115620495|XP_030369601.1|SLEB
OG0002203	LOC120425982|XP_039446570.1|CPIP	LOC115625105|XP_030375868.1|SLEB
OG0002204	LOC120422017|XP_039441275.1|CPIP	LOC115620636|XP_030369833.1|SLEB
OG0002205	LOC120430262|XP_039451281.1|CPIP	LOC115621680|XP_030371250.1|SLEB, LOC115621691|XP_030371260.1|SLEB
OG0002206	LOC120431088|XP_039452178.1|CPIP, LOC120430929|XP_039451983.1|CPIP	LOC115621603|XP_030371156.1|SLEB
OG0002207	LOC120414299|XP_039431367.1|CPIP	LOC115620325|XP_030369379.1|SLEB
OG0002208	LOC120426162|XP_039446814.1|CPIP	LOC115620911|XP_030370263.1|SLEB
OG0002209	LOC120424682|XP_039444792.1|CPIP, LOC120424624|XP_039444723.1|CPIP	LOC115628848|XP_030380957.1|SLEB
OG0002210	LOC120424666|XP_039444773.1|CPIP, LOC120424615|XP_039444710.1|CPIP	LOC115625302|XP_030376180.1|SLEB
OG0002211	LOC120424634|XP_039444734.1|CPIP	LOC115620489|XP_030369587.1|SLEB
OG0002212	LOC120421021|XP_039440078.1|CPIP	LOC115621569|XP_030371116.1|SLEB
OG0002213	LOC120424610|XP_039444704.1|CPIP	LOC115624038|XP_030374476.1|SLEB, LOC115624034|XP_030374472.1|SLEB
OG0002214	LOC120417090|XP_039435002.1|CPIP	LOC115621549|XP_030371077.1|SLEB
OG0002215	LOC120422123|XP_039441427.1|CPIP	LOC115620281|XP_030369315.1|SLEB
OG0002216	LOC120422564|XP_039441984.1|CPIP, LOC120426174|XP_039446824.1|CPIP	LOC115631264|XP_030383835.1|SLEB
OG0002217	LOC120425369|XP_039445812.1|CPIP	LOC115625291|XP_030376164.1|SLEB
OG0002218	LOC120427415|XP_039448216.1|CPIP	LOC115627664|XP_030379266.1|SLEB
OG0002219	LOC120425436|XP_039445901.1|CPIP	LOC115620459|XP_030369550.1|SLEB
OG0002220	LOC120425434|XP_039445899.1|CPIP	LOC115620458|XP_030369549.1|SLEB
OG0002221	LOC120428082|XP_039448995.1|CPIP	LOC115632759|XP_030385868.1|SLEB
OG0002222	LOC120428079|XP_039448990.1|CPIP	LOC115630656|XP_030383161.1|SLEB
OG0002224	LOC120430981|XP_039452053.1|CPIP	LOC115620838|XP_030370135.1|SLEB
OG0002225	LOC120423006|XP_039442563.1|CPIP, LOC120423028|XP_039442603.1|CPIP	LOC115632265|XP_030385202.1|SLEB
OG0002226	LOC120422859|XP_039442342.1|CPIP, LOC120425224|XP_039445589.1|CPIP	LOC115633854|XP_030387206.1|SLEB
OG0002227	LOC120417793|XP_039435896.1|CPIP	LOC115634121|XP_030387544.1|SLEB
OG0002228	LOC120422874|XP_039442355.1|CPIP	LOC115621375|XP_030370866.1|SLEB
OG0002229	LOC120422876|XP_039442369.1|CPIP	LOC115626474|XP_030377722.1|SLEB
OG0002230	LOC120422845|XP_039442323.1|CPIP	LOC115625458|XP_030376369.1|SLEB
OG0002231	LOC120419763|XP_039438524.1|CPIP, LOC120427223|XP_039448024.1|CPIP	LOC115633893|XP_030387258.1|SLEB
OG0002232	LOC120417389|XP_039435342.1|CPIP, LOC120417390|XP_039435345.1|CPIP	LOC115629443|XP_030381761.1|SLEB
OG0002233	LOC120424797|XP_039444943.1|CPIP, LOC120424803|XP_039444951.1|CPIP	LOC115632421|XP_030385422.1|SLEB
OG0002234	LOC120419836|XP_039438606.1|CPIP, LOC120427571|XP_039448380.1|CPIP, LOC120427578|XP_039448392.1|CPIP	LOC115628565|XP_030380592.1|SLEB
OG0002235	LOC120422922|XP_039442430.1|CPIP	LOC115633399|XP_030386705.1|SLEB
OG0002236	LOC120427083|XP_039447862.1|CPIP	LOC115630431|XP_030382851.1|SLEB
OG0002237	LOC120425904|XP_039446461.1|CPIP	LOC115628574|XP_030380606.1|SLEB
OG0002238	LOC120423496|XP_039443270.1|CPIP	LOC115628347|XP_030380279.1|SLEB
OG0002239	LOC120422883|XP_039442377.1|CPIP	LOC115621487|XP_030371017.1|SLEB
OG0002240	LOC120426030|XP_039446645.1|CPIP	LOC115634354|XP_030387873.1|SLEB
OG0002241	LOC120425351|XP_039445787.1|CPIP, LOC120429623|XP_039450587.1|CPIP	LOC115632775|XP_030385881.1|SLEB
OG0002243	LOC120420561|XP_039439563.1|CPIP	LOC115626469|XP_030377712.1|SLEB, LOC115626389|XP_030377609.1|SLEB, LOC115626432|XP_030377666.1|SLEB
OG0002244	LOC120420568|XP_039439580.1|CPIP	LOC115629850|XP_030382291.1|SLEB
OG0002245	LOC120430538|XP_039451586.1|CPIP, LOC120431293|XP_039452369.1|CPIP, LOC120422431|XP_039441782.1|CPIP	LOC115632735|XP_030385841.1|SLEB
OG0002246	LOC120415738|XP_039433273.1|CPIP	LOC115631968|XP_030384718.1|SLEB
OG0002247	LOC120424882|XP_039445080.1|CPIP	LOC115628972|XP_030381114.1|SLEB
OG0002248	LOC120424795|XP_039444940.1|CPIP	LOC115624989|XP_030375717.1|SLEB
OG0002249	LOC120429924|XP_039450955.1|CPIP	LOC115622515|XP_030372329.1|SLEB
OG0002250	LOC120420700|XP_039439731.1|CPIP	LOC115634673|XP_030388392.1|SLEB
OG0002251	LOC120420698|XP_039439726.1|CPIP	LOC115634674|XP_030388393.1|SLEB
OG0002252	LOC120417416|XP_039435393.1|CPIP, LOC120430669|XP_039451704.1|CPIP	LOC115620012|XP_030368973.1|SLEB
OG0002253	LOC120417420|XP_039435397.1|CPIP, LOC120431078|XP_039452164.1|CPIP	LOC115624581|XP_030375181.1|SLEB
OG0002254	LOC120420684|XP_039439713.1|CPIP	LOC115620972|XP_030370353.1|SLEB
OG0002255	LOC120426800|XP_039447515.1|CPIP	LOC115629150|XP_030381373.1|SLEB
OG0002256	LOC120421528|XP_039440681.1|CPIP	LOC115628490|XP_030380484.1|SLEB
OG0002257	LOC120420092|XP_039438958.1|CPIP	LOC115633350|XP_030386648.1|SLEB
OG0002258	LOC120413191|XP_039429838.1|CPIP	LOC115622305|XP_030372070.1|SLEB
OG0002260	LOC120413256|XP_039429919.1|CPIP	LOC115622216|XP_030371973.1|SLEB
OG0002261	LOC120413231|XP_039429894.1|CPIP	LOC115623553|XP_030373808.1|SLEB
OG0002263	LOC120424834|XP_039444997.1|CPIP	LOC115632436|XP_030385440.1|SLEB
OG0002264	LOC120420087|XP_039438951.1|CPIP	LOC115626809|XP_030378182.1|SLEB
OG0002265	LOC120432434|XP_039453586.1|CPIP	LOC115632858|XP_030385978.1|SLEB
OG0002266	LOC120418016|XP_039436191.1|CPIP	LOC115624816|XP_030375522.1|SLEB
OG0002267	LOC120418934|XP_039437405.1|CPIP	LOC115632152|XP_030385029.1|SLEB
OG0002268	LOC120418918|XP_039437383.1|CPIP	LOC115622653|XP_030372522.1|SLEB
OG0002269	LOC120414641|XP_039431811.1|CPIP, LOC120420157|XP_039439057.1|CPIP	LOC115623638|XP_030373985.1|SLEB
OG0002270	LOC120427423|XP_039448217.1|CPIP, LOC120428825|XP_039449866.1|CPIP	LOC115622630|XP_030372500.1|SLEB
OG0002271	LOC120416566|XP_039434232.1|CPIP	LOC115622444|XP_030372245.1|SLEB
OG0002272	LOC120430341|XP_039451378.1|CPIP	LOC115628439|XP_030380401.1|SLEB
OG0002273	LOC120424315|XP_039444333.1|CPIP	LOC115634139|XP_030387567.1|SLEB
OG0002274	LOC120424318|XP_039444343.1|CPIP	LOC115634574|XP_030388258.1|SLEB
OG0002275	LOC120414431|XP_039431548.1|CPIP	LOC115622664|XP_030372537.1|SLEB
OG0002276	LOC120417610|XP_039435653.1|CPIP	LOC115628348|XP_030380273.1|SLEB
OG0002277	LOC120426777|XP_039447484.1|CPIP	LOC115628281|XP_030380170.1|SLEB
OG0002278	LOC120413394|XP_039430126.1|CPIP	LOC115622351|XP_030372125.1|SLEB
OG0002279	LOC120413424|XP_039430170.1|CPIP	LOC115622725|XP_030372625.1|SLEB
OG0002280	LOC120413392|XP_039430124.1|CPIP	LOC115632369|XP_030385348.1|SLEB
OG0002281	LOC120420039|XP_039438873.1|CPIP	LOC115629760|XP_030382166.1|SLEB, LOC115632446|XP_030385453.1|SLEB
OG0002282	LOC120425134|XP_039445494.1|CPIP	LOC115632826|XP_030385938.1|SLEB
OG0002283	LOC120423762|XP_039443609.1|CPIP, LOC120423759|XP_039443608.1|CPIP	LOC115634640|XP_030388356.1|SLEB
OG0002284	LOC120423775|XP_039443628.1|CPIP	LOC115633750|XP_030387085.1|SLEB
OG0002285	LOC120420921|XP_039439982.1|CPIP, LOC120420914|XP_039439973.1|CPIP	LOC115629673|XP_030382051.1|SLEB
OG0002286	LOC120412637|XP_039429125.1|CPIP	LOC115623804|XP_030374210.1|SLEB
OG0002287	LOC120431346|XP_039452412.1|CPIP, LOC120427734|XP_039448576.1|CPIP, LOC120425689|XP_039446207.1|CPIP	LOC115628409|XP_030380398.1|SLEB
OG0002288	LOC120427730|XP_039448567.1|CPIP	LOC115623246|XP_030373369.1|SLEB
OG0002289	LOC120415802|XP_039433361.1|CPIP	LOC115632534|XP_030385599.1|SLEB
OG0002290	LOC120426546|XP_039447250.1|CPIP, LOC120426350|XP_039447046.1|CPIP	LOC115626452|XP_030377688.1|SLEB
OG0002291	LOC120417473|XP_039435481.1|CPIP	LOC115632965|XP_030386129.1|SLEB
OG0002292	LOC120429716|XP_039450692.1|CPIP	LOC115633720|XP_030387044.1|SLEB
OG0002293	LOC120421396|XP_039440531.1|CPIP	LOC115633735|XP_030387066.1|SLEB
OG0002294	LOC120431185|XP_039452261.1|CPIP	LOC115625315|XP_030376196.1|SLEB
OG0002296	LOC120431809|XP_039452861.1|CPIP	LOC115625789|XP_030376821.1|SLEB
OG0002297	LOC120428723|XP_039449730.1|CPIP	LOC115628956|XP_030381092.1|SLEB
OG0002298	LOC120425452|XP_039445918.1|CPIP	LOC115626224|XP_030377386.1|SLEB
OG0002299	LOC120425451|XP_039445917.1|CPIP	LOC115620374|XP_030369480.1|SLEB
OG0002300	LOC120422193|XP_039441508.1|CPIP	LOC115628567|XP_030380590.1|SLEB
OG0002301	LOC120414667|XP_039431876.1|CPIP	LOC115628970|XP_030381106.1|SLEB
OG0002302	LOC120426537|XP_039447237.1|CPIP, LOC120426346|XP_039447041.1|CPIP	LOC115625861|XP_030376929.1|SLEB
OG0002303	LOC120417163|XP_039435078.1|CPIP	LOC115629702|XP_030382080.1|SLEB
OG0002304	LOC120422787|XP_039442259.1|CPIP	LOC115626371|XP_030377586.1|SLEB
OG0002305	LOC120428091|XP_039449009.1|CPIP	LOC115628170|XP_030380011.1|SLEB
OG0002306	LOC120425855|XP_039446412.1|CPIP	LOC115628522|XP_030380535.1|SLEB
OG0002307	LOC120428131|XP_039449048.1|CPIP	LOC115631633|XP_030384302.1|SLEB
OG0002308	LOC120413536|XP_039430344.1|CPIP	LOC115625673|XP_030376669.1|SLEB
OG0002309	LOC120413609|XP_039430447.1|CPIP	LOC115630618|XP_030383105.1|SLEB
OG0002310	LOC120413615|XP_039430454.1|CPIP	LOC115628525|XP_030380544.1|SLEB
OG0002311	LOC120416326|XP_039433984.1|CPIP	LOC115626183|XP_030377320.1|SLEB
OG0002312	LOC120424906|XP_039445132.1|CPIP	LOC115625923|XP_030377018.1|SLEB
OG0002313	LOC120413117|XP_039429760.1|CPIP	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB
OG0002314	LOC120413143|XP_039429785.1|CPIP	LOC115634610|XP_030388320.1|SLEB
OG0002315	LOC120413127|XP_039429766.1|CPIP, LOC120431577|XP_039452623.1|CPIP	LOC115633643|XP_030386944.1|SLEB
OG0002316	LOC120416329|XP_039433993.1|CPIP	LOC115631649|XP_030384320.1|SLEB
OG0002317	LOC120413106|XP_039429746.1|CPIP	LOC115632585|XP_030385665.1|SLEB
OG0002318	LOC120431698|XP_039452747.1|CPIP, LOC120424106|XP_039444050.1|CPIP	LOC115630417|XP_030382812.1|SLEB
OG0002319	LOC120428535|XP_039449501.1|CPIP	LOC115626161|XP_030377296.1|SLEB
OG0002320	LOC120418944|XP_039437416.1|CPIP	LOC115630504|XP_030382960.1|SLEB
OG0002321	LOC120414767|XP_039432014.1|CPIP	LOC115628164|XP_030380004.1|SLEB
OG0002322	LOC120428054|XP_039448951.1|CPIP	LOC115625778|XP_030376809.1|SLEB
OG0002323	LOC120424360|XP_039444389.1|CPIP	LOC115628510|XP_030380514.1|SLEB
OG0002324	LOC120420799|XP_039439851.1|CPIP	LOC115626088|XP_030377201.1|SLEB, LOC115626669|XP_030377956.1|SLEB
OG0002325	LOC120420805|XP_039439860.1|CPIP	LOC115622713|XP_030372609.1|SLEB
OG0002326	LOC120420810|XP_039439865.1|CPIP	LOC115622125|XP_030371837.1|SLEB
OG0002327	LOC120420797|XP_039439843.1|CPIP	LOC115623373|XP_030373524.1|SLEB
OG0002328	LOC120426846|XP_039447568.1|CPIP	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB
OG0002329	LOC120420602|XP_039439614.1|CPIP	LOC115630683|XP_030383190.1|SLEB, LOC115630644|XP_030383144.1|SLEB
OG0002330	LOC120420151|XP_039439051.1|CPIP	LOC115630490|XP_030382936.1|SLEB
OG0002331	LOC120420046|XP_039438891.1|CPIP	LOC115628729|XP_030380793.1|SLEB
OG0002332	LOC120428257|XP_039449185.1|CPIP	LOC115622572|XP_030372411.1|SLEB
OG0002333	LOC120431110|XP_039452197.1|CPIP	LOC115619945|XP_030368836.1|SLEB
OG0002334	LOC120428324|XP_039449255.1|CPIP	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB
OG0002335	LOC120425202|XP_039445567.1|CPIP, LOC120418964|XP_039437443.1|CPIP	LOC115624626|XP_030375244.1|SLEB
OG0002336	LOC120423645|XP_039443452.1|CPIP	LOC115628438|XP_030380399.1|SLEB
OG0002337	LOC120423129|XP_039442742.1|CPIP	LOC115627141|XP_030378582.1|SLEB
OG0002338	LOC120420900|XP_039439956.1|CPIP	LOC115631260|XP_030383831.1|SLEB
OG0002339	LOC120419774|XP_039438542.1|CPIP, LOC120415198|XP_039432590.1|CPIP	LOC115628456|XP_030380433.1|SLEB
OG0002340	LOC120424350|XP_039444376.1|CPIP	LOC115631476|XP_030384090.1|SLEB
OG0002341	LOC120421110|XP_039440203.1|CPIP	LOC115628652|XP_030380683.1|SLEB
OG0002342	LOC120421117|XP_039440211.1|CPIP	LOC115625493|XP_030376406.1|SLEB, LOC115631009|XP_030383472.1|SLEB
OG0002343	LOC120415454|XP_039432933.1|CPIP	LOC115631017|XP_030383489.1|SLEB
OG0002344	LOC120415489|XP_039432990.1|CPIP	LOC115629841|XP_030382282.1|SLEB
OG0002345	LOC120415995|XP_039433582.1|CPIP	LOC115629649|XP_030382023.1|SLEB
OG0002346	LOC120416779|XP_039434578.1|CPIP	LOC115625888|XP_030376970.1|SLEB
OG0002347	LOC120416776|XP_039434575.1|CPIP	LOC115633688|XP_030387005.1|SLEB
OG0002348	LOC120416069|XP_039433671.1|CPIP	LOC115631387|XP_030383969.1|SLEB
OG0002349	LOC120426128|XP_039446764.1|CPIP, LOC120427962|XP_039448851.1|CPIP	LOC115633919|XP_030387289.1|SLEB
OG0002350	LOC120427961|XP_039448850.1|CPIP, LOC120426127|XP_039446763.1|CPIP	LOC115629611|XP_030381971.1|SLEB
OG0002351	LOC120419854|XP_039438625.1|CPIP	LOC115626994|XP_030378372.1|SLEB
OG0002352	LOC120427335|XP_039448120.1|CPIP	LOC115634054|XP_030387498.1|SLEB
OG0002353	LOC120419803|XP_039438573.1|CPIP	LOC115626187|XP_030377325.1|SLEB
OG0002354	LOC120416777|XP_039434576.1|CPIP	LOC115626368|XP_030377582.1|SLEB
OG0002355	LOC120424552|XP_039444651.1|CPIP	LOC115625684|XP_030376680.1|SLEB
OG0002356	LOC120412848|XP_039429404.1|CPIP	LOC115630397|XP_030382780.1|SLEB
OG0002357	LOC120412846|XP_039429403.1|CPIP	LOC115625253|XP_030376106.1|SLEB
OG0002358	LOC120415720|XP_039433249.1|CPIP	LOC115630494|XP_030382942.1|SLEB
OG0002359	LOC120427816|XP_039448674.1|CPIP	LOC115627066|XP_030378473.1|SLEB
OG0002360	LOC120415533|XP_039433026.1|CPIP	LOC115630585|XP_030383064.1|SLEB
OG0002361	LOC120415542|XP_039433043.1|CPIP, LOC120421990|XP_039441238.1|CPIP	LOC115623164|XP_030373238.1|SLEB
OG0002362	LOC120417700|XP_039435783.1|CPIP, LOC120412454|XP_039428854.1|CPIP	LOC115631490|XP_030384108.1|SLEB
OG0002363	LOC120423975|XP_039443901.1|CPIP	LOC115631139|XP_030383668.1|SLEB
OG0002364	LOC120423992|XP_039443923.1|CPIP	LOC115631982|XP_030384747.1|SLEB
OG0002365	LOC120423996|XP_039443939.1|CPIP	LOC115631278|XP_030383852.1|SLEB
OG0002366	LOC120412503|XP_039428936.1|CPIP, LOC120418410|XP_039436723.1|CPIP	LOC115630760|XP_030383275.1|SLEB
OG0002367	LOC120421150|XP_039440274.1|CPIP	LOC115630992|XP_030383442.1|SLEB
OG0002368	LOC120419647|XP_039438337.1|CPIP	LOC115626337|XP_030377542.1|SLEB
OG0002369	LOC120429906|XP_039450934.1|CPIP	LOC115629583|XP_030381936.1|SLEB
OG0002370	LOC120415512|XP_039433002.1|CPIP	LOC115626037|XP_030377147.1|SLEB
OG0002371	LOC120415513|XP_039433004.1|CPIP	LOC115625676|XP_030376673.1|SLEB
OG0002372	LOC120417285|XP_039435170.1|CPIP	LOC115628600|XP_030380643.1|SLEB
OG0002373	LOC120419153|XP_039437731.1|CPIP	LOC115631115|XP_030383635.1|SLEB
OG0002374	LOC120429067|XP_039450143.1|CPIP	LOC115621914|XP_030371610.1|SLEB
OG0002375	LOC120416343|XP_039434003.1|CPIP	LOC115624037|XP_030374475.1|SLEB
OG0002376	LOC120414302|XP_039431374.1|CPIP	LOC115625993|XP_030377097.1|SLEB
OG0002377	LOC120414304|XP_039431377.1|CPIP	LOC115625060|XP_030375792.1|SLEB
OG0002378	LOC120426574|XP_039447293.1|CPIP	LOC115622674|XP_030372548.1|SLEB
OG0002379	LOC120425772|XP_039446316.1|CPIP	LOC115631570|XP_030384222.1|SLEB
OG0002380	LOC120424705|XP_039444819.1|CPIP	LOC115629361|XP_030381673.1|SLEB
OG0002381	LOC120432390|XP_039453519.1|CPIP	LOC115626713|XP_030378016.1|SLEB
OG0002382	LOC120426818|XP_039447535.1|CPIP	LOC115627104|XP_030378521.1|SLEB
OG0002383	LOC120426827|XP_039447548.1|CPIP	LOC115628329|XP_030380246.1|SLEB
OG0002384	LOC120431525|XP_039452555.1|CPIP, LOC120418785|XP_039437200.1|CPIP, LOC120418839|XP_039437298.1|CPIP	LOC115630231|XP_030382644.1|SLEB
OG0002386	LOC120419452|XP_039438071.1|CPIP	LOC115623844|XP_030374245.1|SLEB
OG0002387	LOC120417667|XP_039435725.1|CPIP	LOC115620570|XP_030369724.1|SLEB
OG0002388	LOC120426320|XP_039447013.1|CPIP	LOC115625272|XP_030376135.1|SLEB
OG0002389	LOC120425212|XP_039445577.1|CPIP	LOC115620296|XP_030369338.1|SLEB
OG0002390	LOC120421608|XP_039440768.1|CPIP	LOC115630543|XP_030383013.1|SLEB
OG0002391	LOC120416973|XP_039434828.1|CPIP	LOC115632949|XP_030386109.1|SLEB
OG0002392	LOC120419110|XP_039437638.1|CPIP	LOC115622399|XP_030372188.1|SLEB
OG0002393	LOC120432181|XP_039453255.1|CPIP	LOC115628294|XP_030380200.1|SLEB
OG0002394	LOC120432201|XP_039453292.1|CPIP	LOC115625219|XP_030376059.1|SLEB, LOC115628109|XP_030379951.1|SLEB
OG0002395	LOC120432165|XP_039453231.1|CPIP	LOC115624348|XP_030374861.1|SLEB
OG0002396	LOC120413852|XP_039430746.1|CPIP	LOC115626919|XP_030378291.1|SLEB
OG0002397	LOC120419717|XP_039438438.1|CPIP, LOC120424009|XP_039443957.1|CPIP	LOC115626081|XP_030377197.1|SLEB
OG0002398	LOC120416749|XP_039434516.1|CPIP, LOC120427911|XP_039448784.1|CPIP	LOC115633420|XP_030386739.1|SLEB
OG0002399	LOC120427919|XP_039448791.1|CPIP	LOC115634456|XP_030388040.1|SLEB, LOC115624813|XP_030375519.1|SLEB
OG0002400	LOC120417067|XP_039434958.1|CPIP	LOC115621720|XP_030371297.1|SLEB, LOC115630023|XP_030382549.1|SLEB
OG0002401	LOC120417110|XP_039435020.1|CPIP, LOC120415889|XP_039433464.1|CPIP	LOC115627918|XP_030379673.1|SLEB
OG0002402	LOC120417504|XP_039435515.1|CPIP	LOC115625287|XP_030376158.1|SLEB
OG0002403	LOC120417531|XP_039435547.1|CPIP	LOC115621324|XP_030370804.1|SLEB
OG0002404	LOC120417503|XP_039435513.1|CPIP	LOC115620509|XP_030369628.1|SLEB
OG0002405	LOC120421244|XP_039440379.1|CPIP	LOC115624222|XP_030374696.1|SLEB
OG0002406	LOC120417335|XP_039435270.1|CPIP	LOC115622115|XP_030371819.1|SLEB
OG0002407	LOC120413756|XP_039430624.1|CPIP	LOC115620394|XP_030369466.1|SLEB
OG0002408	LOC120413753|XP_039430619.1|CPIP, LOC120413777|XP_039430654.1|CPIP	LOC115625056|XP_030375778.1|SLEB
OG0002410	LOC120413937|XP_039430868.1|CPIP	LOC115623956|XP_030374381.1|SLEB
OG0002411	LOC120413072|XP_039429708.1|CPIP	LOC115623530|XP_030373772.1|SLEB
OG0002412	LOC120413056|XP_039429694.1|CPIP	LOC115628660|XP_030380687.1|SLEB
OG0002413	LOC120413062|XP_039429698.1|CPIP	LOC115629846|XP_030382286.1|SLEB
OG0002414	LOC120413065|XP_039429703.1|CPIP	LOC115633056|XP_030386261.1|SLEB
OG0002415	LOC120413068|XP_039429704.1|CPIP, LOC120423283|XP_039442983.1|CPIP	LOC115623387|XP_030373548.1|SLEB
OG0002418	LOC120432324|XP_039453444.1|CPIP, LOC120417865|XP_039436018.1|CPIP	LOC115620589|XP_030369758.1|SLEB
OG0002419	LOC120419334|XP_039437939.1|CPIP, LOC120421352|XP_039440471.1|CPIP	LOC115629362|XP_030381676.1|SLEB
OG0002420	LOC120414018|XP_039430967.1|CPIP	LOC115632828|XP_030385942.1|SLEB, LOC115632827|XP_030385940.1|SLEB
OG0002421	LOC120425950|XP_039446521.1|CPIP	LOC115625415|XP_030376314.1|SLEB
OG0002422	LOC120425902|XP_039446456.1|CPIP	LOC115623520|XP_030373761.1|SLEB
OG0002423	LOC120423429|XP_039443167.1|CPIP	LOC115622335|XP_030372107.1|SLEB
OG0002424	LOC120421718|XP_039440903.1|CPIP	LOC115628016|XP_030379806.1|SLEB
OG0002425	LOC120422248|XP_039441578.1|CPIP	LOC115626778|XP_030378104.1|SLEB
OG0002426	LOC120418236|XP_039436472.1|CPIP, LOC120422710|XP_039442159.1|CPIP	LOC115623080|XP_030373139.1|SLEB
OG0002427	LOC120418259|XP_039436510.1|CPIP, LOC120422748|XP_039442225.1|CPIP	LOC115627865|XP_030379606.1|SLEB
OG0002428	LOC120431600|XP_039452639.1|CPIP	LOC115627112|XP_030378538.1|SLEB
