Orthogroup	DSEC.longest_only	BTRY.longest_only
OG0000879	LOC6610014|XP_002034634.1|DSEC	LOC120771783|XP_039955910.1|BTRY
OG0000880	LOC6619264|XP_002043481.1|DSEC, LOC6605146|XP_002029987.1|DSEC	LOC120774827|XP_039960571.1|BTRY
OG0000882	LOC6617983|XP_032581715.1|DSEC	LOC120774291|XP_039959730.1|BTRY
OG0000883	LOC6618529|XP_002042789.1|DSEC	LOC120776018|XP_039962396.1|BTRY
OG0000884	LOC6613370|XP_032583366.1|DSEC, LOC6619822|XP_032582633.1|DSEC	LOC120775340|XP_039961418.1|BTRY
OG0000885	LOC6620702|XP_032578832.1|DSEC	LOC120774517|XP_039960149.1|BTRY
OG0000886	LOC6613745|XP_032578957.1|DSEC	LOC120766965|XP_039948689.1|BTRY
OG0000887	LOC6617625|XP_032580768.1|DSEC	LOC120773605|XP_039958539.1|BTRY
OG0000888	LOC6610169|XP_032575458.1|DSEC	LOC120776533|XP_039963201.1|BTRY, LOC120777068|XP_039964128.1|BTRY
OG0000889	LOC6616583|XP_032574208.1|DSEC	LOC120778820|XP_039966759.1|BTRY
OG0000890	LOC6615597|XP_002039971.1|DSEC	LOC120772751|XP_039957448.1|BTRY
OG0000891	LOC6617894|XP_002042202.1|DSEC, LOC6617693|XP_032570020.1|DSEC	LOC120769734|XP_039952818.1|BTRY
OG0000892	LOC6605258|XP_032575307.1|DSEC, LOC6616319|XP_002040679.1|DSEC	LOC120779101|XP_039967201.1|BTRY
OG0000893	LOC6614248|XP_002038693.2|DSEC	LOC120766495|XP_039947980.1|BTRY
OG0000894	LOC6614194|XP_002038641.1|DSEC	LOC120782827|XP_039971281.1|BTRY
OG0000895	LOC6609422|XP_002034107.1|DSEC	LOC120772037|XP_039956342.1|BTRY
OG0000896	LOC6609438|XP_002034123.2|DSEC, LOC6612278|XP_002036788.1|DSEC	LOC120775239|XP_039961253.1|BTRY
OG0000897	LOC6617014|XP_002041342.1|DSEC	LOC120782199|XP_039970279.1|BTRY
OG0000897	LOC6617011|XP_002041339.1|DSEC	LOC120782447|XP_039970667.1|BTRY
OG0000898	LOC6609463|XP_002034148.1|DSEC, LOC6615621|XP_002039995.1|DSEC	LOC120766530|XP_039948034.1|BTRY
OG0000899	LOC116801665|XP_032578472.1|DSEC, LOC6607307|XP_002032086.1|DSEC	LOC120766384|XP_039947752.1|BTRY
OG0000900	LOC6615584|XP_002039958.1|DSEC, LOC6615583|XP_002039957.2|DSEC	LOC120770022|XP_039953053.1|BTRY
OG0000901	LOC6615461|XP_002039841.2|DSEC, LOC6615462|XP_002039842.1|DSEC	LOC120770743|XP_039954265.1|BTRY, LOC120770660|XP_039954185.1|BTRY
OG0000902	LOC116802200|XP_032581772.1|DSEC, LOC6620244|XP_032580961.1|DSEC	LOC120773593|XP_039958521.1|BTRY, LOC120777059|XP_039964106.1|BTRY, LOC120776197|XP_039962757.1|BTRY
OG0000903	LOC6611102|XP_002035659.1|DSEC, LOC6611100|XP_002035657.1|DSEC	LOC120778310|XP_039966036.1|BTRY, LOC120777996|XP_039965585.1|BTRY
OG0000904	LOC6610580|XP_002035153.2|DSEC, LOC6610581|XP_002035154.2|DSEC, LOC6610582|XP_002035155.1|DSEC	LOC120778323|XP_039966053.1|BTRY, LOC120777903|XP_039965418.1|BTRY
OG0000907	LOC6615815|XP_002040185.1|DSEC	LOC120772753|XP_039957450.1|BTRY
OG0000909	LOC6607638|XP_002032403.1|DSEC	LOC120766740|XP_039948340.1|BTRY
OG0000910	LOC6606919|XP_002031713.1|DSEC	LOC120773984|XP_039959175.1|BTRY
OG0000911	LOC6609682|XP_002034340.1|DSEC	LOC120772726|XP_039957422.1|BTRY
OG0000912	LOC116801077|XP_032574508.1|DSEC, LOC6605832|XP_032574507.1|DSEC	LOC120776476|XP_039963086.1|BTRY
OG0000913	LOC116801028|XP_032574183.1|DSEC	LOC120777199|XP_039964302.1|BTRY
OG0000913	LOC6605466|XP_032574182.1|DSEC	LOC120777200|XP_039964303.1|BTRY
OG0000914	LOC6608834|XP_002033548.1|DSEC	LOC120772170|XP_039956544.1|BTRY
OG0000915	LOC6609408|XP_002034093.1|DSEC, LOC6612492|XP_002037000.1|DSEC	LOC120772008|XP_039956302.1|BTRY
OG0000916	LOC6611642|XP_032580078.1|DSEC	LOC120767306|XP_039949146.1|BTRY
OG0000917	LOC6611627|XP_032583393.1|DSEC	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC116800465|XP_032571502.1|DSEC, LOC6613207|XP_002037687.2|DSEC	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC6619810|XP_032580254.1|DSEC	LOC120774066|XP_039959306.1|BTRY
OG0000921	LOC6616091|XP_032580964.1|DSEC, LOC6616090|XP_032582357.1|DSEC	LOC120775144|XP_039961106.1|BTRY
OG0000922	LOC6610726|XP_002035292.1|DSEC	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC6618300|XP_002042573.1|DSEC, LOC6607230|XP_032577914.1|DSEC	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC6618584|XP_002042843.1|DSEC	LOC120774845|XP_039960596.1|BTRY
OG0000925	LOC6612909|XP_032578017.1|DSEC, LOC6612908|XP_002037400.1|DSEC	LOC120781343|XP_039969481.1|BTRY
OG0000926	LOC6614154|XP_032577216.1|DSEC, LOC6606220|XP_032577462.1|DSEC	LOC120767371|XP_039949286.1|BTRY
OG0000927	LOC6617059|XP_002041387.1|DSEC, LOC6617062|XP_002041390.1|DSEC	LOC120780354|XP_039968583.1|BTRY
OG0000928	LOC6611773|XP_002036296.1|DSEC, LOC6611772|XP_032571033.1|DSEC	LOC120769523|XP_039952493.1|BTRY, LOC120769611|XP_039952643.1|BTRY
OG0000929	LOC6613114|XP_002037595.1|DSEC, LOC6613113|XP_002037594.1|DSEC	LOC120775118|XP_039961070.1|BTRY, LOC120775117|XP_039961069.1|BTRY, LOC120773596|XP_039958525.1|BTRY
OG0000930	LOC6605864|XP_002030678.1|DSEC, LOC6605865|XP_002030679.1|DSEC	LOC120778002|XP_039965599.1|BTRY
OG0000931	LOC6615664|XP_032572414.1|DSEC, LOC6613649|XP_032577182.1|DSEC	LOC120777343|XP_039964529.1|BTRY
OG0000932	LOC6616250|XP_002040614.2|DSEC	LOC120776427|XP_039963013.1|BTRY, LOC120778429|XP_039966144.1|BTRY
OG0000936	LOC116801584|XP_032577980.1|DSEC, LOC6618499|XP_002042759.1|DSEC	LOC120780309|XP_039968536.1|BTRY
OG0000937	LOC6617126|XP_032579342.1|DSEC	LOC120777080|XP_039964147.1|BTRY, LOC120773775|XP_039958793.1|BTRY, LOC120773372|XP_039958134.1|BTRY
OG0000938	LOC6619597|XP_002043812.1|DSEC	LOC120773905|XP_039959019.1|BTRY
OG0000939	LOC116802135|XP_032581286.1|DSEC, LOC116802146|XP_032581342.1|DSEC, LOC6611576|XP_002036114.1|DSEC, LOC6611582|XP_002036120.1|DSEC	LOC120768922|XP_039951631.1|BTRY
OG0000940	LOC6610338|XP_002034924.1|DSEC	LOC120773988|XP_039959185.1|BTRY
OG0000941	LOC6617464|XP_002041781.1|DSEC	LOC120774258|XP_039959658.1|BTRY
OG0000943	LOC6608698|XP_002033422.1|DSEC	LOC120772195|XP_039956594.1|BTRY
OG0000943	LOC6608699|XP_002033423.1|DSEC	LOC120781099|XP_039969176.1|BTRY
OG0000944	LOC6618481|XP_032581292.1|DSEC	LOC120774959|XP_039960779.1|BTRY
OG0000945	LOC6610272|XP_002034867.1|DSEC, LOC6610271|XP_002034866.1|DSEC	LOC120771938|XP_039956169.1|BTRY
OG0000946	LOC6611600|XP_002036137.1|DSEC	LOC120776694|XP_039963513.1|BTRY
OG0000947	LOC6612995|XP_002037486.1|DSEC	LOC120771371|XP_039955264.1|BTRY
OG0000948	LOC6610640|XP_002035207.1|DSEC	LOC120777806|XP_039965274.1|BTRY
OG0000949	LOC6618660|XP_032581651.1|DSEC	LOC120775099|XP_039961043.1|BTRY, LOC120775098|XP_039961039.1|BTRY
OG0000950	LOC6615018|XP_032580003.1|DSEC, LOC6614277|XP_002038717.2|DSEC	LOC120774043|XP_039959277.1|BTRY
OG0000951	LOC6606663|XP_002031463.1|DSEC	LOC120766831|XP_039948476.1|BTRY
OG0000952	LOC116803404|XP_032583028.1|DSEC, LOC116803447|XP_032583053.1|DSEC, LOC6617705|XP_002042017.1|DSEC, LOC116803451|XP_032583054.1|DSEC	LOC120767446|XP_039949443.1|BTRY
OG0000954	LOC6619176|XP_002043402.1|DSEC	LOC120769033|XP_039951812.1|BTRY, LOC120772942|XP_039957778.1|BTRY
OG0000955	LOC6607575|XP_032579427.1|DSEC	LOC120782758|XP_039971146.1|BTRY
OG0000956	LOC6619058|XP_002043299.1|DSEC, LOC6619062|XP_002043303.1|DSEC	LOC120766814|XP_039948458.1|BTRY
OG0000957	LOC6609710|XP_032571919.1|DSEC, LOC6609709|XP_002034366.1|DSEC	LOC120782518|XP_039970761.1|BTRY
OG0000958	LOC116801391|XP_032576342.1|DSEC, LOC116800455|XP_032571445.1|DSEC	LOC120766545|XP_039948059.1|BTRY
OG0000959	LOC6618346|XP_002042618.1|DSEC, LOC6617095|XP_002041422.1|DSEC	LOC120771314|XP_039955187.1|BTRY
OG0000960	LOC6616021|XP_032581363.1|DSEC	LOC120773794|XP_039958829.1|BTRY, LOC120774284|XP_039959710.1|BTRY, LOC120774285|XP_039959712.1|BTRY, LOC120775769|XP_039962036.1|BTRY, LOC120776181|XP_039962733.1|BTRY, LOC120775791|XP_039962065.1|BTRY, LOC120773810|XP_039958851.1|BTRY, LOC120774512|XP_039960138.1|BTRY
OG0000961	LOC6605848|XP_002030662.1|DSEC, LOC6605845|XP_002030659.1|DSEC	LOC120777076|XP_039964138.1|BTRY
OG0000963	LOC6614871|XP_002039289.1|DSEC	LOC120775027|XP_039960918.1|BTRY
OG0000964	LOC6614881|XP_002039299.1|DSEC, LOC6609407|XP_032571870.1|DSEC	LOC120772372|XP_039956892.1|BTRY
OG0000965	LOC6620465|XP_002044646.1|DSEC	LOC120774944|XP_039960757.1|BTRY
OG0000966	LOC6609068|XP_002033771.1|DSEC, LOC6612914|XP_002037406.2|DSEC	LOC120780240|XP_039968432.1|BTRY
OG0000968	LOC6605972|XP_032574238.1|DSEC	LOC120777684|XP_039965091.1|BTRY
OG0000969	LOC6615281|XP_002039685.1|DSEC, LOC6612946|XP_002037438.1|DSEC	LOC120772178|XP_039956560.1|BTRY
OG0000970	LOC6618721|XP_002042980.1|DSEC	LOC120782451|XP_039970673.1|BTRY
OG0000971	LOC6614440|XP_002038873.1|DSEC	LOC120767365|XP_039949272.1|BTRY
OG0000972	LOC6610964|XP_002035521.1|DSEC, LOC6616140|XP_002040505.1|DSEC	LOC120778464|XP_039966204.1|BTRY
OG0000974	LOC6610698|XP_002035264.1|DSEC	LOC120778085|XP_039965717.1|BTRY, LOC120777154|XP_039964233.1|BTRY
OG0000975	LOC6606813|XP_032576736.1|DSEC	LOC120766642|XP_039948196.1|BTRY, LOC120780233|XP_039968423.1|BTRY
OG0000976	LOC6607264|XP_032577403.1|DSEC	LOC120766854|XP_039948515.1|BTRY
OG0000977	LOC6606297|XP_002031102.2|DSEC	LOC120766485|XP_039947973.1|BTRY
OG0000978	LOC6608510|XP_032571996.1|DSEC, LOC6606843|XP_002031640.1|DSEC	LOC120782225|XP_039970327.1|BTRY
OG0000979	LOC6615565|XP_032571845.1|DSEC, LOC6615541|XP_002039920.1|DSEC, LOC6615437|XP_002039819.1|DSEC, LOC6618229|XP_002042504.1|DSEC, LOC6618212|XP_002042487.1|DSEC, LOC6615523|XP_002039902.2|DSEC	LOC120774996|XP_039960852.1|BTRY, LOC120770182|XP_039953345.1|BTRY, LOC120770197|XP_039953376.1|BTRY
OG0000980	LOC6617105|XP_002041432.2|DSEC, LOC6607525|XP_002032294.1|DSEC	LOC120775229|XP_039961240.1|BTRY
OG0000982	LOC6606782|XP_002031579.1|DSEC, LOC116801427|XP_032576743.1|DSEC, LOC116801409|XP_032576561.1|DSEC	LOC120782846|XP_039971307.1|BTRY
OG0000983	LOC116803251|XP_032582998.1|DSEC	LOC120782103|XP_039970182.1|BTRY
OG0000983	LOC116801268|XP_032575538.1|DSEC, LOC116801267|XP_032575537.1|DSEC	LOC120768716|XP_039951421.1|BTRY
OG0000984	LOC6619729|XP_032578118.1|DSEC, LOC6613597|XP_002038066.2|DSEC	LOC120769658|XP_039952700.1|BTRY, LOC120768844|XP_039951530.1|BTRY
OG0000985	LOC6609651|XP_032573059.1|DSEC, LOC116800704|XP_032573060.1|DSEC	LOC120775965|XP_039962311.1|BTRY
OG0000986	LOC6614392|XP_002038829.1|DSEC, LOC6619315|XP_032578676.1|DSEC	LOC120775342|XP_039961421.1|BTRY
OG0000988	LOC6617686|XP_002041998.2|DSEC	LOC120774608|XP_039960269.1|BTRY
OG0000990	LOC6618696|XP_002042955.1|DSEC, LOC6615014|XP_002039431.1|DSEC	LOC120775802|XP_039962082.1|BTRY
OG0000991	LOC6619823|XP_032582639.1|DSEC	LOC120773913|XP_039959037.1|BTRY
OG0000992	LOC6608511|XP_002033245.1|DSEC, LOC6607556|XP_032577108.1|DSEC	LOC120766585|XP_039948118.1|BTRY
OG0000993	LOC6612814|XP_002037315.1|DSEC, LOC6612813|XP_002037314.1|DSEC	LOC120766443|XP_039947885.1|BTRY
OG0000994	LOC6612314|XP_002036824.1|DSEC	LOC120774451|XP_039960033.1|BTRY
OG0000995	LOC6606093|XP_002030902.1|DSEC, LOC116802021|XP_032580766.1|DSEC, LOC6619930|XP_002044143.1|DSEC	LOC120770927|XP_039954564.1|BTRY
OG0000996	LOC6608733|XP_002033456.2|DSEC	LOC120772365|XP_039956867.1|BTRY
OG0000997	LOC6608935|XP_032571774.1|DSEC	LOC120772829|XP_039957569.1|BTRY
OG0000998	LOC6621276|XP_032573674.1|DSEC	LOC120776851|XP_039963827.1|BTRY
OG0000999	LOC6615673|XP_002040044.1|DSEC, LOC6615898|XP_002040268.1|DSEC	LOC120775153|XP_039961124.1|BTRY
OG0001000	LOC116802433|XP_032582803.1|DSEC	LOC120771125|XP_039954911.1|BTRY
OG0001001	LOC6609276|XP_032572227.1|DSEC	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY
OG0001002	LOC6614556|XP_002038984.2|DSEC	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY
OG0001003	LOC6620475|XP_002044681.1|DSEC, LOC116800331|XP_032570320.1|DSEC	LOC120780628|XP_039968822.1|BTRY
OG0001004	LOC6620038|XP_002044250.1|DSEC, LOC6607065|XP_002031853.1|DSEC	LOC120768659|XP_039951375.1|BTRY
OG0001005	LOC6614645|XP_002039072.1|DSEC, LOC116802128|XP_032581252.1|DSEC	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY
OG0001006	LOC6606329|XP_002031134.1|DSEC, LOC6605347|XP_002030182.1|DSEC	LOC120778528|XP_039966304.1|BTRY
OG0001007	LOC6613009|XP_032571832.1|DSEC	LOC120770143|XP_039953266.1|BTRY
OG0001008	LOC6618753|XP_002043011.1|DSEC, LOC6617907|XP_002042214.1|DSEC	LOC120773872|XP_039958959.1|BTRY
OG0001009	LOC6620892|XP_002045084.2|DSEC, LOC6617022|XP_032578844.1|DSEC	LOC120769372|XP_039952270.1|BTRY
OG0001010	LOC6619744|XP_002043959.2|DSEC, LOC6617204|XP_002041531.1|DSEC	LOC120775679|XP_039961905.1|BTRY
OG0001011	LOC6618432|XP_032582690.1|DSEC, LOC6614507|XP_002038938.1|DSEC	LOC120773435|XP_039958250.1|BTRY
OG0001012	LOC6619947|XP_002044159.1|DSEC, LOC6619948|XP_002044160.2|DSEC	LOC120774884|XP_039960674.1|BTRY
OG0001013	LOC6605364|XP_032576099.1|DSEC, LOC6616254|XP_032574596.1|DSEC	LOC120778431|XP_039966146.1|BTRY
OG0001019	LOC6617123|XP_002041450.2|DSEC	LOC120768043|XP_039950528.1|BTRY
OG0001020	LOC6615137|XP_032581956.1|DSEC	LOC120774455|XP_039960038.1|BTRY
OG0001022	LOC6606986|XP_002031778.1|DSEC, LOC6619991|XP_002044203.1|DSEC	LOC120773537|XP_039958428.1|BTRY
OG0001024	LOC6617108|XP_032579182.1|DSEC	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY
OG0001025	LOC6605410|XP_002030243.1|DSEC	LOC120777934|XP_039965452.1|BTRY
OG0001026	LOC6608092|XP_032570255.1|DSEC	LOC120772050|XP_039956356.1|BTRY
OG0001027	LOC6618348|XP_002042620.1|DSEC	LOC120776634|XP_039963386.1|BTRY
OG0001028	LOC6611347|XP_002035893.1|DSEC	LOC120768384|XP_039950984.1|BTRY
OG0001029	LOC6608579|XP_032570102.1|DSEC	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY
OG0001031	LOC6619338|XP_032583163.1|DSEC	LOC120767909|XP_039950196.1|BTRY
OG0001032	LOC6620695|XP_002044899.1|DSEC, LOC6621234|XP_002045411.1|DSEC, LOC6620696|XP_002044898.2|DSEC, LOC6620697|XP_002044897.2|DSEC, LOC6620520|XP_032571457.1|DSEC	LOC120769657|XP_039952697.1|BTRY
OG0001033	LOC6616612|XP_002040969.2|DSEC	LOC120776198|XP_039962758.1|BTRY
OG0001034	LOC6605606|XP_002030424.1|DSEC	LOC120776405|XP_039962960.1|BTRY
OG0001042	LOC6612924|XP_002037416.1|DSEC	LOC120766294|XP_039947631.1|BTRY
OG0001043	LOC116802168|XP_032581465.1|DSEC	LOC120773939|XP_039959085.1|BTRY
OG0001044	LOC6608046|XP_032571244.1|DSEC	LOC120772078|XP_039956406.1|BTRY
OG0001045	LOC6609232|XP_032572772.1|DSEC	LOC120771366|XP_039955259.1|BTRY
OG0001046	LOC6609647|XP_002034321.1|DSEC, LOC6609648|XP_002034322.1|DSEC	LOC120772292|XP_039956736.1|BTRY
OG0001047	LOC6609010|XP_002033715.1|DSEC	LOC120775588|XP_039961758.1|BTRY
OG0001048	LOC6615445|XP_002039827.1|DSEC	LOC120771827|XP_039955990.1|BTRY
OG0001049	LOC6610803|XP_032574486.1|DSEC	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY
OG0001050	LOC6605984|XP_032574052.1|DSEC	LOC120779126|XP_039967254.1|BTRY
OG0001051	LOC6611855|XP_002036377.1|DSEC	LOC120768315|XP_039950889.1|BTRY
OG0001052	LOC6611669|XP_002036204.1|DSEC	LOC120769148|XP_039951957.1|BTRY
OG0001053	LOC6612514|XP_032582127.1|DSEC, LOC116802029|XP_032580820.1|DSEC	LOC120775161|XP_039961142.1|BTRY
OG0001054	LOC6607495|XP_002032264.1|DSEC, LOC6607494|XP_002032263.1|DSEC	LOC120766864|XP_039948529.1|BTRY
OG0001056	LOC6614525|XP_002038956.1|DSEC, LOC6620726|XP_032581188.1|DSEC	LOC120774352|XP_039959871.1|BTRY
OG0001057	LOC116803371|XP_032583008.1|DSEC, LOC6611805|XP_002036327.1|DSEC	LOC120771984|XP_039956272.1|BTRY
OG0001058	LOC6618566|XP_002042825.2|DSEC	LOC120775740|XP_039961994.1|BTRY
OG0001059	LOC6619415|XP_032575640.1|DSEC, LOC6619348|XP_002043565.1|DSEC	LOC120776620|XP_039963350.1|BTRY
OG0001060	LOC6616845|XP_002041181.1|DSEC	LOC120779355|XP_039967486.1|BTRY
OG0001061	LOC6621199|XP_002045375.1|DSEC, LOC6606997|XP_002031786.1|DSEC	LOC120770218|XP_039953435.1|BTRY
OG0001062	LOC6614037|XP_002038491.2|DSEC, LOC6614130|XP_032578487.1|DSEC	LOC120782771|XP_039971176.1|BTRY
OG0001063	LOC116802003|XP_032580671.1|DSEC, LOC6618613|XP_002042872.1|DSEC	LOC120772484|XP_039957065.1|BTRY
OG0001064	LOC6618553|XP_002042810.2|DSEC, LOC6619007|XP_002043252.1|DSEC	LOC120773583|XP_039958504.1|BTRY
OG0001065	LOC6608429|XP_032571078.1|DSEC	LOC120778421|XP_039966137.1|BTRY
OG0001072	LOC6605344|XP_002030179.1|DSEC	LOC120774505|XP_039960119.1|BTRY
OG0001073	LOC6617087|XP_002041414.2|DSEC	LOC120778527|XP_039966303.1|BTRY
OG0001074	LOC6608973|XP_032571685.1|DSEC	LOC120772719|XP_039957401.1|BTRY
OG0001075	LOC6604868|XP_032574941.1|DSEC	LOC120777283|XP_039964426.1|BTRY
OG0001077	LOC6621163|XP_002045341.1|DSEC	LOC120780641|XP_039968840.1|BTRY
OG0001078	LOC6614898|XP_002039315.1|DSEC	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC6610748|XP_002035314.1|DSEC	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC6610285|XP_002034880.2|DSEC	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC6619032|XP_002043277.1|DSEC	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC6621745|XP_032572277.1|DSEC	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC6604873|XP_032573381.1|DSEC	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC6607881|XP_002032635.1|DSEC	LOC120770056|XP_039953109.1|BTRY
OG0001085	LOC6619129|XP_032572986.1|DSEC	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC6606987|XP_002031779.1|DSEC, LOC6613005|XP_002037495.1|DSEC	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC6604959|XP_002029802.1|DSEC	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC6610761|XP_032576065.1|DSEC	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC6610668|XP_002035235.1|DSEC	LOC120777604|XP_039964976.1|BTRY
OG0001092	LOC6619942|XP_002044154.1|DSEC, LOC6611331|XP_002035878.1|DSEC	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC6611264|XP_032583748.1|DSEC	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC6611254|XP_032578107.1|DSEC	LOC120769521|XP_039952492.1|BTRY, LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC6609917|XP_002034567.1|DSEC	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC6614585|XP_002039013.1|DSEC	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC116802437|XP_032582804.1|DSEC	LOC120780020|XP_039968237.1|BTRY
OG0001098	LOC6605318|XP_032575605.1|DSEC	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY
OG0001099	LOC6616400|XP_032574808.1|DSEC	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC6620436|XP_032573194.1|DSEC	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC6609547|XP_002034230.1|DSEC	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC6605658|XP_002030476.1|DSEC	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC6616866|XP_002041202.1|DSEC	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC6615029|XP_032582536.1|DSEC, LOC6608773|XP_002033494.1|DSEC	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC6620279|XP_032579869.1|DSEC	LOC120779428|XP_039967578.1|BTRY
OG0001107	LOC116800435|XP_032571264.1|DSEC	LOC120780409|XP_039968625.1|BTRY, LOC120781937|XP_039970040.1|BTRY, LOC120780445|XP_039968653.1|BTRY
OG0001108	LOC6607745|XP_002032508.1|DSEC, LOC6607738|XP_002032501.1|DSEC	LOC120766988|XP_039948725.1|BTRY
OG0001111	LOC6615605|XP_002039979.1|DSEC, LOC6615604|XP_032573024.1|DSEC	LOC120772765|XP_039957473.1|BTRY
OG0001112	LOC6615677|XP_032572478.1|DSEC	LOC120774904|XP_039960706.1|BTRY
OG0001118	LOC6620014|XP_002044226.1|DSEC, LOC6621043|XP_032580767.1|DSEC	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC6620502|XP_032574842.1|DSEC	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC6607524|XP_032579390.1|DSEC	LOC120775222|XP_039961227.1|BTRY
OG0001122	LOC6610270|XP_032575944.1|DSEC	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC6616817|XP_002041154.1|DSEC, LOC6621741|XP_032578706.1|DSEC, LOC6616818|XP_032578704.1|DSEC, LOC116801703|XP_032578703.1|DSEC	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC6619263|XP_032577646.1|DSEC	LOC120777575|XP_039964914.1|BTRY
OG0001126	LOC6610901|XP_032575484.1|DSEC	LOC120777048|XP_039964093.1|BTRY
OG0001127	LOC6605374|XP_002030207.1|DSEC	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC6609715|XP_002034372.2|DSEC	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC6613544|XP_032570016.1|DSEC	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC6611882|XP_002036400.1|DSEC, LOC116803403|XP_032583027.1|DSEC	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC6619476|XP_032579721.1|DSEC	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC6618124|XP_002042422.1|DSEC	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC6609982|XP_032570708.1|DSEC	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC6606451|XP_002031254.1|DSEC	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC6607153|XP_032576352.1|DSEC	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC6607284|XP_002032063.1|DSEC	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC6610283|XP_002034878.1|DSEC	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC6605517|XP_002030350.1|DSEC	LOC120778625|XP_039966443.1|BTRY
OG0001140	LOC6607465|XP_002032234.1|DSEC, LOC116803411|XP_032583034.1|DSEC	LOC120771154|XP_039954969.1|BTRY
OG0001141	LOC6619204|XP_002043425.1|DSEC	LOC120767382|XP_039949314.1|BTRY, LOC120770233|XP_039953495.1|BTRY, LOC120770039|XP_039953121.1|BTRY, LOC120766600|XP_039948139.1|BTRY
OG0001142	LOC6619234|XP_032576552.1|DSEC	LOC120782306|XP_039970451.1|BTRY
OG0001142	LOC6619235|XP_002043454.1|DSEC	LOC120782046|XP_039970158.1|BTRY
OG0001143	LOC6611292|XP_002035839.1|DSEC	LOC120769261|XP_039952099.1|BTRY
OG0001144	LOC6614335|XP_032577165.1|DSEC, LOC6609479|XP_032570899.1|DSEC	LOC120772233|XP_039956658.1|BTRY
OG0001145	LOC6608384|XP_032571025.1|DSEC, LOC6608385|XP_032571026.1|DSEC	LOC120771990|XP_039956280.1|BTRY
OG0001146	LOC6617866|XP_002042174.1|DSEC, LOC6620159|XP_032581326.1|DSEC	LOC120778757|XP_039966668.1|BTRY
OG0001153	LOC6615786|XP_032570304.1|DSEC, LOC6605769|XP_002030584.1|DSEC	LOC120771498|XP_039955480.1|BTRY
