Orthogroup	DSEC.longest_only	AEAL.longest_only
OG0001028	LOC6611347|XP_002035893.1|DSEC	LOC115270178|XP_029735284.1|AEAL, LOC115269720|XP_029734404.1|AEAL, LOC109428739|XP_019560110.2|AEAL, LOC109424262|XP_029734403.1|AEAL, LOC115270179|XP_029735285.1|AEAL, LOC109428720|XP_019560089.1|AEAL, LOC115269722|XP_029734407.1|AEAL, LOC109426302|XP_019557307.2|AEAL
OG0001029	LOC6608579|XP_032570102.1|DSEC	LOC115262551|XP_029720817.1|AEAL, LOC109402256|XP_029732840.1|AEAL, LOC109417933|XP_029730316.1|AEAL, LOC115265333|XP_029725778.1|AEAL, LOC115267193|XP_029729925.1|AEAL
OG0001031	LOC6619338|XP_032583163.1|DSEC	LOC115255160|XP_029708926.1|AEAL, LOC109428100|XP_029708906.1|AEAL, LOC109427628|XP_029708460.1|AEAL
OG0001032	LOC6620695|XP_002044899.1|DSEC, LOC6621234|XP_002045411.1|DSEC, LOC6620696|XP_002044898.2|DSEC, LOC6620697|XP_002044897.2|DSEC, LOC6620520|XP_032571457.1|DSEC	LOC109421539|XP_019551606.2|AEAL
OG0001033	LOC6616612|XP_002040969.2|DSEC	LOC109412633|XP_029724452.1|AEAL, LOC109415901|XP_029724407.1|AEAL
OG0001042	LOC6612924|XP_002037416.1|DSEC	LOC109421990|XP_019552169.2|AEAL, LOC115256355|XP_029710555.1|AEAL, LOC109421988|XP_019552167.2|AEAL, LOC115256356|XP_029710556.1|AEAL, LOC115257006|XP_029712097.1|AEAL, LOC115256354|XP_029710554.1|AEAL, LOC109421989|XP_019552168.2|AEAL
OG0001043	LOC116802168|XP_032581465.1|DSEC	LOC109427671|XP_019558802.2|AEAL, LOC109427670|XP_019558801.2|AEAL, LOC109431443|XP_019563193.2|AEAL
OG0001044	LOC6608046|XP_032571244.1|DSEC	LOC109425483|XP_019556293.2|AEAL, LOC109425494|XP_019556300.2|AEAL, LOC115258407|XP_029714358.1|AEAL, LOC109410267|XP_029728717.1|AEAL
OG0001045	LOC6609232|XP_032572772.1|DSEC	LOC109416372|XP_019545957.2|AEAL, LOC115263417|XP_029722567.1|AEAL, LOC109430046|XP_019561618.2|AEAL, LOC115267355|XP_029730165.1|AEAL, LOC109416371|XP_019545956.2|AEAL, LOC115263411|XP_029722558.1|AEAL, LOC109416370|XP_019545955.1|AEAL, LOC109430045|XP_029730166.1|AEAL
OG0001046	LOC6609647|XP_002034321.1|DSEC, LOC6609648|XP_002034322.1|DSEC	LOC115264336|XP_029723865.1|AEAL, LOC109414894|XP_019544283.1|AEAL
OG0001047	LOC6609010|XP_002033715.1|DSEC	LOC109409491|XP_019538493.2|AEAL
OG0001049	LOC6610803|XP_032574486.1|DSEC	LOC109400687|XP_029734861.1|AEAL, LOC109404591|XP_029734927.1|AEAL
OG0001050	LOC6605984|XP_032574052.1|DSEC	LOC109399473|XP_029735713.1|AEAL, LOC109398008|XP_029714089.1|AEAL
OG0001052	LOC6611669|XP_002036204.1|DSEC	LOC115253443|XP_029727442.1|AEAL, LOC109430157|XP_029718246.1|AEAL
OG0001053	LOC6612514|XP_032582127.1|DSEC, LOC116802029|XP_032580820.1|DSEC	LOC109426359|XP_019557368.2|AEAL, LOC109621627|XP_029707852.1|AEAL
OG0001054	LOC6607495|XP_002032264.1|DSEC, LOC6607494|XP_002032263.1|DSEC	LOC109419219|XP_019548976.2|AEAL
OG0001055	LOC6606789|XP_002031586.2|DSEC, LOC6606788|XP_002031585.2|DSEC	LOC109415804|XP_029727885.1|AEAL
OG0001056	LOC6614525|XP_002038956.1|DSEC, LOC6620726|XP_032581188.1|DSEC	LOC115261503|XP_029719096.1|AEAL, LOC109404499|XP_019532938.1|AEAL
OG0001057	LOC116803371|XP_032583008.1|DSEC, LOC6611805|XP_002036327.1|DSEC	LOC109404972|XP_029719253.1|AEAL, LOC109416171|XP_029719194.1|AEAL
OG0001058	LOC6618566|XP_002042825.2|DSEC	LOC109399531|XP_029724170.1|AEAL, LOC115254137|XP_029724585.1|AEAL
OG0001059	LOC6619348|XP_002043565.1|DSEC	LOC109426376|XP_019557394.2|AEAL
OG0001060	LOC6616845|XP_002041181.1|DSEC	LOC109405658|XP_019534272.1|AEAL
OG0001073	LOC6617087|XP_002041414.2|DSEC	LOC115267820|XP_029731081.1|AEAL, LOC109415486|XP_019544914.2|AEAL, LOC109402626|XP_029711922.1|AEAL, LOC109402627|XP_019530875.2|AEAL, LOC109415428|XP_029729800.1|AEAL, LOC115269640|XP_029734333.1|AEAL, LOC109402620|XP_029710631.1|AEAL, LOC109406617|XP_029708405.1|AEAL
OG0001074	LOC6608973|XP_032571685.1|DSEC	LOC109403697|XP_019532090.2|AEAL, LOC115267914|XP_029731428.1|AEAL
OG0001078	LOC6614898|XP_002039315.1|DSEC	LOC115264182|XP_029723477.1|AEAL, LOC109411507|XP_019540591.1|AEAL, LOC109400580|XP_019528610.2|AEAL, LOC109404918|XP_019533415.2|AEAL
OG0001079	LOC6610748|XP_002035314.1|DSEC	LOC109410372|XP_019539467.2|AEAL, LOC109621707|XP_029726178.1|AEAL
OG0001080	LOC6610285|XP_002034880.2|DSEC	LOC109622562|XP_029726246.1|AEAL, LOC109409585|XP_019538590.2|AEAL
OG0001081	LOC6619032|XP_002043277.1|DSEC	LOC109622423|XP_019932295.2|AEAL, LOC109419710|XP_019549526.2|AEAL, LOC109398194|XP_019526055.2|AEAL
OG0001082	LOC6621745|XP_032572277.1|DSEC	LOC109399245|XP_019527227.2|AEAL
OG0001083	LOC6604873|XP_032573381.1|DSEC	LOC109407765|XP_019536486.2|AEAL
OG0001084	LOC6607881|XP_002032635.1|DSEC	LOC109424102|XP_029736069.1|AEAL, LOC109397337|XP_029725752.1|AEAL, LOC109420256|XP_029725771.1|AEAL
OG0001085	LOC6619129|XP_032572986.1|DSEC	LOC109414723|XP_029725648.1|AEAL
OG0001086	LOC6606987|XP_002031779.1|DSEC, LOC6613005|XP_002037495.1|DSEC	LOC109408016|XP_019536778.2|AEAL, LOC109405149|XP_019533711.2|AEAL
OG0001087	LOC6612138|XP_032569915.1|DSEC, LOC6612140|XP_002036657.1|DSEC	LOC115270026|XP_029734800.1|AEAL, LOC109400725|XP_029734785.1|AEAL
OG0001088	LOC6604959|XP_002029802.1|DSEC	LOC115263103|XP_029721877.1|AEAL, LOC115263115|XP_029721895.1|AEAL, LOC115263109|XP_029721883.1|AEAL, LOC109407426|XP_029721882.1|AEAL, LOC115263134|XP_029721913.1|AEAL, LOC109416571|XP_029721896.1|AEAL, LOC109407455|XP_029721897.1|AEAL, LOC109416717|XP_019546318.2|AEAL
OG0001089	LOC6610761|XP_032576065.1|DSEC	LOC115260094|XP_029716823.1|AEAL, LOC115253512|XP_029721729.1|AEAL, LOC109422350|XP_019552623.1|AEAL
OG0001090	LOC6610668|XP_002035235.1|DSEC	LOC109417188|XP_029735699.1|AEAL, LOC109403072|XP_029735785.1|AEAL, LOC109417186|XP_019546855.1|AEAL, LOC109403060|XP_019531341.2|AEAL, LOC115270379|XP_029735783.1|AEAL
OG0001092	LOC6619942|XP_002044154.1|DSEC	LOC115256840|XP_029711720.1|AEAL
OG0001092	LOC6611331|XP_002035878.1|DSEC	LOC109432899|XP_029711857.1|AEAL, LOC109401392|XP_029711689.1|AEAL
OG0001093	LOC6611264|XP_032583748.1|DSEC	LOC115255689|XP_029709649.1|AEAL, LOC115256844|XP_029711726.1|AEAL, LOC109401413|XP_019529510.2|AEAL, LOC109432909|XP_029711686.1|AEAL, LOC115255608|XP_029709560.1|AEAL, LOC109432911|XP_019564823.2|AEAL, LOC115255616|XP_029709563.1|AEAL, LOC109401418|XP_019529516.2|AEAL
OG0001094	LOC6611254|XP_032578107.1|DSEC	LOC109411260|XP_029715429.1|AEAL
OG0001095	LOC6609917|XP_002034567.1|DSEC	LOC109400349|XP_019528393.2|AEAL, LOC109425168|XP_019555961.2|AEAL, LOC109425169|XP_019555962.2|AEAL, LOC109400327|XP_029724842.1|AEAL
OG0001096	LOC6614585|XP_002039013.1|DSEC	LOC109419064|XP_029729383.1|AEAL
OG0001097	LOC116802437|XP_032582804.1|DSEC	LOC109430129|XP_019561705.2|AEAL
OG0001099	LOC6616400|XP_032574808.1|DSEC	LOC109410717|XP_019539784.2|AEAL, LOC109410888|XP_019539938.2|AEAL
OG0001100	LOC6620436|XP_032573194.1|DSEC	LOC115253514|XP_029713236.1|AEAL, LOC115253664|XP_029713173.1|AEAL, LOC115253516|XP_029713150.1|AEAL, LOC109403404|XP_019531773.1|AEAL
OG0001101	LOC6609547|XP_002034230.1|DSEC	LOC109413581|XP_029721348.1|AEAL, LOC109401225|XP_029721397.1|AEAL
OG0001102	LOC6605658|XP_002030476.1|DSEC	LOC115260338|XP_029717128.1|AEAL, LOC115262668|XP_029721131.1|AEAL, LOC115260337|XP_029717127.1|AEAL, LOC109427048|XP_029721143.1|AEAL, LOC109623359|XP_029721142.1|AEAL, LOC115254044|XP_029717123.1|AEAL
OG0001103	LOC6616866|XP_002041202.1|DSEC	LOC109400467|XP_019528553.2|AEAL, LOC109399676|XP_029709872.1|AEAL
OG0001104	LOC6608813|XP_002033527.1|DSEC	LOC109410655|XP_019539733.2|AEAL
OG0001105	LOC6615029|XP_032582536.1|DSEC, LOC6608773|XP_002033494.1|DSEC	LOC109433502|XP_019565483.1|AEAL
OG0001106	LOC6620279|XP_032579869.1|DSEC	LOC115268047|XP_029731820.1|AEAL, LOC109426030|XP_019557013.2|AEAL
OG0001107	LOC116800435|XP_032571264.1|DSEC	LOC115261134|XP_029718359.1|AEAL
OG0001118	LOC6620014|XP_002044226.1|DSEC, LOC6621043|XP_032580767.1|DSEC	LOC109405086|XP_019533629.2|AEAL
OG0001119	LOC6620502|XP_032574842.1|DSEC	LOC109432294|XP_029731051.1|AEAL, LOC115267805|XP_029730993.1|AEAL, LOC115257422|XP_029712864.1|AEAL, LOC109429947|XP_029712758.1|AEAL, LOC115257901|XP_029713739.1|AEAL, LOC115253994|XP_029713240.1|AEAL
OG0001120	LOC6607524|XP_032579390.1|DSEC, LOC116801801|XP_032579392.1|DSEC	LOC109417417|XP_029720341.1|AEAL, LOC109417254|XP_019546912.2|AEAL
OG0001121	LOC6619188|XP_032572791.1|DSEC	LOC109407731|XP_029726202.1|AEAL
OG0001122	LOC6610270|XP_032575944.1|DSEC	LOC109413987|XP_029722586.1|AEAL, LOC109399190|XP_029726592.1|AEAL, LOC115263429|XP_029722579.1|AEAL
OG0001124	LOC6616817|XP_002041154.1|DSEC, LOC6621741|XP_032578706.1|DSEC, LOC6616818|XP_032578704.1|DSEC, LOC116801703|XP_032578703.1|DSEC	LOC115265347|XP_029725891.1|AEAL, LOC109411808|XP_029725926.1|AEAL
OG0001125	LOC6619263|XP_032577646.1|DSEC	LOC109410772|XP_029735056.1|AEAL, LOC109413498|XP_029735037.1|AEAL, LOC109410773|XP_019539847.2|AEAL, LOC115270118|XP_029735038.1|AEAL
OG0001127	LOC6605374|XP_002030207.1|DSEC	LOC109621888|XP_019931640.2|AEAL, LOC115264385|XP_029723890.1|AEAL, LOC115268238|XP_029732151.1|AEAL
OG0001128	LOC6609715|XP_002034372.2|DSEC	LOC115266684|XP_029729067.1|AEAL, LOC109416688|XP_029729068.1|AEAL, LOC115266601|XP_029728908.1|AEAL, LOC109416502|XP_029728895.1|AEAL, LOC109397551|XP_029714755.1|AEAL, LOC109622814|XP_029714606.1|AEAL
OG0001129	LOC6613544|XP_032570016.1|DSEC	LOC109428271|XP_029728520.1|AEAL, LOC109427952|XP_029728323.1|AEAL
OG0001131	LOC6619476|XP_032579721.1|DSEC	LOC109429432|XP_029724808.1|AEAL, LOC109425149|XP_029724806.1|AEAL, LOC109425152|XP_019555932.2|AEAL
OG0001133	LOC6618124|XP_002042422.1|DSEC	LOC109397492|XP_029708982.1|AEAL, LOC115253723|XP_029708997.1|AEAL, LOC115255215|XP_029709017.1|AEAL, LOC109419916|XP_029708969.1|AEAL
OG0001134	LOC6609982|XP_032570708.1|DSEC	LOC109419129|XP_029722343.1|AEAL, LOC115259937|XP_029716596.1|AEAL
OG0001135	LOC6606451|XP_002031254.1|DSEC	LOC109399742|XP_019527803.2|AEAL, LOC109402037|XP_019530186.2|AEAL
OG0001136	LOC6607153|XP_032576352.1|DSEC	LOC109409584|XP_029732462.1|AEAL, LOC115268460|XP_029732317.1|AEAL, LOC115268457|XP_029732304.1|AEAL
OG0001137	LOC6607284|XP_002032063.1|DSEC	LOC109406162|XP_019534775.1|AEAL, LOC109401796|XP_019529955.1|AEAL
OG0001138	LOC6610283|XP_002034878.1|DSEC	LOC109397776|XP_029712084.1|AEAL
OG0001139	LOC6605517|XP_002030350.1|DSEC	LOC109412044|XP_019541231.2|AEAL
OG0001153	LOC6615786|XP_032570304.1|DSEC, LOC6605769|XP_002030584.1|DSEC	LOC115256680|XP_029711441.1|AEAL, LOC115256405|XP_029710746.1|AEAL, LOC109427540|XP_019558650.2|AEAL
OG0001154	LOC6611903|XP_002036420.1|DSEC	LOC109407226|XP_029715238.1|AEAL
OG0001155	LOC6612254|XP_032580183.1|DSEC	LOC115256383|XP_029710639.1|AEAL
OG0001157	LOC6606561|XP_032576532.1|DSEC	LOC109431516|XP_029717886.1|AEAL
OG0001158	LOC6613485|XP_032572790.1|DSEC	LOC109423923|XP_029727260.1|AEAL, LOC109404799|XP_029727300.1|AEAL
OG0001159	LOC6612691|XP_032576251.1|DSEC	LOC109431943|XP_029712536.1|AEAL
OG0001160	LOC6614318|XP_002038758.1|DSEC	LOC109400071|XP_029707703.1|AEAL, LOC109621624|XP_029707671.1|AEAL
OG0001161	LOC6606454|XP_032578342.1|DSEC	LOC115254369|XP_029707719.1|AEAL, LOC115253583|XP_029707712.1|AEAL, LOC109400045|XP_029707645.1|AEAL
OG0001162	LOC6607098|XP_002031886.1|DSEC	LOC109623099|XP_029710000.1|AEAL, LOC115255934|XP_029710012.1|AEAL, LOC109416877|XP_029709999.1|AEAL
OG0001164	LOC6607376|XP_002032149.1|DSEC	LOC115267183|XP_029729911.1|AEAL, LOC109405410|XP_029712594.1|AEAL
OG0001165	LOC6615701|XP_002040072.1|DSEC	LOC109405429|XP_019534039.2|AEAL
OG0001167	LOC6608482|XP_032572231.1|DSEC	LOC115255807|XP_029709842.1|AEAL, LOC109419700|XP_029733501.1|AEAL
OG0001168	LOC6609751|XP_002034405.1|DSEC	LOC109417813|XP_029725483.1|AEAL
OG0001169	LOC6618060|XP_002042358.2|DSEC	LOC109408420|XP_029732437.1|AEAL, LOC109413933|XP_029711888.1|AEAL, LOC109622074|XP_019931859.2|AEAL
OG0001170	LOC6607560|XP_002032329.1|DSEC	LOC115263120|XP_029721900.1|AEAL, LOC115263304|XP_029722372.1|AEAL, LOC115263051|XP_029721840.1|AEAL, LOC115263048|XP_029721836.1|AEAL, LOC115263052|XP_029721841.1|AEAL, LOC115263049|XP_029721837.1|AEAL
OG0001171	LOC6604935|XP_032573212.1|DSEC	LOC109407435|XP_029729637.1|AEAL, LOC115263136|XP_029721917.1|AEAL, LOC109416468|XP_029722351.1|AEAL, LOC115263279|XP_029722277.1|AEAL, LOC115263132|XP_029721911.1|AEAL
OG0001172	LOC6615404|XP_002039786.1|DSEC	LOC109399467|XP_019527449.2|AEAL, LOC109398011|XP_019525891.2|AEAL
OG0001173	LOC6619511|XP_002043726.1|DSEC	LOC109414269|XP_019543634.2|AEAL
OG0001174	LOC6611003|XP_032574783.1|DSEC	LOC115266579|XP_029728830.1|AEAL, LOC109411127|XP_019540126.1|AEAL
OG0001175	LOC6609649|XP_002034323.1|DSEC	LOC109421575|XP_029728219.1|AEAL, LOC109407055|XP_029728223.1|AEAL
OG0001176	LOC6609123|XP_002033825.1|DSEC	LOC109428218|XP_019559461.2|AEAL, LOC115263988|XP_029723149.1|AEAL, LOC115263993|XP_029723154.1|AEAL, LOC109427899|XP_019559052.2|AEAL
OG0001177	LOC6614482|XP_032583259.1|DSEC	LOC109411712|XP_029720229.1|AEAL
OG0001178	LOC6615264|XP_032570988.1|DSEC	LOC109419741|XP_029708593.1|AEAL
OG0001179	LOC6608677|XP_032570874.1|DSEC	LOC109427566|XP_019558681.2|AEAL
OG0001180	LOC6620290|XP_032579845.1|DSEC	LOC115262179|XP_029720337.1|AEAL, LOC109411694|XP_029720243.1|AEAL
OG0001181	LOC6605753|XP_032575649.1|DSEC	LOC109414185|XP_019543512.1|AEAL
OG0001182	LOC6607582|XP_032577982.1|DSEC	LOC109401498|XP_029725010.1|AEAL, LOC109431750|XP_029724953.1|AEAL, LOC109401450|XP_029725022.1|AEAL, LOC109431749|XP_029724962.1|AEAL
OG0001183	LOC6606805|XP_032577379.1|DSEC	LOC109405001|XP_029727177.1|AEAL
OG0001185	LOC116801623|XP_032578261.1|DSEC, LOC6606287|XP_032578240.1|DSEC	LOC115253642|XP_029727783.1|AEAL, LOC109404402|XP_029727818.1|AEAL, LOC115266086|XP_029727861.1|AEAL, LOC109431900|XP_029727798.1|AEAL
OG0001186	LOC6614302|XP_032578745.1|DSEC	LOC109399376|XP_019527360.2|AEAL
OG0001187	LOC6609199|XP_032572480.1|DSEC	LOC115257587|XP_029713229.1|AEAL, LOC109433191|XP_019565143.2|AEAL, LOC115266883|XP_029729344.1|AEAL, LOC109402294|XP_019530494.2|AEAL, LOC109433212|XP_019565161.2|AEAL, LOC115260075|XP_029716808.1|AEAL, LOC115257563|XP_029713195.1|AEAL
OG0001188	LOC6608881|XP_032572144.1|DSEC	LOC109424429|XP_019555078.2|AEAL, LOC115264559|XP_029724238.1|AEAL
OG0001189	LOC6615635|XP_032571800.1|DSEC	LOC109418659|XP_019548423.2|AEAL, LOC115267997|XP_029731736.1|AEAL, LOC115269466|XP_029734106.1|AEAL
OG0001190	LOC6620596|XP_002044800.1|DSEC	LOC109414799|XP_029719560.1|AEAL, LOC109418646|XP_029719561.1|AEAL, LOC109414798|XP_029736448.1|AEAL
OG0001191	LOC6611793|XP_032583549.1|DSEC	LOC109418615|XP_019548365.1|AEAL, LOC109410097|XP_029713357.1|AEAL, LOC109410100|XP_029733006.1|AEAL, LOC109418612|XP_029712964.1|AEAL, LOC115257655|XP_029713355.1|AEAL
OG0001192	LOC6611447|XP_002035989.2|DSEC	LOC115262769|XP_029721486.1|AEAL, LOC109431053|XP_029721481.1|AEAL
OG0001193	LOC6619209|XP_002043430.1|DSEC	LOC115254884|XP_029708431.1|AEAL, LOC109399105|XP_029731134.1|AEAL, LOC109399566|XP_029727176.1|AEAL
OG0001194	LOC6621122|XP_032582600.1|DSEC, LOC6621271|XP_002045450.2|DSEC, LOC6615862|XP_002040232.2|DSEC, LOC6621270|XP_002045448.2|DSEC, LOC6615861|XP_032582599.1|DSEC	LOC109399560|XP_029731199.1|AEAL
OG0001195	LOC6608152|XP_002032898.2|DSEC	LOC109421162|XP_019551201.2|AEAL, LOC109410562|XP_019539638.2|AEAL
OG0001201	LOC6619723|XP_032578120.1|DSEC	LOC109413206|XP_029710459.1|AEAL, LOC109411468|XP_029729632.1|AEAL, LOC115266993|XP_029729612.1|AEAL
OG0001203	LOC6620100|XP_032579851.1|DSEC	LOC109424988|XP_029711078.1|AEAL, LOC115256418|XP_029710789.1|AEAL, LOC109431137|XP_019562876.2|AEAL
OG0001204	LOC6611206|XP_002035762.2|DSEC	LOC109408950|XP_019537895.2|AEAL
OG0001206	LOC6619260|XP_032579143.1|DSEC	LOC109422192|XP_029710557.1|AEAL
OG0001207	LOC6619803|XP_032580990.1|DSEC	LOC109416871|XP_019546517.1|AEAL
OG0001208	LOC6617507|XP_032580801.1|DSEC	LOC109422014|XP_029711117.1|AEAL, LOC115256582|XP_029711220.1|AEAL
OG0001209	LOC6606613|XP_032578312.1|DSEC	LOC109622458|XP_029711425.1|AEAL, LOC115258387|XP_029714337.1|AEAL, LOC109427462|XP_029707763.1|AEAL, LOC115258388|XP_029714338.1|AEAL, LOC109427463|XP_029708095.1|AEAL, LOC109427451|XP_029710821.1|AEAL
OG0001210	LOC6618546|XP_032581547.1|DSEC	LOC109425391|XP_029717696.1|AEAL, LOC115261678|XP_029719427.1|AEAL, LOC109418683|XP_019548443.1|AEAL, LOC109415912|XP_029717657.1|AEAL, LOC109412955|XP_029717701.1|AEAL, LOC115261681|XP_029719430.1|AEAL
OG0001212	LOC6618459|XP_002042729.1|DSEC	LOC109412731|XP_019541898.2|AEAL, LOC109411856|XP_019541019.2|AEAL, LOC115259469|XP_029715906.1|AEAL, LOC109413157|XP_029711334.1|AEAL
OG0001213	LOC6616695|XP_002041050.1|DSEC	LOC109429341|XP_029716203.1|AEAL, LOC109399009|XP_029716156.1|AEAL, LOC115260114|XP_029716874.1|AEAL, LOC109429357|XP_029716187.1|AEAL, LOC109399008|XP_019526999.2|AEAL
OG0001214	LOC6607475|XP_002032244.1|DSEC	LOC109623212|XP_019933252.2|AEAL, LOC109415280|XP_019544702.2|AEAL
OG0001215	LOC6614039|XP_032577744.1|DSEC	LOC109423631|XP_019554162.2|AEAL, LOC115264127|XP_029723333.1|AEAL, LOC109423633|XP_029723345.1|AEAL, LOC109400263|XP_019528289.2|AEAL, LOC115264141|XP_029723378.1|AEAL
OG0001216	LOC6606363|XP_032579303.1|DSEC	LOC109423629|XP_029723325.1|AEAL, LOC109400267|XP_029723331.1|AEAL, LOC109423626|XP_029723323.1|AEAL, LOC115264295|XP_029723826.1|AEAL
OG0001217	LOC6620427|XP_032576823.1|DSEC	LOC109405480|XP_029729887.1|AEAL, LOC109402376|XP_029712601.1|AEAL, LOC115267179|XP_029729888.1|AEAL
OG0001218	LOC6607561|XP_002032330.1|DSEC	LOC109403864|XP_029723879.1|AEAL
OG0001220	LOC6607972|XP_002032720.1|DSEC	LOC115265440|XP_029726428.1|AEAL, LOC109423337|XP_019553825.2|AEAL, LOC115261959|XP_029719743.1|AEAL, LOC109423338|XP_029726429.1|AEAL, LOC115261964|XP_029719751.1|AEAL
OG0001221	LOC6610110|XP_002034721.1|DSEC	LOC109399239|XP_019527222.2|AEAL, LOC109429051|XP_029726541.1|AEAL, LOC109428699|XP_019560056.2|AEAL, LOC109424283|XP_029735634.1|AEAL
OG0001223	LOC6620604|XP_032570915.1|DSEC	LOC109415870|XP_019545361.3|AEAL, LOC109622717|XP_029712038.1|AEAL
OG0001224	LOC6609491|XP_032572821.1|DSEC	LOC115254269|XP_029736457.1|AEAL, LOC115260213|XP_029717005.1|AEAL, LOC109418651|XP_029730668.1|AEAL, LOC109414794|XP_029719570.1|AEAL
OG0001225	LOC6608002|XP_032570203.1|DSEC	LOC109423814|XP_029735400.1|AEAL, LOC109430612|XP_029735415.1|AEAL, LOC109423816|XP_019554406.2|AEAL, LOC109430634|XP_029735433.1|AEAL
OG0001226	LOC6608640|XP_002033374.1|DSEC	LOC109408176|XP_029728757.1|AEAL, LOC109411115|XP_029728702.1|AEAL, LOC115266551|XP_029728705.1|AEAL
OG0001227	LOC6611535|XP_032583360.1|DSEC	LOC109622030|XP_019931782.2|AEAL, LOC109622003|XP_029724995.1|AEAL
OG0001228	LOC6619975|XP_002044187.2|DSEC	LOC109397760|XP_019525619.2|AEAL, LOC109428818|XP_019560210.2|AEAL, LOC115269394|XP_029733932.1|AEAL, LOC115258127|XP_029714026.1|AEAL
OG0001229	LOC6620331|XP_032579093.1|DSEC	LOC109417515|XP_029714500.1|AEAL, LOC109410204|XP_019539271.2|AEAL
OG0001230	LOC6609430|XP_032571639.1|DSEC	LOC115255374|XP_029709276.1|AEAL, LOC115255378|XP_029709286.1|AEAL, LOC109417688|XP_029709203.1|AEAL
OG0001231	LOC6620425|XP_002044628.1|DSEC	LOC109431831|XP_029722656.1|AEAL, LOC115254955|XP_029708480.1|AEAL
OG0001232	LOC6611601|XP_002036138.1|DSEC	LOC109421237|XP_019551265.2|AEAL
OG0001233	LOC6611566|XP_032583139.1|DSEC	LOC109432481|XP_029726919.1|AEAL, LOC109421338|XP_029727063.1|AEAL
OG0001234	LOC6609360|XP_002034049.1|DSEC	LOC109402517|XP_019530753.2|AEAL
OG0001235	LOC6617266|XP_002041593.1|DSEC	LOC109411688|XP_019540801.2|AEAL, LOC115262177|XP_029720326.1|AEAL, LOC109404615|XP_019533064.2|AEAL, LOC109411681|XP_029720322.1|AEAL
OG0001236	LOC6616275|XP_002040639.1|DSEC	LOC109414181|XP_029712491.1|AEAL
OG0001237	LOC6605638|XP_032575810.1|DSEC, LOC6619024|XP_032578910.1|DSEC	LOC109426266|XP_029707813.1|AEAL, LOC109421720|XP_029714000.1|AEAL
OG0001238	LOC6617015|XP_032578840.1|DSEC	LOC109413694|XP_029727320.1|AEAL
OG0001239	LOC6606621|XP_032578855.1|DSEC	LOC115264738|XP_029724628.1|AEAL, LOC109409112|XP_029730294.1|AEAL, LOC109401658|XP_019529779.2|AEAL, LOC109420361|XP_019550234.2|AEAL
OG0001240	LOC6617030|XP_002041358.2|DSEC	LOC109405745|XP_029710923.1|AEAL
OG0001241	LOC6608827|XP_002033541.1|DSEC	LOC109422597|XP_029712274.1|AEAL, LOC109402813|XP_029712227.1|AEAL
OG0001242	LOC6615128|XP_002039544.2|DSEC	LOC109403313|XP_029718610.1|AEAL, LOC109412243|XP_019541430.1|AEAL
OG0001244	LOC6606374|XP_002031179.1|DSEC	LOC115267025|XP_029729659.1|AEAL, LOC109432004|XP_029724278.1|AEAL, LOC115267091|XP_029729808.1|AEAL, LOC109399824|XP_029729811.1|AEAL
OG0001245	LOC116801667|XP_032578483.1|DSEC, LOC6619278|XP_032582910.1|DSEC	LOC115262829|XP_029721582.1|AEAL, LOC109425844|XP_029721583.1|AEAL, LOC115262612|XP_029720867.1|AEAL, LOC115262767|XP_029721474.1|AEAL
OG0001246	LOC6615818|XP_002040188.1|DSEC	LOC109426479|XP_019557543.2|AEAL, LOC109426478|XP_019557542.2|AEAL, LOC109408978|XP_019537917.2|AEAL
OG0001247	LOC116802443|XP_032582814.1|DSEC	LOC109433490|XP_029710256.1|AEAL, LOC109410662|XP_029731649.1|AEAL
OG0001248	LOC6604957|XP_002029800.1|DSEC	LOC109425899|XP_019556819.2|AEAL
OG0001249	LOC6612343|XP_032580986.1|DSEC	LOC115270971|XP_029736208.1|AEAL, LOC109407549|XP_019536161.2|AEAL, LOC109425808|XP_029736205.1|AEAL
OG0001257	LOC6619490|XP_032579678.1|DSEC	LOC109424983|XP_029711672.1|AEAL, LOC109431126|XP_029730261.1|AEAL
OG0001258	LOC6607279|XP_002032058.1|DSEC	LOC115260011|XP_029716705.1|AEAL, LOC109422191|XP_019552379.2|AEAL, LOC109428477|XP_019559796.1|AEAL
OG0001259	LOC6616163|XP_002040528.1|DSEC	LOC109398767|XP_019526709.2|AEAL, LOC109623360|XP_019933464.2|AEAL, LOC109401178|XP_019529200.2|AEAL
OG0001260	LOC6606988|XP_002031780.1|DSEC	LOC115256411|XP_029710765.1|AEAL, LOC109427544|XP_019558657.2|AEAL, LOC115256617|XP_029711299.1|AEAL, LOC115256594|XP_029711260.1|AEAL, LOC115269374|XP_029733906.1|AEAL, LOC109427545|XP_019558658.1|AEAL
OG0001261	LOC6614548|XP_002038979.1|DSEC, LOC6615178|XP_002039594.1|DSEC	LOC109422119|XP_019552298.1|AEAL
OG0001263	LOC6607825|XP_002032583.2|DSEC	LOC109415630|XP_029730267.1|AEAL
OG0001264	LOC6613283|XP_032582919.1|DSEC	LOC115266784|XP_029729217.1|AEAL, LOC109433564|XP_029729246.1|AEAL, LOC109430179|XP_029729242.1|AEAL, LOC109421814|XP_029717586.1|AEAL, LOC115253729|XP_029717522.1|AEAL
OG0001265	LOC6616032|XP_032580361.1|DSEC	LOC109431460|XP_019563208.2|AEAL
