Orthogroup	DSEC.longest_only	AALB.longest_only
OG0001057	LOC116803371|XP_032583008.1|DSEC, LOC6611805|XP_002036327.1|DSEC	LOC118456428|XP_035773077.1|AALB
OG0001058	LOC6618566|XP_002042825.2|DSEC	LOC118462874|XP_035784828.1|AALB
OG0001059	LOC6619348|XP_002043565.1|DSEC	LOC118466592|XP_035792047.1|AALB
OG0001073	LOC6617087|XP_002041414.2|DSEC	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB
OG0001074	LOC6608973|XP_032571685.1|DSEC	LOC118465055|XP_035788830.1|AALB
OG0001077	LOC6621163|XP_002045341.1|DSEC, LOC116801060|XP_032574380.1|DSEC	LOC118468651|XP_035795571.1|AALB
OG0001078	LOC6614898|XP_002039315.1|DSEC	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB
OG0001079	LOC6610748|XP_002035314.1|DSEC	LOC118462980|XP_035785069.1|AALB
OG0001080	LOC6610285|XP_002034880.2|DSEC	LOC118466686|XP_035792207.1|AALB
OG0001081	LOC6619032|XP_002043277.1|DSEC	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB
OG0001082	LOC6621745|XP_032572277.1|DSEC	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB
OG0001083	LOC6604873|XP_032573381.1|DSEC	LOC118463887|XP_035786707.1|AALB
OG0001084	LOC6607881|XP_002032635.1|DSEC	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB
OG0001085	LOC6619129|XP_032572986.1|DSEC	LOC118463368|XP_035785785.1|AALB
OG0001086	LOC6606987|XP_002031779.1|DSEC, LOC6613005|XP_002037495.1|DSEC	LOC118466154|XP_035791022.1|AALB
OG0001088	LOC6604959|XP_002029802.1|DSEC	LOC118463537|XP_035786046.1|AALB
OG0001089	LOC6610761|XP_032576065.1|DSEC	LOC118463098|XP_035785279.1|AALB
OG0001090	LOC6610668|XP_002035235.1|DSEC	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB
OG0001092	LOC6611331|XP_002035878.1|DSEC	LOC118458375|XP_035776670.1|AALB
OG0001093	LOC6611264|XP_032583748.1|DSEC	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB
OG0001094	LOC6611254|XP_032578107.1|DSEC	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB
OG0001095	LOC6609917|XP_002034567.1|DSEC	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB
OG0001096	LOC6614585|XP_002039013.1|DSEC	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB
OG0001097	LOC116802437|XP_032582804.1|DSEC	LOC118468054|XP_035794870.1|AALB
OG0001099	LOC6616400|XP_032574808.1|DSEC	LOC118459695|XP_035779229.1|AALB
OG0001100	LOC6620436|XP_032573194.1|DSEC	LOC118467040|XP_035792918.1|AALB
OG0001101	LOC6609547|XP_002034230.1|DSEC	LOC118465160|XP_035789001.1|AALB
OG0001102	LOC6605658|XP_002030476.1|DSEC	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB
OG0001103	LOC6616866|XP_002041202.1|DSEC	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB
OG0001104	LOC6608813|XP_002033527.1|DSEC	LOC118466871|XP_035792612.1|AALB
OG0001105	LOC6615029|XP_032582536.1|DSEC, LOC6608773|XP_002033494.1|DSEC	LOC118464948|XP_035788630.1|AALB
OG0001106	LOC6620279|XP_032579869.1|DSEC	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB
OG0001107	LOC116800435|XP_032571264.1|DSEC	LOC118462914|XP_035784912.1|AALB
OG0001118	LOC6620014|XP_002044226.1|DSEC, LOC6621043|XP_032580767.1|DSEC	LOC118464394|XP_035787640.1|AALB
OG0001119	LOC6620502|XP_032574842.1|DSEC	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB
OG0001120	LOC6607524|XP_032579390.1|DSEC, LOC116801801|XP_032579392.1|DSEC	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB
OG0001121	LOC6619188|XP_032572791.1|DSEC	LOC118467126|XP_035793101.1|AALB
OG0001122	LOC6610270|XP_032575944.1|DSEC	LOC118466831|XP_035792522.1|AALB
OG0001124	LOC6616817|XP_002041154.1|DSEC, LOC6621741|XP_032578706.1|DSEC, LOC6616818|XP_032578704.1|DSEC, LOC116801703|XP_032578703.1|DSEC	LOC118465314|XP_035789323.1|AALB
OG0001125	LOC6619263|XP_032577646.1|DSEC	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB
OG0001127	LOC6605374|XP_002030207.1|DSEC	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB
OG0001128	LOC6609715|XP_002034372.2|DSEC	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB
OG0001129	LOC6613544|XP_032570016.1|DSEC	LOC118456467|XP_035773148.1|AALB
OG0001130	LOC6611882|XP_002036400.1|DSEC, LOC116803403|XP_032583027.1|DSEC	LOC118468542|XP_035795318.1|AALB
OG0001131	LOC6619476|XP_032579721.1|DSEC	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB
OG0001133	LOC6618124|XP_002042422.1|DSEC	LOC118459323|XP_035778470.1|AALB
OG0001134	LOC6609982|XP_032570708.1|DSEC	LOC118459711|XP_035779262.1|AALB
OG0001135	LOC6606451|XP_002031254.1|DSEC	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB
OG0001136	LOC6607153|XP_032576352.1|DSEC	LOC118461028|XP_035781783.1|AALB
OG0001137	LOC6607284|XP_002032063.1|DSEC	LOC118457518|XP_035775055.1|AALB
OG0001138	LOC6610283|XP_002034878.1|DSEC	LOC118464731|XP_035788215.1|AALB
OG0001139	LOC6605517|XP_002030350.1|DSEC	LOC118465857|XP_035790380.1|AALB
OG0001153	LOC6615786|XP_032570304.1|DSEC, LOC6605769|XP_002030584.1|DSEC	LOC118465049|XP_035788825.1|AALB
OG0001154	LOC6611903|XP_002036420.1|DSEC	LOC118468672|XP_035795648.1|AALB
OG0001158	LOC6613485|XP_032572790.1|DSEC	LOC118458274|XP_035776486.1|AALB
OG0001160	LOC6614318|XP_002038758.1|DSEC	LOC118457823|XP_035775591.1|AALB
OG0001162	LOC6607098|XP_002031886.1|DSEC	LOC118458801|XP_035777541.1|AALB
OG0001163	LOC6606502|XP_032576732.1|DSEC	LOC118458840|XP_035777635.1|AALB
OG0001164	LOC6607376|XP_002032149.1|DSEC	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB
OG0001165	LOC6615701|XP_002040072.1|DSEC	LOC118468688|XP_035795695.1|AALB
OG0001167	LOC6608482|XP_032572231.1|DSEC	LOC118464622|XP_035787961.1|AALB
OG0001168	LOC6609751|XP_002034405.1|DSEC	LOC118465527|XP_035789744.1|AALB
OG0001169	LOC6618060|XP_002042358.2|DSEC	LOC118464071|XP_035787014.1|AALB
OG0001170	LOC6607560|XP_002032329.1|DSEC	LOC118460729|XP_035781178.1|AALB
OG0001171	LOC6604935|XP_032573212.1|DSEC	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB
OG0001172	LOC6615404|XP_002039786.1|DSEC	LOC118462641|XP_035784382.1|AALB
OG0001173	LOC6619511|XP_002043726.1|DSEC	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB
OG0001174	LOC6611003|XP_032574783.1|DSEC	LOC118467301|XP_035793514.1|AALB
OG0001175	LOC6609649|XP_002034323.1|DSEC	LOC118461601|XP_035783010.1|AALB
OG0001176	LOC6609123|XP_002033825.1|DSEC	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB
OG0001177	LOC6614482|XP_032583259.1|DSEC	LOC118461535|XP_035782864.1|AALB
OG0001178	LOC6615264|XP_032570988.1|DSEC	LOC118456756|XP_035773713.1|AALB
OG0001179	LOC6608677|XP_032570874.1|DSEC	LOC118458722|XP_035777360.1|AALB
OG0001180	LOC6620290|XP_032579845.1|DSEC	LOC118468911|XP_035796109.1|AALB
OG0001181	LOC6605753|XP_032575649.1|DSEC	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB
OG0001182	LOC6607582|XP_032577982.1|DSEC	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB
OG0001183	LOC6606805|XP_032577379.1|DSEC	LOC118467069|XP_035792999.1|AALB
OG0001185	LOC116801623|XP_032578261.1|DSEC, LOC6606287|XP_032578240.1|DSEC	LOC118457401|XP_035774834.1|AALB
OG0001186	LOC6614302|XP_032578745.1|DSEC	LOC118466562|XP_035791999.1|AALB
OG0001187	LOC6609199|XP_032572480.1|DSEC	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB
OG0001188	LOC6608881|XP_032572144.1|DSEC	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB
OG0001189	LOC6615635|XP_032571800.1|DSEC	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB
OG0001190	LOC6620596|XP_002044800.1|DSEC	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB
OG0001191	LOC6611793|XP_032583549.1|DSEC	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB
OG0001193	LOC6619209|XP_002043430.1|DSEC	LOC118465058|XP_035788833.1|AALB
OG0001194	LOC6621122|XP_032582600.1|DSEC, LOC6621271|XP_002045450.2|DSEC, LOC6615862|XP_002040232.2|DSEC, LOC6621270|XP_002045448.2|DSEC, LOC6615861|XP_032582599.1|DSEC	LOC118462665|XP_035784454.1|AALB
OG0001195	LOC6608152|XP_002032898.2|DSEC	LOC118467257|XP_035793433.1|AALB
OG0001201	LOC6619723|XP_032578120.1|DSEC	LOC118461173|XP_035782076.1|AALB
OG0001203	LOC6620100|XP_032579851.1|DSEC	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB
OG0001204	LOC6611206|XP_002035762.2|DSEC	LOC118463325|XP_035785717.1|AALB
OG0001205	LOC116801438|XP_032576861.1|DSEC	LOC118463845|XP_035786643.1|AALB
OG0001206	LOC6619260|XP_032579143.1|DSEC	LOC118462907|XP_035784902.1|AALB
OG0001207	LOC6619803|XP_032580990.1|DSEC	LOC118462055|XP_035783934.1|AALB
OG0001208	LOC6617507|XP_032580801.1|DSEC	LOC118468829|XP_035795996.1|AALB
OG0001209	LOC6606613|XP_032578312.1|DSEC	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB
OG0001210	LOC6618546|XP_032581547.1|DSEC	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB
OG0001211	LOC6620030|XP_032579112.1|DSEC	LOC118460819|XP_035781332.1|AALB
OG0001212	LOC6618459|XP_002042729.1|DSEC	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB
OG0001213	LOC6616695|XP_002041050.1|DSEC	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB
OG0001214	LOC6607475|XP_002032244.1|DSEC	LOC118459114|XP_035778071.1|AALB
OG0001215	LOC6614039|XP_032577744.1|DSEC	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB
OG0001216	LOC6606363|XP_032579303.1|DSEC	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB
OG0001217	LOC6620427|XP_032576823.1|DSEC	LOC118457400|XP_035774830.1|AALB
OG0001218	LOC6607561|XP_002032330.1|DSEC	LOC118460730|XP_035781179.1|AALB
OG0001220	LOC6607972|XP_002032720.1|DSEC	LOC118467131|XP_035793134.1|AALB
OG0001223	LOC6620604|XP_032570915.1|DSEC	LOC118463241|XP_035785600.1|AALB
OG0001224	LOC6609491|XP_032572821.1|DSEC	LOC118466057|XP_035790800.1|AALB
OG0001225	LOC6608002|XP_032570203.1|DSEC	LOC118465045|XP_035788815.1|AALB
OG0001226	LOC6608640|XP_002033374.1|DSEC	LOC118466987|XP_035792797.1|AALB
OG0001227	LOC6611535|XP_032583360.1|DSEC	LOC118458780|XP_035777498.1|AALB
OG0001228	LOC6619975|XP_002044187.2|DSEC	LOC118467222|XP_035793365.1|AALB
OG0001229	LOC6620331|XP_032579093.1|DSEC	LOC118457878|XP_035775694.1|AALB
OG0001230	LOC6609430|XP_032571639.1|DSEC	LOC118458823|XP_035777600.1|AALB
OG0001231	LOC6620425|XP_002044628.1|DSEC	LOC118468340|XP_035794992.1|AALB
OG0001232	LOC6611601|XP_002036138.1|DSEC	LOC118459302|XP_035778443.1|AALB
OG0001233	LOC6611566|XP_032583139.1|DSEC	LOC118458684|XP_035777288.1|AALB
OG0001234	LOC6609360|XP_002034049.1|DSEC	LOC118458826|XP_035777605.1|AALB
OG0001235	LOC6617266|XP_002041593.1|DSEC	LOC118468919|XP_035796122.1|AALB
OG0001236	LOC6616275|XP_002040639.1|DSEC	LOC118457340|XP_035774731.1|AALB
OG0001237	LOC6605638|XP_032575810.1|DSEC, LOC6619024|XP_032578910.1|DSEC	LOC118462010|XP_035783840.1|AALB
OG0001238	LOC6617015|XP_032578840.1|DSEC	LOC118458685|XP_035777293.1|AALB
OG0001239	LOC6606621|XP_032578855.1|DSEC	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB
OG0001240	LOC6617030|XP_002041358.2|DSEC	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB
OG0001241	LOC6608827|XP_002033541.1|DSEC	LOC118458875|XP_035777718.1|AALB
OG0001242	LOC6615128|XP_002039544.2|DSEC	LOC118457790|XP_035775529.1|AALB
OG0001246	LOC6615818|XP_002040188.1|DSEC	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB
OG0001247	LOC116802443|XP_032582814.1|DSEC	LOC118466018|XP_035790726.1|AALB
OG0001248	LOC6604957|XP_002029800.1|DSEC	LOC118465826|XP_035790307.1|AALB
OG0001249	LOC6612343|XP_032580986.1|DSEC	LOC118463759|XP_035786466.1|AALB
OG0001257	LOC6619490|XP_032579678.1|DSEC	LOC118469009|XP_035796340.1|AALB
OG0001258	LOC6607279|XP_002032058.1|DSEC	LOC118458042|XP_035776057.1|AALB
OG0001259	LOC6616163|XP_002040528.1|DSEC	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB
OG0001260	LOC6606988|XP_002031780.1|DSEC	LOC118460936|XP_035781596.1|AALB
OG0001261	LOC6614548|XP_002038979.1|DSEC, LOC6615178|XP_002039594.1|DSEC	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB
OG0001263	LOC6607825|XP_002032583.2|DSEC	LOC118465872|XP_035790398.1|AALB
OG0001264	LOC6613283|XP_032582919.1|DSEC	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB
OG0001266	LOC6615528|XP_032571446.1|DSEC	LOC118457732|XP_035775418.1|AALB
OG0001267	LOC6607390|XP_032577972.1|DSEC	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB
OG0001269	LOC6608702|XP_032572429.1|DSEC	LOC118458301|XP_035776522.1|AALB
OG0001270	LOC6613970|XP_002038434.1|DSEC	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB
OG0001271	LOC6608454|XP_002033188.1|DSEC	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB
OG0001273	LOC6616745|XP_032577201.1|DSEC	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB
OG0001274	LOC6619404|XP_002043619.1|DSEC	LOC118466941|XP_035792733.1|AALB
OG0001276	LOC6610695|XP_002035261.1|DSEC	LOC118467508|XP_035793953.1|AALB
OG0001277	LOC6610535|XP_002035115.1|DSEC	LOC118463487|XP_035785971.1|AALB
OG0001278	LOC6605082|XP_032575621.1|DSEC	LOC118467600|XP_035794181.1|AALB
OG0001279	LOC6605029|XP_002029872.1|DSEC	LOC118467611|XP_035794206.1|AALB
OG0001280	LOC6610144|XP_002034753.2|DSEC, LOC6621246|XP_032574004.1|DSEC, LOC116802618|XP_032582920.1|DSEC, LOC116801006|XP_032573997.1|DSEC, LOC116800181|XP_032574523.1|DSEC	LOC118464283|XP_035787451.1|AALB
OG0001281	LOC6610411|XP_032574796.1|DSEC	LOC118464877|XP_035788512.1|AALB
OG0001282	LOC6613180|XP_002037661.1|DSEC	LOC118463127|XP_035785377.1|AALB
OG0001283	LOC6609371|XP_002034060.2|DSEC	LOC118463747|XP_035786435.1|AALB
OG0001284	LOC116801460|XP_032577086.1|DSEC	LOC118460504|XP_035780751.1|AALB
OG0001285	LOC6610200|XP_002034807.1|DSEC	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB
OG0001286	LOC6618207|XP_002042482.1|DSEC	LOC118457587|XP_035775168.1|AALB
OG0001287	LOC6606307|XP_032577083.1|DSEC	LOC118463595|XP_035786147.1|AALB
OG0001288	LOC6617296|XP_002041623.1|DSEC	LOC118457380|XP_035774808.1|AALB
OG0001290	LOC6613451|XP_032579225.1|DSEC	LOC118460506|XP_035780752.1|AALB
OG0001291	LOC6615804|XP_002040174.1|DSEC	LOC118460352|XP_035780485.1|AALB
OG0001292	LOC6609480|XP_002034165.1|DSEC	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB
OG0001293	LOC6612513|XP_002037021.1|DSEC	LOC118468502|XP_035795229.1|AALB
OG0001294	LOC6607085|XP_032579483.1|DSEC	LOC118456945|XP_035774009.1|AALB
OG0001295	LOC6619969|XP_032581341.1|DSEC	LOC118468446|XP_035795109.1|AALB
OG0001296	LOC6619113|XP_032572795.1|DSEC	LOC118457243|XP_035774518.1|AALB
OG0001297	LOC116801738|XP_032578850.1|DSEC, LOC6621778|XP_032578582.1|DSEC	LOC118459854|XP_035779518.1|AALB
OG0001298	LOC6620085|XP_002044235.1|DSEC	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB
OG0001299	LOC6610841|XP_002035407.1|DSEC	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB
OG0001300	LOC6606867|XP_002031661.1|DSEC	LOC118459364|XP_035778556.1|AALB
OG0001301	LOC6611448|XP_002035990.1|DSEC	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB
OG0001302	LOC6610016|XP_032571802.1|DSEC	LOC118461957|XP_035783751.1|AALB
OG0001303	LOC6616816|XP_032578700.1|DSEC, LOC6621266|XP_032578631.1|DSEC, LOC6621902|XP_032578649.1|DSEC, LOC116801702|XP_032578701.1|DSEC	LOC118458916|XP_035777776.1|AALB
OG0001304	LOC6609078|XP_032572324.1|DSEC	LOC118460328|XP_035780432.1|AALB
OG0001305	LOC6613969|XP_032578278.1|DSEC	LOC118457357|XP_035774756.1|AALB
OG0001306	LOC6616840|XP_002041176.1|DSEC	LOC118457402|XP_035774859.1|AALB
OG0001307	LOC6610943|XP_032576030.1|DSEC	LOC118459515|XP_035778850.1|AALB
OG0001308	LOC6616131|XP_002040496.1|DSEC	LOC118461312|XP_035782395.1|AALB
OG0001309	LOC6616881|XP_002041217.2|DSEC	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB
OG0001311	LOC6614884|XP_002039301.2|DSEC	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB
OG0001312	LOC6605225|XP_002030063.1|DSEC, LOC6605226|XP_002030064.1|DSEC	LOC118464188|XP_035787233.1|AALB
OG0001313	LOC6609214|XP_002033905.1|DSEC	LOC118464219|XP_035787284.1|AALB
OG0001314	LOC6611207|XP_002035763.1|DSEC	LOC118463333|XP_035785730.1|AALB
OG0001315	LOC6616073|XP_002040439.1|DSEC	LOC118468527|XP_035795288.1|AALB
OG0001316	LOC6609750|XP_002034404.1|DSEC	LOC118465245|XP_035789159.1|AALB
OG0001326	LOC6612857|XP_032576857.1|DSEC	LOC118461381|XP_035782530.1|AALB
OG0001328	LOC6620005|XP_032582295.1|DSEC	LOC118464706|XP_035788125.1|AALB
OG0001329	LOC6617968|XP_002042276.1|DSEC	LOC118460972|XP_035781678.1|AALB
OG0001330	LOC6618521|XP_032580563.1|DSEC	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB
OG0001331	LOC6615994|XP_032582119.1|DSEC	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB
OG0001332	LOC6618029|XP_002042337.1|DSEC	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB
OG0001333	LOC6613223|XP_032583092.1|DSEC	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB
OG0001334	LOC6612869|XP_032576648.1|DSEC	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB
OG0001335	LOC6606741|XP_032577625.1|DSEC	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB
OG0001337	LOC6618020|XP_032581258.1|DSEC	LOC118457682|XP_035775340.1|AALB
OG0001338	LOC6609548|XP_032571492.1|DSEC	LOC118458991|XP_035777882.1|AALB
OG0001339	LOC6608851|XP_032570789.1|DSEC	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB
OG0001340	LOC116800892|XP_032573152.1|DSEC	LOC118458161|XP_035776256.1|AALB
OG0001341	LOC116802526|XP_032582879.1|DSEC, LOC6607790|XP_002032549.1|DSEC	LOC118458126|XP_035776201.1|AALB
OG0001344	LOC6612932|XP_032577827.1|DSEC	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB
OG0001345	LOC6607005|XP_002031794.2|DSEC	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB
OG0001346	LOC6607146|XP_002031932.1|DSEC	LOC118460211|XP_035780218.1|AALB
OG0001347	LOC6620335|XP_002044544.1|DSEC	LOC118456588|XP_035773378.1|AALB
OG0001348	LOC6617998|XP_002042306.1|DSEC	LOC118467737|XP_035794437.1|AALB
OG0001349	LOC6604872|XP_032573382.1|DSEC	LOC118467457|XP_035793858.1|AALB
OG0001350	LOC6605265|XP_002030103.1|DSEC	LOC118467767|XP_035794488.1|AALB
OG0001351	LOC6608445|XP_002033179.1|DSEC	LOC118464619|XP_035787957.1|AALB
OG0001352	LOC6619143|XP_032570357.1|DSEC	LOC118466479|XP_035791754.1|AALB
OG0001353	LOC6605775|XP_002030590.1|DSEC	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB
OG0001354	LOC6615749|XP_032571367.1|DSEC	LOC118466957|XP_035792751.1|AALB
OG0001355	LOC6615558|XP_002039932.1|DSEC	LOC118463066|XP_035785216.1|AALB
OG0001356	LOC6606895|XP_002031689.1|DSEC	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB
OG0001357	LOC6604766|XP_002029619.1|DSEC	LOC118465108|XP_035788945.1|AALB
OG0001358	LOC6618344|XP_002042616.2|DSEC	LOC118466506|XP_035791828.1|AALB
OG0001359	LOC6611422|XP_032569708.1|DSEC	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB
OG0001360	LOC6620822|XP_002045018.1|DSEC	LOC118462579|XP_035784280.1|AALB
OG0001361	LOC6605079|XP_032575620.1|DSEC	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB
OG0001362	LOC6605084|XP_002029925.1|DSEC	LOC118467608|XP_035794202.1|AALB
OG0001363	LOC6619055|XP_002043296.1|DSEC	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB
OG0001364	LOC6608587|XP_032570057.1|DSEC	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB
OG0001365	LOC6604854|XP_032575510.1|DSEC	LOC118464898|XP_035788551.1|AALB
OG0001367	LOC6615552|XP_032570950.1|DSEC	LOC118467236|XP_035793387.1|AALB
OG0001368	LOC6608305|XP_032570373.1|DSEC	LOC118464370|XP_035787602.1|AALB
OG0001369	LOC6618431|XP_032581100.1|DSEC	LOC118463125|XP_035785375.1|AALB
OG0001370	LOC6615708|XP_002040079.1|DSEC	LOC118463513|XP_035786008.1|AALB
OG0001371	LOC116801761|XP_032578997.1|DSEC	LOC118462782|XP_035784652.1|AALB
OG0001372	LOC6609283|XP_032572335.1|DSEC	LOC118465741|XP_035790096.1|AALB
OG0001373	LOC6613509|XP_002037977.1|DSEC	LOC118469078|XP_035796453.1|AALB
OG0001374	LOC6609120|XP_002033822.1|DSEC	LOC118460501|XP_035780748.1|AALB
OG0001376	LOC6608671|XP_002033400.1|DSEC	LOC118468385|XP_035795038.1|AALB
OG0001377	LOC6611592|XP_002036129.2|DSEC	LOC118459042|XP_035777956.1|AALB
OG0001378	LOC6611434|XP_032572650.1|DSEC	LOC118457312|XP_035774691.1|AALB
OG0001379	LOC6613257|XP_032581435.1|DSEC	LOC118457594|XP_035775183.1|AALB
OG0001380	LOC6619130|XP_032572987.1|DSEC	LOC118460719|XP_035781157.1|AALB
OG0001381	LOC6609412|XP_032570198.1|DSEC	LOC118461747|XP_035783354.1|AALB
OG0001382	LOC6613202|XP_032583372.1|DSEC	LOC118459816|XP_035779454.1|AALB
OG0001383	LOC6608264|XP_002033008.1|DSEC	LOC118461252|XP_035782261.1|AALB
OG0001384	LOC6614648|XP_002039075.1|DSEC	LOC118456735|XP_035773678.1|AALB
OG0001385	LOC6611839|XP_032569890.1|DSEC	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB
OG0001387	LOC6611531|XP_002036070.1|DSEC	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB
OG0001388	LOC6611938|XP_002036455.1|DSEC	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB
OG0001389	LOC6607589|XP_002032358.1|DSEC	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB
OG0001390	LOC6613349|XP_032583723.1|DSEC	LOC118458124|XP_035776197.1|AALB
OG0001391	LOC6614654|XP_002039081.1|DSEC	LOC118459337|XP_035778502.1|AALB
OG0001392	LOC6612584|XP_032580412.1|DSEC	LOC118468995|XP_035796313.1|AALB
OG0001393	LOC6614622|XP_002039050.2|DSEC	LOC118461806|XP_035783445.1|AALB
OG0001394	LOC6611979|XP_002036496.1|DSEC	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB
OG0001395	LOC6606306|XP_002031111.1|DSEC	LOC118461065|XP_035781850.1|AALB
OG0001396	LOC6619807|XP_002044020.1|DSEC	LOC118461617|XP_035783052.1|AALB
OG0001397	LOC6606816|XP_032577987.1|DSEC	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB
OG0001399	LOC6620407|XP_032572959.1|DSEC	LOC118467164|XP_035793213.1|AALB
OG0001400	LOC6606576|XP_032578792.1|DSEC	LOC118467333|XP_035793580.1|AALB
