Orthogroup	DSEC.longest_only	AAEG.longest_only
OG0002513	LOC6607046|XP_002031834.1|DSEC	LOC5574331|XP_001661364.1|AAEG
OG0002514	LOC6610287|XP_002034882.1|DSEC	LOC5569471|XP_001658556.1|AAEG
OG0002516	LOC6616959|XP_032579164.1|DSEC	LOC5563880|XP_001648191.1|AAEG
OG0002517	LOC6618445|XP_032582256.1|DSEC	LOC5565478|XP_021692939.1|AAEG
OG0002518	LOC6616617|XP_032577014.1|DSEC	LOC5579316|XP_001647624.2|AAEG
OG0002519	LOC6615299|XP_002039703.1|DSEC	LOC5576535|XP_021694797.1|AAEG
OG0002520	LOC6612341|XP_002036851.2|DSEC	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG
OG0002521	LOC6614864|XP_032581378.1|DSEC	LOC5575945|XP_021694811.1|AAEG
OG0002522	LOC6613767|XP_002038236.1|DSEC	LOC5575266|XP_001661858.2|AAEG
OG0002523	LOC6612964|XP_032577166.1|DSEC	LOC5574208|XP_021694884.1|AAEG
OG0002524	LOC6612408|XP_032582007.1|DSEC	LOC5574419|XP_001661437.2|AAEG
OG0002525	LOC6610862|XP_002035428.1|DSEC	LOC5577191|XP_021695011.1|AAEG
OG0002526	LOC6606278|XP_002031083.1|DSEC	LOC5577193|XP_021695012.1|AAEG
OG0002527	LOC6619229|XP_032577423.1|DSEC	LOC5563924|XP_021695040.1|AAEG
OG0002528	LOC6612208|XP_032582381.1|DSEC	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG
OG0002529	LOC6616814|XP_002041151.1|DSEC	LOC5578709|XP_001664008.2|AAEG
OG0002530	LOC6614721|XP_002039145.1|DSEC	LOC5578707|XP_001664006.1|AAEG
OG0002531	LOC6613575|XP_002038043.1|DSEC	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG
OG0002532	LOC6620435|XP_032574781.1|DSEC	LOC5576758|XP_001656254.2|AAEG
OG0002533	LOC6620338|XP_032581599.1|DSEC	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG
OG0002534	LOC6608689|XP_002033416.1|DSEC	LOC5578374|XP_001663840.2|AAEG
OG0002535	LOC6618378|XP_002042648.1|DSEC	LOC5579017|XP_021694477.1|AAEG
OG0002536	LOC6612716|XP_002037219.1|DSEC	LOC5569203|XP_001658374.1|AAEG
OG0002537	LOC6615833|XP_002040203.2|DSEC	LOC5566764|XP_001651171.1|AAEG
OG0002539	LOC6618880|XP_002043128.1|DSEC	LOC5573525|XP_021703231.1|AAEG
OG0002540	LOC6606274|XP_002031079.1|DSEC	LOC5570653|XP_001659248.1|AAEG
OG0002541	LOC6618082|XP_002042380.1|DSEC	LOC5570658|XP_001659252.2|AAEG
OG0002542	LOC6615015|XP_002039432.1|DSEC	LOC5573412|XP_021712942.1|AAEG
OG0002543	LOC6618636|XP_032582409.1|DSEC	LOC5580023|XP_001653905.2|AAEG
OG0002544	LOC6607402|XP_002032175.1|DSEC	LOC5578311|XP_021693147.1|AAEG
OG0002545	LOC6615999|XP_002040366.1|DSEC	LOC5570108|XP_001653087.2|AAEG
OG0002547	LOC6612302|XP_002036812.1|DSEC	LOC5571226|XP_001653523.2|AAEG
OG0002548	LOC6620307|XP_032581448.1|DSEC	LOC5579161|XP_021694174.1|AAEG
OG0002549	LOC6618019|XP_032581260.1|DSEC	LOC5579160|XP_021694164.1|AAEG
OG0002550	LOC6618466|XP_032579990.1|DSEC	LOC5569559|XP_021695182.1|AAEG
OG0002551	LOC116801681|XP_032578626.1|DSEC	LOC5563945|XP_021695379.1|AAEG
OG0002552	LOC6618222|XP_002042497.1|DSEC	LOC5563946|XP_001648269.1|AAEG
OG0002553	LOC6620339|XP_032581592.1|DSEC	LOC5571311|XP_001653626.2|AAEG
OG0002554	LOC6612285|XP_002036795.1|DSEC	LOC5571308|XP_021696503.1|AAEG
OG0002555	LOC6612367|XP_032580872.1|DSEC	LOC5571306|XP_001653621.2|AAEG
OG0002556	LOC6613574|XP_002038042.1|DSEC	LOC5576596|XP_001656180.2|AAEG
OG0002557	LOC6618672|XP_002042931.1|DSEC	LOC5574995|XP_001655468.1|AAEG
OG0002558	LOC6607619|XP_002032387.1|DSEC	LOC5574980|XP_001655453.1|AAEG
OG0002559	LOC6620232|XP_032575397.1|DSEC	LOC5574974|XP_001655444.2|AAEG
OG0002560	LOC6619196|XP_032577894.1|DSEC	LOC5570583|XP_021698478.1|AAEG
OG0002561	LOC6619103|XP_002043343.2|DSEC	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG
OG0002562	LOC6619872|XP_032582547.1|DSEC	LOC5572008|XP_001660114.1|AAEG
OG0002563	LOC6618037|XP_002042345.1|DSEC	LOC110676248|XP_021699074.1|AAEG
OG0002564	LOC6612866|XP_002037358.1|DSEC	LOC110674467|XP_021694368.1|AAEG
OG0002565	LOC6607150|XP_002031936.1|DSEC	LOC5576461|XP_001662654.2|AAEG
OG0002566	LOC6616622|XP_002040974.1|DSEC	LOC5576480|XP_021700589.1|AAEG
OG0002567	LOC6612340|XP_002036850.1|DSEC	LOC5570707|XP_021700929.1|AAEG
OG0002568	LOC6607205|XP_032578783.1|DSEC	LOC5565273|XP_001649602.2|AAEG
OG0002569	LOC6616285|XP_002040649.1|DSEC	LOC5565269|XP_001649593.2|AAEG
OG0002570	LOC6613740|XP_032578950.1|DSEC	LOC5565015|XP_021701984.1|AAEG
OG0002571	LOC6613742|XP_032578958.1|DSEC	LOC5577264|XP_021702034.1|AAEG
OG0002572	LOC6610006|XP_032572301.1|DSEC	LOC5575026|XP_001661759.2|AAEG
OG0002573	LOC6613754|XP_002038223.1|DSEC	LOC110673998|XP_021702275.1|AAEG
OG0002574	LOC6613769|XP_032578026.1|DSEC	LOC5567039|XP_021702405.1|AAEG
OG0002575	LOC6606755|XP_032576955.1|DSEC	LOC5576300|XP_021702630.1|AAEG
OG0002576	LOC116800180|XP_032580891.1|DSEC, LOC6620589|XP_032581084.1|DSEC	LOC5566958|XP_001651356.2|AAEG
OG0002577	LOC6606079|XP_002030888.1|DSEC	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG
OG0002578	LOC6613346|XP_002037821.1|DSEC	LOC5576897|XP_001662997.2|AAEG
OG0002579	LOC116800303|XP_032570220.1|DSEC	LOC5576882|XP_001662982.2|AAEG
OG0002580	LOC6608891|XP_002033605.1|DSEC	LOC5576879|XP_021703495.1|AAEG
OG0002581	LOC6607641|XP_032579089.1|DSEC	LOC5572102|XP_021704675.1|AAEG
OG0002582	LOC6607055|XP_002031843.2|DSEC	LOC5578145|XP_001663715.2|AAEG
OG0002583	LOC6606966|XP_032576401.1|DSEC	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG
OG0002584	LOC6618401|XP_002042671.1|DSEC	LOC5575291|XP_021706284.1|AAEG, LOC110681264|XP_021712729.1|AAEG
OG0002585	LOC6618400|XP_002042670.1|DSEC	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG
OG0002586	LOC6620705|XP_002044905.2|DSEC	LOC5579214|XP_001657342.1|AAEG
OG0002587	LOC6607304|XP_032576324.1|DSEC	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG
OG0002588	LOC6607041|XP_002031829.1|DSEC	LOC5565333|XP_021706539.1|AAEG
OG0002589	LOC6617077|XP_032576961.1|DSEC	LOC5566636|XP_021706625.1|AAEG
OG0002590	LOC6617956|XP_032580009.1|DSEC	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG
OG0002591	LOC6612913|XP_002037405.1|DSEC	LOC5578714|XP_021707878.1|AAEG
OG0002592	LOC6618702|XP_002042961.1|DSEC	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG
OG0002593	LOC6618698|XP_032577472.1|DSEC	LOC5580226|XP_021708235.1|AAEG
OG0002594	LOC6606448|XP_032576567.1|DSEC	LOC5576867|XP_021708363.1|AAEG
OG0002595	LOC6620517|XP_032578925.1|DSEC	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG
OG0002596	LOC6606521|XP_002031322.2|DSEC	LOC5570293|XP_021708725.1|AAEG
OG0002597	LOC6606982|XP_032576842.1|DSEC	LOC5568281|XP_001657977.2|AAEG
OG0002598	LOC6607509|XP_032577415.1|DSEC	LOC5567765|XP_001657664.2|AAEG
OG0002599	LOC6607056|XP_002031844.1|DSEC	LOC5574581|XP_021709408.1|AAEG
OG0002600	LOC6608436|XP_032571964.1|DSEC	LOC5573868|XP_001654904.1|AAEG
OG0002601	LOC6614350|XP_002038789.1|DSEC	LOC5568152|XP_001657902.2|AAEG
OG0002602	LOC6612601|XP_002037106.1|DSEC	LOC5566203|XP_021710294.1|AAEG
OG0002603	LOC6612816|XP_032579153.1|DSEC	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG
OG0002604	LOC6612815|XP_002037316.1|DSEC	LOC110673979|XP_021710716.1|AAEG
OG0002605	LOC6606631|XP_032577981.1|DSEC	LOC5577498|XP_001656516.2|AAEG
OG0002606	LOC6606496|XP_032578874.1|DSEC	LOC5577697|XP_021711675.1|AAEG
OG0002607	LOC6614315|XP_002038755.1|DSEC	LOC5577700|XP_001663482.1|AAEG
OG0002608	LOC6616917|XP_032576525.1|DSEC	LOC110680661|XP_021712145.1|AAEG
OG0002609	LOC6608739|XP_002033462.1|DSEC	LOC23687795|XP_021694283.1|AAEG, LOC5573705|XP_021698924.1|AAEG
OG0002610	LOC6620036|XP_002044248.1|DSEC	LOC5571796|XP_021712744.1|AAEG
OG0002611	LOC6621750|XP_032577768.1|DSEC	LOC110680552|XP_021712035.1|AAEG, LOC5567069|XP_021712781.1|AAEG
OG0002612	LOC6619279|XP_002043496.1|DSEC, LOC116802593|XP_032582913.1|DSEC	LOC5567072|XP_001651467.2|AAEG
OG0002613	LOC6607676|XP_032577669.1|DSEC	LOC5567073|XP_011493301.2|AAEG
OG0002614	LOC6617055|XP_032576163.1|DSEC	LOC5567074|XP_021712907.1|AAEG
OG0002615	LOC6610520|XP_002035100.2|DSEC	LOC5578996|XP_021712972.1|AAEG
OG0002616	LOC6618685|XP_002042943.1|DSEC	LOC5580293|XP_021713077.1|AAEG
OG0002617	LOC6607076|XP_002031864.1|DSEC	LOC5567839|XP_001657748.2|AAEG
OG0002618	LOC116801771|XP_032579102.1|DSEC	LOC5568726|XP_001658105.1|AAEG, LOC110680260|XP_021711767.1|AAEG
OG0002619	LOC6616793|XP_032578173.1|DSEC	LOC5572167|XP_021713208.1|AAEG
OG0002620	LOC6607776|XP_032579425.1|DSEC	LOC5577060|XP_021713226.1|AAEG
OG0002621	LOC6607474|XP_002032243.1|DSEC	LOC5569230|XP_021713260.1|AAEG
OG0002622	LOC6605891|XP_002030704.1|DSEC	LOC110674322|XP_021694303.1|AAEG, LOC110680406|XP_021711899.1|AAEG, LOC5568115|XP_021696650.1|AAEG
OG0002623	LOC6607149|XP_032577971.1|DSEC	LOC110680812|XP_021712281.1|AAEG, LOC5565057|XP_021711970.1|AAEG, LOC110681558|XP_021713324.1|AAEG
OG0002624	LOC6607354|XP_002032127.1|DSEC	LOC5565056|XP_001649374.1|AAEG
OG0002625	LOC6607361|XP_032578927.1|DSEC	LOC5565069|XP_021713327.1|AAEG
OG0002626	LOC6620253|XP_002044461.1|DSEC	LOC5580011|XP_021713340.1|AAEG
OG0002627	LOC6607440|XP_032576744.1|DSEC	LOC5567609|XP_021713398.1|AAEG
OG0002628	LOC6614033|XP_032576655.1|DSEC	LOC110679011|XP_021708566.1|AAEG, LOC5580206|XP_021713400.1|AAEG
OG0002629	LOC6606834|XP_032579211.1|DSEC	LOC5575988|XP_021692953.1|AAEG
OG0002630	LOC6606207|XP_032579069.1|DSEC	LOC5564678|XP_021693010.1|AAEG
OG0002631	LOC6619616|XP_002043828.1|DSEC	LOC110681181|XP_021712649.1|AAEG, LOC5570843|XP_021693039.1|AAEG
OG0002632	LOC6606437|XP_002031241.1|DSEC	LOC5576842|XP_001662950.2|AAEG
OG0002633	LOC6613758|XP_032578428.1|DSEC	LOC110674049|XP_021693079.1|AAEG
OG0002634	LOC6606412|XP_032576213.1|DSEC	LOC5580096|XP_021693080.1|AAEG
OG0002635	LOC6607029|XP_002031818.1|DSEC	LOC5566482|XP_021693091.1|AAEG
OG0002636	LOC6613786|XP_002038255.1|DSEC	LOC5566461|XP_021693131.1|AAEG
OG0002637	LOC6617703|XP_032569690.1|DSEC	LOC5563721|XP_021693215.1|AAEG
OG0002638	LOC6612786|XP_002037287.2|DSEC	LOC5563717|XP_001647999.2|AAEG
OG0002639	LOC6606766|XP_032576574.1|DSEC	LOC5567290|XP_001651725.1|AAEG
OG0002640	LOC6606481|XP_002031282.1|DSEC	LOC5576726|XP_001656234.1|AAEG
OG0002641	LOC6606478|XP_002031279.1|DSEC	LOC5579244|XP_021693372.1|AAEG
OG0002642	LOC6606477|XP_002031278.1|DSEC	LOC23687643|XP_021693375.1|AAEG
OG0002643	LOC6606476|XP_032577164.1|DSEC	LOC5576737|XP_021693377.1|AAEG
OG0002644	LOC6614078|XP_002038532.2|DSEC	LOC5564423|XP_001648765.1|AAEG
OG0002645	LOC6614072|XP_032578231.1|DSEC	LOC5573640|XP_001660966.3|AAEG
OG0002646	LOC6607761|XP_032579266.1|DSEC	LOC5568913|XP_001658237.2|AAEG
OG0002647	LOC6607316|XP_002032090.1|DSEC	LOC5568912|XP_001658236.2|AAEG
OG0002648	LOC6614313|XP_002038753.2|DSEC	LOC5568917|XP_021693423.1|AAEG
OG0002649	LOC6607332|XP_032578557.1|DSEC	LOC5573318|XP_021693446.1|AAEG
OG0002650	LOC6607317|XP_002032091.1|DSEC	LOC5573326|XP_021693457.1|AAEG
OG0002651	LOC6616915|XP_002041245.1|DSEC	LOC110680999|XP_021712456.1|AAEG, LOC5575789|XP_021693476.1|AAEG
OG0002652	LOC6620077|XP_002044289.1|DSEC	LOC110674122|XP_021693515.1|AAEG
OG0002653	LOC6618764|XP_002043022.1|DSEC	LOC5572409|XP_021693563.1|AAEG
OG0002654	LOC6618762|XP_032578295.1|DSEC	LOC110674134|XP_021693585.1|AAEG, LOC110680919|XP_021712397.1|AAEG
OG0002655	LOC116800175|XP_032582906.1|DSEC, LOC6619281|XP_032576172.1|DSEC	LOC5573441|XP_021693593.1|AAEG
OG0002656	LOC6606543|XP_032576436.1|DSEC	LOC5576569|XP_021693635.1|AAEG
OG0002657	LOC6607030|XP_002031819.1|DSEC	LOC5576202|XP_021693708.1|AAEG
OG0002658	LOC6612958|XP_002037450.1|DSEC	LOC5575642|XP_001655788.1|AAEG
OG0002659	LOC6612609|XP_002037114.1|DSEC	LOC5574173|XP_001661230.1|AAEG, LOC110680748|XP_021712231.1|AAEG, LOC5565616|XP_021693800.1|AAEG
OG0002660	LOC116802111|XP_032581182.1|DSEC	LOC5577634|XP_021693874.1|AAEG
OG0002661	LOC6618755|XP_002043013.2|DSEC	LOC5571437|XP_021693885.1|AAEG
OG0002662	LOC6618882|XP_032572418.1|DSEC	LOC5576410|XP_001656112.2|AAEG, LOC110674190|XP_021693900.1|AAEG, LOC5565952|XP_021693902.1|AAEG, LOC110680455|XP_021711951.1|AAEG
OG0002663	LOC6607712|XP_002032476.1|DSEC	LOC5565159|XP_001649522.2|AAEG
OG0002664	LOC6617194|XP_032572827.1|DSEC	LOC5572601|XP_021694167.1|AAEG
OG0002665	LOC6608131|XP_002032878.2|DSEC	LOC5566141|XP_001650499.1|AAEG
OG0002666	LOC6608126|XP_032573083.1|DSEC	LOC5566142|XP_021695358.1|AAEG
OG0002667	LOC6608453|XP_002033187.1|DSEC	LOC5566134|XP_001650496.2|AAEG
OG0002668	LOC6610385|XP_002034967.2|DSEC	LOC5570275|XP_021695496.1|AAEG
OG0002669	LOC6611710|XP_002036243.1|DSEC	LOC5570258|XP_001659039.2|AAEG
OG0002670	LOC6604776|XP_002029627.1|DSEC	LOC110681048|XP_021712507.1|AAEG, LOC23687449|XP_021695534.1|AAEG
OG0002671	LOC6604769|XP_032573425.1|DSEC	LOC5579869|XP_021695540.1|AAEG
OG0002672	LOC6615330|XP_032571837.1|DSEC	LOC5565513|XP_021695674.1|AAEG
OG0002673	LOC6612994|XP_032573974.1|DSEC, LOC6615837|XP_002040207.1|DSEC	LOC5576745|XP_001662844.1|AAEG
OG0002674	LOC6608450|XP_032571724.1|DSEC	LOC5575737|XP_021695718.1|AAEG
OG0002675	LOC6611123|XP_002035680.1|DSEC	LOC5570677|XP_001659271.2|AAEG
OG0002676	LOC6618869|XP_032572013.1|DSEC	LOC5571284|XP_001653586.2|AAEG
OG0002677	LOC6607976|XP_032571710.1|DSEC	LOC5571268|XP_021695914.1|AAEG
OG0002678	LOC6608628|XP_002033362.1|DSEC	LOC5575911|XP_021696042.1|AAEG
OG0002679	LOC6615831|XP_032570243.1|DSEC	LOC5578167|XP_021696069.1|AAEG
OG0002680	LOC6615880|XP_032582593.1|DSEC	LOC5563619|XP_021705403.1|AAEG, LOC5578172|XP_001663742.2|AAEG
OG0002681	LOC6615323|XP_032570670.1|DSEC	LOC5574112|XP_021696088.1|AAEG
OG0002682	LOC6610808|XP_002035374.1|DSEC	LOC5565108|XP_021696170.1|AAEG
OG0002683	LOC6607266|XP_002032045.1|DSEC	LOC5572887|XP_001654232.2|AAEG
OG0002684	LOC6617912|XP_032581137.1|DSEC	LOC5569895|XP_001658792.2|AAEG
OG0002685	LOC6610258|XP_002034853.2|DSEC	LOC5579992|XP_021696283.1|AAEG
OG0002686	LOC6610481|XP_002035061.1|DSEC	LOC5571868|XP_001659977.2|AAEG, LOC110681372|XP_021712807.1|AAEG
OG0002687	LOC6618406|XP_032574092.1|DSEC	LOC110675519|XP_021696488.1|AAEG, LOC5567620|XP_021696490.1|AAEG
OG0002688	LOC6606054|XP_002030865.1|DSEC	LOC5566270|XP_001650664.1|AAEG
OG0002689	LOC6620310|XP_002044518.1|DSEC	LOC5569216|XP_001658389.1|AAEG
OG0002690	LOC6605242|XP_002030080.1|DSEC	LOC5569211|XP_001658384.1|AAEG
OG0002691	LOC6615620|XP_002039994.2|DSEC	LOC5579145|XP_001664240.1|AAEG
OG0002692	LOC6613013|XP_002037503.2|DSEC	LOC5579146|XP_001664241.2|AAEG
OG0002693	LOC6610368|XP_002034954.2|DSEC	LOC5568103|XP_021696628.1|AAEG
OG0002694	LOC6608484|XP_032571562.1|DSEC	LOC5577555|XP_001663428.2|AAEG
OG0002695	LOC6610911|XP_002035468.1|DSEC	LOC5570396|XP_001659108.1|AAEG
OG0002696	LOC6605977|XP_032574023.1|DSEC	LOC5566236|XP_001650609.2|AAEG
OG0002697	LOC6604783|XP_002029634.1|DSEC	LOC5566239|XP_021696854.1|AAEG
OG0002698	LOC6610550|XP_032575883.1|DSEC	LOC5573766|XP_021696919.1|AAEG, LOC110680634|XP_021712121.1|AAEG
OG0002699	LOC6611125|XP_002035682.1|DSEC	LOC5573767|XP_021696920.1|AAEG
OG0002700	LOC116801277|XP_032575673.1|DSEC, LOC6605863|XP_032575651.1|DSEC	LOC5576767|XP_021696931.1|AAEG
OG0002701	LOC6615706|XP_032572898.1|DSEC	LOC5576412|XP_021696949.1|AAEG
OG0002702	LOC6615764|XP_032572692.1|DSEC	LOC5574790|XP_021697003.1|AAEG, LOC110680948|XP_021712420.1|AAEG
OG0002704	LOC6609260|XP_002033950.1|DSEC	LOC5574900|XP_021697032.1|AAEG
OG0002705	LOC6611030|XP_032573765.1|DSEC	LOC5576444|XP_021697038.1|AAEG
OG0002706	LOC6608632|XP_002033366.1|DSEC	LOC5568320|XP_001652198.1|AAEG
OG0002707	LOC6610134|XP_032575235.1|DSEC	LOC5568309|XP_021697075.1|AAEG
OG0002708	LOC6605916|XP_002030729.1|DSEC	LOC23687817|XP_011492964.1|AAEG
OG0002709	LOC6608308|XP_032570379.1|DSEC	LOC5571825|XP_021697144.1|AAEG
OG0002710	LOC6615275|XP_002039679.1|DSEC	LOC23687581|XP_011492962.1|AAEG
OG0002711	LOC6615273|XP_002039677.1|DSEC	LOC5571826|XP_021697147.1|AAEG
OG0002712	LOC6609706|XP_032571915.1|DSEC	LOC5571484|XP_021697183.1|AAEG
OG0002713	LOC6608871|XP_032571319.1|DSEC	LOC5573460|XP_021697184.1|AAEG
OG0002714	LOC6608050|XP_002032798.1|DSEC	LOC5578974|XP_021697224.1|AAEG
OG0002715	LOC6618015|XP_032582627.1|DSEC	LOC5574712|XP_001661613.2|AAEG
OG0002716	LOC6618901|XP_032570038.1|DSEC	LOC110680638|XP_021712125.1|AAEG, LOC5575962|XP_021697258.1|AAEG
OG0002717	LOC6607257|XP_032577226.1|DSEC	LOC5565876|XP_021697267.1|AAEG
OG0002718	LOC6611084|XP_002035641.1|DSEC	LOC5571396|XP_001653646.2|AAEG
OG0002719	LOC6606923|XP_002031717.1|DSEC	LOC110681269|XP_021712732.1|AAEG, LOC5579054|XP_001657254.1|AAEG
OG0002720	LOC6610852|XP_002035418.1|DSEC	LOC5579053|XP_001657253.1|AAEG, LOC110681270|XP_021712733.1|AAEG
OG0002721	LOC6614655|XP_002039082.1|DSEC	LOC5578256|XP_001663785.1|AAEG
OG0002722	LOC6608322|XP_002033059.1|DSEC	LOC5576844|XP_021697494.1|AAEG
OG0002723	LOC6618861|XP_032572474.1|DSEC	LOC5564962|XP_021697512.1|AAEG
OG0002724	LOC6607775|XP_032579422.1|DSEC	LOC5565406|XP_001649753.1|AAEG, LOC5575239|XP_021697515.1|AAEG
OG0002725	LOC6619378|XP_002043594.1|DSEC	LOC5574509|XP_021697526.1|AAEG
OG0002726	LOC6610462|XP_032575866.1|DSEC	LOC5576849|XP_021697532.1|AAEG, LOC5576850|XP_021712865.1|AAEG
OG0002727	LOC6610620|XP_002035187.1|DSEC	LOC5575247|XP_001655646.2|AAEG
OG0002728	LOC6608864|XP_032570495.1|DSEC	LOC5564738|XP_021695193.1|AAEG
OG0002730	LOC6609048|XP_032570641.1|DSEC	LOC5567755|XP_021697608.1|AAEG
OG0002731	LOC6610194|XP_002034802.1|DSEC	LOC5565411|XP_021697618.1|AAEG
OG0002732	LOC6608761|XP_002033484.2|DSEC	LOC5572757|XP_021697630.1|AAEG
OG0002733	LOC6609685|XP_002034343.2|DSEC	LOC5565677|XP_001650030.2|AAEG, LOC5572760|XP_021697632.1|AAEG
OG0002734	LOC6620741|XP_032570675.1|DSEC	LOC5576163|XP_021697652.1|AAEG
OG0002735	LOC6608444|XP_032570937.1|DSEC	LOC5573543|XP_021697678.1|AAEG
OG0002736	LOC6608440|XP_032572803.1|DSEC	LOC5579480|XP_021697681.1|AAEG
OG0002737	LOC6605007|XP_002029850.1|DSEC	LOC5571700|XP_001659844.2|AAEG
OG0002738	LOC6610690|XP_002035256.1|DSEC	LOC110680879|XP_021712362.1|AAEG, LOC5566146|XP_021695202.1|AAEG
OG0002739	LOC6619435|XP_032573532.1|DSEC	LOC5564460|XP_021697798.1|AAEG
OG0002740	LOC6619436|XP_002043651.1|DSEC	LOC5564467|XP_001648788.1|AAEG
OG0002741	LOC6615289|XP_002039693.1|DSEC	LOC5576270|XP_001662556.2|AAEG
OG0002742	LOC6615791|XP_002040161.1|DSEC	LOC5578830|XP_021697876.1|AAEG
OG0002743	LOC6621217|XP_002045394.1|DSEC	LOC110675983|XP_021697895.1|AAEG
OG0002744	LOC6616409|XP_002040769.1|DSEC	LOC5575133|XP_021697897.1|AAEG
OG0002745	LOC6610405|XP_002034987.2|DSEC	LOC23687980|XP_011493753.2|AAEG
OG0002746	LOC6609363|XP_002034052.2|DSEC	LOC5578608|XP_021697938.1|AAEG
OG0002747	LOC6616741|XP_002041078.1|DSEC	LOC5574000|XP_001661087.1|AAEG
OG0002748	LOC6613029|XP_002037519.1|DSEC	LOC5568747|XP_021698054.1|AAEG
OG0002749	LOC6618868|XP_002043116.2|DSEC	LOC110676026|XP_021698077.1|AAEG
OG0002750	LOC6609119|XP_032571177.1|DSEC	LOC5568139|XP_021698123.1|AAEG
OG0002751	LOC6608102|XP_032570837.1|DSEC	LOC5567280|XP_021698125.1|AAEG
OG0002752	LOC6608334|XP_002033071.1|DSEC	LOC5564411|XP_001648755.2|AAEG
OG0002753	LOC6615508|XP_002039887.1|DSEC	LOC5575821|XP_021698239.1|AAEG
OG0002754	LOC6611051|XP_032573135.1|DSEC	LOC23687995|XP_021698273.1|AAEG
OG0002755	LOC6609826|XP_032572953.1|DSEC	LOC5576045|XP_001662370.2|AAEG
OG0002756	LOC6616270|XP_002040634.1|DSEC	LOC5564247|XP_001648588.2|AAEG
OG0002757	LOC6605074|XP_032575617.1|DSEC	LOC5564260|XP_021698330.1|AAEG
OG0002758	LOC6609698|XP_032571917.1|DSEC	LOC5568840|XP_021698373.1|AAEG
OG0002759	LOC6609676|XP_032570741.1|DSEC	LOC5568837|XP_021698377.1|AAEG
OG0002760	LOC116800473|XP_032571592.1|DSEC	LOC5568876|XP_021698384.1|AAEG
OG0002761	LOC6609862|XP_002034513.1|DSEC	LOC110676114|XP_021698397.1|AAEG
OG0002762	LOC6609794|XP_032571463.1|DSEC	LOC5568881|XP_021698403.1|AAEG
OG0002763	LOC6604951|XP_032575264.1|DSEC	LOC5564094|XP_021698440.1|AAEG
OG0002764	LOC116801261|XP_032575515.1|DSEC	LOC5571937|XP_021698458.1|AAEG
OG0002765	LOC6609729|XP_032570975.1|DSEC	LOC5571943|XP_021698462.1|AAEG
OG0002766	LOC6609728|XP_032571783.1|DSEC	LOC5569622|XP_001652904.2|AAEG
OG0002767	LOC6609671|XP_002034329.1|DSEC	LOC110676126|XP_021698471.1|AAEG
OG0002768	LOC6615806|XP_002040176.1|DSEC	LOC5566042|XP_021698564.1|AAEG
OG0002769	LOC6608862|XP_002033576.1|DSEC	LOC5564898|XP_001649248.2|AAEG
OG0002770	LOC6611525|XP_002036066.1|DSEC	LOC5564900|XP_001649250.2|AAEG
OG0002771	LOC6605123|XP_032574392.1|DSEC	LOC5576177|XP_021698622.1|AAEG
OG0002772	LOC6605116|XP_032575211.1|DSEC	LOC5579149|XP_001664244.2|AAEG
OG0002773	LOC6608902|XP_032571786.1|DSEC	LOC5572914|XP_021698676.1|AAEG
OG0002774	LOC6615397|XP_032571869.1|DSEC	LOC5568752|XP_001658134.1|AAEG
OG0002775	LOC6606074|XP_032574235.1|DSEC	LOC5572212|XP_001653880.2|AAEG
OG0002776	LOC6605009|XP_032573387.1|DSEC	LOC5572208|XP_021698780.1|AAEG
OG0002777	LOC6606009|XP_032575000.1|DSEC	LOC5571718|XP_021698826.1|AAEG
OG0002778	LOC6606007|XP_032573927.1|DSEC	LOC5571711|XP_001659857.1|AAEG
OG0002779	LOC6611131|XP_002035688.1|DSEC	LOC5565820|XP_021698840.1|AAEG
OG0002780	LOC6614192|XP_002038639.1|DSEC	LOC5566793|XP_001651200.1|AAEG
OG0002781	LOC6609218|XP_002033909.1|DSEC	LOC5574354|XP_001661389.1|AAEG
OG0002782	LOC6619363|XP_002043580.1|DSEC	LOC5568156|XP_021698906.1|AAEG
OG0002783	LOC6610639|XP_002035206.1|DSEC	LOC5573710|XP_021698921.1|AAEG
OG0002784	LOC6615695|XP_032570063.1|DSEC	LOC5573715|XP_001654754.1|AAEG
OG0002785	LOC6616518|XP_002040878.1|DSEC	LOC23687495|XP_021698974.1|AAEG
OG0002786	LOC6605991|XP_002030803.2|DSEC	LOC5577268|XP_021698977.1|AAEG
