Orthogroup	DSEC.longest_only	ASTE.longest_only
OG0002046	LOC6620104|XP_002044316.1|DSEC	LOC118507696|XP_035902443.1|ASTE
OG0002047	LOC6614998|XP_032580835.1|DSEC	LOC118506552|XP_035899749.1|ASTE
OG0002048	LOC6606699|XP_002031499.1|DSEC	LOC118507584|XP_035902138.1|ASTE
OG0002049	LOC6606821|XP_002031618.1|DSEC	LOC118507942|XP_035903153.1|ASTE
OG0002050	LOC6606209|XP_032579125.1|DSEC	LOC118502660|XP_035891005.1|ASTE
OG0002051	LOC116800439|XP_032571278.1|DSEC	LOC118502580|XP_035890812.1|ASTE
OG0002053	LOC6607207|XP_002031991.2|DSEC	LOC118505802|XP_035898030.1|ASTE
OG0002054	LOC6614000|XP_002038454.1|DSEC	LOC118503254|XP_035892186.1|ASTE
OG0002055	LOC6606747|XP_002031544.1|DSEC	LOC118506162|XP_035898827.1|ASTE
OG0002056	LOC6605456|XP_002030289.1|DSEC	LOC118506167|XP_035898831.1|ASTE
OG0002057	LOC6612014|XP_002036531.1|DSEC	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE
OG0002058	LOC6610146|XP_002034755.1|DSEC	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE
OG0002059	LOC6616925|XP_002041256.1|DSEC	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE
OG0002060	LOC6609194|XP_002033885.2|DSEC	LOC118504319|XP_035894538.1|ASTE
OG0002061	LOC6613014|XP_032570963.1|DSEC	LOC118504320|XP_035894539.1|ASTE
OG0002062	LOC6615231|XP_032582644.1|DSEC	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE
OG0002063	LOC6612252|XP_002036764.2|DSEC	LOC118502562|XP_035890777.1|ASTE
OG0002064	LOC6610722|XP_002035288.1|DSEC	LOC118506846|XP_035900463.1|ASTE
OG0002065	LOC6610514|XP_032575380.1|DSEC	LOC118505157|XP_035896444.1|ASTE
OG0002066	LOC6606165|XP_032578401.1|DSEC	LOC118503644|XP_035893041.1|ASTE
OG0002067	LOC6615781|XP_002040151.1|DSEC	LOC118505857|XP_035898130.1|ASTE
OG0002068	LOC6609822|XP_002034476.2|DSEC	LOC118510936|XP_035909263.1|ASTE
OG0002069	LOC116800432|XP_032571253.1|DSEC	LOC118506005|XP_035898483.1|ASTE
OG0002070	LOC6606899|XP_002031693.1|DSEC	LOC118506014|XP_035898493.1|ASTE
OG0002071	LOC6607840|XP_002032597.1|DSEC	LOC118507225|XP_035901278.1|ASTE
OG0002072	LOC116800349|XP_032570554.1|DSEC	LOC118507929|XP_035903125.1|ASTE
OG0002073	LOC6605734|XP_032574325.1|DSEC	LOC118503423|XP_035892555.1|ASTE
OG0002074	LOC6609252|XP_002033942.1|DSEC	LOC118507274|XP_035901471.1|ASTE
OG0002075	LOC116802264|XP_032582059.1|DSEC	LOC118508102|XP_035903478.1|ASTE
OG0002076	LOC6615625|XP_032572529.1|DSEC	LOC118504187|XP_035894253.1|ASTE
OG0002077	LOC6610273|XP_032575938.1|DSEC	LOC118512370|XP_035912613.1|ASTE
OG0002078	LOC6609062|XP_002033765.2|DSEC	LOC118507408|XP_035901762.1|ASTE
OG0002079	LOC6616248|XP_002040612.1|DSEC	LOC118505316|XP_035896853.1|ASTE
OG0002080	LOC6609551|XP_002034234.2|DSEC	LOC118506143|XP_035898783.1|ASTE
OG0002081	LOC6613045|XP_002037528.1|DSEC	LOC118503442|XP_035892599.1|ASTE
OG0002082	LOC6609488|XP_032572812.1|DSEC	LOC118506034|XP_035898546.1|ASTE
OG0002083	LOC6616148|XP_032582168.1|DSEC	LOC118509900|XP_035907048.1|ASTE
OG0002084	LOC6615693|XP_002040064.1|DSEC	LOC118507329|XP_035901611.1|ASTE
OG0002086	LOC6615411|XP_032571811.1|DSEC	LOC118507183|XP_035901148.1|ASTE
OG0002087	LOC6619416|XP_032575643.1|DSEC	LOC118512331|XP_035912499.1|ASTE
OG0002088	LOC6616326|XP_032575826.1|DSEC	LOC118505278|XP_035896740.1|ASTE
OG0002089	LOC6608226|XP_002032970.1|DSEC	LOC118505914|XP_035898267.1|ASTE
OG0002090	LOC6605535|XP_002030363.1|DSEC	LOC118505956|XP_035898382.1|ASTE
OG0002091	LOC116800502|XP_032571760.1|DSEC	LOC118507396|XP_035901742.1|ASTE
OG0002092	LOC6605959|XP_032573825.1|DSEC	LOC118504180|XP_035894225.1|ASTE
OG0002093	LOC6615484|XP_032572612.1|DSEC	LOC118504179|XP_035894224.1|ASTE
OG0002094	LOC6615793|XP_002040163.1|DSEC	LOC118503055|XP_035891813.1|ASTE
OG0002095	LOC6611778|XP_002036301.1|DSEC, LOC6615027|XP_002039444.1|DSEC	LOC118503944|XP_035893714.1|ASTE
OG0002096	LOC6609154|XP_032570527.1|DSEC	LOC118503857|XP_035893462.1|ASTE
OG0002097	LOC6608379|XP_002033115.2|DSEC	LOC118507103|XP_035900999.1|ASTE
OG0002098	LOC6616480|XP_032575949.1|DSEC	LOC118508223|XP_035903705.1|ASTE, LOC118508221|XP_035903702.1|ASTE
OG0002099	LOC6607273|XP_002032052.1|DSEC	LOC118504082|XP_035894043.1|ASTE
OG0002100	LOC6605780|XP_002030595.1|DSEC	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE
OG0002101	LOC6608169|XP_032572796.1|DSEC	LOC118507399|XP_035901746.1|ASTE
OG0002102	LOC6610060|XP_032572505.1|DSEC	LOC118503731|XP_035893238.1|ASTE
OG0002103	LOC6607280|XP_002032059.2|DSEC	LOC118503304|XP_035892315.1|ASTE
OG0002117	LOC6609947|XP_002034593.1|DSEC	LOC118505507|XP_035897285.1|ASTE
OG0002118	LOC6612993|XP_032574744.1|DSEC	LOC118502971|XP_035891638.1|ASTE
OG0002119	LOC6619632|XP_032578678.1|DSEC	LOC118503759|XP_035893315.1|ASTE
OG0002120	LOC6620111|XP_032579756.1|DSEC	LOC118509540|XP_035906173.1|ASTE
OG0002121	LOC6612679|XP_032579272.1|DSEC	LOC118503831|XP_035893435.1|ASTE
OG0002123	LOC6611577|XP_032582853.1|DSEC	LOC118505667|XP_035897689.1|ASTE
OG0002124	LOC6614860|XP_032581802.1|DSEC	LOC118510740|XP_035908865.1|ASTE
OG0002125	LOC6609237|XP_032570971.1|DSEC	LOC118517608|XP_035919800.1|ASTE
OG0002126	LOC6616358|XP_002040718.1|DSEC	LOC118506343|XP_035899224.1|ASTE
OG0002127	LOC6618092|XP_002042390.1|DSEC	LOC118503477|XP_035892669.1|ASTE
OG0002128	LOC6614878|XP_032582632.1|DSEC	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE
OG0002129	LOC6613720|XP_032576623.1|DSEC	LOC118508956|XP_035904776.1|ASTE
OG0002130	LOC6616002|XP_002040368.1|DSEC	LOC118508139|XP_035903554.1|ASTE
OG0002131	LOC6616618|XP_002040976.1|DSEC	LOC118511581|XP_035910724.1|ASTE
OG0002132	LOC6611923|XP_002036440.1|DSEC	LOC118513214|XP_035914621.1|ASTE
OG0002133	LOC6617746|XP_032576585.1|DSEC, LOC6618591|XP_002042850.1|DSEC	LOC118513258|XP_035914750.1|ASTE
OG0002134	LOC6618111|XP_032580272.1|DSEC	LOC118502713|XP_035891161.1|ASTE
OG0002135	LOC6620156|XP_032580347.1|DSEC	LOC118504575|XP_035895115.1|ASTE
OG0002136	LOC6612774|XP_002037275.1|DSEC	LOC118517379|XP_035919295.1|ASTE
OG0002137	LOC6607661|XP_032576827.1|DSEC	LOC118517358|XP_035919259.1|ASTE
OG0002138	LOC6614802|XP_002039221.1|DSEC	LOC118508588|XP_035904388.1|ASTE
OG0002139	LOC6612550|XP_032582674.1|DSEC	LOC118508612|XP_035904390.1|ASTE
OG0002140	LOC6619769|XP_002043982.1|DSEC	LOC118513209|XP_035914618.1|ASTE
OG0002141	LOC6620125|XP_002044339.1|DSEC	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE
OG0002142	LOC6613822|XP_002038291.1|DSEC	LOC118505402|XP_035897035.1|ASTE
OG0002143	LOC6617348|XP_032575734.1|DSEC	LOC118510683|XP_035908745.1|ASTE
OG0002144	LOC6620121|XP_032579964.1|DSEC	LOC118517416|XP_035919416.1|ASTE
OG0002145	LOC6619295|XP_032577870.1|DSEC	LOC118517448|XP_035919487.1|ASTE
OG0002146	LOC6613824|XP_002038293.1|DSEC	LOC118502808|XP_035891343.1|ASTE
OG0002147	LOC6617571|XP_032580065.1|DSEC	LOC118517475|XP_035919553.1|ASTE
OG0002148	LOC6610626|XP_002035193.1|DSEC	LOC118504345|XP_035894605.1|ASTE
OG0002149	LOC6620102|XP_002044311.1|DSEC	LOC118517464|XP_035919525.1|ASTE
OG0002150	LOC6619596|XP_002043811.1|DSEC	LOC118506059|XP_035898599.1|ASTE
OG0002151	LOC6612006|XP_032577978.1|DSEC	LOC118511205|XP_035909879.1|ASTE
OG0002152	LOC6613755|XP_032578421.1|DSEC	LOC118509815|XP_035906865.1|ASTE
OG0002153	LOC6612721|XP_002037224.1|DSEC	LOC118506211|XP_035898925.1|ASTE
OG0002154	LOC6616003|XP_002040369.1|DSEC	LOC118509923|XP_035907135.1|ASTE
OG0002155	LOC6612916|XP_032578737.1|DSEC	LOC118506206|XP_035898911.1|ASTE
OG0002156	LOC6616591|XP_032574499.1|DSEC	LOC118505756|XP_035897871.1|ASTE
OG0002157	LOC6606569|XP_032576688.1|DSEC	LOC118508128|XP_035903529.1|ASTE
OG0002158	LOC6609823|XP_002034477.1|DSEC	LOC118517370|XP_035919281.1|ASTE
OG0002159	LOC6615705|XP_002040076.1|DSEC	LOC118504805|XP_035895693.1|ASTE
OG0002160	LOC6614336|XP_002038775.1|DSEC	LOC118508129|XP_035907722.1|ASTE
OG0002161	LOC6620706|XP_002044904.1|DSEC	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE
OG0002162	LOC6606978|XP_002031770.2|DSEC	LOC118502665|XP_035891021.1|ASTE
OG0002163	LOC6612365|XP_002036874.1|DSEC	LOC118507651|XP_035902314.1|ASTE
OG0002164	LOC116803370|XP_032583007.1|DSEC, LOC6616943|XP_032577307.1|DSEC	LOC118504758|XP_035895577.1|ASTE
OG0002165	LOC6614449|XP_002038882.1|DSEC	LOC118508279|XP_035903813.1|ASTE
OG0002166	LOC6617784|XP_002042096.1|DSEC	LOC118514682|XP_035917661.1|ASTE
OG0002167	LOC6609903|XP_002034553.1|DSEC	LOC118504438|XP_035894788.1|ASTE
OG0002168	LOC6615784|XP_002040154.1|DSEC	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE
OG0002169	LOC6605092|XP_002029933.1|DSEC	LOC118507241|XP_035901386.1|ASTE
OG0002170	LOC6620288|XP_032579830.1|DSEC	LOC118505581|XP_035897431.1|ASTE
OG0002171	LOC6607664|XP_002032429.1|DSEC	LOC118502730|XP_035891184.1|ASTE
OG0002172	LOC6607540|XP_002032309.1|DSEC	LOC118506467|XP_035899535.1|ASTE
OG0002173	LOC6612077|XP_002036594.1|DSEC	LOC118514148|XP_035916652.1|ASTE
OG0002174	LOC6606392|XP_002031197.1|DSEC	LOC118508485|XP_035904196.1|ASTE
OG0002175	LOC6606393|XP_002031198.1|DSEC	LOC118508486|XP_035904198.1|ASTE
OG0002176	LOC6620509|XP_002044714.1|DSEC	LOC118508452|XP_035904147.1|ASTE
OG0002177	LOC6616860|XP_002041196.1|DSEC	LOC118507790|XP_035902720.1|ASTE
OG0002178	LOC6617142|XP_032576591.1|DSEC	LOC118507537|XP_035902007.1|ASTE
OG0002179	LOC6619672|XP_032578032.1|DSEC	LOC118504989|XP_035896051.1|ASTE
OG0002180	LOC6612854|XP_002037346.1|DSEC	LOC118505448|XP_035897140.1|ASTE
OG0002181	LOC6617463|XP_002041780.1|DSEC	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE
OG0002182	LOC6614317|XP_032579165.1|DSEC	LOC118506784|XP_035900290.1|ASTE
OG0002183	LOC6609915|XP_002034565.1|DSEC	LOC118506792|XP_035900304.1|ASTE
OG0002184	LOC6606436|XP_002031240.1|DSEC	LOC118504901|XP_035895860.1|ASTE
OG0002185	LOC6606268|XP_032577500.1|DSEC	LOC118502908|XP_035891523.1|ASTE
OG0002186	LOC6613565|XP_002038033.1|DSEC	LOC118505240|XP_035896683.1|ASTE
OG0002187	LOC6607443|XP_002032212.1|DSEC	LOC118506381|XP_035899306.1|ASTE
OG0002188	LOC6613002|XP_032571527.1|DSEC	LOC118511393|XP_035910316.1|ASTE
OG0002189	LOC116801123|XP_032574754.1|DSEC	LOC118502867|XP_035891467.1|ASTE
OG0002190	LOC6607652|XP_032576972.1|DSEC	LOC118507907|XP_035903063.1|ASTE
OG0002191	LOC6616352|XP_002040712.1|DSEC	LOC118503569|XP_035892895.1|ASTE
OG0002192	LOC6618327|XP_032574018.1|DSEC	LOC118507169|XP_035901128.1|ASTE
OG0002193	LOC6606958|XP_002031751.2|DSEC	LOC118502697|XP_035891110.1|ASTE
OG0002194	LOC6618686|XP_002042944.1|DSEC	LOC118502888|XP_035891499.1|ASTE
OG0002195	LOC6607679|XP_002032444.1|DSEC	LOC118507796|XP_035902742.1|ASTE
OG0002196	LOC6606925|XP_002031719.1|DSEC	LOC118504279|XP_035894446.1|ASTE
OG0002197	LOC6610135|XP_002034744.1|DSEC	LOC118506443|XP_035899471.1|ASTE
OG0002198	LOC6614298|XP_032579373.1|DSEC	LOC118506179|XP_035898845.1|ASTE
OG0002199	LOC6607298|XP_002032077.1|DSEC	LOC118506450|XP_035899482.1|ASTE
OG0002200	LOC6617539|XP_002041854.1|DSEC	LOC118505414|XP_035897056.1|ASTE
OG0002202	LOC6606480|XP_032578003.1|DSEC	LOC118517055|XP_035918796.1|ASTE, LOC118508321|XP_035903883.1|ASTE
OG0002203	LOC6606390|XP_032576154.1|DSEC	LOC118502929|XP_035891560.1|ASTE
OG0002204	LOC6619631|XP_002043846.1|DSEC	LOC118506367|XP_035899283.1|ASTE
OG0002205	LOC6621776|XP_002045866.1|DSEC	LOC118506796|XP_035900311.1|ASTE
OG0002206	LOC6607476|XP_002032245.1|DSEC	LOC118507999|XP_035903263.1|ASTE
OG0002207	LOC6618769|XP_002043027.2|DSEC	LOC118505211|XP_035896613.1|ASTE
OG0002208	LOC6618765|XP_002043023.1|DSEC	LOC118505185|XP_035896533.1|ASTE
OG0002209	LOC6612262|XP_002036773.2|DSEC	LOC118504832|XP_035895729.1|ASTE
OG0002210	LOC6614038|XP_032577629.1|DSEC	LOC118508005|XP_035903280.1|ASTE
OG0002211	LOC6606542|XP_032576434.1|DSEC	LOC118505434|XP_035897105.1|ASTE, LOC118505435|XP_035897109.1|ASTE
OG0002212	LOC6620514|XP_002044718.2|DSEC	LOC118503193|XP_035892068.1|ASTE
OG0002213	LOC6614141|XP_002038594.1|DSEC	LOC118505443|XP_035897133.1|ASTE
OG0002214	LOC6607324|XP_032577318.1|DSEC	LOC118517710|XP_035920049.1|ASTE
OG0002215	LOC6606350|XP_032578666.1|DSEC	LOC118511933|XP_035911507.1|ASTE
OG0002216	LOC6612717|XP_002037220.1|DSEC	LOC118506810|XP_035900361.1|ASTE
OG0002217	LOC6606368|XP_032579310.1|DSEC	LOC118504422|XP_035894751.1|ASTE
OG0002218	LOC6620490|XP_032582303.1|DSEC, LOC6620494|XP_032582301.1|DSEC, LOC116801949|XP_032580026.1|DSEC	LOC118508587|XP_035904385.1|ASTE
OG0002219	LOC6606527|XP_002031328.1|DSEC	LOC118502956|XP_035891612.1|ASTE, LOC118507789|XP_035902718.1|ASTE
OG0002220	LOC6606526|XP_032577419.1|DSEC	LOC118502954|XP_035891604.1|ASTE
OG0002221	LOC6605068|XP_002029909.2|DSEC	LOC118512120|XP_035911991.1|ASTE
OG0002224	LOC6608027|XP_032572855.1|DSEC	LOC118511464|XP_035910459.1|ASTE
OG0002225	LOC6611170|XP_032574632.1|DSEC	LOC118513122|XP_035914417.1|ASTE
OG0002226	LOC6607872|XP_002032626.1|DSEC	LOC118512964|XP_035914083.1|ASTE
OG0002227	LOC6608495|XP_032572593.1|DSEC	LOC118512046|XP_035911768.1|ASTE
OG0002228	LOC6608144|XP_002032890.1|DSEC	LOC118512073|XP_035911856.1|ASTE
OG0002229	LOC6618849|XP_002043098.2|DSEC	LOC118512084|XP_035911937.1|ASTE
OG0002230	LOC6608896|XP_002033610.1|DSEC	LOC118512100|XP_035911960.1|ASTE
OG0002231	LOC6607974|XP_002032722.1|DSEC	LOC118512056|XP_035911800.1|ASTE
OG0002233	LOC6605448|XP_032575274.1|DSEC	LOC118509110|XP_035905172.1|ASTE, LOC118516894|XP_035918632.1|ASTE
OG0002234	LOC6608622|XP_002033356.1|DSEC	LOC118513338|XP_035914853.1|ASTE, LOC118513012|XP_035914179.1|ASTE
OG0002235	LOC6615515|XP_032570923.1|DSEC	LOC118516351|XP_035918062.1|ASTE, LOC118511365|XP_035910220.1|ASTE
OG0002236	LOC6615827|XP_002040197.1|DSEC	LOC118513001|XP_035914151.1|ASTE
OG0002237	LOC6613001|XP_032571525.1|DSEC	LOC118512996|XP_035914146.1|ASTE
OG0002238	LOC6607899|XP_032570329.1|DSEC	LOC118514491|XP_035917307.1|ASTE
OG0002239	LOC6608877|XP_002033591.1|DSEC	LOC118510562|XP_035908439.1|ASTE
OG0002240	LOC6615497|XP_002039877.2|DSEC	LOC118508906|XP_035904657.1|ASTE
OG0002241	LOC6605037|XP_032576023.1|DSEC	LOC118512142|XP_035912062.1|ASTE
OG0002243	LOC6619271|XP_002043488.1|DSEC	LOC118509122|XP_035905202.1|ASTE
OG0002244	LOC6605220|XP_002030058.1|DSEC	LOC118509120|XP_035905197.1|ASTE
OG0002245	LOC6604780|XP_002029631.2|DSEC	LOC118512677|XP_035913349.1|ASTE
OG0002246	LOC6607901|XP_032571779.1|DSEC	LOC118512690|XP_035913373.1|ASTE
OG0002247	LOC116800317|XP_032570295.1|DSEC	LOC118513104|XP_035914398.1|ASTE
OG0002248	LOC6610763|XP_002035329.1|DSEC	LOC118509410|XP_035905873.1|ASTE
OG0002249	LOC6604859|XP_032574986.1|DSEC	LOC118506297|XP_035899129.1|ASTE, LOC118509498|XP_035906049.1|ASTE
OG0002250	LOC6615267|XP_002039672.1|DSEC	LOC118509644|XP_035906444.1|ASTE
OG0002251	LOC6615265|XP_002039670.1|DSEC	LOC118509713|XP_035906691.1|ASTE
OG0002252	LOC6610121|XP_032571536.1|DSEC	LOC118511909|XP_035911437.1|ASTE
OG0002253	LOC116800449|XP_032571383.1|DSEC	LOC118509671|XP_035906564.1|ASTE
OG0002254	LOC116801595|XP_032578049.1|DSEC, LOC6607810|XP_032578585.1|DSEC, LOC6619623|XP_032578584.1|DSEC, LOC6621779|XP_032578581.1|DSEC, LOC6607808|XP_032578580.1|DSEC	LOC118510161|XP_035907562.1|ASTE
OG0002255	LOC6614993|XP_032581490.1|DSEC	LOC118511430|XP_035910414.1|ASTE
OG0002256	LOC6608555|XP_002033289.1|DSEC	LOC118511531|XP_035910613.1|ASTE
OG0002257	LOC6608630|XP_032571284.1|DSEC	LOC118509590|XP_035906256.1|ASTE
OG0002258	LOC6611079|XP_002035636.1|DSEC	LOC118510362|XP_035907963.1|ASTE
OG0002259	LOC6619996|XP_032580542.1|DSEC	LOC118514323|XP_035917001.1|ASTE, LOC118510378|XP_035908009.1|ASTE
OG0002260	LOC6619399|XP_002043614.1|DSEC	LOC118510417|XP_035908079.1|ASTE
OG0002261	LOC6619380|XP_002043596.2|DSEC	LOC118510383|XP_035908022.1|ASTE
OG0002263	LOC6605878|XP_002030692.1|DSEC	LOC118511448|XP_035910442.1|ASTE
OG0002264	LOC6618834|XP_002043083.1|DSEC	LOC118509654|XP_035906501.1|ASTE
OG0002265	LOC6605174|XP_032575180.1|DSEC	LOC118512810|XP_035913655.1|ASTE
OG0002266	LOC6619434|XP_002043649.2|DSEC	LOC118510215|XP_035907667.1|ASTE
OG0002267	LOC6604960|XP_002029803.1|DSEC	LOC118514340|XP_035917050.1|ASTE
OG0002268	LOC6616429|XP_032573201.1|DSEC	LOC118514259|XP_035916868.1|ASTE
OG0002269	LOC6609325|XP_002034014.1|DSEC	LOC118510335|XP_035907886.1|ASTE
OG0002270	LOC6609365|XP_002034054.1|DSEC	LOC118510096|XP_035907414.1|ASTE
OG0002271	LOC6604972|XP_032574688.1|DSEC	LOC118510340|XP_035907904.1|ASTE
OG0002272	LOC6610371|XP_002034957.1|DSEC	LOC118514352|XP_035917067.1|ASTE
OG0002273	LOC6605835|XP_032573345.1|DSEC	LOC118512827|XP_035913708.1|ASTE
OG0002274	LOC6616522|XP_032574717.1|DSEC	LOC118511865|XP_035911340.1|ASTE
OG0002275	LOC6606057|XP_032573402.1|DSEC	LOC118514222|XP_035916813.1|ASTE
OG0002276	LOC6610337|XP_032574218.1|DSEC	LOC118514361|XP_035917082.1|ASTE
OG0002277	LOC6610329|XP_032573717.1|DSEC	LOC118509700|XP_035906664.1|ASTE
OG0002278	LOC6610875|XP_002035438.1|DSEC	LOC118509037|XP_035904970.1|ASTE
OG0002279	LOC6605005|XP_032573392.1|DSEC	LOC118510327|XP_035907865.1|ASTE
OG0002280	LOC6606018|XP_032575769.1|DSEC	LOC118510303|XP_035907825.1|ASTE
OG0002281	LOC6606008|XP_002030819.1|DSEC	LOC118516379|XP_035918124.1|ASTE, LOC118512783|XP_035913589.1|ASTE
OG0002282	LOC6610622|XP_002035189.1|DSEC	LOC118514625|XP_035917516.1|ASTE
OG0002283	LOC6615728|XP_002040099.1|DSEC	LOC118508859|XP_035904510.1|ASTE
OG0002284	LOC6608106|XP_002032854.1|DSEC	LOC118517324|XP_035919197.1|ASTE, LOC118509383|XP_035905819.1|ASTE
OG0002285	LOC6618965|XP_002043210.1|DSEC	LOC118509559|XP_035906207.1|ASTE
OG0002286	LOC6615651|XP_002040022.2|DSEC	LOC118514227|XP_035916819.1|ASTE
OG0002287	LOC6609366|XP_032571030.1|DSEC	LOC118511799|XP_035911222.1|ASTE
OG0002288	LOC6604971|XP_032574686.1|DSEC	LOC118511560|XP_035910685.1|ASTE
OG0002289	LOC6604898|XP_002029743.1|DSEC	LOC118514451|XP_035917261.1|ASTE
OG0002290	LOC6613595|XP_002038064.1|DSEC	LOC118511748|XP_035911105.1|ASTE
OG0002291	LOC6608003|XP_032570199.1|DSEC	LOC118509648|XP_035906462.1|ASTE
OG0002292	LOC6620684|XP_032572178.1|DSEC	LOC118510356|XP_035907950.1|ASTE
OG0002293	LOC6620409|XP_002044617.2|DSEC	LOC118511334|XP_035910160.1|ASTE
OG0002294	LOC6607286|XP_002032065.1|DSEC	LOC118511350|XP_035910202.1|ASTE
OG0002295	LOC6611481|XP_032569888.1|DSEC	LOC118505030|XP_035896139.1|ASTE
OG0002296	LOC6611824|XP_032583531.1|DSEC	LOC118504540|XP_035895003.1|ASTE
OG0002297	LOC6606300|XP_002031105.1|DSEC	LOC118507004|XP_035900791.1|ASTE
OG0002298	LOC6613010|XP_032571756.1|DSEC	LOC118511201|XP_035909873.1|ASTE
OG0002299	LOC6608582|XP_002033316.1|DSEC	LOC118511199|XP_035909871.1|ASTE
OG0002300	LOC6613507|XP_032582789.1|DSEC	LOC118511035|XP_035909515.1|ASTE
OG0002301	LOC6619301|XP_002043519.1|DSEC	LOC118513933|XP_035916197.1|ASTE
OG0002302	LOC6619309|XP_032583585.1|DSEC	LOC118511746|XP_035911098.1|ASTE
OG0002303	LOC6615881|XP_032582602.1|DSEC	LOC118507661|XP_035902331.1|ASTE
OG0002304	LOC116802041|XP_032580947.1|DSEC	LOC118512695|XP_035913396.1|ASTE
OG0002305	LOC6616295|XP_002040659.2|DSEC	LOC118513310|XP_035914786.1|ASTE
OG0002306	LOC6611697|XP_002036231.2|DSEC	LOC118511191|XP_035909854.1|ASTE, LOC118517336|XP_035919213.1|ASTE
OG0002307	LOC6617417|XP_032571705.1|DSEC	LOC118511257|XP_035910014.1|ASTE
OG0002308	LOC6611826|XP_002036348.1|DSEC	LOC118513924|XP_035916185.1|ASTE
OG0002309	LOC116803546|XP_032583183.1|DSEC	LOC118503597|XP_035892944.1|ASTE, LOC118513980|XP_035916300.1|ASTE
OG0002310	LOC6618258|XP_032575201.1|DSEC	LOC118513511|XP_035915258.1|ASTE
OG0002311	LOC6614726|XP_032569750.1|DSEC	LOC118511175|XP_035909812.1|ASTE
OG0002312	LOC6617850|XP_032581809.1|DSEC	LOC118511173|XP_035909809.1|ASTE
OG0002313	LOC6609164|XP_032571980.1|DSEC	LOC118511612|XP_035910795.1|ASTE
OG0002314	LOC6608201|XP_002032946.2|DSEC	LOC118513875|XP_035916074.1|ASTE, LOC118517084|XP_035918830.1|ASTE
OG0002315	LOC6608745|XP_002033468.1|DSEC	LOC118514019|XP_035916384.1|ASTE, LOC118511103|XP_035909716.1|ASTE
OG0002316	LOC6612103|XP_002036620.2|DSEC	LOC118511127|XP_035909753.1|ASTE
OG0002317	LOC6605740|XP_032574339.1|DSEC	LOC118511641|XP_035910855.1|ASTE
OG0002318	LOC6614584|XP_002039012.1|DSEC	LOC118514012|XP_035916374.1|ASTE
OG0002319	LOC6617823|XP_002042133.2|DSEC	LOC118514001|XP_035916330.1|ASTE
OG0002320	LOC6615283|XP_002039687.1|DSEC	LOC118513420|XP_035915025.1|ASTE
OG0002321	LOC6608784|XP_032571583.1|DSEC	LOC118513236|XP_035914681.1|ASTE
OG0002322	LOC6618274|XP_032569805.1|DSEC	LOC118510602|XP_035908502.1|ASTE
OG0002323	LOC6618243|XP_002042518.1|DSEC	LOC118513423|XP_035915029.1|ASTE
OG0002324	LOC6619383|XP_032574528.1|DSEC	LOC118509076|XP_035905101.1|ASTE
OG0002325	LOC6605207|XP_032574033.1|DSEC	LOC118509087|XP_035905112.1|ASTE
OG0002326	LOC6605209|XP_002030047.1|DSEC	LOC118509088|XP_035905115.1|ASTE
OG0002327	LOC116801625|XP_032578263.1|DSEC	LOC118509089|XP_035905116.1|ASTE
OG0002328	LOC6614752|XP_032570293.1|DSEC	LOC118511755|XP_035911113.1|ASTE
OG0002329	LOC6617343|XP_002041668.1|DSEC	LOC118511606|XP_035910782.1|ASTE
OG0002330	LOC6617345|XP_002041670.1|DSEC	LOC118511682|XP_035910949.1|ASTE
OG0002331	LOC6614922|XP_002039339.1|DSEC	LOC118511660|XP_035910901.1|ASTE
OG0002332	LOC6610536|XP_002035116.1|DSEC	LOC118509846|XP_035906937.1|ASTE
OG0002333	LOC6618895|XP_002043143.1|DSEC	LOC118508802|XP_035904414.1|ASTE
OG0002334	LOC6613529|XP_032582889.1|DSEC	LOC118513671|XP_035915667.1|ASTE
OG0002335	LOC6608259|XP_032570482.1|DSEC	LOC118511602|XP_035910777.1|ASTE
OG0002336	LOC6618379|XP_002042649.1|DSEC	LOC118509052|XP_035905054.1|ASTE
OG0002337	LOC6608368|XP_032570792.1|DSEC	LOC118514506|XP_035917335.1|ASTE
OG0002338	LOC6611505|XP_002036046.1|DSEC	LOC118512501|XP_035912903.1|ASTE
OG0002339	LOC6613210|XP_032569817.1|DSEC	LOC118512524|XP_035912959.1|ASTE
