Orthogroup	DSEC.longest_only	CQUI.longest_only
OG0002531	LOC6613575|XP_002038043.1|DSEC	LOC6048445|XP_038113332.1|CQUI
OG0002532	LOC6620435|XP_032574781.1|DSEC	LOC6040445|XP_038111080.1|CQUI
OG0002533	LOC6620338|XP_032581599.1|DSEC	LOC6035125|XP_038116394.1|CQUI
OG0002534	LOC6608689|XP_002033416.1|DSEC	LOC6035133|XP_001845368.2|CQUI
OG0002535	LOC6618378|XP_002042648.1|DSEC	LOC6049268|XP_038105706.1|CQUI, LOC6049269|XP_038105686.1|CQUI
OG0002536	LOC6612716|XP_002037219.1|DSEC	LOC6050127|XP_001866784.1|CQUI
OG0002537	LOC6615833|XP_002040203.2|DSEC	LOC6050067|XP_001866735.2|CQUI
OG0002539	LOC6618880|XP_002043128.1|DSEC	LOC6049760|XP_038105192.1|CQUI
OG0002540	LOC6606274|XP_002031079.1|DSEC	LOC6044376|XP_038104046.1|CQUI
OG0002541	LOC6618082|XP_002042380.1|DSEC	LOC6051486|XP_001867921.2|CQUI
OG0002542	LOC6615015|XP_002039432.1|DSEC	LOC6050195|XP_001866841.2|CQUI
OG0002543	LOC6618636|XP_032582409.1|DSEC	LOC6053285|XP_001869398.2|CQUI
OG0002544	LOC6607402|XP_002032175.1|DSEC	LOC6054124|XP_001870091.2|CQUI
OG0002545	LOC6615999|XP_002040366.1|DSEC	LOC6048459|XP_038122651.1|CQUI
OG0002547	LOC6612302|XP_002036812.1|DSEC	LOC119771193|XP_038122754.1|CQUI
OG0002548	LOC6620307|XP_032581448.1|DSEC	LOC119765155|XP_038104372.1|CQUI
OG0002549	LOC6618019|XP_032581260.1|DSEC	LOC119765154|XP_038104350.1|CQUI
OG0002550	LOC6618466|XP_032579990.1|DSEC	LOC6049174|XP_038105810.1|CQUI
OG0002551	LOC116801681|XP_032578626.1|DSEC	LOC6037404|XP_001847321.2|CQUI, LOC6038454|XP_038105325.1|CQUI
OG0002552	LOC6618222|XP_002042497.1|DSEC	LOC6038452|XP_001848249.2|CQUI
OG0002553	LOC6620339|XP_032581592.1|DSEC	LOC6045347|XP_038122761.1|CQUI
OG0002554	LOC6612285|XP_002036795.1|DSEC	LOC6035101|XP_001845337.1|CQUI
OG0002555	LOC6612367|XP_032580872.1|DSEC	LOC6035102|XP_001845338.2|CQUI
OG0002556	LOC6613574|XP_002038042.1|DSEC	LOC6044430|XP_038122718.1|CQUI
OG0002557	LOC6618672|XP_002042931.1|DSEC	LOC6052596|XP_001868839.1|CQUI
OG0002558	LOC6607619|XP_002032387.1|DSEC	LOC6049816|XP_001866517.1|CQUI
OG0002559	LOC6620232|XP_032575397.1|DSEC	LOC6044997|XP_038122831.1|CQUI
OG0002560	LOC6619196|XP_032577894.1|DSEC	LOC6045244|XP_038122871.1|CQUI
OG0002561	LOC6619103|XP_002043343.2|DSEC	LOC6052529|XP_001868783.1|CQUI
OG0002563	LOC6618037|XP_002042345.1|DSEC	LOC6039045|XP_001848723.2|CQUI
OG0002564	LOC6612866|XP_002037358.1|DSEC	LOC119771222|XP_038122902.1|CQUI
OG0002565	LOC6607150|XP_002031936.1|DSEC	LOC119771165|XP_038122575.1|CQUI
OG0002566	LOC6616622|XP_002040974.1|DSEC	LOC6038465|XP_038112671.1|CQUI
OG0002567	LOC6612340|XP_002036850.1|DSEC	LOC6042686|XP_001853447.1|CQUI
OG0002568	LOC6607205|XP_032578783.1|DSEC	LOC6053666|XP_001869712.2|CQUI
OG0002569	LOC6616285|XP_002040649.1|DSEC	LOC6053776|XP_038105020.1|CQUI
OG0002570	LOC6613740|XP_032578950.1|DSEC	LOC6045624|XP_038112684.1|CQUI
OG0002572	LOC6610006|XP_032572301.1|DSEC	LOC6048780|XP_001865647.1|CQUI
OG0002573	LOC6613754|XP_002038223.1|DSEC	LOC6043596|XP_038111932.1|CQUI
OG0002574	LOC6613769|XP_032578026.1|DSEC	LOC6045003|XP_038104193.1|CQUI
OG0002575	LOC6606755|XP_032576955.1|DSEC	LOC6038492|XP_038112605.1|CQUI
OG0002576	LOC116800180|XP_032580891.1|DSEC, LOC6620589|XP_032581084.1|DSEC	LOC6035137|XP_038104095.1|CQUI
OG0002577	LOC6606079|XP_002030888.1|DSEC	LOC6051202|XP_001867678.2|CQUI
OG0002578	LOC6613346|XP_002037821.1|DSEC	LOC119768616|XP_038114721.1|CQUI, LOC119766588|XP_038107355.1|CQUI
OG0002579	LOC116800303|XP_032570220.1|DSEC	LOC6046334|XP_001863546.1|CQUI, LOC6036611|XP_001846641.1|CQUI
OG0002580	LOC6608891|XP_002033605.1|DSEC	LOC6053493|XP_038122769.1|CQUI
OG0002581	LOC6607641|XP_032579089.1|DSEC	LOC6034486|XP_038105426.1|CQUI
OG0002582	LOC6607055|XP_002031843.2|DSEC	LOC6034722|XP_001845004.2|CQUI
OG0002583	LOC6606966|XP_032576401.1|DSEC	LOC6034748|XP_038104664.1|CQUI
OG0002585	LOC6618400|XP_002042670.1|DSEC	LOC119766613|XP_038107483.1|CQUI
OG0002586	LOC6620705|XP_002044905.2|DSEC	LOC6034720|XP_038104422.1|CQUI
OG0002587	LOC6607304|XP_032576324.1|DSEC	LOC6034719|XP_038104581.1|CQUI
OG0002588	LOC6607041|XP_002031829.1|DSEC	LOC6044481|XP_001861994.2|CQUI, LOC119765226|XP_038104620.1|CQUI
OG0002589	LOC6617077|XP_032576961.1|DSEC	LOC6053547|XP_038105601.1|CQUI
OG0002590	LOC6617956|XP_032580009.1|DSEC	LOC6053918|XP_038122805.1|CQUI
OG0002591	LOC6612913|XP_002037405.1|DSEC	LOC6052322|XP_038111789.1|CQUI
OG0002592	LOC6618702|XP_002042961.1|DSEC	LOC6046471|XP_038104522.1|CQUI
OG0002593	LOC6618698|XP_032577472.1|DSEC	LOC6046477|XP_038122167.1|CQUI
OG0002594	LOC6606448|XP_032576567.1|DSEC	LOC6050545|XP_038106001.1|CQUI
OG0002595	LOC6620517|XP_032578925.1|DSEC	LOC6046772|XP_038106619.1|CQUI
OG0002596	LOC6606521|XP_002031322.2|DSEC	LOC6035372|XP_038122549.1|CQUI
OG0002597	LOC6606982|XP_032576842.1|DSEC	LOC6035360|XP_038104383.1|CQUI
OG0002598	LOC6607509|XP_032577415.1|DSEC	LOC6048982|XP_038115404.1|CQUI
OG0002599	LOC6607056|XP_002031844.1|DSEC	LOC6051236|XP_038104285.1|CQUI
OG0002600	LOC6608436|XP_032571964.1|DSEC	LOC6042018|XP_001851182.1|CQUI
OG0002601	LOC6614350|XP_002038789.1|DSEC	LOC6035637|XP_038117863.1|CQUI
OG0002602	LOC6612601|XP_002037106.1|DSEC	LOC6035648|XP_038104109.1|CQUI
OG0002603	LOC6612816|XP_032579153.1|DSEC	LOC6035230|XP_038104327.1|CQUI
OG0002604	LOC6612815|XP_002037316.1|DSEC	LOC6048390|XP_001865317.2|CQUI
OG0002605	LOC6606631|XP_032577981.1|DSEC	LOC119765196|XP_038104518.1|CQUI
OG0002606	LOC6606496|XP_032578874.1|DSEC	LOC6038063|XP_038105789.1|CQUI
OG0002607	LOC6614315|XP_002038755.1|DSEC	LOC6035056|XP_001845293.1|CQUI, LOC119766361|XP_038106787.1|CQUI
OG0002609	LOC6608739|XP_002033462.1|DSEC	LOC6033577|XP_001844006.2|CQUI
OG0002610	LOC6620036|XP_002044248.1|DSEC	LOC6035548|XP_038122591.1|CQUI
OG0002611	LOC6621750|XP_032577768.1|DSEC	LOC6035544|XP_038122712.1|CQUI
OG0002612	LOC6619279|XP_002043496.1|DSEC, LOC116802593|XP_032582913.1|DSEC	LOC6050614|XP_038104404.1|CQUI
OG0002613	LOC6607676|XP_032577669.1|DSEC	LOC6044853|XP_038104158.1|CQUI
OG0002614	LOC6617055|XP_032576163.1|DSEC	LOC6047067|XP_038105087.1|CQUI, LOC6053941|XP_038106907.1|CQUI, LOC6044854|XP_038114256.1|CQUI
OG0002615	LOC6610520|XP_002035100.2|DSEC	LOC6048165|XP_038104471.1|CQUI
OG0002616	LOC6618685|XP_002042943.1|DSEC	LOC6032671|XP_038110774.1|CQUI
OG0002617	LOC6607076|XP_002031864.1|DSEC	LOC6039169|XP_001848824.2|CQUI
OG0002618	LOC116801771|XP_032579102.1|DSEC	LOC119765448|XP_038105233.1|CQUI, LOC6033979|XP_038106052.1|CQUI
OG0002619	LOC6616793|XP_032578173.1|DSEC	LOC6032657|XP_038105617.1|CQUI
OG0002620	LOC6607776|XP_032579425.1|DSEC	LOC6040887|XP_038116857.1|CQUI
OG0002621	LOC6607474|XP_002032243.1|DSEC	LOC6046150|XP_001863389.2|CQUI
OG0002622	LOC6605891|XP_002030704.1|DSEC	LOC6042829|XP_038121167.1|CQUI
OG0002623	LOC6607149|XP_032577971.1|DSEC	LOC6046297|XP_038104081.1|CQUI
OG0002624	LOC6607354|XP_002032127.1|DSEC	LOC6046298|XP_001863523.1|CQUI
OG0002625	LOC6607361|XP_032578927.1|DSEC	LOC6046300|XP_038106082.1|CQUI
OG0002626	LOC6620253|XP_002044461.1|DSEC	LOC6031552|XP_038107347.1|CQUI, LOC6031551|XP_001842335.1|CQUI
OG0002627	LOC6607440|XP_032576744.1|DSEC	LOC6046532|XP_038104300.1|CQUI
OG0002628	LOC6614033|XP_032576655.1|DSEC	LOC6039938|XP_038104080.1|CQUI
OG0002629	LOC6606834|XP_032579211.1|DSEC	LOC6035513|XP_038105534.1|CQUI
OG0002630	LOC6606207|XP_032579069.1|DSEC	LOC6034954|XP_038121386.1|CQUI
OG0002631	LOC6619616|XP_002043828.1|DSEC	LOC6037418|XP_038111833.1|CQUI
OG0002632	LOC6606437|XP_002031241.1|DSEC	LOC6033709|XP_001844131.2|CQUI
OG0002633	LOC6613758|XP_032578428.1|DSEC	LOC6039200|XP_038122760.1|CQUI
OG0002634	LOC6606412|XP_032576213.1|DSEC	LOC6039199|XP_001848842.2|CQUI
OG0002635	LOC6607029|XP_002031818.1|DSEC	LOC6039610|XP_038122868.1|CQUI
OG0002636	LOC6613786|XP_002038255.1|DSEC	LOC6040685|XP_038112848.1|CQUI
OG0002637	LOC6617703|XP_032569690.1|DSEC	LOC6031662|XP_038122543.1|CQUI
OG0002638	LOC6612786|XP_002037287.2|DSEC	LOC6035387|XP_038104455.1|CQUI, LOC6035388|XP_038104698.1|CQUI
OG0002639	LOC6606766|XP_032576574.1|DSEC	LOC6035337|XP_001845549.1|CQUI
OG0002640	LOC6606481|XP_002031282.1|DSEC	LOC6046141|XP_038105323.1|CQUI
OG0002641	LOC6606478|XP_002031279.1|DSEC	LOC119765005|XP_038105425.1|CQUI
OG0002642	LOC6606477|XP_002031278.1|DSEC	LOC6046149|XP_001863388.1|CQUI
OG0002643	LOC6606476|XP_032577164.1|DSEC	LOC6042426|XP_038116514.1|CQUI
OG0002644	LOC6614078|XP_002038532.2|DSEC	LOC6040262|XP_001849697.1|CQUI
OG0002645	LOC6614072|XP_032578231.1|DSEC	LOC6039075|XP_038105065.1|CQUI
OG0002646	LOC6607761|XP_032579266.1|DSEC	LOC6049257|XP_038122895.1|CQUI
OG0002647	LOC6607316|XP_002032090.1|DSEC	LOC6049258|XP_001866049.2|CQUI
OG0002648	LOC6614313|XP_002038753.2|DSEC	LOC6047062|XP_038122743.1|CQUI
OG0002649	LOC6607332|XP_032578557.1|DSEC	LOC6040877|XP_038105238.1|CQUI
OG0002650	LOC6607317|XP_002032091.1|DSEC	LOC6037336|XP_001847260.2|CQUI
OG0002651	LOC6616915|XP_002041245.1|DSEC	LOC6042016|XP_001851181.1|CQUI
OG0002652	LOC6620077|XP_002044289.1|DSEC	LOC6037488|XP_001847398.2|CQUI
OG0002653	LOC6618764|XP_002043022.1|DSEC	LOC6032991|XP_038104414.1|CQUI
OG0002654	LOC6618762|XP_032578295.1|DSEC	LOC6032986|XP_038113027.1|CQUI
OG0002655	LOC116800175|XP_032582906.1|DSEC, LOC6619281|XP_032576172.1|DSEC	LOC6052791|XP_038105458.1|CQUI
OG0002656	LOC6606543|XP_032576436.1|DSEC	LOC119771232|XP_038122957.1|CQUI
OG0002657	LOC6607030|XP_002031819.1|DSEC	LOC6039894|XP_038104649.1|CQUI
OG0002658	LOC6612958|XP_002037450.1|DSEC	LOC6038048|XP_038117054.1|CQUI
OG0002659	LOC6612609|XP_002037114.1|DSEC	LOC6033898|XP_038105411.1|CQUI
OG0002660	LOC116802111|XP_032581182.1|DSEC	LOC6032091|XP_001842757.2|CQUI
OG0002661	LOC6618755|XP_002043013.2|DSEC	LOC6032100|XP_038104113.1|CQUI
OG0002663	LOC6607712|XP_002032476.1|DSEC	LOC6033908|XP_001844297.2|CQUI
OG0002664	LOC6617194|XP_032572827.1|DSEC	LOC119767149|XP_038110904.1|CQUI, LOC6033976|XP_038114274.1|CQUI
OG0002665	LOC6608131|XP_002032878.2|DSEC	LOC6032788|XP_001843327.2|CQUI
OG0002666	LOC6608126|XP_032573083.1|DSEC	LOC6032789|XP_001843328.2|CQUI
OG0002667	LOC6608453|XP_002033187.1|DSEC	LOC6032791|XP_001843330.1|CQUI
OG0002668	LOC6610385|XP_002034967.2|DSEC	LOC6032864|XP_038115563.1|CQUI
OG0002669	LOC6611710|XP_002036243.1|DSEC	LOC6032866|XP_001843391.2|CQUI
OG0002670	LOC6604776|XP_002029627.1|DSEC	LOC6032891|XP_038115756.1|CQUI
OG0002671	LOC6604769|XP_032573425.1|DSEC	LOC6032904|XP_038116383.1|CQUI
OG0002672	LOC6615330|XP_032571837.1|DSEC	LOC6047073|XP_038114497.1|CQUI
OG0002673	LOC6612994|XP_032573974.1|DSEC, LOC6615837|XP_002040207.1|DSEC	LOC6047866|XP_001864865.1|CQUI
OG0002674	LOC6608450|XP_032571724.1|DSEC	LOC119770814|XP_038122269.1|CQUI
OG0002675	LOC6611123|XP_002035680.1|DSEC	LOC6031130|XP_001841974.2|CQUI
OG0002676	LOC6618869|XP_032572013.1|DSEC	LOC6031163|XP_001842006.2|CQUI
OG0002677	LOC6607976|XP_032571710.1|DSEC	LOC6050946|XP_038119493.1|CQUI
OG0002678	LOC6608628|XP_002033362.1|DSEC	LOC6046856|XP_038115031.1|CQUI
OG0002679	LOC6615831|XP_032570243.1|DSEC	LOC6047868|XP_038117286.1|CQUI
OG0002680	LOC6615880|XP_032582593.1|DSEC	LOC6050667|XP_038119955.1|CQUI, LOC119770006|XP_038119956.1|CQUI
OG0002681	LOC6615323|XP_032570670.1|DSEC	LOC6048454|XP_038117937.1|CQUI
OG0002682	LOC6610808|XP_002035374.1|DSEC	LOC6039110|XP_001848775.1|CQUI
OG0002684	LOC6617912|XP_032581137.1|DSEC	LOC6053386|XP_038119031.1|CQUI
OG0002685	LOC6610258|XP_002034853.2|DSEC	LOC6044058|XP_038122059.1|CQUI
OG0002686	LOC6610481|XP_002035061.1|DSEC	LOC6035322|XP_038120359.1|CQUI
OG0002687	LOC6618406|XP_032574092.1|DSEC	LOC6031027|XP_038121233.1|CQUI
OG0002688	LOC6606054|XP_002030865.1|DSEC	LOC6034066|XP_038117958.1|CQUI
OG0002689	LOC6620310|XP_002044518.1|DSEC	LOC6031022|XP_001841874.2|CQUI
OG0002690	LOC6605242|XP_002030080.1|DSEC	LOC6031016|XP_001841868.2|CQUI
OG0002691	LOC6615620|XP_002039994.2|DSEC	LOC6031013|XP_001841865.2|CQUI
OG0002692	LOC6613013|XP_002037503.2|DSEC	LOC6031012|XP_038115949.1|CQUI
OG0002693	LOC6610368|XP_002034954.2|DSEC	LOC6031004|XP_038117375.1|CQUI
OG0002694	LOC6608484|XP_032571562.1|DSEC	LOC6054363|XP_038118286.1|CQUI
OG0002695	LOC6610911|XP_002035468.1|DSEC	LOC119770439|XP_038121280.1|CQUI
OG0002696	LOC6605977|XP_032574023.1|DSEC	LOC6044663|XP_001862142.1|CQUI
OG0002697	LOC6604783|XP_002029634.1|DSEC	LOC6051143|XP_038115267.1|CQUI
OG0002698	LOC6610550|XP_032575883.1|DSEC	LOC6038835|XP_038114817.1|CQUI, LOC119769237|XP_038117099.1|CQUI
OG0002699	LOC6611125|XP_002035682.1|DSEC	LOC6038829|XP_038119273.1|CQUI
OG0002700	LOC116801277|XP_032575673.1|DSEC, LOC6605863|XP_032575651.1|DSEC	LOC6038814|XP_038120485.1|CQUI
OG0002701	LOC6615706|XP_032572898.1|DSEC	LOC6038802|XP_001848520.2|CQUI
OG0002702	LOC6615764|XP_032572692.1|DSEC	LOC6038667|XP_038114844.1|CQUI
OG0002704	LOC6609260|XP_002033950.1|DSEC	LOC6042006|XP_038119824.1|CQUI
OG0002705	LOC6611030|XP_032573765.1|DSEC	LOC6040591|XP_038122096.1|CQUI
OG0002706	LOC6608632|XP_002033366.1|DSEC	LOC119768774|XP_038115792.1|CQUI
OG0002707	LOC6610134|XP_032575235.1|DSEC	LOC6030979|XP_038117370.1|CQUI
OG0002708	LOC6605916|XP_002030729.1|DSEC	LOC119769719|XP_038119108.1|CQUI
OG0002709	LOC6608308|XP_032570379.1|DSEC	LOC6048523|XP_038120838.1|CQUI
OG0002710	LOC6615275|XP_002039679.1|DSEC	LOC6048515|XP_001865425.1|CQUI
OG0002711	LOC6615273|XP_002039677.1|DSEC	LOC6048518|XP_038118479.1|CQUI
OG0002712	LOC6609706|XP_032571915.1|DSEC	LOC6040648|XP_038117478.1|CQUI
OG0002713	LOC6608871|XP_032571319.1|DSEC	LOC6043373|XP_038115205.1|CQUI
OG0002714	LOC6608050|XP_002032798.1|DSEC	LOC6037623|XP_038122371.1|CQUI
OG0002715	LOC6618015|XP_032582627.1|DSEC	LOC6052418|XP_001868697.2|CQUI
OG0002716	LOC6618901|XP_032570038.1|DSEC	LOC6036601|XP_038117821.1|CQUI
OG0002717	LOC6607257|XP_032577226.1|DSEC	LOC6041125|XP_001850429.2|CQUI
OG0002718	LOC6611084|XP_002035641.1|DSEC	LOC6050250|XP_038121890.1|CQUI
OG0002719	LOC6606923|XP_002031717.1|DSEC	LOC6051587|XP_001868006.2|CQUI
OG0002720	LOC6610852|XP_002035418.1|DSEC	LOC6051591|XP_001868004.2|CQUI
OG0002721	LOC6614655|XP_002039082.1|DSEC	LOC6052012|XP_001868352.2|CQUI
OG0002722	LOC6608322|XP_002033059.1|DSEC	LOC6044401|XP_038117819.1|CQUI
OG0002723	LOC6618861|XP_032572474.1|DSEC	LOC6048587|XP_001865488.1|CQUI
OG0002725	LOC6619378|XP_002043594.1|DSEC	LOC6044415|XP_038121721.1|CQUI
OG0002727	LOC6610620|XP_002035187.1|DSEC	LOC6052709|XP_038121810.1|CQUI
OG0002728	LOC6608864|XP_032570495.1|DSEC	LOC6041329|XP_038118169.1|CQUI
OG0002730	LOC6609048|XP_032570641.1|DSEC	LOC6037287|XP_038116853.1|CQUI
OG0002731	LOC6610194|XP_002034802.1|DSEC	LOC6053172|XP_038116398.1|CQUI
OG0002732	LOC6608761|XP_002033484.2|DSEC	LOC6036295|XP_038116516.1|CQUI
OG0002733	LOC6609685|XP_002034343.2|DSEC	LOC6050482|XP_001867085.2|CQUI
OG0002734	LOC6620741|XP_032570675.1|DSEC	LOC6036270|XP_038117541.1|CQUI
OG0002735	LOC6608444|XP_032570937.1|DSEC	LOC6036250|XP_001846318.2|CQUI
OG0002736	LOC6608440|XP_032572803.1|DSEC	LOC6036247|XP_038117228.1|CQUI
OG0002737	LOC6605007|XP_002029850.1|DSEC	LOC6036241|XP_038117390.1|CQUI
OG0002738	LOC6610690|XP_002035256.1|DSEC	LOC6051351|XP_038117754.1|CQUI
OG0002739	LOC6619435|XP_032573532.1|DSEC	LOC6040115|XP_038114705.1|CQUI
OG0002740	LOC6619436|XP_002043651.1|DSEC	LOC6040112|XP_038114717.1|CQUI
OG0002741	LOC6615289|XP_002039693.1|DSEC	LOC6043972|XP_038114556.1|CQUI
OG0002742	LOC6615791|XP_002040161.1|DSEC	LOC6043968|XP_038119764.1|CQUI
OG0002743	LOC6621217|XP_002045394.1|DSEC	LOC6050310|XP_001866941.1|CQUI, LOC6050309|XP_001866940.2|CQUI
OG0002744	LOC6616409|XP_002040769.1|DSEC	LOC6050300|XP_038115637.1|CQUI
OG0002745	LOC6610405|XP_002034987.2|DSEC	LOC6053027|XP_001869189.2|CQUI
OG0002747	LOC6616741|XP_002041078.1|DSEC	LOC6041247|XP_001850537.2|CQUI
OG0002748	LOC6613029|XP_002037519.1|DSEC	LOC6048976|XP_038121614.1|CQUI
OG0002749	LOC6618868|XP_002043116.2|DSEC	LOC6044165|XP_038114512.1|CQUI
OG0002750	LOC6609119|XP_032571177.1|DSEC	LOC6045464|XP_038119864.1|CQUI
OG0002751	LOC6608102|XP_032570837.1|DSEC	LOC6051571|XP_038115201.1|CQUI
OG0002753	LOC6615508|XP_002039887.1|DSEC	LOC6037143|XP_038117874.1|CQUI
OG0002754	LOC6611051|XP_032573135.1|DSEC	LOC6050637|XP_038120750.1|CQUI
OG0002755	LOC6609826|XP_032572953.1|DSEC	LOC6036540|XP_038119862.1|CQUI
OG0002756	LOC6616270|XP_002040634.1|DSEC	LOC6036559|XP_038118862.1|CQUI
OG0002757	LOC6605074|XP_032575617.1|DSEC	LOC6036112|XP_038114623.1|CQUI
OG0002758	LOC6609698|XP_032571917.1|DSEC	LOC6036190|XP_038115149.1|CQUI
OG0002759	LOC6609676|XP_032570741.1|DSEC	LOC6036189|XP_038117130.1|CQUI
OG0002760	LOC116800473|XP_032571592.1|DSEC	LOC6046408|XP_038117526.1|CQUI
OG0002761	LOC6609862|XP_002034513.1|DSEC	LOC119769826|XP_038119445.1|CQUI
OG0002762	LOC6609794|XP_032571463.1|DSEC	LOC6047503|XP_038120654.1|CQUI
OG0002763	LOC6604951|XP_032575264.1|DSEC	LOC6033565|XP_038115251.1|CQUI
OG0002764	LOC116801261|XP_032575515.1|DSEC	LOC6033561|XP_038116723.1|CQUI
OG0002765	LOC6609729|XP_032570975.1|DSEC	LOC6033560|XP_038117601.1|CQUI
OG0002766	LOC6609728|XP_032571783.1|DSEC	LOC6033559|XP_001843989.2|CQUI
OG0002767	LOC6609671|XP_002034329.1|DSEC	LOC6033547|XP_038115907.1|CQUI
OG0002768	LOC6615806|XP_002040176.1|DSEC	LOC6038399|XP_038115466.1|CQUI
OG0002769	LOC6608862|XP_002033576.1|DSEC	LOC6038236|XP_001848062.2|CQUI
OG0002770	LOC6611525|XP_002036066.1|DSEC	LOC6038233|XP_038118236.1|CQUI
OG0002771	LOC6605123|XP_032574392.1|DSEC	LOC6038221|XP_038118198.1|CQUI
OG0002772	LOC6605116|XP_032575211.1|DSEC	LOC6040602|XP_038118664.1|CQUI
OG0002773	LOC6608902|XP_032571786.1|DSEC	LOC6045820|XP_038117688.1|CQUI
OG0002774	LOC6615397|XP_032571869.1|DSEC	LOC6047203|XP_038117947.1|CQUI
OG0002775	LOC6606074|XP_032574235.1|DSEC	LOC6042844|XP_001853595.2|CQUI
OG0002776	LOC6605009|XP_032573387.1|DSEC	LOC6041995|XP_038118467.1|CQUI
OG0002777	LOC6606009|XP_032575000.1|DSEC	LOC6041009|XP_038118719.1|CQUI
OG0002778	LOC6606007|XP_032573927.1|DSEC	LOC6041007|XP_038118349.1|CQUI
OG0002779	LOC6611131|XP_002035688.1|DSEC	LOC6040991|XP_001850306.2|CQUI
OG0002780	LOC6614192|XP_002038639.1|DSEC	LOC6040022|XP_001849498.1|CQUI
OG0002781	LOC6609218|XP_002033909.1|DSEC	LOC6035585|XP_001845737.2|CQUI
OG0002782	LOC6619363|XP_002043580.1|DSEC	LOC6035587|XP_038115806.1|CQUI
OG0002783	LOC6610639|XP_002035206.1|DSEC	LOC119768799|XP_038115959.1|CQUI
OG0002784	LOC6615695|XP_032570063.1|DSEC	LOC6033585|XP_038119200.1|CQUI
OG0002785	LOC6616518|XP_002040878.1|DSEC	LOC6034609|XP_038117406.1|CQUI
OG0002786	LOC6605991|XP_002030803.2|DSEC	LOC6034605|XP_038117864.1|CQUI
OG0002787	LOC6611076|XP_002035633.1|DSEC	LOC6034590|XP_038120149.1|CQUI
OG0002788	LOC6611075|XP_002035632.1|DSEC	LOC6034589|XP_038120152.1|CQUI
OG0002789	LOC6616421|XP_002040781.1|DSEC	LOC6034587|XP_038120138.1|CQUI
OG0002790	LOC6605210|XP_002030048.1|DSEC	LOC6034573|XP_038120151.1|CQUI
OG0002791	LOC6618365|XP_002042635.1|DSEC	LOC6050362|XP_001866982.1|CQUI
OG0002792	LOC6608924|XP_032570968.1|DSEC	LOC6050367|XP_038120202.1|CQUI
OG0002793	LOC6605044|XP_032576024.1|DSEC	LOC6051815|XP_001868184.2|CQUI
OG0002794	LOC6610904|XP_032575991.1|DSEC	LOC6054096|XP_038115729.1|CQUI
OG0002795	LOC6611010|XP_032574344.1|DSEC	LOC6047930|XP_038119834.1|CQUI
OG0002796	LOC6610934|XP_002035491.1|DSEC	LOC6040229|XP_001849672.2|CQUI
OG0002797	LOC6605212|XP_002030050.1|DSEC	LOC6044890|XP_001862333.2|CQUI
OG0002798	LOC6614582|XP_002039010.1|DSEC	LOC6044893|XP_001862330.2|CQUI
OG0002799	LOC6610244|XP_032575023.1|DSEC	LOC6037165|XP_038119727.1|CQUI
OG0002800	LOC6605990|XP_032574044.1|DSEC	LOC6035483|XP_038114945.1|CQUI, LOC6042558|XP_038116768.1|CQUI
OG0002801	LOC6618865|XP_032572472.1|DSEC	LOC6050892|XP_038118549.1|CQUI
OG0002802	LOC6618853|XP_002043102.1|DSEC	LOC6043806|XP_038122283.1|CQUI
OG0002803	LOC6614613|XP_002039041.1|DSEC	LOC6043804|XP_038120562.1|CQUI
OG0002804	LOC6615524|XP_002039903.1|DSEC	LOC6043798|XP_001861397.2|CQUI
OG0002805	LOC6608132|XP_002032879.1|DSEC	LOC6043797|XP_001861396.2|CQUI
OG0002806	LOC6618364|XP_002042634.1|DSEC	LOC6043787|XP_038118733.1|CQUI
OG0002807	LOC6618870|XP_002043118.1|DSEC	LOC6033510|XP_038121922.1|CQUI
OG0002808	LOC6613027|XP_002037517.1|DSEC	LOC6054711|XP_038117944.1|CQUI
OG0002809	LOC6605428|XP_002030261.1|DSEC	LOC119769743|XP_038119196.1|CQUI
OG0002810	LOC6610254|XP_032575870.1|DSEC	LOC6033474|XP_038121302.1|CQUI
OG0002811	LOC116801017|XP_032574090.1|DSEC	LOC6033473|XP_038118324.1|CQUI
OG0002812	LOC6608944|XP_002033658.1|DSEC	LOC6033469|XP_001843914.2|CQUI
OG0002813	LOC6609847|XP_032572489.1|DSEC	LOC6050815|XP_038120005.1|CQUI
OG0002814	LOC6615355|XP_002039753.2|DSEC	LOC6054635|XP_038118809.1|CQUI
OG0002815	LOC6608852|XP_032570783.1|DSEC	LOC6030787|XP_038115986.1|CQUI
OG0002816	LOC6609832|XP_002034484.1|DSEC	LOC6030871|XP_001841750.2|CQUI
OG0002817	LOC6620681|XP_002044882.1|DSEC	LOC6030874|XP_001841753.1|CQUI
OG0002818	LOC6608460|XP_002033194.2|DSEC	LOC6030875|XP_001841754.2|CQUI
OG0002819	LOC6604845|XP_032573450.1|DSEC	LOC6030880|XP_038114610.1|CQUI
OG0002820	LOC6604849|XP_002029694.1|DSEC	LOC6030889|XP_001841765.2|CQUI
OG0002821	LOC6605483|XP_032573322.1|DSEC	LOC6049478|XP_001866231.2|CQUI
OG0002822	LOC6615403|XP_002039785.1|DSEC	LOC6052800|XP_001869000.1|CQUI
OG0002823	LOC6608068|XP_032570809.1|DSEC	LOC6030945|XP_038115391.1|CQUI
OG0002824	LOC6608348|XP_032571075.1|DSEC	LOC6045242|XP_001862633.1|CQUI, LOC6030944|XP_001841804.1|CQUI
OG0002825	LOC6616555|XP_002040914.1|DSEC	LOC6032896|XP_001843421.2|CQUI
