Orthogroup	DHYD.longest_only	DKIK.longest_only
OG0001444	LOC111599036|XP_023170319.2|DHYD	LOC108073531|XP_017020701.1|DKIK
OG0001445	LOC111595445|XP_023164942.1|DHYD	LOC108077760|XP_017026730.1|DKIK
OG0001446	LOC111603490|XP_023176857.2|DHYD	LOC108071324|XP_017017523.1|DKIK
OG0001447	LOC111592002|XP_023159736.2|DHYD	LOC108084261|XP_017035894.1|DKIK
OG0001448	LOC111603294|XP_023176584.1|DHYD	LOC108073720|XP_017020955.1|DKIK
OG0001449	LOC111599987|XP_023171649.2|DHYD	LOC108078532|XP_017027933.1|DKIK
OG0001450	LOC111602242|XP_023174999.1|DHYD	LOC108074553|XP_017022143.1|DKIK
OG0001451	LOC111593943|XP_023162800.1|DHYD	LOC108081317|XP_017031895.1|DKIK
OG0001452	LOC111603841|XP_023177378.2|DHYD	LOC108076786|XP_017025281.1|DKIK
OG0001452	LOC111603823|XP_030081370.1|DHYD	LOC108076573|XP_017024972.1|DKIK
OG0001453	LOC111600455|XP_023172325.1|DHYD	LOC108080204|XP_017030349.1|DKIK
OG0001454	LOC111602615|XP_023175548.2|DHYD	LOC108071444|XP_017017688.1|DKIK
OG0001455	LOC111603719|XP_023177197.2|DHYD	LOC108078800|XP_017028354.1|DKIK
OG0001456	LOC115482755|XP_030078923.1|DHYD, LOC115482831|XP_030078925.1|DHYD, LOC111591923|XP_030080873.1|DHYD	LOC108085115|XP_017037084.1|DKIK
OG0001457	LOC111595327|XP_023164754.2|DHYD	LOC108081009|XP_017031434.1|DKIK
OG0001458	LOC111600681|XP_023172703.2|DHYD	LOC108074665|XP_017022273.1|DKIK
OG0001459	LOC111592442|XP_023160394.2|DHYD	LOC108071653|XP_017017938.1|DKIK
OG0001460	LOC111604106|XP_030081318.1|DHYD	LOC108072869|XP_017019677.1|DKIK, LOC108072056|XP_017018537.1|DKIK
OG0001461	LOC111595425|XP_023164956.1|DHYD	LOC108079179|XP_017028919.1|DKIK, LOC108085462|XP_017037565.1|DKIK
OG0001462	LOC111598466|XP_030081599.1|DHYD	LOC108079761|XP_017029672.1|DKIK
OG0001463	LOC111596676|XP_023166748.2|DHYD	LOC108081136|XP_017031646.1|DKIK
OG0001464	LOC111596778|XP_023166897.1|DHYD	LOC108079450|XP_017029273.1|DKIK
OG0001465	LOC111604103|XP_023177773.1|DHYD	LOC108078560|XP_017027967.1|DKIK
OG0001466	LOC111595844|XP_023165522.2|DHYD	LOC108076904|XP_017025433.1|DKIK
OG0001467	LOC111592659|XP_023160779.1|DHYD	LOC108082000|XP_017032732.1|DKIK
OG0001468	LOC111604758|XP_023178716.1|DHYD	LOC108078612|XP_017028021.1|DKIK
OG0001469	LOC111592530|XP_030081414.1|DHYD	LOC108072949|XP_017019815.1|DKIK
OG0001470	LOC115483748|XP_030081856.1|DHYD, LOC111600957|XP_023173104.2|DHYD	LOC108083002|XP_017034115.1|DKIK
OG0001471	LOC111597605|XP_023168174.2|DHYD	LOC108071519|XP_017017777.1|DKIK
OG0001472	LOC111592437|XP_023160389.1|DHYD	LOC108079718|XP_017029616.1|DKIK
OG0001473	LOC111602654|XP_023175595.1|DHYD	LOC108084327|XP_017035977.1|DKIK
OG0001475	LOC111599436|XP_023170858.2|DHYD	LOC108073092|XP_017020067.1|DKIK
OG0001476	LOC111600139|XP_030081248.1|DHYD	LOC108077564|XP_017026444.1|DKIK, LOC108070762|XP_017016851.1|DKIK
OG0001477	LOC111597831|XP_023168495.1|DHYD	LOC108073488|XP_017020635.1|DKIK
OG0001478	LOC111599052|XP_030080233.1|DHYD	LOC108086106|XP_017038423.1|DKIK
OG0001479	LOC111593433|XP_023161948.2|DHYD	LOC108076100|XP_017024311.1|DKIK, LOC108075133|XP_017022905.1|DKIK
OG0001480	LOC111599043|XP_023170327.2|DHYD	LOC108086128|XP_017038469.1|DKIK
OG0001481	LOC111599138|XP_023170469.2|DHYD	LOC108079606|XP_017029456.1|DKIK
OG0001482	LOC115483370|XP_030080939.1|DHYD, LOC111600777|XP_030080941.1|DHYD	LOC108076251|XP_017024489.1|DKIK
OG0001483	LOC111592078|XP_023159866.1|DHYD	LOC108083449|XP_017034710.1|DKIK
OG0001484	LOC111599348|XP_023170745.1|DHYD	LOC108082118|XP_017032908.1|DKIK
OG0001485	LOC111592295|XP_023160166.2|DHYD	LOC108085507|XP_017037620.1|DKIK
OG0001486	LOC111595784|XP_023165436.2|DHYD	LOC108077031|XP_017025647.1|DKIK
OG0001487	LOC111594717|XP_023163911.1|DHYD	LOC108085948|XP_017038227.1|DKIK
OG0001488	LOC111595752|XP_023165382.2|DHYD	LOC108070774|XP_017016862.1|DKIK
OG0001489	LOC111592571|XP_030079053.1|DHYD	LOC108082761|XP_017033767.1|DKIK
OG0001490	LOC111594662|XP_023163832.1|DHYD	LOC108075910|XP_017024024.1|DKIK
OG0001491	LOC111595544|XP_023165098.1|DHYD	LOC108074557|XP_017022145.1|DKIK
OG0001492	LOC111601013|XP_030079271.1|DHYD	LOC108072515|XP_017019174.1|DKIK
OG0001493	LOC111605124|XP_023179248.1|DHYD	LOC108083358|XP_017034590.1|DKIK
OG0001494	LOC111598455|XP_023169478.1|DHYD	LOC108074923|XP_017022639.1|DKIK
OG0001495	LOC111600795|XP_023172854.1|DHYD	LOC108078112|XP_017027205.1|DKIK
OG0001496	LOC111591999|XP_023159732.1|DHYD	LOC108083439|XP_017034684.1|DKIK
OG0001497	LOC111604114|XP_023177789.2|DHYD	LOC108078450|XP_017027827.1|DKIK
OG0001498	LOC111603394|XP_023176727.2|DHYD	LOC108085481|XP_017037588.1|DKIK
OG0001500	LOC111594305|XP_023163312.2|DHYD	LOC108082520|XP_017033438.1|DKIK
OG0001501	LOC111592022|XP_023159783.2|DHYD	LOC108085601|XP_017037759.1|DKIK
OG0001502	LOC111602552|XP_023175475.2|DHYD	LOC108072449|XP_017019065.1|DKIK
OG0001503	LOC111597044|XP_023167327.1|DHYD	LOC108081784|XP_017032491.1|DKIK, LOC108081294|XP_017031870.1|DKIK
OG0001504	LOC111597223|XP_023167577.2|DHYD	LOC108080304|XP_017030467.1|DKIK
OG0001505	LOC111595460|XP_030078560.1|DHYD	LOC108078073|XP_017027127.1|DKIK
OG0001506	LOC111592724|XP_023160883.2|DHYD	LOC108078357|XP_017027663.1|DKIK
OG0001507	LOC111601268|XP_030082053.1|DHYD	LOC108072343|XP_017018922.1|DKIK
OG0001508	LOC111594050|XP_023162936.2|DHYD	LOC108084163|XP_017035735.1|DKIK
OG0001509	LOC111597985|XP_023168732.2|DHYD, LOC115482749|XP_030081254.1|DHYD	LOC108072294|XP_017018849.1|DKIK
OG0001510	LOC111602344|XP_023175124.1|DHYD	LOC108075961|XP_017024099.1|DKIK
OG0001511	LOC111593941|XP_023162799.2|DHYD	LOC108072373|XP_017018962.1|DKIK
OG0001512	LOC111593210|XP_023161623.2|DHYD	LOC108078289|XP_017027553.1|DKIK
OG0001515	LOC111601870|XP_023174478.1|DHYD	LOC108080333|XP_017030522.1|DKIK
OG0001517	LOC111593231|XP_023161650.1|DHYD	LOC108083643|XP_017035004.1|DKIK
OG0001518	LOC111598273|XP_030080141.1|DHYD, LOC111598292|XP_023169243.2|DHYD	LOC108071701|XP_017018005.1|DKIK
OG0001520	LOC111598218|XP_023169144.2|DHYD	LOC108070666|XP_017016726.1|DKIK, LOC108070687|XP_017016753.1|DKIK
OG0001521	LOC111600232|XP_030079139.1|DHYD, LOC115482923|XP_030079088.1|DHYD, LOC111594108|XP_030079142.1|DHYD	LOC108072568|XP_017019249.1|DKIK
OG0001522	LOC111602358|XP_023175135.2|DHYD	LOC108082658|XP_017033644.1|DKIK
OG0001523	LOC111605229|XP_023179426.2|DHYD	LOC108076591|XP_017024993.1|DKIK
OG0001524	LOC111592237|XP_023160088.2|DHYD	LOC108073070|XP_017020024.1|DKIK, LOC108073071|XP_017020026.1|DKIK
OG0001526	LOC111595364|XP_023164817.2|DHYD	LOC108071697|XP_017018000.1|DKIK, LOC108071698|XP_017018001.1|DKIK
OG0001527	LOC111596533|XP_023166571.2|DHYD, LOC111596535|XP_023166572.1|DHYD	LOC108080052|XP_017030122.1|DKIK
OG0001528	LOC111596461|XP_023166479.2|DHYD, LOC111601769|XP_030081567.1|DHYD	LOC108077583|XP_017026466.1|DKIK, LOC108077584|XP_017026467.1|DKIK
OG0001529	LOC111594511|XP_023163641.2|DHYD	LOC108080229|XP_017030374.1|DKIK
OG0001530	LOC111593154|XP_023161524.1|DHYD	LOC108076640|XP_017025063.1|DKIK, LOC108076681|XP_017025117.1|DKIK, LOC108076414|XP_017024744.1|DKIK, LOC108076596|XP_017025002.1|DKIK
OG0001531	LOC111602349|XP_023175129.2|DHYD	LOC108082342|XP_017033164.1|DKIK
OG0001534	LOC111596462|XP_023166481.2|DHYD	LOC108072440|XP_017019052.1|DKIK
OG0001535	LOC111600195|XP_023171976.1|DHYD	LOC108074180|XP_017021606.1|DKIK
OG0001536	LOC111602401|XP_023175188.1|DHYD	LOC108083352|XP_017034585.1|DKIK
OG0001537	LOC111599173|XP_023170523.1|DHYD	LOC108074263|XP_017021723.1|DKIK
OG0001538	LOC111596884|XP_023167100.1|DHYD	LOC108083574|XP_017034920.1|DKIK
OG0001539	LOC111603797|XP_023177313.2|DHYD	LOC108074204|XP_017021632.1|DKIK
OG0001540	LOC111595018|XP_023164295.2|DHYD	LOC108077214|XP_017025955.1|DKIK
OG0001541	LOC111597549|XP_023168113.2|DHYD	LOC108072628|XP_017019351.1|DKIK
OG0001542	LOC111602601|XP_030081615.1|DHYD	LOC108071453|XP_017017699.1|DKIK
OG0001543	LOC111598350|XP_023169325.2|DHYD	LOC108071703|XP_017018008.1|DKIK
OG0001544	LOC111604980|XP_023179085.2|DHYD	LOC108071210|XP_017017382.1|DKIK
OG0001545	LOC111602407|XP_023175203.1|DHYD	LOC108084685|XP_017036506.1|DKIK
OG0001546	LOC111602420|XP_023175225.1|DHYD	LOC108084671|XP_017036487.1|DKIK
OG0001547	LOC111601641|XP_023174078.1|DHYD	LOC108071757|XP_017018073.1|DKIK
OG0001548	LOC111593080|XP_023161435.1|DHYD	LOC108085956|XP_017038232.1|DKIK
OG0001549	LOC111602527|XP_023175422.1|DHYD	LOC108077018|XP_017025610.1|DKIK
OG0001550	LOC111601752|XP_023174259.2|DHYD	LOC108085903|XP_017038161.1|DKIK
OG0001551	LOC111603483|XP_023176843.2|DHYD	LOC108073557|XP_017020732.1|DKIK
OG0001552	LOC111597840|XP_023168513.1|DHYD	LOC108083248|XP_017034446.1|DKIK
OG0001553	LOC111604728|XP_023178668.1|DHYD	LOC108082895|XP_017033969.1|DKIK, LOC108074139|XP_017021528.1|DKIK
OG0001554	LOC111601753|XP_023174260.1|DHYD, LOC111601771|XP_030081549.1|DHYD	LOC108077586|XP_017026469.1|DKIK
OG0001555	LOC111595791|XP_023165446.1|DHYD	LOC108079550|XP_017029376.1|DKIK
OG0001556	LOC111602227|XP_023174976.1|DHYD	LOC108076802|XP_017025316.1|DKIK
OG0001557	LOC111605114|XP_023179232.2|DHYD	LOC108083534|XP_017034857.1|DKIK
OG0001558	LOC111596962|XP_023167191.1|DHYD	LOC108084733|XP_017036544.1|DKIK
OG0001559	LOC111596999|XP_023167268.2|DHYD	LOC108077791|XP_017026780.1|DKIK
OG0001560	LOC111604908|XP_023178918.2|DHYD	LOC108074075|XP_017021440.1|DKIK
OG0001561	LOC111601395|XP_023173706.1|DHYD	LOC108075567|XP_017023571.1|DKIK
OG0001562	LOC111605034|XP_023179137.1|DHYD	LOC108077347|XP_017026125.1|DKIK
OG0001563	LOC111598591|XP_023169675.1|DHYD	LOC108078562|XP_017027970.1|DKIK, LOC108077779|XP_017026770.1|DKIK
OG0001564	LOC111596355|XP_023166322.1|DHYD	LOC108073472|XP_017020605.1|DKIK
OG0001565	LOC111605440|XP_023179723.1|DHYD	LOC108071432|XP_017017673.1|DKIK
OG0001566	LOC111602693|XP_023175691.1|DHYD	LOC108084141|XP_017035674.1|DKIK
OG0001567	LOC111592148|XP_023159963.1|DHYD	LOC108078330|XP_017027617.1|DKIK
OG0001568	LOC111601530|XP_023173927.2|DHYD	LOC108077604|XP_017026489.1|DKIK
OG0001569	LOC111594468|XP_023163536.2|DHYD	LOC108084264|XP_017035908.1|DKIK, LOC108084263|XP_017035906.1|DKIK
OG0001570	LOC111605502|XP_023179819.2|DHYD	LOC108074097|XP_017021480.1|DKIK
OG0001571	LOC111597441|XP_023167924.1|DHYD	LOC108077178|XP_017025905.1|DKIK
OG0001572	LOC111595357|XP_023164802.2|DHYD	LOC108083608|XP_017034968.1|DKIK
OG0001573	LOC111599571|XP_030081124.1|DHYD	LOC108078828|XP_017028405.1|DKIK
OG0001574	LOC111602830|XP_023175908.1|DHYD	LOC108080249|XP_017030396.1|DKIK
OG0001575	LOC111597176|XP_023167506.2|DHYD, LOC111597177|XP_030080780.1|DHYD	LOC108084548|XP_017036285.1|DKIK
OG0001576	LOC111604201|XP_023177926.2|DHYD	LOC108084814|XP_017036663.1|DKIK
OG0001577	LOC111592681|XP_023160811.1|DHYD	LOC108073455|XP_017020578.1|DKIK
OG0001578	LOC111602367|XP_023175147.2|DHYD	LOC108081150|XP_017031678.1|DKIK
OG0001579	LOC111603085|XP_023176506.1|DHYD	LOC108083411|XP_017034654.1|DKIK
OG0001580	LOC111604128|XP_023177813.2|DHYD	LOC108078541|XP_017027943.1|DKIK
OG0001581	LOC111592348|XP_023160251.2|DHYD	LOC108080104|XP_017030208.1|DKIK
OG0001582	LOC111593190|XP_023161576.1|DHYD	LOC108072926|XP_017019761.1|DKIK
OG0001583	LOC111599958|XP_023171602.2|DHYD	LOC108076699|XP_017025144.1|DKIK
OG0001584	LOC111597473|XP_023167989.2|DHYD	LOC108073454|XP_017020576.1|DKIK
OG0001585	LOC111605115|XP_023179235.2|DHYD	LOC108083460|XP_017034727.1|DKIK
OG0001586	LOC111602892|XP_023175996.1|DHYD	LOC108078206|XP_017027383.1|DKIK, LOC108083811|XP_017035247.1|DKIK
OG0001587	LOC111600136|XP_023171880.2|DHYD	LOC108083716|XP_017035112.1|DKIK
OG0001588	LOC111604121|XP_023177799.1|DHYD	LOC108078452|XP_017027830.1|DKIK
OG0001589	LOC111594727|XP_023163926.2|DHYD	LOC108083946|XP_017035439.1|DKIK
OG0001590	LOC111597111|XP_023167423.2|DHYD	LOC108076613|XP_017025024.1|DKIK
OG0001591	LOC111595234|XP_030080674.1|DHYD	LOC108075717|XP_017023744.1|DKIK
OG0001592	LOC111591966|XP_030079228.1|DHYD	LOC108076993|XP_017025542.1|DKIK
OG0001593	LOC111591959|XP_030079217.1|DHYD	LOC108077273|XP_017026031.1|DKIK
OG0001594	LOC111601174|XP_030080296.1|DHYD	LOC108076981|XP_017025528.1|DKIK
OG0001595	LOC111605407|XP_023179676.2|DHYD	LOC108073115|XP_017020098.1|DKIK
OG0001596	LOC111594086|XP_023163001.2|DHYD	LOC108072582|XP_017019279.1|DKIK
OG0001597	LOC111593145|XP_023161513.1|DHYD	LOC108083513|XP_017034816.1|DKIK
OG0001599	LOC111596279|XP_023166194.2|DHYD	LOC108075940|XP_017024072.1|DKIK
OG0001600	LOC111598954|XP_030079785.1|DHYD, LOC115483304|XP_030080528.1|DHYD	LOC108085254|XP_017037290.1|DKIK
OG0001601	LOC111596363|XP_023166328.2|DHYD	LOC108082234|XP_017033061.1|DKIK
OG0001602	LOC111600360|XP_023172202.2|DHYD, LOC115483400|XP_030081050.1|DHYD	LOC108082251|XP_017033083.1|DKIK
OG0001603	LOC111603981|XP_023177593.2|DHYD	LOC108077291|XP_017026059.1|DKIK
OG0001604	LOC111602048|XP_023174726.1|DHYD	LOC108073533|XP_017020703.1|DKIK, LOC108080402|XP_017030619.1|DKIK
OG0001605	LOC111602228|XP_023174977.1|DHYD	LOC108079410|XP_017029226.1|DKIK, LOC108070917|XP_017017065.1|DKIK
OG0001606	LOC111600107|XP_023171837.1|DHYD	LOC108081307|XP_017031889.1|DKIK
OG0001607	LOC111602518|XP_023175369.1|DHYD	LOC108077410|XP_017026199.1|DKIK
OG0001608	LOC115483014|XP_030079570.1|DHYD, LOC111600351|XP_023172190.2|DHYD	LOC108081533|XP_017032240.1|DKIK
OG0001609	LOC111600895|XP_023173003.1|DHYD	LOC108077978|XP_017027009.1|DKIK
OG0001610	LOC111600391|XP_023172237.1|DHYD	LOC108072496|XP_017019151.1|DKIK
OG0001611	LOC111599485|XP_023170920.2|DHYD, LOC111594947|XP_023164211.1|DHYD	LOC108082173|XP_017032967.1|DKIK
OG0001612	LOC111596219|XP_023166104.1|DHYD	LOC108079576|XP_017029409.1|DKIK
OG0001613	LOC111592562|XP_023160628.1|DHYD	LOC108077187|XP_017025920.1|DKIK
OG0001614	LOC111597661|XP_023168251.2|DHYD	LOC108078307|XP_017027582.1|DKIK
OG0001615	LOC111592068|XP_023159841.2|DHYD	LOC108081465|XP_017032147.1|DKIK
OG0001616	LOC111595408|XP_023164889.2|DHYD	LOC108081412|XP_017032085.1|DKIK, LOC108082235|XP_017033062.1|DKIK
OG0001617	LOC111597200|XP_030079024.1|DHYD	LOC108082801|XP_017033845.1|DKIK
OG0001618	LOC111597859|XP_023168547.1|DHYD	LOC108076986|XP_017025534.1|DKIK
OG0001619	LOC115483087|XP_030080023.1|DHYD	LOC108082886|XP_017033957.1|DKIK
OG0001620	LOC111594421|XP_023163514.1|DHYD	LOC108078403|XP_017027749.1|DKIK
OG0001621	LOC111594039|XP_023162922.2|DHYD	LOC108078058|XP_017027110.1|DKIK
OG0001622	LOC111603223|XP_023176489.1|DHYD	LOC108076867|XP_017025389.1|DKIK
OG0001623	LOC111599075|XP_023170373.2|DHYD	LOC108074306|XP_017021789.1|DKIK
OG0001624	LOC111596283|XP_023166201.1|DHYD	LOC108082778|XP_017033800.1|DKIK
OG0001625	LOC111604342|XP_023178172.2|DHYD, LOC111592498|XP_023160491.1|DHYD	LOC108081529|XP_017032236.1|DKIK
OG0001626	LOC111594956|XP_023164221.1|DHYD	LOC108077105|XP_017025788.1|DKIK
OG0001627	LOC111602979|XP_023176140.2|DHYD	LOC108084174|XP_017035751.1|DKIK
OG0001628	LOC111600279|XP_023172096.2|DHYD	LOC108071990|XP_017018453.1|DKIK
OG0001629	LOC111598505|XP_023169543.2|DHYD	LOC108084745|XP_017036545.1|DKIK
OG0001630	LOC111597165|XP_023167491.2|DHYD	LOC108084607|XP_017036379.1|DKIK
OG0001631	LOC111599574|XP_023171014.2|DHYD	LOC108080818|XP_017031210.1|DKIK
OG0001632	LOC111603580|XP_023177005.1|DHYD	LOC108077012|XP_017025580.1|DKIK
OG0001633	LOC111604559|XP_023178427.1|DHYD	LOC108072113|XP_017018623.1|DKIK
OG0001634	LOC111598529|XP_023169582.2|DHYD	LOC108082607|XP_017033579.1|DKIK
OG0001635	LOC111602957|XP_023176097.1|DHYD	LOC108077864|XP_017026886.1|DKIK
OG0001636	LOC111603635|XP_023177073.1|DHYD	LOC108080786|XP_017031142.1|DKIK
OG0001637	LOC111595693|XP_023165306.2|DHYD	LOC108073405|XP_017020491.1|DKIK
OG0001638	LOC111596783|XP_023166904.2|DHYD	LOC108083401|XP_017034640.1|DKIK, LOC108081971|XP_017032694.1|DKIK
OG0001639	LOC111600886|XP_030080932.1|DHYD	LOC108085273|XP_017037316.1|DKIK, LOC108071377|XP_017017602.1|DKIK, LOC108070621|XP_017016675.1|DKIK
OG0001640	LOC111603569|XP_023176983.1|DHYD	LOC108081175|XP_017031720.1|DKIK
OG0001641	LOC111593317|XP_023161788.1|DHYD	LOC108084128|XP_017035655.1|DKIK
OG0001642	LOC111594990|XP_023164258.1|DHYD	LOC108083877|XP_017035355.1|DKIK, LOC108075077|XP_017022848.1|DKIK
OG0001643	LOC111602458|XP_023175286.2|DHYD	LOC108079671|XP_017029558.1|DKIK
OG0001644	LOC111591856|XP_023159506.1|DHYD	LOC108075331|XP_017023231.1|DKIK
OG0001645	LOC111597101|XP_023167411.1|DHYD	LOC108085134|XP_017037134.1|DKIK
OG0001646	LOC111595404|XP_023164883.1|DHYD	LOC108076417|XP_017024746.1|DKIK
OG0001647	LOC111601264|XP_030081947.1|DHYD	LOC108081318|XP_017031897.1|DKIK
OG0001648	LOC111603320|XP_023176610.2|DHYD	LOC108075147|XP_017022917.1|DKIK
OG0001649	LOC111593741|XP_023162501.1|DHYD	LOC108074737|XP_017022395.1|DKIK
OG0001650	LOC111594609|XP_023163757.1|DHYD	LOC108082566|XP_017033507.1|DKIK
OG0001651	LOC111600615|XP_023172581.2|DHYD	LOC108076425|XP_017024759.1|DKIK
OG0001652	LOC111603313|XP_023176602.1|DHYD	LOC108080667|XP_017030988.1|DKIK
OG0001653	LOC111600997|XP_023173159.2|DHYD	LOC108070433|XP_017016391.1|DKIK
OG0001654	LOC111604364|XP_023178200.2|DHYD	LOC108078195|XP_017027359.1|DKIK
OG0001655	LOC111592168|XP_023159990.2|DHYD	LOC108078090|XP_017027171.1|DKIK
OG0001656	LOC111597211|XP_023167547.2|DHYD	LOC108075776|XP_017023824.1|DKIK
OG0001657	LOC111595069|XP_023164394.1|DHYD	LOC108083095|XP_017034236.1|DKIK
OG0001658	LOC111591858|XP_023159508.1|DHYD	LOC108073806|XP_017021069.1|DKIK
OG0001659	LOC111604328|XP_023178156.1|DHYD	LOC108084785|XP_017036607.1|DKIK
OG0001660	LOC111602918|XP_023176031.2|DHYD	LOC108079752|XP_017029657.1|DKIK
OG0001661	LOC111602175|XP_023174905.2|DHYD, LOC111602562|XP_023175490.1|DHYD	LOC108071423|XP_017017662.1|DKIK
OG0001662	LOC111592825|XP_023161018.1|DHYD	LOC108072757|XP_017019518.1|DKIK
OG0001664	LOC111595091|XP_023164422.1|DHYD	LOC108076623|XP_017025038.1|DKIK, LOC108080415|XP_017030636.1|DKIK
OG0001666	LOC111596133|XP_023165975.2|DHYD, LOC111596134|XP_023165977.2|DHYD, LOC111596135|XP_023165978.2|DHYD	LOC108082196|XP_017033007.1|DKIK
OG0001667	LOC111605367|XP_023179614.2|DHYD	LOC108072912|XP_017019726.1|DKIK
OG0001668	LOC111596948|XP_023167172.2|DHYD	LOC108071571|XP_017017841.1|DKIK, LOC108071601|XP_017017871.1|DKIK
OG0001669	LOC111597476|XP_023167993.2|DHYD	LOC108073293|XP_017020337.1|DKIK, LOC108073294|XP_017020338.1|DKIK
OG0001670	LOC111604338|XP_023178169.1|DHYD	LOC108079361|XP_017029158.1|DKIK, LOC108085111|XP_017037077.1|DKIK
OG0001671	LOC111601949|XP_023174573.1|DHYD, LOC111601662|XP_023174117.1|DHYD	LOC108079735|XP_017029636.1|DKIK
OG0001672	LOC111604406|XP_023178230.2|DHYD	LOC108076589|XP_017024989.1|DKIK, LOC108076588|XP_017024988.1|DKIK
OG0001673	LOC111602569|XP_023175493.2|DHYD	LOC108072323|XP_017018887.1|DKIK, LOC108072321|XP_017018885.1|DKIK
OG0001674	LOC111604799|XP_023178784.1|DHYD	LOC108075590|XP_017023600.1|DKIK, LOC108079381|XP_017029191.1|DKIK
OG0001675	LOC111604999|XP_023179088.1|DHYD	LOC108077884|XP_017026909.1|DKIK, LOC108077883|XP_017026908.1|DKIK
OG0001678	LOC111596592|XP_030079912.1|DHYD	LOC108083457|XP_017034716.1|DKIK
OG0001679	LOC111597238|XP_023167600.2|DHYD	LOC108074936|XP_017022656.1|DKIK
OG0001680	LOC111594508|XP_023163593.2|DHYD, LOC111593990|XP_023162849.2|DHYD	LOC108083502|XP_017034800.1|DKIK
OG0001681	LOC111596548|XP_023166589.2|DHYD	LOC108080175|XP_017030311.1|DKIK
OG0001682	LOC111602400|XP_023175186.2|DHYD	LOC108075410|XP_017023323.1|DKIK
OG0001683	LOC111598945|XP_023170191.1|DHYD	LOC108074825|XP_017022512.1|DKIK
OG0001684	LOC111597773|XP_023168404.2|DHYD	LOC108082652|XP_017033629.1|DKIK
OG0001685	LOC111602495|XP_023175334.2|DHYD	LOC108072626|XP_017019346.1|DKIK
OG0001686	LOC111595961|XP_023165703.2|DHYD	LOC108082938|XP_017034034.1|DKIK, LOC108073600|XP_017020780.1|DKIK
OG0001687	LOC111591990|XP_023159718.1|DHYD	LOC108082908|XP_017033980.1|DKIK
OG0001688	LOC111597304|XP_023167696.2|DHYD	LOC108084445|XP_017036142.1|DKIK
OG0001689	LOC111597266|XP_030078961.1|DHYD	LOC108079329|XP_017029119.1|DKIK
OG0001690	LOC111594835|XP_023164068.1|DHYD	LOC108084409|XP_017036097.1|DKIK
OG0001691	LOC111602506|XP_023175352.1|DHYD	LOC108079574|XP_017029407.1|DKIK
OG0001692	LOC111604229|XP_023177973.2|DHYD	LOC108085670|XP_017037850.1|DKIK
OG0001693	LOC111604955|XP_023179004.1|DHYD	LOC108083477|XP_017034756.1|DKIK
OG0001694	LOC111596682|XP_023166758.2|DHYD	LOC108083926|XP_017035413.1|DKIK
OG0001695	LOC111594618|XP_023163776.2|DHYD, LOC111597791|XP_030080056.1|DHYD	LOC108081270|XP_017031856.1|DKIK
OG0001696	LOC111601770|XP_023174281.2|DHYD	LOC108085883|XP_017038135.1|DKIK
OG0001697	LOC111598559|XP_023169624.1|DHYD	LOC108073330|XP_017020381.1|DKIK
OG0001698	LOC111593415|XP_023161916.1|DHYD	LOC108074165|XP_017021567.1|DKIK
OG0001699	LOC111601805|XP_023174360.1|DHYD	LOC108077601|XP_017026484.1|DKIK
OG0001700	LOC111603629|XP_023177066.2|DHYD	LOC108073178|XP_017020173.1|DKIK
OG0001701	LOC111594514|XP_030080684.1|DHYD	LOC108070733|XP_017016818.1|DKIK
OG0001702	LOC111603883|XP_023177467.2|DHYD	LOC108082020|XP_017032775.1|DKIK
OG0001703	LOC111603478|XP_023176837.2|DHYD	LOC108073270|XP_017020317.1|DKIK
OG0001704	LOC111603487|XP_023176852.1|DHYD	LOC108073271|XP_017020318.1|DKIK
OG0001705	LOC111595246|XP_023164654.2|DHYD, LOC115483437|XP_030081268.1|DHYD	LOC108073467|XP_017020596.1|DKIK
OG0001706	LOC111594101|XP_030079104.1|DHYD	LOC108070635|XP_017016694.1|DKIK, LOC108072414|XP_017019011.1|DKIK
OG0001707	LOC111596596|XP_030080570.1|DHYD	LOC108071285|XP_017017465.1|DKIK
OG0001708	LOC111594471|XP_023163540.1|DHYD	LOC108084267|XP_017035912.1|DKIK
OG0001709	LOC111598683|XP_023169814.2|DHYD	LOC108079900|XP_017029920.1|DKIK
OG0001710	LOC111599432|XP_023170853.1|DHYD	LOC108073543|XP_017020715.1|DKIK
OG0001711	LOC111603584|XP_023177006.2|DHYD	LOC108084179|XP_017035759.1|DKIK
OG0001712	LOC111602701|XP_023175701.1|DHYD	LOC108084572|XP_017036328.1|DKIK
OG0001713	LOC111593603|XP_023162232.1|DHYD	LOC108070719|XP_017016801.1|DKIK
OG0001714	LOC111604906|XP_023178914.2|DHYD	LOC108080783|XP_017031138.1|DKIK
OG0001715	LOC111603362|XP_023176676.2|DHYD	LOC108077123|XP_017025818.1|DKIK
OG0001716	LOC111593511|XP_023162066.2|DHYD, LOC111595001|XP_023164269.2|DHYD	LOC108083907|XP_017035392.1|DKIK
OG0001717	LOC111598234|XP_023169163.2|DHYD	LOC108077739|XP_017026691.1|DKIK
OG0001718	LOC111602668|XP_023175621.2|DHYD	LOC108083628|XP_017034987.1|DKIK
OG0001719	LOC111596599|XP_030080723.1|DHYD	LOC108071293|XP_017017479.1|DKIK
OG0001720	LOC111601320|XP_023173618.2|DHYD	LOC108071395|XP_017017627.1|DKIK
OG0001721	LOC111596260|XP_023166164.2|DHYD	LOC108084922|XP_017036807.1|DKIK
