Orthogroup	DHYD.longest_only	DFIC.longest_only
OG0000724	LOC111597395|XP_023167839.1|DHYD	LOC108099385|XP_017058373.1|DFIC
OG0000726	LOC111603439|XP_023176791.2|DHYD	LOC108087033|XP_017039690.1|DFIC
OG0000726	LOC111603423|XP_023176776.2|DHYD	LOC108086997|XP_017039620.1|DFIC
OG0000727	LOC111596208|XP_023166089.2|DHYD, LOC111596201|XP_030080823.1|DHYD	LOC108101114|XP_017060822.1|DFIC
OG0000728	LOC111603192|XP_023176446.1|DHYD	LOC108088584|XP_017041923.1|DFIC
OG0000729	LOC111598295|XP_023169251.1|DHYD	LOC108086587|XP_017039036.1|DFIC
OG0000729	LOC111598296|XP_023169252.1|DHYD	LOC108086599|XP_017039059.1|DFIC
OG0000730	LOC111603318|XP_030079654.1|DHYD	LOC108097995|XP_017056121.1|DFIC
OG0000730	LOC111596307|XP_030080540.1|DHYD	LOC108094155|XP_017050084.1|DFIC
OG0000731	LOC111599468|XP_023170909.2|DHYD	LOC108096438|XP_017053521.1|DFIC
OG0000731	LOC111597709|XP_023168317.2|DHYD	LOC108101947|XP_017062022.1|DFIC
OG0000732	LOC111594874|XP_023164122.1|DHYD	LOC108089424|XP_017043116.1|DFIC
OG0000732	LOC111594873|XP_023164119.1|DHYD	LOC108089422|XP_017043115.1|DFIC
OG0000733	LOC111595239|XP_023164645.2|DHYD	LOC108086525|XP_017038942.1|DFIC
OG0000733	LOC111601687|XP_023174161.1|DHYD	LOC108089021|XP_017042595.1|DFIC
OG0000734	LOC111597535|XP_023168081.2|DHYD	LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC
OG0000735	LOC111593485|XP_023162014.1|DHYD	LOC108094231|XP_017050179.1|DFIC
OG0000735	LOC111603872|XP_023177447.2|DHYD	LOC108097852|XP_017055878.1|DFIC
OG0000736	LOC111603989|XP_030079038.1|DHYD	LOC108092318|XP_017047341.1|DFIC
OG0000736	LOC111604008|XP_023177632.2|DHYD	LOC108092319|XP_017047343.1|DFIC
OG0000737	LOC111597693|XP_023168296.1|DHYD	LOC108094254|XP_017050204.1|DFIC
OG0000738	LOC111599329|XP_023170718.1|DHYD	LOC108100882|XP_017060480.1|DFIC
OG0000738	LOC111603947|XP_023177545.2|DHYD	LOC108090017|XP_017044006.1|DFIC
OG0000739	LOC111599568|XP_023171008.1|DHYD	LOC108098920|XP_017057613.1|DFIC
OG0000739	LOC111599567|XP_023171005.1|DHYD	LOC108098919|XP_017057612.1|DFIC
OG0000740	LOC111592038|XP_030081565.1|DHYD	LOC108098916|XP_017057607.1|DFIC
OG0000741	LOC111594076|XP_030080042.1|DHYD	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC, LOC108087039|XP_017039702.1|DFIC
OG0000742	LOC111593044|XP_023161381.2|DHYD	LOC108094409|XP_017050465.1|DFIC
OG0000742	LOC111593026|XP_023161346.2|DHYD	LOC108094418|XP_017050478.1|DFIC
OG0000743	LOC111595385|XP_023164852.2|DHYD	LOC108100534|XP_017059984.1|DFIC
OG0000743	LOC111594398|XP_023163437.2|DHYD	LOC108096584|XP_017053773.1|DFIC
OG0000744	LOC111600028|XP_023171711.2|DHYD, LOC115483369|XP_030080936.1|DHYD, LOC111596984|XP_023167236.2|DHYD	LOC108096948|XP_017054403.1|DFIC
OG0000745	LOC111602121|XP_023174838.2|DHYD	LOC108095125|XP_017051555.1|DFIC
OG0000745	LOC111593300|XP_023161750.2|DHYD	LOC108096720|XP_017054048.1|DFIC
OG0000746	LOC111604126|XP_023177811.1|DHYD	LOC108101472|XP_017061307.1|DFIC, LOC108101450|XP_017061277.1|DFIC
OG0000747	LOC111592869|XP_023161084.2|DHYD	LOC108088802|XP_017042260.1|DFIC
OG0000747	LOC111592871|XP_023161088.2|DHYD	LOC108088804|XP_017042264.1|DFIC
OG0000748	LOC111596108|XP_023165938.2|DHYD	LOC108092311|XP_017047335.1|DFIC
OG0000748	LOC111602043|XP_023174760.1|DHYD	LOC108097251|XP_017054921.1|DFIC
OG0000750	LOC111595704|XP_023165317.2|DHYD	LOC108099348|XP_017058317.1|DFIC
OG0000751	LOC111605228|XP_023179423.2|DHYD	LOC108096829|XP_017054223.1|DFIC
OG0000751	LOC111605245|XP_023179449.2|DHYD, LOC111605225|XP_023179421.2|DHYD	LOC108096800|XP_017054172.1|DFIC
OG0000753	LOC111601406|XP_023173732.2|DHYD	LOC108088003|XP_017041103.1|DFIC
OG0000753	LOC111600487|XP_023172382.2|DHYD	LOC108096181|XP_017053054.1|DFIC
OG0000754	LOC111598326|XP_023169292.2|DHYD	LOC108098034|XP_017056179.1|DFIC
OG0000754	LOC111600192|XP_023171969.2|DHYD	LOC108097619|XP_017055520.1|DFIC
OG0000755	LOC111605480|XP_023179783.2|DHYD	LOC108087074|XP_017039739.1|DFIC
OG0000755	LOC111605577|XP_023179949.2|DHYD	LOC108087073|XP_017039736.1|DFIC
OG0000756	LOC111600842|XP_023172915.1|DHYD	LOC108095702|XP_017052363.1|DFIC
OG0000757	LOC111604493|XP_023178352.1|DHYD	LOC108099213|XP_017058082.1|DFIC
OG0000758	LOC111604669|XP_023178599.2|DHYD	LOC108089552|XP_017043381.1|DFIC
OG0000758	LOC111604667|XP_023178596.1|DHYD	LOC108089551|XP_017043378.1|DFIC
OG0000759	LOC111596610|XP_023166657.2|DHYD	LOC108099963|XP_017059143.1|DFIC
OG0000759	LOC111596613|XP_023166664.1|DHYD	LOC108100164|XP_017059420.1|DFIC
OG0000760	LOC111604005|XP_023177633.2|DHYD	LOC108096937|XP_017054380.1|DFIC
OG0000761	LOC111592650|XP_023160762.2|DHYD	LOC108089241|XP_017042892.1|DFIC
OG0000761	LOC111592651|XP_023160767.2|DHYD	LOC108089204|XP_017042840.1|DFIC
OG0000762	LOC111598979|XP_023170247.1|DHYD	LOC108100996|XP_017060650.1|DFIC
OG0000762	LOC111599345|XP_023170743.2|DHYD	LOC108092316|XP_017047339.1|DFIC
OG0000763	LOC111601599|XP_023174035.2|DHYD	LOC108089796|XP_017043681.1|DFIC
OG0000763	LOC111601574|XP_023173998.2|DHYD	LOC108089792|XP_017043676.1|DFIC
OG0000764	LOC111605326|XP_030080107.1|DHYD	LOC108097526|XP_017055353.1|DFIC
OG0000765	LOC111592450|XP_023160403.1|DHYD	LOC108100205|XP_017059469.1|DFIC
OG0000765	LOC111601888|XP_023174498.2|DHYD	LOC108097174|XP_017054801.1|DFIC
OG0000766	LOC111593770|XP_023162558.2|DHYD	LOC108093465|XP_017049039.1|DFIC
OG0000766	LOC111598124|XP_023168951.1|DHYD	LOC108092911|XP_017048259.1|DFIC
OG0000767	LOC111603555|XP_023176956.2|DHYD	LOC108090093|XP_017044084.1|DFIC
OG0000767	LOC111605085|XP_023179189.2|DHYD	LOC108088924|XP_017042429.1|DFIC
OG0000768	LOC111592326|XP_023160219.1|DHYD	LOC108100644|XP_017060136.1|DFIC
OG0000769	LOC111602937|XP_030080831.1|DHYD	LOC108096019|XP_017052858.1|DFIC
OG0000769	LOC111596866|XP_023167077.1|DHYD	LOC108098111|XP_017056314.1|DFIC
OG0000770	LOC111595314|XP_023164737.2|DHYD	LOC108093897|XP_017049746.1|DFIC
OG0000771	LOC111601570|XP_023173987.1|DHYD	LOC108099328|XP_017058287.1|DFIC
OG0000772	LOC111595620|XP_023165195.2|DHYD, LOC111601518|XP_023173892.1|DHYD	LOC108090642|XP_017044909.1|DFIC, LOC108087626|XP_017040572.1|DFIC
OG0000773	LOC111593167|XP_023161540.2|DHYD	LOC108101522|XP_017061380.1|DFIC, LOC108098603|XP_017057158.1|DFIC
OG0000773	LOC111597518|XP_023168058.1|DHYD	LOC108101478|XP_017061316.1|DFIC, LOC108092312|XP_017047336.1|DFIC, LOC108099017|XP_017057740.1|DFIC, LOC108101996|XP_017062079.1|DFIC
OG0000774	LOC111600768|XP_023172815.2|DHYD, LOC111600749|XP_023172796.2|DHYD	LOC108090834|XP_017045188.1|DFIC, LOC108090835|XP_017045189.1|DFIC
OG0000775	LOC111592126|XP_023159929.1|DHYD	LOC108087823|XP_017040881.1|DFIC
OG0000775	LOC111604797|XP_023178785.1|DHYD, LOC115483368|XP_030080935.1|DHYD	LOC108096565|XP_017053748.1|DFIC
OG0000778	LOC111598269|XP_023169214.2|DHYD, LOC111598537|XP_023169593.2|DHYD	LOC108101729|XP_017061669.1|DFIC
OG0000779	LOC111603369|XP_023176688.1|DHYD	LOC108088696|XP_017042126.1|DFIC
OG0000780	LOC115483424|XP_030081224.1|DHYD, LOC111600027|XP_030081223.1|DHYD	LOC108090701|XP_017044981.1|DFIC
OG0000781	LOC111605606|XP_023179989.1|DHYD	LOC108098052|XP_017056222.1|DFIC
OG0000782	LOC111599810|XP_023171364.1|DHYD	LOC108100417|XP_017059797.1|DFIC
OG0000782	LOC111596880|XP_023167097.1|DHYD	LOC108095627|XP_017052284.1|DFIC
OG0000783	LOC111597765|XP_023168390.1|DHYD	LOC108100691|XP_017060199.1|DFIC
OG0000783	LOC111603539|XP_023176981.1|DHYD	LOC108097250|XP_017054920.1|DFIC
OG0000784	LOC111605186|XP_023179351.2|DHYD	LOC108099780|XP_017058898.1|DFIC
OG0000784	LOC111601828|XP_023174422.1|DHYD	LOC108097980|XP_017056086.1|DFIC
OG0000785	LOC111599617|XP_023171077.2|DHYD	LOC108097766|XP_017055778.1|DFIC, LOC108088472|XP_017041748.1|DFIC
OG0000786	LOC111603492|XP_023176864.1|DHYD	LOC108098514|XP_017056957.1|DFIC
OG0000787	LOC111605676|XP_023180110.2|DHYD	LOC108087445|XP_017040288.1|DFIC
OG0000788	LOC111602901|XP_023176006.1|DHYD	LOC108100719|XP_017060245.1|DFIC, LOC108088250|XP_017041456.1|DFIC
OG0000789	LOC111602289|XP_023175057.2|DHYD	LOC108093396|XP_017048904.1|DFIC
OG0000790	LOC111595996|XP_023165763.1|DHYD	LOC108091480|XP_017046189.1|DFIC
OG0000790	LOC111595995|XP_023165760.1|DHYD	LOC108091478|XP_017046188.1|DFIC
OG0000791	LOC111604253|XP_023178009.1|DHYD	LOC108088503|XP_017041823.1|DFIC
OG0000792	LOC111595832|XP_023165507.2|DHYD	LOC108095165|XP_017051615.1|DFIC, LOC108095122|XP_017051554.1|DFIC
OG0000793	LOC111596696|XP_023166780.1|DHYD	LOC108101094|XP_017060794.1|DFIC, LOC108097572|XP_017055445.1|DFIC
OG0000794	LOC111593988|XP_023162847.2|DHYD	LOC108101293|XP_017061084.1|DFIC, LOC108097140|XP_017054730.1|DFIC
OG0000795	LOC111604041|XP_023177664.1|DHYD	LOC108091225|XP_017045819.1|DFIC
OG0000795	LOC111598502|XP_023169536.2|DHYD	LOC108091879|XP_017046750.1|DFIC
OG0000796	LOC111602793|XP_023175834.1|DHYD	LOC108098953|XP_017057650.1|DFIC
OG0000796	LOC111598156|XP_023169009.1|DHYD	LOC108091167|XP_017045695.1|DFIC
OG0000797	LOC111603429|XP_023176782.1|DHYD	LOC108098948|XP_017057645.1|DFIC
OG0000798	LOC111599738|XP_023171266.1|DHYD	LOC108094916|XP_017051252.1|DFIC
OG0000798	LOC111599668|XP_023171141.2|DHYD	LOC108094896|XP_017051225.1|DFIC
OG0000799	LOC111602034|XP_023174701.1|DHYD	LOC108097165|XP_017054787.1|DFIC
OG0000800	LOC111592310|XP_023160185.1|DHYD, LOC111592307|XP_023160183.1|DHYD, LOC111592306|XP_023160181.2|DHYD	LOC108093096|XP_017048521.1|DFIC
OG0000801	LOC111593229|XP_023161653.1|DHYD	LOC108096940|XP_017054387.1|DFIC
OG0000802	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD	LOC108097380|XP_017055120.1|DFIC
OG0000803	LOC111601618|XP_023174056.2|DHYD	LOC108100097|XP_017059331.1|DFIC
OG0000803	LOC111597531|XP_023168076.1|DHYD	LOC108100671|XP_017060175.1|DFIC
OG0000804	LOC111597973|XP_023168715.1|DHYD	LOC108086629|XP_017039093.1|DFIC
OG0000804	LOC111592397|XP_023160341.1|DHYD, LOC111592396|XP_023160340.2|DHYD	LOC108091799|XP_017046656.1|DFIC
OG0000805	LOC111593850|XP_023162664.1|DHYD, LOC111593851|XP_023162665.1|DHYD	LOC108087870|XP_017040943.1|DFIC
OG0000805	LOC111599324|XP_023170709.1|DHYD	LOC108087856|XP_017040928.1|DFIC
OG0000806	LOC115482948|XP_030079241.1|DHYD	LOC108094173|XP_017050122.1|DFIC
OG0000807	LOC111596264|XP_023166168.1|DHYD, LOC111601765|XP_023174273.2|DHYD	LOC108088819|XP_017042276.1|DFIC, LOC108087568|XP_017040485.1|DFIC, LOC108094171|XP_017050119.1|DFIC
OG0000808	LOC111597397|XP_023167842.2|DHYD	LOC108099608|XP_017058717.1|DFIC, LOC108099228|XP_017058089.1|DFIC, LOC108099639|XP_017058758.1|DFIC
OG0000810	LOC111593812|XP_023162609.2|DHYD, LOC115483386|XP_030080990.1|DHYD	LOC108094201|XP_017050145.1|DFIC, LOC108087607|XP_017040535.1|DFIC
OG0000811	LOC111598739|XP_023169906.2|DHYD	LOC108101661|XP_017061568.1|DFIC
OG0000811	LOC111605280|XP_023179492.2|DHYD	LOC108090347|XP_017044456.1|DFIC
OG0000812	LOC111600182|XP_023171953.1|DHYD	LOC108094688|XP_017050900.1|DFIC
OG0000813	LOC111605203|XP_023179383.1|DHYD	LOC108096676|XP_017053948.1|DFIC
OG0000813	LOC111599215|XP_030080392.1|DHYD	LOC108097629|XP_017055543.1|DFIC
OG0000814	LOC111594183|XP_023163134.1|DHYD	LOC108098176|XP_017056398.1|DFIC, LOC108097075|XP_017054649.1|DFIC
OG0000815	LOC111599074|XP_023170372.2|DHYD	LOC108089972|XP_017043963.1|DFIC
OG0000816	LOC111602802|XP_023175862.2|DHYD	LOC108096123|XP_017052989.1|DFIC
OG0000817	LOC111600289|XP_023172109.1|DHYD	LOC108095692|XP_017052352.1|DFIC
OG0000817	LOC111600290|XP_023172110.2|DHYD	LOC108095731|XP_017052395.1|DFIC
OG0000818	LOC111593432|XP_023161946.2|DHYD	LOC108092951|XP_017048310.1|DFIC
OG0000818	LOC111594237|XP_023163213.1|DHYD, LOC111594241|XP_030080265.1|DHYD	LOC108094501|XP_017050592.1|DFIC
OG0000819	LOC111602423|XP_030079873.1|DHYD	LOC108101882|XP_017061918.1|DFIC
OG0000819	LOC111602412|XP_023175211.1|DHYD	LOC108101892|XP_017061945.1|DFIC
OG0000820	LOC111601041|XP_023173262.1|DHYD	LOC108097452|XP_017055213.1|DFIC
OG0000820	LOC111600099|XP_023171828.1|DHYD	LOC108096902|XP_017054338.1|DFIC
OG0000821	LOC111596653|XP_023166726.2|DHYD	LOC108087095|XP_017039765.1|DFIC
OG0000821	LOC111595515|XP_023165063.1|DHYD	LOC108096955|XP_017054412.1|DFIC
OG0000822	LOC111599008|XP_023170290.1|DHYD	LOC108089575|XP_017043797.1|DFIC, LOC108100994|XP_017060648.1|DFIC
OG0000824	LOC111599066|XP_023170355.1|DHYD	LOC108094519|XP_017050610.1|DFIC
OG0000825	LOC111605187|XP_023179353.2|DHYD	LOC108099808|XP_017058921.1|DFIC
OG0000825	LOC111601197|XP_023173452.2|DHYD	LOC108094536|XP_017050628.1|DFIC
OG0000826	LOC115482816|XP_030078840.1|DHYD, LOC111600577|XP_030082032.1|DHYD	LOC108093870|XP_017049701.1|DFIC
OG0000828	LOC111601490|XP_023173845.2|DHYD	LOC108091872|XP_017046742.1|DFIC
OG0000830	LOC111593439|XP_023161958.2|DHYD	LOC108088623|XP_017042020.1|DFIC
OG0000831	LOC111594304|XP_023163310.2|DHYD	LOC108100463|XP_017059881.1|DFIC
OG0000832	LOC111594011|XP_023162876.1|DHYD	LOC108093921|XP_017049779.1|DFIC
OG0000832	LOC111603652|XP_023177103.2|DHYD	LOC108094386|XP_017050437.1|DFIC
OG0000833	LOC111592289|XP_023160160.2|DHYD	LOC108088324|XP_017041551.1|DFIC
OG0000834	LOC111597802|XP_023168455.1|DHYD	LOC108088388|XP_017041625.1|DFIC
OG0000835	LOC111597622|XP_030081813.1|DHYD	LOC108089496|XP_017043270.1|DFIC
OG0000836	LOC111603869|XP_023177444.1|DHYD	LOC108094396|XP_017050453.1|DFIC, LOC108089151|XP_017042762.1|DFIC
OG0000837	LOC111604060|XP_023177694.1|DHYD	LOC108086494|XP_017038908.1|DFIC
OG0000838	LOC111605537|XP_023179868.1|DHYD	LOC108096041|XP_017052877.1|DFIC
OG0000839	LOC111604820|XP_023178810.2|DHYD	LOC108090109|XP_017044115.1|DFIC
OG0000839	LOC111601448|XP_023173792.2|DHYD	LOC108101016|XP_017060670.1|DFIC
OG0000840	LOC111593987|XP_023162845.1|DHYD	LOC108094295|XP_017050289.1|DFIC, LOC108095364|XP_017051934.1|DFIC
OG0000841	LOC111598873|XP_023170097.2|DHYD	LOC108096980|XP_017054449.1|DFIC
OG0000842	LOC111600736|XP_023172780.1|DHYD	LOC108093320|XP_017048797.1|DFIC
OG0000843	LOC111600100|XP_030081241.1|DHYD	LOC108090959|XP_017045392.1|DFIC
OG0000844	LOC111603601|XP_023177028.1|DHYD	LOC108098402|XP_017056774.1|DFIC
OG0000845	LOC111602427|XP_023175234.2|DHYD	LOC108091116|XP_017045631.1|DFIC, LOC108091102|XP_017045613.1|DFIC
OG0000846	LOC111599445|XP_023170868.2|DHYD	LOC108088524|XP_017041854.1|DFIC
OG0000847	LOC111605732|XP_030080949.1|DHYD, LOC111593852|XP_023162666.2|DHYD	LOC108096520|XP_017053638.1|DFIC, LOC108101898|XP_017061951.1|DFIC
OG0000848	LOC111595439|XP_023164932.2|DHYD	LOC108092583|XP_017047717.1|DFIC
OG0000848	LOC111603729|XP_023177211.2|DHYD	LOC108094392|XP_017050446.1|DFIC
OG0000849	LOC111599451|XP_023170876.2|DHYD	LOC108088828|XP_017042324.1|DFIC
OG0000849	LOC111599050|XP_023170336.1|DHYD	LOC108101333|XP_017061131.1|DFIC
OG0000850	LOC111604169|XP_023177878.2|DHYD	LOC108096911|XP_017054350.1|DFIC, LOC108096503|XP_017053602.1|DFIC
OG0000850	LOC111600157|XP_030080976.1|DHYD	LOC108096962|XP_017054422.1|DFIC
OG0000852	LOC111604168|XP_023177874.2|DHYD	LOC108087841|XP_017040905.1|DFIC, LOC108087839|XP_017040903.1|DFIC, LOC108087840|XP_017040904.1|DFIC
OG0000854	LOC111596711|XP_023166799.1|DHYD	LOC108092864|XP_017048187.1|DFIC
OG0000855	LOC111596692|XP_023167190.1|DHYD	LOC108097305|XP_017055009.1|DFIC
OG0000856	LOC111605741|XP_030078605.1|DHYD	LOC108088915|XP_017042417.1|DFIC
OG0000857	LOC111600183|XP_023171956.2|DHYD	LOC108098142|XP_017056356.1|DFIC
OG0000858	LOC111594489|XP_023163566.2|DHYD	LOC108087217|XP_017039980.1|DFIC, LOC108087216|XP_017039979.1|DFIC
OG0000860	LOC111591932|XP_023159631.2|DHYD	LOC108099072|XP_017057845.1|DFIC
OG0000861	LOC111593891|XP_023162726.2|DHYD	LOC108087653|XP_017040621.1|DFIC
OG0000862	LOC111597955|XP_023168687.1|DHYD	LOC108095152|XP_017051579.1|DFIC, LOC108102216|XP_017062428.1|DFIC
OG0000863	LOC111603621|XP_023177059.2|DHYD	LOC108099482|XP_017058528.1|DFIC
OG0000864	LOC111593452|XP_023161977.2|DHYD	LOC108095600|XP_017052253.1|DFIC
OG0000865	LOC111603467|XP_023176824.2|DHYD	LOC108098956|XP_017057657.1|DFIC
OG0000866	LOC111595850|XP_023165528.2|DHYD	LOC108101290|XP_017061079.1|DFIC, LOC108101291|XP_017061080.1|DFIC
OG0000867	LOC111598972|XP_023170234.2|DHYD	LOC108101044|XP_017060715.1|DFIC
OG0000867	LOC111594407|XP_023163451.1|DHYD	LOC108089230|XP_017042876.1|DFIC
OG0000868	LOC111604964|XP_023179016.1|DHYD	LOC108091248|XP_017045850.1|DFIC
OG0000869	LOC111603418|XP_023176768.2|DHYD	LOC108098527|XP_017056997.1|DFIC
OG0000871	LOC111595570|XP_023165135.1|DHYD	LOC108087602|XP_017040530.1|DFIC, LOC108087702|XP_017040707.1|DFIC
OG0000872	LOC111595960|XP_023165700.1|DHYD	LOC108088585|XP_017041924.1|DFIC
OG0000872	LOC111600085|XP_023171792.1|DHYD	LOC108090868|XP_017045249.1|DFIC
OG0000873	LOC111600930|XP_030078651.1|DHYD	LOC108093570|XP_017049154.1|DFIC
OG0000874	LOC111593252|XP_023161684.2|DHYD	LOC108090534|XP_017044750.1|DFIC
OG0000875	LOC111592327|XP_023160220.1|DHYD	LOC108100149|XP_017059394.1|DFIC
OG0000877	LOC111605101|XP_023179211.2|DHYD	LOC108088900|XP_017042390.1|DFIC
OG0000877	LOC111602818|XP_023175889.1|DHYD	LOC108092984|XP_017048365.1|DFIC
OG0000878	LOC111595054|XP_023164359.2|DHYD	LOC108096933|XP_017054374.1|DFIC
OG0000879	LOC111592199|XP_023160036.1|DHYD	LOC108094806|XP_017051066.1|DFIC
OG0000880	LOC111594902|XP_023164155.1|DHYD	LOC108092824|XP_017048117.1|DFIC
OG0000880	LOC111597579|XP_023168145.2|DHYD	LOC108089702|XP_017043538.1|DFIC
OG0000881	LOC111592964|XP_023161224.1|DHYD	LOC108093043|XP_017048440.1|DFIC, LOC108093223|XP_017048683.1|DFIC, LOC108093225|XP_017048684.1|DFIC
OG0000882	LOC111596542|XP_023166582.1|DHYD	LOC108098102|XP_017056302.1|DFIC
OG0000885	LOC111601408|XP_023173734.1|DHYD	LOC108087965|XP_017041052.1|DFIC
OG0000886	LOC111596693|XP_023166782.1|DHYD, LOC111596703|XP_023166793.1|DHYD	LOC108087167|XP_017039897.1|DFIC
OG0000887	LOC111593634|XP_023162274.2|DHYD	LOC108091241|XP_017045843.1|DFIC
OG0000888	LOC111596521|XP_030081178.1|DHYD	LOC108099077|XP_017057858.1|DFIC
OG0000889	LOC111597555|XP_023168120.1|DHYD	LOC108088759|XP_017042196.1|DFIC
OG0000890	LOC111604129|XP_023177817.2|DHYD	LOC108096857|XP_017054271.1|DFIC
OG0000891	LOC111601133|XP_023173368.1|DHYD	LOC108093485|XP_017049060.1|DFIC
OG0000892	LOC111605703|XP_023180149.1|DHYD	LOC108100436|XP_017059845.1|DFIC
OG0000893	LOC111603400|XP_030081730.1|DHYD	LOC108093525|XP_017049107.1|DFIC
OG0000894	LOC111592386|XP_023160329.2|DHYD	LOC108098528|XP_017056994.1|DFIC, LOC108091828|XP_017046695.1|DFIC
OG0000894	LOC111603565|XP_023176979.1|DHYD	LOC108098281|XP_017056577.1|DFIC, LOC108089087|XP_017042686.1|DFIC
OG0000895	LOC111600689|XP_023172710.2|DHYD, LOC111600695|XP_023172717.2|DHYD	LOC108090581|XP_017044819.1|DFIC
OG0000896	LOC111602033|XP_030079545.1|DHYD	LOC108097320|XP_017055029.1|DFIC
OG0000897	LOC111595175|XP_023164523.1|DHYD	LOC108095717|XP_017052381.1|DFIC
OG0000897	LOC111595176|XP_023164524.2|DHYD	LOC108095709|XP_017052370.1|DFIC
OG0000898	LOC111595631|XP_023165208.2|DHYD, LOC111593552|XP_023162174.2|DHYD	LOC108090586|XP_017044825.1|DFIC, LOC108096530|XP_017053702.1|DFIC
OG0000899	LOC111605430|XP_023179707.2|DHYD	LOC108099624|XP_017058739.1|DFIC
OG0000900	LOC111599981|XP_023171644.2|DHYD	LOC108096561|XP_017053742.1|DFIC
OG0000900	LOC111599980|XP_023171643.2|DHYD	LOC108096560|XP_017053738.1|DFIC
OG0000901	LOC111597133|XP_023167461.2|DHYD	LOC108090691|XP_017044965.1|DFIC
OG0000902	LOC111605151|XP_023179301.2|DHYD, LOC111605155|XP_023179306.2|DHYD	LOC108095265|XP_017051779.1|DFIC
OG0000902	LOC111605139|XP_023179286.1|DHYD	LOC108095267|XP_017051780.1|DFIC
OG0000903	LOC111603698|XP_023177166.1|DHYD	LOC108089334|XP_017043003.1|DFIC
OG0000904	LOC111601681|XP_023174153.2|DHYD	LOC108099173|XP_017058023.1|DFIC, LOC108098980|XP_017057685.1|DFIC
OG0000906	LOC111605257|XP_023179463.2|DHYD, LOC111605278|XP_023179490.2|DHYD	LOC108086384|XP_017038775.1|DFIC
OG0000906	LOC111605275|XP_023179487.2|DHYD	LOC108086477|XP_017038893.1|DFIC
OG0000907	LOC111600102|XP_023171831.1|DHYD	LOC108090960|XP_017045393.1|DFIC
OG0000909	LOC111602822|XP_023175898.1|DHYD	LOC108087374|XP_017040205.1|DFIC
OG0000910	LOC111596877|XP_023167093.2|DHYD	LOC108098871|XP_017057547.1|DFIC
OG0000910	LOC111601296|XP_023173576.1|DHYD	LOC108095548|XP_017052166.1|DFIC
OG0000911	LOC111595624|XP_023165202.1|DHYD	LOC108094048|XP_017049971.1|DFIC
OG0000912	LOC111593528|XP_023162089.1|DHYD	LOC108096430|XP_017053508.1|DFIC, LOC108096437|XP_017053519.1|DFIC
OG0000913	LOC111595095|XP_023164428.2|DHYD	LOC108089443|XP_017043169.1|DFIC
OG0000914	LOC111593570|XP_023162200.1|DHYD	LOC108086661|XP_017039133.1|DFIC
OG0000915	LOC111600704|XP_023172729.2|DHYD	LOC108090287|XP_017044387.1|DFIC
OG0000916	LOC111596228|XP_030080351.1|DHYD	LOC108101154|XP_017060869.1|DFIC, LOC108094417|XP_017050512.1|DFIC, LOC108092689|XP_017047874.1|DFIC
OG0000917	LOC111599399|XP_030079268.1|DHYD	LOC108092686|XP_017047872.1|DFIC, LOC108092849|XP_017048555.1|DFIC
OG0000918	LOC111594098|XP_023163018.2|DHYD	LOC108101461|XP_017061298.1|DFIC, LOC108092366|XP_017047392.1|DFIC
OG0000921	LOC111593394|XP_030079432.1|DHYD	LOC108097125|XP_017054710.1|DFIC, LOC108097235|XP_017054893.1|DFIC, LOC108097381|XP_017055121.1|DFIC
OG0000923	LOC111604969|XP_023179027.2|DHYD	LOC108099975|XP_017059156.1|DFIC, LOC108099543|XP_017058607.1|DFIC
OG0000924	LOC111598118|XP_023168943.2|DHYD	LOC108091195|XP_017045765.1|DFIC
OG0000925	LOC111602003|XP_023174659.1|DHYD	LOC108086860|XP_017039405.1|DFIC, LOC108086861|XP_017039406.1|DFIC
OG0000926	LOC111596459|XP_023166463.2|DHYD	LOC108091722|XP_017046554.1|DFIC, LOC108089076|XP_017042671.1|DFIC
OG0000926	LOC111604832|XP_023178824.1|DHYD	LOC108096305|XP_017053284.1|DFIC
OG0000927	LOC111595907|XP_023165622.1|DHYD	LOC108096014|XP_017052853.1|DFIC
OG0000927	LOC111596013|XP_023165806.2|DHYD	LOC108095917|XP_017052733.1|DFIC
OG0000928	LOC111593766|XP_030080024.1|DHYD, LOC115483086|XP_030080021.1|DHYD	LOC108102187|XP_017062382.1|DFIC, LOC108102138|XP_017062300.1|DFIC
OG0000929	LOC111599311|XP_030079183.1|DHYD	LOC108092561|XP_017047689.1|DFIC
OG0000929	LOC115482943|XP_030079197.1|DHYD	LOC108092562|XP_017047690.1|DFIC
OG0000930	LOC111595044|XP_023164338.2|DHYD	LOC108089329|XP_017042996.1|DFIC, LOC108089490|XP_017043258.1|DFIC
OG0000931	LOC111594281|XP_023163284.2|DHYD	LOC108096537|XP_017053712.1|DFIC
OG0000931	LOC111596195|XP_023166073.1|DHYD	LOC108101361|XP_017061161.1|DFIC
OG0000932	LOC111595936|XP_023165664.2|DHYD	LOC108100220|XP_017059485.1|DFIC
OG0000933	LOC111602101|XP_023174806.1|DHYD	LOC108095115|XP_017051541.1|DFIC
OG0000933	LOC111602130|XP_023174847.2|DHYD	LOC108095116|XP_017051543.1|DFIC
