Orthogroup	DHYD.longest_only	AALB.longest_only
OG0001546	LOC111602420|XP_023175225.1|DHYD	LOC118457273|XP_035774564.1|AALB
OG0001548	LOC111593080|XP_023161435.1|DHYD	LOC118459929|XP_035779689.1|AALB
OG0001549	LOC111602527|XP_023175422.1|DHYD	LOC118457891|XP_035775731.1|AALB
OG0001551	LOC111603483|XP_023176843.2|DHYD	LOC118458450|XP_035776826.1|AALB
OG0001552	LOC111597840|XP_023168513.1|DHYD, LOC111593968|XP_023162827.2|DHYD	LOC118468972|XP_035796242.1|AALB
OG0001553	LOC111604728|XP_023178668.1|DHYD	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB
OG0001554	LOC111601753|XP_023174260.1|DHYD, LOC111601771|XP_030081549.1|DHYD	LOC118458577|XP_035777126.1|AALB
OG0001555	LOC111595791|XP_023165446.1|DHYD	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB
OG0001556	LOC111602227|XP_023174976.1|DHYD	LOC118462575|XP_035784271.1|AALB
OG0001557	LOC111605114|XP_023179232.2|DHYD	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB
OG0001558	LOC111596962|XP_023167191.1|DHYD	LOC118460243|XP_035780291.1|AALB
OG0001559	LOC111596999|XP_023167268.2|DHYD	LOC118468892|XP_035796078.1|AALB
OG0001560	LOC111604908|XP_023178918.2|DHYD	LOC118459595|XP_035779015.1|AALB
OG0001561	LOC111601395|XP_023173706.1|DHYD	LOC118457814|XP_035775568.1|AALB
OG0001562	LOC111605034|XP_023179137.1|DHYD	LOC118464784|XP_035788308.1|AALB
OG0001563	LOC111598591|XP_023169675.1|DHYD	LOC118468455|XP_035795128.1|AALB
OG0001564	LOC111596355|XP_023166322.1|DHYD	LOC118458845|XP_035777642.1|AALB
OG0001565	LOC111605440|XP_023179723.1|DHYD	LOC118456664|XP_035773512.1|AALB
OG0001566	LOC111602693|XP_023175691.1|DHYD	LOC118460066|XP_035779956.1|AALB
OG0001567	LOC111592148|XP_023159963.1|DHYD	LOC118463265|XP_035785628.1|AALB
OG0001568	LOC111601530|XP_023173927.2|DHYD	LOC118462565|XP_035784248.1|AALB
OG0001569	LOC111594468|XP_023163536.2|DHYD	LOC118462583|XP_035784283.1|AALB
OG0001570	LOC111605502|XP_023179819.2|DHYD	LOC118458696|XP_035777328.1|AALB
OG0001571	LOC111597441|XP_023167924.1|DHYD	LOC118468784|XP_035795874.1|AALB
OG0001572	LOC111595357|XP_023164802.2|DHYD	LOC118463819|XP_035786591.1|AALB, LOC118463818|XP_035786590.1|AALB
OG0001573	LOC111599571|XP_030081124.1|DHYD, LOC115483418|XP_030081175.1|DHYD	LOC118463557|XP_035786074.1|AALB
OG0001574	LOC111602830|XP_023175908.1|DHYD	LOC118462966|XP_035785023.1|AALB, LOC118464066|XP_035787007.1|AALB
OG0001575	LOC111597176|XP_023167506.2|DHYD, LOC111597177|XP_030080780.1|DHYD	LOC118465336|XP_035789378.1|AALB
OG0001576	LOC111604201|XP_023177926.2|DHYD	LOC118464403|XP_035787650.1|AALB
OG0001577	LOC111592681|XP_023160811.1|DHYD	LOC118464309|XP_035787493.1|AALB
OG0001578	LOC111602367|XP_023175147.2|DHYD	LOC118463396|XP_035785834.1|AALB
OG0001579	LOC111603085|XP_023176506.1|DHYD	LOC118464271|XP_035787426.1|AALB
OG0001580	LOC111604128|XP_023177813.2|DHYD	LOC118464408|XP_035787657.1|AALB
OG0001581	LOC111592348|XP_023160251.2|DHYD	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB
OG0001582	LOC111593190|XP_023161576.1|DHYD	LOC118464532|XP_035787862.1|AALB
OG0001583	LOC111599958|XP_023171602.2|DHYD	LOC118466473|XP_035791747.1|AALB
OG0001584	LOC111597473|XP_023167989.2|DHYD	LOC118465768|XP_035790176.1|AALB
OG0001586	LOC111602892|XP_023175996.1|DHYD	LOC118465652|XP_035789959.1|AALB
OG0001587	LOC111600136|XP_023171880.2|DHYD	LOC118466944|XP_035792738.1|AALB
OG0001588	LOC111604121|XP_023177799.1|DHYD	LOC118464405|XP_035787652.1|AALB
OG0001589	LOC111594727|XP_023163926.2|DHYD	LOC118460867|XP_035781491.1|AALB
OG0001590	LOC111597111|XP_023167423.2|DHYD	LOC118465624|XP_035789915.1|AALB
OG0001591	LOC111595234|XP_030080674.1|DHYD	LOC118467389|XP_035793729.1|AALB
OG0001593	LOC111591959|XP_030079217.1|DHYD	LOC118457738|XP_035775439.1|AALB
OG0001594	LOC111601174|XP_030080296.1|DHYD	LOC118468366|XP_035795018.1|AALB
OG0001595	LOC111605407|XP_023179676.2|DHYD	LOC118459536|XP_035778890.1|AALB
OG0001596	LOC111594086|XP_023163001.2|DHYD	LOC118458369|XP_035776658.1|AALB
OG0001597	LOC111593145|XP_023161513.1|DHYD	LOC118469076|XP_035796451.1|AALB
OG0001598	LOC111600438|XP_030080568.1|DHYD	LOC118457598|XP_035775190.1|AALB
OG0001599	LOC111596279|XP_023166194.2|DHYD	LOC118459793|XP_035779416.1|AALB
OG0001600	LOC111598954|XP_030079785.1|DHYD, LOC115483304|XP_030080528.1|DHYD	LOC118458741|XP_035777408.1|AALB
OG0001601	LOC111596363|XP_023166328.2|DHYD	LOC118456834|XP_035773823.1|AALB
OG0001603	LOC111603981|XP_023177593.2|DHYD	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB
OG0001604	LOC111602048|XP_023174726.1|DHYD, LOC111601362|XP_023173665.1|DHYD	LOC118457907|XP_035775794.1|AALB
OG0001605	LOC111602228|XP_023174977.1|DHYD	LOC118457695|XP_035775361.1|AALB
OG0001606	LOC111600107|XP_023171837.1|DHYD	LOC118460076|XP_035779984.1|AALB
OG0001607	LOC111602518|XP_023175369.1|DHYD	LOC118459538|XP_035778903.1|AALB
OG0001608	LOC115483014|XP_030079570.1|DHYD, LOC111600351|XP_023172190.2|DHYD	LOC118461668|XP_035783149.1|AALB
OG0001609	LOC111600895|XP_023173003.1|DHYD	LOC118459320|XP_035778463.1|AALB
OG0001610	LOC111600391|XP_023172237.1|DHYD	LOC118459136|XP_035778107.1|AALB
OG0001611	LOC111599485|XP_023170920.2|DHYD, LOC111594947|XP_023164211.1|DHYD	LOC118461129|XP_035781983.1|AALB
OG0001612	LOC111596219|XP_023166104.1|DHYD	LOC118469060|XP_035796425.1|AALB, LOC118469061|XP_035796427.1|AALB
OG0001613	LOC111592562|XP_023160628.1|DHYD	LOC118461249|XP_035782257.1|AALB
OG0001614	LOC111597661|XP_023168251.2|DHYD	LOC118457865|XP_035775657.1|AALB
OG0001615	LOC111592068|XP_023159841.2|DHYD	LOC118461237|XP_035782229.1|AALB
OG0001616	LOC111595408|XP_023164889.2|DHYD	LOC118461189|XP_035782113.1|AALB
OG0001617	LOC111597200|XP_030079024.1|DHYD	LOC118461412|XP_035782588.1|AALB
OG0001618	LOC111597859|XP_023168547.1|DHYD	LOC118460381|XP_035780533.1|AALB
OG0001619	LOC115483087|XP_030080023.1|DHYD, LOC111593764|XP_023162550.1|DHYD	LOC118460610|XP_035780944.1|AALB
OG0001620	LOC111594421|XP_023163514.1|DHYD	LOC118458046|XP_035776059.1|AALB
OG0001621	LOC111594039|XP_023162922.2|DHYD	LOC118456918|XP_035773941.1|AALB
OG0001622	LOC111603223|XP_023176489.1|DHYD	LOC118458662|XP_035777252.1|AALB, LOC118459937|XP_035779694.1|AALB
OG0001623	LOC111599075|XP_023170373.2|DHYD	LOC118468373|XP_035795026.1|AALB
OG0001624	LOC111596283|XP_023166201.1|DHYD	LOC118459396|XP_035778599.1|AALB
OG0001625	LOC111604342|XP_023178172.2|DHYD, LOC111592498|XP_023160491.1|DHYD	LOC118459390|XP_035778586.1|AALB
OG0001626	LOC111594956|XP_023164221.1|DHYD	LOC118458763|XP_035777449.1|AALB
OG0001627	LOC111602979|XP_023176140.2|DHYD	LOC118460994|XP_035781708.1|AALB
OG0001628	LOC111600279|XP_023172096.2|DHYD	LOC118460341|XP_035780460.1|AALB, LOC118461444|XP_035782658.1|AALB
OG0001630	LOC111597165|XP_023167491.2|DHYD	LOC118460578|XP_035780884.1|AALB, LOC118461858|XP_035783553.1|AALB
OG0001631	LOC111599574|XP_023171014.2|DHYD	LOC118468984|XP_035796269.1|AALB
OG0001632	LOC111603580|XP_023177005.1|DHYD	LOC118457791|XP_035775530.1|AALB
OG0001633	LOC111604559|XP_023178427.1|DHYD	LOC118457962|XP_035775888.1|AALB
OG0001634	LOC111598529|XP_023169582.2|DHYD	LOC118458870|XP_035777712.1|AALB
OG0001635	LOC111602957|XP_023176097.1|DHYD	LOC118460376|XP_035780524.1|AALB, LOC118460375|XP_035780521.1|AALB
OG0001636	LOC111603635|XP_023177073.1|DHYD	LOC118466678|XP_035792195.1|AALB
OG0001637	LOC111595693|XP_023165306.2|DHYD	LOC118458420|XP_035776766.1|AALB
OG0001638	LOC111596783|XP_023166904.2|DHYD	LOC118461258|XP_035782271.1|AALB
OG0001639	LOC111600886|XP_030080932.1|DHYD	LOC118460172|XP_035780168.1|AALB
OG0001640	LOC111603569|XP_023176983.1|DHYD	LOC118464493|XP_035787814.1|AALB
OG0001641	LOC111593317|XP_023161788.1|DHYD	LOC118466589|XP_035792041.1|AALB
OG0001642	LOC111594990|XP_023164258.1|DHYD	LOC118468523|XP_035795284.1|AALB
OG0001643	LOC111602458|XP_023175286.2|DHYD	LOC118465356|XP_035789422.1|AALB
OG0001644	LOC111591856|XP_023159506.1|DHYD	LOC118464022|XP_035786971.1|AALB
OG0001645	LOC111597101|XP_023167411.1|DHYD	LOC118465180|XP_035789035.1|AALB
OG0001646	LOC111595404|XP_023164883.1|DHYD	LOC118462638|XP_035784378.1|AALB
OG0001647	LOC111601264|XP_030081947.1|DHYD	LOC118464714|XP_035788141.1|AALB
OG0001648	LOC111603320|XP_023176610.2|DHYD	LOC118467012|XP_035792849.1|AALB
OG0001649	LOC111593741|XP_023162501.1|DHYD	LOC118467219|XP_035793358.1|AALB, LOC118466533|XP_035791933.1|AALB, LOC118467585|XP_035794128.1|AALB, LOC118466532|XP_035791931.1|AALB
OG0001650	LOC111594609|XP_023163757.1|DHYD	LOC118467408|XP_035793776.1|AALB
OG0001651	LOC111600615|XP_023172581.2|DHYD	LOC118462824|XP_035784740.1|AALB, LOC118464236|XP_035787314.1|AALB
OG0001652	LOC111603313|XP_023176602.1|DHYD	LOC118464366|XP_035787593.1|AALB
OG0001653	LOC111600997|XP_023173159.2|DHYD	LOC118462773|XP_035784638.1|AALB
OG0001654	LOC111604364|XP_023178200.2|DHYD	LOC118464698|XP_035788113.1|AALB
OG0001655	LOC111592168|XP_023159990.2|DHYD	LOC118465283|XP_035789219.1|AALB
OG0001656	LOC111597211|XP_023167547.2|DHYD	LOC118464262|XP_035787400.1|AALB
OG0001657	LOC111595069|XP_023164394.1|DHYD	LOC118462758|XP_035784617.1|AALB
OG0001658	LOC111591858|XP_023159508.1|DHYD	LOC118465827|XP_035790308.1|AALB
OG0001659	LOC111604328|XP_023178156.1|DHYD	LOC118464695|XP_035788109.1|AALB
OG0001660	LOC111602918|XP_023176031.2|DHYD	LOC118465257|XP_035789175.1|AALB, LOC118463468|XP_035785951.1|AALB
OG0001661	LOC111602175|XP_023174905.2|DHYD, LOC111602562|XP_023175490.1|DHYD	LOC118457301|XP_035774667.1|AALB
OG0001679	LOC111597238|XP_023167600.2|DHYD	LOC118458751|XP_035777428.1|AALB, LOC118468354|XP_035795010.1|AALB
OG0001680	LOC111594508|XP_023163593.2|DHYD, LOC111593990|XP_023162849.2|DHYD	LOC118466548|XP_035791954.1|AALB
OG0001681	LOC111596548|XP_023166589.2|DHYD	LOC118463419|XP_035785910.1|AALB
OG0001682	LOC111602400|XP_023175186.2|DHYD	LOC118467089|XP_035793027.1|AALB, LOC118459562|XP_035778954.1|AALB
OG0001683	LOC111598945|XP_023170191.1|DHYD	LOC118460338|XP_035780455.1|AALB, LOC118456377|XP_035772957.1|AALB
OG0001684	LOC111597773|XP_023168404.2|DHYD	LOC118457237|XP_035774515.1|AALB
OG0001685	LOC111602495|XP_023175334.2|DHYD	LOC118457050|XP_035774191.1|AALB
OG0001686	LOC111595961|XP_023165703.2|DHYD	LOC118461740|XP_035783335.1|AALB
OG0001687	LOC111591990|XP_023159718.1|DHYD	LOC118466919|XP_035792734.1|AALB
OG0001688	LOC111597304|XP_023167696.2|DHYD	LOC118462832|XP_035784771.1|AALB
OG0001689	LOC111597266|XP_030078961.1|DHYD	LOC118461744|XP_035783353.1|AALB
OG0001690	LOC111594835|XP_023164068.1|DHYD	LOC118456779|XP_035773748.1|AALB
OG0001691	LOC111602506|XP_023175352.1|DHYD	LOC118460088|XP_035780000.1|AALB
OG0001694	LOC111596682|XP_023166758.2|DHYD	LOC118466924|XP_035792702.1|AALB
OG0001695	LOC111594618|XP_023163776.2|DHYD, LOC111597791|XP_030080056.1|DHYD	LOC118464464|XP_035787759.1|AALB
OG0001696	LOC111601770|XP_023174281.2|DHYD	LOC118462041|XP_035783909.1|AALB
OG0001697	LOC111599362|XP_023170762.1|DHYD	LOC118468778|XP_035795862.1|AALB
OG0001697	LOC111598559|XP_023169624.1|DHYD	LOC118462003|XP_035783831.1|AALB
OG0001698	LOC111593415|XP_023161916.1|DHYD	LOC118457500|XP_035775034.1|AALB
OG0001699	LOC111601805|XP_023174360.1|DHYD	LOC118459331|XP_035778482.1|AALB
OG0001700	LOC111603629|XP_023177066.2|DHYD	LOC118460598|XP_035780918.1|AALB
OG0001701	LOC111594514|XP_030080684.1|DHYD	LOC118456154|XP_035772562.1|AALB
OG0001702	LOC111603883|XP_023177467.2|DHYD	LOC118462533|XP_035784186.1|AALB, LOC118461206|XP_035782151.1|AALB
OG0001703	LOC111603478|XP_023176837.2|DHYD	LOC118458537|XP_035777011.1|AALB
OG0001704	LOC111603487|XP_023176852.1|DHYD	LOC118459050|XP_035777967.1|AALB
OG0001705	LOC111595246|XP_023164654.2|DHYD, LOC115483437|XP_030081268.1|DHYD	LOC118460318|XP_035780423.1|AALB
OG0001706	LOC111594101|XP_030079104.1|DHYD	LOC118457760|XP_035775473.1|AALB
OG0001707	LOC111596596|XP_030080570.1|DHYD	LOC118467331|XP_035793565.1|AALB
OG0001708	LOC111594471|XP_023163540.1|DHYD	LOC118459365|XP_035778557.1|AALB
OG0001709	LOC111598683|XP_023169814.2|DHYD	LOC118461370|XP_035782511.1|AALB
OG0001710	LOC111599432|XP_023170853.1|DHYD	LOC118458839|XP_035777634.1|AALB
OG0001711	LOC111603584|XP_023177006.2|DHYD	LOC118461451|XP_035782673.1|AALB
OG0001712	LOC111602701|XP_023175701.1|DHYD	LOC118460817|XP_035781326.1|AALB
OG0001713	LOC111593603|XP_023162232.1|DHYD, LOC111593608|XP_030078801.1|DHYD	LOC118467444|XP_035793844.1|AALB
OG0001714	LOC111604906|XP_023178914.2|DHYD	LOC118461096|XP_035781897.1|AALB
OG0001715	LOC111603362|XP_023176676.2|DHYD	LOC118463662|XP_035786306.1|AALB, LOC118459955|XP_035779734.1|AALB
OG0001716	LOC111593511|XP_023162066.2|DHYD, LOC111595001|XP_023164269.2|DHYD	LOC118462048|XP_035783923.1|AALB
OG0001717	LOC111598234|XP_023169163.2|DHYD	LOC118459801|XP_035779431.1|AALB
OG0001718	LOC111602668|XP_023175621.2|DHYD	LOC118458987|XP_035777875.1|AALB
OG0001719	LOC111596599|XP_030080723.1|DHYD	LOC118461946|XP_035783721.1|AALB
OG0001720	LOC111601320|XP_023173618.2|DHYD, LOC115483700|XP_030081628.1|DHYD	LOC118458202|XP_035776339.1|AALB
OG0001721	LOC111596260|XP_023166164.2|DHYD	LOC118461008|XP_035781746.1|AALB, LOC118456847|XP_035773836.1|AALB
OG0001722	LOC111598680|XP_023169809.1|DHYD	LOC118463324|XP_035785709.1|AALB, LOC118463323|XP_035785707.1|AALB
OG0001723	LOC111600877|XP_023172977.1|DHYD, LOC115483411|XP_030081107.1|DHYD	LOC118465945|XP_035790565.1|AALB
OG0001724	LOC111593560|XP_030081358.1|DHYD	LOC118462931|XP_035784933.1|AALB
OG0001725	LOC115483452|XP_030081321.1|DHYD, LOC115483439|XP_030081279.1|DHYD, LOC111593725|XP_023162471.2|DHYD	LOC118465302|XP_035789291.1|AALB
OG0001726	LOC111592966|XP_023161226.1|DHYD	LOC118466837|XP_035792541.1|AALB, LOC118463913|XP_035786744.1|AALB
OG0001727	LOC111605434|XP_023179718.1|DHYD	LOC118462531|XP_035784180.1|AALB, LOC118465085|XP_035788882.1|AALB
OG0001728	LOC111603275|XP_023176559.1|DHYD	LOC118465405|XP_035789517.1|AALB
OG0001729	LOC111605391|XP_023179655.2|DHYD	LOC118463780|XP_035786487.1|AALB
OG0001730	LOC111602498|XP_023175337.2|DHYD	LOC118465198|XP_035789073.1|AALB
OG0001732	LOC111602219|XP_023174965.1|DHYD	LOC118466551|XP_035791965.1|AALB
OG0001733	LOC115483068|XP_030079787.1|DHYD, LOC111593181|XP_023161559.1|DHYD	LOC118463168|XP_035785455.1|AALB
OG0001734	LOC111597733|XP_023168346.1|DHYD	LOC118463164|XP_035785444.1|AALB, LOC118463882|XP_035786695.1|AALB
OG0001735	LOC111601564|XP_023173978.2|DHYD	LOC118464676|XP_035788087.1|AALB
OG0001736	LOC111604074|XP_023177728.1|DHYD	LOC118464472|XP_035787774.1|AALB
OG0001737	LOC111593789|XP_023162575.2|DHYD	LOC118467076|XP_035793005.1|AALB
OG0001738	LOC111605171|XP_023179327.2|DHYD	LOC118467899|XP_035794711.1|AALB
OG0001739	LOC111601629|XP_023174068.1|DHYD	LOC118467179|XP_035793255.1|AALB
OG0001740	LOC111603835|XP_023177368.2|DHYD	LOC118467871|XP_035794672.1|AALB
OG0001741	LOC111594473|XP_023163542.1|DHYD	LOC118466133|XP_035790977.1|AALB
OG0001742	LOC111600646|XP_023172631.1|DHYD	LOC118466231|XP_035791164.1|AALB, LOC118466234|XP_035791167.1|AALB
OG0001743	LOC111596967|XP_023167209.2|DHYD	LOC118463291|XP_035785666.1|AALB
OG0001744	LOC115482847|XP_030078947.1|DHYD, LOC111598211|XP_023169119.2|DHYD	LOC118465954|XP_035790576.1|AALB
OG0001745	LOC111604336|XP_023178199.2|DHYD	LOC118462653|XP_035784405.1|AALB
OG0001746	LOC111599795|XP_023171339.2|DHYD	LOC118467234|XP_035793385.1|AALB
OG0001747	LOC111605346|XP_023179588.2|DHYD	LOC118464679|XP_035788090.1|AALB
OG0001748	LOC111592732|XP_023160892.2|DHYD	LOC118466182|XP_035791066.1|AALB
OG0001749	LOC111604096|XP_023177761.1|DHYD	LOC118462693|XP_035784510.1|AALB
OG0001750	LOC111604111|XP_023177786.2|DHYD	LOC118462689|XP_035784499.1|AALB
OG0001751	LOC111594875|XP_023164126.2|DHYD	LOC118462534|XP_035784182.1|AALB
OG0001752	LOC111594853|XP_023164098.2|DHYD	LOC118467358|XP_035793650.1|AALB
OG0001753	LOC111601566|XP_023173980.2|DHYD	LOC118463634|XP_035786248.1|AALB
OG0001754	LOC111593546|XP_023162167.1|DHYD	LOC118467596|XP_035794166.1|AALB
OG0001755	LOC111601591|XP_030081156.1|DHYD	LOC118466400|XP_035791556.1|AALB
OG0001756	LOC111594019|XP_023162889.1|DHYD, LOC111595628|XP_023165206.1|DHYD	LOC118467243|XP_035793403.1|AALB
OG0001757	LOC111602252|XP_023175011.1|DHYD	LOC118467289|XP_035793496.1|AALB
OG0001758	LOC111595052|XP_023164348.1|DHYD	LOC118467787|XP_035794522.1|AALB
OG0001759	LOC111600579|XP_023172534.1|DHYD	LOC118467683|XP_035794347.1|AALB
OG0001760	LOC111602108|XP_023174818.2|DHYD	LOC118466140|XP_035790985.1|AALB
OG0001761	LOC111604148|XP_023177840.2|DHYD	LOC118467356|XP_035793647.1|AALB
OG0001762	LOC111602244|XP_023175002.1|DHYD	LOC118458303|XP_035776524.1|AALB, LOC118461870|XP_035783587.1|AALB
OG0001763	LOC111605023|XP_023179122.2|DHYD, LOC111605029|XP_023179127.2|DHYD	LOC118458029|XP_035776031.1|AALB
OG0001764	LOC111603464|XP_023176821.1|DHYD	LOC118458934|XP_035777805.1|AALB
OG0001765	LOC111604618|XP_030081093.1|DHYD	LOC118459878|XP_035779561.1|AALB
OG0001766	LOC111603920|XP_023177513.2|DHYD	LOC118458956|XP_035777830.1|AALB
OG0001767	LOC111599494|XP_023170929.2|DHYD	LOC118461641|XP_035783104.1|AALB
OG0001768	LOC111599092|XP_023170400.1|DHYD	LOC118461019|XP_035781762.1|AALB
OG0001769	LOC111602300|XP_023175068.2|DHYD	LOC118458855|XP_035777669.1|AALB
OG0001770	LOC111600845|XP_023172922.2|DHYD	LOC118460106|XP_035780034.1|AALB
OG0001771	LOC111602499|XP_023175338.2|DHYD, LOC111602482|XP_023175313.1|DHYD	LOC118460109|XP_035780037.1|AALB
OG0001772	LOC111597781|XP_023168414.1|DHYD	LOC118457976|XP_035775917.1|AALB
OG0001774	LOC111593833|XP_023162639.2|DHYD	LOC118467738|XP_035794441.1|AALB
OG0001776	LOC111596281|XP_023166196.1|DHYD	LOC118456899|XP_035773916.1|AALB
OG0001777	LOC111600698|XP_023172724.2|DHYD	LOC118461661|XP_035783137.1|AALB
OG0001778	LOC111602536|XP_023175434.1|DHYD	LOC118467223|XP_035793371.1|AALB
OG0001779	LOC111603983|XP_030079083.1|DHYD	LOC118467877|XP_035794685.1|AALB
OG0001780	LOC115482829|XP_030078922.1|DHYD, LOC111600899|XP_023173008.1|DHYD	LOC118457366|XP_035774776.1|AALB
OG0001781	LOC111600369|XP_023172213.2|DHYD	LOC118456960|XP_035774035.1|AALB, LOC118459133|XP_035778101.1|AALB
OG0001782	LOC111594776|XP_023163994.2|DHYD	LOC118459318|XP_035778456.1|AALB
OG0001783	LOC111600384|XP_023172229.1|DHYD	LOC118457468|XP_035774987.1|AALB
OG0001784	LOC111595795|XP_023165453.2|DHYD	LOC118457600|XP_035775193.1|AALB
OG0001785	LOC111605246|XP_023179451.2|DHYD	LOC118459198|XP_035778252.1|AALB
OG0001786	LOC111600724|XP_023172768.2|DHYD	LOC118457687|XP_035775348.1|AALB
OG0001787	LOC111601053|XP_030080281.1|DHYD	LOC118461166|XP_035782058.1|AALB
OG0001788	LOC111595569|XP_023165134.2|DHYD	LOC118459773|XP_035779377.1|AALB
OG0001789	LOC111593927|XP_023162774.1|DHYD, LOC111593133|XP_023161505.2|DHYD	LOC118459174|XP_035778213.1|AALB
OG0001790	LOC111601111|XP_023173329.2|DHYD	LOC118456504|XP_035773225.1|AALB
OG0001791	LOC111605415|XP_023179689.2|DHYD	LOC118468460|XP_035795140.1|AALB
OG0001792	LOC111605541|XP_023179871.2|DHYD	LOC118457359|XP_035774764.1|AALB
OG0001793	LOC111593288|XP_030081006.1|DHYD	LOC118458657|XP_035777239.1|AALB
OG0001794	LOC111602535|XP_023175433.2|DHYD	LOC118459760|XP_035779350.1|AALB
OG0001795	LOC111596272|XP_030079020.1|DHYD, LOC111594186|XP_030080498.1|DHYD	LOC118461128|XP_035781973.1|AALB
OG0001797	LOC111598115|XP_023168940.1|DHYD	LOC118468780|XP_035795864.1|AALB
OG0001798	LOC115482819|XP_030078842.1|DHYD, LOC111600584|XP_023172539.1|DHYD	LOC118459945|XP_035779716.1|AALB
OG0001799	LOC111596867|XP_023167081.1|DHYD	LOC118468611|XP_035795503.1|AALB
OG0001800	LOC111601898|XP_023174512.2|DHYD	LOC118459578|XP_035778999.1|AALB
OG0001801	LOC111598745|XP_023169913.2|DHYD	LOC118459867|XP_035779541.1|AALB, LOC118459868|XP_035779543.1|AALB
OG0001802	LOC111595302|XP_023164730.1|DHYD	LOC118461528|XP_035782853.1|AALB
OG0001803	LOC111592379|XP_030078720.1|DHYD	LOC118457995|XP_035775959.1|AALB
OG0001804	LOC111603589|XP_023177013.1|DHYD	LOC118469068|XP_035796443.1|AALB
OG0001805	LOC111601024|XP_023173200.1|DHYD	LOC118459706|XP_035779245.1|AALB
OG0001806	LOC111598897|XP_023170131.2|DHYD, LOC111593361|XP_030078732.1|DHYD	LOC118459865|XP_035779533.1|AALB
OG0001808	LOC111604587|XP_023178463.1|DHYD	LOC118458523|XP_035776993.1|AALB
OG0001809	LOC111600859|XP_023172946.2|DHYD	LOC118468963|XP_035796220.1|AALB
OG0001810	LOC111599593|XP_023171044.2|DHYD	LOC118461188|XP_035782110.1|AALB, LOC118457042|XP_035774183.1|AALB, LOC118461352|XP_035782471.1|AALB
OG0001811	LOC111593286|XP_023161727.2|DHYD	LOC118457890|XP_035775718.1|AALB
OG0001812	LOC111604186|XP_023177949.1|DHYD	LOC118461261|XP_035782275.1|AALB
OG0001814	LOC111596232|XP_023166120.2|DHYD	LOC118459749|XP_035779336.1|AALB, LOC118461482|XP_035782735.1|AALB
OG0001815	LOC111604843|XP_023178843.2|DHYD	LOC118456700|XP_035773600.1|AALB
OG0001816	LOC111599709|XP_023171208.1|DHYD, LOC111600168|XP_023171928.1|DHYD	LOC118466383|XP_035791508.1|AALB
OG0001817	LOC111600143|XP_030081219.1|DHYD, LOC111600020|XP_030081215.1|DHYD	LOC118467216|XP_035793353.1|AALB
OG0001818	LOC111605416|XP_023179694.2|DHYD	LOC118464318|XP_035787507.1|AALB
OG0001819	LOC111597000|XP_023167269.2|DHYD	LOC118462873|XP_035784827.1|AALB
OG0001820	LOC111602856|XP_023175939.1|DHYD	LOC118465556|XP_035789793.1|AALB
OG0001821	LOC111593846|XP_023162660.2|DHYD	LOC118465215|XP_035789099.1|AALB
OG0001822	LOC111593744|XP_023162505.1|DHYD	LOC118467908|XP_035794729.1|AALB, LOC118464032|XP_035786982.1|AALB
OG0001823	LOC111604418|XP_023178242.1|DHYD	LOC118462928|XP_035784930.1|AALB, LOC118463894|XP_035786717.1|AALB
OG0001824	LOC111596286|XP_023166208.2|DHYD	LOC118464185|XP_035787228.1|AALB
OG0001825	LOC111594467|XP_023163557.2|DHYD	LOC118463584|XP_035786117.1|AALB
OG0001826	LOC111600045|XP_023171738.1|DHYD	LOC118464758|XP_035788270.1|AALB
OG0001827	LOC111592165|XP_023159986.2|DHYD	LOC118467103|XP_035793050.1|AALB
OG0001828	LOC111593003|XP_023161297.2|DHYD, LOC111598712|XP_023169869.2|DHYD	LOC118467531|XP_035793992.1|AALB
OG0001829	LOC111595434|XP_023164926.1|DHYD	LOC118463602|XP_035786157.1|AALB
OG0001830	LOC111599663|XP_023171134.2|DHYD	LOC118465675|XP_035789998.1|AALB
OG0001831	LOC111593520|XP_023162076.1|DHYD	LOC118466821|XP_035792503.1|AALB, LOC118465394|XP_035789485.1|AALB
OG0001832	LOC115482747|XP_030079449.1|DHYD, LOC111592331|XP_023160246.1|DHYD	LOC118466066|XP_035790822.1|AALB
OG0001833	LOC111596673|XP_023166745.2|DHYD, LOC111600091|XP_023171798.2|DHYD	LOC118464943|XP_035788623.1|AALB
OG0001834	LOC115483096|XP_030080065.1|DHYD, LOC111605443|XP_023179728.2|DHYD	LOC118465432|XP_035789566.1|AALB, LOC118457154|XP_035774372.1|AALB, LOC118464683|XP_035788098.1|AALB
OG0001848	LOC111598636|XP_023169748.2|DHYD	LOC118465206|XP_035789090.1|AALB
OG0001849	LOC111598355|XP_023169334.1|DHYD	LOC118459869|XP_035779547.1|AALB
