Orthogroup	DHYD.longest_only	DEUG.longest_only
OG0002617	LOC111598515|XP_023169557.1|DHYD	LOC108109988|XP_017074315.1|DEUG
OG0002618	LOC111605481|XP_023179784.1|DHYD	LOC108115000|XP_017081729.1|DEUG
OG0002619	LOC111594610|XP_023163753.1|DHYD	LOC108117130|XP_017084851.1|DEUG
OG0002620	LOC111593676|XP_023162331.1|DHYD	LOC108117498|XP_017085466.1|DEUG
OG0002621	LOC111597753|XP_023168376.1|DHYD	LOC108115721|XP_017082783.1|DEUG
OG0002622	LOC111600465|XP_023172339.1|DHYD	LOC108114437|XP_017080917.1|DEUG
OG0002623	LOC111594803|XP_023164033.2|DHYD	LOC108112891|XP_017078740.1|DEUG
OG0002624	LOC111594808|XP_023164038.1|DHYD	LOC108109564|XP_017073626.1|DEUG
OG0002625	LOC111594978|XP_030079665.1|DHYD	LOC108109453|XP_017073441.1|DEUG
OG0002626	LOC111598159|XP_023169015.2|DHYD	LOC108117433|XP_017085337.1|DEUG
OG0002627	LOC111599724|XP_023171240.2|DHYD	LOC108115625|XP_017082661.1|DEUG
OG0002628	LOC111598723|XP_023169886.2|DHYD	LOC108115360|XP_017082275.1|DEUG
OG0002629	LOC115482740|XP_030078826.1|DHYD	LOC108116323|XP_017083619.1|DEUG
OG0002630	LOC111603433|XP_030081734.1|DHYD	LOC108116390|XP_017083741.1|DEUG
OG0002631	LOC111594526|XP_023163626.2|DHYD	LOC108113806|XP_017080004.1|DEUG
OG0002632	LOC111593256|XP_023161688.1|DHYD	LOC108111695|XP_017076733.1|DEUG
OG0002633	LOC111592944|XP_023161178.1|DHYD	LOC108116880|XP_017084464.1|DEUG
OG0002634	LOC111602614|XP_023175543.2|DHYD	LOC108111684|XP_017076716.1|DEUG
OG0002635	LOC111601980|XP_023174630.2|DHYD	LOC108110171|XP_017074587.1|DEUG
OG0002636	LOC111595672|XP_023165269.2|DHYD	LOC108117266|XP_017085147.1|DEUG
OG0002637	LOC111602497|XP_023175336.2|DHYD	LOC108104093|XP_017065478.1|DEUG
OG0002638	LOC111596423|XP_023166403.2|DHYD	LOC108111343|XP_017076261.1|DEUG
OG0002639	LOC111592035|XP_023159796.2|DHYD	LOC108116432|XP_017083816.1|DEUG
OG0002640	LOC111594459|XP_023163524.2|DHYD	LOC108116894|XP_017084491.1|DEUG
OG0002641	LOC111594521|XP_023163619.1|DHYD	LOC108116897|XP_017084496.1|DEUG
OG0002642	LOC111594520|XP_023163618.2|DHYD	LOC108116896|XP_017084494.1|DEUG
OG0002643	LOC111594519|XP_023163615.1|DHYD	LOC108116895|XP_017084492.1|DEUG
OG0002644	LOC111594602|XP_023163734.2|DHYD	LOC108115406|XP_017082333.1|DEUG
OG0002645	LOC111594597|XP_023163730.1|DHYD	LOC108115401|XP_017082328.1|DEUG
OG0002646	LOC111593350|XP_023161831.1|DHYD	LOC108117553|XP_017085550.1|DEUG
OG0002647	LOC111605465|XP_023179752.1|DHYD	LOC108109483|XP_017073501.1|DEUG
OG0002648	LOC111605491|XP_023179804.1|DHYD	LOC108115169|XP_017081977.1|DEUG
OG0002649	LOC111598224|XP_023169151.1|DHYD	LOC108109468|XP_017073479.1|DEUG
OG0002650	LOC111605463|XP_023179750.2|DHYD	LOC108109482|XP_017073500.1|DEUG
OG0002651	LOC111602992|XP_023176157.2|DHYD	LOC108111477|XP_017076438.1|DEUG
OG0002652	LOC111603476|XP_023176832.2|DHYD	LOC108110203|XP_017074667.1|DEUG
OG0002653	LOC111596328|XP_023166265.2|DHYD	LOC108115999|XP_017083160.1|DEUG
OG0002654	LOC111595990|XP_030078786.1|DHYD	LOC108116059|XP_017083258.1|DEUG
OG0002655	LOC111595975|XP_023165721.2|DHYD	LOC108117188|XP_017084970.1|DEUG
OG0002656	LOC111605522|XP_023179851.1|DHYD	LOC108116954|XP_017084598.1|DEUG
OG0002657	LOC111602020|XP_023174687.2|DHYD	LOC108110162|XP_017074576.1|DEUG
OG0002658	LOC111597834|XP_023168498.1|DHYD	LOC108109070|XP_017072911.1|DEUG
OG0002659	LOC111596158|XP_023166017.2|DHYD	LOC108116078|XP_017083285.1|DEUG
OG0002660	LOC111602083|XP_030079606.1|DHYD, LOC111605135|XP_030079577.1|DHYD	LOC108102993|XP_017063795.1|DEUG
OG0002661	LOC111601491|XP_023173847.2|DHYD	LOC108115989|XP_017083140.1|DEUG
OG0002662	LOC111593794|XP_023162581.2|DHYD	LOC108107449|XP_017070482.1|DEUG
OG0002663	LOC111596252|XP_023166153.1|DHYD	LOC108116587|XP_017084020.1|DEUG
OG0002664	LOC111596001|XP_023165771.2|DHYD	LOC108104177|XP_017065591.1|DEUG
OG0002665	LOC115482840|XP_030078939.1|DHYD, LOC111600676|XP_023172695.1|DHYD	LOC108109003|XP_017072760.1|DEUG
OG0002666	LOC111600780|XP_023172827.2|DHYD, LOC115482843|XP_030078942.1|DHYD	LOC108108994|XP_017072743.1|DEUG
OG0002667	LOC111600686|XP_023172708.1|DHYD	LOC108104880|XP_017066697.1|DEUG
OG0002668	LOC111592858|XP_030079491.1|DHYD	LOC108113772|XP_017080001.1|DEUG
OG0002669	LOC111603895|XP_023177481.2|DHYD	LOC108106183|XP_017068596.1|DEUG
OG0002670	LOC111603059|XP_023176286.1|DHYD	LOC108109846|XP_017074089.1|DEUG
OG0002671	LOC111601672|XP_023174133.1|DHYD	LOC108109835|XP_017074069.1|DEUG
OG0002672	LOC111604097|XP_023177762.2|DHYD	LOC108109069|XP_017072910.1|DEUG
OG0002673	LOC111600081|XP_023171789.2|DHYD	LOC108107265|XP_017070186.1|DEUG
OG0002674	LOC111597706|XP_023168311.1|DHYD	LOC108104841|XP_017066638.1|DEUG
OG0002675	LOC111592854|XP_023161060.2|DHYD	LOC108102744|XP_017063381.1|DEUG
OG0002676	LOC111593800|XP_023162591.2|DHYD	LOC108107343|XP_017070329.1|DEUG
OG0002677	LOC111593860|XP_023162675.2|DHYD	LOC108113234|XP_017079261.1|DEUG
OG0002678	LOC111605224|XP_023179420.1|DHYD	LOC108106421|XP_017068939.1|DEUG
OG0002679	LOC111600131|XP_023171866.2|DHYD	LOC108107301|XP_017070250.1|DEUG
OG0002680	LOC111593481|XP_023162011.2|DHYD	LOC108103289|XP_017064191.1|DEUG
OG0002681	LOC111597093|XP_023167400.1|DHYD	LOC108109220|XP_017073174.1|DEUG
OG0002682	LOC111599428|XP_023170851.1|DHYD	LOC108108151|XP_017071570.1|DEUG
OG0002683	LOC111597515|XP_023168052.1|DHYD	LOC108109480|XP_017073498.1|DEUG
OG0002684	LOC111595367|XP_023164821.1|DHYD	LOC108103016|XP_017063830.1|DEUG
OG0002685	LOC111591921|XP_030079621.1|DHYD	LOC108104729|XP_017066452.1|DEUG
OG0002686	LOC111599283|XP_023170649.1|DHYD	LOC108107690|XP_017070784.1|DEUG
OG0002687	LOC111604508|XP_023178368.2|DHYD	LOC108108580|XP_017072161.1|DEUG
OG0002688	LOC111602930|XP_023176047.2|DHYD	LOC108114592|XP_017081138.1|DEUG
OG0002689	LOC111596795|XP_023166921.1|DHYD	LOC108103869|XP_017065074.1|DEUG
OG0002690	LOC111604476|XP_023178328.2|DHYD	LOC108114715|XP_017081306.1|DEUG
OG0002691	LOC111595629|XP_023165207.2|DHYD	LOC108113271|XP_017079308.1|DEUG
OG0002692	LOC111600052|XP_023171744.1|DHYD	LOC108107347|XP_017070335.1|DEUG
OG0002693	LOC111595278|XP_023164692.2|DHYD	LOC108102853|XP_017063539.1|DEUG
OG0002694	LOC111592034|XP_023159803.1|DHYD	LOC108104874|XP_017066691.1|DEUG
OG0002695	LOC111595309|XP_023164735.2|DHYD	LOC108107783|XP_017070968.1|DEUG
OG0002696	LOC111597770|XP_023168398.1|DHYD	LOC108114493|XP_017081000.1|DEUG
OG0002697	LOC111603069|XP_023176295.2|DHYD	LOC108109817|XP_017074036.1|DEUG
OG0002698	LOC111591918|XP_023159608.1|DHYD	LOC108107895|XP_017071182.1|DEUG
OG0002699	LOC111601074|XP_023173268.1|DHYD	LOC108102745|XP_017063385.1|DEUG
OG0002700	LOC111598703|XP_030081540.1|DHYD	LOC108114218|XP_017080534.1|DEUG
OG0002701	LOC111603838|XP_023177373.1|DHYD	LOC108109114|XP_017072995.1|DEUG
OG0002702	LOC111599918|XP_023171515.2|DHYD	LOC108109210|XP_017073140.1|DEUG
OG0002703	LOC111600906|XP_023173030.1|DHYD	LOC108110362|XP_017074892.1|DEUG
OG0002704	LOC111600882|XP_023172984.2|DHYD	LOC108106595|XP_017069272.1|DEUG
OG0002705	LOC111592320|XP_023160207.2|DHYD	LOC108114488|XP_017080996.1|DEUG
OG0002706	LOC111605262|XP_023179469.2|DHYD	LOC108106424|XP_017068942.1|DEUG
OG0002707	LOC115482996|XP_030079512.1|DHYD, LOC111596895|XP_023167112.2|DHYD	LOC108104703|XP_017066408.1|DEUG
OG0002708	LOC111604697|XP_023178636.2|DHYD	LOC108114260|XP_017080646.1|DEUG
OG0002709	LOC111602097|XP_023174799.1|DHYD	LOC108104557|XP_017066188.1|DEUG
OG0002710	LOC111602117|XP_023174833.1|DHYD	LOC108108924|XP_017072665.1|DEUG
OG0002711	LOC111602127|XP_023174843.2|DHYD	LOC108109018|XP_017072779.1|DEUG
OG0002712	LOC111597673|XP_023168267.1|DHYD	LOC108112919|XP_017078797.1|DEUG
OG0002713	LOC111593561|XP_023162186.2|DHYD	LOC108112551|XP_017077976.1|DEUG
OG0002714	LOC111595320|XP_030080971.1|DHYD	LOC108112809|XP_017078592.1|DEUG
OG0002715	LOC111604734|XP_023178673.2|DHYD	LOC108103502|XP_017064503.1|DEUG
OG0002716	LOC111604611|XP_023178493.2|DHYD	LOC108107273|XP_017070203.1|DEUG
OG0002717	LOC111597486|XP_023168006.2|DHYD	LOC108109572|XP_017073637.1|DEUG
OG0002718	LOC111601077|XP_030081482.1|DHYD	LOC108113952|XP_017080153.1|DEUG
OG0002719	LOC111598565|XP_023169634.1|DHYD	LOC108116396|XP_017083755.1|DEUG
OG0002720	LOC111601655|XP_023174106.2|DHYD	LOC108108006|XP_017071349.1|DEUG
OG0002721	LOC111600208|XP_023171999.1|DHYD	LOC108106849|XP_017069580.1|DEUG
OG0002722	LOC111593195|XP_023161587.2|DHYD, LOC115483071|XP_030079789.1|DHYD	LOC108104453|XP_017066006.1|DEUG
OG0002723	LOC111593844|XP_023162656.1|DHYD	LOC108107381|XP_017070379.1|DEUG
OG0002724	LOC111593675|XP_023162330.2|DHYD	LOC108117496|XP_017085463.1|DEUG
OG0002725	LOC111605068|XP_023179167.2|DHYD	LOC108108767|XP_017072423.1|DEUG
OG0002726	LOC111598672|XP_030081838.1|DHYD	LOC108103609|XP_017064635.1|DEUG
OG0002727	LOC111603706|XP_023177173.1|DHYD	LOC108107606|XP_017070661.1|DEUG
OG0002728	LOC111605366|XP_030081397.1|DHYD	LOC108112760|XP_017078506.1|DEUG
OG0002729	LOC111597558|XP_023168123.2|DHYD	LOC108114150|XP_017080427.1|DEUG
OG0002730	LOC111595414|XP_023164899.1|DHYD	LOC108106518|XP_017069107.1|DEUG
OG0002731	LOC111601068|XP_023173259.1|DHYD	LOC108104696|XP_017066396.1|DEUG
OG0002732	LOC111602284|XP_023175053.2|DHYD	LOC108106685|XP_017069405.1|DEUG
OG0002733	LOC111600959|XP_023173111.2|DHYD	LOC108113371|XP_017079428.1|DEUG
OG0002734	LOC111600032|XP_023171716.1|DHYD	LOC108105394|XP_017067427.1|DEUG
OG0002735	LOC111593939|XP_023162789.1|DHYD	LOC108104777|XP_017066503.1|DEUG
OG0002736	LOC111593940|XP_023162793.1|DHYD	LOC108104778|XP_017066510.1|DEUG
OG0002737	LOC111597487|XP_023168008.2|DHYD	LOC108117367|XP_017085239.1|DEUG
OG0002738	LOC111604496|XP_023178355.2|DHYD	LOC108107894|XP_017071181.1|DEUG
OG0002739	LOC111604327|XP_023178154.1|DHYD	LOC108108051|XP_017071414.1|DEUG
OG0002740	LOC111604326|XP_023178152.1|DHYD	LOC108108050|XP_017071413.1|DEUG
OG0002741	LOC111597921|XP_023168633.2|DHYD	LOC108109140|XP_017073027.1|DEUG
OG0002742	LOC111600011|XP_023171682.1|DHYD	LOC108107441|XP_017070470.1|DEUG
OG0002743	LOC111602925|XP_023176041.2|DHYD	LOC108107840|XP_017071081.1|DEUG
OG0002744	LOC111594362|XP_030080497.1|DHYD	LOC108114182|XP_017080477.1|DEUG
OG0002745	LOC111601596|XP_023174029.2|DHYD	LOC108113995|XP_017080233.1|DEUG
OG0002746	LOC111594016|XP_023162883.1|DHYD	LOC108113017|XP_017078928.1|DEUG
OG0002747	LOC111601411|XP_023173737.1|DHYD	LOC108107644|XP_017070754.1|DEUG
OG0002748	LOC115482842|XP_030078941.1|DHYD, LOC111600783|XP_023172838.1|DHYD	LOC108107423|XP_017070441.1|DEUG
OG0002749	LOC111593847|XP_023162661.2|DHYD	LOC108107321|XP_017070288.1|DEUG
OG0002750	LOC111593750|XP_023162520.1|DHYD	LOC108106729|XP_017069455.1|DEUG
OG0002751	LOC111604084|XP_023177738.1|DHYD	LOC108109128|XP_017073011.1|DEUG
OG0002752	LOC111604190|XP_023177913.1|DHYD	LOC108104491|XP_017066093.1|DEUG
OG0002753	LOC111600893|XP_030081113.1|DHYD, LOC115483410|XP_030081101.1|DHYD	LOC108113064|XP_017078989.1|DEUG
OG0002754	LOC111600503|XP_030079650.1|DHYD	LOC108114345|XP_017080771.1|DEUG
OG0002755	LOC111593898|XP_023162735.1|DHYD	LOC108113364|XP_017079421.1|DEUG
OG0002756	LOC111592272|XP_023160139.2|DHYD	LOC108114420|XP_017080895.1|DEUG
OG0002757	LOC111603701|XP_030081459.1|DHYD	LOC108114114|XP_017080367.1|DEUG
OG0002758	LOC111605385|XP_023179641.1|DHYD	LOC108113015|XP_017078925.1|DEUG
OG0002759	LOC111603224|XP_023176500.2|DHYD	LOC108112867|XP_017078682.1|DEUG
OG0002760	LOC111605375|XP_023179626.2|DHYD	LOC108107297|XP_017070243.1|DEUG
OG0002761	LOC111593283|XP_023161724.2|DHYD	LOC108112038|XP_017077273.1|DEUG
OG0002762	LOC111602199|XP_023174928.1|DHYD	LOC108112649|XP_017078255.1|DEUG
OG0002763	LOC111592734|XP_023160894.1|DHYD	LOC108108298|XP_017071796.1|DEUG
OG0002764	LOC111601043|XP_023173224.2|DHYD	LOC108108550|XP_017072117.1|DEUG
OG0002765	LOC111600641|XP_023172618.2|DHYD	LOC108112796|XP_017078571.1|DEUG
OG0002766	LOC111600642|XP_023172624.2|DHYD	LOC108112799|XP_017078575.1|DEUG
OG0002767	LOC111597650|XP_023168238.2|DHYD	LOC108112778|XP_017078541.1|DEUG
OG0002768	LOC111600113|XP_023171844.1|DHYD	LOC108107253|XP_017070171.1|DEUG
OG0002769	LOC111593192|XP_023161584.1|DHYD	LOC108106649|XP_017069355.1|DEUG
OG0002770	LOC111600979|XP_023173134.1|DHYD	LOC108107116|XP_017069993.1|DEUG
OG0002771	LOC111598737|XP_023169898.1|DHYD	LOC108114524|XP_017081043.1|DEUG
OG0002772	LOC111598747|XP_023169916.2|DHYD	LOC108114550|XP_017081083.1|DEUG
OG0002773	LOC111592458|XP_023160429.2|DHYD	LOC108113036|XP_017078956.1|DEUG
OG0002774	LOC111592522|XP_023160543.1|DHYD	LOC108109303|XP_017073287.1|DEUG
OG0002775	LOC111605189|XP_030081476.1|DHYD	LOC108108603|XP_017072189.1|DEUG
OG0002776	LOC111597491|XP_023168014.1|DHYD	LOC108117380|XP_017085262.1|DEUG
OG0002777	LOC111605667|XP_023180099.1|DHYD	LOC108114732|XP_017081331.1|DEUG
OG0002778	LOC111605656|XP_023180085.2|DHYD	LOC108114462|XP_017080955.1|DEUG
OG0002779	LOC111601037|XP_023173216.1|DHYD	LOC108102723|XP_017063352.1|DEUG
OG0002780	LOC111603566|XP_023176980.2|DHYD	LOC108116225|XP_017083505.1|DEUG
OG0002781	LOC111597942|XP_023168667.1|DHYD	LOC108106615|XP_017069304.1|DEUG
OG0002782	LOC111605062|XP_023179160.2|DHYD	LOC108108721|XP_017072343.1|DEUG
OG0002783	LOC111601115|XP_023173331.1|DHYD	LOC108108153|XP_017071573.1|DEUG
OG0002784	LOC111603798|XP_023177314.1|DHYD	LOC108109043|XP_017072829.1|DEUG
OG0002785	LOC111594920|XP_023164177.2|DHYD	LOC108108748|XP_017072393.1|DEUG
OG0002786	LOC111592445|XP_023160396.1|DHYD	LOC108114419|XP_017080892.1|DEUG
OG0002787	LOC111601099|XP_023173306.1|DHYD	LOC108114107|XP_017080359.1|DEUG
OG0002788	LOC111601100|XP_023173307.2|DHYD	LOC108114109|XP_017080361.1|DEUG
OG0002789	LOC111594375|XP_030080191.1|DHYD	LOC108114576|XP_017081117.1|DEUG
OG0002790	LOC111597596|XP_023168165.2|DHYD	LOC108114154|XP_017080434.1|DEUG
OG0002791	LOC111592283|XP_023160153.2|DHYD	LOC108108533|XP_017072096.1|DEUG
OG0002792	LOC111603507|XP_023176887.2|DHYD	LOC108113074|XP_017079004.1|DEUG
OG0002793	LOC111605675|XP_023180108.2|DHYD	LOC108114166|XP_017080447.1|DEUG
OG0002794	LOC111599541|XP_030078570.1|DHYD	LOC108107779|XP_017070962.1|DEUG
OG0002795	LOC111592315|XP_030079218.1|DHYD	LOC108108082|XP_017071453.1|DEUG
OG0002796	LOC111594837|XP_023164069.1|DHYD	LOC108108216|XP_017071673.1|DEUG
OG0002797	LOC111597601|XP_023168169.1|DHYD	LOC108114161|XP_017080440.1|DEUG
OG0002798	LOC111599349|XP_023170746.1|DHYD	LOC108105708|XP_017067908.1|DEUG
OG0002799	LOC111597470|XP_023167987.2|DHYD	LOC108104671|XP_017066350.1|DEUG
OG0002800	LOC111592453|XP_023160407.2|DHYD	LOC108114220|XP_017080559.1|DEUG
OG0002801	LOC111593839|XP_023162644.2|DHYD	LOC108107324|XP_017070297.1|DEUG
OG0002802	LOC111593883|XP_023162717.2|DHYD	LOC108107422|XP_017070439.1|DEUG
OG0002803	LOC111595763|XP_023165407.2|DHYD	LOC108107113|XP_017069991.1|DEUG
OG0002804	LOC111595244|XP_023164650.2|DHYD	LOC108112969|XP_017078859.1|DEUG
OG0002805	LOC111595588|XP_023165167.2|DHYD	LOC108109009|XP_017072769.1|DEUG
OG0002806	LOC111592284|XP_023160154.2|DHYD	LOC108108534|XP_017072097.1|DEUG
OG0002807	LOC111593801|XP_023162595.2|DHYD	LOC108107290|XP_017070235.1|DEUG
OG0002808	LOC111600782|XP_023172836.2|DHYD	LOC108107305|XP_017070264.1|DEUG
OG0002809	LOC111598748|XP_023169917.1|DHYD	LOC108107682|XP_017070760.1|DEUG
OG0002810	LOC111591934|XP_030079648.1|DHYD	LOC108104683|XP_017066373.1|DEUG
OG0002811	LOC111604412|XP_023178236.1|DHYD	LOC108108078|XP_017071449.1|DEUG
OG0002812	LOC111595330|XP_023164758.1|DHYD	LOC108112560|XP_017077995.1|DEUG
OG0002813	LOC111604217|XP_030081387.1|DHYD	LOC108111975|XP_017077174.1|DEUG
OG0002814	LOC111593551|XP_023162173.2|DHYD	LOC108109056|XP_017072863.1|DEUG
OG0002815	LOC111604541|XP_023178411.2|DHYD	LOC108106679|XP_017069399.1|DEUG
OG0002816	LOC111604132|XP_023177816.1|DHYD	LOC108112044|XP_017077285.1|DEUG
OG0002817	LOC111600031|XP_023171715.1|DHYD	LOC108104164|XP_017065557.1|DEUG
OG0002818	LOC111593729|XP_023162481.2|DHYD, LOC115483446|XP_030081289.1|DHYD	LOC108104819|XP_017066592.1|DEUG
OG0002819	LOC111592818|XP_023161003.2|DHYD	LOC108109839|XP_017074074.1|DEUG
OG0002820	LOC111592830|XP_023161021.1|DHYD	LOC108109899|XP_017074195.1|DEUG
OG0002821	LOC111605634|XP_023180059.1|DHYD	LOC108108159|XP_017071581.1|DEUG
OG0002822	LOC111592516|XP_023160530.2|DHYD	LOC108109294|XP_017073276.1|DEUG
OG0002823	LOC111599894|XP_023171484.1|DHYD	LOC108112805|XP_017078588.1|DEUG
OG0002824	LOC111599924|XP_030079714.1|DHYD	LOC108104587|XP_017066238.1|DEUG
OG0002825	LOC111597611|XP_023168177.2|DHYD	LOC108116742|XP_017084249.1|DEUG
OG0002826	LOC111593854|XP_023162667.2|DHYD	LOC108109196|XP_017073119.1|DEUG
OG0002827	LOC111595887|XP_023165583.2|DHYD	LOC108108873|XP_017072583.1|DEUG
OG0002828	LOC111604115|XP_023177790.2|DHYD	LOC108109189|XP_017073112.1|DEUG
OG0002829	LOC111593172|XP_023161546.2|DHYD	LOC108106724|XP_017069450.1|DEUG
OG0002830	LOC111599326|XP_023170715.2|DHYD	LOC108112163|XP_017077401.1|DEUG
OG0002831	LOC111602308|XP_023175077.2|DHYD	LOC108103402|XP_017064348.1|DEUG
OG0002832	LOC115482732|XP_030079571.1|DHYD, LOC111600347|XP_030081058.1|DHYD	LOC108110676|XP_017075285.1|DEUG
OG0002833	LOC111605363|XP_023179610.2|DHYD	LOC108107387|XP_017070390.1|DEUG
OG0002834	LOC111592211|XP_023160050.2|DHYD	LOC108107330|XP_017070304.1|DEUG
OG0002835	LOC111598423|XP_023169433.2|DHYD, LOC111604603|XP_023178484.1|DHYD	LOC108106711|XP_017069432.1|DEUG
OG0002836	LOC111593864|XP_023162685.1|DHYD	LOC108104566|XP_017066202.1|DEUG
OG0002837	LOC111597712|XP_023168320.2|DHYD	LOC108112376|XP_017077695.1|DEUG
OG0002838	LOC111600650|XP_023172638.1|DHYD	LOC108113318|XP_017079363.1|DEUG
OG0002839	LOC111600616|XP_023172585.2|DHYD, LOC115482737|XP_030078938.1|DHYD	LOC108107403|XP_017070412.1|DEUG
OG0002840	LOC111600421|XP_023172270.2|DHYD	LOC108107091|XP_017069957.1|DEUG
OG0002841	LOC111602330|XP_023175103.2|DHYD, LOC115482909|XP_030079017.1|DHYD	LOC108111011|XP_017075813.1|DEUG
OG0002842	LOC111600426|XP_023172277.2|DHYD	LOC108105838|XP_017068075.1|DEUG
OG0002843	LOC111593897|XP_023162734.2|DHYD	LOC108113021|XP_017078937.1|DEUG
OG0002844	LOC111597219|XP_023167565.2|DHYD	LOC108118226|XP_017086293.1|DEUG
OG0002845	LOC111601865|XP_023174474.1|DHYD	LOC108102525|XP_017063050.1|DEUG
OG0002846	LOC111599944|XP_023171563.1|DHYD	LOC108112622|XP_017078213.1|DEUG
OG0002847	LOC111601871|XP_023174480.1|DHYD	LOC108102688|XP_017063318.1|DEUG
OG0002848	LOC111595564|XP_023165129.2|DHYD	LOC108105693|XP_017067892.1|DEUG
OG0002849	LOC111596340|XP_023166291.1|DHYD	LOC108113439|XP_017079495.1|DEUG
OG0002850	LOC111594756|XP_030079037.1|DHYD	LOC108105883|XP_017068148.1|DEUG
OG0002851	LOC111592626|XP_023160730.2|DHYD	LOC108110914|XP_017075670.1|DEUG
OG0002852	LOC111605414|XP_030082018.1|DHYD	LOC108106559|XP_017069212.1|DEUG
OG0002853	LOC111600343|XP_030080556.1|DHYD	LOC108103397|XP_017064383.1|DEUG
OG0002854	LOC111601885|XP_030079178.1|DHYD	LOC108107043|XP_017069893.1|DEUG
OG0002855	LOC111605054|XP_023179159.2|DHYD	LOC108107073|XP_017069931.1|DEUG
OG0002856	LOC111596335|XP_023166270.2|DHYD	LOC108107032|XP_017069871.1|DEUG
OG0002857	LOC111592495|XP_023160485.2|DHYD	LOC108114824|XP_017081436.1|DEUG
OG0002858	LOC111603995|XP_023177608.2|DHYD	LOC108102587|XP_017063177.1|DEUG
OG0002859	LOC111596046|XP_023165851.2|DHYD	LOC108110997|XP_017075795.1|DEUG
OG0002860	LOC111602323|XP_023175092.2|DHYD	LOC108102499|XP_017063012.1|DEUG
OG0002861	LOC111601131|XP_023173363.1|DHYD	LOC108110862|XP_017075598.1|DEUG
OG0002862	LOC111599450|XP_023170875.2|DHYD	LOC108102641|XP_017063251.1|DEUG
OG0002863	LOC111602484|XP_023175315.1|DHYD	LOC108110752|XP_017075450.1|DEUG
OG0002864	LOC111602496|XP_023175335.2|DHYD	LOC108110755|XP_017075453.1|DEUG
OG0002865	LOC111593866|XP_023162694.2|DHYD	LOC108113349|XP_017079400.1|DEUG
OG0002866	LOC111601729|XP_023174220.2|DHYD	LOC108109857|XP_017074125.1|DEUG
OG0002867	LOC111603987|XP_023177600.2|DHYD	LOC108111185|XP_017076059.1|DEUG
OG0002868	LOC111594239|XP_023163215.2|DHYD	LOC108110712|XP_017075345.1|DEUG
OG0002869	LOC111594229|XP_023163200.1|DHYD	LOC108110714|XP_017075348.1|DEUG
OG0002871	LOC111599972|XP_023171634.1|DHYD	LOC108110950|XP_017075734.1|DEUG
OG0002872	LOC111594793|XP_023164017.2|DHYD	LOC108110653|XP_017075246.1|DEUG
OG0002873	LOC111598909|XP_023170147.2|DHYD	LOC108114769|XP_017081369.1|DEUG
OG0002874	LOC111596360|XP_023166325.2|DHYD	LOC108113432|XP_017079483.1|DEUG
OG0002875	LOC111592513|XP_023160513.2|DHYD	LOC108111240|XP_017076131.1|DEUG
OG0002876	LOC111601836|XP_023174436.2|DHYD	LOC108105382|XP_017067412.1|DEUG
OG0002877	LOC111594242|XP_023163221.2|DHYD	LOC108105711|XP_017067914.1|DEUG
OG0002878	LOC111595511|XP_023165054.2|DHYD	LOC108105705|XP_017067905.1|DEUG
OG0002879	LOC111596018|XP_023165811.1|DHYD	LOC108108126|XP_017071536.1|DEUG
OG0002880	LOC111601948|XP_023174572.1|DHYD	LOC108105510|XP_017067624.1|DEUG
OG0002881	LOC111599172|XP_023170522.1|DHYD	LOC108110731|XP_017075410.1|DEUG
OG0002882	LOC111597998|XP_023168753.1|DHYD	LOC108108886|XP_017072592.1|DEUG
OG0002883	LOC111602160|XP_023174886.1|DHYD	LOC108104188|XP_017065617.1|DEUG
OG0002884	LOC111596066|XP_023165884.1|DHYD	LOC108110867|XP_017075603.1|DEUG
OG0002885	LOC111597540|XP_023168097.2|DHYD	LOC108114394|XP_017080854.1|DEUG
OG0002886	LOC111596301|XP_023166227.1|DHYD	LOC108112144|XP_017077384.1|DEUG
OG0002887	LOC111596302|XP_023166228.2|DHYD	LOC108112155|XP_017077396.1|DEUG
OG0002888	LOC111600444|XP_023172302.1|DHYD	LOC108103400|XP_017064346.1|DEUG
OG0002889	LOC111603037|XP_023176235.2|DHYD	LOC108109907|XP_017074204.1|DEUG
OG0002890	LOC111598908|XP_023170146.2|DHYD	LOC108114880|XP_017081527.1|DEUG
OG0002891	LOC111604003|XP_023177627.1|DHYD	LOC108110975|XP_017075766.1|DEUG
OG0002892	LOC111603778|XP_030080216.1|DHYD	LOC108104057|XP_017065398.1|DEUG
OG0002893	LOC111603759|XP_030079212.1|DHYD	LOC108110964|XP_017075756.1|DEUG
OG0002894	LOC111598716|XP_023169873.2|DHYD	LOC108114321|XP_017080723.1|DEUG
OG0002895	LOC111605376|XP_023179628.1|DHYD	LOC108107298|XP_017070245.1|DEUG
OG0002896	LOC111592545|XP_023160596.2|DHYD	LOC108111030|XP_017075838.1|DEUG
OG0002897	LOC111592639|XP_023160751.2|DHYD	LOC108107120|XP_017070000.1|DEUG
OG0002898	LOC111596237|XP_023166123.2|DHYD	LOC108111128|XP_017075976.1|DEUG
OG0002899	LOC111595993|XP_023165758.2|DHYD	LOC108104183|XP_017065608.1|DEUG
OG0002900	LOC111595989|XP_030079184.1|DHYD	LOC108104175|XP_017065576.1|DEUG
OG0002901	LOC111592904|XP_023161120.2|DHYD	LOC108107143|XP_017070036.1|DEUG
OG0002902	LOC111592902|XP_023161117.2|DHYD, LOC115483204|XP_030080302.1|DHYD	LOC108107136|XP_017070026.1|DEUG
