Orthogroup	DHYD.longest_only	DBIA.longest_only
OG0000830	LOC111593439|XP_023161958.2|DHYD	LOC108025903|XP_016952075.1|DBIA
OG0000831	LOC111594304|XP_023163310.2|DHYD	LOC108034924|XP_016965669.1|DBIA
OG0000832	LOC111594011|XP_023162876.1|DHYD	LOC108036537|XP_016968250.1|DBIA
OG0000832	LOC111603652|XP_023177103.2|DHYD	LOC108033940|XP_016964113.1|DBIA
OG0000833	LOC111592289|XP_023160160.2|DHYD	LOC108035942|XP_016967227.1|DBIA
OG0000834	LOC111597802|XP_023168455.1|DHYD	LOC108025122|XP_016950877.1|DBIA
OG0000835	LOC111597622|XP_030081813.1|DHYD	LOC108028383|XP_016955670.1|DBIA
OG0000836	LOC111603869|XP_023177444.1|DHYD	LOC108033338|XP_016963113.1|DBIA, LOC108034206|XP_016964527.1|DBIA
OG0000837	LOC111604060|XP_023177694.1|DHYD	LOC108021962|XP_016946283.1|DBIA
OG0000838	LOC111605537|XP_023179868.1|DHYD	LOC108033381|XP_016963190.1|DBIA
OG0000839	LOC111604820|XP_023178810.2|DHYD	LOC108027201|XP_016953997.1|DBIA
OG0000839	LOC111601448|XP_023173792.2|DHYD	LOC108030966|XP_016959655.1|DBIA
OG0000840	LOC111593987|XP_023162845.1|DHYD	LOC108029605|XP_016957468.1|DBIA, LOC108022027|XP_016946362.1|DBIA
OG0000841	LOC111598873|XP_023170097.2|DHYD	LOC108021903|XP_016946210.1|DBIA, LOC108036876|XP_016968741.1|DBIA
OG0000842	LOC111600736|XP_023172780.1|DHYD	LOC108031707|XP_016960861.1|DBIA
OG0000843	LOC111600100|XP_030081241.1|DHYD	LOC108026772|XP_016953405.1|DBIA
OG0000844	LOC111603601|XP_023177028.1|DHYD	LOC108027182|XP_016953971.1|DBIA
OG0000845	LOC111602427|XP_023175234.2|DHYD	LOC108023770|XP_016948899.1|DBIA, LOC108023659|XP_016948767.1|DBIA
OG0000846	LOC111599445|XP_023170868.2|DHYD	LOC108026354|XP_016952750.1|DBIA
OG0000847	LOC111605732|XP_030080949.1|DHYD, LOC111593852|XP_023162666.2|DHYD	LOC108026530|XP_016952967.1|DBIA, LOC108029389|XP_016957105.1|DBIA, LOC108022549|XP_016947022.1|DBIA
OG0000848	LOC111595439|XP_023164932.2|DHYD	LOC108036038|XP_016967469.1|DBIA, LOC108036160|XP_016967641.1|DBIA
OG0000848	LOC111603729|XP_023177211.2|DHYD	LOC108033388|XP_016963197.1|DBIA
OG0000849	LOC111599451|XP_023170876.2|DHYD	LOC108033366|XP_016963165.1|DBIA
OG0000849	LOC111599050|XP_023170336.1|DHYD	LOC108027685|XP_016954722.1|DBIA
OG0000850	LOC111604169|XP_023177878.2|DHYD	LOC108026617|XP_016953090.1|DBIA
OG0000850	LOC111600157|XP_030080976.1|DHYD	LOC108026616|XP_016953089.1|DBIA
OG0000851	LOC111601248|XP_023173515.2|DHYD, LOC111601226|XP_023173491.2|DHYD, LOC111601278|XP_023173563.2|DHYD	LOC108036198|XP_016967678.1|DBIA
OG0000852	LOC111604168|XP_023177874.2|DHYD	LOC108029720|XP_016957687.1|DBIA
OG0000854	LOC111596711|XP_023166799.1|DHYD	LOC108034803|XP_016965362.1|DBIA
OG0000855	LOC111596692|XP_023167190.1|DHYD	LOC108023617|XP_016948712.1|DBIA
OG0000856	LOC111605741|XP_030078605.1|DHYD	LOC108030887|XP_016959542.1|DBIA
OG0000857	LOC111600183|XP_023171956.2|DHYD	LOC108027617|XP_016954627.1|DBIA
OG0000858	LOC111594489|XP_023163566.2|DHYD	LOC108024920|XP_016950618.1|DBIA, LOC108025444|XP_016951433.1|DBIA
OG0000860	LOC111591932|XP_023159631.2|DHYD	LOC108035212|XP_016966212.1|DBIA
OG0000861	LOC111593891|XP_023162726.2|DHYD	LOC108022326|XP_016946676.1|DBIA
OG0000862	LOC111597955|XP_023168687.1|DHYD	LOC108022781|XP_016947383.1|DBIA, LOC108033848|XP_016963971.1|DBIA
OG0000863	LOC111603621|XP_023177059.2|DHYD	LOC108032081|XP_016961394.1|DBIA
OG0000863	LOC111593340|XP_023161819.2|DHYD, LOC111594125|XP_023163055.1|DHYD	LOC108031572|XP_016960618.1|DBIA
OG0000864	LOC111593452|XP_023161977.2|DHYD	LOC108036375|XP_016967966.1|DBIA
OG0000865	LOC111603467|XP_023176824.2|DHYD	LOC108024549|XP_016950017.1|DBIA
OG0000866	LOC111595850|XP_023165528.2|DHYD	LOC108027889|XP_016954996.1|DBIA, LOC108027801|XP_016954867.1|DBIA
OG0000867	LOC111598972|XP_023170234.2|DHYD	LOC108028994|XP_016956525.1|DBIA
OG0000867	LOC111594407|XP_023163451.1|DHYD	LOC108033664|XP_016963592.1|DBIA
OG0000868	LOC111604964|XP_023179016.1|DHYD	LOC108025924|XP_016952104.1|DBIA
OG0000869	LOC111603418|XP_023176768.2|DHYD	LOC108027241|XP_016954081.1|DBIA
OG0000871	LOC111595570|XP_023165135.1|DHYD	LOC108030336|XP_016958688.1|DBIA
OG0000872	LOC111595960|XP_023165700.1|DHYD	LOC108035763|XP_016966952.1|DBIA
OG0000872	LOC111600085|XP_023171792.1|DHYD	LOC108026733|XP_016953335.1|DBIA
OG0000873	LOC111600930|XP_030078651.1|DHYD	LOC108030805|XP_016959388.1|DBIA
OG0000874	LOC111593252|XP_023161684.2|DHYD	LOC108036511|XP_016968202.1|DBIA
OG0000875	LOC111592327|XP_023160220.1|DHYD	LOC108028672|XP_016956093.1|DBIA
OG0000877	LOC111605101|XP_023179211.2|DHYD	LOC108030799|XP_016959370.1|DBIA
OG0000877	LOC111602818|XP_023175889.1|DHYD	LOC108023272|XP_016948046.1|DBIA
OG0000878	LOC111595054|XP_023164359.2|DHYD	LOC108023045|XP_016947775.1|DBIA
OG0000878	LOC115483321|XP_030080565.1|DHYD, LOC111598943|XP_023170189.2|DHYD	LOC108033780|XP_016963876.1|DBIA
OG0000879	LOC111592199|XP_023160036.1|DHYD	LOC108029459|XP_016957199.1|DBIA
OG0000880	LOC111594902|XP_023164155.1|DHYD	LOC108023284|XP_016948065.1|DBIA
OG0000880	LOC111597579|XP_023168145.2|DHYD	LOC108034713|XP_016965143.1|DBIA
OG0000881	LOC111592964|XP_023161224.1|DHYD	LOC108028163|XP_016955312.1|DBIA, LOC108028684|XP_016956113.1|DBIA, LOC108028809|XP_016956284.1|DBIA
OG0000882	LOC111596542|XP_023166582.1|DHYD	LOC108033194|XP_016962927.1|DBIA
OG0000884	LOC111597524|XP_023168070.2|DHYD	LOC108033082|XP_016962741.1|DBIA
OG0000885	LOC111601408|XP_023173734.1|DHYD	LOC108031805|XP_016961014.1|DBIA
OG0000886	LOC111596693|XP_023166782.1|DHYD, LOC111596703|XP_023166793.1|DHYD	LOC108024717|XP_016950301.1|DBIA
OG0000887	LOC111593634|XP_023162274.2|DHYD	LOC108025607|XP_016951631.1|DBIA
OG0000888	LOC111596521|XP_030081178.1|DHYD	LOC108029387|XP_016957107.1|DBIA
OG0000889	LOC111597555|XP_023168120.1|DHYD	LOC108030753|XP_016959289.1|DBIA
OG0000890	LOC111604129|XP_023177817.2|DHYD	LOC108026855|XP_016953523.1|DBIA
OG0000891	LOC111601133|XP_023173368.1|DHYD	LOC108033990|XP_016964204.1|DBIA
OG0000892	LOC111605703|XP_023180149.1|DHYD	LOC108028343|XP_016955584.1|DBIA
OG0000893	LOC111603400|XP_030081730.1|DHYD	LOC108027010|XP_016953697.1|DBIA
OG0000894	LOC111603565|XP_023176979.1|DHYD	LOC108027393|XP_016954318.1|DBIA
OG0000895	LOC111600689|XP_023172710.2|DHYD, LOC111600695|XP_023172717.2|DHYD	LOC108036594|XP_016968343.1|DBIA
OG0000896	LOC111602033|XP_030079545.1|DHYD	LOC108023636|XP_016948741.1|DBIA
OG0000897	LOC111595175|XP_023164523.1|DHYD	LOC108025126|XP_016950882.1|DBIA
OG0000897	LOC111595176|XP_023164524.2|DHYD	LOC108025141|XP_016950902.1|DBIA
OG0000898	LOC111595631|XP_023165208.2|DHYD, LOC111593552|XP_023162174.2|DHYD	LOC108029917|XP_016957900.1|DBIA, LOC108026833|XP_016953493.1|DBIA
OG0000899	LOC111605430|XP_023179707.2|DHYD	LOC108031468|XP_016960401.1|DBIA, LOC108032200|XP_016961547.1|DBIA
OG0000900	LOC111599981|XP_023171644.2|DHYD	LOC108026604|XP_016953066.1|DBIA
OG0000900	LOC111599980|XP_023171643.2|DHYD	LOC108026599|XP_016953059.1|DBIA
OG0000901	LOC111597133|XP_023167461.2|DHYD	LOC108022426|XP_016946801.1|DBIA
OG0000902	LOC111605151|XP_023179301.2|DHYD, LOC111605155|XP_023179306.2|DHYD	LOC108023784|XP_016948912.1|DBIA
OG0000902	LOC111605139|XP_023179286.1|DHYD	LOC108023783|XP_016948911.1|DBIA
OG0000903	LOC111603698|XP_023177166.1|DHYD	LOC108028032|XP_016955159.1|DBIA
OG0000904	LOC111601681|XP_023174153.2|DHYD	LOC108035259|XP_016966304.1|DBIA, LOC108035053|XP_016965922.1|DBIA
OG0000906	LOC111605275|XP_023179487.2|DHYD	LOC108022390|XP_016946765.1|DBIA
OG0000907	LOC111600102|XP_023171831.1|DHYD	LOC108026771|XP_016953404.1|DBIA
OG0000909	LOC111602822|XP_023175898.1|DHYD	LOC108024413|XP_016949817.1|DBIA
OG0000910	LOC111596877|XP_023167093.2|DHYD	LOC108036100|XP_016967559.1|DBIA, LOC108031801|XP_016961010.1|DBIA
OG0000911	LOC111595624|XP_023165202.1|DHYD	LOC108023061|XP_016947797.1|DBIA
OG0000912	LOC111593528|XP_023162089.1|DHYD	LOC108030517|XP_016958895.1|DBIA
OG0000913	LOC111595095|XP_023164428.2|DHYD	LOC108030589|XP_016959050.1|DBIA
OG0000914	LOC111593570|XP_023162200.1|DHYD	LOC108022208|XP_016946551.1|DBIA
OG0000915	LOC111600704|XP_023172729.2|DHYD	LOC108036285|XP_016967785.1|DBIA
OG0000916	LOC111596228|XP_030080351.1|DHYD	LOC108036094|XP_016967534.1|DBIA
OG0000917	LOC111599399|XP_030079268.1|DHYD	LOC108032529|XP_016961877.1|DBIA
OG0000918	LOC111594098|XP_023163018.2|DHYD	LOC108032861|XP_016962354.1|DBIA, LOC108027669|XP_016954703.1|DBIA
OG0000920	LOC111600229|XP_023172024.1|DHYD	LOC108033176|XP_016962902.1|DBIA
OG0000921	LOC111593394|XP_030079432.1|DHYD	LOC108023465|XP_016948470.1|DBIA, LOC108023469|XP_016948475.1|DBIA
OG0000922	LOC111596016|XP_023165808.1|DHYD	LOC108034389|XP_016964760.1|DBIA, LOC108035163|XP_016966108.1|DBIA
OG0000923	LOC111604969|XP_023179027.2|DHYD	LOC108028090|XP_016955223.1|DBIA, LOC108031671|XP_016960800.1|DBIA
OG0000924	LOC111598118|XP_023168943.2|DHYD	LOC108034936|XP_016965734.1|DBIA
OG0000925	LOC111602003|XP_023174659.1|DHYD	LOC108025092|XP_016950843.1|DBIA, LOC108025088|XP_016950838.1|DBIA
OG0000926	LOC111596459|XP_023166463.2|DHYD	LOC108027133|XP_016953840.1|DBIA
OG0000926	LOC111604832|XP_023178824.1|DHYD	LOC108026094|XP_016952283.1|DBIA
OG0000927	LOC111595907|XP_023165622.1|DHYD	LOC108025319|XP_016951219.1|DBIA
OG0000927	LOC111596013|XP_023165806.2|DHYD	LOC108025318|XP_016951217.1|DBIA
OG0000928	LOC111593766|XP_030080024.1|DHYD, LOC115483086|XP_030080021.1|DHYD	LOC108032695|XP_016962158.1|DBIA, LOC108032696|XP_016962162.1|DBIA
OG0000929	LOC111599311|XP_030079183.1|DHYD	LOC108029241|XP_016956925.1|DBIA
OG0000929	LOC115482943|XP_030079197.1|DHYD	LOC108029242|XP_016956926.1|DBIA
OG0000930	LOC111595044|XP_023164338.2|DHYD	LOC108030526|XP_016958905.1|DBIA, LOC108030663|XP_016959174.1|DBIA
OG0000931	LOC111594281|XP_023163284.2|DHYD	LOC108022289|XP_016946637.1|DBIA
OG0000931	LOC111596195|XP_023166073.1|DHYD	LOC108032440|XP_016961753.1|DBIA
OG0000932	LOC111595936|XP_023165664.2|DHYD	LOC108028073|XP_016955203.1|DBIA
OG0000933	LOC111602101|XP_023174806.1|DHYD	LOC108022179|XP_016946520.1|DBIA
OG0000933	LOC111602130|XP_023174847.2|DHYD	LOC108023095|XP_016947845.1|DBIA
OG0000934	LOC111596394|XP_023166368.1|DHYD	LOC108029734|XP_016957710.1|DBIA, LOC108029735|XP_016957711.1|DBIA
OG0000935	LOC111603562|XP_023176970.2|DHYD	LOC108024492|XP_016949915.1|DBIA
OG0000936	LOC111605035|XP_023179138.1|DHYD	LOC108023944|XP_016949121.1|DBIA
OG0000937	LOC111603287|XP_023176568.2|DHYD	LOC108025470|XP_016951462.1|DBIA
OG0000938	LOC111598130|XP_023168959.1|DHYD	LOC108026675|XP_016953240.1|DBIA
OG0000939	LOC111592903|XP_023161118.1|DHYD	LOC108033849|XP_016963972.1|DBIA
OG0000940	LOC111598416|XP_023169425.1|DHYD	LOC108021992|XP_016946321.1|DBIA
OG0000940	LOC111592459|XP_023160427.1|DHYD	LOC108031095|XP_016959796.1|DBIA
OG0000941	LOC111594257|XP_023163246.1|DHYD	LOC108023734|XP_016948861.1|DBIA
OG0000942	LOC111594382|XP_023163416.2|DHYD	LOC108028254|XP_016955428.1|DBIA
OG0000943	LOC111600602|XP_023172564.1|DHYD	LOC108030082|XP_016958208.1|DBIA
OG0000944	LOC111605014|XP_023179111.1|DHYD	LOC108024028|XP_016949284.1|DBIA
OG0000944	LOC111601506|XP_023173868.1|DHYD	LOC108032445|XP_016961759.1|DBIA
OG0000945	LOC111596888|XP_023167106.2|DHYD, LOC115482987|XP_030079477.1|DHYD	LOC108029172|XP_016956812.1|DBIA, LOC108029257|XP_016956945.1|DBIA
OG0000946	LOC111599327|XP_023170716.2|DHYD	LOC108036735|XP_016968529.1|DBIA
OG0000947	LOC111600133|XP_023171873.2|DHYD	LOC108026655|XP_016953181.1|DBIA
OG0000948	LOC111601083|XP_023173277.1|DHYD	LOC108035440|XP_016966563.1|DBIA
OG0000949	LOC111602432|XP_023175239.2|DHYD	LOC108032391|XP_016961736.1|DBIA, LOC108032497|XP_016961846.1|DBIA
OG0000950	LOC111602682|XP_023175670.1|DHYD	LOC108027072|XP_016953775.1|DBIA
OG0000951	LOC111601478|XP_023173833.1|DHYD	LOC108027414|XP_016954341.1|DBIA
OG0000952	LOC111602441|XP_023175263.1|DHYD	LOC108036808|XP_016968648.1|DBIA, LOC108036647|XP_016968416.1|DBIA, LOC108034291|XP_016964640.1|DBIA, LOC108022616|XP_016947148.1|DBIA
OG0000954	LOC115483805|XP_030081986.1|DHYD, LOC111604355|XP_023178190.2|DHYD, LOC115483818|XP_030082044.1|DHYD, LOC111604357|XP_023178193.1|DHYD	LOC108029423|XP_016957156.1|DBIA
OG0000955	LOC111594811|XP_023164042.2|DHYD	LOC108024332|XP_016949723.1|DBIA
OG0000956	LOC111604222|XP_023177960.1|DHYD	LOC108032080|XP_016961392.1|DBIA
OG0000956	LOC111604266|XP_023178031.2|DHYD	LOC108032176|XP_016961518.1|DBIA
OG0000957	LOC111597659|XP_023168249.2|DHYD	LOC108022106|XP_016946438.1|DBIA
OG0000958	LOC111594026|XP_023162908.2|DHYD	LOC108024911|XP_016950590.1|DBIA, LOC108022365|XP_016946735.1|DBIA
OG0000959	LOC111600161|XP_023171924.2|DHYD	LOC108035876|XP_016967115.1|DBIA, LOC108025390|XP_016951352.1|DBIA
OG0000961	LOC111598098|XP_023168917.1|DHYD	LOC108030558|XP_016958942.1|DBIA
OG0000961	LOC111598095|XP_023168913.2|DHYD	LOC108030561|XP_016958947.1|DBIA
OG0000963	LOC111603160|XP_023176406.1|DHYD	LOC108035825|XP_016967064.1|DBIA
OG0000964	LOC111595516|XP_030082039.1|DHYD	LOC108035768|XP_016966961.1|DBIA, LOC108022663|XP_016947219.1|DBIA
OG0000965	LOC111603225|XP_023176497.2|DHYD, LOC111603084|XP_023176311.2|DHYD	LOC108023687|XP_016948797.1|DBIA
OG0000966	LOC111592182|XP_023160016.1|DHYD	LOC108029326|XP_016957010.1|DBIA, LOC108025117|XP_016950871.1|DBIA
OG0000969	LOC111592490|XP_023160482.1|DHYD	LOC108022171|XP_016946505.1|DBIA
OG0000970	LOC111594966|XP_023164232.1|DHYD	LOC108026396|XP_016952808.1|DBIA
OG0000971	LOC111601135|XP_023173370.1|DHYD	LOC108035276|XP_016966329.1|DBIA, LOC108034965|XP_016965767.1|DBIA
OG0000972	LOC111596947|XP_023167171.1|DHYD	LOC108028304|XP_016955515.1|DBIA
OG0000973	LOC111601622|XP_023174058.1|DHYD	LOC108025685|XP_016951709.1|DBIA
OG0000974	LOC111597477|XP_023167994.2|DHYD	LOC108034728|XP_016965156.1|DBIA
OG0000975	LOC111604558|XP_023178420.1|DHYD	LOC108024728|XP_016950310.1|DBIA
OG0000976	LOC111597591|XP_023168158.2|DHYD	LOC108031403|XP_016960276.1|DBIA
OG0000977	LOC111602997|XP_030078749.1|DHYD	LOC108032003|XP_016961288.1|DBIA
OG0000978	LOC111593607|XP_023162236.1|DHYD	LOC108036251|XP_016967749.1|DBIA, LOC108024518|XP_016949958.1|DBIA
OG0000979	LOC111595243|XP_023164649.1|DHYD	LOC108026659|XP_016953187.1|DBIA
OG0000980	LOC111597760|XP_023168382.2|DHYD	LOC108025193|XP_016950991.1|DBIA
OG0000980	LOC111603480|XP_023176839.2|DHYD	LOC108030947|XP_016959635.1|DBIA
OG0000981	LOC111603853|XP_023177418.1|DHYD	LOC108033460|XP_016963284.1|DBIA
OG0000985	LOC111597571|XP_030081811.1|DHYD	LOC108022060|XP_016946393.1|DBIA
OG0000986	LOC111603921|XP_023177518.2|DHYD	LOC108033370|XP_016963177.1|DBIA
OG0000988	LOC111603766|XP_023177268.2|DHYD	LOC108034136|XP_016964414.1|DBIA
OG0000990	LOC111591970|XP_023159685.1|DHYD	LOC108024263|XP_016949639.1|DBIA
OG0000991	LOC111597532|XP_023168084.2|DHYD	LOC108033083|XP_016962746.1|DBIA
OG0000992	LOC111596603|XP_023166653.1|DHYD	LOC108036245|XP_016967742.1|DBIA, LOC108024866|XP_016950497.1|DBIA
OG0000993	LOC111594464|XP_023163532.2|DHYD	LOC108025362|XP_016951311.1|DBIA, LOC108025013|XP_016950757.1|DBIA
OG0000994	LOC111596479|XP_023166504.1|DHYD	LOC108033218|XP_016962970.1|DBIA
OG0000995	LOC111601960|XP_023174602.2|DHYD	LOC108033495|XP_016963323.1|DBIA
OG0000996	LOC111603111|XP_023176348.2|DHYD, LOC111603350|XP_023176667.1|DHYD	LOC108030191|XP_016958431.1|DBIA
OG0000997	LOC115483382|XP_030080965.1|DHYD	LOC108036898|XP_016968767.1|DBIA
OG0000998	LOC111601079|XP_023173274.2|DHYD, LOC111601016|XP_030079456.1|DHYD	LOC108027963|XP_016955080.1|DBIA
OG0000999	LOC111604040|XP_023177663.1|DHYD	LOC108023695|XP_016948808.1|DBIA
OG0001000	LOC111599998|XP_023171666.2|DHYD	LOC108022035|XP_016946370.1|DBIA
OG0001001	LOC111600889|XP_023172994.2|DHYD	LOC108026741|XP_016953350.1|DBIA
OG0001002	LOC111595595|XP_023165176.2|DHYD	LOC108034190|XP_016964501.1|DBIA
OG0001003	LOC111598583|XP_023169657.1|DHYD	LOC108036864|XP_016968729.1|DBIA, LOC108029597|XP_016957458.1|DBIA
OG0001004	LOC111593325|XP_023161802.1|DHYD	LOC108031123|XP_016959824.1|DBIA
OG0001005	LOC111596807|XP_023166936.1|DHYD	LOC108033263|XP_016963019.1|DBIA, LOC108023450|XP_016948430.1|DBIA
OG0001006	LOC111605737|XP_023180206.1|DHYD	LOC108031212|XP_016959936.1|DBIA, LOC108030675|XP_016959192.1|DBIA
OG0001007	LOC111597641|XP_023168217.1|DHYD, LOC111601124|XP_023173346.1|DHYD	LOC108028678|XP_016956107.1|DBIA
OG0001008	LOC111598835|XP_023170040.1|DHYD	LOC108024457|XP_016949863.1|DBIA, LOC108025611|XP_016951635.1|DBIA
OG0001009	LOC111595166|XP_023164514.1|DHYD	LOC108031140|XP_016959844.1|DBIA, LOC108025059|XP_016950805.1|DBIA
OG0001010	LOC111596003|XP_023165776.2|DHYD	LOC108036842|XP_016968696.1|DBIA
OG0001011	LOC111593004|XP_023161300.2|DHYD	LOC108023905|XP_016949078.1|DBIA
OG0001011	LOC111594212|XP_023163178.1|DHYD	LOC108033538|XP_016963371.1|DBIA
OG0001012	LOC115482746|XP_030079685.1|DHYD, LOC111604690|XP_023178629.2|DHYD	LOC108032969|XP_016962529.1|DBIA, LOC108033023|XP_016962640.1|DBIA
OG0001013	LOC111599789|XP_023171332.2|DHYD	LOC108035090|XP_016965999.1|DBIA
OG0001013	LOC111600953|XP_023173098.2|DHYD	LOC108028086|XP_016955217.1|DBIA
OG0001014	LOC111604441|XP_023178279.2|DHYD	LOC108028474|XP_016955824.1|DBIA
OG0001014	LOC111604456|XP_023178302.1|DHYD	LOC108035368|XP_016966456.1|DBIA
OG0001015	LOC111603364|XP_023176681.2|DHYD	LOC108027598|XP_016954606.1|DBIA
OG0001015	LOC111603365|XP_023176682.2|DHYD	LOC108027629|XP_016954640.1|DBIA
OG0001016	LOC111598998|XP_023170276.2|DHYD, LOC111603195|XP_023176451.2|DHYD	LOC108026095|XP_016952284.1|DBIA, LOC108026106|XP_016952295.1|DBIA, LOC108033045|XP_016962660.1|DBIA
OG0001018	LOC111598071|XP_023168873.2|DHYD	LOC108024401|XP_016949802.1|DBIA
OG0001019	LOC111603273|XP_023176554.2|DHYD	LOC108025031|XP_016950776.1|DBIA
OG0001020	LOC111593037|XP_023161372.1|DHYD	LOC108027548|XP_016954498.1|DBIA
OG0001021	LOC111602188|XP_023174916.1|DHYD	LOC108034022|XP_016964246.1|DBIA
OG0001022	LOC111595966|XP_023165710.1|DHYD	LOC108031309|XP_016960043.1|DBIA, LOC108025890|XP_016952057.1|DBIA
OG0001024	LOC111597763|XP_023168386.2|DHYD	LOC108025335|XP_016951253.1|DBIA
OG0001025	LOC111605185|XP_023179350.2|DHYD	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA
OG0001026	LOC111604784|XP_023178764.1|DHYD, LOC111595617|XP_023165191.2|DHYD	LOC108029578|XP_016957429.1|DBIA
OG0001027	LOC111592330|XP_023160224.2|DHYD	LOC108035934|XP_016967212.1|DBIA
OG0001028	LOC111601190|XP_023173437.1|DHYD	LOC108029018|XP_016956552.1|DBIA
OG0001031	LOC111592072|XP_023159847.2|DHYD	LOC108021917|XP_016946233.1|DBIA, LOC108035588|XP_016966751.1|DBIA
OG0001032	LOC111600874|XP_030079107.1|DHYD	LOC108027376|XP_016954296.1|DBIA
OG0001033	LOC111592151|XP_023159966.2|DHYD	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA
OG0001034	LOC111595151|XP_030081314.1|DHYD	LOC108035141|XP_016966071.1|DBIA
OG0001035	LOC111598445|XP_023169455.1|DHYD	LOC108027135|XP_016953845.1|DBIA
OG0001035	LOC111598450|XP_023169475.2|DHYD	LOC108027124|XP_016953834.1|DBIA
OG0001036	LOC111596586|XP_023166632.2|DHYD	LOC108032429|XP_016961740.1|DBIA
OG0001036	LOC111601315|XP_023173608.2|DHYD	LOC108023603|XP_016948702.1|DBIA
OG0001037	LOC111597512|XP_023168049.2|DHYD	LOC108028794|XP_016956264.1|DBIA, LOC108028795|XP_016956267.1|DBIA, LOC108028152|XP_016955298.1|DBIA
OG0001038	LOC111602073|XP_023174765.1|DHYD	LOC108031879|XP_016961131.1|DBIA
OG0001042	LOC111601970|XP_023174611.1|DHYD	LOC108025420|XP_016951392.1|DBIA
OG0001043	LOC111601914|XP_023174529.2|DHYD	LOC108024013|XP_016949261.1|DBIA
OG0001044	LOC111604089|XP_023177752.2|DHYD	LOC108036671|XP_016968442.1|DBIA
OG0001045	LOC111602559|XP_023175483.1|DHYD	LOC108030415|XP_016958789.1|DBIA
OG0001046	LOC111597088|XP_023167391.1|DHYD	LOC108022771|XP_016947368.1|DBIA, LOC108022770|XP_016947367.1|DBIA
OG0001047	LOC111594070|XP_023162977.1|DHYD	LOC108029631|XP_016957516.1|DBIA
OG0001048	LOC111601279|XP_023173565.2|DHYD	LOC108022644|XP_016947188.1|DBIA
OG0001049	LOC111599655|XP_030079633.1|DHYD	LOC108035412|XP_016966522.1|DBIA
OG0001050	LOC111592440|XP_023160392.2|DHYD	LOC108035006|XP_016965838.1|DBIA
OG0001051	LOC111594721|XP_023163919.2|DHYD	LOC108032488|XP_016961797.1|DBIA
OG0001052	LOC111598952|XP_023170204.1|DHYD	LOC108036154|XP_016967634.1|DBIA
OG0001053	LOC111591852|XP_023163555.2|DHYD	LOC108021969|XP_016946296.1|DBIA
OG0001054	LOC111599985|XP_023171651.2|DHYD	LOC108032190|XP_016961535.1|DBIA
OG0001055	LOC111592021|XP_023159781.2|DHYD, LOC111592004|XP_023159752.2|DHYD, LOC111592006|XP_023159756.2|DHYD	LOC108025422|XP_016951395.1|DBIA, LOC108025497|XP_016951500.1|DBIA
OG0001056	LOC111596896|XP_023167150.1|DHYD	LOC108033422|XP_016963232.1|DBIA, LOC108025779|XP_016951883.1|DBIA
OG0001057	LOC111600362|XP_023172205.1|DHYD	LOC108032656|XP_016962101.1|DBIA
OG0001058	LOC111605028|XP_030079427.1|DHYD	LOC108024810|XP_016950422.1|DBIA
OG0001059	LOC111604425|XP_023178251.2|DHYD	LOC108028015|XP_016955133.1|DBIA
OG0001060	LOC111600260|XP_023172076.1|DHYD	LOC108023353|XP_016948191.1|DBIA
OG0001061	LOC111594432|XP_023163488.1|DHYD	LOC108030991|XP_016959681.1|DBIA, LOC108030992|XP_016959682.1|DBIA
OG0001062	LOC111595680|XP_023165286.2|DHYD	LOC108027373|XP_016954289.1|DBIA
OG0001063	LOC111593389|XP_030079437.1|DHYD	LOC108027983|XP_016955136.1|DBIA
OG0001064	LOC111598849|XP_030079334.1|DHYD	LOC108024290|XP_016949679.1|DBIA
OG0001064	LOC111594001|XP_023162864.2|DHYD	LOC108022013|XP_016946341.1|DBIA
OG0001065	LOC111605410|XP_023179680.2|DHYD	LOC108024315|XP_016949708.1|DBIA
OG0001066	LOC111593450|XP_023161974.2|DHYD	LOC108029861|XP_016957840.1|DBIA, LOC108034470|XP_016964843.1|DBIA, LOC108034471|XP_016964844.1|DBIA, LOC108024138|XP_016949408.1|DBIA
OG0001067	LOC111593661|XP_023162318.1|DHYD	LOC108032720|XP_016962190.1|DBIA
OG0001068	LOC111593101|XP_023161469.2|DHYD	LOC108034399|XP_016964770.1|DBIA
OG0001068	LOC111599264|XP_023170630.2|DHYD	LOC108034434|XP_016964808.1|DBIA
OG0001069	LOC111595482|XP_023165020.2|DHYD, LOC111593821|XP_023162625.2|DHYD	LOC108022274|XP_016946621.1|DBIA
OG0001072	LOC111599818|XP_023171374.2|DHYD	LOC108034627|XP_016965054.1|DBIA
OG0001073	LOC111600626|XP_030080589.1|DHYD	LOC108025214|XP_016951050.1|DBIA
OG0001074	LOC111593856|XP_023162671.1|DHYD	LOC108029777|XP_016957776.1|DBIA
OG0001075	LOC111601572|XP_023173990.1|DHYD	LOC108034966|XP_016965764.1|DBIA
OG0001077	LOC111598600|XP_023169684.1|DHYD	LOC108031811|XP_016961028.1|DBIA
OG0001078	LOC111596168|XP_030080028.1|DHYD	LOC108035811|XP_016967047.1|DBIA
OG0001079	LOC111597427|XP_023167893.1|DHYD	LOC108035059|XP_016965934.1|DBIA
OG0001080	LOC111598791|XP_030081448.1|DHYD	LOC108029088|XP_016956669.1|DBIA
