Orthogroup	DHYD.longest_only	DSIM.longest_only
OG0001068	LOC111593101|XP_023161469.2|DHYD	LOC6736877|XP_039149531.1|DSIM
OG0001068	LOC111599264|XP_023170630.2|DHYD	LOC6737747|XP_016031521.1|DSIM
OG0001069	LOC111595482|XP_023165020.2|DHYD, LOC111593821|XP_023162625.2|DHYD	LOC6740128|XP_016039293.1|DSIM, LOC27206823|XP_039152658.1|DSIM, LOC6725922|XP_002106908.2|DSIM, LOC27209295|XP_016029464.1|DSIM
OG0001071	LOC111601858|XP_023174467.2|DHYD	LOC6731922|XP_002079057.1|DSIM
OG0001072	LOC111599818|XP_023171374.2|DHYD	LOC6737720|XP_002084550.1|DSIM
OG0001073	LOC111600626|XP_030080589.1|DHYD	LOC6729781|XP_016036462.2|DSIM
OG0001074	LOC111593856|XP_023162671.1|DHYD	LOC6734291|XP_002081320.1|DSIM
OG0001075	LOC111601572|XP_023173990.1|DHYD	LOC6737269|XP_002084109.2|DSIM
OG0001077	LOC111598600|XP_023169684.1|DHYD	LOC6740359|XP_002077227.1|DSIM
OG0001078	LOC111596168|XP_030080028.1|DHYD	LOC6740205|XP_002077087.1|DSIM
OG0001079	LOC111597427|XP_023167893.1|DHYD	LOC6736750|XP_016030374.1|DSIM
OG0001080	LOC111598791|XP_030081448.1|DHYD	LOC6736301|XP_016029781.1|DSIM
OG0001081	LOC111600630|XP_023172601.2|DHYD, LOC111597669|XP_023168261.1|DHYD	LOC6727409|XP_016033955.1|DSIM
OG0001082	LOC111602104|XP_023174810.1|DHYD	LOC6735429|XP_016028737.1|DSIM
OG0001083	LOC111601576|XP_023173995.2|DHYD	LOC27207993|XP_039149426.1|DSIM, LOC6740665|XP_039153230.1|DSIM
OG0001084	LOC111597682|XP_023168280.2|DHYD	LOC6733257|XP_016026131.1|DSIM
OG0001085	LOC111600887|XP_023172993.1|DHYD	LOC6733171|XP_002080247.2|DSIM
OG0001086	LOC111596988|XP_023167247.1|DHYD	LOC27206474|XP_002104016.2|DSIM, LOC6736000|XP_002082909.1|DSIM
OG0001087	LOC111592652|XP_023160768.2|DHYD	LOC6731965|XP_039154402.1|DSIM, LOC6731967|XP_016024647.1|DSIM
OG0001088	LOC111592741|XP_023160907.2|DHYD	LOC6737360|XP_002084198.1|DSIM
OG0001089	LOC111595304|XP_030079466.1|DHYD	LOC6736761|XP_016030382.1|DSIM
OG0001090	LOC111601573|XP_023173993.1|DHYD	LOC6736673|XP_016030293.1|DSIM
OG0001092	LOC115483323|XP_030080569.1|DHYD, LOC111599007|XP_023170289.1|DHYD	LOC6732393|XP_002079514.2|DSIM
OG0001093	LOC111600392|XP_030080539.1|DHYD	LOC6732318|XP_016024981.1|DSIM
OG0001094	LOC111600412|XP_023172260.2|DHYD, LOC111600341|XP_023172173.2|DHYD	LOC6732310|XP_039154418.1|DSIM
OG0001095	LOC111592309|XP_023160184.2|DHYD	LOC6735239|XP_039148110.1|DSIM
OG0001096	LOC111599308|XP_030079192.1|DHYD	LOC6732711|XP_002079825.1|DSIM
OG0001097	LOC111594654|XP_023163822.1|DHYD	LOC27208727|XP_039148767.1|DSIM, LOC27207459|XP_016022729.2|DSIM
OG0001098	LOC111592787|XP_023160959.2|DHYD	LOC6737698|XP_016031469.1|DSIM
OG0001099	LOC111594368|XP_023163401.1|DHYD, LOC115483759|XP_030081864.1|DHYD, LOC111594386|XP_023163421.2|DHYD, LOC115483741|XP_030081845.1|DHYD	LOC6738954|XP_002085749.1|DSIM
OG0001100	LOC111598705|XP_023169861.1|DHYD	LOC6740369|XP_016025924.1|DSIM
OG0001101	LOC111600149|XP_023171899.2|DHYD	LOC6734863|XP_039148206.1|DSIM
OG0001102	LOC111603338|XP_023176643.1|DHYD	LOC6738031|XP_016031844.2|DSIM
OG0001103	LOC111598807|XP_023170001.2|DHYD	LOC6727807|XP_016034395.1|DSIM
OG0001104	LOC111593688|XP_023162355.1|DHYD, LOC111593069|XP_023161418.1|DHYD	LOC6734127|XP_016027140.1|DSIM
OG0001105	LOC111598167|XP_023169023.1|DHYD	LOC6739406|XP_002076308.1|DSIM
OG0001108	LOC111593385|XP_023161871.1|DHYD	LOC6729408|XP_002104723.1|DSIM, LOC6729402|XP_039151505.1|DSIM
OG0001109	LOC111600773|XP_023172821.2|DHYD	LOC6734473|XP_016027598.1|DSIM
OG0001110	LOC111600977|XP_023173128.1|DHYD	LOC27206205|XP_016032938.1|DSIM
OG0001111	LOC111604047|XP_030080920.1|DHYD	LOC6735769|XP_002082682.1|DSIM, LOC6735768|XP_016029142.1|DSIM, LOC27207769|XP_039148848.1|DSIM
OG0001112	LOC111593739|XP_023162503.1|DHYD	LOC6735839|XP_016029210.1|DSIM
OG0001113	LOC111593662|XP_023162319.1|DHYD	LOC6732480|XP_016025124.1|DSIM
OG0001114	LOC111601583|XP_023174009.2|DHYD, LOC111600880|XP_023172985.1|DHYD	LOC6731894|XP_002079029.1|DSIM, LOC6731893|XP_016024562.1|DSIM
OG0001115	LOC111594238|XP_023163214.2|DHYD	LOC27207741|XP_016025430.1|DSIM, LOC6732696|XP_016025432.1|DSIM, LOC6732695|XP_016025431.1|DSIM
OG0001116	LOC111592426|XP_023160377.1|DHYD	LOC27206624|XP_016026875.1|DSIM
OG0001116	LOC111592400|XP_023160347.2|DHYD	LOC6733851|XP_016026874.2|DSIM
OG0001117	LOC111602196|XP_023174927.1|DHYD, LOC111602195|XP_023174925.2|DHYD, LOC111602376|XP_023175160.1|DHYD	LOC27206422|XP_016032370.1|DSIM, LOC6738527|XP_002085333.1|DSIM
OG0001118	LOC111598674|XP_023169800.1|DHYD	LOC6726087|XP_002107069.1|DSIM, LOC6726036|XP_016039415.1|DSIM
OG0001119	LOC111600815|XP_023172882.2|DHYD	LOC27208688|XP_039154232.1|DSIM
OG0001120	LOC111603481|XP_023176840.1|DHYD	LOC6729186|XP_002104507.1|DSIM
OG0001122	LOC111600480|XP_023172360.1|DHYD	LOC27209387|XP_016029772.1|DSIM
OG0001124	LOC111602574|XP_023175501.2|DHYD	LOC6727766|XP_039151619.1|DSIM, LOC6727768|XP_002103130.1|DSIM
OG0001125	LOC111595023|XP_023164303.1|DHYD	LOC6727337|XP_016033872.1|DSIM
OG0001126	LOC111597752|XP_030081822.1|DHYD	LOC6736903|XP_039149784.1|DSIM
OG0001127	LOC111599226|XP_023170592.2|DHYD	LOC6737746|XP_002084574.2|DSIM
OG0001128	LOC111600760|XP_030080931.1|DHYD	LOC6735029|XP_016028307.1|DSIM
OG0001129	LOC111602234|XP_023174984.2|DHYD	LOC6731132|XP_016023686.1|DSIM
OG0001130	LOC111599968|XP_030080421.1|DHYD	LOC6731700|XP_002078836.2|DSIM
OG0001131	LOC111597653|XP_023168245.1|DHYD	LOC6724718|XP_039152032.1|DSIM
OG0001133	LOC111601132|XP_023173360.2|DHYD	LOC6732915|XP_039154556.1|DSIM
OG0001134	LOC111592837|XP_023161033.2|DHYD	LOC6735296|XP_016028651.1|DSIM
OG0001135	LOC111600096|XP_023171827.1|DHYD	LOC6728151|XP_016034762.1|DSIM
OG0001136	LOC115482750|XP_030078626.1|DHYD	LOC6728830|XP_039151271.1|DSIM
OG0001137	LOC111597404|XP_023167851.2|DHYD	LOC6728948|XP_016035629.1|DSIM
OG0001138	LOC111598792|XP_023169976.2|DHYD	LOC6736299|XP_016029780.1|DSIM
OG0001139	LOC111597241|XP_023167604.2|DHYD	LOC6737896|XP_016031677.1|DSIM
OG0001141	LOC111600757|XP_030080687.1|DHYD, LOC111600756|XP_023172803.2|DHYD	LOC6727278|XP_002102667.2|DSIM
OG0001142	LOC111600755|XP_023172802.1|DHYD	LOC6727310|XP_039151394.1|DSIM
OG0001143	LOC111603879|XP_023177460.1|DHYD, LOC115482934|XP_030079133.1|DHYD, LOC115482919|XP_030079076.1|DHYD	LOC6732347|XP_016024999.1|DSIM
OG0001144	LOC111593776|XP_023162566.1|DHYD	LOC6727175|XP_002102567.1|DSIM, LOC6734803|XP_002081806.2|DSIM
OG0001145	LOC111592121|XP_023159922.1|DHYD	LOC6733742|XP_002080788.1|DSIM, LOC6733743|XP_002080789.1|DSIM
OG0001146	LOC111591971|XP_023159686.1|DHYD	LOC6732209|XP_016024885.1|DSIM, LOC6725412|XP_002106428.1|DSIM
OG0001147	LOC111593877|XP_023162710.2|DHYD	LOC6740432|XP_016025945.1|DSIM, LOC120285615|XP_039154181.1|DSIM, LOC120284728|XP_039149165.1|DSIM, LOC120284727|XP_039149164.1|DSIM, LOC6738524|XP_039149163.1|DSIM
OG0001148	LOC111601643|XP_023174094.1|DHYD, LOC111601986|XP_023174642.2|DHYD	LOC6730897|XP_002078061.2|DSIM
OG0001149	LOC115483420|XP_030081183.1|DHYD, LOC111593206|XP_023161618.2|DHYD, LOC115482954|XP_030079286.1|DHYD	LOC6738934|XP_039149250.1|DSIM, LOC6737149|XP_016030789.1|DSIM
OG0001150	LOC111600745|XP_023172792.1|DHYD	LOC6735741|XP_002082654.1|DSIM
OG0001151	LOC111604225|XP_023177964.2|DHYD	LOC6727440|XP_002102821.1|DSIM, LOC6727439|XP_016034014.1|DSIM
OG0001152	LOC111594527|XP_023163628.2|DHYD	LOC6726928|XP_002102330.2|DSIM, LOC6735330|XP_002082279.1|DSIM, LOC6731728|XP_016024400.1|DSIM
OG0001153	LOC111600009|XP_030081198.1|DHYD	LOC6735951|XP_016029304.1|DSIM
OG0001154	LOC111603962|XP_030079111.1|DHYD	LOC6731720|XP_016024395.1|DSIM
OG0001155	LOC111596463|XP_023166482.2|DHYD	LOC6725294|XP_016038331.1|DSIM
OG0001157	LOC111594548|XP_023163669.1|DHYD	LOC6728249|XP_016034890.1|DSIM
OG0001158	LOC111599206|XP_023170570.1|DHYD	LOC6731082|XP_039154375.1|DSIM
OG0001159	LOC111592693|XP_030080752.1|DHYD	LOC6730048|XP_039150464.1|DSIM
OG0001160	LOC111594614|XP_023163768.2|DHYD	LOC6727156|XP_002102549.1|DSIM
OG0001161	LOC111600083|XP_023171794.2|DHYD	LOC6728154|XP_039151466.1|DSIM
OG0001162	LOC111593339|XP_023161817.2|DHYD	LOC6728777|XP_016035455.1|DSIM
OG0001163	LOC111605573|XP_023179925.1|DHYD	LOC6728195|XP_016034832.1|DSIM
OG0001164	LOC111597817|XP_030080658.1|DHYD, LOC111597868|XP_023168561.2|DHYD	LOC6729049|XP_002104370.1|DSIM
OG0001165	LOC111603804|XP_030081287.1|DHYD	LOC6735864|XP_002082774.1|DSIM
OG0001166	LOC111597740|XP_030081127.1|DHYD	LOC6736492|XP_039149651.1|DSIM
OG0001167	LOC115483375|XP_030080950.1|DHYD, LOC111605713|XP_023180171.2|DHYD	LOC6733839|XP_016026857.1|DSIM
OG0001168	LOC111593970|XP_023162829.2|DHYD	LOC6735066|XP_002082043.2|DSIM
OG0001169	LOC111603108|XP_023176342.2|DHYD	LOC6726252|XP_016039762.1|DSIM
OG0001170	LOC111596600|XP_023166649.1|DHYD	LOC6729218|XP_002104539.1|DSIM
OG0001171	LOC111592753|XP_023160917.2|DHYD	LOC6737337|XP_016031067.1|DSIM
OG0001172	LOC111593825|XP_023162626.2|DHYD, LOC111593826|XP_023162627.2|DHYD	LOC6735589|XP_002082509.1|DSIM
OG0001173	LOC111594539|XP_023163648.1|DHYD	LOC6730359|XP_002105641.1|DSIM
OG0001174	LOC111595663|XP_030081816.1|DHYD	LOC6737001|XP_016030627.1|DSIM, LOC27208657|XP_016030626.1|DSIM
OG0001175	LOC111597118|XP_023167446.1|DHYD	LOC6734964|XP_002081958.2|DSIM
OG0001176	LOC111593754|XP_023162524.2|DHYD	LOC6734462|XP_016027584.1|DSIM
OG0001177	LOC111595205|XP_023164572.2|DHYD	LOC6732609|XP_016025315.1|DSIM
OG0001178	LOC111602086|XP_030079710.1|DHYD	LOC6735451|XP_016028757.2|DSIM
OG0001179	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD	LOC6734007|XP_016027035.1|DSIM
OG0001180	LOC111598393|XP_023169381.1|DHYD	LOC6740647|XP_016037220.1|DSIM
OG0001181	LOC111595062|XP_023164384.2|DHYD	LOC6738122|XP_016031959.1|DSIM
OG0001182	LOC111605533|XP_023179860.2|DHYD	LOC6729238|XP_016035890.1|DSIM
OG0001183	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD	LOC6728503|XP_039151214.1|DSIM
OG0001184	LOC111601341|XP_023173638.2|DHYD	LOC6727621|XP_016034214.2|DSIM
OG0001186	LOC111600673|XP_023172691.2|DHYD	LOC6727140|XP_016033621.1|DSIM
OG0001187	LOC111601199|XP_023173455.2|DHYD	LOC6734533|XP_016027649.1|DSIM
OG0001188	LOC111593081|XP_023161440.2|DHYD	LOC6734199|XP_016027231.1|DSIM
OG0001189	LOC111599728|XP_023171241.1|DHYD	LOC6735796|XP_016029183.1|DSIM
OG0001190	LOC111593646|XP_023162294.1|DHYD	LOC6740289|XP_016026105.1|DSIM
OG0001191	LOC111593152|XP_023161523.2|DHYD	LOC6731612|XP_016024291.1|DSIM
OG0001192	LOC111599526|XP_023170948.1|DHYD	LOC6731273|XP_039147079.1|DSIM
OG0001193	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD	LOC6727284|XP_002102673.1|DSIM
OG0001195	LOC111594151|XP_023163097.2|DHYD	LOC6739334|XP_002076241.1|DSIM
OG0001196	LOC111600274|XP_023172090.2|DHYD, LOC111605343|XP_023179585.1|DHYD	LOC27206767|XP_016037918.1|DSIM, LOC6731265|XP_002078423.1|DSIM
OG0001197	LOC111596448|XP_023166442.2|DHYD	LOC6729846|XP_002105149.1|DSIM, LOC6729143|XP_002104464.1|DSIM
OG0001198	LOC111594809|XP_023164039.2|DHYD	LOC6729030|XP_002104351.1|DSIM, LOC6729031|XP_002104352.1|DSIM
OG0001200	LOC111604434|XP_023178267.2|DHYD	LOC6732581|XP_016025265.1|DSIM
OG0001201	LOC111604872|XP_023178875.1|DHYD	LOC6729611|XP_002104919.1|DSIM
OG0001203	LOC111597683|XP_023168285.1|DHYD	LOC6724734|XP_016037398.1|DSIM
OG0001204	LOC111600370|XP_023172215.2|DHYD	LOC6732263|XP_016024933.1|DSIM
OG0001205	LOC111603587|XP_023177011.2|DHYD	LOC6726825|XP_002102232.2|DSIM
OG0001206	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD	LOC6727335|XP_016033865.1|DSIM
OG0001207	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD	LOC27206892|XP_016038534.2|DSIM
OG0001208	LOC111603380|XP_023176699.2|DHYD	LOC6725575|XP_039153422.1|DSIM
OG0001209	LOC111596661|XP_023166738.1|DHYD	LOC6728307|XP_016034940.1|DSIM
OG0001210	LOC111600204|XP_030079386.1|DHYD	LOC6725952|XP_016039304.1|DSIM
OG0001211	LOC111602610|XP_023175537.1|DHYD	LOC6727217|XP_016033711.1|DSIM
OG0001212	LOC111603094|XP_023176322.2|DHYD	LOC6725889|XP_002106884.1|DSIM
OG0001213	LOC111598501|XP_023169535.2|DHYD	LOC6727653|XP_002103030.1|DSIM
OG0001214	LOC111603474|XP_023176831.2|DHYD	LOC6729145|XP_016035792.1|DSIM
OG0001215	LOC115483345|XP_030080707.1|DHYD	LOC6726895|XP_016033405.1|DSIM
OG0001216	LOC111595681|XP_023165287.2|DHYD	LOC6728067|XP_039151491.1|DSIM
OG0001217	LOC111592086|XP_023159877.2|DHYD	LOC6733132|XP_016025841.1|DSIM
OG0001218	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD	LOC6729219|XP_002104540.1|DSIM
OG0001220	LOC111593870|XP_023162699.2|DHYD	LOC27206322|XP_016026252.1|DSIM
OG0001221	LOC111602120|XP_023174837.1|DHYD	LOC6735423|XP_002082365.1|DSIM
OG0001222	LOC111602731|XP_023175749.2|DHYD	LOC6729987|XP_016036754.1|DSIM
OG0001223	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD	LOC6725078|XP_016025996.1|DSIM
OG0001224	LOC111592548|XP_023160608.1|DHYD	LOC6734814|XP_016028042.1|DSIM
OG0001225	LOC111599921|XP_023171525.2|DHYD	LOC6733377|XP_039147411.1|DSIM
OG0001226	LOC111604439|XP_023178278.1|DHYD	LOC6733980|XP_016027013.1|DSIM
OG0001227	LOC111602147|XP_023174868.2|DHYD	LOC6731358|XP_016023949.1|DSIM
OG0001228	LOC111598175|XP_023169039.1|DHYD	LOC6726066|XP_002107048.1|DSIM
OG0001229	LOC111600119|XP_030081242.1|DHYD	LOC6739559|XP_039147332.1|DSIM
OG0001230	LOC111604577|XP_030081069.1|DHYD	LOC6734755|XP_039148129.1|DSIM
OG0001231	LOC111592054|XP_023159822.1|DHYD	LOC6733129|XP_016025845.1|DSIM
OG0001232	LOC111599363|XP_023170763.2|DHYD	LOC6731423|XP_002078575.1|DSIM
OG0001233	LOC111595816|XP_023165489.1|DHYD	LOC6731387|XP_039149505.1|DSIM
OG0001234	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD	LOC6740783|XP_016027889.1|DSIM
OG0001235	LOC111599105|XP_023170424.2|DHYD	LOC6730471|XP_016022931.1|DSIM
OG0001236	LOC111605688|XP_023180127.2|DHYD	LOC6738829|XP_002085629.1|DSIM
OG0001237	LOC111596687|XP_023166761.1|DHYD	LOC6727401|XP_016033949.1|DSIM
OG0001238	LOC111595167|XP_023164515.1|DHYD	LOC6729709|XP_016036366.1|DSIM
OG0001239	LOC111598313|XP_023169277.1|DHYD	LOC6728315|XP_016034949.1|DSIM
OG0001240	LOC111595162|XP_030078658.1|DHYD	LOC6729724|XP_016036379.1|DSIM
OG0001242	LOC111593632|XP_023162272.1|DHYD	LOC6726523|XP_016040164.1|DSIM
OG0001243	LOC111605069|XP_023179168.2|DHYD	LOC6738712|XP_016032528.1|DSIM
OG0001244	LOC111595689|XP_023165299.2|DHYD	LOC6728074|XP_016034691.1|DSIM
OG0001245	LOC111595974|XP_023165720.2|DHYD	LOC6727352|XP_016033883.1|DSIM
OG0001246	LOC111600084|XP_023171791.2|DHYD	LOC6739504|XP_016029342.1|DSIM
OG0001247	LOC111600130|XP_023171863.1|DHYD	LOC27207504|XP_039148762.1|DSIM
OG0001248	LOC111592739|XP_023160904.2|DHYD	LOC6737358|XP_002084196.1|DSIM
OG0001249	LOC111605291|XP_023179509.1|DHYD	LOC27208032|XP_016038236.1|DSIM
OG0001251	LOC111602766|XP_023175796.2|DHYD	LOC6727101|XP_002102494.1|DSIM, LOC6727105|XP_002102498.1|DSIM
OG0001252	LOC111603655|XP_023177104.2|DHYD	LOC6729970|XP_002105264.2|DSIM, LOC6729971|XP_016036734.1|DSIM
OG0001253	LOC111594064|XP_023162964.1|DHYD	LOC120285369|XP_039153801.1|DSIM, LOC120285367|XP_039153798.1|DSIM, LOC6726581|XP_016022680.2|DSIM, LOC120285370|XP_039153812.1|DSIM, LOC6734123|XP_016027139.1|DSIM
OG0001254	LOC111602137|XP_023174853.2|DHYD	LOC6735432|XP_002082372.1|DSIM
OG0001255	LOC111597003|XP_023167273.2|DHYD	LOC6733370|XP_002080427.1|DSIM
OG0001256	LOC111598467|XP_023169492.1|DHYD	LOC6739608|XP_002076504.2|DSIM
OG0001257	LOC111593704|XP_023162420.2|DHYD	LOC6724731|XP_016037370.1|DSIM
OG0001258	LOC111602741|XP_023175762.1|DHYD	LOC6739697|XP_002076591.1|DSIM
OG0001260	LOC111594477|XP_023163546.1|DHYD	LOC6728678|XP_002104017.1|DSIM
OG0001261	LOC111600196|XP_023171977.1|DHYD	LOC6726560|XP_016040224.1|DSIM
OG0001262	LOC111604471|XP_023178320.2|DHYD	LOC6737626|XP_016031396.1|DSIM
OG0001263	LOC111596397|XP_023166371.1|DHYD	LOC6729488|XP_002104798.1|DSIM
OG0001264	LOC111601567|XP_030080310.1|DHYD	LOC6730913|XP_016023348.1|DSIM
OG0001265	LOC111595946|XP_023165680.2|DHYD	LOC6724886|XP_039152688.1|DSIM
OG0001266	LOC111605272|XP_023179483.2|DHYD	LOC6735703|XP_016029075.1|DSIM
OG0001267	LOC111597805|XP_023168458.1|DHYD	LOC6729063|XP_016035714.1|DSIM
OG0001268	LOC111596633|XP_023166692.1|DHYD	LOC6727557|XP_002102936.1|DSIM
OG0001269	LOC111592203|XP_023160038.1|DHYD	LOC6734032|XP_016027050.1|DSIM
OG0001270	LOC111598646|XP_023169761.2|DHYD	LOC6726832|XP_016033340.1|DSIM
OG0001271	LOC111600731|XP_023172771.2|DHYD	LOC6733817|XP_002080861.1|DSIM
OG0001272	LOC111601736|XP_023174228.2|DHYD	LOC6736437|XP_016029946.1|DSIM
OG0001273	LOC111601442|XP_023173786.1|DHYD	LOC6727700|XP_016034272.1|DSIM
OG0001274	LOC111604427|XP_023178256.1|DHYD	LOC6738742|XP_002085542.1|DSIM
OG0001275	LOC111605140|XP_023179287.1|DHYD	LOC6725951|XP_016039301.1|DSIM
OG0001276	LOC111596616|XP_023166671.1|DHYD	LOC6736699|XP_002083555.1|DSIM
OG0001277	LOC111597564|XP_023168131.2|DHYD	LOC6736541|XP_039150077.1|DSIM
OG0001278	LOC111603732|XP_023177212.1|DHYD	LOC6737469|XP_016031259.1|DSIM
OG0001279	LOC111603742|XP_023177228.1|DHYD	LOC6737423|XP_039149806.1|DSIM
OG0001280	LOC111600514|XP_023172411.1|DHYD	LOC6736208|XP_002083103.2|DSIM
OG0001281	LOC111591857|XP_023159507.1|DHYD	LOC6739604|XP_016029921.1|DSIM
OG0001282	LOC111603965|XP_023177571.2|DHYD	LOC6730799|XP_016023216.1|DSIM
OG0001283	LOC111594018|XP_023162888.2|DHYD	LOC6734702|XP_016027901.1|DSIM
OG0001284	LOC115483177|XP_030080195.1|DHYD, LOC111599984|XP_030079074.1|DHYD	LOC27207025|XP_039147315.1|DSIM
OG0001285	LOC111598758|XP_023169934.1|DHYD	LOC6736227|XP_016029736.1|DSIM
OG0001286	LOC111596084|XP_023165913.1|DHYD	LOC6733008|XP_002080087.1|DSIM
OG0001287	LOC111600268|XP_023172084.2|DHYD	LOC6728012|XP_039151006.1|DSIM
OG0001288	LOC111599114|XP_023170442.2|DHYD	LOC6730494|XP_002077675.2|DSIM
OG0001289	LOC111601651|XP_023174105.2|DHYD	LOC6733028|XP_016025719.2|DSIM
OG0001290	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD	LOC6731051|XP_039153051.1|DSIM
OG0001291	LOC111600014|XP_023171687.1|DHYD	LOC6735967|XP_016029316.1|DSIM
OG0001292	LOC111594729|XP_023163932.2|DHYD	LOC6734804|XP_016028017.1|DSIM
OG0001293	LOC111605594|XP_023179971.1|DHYD	LOC6725088|XP_002106115.1|DSIM
OG0001294	LOC111603471|XP_023176829.1|DHYD	LOC6728765|XP_016035444.1|DSIM
OG0001295	LOC111602855|XP_023175938.1|DHYD	LOC6726062|XP_016039446.1|DSIM
OG0001296	LOC111605641|XP_023180070.2|DHYD	LOC6733154|XP_016026029.1|DSIM
OG0001297	LOC111601790|XP_023174327.1|DHYD	LOC6729472|XP_016036143.1|DSIM
OG0001298	LOC111602638|XP_023175567.1|DHYD	LOC6727209|XP_039151808.1|DSIM
OG0001299	LOC111604503|XP_023178363.2|DHYD	LOC6736836|XP_039150345.1|DSIM
OG0001300	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD	LOC120285394|XP_039154056.1|DSIM, LOC6739814|XP_016022664.2|DSIM, LOC6728560|XP_039150856.1|DSIM
OG0001301	LOC111597755|XP_023168378.2|DHYD	LOC6731275|XP_002078432.1|DSIM
OG0001302	LOC111594327|XP_023163342.1|DHYD	LOC6735326|XP_016028673.1|DSIM
OG0001303	LOC111602449|XP_023175280.2|DHYD	LOC6727767|XP_002103129.3|DSIM, LOC6727765|XP_002103127.1|DSIM
OG0001304	LOC111592217|XP_023160058.1|DHYD	LOC6734391|XP_016027515.1|DSIM
OG0001305	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD	LOC6726831|XP_016033338.1|DSIM
OG0001306	LOC111595196|XP_023164559.1|DHYD	LOC6727785|XP_016034355.1|DSIM
OG0001307	LOC111594841|XP_023164075.2|DHYD	LOC6736942|XP_016030589.1|DSIM
OG0001308	LOC111596830|XP_023166969.1|DHYD	LOC6724945|XP_016037809.1|DSIM, LOC6726605|XP_002107554.2|DSIM
OG0001309	LOC111604956|XP_023179001.1|DHYD	LOC6727821|XP_016034406.1|DSIM
OG0001310	LOC111598328|XP_023169296.1|DHYD	LOC6726501|XP_039152352.1|DSIM
OG0001311	LOC111603228|XP_030079291.1|DHYD	LOC6726363|XP_039152972.1|DSIM
OG0001312	LOC111592737|XP_023160899.1|DHYD	LOC6737618|XP_039149901.1|DSIM, LOC6737619|XP_002084451.1|DSIM
OG0001313	LOC111600546|XP_023172459.2|DHYD	LOC6734547|XP_002081556.2|DSIM
OG0001314	LOC111600371|XP_023172216.2|DHYD	LOC6732264|XP_002079393.1|DSIM
OG0001315	LOC111604067|XP_023177704.1|DHYD	LOC6739939|XP_002076828.1|DSIM
OG0001316	LOC111593925|XP_023162767.1|DHYD	LOC27206178|XP_016028356.1|DSIM
OG0001317	LOC111601159|XP_023173405.2|DHYD	LOC6732406|XP_016025069.1|DSIM
OG0001319	LOC111600413|XP_023172261.2|DHYD	LOC6732308|XP_002079436.1|DSIM, LOC6732307|XP_002079435.1|DSIM
OG0001320	LOC111597960|XP_023168692.2|DHYD	LOC6734114|XP_016027126.1|DSIM
OG0001321	LOC111593285|XP_023161726.2|DHYD	LOC6735184|XP_002082158.1|DSIM
OG0001322	LOC111604863|XP_023178865.1|DHYD	LOC6728499|XP_016035134.1|DSIM, LOC6726804|XP_002102211.1|DSIM
OG0001323	LOC111602168|XP_023174894.2|DHYD, LOC111602166|XP_023174891.2|DHYD	LOC27209000|XP_016023384.1|DSIM, LOC6730935|XP_002078099.1|DSIM
OG0001324	LOC111595009|XP_023164282.1|DHYD	LOC6732598|XP_002079717.1|DSIM
OG0001325	LOC111597544|XP_023168102.2|DHYD	LOC6728927|XP_002104255.1|DSIM, LOC6728926|XP_002104254.1|DSIM
OG0001326	LOC111603295|XP_023176585.1|DHYD	LOC6730214|XP_016036972.1|DSIM
OG0001328	LOC111596963|XP_030079613.1|DHYD	LOC6726083|XP_016039526.1|DSIM
OG0001329	LOC111594997|XP_023164264.1|DHYD	LOC6726156|XP_002107132.1|DSIM
OG0001330	LOC111592999|XP_023161285.2|DHYD	LOC27208201|XP_016039287.2|DSIM
OG0001331	LOC111598637|XP_023169785.2|DHYD	LOC6739911|XP_016037671.1|DSIM
OG0001332	LOC111598290|XP_023169241.1|DHYD	LOC6726219|XP_002107194.1|DSIM
OG0001333	LOC111591909|XP_023159609.1|DHYD	LOC6730841|XP_016023251.1|DSIM
OG0001334	LOC111592492|XP_023160479.2|DHYD	LOC6730228|XP_016036980.1|DSIM
OG0001335	LOC111592028|XP_023159791.2|DHYD	LOC6728439|XP_016035041.1|DSIM
OG0001337	LOC111603386|XP_023176713.1|DHYD	LOC6726210|XP_016039735.1|DSIM
