Orthogroup	DHYD.longest_only	CCAP.longest_only
OG0001472	LOC111598109|XP_023168930.1|DHYD, LOC111592437|XP_023160389.1|DHYD	CCAP1982_LOCUS12411|CAD7003989.1|CCAP
OG0001473	LOC111602654|XP_023175595.1|DHYD	CCAP1982_LOCUS2309|CAD6993496.1|CCAP
OG0001474	LOC111600030|XP_023171714.1|DHYD	CCAP1982_LOCUS22192|CAD7014186.1|CCAP
OG0001475	LOC111599436|XP_023170858.2|DHYD	CCAP1982_LOCUS21622|CAD7013566.1|CCAP
OG0001476	LOC111600139|XP_030081248.1|DHYD	CCAP1982_LOCUS23001|CAD7015044.1|CCAP
OG0001478	LOC111599052|XP_030080233.1|DHYD	CCAP1982_LOCUS6943|CAD6998341.1|CCAP
OG0001480	LOC111599043|XP_023170327.2|DHYD	CCAP1982_LOCUS7499|CAD6998952.1|CCAP
OG0001481	LOC111599138|XP_023170469.2|DHYD	CCAP1982_LOCUS7609|CAD6999063.1|CCAP, CCAP1982_LOCUS7608|CAD6999062.1|CCAP
OG0001482	LOC115483370|XP_030080939.1|DHYD, LOC111600777|XP_030080941.1|DHYD	CCAP1982_LOCUS22940|CAD7014980.1|CCAP
OG0001483	LOC111592078|XP_023159866.1|DHYD	CCAP1982_LOCUS5446|CAD6996770.1|CCAP
OG0001484	LOC111599348|XP_023170745.1|DHYD	CCAP1982_LOCUS2927|CAD6994161.1|CCAP
OG0001485	LOC111592295|XP_023160166.2|DHYD	CCAP1982_LOCUS13494|CAD7005132.1|CCAP
OG0001486	LOC111595784|XP_023165436.2|DHYD	CCAP1982_LOCUS8832|CAD7000350.1|CCAP
OG0001487	LOC111594717|XP_023163911.1|DHYD	CCAP1982_LOCUS5886|CAD6997253.1|CCAP
OG0001488	LOC111595752|XP_023165382.2|DHYD	CCAP1982_LOCUS22517|CAD7014516.1|CCAP
OG0001490	LOC111594662|XP_023163832.1|DHYD	CCAP1982_LOCUS6385|CAD6997753.1|CCAP
OG0001491	LOC111595544|XP_023165098.1|DHYD	CCAP1982_LOCUS8226|CAD6999700.1|CCAP, CCAP1982_LOCUS8228|CAD6999702.1|CCAP
OG0001495	LOC111600795|XP_023172854.1|DHYD	CCAP1982_LOCUS22388|CAD7014394.1|CCAP
OG0001497	LOC111604114|XP_023177789.2|DHYD	CCAP1982_LOCUS22948|CAD7014991.1|CCAP, CCAP1982_LOCUS8341|CAD6999830.1|CCAP
OG0001498	LOC111603394|XP_023176727.2|DHYD	CCAP1982_LOCUS4395|CAD6995688.1|CCAP
OG0001500	LOC111594305|XP_023163312.2|DHYD	CCAP1982_LOCUS21162|CAD7013087.1|CCAP
OG0001501	LOC111592022|XP_023159783.2|DHYD	CCAP1982_LOCUS4853|CAD6996161.1|CCAP, CCAP1982_LOCUS384|CAD6991459.1|CCAP
OG0001502	LOC111602552|XP_023175475.2|DHYD	CCAP1982_LOCUS19881|CAD7011769.1|CCAP, CCAP1982_LOCUS19882|CAD7011770.1|CCAP
OG0001503	LOC111597044|XP_023167327.1|DHYD	CCAP1982_LOCUS20213|CAD7012114.1|CCAP, CCAP1982_LOCUS20215|CAD7012116.1|CCAP
OG0001505	LOC111595460|XP_030078560.1|DHYD	CCAP1982_LOCUS15016|CAD7006717.1|CCAP
OG0001506	LOC111592724|XP_023160883.2|DHYD	CCAP1982_LOCUS20292|CAD7012190.1|CCAP
OG0001507	LOC111601268|XP_030082053.1|DHYD	CCAP1982_LOCUS15035|CAD7006736.1|CCAP
OG0001508	LOC111594050|XP_023162936.2|DHYD	CCAP1982_LOCUS19705|CAD7011617.1|CCAP
OG0001509	LOC111597985|XP_023168732.2|DHYD, LOC115482749|XP_030081254.1|DHYD	CCAP1982_LOCUS21064|CAD7012973.1|CCAP
OG0001510	LOC111602344|XP_023175124.1|DHYD	CCAP1982_LOCUS5603|CAD6996933.1|CCAP
OG0001511	LOC115483807|XP_030081996.1|DHYD	CCAP1982_LOCUS19860|CAD7011748.1|CCAP
OG0001512	LOC111593210|XP_023161623.2|DHYD	CCAP1982_LOCUS12364|CAD7003942.1|CCAP
OG0001513	LOC111595754|XP_023165384.2|DHYD	CCAP1982_LOCUS14665|CAD7006343.1|CCAP
OG0001517	LOC111593231|XP_023161650.1|DHYD	CCAP1982_LOCUS2393|CAD6993582.1|CCAP
OG0001518	LOC111598273|XP_030080141.1|DHYD, LOC111598292|XP_023169243.2|DHYD	CCAP1982_LOCUS2328|CAD6993515.1|CCAP, CCAP1982_LOCUS2327|CAD6993514.1|CCAP
OG0001519	LOC111602746|XP_023175765.1|DHYD, LOC111605110|XP_023179222.2|DHYD	CCAP1982_LOCUS4702|CAD6995996.1|CCAP
OG0001521	LOC115482924|XP_030079089.1|DHYD, LOC111600232|XP_030079139.1|DHYD, LOC115482923|XP_030079088.1|DHYD, LOC111594108|XP_030079142.1|DHYD	CCAP1982_LOCUS6137|CAD6997495.1|CCAP, CCAP1982_LOCUS6136|CAD6997494.1|CCAP
OG0001523	LOC111605229|XP_023179426.2|DHYD	CCAP1982_LOCUS22347|CAD7014350.1|CCAP, CCAP1982_LOCUS22346|CAD7014349.1|CCAP, CCAP1982_LOCUS22348|CAD7014351.1|CCAP
OG0001524	LOC111592238|XP_023160090.2|DHYD, LOC111592237|XP_023160088.2|DHYD	CCAP1982_LOCUS20848|CAD7012744.1|CCAP
OG0001537	LOC111599173|XP_023170523.1|DHYD	CCAP1982_LOCUS7541|CAD6998994.1|CCAP
OG0001539	LOC111603797|XP_023177313.2|DHYD	CCAP1982_LOCUS22236|CAD7014233.1|CCAP
OG0001540	LOC111595018|XP_023164295.2|DHYD	CCAP1982_LOCUS8379|CAD6999869.1|CCAP, CCAP1982_LOCUS8380|CAD6999870.1|CCAP
OG0001541	LOC111597549|XP_023168113.2|DHYD	CCAP1982_LOCUS13746|CAD7005386.1|CCAP
OG0001542	LOC111602601|XP_030081615.1|DHYD	CCAP1982_LOCUS3519|CAD6994788.1|CCAP, CCAP1982_LOCUS3518|CAD6994787.1|CCAP
OG0001549	LOC111602527|XP_023175422.1|DHYD	CCAP1982_LOCUS7896|CAD6999369.1|CCAP
OG0001550	LOC111601752|XP_023174259.2|DHYD	CCAP1982_LOCUS2172|CAD6993354.1|CCAP
OG0001551	LOC111603483|XP_023176843.2|DHYD	CCAP1982_LOCUS3146|CAD6994394.1|CCAP
OG0001552	LOC111597840|XP_023168513.1|DHYD, LOC111593968|XP_023162827.2|DHYD	CCAP1982_LOCUS3882|CAD6995161.1|CCAP
OG0001554	LOC111601753|XP_023174260.1|DHYD, LOC111601771|XP_030081549.1|DHYD	CCAP1982_LOCUS1047|CAD6992172.1|CCAP
OG0001555	LOC111595791|XP_023165446.1|DHYD	CCAP1982_LOCUS8800|CAD7000315.1|CCAP
OG0001556	LOC111602227|XP_023174976.1|DHYD	CCAP1982_LOCUS21904|CAD7013890.1|CCAP
OG0001559	LOC111596999|XP_023167268.2|DHYD	CCAP1982_LOCUS1563|CAD6992718.1|CCAP, CCAP1982_LOCUS1557|CAD6992712.1|CCAP, CCAP1982_LOCUS1558|CAD6992713.1|CCAP
OG0001560	LOC111604908|XP_023178918.2|DHYD	CCAP1982_LOCUS4333|CAD6995627.1|CCAP
OG0001561	LOC111601395|XP_023173706.1|DHYD	CCAP1982_LOCUS1554|CAD6992709.1|CCAP, CCAP1982_LOCUS1545|CAD6992700.1|CCAP, CCAP1982_LOCUS1555|CAD6992710.1|CCAP, CCAP1982_LOCUS1546|CAD6992701.1|CCAP
OG0001562	LOC111605034|XP_023179137.1|DHYD	CCAP1982_LOCUS1189|CAD6992322.1|CCAP
OG0001563	LOC111598591|XP_023169675.1|DHYD	CCAP1982_LOCUS20081|CAD7011970.1|CCAP
OG0001564	LOC111596355|XP_023166322.1|DHYD	CCAP1982_LOCUS2912|CAD6994146.1|CCAP
OG0001565	LOC111605440|XP_023179723.1|DHYD	CCAP1982_LOCUS2206|CAD6993390.1|CCAP, CCAP1982_LOCUS2201|CAD6993385.1|CCAP
OG0001566	LOC111602693|XP_023175691.1|DHYD	CCAP1982_LOCUS2933|CAD6994168.1|CCAP
OG0001567	LOC111592148|XP_023159963.1|DHYD	CCAP1982_LOCUS20683|CAD7012598.1|CCAP
OG0001568	LOC111601530|XP_023173927.2|DHYD	CCAP1982_LOCUS4089|CAD6995371.1|CCAP, CCAP1982_LOCUS4088|CAD6995370.1|CCAP, CCAP1982_LOCUS4087|CAD6995368.1|CCAP, CCAP1982_LOCUS4081|CAD6995362.1|CCAP
OG0001569	LOC111594468|XP_023163536.2|DHYD	CCAP1982_LOCUS1296|CAD6992434.1|CCAP
OG0001570	LOC111605502|XP_023179819.2|DHYD	CCAP1982_LOCUS2355|CAD6993543.1|CCAP
OG0001571	LOC111597441|XP_023167924.1|DHYD	CCAP1982_LOCUS5652|CAD6996990.1|CCAP
OG0001573	LOC111599571|XP_030081124.1|DHYD	CCAP1982_LOCUS11587|CAD7003125.1|CCAP
OG0001575	LOC111597176|XP_023167506.2|DHYD, LOC111597177|XP_030080780.1|DHYD	CCAP1982_LOCUS3773|CAD6995046.1|CCAP
OG0001576	LOC111604201|XP_023177926.2|DHYD	CCAP1982_LOCUS117|CAD6991178.1|CCAP
OG0001577	LOC111592681|XP_023160811.1|DHYD	CCAP1982_LOCUS9052|CAD7000578.1|CCAP
OG0001580	LOC111604128|XP_023177813.2|DHYD	CCAP1982_LOCUS23298|CAD7015353.1|CCAP, CCAP1982_LOCUS23296|CAD7015351.1|CCAP, CCAP1982_LOCUS23297|CAD7015352.1|CCAP
OG0001582	LOC111593190|XP_023161576.1|DHYD	CCAP1982_LOCUS22748|CAD7014775.1|CCAP
OG0001583	LOC111599958|XP_023171602.2|DHYD	CCAP1982_LOCUS22705|CAD7014727.1|CCAP
OG0001584	LOC111597473|XP_023167989.2|DHYD	CCAP1982_LOCUS10967|CAD7002478.1|CCAP
OG0001586	LOC111602892|XP_023175996.1|DHYD	CCAP1982_LOCUS11853|CAD7003396.1|CCAP
OG0001587	LOC111600136|XP_023171880.2|DHYD	CCAP1982_LOCUS23022|CAD7015066.1|CCAP
OG0001588	LOC111604121|XP_023177799.1|DHYD	CCAP1982_LOCUS21201|CAD7013129.1|CCAP
OG0001589	LOC111594727|XP_023163926.2|DHYD	CCAP1982_LOCUS5882|CAD6997249.1|CCAP
OG0001590	LOC111597111|XP_023167423.2|DHYD	CCAP1982_LOCUS20139|CAD7012036.1|CCAP
OG0001592	LOC111591966|XP_030079228.1|DHYD	CCAP1982_LOCUS8353|CAD6999841.1|CCAP
OG0001593	LOC111591959|XP_030079217.1|DHYD	CCAP1982_LOCUS8340|CAD6999829.1|CCAP
OG0001594	LOC111601174|XP_030080296.1|DHYD	CCAP1982_LOCUS8198|CAD6999668.1|CCAP
OG0001595	LOC111605407|XP_023179676.2|DHYD	CCAP1982_LOCUS5937|CAD6997304.1|CCAP, CCAP1982_LOCUS5948|CAD6997315.1|CCAP, CCAP1982_LOCUS22469|CAD7014473.1|CCAP, CCAP1982_LOCUS22468|CAD7014472.1|CCAP
OG0001596	LOC111594086|XP_023163001.2|DHYD	CCAP1982_LOCUS6097|CAD6997451.1|CCAP
OG0001597	LOC111593145|XP_023161513.1|DHYD	CCAP1982_LOCUS5570|CAD6996897.1|CCAP
OG0001598	LOC111600438|XP_030080568.1|DHYD	CCAP1982_LOCUS6566|CAD6997949.1|CCAP
OG0001599	LOC111596279|XP_023166194.2|DHYD	CCAP1982_LOCUS6415|CAD6997790.1|CCAP
OG0001601	LOC111596363|XP_023166328.2|DHYD	CCAP1982_LOCUS9239|CAD7000764.1|CCAP
OG0001603	LOC111603981|XP_023177593.2|DHYD	CCAP1982_LOCUS5630|CAD6996964.1|CCAP
OG0001605	LOC111602228|XP_023174977.1|DHYD	CCAP1982_LOCUS22126|CAD7014120.1|CCAP
OG0001607	LOC111602518|XP_023175369.1|DHYD	CCAP1982_LOCUS7005|CAD6998405.1|CCAP
OG0001608	LOC115483014|XP_030079570.1|DHYD, LOC111600351|XP_023172190.2|DHYD	CCAP1982_LOCUS5486|CAD6996813.1|CCAP
OG0001609	LOC111600895|XP_023173003.1|DHYD	CCAP1982_LOCUS7243|CAD6998685.1|CCAP, CCAP1982_LOCUS7242|CAD6998684.1|CCAP
OG0001610	LOC111600391|XP_023172237.1|DHYD	CCAP1982_LOCUS5695|CAD6997037.1|CCAP
OG0001612	LOC111596219|XP_023166104.1|DHYD	CCAP1982_LOCUS8268|CAD6999742.1|CCAP
OG0001613	LOC111592562|XP_023160628.1|DHYD	CCAP1982_LOCUS5623|CAD6996956.1|CCAP
OG0001614	LOC111597661|XP_023168251.2|DHYD	CCAP1982_LOCUS22551|CAD7014550.1|CCAP
OG0001615	LOC111592068|XP_023159841.2|DHYD	CCAP1982_LOCUS6168|CAD6997529.1|CCAP
OG0001616	LOC111595408|XP_023164889.2|DHYD	CCAP1982_LOCUS7604|CAD6999057.1|CCAP
OG0001617	LOC111597200|XP_030079024.1|DHYD	CCAP1982_LOCUS5479|CAD6996806.1|CCAP, CCAP1982_LOCUS5480|CAD6996807.1|CCAP
OG0001619	LOC115483087|XP_030080023.1|DHYD, LOC111593764|XP_023162550.1|DHYD	CCAP1982_LOCUS5387|CAD6996703.1|CCAP
OG0001620	LOC111594421|XP_023163514.1|DHYD	CCAP1982_LOCUS20177|CAD7012077.1|CCAP
OG0001621	LOC111594039|XP_023162922.2|DHYD	CCAP1982_LOCUS22660|CAD7014672.1|CCAP, CCAP1982_LOCUS22659|CAD7014671.1|CCAP
OG0001623	LOC111599075|XP_023170373.2|DHYD	CCAP1982_LOCUS7557|CAD6999010.1|CCAP
OG0001624	LOC111596283|XP_023166201.1|DHYD	CCAP1982_LOCUS5456|CAD6996781.1|CCAP
OG0001625	LOC111604342|XP_023178172.2|DHYD, LOC111592498|XP_023160491.1|DHYD	CCAP1982_LOCUS6407|CAD6997782.1|CCAP
OG0001626	LOC111594956|XP_023164221.1|DHYD	CCAP1982_LOCUS8185|CAD6999655.1|CCAP
OG0001627	LOC111602979|XP_023176140.2|DHYD	CCAP1982_LOCUS760|CAD6991866.1|CCAP
OG0001628	LOC111600279|XP_023172096.2|DHYD	CCAP1982_LOCUS314|CAD6991387.1|CCAP
OG0001629	LOC111598505|XP_023169543.2|DHYD	CCAP1982_LOCUS4164|CAD6995449.1|CCAP
OG0001631	LOC111599574|XP_023171014.2|DHYD	CCAP1982_LOCUS4669|CAD6995958.1|CCAP
OG0001633	LOC111604559|XP_023178427.1|DHYD	CCAP1982_LOCUS5110|CAD6996438.1|CCAP
OG0001634	LOC111598529|XP_023169582.2|DHYD	CCAP1982_LOCUS4191|CAD6995475.1|CCAP, CCAP1982_LOCUS4192|CAD6995476.1|CCAP, CCAP1982_LOCUS4190|CAD6995474.1|CCAP
OG0001635	LOC111602957|XP_023176097.1|DHYD	CCAP1982_LOCUS787|CAD6991897.1|CCAP
OG0001636	LOC111603635|XP_023177073.1|DHYD	CCAP1982_LOCUS500|CAD6991582.1|CCAP
OG0001637	LOC111595693|XP_023165306.2|DHYD	CCAP1982_LOCUS2588|CAD6993790.1|CCAP
OG0001640	LOC111603569|XP_023176983.1|DHYD	CCAP1982_LOCUS4427|CAD6995721.1|CCAP
OG0001641	LOC111593317|XP_023161788.1|DHYD	CCAP1982_LOCUS523|CAD6991608.1|CCAP
OG0001642	LOC111594990|XP_023164258.1|DHYD	CCAP1982_LOCUS7454|CAD6998907.1|CCAP
OG0001643	LOC111602458|XP_023175286.2|DHYD	CCAP1982_LOCUS14069|CAD7005717.1|CCAP
OG0001644	LOC111591856|XP_023159506.1|DHYD	CCAP1982_LOCUS14033|CAD7005680.1|CCAP
OG0001645	LOC111597101|XP_023167411.1|DHYD	CCAP1982_LOCUS21147|CAD7013069.1|CCAP
OG0001647	LOC111601264|XP_030081947.1|DHYD	CCAP1982_LOCUS20197|CAD7012098.1|CCAP
OG0001648	LOC111603320|XP_023176610.2|DHYD	CCAP1982_LOCUS14220|CAD7005878.1|CCAP
OG0001649	LOC111593741|XP_023162501.1|DHYD	CCAP1982_LOCUS7144|CAD6998561.1|CCAP
OG0001650	LOC111594609|XP_023163757.1|DHYD	CCAP1982_LOCUS20338|CAD7012242.1|CCAP
OG0001652	LOC111603313|XP_023176602.1|DHYD	CCAP1982_LOCUS14192|CAD7005849.1|CCAP, CCAP1982_LOCUS14193|CAD7005850.1|CCAP, CCAP1982_LOCUS14191|CAD7005848.1|CCAP
OG0001653	LOC111600997|XP_023173159.2|DHYD	CCAP1982_LOCUS13526|CAD7005165.1|CCAP
OG0001654	LOC111604364|XP_023178200.2|DHYD	CCAP1982_LOCUS19405|CAD7011298.1|CCAP
OG0001655	LOC111592168|XP_023159990.2|DHYD	CCAP1982_LOCUS20689|CAD7012605.1|CCAP
OG0001656	LOC111597211|XP_023167547.2|DHYD	CCAP1982_LOCUS10973|CAD7002484.1|CCAP, CCAP1982_LOCUS5373|CAD6996689.1|CCAP
OG0001657	LOC111595069|XP_023164394.1|DHYD	CCAP1982_LOCUS13406|CAD7005034.1|CCAP
OG0001658	LOC111591858|XP_023159508.1|DHYD	CCAP1982_LOCUS13424|CAD7005054.1|CCAP
OG0001659	LOC111604328|XP_023178156.1|DHYD	CCAP1982_LOCUS14509|CAD7006180.1|CCAP
OG0001660	LOC111602918|XP_023176031.2|DHYD	CCAP1982_LOCUS14935|CAD7006628.1|CCAP
OG0001661	LOC111602175|XP_023174905.2|DHYD, LOC111602562|XP_023175490.1|DHYD	CCAP1982_LOCUS3522|CAD6994791.1|CCAP
OG0001663	LOC111594420|XP_023163476.2|DHYD	CCAP1982_LOCUS3119|CAD6994366.1|CCAP
OG0001663	LOC111594557|XP_023163681.2|DHYD	CCAP1982_LOCUS3118|CAD6994365.1|CCAP
OG0001664	LOC111595091|XP_023164422.1|DHYD	CCAP1982_LOCUS20142|CAD7012039.1|CCAP
OG0001666	LOC111596133|XP_023165975.2|DHYD, LOC111596134|XP_023165977.2|DHYD, LOC111596135|XP_023165978.2|DHYD	CCAP1982_LOCUS6021|CAD6997382.1|CCAP, CCAP1982_LOCUS6019|CAD6997380.1|CCAP, CCAP1982_LOCUS6022|CAD6997383.1|CCAP, CCAP1982_LOCUS6020|CAD6997381.1|CCAP, CCAP1982_LOCUS4374|CAD6995667.1|CCAP, CCAP1982_LOCUS11372|CAD7002903.1|CCAP
OG0001667	LOC111605367|XP_023179614.2|DHYD	CCAP1982_LOCUS22319|CAD7014321.1|CCAP, CCAP1982_LOCUS22320|CAD7014322.1|CCAP
OG0001668	LOC111596948|XP_023167172.2|DHYD	CCAP1982_LOCUS11060|CAD7002572.1|CCAP
OG0001669	LOC111597476|XP_023167993.2|DHYD	CCAP1982_LOCUS12259|CAD7003826.1|CCAP, CCAP1982_LOCUS12258|CAD7003825.1|CCAP
OG0001670	LOC111604338|XP_023178169.1|DHYD	CCAP1982_LOCUS13568|CAD7005208.1|CCAP
OG0001683	LOC111598945|XP_023170191.1|DHYD	CCAP1982_LOCUS5522|CAD6996846.1|CCAP
OG0001684	LOC111597773|XP_023168404.2|DHYD	CCAP1982_LOCUS10566|CAD7002078.1|CCAP
OG0001685	LOC111602495|XP_023175334.2|DHYD	CCAP1982_LOCUS8076|CAD6999556.1|CCAP
OG0001690	LOC111594835|XP_023164068.1|DHYD	CCAP1982_LOCUS12978|CAD7004583.1|CCAP
OG0001691	LOC111602506|XP_023175352.1|DHYD	CCAP1982_LOCUS8134|CAD6999611.1|CCAP, CCAP1982_LOCUS8133|CAD6999610.1|CCAP
OG0001692	LOC111604229|XP_023177973.2|DHYD	CCAP1982_LOCUS1214|CAD6992350.1|CCAP
OG0001694	LOC111596682|XP_023166758.2|DHYD	CCAP1982_LOCUS2123|CAD6993306.1|CCAP
OG0001696	LOC111601802|XP_023174351.1|DHYD	CCAP1982_LOCUS2180|CAD6993362.1|CCAP
OG0001696	LOC111601770|XP_023174281.2|DHYD	CCAP1982_LOCUS2178|CAD6993360.1|CCAP
OG0001697	LOC111598559|XP_023169624.1|DHYD	CCAP1982_LOCUS4178|CAD6995463.1|CCAP
OG0001700	LOC111603629|XP_023177066.2|DHYD	CCAP1982_LOCUS4439|CAD6995734.1|CCAP
OG0001701	LOC111594514|XP_030080684.1|DHYD	CCAP1982_LOCUS3389|CAD6994654.1|CCAP
OG0001702	LOC111603883|XP_023177467.2|DHYD	CCAP1982_LOCUS6105|CAD6997462.1|CCAP
OG0001703	LOC111603478|XP_023176837.2|DHYD	CCAP1982_LOCUS3137|CAD6994384.1|CCAP
OG0001704	LOC111603487|XP_023176852.1|DHYD	CCAP1982_LOCUS3134|CAD6994381.1|CCAP
OG0001705	LOC111595246|XP_023164654.2|DHYD, LOC115483437|XP_030081268.1|DHYD	CCAP1982_LOCUS1538|CAD6992693.1|CCAP, CCAP1982_LOCUS1532|CAD6992687.1|CCAP, CCAP1982_LOCUS1511|CAD6992666.1|CCAP, CCAP1982_LOCUS1519|CAD6992674.1|CCAP, CCAP1982_LOCUS1526|CAD6992681.1|CCAP
OG0001706	LOC111594101|XP_030079104.1|DHYD	CCAP1982_LOCUS5536|CAD6996860.1|CCAP
OG0001707	LOC111596596|XP_030080570.1|DHYD	CCAP1982_LOCUS4020|CAD6995301.1|CCAP
OG0001708	LOC111594471|XP_023163540.1|DHYD	CCAP1982_LOCUS1293|CAD6992431.1|CCAP
OG0001709	LOC111598683|XP_023169814.2|DHYD	CCAP1982_LOCUS12887|CAD7004482.1|CCAP
OG0001710	LOC111599432|XP_023170853.1|DHYD	CCAP1982_LOCUS1177|CAD6992309.1|CCAP
OG0001711	LOC111603584|XP_023177006.2|DHYD	CCAP1982_LOCUS3250|CAD6994506.1|CCAP
OG0001712	LOC111602701|XP_023175701.1|DHYD	CCAP1982_LOCUS3242|CAD6994496.1|CCAP
OG0001713	LOC111593603|XP_023162232.1|DHYD, LOC111593608|XP_030078801.1|DHYD	CCAP1982_LOCUS4355|CAD6995648.1|CCAP
OG0001714	LOC111604906|XP_023178914.2|DHYD	CCAP1982_LOCUS4320|CAD6995614.1|CCAP, CCAP1982_LOCUS4321|CAD6995615.1|CCAP
OG0001716	LOC111593511|XP_023162066.2|DHYD, LOC111595001|XP_023164269.2|DHYD	CCAP1982_LOCUS9224|CAD7000751.1|CCAP
OG0001717	LOC111598234|XP_023169163.2|DHYD	CCAP1982_LOCUS1998|CAD6993176.1|CCAP
OG0001718	LOC111602668|XP_023175621.2|DHYD	CCAP1982_LOCUS1466|CAD6992617.1|CCAP
OG0001719	LOC111596599|XP_030080723.1|DHYD	CCAP1982_LOCUS4010|CAD6995291.1|CCAP, CCAP1982_LOCUS4013|CAD6995294.1|CCAP
OG0001720	LOC111601320|XP_023173618.2|DHYD	CCAP1982_LOCUS3510|CAD6994779.1|CCAP
OG0001721	LOC111596260|XP_023166164.2|DHYD	CCAP1982_LOCUS1308|CAD6992451.1|CCAP
OG0001722	LOC111598680|XP_023169809.1|DHYD	CCAP1982_LOCUS12343|CAD7003918.1|CCAP
OG0001723	LOC111600877|XP_023172977.1|DHYD, LOC115483411|XP_030081107.1|DHYD	CCAP1982_LOCUS7234|CAD6998674.1|CCAP
OG0001724	LOC111593560|XP_030081358.1|DHYD	CCAP1982_LOCUS22214|CAD7014211.1|CCAP, CCAP1982_LOCUS22231|CAD7014228.1|CCAP
OG0001725	LOC115483452|XP_030081321.1|DHYD	CCAP1982_LOCUS21441|CAD7013376.1|CCAP
OG0001725	LOC115483439|XP_030081279.1|DHYD, LOC111593725|XP_023162471.2|DHYD	CCAP1982_LOCUS21440|CAD7013373.1|CCAP
OG0001726	LOC111592966|XP_023161226.1|DHYD	CCAP1982_LOCUS11726|CAD7003264.1|CCAP
OG0001727	LOC111605434|XP_023179718.1|DHYD	CCAP1982_LOCUS2281|CAD6993469.1|CCAP
OG0001728	LOC111603275|XP_023176559.1|DHYD	CCAP1982_LOCUS22945|CAD7014987.1|CCAP
OG0001729	LOC111605391|XP_023179655.2|DHYD	CCAP1982_LOCUS7198|CAD6998625.1|CCAP
OG0001730	LOC111602498|XP_023175337.2|DHYD	CCAP1982_LOCUS193|CAD6991260.1|CCAP
OG0001731	LOC111595326|XP_023164751.2|DHYD	CCAP1982_LOCUS23134|CAD7015182.1|CCAP
OG0001732	LOC111602219|XP_023174965.1|DHYD	CCAP1982_LOCUS9007|CAD7000529.1|CCAP
OG0001733	LOC115483068|XP_030079787.1|DHYD, LOC111593181|XP_023161559.1|DHYD	CCAP1982_LOCUS21900|CAD7013885.1|CCAP
OG0001734	LOC111597733|XP_023168346.1|DHYD	CCAP1982_LOCUS7214|CAD6998646.1|CCAP
OG0001735	LOC111601564|XP_023173978.2|DHYD	CCAP1982_LOCUS13005|CAD7004610.1|CCAP
OG0001736	LOC111604074|XP_023177728.1|DHYD	CCAP1982_LOCUS23040|CAD7015086.1|CCAP
OG0001737	LOC111593789|XP_023162575.2|DHYD	CCAP1982_LOCUS23349|CAD7015406.1|CCAP, CCAP1982_LOCUS23351|CAD7015408.1|CCAP, CCAP1982_LOCUS23348|CAD7015405.1|CCAP
OG0001738	LOC111605171|XP_023179327.2|DHYD	CCAP1982_LOCUS12015|CAD7003566.1|CCAP, CCAP1982_LOCUS12011|CAD7003562.1|CCAP
OG0001739	LOC111601629|XP_023174068.1|DHYD	CCAP1982_LOCUS21707|CAD7013664.1|CCAP
OG0001740	LOC111603835|XP_023177368.2|DHYD	CCAP1982_LOCUS7101|CAD6998513.1|CCAP
OG0001741	LOC111594473|XP_023163542.1|DHYD	CCAP1982_LOCUS3488|CAD6994755.1|CCAP, CCAP1982_LOCUS154|CAD6991216.1|CCAP
OG0001742	LOC111600646|XP_023172631.1|DHYD	CCAP1982_LOCUS21237|CAD7013166.1|CCAP
OG0001743	LOC111596967|XP_023167209.2|DHYD	CCAP1982_LOCUS14921|CAD7006613.1|CCAP
OG0001744	LOC115482847|XP_030078947.1|DHYD, LOC111598211|XP_023169119.2|DHYD	CCAP1982_LOCUS21824|CAD7013804.1|CCAP
OG0001746	LOC111599795|XP_023171339.2|DHYD	CCAP1982_LOCUS13250|CAD7004865.1|CCAP
OG0001747	LOC111605346|XP_023179588.2|DHYD	CCAP1982_LOCUS23161|CAD7015213.1|CCAP, CCAP1982_LOCUS23162|CAD7015214.1|CCAP, CCAP1982_LOCUS23170|CAD7015222.1|CCAP
OG0001748	LOC111592732|XP_023160892.2|DHYD	CCAP1982_LOCUS11370|CAD7002901.1|CCAP, CCAP1982_LOCUS11369|CAD7002900.1|CCAP
OG0001749	LOC111604096|XP_023177761.1|DHYD	CCAP1982_LOCUS22821|CAD7014854.1|CCAP
OG0001750	LOC111604111|XP_023177786.2|DHYD	CCAP1982_LOCUS22822|CAD7014855.1|CCAP
OG0001751	LOC111594875|XP_023164126.2|DHYD	CCAP1982_LOCUS12027|CAD7003579.1|CCAP
OG0001752	LOC111594853|XP_023164098.2|DHYD	CCAP1982_LOCUS10906|CAD7002415.1|CCAP
OG0001753	LOC111601566|XP_023173980.2|DHYD	CCAP1982_LOCUS11568|CAD7003105.1|CCAP, CCAP1982_LOCUS11570|CAD7003107.1|CCAP
OG0001754	LOC111593546|XP_023162167.1|DHYD	CCAP1982_LOCUS22326|CAD7014329.1|CCAP
OG0001755	LOC111601591|XP_030081156.1|DHYD	CCAP1982_LOCUS11972|CAD7003522.1|CCAP, CCAP1982_LOCUS11970|CAD7003520.1|CCAP, CCAP1982_LOCUS11965|CAD7003515.1|CCAP
OG0001756	LOC111594019|XP_023162889.1|DHYD	CCAP1982_LOCUS22645|CAD7014657.1|CCAP
OG0001757	LOC111602252|XP_023175011.1|DHYD	CCAP1982_LOCUS23262|CAD7015317.1|CCAP
