Orthogroup	DHYD.longest_only	AAEG.longest_only
OG0000567	LOC111597252|XP_023167623.1|DHYD	LOC5570128|XP_001653107.2|AAEG
OG0000567	LOC111597331|XP_023167742.2|DHYD	LOC5570126|XP_001653106.2|AAEG
OG0000568	LOC111598233|XP_023169167.2|DHYD, LOC111601981|XP_023174631.2|DHYD	LOC5577017|XP_001656302.2|AAEG
OG0000569	LOC111602724|XP_023175738.1|DHYD, LOC111600813|XP_023172874.1|DHYD	LOC5565055|XP_021705510.1|AAEG
OG0000570	LOC111596953|XP_023167181.2|DHYD, LOC111596961|XP_023167195.2|DHYD	LOC5576289|XP_001662579.2|AAEG
OG0000571	LOC111594258|XP_023163247.2|DHYD, LOC111594260|XP_030078679.1|DHYD	LOC5571436|XP_021693888.1|AAEG
OG0000572	LOC111596609|XP_023166661.1|DHYD, LOC111596591|XP_023166642.1|DHYD	LOC5570663|XP_021695778.1|AAEG
OG0000573	LOC111597783|XP_023168417.2|DHYD, LOC111599905|XP_023171495.1|DHYD	LOC5574096|XP_021696111.1|AAEG
OG0000574	LOC111597298|XP_023167689.2|DHYD, LOC111601545|XP_023173949.1|DHYD	LOC5572198|XP_021698798.1|AAEG
OG0000575	LOC111595126|XP_023164466.2|DHYD, LOC111595051|XP_023164346.2|DHYD	LOC5569243|XP_021699828.1|AAEG
OG0000576	LOC111603412|XP_023176762.2|DHYD	LOC5568781|XP_021700712.1|AAEG
OG0000577	LOC111605561|XP_023179902.1|DHYD	LOC5575668|XP_001662127.2|AAEG
OG0000578	LOC111601242|XP_023173511.2|DHYD, LOC111599661|XP_023171129.2|DHYD	LOC5564323|XP_021710053.1|AAEG
OG0000579	LOC111593268|XP_023161705.1|DHYD, LOC111597243|XP_023167607.1|DHYD	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG
OG0000580	LOC111603021|XP_023176219.2|DHYD, LOC111602980|XP_023176142.2|DHYD	LOC23687878|XP_011493518.1|AAEG
OG0000581	LOC111596434|XP_023166418.2|DHYD	LOC5574667|XP_021708899.1|AAEG
OG0000582	LOC111595070|XP_023164398.1|DHYD	LOC5575223|XP_021710179.1|AAEG
OG0000583	LOC111593932|XP_023162778.1|DHYD, LOC111603806|XP_023177325.1|DHYD	LOC5578117|XP_001656815.1|AAEG
OG0000589	LOC111592357|XP_030080157.1|DHYD	LOC5563768|XP_021695117.1|AAEG
OG0000590	LOC111605431|XP_023179712.1|DHYD	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG
OG0000592	LOC111593899|XP_023162736.2|DHYD, LOC111600679|XP_023172697.2|DHYD	LOC5567565|XP_001657556.2|AAEG
OG0000593	LOC111595398|XP_023164873.1|DHYD	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG
OG0000594	LOC111594451|XP_023163512.1|DHYD, LOC111604560|XP_023178428.1|DHYD	LOC5567423|XP_001657403.1|AAEG
OG0000595	LOC111605572|XP_023179922.1|DHYD, LOC111598220|XP_023169146.1|DHYD	LOC5573372|XP_021712996.1|AAEG
OG0000596	LOC111601915|XP_023174530.2|DHYD, LOC111601319|XP_023173617.2|DHYD	LOC5569242|XP_021713275.1|AAEG
OG0000597	LOC111596407|XP_023166384.2|DHYD, LOC111596409|XP_023166385.2|DHYD	LOC5580165|XP_021692926.1|AAEG
OG0000598	LOC111594455|XP_023163518.2|DHYD, LOC111594456|XP_023163520.2|DHYD	LOC5564380|XP_001648725.1|AAEG, LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG
OG0000599	LOC111597568|XP_023168134.2|DHYD, LOC111597569|XP_023168135.2|DHYD	LOC5574457|XP_001661473.2|AAEG, LOC5563655|XP_021709330.1|AAEG
OG0000600	LOC111595722|XP_023165340.1|DHYD, LOC111595725|XP_023165344.1|DHYD	LOC5574458|XP_001661472.1|AAEG
OG0000601	LOC111593157|XP_023161528.2|DHYD, LOC111593163|XP_023161533.1|DHYD	LOC110676327|XP_021699471.1|AAEG
OG0000602	LOC111603941|XP_023177537.2|DHYD, LOC111603928|XP_023177523.2|DHYD, LOC111603976|XP_023177590.2|DHYD	LOC5565773|XP_001650121.1|AAEG
OG0000603	LOC111601936|XP_023174558.2|DHYD	LOC5569072|XP_021703041.1|AAEG
OG0000604	LOC111603542|XP_023176944.1|DHYD, LOC111596067|XP_023165885.1|DHYD	LOC5566987|XP_001651390.1|AAEG
OG0000605	LOC111601154|XP_023173401.2|DHYD	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG
OG0000606	LOC111603499|XP_023176873.2|DHYD	LOC5570005|XP_001658888.1|AAEG
OG0000607	LOC111596833|XP_023166979.1|DHYD, LOC111595484|XP_023165048.1|DHYD	LOC5570154|XP_001658956.1|AAEG
OG0000608	LOC111600241|XP_023172044.1|DHYD, LOC111600252|XP_023172065.1|DHYD	LOC5567031|XP_001651423.1|AAEG
OG0000609	LOC111595828|XP_030079203.1|DHYD, LOC111595827|XP_023165501.1|DHYD, LOC111601816|XP_023174405.2|DHYD	LOC5574870|XP_021709064.1|AAEG
OG0000610	LOC111592275|XP_023160142.1|DHYD, LOC111601249|XP_023173516.1|DHYD	LOC5579045|XP_011493105.1|AAEG
OG0000611	LOC111600146|XP_023171891.1|DHYD, LOC111594124|XP_023163051.2|DHYD	LOC5572224|XP_021705793.1|AAEG
OG0000615	LOC111603150|XP_023176394.1|DHYD, LOC111602718|XP_023175732.2|DHYD	LOC5569196|XP_021699444.1|AAEG
OG0000616	LOC111603109|XP_023176343.2|DHYD	LOC5564988|XP_001649322.2|AAEG
OG0000617	LOC111603495|XP_023176870.2|DHYD, LOC111598297|XP_023169253.2|DHYD	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG
OG0000618	LOC111594908|XP_023164162.1|DHYD	LOC5566485|XP_001650875.1|AAEG
OG0000619	LOC111604249|XP_023178008.1|DHYD	LOC5566457|XP_001650838.1|AAEG
OG0000620	LOC111602819|XP_023175891.1|DHYD, LOC111603737|XP_023177221.2|DHYD	LOC5570947|XP_001653412.2|AAEG
OG0000621	LOC111595025|XP_030080700.1|DHYD, LOC111604520|XP_023178415.1|DHYD	LOC5568436|XP_001652269.1|AAEG
OG0000622	LOC111604778|XP_023178753.2|DHYD, LOC111600479|XP_023172358.2|DHYD	LOC5569846|XP_021696307.1|AAEG
OG0000623	LOC111595393|XP_023164863.1|DHYD, LOC111602902|XP_023176008.1|DHYD	LOC5572347|XP_001660306.2|AAEG
OG0000624	LOC111603217|XP_030080968.1|DHYD	LOC5569174|XP_001658351.2|AAEG
OG0000625	LOC111594856|XP_023164103.2|DHYD, LOC111594850|XP_023164090.1|DHYD	LOC5564078|XP_021698835.1|AAEG
OG0000626	LOC111592181|XP_023160015.2|DHYD, LOC111605285|XP_023179497.2|DHYD	LOC5569119|XP_001652722.1|AAEG
OG0000627	LOC111604761|XP_023178721.1|DHYD, LOC111605598|XP_023179977.1|DHYD	LOC5564979|XP_001649333.2|AAEG
OG0000628	LOC111596303|XP_023166229.1|DHYD, LOC111596646|XP_023166711.1|DHYD	LOC5565869|XP_001650228.1|AAEG
OG0000629	LOC111600276|XP_023172092.2|DHYD, LOC111599207|XP_023170571.1|DHYD	LOC5580315|XP_001663037.1|AAEG
OG0000630	LOC111600321|XP_023172152.1|DHYD, LOC111600410|XP_023172262.2|DHYD	LOC5575168|XP_021702281.1|AAEG
OG0000631	LOC111599386|XP_023170791.2|DHYD, LOC111596318|XP_023166252.2|DHYD	LOC5569442|XP_021702401.1|AAEG
OG0000632	LOC111596100|XP_023165928.1|DHYD, LOC111599127|XP_023170457.2|DHYD	LOC5573892|XP_021703330.1|AAEG
OG0000634	LOC111597011|XP_023167283.2|DHYD	LOC5569647|XP_001652909.2|AAEG
OG0000635	LOC111594670|XP_023163849.2|DHYD, LOC111598171|XP_023169033.1|DHYD	LOC5572315|XP_001654005.2|AAEG
OG0000636	LOC111600582|XP_023172541.1|DHYD, LOC111600597|XP_023172561.1|DHYD	LOC5578295|XP_001656875.1|AAEG
OG0000637	LOC111596742|XP_030079889.1|DHYD, LOC111596743|XP_023166843.2|DHYD	LOC5564774|XP_021704609.1|AAEG
OG0000638	LOC111593458|XP_023161987.1|DHYD	LOC5573827|XP_021706608.1|AAEG
OG0000639	LOC111597500|XP_023168029.2|DHYD	LOC5567245|XP_021710885.1|AAEG
OG0000646	LOC111598901|XP_023170138.2|DHYD, LOC111595918|XP_023165637.2|DHYD	LOC110674862|XP_021695067.1|AAEG
OG0000647	LOC111594585|XP_023163711.2|DHYD, LOC111598212|XP_023169134.2|DHYD	LOC5579005|XP_021694209.1|AAEG
OG0000648	LOC111596551|XP_030079918.1|DHYD	LOC5570655|XP_021706985.1|AAEG
OG0000649	LOC111593012|XP_023161315.1|DHYD, LOC111593067|XP_023161411.1|DHYD	LOC5571800|XP_001659930.2|AAEG
OG0000651	LOC111603676|XP_023177123.1|DHYD, LOC111597501|XP_023168033.1|DHYD	LOC5565048|XP_001649404.1|AAEG
OG0000652	LOC111595319|XP_023164744.1|DHYD, LOC111593505|XP_023162057.1|DHYD	LOC5573370|XP_001660865.1|AAEG
OG0000653	LOC111601387|XP_023173695.1|DHYD	LOC5576350|XP_021693310.1|AAEG, LOC5576348|XP_001656086.1|AAEG, LOC5576346|XP_001656087.2|AAEG
OG0000654	LOC111603693|XP_023177150.1|DHYD	LOC5568292|XP_021697103.1|AAEG
OG0000655	LOC111593174|XP_023161548.1|DHYD, LOC115483070|XP_030079788.1|DHYD, LOC111599045|XP_023170329.2|DHYD	LOC5575242|XP_001655652.1|AAEG
OG0000656	LOC111592027|XP_023159790.1|DHYD	LOC5574633|XP_001661549.2|AAEG
OG0000657	LOC111595742|XP_023165364.2|DHYD, LOC115483217|XP_030080388.1|DHYD, LOC111602319|XP_023175091.1|DHYD	LOC5580250|XP_001662649.1|AAEG
OG0000658	LOC111598305|XP_023169261.1|DHYD, LOC111599566|XP_023171003.1|DHYD, LOC115483783|XP_030081897.1|DHYD	LOC5578313|XP_001656889.1|AAEG
OG0000659	LOC111603964|XP_023177569.1|DHYD, LOC111600442|XP_023172305.1|DHYD	LOC5576865|XP_001662960.1|AAEG
OG0000660	LOC115483235|XP_030080440.1|DHYD, LOC111603754|XP_023177245.1|DHYD, LOC111603769|XP_023177271.1|DHYD, LOC111605531|XP_023179859.2|DHYD, LOC111605535|XP_023179866.2|DHYD	LOC5565850|XP_001650194.1|AAEG
OG0000661	LOC111592855|XP_023161063.1|DHYD, LOC111605558|XP_023179894.1|DHYD	LOC5567335|XP_001651759.1|AAEG
OG0000662	LOC111601559|XP_023173969.1|DHYD, LOC111601892|XP_023174503.2|DHYD	LOC5568430|XP_001652258.1|AAEG
OG0000663	LOC111604609|XP_023178491.2|DHYD	LOC5568431|XP_001652261.2|AAEG
OG0000664	LOC111604049|XP_023177674.1|DHYD	LOC5572517|XP_001660456.1|AAEG
OG0000665	LOC111598581|XP_023169654.2|DHYD, LOC111598579|XP_023169652.2|DHYD	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG
OG0000666	LOC111593572|XP_023162205.2|DHYD, LOC111602846|XP_023175926.2|DHYD	LOC5567515|XP_021710706.1|AAEG
OG0000667	LOC111598417|XP_023169427.1|DHYD, LOC111602966|XP_023176114.1|DHYD	LOC5564165|XP_021705035.1|AAEG
OG0000668	LOC111598601|XP_023169685.1|DHYD, LOC111594606|XP_023163749.1|DHYD	LOC5573885|XP_001654923.1|AAEG
OG0000669	LOC111591900|XP_023159576.1|DHYD, LOC111591886|XP_023159558.2|DHYD	LOC5563963|XP_021710654.1|AAEG
OG0000670	LOC111593648|XP_023162296.2|DHYD, LOC111604066|XP_023177700.1|DHYD	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG
OG0000671	LOC111598756|XP_023169935.2|DHYD, LOC111601493|XP_023173848.2|DHYD	LOC5572082|XP_001660161.1|AAEG
OG0000672	LOC111592356|XP_023160280.1|DHYD, LOC111596738|XP_023166837.1|DHYD, LOC111596730|XP_023166830.2|DHYD	LOC5568965|XP_001652618.1|AAEG
OG0000673	LOC111597231|XP_023167631.1|DHYD, LOC111604509|XP_023178372.1|DHYD	LOC5564117|XP_001648452.3|AAEG
OG0000677	LOC111599803|XP_023171352.1|DHYD, LOC111600224|XP_023172018.1|DHYD	LOC110674775|XP_021694756.1|AAEG
OG0000678	LOC111602520|XP_023175375.2|DHYD	LOC5573033|XP_001654349.2|AAEG
OG0000679	LOC111595374|XP_023164838.2|DHYD	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG
OG0000680	LOC111595942|XP_023165676.1|DHYD, LOC111595941|XP_023165673.2|DHYD	LOC5570450|XP_021696861.1|AAEG
OG0000681	LOC111594580|XP_023163705.1|DHYD, LOC111598183|XP_023169049.1|DHYD	LOC5571511|XP_021704098.1|AAEG
OG0000683	LOC111596499|XP_023166528.2|DHYD	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG
OG0000684	LOC111604568|XP_023178437.1|DHYD, LOC111601528|XP_023173925.1|DHYD	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG
OG0000685	LOC111602608|XP_023175536.1|DHYD	LOC5565927|XP_001650303.1|AAEG
OG0000686	LOC111601542|XP_023173984.2|DHYD, LOC111600187|XP_023171963.2|DHYD	LOC5573238|XP_001660815.1|AAEG
OG0000687	LOC111593265|XP_023161704.1|DHYD, LOC111599286|XP_023170653.1|DHYD	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG
OG0000688	LOC111605369|XP_023179617.1|DHYD	LOC5579438|XP_021697177.1|AAEG
OG0000689	LOC111597704|XP_023168310.1|DHYD, LOC111597687|XP_023168287.1|DHYD	LOC5575898|XP_001655893.1|AAEG
OG0000690	LOC111593629|XP_023162267.2|DHYD	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG
OG0000691	LOC111600350|XP_023172189.1|DHYD, LOC115483408|XP_030081060.1|DHYD, LOC111592340|XP_023160236.1|DHYD	LOC5577893|XP_001663600.1|AAEG
OG0000692	LOC111604703|XP_023178644.2|DHYD	LOC5577134|XP_021699126.1|AAEG
OG0000693	LOC111596581|XP_023166623.1|DHYD, LOC111602074|XP_023174767.1|DHYD	LOC110676378|XP_021699721.1|AAEG
OG0000694	LOC111604055|XP_023177683.2|DHYD, LOC111592784|XP_023160955.1|DHYD	LOC5569581|XP_001658647.1|AAEG
OG0000695	LOC111602263|XP_023175026.1|DHYD, LOC111602370|XP_023175153.2|DHYD	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG
OG0000696	LOC111595766|XP_023165416.1|DHYD	LOC5570960|XP_001659424.1|AAEG
OG0000697	LOC111593002|XP_023161295.1|DHYD, LOC111596362|XP_023166327.1|DHYD	LOC5569502|XP_001658586.1|AAEG
OG0000698	LOC111605526|XP_023179855.2|DHYD, LOC111605545|XP_023179875.2|DHYD	LOC5572825|XP_001654210.2|AAEG
OG0000699	LOC111600984|XP_023173147.1|DHYD, LOC111600074|XP_023171782.2|DHYD	LOC5572903|XP_021702732.1|AAEG
OG0000700	LOC111599175|XP_023170526.2|DHYD, LOC111596079|XP_023165904.2|DHYD	LOC5572373|XP_021695335.1|AAEG
OG0000701	LOC111595753|XP_023165383.1|DHYD, LOC111600219|XP_023172009.2|DHYD	LOC5572067|XP_001653834.1|AAEG
OG0000702	LOC111604979|XP_023179045.2|DHYD, LOC111604983|XP_030078632.1|DHYD	LOC5576021|XP_021711648.1|AAEG
OG0000703	LOC111600361|XP_023172203.2|DHYD, LOC111595619|XP_023165193.2|DHYD	LOC5579187|XP_021706766.1|AAEG
OG0000704	LOC111594254|XP_030081774.1|DHYD, LOC111597912|XP_023168621.2|DHYD	LOC5566167|XP_021710754.1|AAEG
OG0000705	LOC111603688|XP_023177138.1|DHYD	LOC5575011|XP_021708260.1|AAEG
OG0000706	LOC111600594|XP_023172555.2|DHYD, LOC111597324|XP_030080082.1|DHYD	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG
OG0000707	LOC111593471|XP_023162004.1|DHYD, LOC111594052|XP_023162935.1|DHYD	LOC5576097|XP_001662443.1|AAEG
OG0000708	LOC111594167|XP_023163121.2|DHYD, LOC111605158|XP_030079396.1|DHYD	LOC5575809|XP_021705328.1|AAEG
OG0000709	LOC111601979|XP_023174628.2|DHYD, LOC111596813|XP_023166947.1|DHYD	LOC5563960|XP_001648293.2|AAEG
OG0000710	LOC111602767|XP_023175798.1|DHYD, LOC111605361|XP_023179608.1|DHYD	LOC5570014|XP_001658903.1|AAEG
OG0000711	LOC111597480|XP_023167999.1|DHYD, LOC111602032|XP_023174699.1|DHYD	LOC5577132|XP_021709303.1|AAEG
OG0000712	LOC111602079|XP_023174779.1|DHYD, LOC111602078|XP_023174777.1|DHYD	LOC5573740|XP_001654768.2|AAEG
OG0000713	LOC111594533|XP_023163638.2|DHYD, LOC111598556|XP_023169618.1|DHYD	LOC5574816|XP_001655376.1|AAEG
OG0000714	LOC111603141|XP_023176384.2|DHYD, LOC111599537|XP_023170964.2|DHYD	LOC5566058|XP_001650424.1|AAEG
OG0000715	LOC111603330|XP_023176632.2|DHYD	LOC5566056|XP_001650428.1|AAEG
OG0000716	LOC111591885|XP_023159557.1|DHYD, LOC111604303|XP_023178102.1|DHYD	LOC5578121|XP_001656819.1|AAEG
OG0000724	LOC111598361|XP_023169342.1|DHYD, LOC111597395|XP_023167839.1|DHYD	LOC5565085|XP_001649429.1|AAEG
OG0000726	LOC111603439|XP_023176791.2|DHYD, LOC111603423|XP_023176776.2|DHYD	LOC5577130|XP_021712611.1|AAEG
OG0000727	LOC111596208|XP_023166089.2|DHYD, LOC111596201|XP_030080823.1|DHYD	LOC5565705|XP_021713193.1|AAEG
OG0000728	LOC111603192|XP_023176446.1|DHYD, LOC111595718|XP_023165334.2|DHYD	LOC5573065|XP_021693529.1|AAEG
OG0000729	LOC111598295|XP_023169251.1|DHYD, LOC111598296|XP_023169252.1|DHYD	LOC5568367|XP_001658021.2|AAEG
OG0000730	LOC111603318|XP_030079654.1|DHYD, LOC111596307|XP_030080540.1|DHYD	LOC5570667|XP_001659264.1|AAEG
OG0000731	LOC111599468|XP_023170909.2|DHYD, LOC111597709|XP_023168317.2|DHYD	LOC5579031|XP_001664210.1|AAEG
OG0000732	LOC111594874|XP_023164122.1|DHYD, LOC111594873|XP_023164119.1|DHYD	LOC5572199|XP_001653865.1|AAEG
OG0000733	LOC111595239|XP_023164645.2|DHYD, LOC111601687|XP_023174161.1|DHYD	LOC5575492|XP_001662013.1|AAEG
OG0000734	LOC111597535|XP_023168081.2|DHYD	LOC5578486|XP_021699525.1|AAEG
OG0000735	LOC111593485|XP_023162014.1|DHYD, LOC111603872|XP_023177447.2|DHYD	LOC5573851|XP_001654878.1|AAEG
OG0000736	LOC111603989|XP_030079038.1|DHYD, LOC111604008|XP_023177632.2|DHYD	LOC5568814|XP_001658180.2|AAEG
OG0000738	LOC111599329|XP_023170718.1|DHYD, LOC111603947|XP_023177545.2|DHYD	LOC5577544|XP_001656560.1|AAEG
OG0000739	LOC111599568|XP_023171008.1|DHYD, LOC111599567|XP_023171005.1|DHYD	LOC5575848|XP_001662256.1|AAEG
OG0000740	LOC111602803|XP_030080183.1|DHYD	LOC5568948|XP_021703190.1|AAEG
OG0000740	LOC111592038|XP_030081565.1|DHYD	LOC5572569|XP_001654085.2|AAEG
OG0000741	LOC111595576|XP_030080375.1|DHYD, LOC111594076|XP_030080042.1|DHYD	LOC23687536|XP_021705281.1|AAEG
OG0000742	LOC111593044|XP_023161381.2|DHYD, LOC111593026|XP_023161346.2|DHYD	LOC5570003|XP_021705592.1|AAEG
OG0000743	LOC111595385|XP_023164852.2|DHYD, LOC111594398|XP_023163437.2|DHYD	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG
OG0000744	LOC111600028|XP_023171711.2|DHYD, LOC115483369|XP_030080936.1|DHYD, LOC111596984|XP_023167236.2|DHYD	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG
OG0000745	LOC111602121|XP_023174838.2|DHYD, LOC111593300|XP_023161750.2|DHYD	LOC5578669|XP_001657064.2|AAEG
OG0000746	LOC111604126|XP_023177811.1|DHYD	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG
OG0000753	LOC111601406|XP_023173732.2|DHYD, LOC111600487|XP_023172382.2|DHYD	LOC5574701|XP_021698366.1|AAEG
OG0000754	LOC111598326|XP_023169292.2|DHYD, LOC111600192|XP_023171969.2|DHYD	LOC23687751|XP_021706737.1|AAEG
OG0000755	LOC111605480|XP_023179783.2|DHYD, LOC111605577|XP_023179949.2|DHYD	LOC5578924|XP_001657210.3|AAEG
OG0000756	LOC111600842|XP_023172915.1|DHYD	LOC5576731|XP_001656241.1|AAEG
OG0000757	LOC111594214|XP_023163181.1|DHYD, LOC111604493|XP_023178352.1|DHYD	LOC5573994|XP_001661080.1|AAEG
OG0000758	LOC111604669|XP_023178599.2|DHYD, LOC111604667|XP_023178596.1|DHYD	LOC5573302|XP_021698645.1|AAEG
OG0000759	LOC111596610|XP_023166657.2|DHYD, LOC111596613|XP_023166664.1|DHYD	LOC5567691|XP_001651852.3|AAEG
OG0000761	LOC111592650|XP_023160762.2|DHYD, LOC111592651|XP_023160767.2|DHYD	LOC5569446|XP_021702395.1|AAEG
OG0000762	LOC111598979|XP_023170247.1|DHYD, LOC111599345|XP_023170743.2|DHYD	LOC5569068|XP_001658297.1|AAEG
OG0000763	LOC111601599|XP_023174035.2|DHYD, LOC111601574|XP_023173998.2|DHYD	LOC5568174|XP_021703903.1|AAEG
OG0000764	LOC111605326|XP_030080107.1|DHYD	LOC5567685|XP_021708653.1|AAEG
OG0000765	LOC111592450|XP_023160403.1|DHYD, LOC111601888|XP_023174498.2|DHYD	LOC5576262|XP_001656034.2|AAEG
OG0000766	LOC111593770|XP_023162558.2|DHYD, LOC111598124|XP_023168951.1|DHYD	LOC5571467|XP_001659718.2|AAEG
OG0000767	LOC111603555|XP_023176956.2|DHYD, LOC111605085|XP_023179189.2|DHYD	LOC5568661|XP_021705791.1|AAEG
OG0000768	LOC111592326|XP_023160219.1|DHYD	LOC5577816|XP_001663586.1|AAEG
OG0000769	LOC111602937|XP_030080831.1|DHYD, LOC111596866|XP_023167077.1|DHYD	LOC5572989|XP_021706132.1|AAEG
OG0000770	LOC111595314|XP_023164737.2|DHYD	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG
OG0000771	LOC111601570|XP_023173987.1|DHYD	LOC5565457|XP_001649766.2|AAEG
OG0000778	LOC111598269|XP_023169214.2|DHYD, LOC111598537|XP_023169593.2|DHYD	LOC5572380|XP_021694486.1|AAEG
OG0000779	LOC111603369|XP_023176688.1|DHYD	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG
OG0000780	LOC115483424|XP_030081224.1|DHYD, LOC111600027|XP_030081223.1|DHYD	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG
OG0000781	LOC111605606|XP_023179989.1|DHYD, LOC111597617|XP_023168184.2|DHYD	LOC5576472|XP_021700484.1|AAEG
OG0000782	LOC111599810|XP_023171364.1|DHYD, LOC111596880|XP_023167097.1|DHYD	LOC5565070|XP_001649412.1|AAEG
OG0000783	LOC111597765|XP_023168390.1|DHYD, LOC111603539|XP_023176981.1|DHYD	LOC5565051|XP_001649399.1|AAEG
OG0000784	LOC111605186|XP_023179351.2|DHYD, LOC111601828|XP_023174422.1|DHYD	LOC5566654|XP_001651019.1|AAEG
OG0000785	LOC111599617|XP_023171077.2|DHYD	LOC5567616|XP_021713394.1|AAEG
OG0000786	LOC111603492|XP_023176864.1|DHYD	LOC5575790|XP_021693483.1|AAEG
OG0000787	LOC111605676|XP_023180110.2|DHYD	LOC5574159|XP_001655068.1|AAEG
OG0000788	LOC111602901|XP_023176006.1|DHYD	LOC5575938|XP_021699162.1|AAEG
OG0000789	LOC111602289|XP_023175057.2|DHYD	LOC5570933|XP_001659405.2|AAEG
OG0000790	LOC111595996|XP_023165763.1|DHYD, LOC111595995|XP_023165760.1|DHYD	LOC5572784|XP_001654187.2|AAEG
OG0000791	LOC111604253|XP_023178009.1|DHYD	LOC5577917|XP_021702814.1|AAEG
OG0000792	LOC111595832|XP_023165507.2|DHYD	LOC110675237|XP_021695378.1|AAEG
OG0000793	LOC111596696|XP_023166780.1|DHYD	LOC5570063|XP_001653054.1|AAEG
OG0000794	LOC111593988|XP_023162847.2|DHYD	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG, LOC5578432|XP_021705735.1|AAEG
OG0000795	LOC111604041|XP_023177664.1|DHYD, LOC111598502|XP_023169536.2|DHYD	LOC5568843|XP_001652571.1|AAEG
OG0000796	LOC111602793|XP_023175834.1|DHYD, LOC111598156|XP_023169009.1|DHYD	LOC5568998|XP_021709572.1|AAEG
OG0000797	LOC111603429|XP_023176782.1|DHYD	LOC5571755|XP_001653781.1|AAEG
OG0000798	LOC111599738|XP_023171266.1|DHYD, LOC111599668|XP_023171141.2|DHYD	LOC5573757|XP_021708658.1|AAEG
OG0000799	LOC111602034|XP_023174701.1|DHYD	LOC5575386|XP_001655738.1|AAEG
OG0000800	LOC111592310|XP_023160185.1|DHYD, LOC111592307|XP_023160183.1|DHYD, LOC111592306|XP_023160181.2|DHYD	LOC5563996|XP_021707646.1|AAEG
OG0000801	LOC111593229|XP_023161653.1|DHYD	LOC5568707|XP_001652531.1|AAEG
OG0000802	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD	LOC5567358|XP_001657370.2|AAEG
OG0000810	LOC111593812|XP_023162609.2|DHYD, LOC115483386|XP_030080990.1|DHYD	LOC5578919|XP_001657205.2|AAEG
OG0000811	LOC111598739|XP_023169906.2|DHYD, LOC111605280|XP_023179492.2|DHYD	LOC5566120|XP_001650490.2|AAEG
OG0000812	LOC111600182|XP_023171953.1|DHYD	LOC5568127|XP_021696627.1|AAEG
OG0000813	LOC111599215|XP_030080392.1|DHYD	LOC5576046|XP_001662369.1|AAEG
OG0000814	LOC111594183|XP_023163134.1|DHYD	LOC5567710|XP_001651876.1|AAEG
OG0000815	LOC111599074|XP_023170372.2|DHYD	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG
OG0000816	LOC111602802|XP_023175862.2|DHYD	LOC5564019|XP_021702806.1|AAEG
OG0000817	LOC111600289|XP_023172109.1|DHYD, LOC111600290|XP_023172110.2|DHYD	LOC5579022|XP_001664202.1|AAEG
