Orthogroup	DHYD.longest_only	CPIP.longest_only
OG0000766	LOC111593770|XP_023162558.2|DHYD, LOC111598124|XP_023168951.1|DHYD	LOC120414850|XP_039432108.1|CPIP
OG0000767	LOC111603555|XP_023176956.2|DHYD, LOC111605085|XP_023179189.2|DHYD	LOC120423444|XP_039443195.1|CPIP
OG0000768	LOC111592326|XP_023160219.1|DHYD	LOC120421500|XP_039440653.1|CPIP
OG0000769	LOC111602937|XP_030080831.1|DHYD, LOC111596866|XP_023167077.1|DHYD	LOC120412516|XP_039428946.1|CPIP
OG0000770	LOC111595314|XP_023164737.2|DHYD	LOC120432659|XP_039453839.1|CPIP, LOC120413150|XP_039429790.1|CPIP, LOC120432661|XP_039453841.1|CPIP
OG0000771	LOC111601570|XP_023173987.1|DHYD	LOC120422224|XP_039441543.1|CPIP, LOC120431658|XP_039452697.1|CPIP
OG0000779	LOC111603369|XP_023176688.1|DHYD	LOC120429662|XP_039450626.1|CPIP, LOC120416907|XP_039434740.1|CPIP, LOC120421811|XP_039441023.1|CPIP, LOC120430888|XP_039451974.1|CPIP, LOC120424409|XP_039444448.1|CPIP
OG0000780	LOC115483424|XP_030081224.1|DHYD, LOC111600027|XP_030081223.1|DHYD	LOC120418409|XP_039436760.1|CPIP, LOC120418035|XP_039436253.1|CPIP, LOC120418333|XP_039436646.1|CPIP
OG0000781	LOC111605606|XP_023179989.1|DHYD, LOC111597617|XP_023168184.2|DHYD	LOC120414167|XP_039431153.1|CPIP
OG0000782	LOC111599810|XP_023171364.1|DHYD, LOC111596880|XP_023167097.1|DHYD	LOC120425469|XP_039445938.1|CPIP
OG0000783	LOC111597765|XP_023168390.1|DHYD, LOC111603539|XP_023176981.1|DHYD	LOC120425480|XP_039445951.1|CPIP
OG0000784	LOC111605186|XP_023179351.2|DHYD, LOC111601828|XP_023174422.1|DHYD	LOC120428957|XP_039450028.1|CPIP
OG0000785	LOC111599617|XP_023171077.2|DHYD	LOC120425382|XP_039445831.1|CPIP, LOC120425381|XP_039445830.1|CPIP
OG0000786	LOC111603492|XP_023176864.1|DHYD	LOC120429815|XP_039450805.1|CPIP
OG0000787	LOC111605676|XP_023180110.2|DHYD	LOC120430342|XP_039451379.1|CPIP
OG0000788	LOC111602901|XP_023176006.1|DHYD	LOC120416496|XP_039434146.1|CPIP
OG0000789	LOC111602289|XP_023175057.2|DHYD	LOC120414727|XP_039431965.1|CPIP
OG0000790	LOC111595996|XP_023165763.1|DHYD, LOC111595995|XP_023165760.1|DHYD	LOC120412832|XP_039429373.1|CPIP
OG0000791	LOC111604253|XP_023178009.1|DHYD	LOC120421987|XP_039441235.1|CPIP, LOC120415555|XP_039433063.1|CPIP
OG0000792	LOC111595832|XP_023165507.2|DHYD	LOC120415597|XP_039433125.1|CPIP
OG0000793	LOC111596696|XP_023166780.1|DHYD	LOC120423637|XP_039443443.1|CPIP
OG0000794	LOC111593988|XP_023162847.2|DHYD	LOC120430634|XP_039451663.1|CPIP, LOC120430632|XP_039451661.1|CPIP, LOC120431042|XP_039452127.1|CPIP, LOC120430630|XP_039451659.1|CPIP, LOC120431043|XP_039452128.1|CPIP
OG0000796	LOC111602793|XP_023175834.1|DHYD, LOC111598156|XP_023169009.1|DHYD	LOC120432573|XP_039453733.1|CPIP
OG0000797	LOC111603429|XP_023176782.1|DHYD	LOC120414099|XP_039431056.1|CPIP, LOC120419430|XP_039438042.1|CPIP
OG0000798	LOC111599738|XP_023171266.1|DHYD, LOC111599668|XP_023171141.2|DHYD	LOC120415294|XP_039432697.1|CPIP
OG0000799	LOC111602034|XP_023174701.1|DHYD	LOC120424434|XP_039444488.1|CPIP, LOC120428134|XP_039449050.1|CPIP
OG0000801	LOC111593229|XP_023161653.1|DHYD	LOC120431544|XP_039452587.1|CPIP
OG0000802	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD	LOC120419165|XP_039437749.1|CPIP, LOC120419161|XP_039437744.1|CPIP, LOC120419173|XP_039437760.1|CPIP
OG0000803	LOC111601618|XP_023174056.2|DHYD, LOC111597531|XP_023168076.1|DHYD	LOC120412688|XP_039429199.1|CPIP
OG0000810	LOC111593812|XP_023162609.2|DHYD, LOC115483386|XP_030080990.1|DHYD	LOC120430093|XP_039451114.1|CPIP, LOC120424339|XP_039444365.1|CPIP
OG0000811	LOC111598739|XP_023169906.2|DHYD, LOC111605280|XP_023179492.2|DHYD	LOC120430979|XP_039452051.1|CPIP
OG0000812	LOC111600182|XP_023171953.1|DHYD	LOC120427000|XP_039447755.1|CPIP
OG0000813	LOC111599215|XP_030080392.1|DHYD	LOC120416571|XP_039434239.1|CPIP
OG0000814	LOC111594183|XP_023163134.1|DHYD	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP
OG0000815	LOC111599074|XP_023170372.2|DHYD	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP
OG0000816	LOC111602802|XP_023175862.2|DHYD	LOC120415564|XP_039433070.1|CPIP
OG0000817	LOC111600289|XP_023172109.1|DHYD, LOC111600290|XP_023172110.2|DHYD	LOC120432393|XP_039453522.1|CPIP
OG0000818	LOC111593432|XP_023161946.2|DHYD, LOC111594237|XP_023163213.1|DHYD, LOC111594241|XP_030080265.1|DHYD	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP
OG0000820	LOC111601041|XP_023173262.1|DHYD, LOC111600099|XP_023171828.1|DHYD	LOC120418431|XP_039436744.1|CPIP
OG0000821	LOC111596653|XP_023166726.2|DHYD, LOC111595515|XP_023165063.1|DHYD	LOC120414923|XP_039432191.1|CPIP
OG0000822	LOC111599008|XP_023170290.1|DHYD	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP
OG0000831	LOC111594304|XP_023163310.2|DHYD	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP
OG0000832	LOC111594011|XP_023162876.1|DHYD, LOC111603652|XP_023177103.2|DHYD	LOC120421010|XP_039440062.1|CPIP
OG0000833	LOC111592289|XP_023160160.2|DHYD	LOC120422698|XP_039442145.1|CPIP
OG0000834	LOC111597801|XP_023168453.2|DHYD, LOC111597802|XP_023168455.1|DHYD	LOC120418860|XP_039437327.1|CPIP
OG0000836	LOC111603869|XP_023177444.1|DHYD	LOC120415979|XP_039433566.1|CPIP
OG0000839	LOC111604820|XP_023178810.2|DHYD, LOC111601448|XP_023173792.2|DHYD	LOC120413954|XP_039430891.1|CPIP
OG0000840	LOC111592527|XP_023160599.2|DHYD, LOC111593987|XP_023162845.1|DHYD	LOC120423439|XP_039443189.1|CPIP
OG0000841	LOC111598493|XP_023169523.2|DHYD	LOC120421143|XP_039440270.1|CPIP
OG0000843	LOC111600100|XP_030081241.1|DHYD	LOC120431268|XP_039452336.1|CPIP
OG0000844	LOC111603601|XP_023177028.1|DHYD	LOC120414979|XP_039432248.1|CPIP
OG0000845	LOC111602427|XP_023175234.2|DHYD	LOC120417392|XP_039435347.1|CPIP, LOC120417419|XP_039435396.1|CPIP
OG0000854	LOC111596711|XP_023166799.1|DHYD	LOC120432213|XP_039453307.1|CPIP
OG0000855	LOC111596692|XP_023167190.1|DHYD	LOC120419350|XP_039437982.1|CPIP
OG0000856	LOC111605741|XP_030078605.1|DHYD	LOC120421057|XP_039440135.1|CPIP
OG0000857	LOC111600183|XP_023171956.2|DHYD	LOC120424313|XP_039444331.1|CPIP, LOC120418642|XP_039437022.1|CPIP
OG0000858	LOC111594489|XP_023163566.2|DHYD	LOC120426684|XP_039447392.1|CPIP
OG0000860	LOC111591932|XP_023159631.2|DHYD	LOC120428391|XP_039449328.1|CPIP
OG0000861	LOC111593891|XP_023162726.2|DHYD	LOC120428748|XP_039449764.1|CPIP
OG0000862	LOC111597955|XP_023168687.1|DHYD	LOC120418915|XP_039437380.1|CPIP
OG0000863	LOC111603621|XP_023177059.2|DHYD, LOC111593340|XP_023161819.2|DHYD, LOC111594125|XP_023163055.1|DHYD	LOC120412605|XP_039429087.1|CPIP
OG0000865	LOC115482964|XP_030079343.1|DHYD, LOC111598443|XP_023169452.2|DHYD, LOC111603467|XP_023176824.2|DHYD	LOC120423669|XP_039443489.1|CPIP
OG0000866	LOC111595850|XP_023165528.2|DHYD	LOC120422619|XP_039442049.1|CPIP
OG0000867	LOC111598972|XP_023170234.2|DHYD, LOC111594407|XP_023163451.1|DHYD	LOC120413111|XP_039429751.1|CPIP
OG0000868	LOC111604964|XP_023179016.1|DHYD	LOC120419336|XP_039437941.1|CPIP, LOC120414763|XP_039432009.1|CPIP
OG0000869	LOC111603414|XP_023176764.2|DHYD, LOC111603419|XP_023176769.1|DHYD, LOC111603417|XP_023176766.1|DHYD, LOC111603430|XP_023176783.2|DHYD, LOC111603418|XP_023176768.2|DHYD	LOC120431030|XP_039452116.1|CPIP
OG0000871	LOC111595570|XP_023165135.1|DHYD	LOC120416744|XP_039434513.1|CPIP
OG0000872	LOC111595960|XP_023165700.1|DHYD, LOC111600085|XP_023171792.1|DHYD	LOC120418438|XP_039436780.1|CPIP
OG0000873	LOC111600930|XP_030078651.1|DHYD	LOC120414951|XP_039432215.1|CPIP, LOC120423917|XP_039443832.1|CPIP, LOC120414941|XP_039432205.1|CPIP
OG0000874	LOC111593252|XP_023161684.2|DHYD	LOC120423682|XP_039443508.1|CPIP
OG0000875	LOC111601340|XP_023173637.1|DHYD, LOC111598850|XP_023170053.1|DHYD, LOC111592327|XP_023160220.1|DHYD	LOC120429100|XP_039450197.1|CPIP
OG0000882	LOC111596542|XP_023166582.1|DHYD	LOC120415611|XP_039433139.1|CPIP
OG0000884	LOC111597524|XP_023168070.2|DHYD	LOC120427201|XP_039447995.1|CPIP
OG0000885	LOC111601408|XP_023173734.1|DHYD	LOC120424055|XP_039444010.1|CPIP, LOC120424044|XP_039444000.1|CPIP, LOC120424045|XP_039444001.1|CPIP
OG0000887	LOC111593634|XP_023162274.2|DHYD	LOC120420686|XP_039439715.1|CPIP, LOC120420673|XP_039439704.1|CPIP, LOC120425775|XP_039446321.1|CPIP
OG0000888	LOC111596521|XP_030081178.1|DHYD, LOC111601464|XP_023173813.2|DHYD	LOC120412402|XP_039428795.1|CPIP
OG0000889	LOC111597555|XP_023168120.1|DHYD	LOC120418561|XP_039436926.1|CPIP
OG0000890	LOC111604129|XP_023177817.2|DHYD	LOC120422694|XP_039442137.1|CPIP
OG0000891	LOC111601133|XP_023173368.1|DHYD	LOC120413113|XP_039429753.1|CPIP
OG0000892	LOC111605703|XP_023180149.1|DHYD	LOC120428476|XP_039449427.1|CPIP
OG0000893	LOC111603400|XP_030081730.1|DHYD	LOC120414042|XP_039431000.1|CPIP, LOC120415367|XP_039432803.1|CPIP, LOC120413619|XP_039430463.1|CPIP, LOC120414024|XP_039430983.1|CPIP, LOC120414031|XP_039430990.1|CPIP, LOC120413628|XP_039430476.1|CPIP
OG0000894	LOC111592386|XP_023160329.2|DHYD, LOC111603565|XP_023176979.1|DHYD	LOC120412970|XP_039429552.1|CPIP
OG0000895	LOC111600689|XP_023172710.2|DHYD, LOC111600695|XP_023172717.2|DHYD	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP
OG0000896	LOC111602033|XP_030079545.1|DHYD	LOC120422176|XP_039441485.1|CPIP
OG0000907	LOC111600102|XP_023171831.1|DHYD	LOC120422532|XP_039441927.1|CPIP
OG0000909	LOC111602822|XP_023175898.1|DHYD	LOC120424456|XP_039444523.1|CPIP
OG0000910	LOC111596877|XP_023167093.2|DHYD, LOC111601296|XP_023173576.1|DHYD	LOC120432597|XP_039453770.1|CPIP
OG0000911	LOC111595624|XP_023165202.1|DHYD	LOC120417462|XP_039435459.1|CPIP
OG0000912	LOC111593528|XP_023162089.1|DHYD	LOC120418557|XP_039436921.1|CPIP
OG0000913	LOC111595095|XP_023164428.2|DHYD	LOC120418826|XP_039437276.1|CPIP
OG0000914	LOC111593570|XP_023162200.1|DHYD	LOC120418298|XP_039436562.1|CPIP, LOC120418292|XP_039436556.1|CPIP, LOC120418291|XP_039436554.1|CPIP, LOC120418294|XP_039436558.1|CPIP, LOC120418293|XP_039436557.1|CPIP, LOC120419858|XP_039438629.1|CPIP
OG0000915	LOC111600704|XP_023172729.2|DHYD	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP
OG0000916	LOC111596228|XP_030080351.1|DHYD	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP
OG0000917	LOC111598523|XP_030081590.1|DHYD, LOC111599399|XP_030079268.1|DHYD	LOC120414568|XP_039431721.1|CPIP
OG0000918	LOC111594098|XP_023163018.2|DHYD	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP
OG0000920	LOC111600229|XP_023172024.1|DHYD	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP
OG0000921	LOC111593394|XP_030079432.1|DHYD	LOC120413978|XP_039430918.1|CPIP
OG0000922	LOC111596016|XP_023165808.1|DHYD	LOC120422036|XP_039441299.1|CPIP
OG0000923	LOC111604969|XP_023179027.2|DHYD	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP
OG0000924	LOC111598118|XP_023168943.2|DHYD	LOC120418575|XP_039436954.1|CPIP
OG0000925	LOC111602003|XP_023174659.1|DHYD	LOC120423899|XP_039443814.1|CPIP, LOC120423887|XP_039443795.1|CPIP
OG0000935	LOC111603562|XP_023176970.2|DHYD	LOC120413347|XP_039430059.1|CPIP
OG0000936	LOC111600846|XP_023172918.1|DHYD, LOC111605035|XP_023179138.1|DHYD	LOC120424541|XP_039444639.1|CPIP
OG0000937	LOC111603287|XP_023176568.2|DHYD	LOC120421436|XP_039440578.1|CPIP, LOC120423044|XP_039442646.1|CPIP
OG0000938	LOC111598130|XP_023168959.1|DHYD	LOC120418068|XP_039436262.1|CPIP
OG0000939	LOC111592903|XP_023161118.1|DHYD	LOC120429750|XP_039451052.1|CPIP
OG0000941	LOC111594257|XP_023163246.1|DHYD, LOC111595857|XP_023165540.1|DHYD	LOC120416887|XP_039434719.1|CPIP
OG0000942	LOC111594382|XP_023163416.2|DHYD	LOC120420666|XP_039439697.1|CPIP
OG0000943	LOC111600602|XP_023172564.1|DHYD	LOC120419988|XP_039438800.1|CPIP
OG0000944	LOC111605014|XP_023179111.1|DHYD, LOC111601506|XP_023173868.1|DHYD	LOC120414476|XP_039431604.1|CPIP
OG0000945	LOC111596888|XP_023167106.2|DHYD, LOC115482987|XP_030079477.1|DHYD	LOC120422285|XP_039441609.1|CPIP
OG0000946	LOC111599327|XP_023170716.2|DHYD	LOC120428439|XP_039449389.1|CPIP, LOC120427626|XP_039448449.1|CPIP
OG0000947	LOC111600133|XP_023171873.2|DHYD	LOC120427061|XP_039447834.1|CPIP, LOC120421155|XP_039440279.1|CPIP, LOC120421145|XP_039440268.1|CPIP, LOC120421144|XP_039440267.1|CPIP
OG0000948	LOC111601083|XP_023173277.1|DHYD	LOC120413180|XP_039429827.1|CPIP
OG0000949	LOC111602432|XP_023175239.2|DHYD	LOC120419243|XP_039437835.1|CPIP, LOC120419259|XP_039437851.1|CPIP
OG0000950	LOC111591996|XP_023159725.2|DHYD, LOC111602682|XP_023175670.1|DHYD	LOC120423626|XP_039443431.1|CPIP
OG0000951	LOC111601478|XP_023173833.1|DHYD, LOC111598832|XP_023170035.1|DHYD	LOC120424899|XP_039445123.1|CPIP, LOC120432196|XP_039453284.1|CPIP
OG0000952	LOC111602441|XP_023175263.1|DHYD	LOC120417629|XP_039435675.1|CPIP
OG0000963	LOC111603160|XP_023176406.1|DHYD	LOC120432205|XP_039453301.1|CPIP, LOC120432197|XP_039453288.1|CPIP, LOC120432186|XP_039453264.1|CPIP
OG0000964	LOC111595516|XP_030082039.1|DHYD	LOC120432247|XP_039453355.1|CPIP, LOC120425740|XP_039446280.1|CPIP
OG0000965	LOC111603225|XP_023176497.2|DHYD, LOC111603084|XP_023176311.2|DHYD	LOC120412464|XP_039428876.1|CPIP
OG0000966	LOC111592182|XP_023160016.1|DHYD	LOC120418083|XP_039436275.1|CPIP, LOC120419866|XP_039438651.1|CPIP
OG0000969	LOC111592490|XP_023160482.1|DHYD	LOC120422701|XP_039442146.1|CPIP
OG0000970	LOC111594966|XP_023164232.1|DHYD	LOC120412746|XP_039429272.1|CPIP, LOC120414836|XP_039432096.1|CPIP, LOC120416782|XP_039434584.1|CPIP
OG0000971	LOC111601135|XP_023173370.1|DHYD	LOC120412655|XP_039429144.1|CPIP, LOC120420893|XP_039439948.1|CPIP
OG0000972	LOC111596947|XP_023167171.1|DHYD	LOC120415719|XP_039433248.1|CPIP
OG0000973	LOC111601622|XP_023174058.1|DHYD	LOC120415145|XP_039432513.1|CPIP, LOC120415146|XP_039432515.1|CPIP, LOC120429862|XP_039450871.1|CPIP
OG0000974	LOC111597477|XP_023167994.2|DHYD	LOC120415931|XP_039433510.1|CPIP, LOC120415915|XP_039433495.1|CPIP, LOC120415929|XP_039433509.1|CPIP, LOC120415934|XP_039433514.1|CPIP, LOC120415935|XP_039433515.1|CPIP
OG0000975	LOC111604558|XP_023178420.1|DHYD	LOC120424400|XP_039444433.1|CPIP
OG0000978	LOC111593607|XP_023162236.1|DHYD	LOC120414919|XP_039432185.1|CPIP
OG0000988	LOC111594899|XP_023164156.2|DHYD, LOC111597315|XP_023167712.2|DHYD, LOC111593241|XP_023161662.2|DHYD, LOC111603766|XP_023177268.2|DHYD	LOC120421063|XP_039440142.1|CPIP
OG0000990	LOC111591970|XP_023159685.1|DHYD	LOC120420232|XP_039439155.1|CPIP
OG0000991	LOC111597532|XP_023168084.2|DHYD	LOC120422538|XP_039441935.1|CPIP, LOC120417786|XP_039435882.1|CPIP
OG0000992	LOC111596603|XP_023166653.1|DHYD	LOC120423852|XP_039443737.1|CPIP
OG0000993	LOC111594464|XP_023163532.2|DHYD	LOC120430226|XP_039451240.1|CPIP
OG0000994	LOC111600340|XP_023172172.2|DHYD	LOC120424677|XP_039444787.1|CPIP, LOC120424619|XP_039444717.1|CPIP
OG0000994	LOC111596479|XP_023166504.1|DHYD	LOC120424683|XP_039444794.1|CPIP, LOC120424625|XP_039444724.1|CPIP
OG0000995	LOC111601960|XP_023174602.2|DHYD	LOC120427566|XP_039448374.1|CPIP
OG0000996	LOC111603111|XP_023176348.2|DHYD, LOC111603350|XP_023176667.1|DHYD	LOC120427074|XP_039447850.1|CPIP
OG0000997	LOC111598802|XP_030080966.1|DHYD, LOC115483382|XP_030080965.1|DHYD	LOC120420924|XP_039439987.1|CPIP
OG0000998	LOC111601079|XP_023173274.2|DHYD, LOC111601016|XP_030079456.1|DHYD	LOC120424650|XP_039444755.1|CPIP, LOC120424647|XP_039444749.1|CPIP
OG0000999	LOC111604040|XP_023177663.1|DHYD	LOC120423615|XP_039443416.1|CPIP
OG0001000	LOC111599998|XP_023171666.2|DHYD	LOC120424549|XP_039444648.1|CPIP
OG0001001	LOC111600889|XP_023172994.2|DHYD	LOC120419379|XP_039437985.1|CPIP, LOC120419368|XP_039437971.1|CPIP, LOC120428792|XP_039449824.1|CPIP
OG0001002	LOC111595595|XP_023165176.2|DHYD	LOC120420795|XP_039439844.1|CPIP, LOC120420762|XP_039439801.1|CPIP, LOC120419729|XP_039438460.1|CPIP
OG0001003	LOC111598583|XP_023169657.1|DHYD	LOC120417872|XP_039436027.1|CPIP
OG0001004	LOC111593325|XP_023161802.1|DHYD	LOC120427940|XP_039448820.1|CPIP
OG0001006	LOC111605737|XP_023180206.1|DHYD	LOC120412343|XP_039428677.1|CPIP
OG0001007	LOC111597641|XP_023168217.1|DHYD, LOC111601124|XP_023173346.1|DHYD	LOC120412364|XP_039428722.1|CPIP
OG0001008	LOC111598835|XP_023170040.1|DHYD	LOC120425096|XP_039445425.1|CPIP
OG0001009	LOC111595166|XP_023164514.1|DHYD	LOC120422414|XP_039441762.1|CPIP
OG0001019	LOC111603273|XP_023176554.2|DHYD	LOC120431968|XP_039453040.1|CPIP, LOC120426070|XP_039446688.1|CPIP, LOC120420148|XP_039439078.1|CPIP
OG0001020	LOC111593037|XP_023161372.1|DHYD	LOC120432292|XP_039453413.1|CPIP, LOC120432291|XP_039453412.1|CPIP, LOC120432246|XP_039453354.1|CPIP, LOC120432290|XP_039453411.1|CPIP
OG0001021	LOC111602188|XP_023174916.1|DHYD	LOC120414374|XP_039431472.1|CPIP, LOC120415238|XP_039432635.1|CPIP, LOC120422475|XP_039441864.1|CPIP, LOC120422464|XP_039441851.1|CPIP
OG0001022	LOC111595966|XP_023165710.1|DHYD	LOC120418094|XP_039436296.1|CPIP, LOC120419901|XP_039438703.1|CPIP
OG0001024	LOC111597763|XP_023168386.2|DHYD	LOC120427860|XP_039448711.1|CPIP, LOC120418640|XP_039437020.1|CPIP
OG0001025	LOC111605185|XP_023179350.2|DHYD	LOC120425358|XP_039445799.1|CPIP, LOC120429619|XP_039450584.1|CPIP
OG0001026	LOC111604784|XP_023178764.1|DHYD, LOC111595617|XP_023165191.2|DHYD	LOC120422301|XP_039441626.1|CPIP, LOC120422302|XP_039441627.1|CPIP
OG0001027	LOC111592330|XP_023160224.2|DHYD	LOC120416048|XP_039433643.1|CPIP, LOC120423608|XP_039443408.1|CPIP, LOC120423611|XP_039443410.1|CPIP, LOC120416052|XP_039433646.1|CPIP
OG0001028	LOC111601190|XP_023173437.1|DHYD	LOC120427120|XP_039447907.1|CPIP, LOC120425132|XP_039445491.1|CPIP
OG0001031	LOC111592072|XP_023159847.2|DHYD	LOC120422610|XP_039442034.1|CPIP
OG0001032	LOC111600874|XP_030079107.1|DHYD	LOC120420748|XP_039439778.1|CPIP
OG0001033	LOC111599388|XP_030080951.1|DHYD, LOC111592151|XP_023159966.2|DHYD	LOC120412515|XP_039428945.1|CPIP
OG0001042	LOC111601970|XP_023174611.1|DHYD	LOC120415636|XP_039433169.1|CPIP, LOC120415634|XP_039433167.1|CPIP
OG0001043	LOC111601914|XP_023174529.2|DHYD, LOC111603888|XP_030079064.1|DHYD	LOC120428461|XP_039449409.1|CPIP, LOC120428460|XP_039449408.1|CPIP
OG0001044	LOC111604089|XP_023177752.2|DHYD	LOC120430637|XP_039451667.1|CPIP, LOC120414295|XP_039431364.1|CPIP, LOC120431058|XP_039452146.1|CPIP, LOC120423322|XP_039443017.1|CPIP, LOC120426241|XP_039446912.1|CPIP
OG0001045	LOC111602559|XP_023175483.1|DHYD	LOC120418895|XP_039437360.1|CPIP, LOC120418897|XP_039437362.1|CPIP, LOC120418896|XP_039437361.1|CPIP
OG0001046	LOC111597088|XP_023167391.1|DHYD	LOC120414288|XP_039431353.1|CPIP
OG0001047	LOC111594070|XP_023162977.1|DHYD	LOC120419261|XP_039437850.1|CPIP
OG0001048	LOC111601279|XP_023173565.2|DHYD	LOC120427460|XP_039448272.1|CPIP, LOC120415347|XP_039432770.1|CPIP, LOC120415491|XP_039432993.1|CPIP
OG0001049	LOC111602200|XP_023174939.2|DHYD, LOC111599655|XP_030079633.1|DHYD	LOC120418908|XP_039437369.1|CPIP
OG0001050	LOC111592440|XP_023160392.2|DHYD	LOC120424973|XP_039445263.1|CPIP
OG0001051	LOC111594721|XP_023163919.2|DHYD	LOC120428680|XP_039449673.1|CPIP
OG0001052	LOC111598952|XP_023170204.1|DHYD	LOC120423094|XP_039442705.1|CPIP
OG0001053	LOC111591852|XP_023163555.2|DHYD	LOC120414310|XP_039431383.1|CPIP
OG0001054	LOC111599985|XP_023171651.2|DHYD	LOC120426826|XP_039447547.1|CPIP
OG0001056	LOC111596896|XP_023167150.1|DHYD	LOC120418272|XP_039436525.1|CPIP
OG0001057	LOC111605487|XP_023179797.1|DHYD, LOC111600362|XP_023172205.1|DHYD	LOC120430572|XP_039451611.1|CPIP
OG0001058	LOC111605028|XP_030079427.1|DHYD	LOC120416636|XP_039434382.1|CPIP
OG0001073	LOC111600626|XP_030080589.1|DHYD	LOC120431391|XP_039452478.1|CPIP
OG0001074	LOC111593856|XP_023162671.1|DHYD	LOC120414966|XP_039432232.1|CPIP
OG0001077	LOC111598600|XP_023169684.1|DHYD	LOC120425417|XP_039445881.1|CPIP
OG0001078	LOC111596168|XP_030080028.1|DHYD	LOC120417092|XP_039435005.1|CPIP, LOC120418041|XP_039436223.1|CPIP
OG0001079	LOC111597427|XP_023167893.1|DHYD	LOC120413721|XP_039430582.1|CPIP
OG0001080	LOC111598791|XP_030081448.1|DHYD	LOC120424184|XP_039444173.1|CPIP
OG0001081	LOC111600630|XP_023172601.2|DHYD, LOC111597669|XP_023168261.1|DHYD	LOC120424185|XP_039444176.1|CPIP, LOC120422819|XP_039442287.1|CPIP
OG0001082	LOC111602104|XP_023174810.1|DHYD	LOC120422638|XP_039442070.1|CPIP
OG0001083	LOC111601576|XP_023173995.2|DHYD	LOC120424383|XP_039444416.1|CPIP
OG0001084	LOC111597682|XP_023168280.2|DHYD	LOC120414378|XP_039431483.1|CPIP, LOC120428045|XP_039448942.1|CPIP, LOC120415730|XP_039433256.1|CPIP
OG0001085	LOC111600887|XP_023172993.1|DHYD	LOC120429944|XP_039450976.1|CPIP
OG0001086	LOC111596988|XP_023167247.1|DHYD	LOC120420100|XP_039438981.1|CPIP
OG0001087	LOC111592652|XP_023160768.2|DHYD	LOC120412412|XP_039428808.1|CPIP
OG0001088	LOC111592741|XP_023160907.2|DHYD	LOC120418521|XP_039436891.1|CPIP, LOC120414624|XP_039431791.1|CPIP
OG0001089	LOC111595304|XP_030079466.1|DHYD	LOC120424839|XP_039445003.1|CPIP
OG0001090	LOC111601573|XP_023173993.1|DHYD	LOC120423504|XP_039443279.1|CPIP, LOC120423512|XP_039443287.1|CPIP, LOC120431958|XP_039453026.1|CPIP, LOC120423513|XP_039443290.1|CPIP
OG0001091	LOC111597530|XP_023168075.2|DHYD	LOC120421916|XP_039441151.1|CPIP, LOC120421906|XP_039441142.1|CPIP, LOC120421891|XP_039441118.1|CPIP, LOC120421900|XP_039441132.1|CPIP
OG0001092	LOC115483323|XP_030080569.1|DHYD, LOC111599007|XP_023170289.1|DHYD	LOC120413539|XP_039430351.1|CPIP
OG0001093	LOC111600392|XP_030080539.1|DHYD	LOC120413540|XP_039430353.1|CPIP
OG0001094	LOC111600412|XP_023172260.2|DHYD, LOC111600341|XP_023172173.2|DHYD	LOC120413630|XP_039430474.1|CPIP
OG0001095	LOC111592309|XP_023160184.2|DHYD	LOC120417378|XP_039435329.1|CPIP, LOC120417361|XP_039435306.1|CPIP, LOC120417357|XP_039435303.1|CPIP
OG0001096	LOC111599308|XP_030079192.1|DHYD	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP, LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP
OG0001097	LOC111594654|XP_023163822.1|DHYD	LOC120415700|XP_039433225.1|CPIP
OG0001099	LOC111594368|XP_023163401.1|DHYD, LOC115483759|XP_030081864.1|DHYD, LOC111594386|XP_023163421.2|DHYD, LOC115483741|XP_030081845.1|DHYD	LOC120419084|XP_039437601.1|CPIP
OG0001100	LOC111598705|XP_023169861.1|DHYD	LOC120415264|XP_039432666.1|CPIP
