Orthogroup	DHYD.longest_only	ASTE.longest_only
OG0001769	LOC111602300|XP_023175068.2|DHYD	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC111600845|XP_023172922.2|DHYD	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC111602499|XP_023175338.2|DHYD, LOC111602482|XP_023175313.1|DHYD	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC111597781|XP_023168414.1|DHYD	LOC118511057|XP_035909559.1|ASTE
OG0001774	LOC111593833|XP_023162639.2|DHYD	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001776	LOC111596281|XP_023166196.1|DHYD	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC111600698|XP_023172724.2|DHYD	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC111602536|XP_023175434.1|DHYD	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC111603983|XP_030079083.1|DHYD	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC115482829|XP_030078922.1|DHYD, LOC111600899|XP_023173008.1|DHYD	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC111600369|XP_023172213.2|DHYD	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC111594776|XP_023163994.2|DHYD	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC111600384|XP_023172229.1|DHYD	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC111595795|XP_023165453.2|DHYD	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC111605246|XP_023179451.2|DHYD	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC111600724|XP_023172768.2|DHYD	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC111601053|XP_030080281.1|DHYD	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC111595569|XP_023165134.2|DHYD	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC111593927|XP_023162774.1|DHYD, LOC111593133|XP_023161505.2|DHYD	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC111601111|XP_023173329.2|DHYD	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC111605415|XP_023179689.2|DHYD	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC111605541|XP_023179871.2|DHYD	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC111593288|XP_030081006.1|DHYD	LOC118513202|XP_035914586.1|ASTE
OG0001794	LOC111602535|XP_023175433.2|DHYD	LOC118514049|XP_035916437.1|ASTE
OG0001795	LOC111596272|XP_030079020.1|DHYD, LOC111594186|XP_030080498.1|DHYD	LOC118510682|XP_035908738.1|ASTE
OG0001797	LOC111598115|XP_023168940.1|DHYD	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE
OG0001798	LOC115482819|XP_030078842.1|DHYD, LOC111600584|XP_023172539.1|DHYD	LOC118504609|XP_035895179.1|ASTE
OG0001799	LOC111596867|XP_023167081.1|DHYD	LOC118502437|XP_035890558.1|ASTE
OG0001800	LOC111601898|XP_023174512.2|DHYD	LOC118506758|XP_035900245.1|ASTE
OG0001801	LOC111598745|XP_023169913.2|DHYD	LOC118504812|XP_035895709.1|ASTE
OG0001802	LOC111595302|XP_023164730.1|DHYD	LOC118517567|XP_035919704.1|ASTE
OG0001803	LOC111592379|XP_030078720.1|DHYD	LOC118505481|XP_035897192.1|ASTE
OG0001804	LOC111603589|XP_023177013.1|DHYD	LOC118502465|XP_035890589.1|ASTE
OG0001805	LOC111601024|XP_023173200.1|DHYD	LOC118506677|XP_035900025.1|ASTE
OG0001806	LOC111598897|XP_023170131.2|DHYD, LOC111593361|XP_030078732.1|DHYD	LOC118505362|XP_035896945.1|ASTE
OG0001808	LOC111604587|XP_023178463.1|DHYD	LOC118507956|XP_035903175.1|ASTE
OG0001809	LOC111600859|XP_023172946.2|DHYD	LOC118506690|XP_035900055.1|ASTE
OG0001810	LOC111599593|XP_023171044.2|DHYD	LOC118513263|XP_035914719.1|ASTE
OG0001811	LOC111593286|XP_023161727.2|DHYD	LOC118502528|XP_035890686.1|ASTE
OG0001812	LOC111604186|XP_023177949.1|DHYD	LOC118504326|XP_035894548.1|ASTE
OG0001814	LOC111596232|XP_023166120.2|DHYD	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE
OG0001815	LOC111604843|XP_023178843.2|DHYD	LOC118510989|XP_035909397.1|ASTE
OG0001816	LOC111599709|XP_023171208.1|DHYD, LOC111600168|XP_023171928.1|DHYD	LOC118504272|XP_035894399.1|ASTE
OG0001817	LOC111600143|XP_030081219.1|DHYD, LOC111600020|XP_030081215.1|DHYD	LOC118512394|XP_035912666.1|ASTE
OG0001818	LOC111605416|XP_023179694.2|DHYD	LOC118507139|XP_035901062.1|ASTE
OG0001819	LOC111597000|XP_023167269.2|DHYD	LOC118504802|XP_035895683.1|ASTE
OG0001820	LOC111602856|XP_023175939.1|DHYD	LOC118503962|XP_035893750.1|ASTE
OG0001821	LOC111593846|XP_023162660.2|DHYD	LOC118504871|XP_035895815.1|ASTE
OG0001822	LOC111593744|XP_023162505.1|DHYD	LOC118506228|XP_035898959.1|ASTE
OG0001823	LOC111604418|XP_023178242.1|DHYD	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE
OG0001824	LOC111596286|XP_023166208.2|DHYD	LOC118508277|XP_035903811.1|ASTE
OG0001825	LOC111594467|XP_023163557.2|DHYD	LOC118503934|XP_035893674.1|ASTE
OG0001826	LOC111600045|XP_023171738.1|DHYD	LOC118505312|XP_035896843.1|ASTE
OG0001827	LOC111592165|XP_023159986.2|DHYD	LOC118504777|XP_035895602.1|ASTE
OG0001828	LOC111593003|XP_023161297.2|DHYD, LOC111598712|XP_023169869.2|DHYD	LOC118505912|XP_035898264.1|ASTE
OG0001829	LOC111595434|XP_023164926.1|DHYD	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE
OG0001830	LOC111599663|XP_023171134.2|DHYD	LOC118505776|XP_035897940.1|ASTE
OG0001831	LOC111593520|XP_023162076.1|DHYD	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE
OG0001832	LOC115482747|XP_030079449.1|DHYD, LOC111592331|XP_023160246.1|DHYD	LOC118503535|XP_035892814.1|ASTE
OG0001833	LOC111596673|XP_023166745.2|DHYD, LOC111600091|XP_023171798.2|DHYD	LOC118503397|XP_035892492.1|ASTE
OG0001834	LOC115483096|XP_030080065.1|DHYD, LOC111605443|XP_023179728.2|DHYD	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE
OG0001837	LOC111598696|XP_023169830.2|DHYD, LOC111592785|XP_023160956.2|DHYD	LOC118509598|XP_035906281.1|ASTE
OG0001848	LOC111598636|XP_023169748.2|DHYD	LOC118513372|XP_035914900.1|ASTE
OG0001849	LOC111598355|XP_023169334.1|DHYD	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE
OG0001850	LOC111594139|XP_023163074.2|DHYD	LOC118509662|XP_035906527.1|ASTE
OG0001851	LOC111600230|XP_030079833.1|DHYD	LOC118509524|XP_035906130.1|ASTE
OG0001852	LOC115482982|XP_030079462.1|DHYD, LOC111601098|XP_023173302.2|DHYD	LOC118509475|XP_035906008.1|ASTE
OG0001854	LOC111604042|XP_023177665.2|DHYD	LOC118517529|XP_035919655.1|ASTE
OG0001855	LOC111594945|XP_023164210.1|DHYD	LOC118511958|XP_035911573.1|ASTE
OG0001856	LOC111603129|XP_023176371.1|DHYD	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE
OG0001857	LOC111593031|XP_023161365.2|DHYD	LOC118517503|XP_035919611.1|ASTE
OG0001858	LOC111603213|XP_030079318.1|DHYD	LOC118515515|XP_035917926.1|ASTE
OG0001859	LOC111603384|XP_023176711.1|DHYD	LOC118515902|XP_035917969.1|ASTE
OG0001860	LOC111599785|XP_023171327.2|DHYD	LOC118510558|XP_035908434.1|ASTE
OG0001861	LOC111600624|XP_023172594.1|DHYD	LOC118506584|XP_035899832.1|ASTE
OG0001862	LOC111604236|XP_023177981.2|DHYD	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE
OG0001863	LOC111598257|XP_023169200.1|DHYD	LOC118502521|XP_035890675.1|ASTE
OG0001864	LOC111602017|XP_023174682.2|DHYD	LOC118502696|XP_035891112.1|ASTE
OG0001865	LOC111600817|XP_023172886.1|DHYD, LOC111598300|XP_023169255.1|DHYD	LOC118510313|XP_035907844.1|ASTE
OG0001866	LOC111594523|XP_023163621.2|DHYD	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE
OG0001867	LOC111601092|XP_023173286.2|DHYD	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE
OG0001868	LOC111602214|XP_023174959.2|DHYD	LOC118517415|XP_035919411.1|ASTE
OG0001869	LOC111599767|XP_023171295.2|DHYD	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE
OG0001870	LOC111597332|XP_030078957.1|DHYD	LOC118505043|XP_035896191.1|ASTE
OG0001871	LOC111605448|XP_023179736.2|DHYD	LOC118511316|XP_035910126.1|ASTE
OG0001872	LOC111592477|XP_023160461.2|DHYD	LOC118517586|XP_035919758.1|ASTE
OG0001873	LOC111595801|XP_023165462.2|DHYD	LOC118502801|XP_035891314.1|ASTE
OG0001874	LOC111598573|XP_023169642.2|DHYD	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE
OG0001875	LOC111601977|XP_023174627.2|DHYD	LOC118505059|XP_035896232.1|ASTE
OG0001876	LOC111593726|XP_023162476.2|DHYD, LOC115483462|XP_030081404.1|DHYD	LOC118505620|XP_035897575.1|ASTE
OG0001877	LOC111605310|XP_023179537.1|DHYD	LOC118511185|XP_035909840.1|ASTE
OG0001878	LOC111605477|XP_023179778.1|DHYD	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE
OG0001879	LOC111598585|XP_023169663.2|DHYD	LOC118504755|XP_035895569.1|ASTE
OG0001880	LOC111601503|XP_023173865.1|DHYD	LOC118508454|XP_035904149.1|ASTE
OG0001881	LOC111602653|XP_023175594.1|DHYD	LOC118507542|XP_035902014.1|ASTE
OG0001882	LOC111597768|XP_030080617.1|DHYD	LOC118507538|XP_035902008.1|ASTE
OG0001883	LOC111599610|XP_023171065.2|DHYD	LOC118506779|XP_035900279.1|ASTE
OG0001884	LOC111600786|XP_023172844.2|DHYD	LOC118506780|XP_035900285.1|ASTE
OG0001885	LOC111602475|XP_023175305.1|DHYD, LOC111601163|XP_023173409.1|DHYD	LOC118512936|XP_035914012.1|ASTE
OG0001886	LOC111595707|XP_023165320.2|DHYD	LOC118502907|XP_035891521.1|ASTE
OG0001887	LOC111592118|XP_023159917.1|DHYD	LOC118502569|XP_035890784.1|ASTE
OG0001888	LOC111604798|XP_023178783.1|DHYD	LOC118502568|XP_035890783.1|ASTE
OG0001889	LOC111593042|XP_023161377.2|DHYD	LOC118502846|XP_035891435.1|ASTE
OG0001890	LOC111591873|XP_023159524.2|DHYD	LOC118505228|XP_035896649.1|ASTE
OG0001891	LOC111595977|XP_030080699.1|DHYD	LOC118505829|XP_035898072.1|ASTE
OG0001892	LOC111592630|XP_030079102.1|DHYD	LOC118507471|XP_035901866.1|ASTE
OG0001893	LOC111597811|XP_023168468.2|DHYD	LOC118517612|XP_035919801.1|ASTE
OG0001894	LOC111605297|XP_030079961.1|DHYD, LOC111599909|XP_023171502.1|DHYD	LOC118502737|XP_035891194.1|ASTE
OG0001895	LOC111594135|XP_023163066.2|DHYD	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE
OG0001896	LOC111596643|XP_023166706.1|DHYD	LOC118504211|XP_035894295.1|ASTE
OG0001897	LOC111603570|XP_023176984.1|DHYD	LOC118503289|XP_035892271.1|ASTE
OG0001898	LOC111596764|XP_023166881.2|DHYD	LOC118506902|XP_035900578.1|ASTE
OG0001899	LOC111604224|XP_023177962.1|DHYD	LOC118505189|XP_035896537.1|ASTE
OG0001900	LOC111605088|XP_023179193.2|DHYD	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE
OG0001901	LOC111596980|XP_023167232.2|DHYD	LOC118506440|XP_035899461.1|ASTE
OG0001902	LOC111597431|XP_023167896.2|DHYD	LOC118502669|XP_035891033.1|ASTE
OG0001903	LOC111595719|XP_023165338.1|DHYD	LOC118507507|XP_035901939.1|ASTE
OG0001904	LOC111603264|XP_023176544.2|DHYD	LOC118507779|XP_035902707.1|ASTE
OG0001905	LOC111600199|XP_023171982.1|DHYD, LOC111592196|XP_023160031.1|DHYD	LOC118508456|XP_035904151.1|ASTE
OG0001906	LOC111603514|XP_023176898.1|DHYD	LOC118504404|XP_035894725.1|ASTE
OG0001907	LOC111598868|XP_023170084.2|DHYD	LOC118505220|XP_035896630.1|ASTE
OG0001908	LOC111593235|XP_023161656.2|DHYD	LOC118503469|XP_035892656.1|ASTE
OG0001909	LOC111603120|XP_023176362.1|DHYD	LOC118507734|XP_035902596.1|ASTE
OG0001910	LOC111594619|XP_023163777.1|DHYD	LOC118511959|XP_035911574.1|ASTE
OG0001911	LOC111598651|XP_023169766.2|DHYD	LOC118502984|XP_035891662.1|ASTE
OG0001912	LOC111602587|XP_023175512.2|DHYD	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE
OG0001914	LOC111597178|XP_030080836.1|DHYD	LOC118503589|XP_035892926.1|ASTE
OG0001915	LOC111598669|XP_023169790.1|DHYD	LOC118512060|XP_035911813.1|ASTE
OG0001916	LOC111592402|XP_023160345.2|DHYD	LOC118511475|XP_035910503.1|ASTE
OG0001917	LOC111601710|XP_030080875.1|DHYD, LOC111601678|XP_023174145.2|DHYD	LOC118513127|XP_035914437.1|ASTE
OG0001918	LOC111598689|XP_023169822.2|DHYD	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE
OG0001919	LOC111600674|XP_023172692.1|DHYD	LOC118512184|XP_035912168.1|ASTE
OG0001920	LOC111596298|XP_023166223.2|DHYD, LOC111601461|XP_023173809.2|DHYD	LOC118512170|XP_035912147.1|ASTE
OG0001921	LOC111599696|XP_023171184.1|DHYD	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE
OG0001922	LOC111600878|XP_023172979.1|DHYD, LOC115482828|XP_030078921.1|DHYD	LOC118512105|XP_035911969.1|ASTE
OG0001923	LOC111601116|XP_023173332.2|DHYD	LOC118509818|XP_035906863.1|ASTE
OG0001924	LOC111594685|XP_023163872.2|DHYD	LOC118512164|XP_035912136.1|ASTE
OG0001926	LOC111601565|XP_023173979.1|DHYD, LOC111601589|XP_030081179.1|DHYD	LOC118510487|XP_035908262.1|ASTE
OG0001927	LOC111593553|XP_023162176.1|DHYD	LOC118510530|XP_035908368.1|ASTE
OG0001928	LOC111599775|XP_023171305.1|DHYD, LOC115483479|XP_030081493.1|DHYD	LOC118510560|XP_035908437.1|ASTE
OG0001929	LOC115483178|XP_030080196.1|DHYD, LOC111599851|XP_030081077.1|DHYD	LOC118510461|XP_035908189.1|ASTE
OG0001930	LOC111603156|XP_023176405.2|DHYD	LOC118508898|XP_035904629.1|ASTE
OG0001932	LOC111604760|XP_023178719.2|DHYD	LOC118510460|XP_035908185.1|ASTE
OG0001933	LOC111600565|XP_023172517.1|DHYD	LOC118509537|XP_035906156.1|ASTE
OG0001934	LOC111597456|XP_023167973.2|DHYD	LOC118509431|XP_035905913.1|ASTE
OG0001935	LOC111600468|XP_023172342.2|DHYD	LOC118513097|XP_035914391.1|ASTE
OG0001937	LOC111600913|XP_023173044.2|DHYD	LOC118509494|XP_035906042.1|ASTE
OG0001938	LOC111605265|XP_023179471.1|DHYD	LOC118509934|XP_035907157.1|ASTE
OG0001939	LOC111602116|XP_030079716.1|DHYD	LOC118509773|XP_035906805.1|ASTE
OG0001940	LOC111595322|XP_023164748.2|DHYD	LOC118509670|XP_035906552.1|ASTE
OG0001941	LOC111601412|XP_023173742.2|DHYD	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE
OG0001942	LOC111599892|XP_030079707.1|DHYD	LOC118511431|XP_035910415.1|ASTE
OG0001943	LOC111604668|XP_023178598.2|DHYD	LOC118511442|XP_035910434.1|ASTE
OG0001944	LOC115482992|XP_030079486.1|DHYD, LOC111596898|XP_023167116.1|DHYD	LOC118514250|XP_035916857.1|ASTE
OG0001945	LOC111599899|XP_023171490.2|DHYD	LOC118511792|XP_035911212.1|ASTE
OG0001946	LOC111593722|XP_023162461.1|DHYD, LOC115483444|XP_030081281.1|DHYD	LOC118511383|XP_035910283.1|ASTE
OG0001947	LOC111605355|XP_023179600.2|DHYD	LOC118511381|XP_035910279.1|ASTE
OG0001948	LOC111599797|XP_023171343.1|DHYD	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE
OG0001949	LOC111594359|XP_023163387.2|DHYD	LOC118514380|XP_035917147.1|ASTE
OG0001950	LOC115483351|XP_030080775.1|DHYD, LOC111603662|XP_023177113.1|DHYD	LOC118509618|XP_035906343.1|ASTE
OG0001951	LOC111604175|XP_023177900.2|DHYD	LOC118510328|XP_035907866.1|ASTE
OG0001952	LOC111600004|XP_023171673.1|DHYD	LOC118511327|XP_035910146.1|ASTE
OG0001953	LOC111605273|XP_023179484.2|DHYD	LOC118514332|XP_035917032.1|ASTE
OG0001954	LOC111592234|XP_023160089.2|DHYD	LOC118509514|XP_035906101.1|ASTE
OG0001955	LOC111599252|XP_023170623.1|DHYD	LOC118509453|XP_035905966.1|ASTE
OG0001956	LOC111603058|XP_023176285.2|DHYD	LOC118510369|XP_035907982.1|ASTE
OG0001956	LOC115483760|XP_030081865.1|DHYD	LOC118515261|XP_035917838.1|ASTE
OG0001957	LOC111593734|XP_023162488.1|DHYD, LOC115483447|XP_030081291.1|DHYD	LOC118514359|XP_035917074.1|ASTE
OG0001958	LOC111602362|XP_023175141.2|DHYD	LOC118512020|XP_035911693.1|ASTE
OG0001959	LOC111605668|XP_023180100.2|DHYD	LOC118510433|XP_035908103.1|ASTE
OG0001960	LOC111592452|XP_023160406.1|DHYD	LOC118513135|XP_035914454.1|ASTE
OG0001961	LOC111593820|XP_030080900.1|DHYD	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE
OG0001962	LOC111599908|XP_023171500.1|DHYD	LOC118509688|XP_035906633.1|ASTE
OG0001963	LOC111605658|XP_023180089.1|DHYD	LOC118514231|XP_035916827.1|ASTE
OG0001964	LOC111602894|XP_023175998.2|DHYD	LOC118511307|XP_035910111.1|ASTE
OG0001966	LOC111601534|XP_023173934.2|DHYD	LOC118509748|XP_035906772.1|ASTE
OG0001967	LOC111604090|XP_023177753.1|DHYD	LOC118509246|XP_035905461.1|ASTE
OG0001968	LOC111592971|XP_023161232.1|DHYD	LOC118514627|XP_035917518.1|ASTE
OG0001969	LOC111595614|XP_023165187.2|DHYD	LOC118511846|XP_035911283.1|ASTE
OG0001970	LOC111604156|XP_023177853.1|DHYD	LOC118511519|XP_035910600.1|ASTE
OG0001971	LOC111594852|XP_023164099.1|DHYD	LOC118511337|XP_035910163.1|ASTE
OG0001972	LOC111600003|XP_023171672.1|DHYD	LOC118511336|XP_035910162.1|ASTE
OG0001973	LOC111603810|XP_030081312.1|DHYD	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE
OG0001974	LOC111593904|XP_023162742.1|DHYD	LOC118512000|XP_035911635.1|ASTE
OG0001975	LOC111596617|XP_023166672.2|DHYD	LOC118512279|XP_035912384.1|ASTE
OG0001976	LOC111602203|XP_023174941.1|DHYD	LOC118503366|XP_035892456.1|ASTE
OG0001977	LOC111605039|XP_023179142.2|DHYD	LOC118511744|XP_035911094.1|ASTE
OG0001978	LOC111594197|XP_023163162.2|DHYD	LOC118511110|XP_035909728.1|ASTE
OG0001979	LOC111592815|XP_023160995.1|DHYD, LOC111592919|XP_023161140.1|DHYD	LOC118511116|XP_035909734.1|ASTE
OG0001980	LOC111595991|XP_023165751.1|DHYD	LOC118513565|XP_035915386.1|ASTE
OG0001982	LOC111592064|XP_023159834.1|DHYD	LOC118509169|XP_035905321.1|ASTE
OG0001983	LOC111594390|XP_023163424.2|DHYD	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE
OG0001984	LOC111596359|XP_023166324.2|DHYD	LOC118511044|XP_035909534.1|ASTE
OG0001985	LOC111598800|XP_030079127.1|DHYD, LOC115482938|XP_030079168.1|DHYD	LOC118509326|XP_035905680.1|ASTE
OG0001986	LOC111596267|XP_030080563.1|DHYD	LOC118512643|XP_035913247.1|ASTE
OG0001987	LOC111592987|XP_023161252.2|DHYD	LOC118507975|XP_035903207.1|ASTE
OG0001988	LOC111600571|XP_023172524.2|DHYD, LOC115482818|XP_030078841.1|DHYD	LOC118513408|XP_035915005.1|ASTE
OG0001989	LOC111599122|XP_023170452.1|DHYD	LOC118513235|XP_035914679.1|ASTE
OG0001990	LOC111592632|XP_023160739.2|DHYD	LOC118512435|XP_035912789.1|ASTE
OG0001991	LOC111594765|XP_023163981.2|DHYD	LOC118512974|XP_035914095.1|ASTE
OG0001992	LOC111599306|XP_023170684.2|DHYD	LOC118511266|XP_035910029.1|ASTE
OG0001993	LOC111596273|XP_023166180.1|DHYD	LOC118512545|XP_035913013.1|ASTE
OG0001994	LOC115483784|XP_030081898.1|DHYD, LOC115483330|XP_030080623.1|DHYD	LOC118511659|XP_035910900.1|ASTE
OG0001995	LOC111594779|XP_023164000.2|DHYD	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE
OG0001996	LOC111599044|XP_023170328.2|DHYD	LOC118512512|XP_035912922.1|ASTE
OG0001997	LOC111593802|XP_023162596.1|DHYD	LOC118513345|XP_035914866.1|ASTE
OG0001998	LOC111593786|XP_023162572.2|DHYD	LOC118512548|XP_035913021.1|ASTE
OG0001999	LOC111592089|XP_023159884.2|DHYD, LOC115482838|XP_030078932.1|DHYD	LOC118508967|XP_035904805.1|ASTE
OG0002000	LOC111595775|XP_023165424.1|DHYD	LOC118513738|XP_035915788.1|ASTE
OG0002001	LOC111594205|XP_023163171.1|DHYD	LOC118514686|XP_035917625.1|ASTE
OG0002002	LOC111593565|XP_023162195.1|DHYD, LOC111603829|XP_023177359.2|DHYD	LOC118514563|XP_035917455.1|ASTE
OG0002003	LOC111600390|XP_023172234.2|DHYD	LOC118511610|XP_035910791.1|ASTE
OG0002004	LOC111594942|XP_023164203.2|DHYD	LOC118512585|XP_035913108.1|ASTE
OG0002005	LOC111594089|XP_023163004.1|DHYD	LOC118511777|XP_035911165.1|ASTE
OG0002006	LOC111601767|XP_023174280.2|DHYD	LOC118514508|XP_035917337.1|ASTE
OG0002008	LOC111598134|XP_030081729.1|DHYD	LOC118512608|XP_035913173.1|ASTE
OG0002009	LOC111593752|XP_030081270.1|DHYD	LOC118513696|XP_035915713.1|ASTE
OG0002010	LOC111600383|XP_023172228.1|DHYD	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE
OG0002011	LOC111600376|XP_023172221.2|DHYD	LOC118513808|XP_035915910.1|ASTE
OG0002012	LOC111596981|XP_023167233.1|DHYD	LOC118510849|XP_035909072.1|ASTE
OG0002013	LOC111600226|XP_023172031.1|DHYD	LOC118513328|XP_035914829.1|ASTE
OG0002014	LOC111600065|XP_023171763.2|DHYD	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE
OG0002015	LOC111594568|XP_023163692.1|DHYD	LOC118513006|XP_035914160.1|ASTE
OG0002016	LOC111597654|XP_023168241.2|DHYD	LOC118513208|XP_035914607.1|ASTE
OG0002017	LOC111601524|XP_023173914.2|DHYD	LOC118512972|XP_035914092.1|ASTE
OG0002018	LOC111596282|XP_023166200.2|DHYD	LOC118510770|XP_035908923.1|ASTE
OG0002019	LOC111599143|XP_023170475.2|DHYD, LOC111599142|XP_023170473.2|DHYD	LOC118510741|XP_035908861.1|ASTE
OG0002020	LOC111594712|XP_023163906.2|DHYD	LOC118509949|XP_035907173.1|ASTE
OG0002021	LOC111604131|XP_023177815.2|DHYD	LOC118509945|XP_035907170.1|ASTE
OG0002022	LOC111602287|XP_023175059.1|DHYD	LOC118506403|XP_035899361.1|ASTE
OG0002023	LOC111594552|XP_023163673.2|DHYD	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE
OG0002024	LOC111594731|XP_023163931.1|DHYD, LOC111597271|XP_023167653.1|DHYD	LOC118510711|XP_035908803.1|ASTE
OG0002025	LOC111592583|XP_023160661.2|DHYD	LOC118510667|XP_035908700.1|ASTE
OG0002026	LOC111600974|XP_023173125.2|DHYD	LOC118505323|XP_035896859.1|ASTE
OG0002027	LOC111600541|XP_023172449.2|DHYD	LOC118505612|XP_035897545.1|ASTE
OG0002028	LOC111592150|XP_023159965.2|DHYD	LOC118505621|XP_035897576.1|ASTE
OG0002029	LOC111593099|XP_023161465.2|DHYD	LOC118505201|XP_035896575.1|ASTE
OG0002030	LOC111604154|XP_023177846.2|DHYD	LOC118511575|XP_035910713.1|ASTE
OG0002031	LOC111592229|XP_023160080.2|DHYD	LOC118512378|XP_035912638.1|ASTE
OG0002032	LOC111600295|XP_023172118.2|DHYD	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE
OG0002033	LOC111592048|XP_023159817.2|DHYD	LOC118506726|XP_035900150.1|ASTE
OG0002034	LOC111597507|XP_030079689.1|DHYD	LOC118502758|XP_035891223.1|ASTE
OG0002035	LOC111604806|XP_023178792.1|DHYD, LOC111596545|XP_023166585.2|DHYD	LOC118505534|XP_035897342.1|ASTE
OG0002036	LOC111596799|XP_030080729.1|DHYD	LOC118506749|XP_035900224.1|ASTE
OG0002037	LOC111596031|XP_023165827.2|DHYD, LOC111597428|XP_023167894.1|DHYD	LOC118504715|XP_035895445.1|ASTE
OG0002038	LOC111601472|XP_023173825.2|DHYD	LOC118504932|XP_035895918.1|ASTE
OG0002039	LOC111600839|XP_023172912.1|DHYD	LOC118504935|XP_035895925.1|ASTE
OG0002040	LOC111598609|XP_023169711.2|DHYD	LOC118505123|XP_035896330.1|ASTE
OG0002041	LOC111596998|XP_030081958.1|DHYD	LOC118507060|XP_035900921.1|ASTE
OG0002042	LOC111603393|XP_023176725.2|DHYD	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE
OG0002043	LOC111601300|XP_023173584.2|DHYD	LOC118504219|XP_035894318.1|ASTE
OG0002044	LOC111595911|XP_023165623.2|DHYD	LOC118506888|XP_035900545.1|ASTE
OG0002045	LOC111604887|XP_023178895.2|DHYD	LOC118506722|XP_035900142.1|ASTE
OG0002046	LOC111594275|XP_023163274.1|DHYD	LOC118507696|XP_035902443.1|ASTE
OG0002047	LOC111605600|XP_030079683.1|DHYD	LOC118506552|XP_035899749.1|ASTE
OG0002048	LOC111604570|XP_023178439.2|DHYD, LOC115482802|XP_030078771.1|DHYD	LOC118507584|XP_035902138.1|ASTE
