Orthogroup	DHYD.longest_only	AEAL.longest_only
OG0002330	LOC111600271|XP_023172087.2|DHYD, LOC111599095|XP_023170404.1|DHYD	LOC109398728|XP_019526668.1|AEAL
OG0002331	LOC111594901|XP_023164154.2|DHYD	LOC109407202|XP_019535727.2|AEAL, LOC109405876|XP_019534481.2|AEAL
OG0002332	LOC111597483|XP_023168002.1|DHYD	LOC115258606|XP_029714748.1|AEAL, LOC109407255|XP_019535807.2|AEAL
OG0002333	LOC111593912|XP_023162753.1|DHYD	LOC115253426|XP_029720647.1|AEAL, LOC109420918|XP_019550936.2|AEAL, LOC109412675|XP_019541850.1|AEAL
OG0002334	LOC111596277|XP_023166190.2|DHYD	LOC109420994|XP_019551015.2|AEAL
OG0002335	LOC111594091|XP_023163009.2|DHYD	LOC109420949|XP_029724682.1|AEAL, LOC115254014|XP_029714634.1|AEAL, LOC109428960|XP_019560353.2|AEAL
OG0002336	LOC111592278|XP_023160147.2|DHYD	LOC115267405|XP_029730246.1|AEAL, LOC115258521|XP_029714506.1|AEAL, LOC109405699|XP_029714581.1|AEAL
OG0002337	LOC111605214|XP_030081081.1|DHYD	LOC115263025|XP_029721815.1|AEAL, LOC109410219|XP_029729289.1|AEAL
OG0002338	LOC111600812|XP_023172878.2|DHYD	LOC115256185|XP_029710304.1|AEAL, LOC109410233|XP_029729145.1|AEAL, LOC109410232|XP_029729298.1|AEAL
OG0002339	LOC111599171|XP_030080329.1|DHYD	LOC109622776|XP_029709355.1|AEAL, LOC109417651|XP_029709343.1|AEAL
OG0002340	LOC111603770|XP_030080423.1|DHYD	LOC109417661|XP_029709354.1|AEAL, LOC115255403|XP_029709332.1|AEAL, LOC109622154|XP_029728045.1|AEAL
OG0002341	LOC111597686|XP_023168286.1|DHYD	LOC109417669|XP_019547265.2|AEAL, LOC115255400|XP_029709328.1|AEAL
OG0002342	LOC111599315|XP_023170693.1|DHYD	LOC109417673|XP_029709304.1|AEAL, LOC115255391|XP_029709313.1|AEAL
OG0002343	LOC111599301|XP_023170679.2|DHYD	LOC109417704|XP_029709215.1|AEAL, LOC115255506|XP_029709496.1|AEAL, LOC109418207|XP_029709489.1|AEAL, LOC115255343|XP_029709221.1|AEAL, LOC115255505|XP_029709495.1|AEAL
OG0002344	LOC111594679|XP_023163858.1|DHYD	LOC109417712|XP_029709187.1|AEAL
OG0002345	LOC111599897|XP_023171488.2|DHYD	LOC115255294|XP_029709138.1|AEAL, LOC109417751|XP_029709133.1|AEAL
OG0002346	LOC111598778|XP_023169958.2|DHYD	LOC109420014|XP_019549856.2|AEAL, LOC109417754|XP_029709093.1|AEAL, LOC115253845|XP_029709132.1|AEAL
OG0002347	LOC111602321|XP_023175090.2|DHYD	LOC109420002|XP_019549835.2|AEAL, LOC109417770|XP_019547457.2|AEAL
OG0002348	LOC111596221|XP_023166106.2|DHYD	LOC109407168|XP_029709020.1|AEAL, LOC109417512|XP_029709029.1|AEAL
OG0002349	LOC111599887|XP_023171478.1|DHYD	LOC109419955|XP_019549788.2|AEAL
OG0002350	LOC111599916|XP_023171513.2|DHYD	LOC109417569|XP_019547188.2|AEAL
OG0002351	LOC111593548|XP_023162169.2|DHYD	LOC109420605|XP_029708854.1|AEAL, LOC115255123|XP_029708849.1|AEAL, LOC109420718|XP_029708850.1|AEAL, LOC109419838|XP_029709440.1|AEAL
OG0002352	LOC111592699|XP_023160849.1|DHYD	LOC115253937|XP_029708842.1|AEAL, LOC109419875|XP_029708857.1|AEAL, LOC109420559|XP_029736336.1|AEAL
OG0002353	LOC111592066|XP_023159836.1|DHYD	LOC109417181|XP_019546847.2|AEAL
OG0002354	LOC111600385|XP_023172230.2|DHYD	LOC109419734|XP_019549552.2|AEAL, LOC115255547|XP_029709529.1|AEAL
OG0002355	LOC111592075|XP_023159859.2|DHYD	LOC109427703|XP_019558838.1|AEAL, LOC115268764|XP_029732785.1|AEAL
OG0002356	LOC111594185|XP_023163136.2|DHYD	LOC109427854|XP_019558977.2|AEAL
OG0002358	LOC111597443|XP_023167930.1|DHYD	LOC109433584|XP_029729226.1|AEAL, LOC109430123|XP_019561697.1|AEAL
OG0002359	LOC111605292|XP_023179511.1|DHYD	LOC109433559|XP_019565545.2|AEAL, LOC109430137|XP_019561715.2|AEAL
OG0002360	LOC111594705|XP_023163895.2|DHYD	LOC109430174|XP_019561771.2|AEAL
OG0002361	LOC111604452|XP_023178290.1|DHYD	LOC115265866|XP_029727671.1|AEAL, LOC109432762|XP_029727673.1|AEAL, LOC115265873|XP_029727676.1|AEAL
OG0002362	LOC111595195|XP_023164554.2|DHYD	LOC109404817|XP_029727261.1|AEAL, LOC109423925|XP_029727301.1|AEAL
OG0002363	LOC111602107|XP_023174822.2|DHYD	LOC109404794|XP_019533288.2|AEAL, LOC109423879|XP_019554478.2|AEAL
OG0002364	LOC111602018|XP_023174689.2|DHYD	LOC109404783|XP_029727265.1|AEAL, LOC109423877|XP_029727225.1|AEAL
OG0002365	LOC111601061|XP_023173254.2|DHYD	LOC109423876|XP_019554464.1|AEAL, LOC115265602|XP_029727205.1|AEAL, LOC115265603|XP_029727206.1|AEAL
OG0002366	LOC111591961|XP_023159672.1|DHYD	LOC115265578|XP_029727093.1|AEAL, LOC109409135|XP_019538094.2|AEAL
OG0002367	LOC111599402|XP_023170823.1|DHYD	LOC109432550|XP_029727013.1|AEAL, LOC109421441|XP_019551474.2|AEAL
OG0002368	LOC111596358|XP_023166323.1|DHYD	LOC109421419|XP_029727044.1|AEAL, LOC109432534|XP_019564409.2|AEAL
OG0002369	LOC111596876|XP_023167092.2|DHYD	LOC109421325|XP_029726939.1|AEAL, LOC109427814|XP_029727058.1|AEAL
OG0002370	LOC111600333|XP_030081032.1|DHYD, LOC115483001|XP_030079516.1|DHYD	LOC109622939|XP_029710382.1|AEAL, LOC115265551|XP_029727003.1|AEAL
OG0002371	LOC111600319|XP_023172146.1|DHYD	LOC115256246|XP_029710372.1|AEAL, LOC115264550|XP_029724208.1|AEAL
OG0002372	LOC111598489|XP_023169514.2|DHYD	LOC115262175|XP_029720315.1|AEAL, LOC109411674|XP_029720264.1|AEAL
OG0002373	LOC111592923|XP_023161143.1|DHYD	LOC109423381|XP_019553916.1|AEAL, LOC109411733|XP_019540867.1|AEAL
OG0002374	LOC111596179|XP_023166050.1|DHYD	LOC109411739|XP_019540885.2|AEAL
OG0002375	LOC111604968|XP_023179025.2|DHYD	LOC115268060|XP_029731845.1|AEAL, LOC109425998|XP_019556969.2|AEAL
OG0002376	LOC111605053|XP_023179158.1|DHYD	LOC109426368|XP_029712496.1|AEAL, LOC115253927|XP_029707873.1|AEAL
OG0002377	LOC111603573|XP_023176991.2|DHYD	LOC109426328|XP_019557329.2|AEAL, LOC109406728|XP_029707824.1|AEAL, LOC115268887|XP_029732937.1|AEAL
OG0002378	LOC111597242|XP_023167605.2|DHYD	LOC115258089|XP_029713964.1|AEAL, LOC109421689|XP_029707778.1|AEAL
OG0002379	LOC111595825|XP_023165499.2|DHYD, LOC111594182|XP_023163133.1|DHYD	LOC109425452|XP_029707809.1|AEAL, LOC109421727|XP_019551799.2|AEAL
OG0002380	LOC111605141|XP_023179289.1|DHYD	LOC109428058|XP_019559272.1|AEAL
OG0002381	LOC111595640|XP_023165221.1|DHYD	LOC109418291|XP_019548000.1|AEAL, LOC109428069|XP_019559289.1|AEAL
OG0002382	LOC111598281|XP_023169229.2|DHYD	LOC109428085|XP_029719956.1|AEAL, LOC109418308|XP_029720239.1|AEAL
OG0002383	LOC111596973|XP_023167217.2|DHYD	LOC115262160|XP_029720221.1|AEAL, LOC109418310|XP_029719966.1|AEAL, LOC109428086|XP_029733164.1|AEAL
OG0002386	LOC111596694|XP_023166778.2|DHYD	LOC109418457|XP_029722276.1|AEAL, LOC109426187|XP_029722404.1|AEAL
OG0002387	LOC111598255|XP_023169189.2|DHYD	LOC115264942|XP_029724974.1|AEAL, LOC115265121|XP_029725218.1|AEAL, LOC109401449|XP_029725016.1|AEAL
OG0002388	LOC111602950|XP_023176079.2|DHYD	LOC109401480|XP_029725758.1|AEAL, LOC109410452|XP_029710426.1|AEAL
OG0002389	LOC111594830|XP_023164063.1|DHYD	LOC109405848|XP_019534454.1|AEAL
OG0002390	LOC111600943|XP_023173085.2|DHYD	LOC115261854|XP_029719634.1|AEAL, LOC109427059|XP_019558157.2|AEAL, LOC115265558|XP_029727010.1|AEAL
OG0002391	LOC111595471|XP_023165005.2|DHYD	LOC109412676|XP_029724256.1|AEAL, LOC109416234|XP_029727083.1|AEAL
OG0002392	LOC111604483|XP_023178338.2|DHYD	LOC109425047|XP_019555801.2|AEAL, LOC115260173|XP_029716943.1|AEAL, LOC109415684|XP_029727734.1|AEAL
OG0002393	LOC111597775|XP_030079468.1|DHYD	LOC109400194|XP_029728105.1|AEAL, LOC109427121|XP_019558233.2|AEAL
OG0002394	LOC111603008|XP_023176184.1|DHYD	LOC109400185|XP_019528200.2|AEAL, LOC109427099|XP_029728199.1|AEAL
OG0002395	LOC111600267|XP_023172083.2|DHYD	LOC109399785|XP_029736337.1|AEAL
OG0002396	LOC111600890|XP_023172995.2|DHYD	LOC109410898|XP_029715336.1|AEAL
OG0002397	LOC111600123|XP_023171856.1|DHYD	LOC109415339|XP_019544771.1|AEAL, LOC109423677|XP_019554220.1|AEAL
OG0002398	LOC111603215|XP_030079312.1|DHYD	LOC109425601|XP_019556392.2|AEAL
OG0002399	LOC111604369|XP_030081985.1|DHYD	LOC115267640|XP_029730644.1|AEAL, LOC109411809|XP_029729954.1|AEAL
OG0002400	LOC111600567|XP_023172519.2|DHYD	LOC109411141|XP_029730623.1|AEAL, LOC109410907|XP_029729981.1|AEAL
OG0002401	LOC111595880|XP_023165574.2|DHYD	LOC109400885|XP_029730870.1|AEAL, LOC109415489|XP_019544917.2|AEAL
OG0002402	LOC111604631|XP_023178530.2|DHYD	LOC115253790|XP_029732418.1|AEAL, LOC115268477|XP_029732351.1|AEAL, LOC109409579|XP_029732261.1|AEAL
OG0002403	LOC111604650|XP_023178575.2|DHYD	LOC109409580|XP_029729178.1|AEAL, LOC115268451|XP_029732267.1|AEAL, LOC115268504|XP_029732438.1|AEAL, LOC109430479|XP_029732348.1|AEAL
OG0002404	LOC111598325|XP_023169290.2|DHYD	LOC115268711|XP_029732679.1|AEAL, LOC115261450|XP_029718981.1|AEAL
OG0002405	LOC111598640|XP_023169755.1|DHYD	LOC115268976|XP_029733115.1|AEAL, LOC109433389|XP_029733114.1|AEAL, LOC109399318|XP_029733054.1|AEAL, LOC115253555|XP_029732899.1|AEAL
OG0002406	LOC111604721|XP_030079639.1|DHYD	LOC115268809|XP_029732843.1|AEAL, LOC109433361|XP_019565330.2|AEAL, LOC109399344|XP_029716623.1|AEAL
OG0002407	LOC111594430|XP_023163487.2|DHYD	LOC109621306|XP_029734277.1|AEAL, LOC109405048|XP_019533582.2|AEAL
OG0002408	LOC111603553|XP_030080599.1|DHYD	LOC109430359|XP_029733786.1|AEAL, LOC109430358|XP_029733780.1|AEAL
OG0002409	LOC111603315|XP_023176604.2|DHYD	LOC109622392|XP_029717047.1|AEAL, LOC109406682|XP_029714426.1|AEAL
OG0002410	LOC111604994|XP_023179080.2|DHYD	LOC115271061|XP_029736358.1|AEAL, LOC115271075|XP_029736373.1|AEAL, LOC109423984|XP_029707561.1|AEAL
OG0002411	LOC111604919|XP_023178935.1|DHYD	LOC109424033|XP_019554634.1|AEAL
OG0002412	LOC111600801|XP_030081575.1|DHYD	LOC109424031|XP_019554630.2|AEAL
OG0002413	LOC111602039|XP_023174713.1|DHYD	LOC109416411|XP_019546021.2|AEAL, LOC109424016|XP_019554616.1|AEAL
OG0002414	LOC111595390|XP_023164860.1|DHYD	LOC109426727|XP_029727791.1|AEAL, LOC115253562|XP_029727767.1|AEAL, LOC109416406|XP_029727752.1|AEAL
OG0002415	LOC111604574|XP_023178444.2|DHYD	LOC109404407|XP_029727780.1|AEAL, LOC109431916|XP_029727815.1|AEAL
OG0002417	LOC111596000|XP_023165769.1|DHYD	LOC109422611|XP_019552963.2|AEAL
OG0002418	LOC111598520|XP_023169570.2|DHYD	LOC109402803|XP_029712262.1|AEAL, LOC109422593|XP_019552942.2|AEAL
OG0002419	LOC111596815|XP_023166951.2|DHYD	LOC109406137|XP_019534740.2|AEAL
OG0002420	LOC111595301|XP_023164724.1|DHYD	LOC115255981|XP_029710060.1|AEAL, LOC109401781|XP_019529940.1|AEAL
OG0002421	LOC111593366|XP_023161846.2|DHYD	LOC109403301|XP_029718355.1|AEAL, LOC109433402|XP_019565378.2|AEAL
OG0002422	LOC111597159|XP_023167483.2|DHYD	LOC109403279|XP_029718646.1|AEAL, LOC109415066|XP_029718641.1|AEAL
OG0002423	LOC111604467|XP_023178317.2|DHYD	LOC109429232|XP_029716815.1|AEAL, LOC109398795|XP_019526745.1|AEAL
OG0002424	LOC111597707|XP_023168316.1|DHYD	LOC109429186|XP_019560614.1|AEAL, LOC109398833|XP_019526811.1|AEAL
OG0002425	LOC111601954|XP_023174586.2|DHYD	LOC115261381|XP_029718815.1|AEAL, LOC109398799|XP_019526754.2|AEAL
OG0002426	LOC111597471|XP_023167988.2|DHYD	LOC115261414|XP_029718899.1|AEAL, LOC109411624|XP_029717161.1|AEAL, LOC109427260|XP_029718894.1|AEAL, LOC115261436|XP_029718952.1|AEAL
OG0002427	LOC111595885|XP_023165581.1|DHYD	LOC115253574|XP_029718948.1|AEAL, LOC109427264|XP_029717173.1|AEAL, LOC109411630|XP_019540736.2|AEAL
OG0002428	LOC111593497|XP_023162032.2|DHYD	LOC109406316|XP_029719038.1|AEAL, LOC115261490|XP_029719070.1|AEAL
OG0002429	LOC111604750|XP_023178698.1|DHYD	LOC115261550|XP_029719264.1|AEAL, LOC109416636|XP_029719270.1|AEAL, LOC109432845|XP_029719217.1|AEAL
OG0002430	LOC111597043|XP_023167325.2|DHYD	LOC109424554|XP_029734038.1|AEAL, LOC109411981|XP_019541183.1|AEAL
OG0002431	LOC111600050|XP_023171742.1|DHYD	LOC109428755|XP_029734060.1|AEAL, LOC115254230|XP_029734017.1|AEAL, LOC109424538|XP_029709899.1|AEAL, LOC115255855|XP_029709903.1|AEAL
OG0002432	LOC111600164|XP_023171965.1|DHYD	LOC109428768|XP_029734006.1|AEAL, LOC109424525|XP_029734072.1|AEAL, LOC115269440|XP_029734063.1|AEAL, LOC115257284|XP_029712596.1|AEAL, LOC115257285|XP_029712598.1|AEAL
OG0002433	LOC111603484|XP_023176848.1|DHYD	LOC115269424|XP_029734004.1|AEAL, LOC109424522|XP_019555235.1|AEAL, LOC109428773|XP_019560158.2|AEAL
OG0002434	LOC111598562|XP_023169628.1|DHYD	LOC109397748|XP_029733992.1|AEAL, LOC109428785|XP_019560175.1|AEAL
OG0002436	LOC111592228|XP_023160078.1|DHYD	LOC109398921|XP_029724218.1|AEAL, LOC115254125|XP_029724251.1|AEAL
OG0002437	LOC111595466|XP_023164997.2|DHYD	LOC115254183|XP_029730051.1|AEAL, LOC109402904|XP_029724129.1|AEAL, LOC109422198|XP_029724559.1|AEAL
OG0002438	LOC111596840|XP_030079892.1|DHYD	LOC115257717|XP_029713462.1|AEAL, LOC109415957|XP_029713717.1|AEAL
OG0002439	LOC111596336|XP_023166279.2|DHYD	LOC109418751|XP_029713697.1|AEAL, LOC109415959|XP_029713593.1|AEAL
OG0002440	LOC111603334|XP_030080927.1|DHYD	LOC109418811|XP_019548584.2|AEAL, LOC109417077|XP_019546747.2|AEAL, LOC115257498|XP_029713009.1|AEAL
OG0002441	LOC111592154|XP_023159970.2|DHYD	LOC115257471|XP_029712943.1|AEAL, LOC109420297|XP_029713032.1|AEAL, LOC109401669|XP_029712999.1|AEAL
OG0002442	LOC111604371|XP_023178210.2|DHYD	LOC109420344|XP_029712749.1|AEAL, LOC109401673|XP_029712757.1|AEAL
OG0002443	LOC111596994|XP_023167258.2|DHYD	LOC109401648|XP_029713083.1|AEAL, LOC109401649|XP_029712787.1|AEAL, LOC109420366|XP_029730471.1|AEAL
OG0002444	LOC111596986|XP_023167238.2|DHYD	LOC109401662|XP_029730473.1|AEAL, LOC115257911|XP_029713784.1|AEAL, LOC115257403|XP_029712825.1|AEAL
OG0002445	LOC111595530|XP_023165080.1|DHYD	LOC115257878|XP_029713705.1|AEAL, LOC109402267|XP_019530461.1|AEAL, LOC109433172|XP_019565114.1|AEAL
OG0002446	LOC111601202|XP_023173460.1|DHYD	LOC115260074|XP_029716805.1|AEAL, LOC109433192|XP_029729345.1|AEAL, LOC115257588|XP_029713230.1|AEAL
OG0002447	LOC111597227|XP_023167584.2|DHYD	LOC115257472|XP_029712944.1|AEAL, LOC109403396|XP_019531766.1|AEAL
OG0002448	LOC111597948|XP_023168678.1|DHYD	LOC115257584|XP_029713224.1|AEAL, LOC109400007|XP_019528018.1|AEAL, LOC109621796|XP_019931470.1|AEAL
OG0002449	LOC111593612|XP_023162250.1|DHYD	LOC109422379|XP_029716839.1|AEAL
OG0002450	LOC111597186|XP_023167524.1|DHYD	LOC109424414|XP_019555060.2|AEAL
OG0002451	LOC111598040|XP_023168845.1|DHYD	LOC109422328|XP_019552560.2|AEAL
OG0002452	LOC111595249|XP_023164662.2|DHYD, LOC115483432|XP_030081259.1|DHYD	LOC115254693|XP_029708222.1|AEAL, LOC115254685|XP_029708199.1|AEAL, LOC109424446|XP_029708201.1|AEAL
OG0002453	LOC111595255|XP_023164669.2|DHYD	LOC109420175|XP_019550048.2|AEAL, LOC109422353|XP_029708227.1|AEAL, LOC109424451|XP_029708131.1|AEAL, LOC115253931|XP_029708203.1|AEAL
OG0002454	LOC111598690|XP_023169823.2|DHYD	LOC109418694|XP_029713033.1|AEAL, LOC115253822|XP_029712843.1|AEAL, LOC109412925|XP_029713078.1|AEAL
OG0002455	LOC111598686|XP_023169818.2|DHYD	LOC109412923|XP_029713312.1|AEAL, LOC115257489|XP_029712989.1|AEAL, LOC109418692|XP_029716787.1|AEAL
OG0002456	LOC111599729|XP_023171243.2|DHYD	LOC115267663|XP_029730674.1|AEAL, LOC109418656|XP_029719579.1|AEAL
OG0002457	LOC111604118|XP_023177793.2|DHYD	LOC109413106|XP_019542359.2|AEAL, LOC109418541|XP_029712779.1|AEAL
OG0002458	LOC111602221|XP_023174968.1|DHYD	LOC115267656|XP_029730655.1|AEAL, LOC115257893|XP_029713733.1|AEAL
OG0002459	LOC111599691|XP_023171166.2|DHYD	LOC109431046|XP_019562724.2|AEAL
OG0002460	LOC111599711|XP_023171211.2|DHYD	LOC115262752|XP_029721412.1|AEAL, LOC109425678|XP_029721418.1|AEAL, LOC109433256|XP_029721446.1|AEAL
OG0002461	LOC111599755|XP_023171277.1|DHYD	LOC109401285|XP_019529322.2|AEAL, LOC109413584|XP_019542822.2|AEAL, LOC115262748|XP_029721395.1|AEAL
OG0002462	LOC111597922|XP_030081203.1|DHYD	LOC109623319|XP_019933398.2|AEAL, LOC109401268|XP_029712575.1|AEAL, LOC115253542|XP_029721265.1|AEAL
OG0002463	LOC111600051|XP_023171743.1|DHYD	LOC109401266|XP_019931340.2|AEAL, LOC109623304|XP_019933369.1|AEAL, LOC115253667|XP_029721228.1|AEAL, LOC115254011|XP_029714401.1|AEAL
OG0002464	LOC111604373|XP_023178212.1|DHYD	LOC115262703|XP_029721234.1|AEAL, LOC109623298|XP_019933357.1|AEAL, LOC109401193|XP_029712119.1|AEAL
OG0002465	LOC111604365|XP_023178203.1|DHYD	LOC115262711|XP_029721254.1|AEAL, LOC109623297|XP_019933356.2|AEAL, LOC109401269|XP_029712102.1|AEAL
OG0002466	LOC111593707|XP_023162433.2|DHYD	LOC109623254|XP_029712140.1|AEAL
OG0002467	LOC111593084|XP_023161446.1|DHYD	LOC109623393|XP_029721162.1|AEAL, LOC115263532|XP_029722626.1|AEAL
OG0002468	LOC111604515|XP_023178380.2|DHYD	LOC109410089|XP_029721138.1|AEAL
OG0002469	LOC111602649|XP_023175585.2|DHYD	LOC109401592|XP_019529711.2|AEAL
OG0002470	LOC111599305|XP_023170683.1|DHYD, LOC111597936|XP_023168658.1|DHYD	LOC109401601|XP_019529721.2|AEAL, LOC109397423|XP_019525288.2|AEAL
OG0002471	LOC111592655|XP_023160778.1|DHYD	LOC115262639|XP_029720999.1|AEAL, LOC109421921|XP_019552046.2|AEAL
OG0002472	LOC111598015|XP_023168783.1|DHYD	LOC109421914|XP_029721006.1|AEAL, LOC115262617|XP_029720873.1|AEAL
OG0002473	LOC111592197|XP_023160033.1|DHYD	LOC109421912|XP_019552036.2|AEAL
OG0002474	LOC111597217|XP_023167560.2|DHYD	LOC115253675|XP_029712630.1|AEAL, LOC109408748|XP_029730746.1|AEAL, LOC109428958|XP_029730784.1|AEAL
OG0002475	LOC111603239|XP_023176513.1|DHYD	LOC109399102|XP_029731130.1|AEAL
OG0002476	LOC111600554|XP_023172471.1|DHYD	LOC109399666|XP_029731229.1|AEAL, LOC109401366|XP_019529467.1|AEAL
OG0002477	LOC111594683|XP_023163874.1|DHYD	LOC109410568|XP_029731265.1|AEAL, LOC109421166|XP_019551208.1|AEAL
OG0002478	LOC111598024|XP_023168804.2|DHYD	LOC109410556|XP_029731269.1|AEAL, LOC109421148|XP_029731276.1|AEAL
OG0002479	LOC111597982|XP_023168726.2|DHYD	LOC115255995|XP_029710077.1|AEAL, LOC109426484|XP_029710082.1|AEAL, LOC109408983|XP_029732053.1|AEAL
OG0002480	LOC111600089|XP_023171797.1|DHYD	LOC109426380|XP_029731461.1|AEAL
OG0002481	LOC111593406|XP_023161894.1|DHYD	LOC109622288|XP_029731527.1|AEAL, LOC109403155|XP_019531441.1|AEAL
OG0002482	LOC111595485|XP_023165023.2|DHYD	LOC109403343|XP_019531695.2|AEAL
OG0002483	LOC111600012|XP_023171685.2|DHYD	LOC109410616|XP_019539683.2|AEAL, LOC109410719|XP_019539782.2|AEAL
OG0002484	LOC111600564|XP_023172516.2|DHYD	LOC109410624|XP_019539691.1|AEAL, LOC109433521|XP_019565507.2|AEAL
OG0002485	LOC111598001|XP_023168759.2|DHYD	LOC109410649|XP_019539726.2|AEAL, LOC115256130|XP_029710244.1|AEAL
OG0002486	LOC111592334|XP_023160228.1|DHYD	LOC109407646|XP_019536343.2|AEAL
OG0002487	LOC111592097|XP_023159891.2|DHYD	LOC109621445|XP_019931024.2|AEAL, LOC115259979|XP_029716639.1|AEAL
OG0002488	LOC111597107|XP_023167418.1|DHYD	LOC109426032|XP_019557015.1|AEAL
OG0002489	LOC111604512|XP_023178376.1|DHYD	LOC109425913|XP_019556831.2|AEAL
OG0002490	LOC111594694|XP_023163885.1|DHYD	LOC109407551|XP_019536164.2|AEAL, LOC115270973|XP_029736210.1|AEAL, LOC115262215|XP_029720425.1|AEAL
OG0002491	LOC111600975|XP_030082021.1|DHYD, LOC111600992|XP_030081640.1|DHYD	LOC109407544|XP_019536154.2|AEAL
OG0002492	LOC111595509|XP_023165051.1|DHYD	LOC109407505|XP_029720465.1|AEAL, LOC109425762|XP_029720466.1|AEAL
OG0002493	LOC111598007|XP_023168770.1|DHYD	LOC109425769|XP_019556634.2|AEAL, LOC115262224|XP_029720470.1|AEAL, LOC109407508|XP_019536105.2|AEAL
OG0002495	LOC111602548|XP_023175467.2|DHYD	LOC109418565|XP_019548318.2|AEAL
OG0002508	LOC111603119|XP_023176359.2|DHYD	LOC115255628|XP_029709578.1|AEAL, LOC109397812|XP_029709596.1|AEAL, LOC115255662|XP_029709626.1|AEAL, LOC109405359|XP_029715575.1|AEAL
OG0002509	LOC111604176|XP_023177889.2|DHYD	LOC109397813|XP_019525683.2|AEAL, LOC109405355|XP_019533956.2|AEAL, LOC115255638|XP_029709594.1|AEAL
OG0002510	LOC111598420|XP_023169428.2|DHYD	LOC109424962|XP_029718276.1|AEAL, LOC109431083|XP_029718282.1|AEAL, LOC115256524|XP_029711072.1|AEAL
OG0002511	LOC111605550|XP_023179879.1|DHYD	LOC109431106|XP_029711263.1|AEAL, LOC109424968|XP_029718293.1|AEAL
OG0002512	LOC111593720|XP_023162459.2|DHYD	LOC109424989|XP_029711820.1|AEAL, LOC109431130|XP_029710759.1|AEAL
OG0002513	LOC111602721|XP_023175734.1|DHYD	LOC109431143|XP_019562884.2|AEAL, LOC115256574|XP_029711207.1|AEAL
OG0002514	LOC111598795|XP_023169979.1|DHYD	LOC109415652|XP_019545109.2|AEAL, LOC109431134|XP_019562871.1|AEAL, LOC115256861|XP_029711784.1|AEAL, LOC115253976|XP_029711783.1|AEAL
OG0002516	LOC111596680|XP_023166752.1|DHYD	LOC115269334|XP_029733837.1|AEAL, LOC109403482|XP_029711076.1|AEAL, LOC115268707|XP_029732665.1|AEAL, LOC109433655|XP_019565657.2|AEAL
OG0002517	LOC111596964|XP_023167193.2|DHYD	LOC109433641|XP_029733391.1|AEAL, LOC115256852|XP_029711756.1|AEAL, LOC115256816|XP_029711645.1|AEAL
OG0002518	LOC111605435|XP_023179719.2|DHYD	LOC115260183|XP_029716960.1|AEAL, LOC115256446|XP_029710919.1|AEAL, LOC109408964|XP_029716961.1|AEAL
OG0002519	LOC111600145|XP_023171890.2|DHYD	LOC109433632|XP_029716975.1|AEAL, LOC109408925|XP_029710640.1|AEAL, LOC115260197|XP_029716983.1|AEAL
OG0002520	LOC111598113|XP_023168934.2|DHYD	LOC109408926|XP_019537862.2|AEAL, LOC115256620|XP_029711302.1|AEAL
OG0002521	LOC111603173|XP_023176421.2|DHYD	LOC109433600|XP_029716995.1|AEAL, LOC109433599|XP_029711606.1|AEAL, LOC115254585|XP_029708054.1|AEAL, LOC115257618|XP_029713291.1|AEAL
OG0002522	LOC111592927|XP_023161152.2|DHYD	LOC109415224|XP_019544657.1|AEAL, LOC109428365|XP_019559631.2|AEAL, LOC115257081|XP_029712284.1|AEAL
OG0002523	LOC111598503|XP_023169537.2|DHYD, LOC115483534|XP_030081571.1|DHYD	LOC109415190|XP_029710962.1|AEAL
OG0002524	LOC111598131|XP_023168960.2|DHYD	LOC109422157|XP_029710418.1|AEAL, LOC109428449|XP_019559760.2|AEAL
OG0002525	LOC111601653|XP_023174102.1|DHYD	LOC115255765|XP_029709747.1|AEAL, LOC109428472|XP_019559785.1|AEAL, LOC109422184|XP_019552373.1|AEAL
OG0002526	LOC111602666|XP_023175618.1|DHYD	LOC109422185|XP_019552375.2|AEAL, LOC109428473|XP_029710496.1|AEAL
OG0002527	LOC111600651|XP_023172639.1|DHYD	LOC109428484|XP_029711121.1|AEAL
OG0002528	LOC111598874|XP_023170092.2|DHYD	LOC109428492|XP_029711638.1|AEAL, LOC109428493|XP_029711426.1|AEAL, LOC109415177|XP_029721802.1|AEAL
OG0002529	LOC111602511|XP_023175363.1|DHYD	LOC109430085|XP_029711856.1|AEAL, LOC109428506|XP_029711698.1|AEAL
OG0002530	LOC111600283|XP_023172105.1|DHYD	LOC109430088|XP_019561666.2|AEAL, LOC115256457|XP_029710943.1|AEAL
OG0002531	LOC111596346|XP_023166305.1|DHYD	LOC115256602|XP_029711271.1|AEAL, LOC109428509|XP_029710785.1|AEAL
OG0002532	LOC111598528|XP_023169581.1|DHYD	LOC109416823|XP_019546446.1|AEAL
OG0002533	LOC111603383|XP_023176709.1|DHYD	LOC109428574|XP_029712652.1|AEAL
OG0002534	LOC111600536|XP_023172442.2|DHYD	LOC109416909|XP_019546574.2|AEAL, LOC109428578|XP_029712643.1|AEAL
OG0002535	LOC111592270|XP_023160137.2|DHYD	LOC109397833|XP_029710885.1|AEAL
OG0002536	LOC111599424|XP_023170843.1|DHYD	LOC109397902|XP_019525785.1|AEAL, LOC115256557|XP_029711146.1|AEAL
