Orthogroup	DHYD.longest_only	CQUI.longest_only
OG0001020	LOC111593037|XP_023161372.1|DHYD	LOC6047041|XP_001864149.2|CQUI, LOC6047042|XP_038104222.1|CQUI, LOC6047044|XP_001864152.2|CQUI, LOC6047043|XP_001864151.2|CQUI
OG0001021	LOC111602188|XP_023174916.1|DHYD	LOC6050121|XP_038116561.1|CQUI, LOC6050119|XP_038116583.1|CQUI, LOC119768888|XP_038116570.1|CQUI, LOC6043753|XP_038110404.1|CQUI
OG0001022	LOC111595966|XP_023165710.1|DHYD	LOC6034409|XP_001844727.1|CQUI
OG0001024	LOC111597763|XP_023168386.2|DHYD	LOC6034941|XP_001845202.2|CQUI, LOC6048000|XP_001864975.2|CQUI
OG0001025	LOC111605185|XP_023179350.2|DHYD	LOC6044075|XP_038116060.1|CQUI
OG0001026	LOC111604784|XP_023178764.1|DHYD, LOC111595617|XP_023165191.2|DHYD	LOC6037044|XP_001847005.2|CQUI, LOC6037036|XP_001846998.2|CQUI
OG0001027	LOC111592330|XP_023160224.2|DHYD	LOC6036423|XP_001846475.1|CQUI, LOC6036424|XP_038121459.1|CQUI
OG0001028	LOC111601190|XP_023173437.1|DHYD	LOC6053346|XP_001869449.2|CQUI, LOC119769210|XP_038117057.1|CQUI, LOC6031308|XP_001842125.1|CQUI
OG0001031	LOC111592072|XP_023159847.2|DHYD	LOC6038935|XP_038109238.1|CQUI
OG0001032	LOC111600874|XP_030079107.1|DHYD	LOC6035231|XP_001845460.2|CQUI
OG0001033	LOC111599388|XP_030080951.1|DHYD, LOC111592151|XP_023159966.2|DHYD	LOC6036914|XP_038107537.1|CQUI
OG0001042	LOC111601970|XP_023174611.1|DHYD	LOC6051046|XP_038122684.1|CQUI, LOC6053042|XP_038105133.1|CQUI, LOC6053041|XP_038122772.1|CQUI
OG0001043	LOC111601914|XP_023174529.2|DHYD, LOC111603888|XP_030079064.1|DHYD	LOC6034458|XP_001844771.2|CQUI, LOC6034459|XP_001844772.1|CQUI
OG0001044	LOC111604089|XP_023177752.2|DHYD	LOC6033008|XP_001843518.2|CQUI, LOC6030844|XP_038115176.1|CQUI, LOC119767848|XP_038113446.1|CQUI, LOC6052536|XP_001868789.2|CQUI
OG0001045	LOC111602559|XP_023175483.1|DHYD	LOC6049796|XP_001866502.2|CQUI, LOC6046964|XP_001864077.2|CQUI, LOC6049795|XP_001866501.2|CQUI, LOC6040700|XP_001850055.1|CQUI
OG0001046	LOC111597088|XP_023167391.1|DHYD	LOC6037425|XP_001847339.1|CQUI
OG0001047	LOC111594070|XP_023162977.1|DHYD	LOC6052938|XP_001869113.1|CQUI
OG0001048	LOC111601279|XP_023173565.2|DHYD	LOC6030972|XP_001841824.2|CQUI, LOC6037859|XP_038106191.1|CQUI, LOC6036643|XP_038113731.1|CQUI
OG0001049	LOC111602200|XP_023174939.2|DHYD, LOC111599655|XP_030079633.1|DHYD	LOC6043980|XP_038117725.1|CQUI
OG0001050	LOC111592440|XP_023160392.2|DHYD	LOC6033574|XP_038117779.1|CQUI
OG0001051	LOC111594721|XP_023163919.2|DHYD	LOC6044460|XP_038112405.1|CQUI
OG0001052	LOC111598952|XP_023170204.1|DHYD	LOC6034904|XP_038107542.1|CQUI
OG0001053	LOC111591852|XP_023163555.2|DHYD	LOC6040511|XP_038120753.1|CQUI
OG0001054	LOC111599985|XP_023171651.2|DHYD	LOC6046359|XP_001863576.2|CQUI
OG0001055	LOC111592021|XP_023159781.2|DHYD, LOC111592004|XP_023159752.2|DHYD, LOC111592006|XP_023159756.2|DHYD	LOC6046753|XP_038118273.1|CQUI
OG0001056	LOC111596896|XP_023167150.1|DHYD	LOC6034033|XP_038120245.1|CQUI
OG0001057	LOC111605487|XP_023179797.1|DHYD, LOC111600362|XP_023172205.1|DHYD	LOC6039782|XP_001849304.1|CQUI
OG0001058	LOC111605028|XP_030079427.1|DHYD	LOC6031449|XP_038109731.1|CQUI
OG0001073	LOC111600626|XP_030080589.1|DHYD	LOC6040802|XP_038122600.1|CQUI
OG0001074	LOC111593856|XP_023162671.1|DHYD	LOC6040958|XP_001850279.1|CQUI
OG0001077	LOC111598600|XP_023169684.1|DHYD	LOC6037330|XP_001847254.1|CQUI
OG0001078	LOC111596168|XP_030080028.1|DHYD	LOC6032040|XP_001842707.2|CQUI, LOC6048058|XP_001865029.2|CQUI
OG0001079	LOC111597427|XP_023167893.1|DHYD	LOC6051664|XP_001868064.2|CQUI
OG0001080	LOC111598791|XP_030081448.1|DHYD	LOC6041053|XP_001850364.2|CQUI
OG0001081	LOC111600630|XP_023172601.2|DHYD, LOC111597669|XP_023168261.1|DHYD	LOC6041039|XP_001850350.2|CQUI, LOC6042831|XP_001870828.1|CQUI
OG0001082	LOC111602104|XP_023174810.1|DHYD	LOC6043330|XP_038119590.1|CQUI
OG0001083	LOC111601576|XP_023173995.2|DHYD	LOC6031062|XP_038119861.1|CQUI
OG0001084	LOC111597682|XP_023168280.2|DHYD	LOC6042294|XP_038114789.1|CQUI, LOC6047368|XP_038115486.1|CQUI
OG0001085	LOC111600887|XP_023172993.1|DHYD	LOC6042005|XP_038115817.1|CQUI
OG0001086	LOC111596988|XP_023167247.1|DHYD	LOC6036258|XP_001846326.2|CQUI
OG0001088	LOC111592741|XP_023160907.2|DHYD	LOC6040518|XP_001849904.2|CQUI, LOC6033568|XP_038117163.1|CQUI, LOC6049750|XP_038119401.1|CQUI
OG0001089	LOC111595304|XP_030079466.1|DHYD	LOC6037275|XP_038117998.1|CQUI
OG0001090	LOC111601573|XP_023173993.1|DHYD	LOC6034576|XP_038120156.1|CQUI, LOC6034579|XP_038120153.1|CQUI, LOC6034580|XP_038120154.1|CQUI
OG0001091	LOC111597530|XP_023168075.2|DHYD	LOC6030795|XP_001841707.2|CQUI, LOC6030816|XP_001841702.2|CQUI, LOC6030812|XP_001841704.2|CQUI, LOC119770851|XP_038122367.1|CQUI, LOC6030822|XP_001841703.2|CQUI, LOC6030813|XP_001841708.2|CQUI
OG0001092	LOC115483323|XP_030080569.1|DHYD, LOC111599007|XP_023170289.1|DHYD	LOC6036149|XP_038109368.1|CQUI
OG0001093	LOC111600392|XP_030080539.1|DHYD	LOC6036146|XP_001846236.2|CQUI
OG0001094	LOC111600412|XP_023172260.2|DHYD, LOC111600341|XP_023172173.2|DHYD	LOC6031336|XP_038112557.1|CQUI
OG0001095	LOC111592309|XP_023160184.2|DHYD	LOC6049911|XP_001866601.1|CQUI, LOC6049910|XP_038111983.1|CQUI, LOC6049913|XP_001866603.1|CQUI
OG0001096	LOC111599308|XP_030079192.1|DHYD	LOC6031955|XP_038113300.1|CQUI, LOC6031954|XP_038108739.1|CQUI
OG0001097	LOC111594654|XP_023163822.1|DHYD	LOC6031863|XP_038109276.1|CQUI
OG0001099	LOC111594368|XP_023163401.1|DHYD, LOC115483759|XP_030081864.1|DHYD, LOC111594386|XP_023163421.2|DHYD, LOC115483741|XP_030081845.1|DHYD	LOC6040335|XP_001849740.2|CQUI
OG0001100	LOC111598705|XP_023169861.1|DHYD	LOC6052097|XP_038112579.1|CQUI
OG0001101	LOC111600149|XP_023171899.2|DHYD, LOC111600169|XP_023171929.2|DHYD	LOC6037726|XP_038113843.1|CQUI
OG0001102	LOC111603338|XP_023176643.1|DHYD	LOC6040098|XP_038110990.1|CQUI, LOC6040089|XP_038110333.1|CQUI
OG0001103	LOC111598807|XP_023170001.2|DHYD	LOC6040179|XP_001849630.2|CQUI, LOC6040178|XP_038112931.1|CQUI, LOC6040177|XP_001849628.2|CQUI
OG0001104	LOC111597276|XP_023167660.1|DHYD, LOC111593688|XP_023162355.1|DHYD, LOC111593069|XP_023161418.1|DHYD	LOC6051930|XP_001868284.2|CQUI
OG0001105	LOC111598167|XP_023169023.1|DHYD	LOC6036714|XP_001846718.1|CQUI
OG0001106	LOC111597895|XP_030081721.1|DHYD	LOC6047766|XP_038112893.1|CQUI, LOC6047173|XP_038113034.1|CQUI
OG0001118	LOC111598674|XP_023169800.1|DHYD	LOC6053773|XP_001869802.1|CQUI
OG0001119	LOC111600815|XP_023172882.2|DHYD	LOC6040361|XP_038114062.1|CQUI, LOC6048162|XP_038104643.1|CQUI
OG0001120	LOC111603481|XP_023176840.1|DHYD	LOC6033952|XP_038104598.1|CQUI, LOC6033958|XP_038105273.1|CQUI
OG0001122	LOC111600480|XP_023172360.1|DHYD	LOC6047533|XP_038119301.1|CQUI
OG0001124	LOC111602574|XP_023175501.2|DHYD	LOC6044079|XP_038120683.1|CQUI
OG0001125	LOC111595023|XP_023164303.1|DHYD	LOC6039443|XP_001849053.2|CQUI
OG0001126	LOC111597752|XP_030081822.1|DHYD	LOC6049107|XP_038118915.1|CQUI
OG0001127	LOC111599226|XP_023170592.2|DHYD	LOC6052725|XP_001868949.2|CQUI, LOC6034690|XP_001844974.2|CQUI
OG0001128	LOC111600760|XP_030080931.1|DHYD	LOC6030950|XP_038115818.1|CQUI, LOC6040847|XP_038111443.1|CQUI
OG0001129	LOC111602234|XP_023174984.2|DHYD	LOC6041308|XP_038109340.1|CQUI
OG0001130	LOC111599968|XP_030080421.1|DHYD	LOC6046734|XP_001863893.2|CQUI
OG0001131	LOC111597653|XP_023168245.1|DHYD	LOC6044602|XP_038107721.1|CQUI, LOC6042975|XP_038110225.1|CQUI, LOC6044604|XP_038107498.1|CQUI
OG0001133	LOC111601132|XP_023173360.2|DHYD	LOC6043724|XP_038111216.1|CQUI
OG0001134	LOC111592837|XP_023161033.2|DHYD	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI
OG0001135	LOC111600096|XP_023171827.1|DHYD	LOC6034993|XP_038120309.1|CQUI, LOC6039748|XP_001849295.2|CQUI
OG0001136	LOC111593611|XP_023162246.2|DHYD, LOC115482750|XP_030078626.1|DHYD	LOC6050340|XP_038118633.1|CQUI
OG0001137	LOC111597404|XP_023167851.2|DHYD	LOC6050281|XP_001866914.2|CQUI
OG0001138	LOC111598792|XP_023169976.2|DHYD	LOC6044622|XP_038109992.1|CQUI
OG0001139	LOC111597241|XP_023167604.2|DHYD	LOC6034191|XP_001844546.2|CQUI
OG0001147	LOC111593877|XP_023162710.2|DHYD	LOC6048224|XP_001865175.2|CQUI
OG0001153	LOC111600009|XP_030081198.1|DHYD	LOC6047706|XP_038117452.1|CQUI
OG0001154	LOC111603962|XP_030079111.1|DHYD	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI
OG0001155	LOC111596463|XP_023166482.2|DHYD	LOC119771163|XP_038122554.1|CQUI
OG0001157	LOC111594548|XP_023163669.1|DHYD	LOC6031419|XP_001842227.2|CQUI
OG0001158	LOC111599206|XP_023170570.1|DHYD	LOC6038004|XP_001847851.2|CQUI
OG0001159	LOC111592693|XP_030080752.1|DHYD	LOC6047617|XP_038105916.1|CQUI
OG0001160	LOC111594614|XP_023163768.2|DHYD	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI
OG0001162	LOC111593339|XP_023161817.2|DHYD	LOC6037355|XP_038105872.1|CQUI
OG0001164	LOC111597817|XP_030080658.1|DHYD, LOC111597868|XP_023168561.2|DHYD	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI
OG0001165	LOC111603804|XP_030081287.1|DHYD	LOC6040940|XP_001850268.2|CQUI
OG0001166	LOC111597740|XP_030081127.1|DHYD	LOC6035310|XP_038120346.1|CQUI
OG0001167	LOC115483375|XP_030080950.1|DHYD, LOC111605713|XP_023180171.2|DHYD	LOC6053462|XP_038118279.1|CQUI
OG0001168	LOC111593970|XP_023162829.2|DHYD	LOC119769703|XP_038119060.1|CQUI
OG0001169	LOC111603108|XP_023176342.2|DHYD	LOC6050237|XP_038120378.1|CQUI, LOC6050236|XP_001866875.2|CQUI, LOC6046275|XP_001863502.2|CQUI
OG0001171	LOC111592753|XP_023160917.2|DHYD	LOC6038611|XP_038115237.1|CQUI
OG0001172	LOC111593825|XP_023162626.2|DHYD, LOC111593826|XP_023162627.2|DHYD	LOC6040017|XP_038120821.1|CQUI
OG0001173	LOC111594539|XP_023163648.1|DHYD	LOC6044092|XP_001861654.2|CQUI, LOC6039973|XP_038108775.1|CQUI, LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI
OG0001174	LOC111595663|XP_030081816.1|DHYD	LOC6030890|XP_001841766.1|CQUI
OG0001175	LOC111597118|XP_023167446.1|DHYD, LOC111598242|XP_023169174.1|DHYD	LOC6041411|XP_001850674.1|CQUI
OG0001176	LOC111593754|XP_023162524.2|DHYD	LOC6032450|XP_038112002.1|CQUI
OG0001177	LOC111595205|XP_023164572.2|DHYD	LOC6033652|XP_038114034.1|CQUI
OG0001178	LOC111602086|XP_030079710.1|DHYD	LOC6033262|XP_038111957.1|CQUI
OG0001179	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD	LOC6036453|XP_038114387.1|CQUI
OG0001180	LOC111598393|XP_023169381.1|DHYD	LOC6033626|XP_038112234.1|CQUI
OG0001181	LOC111595062|XP_023164384.2|DHYD	LOC6046070|XP_038119931.1|CQUI
OG0001182	LOC111605533|XP_023179860.2|DHYD	LOC6051010|XP_038121521.1|CQUI, LOC6051011|XP_038115128.1|CQUI
OG0001183	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD, LOC111602417|XP_023175223.1|DHYD	LOC6050625|XP_038121048.1|CQUI
OG0001185	LOC111602952|XP_023176084.2|DHYD	LOC6047138|XP_038115095.1|CQUI
OG0001186	LOC111598852|XP_023170055.1|DHYD, LOC111600673|XP_023172691.2|DHYD	LOC6041144|XP_001850444.1|CQUI
OG0001187	LOC111601199|XP_023173455.2|DHYD	LOC6033407|XP_038110520.1|CQUI, LOC6033409|XP_001843862.2|CQUI
OG0001188	LOC111593081|XP_023161440.2|DHYD	LOC6043678|XP_001861307.2|CQUI, LOC6043677|XP_001861306.2|CQUI
OG0001189	LOC111599728|XP_023171241.1|DHYD	LOC6044185|XP_038112058.1|CQUI, LOC6032264|XP_038112626.1|CQUI
OG0001190	LOC111593646|XP_023162294.1|DHYD	LOC6035971|XP_001846078.2|CQUI, LOC6035970|XP_038112722.1|CQUI
OG0001191	LOC111593152|XP_023161523.2|DHYD	LOC6040784|XP_038113888.1|CQUI, LOC6054211|XP_038113931.1|CQUI
OG0001192	LOC111599528|XP_023170950.2|DHYD, LOC111599526|XP_023170948.1|DHYD	LOC6039652|XP_038112370.1|CQUI
OG0001193	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI
OG0001195	LOC111594151|XP_023163097.2|DHYD	LOC119767685|XP_038112768.1|CQUI
OG0001201	LOC111604872|XP_023178875.1|DHYD	LOC6050447|XP_001867055.2|CQUI
OG0001202	LOC111598412|XP_023169418.2|DHYD	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI
OG0001203	LOC111597683|XP_023168285.1|DHYD	LOC6038320|XP_038122940.1|CQUI, LOC6038329|XP_038110286.1|CQUI
OG0001204	LOC111600370|XP_023172215.2|DHYD	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI
OG0001205	LOC111603587|XP_023177011.2|DHYD	LOC6052900|XP_001869076.2|CQUI
OG0001206	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD	LOC6049919|XP_038114189.1|CQUI
OG0001207	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD	LOC6035127|XP_038117837.1|CQUI
OG0001208	LOC111603380|XP_023176699.2|DHYD	LOC6044973|XP_038105992.1|CQUI
OG0001209	LOC111596661|XP_023166738.1|DHYD	LOC6051353|XP_038122782.1|CQUI
OG0001210	LOC111600204|XP_030079386.1|DHYD	LOC6052130|XP_038104165.1|CQUI, LOC6050694|XP_038104085.1|CQUI
OG0001211	LOC111602636|XP_023175566.1|DHYD	LOC6034927|XP_001845192.2|CQUI
OG0001212	LOC111603094|XP_023176322.2|DHYD	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI, LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI
OG0001213	LOC111598501|XP_023169535.2|DHYD	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI
OG0001214	LOC111603474|XP_023176831.2|DHYD	LOC6037486|XP_001847396.2|CQUI
OG0001215	LOC115483345|XP_030080707.1|DHYD	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI
OG0001216	LOC111595681|XP_023165287.2|DHYD	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI
OG0001217	LOC111592086|XP_023159877.2|DHYD	LOC6042395|XP_001851520.2|CQUI
OG0001218	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD	LOC6040898|XP_001850226.1|CQUI
OG0001220	LOC111593870|XP_023162699.2|DHYD	LOC6045532|XP_001862887.1|CQUI, LOC119769797|XP_038119366.1|CQUI
OG0001221	LOC111602120|XP_023174837.1|DHYD	LOC6043322|XP_038116069.1|CQUI
OG0001222	LOC111592328|XP_023160221.1|DHYD	LOC6052140|XP_001868455.2|CQUI
OG0001223	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD	LOC6036538|XP_038119459.1|CQUI
OG0001224	LOC111592548|XP_023160608.1|DHYD	LOC6036744|XP_001846743.1|CQUI
OG0001225	LOC111599921|XP_023171525.2|DHYD	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI
OG0001226	LOC111604439|XP_023178278.1|DHYD	LOC6030868|XP_038117520.1|CQUI
OG0001227	LOC111602155|XP_023174881.2|DHYD, LOC111602147|XP_023174868.2|DHYD, LOC111602136|XP_023174856.1|DHYD	LOC6037379|XP_038112500.1|CQUI
OG0001228	LOC111598175|XP_023169039.1|DHYD	LOC6050448|XP_001867052.2|CQUI
OG0001229	LOC111600119|XP_030081242.1|DHYD	LOC6033208|XP_038108952.1|CQUI
OG0001230	LOC111604577|XP_030081069.1|DHYD	LOC6042866|XP_038109988.1|CQUI
OG0001233	LOC111595816|XP_023165489.1|DHYD	LOC6034829|XP_038112300.1|CQUI
OG0001234	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD	LOC6036123|XP_001846216.1|CQUI
OG0001235	LOC111599105|XP_023170424.2|DHYD	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI
OG0001236	LOC111605688|XP_023180127.2|DHYD	LOC6046075|XP_001863329.2|CQUI
OG0001237	LOC111596687|XP_023166761.1|DHYD	LOC6040473|XP_038114997.1|CQUI
OG0001238	LOC111595167|XP_023164515.1|DHYD	LOC6043265|XP_038121140.1|CQUI
OG0001239	LOC111598313|XP_023169277.1|DHYD	LOC6052626|XP_038111282.1|CQUI, LOC6032254|XP_038121026.1|CQUI
OG0001240	LOC111595162|XP_030078658.1|DHYD	LOC6045142|XP_001862540.2|CQUI, LOC6045143|XP_001862541.2|CQUI
OG0001241	LOC111598531|XP_023169583.2|DHYD	LOC6046394|XP_038116205.1|CQUI
OG0001242	LOC111593632|XP_023162272.1|DHYD	LOC6032717|XP_001843269.1|CQUI
OG0001244	LOC111595689|XP_023165299.2|DHYD	LOC6051908|XP_001868265.2|CQUI
OG0001245	LOC111595974|XP_023165720.2|DHYD	LOC6039632|XP_038111436.1|CQUI, LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI
OG0001246	LOC111600084|XP_023171791.2|DHYD	LOC6046496|XP_038112281.1|CQUI, LOC119767076|XP_038110479.1|CQUI, LOC6046495|XP_001863681.2|CQUI
OG0001247	LOC111600130|XP_023171863.1|DHYD	LOC6036721|XP_038108755.1|CQUI
OG0001248	LOC111592739|XP_023160904.2|DHYD	LOC6047152|XP_038112085.1|CQUI
OG0001249	LOC111605291|XP_023179509.1|DHYD	LOC6037219|XP_038111368.1|CQUI
OG0001257	LOC111593704|XP_023162420.2|DHYD	LOC6038325|XP_038121277.1|CQUI
OG0001260	LOC111594477|XP_023163546.1|DHYD	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI
OG0001261	LOC111600196|XP_023171977.1|DHYD	LOC6036966|XP_038105068.1|CQUI
OG0001263	LOC111596397|XP_023166371.1|DHYD	LOC6047408|XP_038111894.1|CQUI
OG0001264	LOC111601567|XP_030080310.1|DHYD	LOC6031873|XP_038111151.1|CQUI
OG0001265	LOC111595946|XP_023165680.2|DHYD	LOC6034456|XP_038105093.1|CQUI
OG0001266	LOC111605272|XP_023179483.2|DHYD	LOC6035643|XP_001845783.2|CQUI
OG0001267	LOC111597805|XP_023168458.1|DHYD	LOC6051047|XP_038122925.1|CQUI, LOC6044839|XP_038105651.1|CQUI
OG0001269	LOC111592203|XP_023160038.1|DHYD	LOC6034952|XP_001845211.1|CQUI
OG0001270	LOC111598646|XP_023169761.2|DHYD	LOC119767815|XP_038113307.1|CQUI, LOC6037485|XP_038104290.1|CQUI
OG0001271	LOC111600731|XP_023172771.2|DHYD	LOC6043921|XP_001861500.2|CQUI, LOC6043922|XP_001861501.1|CQUI
OG0001272	LOC111601736|XP_023174228.2|DHYD	LOC6038800|XP_038115010.1|CQUI
OG0001273	LOC111601442|XP_023173786.1|DHYD	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI, LOC6047352|XP_038106332.1|CQUI
OG0001274	LOC111604427|XP_023178256.1|DHYD	LOC6048052|XP_038120536.1|CQUI
OG0001276	LOC111596616|XP_023166671.1|DHYD	LOC6041249|XP_001850539.2|CQUI
OG0001277	LOC111597564|XP_023168131.2|DHYD	LOC6037285|XP_038119469.1|CQUI
OG0001278	LOC111603732|XP_023177212.1|DHYD	LOC6036217|XP_038115918.1|CQUI
OG0001279	LOC111603742|XP_023177228.1|DHYD	LOC6036221|XP_001846296.1|CQUI
OG0001280	LOC111600514|XP_023172411.1|DHYD	LOC6038254|XP_038118225.1|CQUI
OG0001281	LOC111591857|XP_023159507.1|DHYD	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI
OG0001282	LOC111603965|XP_023177571.2|DHYD	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI
OG0001283	LOC111594018|XP_023162888.2|DHYD	LOC6053152|XP_038119033.1|CQUI
OG0001284	LOC115483177|XP_030080195.1|DHYD, LOC111599984|XP_030079074.1|DHYD	LOC6032448|XP_001843044.1|CQUI
OG0001285	LOC111598758|XP_023169934.1|DHYD	LOC6040540|XP_001849924.2|CQUI, LOC6032470|XP_001843063.1|CQUI
OG0001286	LOC111596084|XP_023165913.1|DHYD	LOC6048784|XP_038109129.1|CQUI
OG0001287	LOC111600268|XP_023172084.2|DHYD	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI
OG0001288	LOC111599114|XP_023170442.2|DHYD	LOC6049426|XP_038107510.1|CQUI
OG0001289	LOC111601651|XP_023174105.2|DHYD	LOC6049419|XP_001866187.2|CQUI, LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI
OG0001290	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD	LOC6048341|XP_038111865.1|CQUI
OG0001291	LOC111600014|XP_023171687.1|DHYD	LOC6048800|XP_001865667.2|CQUI
OG0001292	LOC111594729|XP_023163932.2|DHYD	LOC6037255|XP_038109974.1|CQUI, LOC6037188|XP_038109977.1|CQUI
OG0001293	LOC111605594|XP_023179971.1|DHYD	LOC6040512|XP_001849898.1|CQUI
OG0001294	LOC111603471|XP_023176829.1|DHYD	LOC6032208|XP_038117537.1|CQUI
OG0001295	LOC111602855|XP_023175938.1|DHYD	LOC6034917|XP_001845183.1|CQUI
OG0001296	LOC111605641|XP_023180070.2|DHYD, LOC111593242|XP_030081695.1|DHYD	LOC6047495|XP_038119702.1|CQUI
OG0001297	LOC111601790|XP_023174327.1|DHYD	LOC6046059|XP_038117659.1|CQUI
OG0001298	LOC111602638|XP_023175567.1|DHYD	LOC6051290|XP_038120986.1|CQUI, LOC6045184|XP_038120344.1|CQUI
OG0001299	LOC111604503|XP_023178363.2|DHYD	LOC6049643|XP_038121699.1|CQUI, LOC6045696|XP_038115784.1|CQUI
OG0001300	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD	LOC6035030|XP_001845275.1|CQUI
OG0001301	LOC111597755|XP_023168378.2|DHYD	LOC6039153|XP_001848808.2|CQUI, LOC6039154|XP_001848809.2|CQUI
OG0001302	LOC111594327|XP_023163342.1|DHYD	LOC6047583|XP_001864626.2|CQUI
OG0001303	LOC111602449|XP_023175280.2|DHYD	LOC6045151|XP_001862551.1|CQUI
OG0001304	LOC111592217|XP_023160058.1|DHYD	LOC6051294|XP_038115861.1|CQUI
OG0001305	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD	LOC6042960|XP_038116247.1|CQUI
OG0001306	LOC111595196|XP_023164559.1|DHYD	LOC6047141|XP_038115120.1|CQUI
OG0001307	LOC111594841|XP_023164075.2|DHYD	LOC6045564|XP_038118987.1|CQUI
OG0001308	LOC111596830|XP_023166969.1|DHYD	LOC6042267|XP_038118191.1|CQUI
OG0001309	LOC111604956|XP_023179001.1|DHYD	LOC6037560|XP_038120045.1|CQUI, LOC6037559|XP_001847457.2|CQUI
OG0001310	LOC111598328|XP_023169296.1|DHYD	LOC6047951|XP_038121204.1|CQUI
OG0001311	LOC111603228|XP_030079291.1|DHYD	LOC6033402|XP_038108518.1|CQUI, LOC6050205|XP_038104691.1|CQUI
OG0001312	LOC111592737|XP_023160899.1|DHYD	LOC6043662|XP_038113256.1|CQUI
OG0001313	LOC111600546|XP_023172459.2|DHYD	LOC6042364|XP_001851491.2|CQUI
OG0001314	LOC111600371|XP_023172216.2|DHYD	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI
OG0001315	LOC111604067|XP_023177704.1|DHYD	LOC6038959|XP_038120814.1|CQUI
OG0001326	LOC111603295|XP_023176585.1|DHYD	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI
OG0001328	LOC111596963|XP_030079613.1|DHYD	LOC6040979|XP_001850277.2|CQUI
OG0001329	LOC111594997|XP_023164264.1|DHYD	LOC6042511|XP_001870667.2|CQUI
