Orthogroup	DHYD.longest_only	DSUP.longest_only
OG0000451	LOC111600827|XP_023172938.1|DHYD	LOC119557243|XP_037725855.1|DSUP
OG0000451	LOC111600661|XP_023172700.1|DHYD	LOC119557245|XP_037725859.1|DSUP
OG0000453	LOC111602749|XP_023175769.1|DHYD	LOC119560069|XP_037729304.1|DSUP
OG0000453	LOC111602787|XP_023175828.2|DHYD	LOC119560958|XP_037730634.1|DSUP
OG0000454	LOC111592640|XP_023160753.2|DHYD	LOC119560282|XP_037729581.1|DSUP, LOC119555486|XP_037722824.1|DSUP
OG0000456	LOC111595874|XP_023165565.2|DHYD	LOC119549981|XP_037714352.1|DSUP
OG0000456	LOC111600346|XP_023172181.2|DHYD	LOC119546515|XP_037708769.1|DSUP
OG0000457	LOC111593779|XP_023162564.2|DHYD	LOC119546756|XP_037709215.1|DSUP
OG0000457	LOC111602307|XP_030079070.1|DHYD	LOC119559010|XP_037728078.1|DSUP
OG0000458	LOC111595812|XP_023165471.2|DHYD	LOC119546566|XP_037708867.1|DSUP
OG0000460	LOC111595833|XP_023165509.1|DHYD	LOC119546740|XP_037709167.1|DSUP
OG0000462	LOC111596211|XP_023166092.1|DHYD	LOC119559835|XP_037728858.1|DSUP
OG0000462	LOC111596209|XP_023166090.2|DHYD	LOC119560153|XP_037729435.1|DSUP
OG0000463	LOC111601429|XP_023173773.2|DHYD	LOC119545731|XP_037707479.1|DSUP
OG0000463	LOC111605582|XP_023179954.2|DHYD	LOC119558194|XP_037727408.1|DSUP, LOC119545729|XP_037707477.1|DSUP
OG0000464	LOC111595575|XP_023165142.2|DHYD	LOC119548375|XP_037711521.1|DSUP
OG0000465	LOC111593699|XP_023162412.2|DHYD	LOC119553937|XP_037720558.1|DSUP
OG0000465	LOC111593687|XP_023162351.2|DHYD	LOC119551019|XP_037716006.1|DSUP
OG0000466	LOC111601829|XP_023174424.1|DHYD	LOC119556223|XP_037724135.1|DSUP
OG0000466	LOC111595994|XP_023165759.1|DHYD	LOC119547429|XP_037710216.1|DSUP
OG0000467	LOC111593806|XP_023162599.2|DHYD	LOC119549785|XP_037713975.1|DSUP
OG0000467	LOC111593964|XP_023162823.1|DHYD	LOC119551145|XP_037716264.1|DSUP
OG0000468	LOC111594544|XP_023163664.1|DHYD	LOC119546514|XP_037708773.1|DSUP
OG0000468	LOC111603285|XP_023176571.1|DHYD	LOC119549197|XP_037712954.1|DSUP
OG0000469	LOC111599103|XP_030080377.1|DHYD	LOC119548647|XP_037711978.1|DSUP
OG0000469	LOC111594196|XP_023163161.2|DHYD	LOC119548833|XP_037712378.1|DSUP
OG0000470	LOC111597450|XP_023167940.2|DHYD	LOC119553299|XP_037719544.1|DSUP
OG0000470	LOC111605702|XP_023180148.2|DHYD	LOC119554542|XP_037721428.1|DSUP
OG0000471	LOC111596972|XP_023167216.2|DHYD	LOC119553517|XP_037719868.1|DSUP, LOC119547807|XP_037710752.1|DSUP
OG0000471	LOC111599379|XP_023170781.2|DHYD	LOC119547024|XP_037709623.1|DSUP
OG0000473	LOC111603131|XP_023176373.2|DHYD	LOC119558127|XP_037727287.1|DSUP
OG0000473	LOC111596836|XP_023166978.1|DHYD	LOC119556920|XP_037725334.1|DSUP
OG0000474	LOC111598285|XP_023169235.1|DHYD	LOC119556157|XP_037723986.1|DSUP
OG0000474	LOC111593118|XP_023161487.1|DHYD	LOC119553891|XP_037720485.1|DSUP
OG0000475	LOC111603597|XP_023177023.1|DHYD	LOC119559750|XP_037728746.1|DSUP
OG0000475	LOC111603622|XP_023177060.1|DHYD	LOC119560956|XP_037730632.1|DSUP, LOC119560370|XP_037729704.1|DSUP
OG0000476	LOC111593686|XP_023162350.2|DHYD	LOC119562906|XP_037731975.1|DSUP, LOC119562907|XP_037731976.1|DSUP
OG0000476	LOC111593679|XP_023162339.2|DHYD	LOC119562908|XP_037731977.1|DSUP
OG0000477	LOC111605451|XP_023179735.2|DHYD	LOC119560825|XP_037730399.1|DSUP
OG0000477	LOC111605452|XP_023179737.2|DHYD	LOC119560902|XP_037730528.1|DSUP
OG0000478	LOC111597454|XP_023167974.2|DHYD	LOC119558374|XP_037727818.1|DSUP
OG0000478	LOC111595621|XP_023165200.1|DHYD	LOC119548777|XP_037712256.1|DSUP
OG0000479	LOC111595696|XP_023165309.2|DHYD	LOC119563043|XP_037732176.1|DSUP, LOC119551584|XP_037716916.1|DSUP
OG0000480	LOC111596053|XP_023165869.2|DHYD	LOC119547784|XP_037710722.1|DSUP
OG0000480	LOC111596048|XP_023165854.2|DHYD	LOC119547155|XP_037709804.1|DSUP
OG0000482	LOC111604576|XP_023178447.2|DHYD	LOC119563408|XP_037732703.1|DSUP
OG0000482	LOC111596695|XP_023166779.2|DHYD	LOC119560879|XP_037730484.1|DSUP
OG0000483	LOC111593381|XP_023161868.2|DHYD	LOC119563480|XP_037732832.1|DSUP
OG0000483	LOC111593380|XP_023161867.1|DHYD	LOC119563478|XP_037732830.1|DSUP
OG0000484	LOC111596206|XP_023166087.2|DHYD	LOC119559833|XP_037728856.1|DSUP
OG0000484	LOC111596207|XP_023166088.2|DHYD	LOC119559831|XP_037728852.1|DSUP
OG0000485	LOC111599248|XP_023170617.1|DHYD	LOC119555018|XP_037722089.1|DSUP
OG0000485	LOC111599245|XP_023170613.2|DHYD	LOC119555017|XP_037722088.1|DSUP
OG0000486	LOC111603844|XP_023177385.1|DHYD	LOC119550087|XP_037714492.1|DSUP, LOC119558810|XP_037728003.1|DSUP
OG0000486	LOC111603843|XP_023177381.2|DHYD	LOC119558807|XP_037728000.1|DSUP, LOC119550085|XP_037714488.1|DSUP
OG0000487	LOC111593296|XP_023161744.1|DHYD	LOC119550372|XP_037714946.1|DSUP
OG0000487	LOC111593298|XP_023161748.2|DHYD	LOC119550950|XP_037715904.1|DSUP
OG0000488	LOC111596121|XP_023165958.1|DHYD, LOC111596119|XP_023165956.2|DHYD, LOC111596120|XP_023165957.2|DHYD	LOC119547832|XP_037710789.1|DSUP, LOC119547833|XP_037710791.1|DSUP
OG0000489	LOC111601480|XP_023173837.2|DHYD	LOC119551509|XP_037716821.1|DSUP
OG0000489	LOC111600206|XP_023171991.2|DHYD	LOC119555836|XP_037723392.1|DSUP
OG0000490	LOC111601842|XP_023174444.1|DHYD	LOC119557601|XP_037726331.1|DSUP
OG0000490	LOC111594278|XP_030078911.1|DHYD	LOC119557466|XP_037726156.1|DSUP
OG0000491	LOC111603099|XP_023176331.1|DHYD	LOC119549546|XP_037713623.1|DSUP, LOC119549758|XP_037713930.1|DSUP, LOC119549545|XP_037713622.1|DSUP
OG0000492	LOC111600144|XP_023171889.1|DHYD	LOC119550103|XP_037714511.1|DSUP
OG0000492	LOC111593668|XP_023162325.1|DHYD	LOC119547796|XP_037710740.1|DSUP
OG0000493	LOC115482941|XP_030079169.1|DHYD, LOC111603176|XP_023176429.1|DHYD	LOC119557094|XP_037725588.1|DSUP
OG0000494	LOC111600816|XP_023172885.2|DHYD	LOC119556132|XP_037723953.1|DSUP
OG0000494	LOC115482733|XP_030078968.1|DHYD, LOC111599006|XP_023170287.1|DHYD	LOC119546064|XP_037708061.1|DSUP
OG0000495	LOC111592988|XP_023161258.2|DHYD	LOC119556486|XP_037724669.1|DSUP
OG0000495	LOC111593176|XP_023161550.1|DHYD	LOC119551816|XP_037717304.1|DSUP
OG0000496	LOC111602239|XP_023174993.2|DHYD	LOC119546888|XP_037709433.1|DSUP
OG0000496	LOC111592915|XP_023161134.2|DHYD	LOC119547342|XP_037710082.1|DSUP
OG0000497	LOC111591953|XP_023159655.2|DHYD	LOC119548544|XP_037711767.1|DSUP
OG0000497	LOC111591960|XP_023159668.2|DHYD	LOC119547261|XP_037709967.1|DSUP
OG0000498	LOC111593377|XP_023161864.2|DHYD	LOC119563177|XP_037732377.1|DSUP
OG0000499	LOC111600628|XP_023172599.1|DHYD	LOC119550018|XP_037714370.1|DSUP
OG0000499	LOC111605300|XP_023179522.1|DHYD	LOC119555971|XP_037723626.1|DSUP
OG0000500	LOC111603333|XP_023176637.2|DHYD	LOC119553258|XP_037719474.1|DSUP
OG0000500	LOC111599229|XP_023170595.2|DHYD	LOC119554832|XP_037721834.1|DSUP
OG0000501	LOC111596380|XP_023166354.2|DHYD	LOC119551260|XP_037716445.1|DSUP, LOC119551758|XP_037717213.1|DSUP, LOC119546206|XP_037708270.1|DSUP
OG0000502	LOC111597052|XP_023167338.1|DHYD	LOC119549426|XP_037713436.1|DSUP
OG0000503	LOC111593060|XP_023161406.2|DHYD	LOC119551982|XP_037717628.1|DSUP, LOC119549899|XP_037714136.1|DSUP
OG0000504	LOC111605654|XP_023180083.2|DHYD	LOC119552586|XP_037718148.1|DSUP
OG0000505	LOC111601616|XP_023174050.2|DHYD	LOC119556844|XP_037725243.1|DSUP
OG0000505	LOC111601617|XP_030079936.1|DHYD	LOC119557494|XP_037726193.1|DSUP
OG0000506	LOC111601316|XP_030081592.1|DHYD	LOC119555341|XP_037722609.1|DSUP
OG0000506	LOC111601344|XP_023173644.2|DHYD	LOC119552108|XP_037717825.1|DSUP
OG0000507	LOC111593499|XP_030079940.1|DHYD	LOC119556852|XP_037725251.1|DSUP
OG0000507	LOC111593500|XP_023162035.1|DHYD	LOC119556075|XP_037723826.1|DSUP
OG0000508	LOC111596887|XP_023167105.2|DHYD	LOC119553979|XP_037720614.1|DSUP
OG0000508	LOC111597412|XP_030079482.1|DHYD	LOC119555548|XP_037722914.1|DSUP
OG0000509	LOC111596627|XP_030081319.1|DHYD	LOC119550700|XP_037715502.1|DSUP
OG0000509	LOC111594118|XP_023163046.1|DHYD	LOC119550270|XP_037714777.1|DSUP
OG0000510	LOC111592519|XP_023160538.2|DHYD	LOC119551511|XP_037716819.1|DSUP, LOC119551510|XP_037716818.1|DSUP
OG0000511	LOC111602504|XP_023175347.2|DHYD	LOC119548081|XP_037711094.1|DSUP
OG0000511	LOC111602452|XP_023175279.2|DHYD	LOC119548492|XP_037711695.1|DSUP
OG0000512	LOC111602494|XP_023175331.2|DHYD	LOC119554658|XP_037721587.1|DSUP
OG0000513	LOC111597638|XP_023168211.2|DHYD	LOC119551414|XP_037716682.1|DSUP
OG0000513	LOC111598968|XP_023170230.2|DHYD	LOC119548877|XP_037712436.1|DSUP
OG0000514	LOC111595808|XP_023165467.2|DHYD	LOC119547752|XP_037710680.1|DSUP
OG0000514	LOC111595862|XP_030079227.1|DHYD	LOC119548472|XP_037711668.1|DSUP
OG0000515	LOC111597674|XP_023168272.1|DHYD	LOC119555701|XP_037723330.1|DSUP
OG0000515	LOC111595057|XP_023164379.1|DHYD	LOC119553084|XP_037719161.1|DSUP
OG0000516	LOC111602030|XP_030079551.1|DHYD	LOC119558233|XP_037727481.1|DSUP
OG0000516	LOC111602063|XP_023174745.2|DHYD	LOC119558230|XP_037727477.1|DSUP
OG0000517	LOC111598097|XP_023168915.1|DHYD	LOC119555469|XP_037722803.1|DSUP
OG0000518	LOC111592833|XP_023161025.2|DHYD	LOC119555110|XP_037722261.1|DSUP
OG0000519	LOC111598394|XP_030079555.1|DHYD	LOC119547567|XP_037710396.1|DSUP, LOC119555356|XP_037722622.1|DSUP, LOC119555216|XP_037722407.1|DSUP
OG0000521	LOC111595958|XP_030080031.1|DHYD	LOC119556751|XP_037725100.1|DSUP
OG0000521	LOC111596169|XP_030080029.1|DHYD	LOC119558358|XP_037727791.1|DSUP
OG0000522	LOC111598827|XP_023170027.2|DHYD	LOC119557792|XP_037726623.1|DSUP
OG0000523	LOC111600814|XP_023172881.1|DHYD	LOC119563249|XP_037732490.1|DSUP
OG0000523	LOC111594079|XP_023162989.1|DHYD	LOC119557999|XP_037727029.1|DSUP
OG0000524	LOC111601791|XP_023174330.2|DHYD	LOC119561854|XP_037731265.1|DSUP, LOC119560389|XP_037729746.1|DSUP, LOC119560864|XP_037730465.1|DSUP
OG0000525	LOC111602095|XP_023174797.2|DHYD	LOC119552131|XP_037717847.1|DSUP, LOC119552130|XP_037717846.1|DSUP
OG0000526	LOC111594352|XP_023163380.2|DHYD	LOC119546880|XP_037709422.1|DSUP
OG0000526	LOC111593598|XP_023162226.1|DHYD	LOC119550025|XP_037714376.1|DSUP
OG0000527	LOC111602174|XP_023174903.1|DHYD	LOC119546043|XP_037707992.1|DSUP
OG0000527	LOC111602152|XP_023174872.2|DHYD	LOC119548336|XP_037711466.1|DSUP
OG0000528	LOC111596125|XP_023165963.2|DHYD	LOC119548148|XP_037711176.1|DSUP
OG0000529	LOC111599312|XP_023170690.2|DHYD	LOC119547312|XP_037710037.1|DSUP
OG0000529	LOC111596088|XP_023165916.2|DHYD	LOC119546038|XP_037707987.1|DSUP
OG0000530	LOC111597573|XP_023168140.2|DHYD	LOC119554244|XP_037721007.1|DSUP
OG0000530	LOC111603062|XP_023176287.1|DHYD	LOC119553729|XP_037720245.1|DSUP
OG0000531	LOC111600560|XP_023172479.1|DHYD	LOC119546234|XP_037708307.1|DSUP
OG0000532	LOC111601426|XP_023173770.2|DHYD	LOC119560247|XP_037729539.1|DSUP, LOC119560248|XP_037729540.1|DSUP
OG0000532	LOC111601494|XP_023173849.1|DHYD	LOC119563214|XP_037732439.1|DSUP
OG0000533	LOC111598396|XP_023169390.1|DHYD	LOC119556958|XP_037725394.1|DSUP
OG0000533	LOC111604888|XP_023178896.1|DHYD	LOC119560535|XP_037729950.1|DSUP
OG0000534	LOC111597222|XP_030080076.1|DHYD	LOC119556759|XP_037725109.1|DSUP
OG0000534	LOC111603140|XP_023176383.2|DHYD, LOC111601121|XP_023173344.2|DHYD	LOC119547090|XP_037709717.1|DSUP
OG0000535	LOC111599263|XP_023170633.1|DHYD	LOC119549463|XP_037713493.1|DSUP
OG0000535	LOC111595592|XP_023165170.1|DHYD	LOC119550511|XP_037715145.1|DSUP
OG0000536	LOC111593083|XP_023161441.2|DHYD, LOC111593098|XP_023161464.2|DHYD	LOC119553534|XP_037719887.1|DSUP
OG0000537	LOC111593799|XP_023162588.2|DHYD	LOC119551656|XP_037717021.1|DSUP
OG0000538	LOC111604354|XP_023178187.1|DHYD	LOC119550241|XP_037714739.1|DSUP
OG0000538	LOC111598006|XP_023168766.1|DHYD	LOC119549074|XP_037712710.1|DSUP
OG0000539	LOC111595172|XP_023164520.1|DHYD	LOC119558272|XP_037727577.1|DSUP
OG0000539	LOC111595165|XP_023164513.1|DHYD	LOC119563390|XP_037732674.1|DSUP
OG0000540	LOC111596102|XP_023165932.1|DHYD	LOC119548537|XP_037711758.1|DSUP
OG0000541	LOC111597696|XP_023168300.1|DHYD	LOC119550901|XP_037715820.1|DSUP
OG0000542	LOC111604801|XP_023178789.2|DHYD	LOC119550102|XP_037714514.1|DSUP
OG0000542	LOC111593703|XP_023162419.1|DHYD	LOC119558078|XP_037727227.1|DSUP
OG0000543	LOC111594828|XP_023164060.1|DHYD	LOC119549645|XP_037713761.1|DSUP
OG0000543	LOC111595610|XP_023165184.2|DHYD	LOC119551229|XP_037716396.1|DSUP
OG0000544	LOC111601045|XP_023173227.1|DHYD	LOC119553676|XP_037720148.1|DSUP
OG0000544	LOC111595332|XP_023164764.1|DHYD	LOC119560045|XP_037729278.1|DSUP
OG0000545	LOC111601520|XP_023173894.2|DHYD	LOC119552575|XP_037718133.1|DSUP
OG0000545	LOC111601443|XP_030078652.1|DHYD	LOC119563262|XP_037732504.1|DSUP
OG0000546	LOC111603558|XP_023176966.2|DHYD	LOC119560671|XP_037730172.1|DSUP
OG0000546	LOC111596748|XP_023166847.1|DHYD	LOC119556196|XP_037724072.1|DSUP
OG0000547	LOC111602796|XP_023175848.1|DHYD	LOC119557051|XP_037725525.1|DSUP, LOC119556772|XP_037725125.1|DSUP, LOC119556640|XP_037724897.1|DSUP, LOC119558617|XP_037727956.1|DSUP
OG0000548	LOC111594371|XP_023163404.2|DHYD	LOC119555668|XP_037723203.1|DSUP
OG0000548	LOC111594370|XP_023163403.2|DHYD	LOC119555109|XP_037722260.1|DSUP
OG0000549	LOC111593805|XP_023162598.1|DHYD	LOC119558815|XP_037728011.1|DSUP, LOC119551191|XP_037716321.1|DSUP
OG0000550	LOC111601730|XP_023174224.2|DHYD	LOC119552676|XP_037718313.1|DSUP
OG0000550	LOC111596321|XP_023166255.1|DHYD	LOC119554777|XP_037721748.1|DSUP
OG0000551	LOC111598806|XP_030081348.1|DHYD	LOC119550040|XP_037714421.1|DSUP
OG0000552	LOC111594479|XP_023163552.2|DHYD, LOC111594594|XP_023163725.2|DHYD	LOC119563510|XP_037732883.1|DSUP, LOC119554107|XP_037720794.1|DSUP
OG0000552	LOC111594576|XP_023163702.2|DHYD	LOC119552699|XP_037718367.1|DSUP
OG0000553	LOC111594723|XP_023163922.2|DHYD, LOC111594692|XP_023163880.2|DHYD, LOC111594722|XP_023163920.2|DHYD	LOC119547272|XP_037709982.1|DSUP
OG0000554	LOC111605581|XP_023179953.2|DHYD	LOC119545854|XP_037707757.1|DSUP
OG0000554	LOC111594453|XP_023163515.2|DHYD	LOC119555424|XP_037722723.1|DSUP
OG0000555	LOC111601060|XP_023173247.1|DHYD	LOC119555182|XP_037722362.1|DSUP
OG0000555	LOC111604484|XP_023178339.1|DHYD	LOC119554855|XP_037721863.1|DSUP
OG0000556	LOC111598310|XP_023169272.1|DHYD	LOC119556933|XP_037725352.1|DSUP
OG0000556	LOC111603437|XP_023176789.1|DHYD	LOC119563045|XP_037732178.1|DSUP
OG0000557	LOC111604581|XP_023178452.2|DHYD	LOC119551964|XP_037717597.1|DSUP
OG0000557	LOC111604564|XP_023178431.2|DHYD	LOC119557950|XP_037726913.1|DSUP
OG0000558	LOC111603017|XP_023176204.1|DHYD	LOC119554608|XP_037721532.1|DSUP
OG0000558	LOC111598667|XP_023169787.2|DHYD	LOC119557290|XP_037725909.1|DSUP
OG0000559	LOC111601778|XP_023174299.2|DHYD	LOC119557176|XP_037725721.1|DSUP
OG0000559	LOC111595083|XP_023164406.2|DHYD	LOC119553494|XP_037719831.1|DSUP
OG0000560	LOC111597007|XP_023167279.1|DHYD	LOC119549305|XP_037713192.1|DSUP
OG0000560	LOC111597006|XP_023167278.1|DHYD	LOC119549304|XP_037713191.1|DSUP
OG0000561	LOC111598714|XP_023169871.2|DHYD	LOC119555023|XP_037722096.1|DSUP
OG0000561	LOC111598750|XP_023169918.2|DHYD	LOC119555031|XP_037722104.1|DSUP
OG0000562	LOC111593112|XP_023161480.2|DHYD	LOC119552742|XP_037718435.1|DSUP
OG0000562	LOC115483767|XP_030081869.1|DHYD, LOC111592803|XP_023160979.1|DHYD	LOC119553638|XP_037720040.1|DSUP
OG0000563	LOC111597261|XP_023167639.2|DHYD	LOC119554008|XP_037720646.1|DSUP
OG0000563	LOC111597229|XP_023167590.2|DHYD	LOC119555484|XP_037722819.1|DSUP
OG0000564	LOC111601717|XP_023174206.1|DHYD	LOC119554140|XP_037720846.1|DSUP
OG0000564	LOC111601679|XP_023174146.1|DHYD	LOC119553637|XP_037720039.1|DSUP
OG0000566	LOC111602385|XP_023175176.1|DHYD	LOC119563384|XP_037732664.1|DSUP
OG0000566	LOC111604753|XP_023178707.1|DHYD	LOC119553056|XP_037719100.1|DSUP
OG0000567	LOC111597252|XP_023167623.1|DHYD	LOC119557794|XP_037726625.1|DSUP
OG0000567	LOC111597331|XP_023167742.2|DHYD	LOC119557882|XP_037726810.1|DSUP
OG0000568	LOC111598233|XP_023169167.2|DHYD	LOC119556926|XP_037725342.1|DSUP
OG0000568	LOC111601981|XP_023174631.2|DHYD	LOC119560858|XP_037730449.1|DSUP
OG0000569	LOC111602724|XP_023175738.1|DHYD	LOC119560297|XP_037729596.1|DSUP
OG0000569	LOC111600813|XP_023172874.1|DHYD	LOC119558776|XP_037727992.1|DSUP
OG0000570	LOC111596953|XP_023167181.2|DHYD	LOC119563330|XP_037732602.1|DSUP
OG0000570	LOC111596961|XP_023167195.2|DHYD	LOC119563105|XP_037732275.1|DSUP
OG0000571	LOC111594258|XP_023163247.2|DHYD	LOC119562897|XP_037731944.1|DSUP
OG0000571	LOC111594260|XP_030078679.1|DHYD	LOC119548884|XP_037712461.1|DSUP
OG0000572	LOC111596609|XP_023166661.1|DHYD	LOC119555588|XP_037723003.1|DSUP
OG0000572	LOC111596591|XP_023166642.1|DHYD	LOC119563091|XP_037732250.1|DSUP
OG0000573	LOC111597783|XP_023168417.2|DHYD	LOC119553735|XP_037720257.1|DSUP
OG0000573	LOC111599905|XP_023171495.1|DHYD	LOC119552032|XP_037717699.1|DSUP
OG0000574	LOC111597298|XP_023167689.2|DHYD	LOC119554151|XP_037720867.1|DSUP
OG0000574	LOC111601545|XP_023173949.1|DHYD	LOC119560014|XP_037729226.1|DSUP
OG0000575	LOC111595126|XP_023164466.2|DHYD	LOC119554674|XP_037721604.1|DSUP
OG0000575	LOC111595051|XP_023164346.2|DHYD	LOC119553127|XP_037719247.1|DSUP
OG0000576	LOC111603412|XP_023176762.2|DHYD	LOC119560366|XP_037729700.1|DSUP, LOC119560201|XP_037729492.1|DSUP
OG0000577	LOC111605564|XP_023179904.1|DHYD	LOC119546576|XP_037708900.1|DSUP
OG0000577	LOC111605561|XP_023179902.1|DHYD	LOC119546139|XP_037708173.1|DSUP
OG0000578	LOC111601242|XP_023173511.2|DHYD	LOC119546980|XP_037709557.1|DSUP
OG0000578	LOC111599661|XP_023171129.2|DHYD	LOC119551660|XP_037717026.1|DSUP
OG0000579	LOC111593268|XP_023161705.1|DHYD	LOC119560442|XP_037729813.1|DSUP
OG0000579	LOC111597243|XP_023167607.1|DHYD	LOC119554913|XP_037721944.1|DSUP
OG0000580	LOC111603021|XP_023176219.2|DHYD	LOC119563049|XP_037732185.1|DSUP
OG0000580	LOC111602980|XP_023176142.2|DHYD	LOC119563050|XP_037732186.1|DSUP
OG0000581	LOC111596434|XP_023166418.2|DHYD	LOC119559900|XP_037728991.1|DSUP
OG0000581	LOC111594057|XP_023162943.1|DHYD	LOC119557007|XP_037725465.1|DSUP
OG0000582	LOC111595070|XP_023164398.1|DHYD	LOC119549725|XP_037713891.1|DSUP
OG0000583	LOC111593932|XP_023162778.1|DHYD	LOC119550799|XP_037715660.1|DSUP
OG0000583	LOC111603806|XP_023177325.1|DHYD	LOC119550798|XP_037715658.1|DSUP
OG0000584	LOC111593777|XP_023162563.1|DHYD	LOC119547497|XP_037710317.1|DSUP
OG0000584	LOC111593774|XP_023162561.1|DHYD, LOC111593775|XP_023162562.2|DHYD	LOC119547602|XP_037710451.1|DSUP
OG0000585	LOC111592847|XP_023161053.2|DHYD, LOC111592827|XP_023161020.2|DHYD	LOC119554390|XP_037721201.1|DSUP, LOC119554255|XP_037721020.1|DSUP
OG0000586	LOC111597975|XP_023168718.2|DHYD	LOC119551847|XP_037717348.1|DSUP, LOC119551298|XP_037716505.1|DSUP
OG0000589	LOC111592357|XP_030080157.1|DHYD	LOC119556116|XP_037723915.1|DSUP
OG0000590	LOC111595919|XP_023165638.1|DHYD	LOC119560881|XP_037730490.1|DSUP
OG0000590	LOC111605431|XP_023179712.1|DHYD	LOC119557405|XP_037726080.1|DSUP
OG0000592	LOC111593899|XP_023162736.2|DHYD	LOC119549721|XP_037713887.1|DSUP
OG0000592	LOC111600679|XP_023172697.2|DHYD	LOC119550800|XP_037715661.1|DSUP
OG0000593	LOC111595398|XP_023164873.1|DHYD	LOC119557143|XP_037725654.1|DSUP
OG0000594	LOC111594451|XP_023163512.1|DHYD	LOC119557200|XP_037725786.1|DSUP
OG0000594	LOC111604560|XP_023178428.1|DHYD	LOC119555682|XP_037723237.1|DSUP
OG0000595	LOC111605572|XP_023179922.1|DHYD	LOC119560478|XP_037729865.1|DSUP
OG0000595	LOC111598220|XP_023169146.1|DHYD	LOC119556221|XP_037724137.1|DSUP
OG0000596	LOC111601915|XP_023174530.2|DHYD	LOC119557996|XP_037727027.1|DSUP
OG0000596	LOC111601319|XP_023173617.2|DHYD	LOC119563033|XP_037732162.1|DSUP
OG0000597	LOC111596407|XP_023166384.2|DHYD	LOC119563479|XP_037732831.1|DSUP
OG0000598	LOC111594455|XP_023163518.2|DHYD, LOC111594456|XP_023163520.2|DHYD	LOC119563508|XP_037732885.1|DSUP
OG0000599	LOC111597568|XP_023168134.2|DHYD	LOC119553487|XP_037719824.1|DSUP
OG0000599	LOC111597569|XP_023168135.2|DHYD	LOC119555413|XP_037722699.1|DSUP
OG0000600	LOC111595722|XP_023165340.1|DHYD	LOC119550130|XP_037714554.1|DSUP
OG0000600	LOC111595725|XP_023165344.1|DHYD	LOC119551468|XP_037716749.1|DSUP
OG0000601	LOC111593157|XP_023161528.2|DHYD	LOC119546803|XP_037709310.1|DSUP
OG0000601	LOC111593163|XP_023161533.1|DHYD	LOC119547122|XP_037709760.1|DSUP
OG0000602	LOC111603941|XP_023177537.2|DHYD	LOC119547301|XP_037710021.1|DSUP
OG0000602	LOC111603928|XP_023177523.2|DHYD, LOC111603976|XP_023177590.2|DHYD	LOC119547302|XP_037710022.1|DSUP
OG0000603	LOC111601936|XP_023174558.2|DHYD	LOC119553292|XP_037719539.1|DSUP, LOC119546907|XP_037709460.1|DSUP, LOC119548848|XP_037712397.1|DSUP
OG0000604	LOC111603542|XP_023176944.1|DHYD	LOC119547125|XP_037709763.1|DSUP
OG0000604	LOC111596067|XP_023165885.1|DHYD	LOC119548324|XP_037711433.1|DSUP
OG0000605	LOC111601154|XP_023173401.2|DHYD	LOC119546270|XP_037708371.1|DSUP
OG0000606	LOC111603499|XP_023176873.2|DHYD	LOC119557328|XP_037725981.1|DSUP
OG0000607	LOC111596833|XP_023166979.1|DHYD	LOC119553787|XP_037720329.1|DSUP, LOC119559274|XP_037728270.1|DSUP
OG0000607	LOC111595484|XP_023165048.1|DHYD	LOC119559931|XP_037729066.1|DSUP
OG0000608	LOC111600241|XP_023172044.1|DHYD	LOC119555935|XP_037723569.1|DSUP
OG0000608	LOC111600252|XP_023172065.1|DHYD	LOC119545687|XP_037707360.1|DSUP
OG0000609	LOC111595828|XP_030079203.1|DHYD, LOC111595827|XP_023165501.1|DHYD, LOC111601816|XP_023174405.2|DHYD	LOC119546810|XP_037709321.1|DSUP
OG0000610	LOC111592275|XP_023160142.1|DHYD	LOC119554927|XP_037721961.1|DSUP
OG0000610	LOC111601249|XP_023173516.1|DHYD	LOC119550951|XP_037715905.1|DSUP
OG0000611	LOC111600146|XP_023171891.1|DHYD	LOC119551644|XP_037717003.1|DSUP
OG0000611	LOC111594124|XP_023163051.2|DHYD	LOC119551866|XP_037717385.1|DSUP
OG0000612	LOC111603340|XP_030079167.1|DHYD	LOC119555438|XP_037722738.1|DSUP, LOC119554410|XP_037721227.1|DSUP, LOC119554409|XP_037721226.1|DSUP
OG0000614	LOC111593076|XP_023161423.2|DHYD	LOC119558379|XP_037727824.1|DSUP
OG0000615	LOC111603150|XP_023176394.1|DHYD	LOC119557045|XP_037725518.1|DSUP
OG0000615	LOC111602718|XP_023175732.2|DHYD	LOC119560796|XP_037730356.1|DSUP
OG0000616	LOC111603109|XP_023176343.2|DHYD	LOC119556396|XP_037724502.1|DSUP, LOC119558362|XP_037727793.1|DSUP, LOC119557817|XP_037726684.1|DSUP
OG0000617	LOC111603495|XP_023176870.2|DHYD	LOC119546006|XP_037707940.1|DSUP
OG0000617	LOC111598297|XP_023169253.2|DHYD	LOC119560427|XP_037729791.1|DSUP
OG0000618	LOC111599431|XP_023170852.2|DHYD	LOC119560682|XP_037730184.1|DSUP
OG0000618	LOC111594908|XP_023164162.1|DHYD	LOC119554052|XP_037720719.1|DSUP
OG0000619	LOC111604249|XP_023178008.1|DHYD	LOC119549093|XP_037712752.1|DSUP
OG0000620	LOC111602819|XP_023175891.1|DHYD	LOC119556992|XP_037725452.1|DSUP
