Orthogroup	DHYD.longest_only	BCOP.longest_only
OG0001711	LOC111603584|XP_023177006.2|DHYD	LOC119070360|XP_037030550.1|BCOP
OG0001712	LOC111602701|XP_023175701.1|DHYD	LOC119069168|XP_037028972.1|BCOP
OG0001713	LOC111593603|XP_023162232.1|DHYD, LOC111593608|XP_030078801.1|DHYD	LOC119070411|XP_037030638.1|BCOP
OG0001714	LOC111604906|XP_023178914.2|DHYD	LOC119068105|XP_037027426.1|BCOP
OG0001715	LOC111603362|XP_023176676.2|DHYD	LOC119068244|XP_037027670.1|BCOP
OG0001716	LOC111593511|XP_023162066.2|DHYD, LOC111595001|XP_023164269.2|DHYD	LOC119081196|XP_037045807.1|BCOP
OG0001717	LOC111598234|XP_023169163.2|DHYD	LOC119067038|XP_037025668.1|BCOP
OG0001718	LOC111602668|XP_023175621.2|DHYD	LOC119067040|XP_037025672.1|BCOP
OG0001719	LOC111596599|XP_030080723.1|DHYD	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP
OG0001720	LOC111601320|XP_023173618.2|DHYD, LOC115483700|XP_030081628.1|DHYD	LOC119070509|XP_037030762.1|BCOP
OG0001721	LOC111596260|XP_023166164.2|DHYD	LOC119067428|XP_037026293.1|BCOP
OG0001722	LOC111598680|XP_023169809.1|DHYD	LOC119074593|XP_037036734.1|BCOP
OG0001723	LOC111600877|XP_023172977.1|DHYD, LOC115483411|XP_030081107.1|DHYD	LOC119083678|XP_037049357.1|BCOP
OG0001724	LOC111593560|XP_030081358.1|DHYD	LOC119074111|XP_037035969.1|BCOP
OG0001725	LOC115483452|XP_030081321.1|DHYD, LOC115483439|XP_030081279.1|DHYD, LOC111593725|XP_023162471.2|DHYD	LOC119073997|XP_037035821.1|BCOP
OG0001726	LOC111592966|XP_023161226.1|DHYD	LOC119073360|XP_037034663.1|BCOP
OG0001727	LOC111605434|XP_023179718.1|DHYD	LOC119070539|XP_037030810.1|BCOP
OG0001728	LOC111603275|XP_023176559.1|DHYD	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP
OG0001729	LOC111605391|XP_023179655.2|DHYD	LOC119079298|XP_037042980.1|BCOP
OG0001730	LOC111602498|XP_023175337.2|DHYD	LOC119085974|XP_037052431.1|BCOP
OG0001731	LOC111595326|XP_023164751.2|DHYD	LOC119077466|XP_037040571.1|BCOP
OG0001733	LOC115483068|XP_030079787.1|DHYD, LOC111593181|XP_023161559.1|DHYD	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP
OG0001734	LOC111597733|XP_023168346.1|DHYD	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP
OG0001735	LOC111601564|XP_023173978.2|DHYD	LOC119073264|XP_037034537.1|BCOP
OG0001736	LOC111604074|XP_023177728.1|DHYD	LOC119080231|XP_037044373.1|BCOP
OG0001737	LOC111593789|XP_023162575.2|DHYD	LOC119080960|XP_037045487.1|BCOP
OG0001738	LOC111605171|XP_023179327.2|DHYD	LOC119080843|XP_037045298.1|BCOP
OG0001739	LOC111601629|XP_023174068.1|DHYD	LOC119080808|XP_037045274.1|BCOP
OG0001740	LOC111603835|XP_023177368.2|DHYD	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP
OG0001741	LOC111594473|XP_023163542.1|DHYD	LOC119073401|XP_037034730.1|BCOP, LOC119085850|XP_037052253.1|BCOP, LOC119079439|XP_037043247.1|BCOP
OG0001742	LOC111600646|XP_023172631.1|DHYD	LOC119080199|XP_037044335.1|BCOP
OG0001743	LOC111596967|XP_023167209.2|DHYD	LOC119076138|XP_037038711.1|BCOP
OG0001744	LOC115482847|XP_030078947.1|DHYD, LOC111598211|XP_023169119.2|DHYD	LOC119079410|XP_037043196.1|BCOP
OG0001745	LOC111604336|XP_023178199.2|DHYD	LOC119081729|XP_037046785.1|BCOP
OG0001746	LOC111599795|XP_023171339.2|DHYD	LOC119085490|XP_037051801.1|BCOP
OG0001747	LOC111605346|XP_023179588.2|DHYD	LOC119079630|XP_037043520.1|BCOP
OG0001748	LOC111592732|XP_023160892.2|DHYD	LOC119081126|XP_037045765.1|BCOP
OG0001749	LOC111604096|XP_023177761.1|DHYD	LOC119079661|XP_037043605.1|BCOP
OG0001750	LOC111604111|XP_023177786.2|DHYD	LOC119079658|XP_037043596.1|BCOP
OG0001751	LOC111594875|XP_023164126.2|DHYD	LOC119080835|XP_037045288.1|BCOP
OG0001752	LOC111594853|XP_023164098.2|DHYD	LOC119080955|XP_037045480.1|BCOP
OG0001753	LOC111601566|XP_023173980.2|DHYD	LOC119073253|XP_037034509.1|BCOP
OG0001754	LOC111593546|XP_023162167.1|DHYD	LOC119073323|XP_037034608.1|BCOP
OG0001755	LOC111601591|XP_030081156.1|DHYD	LOC119076046|XP_037038572.1|BCOP
OG0001756	LOC111594019|XP_023162889.1|DHYD, LOC111595628|XP_023165206.1|DHYD	LOC119074519|XP_037036577.1|BCOP
OG0001757	LOC111602252|XP_023175011.1|DHYD	LOC119074147|XP_037036042.1|BCOP
OG0001758	LOC111595052|XP_023164348.1|DHYD	LOC119080723|XP_037045104.1|BCOP
OG0001759	LOC111600579|XP_023172534.1|DHYD	LOC119073603|XP_037035073.1|BCOP
OG0001760	LOC111602108|XP_023174818.2|DHYD	LOC119074615|XP_037036773.1|BCOP
OG0001761	LOC111604148|XP_023177840.2|DHYD	LOC119073322|XP_037034606.1|BCOP
OG0001762	LOC111602244|XP_023175002.1|DHYD	LOC119066255|XP_037024487.1|BCOP
OG0001763	LOC111605023|XP_023179122.2|DHYD, LOC111605029|XP_023179127.2|DHYD	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP
OG0001764	LOC111603464|XP_023176821.1|DHYD	LOC119084901|XP_037050950.1|BCOP
OG0001765	LOC111604618|XP_030081093.1|DHYD	LOC119073248|XP_037034476.1|BCOP
OG0001766	LOC111603920|XP_023177513.2|DHYD	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP
OG0001767	LOC111599494|XP_023170929.2|DHYD	LOC119084667|XP_037050638.1|BCOP
OG0001768	LOC111599092|XP_023170400.1|DHYD	LOC119069042|XP_037028808.1|BCOP
OG0001769	LOC111602300|XP_023175068.2|DHYD	LOC119082055|XP_037047282.1|BCOP
OG0001770	LOC111600845|XP_023172922.2|DHYD	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP
OG0001771	LOC111602499|XP_023175338.2|DHYD, LOC111602482|XP_023175313.1|DHYD	LOC119070858|XP_037031266.1|BCOP
OG0001772	LOC111597781|XP_023168414.1|DHYD	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP
OG0001773	LOC111603868|XP_023177443.2|DHYD	LOC119082576|XP_037047996.1|BCOP
OG0001774	LOC111593833|XP_023162639.2|DHYD	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP
OG0001776	LOC111596281|XP_023166196.1|DHYD	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP
OG0001777	LOC111600698|XP_023172724.2|DHYD	LOC119078707|XP_037042271.1|BCOP
OG0001778	LOC111602536|XP_023175434.1|DHYD	LOC119079060|XP_037042761.1|BCOP
OG0001779	LOC111603983|XP_030079083.1|DHYD	LOC119075648|XP_037038030.1|BCOP
OG0001780	LOC115482829|XP_030078922.1|DHYD, LOC111600899|XP_023173008.1|DHYD	LOC119081661|XP_037046639.1|BCOP
OG0001781	LOC111600369|XP_023172213.2|DHYD	LOC119085957|XP_037052409.1|BCOP
OG0001782	LOC111594776|XP_023163994.2|DHYD	LOC119072880|XP_037034088.1|BCOP
OG0001783	LOC111600384|XP_023172229.1|DHYD	LOC119076346|XP_037038936.1|BCOP
OG0001784	LOC111595795|XP_023165453.2|DHYD	LOC119082062|XP_037047291.1|BCOP
OG0001785	LOC111605246|XP_023179451.2|DHYD	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP
OG0001786	LOC111600724|XP_023172768.2|DHYD	LOC119085436|XP_037051749.1|BCOP
OG0001787	LOC111601053|XP_030080281.1|DHYD	LOC119066153|XP_037024350.1|BCOP
OG0001788	LOC111595569|XP_023165134.2|DHYD	LOC119084388|XP_037050251.1|BCOP
OG0001789	LOC111593927|XP_023162774.1|DHYD, LOC111593133|XP_023161505.2|DHYD	LOC119079846|XP_037043808.1|BCOP
OG0001790	LOC111601111|XP_023173329.2|DHYD	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP
OG0001791	LOC111605415|XP_023179689.2|DHYD	LOC119081629|XP_037046575.1|BCOP
OG0001792	LOC111605541|XP_023179871.2|DHYD	LOC119078851|XP_037042455.1|BCOP
OG0001793	LOC111593288|XP_030081006.1|DHYD	LOC119073435|XP_037034811.1|BCOP
OG0001794	LOC111602535|XP_023175433.2|DHYD	LOC119066773|XP_037025321.1|BCOP
OG0001795	LOC111596272|XP_030079020.1|DHYD, LOC111594186|XP_030080498.1|DHYD	LOC119072041|XP_037033055.1|BCOP
OG0001796	LOC111598302|XP_023169258.1|DHYD	LOC119069660|XP_037029673.1|BCOP
OG0001797	LOC111598115|XP_023168940.1|DHYD	LOC119081026|XP_037045607.1|BCOP
OG0001799	LOC111596867|XP_023167081.1|DHYD	LOC119084672|XP_037050644.1|BCOP
OG0001800	LOC111601898|XP_023174512.2|DHYD	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP
OG0001801	LOC111598745|XP_023169913.2|DHYD	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP
OG0001802	LOC111595302|XP_023164730.1|DHYD	LOC119077578|XP_037040683.1|BCOP
OG0001803	LOC111592379|XP_030078720.1|DHYD	LOC119074668|XP_037036845.1|BCOP
OG0001804	LOC111603589|XP_023177013.1|DHYD	LOC119074411|XP_037036433.1|BCOP
OG0001805	LOC111601024|XP_023173200.1|DHYD	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP
OG0001806	LOC111598897|XP_023170131.2|DHYD, LOC111593361|XP_030078732.1|DHYD	LOC119077764|XP_037040969.1|BCOP
OG0001807	LOC111602986|XP_023176150.1|DHYD	LOC119074311|XP_037036254.1|BCOP
OG0001808	LOC111604587|XP_023178463.1|DHYD	LOC119067233|XP_037025988.1|BCOP
OG0001809	LOC111600859|XP_023172946.2|DHYD	LOC119084084|XP_037049815.1|BCOP
OG0001810	LOC111599593|XP_023171044.2|DHYD	LOC119075999|XP_037038466.1|BCOP
OG0001811	LOC111593286|XP_023161727.2|DHYD	LOC119083150|XP_037048690.1|BCOP
OG0001812	LOC111604186|XP_023177949.1|DHYD	LOC119076651|XP_037039429.1|BCOP
OG0001813	LOC111604277|XP_030080854.1|DHYD	LOC119076005|XP_037038475.1|BCOP
OG0001814	LOC111596232|XP_023166120.2|DHYD	LOC119072241|XP_037033312.1|BCOP, LOC119067977|XP_037027223.1|BCOP, LOC119067968|XP_037027201.1|BCOP
OG0001815	LOC111604843|XP_023178843.2|DHYD	LOC119074471|XP_037036508.1|BCOP
OG0001816	LOC111599709|XP_023171208.1|DHYD, LOC111600168|XP_023171928.1|DHYD	LOC119078718|XP_037042286.1|BCOP
OG0001817	LOC111600143|XP_030081219.1|DHYD, LOC111600020|XP_030081215.1|DHYD	LOC119074379|XP_037036385.1|BCOP
OG0001818	LOC111605416|XP_023179694.2|DHYD	LOC119074284|XP_037036198.1|BCOP
OG0001819	LOC111597000|XP_023167269.2|DHYD	LOC119070039|XP_037030218.1|BCOP
OG0001820	LOC111602856|XP_023175939.1|DHYD	LOC119078953|XP_037042596.1|BCOP
OG0001821	LOC111593846|XP_023162660.2|DHYD	LOC119083186|XP_037048743.1|BCOP
OG0001822	LOC111593744|XP_023162505.1|DHYD	LOC119070878|XP_037031291.1|BCOP, LOC119082020|XP_037047233.1|BCOP
OG0001823	LOC111604418|XP_023178242.1|DHYD	LOC119072464|XP_037033583.1|BCOP
OG0001824	LOC111596286|XP_023166208.2|DHYD	LOC119077697|XP_037040864.1|BCOP, LOC119077718|XP_037040895.1|BCOP, LOC119077696|XP_037040863.1|BCOP
OG0001825	LOC111594467|XP_023163557.2|DHYD	LOC119072845|XP_037034052.1|BCOP
OG0001826	LOC111600045|XP_023171738.1|DHYD	LOC119071288|XP_037032053.1|BCOP
OG0001827	LOC111592165|XP_023159986.2|DHYD	LOC119072658|XP_037033808.1|BCOP, LOC119068437|XP_037027904.1|BCOP
OG0001828	LOC111593003|XP_023161297.2|DHYD, LOC111598712|XP_023169869.2|DHYD	LOC119071869|XP_037032826.1|BCOP
OG0001829	LOC111595434|XP_023164926.1|DHYD	LOC119072596|XP_037033746.1|BCOP
OG0001830	LOC111599663|XP_023171134.2|DHYD	LOC119082400|XP_037047826.1|BCOP, LOC119070530|XP_037030799.1|BCOP
OG0001831	LOC111593520|XP_023162076.1|DHYD	LOC119084778|XP_037050735.1|BCOP
OG0001832	LOC115482747|XP_030079449.1|DHYD, LOC111592331|XP_023160246.1|DHYD	LOC119084082|XP_037049813.1|BCOP
OG0001833	LOC111596673|XP_023166745.2|DHYD, LOC111600091|XP_023171798.2|DHYD	LOC119076942|XP_037039888.1|BCOP
OG0001834	LOC115483096|XP_030080065.1|DHYD, LOC111605443|XP_023179728.2|DHYD	LOC119069690|XP_037029711.1|BCOP, LOC119067248|XP_037026012.1|BCOP
OG0001838	LOC111597660|XP_030081021.1|DHYD	LOC119075784|XP_037038244.1|BCOP
OG0001848	LOC111598636|XP_023169748.2|DHYD	LOC119068234|XP_037027645.1|BCOP
OG0001849	LOC111598355|XP_023169334.1|DHYD	LOC119067444|XP_037026319.1|BCOP
OG0001850	LOC111594139|XP_023163074.2|DHYD	LOC119085077|XP_037051212.1|BCOP, LOC119083087|XP_037048601.1|BCOP
OG0001851	LOC111600230|XP_030079833.1|DHYD	LOC119085003|XP_037051069.1|BCOP
OG0001852	LOC115482982|XP_030079462.1|DHYD, LOC111601098|XP_023173302.2|DHYD	LOC119071421|XP_037032192.1|BCOP
OG0001853	LOC111596097|XP_023165930.2|DHYD	LOC119085682|XP_037052024.1|BCOP
OG0001854	LOC111604042|XP_023177665.2|DHYD	LOC119073386|XP_037034707.1|BCOP
OG0001855	LOC111594945|XP_023164210.1|DHYD	LOC119083430|XP_037049050.1|BCOP
OG0001856	LOC111603129|XP_023176371.1|DHYD	LOC119069649|XP_037029667.1|BCOP
OG0001857	LOC111593031|XP_023161365.2|DHYD	LOC119068857|XP_037028587.1|BCOP
OG0001858	LOC111603213|XP_030079318.1|DHYD	LOC119068402|XP_037027856.1|BCOP
OG0001859	LOC111603384|XP_023176711.1|DHYD	LOC119081671|XP_037046649.1|BCOP
OG0001860	LOC111599785|XP_023171327.2|DHYD	LOC119076117|XP_037038674.1|BCOP
OG0001861	LOC111600624|XP_023172594.1|DHYD	LOC119068190|XP_037027583.1|BCOP
OG0001862	LOC111604236|XP_023177981.2|DHYD	LOC119068469|XP_037027961.1|BCOP
OG0001863	LOC111598257|XP_023169200.1|DHYD	LOC119068016|XP_037027270.1|BCOP
OG0001864	LOC111602017|XP_023174682.2|DHYD	LOC119084883|XP_037050927.1|BCOP
OG0001865	LOC111600817|XP_023172886.1|DHYD, LOC111598300|XP_023169255.1|DHYD	LOC119068623|XP_037028184.1|BCOP
OG0001866	LOC111594523|XP_023163621.2|DHYD	LOC119068120|XP_037027468.1|BCOP
OG0001867	LOC111601092|XP_023173286.2|DHYD	LOC119081267|XP_037045904.1|BCOP
OG0001868	LOC111602214|XP_023174959.2|DHYD	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP
OG0001869	LOC111599767|XP_023171295.2|DHYD	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP
OG0001870	LOC111597332|XP_030078957.1|DHYD	LOC119070614|XP_037030937.1|BCOP
OG0001872	LOC111592477|XP_023160461.2|DHYD	LOC119070096|XP_037030304.1|BCOP
OG0001873	LOC111595801|XP_023165462.2|DHYD	LOC119069539|XP_037029511.1|BCOP
OG0001874	LOC111598573|XP_023169642.2|DHYD	LOC119068632|XP_037028197.1|BCOP
OG0001875	LOC111601977|XP_023174627.2|DHYD	LOC119069327|XP_037029280.1|BCOP
OG0001876	LOC111593726|XP_023162476.2|DHYD, LOC115483462|XP_030081404.1|DHYD	LOC119068436|XP_037027902.1|BCOP
OG0001877	LOC111605310|XP_023179537.1|DHYD	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP
OG0001878	LOC111605477|XP_023179778.1|DHYD	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP
OG0001879	LOC111598585|XP_023169663.2|DHYD	LOC119068334|XP_037027784.1|BCOP
OG0001880	LOC111601503|XP_023173865.1|DHYD	LOC119067915|XP_037027111.1|BCOP
OG0001881	LOC111602653|XP_023175594.1|DHYD	LOC119069356|XP_037029324.1|BCOP
OG0001882	LOC111597768|XP_030080617.1|DHYD	LOC119069099|XP_037028886.1|BCOP
OG0001883	LOC111599610|XP_023171065.2|DHYD	LOC119067716|XP_037026727.1|BCOP
OG0001884	LOC111600786|XP_023172844.2|DHYD	LOC119069433|XP_037029385.1|BCOP
OG0001885	LOC111602475|XP_023175305.1|DHYD, LOC111601163|XP_023173409.1|DHYD	LOC119080560|XP_037044870.1|BCOP
OG0001886	LOC111595707|XP_023165320.2|DHYD	LOC119085717|XP_037052061.1|BCOP
OG0001887	LOC111592118|XP_023159917.1|DHYD	LOC119085543|XP_037051856.1|BCOP
OG0001888	LOC111604798|XP_023178783.1|DHYD	LOC119067103|XP_037025761.1|BCOP
OG0001889	LOC111593042|XP_023161377.2|DHYD	LOC119067521|XP_037026443.1|BCOP
OG0001890	LOC111591873|XP_023159524.2|DHYD	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP
OG0001891	LOC111595977|XP_030080699.1|DHYD	LOC119067582|XP_037026572.1|BCOP
OG0001892	LOC111592630|XP_030079102.1|DHYD	LOC119075316|XP_037037631.1|BCOP
OG0001893	LOC111597811|XP_023168468.2|DHYD	LOC119067846|XP_037026973.1|BCOP
OG0001894	LOC111605297|XP_030079961.1|DHYD, LOC111599909|XP_023171502.1|DHYD	LOC119080082|XP_037044198.1|BCOP
OG0001895	LOC111594135|XP_023163066.2|DHYD	LOC119080999|XP_037045562.1|BCOP
OG0001896	LOC111596643|XP_023166706.1|DHYD	LOC119066575|XP_037025020.1|BCOP, LOC119071908|XP_037032919.1|BCOP, LOC119067107|XP_037025766.1|BCOP
OG0001897	LOC111603570|XP_023176984.1|DHYD	LOC119067082|XP_037025726.1|BCOP
OG0001898	LOC111596764|XP_023166881.2|DHYD	LOC119069834|XP_037029897.1|BCOP
OG0001899	LOC111604224|XP_023177962.1|DHYD	LOC119069346|XP_037029311.1|BCOP
OG0001900	LOC111605088|XP_023179193.2|DHYD	LOC119084482|XP_037050365.1|BCOP, LOC119084090|XP_037049822.1|BCOP
OG0001901	LOC111596980|XP_023167232.2|DHYD	LOC119068227|XP_037027630.1|BCOP
OG0001902	LOC111597431|XP_023167896.2|DHYD	LOC119069170|XP_037028975.1|BCOP
OG0001903	LOC111595719|XP_023165338.1|DHYD	LOC119066507|XP_037024912.1|BCOP
OG0001904	LOC111603264|XP_023176544.2|DHYD	LOC119080209|XP_037044342.1|BCOP, LOC119067074|XP_037025701.1|BCOP, LOC119074193|XP_037036081.1|BCOP
OG0001905	LOC111600199|XP_023171982.1|DHYD, LOC111592196|XP_023160031.1|DHYD	LOC119080106|XP_037044231.1|BCOP, LOC119069818|XP_037029875.1|BCOP
OG0001906	LOC111603514|XP_023176898.1|DHYD	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP
OG0001907	LOC111598868|XP_023170084.2|DHYD	LOC119068764|XP_037028398.1|BCOP
OG0001908	LOC111593235|XP_023161656.2|DHYD	LOC119085477|XP_037051790.1|BCOP
OG0001909	LOC111603120|XP_023176362.1|DHYD	LOC119069055|XP_037028823.1|BCOP
OG0001910	LOC111594619|XP_023163777.1|DHYD	LOC119068662|XP_037028238.1|BCOP
OG0001911	LOC111598651|XP_023169766.2|DHYD	LOC119067469|XP_037026355.1|BCOP
OG0001912	LOC111602587|XP_023175512.2|DHYD	LOC119085811|XP_037052189.1|BCOP
OG0001914	LOC111597178|XP_030080836.1|DHYD	LOC119067414|XP_037026262.1|BCOP
OG0001915	LOC111598669|XP_023169790.1|DHYD	LOC119084835|XP_037050815.1|BCOP
OG0001916	LOC111592402|XP_023160345.2|DHYD	LOC119081737|XP_037046800.1|BCOP
OG0001917	LOC111601710|XP_030080875.1|DHYD, LOC111601678|XP_023174145.2|DHYD	LOC119073456|XP_037034846.1|BCOP
OG0001918	LOC111598689|XP_023169822.2|DHYD	LOC119084932|XP_037050966.1|BCOP
OG0001919	LOC111600674|XP_023172692.1|DHYD	LOC119074137|XP_037036018.1|BCOP
OG0001920	LOC111596298|XP_023166223.2|DHYD, LOC111601461|XP_023173809.2|DHYD	LOC119080390|XP_037044600.1|BCOP, LOC119081340|XP_037046034.1|BCOP
OG0001921	LOC111599696|XP_023171184.1|DHYD	LOC119075484|XP_037037831.1|BCOP
OG0001922	LOC111600878|XP_023172979.1|DHYD, LOC115482828|XP_030078921.1|DHYD	LOC119073165|XP_037034362.1|BCOP, LOC119073166|XP_037034364.1|BCOP
OG0001923	LOC111601116|XP_023173332.2|DHYD	LOC119075415|XP_037037753.1|BCOP, LOC119083351|XP_037048943.1|BCOP, LOC119084541|XP_037050446.1|BCOP
OG0001924	LOC111594685|XP_023163872.2|DHYD	LOC119082349|XP_037047762.1|BCOP
OG0001925	LOC111601657|XP_023174109.2|DHYD	LOC119080967|XP_037045501.1|BCOP, LOC119085592|XP_037051909.1|BCOP
OG0001926	LOC111601565|XP_023173979.1|DHYD, LOC111601589|XP_030081179.1|DHYD	LOC119075663|XP_037038070.1|BCOP
OG0001927	LOC111593553|XP_023162176.1|DHYD	LOC119084335|XP_037050159.1|BCOP
OG0001928	LOC111599775|XP_023171305.1|DHYD, LOC115483479|XP_030081493.1|DHYD	LOC119084906|XP_037050956.1|BCOP
OG0001929	LOC115483178|XP_030080196.1|DHYD, LOC111599851|XP_030081077.1|DHYD	LOC119080713|XP_037045072.1|BCOP
OG0001930	LOC111603156|XP_023176405.2|DHYD	LOC119079460|XP_037043282.1|BCOP
OG0001931	LOC111604781|XP_023178760.2|DHYD	LOC119080261|XP_037044404.1|BCOP
OG0001932	LOC111604760|XP_023178719.2|DHYD	LOC119081873|XP_037047006.1|BCOP
OG0001933	LOC111600565|XP_023172517.1|DHYD	LOC119073719|XP_037035237.1|BCOP
OG0001934	LOC111597456|XP_023167973.2|DHYD	LOC119077487|XP_037040595.1|BCOP
OG0001935	LOC111600468|XP_023172342.2|DHYD	LOC119080985|XP_037045525.1|BCOP
OG0001937	LOC111600913|XP_023173044.2|DHYD	LOC119073518|XP_037034942.1|BCOP
OG0001938	LOC111605265|XP_023179471.1|DHYD	LOC119070232|XP_037030398.1|BCOP, LOC119075124|XP_037037405.1|BCOP
OG0001939	LOC111602116|XP_030079716.1|DHYD	LOC119073670|XP_037035170.1|BCOP
OG0001940	LOC111595322|XP_023164748.2|DHYD	LOC119079400|XP_037043178.1|BCOP
OG0001941	LOC111601412|XP_023173742.2|DHYD	LOC119084724|XP_037050696.1|BCOP
OG0001943	LOC111604668|XP_023178598.2|DHYD	LOC119080982|XP_037045522.1|BCOP
OG0001944	LOC115482992|XP_030079486.1|DHYD, LOC111596898|XP_023167116.1|DHYD	LOC119080072|XP_037044186.1|BCOP
OG0001945	LOC111599899|XP_023171490.2|DHYD	LOC119073449|XP_037034837.1|BCOP
OG0001946	LOC111593722|XP_023162461.1|DHYD, LOC115483444|XP_030081281.1|DHYD	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP
OG0001947	LOC111605355|XP_023179600.2|DHYD	LOC119079362|XP_037043105.1|BCOP
OG0001948	LOC111599797|XP_023171343.1|DHYD	LOC119080503|XP_037044798.1|BCOP
OG0001949	LOC111594359|XP_023163387.2|DHYD	LOC119077322|XP_037040397.1|BCOP
OG0001950	LOC115483351|XP_030080775.1|DHYD, LOC111603662|XP_023177113.1|DHYD	LOC119073232|XP_037034439.1|BCOP
OG0001951	LOC111604175|XP_023177900.2|DHYD	LOC119081713|XP_037046718.1|BCOP
OG0001952	LOC111600004|XP_023171673.1|DHYD	LOC119074053|XP_037035898.1|BCOP
OG0001953	LOC111605273|XP_023179484.2|DHYD	LOC119079610|XP_037043499.1|BCOP
OG0001954	LOC111592234|XP_023160089.2|DHYD	LOC119079366|XP_037043115.1|BCOP
OG0001955	LOC111599252|XP_023170623.1|DHYD	LOC119079390|XP_037043171.1|BCOP
OG0001956	LOC111603058|XP_023176285.2|DHYD	LOC119080715|XP_037045092.1|BCOP
OG0001957	LOC111593734|XP_023162488.1|DHYD, LOC115483447|XP_030081291.1|DHYD	LOC119079960|XP_037043967.1|BCOP
OG0001958	LOC111602362|XP_023175141.2|DHYD	LOC119081650|XP_037046627.1|BCOP
OG0001959	LOC111605668|XP_023180100.2|DHYD	LOC119072456|XP_037033575.1|BCOP
OG0001960	LOC111592452|XP_023160406.1|DHYD	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP
OG0001961	LOC111593820|XP_030080900.1|DHYD	LOC119079675|XP_037043622.1|BCOP
OG0001962	LOC111599908|XP_023171500.1|DHYD	LOC119079441|XP_037043249.1|BCOP
OG0001963	LOC111605658|XP_023180089.1|DHYD	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP
OG0001964	LOC111602894|XP_023175998.2|DHYD	LOC119073177|XP_037034382.1|BCOP
OG0001965	LOC111592318|XP_023160201.1|DHYD	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP
OG0001966	LOC111601534|XP_023173934.2|DHYD	LOC119067255|XP_037026026.1|BCOP
OG0001967	LOC111604090|XP_023177753.1|DHYD	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP
OG0001968	LOC111592971|XP_023161232.1|DHYD	LOC119080491|XP_037044779.1|BCOP
OG0001969	LOC111595614|XP_023165187.2|DHYD	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP
OG0001970	LOC111604156|XP_023177853.1|DHYD	LOC119080020|XP_037044093.1|BCOP
OG0001971	LOC111594852|XP_023164099.1|DHYD	LOC119085338|XP_037051616.1|BCOP
OG0001972	LOC111600003|XP_023171672.1|DHYD	LOC119071816|XP_037032780.1|BCOP
OG0001973	LOC111603810|XP_030081312.1|DHYD	LOC119079603|XP_037043489.1|BCOP
OG0001974	LOC111593904|XP_023162742.1|DHYD	LOC119081078|XP_037045716.1|BCOP
OG0001975	LOC111596617|XP_023166672.2|DHYD	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP
OG0001976	LOC111602203|XP_023174941.1|DHYD	LOC119084443|XP_037050319.1|BCOP
OG0001978	LOC111594197|XP_023163162.2|DHYD	LOC119066330|XP_037024625.1|BCOP
