Orthogroup	DHYD.longest_only	HILL.longest_only
OG0002500	LOC111603302|XP_023176596.2|DHYD	LOC119649957|XP_037908322.1|HILL
OG0002501	LOC111604938|XP_023178976.1|DHYD, LOC115482811|XP_030078835.1|DHYD, LOC111604939|XP_023178977.1|DHYD	LOC119653412|XP_037913907.1|HILL
OG0002508	LOC111603119|XP_023176359.2|DHYD	LOC119656934|XP_037919560.1|HILL
OG0002509	LOC111604176|XP_023177889.2|DHYD	LOC119658018|XP_037921175.1|HILL
OG0002510	LOC111598420|XP_023169428.2|DHYD	LOC119657160|XP_037919869.1|HILL
OG0002511	LOC111605550|XP_023179879.1|DHYD	LOC119658508|XP_037921904.1|HILL
OG0002512	LOC111593720|XP_023162459.2|DHYD	LOC119660968|XP_037925953.1|HILL
OG0002513	LOC111602721|XP_023175734.1|DHYD	LOC119651669|XP_037911287.1|HILL
OG0002514	LOC111598795|XP_023169979.1|DHYD	LOC119657600|XP_037920516.1|HILL
OG0002516	LOC111596680|XP_023166752.1|DHYD	LOC119652843|XP_037913108.1|HILL
OG0002517	LOC111596964|XP_023167193.2|DHYD	LOC119656542|XP_037918823.1|HILL
OG0002519	LOC111600145|XP_023171890.2|DHYD	LOC119657706|XP_037920676.1|HILL
OG0002520	LOC111598113|XP_023168934.2|DHYD	LOC119657408|XP_037920229.1|HILL
OG0002521	LOC111603173|XP_023176421.2|DHYD	LOC119658239|XP_037921445.1|HILL
OG0002522	LOC111592927|XP_023161152.2|DHYD	LOC119651837|XP_037911562.1|HILL
OG0002523	LOC111598503|XP_023169537.2|DHYD, LOC115483534|XP_030081571.1|DHYD	LOC119646547|XP_037902949.1|HILL
OG0002524	LOC111598131|XP_023168960.2|DHYD	LOC119656897|XP_037919505.1|HILL
OG0002525	LOC111601653|XP_023174102.1|DHYD	LOC119659945|XP_037924218.1|HILL
OG0002526	LOC111602666|XP_023175618.1|DHYD	LOC119652519|XP_037912642.1|HILL
OG0002527	LOC111600651|XP_023172639.1|DHYD	LOC119651131|XP_037910452.1|HILL
OG0002528	LOC111598874|XP_023170092.2|DHYD	LOC119656514|XP_037918783.1|HILL
OG0002529	LOC111602511|XP_023175363.1|DHYD	LOC119659964|XP_037924249.1|HILL
OG0002530	LOC111600283|XP_023172105.1|DHYD	LOC119651040|XP_037910286.1|HILL
OG0002531	LOC111596346|XP_023166305.1|DHYD	LOC119652635|XP_037912812.1|HILL
OG0002532	LOC111598528|XP_023169581.1|DHYD	LOC119659820|XP_037924032.1|HILL
OG0002533	LOC111603383|XP_023176709.1|DHYD	LOC119658116|XP_037921311.1|HILL, LOC119656790|XP_037919318.1|HILL
OG0002534	LOC111600536|XP_023172442.2|DHYD	LOC119658054|XP_037921227.1|HILL
OG0002535	LOC111592270|XP_023160137.2|DHYD	LOC119648826|XP_037906614.1|HILL
OG0002536	LOC111599424|XP_023170843.1|DHYD	LOC119652491|XP_037912601.1|HILL
OG0002537	LOC111600043|XP_023171736.1|DHYD	LOC119651600|XP_037911177.1|HILL
OG0002539	LOC111593834|XP_023162640.2|DHYD	LOC119656722|XP_037919177.1|HILL
OG0002540	LOC111594972|XP_023164240.1|DHYD	LOC119657017|XP_037919693.1|HILL
OG0002541	LOC111596554|XP_023166596.2|DHYD	LOC119656743|XP_037919230.1|HILL
OG0002542	LOC111591976|XP_023159694.1|DHYD	LOC119656609|XP_037918974.1|HILL
OG0002543	LOC111602858|XP_023175982.1|DHYD	LOC119657314|XP_037920100.1|HILL
OG0002544	LOC111598356|XP_023169335.2|DHYD	LOC119656831|XP_037919408.1|HILL
OG0002545	LOC111602940|XP_023176109.1|DHYD	LOC119656994|XP_037919657.1|HILL
OG0002547	LOC111592350|XP_023160272.2|DHYD	LOC119652909|XP_037913218.1|HILL
OG0002548	LOC111592361|XP_023160287.2|DHYD	LOC119652235|XP_037912133.1|HILL
OG0002549	LOC111604732|XP_030079527.1|DHYD	LOC119654252|XP_037915430.1|HILL
OG0002550	LOC111596756|XP_030079884.1|DHYD	LOC119658490|XP_037921877.1|HILL
OG0002551	LOC111601513|XP_030078781.1|DHYD	LOC119653240|XP_037913767.1|HILL
OG0002552	LOC111594718|XP_023163914.2|DHYD	LOC119651327|XP_037910794.1|HILL
OG0002553	LOC111603381|XP_023176705.2|DHYD	LOC119657787|XP_037920799.1|HILL
OG0002554	LOC111603171|XP_023176419.1|DHYD	LOC119658056|XP_037921237.1|HILL
OG0002555	LOC111605617|XP_030079839.1|DHYD	LOC119657209|XP_037919947.1|HILL, LOC119656508|XP_037918774.1|HILL
OG0002556	LOC111596352|XP_023166312.1|DHYD	LOC119656650|XP_037919040.1|HILL
OG0002557	LOC111596879|XP_023167096.1|DHYD	LOC119656575|XP_037918889.1|HILL
OG0002558	LOC111602962|XP_023176113.1|DHYD, LOC115483798|XP_030081914.1|DHYD	LOC119651994|XP_037911842.1|HILL
OG0002559	LOC111594882|XP_023164136.1|DHYD	LOC119658639|XP_037922100.1|HILL
OG0002560	LOC111599852|XP_023171429.2|DHYD	LOC119659985|XP_037924284.1|HILL
OG0002561	LOC111601788|XP_023174324.1|DHYD	LOC119660217|XP_037924580.1|HILL
OG0002562	LOC111605293|XP_023179512.1|DHYD	LOC119656890|XP_037919490.1|HILL
OG0002563	LOC111598246|XP_030080089.1|DHYD	LOC119656587|XP_037918922.1|HILL
OG0002564	LOC111592479|XP_023160463.1|DHYD	LOC119658086|XP_037921277.1|HILL
OG0002565	LOC111599429|XP_030080774.1|DHYD	LOC119651907|XP_037911662.1|HILL
OG0002566	LOC111605453|XP_030080068.1|DHYD, LOC115483339|XP_030080679.1|DHYD	LOC119651044|XP_037910294.1|HILL
OG0002567	LOC111598114|XP_023168935.2|DHYD	LOC119657363|XP_037920170.1|HILL
OG0002568	LOC111604433|XP_023178307.1|DHYD	LOC119657610|XP_037920537.1|HILL
OG0002569	LOC111605638|XP_023180067.2|DHYD	LOC119658442|XP_037921772.1|HILL
OG0002570	LOC111596735|XP_023166838.2|DHYD	LOC119651299|XP_037910751.1|HILL
OG0002571	LOC111596713|XP_023166814.1|DHYD	LOC119650615|XP_037909426.1|HILL
OG0002573	LOC111592936|XP_023161165.1|DHYD	LOC119652513|XP_037912635.1|HILL
OG0002574	LOC111592926|XP_023161151.2|DHYD	LOC119651408|XP_037910926.1|HILL
OG0002575	LOC111592046|XP_023159811.2|DHYD	LOC119658815|XP_037922466.1|HILL
OG0002576	LOC111598120|XP_023168944.1|DHYD	LOC119655795|XP_037917817.1|HILL
OG0002577	LOC111594880|XP_023164133.1|DHYD	LOC119649364|XP_037907406.1|HILL
OG0002578	LOC111599186|XP_023170539.2|DHYD	LOC119657800|XP_037920824.1|HILL
OG0002579	LOC111595415|XP_023164905.1|DHYD	LOC119652339|XP_037912283.1|HILL, LOC119651259|XP_037910681.1|HILL
OG0002580	LOC111605211|XP_023179401.1|DHYD	LOC119657402|XP_037920221.1|HILL
OG0002581	LOC111603656|XP_030080672.1|DHYD	LOC119650577|XP_037909330.1|HILL
OG0002582	LOC111598543|XP_023169601.2|DHYD	LOC119657258|XP_037920015.1|HILL
OG0002583	LOC111601785|XP_023174314.2|DHYD	LOC119658636|XP_037922089.1|HILL
OG0002584	LOC111604533|XP_023178398.1|DHYD	LOC119657060|XP_037919742.1|HILL
OG0002585	LOC111604534|XP_023178402.1|DHYD	LOC119657061|XP_037919743.1|HILL
OG0002586	LOC111602690|XP_023175688.1|DHYD	LOC119650996|XP_037910207.1|HILL
OG0002587	LOC111605429|XP_023179706.1|DHYD	LOC119651772|XP_037911453.1|HILL
OG0002588	LOC111602726|XP_023175739.1|DHYD	LOC119651333|XP_037910801.1|HILL
OG0002589	LOC111601993|XP_023174650.1|DHYD	LOC119651802|XP_037911515.1|HILL
OG0002590	LOC111595952|XP_023165693.1|DHYD	LOC119657260|XP_037920017.1|HILL
OG0002591	LOC111601991|XP_023174648.2|DHYD	LOC119650571|XP_037909315.1|HILL
OG0002592	LOC111593226|XP_030081693.1|DHYD	LOC119658256|XP_037921469.1|HILL
OG0002593	LOC111593238|XP_030081659.1|DHYD	LOC119657889|XP_037920959.1|HILL
OG0002594	LOC111599783|XP_023171326.1|DHYD	LOC119656677|XP_037919090.1|HILL
OG0002595	LOC111595972|XP_030080645.1|DHYD	LOC119651312|XP_037910769.1|HILL
OG0002596	LOC111605488|XP_023179798.2|DHYD	LOC119657775|XP_037920773.1|HILL
OG0002597	LOC111595906|XP_023165617.2|DHYD	LOC119656924|XP_037919544.1|HILL
OG0002598	LOC111603498|XP_023176872.1|DHYD	LOC119652701|XP_037912911.1|HILL
OG0002599	LOC111598536|XP_023169592.2|DHYD	LOC119658032|XP_037921192.1|HILL
OG0002600	LOC111600631|XP_023172602.2|DHYD	LOC119660761|XP_037925455.1|HILL
OG0002601	LOC111602621|XP_030081690.1|DHYD	LOC119656977|XP_037919639.1|HILL
OG0002602	LOC111596150|XP_030080634.1|DHYD	LOC119656881|XP_037919473.1|HILL
OG0002603	LOC111594630|XP_023163789.2|DHYD	LOC119651282|XP_037910719.1|HILL
OG0002604	LOC111594463|XP_023163531.1|DHYD	LOC119650866|XP_037909955.1|HILL
OG0002605	LOC111595235|XP_023164644.1|DHYD	LOC119651553|XP_037911113.1|HILL
OG0002606	LOC111594611|XP_023163761.2|DHYD	LOC119656741|XP_037919222.1|HILL
OG0002607	LOC111594615|XP_023163769.1|DHYD	LOC119653172|XP_037913647.1|HILL
OG0002608	LOC111604627|XP_023178523.2|DHYD	LOC119660551|XP_037925119.1|HILL
OG0002609	LOC111603114|XP_023176357.2|DHYD	LOC119659672|XP_037923825.1|HILL
OG0002610	LOC111602671|XP_023175632.1|DHYD	LOC119652242|XP_037912144.1|HILL
OG0002611	LOC111595706|XP_023165319.1|DHYD	LOC119651172|XP_037910518.1|HILL
OG0002612	LOC111595979|XP_023165732.1|DHYD, LOC111598482|XP_023169508.1|DHYD	LOC119650864|XP_037909951.1|HILL
OG0002613	LOC111596494|XP_030080821.1|DHYD	LOC119653071|XP_037913479.1|HILL
OG0002614	LOC111601398|XP_030078695.1|DHYD	LOC119652233|XP_037912125.1|HILL
OG0002615	LOC111600233|XP_030081596.1|DHYD, LOC111600823|XP_023172894.1|DHYD	LOC119656533|XP_037918807.1|HILL
OG0002616	LOC111593246|XP_023161668.2|DHYD	LOC119651150|XP_037910483.1|HILL
OG0002617	LOC111598515|XP_023169557.1|DHYD	LOC119658644|XP_037922109.1|HILL
OG0002618	LOC111605481|XP_023179784.1|DHYD	LOC119653131|XP_037913588.1|HILL
OG0002619	LOC111594610|XP_023163753.1|DHYD	LOC119651104|XP_037910391.1|HILL
OG0002620	LOC111593676|XP_023162331.1|DHYD	LOC119653020|XP_037913387.1|HILL
OG0002621	LOC115483715|XP_030081655.1|DHYD, LOC111597753|XP_023168376.1|DHYD	LOC119650886|XP_037909990.1|HILL
OG0002622	LOC111600465|XP_023172339.1|DHYD	LOC119647616|XP_037904583.1|HILL
OG0002623	LOC111594803|XP_023164033.2|DHYD	LOC119658010|XP_037921163.1|HILL
OG0002624	LOC111594808|XP_023164038.1|DHYD	LOC119658234|XP_037921440.1|HILL
OG0002625	LOC111594978|XP_030079665.1|DHYD	LOC119657514|XP_037920381.1|HILL
OG0002626	LOC111598159|XP_023169015.2|DHYD	LOC119657766|XP_037920761.1|HILL
OG0002627	LOC111599724|XP_023171240.2|DHYD	LOC119650608|XP_037909403.1|HILL
OG0002628	LOC111598723|XP_023169886.2|DHYD	LOC119655124|XP_037916781.1|HILL, LOC119651205|XP_037910583.1|HILL
OG0002629	LOC115482740|XP_030078826.1|DHYD	LOC119658752|XP_037922364.1|HILL
OG0002630	LOC111603433|XP_030081734.1|DHYD	LOC119658825|XP_037922484.1|HILL
OG0002631	LOC111594526|XP_023163626.2|DHYD	LOC119659503|XP_037923559.1|HILL
OG0002632	LOC111593256|XP_023161688.1|DHYD	LOC119660362|XP_037924798.1|HILL, LOC119660243|XP_037924625.1|HILL
OG0002633	LOC111592944|XP_023161178.1|DHYD	LOC119652774|XP_037913010.1|HILL
OG0002634	LOC111602614|XP_023175543.2|DHYD	LOC119657698|XP_037920661.1|HILL
OG0002635	LOC111601980|XP_023174630.2|DHYD	LOC119650682|XP_037909568.1|HILL
OG0002636	LOC111595672|XP_023165269.2|DHYD	LOC119659137|XP_037922996.1|HILL
OG0002637	LOC111602497|XP_023175336.2|DHYD	LOC119646273|XP_037902610.1|HILL
OG0002638	LOC111596423|XP_023166403.2|DHYD	LOC119651748|XP_037911410.1|HILL
OG0002639	LOC111592035|XP_023159796.2|DHYD	LOC119646657|XP_037903115.1|HILL, LOC119646658|XP_037903116.1|HILL
OG0002640	LOC111594459|XP_023163524.2|DHYD	LOC119652375|XP_037912400.1|HILL
OG0002641	LOC111594521|XP_023163619.1|DHYD	LOC119650870|XP_037909959.1|HILL
OG0002642	LOC111594520|XP_023163618.2|DHYD	LOC119652218|XP_037912088.1|HILL
OG0002643	LOC111594519|XP_023163615.1|DHYD	LOC119653505|XP_037914095.1|HILL
OG0002644	LOC111594602|XP_023163734.2|DHYD	LOC119652907|XP_037913211.1|HILL
OG0002645	LOC111594597|XP_023163730.1|DHYD	LOC119653159|XP_037913627.1|HILL
OG0002646	LOC111593350|XP_023161831.1|DHYD	LOC119660278|XP_037924677.1|HILL
OG0002647	LOC111605465|XP_023179752.1|DHYD	LOC119660325|XP_037924731.1|HILL
OG0002648	LOC111605491|XP_023179804.1|DHYD	LOC119650809|XP_037909875.1|HILL
OG0002649	LOC111598224|XP_023169151.1|DHYD	LOC119651922|XP_037911678.1|HILL
OG0002650	LOC111605463|XP_023179750.2|DHYD	LOC119653232|XP_037913749.1|HILL
OG0002651	LOC111602992|XP_023176157.2|DHYD	LOC119651237|XP_037910644.1|HILL
OG0002652	LOC111603476|XP_023176832.2|DHYD	LOC119651513|XP_037911067.1|HILL
OG0002653	LOC111596328|XP_023166265.2|DHYD	LOC119650587|XP_037909351.1|HILL
OG0002654	LOC111595990|XP_030078786.1|DHYD	LOC119652058|XP_037911923.1|HILL
OG0002655	LOC111595975|XP_023165721.2|DHYD	LOC119653246|XP_037913774.1|HILL
OG0002656	LOC111605522|XP_023179851.1|DHYD	LOC119650783|XP_037909824.1|HILL
OG0002657	LOC111602020|XP_023174687.2|DHYD	LOC119650860|XP_037909943.1|HILL
OG0002658	LOC111597834|XP_023168498.1|DHYD	LOC119650111|XP_037908562.1|HILL
OG0002659	LOC111596158|XP_023166017.2|DHYD	LOC119652751|XP_037912979.1|HILL
OG0002660	LOC111602083|XP_030079606.1|DHYD, LOC111605135|XP_030079577.1|DHYD	LOC119658641|XP_037922102.1|HILL
OG0002661	LOC111601491|XP_023173847.2|DHYD	LOC119653184|XP_037913665.1|HILL
OG0002662	LOC111593794|XP_023162581.2|DHYD	LOC119658136|XP_037921333.1|HILL
OG0002663	LOC111596252|XP_023166153.1|DHYD	LOC119652840|XP_037913104.1|HILL
OG0002664	LOC111596001|XP_023165771.2|DHYD	LOC119652876|XP_037913164.1|HILL
OG0002665	LOC115482840|XP_030078939.1|DHYD, LOC111600676|XP_023172695.1|DHYD	LOC119658581|XP_037921964.1|HILL
OG0002666	LOC111600780|XP_023172827.2|DHYD, LOC115482843|XP_030078942.1|DHYD	LOC119660368|XP_037924808.1|HILL
OG0002667	LOC111600686|XP_023172708.1|DHYD	LOC119658670|XP_037922161.1|HILL
OG0002668	LOC111592858|XP_030079491.1|DHYD	LOC119650461|XP_037909249.1|HILL
OG0002669	LOC111603895|XP_023177481.2|DHYD	LOC119649248|XP_037907243.1|HILL
OG0002670	LOC111603059|XP_023176286.1|DHYD	LOC119649507|XP_037907605.1|HILL
OG0002671	LOC111601672|XP_023174133.1|DHYD	LOC119648162|XP_037905666.1|HILL
OG0002672	LOC111604097|XP_023177762.2|DHYD	LOC119646891|XP_037903456.1|HILL
OG0002673	LOC111600081|XP_023171789.2|DHYD	LOC119661348|XP_037926580.1|HILL
OG0002674	LOC111597706|XP_023168311.1|DHYD	LOC119657786|XP_037920835.1|HILL
OG0002675	LOC111592854|XP_023161060.2|DHYD	LOC119659036|XP_037922859.1|HILL
OG0002676	LOC111593800|XP_023162591.2|DHYD	LOC119652979|XP_037913320.1|HILL
OG0002677	LOC111593860|XP_023162675.2|DHYD	LOC119650618|XP_037909435.1|HILL
OG0002678	LOC111605224|XP_023179420.1|DHYD	LOC119646601|XP_037903024.1|HILL
OG0002679	LOC111600131|XP_023171866.2|DHYD	LOC119653142|XP_037913607.1|HILL
OG0002680	LOC111593481|XP_023162011.2|DHYD	LOC119653666|XP_037914426.1|HILL
OG0002681	LOC111597093|XP_023167400.1|DHYD	LOC119653634|XP_037914340.1|HILL
OG0002682	LOC111599428|XP_023170851.1|DHYD	LOC119648216|XP_037905751.1|HILL
OG0002683	LOC111597515|XP_023168052.1|DHYD	LOC119654939|XP_037916520.1|HILL, LOC119659912|XP_037924165.1|HILL, LOC119659004|XP_037922818.1|HILL
OG0002684	LOC111595367|XP_023164821.1|DHYD	LOC119661460|XP_037926749.1|HILL
OG0002685	LOC111591921|XP_030079621.1|DHYD	LOC119649312|XP_037907343.1|HILL
OG0002686	LOC111599283|XP_023170649.1|DHYD	LOC119649165|XP_037907118.1|HILL
OG0002687	LOC111604508|XP_023178368.2|DHYD	LOC119648210|XP_037905744.1|HILL
OG0002688	LOC111602930|XP_023176047.2|DHYD	LOC119650207|XP_037908701.1|HILL
OG0002689	LOC111596795|XP_023166921.1|DHYD	LOC119661778|XP_037927183.1|HILL
OG0002690	LOC111604476|XP_023178328.2|DHYD	LOC119647094|XP_037903792.1|HILL
OG0002691	LOC111595629|XP_023165207.2|DHYD	LOC119661126|XP_037926252.1|HILL
OG0002692	LOC111600052|XP_023171744.1|DHYD	LOC119647700|XP_037904713.1|HILL
OG0002693	LOC111595278|XP_023164692.2|DHYD	LOC119648192|XP_037905711.1|HILL
OG0002694	LOC111592034|XP_023159803.1|DHYD	LOC119646946|XP_037903565.1|HILL
OG0002695	LOC111595309|XP_023164735.2|DHYD	LOC119649475|XP_037907564.1|HILL
OG0002696	LOC111597770|XP_023168398.1|DHYD	LOC119649337|XP_037907371.1|HILL
OG0002697	LOC111603069|XP_023176295.2|DHYD	LOC119649333|XP_037907365.1|HILL
OG0002698	LOC111591918|XP_023159608.1|DHYD	LOC119649620|XP_037907769.1|HILL
OG0002699	LOC111601074|XP_023173268.1|DHYD	LOC119653998|XP_037915087.1|HILL, LOC119649965|XP_037908329.1|HILL
OG0002700	LOC111598703|XP_030081540.1|DHYD	LOC119650268|XP_037908810.1|HILL
OG0002701	LOC111603838|XP_023177373.1|DHYD	LOC119646536|XP_037902933.1|HILL
OG0002702	LOC111599918|XP_023171515.2|DHYD	LOC119649000|XP_037906873.1|HILL
OG0002703	LOC111600906|XP_023173030.1|DHYD	LOC119646703|XP_037903205.1|HILL
OG0002704	LOC111600882|XP_023172984.2|DHYD	LOC119646863|XP_037903414.1|HILL
OG0002705	LOC111592320|XP_023160207.2|DHYD	LOC119648183|XP_037905696.1|HILL
OG0002706	LOC111605262|XP_023179469.2|DHYD	LOC119646356|XP_037902721.1|HILL
OG0002707	LOC115482996|XP_030079512.1|DHYD, LOC111596895|XP_023167112.2|DHYD	LOC119647920|XP_037905172.1|HILL
OG0002708	LOC111604697|XP_023178636.2|DHYD	LOC119649006|XP_037906878.1|HILL
OG0002709	LOC111602097|XP_023174799.1|DHYD	LOC119659181|XP_037923067.1|HILL
OG0002710	LOC111602117|XP_023174833.1|DHYD	LOC119659185|XP_037923073.1|HILL
OG0002711	LOC111602127|XP_023174843.2|DHYD	LOC119659546|XP_037923624.1|HILL
OG0002712	LOC111597673|XP_023168267.1|DHYD	LOC119647234|XP_037904022.1|HILL
OG0002713	LOC111593561|XP_023162186.2|DHYD	LOC119656273|XP_037918629.1|HILL
OG0002714	LOC111595320|XP_030080971.1|DHYD	LOC119648353|XP_037905992.1|HILL
OG0002715	LOC111604734|XP_023178673.2|DHYD	LOC119659970|XP_037924259.1|HILL
OG0002716	LOC111604611|XP_023178493.2|DHYD	LOC119659681|XP_037923833.1|HILL
OG0002717	LOC111597486|XP_023168006.2|DHYD	LOC119659809|XP_037924009.1|HILL
OG0002718	LOC111601077|XP_030081482.1|DHYD	LOC119649184|XP_037907139.1|HILL
OG0002719	LOC111598565|XP_023169634.1|DHYD	LOC119659752|XP_037923942.1|HILL
OG0002720	LOC111601655|XP_023174106.2|DHYD	LOC119647994|XP_037905307.1|HILL
OG0002721	LOC111600208|XP_023171999.1|DHYD	LOC119659471|XP_037923493.1|HILL
OG0002722	LOC111593195|XP_023161587.2|DHYD, LOC115483071|XP_030079789.1|DHYD	LOC119661152|XP_037926292.1|HILL
OG0002723	LOC111593844|XP_023162656.1|DHYD	LOC119657966|XP_037921103.1|HILL
OG0002724	LOC111593675|XP_023162330.2|DHYD	LOC119660156|XP_037924490.1|HILL
OG0002725	LOC111605068|XP_023179167.2|DHYD	LOC119648114|XP_037905564.1|HILL
OG0002726	LOC111598672|XP_030081838.1|DHYD	LOC119648692|XP_037906424.1|HILL
OG0002727	LOC111603706|XP_023177173.1|DHYD	LOC119647457|XP_037904316.1|HILL
OG0002728	LOC111605366|XP_030081397.1|DHYD	LOC119661688|XP_037927060.1|HILL
OG0002729	LOC111597558|XP_023168123.2|DHYD	LOC119648230|XP_037905778.1|HILL
OG0002730	LOC111595414|XP_023164899.1|DHYD	LOC119648352|XP_037905982.1|HILL
OG0002731	LOC111601068|XP_023173259.1|DHYD	LOC119648330|XP_037905950.1|HILL
OG0002732	LOC111602284|XP_023175053.2|DHYD	LOC119661113|XP_037926236.1|HILL
OG0002733	LOC111600959|XP_023173111.2|DHYD	LOC119655277|XP_037917021.1|HILL
OG0002734	LOC111600032|XP_023171716.1|DHYD	LOC119646910|XP_037903509.1|HILL
OG0002735	LOC111593939|XP_023162789.1|DHYD	LOC119646522|XP_037902910.1|HILL
OG0002736	LOC111593940|XP_023162793.1|DHYD	LOC119656007|XP_037918181.1|HILL
OG0002737	LOC111597487|XP_023168008.2|DHYD	LOC119649755|XP_037907974.1|HILL
OG0002738	LOC111604496|XP_023178355.2|DHYD	LOC119649606|XP_037907752.1|HILL
OG0002739	LOC111604327|XP_023178154.1|DHYD	LOC119647917|XP_037905168.1|HILL
OG0002740	LOC111604326|XP_023178152.1|DHYD	LOC119647916|XP_037905167.1|HILL
OG0002741	LOC111597921|XP_023168633.2|DHYD	LOC119648694|XP_037906431.1|HILL
OG0002742	LOC111600011|XP_023171682.1|DHYD	LOC119646929|XP_037903541.1|HILL
OG0002743	LOC111602925|XP_023176041.2|DHYD	LOC119649356|XP_037907393.1|HILL
OG0002744	LOC111594362|XP_030080497.1|DHYD	LOC119647983|XP_037905294.1|HILL
OG0002745	LOC111601596|XP_023174029.2|DHYD	LOC119648322|XP_037905931.1|HILL
OG0002746	LOC111594016|XP_023162883.1|DHYD	LOC119646300|XP_037902644.1|HILL
OG0002747	LOC111601411|XP_023173737.1|DHYD	LOC119660897|XP_037925759.1|HILL
OG0002748	LOC115482842|XP_030078941.1|DHYD, LOC111600783|XP_023172838.1|DHYD	LOC119661792|XP_037927204.1|HILL
OG0002749	LOC111593847|XP_023162661.2|DHYD	LOC119646219|XP_037902529.1|HILL
OG0002750	LOC111593750|XP_023162520.1|DHYD	LOC119656755|XP_037919254.1|HILL
OG0002751	LOC111604084|XP_023177738.1|DHYD	LOC119661350|XP_037926582.1|HILL
OG0002752	LOC111604190|XP_023177913.1|DHYD	LOC119660461|XP_037924950.1|HILL
OG0002753	LOC111600893|XP_030081113.1|DHYD, LOC115483410|XP_030081101.1|DHYD	LOC119646293|XP_037902636.1|HILL
OG0002754	LOC111600503|XP_030079650.1|DHYD	LOC119649894|XP_037908213.1|HILL
OG0002755	LOC111593898|XP_023162735.1|DHYD	LOC119659683|XP_037923846.1|HILL
OG0002756	LOC111592272|XP_023160139.2|DHYD	LOC119647887|XP_037905109.1|HILL
OG0002757	LOC111603701|XP_030081459.1|DHYD	LOC119649635|XP_037907809.1|HILL
OG0002758	LOC111605385|XP_023179641.1|DHYD	LOC119652512|XP_037912638.1|HILL
OG0002759	LOC111603224|XP_023176500.2|DHYD	LOC119646487|XP_037902874.1|HILL
OG0002760	LOC111605375|XP_023179626.2|DHYD	LOC119648802|XP_037906582.1|HILL
OG0002761	LOC111593283|XP_023161724.2|DHYD	LOC119647185|XP_037903922.1|HILL
OG0002762	LOC111602199|XP_023174928.1|DHYD	LOC119646363|XP_037902728.1|HILL
OG0002763	LOC111592734|XP_023160894.1|DHYD	LOC119647934|XP_037905202.1|HILL
OG0002764	LOC111601043|XP_023173224.2|DHYD	LOC119650059|XP_037908477.1|HILL
OG0002765	LOC111600641|XP_023172618.2|DHYD	LOC119650716|XP_037909660.1|HILL
OG0002766	LOC111600642|XP_023172624.2|DHYD	LOC119650727|XP_037909686.1|HILL
OG0002767	LOC111597650|XP_023168238.2|DHYD	LOC119661512|XP_037926811.1|HILL
OG0002768	LOC111600113|XP_023171844.1|DHYD	LOC119647766|XP_037904820.1|HILL
OG0002769	LOC111593192|XP_023161584.1|DHYD	LOC119646238|XP_037902558.1|HILL
OG0002770	LOC111600979|XP_023173134.1|DHYD	LOC119650152|XP_037908621.1|HILL
OG0002771	LOC111598737|XP_023169898.1|DHYD	LOC119649051|XP_037906957.1|HILL
OG0002772	LOC111598747|XP_023169916.2|DHYD	LOC119647635|XP_037904623.1|HILL
OG0002773	LOC111592458|XP_023160429.2|DHYD	LOC119646456|XP_037902834.1|HILL
OG0002774	LOC111592522|XP_023160543.1|DHYD	LOC119659602|XP_037923703.1|HILL
OG0002775	LOC111605189|XP_030081476.1|DHYD	LOC119649460|XP_037907542.1|HILL
OG0002776	LOC111597491|XP_023168014.1|DHYD	LOC119649116|XP_037907045.1|HILL
OG0002777	LOC111605667|XP_023180099.1|DHYD	LOC119648009|XP_037905337.1|HILL
OG0002778	LOC111605656|XP_023180085.2|DHYD	LOC119648241|XP_037905798.1|HILL
OG0002779	LOC111601037|XP_023173216.1|DHYD	LOC119650010|XP_037908407.1|HILL, LOC119649564|XP_037907690.1|HILL
OG0002780	LOC111603566|XP_023176980.2|DHYD	LOC119658179|XP_037921375.1|HILL
OG0002781	LOC111597942|XP_023168667.1|DHYD	LOC119657612|XP_037920543.1|HILL
OG0002782	LOC111605062|XP_023179160.2|DHYD	LOC119650235|XP_037908743.1|HILL
OG0002783	LOC111601115|XP_023173331.1|DHYD	LOC119648695|XP_037906428.1|HILL
OG0002784	LOC111603798|XP_023177314.1|DHYD	LOC119659316|XP_037923261.1|HILL, LOC119659811|XP_037924021.1|HILL
OG0002785	LOC111594920|XP_023164177.2|DHYD	LOC119649070|XP_037906986.1|HILL
OG0002786	LOC111592445|XP_023160396.1|DHYD	LOC119647793|XP_037904923.1|HILL
OG0002787	LOC111601099|XP_023173306.1|DHYD	LOC119649518|XP_037907628.1|HILL
OG0002788	LOC111601100|XP_023173307.2|DHYD	LOC119648734|XP_037906479.1|HILL
OG0002789	LOC111594375|XP_030080191.1|DHYD	LOC119650424|XP_037909164.1|HILL
OG0002790	LOC111597596|XP_023168165.2|DHYD	LOC119648960|XP_037906806.1|HILL
OG0002791	LOC111592283|XP_023160153.2|DHYD	LOC119648705|XP_037906441.1|HILL
OG0002792	LOC111603507|XP_023176887.2|DHYD	LOC119646144|XP_037902430.1|HILL
OG0002793	LOC111605675|XP_023180108.2|DHYD	LOC119649539|XP_037907654.1|HILL
OG0002794	LOC111599541|XP_030078570.1|DHYD	LOC119647589|XP_037904527.1|HILL
