Orthogroup	DALB.longest_only	DERE.longest_only
OG0001631	LOC117576611|XP_034117402.1|DALB	LOC6552286|XP_001978841.3|DERE
OG0001632	LOC117565827|XP_034101025.1|DALB	LOC6542621|XP_001969358.1|DERE
OG0001633	LOC117573971|XP_034113404.1|DALB	LOC6554061|XP_001980550.1|DERE
OG0001634	LOC117577388|XP_034118186.1|DALB	LOC6553930|XP_026834447.1|DERE
OG0001635	LOC117576211|XP_034116707.1|DALB	LOC6554529|XP_026835736.1|DERE
OG0001636	LOC117574591|XP_034114365.1|DALB	LOC6553006|XP_001979149.1|DERE
OG0001637	LOC117575082|XP_034115070.1|DALB	LOC6552544|XP_001980840.1|DERE
OG0001638	LOC117575434|XP_034115532.1|DALB	LOC6555527|XP_001982636.1|DERE
OG0001639	LOC117566657|XP_034102092.1|DALB	LOC6541774|XP_001970795.2|DERE
OG0001640	LOC117573677|XP_034112896.1|DALB	LOC6553193|XP_001979137.1|DERE
OG0001641	LOC117575815|XP_034116101.1|DALB	LOC6553989|XP_026832136.1|DERE
OG0001642	LOC117566419|XP_034101842.1|DALB	LOC6550308|XP_001977896.1|DERE
OG0001643	LOC117565272|XP_034100191.1|DALB	LOC6543075|XP_026834815.1|DERE
OG0001644	LOC117571125|XP_034109018.1|DALB	LOC6544930|XP_001972644.1|DERE
OG0001645	LOC117569251|XP_034106216.1|DALB	LOC6548108|XP_001975149.1|DERE
OG0001646	LOC117569983|XP_034107252.1|DALB	LOC6548275|XP_001975257.1|DERE
OG0001647	LOC117571866|XP_034110153.1|DALB	LOC6543211|XP_026835356.1|DERE
OG0001648	LOC117572729|XP_034111691.1|DALB	LOC6545876|XP_026833666.1|DERE
OG0001649	LOC117571863|XP_034110149.1|DALB	LOC6549618|XP_001975655.1|DERE
OG0001650	LOC117566996|XP_034102562.1|DALB	LOC6547204|XP_015012183.1|DERE
OG0001651	LOC117567943|XP_034104129.1|DALB	LOC6547480|XP_026836888.1|DERE
OG0001652	LOC117567790|XP_034103905.1|DALB	LOC6546360|XP_001972892.2|DERE
OG0001653	LOC117568506|XP_034105093.1|DALB	LOC6543990|XP_001973669.1|DERE
OG0001654	LOC117571670|XP_034109801.1|DALB	LOC6546745|XP_001974538.1|DERE
OG0001655	LOC117570147|XP_034107503.1|DALB, LOC117570149|XP_034107505.1|DALB, LOC117570148|XP_034107504.1|DALB	LOC6541640|XP_001969177.1|DERE
OG0001656	LOC117565285|XP_034100204.1|DALB	LOC6541227|XP_001968477.1|DERE
OG0001657	LOC117572810|XP_034111807.1|DALB	LOC6544341|XP_001973084.1|DERE
OG0001658	LOC117568941|XP_034105770.1|DALB	LOC6544613|XP_001972447.1|DERE
OG0001659	LOC117572162|XP_034110702.1|DALB	LOC6545441|XP_026832461.1|DERE
OG0001660	LOC117572406|XP_034111077.1|DALB	LOC6545606|XP_001971158.1|DERE
OG0001661	LOC117563433|XP_034097658.1|DALB, LOC117575679|XP_034115858.1|DALB, LOC117575678|XP_034115857.1|DALB	LOC6551944|XP_001980632.1|DERE
OG0001662	LOC117570844|XP_034108616.1|DALB	LOC6543742|XP_001971701.1|DERE
OG0001663	LOC117575734|XP_034115970.1|DALB, LOC117576179|XP_034116657.1|DALB	LOC6553733|XP_026832084.1|DERE
OG0001664	LOC117572275|XP_034110869.1|DALB	LOC6547423|XP_001974805.1|DERE
OG0001666	LOC117578384|XP_034119711.1|DALB	LOC6541012|XP_001968540.1|DERE
OG0001667	LOC117566601|XP_034102034.1|DALB	LOC6546718|XP_001974590.1|DERE
OG0001668	LOC117566471|XP_034101892.1|DALB, LOC117566472|XP_034101894.1|DALB, LOC117569276|XP_034106271.1|DALB, LOC117567872|XP_034104031.1|DALB, LOC117572370|XP_034111028.1|DALB, LOC117572371|XP_034111029.1|DALB, LOC117572377|XP_034111036.1|DALB, LOC117572409|XP_034111082.1|DALB, LOC117572389|XP_034111052.1|DALB, LOC117567499|XP_034103421.1|DALB, LOC117572383|XP_034111047.1|DALB, LOC117572384|XP_034111048.1|DALB, LOC117572393|XP_034111059.1|DALB, LOC117567679|XP_034103692.1|DALB	LOC6545276|XP_001972065.1|DERE
OG0001669	LOC117566393|XP_034101792.1|DALB	LOC6546451|XP_001971820.1|DERE, LOC6546452|XP_001971821.1|DERE
OG0001670	LOC117571522|XP_034109589.1|DALB	LOC6551732|XP_001977218.3|DERE, LOC6541459|XP_015014697.2|DERE
OG0001671	LOC117564452|XP_034099123.1|DALB	LOC26526739|XP_015015557.2|DERE, LOC6549839|XP_001978736.1|DERE
OG0001672	LOC117571267|XP_034109221.1|DALB	LOC6547050|XP_001974639.1|DERE, LOC6547049|XP_001974638.1|DERE
OG0001673	LOC117569391|XP_034106411.1|DALB	LOC113563692|XP_026836820.1|DERE, LOC26527098|XP_026836818.1|DERE
OG0001674	LOC117576693|XP_034117580.1|DALB	LOC6553978|XP_001980435.1|DERE
OG0001675	LOC117575600|XP_034115759.1|DALB	LOC6554317|XP_026837424.1|DERE, LOC6554281|XP_001981749.1|DERE
OG0001678	LOC117578104|XP_034119172.1|DALB	LOC6550071|XP_001977568.2|DERE
OG0001679	LOC117570744|XP_034108460.1|DALB	LOC6550428|XP_001977042.1|DERE
OG0001680	LOC117578171|XP_034119354.1|DALB	LOC6551629|XP_001978559.2|DERE
OG0001681	LOC117577630|XP_034118388.1|DALB	LOC6551726|XP_001977305.1|DERE
OG0001682	LOC117571378|XP_034109382.1|DALB, LOC117575951|XP_034116309.1|DALB	LOC6550268|XP_001977627.3|DERE
OG0001683	LOC117563348|XP_034097523.1|DALB	LOC6540992|XP_026835224.1|DERE
OG0001684	LOC117573079|XP_034111853.1|DALB	LOC6555810|XP_026839034.1|DERE
OG0001685	LOC117565874|XP_034101105.1|DALB	LOC6541297|XP_001969035.1|DERE
OG0001686	LOC117577946|XP_034118912.1|DALB	LOC6550125|XP_001977706.1|DERE
OG0001687	LOC117574685|XP_034114485.1|DALB	LOC6555646|XP_001982387.1|DERE
OG0001688	LOC117567588|XP_034103565.1|DALB	LOC113564629|XP_026838767.1|DERE
OG0001689	LOC117571053|XP_034108915.1|DALB	LOC6551347|XP_001977081.2|DERE
OG0001690	LOC117570248|XP_034107647.1|DALB	LOC6544400|XP_001972030.1|DERE
OG0001691	LOC117565095|XP_034099943.1|DALB	LOC6542969|XP_001970209.1|DERE
OG0001692	LOC117574128|XP_034113676.1|DALB	LOC6554088|XP_001979600.3|DERE
OG0001693	LOC117572263|XP_034110858.1|DALB	LOC6551137|XP_001978283.1|DERE
OG0001694	LOC117575747|XP_034115996.1|DALB	LOC6551818|XP_001979625.2|DERE
OG0001695	LOC117565244|XP_034100147.1|DALB	LOC6546638|XP_001974710.1|DERE
OG0001696	LOC117574668|XP_034114464.1|DALB	LOC6552102|XP_015010043.1|DERE
OG0001697	LOC117573075|XP_034111845.1|DALB	LOC6555323|XP_001981884.1|DERE
OG0001698	LOC117577970|XP_034118915.1|DALB	LOC6550363|XP_026837355.1|DERE
OG0001699	LOC117576137|XP_034116589.1|DALB	LOC6552022|XP_001980668.1|DERE
OG0001700	LOC117576469|XP_034117131.1|DALB	LOC6552128|XP_015009992.1|DERE
OG0001701	LOC117576600|XP_034117385.1|DALB	LOC6552572|XP_026831962.1|DERE
OG0001702	LOC117566248|XP_034101690.1|DALB	LOC6541812|XP_001969378.1|DERE
OG0001703	LOC117575736|XP_034115973.1|DALB	LOC6554764|XP_026831652.1|DERE
OG0001704	LOC117575737|XP_034115977.1|DALB	LOC6554763|XP_001982199.1|DERE
OG0001705	LOC117575820|XP_034116111.1|DALB	LOC6554466|XP_015009189.1|DERE
OG0001706	LOC117563641|XP_034097942.1|DALB	LOC6542047|XP_001970822.1|DERE
OG0001707	LOC117573422|XP_034112522.1|DALB	LOC6554523|XP_026835453.1|DERE
OG0001708	LOC117575914|XP_034116259.1|DALB	LOC6553500|XP_001980227.1|DERE
OG0001709	LOC117570030|XP_034107343.1|DALB	LOC6543891|XP_001971886.1|DERE
OG0001710	LOC117573706|XP_034112965.1|DALB	LOC6554372|XP_001982355.1|DERE
OG0001711	LOC117576227|XP_034116731.1|DALB	LOC6555211|XP_026831902.1|DERE
OG0001712	LOC117574734|XP_034114558.1|DALB	LOC6555071|XP_026831786.1|DERE
OG0001713	LOC117573695|XP_034112946.1|DALB	LOC6551808|XP_001980577.1|DERE
OG0001714	LOC117576667|XP_034117529.1|DALB	LOC6552377|XP_001978888.2|DERE
OG0001715	LOC117566904|XP_034102416.1|DALB	LOC6550038|XP_001977504.2|DERE
OG0001716	LOC117567760|XP_034103847.1|DALB	LOC6550312|XP_001977900.1|DERE
OG0001717	LOC117576936|XP_034117971.1|DALB	LOC6554120|XP_026831726.1|DERE
OG0001719	LOC117573423|XP_034112523.1|DALB	LOC6554517|XP_015009322.1|DERE
OG0001720	LOC117575994|XP_034116382.1|DALB	LOC6551770|XP_026839523.1|DERE
OG0001721	LOC117576815|XP_034117776.1|DALB	LOC6552921|XP_001980994.1|DERE
OG0001722	LOC117567853|XP_034103998.1|DALB	LOC6544871|XP_026833874.1|DERE
OG0001723	LOC117569179|XP_034106139.1|DALB	LOC6541545|XP_001970814.1|DERE, LOC6542112|XP_001970815.1|DERE
OG0001724	LOC117566870|XP_034102359.1|DALB	LOC6547973|XP_015011808.1|DERE
OG0001725	LOC117567144|XP_034102847.1|DALB	LOC6543331|XP_015015049.1|DERE
OG0001726	LOC117568460|XP_034105027.1|DALB	LOC6546157|XP_026832555.1|DERE
OG0001727	LOC117575579|XP_034115736.1|DALB	LOC6555115|XP_001982257.1|DERE
OG0001728	LOC117571921|XP_034110293.1|DALB	LOC6547058|XP_001976016.1|DERE
OG0001729	LOC117570427|XP_034107971.1|DALB	LOC6548454|XP_026836239.1|DERE
OG0001730	LOC117564334|XP_034098931.1|DALB	LOC6543159|XP_001969775.1|DERE
OG0001731	LOC117567127|XP_034102826.1|DALB	LOC6549524|XP_026835828.1|DERE
OG0001732	LOC117564845|XP_034099670.1|DALB	LOC26526926|XP_015015576.1|DERE
OG0001733	LOC117568574|XP_034105194.1|DALB	LOC6547856|XP_001975039.1|DERE
OG0001734	LOC117570685|XP_034108377.1|DALB	LOC6541069|XP_001970371.1|DERE
OG0001735	LOC117567713|XP_034103764.1|DALB	LOC6543540|XP_001973624.3|DERE
OG0001736	LOC117568389|XP_034104892.1|DALB	LOC6547189|XP_026836842.1|DERE
OG0001737	LOC117572739|XP_034111706.1|DALB	LOC6547889|XP_001976448.1|DERE
OG0001738	LOC117569577|XP_034106691.1|DALB	LOC6543659|XP_001972958.1|DERE
OG0001740	LOC117570294|XP_034107706.1|DALB	LOC6547768|XP_026835815.1|DERE
OG0001742	LOC117570749|XP_034108462.1|DALB	LOC6543026|XP_001969090.2|DERE
OG0001743	LOC117568985|XP_034105847.1|DALB	LOC6543767|XP_015013635.1|DERE
OG0001744	LOC117567109|XP_034102785.1|DALB	LOC113563695|XP_026834339.1|DERE
OG0001745	LOC117572236|XP_034110809.1|DALB	LOC6547364|XP_026836567.1|DERE
OG0001746	LOC117570976|XP_034108812.1|DALB	LOC6543583|XP_001972296.1|DERE
OG0001747	LOC117566934|XP_034102447.1|DALB	LOC6546829|XP_026837149.1|DERE
OG0001748	LOC117571326|XP_034109303.1|DALB	LOC6545480|XP_015013763.1|DERE
OG0001749	LOC117566554|XP_034101986.1|DALB	LOC6548642|XP_001976630.1|DERE
OG0001750	LOC117571472|XP_034109521.1|DALB	LOC6548641|XP_001976629.1|DERE
OG0001751	LOC117572096|XP_034110592.1|DALB	LOC6543618|XP_026832342.1|DERE
OG0001752	LOC117571214|XP_034109152.1|DALB	LOC6545196|XP_001972042.1|DERE
OG0001753	LOC117567712|XP_034103760.1|DALB	LOC6546254|XP_015013806.2|DERE
OG0001754	LOC117568560|XP_034105179.1|DALB	LOC6546728|XP_026836558.1|DERE
OG0001755	LOC117570920|XP_034108726.1|DALB	LOC6546210|XP_015013342.1|DERE
OG0001756	LOC117569043|XP_034105931.1|DALB	LOC6548768|XP_001975423.1|DERE
OG0001757	LOC117567091|XP_034102762.1|DALB	LOC6546582|XP_001974681.1|DERE
OG0001758	LOC117570006|XP_034107292.1|DALB	LOC6545567|XP_026833748.1|DERE
OG0001759	LOC117566891|XP_034102397.1|DALB	LOC6548151|XP_001975225.3|DERE
OG0001760	LOC117570291|XP_034107703.1|DALB	LOC6541584|XP_001970345.1|DERE
OG0001761	LOC117567004|XP_034102575.1|DALB	LOC6547930|XP_026835843.1|DERE
OG0001762	LOC117566209|XP_034101632.1|DALB	LOC6543015|XP_026835149.1|DERE
OG0001763	LOC117565391|XP_034100363.1|DALB, LOC117563318|XP_034097468.1|DALB	LOC6542692|XP_001970082.2|DERE
OG0001764	LOC117575530|XP_034115670.1|DALB	LOC6553240|XP_001980195.2|DERE
OG0001765	LOC117568183|XP_034104522.1|DALB	LOC6542673|XP_026835300.1|DERE
OG0001766	LOC117565946|XP_034101222.1|DALB	LOC6542157|XP_001969221.1|DERE
OG0001767	LOC117563210|XP_034097290.1|DALB, LOC117565355|XP_034100304.1|DALB	LOC6542220|XP_001968535.2|DERE
OG0001768	LOC117563570|XP_034097845.1|DALB	LOC6540814|XP_001968169.1|DERE
OG0001769	LOC117564709|XP_034099480.1|DALB	LOC6542916|XP_001968860.1|DERE
OG0001770	LOC117565264|XP_034100179.1|DALB	LOC6543132|XP_001969906.1|DERE
OG0001771	LOC117564766|XP_034099555.1|DALB, LOC117564765|XP_034099554.1|DALB	LOC6541155|XP_001968570.1|DERE
OG0001772	LOC117564206|XP_034098778.1|DALB	LOC6541743|XP_001969450.1|DERE
OG0001773	LOC117565341|XP_034100282.1|DALB	LOC6542834|XP_001969385.3|DERE
OG0001774	LOC117568853|XP_034105624.1|DALB	LOC6548401|XP_001976667.2|DERE
OG0001775	LOC117571982|XP_034110421.1|DALB	LOC6551095|XP_001977109.1|DERE
OG0001776	LOC117564357|XP_034098962.1|DALB	LOC6540894|XP_001970029.1|DERE
OG0001777	LOC117564135|XP_034098686.1|DALB	LOC6541371|XP_001970155.1|DERE
OG0001778	LOC117577884|XP_034118752.1|DALB, LOC117565793|XP_034100966.1|DALB	LOC6542552|XP_001969041.1|DERE
OG0001779	LOC117564697|XP_034099461.1|DALB	LOC6542676|XP_001969396.2|DERE
OG0001780	LOC117569263|XP_034106254.1|DALB	LOC6542071|XP_001970812.1|DERE
OG0001781	LOC117566058|XP_034101405.1|DALB	LOC6549116|XP_015011973.1|DERE
OG0001782	LOC117564679|XP_034099436.1|DALB	LOC6542033|XP_015014952.1|DERE
OG0001783	LOC117563379|XP_034097576.1|DALB	LOC6542058|XP_026834983.1|DERE
OG0001784	LOC117563801|XP_034098224.1|DALB	LOC6541877|XP_001968301.1|DERE
OG0001785	LOC117567290|XP_034103052.1|DALB	LOC6541287|XP_001969182.1|DERE
OG0001786	LOC117565115|XP_034099965.1|DALB	LOC6542807|XP_026839340.1|DERE, LOC6543340|XP_001970129.1|DERE
OG0001787	LOC117563785|XP_034098203.1|DALB	LOC6542003|XP_001970132.2|DERE
OG0001788	LOC117566985|XP_034102541.1|DALB	LOC6549272|XP_001975714.1|DERE
OG0001789	LOC117569294|XP_034106292.1|DALB, LOC117568138|XP_034104436.1|DALB, LOC117571398|XP_034109411.1|DALB	LOC6547318|XP_001976342.1|DERE
OG0001790	LOC117564352|XP_034098958.1|DALB	LOC6543267|XP_026834061.1|DERE
OG0001791	LOC117568301|XP_034104726.1|DALB	LOC6546860|XP_001976056.1|DERE
OG0001792	LOC117564090|XP_034098614.1|DALB	LOC6549240|XP_026836485.1|DERE
OG0001793	LOC117567080|XP_034102722.1|DALB	LOC6549416|XP_026835784.1|DERE
OG0001794	LOC117565792|XP_034100964.1|DALB	LOC6541508|XP_001969042.1|DERE
OG0001795	LOC117564467|XP_034099146.1|DALB	LOC6547499|XP_026836864.1|DERE
OG0001796	LOC117566831|XP_034102297.1|DALB	LOC6550035|XP_026838226.1|DERE
OG0001797	LOC117573152|XP_034111999.1|DALB	LOC6555824|XP_026839263.1|DERE
OG0001798	LOC117568430|XP_034104980.1|DALB	LOC6548144|XP_001975218.2|DERE
OG0001799	LOC117575342|XP_034115398.1|DALB	LOC26526250|XP_015011445.1|DERE
OG0001800	LOC117565025|XP_034099861.1|DALB	LOC6541412|XP_026834716.1|DERE
OG0001801	LOC117567284|XP_034103041.1|DALB	LOC6543969|XP_001972219.2|DERE
OG0001802	LOC117575428|XP_034115523.1|DALB	LOC6552446|XP_001980935.1|DERE
OG0001803	LOC117575248|XP_034115270.1|DALB	LOC6553409|XP_026839543.1|DERE
OG0001804	LOC117576679|XP_034117564.1|DALB	LOC6552681|XP_015009470.1|DERE
OG0001805	LOC117572070|XP_034110544.1|DALB	LOC6544772|XP_001971678.1|DERE
OG0001806	LOC117574794|XP_034114644.1|DALB, LOC117574567|XP_034114333.1|DALB	LOC6554680|XP_026831948.1|DERE
OG0001807	LOC117573552|XP_034112723.1|DALB	LOC6553042|XP_001980030.1|DERE
OG0001808	LOC117576960|XP_034118025.1|DALB	LOC6553855|XP_001980559.2|DERE
OG0001809	LOC117576328|XP_034116886.1|DALB	LOC6552290|XP_001978845.2|DERE
OG0001810	LOC117575997|XP_034116386.1|DALB	LOC6554620|XP_001982178.1|DERE
OG0001811	LOC117570244|XP_034107639.1|DALB	LOC6541200|XP_001970528.1|DERE
OG0001812	LOC117578332|XP_034119688.1|DALB	LOC6550394|XP_001977776.2|DERE
OG0001813	LOC117576480|XP_034117142.1|DALB	LOC6553906|XP_026834532.1|DERE
OG0001814	LOC117576740|XP_034117661.1|DALB	LOC6553608|XP_026839004.1|DERE
OG0001815	LOC117566370|XP_034101759.1|DALB, LOC117575404|XP_034115475.1|DALB	LOC6552551|XP_001978961.1|DERE
OG0001816	LOC117570703|XP_034108397.1|DALB	LOC6549183|XP_001975743.1|DERE
OG0001817	LOC117567469|XP_034103379.1|DALB	LOC6541305|XP_026834271.1|DERE
OG0001818	LOC117569504|XP_034106621.1|DALB	LOC6551515|XP_001977183.2|DERE
OG0001819	LOC117572128|XP_034110653.1|DALB	LOC6548328|XP_001975163.1|DERE
OG0001820	LOC117577665|XP_034118443.1|DALB	LOC6551437|XP_001978535.1|DERE
OG0001821	LOC117570804|XP_034108551.1|DALB	LOC6548373|XP_001976648.1|DERE
OG0001822	LOC117568631|XP_034105312.1|DALB	LOC6547403|XP_001976311.1|DERE
OG0001823	LOC117572174|XP_034110716.1|DALB	LOC6543848|XP_001972349.1|DERE
OG0001824	LOC117564893|XP_034099731.1|DALB	LOC6541589|XP_001968314.1|DERE
OG0001825	LOC117568316|XP_034104763.1|DALB	LOC6547488|XP_026836490.1|DERE
OG0001826	LOC117567409|XP_034103274.1|DALB	LOC6547165|XP_001976166.1|DERE
OG0001827	LOC117568450|XP_034105015.1|DALB	LOC6548235|XP_001975267.1|DERE
OG0001828	LOC117568417|XP_034104953.1|DALB	LOC6551019|XP_026837511.1|DERE
OG0001829	LOC117569282|XP_034106279.1|DALB	LOC6546911|XP_001975990.1|DERE
OG0001830	LOC117566836|XP_034102309.1|DALB	LOC6547311|XP_001976338.1|DERE
OG0001831	LOC117569815|XP_034107026.1|DALB	LOC6546392|XP_001972882.1|DERE
OG0001832	LOC117578207|XP_034119441.1|DALB	LOC6551342|XP_026837782.1|DERE
OG0001833	LOC117570360|XP_034107821.1|DALB, LOC117572032|XP_034110478.1|DALB	LOC6548005|XP_001976500.2|DERE
OG0001834	LOC117575271|XP_034115296.1|DALB	LOC6552870|XP_001979978.1|DERE
OG0001837	LOC117568931|XP_034105740.1|DALB	LOC6544897|XP_001971050.2|DERE
OG0001838	LOC117570137|XP_034107491.1|DALB	LOC6549462|XP_001975769.1|DERE
OG0001839	LOC117569176|XP_034106136.1|DALB	LOC6542934|XP_001968212.1|DERE, LOC6547396|XP_001974927.1|DERE
OG0001840	LOC117565293|XP_034100218.1|DALB	LOC6549580|XP_001974465.1|DERE
OG0001841	LOC117568968|XP_034105817.1|DALB	LOC6545124|XP_001971070.1|DERE, LOC6545123|XP_001971069.1|DERE
OG0001842	LOC117570610|XP_034108259.1|DALB	LOC6546496|XP_026833883.1|DERE, LOC6541472|XP_001970172.1|DERE
OG0001843	LOC117570083|XP_034107415.1|DALB, LOC117566514|XP_034101946.1|DALB, LOC117566513|XP_034101944.1|DALB	LOC6545502|XP_001973342.1|DERE
OG0001844	LOC117568714|XP_034105421.1|DALB	LOC6543961|XP_001972767.1|DERE
OG0001845	LOC117568380|XP_034104880.1|DALB	LOC6547437|XP_026836340.1|DERE
OG0001846	LOC117575104|XP_034115097.1|DALB	LOC6552077|XP_001979777.2|DERE, LOC6552078|XP_001979778.1|DERE
OG0001848	LOC117573245|XP_034112195.1|DALB	LOC26526554|XP_026832531.1|DERE
OG0001849	LOC117574913|XP_034114850.1|DALB, LOC117575504|XP_034115638.1|DALB	LOC6555207|XP_001982075.1|DERE
OG0001850	LOC117573070|XP_034111829.1|DALB	LOC6555841|XP_001982707.1|DERE
OG0001851	LOC117573088|XP_034111871.1|DALB	LOC6555808|XP_026839214.1|DERE
OG0001852	LOC117567048|XP_034102656.1|DALB	LOC6545159|XP_026833894.1|DERE
OG0001853	LOC117573835|XP_034113159.1|DALB	LOC6554202|XP_026833795.1|DERE
OG0001854	LOC117566365|XP_034101754.1|DALB	LOC6550716|XP_001978098.1|DERE
OG0001855	LOC117569054|XP_034105955.1|DALB	LOC6548496|XP_001975309.1|DERE
OG0001856	LOC117578103|XP_034119171.1|DALB	LOC6549866|XP_001977396.1|DERE
OG0001857	LOC117573494|XP_034112616.1|DALB	LOC6549751|XP_001978613.1|DERE
OG0001858	LOC117570007|XP_034107310.1|DALB	LOC6550239|XP_001977690.1|DERE
OG0001859	LOC117577748|XP_034118551.1|DALB	LOC6549660|XP_001978709.1|DERE
OG0001860	LOC117569627|XP_034106755.1|DALB	LOC6546168|XP_001972865.1|DERE
OG0001862	LOC117574866|XP_034114774.1|DALB, LOC117575031|XP_034115001.1|DALB	LOC6549875|XP_001978656.1|DERE
OG0001863	LOC117564266|XP_034098863.1|DALB, LOC117564256|XP_034098853.1|DALB	LOC6550951|XP_026837666.1|DERE
OG0001864	LOC117576309|XP_034116855.1|DALB	LOC6552814|XP_015009776.1|DERE
OG0001865	LOC117567273|XP_034103031.1|DALB	LOC6550044|XP_001977510.1|DERE
OG0001866	LOC117575801|XP_034116070.1|DALB	LOC6553633|XP_015010111.1|DERE
OG0001867	LOC117572102|XP_034110601.1|DALB	LOC6546442|XP_001972928.1|DERE
OG0001868	LOC117563849|XP_034098269.1|DALB	LOC6548794|XP_001974051.2|DERE
OG0001869	LOC117575740|XP_034115980.1|DALB	LOC6553487|XP_015010366.1|DERE
OG0001870	LOC117568087|XP_034104360.1|DALB	LOC6551196|XP_001977030.1|DERE
OG0001871	LOC117569373|XP_034106398.1|DALB	LOC6551365|XP_001977110.3|DERE
OG0001872	LOC117575605|XP_034115768.1|DALB	LOC6555285|XP_026835075.1|DERE
OG0001873	LOC117574993|XP_034114953.1|DALB	LOC6552018|XP_001978783.1|DERE
OG0001874	LOC117573073|XP_034111843.1|DALB	LOC6555444|XP_001981888.1|DERE
OG0001875	LOC117576755|XP_034117683.1|DALB	LOC6555123|XP_026839514.1|DERE
OG0001876	LOC117567146|XP_034102849.1|DALB	LOC6550652|XP_001978042.1|DERE
OG0001877	LOC117578147|XP_034119255.1|DALB	LOC6551236|XP_001976738.1|DERE
OG0001878	LOC117573768|XP_034113054.1|DALB	LOC6553582|XP_001980278.1|DERE
OG0001879	LOC117573130|XP_034111949.1|DALB	LOC6555321|XP_001981882.2|DERE
OG0001880	LOC117575819|XP_034116110.1|DALB	LOC6553901|XP_026834374.1|DERE
OG0001881	LOC117576218|XP_034116715.1|DALB	LOC6553618|XP_001979276.1|DERE
OG0001883	LOC117573866|XP_034113232.1|DALB	LOC6554779|XP_015009332.1|DERE
OG0001885	LOC117564664|XP_034099418.1|DALB, LOC117565485|XP_034100478.1|DALB	LOC6542763|XP_001969777.1|DERE
OG0001886	LOC117576949|XP_034117998.1|DALB	LOC113563738|XP_026831723.1|DERE, LOC6552307|XP_001980832.1|DERE
OG0001887	LOC117569788|XP_034106981.1|DALB	LOC6547282|XP_001976149.1|DERE
OG0001888	LOC117575854|XP_034116165.1|DALB	LOC6552381|XP_001978899.2|DERE
OG0001889	LOC117570571|XP_034108201.1|DALB	LOC6549901|XP_001977377.1|DERE
OG0001890	LOC117571216|XP_034109155.1|DALB	LOC6545882|XP_026832634.1|DERE
OG0001891	LOC117576520|XP_034117229.1|DALB	LOC6553768|XP_015009666.1|DERE
OG0001892	LOC117564533|XP_034099245.1|DALB	LOC26527112|XP_026832226.1|DERE, LOC26526220|XP_015014243.1|DERE
OG0001893	LOC117575416|XP_034115490.1|DALB	LOC6554639|XP_001981570.1|DERE
OG0001894	LOC117570940|XP_034108762.1|DALB	LOC6542209|XP_026835480.1|DERE
OG0001895	LOC117573252|XP_034112220.1|DALB	LOC6555839|XP_026839014.1|DERE
OG0001896	LOC117565240|XP_034100141.1|DALB	LOC26526941|XP_026838632.1|DERE
OG0001897	LOC117576774|XP_034117716.1|DALB	LOC6551948|XP_015009964.1|DERE
OG0001898	LOC117567000|XP_034102570.1|DALB	LOC6550824|XP_001978082.1|DERE
OG0001899	LOC117573998|XP_034113438.1|DALB	LOC6554090|XP_026831810.1|DERE
OG0001900	LOC117572336|XP_034110967.1|DALB	LOC6545344|XP_001973359.2|DERE
OG0001901	LOC117565918|XP_034101178.1|DALB	LOC6540888|XP_015014889.1|DERE
OG0001903	LOC117576066|XP_034116491.1|DALB	LOC6552113|XP_015009532.2|DERE
OG0001904	LOC117574034|XP_034113520.1|DALB	LOC6554177|XP_001981487.1|DERE
OG0001905	LOC117578133|XP_034119230.1|DALB	LOC6551436|XP_001977143.1|DERE
OG0001906	LOC117576938|XP_034117974.1|DALB	LOC6553512|XP_026833130.1|DERE
OG0001907	LOC117574408|XP_034114140.1|DALB	LOC6550503|XP_001977968.2|DERE
OG0001908	LOC117576966|XP_034118034.1|DALB	LOC6554390|XP_001981513.1|DERE
OG0001909	LOC117568988|XP_034105854.1|DALB	LOC6549717|XP_026838315.1|DERE
OG0001910	LOC117573914|XP_034113314.1|DALB	LOC6552043|XP_001980719.1|DERE
OG0001911	LOC117573999|XP_034113455.1|DALB	LOC6552660|XP_015010221.1|DERE
OG0001912	LOC117572451|XP_034111174.1|DALB	LOC6549029|XP_001975538.1|DERE
OG0001913	LOC117563883|XP_034098331.1|DALB	LOC6542323|XP_001969933.1|DERE
OG0001914	LOC117576828|XP_034117793.1|DALB	LOC6554949|XP_026837208.1|DERE
OG0001915	LOC117570183|XP_034107550.1|DALB	LOC6546483|XP_001971252.1|DERE
OG0001916	LOC117569257|XP_034106222.1|DALB	LOC6547127|XP_026835743.1|DERE
OG0001917	LOC117572151|XP_034110681.1|DALB	LOC6543837|XP_026833808.1|DERE
OG0001918	LOC117570031|XP_034107345.1|DALB	LOC6543893|XP_001971888.2|DERE
OG0001919	LOC117566910|XP_034102421.1|DALB	LOC6548815|XP_001975495.1|DERE
OG0001920	LOC117572234|XP_034110804.1|DALB	LOC6545470|XP_026832564.1|DERE
OG0001921	LOC117568163|XP_034104482.1|DALB	LOC6549640|XP_001975758.1|DERE
OG0001922	LOC117569180|XP_034106140.1|DALB	LOC6547370|XP_015012632.1|DERE
OG0001923	LOC117567544|XP_034103483.1|DALB	LOC6543875|XP_026832319.1|DERE
OG0001924	LOC117566044|XP_034101385.1|DALB	LOC6541787|XP_001970931.1|DERE
OG0001925	LOC117567302|XP_034103077.1|DALB	LOC6544046|XP_001971970.1|DERE
