Orthogroup	DALB.longest_only	BTRY.longest_only
OG0005868	LOC117572646|XP_034111517.1|DALB	LOC120772291|XP_039956735.1|BTRY
OG0005869	LOC117577065|XP_034118076.1|DALB	LOC120775498|XP_039961639.1|BTRY
OG0005870	LOC117569917|XP_034107155.1|DALB	LOC120775838|XP_039962141.1|BTRY
OG0005871	LOC117572255|XP_034110847.1|DALB	LOC120775752|XP_039962014.1|BTRY
OG0005872	LOC117575690|XP_034115893.1|DALB	LOC120774887|XP_039960682.1|BTRY
OG0005874	LOC117578254|XP_034119565.1|DALB	LOC120773544|XP_039958438.1|BTRY
OG0005875	LOC117572660|XP_034111546.1|DALB	LOC120772883|XP_039957665.1|BTRY
OG0005876	LOC117565164|XP_034100042.1|DALB	LOC120773618|XP_039958554.1|BTRY, LOC120773617|XP_039958550.1|BTRY
OG0005877	LOC117571742|XP_034109999.1|DALB	LOC120773591|XP_039958519.1|BTRY
OG0005878	LOC117578256|XP_034119566.1|DALB	LOC120775739|XP_039961991.1|BTRY
OG0005879	LOC117566028|XP_034101367.1|DALB	LOC120773656|XP_039958603.1|BTRY
OG0005880	LOC117571701|XP_034109890.1|DALB	LOC120778010|XP_039965609.1|BTRY
OG0005881	LOC117567352|XP_034103176.1|DALB	LOC120777396|XP_039964626.1|BTRY
OG0005882	LOC117573254|XP_034112227.1|DALB	LOC120774503|XP_039960117.1|BTRY
OG0005883	LOC117566998|XP_034102563.1|DALB	LOC120776512|XP_039963154.1|BTRY
OG0005884	LOC117571183|XP_034109103.1|DALB	LOC120777773|XP_039965224.1|BTRY
OG0005885	LOC117570230|XP_034107623.1|DALB	LOC120777710|XP_039965122.1|BTRY
OG0005886	LOC117572378|XP_034111037.1|DALB	LOC120778988|XP_039967022.1|BTRY
OG0005887	LOC117567343|XP_034103161.1|DALB	LOC120777284|XP_039964428.1|BTRY
OG0005888	LOC117572289|XP_034110890.1|DALB	LOC120779116|XP_039967238.1|BTRY
OG0005889	LOC117570540|XP_034108138.1|DALB	LOC120776778|XP_039963690.1|BTRY
OG0005890	LOC117577666|XP_034118444.1|DALB	LOC120776726|XP_039963575.1|BTRY
OG0005891	LOC117567357|XP_034103185.1|DALB	LOC120776727|XP_039963577.1|BTRY
OG0005892	LOC117569496|XP_034106570.1|DALB	LOC120777734|XP_039965158.1|BTRY
OG0005893	LOC117568700|XP_034105405.1|DALB	LOC120776461|XP_039963062.1|BTRY
OG0005894	LOC117568702|XP_034105406.1|DALB	LOC120776462|XP_039963063.1|BTRY
OG0005895	LOC117568703|XP_034105407.1|DALB	LOC120776463|XP_039963064.1|BTRY
OG0005896	LOC117571148|XP_034109043.1|DALB	LOC120777622|XP_039965007.1|BTRY
OG0005897	LOC117572158|XP_034110696.1|DALB	LOC120777214|XP_039964324.1|BTRY
OG0005898	LOC117566358|XP_034101743.1|DALB	LOC120774409|XP_039959969.1|BTRY
OG0005899	LOC117572123|XP_034110641.1|DALB	LOC120771002|XP_039954695.1|BTRY
OG0005900	LOC117566220|XP_034101655.1|DALB	LOC120773415|XP_039958219.1|BTRY
OG0005901	LOC117567772|XP_034103862.1|DALB	LOC120770007|XP_039953034.1|BTRY
OG0005902	LOC117571861|XP_034110147.1|DALB	LOC120772020|XP_039956319.1|BTRY
OG0005903	LOC117574556|XP_034114319.1|DALB	LOC120766482|XP_039947958.1|BTRY
OG0005904	LOC117573646|XP_034112854.1|DALB	LOC120770027|XP_039953069.1|BTRY
OG0005905	LOC117568014|XP_034104230.1|DALB	LOC120776725|XP_039963573.1|BTRY
OG0005906	LOC117567575|XP_034103542.1|DALB	LOC120777480|XP_039964748.1|BTRY
OG0005907	LOC117570191|XP_034107567.1|DALB	LOC120777757|XP_039965190.1|BTRY
OG0005908	LOC117571821|XP_034110083.1|DALB	LOC120778517|XP_039966286.1|BTRY
OG0005909	LOC117570578|XP_034108211.1|DALB	LOC120778270|XP_039965983.1|BTRY
OG0005910	LOC117570169|XP_034107536.1|DALB	LOC120770052|XP_039953105.1|BTRY
OG0005911	LOC117570171|XP_034107538.1|DALB	LOC120772882|XP_039957664.1|BTRY
OG0005912	LOC117570172|XP_034107539.1|DALB	LOC120772682|XP_039957354.1|BTRY
OG0005913	LOC117573467|XP_034112583.1|DALB	LOC120766947|XP_039948978.1|BTRY
OG0005914	LOC117566714|XP_034102150.1|DALB	LOC120772515|XP_039957097.1|BTRY
OG0005915	LOC117572430|XP_034111146.1|DALB	LOC120772061|XP_039956381.1|BTRY
OG0005916	LOC117566699|XP_034102136.1|DALB	LOC120772325|XP_039956790.1|BTRY
OG0005917	LOC117571064|XP_034108923.1|DALB	LOC120772575|XP_039957203.1|BTRY
OG0005918	LOC117563451|XP_034098084.1|DALB	LOC120775513|XP_039961655.1|BTRY
OG0005919	LOC117566760|XP_034102194.1|DALB	LOC120771348|XP_039955229.1|BTRY
OG0005920	LOC117568073|XP_034104325.1|DALB	LOC120770148|XP_039953272.1|BTRY
OG0005921	LOC117568992|XP_034105855.1|DALB	LOC120776354|XP_039962845.1|BTRY
OG0005922	LOC117577583|XP_034118317.1|DALB	LOC120776104|XP_039962527.1|BTRY
OG0005923	LOC117570565|XP_034108186.1|DALB	LOC120776432|XP_039963020.1|BTRY
OG0005924	LOC117568583|XP_034105207.1|DALB	LOC120776438|XP_039963025.1|BTRY
OG0005925	LOC117570541|XP_034108146.1|DALB	LOC120777548|XP_039964871.1|BTRY
OG0005926	LOC117572984|XP_034111821.1|DALB	LOC120774912|XP_039960718.1|BTRY
OG0005927	LOC117576250|XP_034116766.1|DALB	LOC120769877|XP_039952968.1|BTRY
OG0005928	LOC117574463|XP_034114194.1|DALB	LOC120773948|XP_039959103.1|BTRY
OG0005929	LOC117570187|XP_034107561.1|DALB	LOC120781252|XP_039969336.1|BTRY
OG0005930	LOC117566701|XP_034102138.1|DALB	LOC120772517|XP_039957099.1|BTRY
OG0005931	LOC117570639|XP_034108300.1|DALB	LOC120771195|XP_039955025.1|BTRY
OG0005932	LOC117568402|XP_034104925.1|DALB	LOC120771708|XP_039955787.1|BTRY
OG0005933	LOC117568802|XP_034105553.1|DALB	LOC120771207|XP_039955044.1|BTRY
OG0005934	LOC117566909|XP_034102419.1|DALB	LOC120771316|XP_039955189.1|BTRY
OG0005935	LOC117570708|XP_034108405.1|DALB	LOC120779114|XP_039967231.1|BTRY
OG0005936	LOC117563261|XP_034097375.1|DALB	LOC120769204|XP_039952033.1|BTRY
OG0005937	LOC117569786|XP_034106977.1|DALB	LOC120776524|XP_039963182.1|BTRY
OG0005938	LOC117569541|XP_034106635.1|DALB	LOC120771379|XP_039955276.1|BTRY
OG0005939	LOC117577652|XP_034118430.1|DALB	LOC120775695|XP_039961940.1|BTRY
OG0005940	LOC117568077|XP_034104338.1|DALB	LOC120771804|XP_039955941.1|BTRY
OG0005941	LOC117567627|XP_034103610.1|DALB	LOC120772317|XP_039956768.1|BTRY
OG0005942	LOC117567420|XP_034103304.1|DALB	LOC120770202|XP_039953379.1|BTRY
OG0005943	LOC117568567|XP_034105186.1|DALB	LOC120771135|XP_039954934.1|BTRY
OG0005944	LOC117572766|XP_034111745.1|DALB	LOC120773067|XP_039957938.1|BTRY
OG0005945	LOC117567407|XP_034103264.1|DALB	LOC120772015|XP_039956315.1|BTRY
OG0005946	LOC117568557|XP_034105173.1|DALB	LOC120772327|XP_039956794.1|BTRY
OG0005947	LOC117568951|XP_034105781.1|DALB	LOC120771666|XP_039955716.1|BTRY
OG0005948	LOC117568125|XP_034104420.1|DALB	LOC120777409|XP_039964641.1|BTRY
OG0005949	LOC117569661|XP_034106798.1|DALB	LOC120777828|XP_039965299.1|BTRY
OG0005950	LOC117566186|XP_034101583.1|DALB	LOC120768851|XP_039951538.1|BTRY
OG0005951	LOC117568127|XP_034104422.1|DALB	LOC120777845|XP_039965315.1|BTRY
OG0005952	LOC117566185|XP_034101581.1|DALB	LOC120768850|XP_039951535.1|BTRY
OG0005953	LOC117564742|XP_034099523.1|DALB	LOC120767302|XP_039949122.1|BTRY
OG0005954	LOC117564437|XP_034099065.1|DALB	LOC120769558|XP_039952541.1|BTRY
OG0005955	LOC117573736|XP_034113005.1|DALB	LOC120777975|XP_039965549.1|BTRY
OG0005956	LOC117567328|XP_034103128.1|DALB	LOC120770882|XP_039954456.1|BTRY
OG0005957	LOC117576652|XP_034117483.1|DALB	LOC120782472|XP_039970699.1|BTRY
OG0005958	LOC117575829|XP_034116124.1|DALB	LOC120769053|XP_039951836.1|BTRY
OG0005959	LOC117565830|XP_034101030.1|DALB	LOC120768962|XP_039951690.1|BTRY
OG0005960	LOC117573026|XP_034111825.1|DALB	LOC120774058|XP_039959297.1|BTRY
OG0005961	LOC117570161|XP_034107520.1|DALB	LOC120771009|XP_039954708.1|BTRY
OG0005962	LOC117571119|XP_034109006.1|DALB	LOC120770528|XP_039954011.1|BTRY
OG0005963	LOC117565218|XP_034100118.1|DALB	LOC120767709|XP_039949838.1|BTRY
OG0005964	LOC117570584|XP_034108218.1|DALB	LOC120770521|XP_039953997.1|BTRY
OG0005965	LOC117571786|XP_034110036.1|DALB	LOC120770947|XP_039954594.1|BTRY
OG0005966	LOC117567639|XP_034103635.1|DALB	LOC120768409|XP_039951024.1|BTRY
OG0005967	LOC117572747|XP_034111715.1|DALB	LOC120772548|XP_039957167.1|BTRY
OG0005968	LOC117570219|XP_034107608.1|DALB	LOC120771823|XP_039955982.1|BTRY
OG0005969	LOC117567697|XP_034103718.1|DALB	LOC120771673|XP_039955730.1|BTRY
OG0005970	LOC117566369|XP_034101758.1|DALB	LOC120773478|XP_039958331.1|BTRY
OG0005971	LOC117572085|XP_034110572.1|DALB	LOC120770339|XP_039953671.1|BTRY
OG0005972	LOC117572632|XP_034111484.1|DALB	LOC120776728|XP_039963582.1|BTRY
OG0005973	LOC117571801|XP_034110059.1|DALB	LOC120777496|XP_039964775.1|BTRY
OG0005974	LOC117571274|XP_034109228.1|DALB	LOC120778939|XP_039966930.1|BTRY
OG0005975	LOC117572634|XP_034111487.1|DALB	LOC120778119|XP_039965757.1|BTRY
OG0005976	LOC117575311|XP_034115356.1|DALB, LOC117575310|XP_034115355.1|DALB	LOC120775493|XP_039961632.1|BTRY
OG0005977	LOC117568333|XP_034104808.1|DALB	LOC120774376|XP_039959906.1|BTRY
OG0005978	LOC117569980|XP_034107249.1|DALB	LOC120771040|XP_039954769.1|BTRY
OG0005979	LOC117571733|XP_034109943.1|DALB	LOC120770324|XP_039953640.1|BTRY
OG0005980	LOC117567912|XP_034104081.1|DALB	LOC120771609|XP_039955628.1|BTRY
OG0005981	LOC117563229|XP_034097325.1|DALB	LOC120774381|XP_039959920.1|BTRY
OG0005982	LOC117572122|XP_034110640.1|DALB	LOC120771631|XP_039955658.1|BTRY
OG0005983	LOC117578325|XP_034119678.1|DALB	LOC120775426|XP_039961543.1|BTRY
OG0005984	LOC117564890|XP_034099732.1|DALB	LOC120774024|XP_039959246.1|BTRY
OG0005985	LOC117569155|XP_034106109.1|DALB	LOC120776145|XP_039962619.1|BTRY
OG0005986	LOC117574939|XP_034114883.1|DALB	LOC120775288|XP_039961335.1|BTRY
OG0005987	LOC117578268|XP_034119580.1|DALB	LOC120774128|XP_039959435.1|BTRY
OG0005988	LOC117567213|XP_034102933.1|DALB	LOC120771286|XP_039955148.1|BTRY
OG0005989	LOC117566354|XP_034101732.1|DALB	LOC120770985|XP_039954661.1|BTRY
OG0005990	LOC117568252|XP_034104623.1|DALB	LOC120770511|XP_039953980.1|BTRY
OG0005991	LOC117568800|XP_034105551.1|DALB	LOC120770097|XP_039953189.1|BTRY
OG0005992	LOC117570974|XP_034108809.1|DALB	LOC120777101|XP_039964171.1|BTRY
OG0005993	LOC117570975|XP_034108810.1|DALB	LOC120778634|XP_039966463.1|BTRY
OG0005994	LOC117571022|XP_034108872.1|DALB	LOC120778275|XP_039965989.1|BTRY
OG0005995	LOC117569017|XP_034105896.1|DALB	LOC120776667|XP_039963476.1|BTRY
OG0005996	LOC117569924|XP_034107166.1|DALB	LOC120777391|XP_039964618.1|BTRY
OG0005997	LOC117568947|XP_034105778.1|DALB	LOC120774863|XP_039960626.1|BTRY
OG0005998	LOC117568244|XP_034104613.1|DALB	LOC120778451|XP_039966178.1|BTRY
OG0005999	LOC117575048|XP_034115022.1|DALB	LOC120778534|XP_039966310.1|BTRY
OG0006000	LOC117566345|XP_034101718.1|DALB	LOC120770605|XP_039954143.1|BTRY
OG0006001	LOC117569055|XP_034105957.1|DALB	LOC120777984|XP_039965557.1|BTRY
OG0006002	LOC117568315|XP_034104762.1|DALB	LOC120771022|XP_039954732.1|BTRY
OG0006003	LOC117569536|XP_034106630.1|DALB	LOC120777769|XP_039965213.1|BTRY
OG0006004	LOC117575553|XP_034115705.1|DALB	LOC120773303|XP_039958085.1|BTRY
OG0006005	LOC117566929|XP_034102442.1|DALB	LOC120770474|XP_039953910.1|BTRY
OG0006006	LOC117570857|XP_034108628.1|DALB	LOC120775485|XP_039961623.1|BTRY
OG0006007	LOC117569200|XP_034106159.1|DALB	LOC120770906|XP_039954517.1|BTRY
OG0006008	LOC117578390|XP_034119723.1|DALB	LOC120773576|XP_039958494.1|BTRY
OG0006009	LOC117568129|XP_034104424.1|DALB	LOC120770981|XP_039954657.1|BTRY
OG0006010	LOC117571456|XP_034109496.1|DALB	LOC120779504|XP_039967742.1|BTRY
OG0006011	LOC117569751|XP_034106933.1|DALB	LOC120779199|XP_039967403.1|BTRY
OG0006012	LOC117570549|XP_034108162.1|DALB	LOC120777278|XP_039964417.1|BTRY
OG0006013	LOC117570526|XP_034108120.1|DALB	LOC120773040|XP_039957904.1|BTRY
OG0006014	LOC117567733|XP_034103790.1|DALB	LOC120778672|XP_039966539.1|BTRY
OG0006015	LOC117569398|XP_034106425.1|DALB	LOC120772024|XP_039956325.1|BTRY
OG0006016	LOC117568795|XP_034105546.1|DALB	LOC120770287|XP_039953557.1|BTRY
OG0006017	LOC117569806|XP_034107011.1|DALB	LOC120770556|XP_039954066.1|BTRY
OG0006018	LOC117566490|XP_034101914.1|DALB	LOC120771163|XP_039954976.1|BTRY
OG0006019	LOC117571335|XP_034109319.1|DALB	LOC120770013|XP_039953039.1|BTRY
OG0006020	LOC117570489|XP_034108071.1|DALB	LOC120777859|XP_039965337.1|BTRY
OG0006021	LOC117567381|XP_034103217.1|DALB	LOC120777871|XP_039965359.1|BTRY
OG0006022	LOC117565149|XP_034100019.1|DALB	LOC120768172|XP_039950669.1|BTRY
OG0006023	LOC117576361|XP_034116942.1|DALB	LOC120770456|XP_039953887.1|BTRY
OG0006024	LOC117578157|XP_034119271.1|DALB	LOC120776155|XP_039962643.1|BTRY
OG0006025	LOC117567039|XP_034102638.1|DALB	LOC120772260|XP_039956696.1|BTRY
OG0006027	LOC117567889|XP_034104051.1|DALB	LOC120770758|XP_039954277.1|BTRY
OG0006028	LOC117570084|XP_034107416.1|DALB	LOC120771252|XP_039955101.1|BTRY
OG0006029	LOC117568801|XP_034105552.1|DALB	LOC120769983|XP_039952992.1|BTRY
OG0006030	LOC117575551|XP_034115703.1|DALB	LOC120767775|XP_039949953.1|BTRY
OG0006031	LOC117569634|XP_034106764.1|DALB	LOC120772224|XP_039956643.1|BTRY
OG0006032	LOC117568337|XP_034105221.1|DALB	LOC120773449|XP_039958273.1|BTRY
OG0006033	LOC117569829|XP_034107045.1|DALB	LOC120772003|XP_039956295.1|BTRY
OG0006035	LOC117575884|XP_034116214.1|DALB	LOC120776589|XP_039963295.1|BTRY
OG0006036	LOC117563536|XP_034097806.1|DALB	LOC120778569|XP_039966368.1|BTRY
OG0006037	LOC117567796|XP_034103911.1|DALB	LOC120771685|XP_039955750.1|BTRY
OG0006038	LOC117575349|XP_034115405.1|DALB	LOC120782429|XP_039970645.1|BTRY
OG0006039	LOC117570203|XP_034107582.1|DALB	LOC120771660|XP_039955709.1|BTRY
OG0006040	LOC117569993|XP_034107264.1|DALB	LOC120771485|XP_039955457.1|BTRY
OG0006041	LOC117577629|XP_034118386.1|DALB	LOC120775538|XP_039961694.1|BTRY
OG0006042	LOC117567296|XP_034103064.1|DALB	LOC120772708|XP_039957387.1|BTRY
OG0006043	LOC117566362|XP_034101746.1|DALB	LOC120778047|XP_039965656.1|BTRY
OG0006044	LOC117578261|XP_034119573.1|DALB	LOC120782467|XP_039970694.1|BTRY
OG0006045	LOC117567607|XP_034103586.1|DALB	LOC120772836|XP_039957579.1|BTRY
OG0006046	LOC117568159|XP_034104469.1|DALB	LOC120770391|XP_039953755.1|BTRY
OG0006047	LOC117568369|XP_034104859.1|DALB	LOC120777340|XP_039964524.1|BTRY
OG0006048	LOC117567261|XP_034103002.1|DALB	LOC120776743|XP_039963614.1|BTRY
OG0006049	LOC117577618|XP_034118362.1|DALB	LOC120766858|XP_039948520.1|BTRY
OG0006050	LOC117576534|XP_034117249.1|DALB	LOC120768038|XP_039950475.1|BTRY
OG0006051	LOC117577750|XP_034118593.1|DALB	LOC120766630|XP_039948180.1|BTRY
OG0006052	LOC117568496|XP_034105077.1|DALB	LOC120770935|XP_039954573.1|BTRY
OG0006053	LOC117572353|XP_034111005.1|DALB	LOC120775178|XP_039961166.1|BTRY
OG0006054	LOC117573164|XP_034112016.1|DALB	LOC120779507|XP_039967747.1|BTRY
OG0006055	LOC117576009|XP_034116407.1|DALB, LOC117576008|XP_034116406.1|DALB	LOC120775162|XP_039961144.1|BTRY
OG0006056	LOC117568101|XP_034104374.1|DALB	LOC120772585|XP_039957226.1|BTRY
OG0006057	LOC117568743|XP_034105455.1|DALB	LOC120777753|XP_039965184.1|BTRY
OG0006058	LOC117576716|XP_034117626.1|DALB	LOC120766318|XP_039947674.1|BTRY
OG0006059	LOC117567028|XP_034102620.1|DALB	LOC120778982|XP_039967008.1|BTRY
OG0006060	LOC117567034|XP_034102629.1|DALB	LOC120778983|XP_039967013.1|BTRY
OG0006061	LOC117564022|XP_034098517.1|DALB	LOC120770891|XP_039954486.1|BTRY
OG0006062	LOC117575015|XP_034114983.1|DALB	LOC120782683|XP_039971008.1|BTRY
OG0006063	LOC117565353|XP_034100302.1|DALB	LOC120769319|XP_039952203.1|BTRY
OG0006064	LOC117572423|XP_034111118.1|DALB	LOC120773060|XP_039957927.1|BTRY
OG0006065	LOC117572057|XP_034110524.1|DALB	LOC120776958|XP_039963982.1|BTRY
OG0006066	LOC117570246|XP_034107642.1|DALB	LOC120773005|XP_039957857.1|BTRY
OG0006067	LOC117568791|XP_034105523.1|DALB	LOC120770889|XP_039954468.1|BTRY
OG0006068	LOC117578288|XP_034119618.1|DALB	LOC120776106|XP_039962529.1|BTRY
OG0006069	LOC117570951|XP_034108776.1|DALB	LOC120777418|XP_039964651.1|BTRY
OG0006070	LOC117573732|XP_034112994.1|DALB	LOC120778781|XP_039966699.1|BTRY
OG0006071	LOC117574831|XP_034114703.1|DALB	LOC120776023|XP_039962440.1|BTRY, LOC120766354|XP_039947718.1|BTRY
OG0006072	LOC117572060|XP_034110529.1|DALB	LOC120776959|XP_039963983.1|BTRY
OG0006073	LOC117572506|XP_034111251.1|DALB	LOC120777722|XP_039965146.1|BTRY
OG0006074	LOC117578052|XP_034119067.1|DALB	LOC120774704|XP_039960367.1|BTRY
OG0006075	LOC117576722|XP_034117636.1|DALB	LOC120774552|XP_039960217.1|BTRY
OG0006076	LOC117570613|XP_034108264.1|DALB	LOC120772343|XP_039956840.1|BTRY
OG0006077	LOC117570070|XP_034107399.1|DALB	LOC120777957|XP_039965507.1|BTRY
OG0006078	LOC117570087|XP_034107423.1|DALB	LOC120777961|XP_039965512.1|BTRY
OG0006079	LOC117571796|XP_034110051.1|DALB	LOC120776919|XP_039963924.1|BTRY
OG0006080	LOC117571762|XP_034110011.1|DALB, LOC117571763|XP_034110012.1|DALB	LOC120778178|XP_039965848.1|BTRY
OG0006081	LOC117570150|XP_034107506.1|DALB	LOC120772183|XP_039956564.1|BTRY
OG0006082	LOC117570155|XP_034107513.1|DALB	LOC120771354|XP_039955242.1|BTRY
OG0006083	LOC117568276|XP_034104658.1|DALB	LOC120776796|XP_039963716.1|BTRY
OG0006084	LOC117568322|XP_034104791.1|DALB	LOC120777272|XP_039964409.1|BTRY
OG0006085	LOC117567353|XP_034103177.1|DALB	LOC120782515|XP_039970757.1|BTRY
OG0006086	LOC117567349|XP_034103169.1|DALB	LOC120778618|XP_039966432.1|BTRY
OG0006087	LOC117568162|XP_034104479.1|DALB	LOC120780132|XP_039968346.1|BTRY
OG0006088	LOC117567788|XP_034103902.1|DALB	LOC120777613|XP_039964996.1|BTRY
OG0006089	LOC117565970|XP_034101261.1|DALB	LOC120775253|XP_039961268.1|BTRY
OG0006090	LOC117572316|XP_034110938.1|DALB	LOC120777318|XP_039964489.1|BTRY
OG0006091	LOC117567187|XP_034102903.1|DALB	LOC120778519|XP_039966287.1|BTRY
OG0006092	LOC117578070|XP_034119102.1|DALB	LOC120775448|XP_039961567.1|BTRY
OG0006093	LOC117571783|XP_034110031.1|DALB	LOC120772746|XP_039957441.1|BTRY
OG0006094	LOC117568891|XP_034105682.1|DALB	LOC120767793|XP_039949991.1|BTRY
OG0006095	LOC117569891|XP_034107124.1|DALB	LOC120772154|XP_039956523.1|BTRY
OG0006096	LOC117572450|XP_034111173.1|DALB	LOC120768759|XP_039951464.1|BTRY
OG0006097	LOC117572537|XP_034111297.1|DALB	LOC120776769|XP_039963665.1|BTRY
OG0006098	LOC117564387|XP_034098998.1|DALB	LOC120767761|XP_039949930.1|BTRY
OG0006099	LOC117571260|XP_034109212.1|DALB	LOC120772479|XP_039957055.1|BTRY
OG0006100	LOC117568053|XP_034104291.1|DALB	LOC120772669|XP_039957338.1|BTRY
OG0006101	LOC117563921|XP_034098381.1|DALB	LOC120776020|XP_039962399.1|BTRY
OG0006102	LOC117568957|XP_034105807.1|DALB	LOC120771946|XP_039956188.1|BTRY
OG0006103	LOC117570550|XP_034108167.1|DALB	LOC120776004|XP_039962370.1|BTRY
OG0006104	LOC117577220|XP_034118107.1|DALB	LOC120774013|XP_039959227.1|BTRY
OG0006105	LOC117577567|XP_034118296.1|DALB	LOC120774012|XP_039959226.1|BTRY
OG0006106	LOC117570022|XP_034107330.1|DALB	LOC120777680|XP_039965080.1|BTRY
OG0006107	LOC117572243|XP_034110818.1|DALB	LOC120770786|XP_039954299.1|BTRY
OG0006108	LOC117569593|XP_034106719.1|DALB	LOC120773611|XP_039958545.1|BTRY
OG0006109	LOC117569989|XP_034107260.1|DALB	LOC120776747|XP_039963634.1|BTRY
OG0006110	LOC117568488|XP_034105066.1|DALB	LOC120778541|XP_039966323.1|BTRY
OG0006111	LOC117572518|XP_034111265.1|DALB	LOC120773684|XP_039958649.1|BTRY
OG0006112	LOC117572738|XP_034111705.1|DALB	LOC120771364|XP_039955257.1|BTRY
OG0006113	LOC117569562|XP_034106671.1|DALB	LOC120776718|XP_039963550.1|BTRY
OG0006114	LOC117574064|XP_034113578.1|DALB	LOC120776911|XP_039963919.1|BTRY
OG0006115	LOC117569921|XP_034107164.1|DALB	LOC120770775|XP_039954291.1|BTRY
OG0006116	LOC117569775|XP_034106964.1|DALB	LOC120771720|XP_039955807.1|BTRY
OG0006117	LOC117570162|XP_034107521.1|DALB	LOC120770711|XP_039954225.1|BTRY
OG0006118	LOC117572084|XP_034110569.1|DALB	LOC120770916|XP_039954544.1|BTRY
OG0006119	LOC117566990|XP_034102549.1|DALB	LOC120772865|XP_039957628.1|BTRY
OG0006120	LOC117567547|XP_034103496.1|DALB	LOC120773342|XP_039958090.1|BTRY
OG0006121	LOC117570773|XP_034108500.1|DALB	LOC120778113|XP_039965750.1|BTRY
OG0006122	LOC117570997|XP_034108837.1|DALB	LOC120782056|XP_039970142.1|BTRY
OG0006123	LOC117567764|XP_034103848.1|DALB	LOC120770756|XP_039954275.1|BTRY
OG0006124	LOC117576176|XP_034116651.1|DALB	LOC120781693|XP_039969847.1|BTRY
OG0006125	LOC117568551|XP_034105162.1|DALB	LOC120776811|XP_039963744.1|BTRY
OG0006126	LOC117567306|XP_034103082.1|DALB	LOC120779034|XP_039967089.1|BTRY
OG0006127	LOC117569016|XP_034105895.1|DALB	LOC120777412|XP_039964646.1|BTRY
OG0006128	LOC117572808|XP_034111805.1|DALB	LOC120779045|XP_039967116.1|BTRY
OG0006129	LOC117569942|XP_034107193.1|DALB	LOC120777205|XP_039964315.1|BTRY
OG0006130	LOC117572540|XP_034111300.1|DALB	LOC120777373|XP_039964594.1|BTRY
OG0006131	LOC117572643|XP_034111512.1|DALB	LOC120777963|XP_039965516.1|BTRY
OG0006132	LOC117571218|XP_034109157.1|DALB	LOC120779042|XP_039967102.1|BTRY
OG0006133	LOC117572542|XP_034111302.1|DALB	LOC120777374|XP_039964596.1|BTRY
OG0006134	LOC117568245|XP_034104614.1|DALB	LOC120779169|XP_039967332.1|BTRY
OG0006135	LOC117572536|XP_034111293.1|DALB	LOC120779168|XP_039967329.1|BTRY
OG0006136	LOC117567683|XP_034103698.1|DALB	LOC120778852|XP_039966814.1|BTRY
OG0006137	LOC117569938|XP_034107187.1|DALB	LOC120778624|XP_039966442.1|BTRY
OG0006138	LOC117568726|XP_034105435.1|DALB	LOC120772895|XP_039957704.1|BTRY
OG0006139	LOC117568919|XP_034105720.1|DALB	LOC120770553|XP_039954058.1|BTRY
OG0006140	LOC117570882|XP_034108666.1|DALB	LOC120771535|XP_039955525.1|BTRY
OG0006141	LOC117568686|XP_034105387.1|DALB	LOC120771038|XP_039954768.1|BTRY
OG0006142	LOC117569552|XP_034106650.1|DALB	LOC120777176|XP_039964269.1|BTRY
OG0006143	LOC117568029|XP_034104260.1|DALB	LOC120778062|XP_039965677.1|BTRY
OG0006144	LOC117567976|XP_034104185.1|DALB	LOC120776686|XP_039963498.1|BTRY
OG0006145	LOC117572382|XP_034111046.1|DALB	LOC120778990|XP_039967025.1|BTRY
OG0006146	LOC117564061|XP_034098575.1|DALB	LOC120768247|XP_039950772.1|BTRY
OG0006147	LOC117575083|XP_034115071.1|DALB	LOC120782769|XP_039971168.1|BTRY
OG0006148	LOC117569721|XP_034106878.1|DALB	LOC120778730|XP_039966626.1|BTRY
OG0006149	LOC117569414|XP_034106443.1|DALB	LOC120777238|XP_039964363.1|BTRY
OG0006150	LOC117569412|XP_034106441.1|DALB	LOC120777237|XP_039964362.1|BTRY
OG0006151	LOC117566244|XP_034101686.1|DALB	LOC120769252|XP_039952088.1|BTRY, LOC120769670|XP_039952723.1|BTRY
OG0006152	LOC117575487|XP_034115612.1|DALB	LOC120780580|XP_039968775.1|BTRY, LOC120768032|XP_039950457.1|BTRY
OG0006153	LOC117567845|XP_034103987.1|DALB	LOC120771087|XP_039954846.1|BTRY
OG0006154	LOC117574626|XP_034114407.1|DALB	LOC120766596|XP_039948134.1|BTRY
OG0006155	LOC117573687|XP_034112932.1|DALB	LOC120782239|XP_039970340.1|BTRY
OG0006156	LOC117573512|XP_034112631.1|DALB	LOC120766690|XP_039948270.1|BTRY
OG0006157	LOC117567908|XP_034104078.1|DALB	LOC120772586|XP_039957227.1|BTRY
OG0006158	LOC117567085|XP_034102731.1|DALB	LOC120777915|XP_039965433.1|BTRY
OG0006159	LOC117571145|XP_034109038.1|DALB	LOC120771607|XP_039955622.1|BTRY
OG0006160	LOC117567906|XP_034104074.1|DALB	LOC120771835|XP_039956010.1|BTRY
OG0006161	LOC117568858|XP_034105630.1|DALB	LOC120772772|XP_039957479.1|BTRY
OG0006162	LOC117573179|XP_034112040.1|DALB	LOC120779775|XP_039968087.1|BTRY
OG0006163	LOC117566580|XP_034102013.1|DALB	LOC120773017|XP_039957879.1|BTRY, LOC120771951|XP_039956195.1|BTRY
