Orthogroup	DALB.longest_only	AEAL.longest_only
OG0000392	LOC117565444|XP_034100426.1|DALB, LOC117565611|XP_034100706.1|DALB	LOC115255423|XP_029709411.1|AEAL, LOC109410240|XP_029709335.1|AEAL, LOC115255415|XP_029709387.1|AEAL, LOC109417641|XP_029709359.1|AEAL, LOC115255405|XP_029709334.1|AEAL, LOC115255425|XP_029709414.1|AEAL, LOC115253639|XP_029709398.1|AEAL, LOC109410239|XP_029709361.1|AEAL
OG0000393	LOC117563689|XP_034098012.1|DALB	LOC109419307|XP_029727172.1|AEAL
OG0000393	LOC117563690|XP_034098024.1|DALB	LOC109418168|XP_029727179.1|AEAL
OG0000394	LOC117575138|XP_034115139.1|DALB, LOC117575150|XP_034115148.1|DALB	LOC115253693|XP_029724198.1|AEAL
OG0000395	LOC117570546|XP_034108158.1|DALB, LOC117566474|XP_034101896.1|DALB, LOC117566475|XP_034101897.1|DALB	LOC115264747|XP_029724634.1|AEAL, LOC115257131|XP_029712375.1|AEAL
OG0000399	LOC117576396|XP_034117001.1|DALB, LOC117576395|XP_034117000.1|DALB	LOC109433624|XP_019565608.2|AEAL
OG0000400	LOC117578083|XP_034119135.1|DALB	LOC109415196|XP_019544625.2|AEAL
OG0000404	LOC117575732|XP_034115968.1|DALB, LOC117575731|XP_034115966.1|DALB	LOC109430308|XP_019561904.2|AEAL, LOC109430356|XP_029722717.1|AEAL, LOC109430345|XP_019561948.2|AEAL, LOC109412418|XP_029722923.1|AEAL
OG0000405	LOC117577770|XP_034118574.1|DALB	LOC109404031|XP_019532439.2|AEAL
OG0000405	LOC117575268|XP_034115294.1|DALB	LOC115260156|XP_029716923.1|AEAL
OG0000406	LOC117567823|XP_034103955.1|DALB, LOC117570598|XP_034108232.1|DALB	LOC109425699|XP_019556540.1|AEAL, LOC115269965|XP_029734663.1|AEAL, LOC109422787|XP_029734667.1|AEAL, LOC109418939|XP_019548698.1|AEAL, LOC109407754|XP_019536471.2|AEAL
OG0000407	LOC117570063|XP_034107388.1|DALB	LOC115263207|XP_029722053.1|AEAL, LOC115263432|XP_029722592.1|AEAL, LOC109418450|XP_029722063.1|AEAL, LOC109426179|XP_029722235.1|AEAL
OG0000407	LOC117572447|XP_034111169.1|DALB	LOC109417874|XP_019547605.2|AEAL
OG0000408	LOC117564231|XP_034098813.1|DALB, LOC117564414|XP_034099037.1|DALB, LOC117564537|XP_034099250.1|DALB, LOC117563853|XP_034098272.1|DALB	LOC109423675|XP_019554216.2|AEAL, LOC109414288|XP_019543648.1|AEAL
OG0000409	LOC117570871|XP_034108654.1|DALB, LOC117570740|XP_034108453.1|DALB, LOC117571128|XP_034109020.1|DALB, LOC117569890|XP_034107122.1|DALB	LOC109432867|XP_029712468.1|AEAL
OG0000410	LOC117565316|XP_034100245.1|DALB	LOC115255101|XP_029708755.1|AEAL, LOC109420585|XP_019550497.2|AEAL
OG0000411	LOC117574251|XP_034113871.1|DALB	LOC115254175|XP_029728799.1|AEAL, LOC109423890|XP_019554495.1|AEAL
OG0000411	LOC117564530|XP_034099241.1|DALB	LOC109408555|XP_019537424.1|AEAL, LOC109429585|XP_019561118.1|AEAL
OG0000412	LOC117570393|XP_034107902.1|DALB, LOC117572543|XP_034111304.1|DALB	LOC109401457|XP_019529569.2|AEAL, LOC109410440|XP_019539541.1|AEAL, LOC109401458|XP_029710424.1|AEAL, LOC109410439|XP_019539540.1|AEAL
OG0000413	LOC117575322|XP_034115369.1|DALB, LOC117575308|XP_034115353.1|DALB, LOC117575051|XP_034115024.1|DALB	LOC109433328|XP_029733112.1|AEAL, LOC109399299|XP_029719120.1|AEAL
OG0000414	LOC117567214|XP_034102934.1|DALB	LOC109401537|XP_029724524.1|AEAL, LOC109412615|XP_019541782.2|AEAL, LOC115253752|XP_029724433.1|AEAL, LOC109401536|XP_019529650.2|AEAL, LOC109412614|XP_029724432.1|AEAL, LOC109412613|XP_019541780.2|AEAL, LOC109401535|XP_019529649.2|AEAL, LOC115264686|XP_029724525.1|AEAL
OG0000415	LOC117567067|XP_034102700.1|DALB, LOC117568229|XP_034104593.1|DALB	LOC109402060|XP_019530206.2|AEAL, LOC109416886|XP_019546527.1|AEAL
OG0000416	LOC117572452|XP_034111179.1|DALB	LOC109402085|XP_029710927.1|AEAL, LOC109427372|XP_019558464.2|AEAL
OG0000416	LOC117567180|XP_034102898.1|DALB	LOC109427757|XP_019558893.2|AEAL, LOC109431346|XP_019563108.1|AEAL
OG0000417	LOC117575059|XP_034115031.1|DALB	LOC115256097|XP_029710215.1|AEAL, LOC109414066|XP_019543347.2|AEAL
OG0000418	LOC117566055|XP_034101403.1|DALB, LOC117569727|XP_034106895.1|DALB	LOC109416314|XP_029712294.1|AEAL, LOC115267223|XP_029729971.1|AEAL, LOC115267226|XP_029729978.1|AEAL, LOC109402225|XP_019530409.2|AEAL, LOC115267222|XP_029729969.1|AEAL, LOC115267224|XP_029729972.1|AEAL, LOC109402226|XP_019530410.2|AEAL
OG0000419	LOC117572567|XP_034111338.1|DALB	LOC109417954|XP_029725393.1|AEAL
OG0000419	LOC117571479|XP_034109532.1|DALB	LOC109433278|XP_019565253.2|AEAL
OG0000421	LOC117563687|XP_034098009.1|DALB	LOC109421651|XP_019551712.1|AEAL
OG0000421	LOC117565567|XP_034100634.1|DALB	LOC109420739|XP_019550761.2|AEAL, LOC109419943|XP_029708948.1|AEAL
OG0000422	LOC117573745|XP_034113016.1|DALB	LOC115265533|XP_029726937.1|AEAL, LOC109421178|XP_019551217.2|AEAL, LOC109421176|XP_019551216.2|AEAL, LOC115265184|XP_029725312.1|AEAL, LOC115265185|XP_029725314.1|AEAL, LOC109427809|XP_019558943.2|AEAL, LOC109427811|XP_029725313.1|AEAL, LOC115265569|XP_029727059.1|AEAL, LOC109421327|XP_019551379.2|AEAL, LOC115265534|XP_029726938.1|AEAL, LOC109421326|XP_019551378.2|AEAL, LOC109426323|XP_019557324.2|AEAL, LOC109407207|XP_019535737.2|AEAL
OG0000423	LOC117568715|XP_034105422.1|DALB, LOC117570125|XP_034107480.1|DALB	LOC109400858|XP_019528888.2|AEAL, LOC109415498|XP_019544931.2|AEAL, LOC109415500|XP_019544933.2|AEAL, LOC109400859|XP_019528889.2|AEAL, LOC115267668|XP_029730683.1|AEAL
OG0000424	LOC117570624|XP_034108277.1|DALB	LOC109401664|XP_029712729.1|AEAL
OG0000425	LOC117571691|XP_034109872.1|DALB	LOC109414922|XP_029731765.1|AEAL, LOC109428994|XP_019560382.2|AEAL
OG0000425	LOC117571118|XP_034109005.1|DALB	LOC115267748|XP_029730837.1|AEAL, LOC109414909|XP_019544303.2|AEAL
OG0000426	LOC117568371|XP_034104865.1|DALB, LOC117567641|XP_034103638.1|DALB	LOC115254201|XP_029731407.1|AEAL, LOC109622223|XP_019932021.1|AEAL
OG0000433	LOC117575919|XP_034116268.1|DALB	LOC109405351|XP_029709569.1|AEAL, LOC115255642|XP_029709601.1|AEAL, LOC115255632|XP_029709582.1|AEAL, LOC109397806|XP_029710315.1|AEAL
OG0000434	LOC117573374|XP_034112402.1|DALB	LOC109432159|XP_019564022.2|AEAL
OG0000434	LOC117570392|XP_034107897.1|DALB, LOC117571069|XP_034108930.1|DALB	LOC109428437|XP_019559746.2|AEAL, LOC109430512|XP_019562124.2|AEAL
OG0000435	LOC117567736|XP_034103812.1|DALB	LOC109399383|XP_019527364.2|AEAL, LOC109400689|XP_019528729.2|AEAL, LOC109430899|XP_029722005.1|AEAL, LOC115263188|XP_029722000.1|AEAL, LOC115263186|XP_029721998.1|AEAL, LOC109430904|XP_019562534.2|AEAL, LOC109405093|XP_029711212.1|AEAL
OG0000438	LOC117573307|XP_034112303.1|DALB	LOC109433257|XP_029715001.1|AEAL
OG0000439	LOC117565270|XP_034100188.1|DALB	LOC109414031|XP_029729134.1|AEAL, LOC115264933|XP_029724932.1|AEAL, LOC115264925|XP_029724873.1|AEAL
OG0000439	LOC117571111|XP_034108985.1|DALB	LOC109432331|XP_019564217.1|AEAL
OG0000440	LOC117570223|XP_034107613.1|DALB, LOC117570224|XP_034107614.1|DALB, LOC117570222|XP_034107612.1|DALB, LOC117567896|XP_034104059.1|DALB	LOC115253935|XP_029708448.1|AEAL, LOC115255328|XP_029709200.1|AEAL, LOC109417702|XP_019547324.2|AEAL
OG0000441	LOC117570102|XP_034107450.1|DALB, LOC117569290|XP_034106286.1|DALB	LOC115255219|XP_029709022.1|AEAL, LOC109407178|XP_019535708.1|AEAL
OG0000442	LOC117564985|XP_034099824.1|DALB	LOC109404849|XP_029733312.1|AEAL
OG0000443	LOC117569537|XP_034106631.1|DALB, LOC117570957|XP_034108783.1|DALB	LOC109623333|XP_019933431.2|AEAL, LOC109424680|XP_019555389.2|AEAL
OG0000444	LOC117564594|XP_034099337.1|DALB, LOC117564527|XP_034099239.1|DALB	LOC109397004|XP_029731025.1|AEAL, LOC115262796|XP_029721544.1|AEAL
OG0000448	LOC117576233|XP_034116742.1|DALB, LOC117573579|XP_034112758.1|DALB, LOC117575855|XP_034116166.1|DALB, LOC117564935|XP_034099780.1|DALB	LOC109402161|XP_029729860.1|AEAL, LOC109413232|XP_019542504.2|AEAL
OG0000449	LOC117572037|XP_034110488.1|DALB	LOC115257229|XP_029712526.1|AEAL, LOC109397778|XP_029733990.1|AEAL, LOC109428789|XP_019560181.1|AEAL
OG0000449	LOC117564461|XP_034099137.1|DALB	LOC109405354|XP_029709574.1|AEAL, LOC115255646|XP_029709606.1|AEAL, LOC109397817|XP_029709591.1|AEAL
OG0000450	LOC117578232|XP_034119507.1|DALB	LOC109422876|XP_029724024.1|AEAL
OG0000450	LOC117566468|XP_034101893.1|DALB	LOC109433652|XP_029711834.1|AEAL, LOC115253978|XP_029711929.1|AEAL, LOC115253558|XP_029733836.1|AEAL
OG0000451	LOC117577647|XP_034118420.1|DALB	LOC109427699|XP_019558831.2|AEAL
OG0000451	LOC117577648|XP_034118423.1|DALB	LOC109427697|XP_019558826.2|AEAL
OG0000454	LOC117563716|XP_034098064.1|DALB, LOC117565191|XP_034100086.1|DALB	LOC109621699|XP_029725277.1|AEAL
OG0000456	LOC117573143|XP_034111972.1|DALB	LOC109415851|XP_029720057.1|AEAL
OG0000456	LOC117563277|XP_034097400.1|DALB	LOC109401374|XP_029712273.1|AEAL
OG0000457	LOC117565212|XP_034100110.1|DALB	LOC115264999|XP_029725048.1|AEAL, LOC115264937|XP_029724947.1|AEAL, LOC109404215|XP_029724888.1|AEAL
OG0000457	LOC117564515|XP_034099226.1|DALB	LOC115265005|XP_029725053.1|AEAL
OG0000458	LOC117563861|XP_034098286.1|DALB	LOC115262061|XP_029719863.1|AEAL, LOC109429691|XP_029720017.1|AEAL, LOC109407008|XP_029719888.1|AEAL, LOC109407014|XP_019535575.2|AEAL, LOC115262073|XP_029719887.1|AEAL, LOC115262076|XP_029719889.1|AEAL, LOC109407010|XP_019535570.2|AEAL, LOC109429725|XP_029719860.1|AEAL, LOC115262119|XP_029720016.1|AEAL, LOC109400294|XP_029724827.1|AEAL, LOC109425179|XP_029724844.1|AEAL
OG0000460	LOC117565458|XP_034100451.1|DALB	LOC115255452|XP_029709438.1|AEAL
OG0000465	LOC117576223|XP_034116725.1|DALB, LOC117576222|XP_034116722.1|DALB	LOC109423357|XP_019553875.2|AEAL, LOC109430165|XP_029713455.1|AEAL, LOC109432135|XP_029713196.1|AEAL
OG0000466	LOC117570655|XP_034108330.1|DALB	LOC115267077|XP_029729787.1|AEAL, LOC109399946|XP_019527945.1|AEAL
OG0000466	LOC117564787|XP_034099588.1|DALB	LOC109427781|XP_029720741.1|AEAL
OG0000467	LOC117571055|XP_034108913.1|DALB, LOC117568018|XP_034104237.1|DALB	LOC109423258|XP_029726430.1|AEAL
OG0000468	LOC117571922|XP_034110294.1|DALB	LOC109418072|XP_019547792.2|AEAL
OG0000469	LOC117565858|XP_034101077.1|DALB, LOC117565982|XP_034101278.1|DALB	LOC109429969|XP_029720082.1|AEAL, LOC109429553|XP_029719682.1|AEAL, LOC115262131|XP_029720081.1|AEAL
OG0000470	LOC117567360|XP_034103189.1|DALB	LOC115257400|XP_029712822.1|AEAL, LOC109418772|XP_029712085.1|AEAL, LOC109406508|XP_029713617.1|AEAL
OG0000470	LOC117570696|XP_034108390.1|DALB	LOC109415835|XP_029715753.1|AEAL, LOC109418775|XP_029712889.1|AEAL
OG0000471	LOC117571140|XP_034109033.1|DALB, LOC117564774|XP_034099564.1|DALB	LOC109402525|XP_029720071.1|AEAL
OG0000473	LOC117578220|XP_034119485.1|DALB, LOC117573572|XP_034112789.1|DALB	LOC109427502|XP_019558599.2|AEAL, LOC115254412|XP_029707762.1|AEAL
OG0000474	LOC117567868|XP_034104029.1|DALB, LOC117568378|XP_034104876.1|DALB	LOC109404730|XP_019533199.2|AEAL, LOC115269060|XP_029733230.1|AEAL
OG0000475	LOC117575976|XP_034116347.1|DALB, LOC117568537|XP_034105146.1|DALB, LOC117575974|XP_034116343.1|DALB	LOC109423532|XP_019554059.1|AEAL
OG0000476	LOC117574092|XP_034113618.1|DALB, LOC117574302|XP_034113999.1|DALB	LOC109405416|XP_019534025.2|AEAL, LOC109402424|XP_029729906.1|AEAL, LOC115253985|XP_029712586.1|AEAL
OG0000477	LOC117576734|XP_034117651.1|DALB, LOC117576735|XP_034117653.1|DALB	LOC109405223|XP_019533802.2|AEAL
OG0000478	LOC117577931|XP_034118825.1|DALB, LOC117574156|XP_034113728.1|DALB	LOC115261565|XP_029719319.1|AEAL, LOC109420225|XP_029725817.1|AEAL, LOC109409968|XP_029717035.1|AEAL, LOC115265746|XP_029727552.1|AEAL, LOC109409969|XP_019539030.1|AEAL, LOC115261566|XP_029719320.1|AEAL
OG0000479	LOC117576315|XP_034116861.1|DALB	LOC115263214|XP_029722059.1|AEAL, LOC115263355|XP_029722513.1|AEAL, LOC109430843|XP_029722509.1|AEAL, LOC109430825|XP_019562456.2|AEAL, LOC115263357|XP_029722515.1|AEAL, LOC115263352|XP_029722508.1|AEAL, LOC109430827|XP_029722514.1|AEAL
OG0000480	LOC117564375|XP_034098985.1|DALB, LOC117564374|XP_034098982.1|DALB	LOC109415040|XP_019544436.2|AEAL, LOC109621950|XP_019931711.1|AEAL
OG0000482	LOC117576192|XP_034116676.1|DALB	LOC109422646|XP_019553034.2|AEAL, LOC109402853|XP_019531139.2|AEAL, LOC115271087|XP_029736423.1|AEAL, LOC109402844|XP_019531125.2|AEAL
OG0000483	LOC117574894|XP_034114822.1|DALB, LOC117573301|XP_034112297.1|DALB	LOC109403303|XP_019531651.2|AEAL, LOC109403255|XP_029719364.1|AEAL, LOC109433400|XP_019565376.2|AEAL
OG0000484	LOC117575936|XP_034116287.1|DALB, LOC117576719|XP_034117630.1|DALB	LOC115260280|XP_029717075.1|AEAL, LOC109406257|XP_019534864.1|AEAL
OG0000485	LOC117568025|XP_034104248.1|DALB, LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB	LOC109405475|XP_019534111.1|AEAL
OG0000486	LOC117568199|XP_034104555.1|DALB, LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB	LOC109428916|XP_019560303.2|AEAL, LOC115267545|XP_029730488.1|AEAL, LOC109408709|XP_019537614.2|AEAL, LOC115253482|XP_029730827.1|AEAL
OG0000489	LOC117576379|XP_034116968.1|DALB, LOC117567573|XP_034103540.1|DALB	LOC109433597|XP_019565581.2|AEAL, LOC109431157|XP_019562906.2|AEAL, LOC109408968|XP_019537912.2|AEAL, LOC109408945|XP_019537890.2|AEAL
OG0000490	LOC117578022|XP_034119012.1|DALB	LOC115267225|XP_029729976.1|AEAL, LOC109402227|XP_029729973.1|AEAL
OG0000490	LOC117574832|XP_034114709.1|DALB	LOC109431349|XP_029733420.1|AEAL, LOC109427779|XP_029717800.1|AEAL
OG0000491	LOC117567551|XP_034103500.1|DALB	LOC115267172|XP_029729877.1|AEAL, LOC109415532|XP_019544960.2|AEAL
OG0000492	LOC117569977|XP_034107244.1|DALB	LOC115268555|XP_029732510.1|AEAL, LOC109403859|XP_019532304.1|AEAL
OG0000492	LOC117564509|XP_034099216.1|DALB	LOC109414237|XP_019543596.1|AEAL
OG0000493	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB	LOC109424249|XP_029734410.1|AEAL
OG0000494	LOC117563507|XP_034097772.1|DALB	LOC109406097|XP_019534701.2|AEAL, LOC109402997|XP_019531256.1|AEAL
OG0000495	LOC117570390|XP_034107900.1|DALB, LOC117570750|XP_034108463.1|DALB	LOC109412654|XP_029720655.1|AEAL, LOC109420930|XP_029720657.1|AEAL
OG0000496	LOC117566054|XP_034101400.1|DALB	LOC109429623|XP_029728581.1|AEAL, LOC109623404|XP_029719965.1|AEAL
OG0000496	LOC117565995|XP_034101305.1|DALB	LOC109623402|XP_019933500.2|AEAL, LOC109429619|XP_029728582.1|AEAL
OG0000497	LOC117565266|XP_034100182.1|DALB, LOC117564629|XP_034099376.1|DALB	LOC109420450|XP_019550342.2|AEAL
OG0000498	LOC117573306|XP_034112302.1|DALB, LOC117575291|XP_034115329.1|DALB	LOC109433408|XP_019565383.2|AEAL, LOC109433401|XP_019565377.2|AEAL
OG0000499	LOC117566916|XP_034102428.1|DALB	LOC109406732|XP_019535320.1|AEAL, LOC115268954|XP_029733028.1|AEAL
OG0000500	LOC117568873|XP_034105654.1|DALB, LOC117568872|XP_034105653.1|DALB	LOC109418753|XP_029712968.1|AEAL
OG0000504	LOC117570036|XP_034107352.1|DALB	LOC115267607|XP_029730594.1|AEAL, LOC115267631|XP_029730635.1|AEAL, LOC109431603|XP_029730638.1|AEAL, LOC115267608|XP_029730595.1|AEAL, LOC109428459|XP_029711459.1|AEAL, LOC109398075|XP_029730592.1|AEAL, LOC109431700|XP_029730619.1|AEAL, LOC109398100|XP_029730596.1|AEAL, LOC115267620|XP_029730621.1|AEAL
OG0000505	LOC117573327|XP_034112331.1|DALB, LOC117571310|XP_034109279.1|DALB	LOC109406904|XP_029717796.1|AEAL, LOC109427792|XP_029729836.1|AEAL, LOC109412957|XP_029717731.1|AEAL, LOC115260666|XP_029717674.1|AEAL
OG0000506	LOC117573661|XP_034112880.1|DALB, LOC117573805|XP_034113108.1|DALB	LOC109423458|XP_029722798.1|AEAL, LOC109432150|XP_029722799.1|AEAL
OG0000507	LOC117576971|XP_034118043.1|DALB	LOC109413463|XP_019542683.1|AEAL
OG0000507	LOC117568198|XP_034104558.1|DALB	LOC109400515|XP_019528579.1|AEAL
OG0000508	LOC117571360|XP_034109359.1|DALB, LOC117571471|XP_034109516.1|DALB	LOC109410535|XP_029727494.1|AEAL
OG0000509	LOC117567337|XP_034103147.1|DALB	LOC109401455|XP_029708081.1|AEAL, LOC115253623|XP_029708088.1|AEAL, LOC109422218|XP_029708090.1|AEAL
OG0000510	LOC117572436|XP_034111155.1|DALB	LOC109408912|XP_019537841.2|AEAL, LOC109418468|XP_019548221.2|AEAL
OG0000511	LOC117564449|XP_034099117.1|DALB, LOC117564447|XP_034099116.1|DALB	LOC109429398|XP_019560891.2|AEAL
OG0000513	LOC117566895|XP_034102401.1|DALB, LOC117565466|XP_034100463.1|DALB	LOC115265613|XP_029727295.1|AEAL, LOC109404802|XP_019533297.2|AEAL
OG0000514	LOC117565332|XP_034100270.1|DALB, LOC117564904|XP_034099748.1|DALB	LOC109404634|XP_029720242.1|AEAL, LOC109411763|XP_029720339.1|AEAL
OG0000516	LOC117578001|XP_034118993.1|DALB, LOC117564564|XP_034099291.1|DALB	LOC115261325|XP_029718606.1|AEAL
OG0000517	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB, LOC117571814|XP_034110075.1|DALB	LOC109428933|XP_019560320.2|AEAL, LOC115258132|XP_029714032.1|AEAL
OG0000521	LOC117577891|XP_034118760.1|DALB, LOC117567494|XP_034103418.1|DALB	LOC115256648|XP_029711363.1|AEAL
OG0000522	LOC117577337|XP_034118181.1|DALB	LOC115261827|XP_029719597.1|AEAL, LOC109402233|XP_019530417.1|AEAL, LOC115267220|XP_029729967.1|AEAL
OG0000523	LOC117574359|XP_034114084.1|DALB	LOC109417026|XP_019546697.1|AEAL
OG0000523	LOC117569690|XP_034106838.1|DALB	LOC109402222|XP_019530404.2|AEAL
OG0000524	LOC117573923|XP_034113327.1|DALB	LOC109409733|XP_019538773.2|AEAL
OG0000525	LOC117567161|XP_034102865.1|DALB	LOC109426662|XP_029725563.1|AEAL, LOC109426663|XP_019557735.2|AEAL
OG0000526	LOC117564252|XP_034098847.1|DALB, LOC117572745|XP_034111713.1|DALB	LOC109420592|XP_019550501.2|AEAL, LOC115266344|XP_029728320.1|AEAL, LOC109428274|XP_029728470.1|AEAL, LOC109427955|XP_019559159.1|AEAL
OG0000527	LOC117565756|XP_034100898.1|DALB, LOC117566242|XP_034101679.1|DALB	LOC109420067|XP_029713542.1|AEAL, LOC115257747|XP_029713524.1|AEAL, LOC109407802|XP_029713722.1|AEAL
OG0000528	LOC117578385|XP_034119712.1|DALB	LOC115259066|XP_029715434.1|AEAL, LOC115259076|XP_029715447.1|AEAL, LOC109433120|XP_029716911.1|AEAL, LOC109433130|XP_019565072.2|AEAL, LOC109404663|XP_019533137.2|AEAL, LOC109433136|XP_019565076.1|AEAL
OG0000529	LOC117564363|XP_034098968.1|DALB, LOC117565740|XP_034100876.1|DALB, LOC117564963|XP_034099809.1|DALB, LOC117565757|XP_034100901.1|DALB, LOC117564582|XP_034099314.1|DALB	LOC109401725|XP_019529861.2|AEAL
OG0000530	LOC117571193|XP_034109126.1|DALB, LOC117571163|XP_034109065.1|DALB, LOC117571162|XP_034109063.1|DALB	LOC109404870|XP_029714637.1|AEAL, LOC115254025|XP_029715254.1|AEAL, LOC115258587|XP_029714691.1|AEAL, LOC109398719|XP_029725180.1|AEAL
OG0000531	LOC117565336|XP_034100276.1|DALB, LOC117565556|XP_034100615.1|DALB	LOC109402101|XP_019530267.2|AEAL, LOC115254992|XP_029708556.1|AEAL
OG0000533	LOC117569997|XP_034107280.1|DALB	LOC115267578|XP_029730517.1|AEAL, LOC115267577|XP_029730515.1|AEAL
OG0000533	LOC117573993|XP_034113432.1|DALB	LOC109431876|XP_029712670.1|AEAL
OG0000535	LOC117567969|XP_034104168.1|DALB, LOC117570234|XP_034107629.1|DALB	LOC109398917|XP_019526916.2|AEAL, LOC115261332|XP_029718636.1|AEAL, LOC109401621|XP_029724250.1|AEAL
OG0000536	LOC117569953|XP_034107207.1|DALB	LOC115264776|XP_029724655.1|AEAL, LOC109401564|XP_029724530.1|AEAL, LOC109623392|XP_029729324.1|AEAL, LOC115262584|XP_029720835.1|AEAL, LOC109623370|XP_029720836.1|AEAL, LOC109426873|XP_019557979.2|AEAL, LOC115263539|XP_029722641.1|AEAL, LOC109426875|XP_029721168.1|AEAL
OG0000537	LOC117570048|XP_034107366.1|DALB	LOC109408772|XP_029730736.1|AEAL, LOC115267712|XP_029730734.1|AEAL, LOC109432694|XP_029730757.1|AEAL
OG0000538	LOC117568064|XP_034104311.1|DALB, LOC117568809|XP_034105561.1|DALB	LOC115257305|XP_029712629.1|AEAL, LOC109408744|XP_029730747.1|AEAL, LOC109428955|XP_019560345.1|AEAL
OG0000539	LOC117574978|XP_034114935.1|DALB, LOC117576115|XP_034116563.1|DALB	LOC109425942|XP_019556892.2|AEAL, LOC115260132|XP_029716901.1|AEAL, LOC109407618|XP_019536304.1|AEAL
OG0000542	LOC117574053|XP_034113556.1|DALB, LOC117573207|XP_034112097.1|DALB	LOC109405382|XP_019533982.2|AEAL
OG0000543	LOC117573902|XP_034113301.1|DALB, LOC117572386|XP_034111050.1|DALB	LOC109402692|XP_019530940.2|AEAL, LOC109402667|XP_019530911.2|AEAL
OG0000544	LOC117568673|XP_034105370.1|DALB, LOC117575460|XP_034115560.1|DALB	LOC115269103|XP_029733348.1|AEAL, LOC109422143|XP_019552329.2|AEAL, LOC109432623|XP_019564530.2|AEAL
OG0000545	LOC117575100|XP_034115092.1|DALB, LOC117575101|XP_034115093.1|DALB	LOC115259474|XP_029715915.1|AEAL
OG0000546	LOC117573648|XP_034112859.1|DALB, LOC117565303|XP_034100231.1|DALB, LOC117577896|XP_034118770.1|DALB	LOC109404024|XP_019532434.2|AEAL
OG0000547	LOC117575130|XP_034115127.1|DALB, LOC117563554|XP_034097825.1|DALB	LOC109409292|XP_029716677.1|AEAL, LOC109621276|XP_029726259.1|AEAL
OG0000548	LOC117571556|XP_034109651.1|DALB, LOC117571554|XP_034109648.1|DALB, LOC117570985|XP_034108822.1|DALB	LOC109399434|XP_019527422.2|AEAL, LOC109400760|XP_019528805.2|AEAL
OG0000549	LOC117569957|XP_034107218.1|DALB	LOC115265020|XP_029725081.1|AEAL, LOC109422484|XP_029721752.1|AEAL, LOC109423380|XP_029716682.1|AEAL, LOC115262956|XP_029721747.1|AEAL, LOC109422434|XP_019552772.2|AEAL, LOC109425730|XP_029721748.1|AEAL, LOC115267738|XP_029730805.1|AEAL, LOC115259992|XP_029716684.1|AEAL, LOC115265016|XP_029725076.1|AEAL, LOC109425729|XP_019933254.2|AEAL, LOC109422423|XP_029716683.1|AEAL, LOC109422446|XP_019552781.2|AEAL, LOC109421026|XP_019551058.2|AEAL, LOC115261201|XP_029718408.1|AEAL, LOC115265226|XP_029725368.1|AEAL, LOC115258798|XP_029715078.1|AEAL, LOC109422467|XP_029721753.1|AEAL, LOC109425727|XP_019556600.2|AEAL
OG0000550	LOC117570320|XP_034107753.1|DALB, LOC117569649|XP_034106785.1|DALB	LOC109426379|XP_019557410.2|AEAL, LOC109397957|XP_019525842.1|AEAL, LOC115254490|XP_029707899.1|AEAL
OG0000552	LOC117576695|XP_034117582.1|DALB, LOC117576694|XP_034117581.1|DALB	LOC109400279|XP_019528309.2|AEAL
OG0000553	LOC117563714|XP_034098061.1|DALB, LOC117565414|XP_034100389.1|DALB, LOC117565415|XP_034100390.1|DALB, LOC117565417|XP_034100393.1|DALB	LOC109419526|XP_029715181.1|AEAL, LOC109409299|XP_019538286.2|AEAL, LOC115258746|XP_029714971.1|AEAL, LOC109409298|XP_019538285.2|AEAL, LOC109409297|XP_019538284.2|AEAL, LOC109419528|XP_019549289.2|AEAL
OG0000554	LOC117576527|XP_034117241.1|DALB, LOC117574065|XP_034113579.1|DALB, LOC117576529|XP_034117243.1|DALB	LOC115268747|XP_029732757.1|AEAL, LOC109421767|XP_029732759.1|AEAL, LOC109425210|XP_029732720.1|AEAL
OG0000555	LOC117570039|XP_034107354.1|DALB, LOC117569697|XP_034106847.1|DALB	LOC109423451|XP_019553972.2|AEAL, LOC109414724|XP_029731538.1|AEAL
OG0000556	LOC117569341|XP_034106365.1|DALB, LOC117575005|XP_034114973.1|DALB	LOC109430481|XP_019562095.1|AEAL, LOC109409568|XP_019538564.2|AEAL
OG0000557	LOC117575409|XP_034115480.1|DALB, LOC117576870|XP_034117862.1|DALB	LOC109431932|XP_019563782.2|AEAL
OG0000558	LOC117576425|XP_034117059.1|DALB, LOC117565670|XP_034100797.1|DALB	LOC109414136|XP_019543453.1|AEAL, LOC115255904|XP_029709954.1|AEAL
OG0000559	LOC117575571|XP_034115725.1|DALB, LOC117568325|XP_034104797.1|DALB	LOC109415951|XP_029713248.1|AEAL
