Orthogroup	DALB.longest_only	DPSE.longest_only
OG0000259	LOC117573463|XP_034112579.1|DALB, LOC117576342|XP_034116908.1|DALB	LOC4800635|XP_001357872.4|DPSE
OG0000260	LOC117575882|XP_034116210.1|DALB	LOC6897484|XP_002137633.2|DPSE
OG0000261	LOC117564576|XP_034099309.1|DALB, LOC117564577|XP_034099310.1|DALB	LOC6903061|XP_033235985.1|DPSE, LOC117184047|XP_033235983.1|DPSE
OG0000262	LOC117567833|XP_034103967.1|DALB	LOC4814152|XP_001354221.2|DPSE
OG0000262	LOC117567831|XP_034103966.1|DALB	LOC6900950|XP_002134651.2|DPSE
OG0000262	LOC117570757|XP_034108471.1|DALB	LOC4804040|XP_001360667.2|DPSE
OG0000263	LOC117569278|XP_034106275.1|DALB	LOC4804268|XP_001360850.4|DPSE
OG0000263	LOC117570596|XP_034108230.1|DALB	LOC6898634|XP_033234201.1|DPSE
OG0000263	LOC117571909|XP_034110278.1|DALB	LOC4813749|XP_001353826.3|DPSE
OG0000264	LOC117572669|XP_034111581.1|DALB	LOC4814957|XP_001354675.3|DPSE
OG0000264	LOC117569747|XP_034106929.1|DALB	LOC6903699|XP_033238568.1|DPSE
OG0000264	LOC117573436|XP_034112542.1|DALB	LOC6896671|XP_033241760.1|DPSE
OG0000265	LOC117572258|XP_034110848.1|DALB, LOC117572327|XP_034110953.1|DALB, LOC117572328|XP_034110955.1|DALB, LOC117572262|XP_034110855.1|DALB, LOC117572257|XP_034110846.1|DALB	LOC26533489|XP_033240601.1|DPSE, LOC26532572|XP_015043605.2|DPSE
OG0000266	LOC117563893|XP_034098344.1|DALB	LOC26534101|XP_015036958.2|DPSE
OG0000267	LOC117575604|XP_034115767.1|DALB	LOC4800389|XP_001357674.3|DPSE
OG0000267	LOC117575890|XP_034116222.1|DALB	LOC4800390|XP_033234321.1|DPSE
OG0000268	LOC117576597|XP_034117377.1|DALB	LOC4801922|XP_015037460.2|DPSE
OG0000269	LOC117573419|XP_034112516.1|DALB	LOC4801222|XP_001358345.3|DPSE
OG0000269	LOC117573697|XP_034112949.1|DALB	LOC4802171|XP_033232396.1|DPSE
OG0000270	LOC117571480|XP_034109533.1|DALB	LOC6898515|XP_033233829.1|DPSE
OG0000271	LOC117564798|XP_034099609.1|DALB	LOC4817872|XP_001357188.1|DPSE
OG0000271	LOC117567329|XP_034103132.1|DALB	LOC15382901|XP_004444271.2|DPSE
OG0000271	LOC117570388|XP_034107892.1|DALB	LOC4803358|XP_001360108.4|DPSE
OG0000272	LOC117571165|XP_034109084.1|DALB	LOC6900405|XP_033239375.1|DPSE
OG0000272	LOC117573246|XP_034112196.1|DALB	LOC4811801|XP_015044228.2|DPSE
OG0000273	LOC117563332|XP_034097491.1|DALB	LOC6902569|XP_002133097.1|DPSE
OG0000273	LOC117574589|XP_034114363.1|DALB	LOC6897763|XP_003736800.3|DPSE
OG0000274	LOC117566436|XP_034101857.1|DALB, LOC117566434|XP_034101856.1|DALB, LOC117566438|XP_034101858.1|DALB	LOC6897269|XP_002137429.2|DPSE, LOC6897287|XP_002137447.2|DPSE, LOC4803982|XP_001360617.3|DPSE
OG0000275	LOC117573200|XP_034112084.1|DALB	LOC117184984|XP_033240227.1|DPSE, LOC117184542|XP_033238612.1|DPSE, LOC117184745|XP_033239459.1|DPSE, LOC117184780|XP_033239548.1|DPSE, LOC117183229|XP_033232303.1|DPSE, LOC117184690|XP_033239200.1|DPSE, LOC117184672|XP_033239160.1|DPSE, LOC117185032|XP_033240408.1|DPSE, LOC117184812|XP_033239644.1|DPSE, LOC117183728|XP_033234565.1|DPSE
OG0000276	LOC117565512|XP_034100534.1|DALB, LOC117567705|XP_034103726.1|DALB	LOC6899105|XP_002139022.4|DPSE
OG0000277	LOC117575254|XP_034115279.1|DALB, LOC117573525|XP_034112651.1|DALB	LOC4800970|XP_033232696.1|DPSE, LOC4800968|XP_033233115.1|DPSE, LOC4800969|XP_001358151.2|DPSE
OG0000279	LOC117572012|XP_034110424.1|DALB	LOC4812730|XP_001353109.3|DPSE
OG0000279	LOC117572514|XP_034111259.1|DALB	LOC6900325|XP_002135646.2|DPSE
OG0000280	LOC117569633|XP_034106763.1|DALB	LOC4812040|XP_001352944.3|DPSE
OG0000280	LOC117570763|XP_034108486.1|DALB	LOC4812240|XP_001352945.4|DPSE
OG0000280	LOC117569632|XP_034106762.1|DALB	LOC6900262|XP_002135591.3|DPSE
OG0000281	LOC117566933|XP_034102446.1|DALB	LOC4812514|XP_001352852.2|DPSE
OG0000281	LOC117577983|XP_034118970.1|DALB	LOC4814446|XP_033239823.1|DPSE
OG0000281	LOC117577962|XP_034118902.1|DALB	LOC4815170|XP_001355124.3|DPSE
OG0000282	LOC117571716|XP_034109906.1|DALB	LOC4813095|XP_033241089.1|DPSE
OG0000282	LOC117566397|XP_034101797.1|DALB	LOC6900613|XP_033241083.1|DPSE
OG0000284	LOC117566193|XP_034101602.1|DALB	LOC4816625|XP_001356182.3|DPSE
OG0000284	LOC117565092|XP_034099937.1|DALB	LOC4816281|XP_033235930.1|DPSE
OG0000285	LOC117570627|XP_034108284.1|DALB, LOC117570626|XP_034108283.1|DALB	LOC4804056|XP_001360677.2|DPSE
OG0000285	LOC117570629|XP_034108288.1|DALB	LOC4804058|XP_001360679.3|DPSE
OG0000286	LOC117563682|XP_034098004.1|DALB	LOC4816402|XP_001356217.2|DPSE
OG0000286	LOC117564422|XP_034099045.1|DALB	LOC4816639|XP_001356222.2|DPSE
OG0000286	LOC117564425|XP_034099050.1|DALB, LOC117564423|XP_034099046.1|DALB	LOC4816634|XP_001356221.2|DPSE
OG0000287	LOC117564372|XP_034098984.1|DALB	LOC4815584|XP_033241077.1|DPSE
OG0000287	LOC117578075|XP_034119111.1|DALB	LOC4815812|XP_033241078.1|DPSE
OG0000287	LOC117564362|XP_034098971.1|DALB	LOC6902196|XP_002133723.2|DPSE
OG0000288	LOC117563696|XP_034098031.1|DALB, LOC117563698|XP_034098033.1|DALB	LOC6903430|XP_002132309.2|DPSE, LOC6903431|XP_002132310.3|DPSE, LOC6903432|XP_002132311.2|DPSE
OG0000289	LOC117569947|XP_034107199.1|DALB	LOC6900049|XP_002135413.3|DPSE
OG0000289	LOC117572004|XP_034110411.1|DALB	LOC6900064|XP_002135428.3|DPSE
OG0000290	LOC117571129|XP_034109021.1|DALB	LOC6898420|XP_033234595.1|DPSE
OG0000290	LOC117569121|XP_034106033.1|DALB, LOC117571677|XP_034109809.1|DALB, LOC117571777|XP_034110026.1|DALB, LOC117571668|XP_034109799.1|DALB	LOC4804225|XP_033234594.1|DPSE, LOC6898421|XP_033233390.1|DPSE
OG0000292	LOC117566765|XP_034102198.1|DALB, LOC117566712|XP_034102148.1|DALB	LOC4804683|XP_001361204.1|DPSE
OG0000292	LOC117570542|XP_034108147.1|DALB	LOC6900831|XP_002135189.1|DPSE
OG0000293	LOC117575634|XP_034115805.1|DALB, LOC117575635|XP_034115806.1|DALB	LOC6896817|XP_002137020.2|DPSE
OG0000294	LOC117563450|XP_034097679.1|DALB	LOC4816326|XP_033235567.1|DPSE
OG0000294	LOC117575672|XP_034115861.1|DALB	LOC6901693|XP_033240484.1|DPSE
OG0000295	LOC117567138|XP_034102843.1|DALB	LOC4803989|XP_001360622.3|DPSE
OG0000295	LOC117576168|XP_034116639.1|DALB	LOC6897089|XP_002137273.2|DPSE
OG0000296	LOC117564154|XP_034098711.1|DALB	LOC6903392|XP_002132271.2|DPSE
OG0000296	LOC117571176|XP_034109094.1|DALB	LOC4811989|XP_001352490.4|DPSE
OG0000296	LOC117577590|XP_034118327.1|DALB	LOC4814998|XP_001354646.1|DPSE
OG0000297	LOC117569611|XP_034106738.1|DALB	LOC6898146|XP_002138224.2|DPSE, LOC4803600|XP_001360296.4|DPSE
OG0000298	LOC117567822|XP_034103959.1|DALB	LOC4815646|XP_001355655.1|DPSE
OG0000298	LOC117570919|XP_034108725.1|DALB	LOC6903582|XP_002132450.1|DPSE
OG0000298	LOC117571753|XP_034109995.1|DALB	LOC6902685|XP_002133200.3|DPSE
OG0000299	LOC117576279|XP_034116817.1|DALB	LOC4801277|XP_033233198.1|DPSE
OG0000299	LOC117576284|XP_034116822.1|DALB, LOC117576281|XP_034116820.1|DALB	LOC117183220|XP_033233213.1|DPSE
OG0000300	LOC117566465|XP_034101887.1|DALB	LOC26532098|XP_033237386.1|DPSE
OG0000300	LOC117569406|XP_034106433.1|DALB	LOC4813853|XP_033239121.1|DPSE
OG0000300	LOC117566464|XP_034101886.1|DALB	LOC4813186|XP_001353951.3|DPSE
OG0000301	LOC117573169|XP_034112031.1|DALB	LOC117184349|XP_033237256.1|DPSE
OG0000301	LOC117563221|XP_034097306.1|DALB	LOC4817295|XP_001356463.1|DPSE
OG0000302	LOC117569640|XP_034106768.1|DALB	LOC4813644|XP_001354079.2|DPSE
OG0000302	LOC117569641|XP_034106769.1|DALB, LOC117569165|XP_034106119.1|DALB	LOC4813218|XP_001354080.2|DPSE
OG0000303	LOC117569110|XP_034106019.1|DALB	LOC4812221|XP_001352787.2|DPSE
OG0000303	LOC117565274|XP_034100193.1|DALB	LOC6902978|XP_002132704.2|DPSE
OG0000304	LOC117578397|XP_034119743.1|DALB	LOC117183991|XP_033235690.1|DPSE, LOC6902356|XP_002133302.3|DPSE
OG0000305	LOC117566478|XP_034101900.1|DALB	LOC4813541|XP_033237375.1|DPSE
OG0000305	LOC117571220|XP_034109158.1|DALB	LOC6900344|XP_033239977.1|DPSE
OG0000306	LOC117570753|XP_034108467.1|DALB	LOC4803725|XP_001360398.2|DPSE
OG0000306	LOC117575093|XP_034115088.1|DALB	LOC6901320|XP_002134021.1|DPSE
OG0000307	LOC117576837|XP_034117803.1|DALB	LOC6897965|XP_002138064.4|DPSE
OG0000307	LOC117576237|XP_034116747.1|DALB	LOC6897092|XP_033233062.1|DPSE
OG0000308	LOC117576762|XP_034117699.1|DALB	LOC4817912|XP_001357252.1|DPSE, LOC6903371|XP_002132253.2|DPSE, LOC6897153|XP_003736488.2|DPSE
OG0000308	LOC117564551|XP_034099268.1|DALB	LOC6903381|XP_002132263.1|DPSE
OG0000309	LOC117576495|XP_034117164.1|DALB	LOC6897977|XP_002138076.2|DPSE, LOC6897978|XP_002138077.2|DPSE, LOC4803229|XP_001360005.1|DPSE
OG0000311	LOC117565040|XP_034099882.1|DALB	LOC4815061|XP_001355037.2|DPSE
OG0000312	LOC117563255|XP_034097364.1|DALB	LOC6903368|XP_033235618.1|DPSE
OG0000312	LOC117566014|XP_034101325.1|DALB	LOC4817262|XP_015036102.2|DPSE
OG0000313	LOC117565945|XP_034101221.1|DALB	LOC6903376|XP_015035319.2|DPSE
OG0000313	LOC117563792|XP_034098213.1|DALB, LOC117563796|XP_034098217.1|DALB, LOC117563795|XP_034098216.1|DALB	LOC6903759|XP_033235956.1|DPSE, LOC6904117|XP_033235957.1|DPSE, LOC6902709|XP_033235145.1|DPSE
OG0000314	LOC117565974|XP_034101267.1|DALB	LOC6902567|XP_015036663.2|DPSE
OG0000314	LOC117565972|XP_034101260.1|DALB	LOC6902568|XP_033235397.1|DPSE
OG0000315	LOC117565065|XP_034099903.1|DALB	LOC6902834|XP_002132570.3|DPSE
OG0000316	LOC117570631|XP_034108290.1|DALB	LOC4804060|XP_001360681.3|DPSE
OG0000316	LOC117570632|XP_034108291.1|DALB	LOC6898349|XP_002138402.2|DPSE, LOC4804059|XP_001360680.2|DPSE
OG0000317	LOC117573910|XP_034113309.1|DALB	LOC6896794|XP_002136998.1|DPSE
OG0000318	LOC117564271|XP_034098865.1|DALB	LOC26534114|XP_033240298.1|DPSE, LOC26533192|XP_015044576.1|DPSE, LOC117185437|XP_033241564.1|DPSE, LOC117184577|XP_033238746.1|DPSE
OG0000319	LOC117574383|XP_034114107.1|DALB, LOC117573271|XP_034112243.1|DALB, LOC117575032|XP_034115002.1|DALB	LOC26532861|XP_033232774.1|DPSE, LOC4803148|XP_001359938.3|DPSE
OG0000320	LOC117574102|XP_034113634.1|DALB	LOC4802112|XP_001359093.3|DPSE
OG0000321	LOC117563967|XP_034098445.1|DALB	LOC4817559|XP_001356966.4|DPSE
OG0000321	LOC117563428|XP_034097652.1|DALB	LOC4817558|XP_001356965.3|DPSE
OG0000322	LOC117569192|XP_034106154.1|DALB	LOC6902088|XP_033239953.1|DPSE
OG0000322	LOC117564218|XP_034098837.1|DALB	LOC6902175|XP_033240800.1|DPSE
OG0000323	LOC117563912|XP_034098365.1|DALB	LOC4816406|XP_001356250.2|DPSE
OG0000323	LOC117573484|XP_034112602.1|DALB	LOC4801777|XP_001358816.1|DPSE
OG0000324	LOC117567191|XP_034102909.1|DALB	LOC4804386|XP_001360957.3|DPSE
OG0000325	LOC117570766|XP_034108491.1|DALB	LOC4812079|XP_001352912.1|DPSE
OG0000325	LOC117570970|XP_034108803.1|DALB	LOC4812298|XP_001352914.1|DPSE
OG0000327	LOC117570935|XP_034108754.1|DALB	LOC4804916|XP_001361401.4|DPSE
OG0000327	LOC117570936|XP_034108755.1|DALB	LOC4804918|XP_001361402.4|DPSE
OG0000327	LOC117571941|XP_034110325.1|DALB	LOC4804917|XP_001361403.3|DPSE
OG0000328	LOC117571593|XP_034109700.1|DALB, LOC117571636|XP_034109752.1|DALB, LOC117571607|XP_034109715.1|DALB, LOC117571600|XP_034109707.1|DALB, LOC117571609|XP_034109717.1|DALB	LOC4805588|XP_033233550.1|DPSE
OG0000329	LOC117565766|XP_034100923.1|DALB, LOC117563917|XP_034098374.1|DALB, LOC117565770|XP_034100932.1|DALB, LOC117563907|XP_034098360.1|DALB, LOC117563483|XP_034097735.1|DALB, LOC117563484|XP_034097738.1|DALB, LOC117565771|XP_034100937.1|DALB, LOC117577467|XP_034118241.1|DALB, LOC117565769|XP_034100931.1|DALB, LOC117574072|XP_034113597.1|DALB, LOC117566531|XP_034101966.1|DALB, LOC117563485|XP_034097739.1|DALB, LOC117563486|XP_034097740.1|DALB, LOC117573628|XP_034112825.1|DALB, LOC117577205|XP_034118104.1|DALB, LOC117578217|XP_034119482.1|DALB, LOC117578218|XP_034119483.1|DALB, LOC117568290|XP_034104698.1|DALB, LOC117568289|XP_034104697.1|DALB, LOC117563495|XP_034097750.1|DALB, LOC117563915|XP_034098369.1|DALB, LOC117563919|XP_034098375.1|DALB, LOC117565772|XP_034100938.1|DALB, LOC117565768|XP_034100929.1|DALB, LOC117565767|XP_034100926.1|DALB	LOC4816136|XP_001355793.2|DPSE
OG0000331	LOC117564146|XP_034098700.1|DALB, LOC117564939|XP_034099784.1|DALB	LOC117183910|XP_033235261.1|DPSE, LOC26533173|XP_033235255.1|DPSE, LOC6902481|XP_033235262.1|DPSE, LOC6902478|XP_015036555.2|DPSE, LOC6902482|XP_002133027.3|DPSE
OG0000331	LOC117564524|XP_034099236.1|DALB	LOC4816736|XP_001355921.3|DPSE
OG0000332	LOC117565679|XP_034100804.1|DALB	LOC6901932|XP_002133466.3|DPSE
OG0000332	LOC117567509|XP_034103479.1|DALB	LOC4815127|XP_033240065.1|DPSE
OG0000333	LOC117569724|XP_034106883.1|DALB	LOC117184413|XP_033237524.1|DPSE, LOC6900669|XP_002135035.1|DPSE, LOC4813862|XP_001353768.3|DPSE
OG0000333	LOC117567518|XP_034103454.1|DALB	LOC4812753|XP_001353869.1|DPSE
OG0000334	LOC117568608|XP_034105260.1|DALB	LOC4811785|XP_001352353.1|DPSE
OG0000334	LOC117566762|XP_034102196.1|DALB	LOC4804189|XP_001360791.2|DPSE
OG0000335	LOC117564531|XP_034099242.1|DALB	LOC4816217|XP_001355821.2|DPSE
OG0000335	LOC117565324|XP_034100254.1|DALB	LOC4816216|XP_001355820.4|DPSE
OG0000336	LOC117576503|XP_034117189.1|DALB	LOC4802852|XP_001359687.3|DPSE
OG0000336	LOC117576563|XP_034117293.1|DALB	LOC6897568|XP_002137713.4|DPSE
OG0000336	LOC117575304|XP_034115348.1|DALB	LOC4802340|XP_033234442.1|DPSE
OG0000337	LOC117568829|XP_034105593.1|DALB	LOC6900380|XP_002134773.2|DPSE
OG0000338	LOC117570056|XP_034107380.1|DALB	LOC6900118|XP_015043836.2|DPSE
OG0000338	LOC117568531|XP_034105127.1|DALB	LOC4804206|XP_033233731.1|DPSE
OG0000339	LOC117570748|XP_034108461.1|DALB	LOC6900144|XP_002135484.2|DPSE, LOC6900476|XP_002134866.2|DPSE, LOC6900143|XP_002135483.1|DPSE
OG0000340	LOC117567156|XP_034102859.1|DALB	LOC6898612|XP_002138617.2|DPSE
OG0000341	LOC117566460|XP_034101881.1|DALB, LOC117569832|XP_034107048.1|DALB	LOC6900339|XP_033239067.1|DPSE, LOC4813572|XP_001353614.2|DPSE, LOC4812968|XP_001353131.2|DPSE
OG0000342	LOC117576112|XP_034116564.1|DALB	LOC6903397|XP_002132276.1|DPSE, LOC4814783|XP_001355106.2|DPSE
OG0000342	LOC117571086|XP_034108960.1|DALB	LOC6899056|XP_002138981.1|DPSE
OG0000343	LOC117573686|XP_034112930.1|DALB	LOC4800599|XP_001357845.3|DPSE
OG0000343	LOC117576089|XP_034116529.1|DALB	LOC13036445|XP_003736816.2|DPSE
OG0000344	LOC117570793|XP_034108539.1|DALB	LOC6898900|XP_002138870.1|DPSE
OG0000344	LOC117576726|XP_034117639.1|DALB	LOC4800262|XP_015038742.2|DPSE
OG0000345	LOC117572184|XP_034110729.1|DALB	LOC4805005|XP_001361475.1|DPSE
OG0000345	LOC117572575|XP_034111348.1|DALB	LOC6898583|XP_015040086.2|DPSE
OG0000346	LOC117570387|XP_034107890.1|DALB	LOC4803362|XP_001360105.3|DPSE
OG0000347	LOC117571200|XP_034109135.1|DALB	LOC4812114|XP_001352723.2|DPSE
OG0000347	LOC117564059|XP_034098572.1|DALB	LOC4817618|XP_015036377.1|DPSE
OG0000348	LOC117565333|XP_034100273.1|DALB	LOC4816341|XP_001355982.3|DPSE
OG0000349	LOC117566057|XP_034101404.1|DALB	LOC4816365|XP_001356112.2|DPSE, LOC6901757|XP_033238691.1|DPSE, LOC117184562|XP_033238692.1|DPSE, LOC117184265|XP_033236925.1|DPSE, LOC6902615|XP_033236918.1|DPSE, LOC6902613|XP_033236922.1|DPSE, LOC6903865|XP_033236915.1|DPSE
OG0000350	LOC117571014|XP_034108863.1|DALB	LOC117184479|XP_033238170.1|DPSE
OG0000350	LOC117571016|XP_034108865.1|DALB	LOC4813254|XP_033238168.1|DPSE
OG0000350	LOC117571017|XP_034108866.1|DALB	LOC6897056|XP_002137240.3|DPSE
OG0000351	LOC117568760|XP_034105487.1|DALB	LOC4805246|XP_001361678.3|DPSE
OG0000351	LOC117566488|XP_034101912.1|DALB	LOC4805245|XP_001361677.3|DPSE
OG0000353	LOC117574901|XP_034114830.1|DALB	LOC4801811|XP_001358845.1|DPSE
OG0000353	LOC117563247|XP_034097350.1|DALB	LOC4817945|XP_001357204.2|DPSE
OG0000354	LOC117566174|XP_034101568.1|DALB	LOC4816841|XP_001356631.2|DPSE
OG0000354	LOC117566180|XP_034101577.1|DALB	LOC4817041|XP_001356627.4|DPSE
OG0000355	LOC117572656|XP_034111540.1|DALB	LOC4804351|XP_001360924.2|DPSE
OG0000356	LOC117563677|XP_034097995.1|DALB	LOC4817331|XP_001356665.3|DPSE
OG0000356	LOC117564977|XP_034099813.1|DALB	LOC4816868|XP_001356663.2|DPSE
OG0000357	LOC117577322|XP_034118176.1|DALB	LOC117184104|XP_033236188.1|DPSE, LOC117183299|XP_033232609.1|DPSE
OG0000358	LOC117575053|XP_034115027.1|DALB	LOC6897362|XP_002137515.2|DPSE
OG0000358	LOC117576990|XP_034118066.1|DALB, LOC117576989|XP_034118065.1|DALB, LOC117576987|XP_034118064.1|DALB	LOC6897368|XP_002137521.1|DPSE
OG0000360	LOC117573973|XP_034113406.1|DALB, LOC117573727|XP_034112988.1|DALB	LOC4802351|XP_001359284.2|DPSE
OG0000361	LOC117565676|XP_034100800.1|DALB	LOC6902756|XP_002133268.2|DPSE
OG0000361	LOC117565673|XP_034100796.1|DALB	LOC4816455|XP_015036545.2|DPSE
OG0000362	LOC117573184|XP_034112059.1|DALB	LOC4811758|XP_001352329.1|DPSE
OG0000362	LOC117568679|XP_034105375.1|DALB	LOC4813437|XP_001353378.1|DPSE
OG0000363	LOC117575649|XP_034115823.1|DALB	LOC6897597|XP_033241884.1|DPSE
OG0000363	LOC117568929|XP_034105731.1|DALB	LOC6900901|XP_033240760.1|DPSE
OG0000364	LOC117567729|XP_034103781.1|DALB	LOC6900857|XP_033241373.1|DPSE
OG0000365	LOC117567394|XP_034103236.1|DALB	LOC6898484|XP_002138526.3|DPSE
OG0000365	LOC117566145|XP_034101522.1|DALB	LOC6899816|XP_002135718.3|DPSE
OG0000366	LOC117578282|XP_034119610.1|DALB	LOC4815236|XP_033239445.1|DPSE
OG0000366	LOC117575390|XP_034115456.1|DALB	LOC4802650|XP_033236276.1|DPSE
OG0000367	LOC117568412|XP_034104944.1|DALB	LOC4813290|XP_001353717.2|DPSE
OG0000367	LOC117569812|XP_034107020.1|DALB	LOC6898114|XP_033233883.1|DPSE
OG0000368	LOC117567355|XP_034103180.1|DALB	LOC4812913|XP_015043305.1|DPSE
OG0000368	LOC117567356|XP_034103184.1|DALB	LOC4813333|XP_001353907.2|DPSE
OG0000371	LOC117564180|XP_034098743.1|DALB	LOC4814486|XP_001354859.2|DPSE
OG0000371	LOC117573511|XP_034112630.1|DALB, LOC117569188|XP_034106148.1|DALB	LOC4801313|XP_001358429.3|DPSE
OG0000373	LOC117576206|XP_034116690.1|DALB	LOC6898281|XP_002138346.2|DPSE
OG0000373	LOC117568688|XP_034105389.1|DALB	LOC4804951|XP_001361432.4|DPSE
OG0000373	LOC117565053|XP_034099887.1|DALB, LOC117564471|XP_034099160.1|DALB	LOC6898907|XP_002138876.3|DPSE
OG0000374	LOC117571575|XP_034109679.1|DALB	LOC6903020|XP_015036185.2|DPSE
OG0000375	LOC117567247|XP_034102986.1|DALB, LOC117567246|XP_034102985.1|DALB, LOC117567245|XP_034102984.1|DALB, LOC117567244|XP_034102983.1|DALB, LOC117567248|XP_034102987.1|DALB, LOC117567249|XP_034102988.1|DALB, LOC117567252|XP_034102992.1|DALB	LOC4812692|XP_001353075.3|DPSE, LOC4812693|XP_001353076.2|DPSE
OG0000376	LOC117568119|XP_034104412.1|DALB	LOC6899893|XP_002132196.1|DPSE, LOC6901971|XP_002133505.1|DPSE
OG0000377	LOC117564203|XP_034098784.1|DALB	LOC4815330|XP_001354682.4|DPSE
OG0000377	LOC117571135|XP_034109028.1|DALB	LOC26532961|XP_015038960.2|DPSE
OG0000378	LOC117567006|XP_034102582.1|DALB	LOC4805369|XP_001361780.1|DPSE
OG0000378	LOC117572598|XP_034111402.1|DALB	LOC4816031|XP_001355272.3|DPSE
OG0000379	LOC117566832|XP_034102296.1|DALB	LOC4804130|XP_001360736.3|DPSE, LOC6898378|XP_002138431.2|DPSE, LOC4803645|XP_001360329.2|DPSE
OG0000380	LOC117570332|XP_034107774.1|DALB	LOC4814156|XP_001354223.1|DPSE
OG0000381	LOC117563594|XP_034097872.1|DALB, LOC117563630|XP_034097928.1|DALB, LOC117563599|XP_034097879.1|DALB, LOC117563591|XP_034097867.1|DALB	LOC6902654|XP_002133170.2|DPSE
OG0000381	LOC117564593|XP_034099331.1|DALB	LOC4816132|XP_033237037.1|DPSE
OG0000382	LOC117571255|XP_034109200.1|DALB	LOC6899927|XP_015043537.2|DPSE, LOC6899889|XP_002132197.2|DPSE, LOC117183290|XP_033232589.1|DPSE, LOC117183289|XP_033232580.1|DPSE, LOC117183288|XP_033232577.1|DPSE, LOC6896659|XP_002136875.3|DPSE
OG0000383	LOC117565186|XP_034100079.1|DALB	LOC4817398|XP_001356620.1|DPSE
OG0000383	LOC117564663|XP_034099417.1|DALB	LOC4816794|XP_001356532.4|DPSE
OG0000384	LOC117571100|XP_034108973.1|DALB	LOC4803908|XP_001360552.2|DPSE
OG0000384	LOC117568302|XP_034104736.1|DALB	LOC4803906|XP_001360550.3|DPSE
OG0000385	LOC117577817|XP_034118639.1|DALB	LOC4815013|XP_015041789.2|DPSE
OG0000385	LOC117577818|XP_034118643.1|DALB	LOC6901555|XP_033238724.1|DPSE
OG0000386	LOC117568177|XP_034104503.1|DALB	LOC4811928|XP_001352656.2|DPSE
OG0000386	LOC117575199|XP_034115207.1|DALB	LOC4800489|XP_001357756.2|DPSE
OG0000387	LOC117566169|XP_034101562.1|DALB	LOC117184000|XP_033235730.1|DPSE, LOC4816840|XP_001356630.3|DPSE
OG0000388	LOC117570811|XP_034108561.1|DALB, LOC117571661|XP_034109790.1|DALB, LOC117572166|XP_034110707.1|DALB	LOC6900859|XP_002135217.2|DPSE, LOC6900858|XP_002135216.2|DPSE
OG0000389	LOC117577392|XP_034118191.1|DALB	LOC6897476|XP_002137625.4|DPSE
OG0000389	LOC117570394|XP_034107903.1|DALB	LOC4814022|XP_015042506.2|DPSE
OG0000390	LOC117565866|XP_034101093.1|DALB	LOC117183186|XP_033235279.1|DPSE, LOC117184134|XP_033236349.1|DPSE, LOC4817993|XP_001357395.3|DPSE
OG0000391	LOC117572754|XP_034111729.1|DALB	LOC4804073|XP_001360691.4|DPSE
OG0000391	LOC117570348|XP_034107796.1|DALB	LOC4804068|XP_001360688.4|DPSE
OG0000392	LOC117565444|XP_034100426.1|DALB	LOC4817830|XP_001357470.3|DPSE
OG0000392	LOC117565611|XP_034100706.1|DALB	LOC6903579|XP_033236150.1|DPSE
OG0000393	LOC117563689|XP_034098012.1|DALB	LOC6903230|XP_033236513.1|DPSE
OG0000393	LOC117563690|XP_034098024.1|DALB	LOC4817666|XP_001357055.4|DPSE
OG0000394	LOC117575138|XP_034115139.1|DALB	LOC4814727|XP_001354691.3|DPSE
OG0000394	LOC117575150|XP_034115148.1|DALB	LOC4815167|XP_001354690.2|DPSE
OG0000395	LOC117570546|XP_034108158.1|DALB	LOC4813099|XP_001353287.4|DPSE
OG0000395	LOC117566474|XP_034101896.1|DALB	LOC4813639|XP_033238177.1|DPSE
OG0000396	LOC117563219|XP_034097301.1|DALB, LOC117563220|XP_034097303.1|DALB	LOC6902826|XP_002132562.2|DPSE
OG0000397	LOC117572330|XP_034110958.1|DALB, LOC117571299|XP_034109260.1|DALB, LOC117571225|XP_034109163.1|DALB, LOC117571295|XP_034109257.1|DALB, LOC117571290|XP_034109251.1|DALB	LOC6898503|XP_033233634.1|DPSE, LOC6898502|XP_002138543.3|DPSE, LOC6898504|XP_002138545.3|DPSE
OG0000398	LOC117571258|XP_034109211.1|DALB	LOC6897930|XP_002138032.2|DPSE
OG0000398	LOC117572238|XP_034110812.1|DALB	LOC6897929|XP_002138031.2|DPSE, LOC26534029|XP_015039392.2|DPSE, LOC6898263|XP_002138329.3|DPSE, LOC117183171|XP_015040070.1|DPSE, LOC117183172|XP_015040071.1|DPSE, LOC6898575|XP_004444265.2|DPSE, LOC6901248|XP_002133949.3|DPSE
OG0000399	LOC117576396|XP_034117001.1|DALB	LOC4800734|XP_001357952.1|DPSE
OG0000399	LOC117576395|XP_034117000.1|DALB	LOC117184843|XP_033239761.1|DPSE, LOC6900363|XP_002134758.3|DPSE, LOC6896976|XP_002137161.2|DPSE
OG0000400	LOC117578083|XP_034119135.1|DALB	LOC6899165|XP_033241525.1|DPSE, LOC4815396|XP_033238558.1|DPSE
OG0000401	LOC117578333|XP_034119689.1|DALB	LOC117183309|XP_033232645.1|DPSE, LOC6900307|XP_033237418.1|DPSE, LOC6900996|XP_002134692.2|DPSE, LOC6901619|XP_015041897.2|DPSE
OG0000403	LOC117573582|XP_034112760.1|DALB	LOC4801963|XP_001358977.3|DPSE
