Orthogroup	DALB.longest_only	DEUG.longest_only
OG0002366	LOC117563616|XP_034097908.1|DALB, LOC117563609|XP_034097897.1|DALB	LOC108102597|XP_017063189.1|DEUG
OG0002367	LOC117564962|XP_034099808.1|DALB	LOC108110789|XP_017075498.1|DEUG
OG0002368	LOC117563216|XP_034097296.1|DALB, LOC117563976|XP_034098452.1|DALB	LOC108113463|XP_017079532.1|DEUG
OG0002369	LOC117577664|XP_034118445.1|DALB	LOC108114949|XP_017081624.1|DEUG
OG0002370	LOC117566101|XP_034101461.1|DALB	LOC108105743|XP_017067948.1|DEUG
OG0002371	LOC117566105|XP_034101467.1|DALB	LOC108105832|XP_017068068.1|DEUG
OG0002372	LOC117565496|XP_034100494.1|DALB	LOC108110766|XP_017075470.1|DEUG
OG0002373	LOC117565252|XP_034100156.1|DALB	LOC108118448|XP_017086645.1|DEUG
OG0002374	LOC117575364|XP_034115418.1|DALB	LOC108113816|XP_017080014.1|DEUG
OG0002375	LOC117576535|XP_034117250.1|DALB, LOC117574759|XP_034114594.1|DALB	LOC108115146|XP_017081934.1|DEUG
OG0002376	LOC117564723|XP_034099496.1|DALB	LOC108106976|XP_017069784.1|DEUG
OG0002377	LOC117573671|XP_034112891.1|DALB	LOC108115305|XP_017082192.1|DEUG
OG0002378	LOC117568032|XP_034104263.1|DALB	LOC108114501|XP_017081010.1|DEUG
OG0002379	LOC117564621|XP_034099368.1|DALB	LOC108118068|XP_017086137.1|DEUG
OG0002380	LOC117563625|XP_034097926.1|DALB	LOC108103249|XP_017064140.1|DEUG
OG0002381	LOC117572440|XP_034111162.1|DALB	LOC108106791|XP_017069525.1|DEUG
OG0002382	LOC117564627|XP_034099374.1|DALB, LOC117578028|XP_034119019.1|DALB	LOC108118080|XP_017086113.1|DEUG
OG0002383	LOC117569053|XP_034105948.1|DALB	LOC108113928|XP_017080127.1|DEUG
OG0002384	LOC117564092|XP_034098624.1|DALB	LOC108103633|XP_017064667.1|DEUG
OG0002385	LOC117573067|XP_034111828.1|DALB	LOC108102324|XP_017062601.1|DEUG
OG0002386	LOC117576190|XP_034116671.1|DALB	LOC108117101|XP_017084801.1|DEUG
OG0002387	LOC117573888|XP_034113267.1|DALB	LOC108108833|XP_017072525.1|DEUG, LOC108115582|XP_017082582.1|DEUG
OG0002388	LOC117573540|XP_034112710.1|DALB	LOC108105604|XP_017067768.1|DEUG
OG0002389	LOC117573907|XP_034113306.1|DALB	LOC108108842|XP_017072540.1|DEUG
OG0002390	LOC117565167|XP_034100044.1|DALB	LOC108111097|XP_017075926.1|DEUG
OG0002391	LOC117567556|XP_034103506.1|DALB	LOC108112971|XP_017078862.1|DEUG
OG0002392	LOC117567270|XP_034103024.1|DALB	LOC108108157|XP_017071579.1|DEUG
OG0002393	LOC117568511|XP_034105104.1|DALB	LOC108114612|XP_017081162.1|DEUG
OG0002394	LOC117574073|XP_034113594.1|DALB	LOC108113651|XP_017079811.1|DEUG
OG0002395	LOC117573859|XP_034113223.1|DALB	LOC108116344|XP_017083647.1|DEUG
OG0002396	LOC117567602|XP_034103580.1|DALB	LOC108112825|XP_017078617.1|DEUG
OG0002397	LOC117571826|XP_034110096.1|DALB	LOC108107013|XP_017069847.1|DEUG, LOC108105575|XP_017067704.1|DEUG
OG0002398	LOC117577616|XP_034118358.1|DALB, LOC117563359|XP_034097539.1|DALB	LOC108103161|XP_017064032.1|DEUG
OG0002399	LOC117570510|XP_034108099.1|DALB	LOC108110368|XP_017074910.1|DEUG
OG0002400	LOC117571465|XP_034109508.1|DALB	LOC108113363|XP_017079418.1|DEUG
OG0002401	LOC117573180|XP_034112045.1|DALB	LOC108108760|XP_017072417.1|DEUG
OG0002402	LOC117575084|XP_034115072.1|DALB	LOC108116458|XP_017083876.1|DEUG, LOC108116457|XP_017083875.1|DEUG
OG0002403	LOC117575893|XP_034116227.1|DALB	LOC108116518|XP_017083945.1|DEUG
OG0002404	LOC117575008|XP_034114976.1|DALB	LOC108114754|XP_017081353.1|DEUG, LOC108112065|XP_017077299.1|DEUG
OG0002405	LOC117575433|XP_034115528.1|DALB	LOC108115363|XP_017082279.1|DEUG
OG0002406	LOC117567891|XP_034104054.1|DALB	LOC108114557|XP_017081092.1|DEUG
OG0002408	LOC117575865|XP_034116177.1|DALB	LOC108115339|XP_017082243.1|DEUG
OG0002409	LOC117570792|XP_034108538.1|DALB	LOC108105953|XP_017068243.1|DEUG
OG0002410	LOC117574724|XP_034114543.1|DALB	LOC108117168|XP_017084935.1|DEUG
OG0002411	LOC117576388|XP_034116991.1|DALB	LOC108108339|XP_017071860.1|DEUG
OG0002412	LOC117573452|XP_034112565.1|DALB	LOC108112959|XP_017078851.1|DEUG
OG0002413	LOC117577581|XP_034118352.1|DALB	LOC108109758|XP_017073920.1|DEUG
OG0002414	LOC117569823|XP_034107038.1|DALB	LOC108102841|XP_017063523.1|DEUG
OG0002415	LOC117574320|XP_034114020.1|DALB	LOC108111776|XP_017076832.1|DEUG
OG0002416	LOC117573233|XP_034112175.1|DALB	LOC108102323|XP_017062597.1|DEUG
OG0002417	LOC117572532|XP_034111289.1|DALB, LOC117565012|XP_034099848.1|DALB, LOC117565506|XP_034100528.1|DALB	LOC108104187|XP_017065616.1|DEUG
OG0002418	LOC117575948|XP_034116302.1|DALB	LOC108112806|XP_017078628.1|DEUG
OG0002419	LOC117572654|XP_034111535.1|DALB	LOC108103545|XP_017064562.1|DEUG
OG0002420	LOC117570054|XP_034107373.1|DALB	LOC108108189|XP_017071626.1|DEUG
OG0002421	LOC117573302|XP_034112298.1|DALB, LOC117575080|XP_034115066.1|DALB	LOC108116549|XP_017083976.1|DEUG
OG0002422	LOC117574581|XP_034114356.1|DALB	LOC108115137|XP_017081920.1|DEUG
OG0002423	LOC117572565|XP_034111335.1|DALB	LOC108114554|XP_017081090.1|DEUG
OG0002424	LOC117573093|XP_034111888.1|DALB	LOC108108936|XP_017072682.1|DEUG
OG0002425	LOC117563351|XP_034097532.1|DALB	LOC108110071|XP_017074442.1|DEUG
OG0002426	LOC117566389|XP_034101785.1|DALB	LOC108104672|XP_017066353.1|DEUG
OG0002427	LOC117573111|XP_034111925.1|DALB	LOC108108752|XP_017072404.1|DEUG
OG0002428	LOC117578291|XP_034119622.1|DALB	LOC108105061|XP_017066969.1|DEUG
OG0002429	LOC117572605|XP_034111433.1|DALB	LOC108107868|XP_017071135.1|DEUG
OG0002430	LOC117570263|XP_034107667.1|DALB	LOC108113196|XP_017079212.1|DEUG
OG0002431	LOC117568956|XP_034105806.1|DALB	LOC108109236|XP_017073198.1|DEUG
OG0002432	LOC117577048|XP_034118075.1|DALB	LOC108110317|XP_017074819.1|DEUG
OG0002433	LOC117576724|XP_034117635.1|DALB	LOC108117108|XP_017084818.1|DEUG
OG0002434	LOC117573185|XP_034112060.1|DALB	LOC108110007|XP_017074336.1|DEUG
OG0002435	LOC117567219|XP_034102942.1|DALB	LOC108110136|XP_017074535.1|DEUG
OG0002436	LOC117567268|XP_034103021.1|DALB	LOC108106634|XP_017069328.1|DEUG
OG0002437	LOC117572707|XP_034111656.1|DALB	LOC108106442|XP_017068964.1|DEUG
OG0002438	LOC117567429|XP_034103322.1|DALB	LOC108104421|XP_017065963.1|DEUG
OG0002440	LOC117567784|XP_034103888.1|DALB	LOC108108589|XP_017072172.1|DEUG
OG0002441	LOC117572749|XP_034111716.1|DALB	LOC108104792|XP_017066544.1|DEUG
OG0002442	LOC117572142|XP_034110673.1|DALB	LOC108112781|XP_017078547.1|DEUG
OG0002443	LOC117571279|XP_034109233.1|DALB	LOC108112776|XP_017078534.1|DEUG
OG0002444	LOC117572127|XP_034110646.1|DALB	LOC108111954|XP_017077134.1|DEUG
OG0002445	LOC117566988|XP_034102545.1|DALB, LOC117566989|XP_034102548.1|DALB	LOC108106714|XP_017069436.1|DEUG
OG0002446	LOC117567141|XP_034102846.1|DALB	LOC108106675|XP_017069394.1|DEUG
OG0002447	LOC117570543|XP_034108150.1|DALB	LOC108108027|XP_017071381.1|DEUG
OG0002448	LOC117566991|XP_034102550.1|DALB	LOC108113275|XP_017079313.1|DEUG
OG0002449	LOC117566405|XP_034101809.1|DALB	LOC108112599|XP_017078142.1|DEUG
OG0002450	LOC117576498|XP_034117168.1|DALB	LOC108116360|XP_017083673.1|DEUG
OG0002451	LOC117568797|XP_034105549.1|DALB	LOC108104495|XP_017066098.1|DEUG
OG0002452	LOC117568625|XP_034105305.1|DALB	LOC108113352|XP_017079404.1|DEUG
OG0002453	LOC117568621|XP_034105298.1|DALB	LOC108112673|XP_017078305.1|DEUG
OG0002454	LOC117570027|XP_034107338.1|DALB	LOC108104714|XP_017066422.1|DEUG
OG0002455	LOC117570024|XP_034107335.1|DALB	LOC108104712|XP_017066421.1|DEUG
OG0002456	LOC117568051|XP_034104288.1|DALB	LOC108113076|XP_017079008.1|DEUG
OG0002457	LOC117566874|XP_034102370.1|DALB	LOC108112817|XP_017078604.1|DEUG
OG0002458	LOC117563896|XP_034098348.1|DALB	LOC108113406|XP_017079450.1|DEUG
OG0002459	LOC117571949|XP_034110336.1|DALB	LOC108114897|XP_017081555.1|DEUG
OG0002460	LOC117570662|XP_034108340.1|DALB	LOC108107468|XP_017070504.1|DEUG
OG0002461	LOC117570255|XP_034107659.1|DALB	LOC108112472|XP_017077818.1|DEUG
OG0002462	LOC117567707|XP_034103734.1|DALB	LOC108111959|XP_017077142.1|DEUG
OG0002463	LOC117571446|XP_034109482.1|DALB	LOC108107261|XP_017070180.1|DEUG
OG0002464	LOC117572145|XP_034110676.1|DALB	LOC108113051|XP_017078970.1|DEUG
OG0002465	LOC117571673|XP_034109804.1|DALB	LOC108110364|XP_017074904.1|DEUG
OG0002466	LOC117573144|XP_034111974.1|DALB	LOC108102312|XP_017062564.1|DEUG
OG0002467	LOC117570649|XP_034108310.1|DALB	LOC108107597|XP_017070649.1|DEUG
OG0002468	LOC117570663|XP_034108341.1|DALB	LOC108113843|XP_017080042.1|DEUG
OG0002469	LOC117576818|XP_034117779.1|DALB	LOC108115899|XP_017083024.1|DEUG, LOC108117358|XP_017085267.1|DEUG
OG0002470	LOC117569671|XP_034106809.1|DALB	LOC108104562|XP_017066194.1|DEUG
OG0002471	LOC117566403|XP_034101807.1|DALB	LOC108104502|XP_017066108.1|DEUG
OG0002472	LOC117569416|XP_034106446.1|DALB	LOC108106371|XP_017068845.1|DEUG
OG0002473	LOC117567223|XP_034102946.1|DALB	LOC108106768|XP_017069496.1|DEUG
OG0002474	LOC117569483|XP_034106547.1|DALB	LOC108118205|XP_017086255.1|DEUG
OG0002475	LOC117575184|XP_034115185.1|DALB	LOC108111355|XP_017076277.1|DEUG
OG0002476	LOC117570890|XP_034108678.1|DALB	LOC108112894|XP_017078739.1|DEUG
OG0002477	LOC117567612|XP_034103592.1|DALB	LOC108109291|XP_017073274.1|DEUG
OG0002478	LOC117571463|XP_034109505.1|DALB	LOC108112001|XP_017077226.1|DEUG
OG0002479	LOC117570727|XP_034108440.1|DALB	LOC108106455|XP_017069010.1|DEUG
OG0002480	LOC117572042|XP_034110497.1|DALB	LOC108105315|XP_017067296.1|DEUG
OG0002481	LOC117564139|XP_034098693.1|DALB	LOC108104393|XP_017065922.1|DEUG
OG0002482	LOC117566700|XP_034102137.1|DALB	LOC108106325|XP_017068785.1|DEUG
OG0002483	LOC117569221|XP_034106189.1|DALB	LOC108107440|XP_017070469.1|DEUG
OG0002484	LOC117571746|XP_034109984.1|DALB	LOC108112681|XP_017078361.1|DEUG
OG0002485	LOC117567433|XP_034103330.1|DALB	LOC108104510|XP_017066116.1|DEUG
OG0002486	LOC117570192|XP_034107568.1|DALB	LOC108114336|XP_017080751.1|DEUG
OG0002487	LOC117565663|XP_034100779.1|DALB	LOC108118104|XP_017086144.1|DEUG
OG0002488	LOC117567940|XP_034104125.1|DALB	LOC108113240|XP_017079273.1|DEUG
OG0002489	LOC117572485|XP_034111226.1|DALB	LOC108108552|XP_017072122.1|DEUG
OG0002490	LOC117567616|XP_034103596.1|DALB	LOC108109174|XP_017073088.1|DEUG
OG0002491	LOC117567502|XP_034103424.1|DALB, LOC117568746|XP_034105461.1|DALB	LOC108108753|XP_017072400.1|DEUG
OG0002492	LOC117570422|XP_034107946.1|DALB	LOC108112664|XP_017078287.1|DEUG
OG0002493	LOC117568796|XP_034105548.1|DALB	LOC108104474|XP_017066043.1|DEUG
OG0002494	LOC117575001|XP_034114967.1|DALB	LOC108110217|XP_017074692.1|DEUG
OG0002495	LOC117567939|XP_034104121.1|DALB	LOC108106652|XP_017069357.1|DEUG
OG0002496	LOC117576106|XP_034116555.1|DALB	LOC108113632|XP_017079789.1|DEUG
OG0002497	LOC117570735|XP_034108447.1|DALB	LOC108114257|XP_017080643.1|DEUG
OG0002498	LOC117570241|XP_034107634.1|DALB	LOC108114743|XP_017081349.1|DEUG
OG0002499	LOC117571352|XP_034109352.1|DALB	LOC108104623|XP_017066285.1|DEUG
OG0002500	LOC117576766|XP_034117706.1|DALB	LOC108105210|XP_017067196.1|DEUG, LOC108115996|XP_017083156.1|DEUG
OG0002501	LOC117563880|XP_034098330.1|DALB	LOC108102527|XP_017063052.1|DEUG
OG0002502	LOC117572784|XP_034111773.1|DALB	LOC108106226|XP_017068641.1|DEUG, LOC108106255|XP_017068708.1|DEUG
OG0002504	LOC117571061|XP_034108921.1|DALB	LOC108114044|XP_017080281.1|DEUG
OG0002505	LOC117571285|XP_034109242.1|DALB	LOC108109155|XP_017073063.1|DEUG, LOC108109156|XP_017073064.1|DEUG
OG0002508	LOC117565880|XP_034101115.1|DALB	LOC108109960|XP_017074264.1|DEUG
OG0002509	LOC117570436|XP_034107984.1|DALB	LOC108113262|XP_017079300.1|DEUG
OG0002510	LOC117577919|XP_034118807.1|DALB	LOC108102424|XP_017062891.1|DEUG
OG0002511	LOC117575857|XP_034116168.1|DALB	LOC108116926|XP_017084556.1|DEUG
OG0002512	LOC117573148|XP_034111979.1|DALB	LOC108102327|XP_017062607.1|DEUG
OG0002513	LOC117576603|XP_034117390.1|DALB	LOC108110358|XP_017074891.1|DEUG
OG0002514	LOC117567043|XP_034102645.1|DALB	LOC108102862|XP_017063553.1|DEUG
OG0002516	LOC117576359|XP_034116940.1|DALB	LOC108113602|XP_017079746.1|DEUG
OG0002517	LOC117578080|XP_034119122.1|DALB	LOC108102970|XP_017063760.1|DEUG
OG0002518	LOC117573461|XP_034112574.1|DALB	LOC108116809|XP_017084346.1|DEUG
OG0002519	LOC117572224|XP_034110793.1|DALB	LOC108109141|XP_017073028.1|DEUG
OG0002520	LOC117566135|XP_034101512.1|DALB	LOC108103245|XP_017064136.1|DEUG
OG0002521	LOC117577394|XP_034118195.1|DALB	LOC108109993|XP_017074317.1|DEUG
OG0002522	LOC117575840|XP_034116140.1|DALB	LOC108116967|XP_017084611.1|DEUG
OG0002523	LOC117574742|XP_034114569.1|DALB	LOC108109049|XP_017072855.1|DEUG
OG0002524	LOC117563974|XP_034098454.1|DALB	LOC108103668|XP_017064715.1|DEUG
OG0002525	LOC117572360|XP_034111014.1|DALB	LOC108107550|XP_017070592.1|DEUG
OG0002526	LOC117574593|XP_034114368.1|DALB	LOC108105601|XP_017067765.1|DEUG
OG0002528	LOC117568720|XP_034105466.1|DALB	LOC108103676|XP_017064725.1|DEUG
OG0002529	LOC117574093|XP_034113619.1|DALB	LOC108109126|XP_017073052.1|DEUG, LOC108117257|XP_017085096.1|DEUG
OG0002530	LOC117564625|XP_034099373.1|DALB	LOC108114837|XP_017081469.1|DEUG
OG0002531	LOC117565082|XP_034099923.1|DALB	LOC108113470|XP_017079541.1|DEUG
OG0002532	LOC117573161|XP_034112014.1|DALB	LOC108118308|XP_017086407.1|DEUG
OG0002533	LOC117568353|XP_034104846.1|DALB	LOC108112679|XP_017078320.1|DEUG
OG0002534	LOC117572610|XP_034111451.1|DALB	LOC108106774|XP_017069504.1|DEUG
OG0002535	LOC117571592|XP_034109699.1|DALB	LOC108108558|XP_017072128.1|DEUG
OG0002536	LOC117575338|XP_034115387.1|DALB	LOC108116061|XP_017083261.1|DEUG
OG0002537	LOC117566711|XP_034102147.1|DALB	LOC108107260|XP_017070179.1|DEUG
OG0002539	LOC117568084|XP_034104352.1|DALB	LOC108107479|XP_017070514.1|DEUG
OG0002540	LOC117574629|XP_034114409.1|DALB	LOC108105637|XP_017067815.1|DEUG
OG0002541	LOC117578295|XP_034119627.1|DALB	LOC108105391|XP_017067423.1|DEUG
OG0002542	LOC117578222|XP_034119490.1|DALB	LOC108105097|XP_017067020.1|DEUG
OG0002543	LOC117566615|XP_034102084.1|DALB	LOC108103882|XP_017065100.1|DEUG
OG0002544	LOC117575525|XP_034115662.1|DALB	LOC108115677|XP_017082731.1|DEUG
OG0002545	LOC117574702|XP_034114509.1|DALB	LOC108102464|XP_017062962.1|DEUG
OG0002547	LOC117578235|XP_034119529.1|DALB	LOC108103257|XP_017064158.1|DEUG, LOC108111699|XP_017076737.1|DEUG
OG0002548	LOC117575867|XP_034116185.1|DALB	LOC108102945|XP_017063706.1|DEUG
OG0002549	LOC117569259|XP_034106233.1|DALB	LOC108103500|XP_017064499.1|DEUG
OG0002550	LOC117577941|XP_034118850.1|DALB	LOC108102898|XP_017063592.1|DEUG
OG0002551	LOC117576378|XP_034116967.1|DALB	LOC108109377|XP_017073359.1|DEUG
OG0002552	LOC117564253|XP_034098848.1|DALB	LOC108115425|XP_017082350.1|DEUG
OG0002553	LOC117575246|XP_034115273.1|DALB	LOC108112662|XP_017078290.1|DEUG
OG0002554	LOC117570135|XP_034107530.1|DALB	LOC108103262|XP_017064163.1|DEUG
OG0002555	LOC117577942|XP_034118849.1|DALB	LOC108103360|XP_017064294.1|DEUG
OG0002556	LOC117564391|XP_034099003.1|DALB	LOC108113461|XP_017079531.1|DEUG
OG0002557	LOC117577789|XP_034118609.1|DALB	LOC108118363|XP_017086521.1|DEUG
OG0002558	LOC117575173|XP_034115175.1|DALB	LOC108116638|XP_017084107.1|DEUG
OG0002559	LOC117569560|XP_034106670.1|DALB	LOC108111893|XP_017077018.1|DEUG
OG0002560	LOC117575326|XP_034115372.1|DALB	LOC108110241|XP_017074718.1|DEUG
OG0002561	LOC117573634|XP_034112833.1|DALB	LOC108117214|XP_017085027.1|DEUG
OG0002562	LOC117571963|XP_034110357.1|DALB	LOC108117294|XP_017085142.1|DEUG
OG0002563	LOC117569417|XP_034106454.1|DALB	LOC108105357|XP_017067362.1|DEUG
OG0002564	LOC117575913|XP_034116258.1|DALB	LOC108111320|XP_017076204.1|DEUG
OG0002565	LOC117573700|XP_034112956.1|DALB	LOC108112907|XP_017078767.1|DEUG
OG0002566	LOC117575837|XP_034116135.1|DALB	LOC108112524|XP_017077936.1|DEUG, LOC108116951|XP_017084593.1|DEUG
OG0002567	LOC117566144|XP_034101524.1|DALB	LOC108103246|XP_017064137.1|DEUG
OG0002568	LOC117577090|XP_034118082.1|DALB	LOC108109419|XP_017073406.1|DEUG
OG0002569	LOC117569025|XP_034105906.1|DALB	LOC108113956|XP_017080158.1|DEUG
OG0002570	LOC117575746|XP_034115991.1|DALB	LOC108116885|XP_017084472.1|DEUG
OG0002571	LOC117575751|XP_034116000.1|DALB	LOC108116888|XP_017084478.1|DEUG
OG0002572	LOC117570893|XP_034108686.1|DALB	LOC108108989|XP_017072736.1|DEUG
OG0002573	LOC117576275|XP_034116811.1|DALB	LOC108116877|XP_017084459.1|DEUG
OG0002574	LOC117575843|XP_034116144.1|DALB	LOC108116995|XP_017084649.1|DEUG
OG0002575	LOC117576367|XP_034116945.1|DALB	LOC108111482|XP_017076454.1|DEUG
OG0002576	LOC117574867|XP_034114780.1|DALB	LOC108102414|XP_017062869.1|DEUG
OG0002577	LOC117572099|XP_034110597.1|DALB	LOC108108523|XP_017072084.1|DEUG
OG0002578	LOC117563643|XP_034097944.1|DALB	LOC108102637|XP_017063246.1|DEUG
OG0002579	LOC117578393|XP_034119732.1|DALB	LOC108104126|XP_017065517.1|DEUG
OG0002580	LOC117571072|XP_034108933.1|DALB	LOC108113306|XP_017079347.1|DEUG
OG0002581	LOC117574050|XP_034113542.1|DALB	LOC108116626|XP_017084093.1|DEUG
OG0002582	LOC117573082|XP_034111865.1|DALB	LOC108110561|XP_017075146.1|DEUG
OG0002583	LOC117576508|XP_034117198.1|DALB	LOC108117481|XP_017085432.1|DEUG
OG0002584	LOC117572486|XP_034111227.1|DALB	LOC108108616|XP_017072204.1|DEUG
OG0002585	LOC117572488|XP_034111229.1|DALB	LOC108108618|XP_017072205.1|DEUG
OG0002586	LOC117573693|XP_034112945.1|DALB	LOC108117249|XP_017085084.1|DEUG
OG0002587	LOC117575249|XP_034115271.1|DALB	LOC108109509|XP_017073547.1|DEUG
OG0002588	LOC117574577|XP_034114346.1|DALB	LOC108110099|XP_017074486.1|DEUG
OG0002589	LOC117574676|XP_034114473.1|DALB	LOC108113604|XP_017079749.1|DEUG
OG0002590	LOC117578202|XP_034119429.1|DALB	LOC108103922|XP_017065163.1|DEUG
OG0002591	LOC117574501|XP_034114236.1|DALB	LOC108113501|XP_017079578.1|DEUG
OG0002592	LOC117576967|XP_034118036.1|DALB	LOC108115849|XP_017082952.1|DEUG
OG0002593	LOC117573372|XP_034112390.1|DALB	LOC108115838|XP_017082924.1|DEUG
OG0002594	LOC117573834|XP_034113157.1|DALB	LOC108116883|XP_017084470.1|DEUG
OG0002595	LOC117576427|XP_034117062.1|DALB	LOC108117116|XP_017084834.1|DEUG
OG0002596	LOC117575233|XP_034115255.1|DALB	LOC108116927|XP_017084560.1|DEUG
OG0002597	LOC117576095|XP_034116538.1|DALB	LOC108105235|XP_017067195.1|DEUG
OG0002598	LOC117574262|XP_034113888.1|DALB	LOC108115656|XP_017082704.1|DEUG
OG0002599	LOC117573212|XP_034112116.1|DALB	LOC108110599|XP_017075189.1|DEUG
OG0002600	LOC117568168|XP_034104491.1|DALB	LOC108104783|XP_017066527.1|DEUG
OG0002601	LOC117573432|XP_034112538.1|DALB	LOC108115076|XP_017081814.1|DEUG
OG0002602	LOC117573389|XP_034112478.1|DALB	LOC108116010|XP_017083178.1|DEUG
OG0002603	LOC117575302|XP_034115344.1|DALB	LOC108111333|XP_017076243.1|DEUG
OG0002604	LOC117575297|XP_034115338.1|DALB	LOC108111284|XP_017076162.1|DEUG
OG0002605	LOC117575548|XP_034115695.1|DALB	LOC108117305|XP_017085153.1|DEUG
OG0002606	LOC117574036|XP_034113524.1|DALB	LOC108116906|XP_017084509.1|DEUG
OG0002607	LOC117574144|XP_034113710.1|DALB	LOC108115062|XP_017081796.1|DEUG
OG0002608	LOC117573744|XP_034113014.1|DALB	LOC108116393|XP_017083745.1|DEUG
OG0002609	LOC117567553|XP_034103503.1|DALB	LOC108106698|XP_017069420.1|DEUG
OG0002610	LOC117574953|XP_034114901.1|DALB	LOC108110211|XP_017074675.1|DEUG
OG0002611	LOC117576947|XP_034117995.1|DALB	LOC108109788|XP_017073971.1|DEUG
OG0002612	LOC117575697|XP_034115900.1|DALB	LOC108117327|XP_017085189.1|DEUG
OG0002613	LOC117576516|XP_034117216.1|DALB	LOC108116611|XP_017084066.1|DEUG
OG0002614	LOC117573571|XP_034112749.1|DALB	LOC108113583|XP_017079714.1|DEUG
OG0002615	LOC117573244|XP_034112190.1|DALB	LOC108107996|XP_017071335.1|DEUG
OG0002616	LOC117573649|XP_034112860.1|DALB	LOC108115839|XP_017082936.1|DEUG
OG0002617	LOC117573156|XP_034112005.1|DALB	LOC108109988|XP_017074315.1|DEUG
OG0002618	LOC117574470|XP_034114198.1|DALB	LOC108115000|XP_017081729.1|DEUG
OG0002619	LOC117573282|XP_034112263.1|DALB	LOC108117130|XP_017084851.1|DEUG
OG0002620	LOC117574296|XP_034113990.1|DALB	LOC108117498|XP_017085466.1|DEUG
OG0002621	LOC117573466|XP_034112582.1|DALB	LOC108115721|XP_017082783.1|DEUG
OG0002622	LOC117567809|XP_034103935.1|DALB	LOC108114437|XP_017080917.1|DEUG
OG0002623	LOC117576606|XP_034117396.1|DALB	LOC108112891|XP_017078740.1|DEUG
OG0002624	LOC117574985|XP_034114946.1|DALB	LOC108109564|XP_017073626.1|DEUG
OG0002625	LOC117576414|XP_034117032.1|DALB	LOC108109453|XP_017073441.1|DEUG
OG0002626	LOC117577774|XP_034118583.1|DALB	LOC108117433|XP_017085337.1|DEUG
OG0002627	LOC117573689|XP_034112936.1|DALB	LOC108115625|XP_017082661.1|DEUG
OG0002628	LOC117574708|XP_034114512.1|DALB	LOC108115360|XP_017082275.1|DEUG
OG0002629	LOC117576382|XP_034116971.1|DALB	LOC108116323|XP_017083619.1|DEUG
OG0002630	LOC117574998|XP_034114962.1|DALB	LOC108116390|XP_017083741.1|DEUG
OG0002632	LOC117576675|XP_034117561.1|DALB	LOC108111695|XP_017076733.1|DEUG
OG0002633	LOC117576277|XP_034116813.1|DALB	LOC108116880|XP_017084464.1|DEUG
OG0002634	LOC117576909|XP_034117937.1|DALB	LOC108111684|XP_017076716.1|DEUG
OG0002635	LOC117573691|XP_034112943.1|DALB	LOC108110171|XP_017074587.1|DEUG
OG0002636	LOC117576659|XP_034117505.1|DALB	LOC108117266|XP_017085147.1|DEUG
OG0002637	LOC117564333|XP_034098930.1|DALB	LOC108104093|XP_017065478.1|DEUG
OG0002638	LOC117576593|XP_034117372.1|DALB	LOC108111343|XP_017076261.1|DEUG
OG0002639	LOC117575423|XP_034115512.1|DALB	LOC108116432|XP_017083816.1|DEUG
OG0002640	LOC117575598|XP_034115755.1|DALB	LOC108116894|XP_017084491.1|DEUG
OG0002641	LOC117575894|XP_034116228.1|DALB	LOC108116897|XP_017084496.1|DEUG
OG0002642	LOC117574736|XP_034114560.1|DALB	LOC108116896|XP_017084494.1|DEUG
OG0002643	LOC117574735|XP_034114559.1|DALB	LOC108116895|XP_017084492.1|DEUG
OG0002644	LOC117574927|XP_034114869.1|DALB	LOC108115406|XP_017082333.1|DEUG
OG0002645	LOC117576219|XP_034116716.1|DALB	LOC108115401|XP_017082328.1|DEUG
OG0002646	LOC117574571|XP_034114337.1|DALB	LOC108117553|XP_017085550.1|DEUG
OG0002647	LOC117576867|XP_034117860.1|DALB	LOC108109483|XP_017073501.1|DEUG
OG0002648	LOC117576078|XP_034116516.1|DALB	LOC108115169|XP_017081977.1|DEUG
OG0002649	LOC117574428|XP_034114157.1|DALB	LOC108109468|XP_017073479.1|DEUG
OG0002650	LOC117576865|XP_034117858.1|DALB	LOC108109482|XP_017073500.1|DEUG
OG0002651	LOC117573347|XP_034112363.1|DALB	LOC108111477|XP_017076438.1|DEUG
OG0002652	LOC117574997|XP_034114961.1|DALB	LOC108110203|XP_017074667.1|DEUG
OG0002653	LOC117576345|XP_034116911.1|DALB	LOC108115999|XP_017083160.1|DEUG
OG0002654	LOC117576344|XP_034116910.1|DALB	LOC108116059|XP_017083258.1|DEUG
OG0002655	LOC117576618|XP_034117421.1|DALB	LOC108117188|XP_017084970.1|DEUG
OG0002656	LOC117574195|XP_034113787.1|DALB	LOC108116954|XP_017084598.1|DEUG
OG0002657	LOC117573690|XP_034112942.1|DALB	LOC108110162|XP_017074576.1|DEUG
OG0002658	LOC117575437|XP_034115531.1|DALB	LOC108109070|XP_017072911.1|DEUG
OG0002659	LOC117573387|XP_034112476.1|DALB	LOC108116078|XP_017083285.1|DEUG
OG0002660	LOC117573935|XP_034113356.1|DALB	LOC108102993|XP_017063795.1|DEUG
OG0002661	LOC117576172|XP_034116645.1|DALB	LOC108115989|XP_017083140.1|DEUG
OG0002662	LOC117568085|XP_034104353.1|DALB	LOC108107449|XP_017070482.1|DEUG
