Orthogroup	DALB.longest_only	DSER.longest_only
OG0002417	LOC117572532|XP_034111289.1|DALB, LOC117565012|XP_034099848.1|DALB, LOC117565506|XP_034100528.1|DALB	LOC110176949|XP_020799110.1|DSER
OG0002418	LOC117575948|XP_034116302.1|DALB	LOC110185348|XP_020809784.1|DSER
OG0002419	LOC117572654|XP_034111535.1|DALB	LOC110181882|XP_020805469.1|DSER
OG0002420	LOC117570054|XP_034107373.1|DALB	LOC110187672|XP_020812756.1|DSER
OG0002421	LOC117573302|XP_034112298.1|DALB, LOC117575080|XP_034115066.1|DALB	LOC110186227|XP_020810949.1|DSER
OG0002422	LOC117574581|XP_034114356.1|DALB	LOC110191085|XP_020817489.1|DSER
OG0002423	LOC117572565|XP_034111335.1|DALB	LOC110190160|XP_020816154.1|DSER
OG0002424	LOC117573093|XP_034111888.1|DALB	LOC110185438|XP_020809921.1|DSER
OG0002425	LOC117563351|XP_034097532.1|DALB	LOC110179478|XP_020802710.1|DSER
OG0002426	LOC117566389|XP_034101785.1|DALB	LOC110178619|XP_020801463.1|DSER
OG0002427	LOC117573111|XP_034111925.1|DALB	LOC110184517|XP_020808744.1|DSER
OG0002428	LOC117578291|XP_034119622.1|DALB	LOC110176050|XP_020797923.1|DSER, LOC110178130|XP_020800813.1|DSER
OG0002429	LOC117572605|XP_034111433.1|DALB	LOC110188861|XP_020814427.1|DSER
OG0002430	LOC117570263|XP_034107667.1|DALB	LOC110189456|XP_020815189.1|DSER
OG0002431	LOC117568956|XP_034105806.1|DALB	LOC110191481|XP_020818007.1|DSER
OG0002432	LOC117577048|XP_034118075.1|DALB	LOC110183478|XP_020807417.1|DSER, LOC110183257|XP_020807141.1|DSER
OG0002433	LOC117576724|XP_034117635.1|DALB	LOC110188595|XP_020814017.1|DSER
OG0002434	LOC117573185|XP_034112060.1|DALB	LOC110187938|XP_020813112.1|DSER
OG0002435	LOC117567219|XP_034102942.1|DALB	LOC110181969|XP_020805576.1|DSER
OG0002436	LOC117567268|XP_034103021.1|DALB	LOC110178261|XP_020800985.1|DSER
OG0002437	LOC117572707|XP_034111656.1|DALB	LOC110189692|XP_020815524.1|DSER
OG0002438	LOC117567429|XP_034103322.1|DALB	LOC110179623|XP_020802888.1|DSER
OG0002440	LOC117567784|XP_034103888.1|DALB	LOC110178893|XP_020801826.1|DSER
OG0002441	LOC117572749|XP_034111716.1|DALB	LOC110190879|XP_020817199.1|DSER
OG0002442	LOC117572142|XP_034110673.1|DALB	LOC110178478|XP_020801282.1|DSER
OG0002443	LOC117571279|XP_034109233.1|DALB	LOC110189750|XP_020815615.1|DSER
OG0002444	LOC117572127|XP_034110646.1|DALB	LOC110177724|XP_020800225.1|DSER
OG0002445	LOC117566988|XP_034102545.1|DALB, LOC117566989|XP_034102548.1|DALB	LOC110189403|XP_020815116.1|DSER
OG0002446	LOC117567141|XP_034102846.1|DALB	LOC110187166|XP_020812234.1|DSER, LOC110187175|XP_020812236.1|DSER, LOC110190709|XP_020817023.1|DSER
OG0002447	LOC117570543|XP_034108150.1|DALB	LOC110177532|XP_020799954.1|DSER
OG0002448	LOC117566991|XP_034102550.1|DALB	LOC110177686|XP_020800167.1|DSER
OG0002449	LOC117566405|XP_034101809.1|DALB	LOC110177383|XP_020799746.1|DSER
OG0002450	LOC117576498|XP_034117168.1|DALB	LOC110190006|XP_020815967.1|DSER
OG0002451	LOC117568797|XP_034105549.1|DALB	LOC110178244|XP_020800954.1|DSER
OG0002452	LOC117568625|XP_034105305.1|DALB	LOC110176339|XP_020798324.1|DSER
OG0002453	LOC117568621|XP_034105298.1|DALB	LOC110190871|XP_020817187.1|DSER
OG0002454	LOC117570027|XP_034107338.1|DALB	LOC110183647|XP_020807628.1|DSER
OG0002455	LOC117570024|XP_034107335.1|DALB	LOC110183689|XP_020807688.1|DSER
OG0002456	LOC117568051|XP_034104288.1|DALB	LOC110179561|XP_020802806.1|DSER
OG0002457	LOC117566874|XP_034102370.1|DALB	LOC110180444|XP_020803808.1|DSER
OG0002458	LOC117563896|XP_034098348.1|DALB	LOC110185926|XP_020810597.1|DSER
OG0002459	LOC117571949|XP_034110336.1|DALB	LOC110191671|XP_020818244.1|DSER
OG0002460	LOC117570662|XP_034108340.1|DALB	LOC110180410|XP_020803735.1|DSER
OG0002461	LOC117570255|XP_034107659.1|DALB	LOC110183372|XP_020807332.1|DSER
OG0002462	LOC117567707|XP_034103734.1|DALB	LOC110185488|XP_020810022.1|DSER
OG0002463	LOC117571446|XP_034109482.1|DALB	LOC110191663|XP_020818220.1|DSER
OG0002464	LOC117572145|XP_034110676.1|DALB	LOC110191609|XP_020818159.1|DSER
OG0002465	LOC117571673|XP_034109804.1|DALB	LOC110189389|XP_020815098.1|DSER
OG0002466	LOC117573144|XP_034111974.1|DALB	LOC110185476|XP_020810002.1|DSER
OG0002467	LOC117570649|XP_034108310.1|DALB	LOC110176178|XP_020798083.1|DSER
OG0002468	LOC117570663|XP_034108341.1|DALB	LOC110191010|XP_020817386.1|DSER
OG0002469	LOC117576818|XP_034117779.1|DALB	LOC110188501|XP_020813893.1|DSER
OG0002470	LOC117569671|XP_034106809.1|DALB	LOC110178239|XP_020800949.1|DSER
OG0002471	LOC117566403|XP_034101807.1|DALB	LOC110176462|XP_020798482.1|DSER
OG0002472	LOC117569416|XP_034106446.1|DALB	LOC110178242|XP_020800951.1|DSER
OG0002473	LOC117567223|XP_034102946.1|DALB	LOC110177993|XP_020800650.1|DSER
OG0002474	LOC117569483|XP_034106547.1|DALB	LOC110176221|XP_020798160.1|DSER
OG0002475	LOC117575184|XP_034115185.1|DALB	LOC110186778|XP_020811709.1|DSER, LOC110188744|XP_020814245.1|DSER
OG0002476	LOC117570890|XP_034108678.1|DALB	LOC110176002|XP_020797868.1|DSER
OG0002477	LOC117567612|XP_034103592.1|DALB	LOC110177069|XP_020799248.1|DSER
OG0002478	LOC117571463|XP_034109505.1|DALB	LOC110177849|XP_020800451.1|DSER
OG0002479	LOC117570727|XP_034108440.1|DALB	LOC110179270|XP_020802392.1|DSER
OG0002480	LOC117572042|XP_034110497.1|DALB	LOC110185369|XP_020809810.1|DSER
OG0002481	LOC117564139|XP_034098693.1|DALB	LOC110182464|XP_020806161.1|DSER
OG0002482	LOC117566700|XP_034102137.1|DALB	LOC110189647|XP_020815450.1|DSER
OG0002483	LOC117569221|XP_034106189.1|DALB	LOC110191493|XP_020818016.1|DSER
OG0002484	LOC117571746|XP_034109984.1|DALB	LOC110180068|XP_020803349.1|DSER
OG0002485	LOC117567433|XP_034103330.1|DALB	LOC110189675|XP_020815492.1|DSER
OG0002486	LOC117570192|XP_034107568.1|DALB	LOC110190285|XP_020816321.1|DSER
OG0002487	LOC117565663|XP_034100779.1|DALB	LOC110182821|XP_020806616.1|DSER
OG0002488	LOC117567940|XP_034104125.1|DALB	LOC110177701|XP_020800186.1|DSER
OG0002489	LOC117572485|XP_034111226.1|DALB	LOC110190107|XP_020816074.1|DSER
OG0002490	LOC117567616|XP_034103596.1|DALB	LOC110183196|XP_020807100.1|DSER
OG0002491	LOC117567502|XP_034103424.1|DALB, LOC117568746|XP_034105461.1|DALB	LOC110190093|XP_020816057.1|DSER
OG0002492	LOC117570422|XP_034107946.1|DALB	LOC110176362|XP_020798351.1|DSER
OG0002493	LOC117568796|XP_034105548.1|DALB	LOC110189355|XP_020815057.1|DSER
OG0002494	LOC117575001|XP_034114967.1|DALB	LOC110184872|XP_020809181.1|DSER
OG0002495	LOC117567939|XP_034104121.1|DALB	LOC110177683|XP_020800162.1|DSER
OG0002496	LOC117576106|XP_034116555.1|DALB	LOC110186209|XP_020810930.1|DSER
OG0002497	LOC117570735|XP_034108447.1|DALB	LOC110190607|XP_020816859.1|DSER
OG0002499	LOC117571352|XP_034109352.1|DALB	LOC110183697|XP_020807695.1|DSER
OG0002500	LOC117576766|XP_034117706.1|DALB	LOC110188401|XP_020813785.1|DSER, LOC110182027|XP_020805616.1|DSER
OG0002501	LOC117563880|XP_034098330.1|DALB	LOC110179166|XP_020802222.1|DSER
OG0002502	LOC117572784|XP_034111773.1|DALB	LOC110179355|XP_020802527.1|DSER
OG0002504	LOC117571061|XP_034108921.1|DALB	LOC110177493|XP_020799903.1|DSER, LOC110177491|XP_020799902.1|DSER, LOC110177495|XP_020799905.1|DSER, LOC110177494|XP_020799904.1|DSER
OG0002505	LOC117571285|XP_034109242.1|DALB	LOC110179370|XP_020802548.1|DSER
OG0002508	LOC117565880|XP_034101115.1|DALB	LOC110179574|XP_020802823.1|DSER
OG0002509	LOC117570436|XP_034107984.1|DALB	LOC110177204|XP_020799477.1|DSER
OG0002510	LOC117577919|XP_034118807.1|DALB	LOC110180332|XP_020803649.1|DSER
OG0002511	LOC117575857|XP_034116168.1|DALB	LOC110184432|XP_020808631.1|DSER
OG0002512	LOC117573148|XP_034111979.1|DALB	LOC110185400|XP_020809855.1|DSER
OG0002513	LOC117576603|XP_034117390.1|DALB	LOC110191823|XP_020818447.1|DSER
OG0002514	LOC117567043|XP_034102645.1|DALB	LOC110187132|XP_020812209.1|DSER
OG0002516	LOC117576359|XP_034116940.1|DALB	LOC110186599|XP_020811488.1|DSER
OG0002517	LOC117578080|XP_034119122.1|DALB	LOC110176059|XP_020797932.1|DSER
OG0002518	LOC117573461|XP_034112574.1|DALB	LOC110188479|XP_020813868.1|DSER
OG0002519	LOC117572224|XP_034110793.1|DALB	LOC110179243|XP_020802355.1|DSER
OG0002520	LOC117566135|XP_034101512.1|DALB	LOC110182836|XP_020806629.1|DSER
OG0002521	LOC117577394|XP_034118195.1|DALB	LOC110176018|XP_020797886.1|DSER
OG0002522	LOC117575840|XP_034116140.1|DALB	LOC110188474|XP_020813863.1|DSER
OG0002523	LOC117574742|XP_034114569.1|DALB	LOC110191058|XP_020817447.1|DSER
OG0002524	LOC117563974|XP_034098454.1|DALB	LOC110182465|XP_020806162.1|DSER
OG0002525	LOC117572360|XP_034111014.1|DALB	LOC110189044|XP_020814672.1|DSER, LOC110189070|XP_020814700.1|DSER
OG0002526	LOC117574593|XP_034114368.1|DALB	LOC110191817|XP_020818441.1|DSER
OG0002528	LOC117568720|XP_034105466.1|DALB	LOC110180409|XP_020803724.1|DSER
OG0002529	LOC117574093|XP_034113619.1|DALB	LOC110191409|XP_020817926.1|DSER
OG0002530	LOC117564625|XP_034099373.1|DALB	LOC110181327|XP_020804705.1|DSER
OG0002531	LOC117565082|XP_034099923.1|DALB	LOC110185627|XP_020810236.1|DSER
OG0002532	LOC117573161|XP_034112014.1|DALB	LOC110189896|XP_020815815.1|DSER
OG0002533	LOC117568353|XP_034104846.1|DALB	LOC110180361|XP_020803680.1|DSER
OG0002534	LOC117572610|XP_034111451.1|DALB	LOC110180263|XP_020803577.1|DSER
OG0002535	LOC117571592|XP_034109699.1|DALB	LOC110185306|XP_020809715.1|DSER
OG0002536	LOC117575338|XP_034115387.1|DALB	LOC110186321|XP_020811118.1|DSER
OG0002537	LOC117566711|XP_034102147.1|DALB	LOC110191654|XP_020818211.1|DSER
OG0002539	LOC117568084|XP_034104352.1|DALB	LOC110189264|XP_020814937.1|DSER
OG0002540	LOC117574629|XP_034114409.1|DALB	LOC110184540|XP_020808776.1|DSER, LOC110191779|XP_020818383.1|DSER
OG0002541	LOC117578295|XP_034119627.1|DALB	LOC110184411|XP_020808604.1|DSER
OG0002542	LOC117578222|XP_034119490.1|DALB	LOC110180170|XP_020803489.1|DSER
OG0002543	LOC117566615|XP_034102084.1|DALB	LOC110180330|XP_020803647.1|DSER
OG0002544	LOC117575525|XP_034115662.1|DALB	LOC110187742|XP_020812859.1|DSER
OG0002545	LOC117574702|XP_034114509.1|DALB	LOC110182499|XP_020806207.1|DSER
OG0002547	LOC117578235|XP_034119529.1|DALB	LOC110181868|XP_020805451.1|DSER
OG0002548	LOC117575867|XP_034116185.1|DALB	LOC110181769|XP_020805301.1|DSER
OG0002549	LOC117569259|XP_034106233.1|DALB	LOC110175934|XP_020797773.1|DSER
OG0002550	LOC117577941|XP_034118850.1|DALB	LOC110183225|XP_020807098.1|DSER, LOC110184594|XP_020808843.1|DSER
OG0002551	LOC117576378|XP_034116967.1|DALB	LOC110176428|XP_020798435.1|DSER
OG0002552	LOC117564253|XP_034098848.1|DALB	LOC110187277|XP_020812325.1|DSER
OG0002553	LOC117575246|XP_034115273.1|DALB	LOC110180352|XP_020803673.1|DSER
OG0002554	LOC117570135|XP_034107530.1|DALB	LOC110179533|XP_020802772.1|DSER
OG0002555	LOC117577942|XP_034118849.1|DALB	LOC110183062|XP_020806907.1|DSER
OG0002556	LOC117564391|XP_034099003.1|DALB	LOC110186097|XP_020810797.1|DSER
OG0002557	LOC117577789|XP_034118609.1|DALB	LOC110184215|XP_020808324.1|DSER
OG0002558	LOC117575173|XP_034115175.1|DALB	LOC110185588|XP_020810183.1|DSER
OG0002559	LOC117569560|XP_034106670.1|DALB	LOC110191443|XP_020817966.1|DSER
OG0002560	LOC117575326|XP_034115372.1|DALB	LOC110177159|XP_020799403.1|DSER
OG0002561	LOC117573634|XP_034112833.1|DALB	LOC110188699|XP_020814163.1|DSER
OG0002562	LOC117571963|XP_034110357.1|DALB	LOC110183238|XP_020807113.1|DSER
OG0002564	LOC117575913|XP_034116258.1|DALB	LOC110186963|XP_020811963.1|DSER
OG0002565	LOC117573700|XP_034112956.1|DALB	LOC110186864|XP_020811814.1|DSER
OG0002566	LOC117575837|XP_034116135.1|DALB	LOC110188565|XP_020813983.1|DSER
OG0002567	LOC117566144|XP_034101524.1|DALB	LOC110182829|XP_020806621.1|DSER
OG0002568	LOC117577090|XP_034118082.1|DALB	LOC110188295|XP_020813656.1|DSER
OG0002569	LOC117569025|XP_034105906.1|DALB	LOC110184643|XP_020808901.1|DSER
OG0002570	LOC117575746|XP_034115991.1|DALB	LOC110188079|XP_020813288.1|DSER
OG0002571	LOC117575751|XP_034116000.1|DALB	LOC110188143|XP_020813398.1|DSER, LOC110183682|XP_020807682.1|DSER
OG0002572	LOC117570893|XP_034108686.1|DALB	LOC110181227|XP_020804587.1|DSER
OG0002573	LOC117576275|XP_034116811.1|DALB	LOC110187631|XP_020812697.1|DSER
OG0002574	LOC117575843|XP_034116144.1|DALB	LOC110188635|XP_020814069.1|DSER
OG0002575	LOC117576367|XP_034116945.1|DALB	LOC110176613|XP_020798696.1|DSER
OG0002576	LOC117574867|XP_034114780.1|DALB	LOC110180319|XP_020803634.1|DSER
OG0002577	LOC117572099|XP_034110597.1|DALB	LOC110190044|XP_020816010.1|DSER
OG0002578	LOC117563643|XP_034097944.1|DALB	LOC110185582|XP_020810172.1|DSER
OG0002579	LOC117578393|XP_034119732.1|DALB	LOC110185005|XP_020809322.1|DSER
OG0002580	LOC117571072|XP_034108933.1|DALB	LOC110181597|XP_020805053.1|DSER
OG0002581	LOC117574050|XP_034113542.1|DALB	LOC110188068|XP_020813277.1|DSER
OG0002582	LOC117573082|XP_034111865.1|DALB	LOC110184675|XP_020808942.1|DSER, LOC110188381|XP_020813757.1|DSER
OG0002583	LOC117576508|XP_034117198.1|DALB	LOC110186873|XP_020811827.1|DSER
OG0002584	LOC117572486|XP_034111227.1|DALB	LOC110190221|XP_020816238.1|DSER
OG0002585	LOC117572488|XP_034111229.1|DALB	LOC110190222|XP_020816239.1|DSER
OG0002586	LOC117573693|XP_034112945.1|DALB	LOC110186665|XP_020811589.1|DSER
OG0002587	LOC117575249|XP_034115271.1|DALB	LOC110189376|XP_020815087.1|DSER
OG0002588	LOC117574577|XP_034114346.1|DALB	LOC110188751|XP_020814250.1|DSER
OG0002589	LOC117574676|XP_034114473.1|DALB	LOC110186700|XP_020811632.1|DSER
OG0002590	LOC117578202|XP_034119429.1|DALB	LOC110181585|XP_020805037.1|DSER
OG0002591	LOC117574501|XP_034114236.1|DALB	LOC110186708|XP_020811639.1|DSER
OG0002592	LOC117576967|XP_034118036.1|DALB	LOC110177388|XP_020799750.1|DSER
OG0002593	LOC117573372|XP_034112390.1|DALB	LOC110177405|XP_020799770.1|DSER
OG0002594	LOC117573834|XP_034113157.1|DALB	LOC110190953|XP_020817293.1|DSER
OG0002595	LOC117576427|XP_034117062.1|DALB	LOC110188012|XP_020813199.1|DSER
OG0002596	LOC117575233|XP_034115255.1|DALB	LOC110185509|XP_020810066.1|DSER
OG0002597	LOC117576095|XP_034116538.1|DALB	LOC110186197|XP_020810916.1|DSER
OG0002598	LOC117574262|XP_034113888.1|DALB	LOC110177351|XP_020799702.1|DSER
OG0002599	LOC117573212|XP_034112116.1|DALB	LOC110188283|XP_020813639.1|DSER
OG0002600	LOC117568168|XP_034104491.1|DALB	LOC110180894|XP_020804262.1|DSER
OG0002601	LOC117573432|XP_034112538.1|DALB	LOC110188463|XP_020813852.1|DSER
OG0002602	LOC117573389|XP_034112478.1|DALB	LOC110184198|XP_020808293.1|DSER
OG0002603	LOC117575302|XP_034115344.1|DALB	LOC110186157|XP_020810867.1|DSER, LOC110186957|XP_020811952.1|DSER
OG0002604	LOC117575297|XP_034115338.1|DALB	LOC110186181|XP_020810899.1|DSER
OG0002605	LOC117575548|XP_034115695.1|DALB	LOC110186423|XP_020811263.1|DSER
OG0002606	LOC117574036|XP_034113524.1|DALB	LOC110191082|XP_020817478.1|DSER
OG0002607	LOC117574144|XP_034113710.1|DALB	LOC110188420|XP_020813807.1|DSER
OG0002608	LOC117573744|XP_034113014.1|DALB	LOC110188503|XP_020813894.1|DSER
OG0002609	LOC117567553|XP_034103503.1|DALB	LOC110178526|XP_020801341.1|DSER
OG0002610	LOC117574953|XP_034114901.1|DALB	LOC110188182|XP_020813413.1|DSER
OG0002611	LOC117576947|XP_034117995.1|DALB	LOC110182487|XP_020806194.1|DSER, LOC110189138|XP_020814770.1|DSER
OG0002612	LOC117575697|XP_034115900.1|DALB	LOC110188388|XP_020813767.1|DSER
OG0002613	LOC117576516|XP_034117216.1|DALB	LOC110191075|XP_020817467.1|DSER
OG0002614	LOC117573571|XP_034112749.1|DALB	LOC110176427|XP_020798434.1|DSER
OG0002615	LOC117573244|XP_034112190.1|DALB	LOC110185336|XP_020809773.1|DSER
OG0002616	LOC117573649|XP_034112860.1|DALB	LOC110177332|XP_020799673.1|DSER
OG0002617	LOC117573156|XP_034112005.1|DALB	LOC110187930|XP_020813100.1|DSER
OG0002618	LOC117574470|XP_034114198.1|DALB	LOC110190398|XP_020816514.1|DSER
OG0002619	LOC117573282|XP_034112263.1|DALB	LOC110188210|XP_020813498.1|DSER
OG0002620	LOC117574296|XP_034113990.1|DALB	LOC110188181|XP_020813417.1|DSER
OG0002621	LOC117573466|XP_034112582.1|DALB	LOC110177302|XP_020799626.1|DSER
OG0002622	LOC117567809|XP_034103935.1|DALB	LOC110190587|XP_020816839.1|DSER
OG0002623	LOC117576606|XP_034117396.1|DALB	LOC110186866|XP_020811818.1|DSER
OG0002624	LOC117574985|XP_034114946.1|DALB	LOC110190856|XP_020817165.1|DSER, LOC110191384|XP_020817899.1|DSER
OG0002625	LOC117576414|XP_034117032.1|DALB	LOC110190901|XP_020817218.1|DSER
OG0002626	LOC117577774|XP_034118583.1|DALB	LOC110184285|XP_020808426.1|DSER
OG0002627	LOC117573689|XP_034112936.1|DALB	LOC110188624|XP_020814049.1|DSER
OG0002628	LOC117574708|XP_034114512.1|DALB	LOC110190947|XP_020817280.1|DSER
OG0002629	LOC117576382|XP_034116971.1|DALB	LOC110177402|XP_020799765.1|DSER
OG0002630	LOC117574998|XP_034114962.1|DALB	LOC110191948|XP_020818626.1|DSER
OG0002632	LOC117576675|XP_034117561.1|DALB	LOC110186590|XP_020811471.1|DSER
OG0002633	LOC117576277|XP_034116813.1|DALB	LOC110187836|XP_020812974.1|DSER
OG0002634	LOC117576909|XP_034117937.1|DALB	LOC110186924|XP_020811909.1|DSER
OG0002635	LOC117573691|XP_034112943.1|DALB	LOC110188218|XP_020813518.1|DSER
OG0002636	LOC117576659|XP_034117505.1|DALB	LOC110188069|XP_020813278.1|DSER
OG0002637	LOC117564333|XP_034098930.1|DALB	LOC110184997|XP_020809308.1|DSER
OG0002638	LOC117576593|XP_034117372.1|DALB	LOC110176530|XP_020798569.1|DSER
OG0002639	LOC117575423|XP_034115512.1|DALB	LOC110188668|XP_020814122.1|DSER
OG0002640	LOC117575598|XP_034115755.1|DALB	LOC110191404|XP_020817921.1|DSER
OG0002641	LOC117575894|XP_034116228.1|DALB	LOC110191287|XP_020817753.1|DSER
OG0002642	LOC117574736|XP_034114560.1|DALB	LOC110191100|XP_020817505.1|DSER
OG0002643	LOC117574735|XP_034114559.1|DALB	LOC110176573|XP_020798641.1|DSER
OG0002644	LOC117574927|XP_034114869.1|DALB	LOC110176598|XP_020798675.1|DSER
OG0002645	LOC117576219|XP_034116716.1|DALB	LOC110176594|XP_020798669.1|DSER
OG0002646	LOC117574571|XP_034114337.1|DALB	LOC110184480|XP_020808690.1|DSER
OG0002647	LOC117576867|XP_034117860.1|DALB	LOC110184449|XP_020808651.1|DSER
OG0002648	LOC117576078|XP_034116516.1|DALB	LOC110184290|XP_020808437.1|DSER
OG0002649	LOC117574428|XP_034114157.1|DALB	LOC110191155|XP_020817571.1|DSER
OG0002650	LOC117576865|XP_034117858.1|DALB	LOC110184441|XP_020808641.1|DSER
OG0002651	LOC117573347|XP_034112363.1|DALB	LOC110176570|XP_020798624.1|DSER
OG0002652	LOC117574997|XP_034114961.1|DALB	LOC110177190|XP_020799444.1|DSER
OG0002653	LOC117576345|XP_034116911.1|DALB	LOC110186383|XP_020811194.1|DSER
OG0002654	LOC117576344|XP_034116910.1|DALB	LOC110187007|XP_020812028.1|DSER
OG0002655	LOC117576618|XP_034117421.1|DALB	LOC110188233|XP_020813546.1|DSER
OG0002656	LOC117574195|XP_034113787.1|DALB	LOC110184113|XP_020808171.1|DSER
OG0002657	LOC117573690|XP_034112942.1|DALB	LOC110188217|XP_020813517.1|DSER
OG0002658	LOC117575437|XP_034115531.1|DALB	LOC110186615|XP_020811508.1|DSER
OG0002659	LOC117573387|XP_034112476.1|DALB	LOC110184217|XP_020808329.1|DSER
OG0002660	LOC117573935|XP_034113356.1|DALB	LOC110191985|XP_020818675.1|DSER
OG0002661	LOC117576172|XP_034116645.1|DALB	LOC110176533|XP_020798572.1|DSER
OG0002662	LOC117568085|XP_034104353.1|DALB	LOC110189253|XP_020814920.1|DSER
OG0002663	LOC117576810|XP_034117768.1|DALB	LOC110187712|XP_020812808.1|DSER
OG0002664	LOC117565806|XP_034100986.1|DALB	LOC110178117|XP_020800793.1|DSER
OG0002665	LOC117570833|XP_034108596.1|DALB	LOC110176911|XP_020799060.1|DSER
OG0002666	LOC117570827|XP_034108583.1|DALB	LOC110182415|XP_020806114.1|DSER
OG0002667	LOC117566914|XP_034102424.1|DALB	LOC110177998|XP_020800658.1|DSER
OG0002668	LOC117572530|XP_034111281.1|DALB	LOC110177626|XP_020800094.1|DSER
OG0002669	LOC117564815|XP_034099628.1|DALB	LOC110183871|XP_020807883.1|DSER, LOC110178062|XP_020800728.1|DSER
OG0002670	LOC117569785|XP_034106976.1|DALB	LOC110189122|XP_020814756.1|DSER
OG0002671	LOC117570864|XP_034108645.1|DALB	LOC110176688|XP_020798778.1|DSER, LOC110189117|XP_020814750.1|DSER
OG0002672	LOC117571992|XP_034110391.1|DALB	LOC110181131|XP_020804461.1|DSER
OG0002673	LOC117571449|XP_034109486.1|DALB	LOC110191659|XP_020818216.1|DSER
OG0002674	LOC117568866|XP_034105646.1|DALB	LOC110177997|XP_020800655.1|DSER
OG0002675	LOC117572350|XP_034111000.1|DALB	LOC110190466|XP_020816634.1|DSER
OG0002676	LOC117567485|XP_034103405.1|DALB	LOC110188923|XP_020814507.1|DSER, LOC110177172|XP_020799438.1|DSER
OG0002677	LOC117570768|XP_034108493.1|DALB	LOC110189467|XP_020815204.1|DSER
OG0002678	LOC117566927|XP_034102440.1|DALB	LOC110179357|XP_020802529.1|DSER
OG0002679	LOC117571399|XP_034109413.1|DALB	LOC110191681|XP_020818252.1|DSER
OG0002680	LOC117577638|XP_034118398.1|DALB	LOC110183535|XP_020807494.1|DSER
OG0002681	LOC117569693|XP_034106839.1|DALB	LOC110179230|XP_020802339.1|DSER
OG0002682	LOC117568605|XP_034105255.1|DALB	LOC110189969|XP_020815917.1|DSER
OG0002683	LOC117574841|XP_034114728.1|DALB	LOC110177254|XP_020799564.1|DSER
OG0002684	LOC117577689|XP_034118480.1|DALB	LOC110191959|XP_020818636.1|DSER
OG0002685	LOC117568938|XP_034105757.1|DALB	LOC110178646|XP_020801496.1|DSER
OG0002686	LOC117572059|XP_034110527.1|DALB	LOC110188847|XP_020814411.1|DSER, LOC110182855|XP_020806651.1|DSER
OG0002687	LOC117568026|XP_034104254.1|DALB	LOC110189975|XP_020815923.1|DSER
OG0002688	LOC117568928|XP_034105730.1|DALB	LOC110187899|XP_020813059.1|DSER, LOC110190103|XP_020816070.1|DSER
OG0002689	LOC117564230|XP_034098815.1|DALB	LOC110181511|XP_020804944.1|DSER
OG0002690	LOC117571654|XP_034109779.1|DALB, LOC117571651|XP_034109775.1|DALB	LOC110189987|XP_020815935.1|DSER
OG0002691	LOC117567225|XP_034102947.1|DALB	LOC110179503|XP_020802742.1|DSER
OG0002692	LOC117572046|XP_034110510.1|DALB	LOC110191548|XP_020818081.1|DSER
OG0002693	LOC117570674|XP_034108362.1|DALB	LOC110177606|XP_020800063.1|DSER
OG0002694	LOC117569261|XP_034106252.1|DALB	LOC110178295|XP_020801042.1|DSER
OG0002695	LOC117567195|XP_034102915.1|DALB	LOC110176224|XP_020798165.1|DSER
OG0002696	LOC117569843|XP_034107062.1|DALB	LOC110177542|XP_020799970.1|DSER
OG0002697	LOC117569198|XP_034106157.1|DALB	LOC110189092|XP_020814723.1|DSER
OG0002698	LOC117572571|XP_034111341.1|DALB	LOC110182773|XP_020806552.1|DSER
OG0002699	LOC117572074|XP_034110552.1|DALB	LOC110190584|XP_020816836.1|DSER
OG0002700	LOC117572668|XP_034111564.1|DALB	LOC110190762|XP_020817051.1|DSER
OG0002701	LOC117570297|XP_034107710.1|DALB	LOC110178447|XP_020801241.1|DSER
OG0002702	LOC117568069|XP_034104320.1|DALB	LOC110176963|XP_020799128.1|DSER
OG0002703	LOC117566654|XP_034102089.1|DALB	LOC110189672|XP_020815487.1|DSER
