Orthogroup	DALB.longest_only	CPIP.longest_only
OG0001918	LOC117570031|XP_034107345.1|DALB	LOC120421757|XP_039440964.1|CPIP, LOC120413534|XP_039430343.1|CPIP, LOC120418882|XP_039437350.1|CPIP
OG0001919	LOC117566910|XP_034102421.1|DALB	LOC120424196|XP_039444189.1|CPIP
OG0001920	LOC117572234|XP_034110804.1|DALB	LOC120429774|XP_039450765.1|CPIP
OG0001921	LOC117568163|XP_034104482.1|DALB	LOC120417829|XP_039435979.1|CPIP
OG0001922	LOC117569180|XP_034106140.1|DALB	LOC120419738|XP_039438474.1|CPIP, LOC120426631|XP_039447357.1|CPIP
OG0001923	LOC117567544|XP_034103483.1|DALB	LOC120414208|XP_039431227.1|CPIP
OG0001924	LOC117566044|XP_034101385.1|DALB	LOC120417414|XP_039435391.1|CPIP
OG0001925	LOC117567302|XP_034103077.1|DALB	LOC120426340|XP_039447039.1|CPIP
OG0001926	LOC117570109|XP_034107460.1|DALB	LOC120424376|XP_039444407.1|CPIP
OG0001927	LOC117568201|XP_034104560.1|DALB	LOC120422853|XP_039442336.1|CPIP
OG0001928	LOC117570980|XP_034108818.1|DALB	LOC120422882|XP_039442376.1|CPIP
OG0001929	LOC117570178|XP_034107547.1|DALB	LOC120425920|XP_039446477.1|CPIP
OG0001930	LOC117566414|XP_034101825.1|DALB	LOC120424411|XP_039444453.1|CPIP, LOC120426050|XP_039446672.1|CPIP
OG0001931	LOC117567657|XP_034103665.1|DALB	LOC120420573|XP_039439586.1|CPIP, LOC120420569|XP_039439581.1|CPIP
OG0001932	LOC117572180|XP_034110723.1|DALB	LOC120420572|XP_039439584.1|CPIP
OG0001933	LOC117571747|XP_034109985.1|DALB	LOC120429654|XP_039450614.1|CPIP
OG0001934	LOC117567747|XP_034103824.1|DALB	LOC120415740|XP_039433276.1|CPIP
OG0001935	LOC117567389|XP_034103229.1|DALB, LOC117567388|XP_034103228.1|DALB	LOC120424879|XP_039445074.1|CPIP
OG0001937	LOC117567930|XP_034104109.1|DALB	LOC120429902|XP_039450933.1|CPIP
OG0001938	LOC117571079|XP_034108947.1|DALB	LOC120430101|XP_039451124.1|CPIP
OG0001939	LOC117567165|XP_034102869.1|DALB	LOC120430953|XP_039452015.1|CPIP
OG0001940	LOC117570207|XP_034107586.1|DALB	LOC120421328|XP_039440429.1|CPIP
OG0001941	LOC117570612|XP_034108261.1|DALB	LOC120412386|XP_039428757.1|CPIP
OG0001942	LOC117569339|XP_034106360.1|DALB	LOC120428746|XP_039449758.1|CPIP, LOC120428752|XP_039449767.1|CPIP
OG0001943	LOC117569265|XP_034106256.1|DALB	LOC120424832|XP_039444994.1|CPIP
OG0001944	LOC117567517|XP_034103452.1|DALB	LOC120413226|XP_039429886.1|CPIP
OG0001945	LOC117568442|XP_034105001.1|DALB	LOC120418475|XP_039436842.1|CPIP
OG0001946	LOC117567152|XP_034102857.1|DALB	LOC120420123|XP_039439006.1|CPIP
OG0001947	LOC117569438|XP_034106492.1|DALB	LOC120420099|XP_039438979.1|CPIP
OG0001948	LOC117567176|XP_034102889.1|DALB	LOC120418050|XP_039436235.1|CPIP
OG0001949	LOC117572290|XP_034110891.1|DALB	LOC120420658|XP_039439682.1|CPIP
OG0001950	LOC117576871|XP_034117863.1|DALB	LOC120412372|XP_039428727.1|CPIP
OG0001951	LOC117571256|XP_034109201.1|DALB	LOC120420155|XP_039439052.1|CPIP
OG0001952	LOC117569738|XP_034106907.1|DALB	LOC120412591|XP_039429053.1|CPIP
OG0001953	LOC117568405|XP_034104931.1|DALB	LOC120412898|XP_039429463.1|CPIP
OG0001954	LOC117571339|XP_034109324.1|DALB	LOC120428611|XP_039449573.1|CPIP, LOC120423613|XP_039443414.1|CPIP
OG0001955	LOC117569151|XP_034106102.1|DALB	LOC120423605|XP_039443404.1|CPIP
OG0001956	LOC117567061|XP_034102677.1|DALB	LOC120416540|XP_039434197.1|CPIP
OG0001957	LOC117567155|XP_034102858.1|DALB	LOC120420076|XP_039438934.1|CPIP
OG0001958	LOC117567959|XP_034104152.1|DALB	LOC120418538|XP_039436908.1|CPIP
OG0001959	LOC117569024|XP_034105904.1|DALB	LOC120414470|XP_039431599.1|CPIP, LOC120424420|XP_039444468.1|CPIP
OG0001960	LOC117567844|XP_034103986.1|DALB	LOC120417614|XP_039435662.1|CPIP
OG0001961	LOC117569859|XP_034107084.1|DALB	LOC120423619|XP_039443423.1|CPIP, LOC120416060|XP_039433658.1|CPIP
OG0001962	LOC117570937|XP_034108756.1|DALB	LOC120419531|XP_039438176.1|CPIP
OG0001963	LOC117571133|XP_034109026.1|DALB, LOC117564498|XP_034099209.1|DALB	LOC120424975|XP_039445265.1|CPIP
OG0001964	LOC117571404|XP_034109429.1|DALB	LOC120414117|XP_039431078.1|CPIP
OG0001966	LOC117573978|XP_034113415.1|DALB	LOC120415806|XP_039433364.1|CPIP, LOC120426922|XP_039447663.1|CPIP
OG0001967	LOC117571997|XP_034110399.1|DALB	LOC120427113|XP_039447896.1|CPIP
OG0001968	LOC117572095|XP_034110591.1|DALB, LOC117568109|XP_034104391.1|DALB, LOC117566368|XP_034101756.1|DALB	LOC120427121|XP_039447908.1|CPIP
OG0001969	LOC117570934|XP_034108753.1|DALB	LOC120422690|XP_039442133.1|CPIP
OG0001970	LOC117568123|XP_034104419.1|DALB	LOC120417470|XP_039435472.1|CPIP
OG0001971	LOC117570341|XP_034107787.1|DALB	LOC120421398|XP_039440533.1|CPIP
OG0001972	LOC117567368|XP_034103201.1|DALB	LOC120421381|XP_039440511.1|CPIP
OG0001973	LOC117568040|XP_034104275.1|DALB	LOC120429163|XP_039450304.1|CPIP, LOC120430005|XP_039451041.1|CPIP
OG0001974	LOC117568879|XP_034105670.1|DALB, LOC117566678|XP_034102117.1|DALB	LOC120414968|XP_039432233.1|CPIP
OG0001975	LOC117568677|XP_034105372.1|DALB	LOC120416053|XP_039433649.1|CPIP
OG0001976	LOC117567762|XP_034103844.1|DALB	LOC120416313|XP_039433969.1|CPIP
OG0001977	LOC117565036|XP_034099875.1|DALB	LOC120426547|XP_039447251.1|CPIP, LOC120426354|XP_039447050.1|CPIP
OG0001978	LOC117564558|XP_034099282.1|DALB	LOC120427687|XP_039448510.1|CPIP
OG0001979	LOC117565849|XP_034101058.1|DALB	LOC120419194|XP_039437800.1|CPIP
OG0001980	LOC117563279|XP_034097404.1|DALB	LOC120415672|XP_039433189.1|CPIP
OG0001982	LOC117565723|XP_034100863.1|DALB	LOC120419190|XP_039437794.1|CPIP
OG0001983	LOC117564480|XP_034099171.1|DALB	LOC120414077|XP_039431032.1|CPIP
OG0001984	LOC117564400|XP_034099015.1|DALB	LOC120414105|XP_039431063.1|CPIP
OG0001985	LOC117563530|XP_034097801.1|DALB	LOC120422386|XP_039441733.1|CPIP
OG0001986	LOC117563469|XP_034097715.1|DALB, LOC117563476|XP_034097724.1|DALB	LOC120430331|XP_039451366.1|CPIP
OG0001987	LOC117578226|XP_034119491.1|DALB	LOC120431823|XP_039452877.1|CPIP, LOC120414770|XP_039432018.1|CPIP
OG0001988	LOC117567652|XP_034103655.1|DALB	LOC120418943|XP_039437415.1|CPIP
OG0001989	LOC117564545|XP_034099259.1|DALB	LOC120414766|XP_039432013.1|CPIP
OG0001991	LOC117565755|XP_034100896.1|DALB	LOC120414782|XP_039432028.1|CPIP
OG0001992	LOC117564714|XP_034099486.1|DALB	LOC120429761|XP_039450747.1|CPIP, LOC120430622|XP_039451649.1|CPIP, LOC120431608|XP_039452646.1|CPIP
OG0001993	LOC117563959|XP_034098426.1|DALB	LOC120415092|XP_039432445.1|CPIP, LOC120420891|XP_039439947.1|CPIP
OG0001994	LOC117575735|XP_034115971.1|DALB	LOC120420105|XP_039438990.1|CPIP
OG0001995	LOC117564646|XP_034099398.1|DALB	LOC120423638|XP_039443446.1|CPIP
OG0001997	LOC117572579|XP_034111353.1|DALB	LOC120423172|XP_039442793.1|CPIP
OG0001998	LOC117572576|XP_034111349.1|DALB	LOC120422362|XP_039441707.1|CPIP
OG0001999	LOC117567568|XP_034103525.1|DALB	LOC120424412|XP_039444454.1|CPIP
OG0002000	LOC117565147|XP_034100016.1|DALB	LOC120416072|XP_039433675.1|CPIP
OG0002001	LOC117565489|XP_034100483.1|DALB	LOC120430517|XP_039451561.1|CPIP
OG0002002	LOC117570615|XP_034108266.1|DALB, LOC117569710|XP_034106866.1|DALB	LOC120419842|XP_039438611.1|CPIP
OG0002003	LOC117565295|XP_034100220.1|DALB	LOC120412842|XP_039429398.1|CPIP
OG0002004	LOC117577731|XP_034118525.1|DALB, LOC117577081|XP_034118077.1|DALB, LOC117570913|XP_034108712.1|DALB, LOC117566497|XP_034101928.1|DALB, LOC117565005|XP_034099841.1|DALB, LOC117565317|XP_034100246.1|DALB	LOC120413518|XP_039430313.1|CPIP
OG0002005	LOC117564088|XP_034098609.1|DALB	LOC120416771|XP_039434563.1|CPIP
OG0002006	LOC117566201|XP_034101609.1|DALB	LOC120423468|XP_039443227.1|CPIP
OG0002008	LOC117573140|XP_034111960.1|DALB	LOC120415534|XP_039433027.1|CPIP
OG0002009	LOC117568627|XP_034105309.1|DALB	LOC120415589|XP_039433114.1|CPIP
OG0002010	LOC117563378|XP_034097574.1|DALB	LOC120421995|XP_039441241.1|CPIP
OG0002011	LOC117564905|XP_034099749.1|DALB	LOC120421156|XP_039440280.1|CPIP
OG0002012	LOC117564583|XP_034099315.1|DALB	LOC120417784|XP_039435880.1|CPIP, LOC120412482|XP_039428907.1|CPIP
OG0002013	LOC117565375|XP_034100335.1|DALB	LOC120415549|XP_039433053.1|CPIP
OG0002014	LOC117569364|XP_034106386.1|DALB	LOC120418715|XP_039437122.1|CPIP
OG0002015	LOC117576486|XP_034117151.1|DALB, LOC117576487|XP_034117153.1|DALB	LOC120419666|XP_039438364.1|CPIP
OG0002016	LOC117570325|XP_034107758.1|DALB	LOC120432429|XP_039453578.1|CPIP
OG0002017	LOC117565448|XP_034100431.1|DALB	LOC120432426|XP_039453565.1|CPIP
OG0002018	LOC117563642|XP_034097943.1|DALB	LOC120423389|XP_039443107.1|CPIP
OG0002019	LOC117563830|XP_034098249.1|DALB, LOC117563829|XP_034098248.1|DALB	LOC120412660|XP_039429156.1|CPIP
OG0002020	LOC117563686|XP_034098008.1|DALB	LOC120423990|XP_039443921.1|CPIP
OG0002021	LOC117571991|XP_034110390.1|DALB	LOC120430575|XP_039451616.1|CPIP, LOC120423971|XP_039443897.1|CPIP
OG0002022	LOC117563901|XP_034098352.1|DALB	LOC120414027|XP_039430984.1|CPIP
OG0002023	LOC117573949|XP_034113366.1|DALB	LOC120412669|XP_039429165.1|CPIP
OG0002024	LOC117565258|XP_034100168.1|DALB, LOC117568477|XP_034105056.1|DALB	LOC120419040|XP_039437540.1|CPIP
OG0002025	LOC117564779|XP_034099570.1|DALB	LOC120429066|XP_039450141.1|CPIP
OG0002026	LOC117567428|XP_034103318.1|DALB	LOC120423191|XP_039442824.1|CPIP
OG0002027	LOC117568010|XP_034104224.1|DALB	LOC120420630|XP_039439637.1|CPIP
OG0002028	LOC117567922|XP_034104097.1|DALB	LOC120420635|XP_039439645.1|CPIP
OG0002029	LOC117568396|XP_034104918.1|DALB	LOC120416142|XP_039433752.1|CPIP
OG0002030	LOC117571478|XP_034109531.1|DALB	LOC120416219|XP_039433852.1|CPIP
OG0002031	LOC117572082|XP_034110565.1|DALB	LOC120415104|XP_039432456.1|CPIP
OG0002032	LOC117575805|XP_034116083.1|DALB	LOC120419421|XP_039438033.1|CPIP
OG0002033	LOC117573109|XP_034111927.1|DALB	LOC120418864|XP_039437335.1|CPIP
OG0002034	LOC117565956|XP_034101279.1|DALB	LOC120419537|XP_039438184.1|CPIP
OG0002035	LOC117573990|XP_034113430.1|DALB, LOC117576291|XP_034116837.1|DALB	LOC120418911|XP_039437376.1|CPIP
OG0002036	LOC117574041|XP_034113532.1|DALB	LOC120413806|XP_039430699.1|CPIP
OG0002037	LOC117572117|XP_034110634.1|DALB, LOC117570860|XP_034108631.1|DALB	LOC120426341|XP_039447036.1|CPIP
OG0002038	LOC117575288|XP_034115323.1|DALB	LOC120419712|XP_039438434.1|CPIP
OG0002039	LOC117573118|XP_034111935.1|DALB	LOC120432387|XP_039453516.1|CPIP
OG0002040	LOC117576860|XP_034117853.1|DALB	LOC120424088|XP_039444039.1|CPIP
OG0002041	LOC117567182|XP_034102894.1|DALB	LOC120417055|XP_039434941.1|CPIP
OG0002042	LOC117575622|XP_034115789.1|DALB	LOC120421220|XP_039440356.1|CPIP
OG0002043	LOC117575723|XP_034115955.1|DALB	LOC120428111|XP_039449028.1|CPIP
OG0002044	LOC117576093|XP_034116532.1|DALB	LOC120413784|XP_039430662.1|CPIP
OG0002045	LOC117575040|XP_034115012.1|DALB	LOC120422098|XP_039441384.1|CPIP
OG0002046	LOC117563857|XP_034098281.1|DALB, LOC117577551|XP_034118272.1|DALB, LOC117566778|XP_034102211.1|DALB	LOC120413953|XP_039430890.1|CPIP
OG0002047	LOC117578318|XP_034119665.1|DALB	LOC120413023|XP_039429625.1|CPIP
OG0002048	LOC117574161|XP_034113739.1|DALB	LOC120413048|XP_039429675.1|CPIP
OG0002049	LOC117576956|XP_034118010.1|DALB	LOC120413018|XP_039429611.1|CPIP
OG0002050	LOC117576341|XP_034116907.1|DALB, LOC117576970|XP_034118039.1|DALB	LOC120430297|XP_039451330.1|CPIP
OG0002053	LOC117573278|XP_034112256.1|DALB	LOC120421361|XP_039440494.1|CPIP
OG0002054	LOC117576542|XP_034117271.1|DALB	LOC120422046|XP_039441311.1|CPIP
OG0002055	LOC117574285|XP_034113927.1|DALB	LOC120432078|XP_039453145.1|CPIP
OG0002056	LOC117567396|XP_034103243.1|DALB	LOC120422725|XP_039442187.1|CPIP
OG0002057	LOC117564875|XP_034099715.1|DALB	LOC120422721|XP_039442185.1|CPIP
OG0002058	LOC117569759|XP_034106943.1|DALB	LOC120422720|XP_039442184.1|CPIP
OG0002059	LOC117576797|XP_034117748.1|DALB	LOC120422719|XP_039442181.1|CPIP
OG0002060	LOC117566432|XP_034101853.1|DALB	LOC120418253|XP_039436500.1|CPIP, LOC120422711|XP_039442170.1|CPIP
OG0002061	LOC117572045|XP_034110508.1|DALB	LOC120422716|XP_039442176.1|CPIP, LOC120418238|XP_039436475.1|CPIP
OG0002064	LOC117578154|XP_034119264.1|DALB	LOC120427824|XP_039448680.1|CPIP
OG0002066	LOC117576032|XP_034116433.1|DALB	LOC120424112|XP_039444072.1|CPIP
OG0002067	LOC117567923|XP_034104098.1|DALB	LOC120424122|XP_039444097.1|CPIP
OG0002068	LOC117570527|XP_034108121.1|DALB	LOC120429305|XP_039450465.1|CPIP
OG0002069	LOC117570311|XP_034107746.1|DALB	LOC120416648|XP_039434392.1|CPIP
OG0002070	LOC117573548|XP_034112718.1|DALB	LOC120416657|XP_039434401.1|CPIP
OG0002071	LOC117576524|XP_034117237.1|DALB, LOC117576547|XP_034117275.1|DALB	LOC120414983|XP_039432267.1|CPIP
OG0002072	LOC117571985|XP_034110383.1|DALB	LOC120419937|XP_039438734.1|CPIP
OG0002073	LOC117570467|XP_034108020.1|DALB	LOC120414173|XP_039431171.1|CPIP
OG0002074	LOC117567099|XP_034102769.1|DALB	LOC120430722|XP_039451768.1|CPIP
OG0002075	LOC117565273|XP_034100192.1|DALB	LOC120429589|XP_039450560.1|CPIP, LOC120424597|XP_039444695.1|CPIP
OG0002076	LOC117566774|XP_034102208.1|DALB, LOC117572640|XP_034111502.1|DALB	LOC120421685|XP_039440849.1|CPIP
OG0002077	LOC117567511|XP_034103443.1|DALB	LOC120421681|XP_039440845.1|CPIP
OG0002079	LOC117568582|XP_034105206.1|DALB	LOC120425808|XP_039446361.1|CPIP
OG0002080	LOC117577594|XP_034118332.1|DALB, LOC117568762|XP_034105489.1|DALB	LOC120425571|XP_039446070.1|CPIP
OG0002081	LOC117572064|XP_034110534.1|DALB	LOC120415329|XP_039432751.1|CPIP, LOC120415281|XP_039432685.1|CPIP
OG0002082	LOC117572725|XP_034111681.1|DALB	LOC120416205|XP_039433827.1|CPIP
OG0002083	LOC117572231|XP_034110843.1|DALB	LOC120421448|XP_039440588.1|CPIP
OG0002084	LOC117568546|XP_034105155.1|DALB	LOC120431265|XP_039452332.1|CPIP
OG0002085	LOC117569081|XP_034105988.1|DALB	LOC120417969|XP_039436139.1|CPIP
OG0002086	LOC117570289|XP_034107701.1|DALB	LOC120431538|XP_039452581.1|CPIP
OG0002087	LOC117571793|XP_034110045.1|DALB	LOC120412754|XP_039429281.1|CPIP, LOC120424471|XP_039444539.1|CPIP
OG0002088	LOC117571146|XP_034109039.1|DALB	LOC120415883|XP_039433454.1|CPIP
OG0002089	LOC117567435|XP_034103333.1|DALB	LOC120415358|XP_039432781.1|CPIP
OG0002090	LOC117567440|XP_034103339.1|DALB, LOC117566532|XP_034101963.1|DALB, LOC117570033|XP_034107347.1|DALB	LOC120415870|XP_039433440.1|CPIP
OG0002091	LOC117566708|XP_034102144.1|DALB	LOC120416853|XP_039434677.1|CPIP
OG0002092	LOC117572319|XP_034110942.1|DALB	LOC120416818|XP_039434633.1|CPIP, LOC120412524|XP_039428953.1|CPIP
OG0002093	LOC117571533|XP_034109614.1|DALB	LOC120413492|XP_039430283.1|CPIP, LOC120421859|XP_039441091.1|CPIP
OG0002094	LOC117569587|XP_034106708.1|DALB	LOC120413273|XP_039429936.1|CPIP, LOC120414977|XP_039432245.1|CPIP
OG0002095	LOC117568934|XP_034105754.1|DALB	LOC120415199|XP_039432591.1|CPIP
OG0002096	LOC117570725|XP_034108430.1|DALB	LOC120424725|XP_039444841.1|CPIP
OG0002097	LOC117566759|XP_034102193.1|DALB, LOC117566758|XP_034102192.1|DALB	LOC120421572|XP_039440737.1|CPIP
OG0002098	LOC117571606|XP_034109714.1|DALB	LOC120432554|XP_039453717.1|CPIP, LOC120432556|XP_039453719.1|CPIP
OG0002099	LOC117574988|XP_034114949.1|DALB	LOC120425826|XP_039446378.1|CPIP, LOC120416713|XP_039434469.1|CPIP
OG0002100	LOC117572806|XP_034111798.1|DALB	LOC120431445|XP_039452497.1|CPIP, LOC120422226|XP_039441545.1|CPIP, LOC120422221|XP_039441539.1|CPIP
OG0002101	LOC117567076|XP_034102713.1|DALB	LOC120423808|XP_039443658.1|CPIP
OG0002102	LOC117566809|XP_034102248.1|DALB	LOC120428249|XP_039449169.1|CPIP
OG0002103	LOC117574900|XP_034114829.1|DALB	LOC120424261|XP_039444257.1|CPIP
OG0002104	LOC117573172|XP_034112036.1|DALB	LOC120431821|XP_039452874.1|CPIP, LOC120417938|XP_039436108.1|CPIP, LOC120428230|XP_039449143.1|CPIP, LOC120420286|XP_039439219.1|CPIP, LOC120425287|XP_039445673.1|CPIP, LOC120431810|XP_039452863.1|CPIP, LOC120413092|XP_039429741.1|CPIP, LOC120431820|XP_039452873.1|CPIP, LOC120423415|XP_039443150.1|CPIP, LOC120428231|XP_039449144.1|CPIP, LOC120414040|XP_039430993.1|CPIP, LOC120415756|XP_039433298.1|CPIP, LOC120414090|XP_039431047.1|CPIP, LOC120426707|XP_039447421.1|CPIP, LOC120430989|XP_039452084.1|CPIP
OG0002117	LOC117578098|XP_034119164.1|DALB	LOC120422063|XP_039441333.1|CPIP
OG0002119	LOC117576428|XP_034117065.1|DALB	LOC120428556|XP_039449519.1|CPIP, LOC120413279|XP_039429944.1|CPIP
OG0002120	LOC117573221|XP_034112140.1|DALB	LOC120413305|XP_039430000.1|CPIP
OG0002121	LOC117576121|XP_034116570.1|DALB	LOC120431490|XP_039452556.1|CPIP
OG0002123	LOC117564608|XP_034099354.1|DALB	LOC120419276|XP_039437875.1|CPIP
OG0002124	LOC117577700|XP_034118490.1|DALB	LOC120428874|XP_039449934.1|CPIP
OG0002125	LOC117571548|XP_034109641.1|DALB	LOC120431117|XP_039452206.1|CPIP
OG0002126	LOC117571805|XP_034110062.1|DALB	LOC120422458|XP_039441834.1|CPIP
OG0002127	LOC117578196|XP_034119409.1|DALB	LOC120420229|XP_039439152.1|CPIP
OG0002128	LOC117578063|XP_034119092.1|DALB	LOC120420212|XP_039439133.1|CPIP
OG0002129	LOC117573358|XP_034112376.1|DALB	LOC120432319|XP_039453437.1|CPIP
OG0002130	LOC117572250|XP_034110832.1|DALB	LOC120413375|XP_039430100.1|CPIP
OG0002131	LOC117575274|XP_034115304.1|DALB	LOC120430730|XP_039451775.1|CPIP, LOC120413341|XP_039430054.1|CPIP
OG0002133	LOC117574504|XP_034114250.1|DALB	LOC120413362|XP_039430081.1|CPIP
OG0002134	LOC117577475|XP_034118251.1|DALB	LOC120417703|XP_039435782.1|CPIP
OG0002135	LOC117577802|XP_034118622.1|DALB	LOC120432195|XP_039453283.1|CPIP, LOC120427666|XP_039448477.1|CPIP
OG0002136	LOC117574812|XP_034114670.1|DALB	LOC120417027|XP_039434901.1|CPIP
OG0002137	LOC117574105|XP_034113644.1|DALB	LOC120422079|XP_039441358.1|CPIP
OG0002138	LOC117566886|XP_034102394.1|DALB	LOC120413337|XP_039430047.1|CPIP
OG0002139	LOC117569399|XP_034106429.1|DALB	LOC120413324|XP_039430031.1|CPIP
OG0002140	LOC117573192|XP_034112078.1|DALB	LOC120431394|XP_039452455.1|CPIP
OG0002141	LOC117573177|XP_034112038.1|DALB	LOC120424691|XP_039444804.1|CPIP
OG0002142	LOC117575223|XP_034115241.1|DALB	LOC120416920|XP_039434760.1|CPIP, LOC120430553|XP_039451603.1|CPIP
OG0002143	LOC117564347|XP_034098953.1|DALB	LOC120430599|XP_039451639.1|CPIP
OG0002144	LOC117573240|XP_034112180.1|DALB	LOC120426029|XP_039446642.1|CPIP
OG0002145	LOC117575449|XP_034115552.1|DALB	LOC120427971|XP_039448861.1|CPIP
OG0002146	LOC117575237|XP_034115259.1|DALB	LOC120429017|XP_039450091.1|CPIP
OG0002147	LOC117567338|XP_034103153.1|DALB	LOC120413718|XP_039430575.1|CPIP
OG0002148	LOC117568116|XP_034104411.1|DALB	LOC120416248|XP_039433884.1|CPIP, LOC120416247|XP_039433883.1|CPIP, LOC120416256|XP_039433892.1|CPIP
OG0002149	LOC117573116|XP_034111932.1|DALB	LOC120431264|XP_039452335.1|CPIP
OG0002150	LOC117573954|XP_034113379.1|DALB	LOC120419617|XP_039438292.1|CPIP
OG0002152	LOC117576273|XP_034116810.1|DALB	LOC120416903|XP_039434733.1|CPIP
OG0002153	LOC117574006|XP_034113472.1|DALB	LOC120424542|XP_039444640.1|CPIP, LOC120429007|XP_039450079.1|CPIP
OG0002154	LOC117566000|XP_034101316.1|DALB	LOC120426470|XP_039447167.1|CPIP
OG0002155	LOC117574886|XP_034114809.1|DALB	LOC120423054|XP_039442659.1|CPIP
OG0002156	LOC117568890|XP_034105681.1|DALB	LOC120419889|XP_039438688.1|CPIP
OG0002157	LOC117573681|XP_034112917.1|DALB	LOC120424135|XP_039444112.1|CPIP
OG0002158	LOC117570529|XP_034108124.1|DALB	LOC120424147|XP_039444125.1|CPIP
OG0002159	LOC117570298|XP_034107713.1|DALB	LOC120425011|XP_039445317.1|CPIP
OG0002160	LOC117576324|XP_034116883.1|DALB	LOC120425027|XP_039445332.1|CPIP
OG0002161	LOC117576624|XP_034117435.1|DALB	LOC120424948|XP_039445193.1|CPIP, LOC120427119|XP_039447906.1|CPIP
OG0002162	LOC117575167|XP_034115161.1|DALB	LOC120424944|XP_039445182.1|CPIP
OG0002164	LOC117574074|XP_034113598.1|DALB	LOC120427447|XP_039448249.1|CPIP
OG0002165	LOC117574558|XP_034114321.1|DALB	LOC120427457|XP_039448260.1|CPIP
OG0002166	LOC117565083|XP_034099924.1|DALB	LOC120429237|XP_039450381.1|CPIP
OG0002167	LOC117571036|XP_034108889.1|DALB	LOC120429250|XP_039450396.1|CPIP
OG0002168	LOC117569112|XP_034106022.1|DALB	LOC120416847|XP_039434670.1|CPIP
OG0002169	LOC117567283|XP_034103040.1|DALB	LOC120426989|XP_039447739.1|CPIP, LOC120419251|XP_039437838.1|CPIP
OG0002170	LOC117573167|XP_034112027.1|DALB	LOC120425471|XP_039445940.1|CPIP
OG0002171	LOC117575340|XP_034115389.1|DALB	LOC120427719|XP_039448556.1|CPIP
OG0002172	LOC117576146|XP_034116604.1|DALB	LOC120428999|XP_039450073.1|CPIP
OG0002173	LOC117565449|XP_034100436.1|DALB	LOC120413450|XP_039430222.1|CPIP, LOC120413460|XP_039430232.1|CPIP
OG0002174	LOC117575154|XP_034115149.1|DALB	LOC120426014|XP_039446619.1|CPIP
OG0002175	LOC117575155|XP_034115150.1|DALB	LOC120426015|XP_039446620.1|CPIP
OG0002176	LOC117575821|XP_034116115.1|DALB	LOC120417855|XP_039436009.1|CPIP
OG0002177	LOC117575313|XP_034115358.1|DALB	LOC120426230|XP_039446898.1|CPIP, LOC120426232|XP_039446900.1|CPIP
OG0002179	LOC117575056|XP_034115028.1|DALB	LOC120425564|XP_039446063.1|CPIP
OG0002180	LOC117576832|XP_034117797.1|DALB	LOC120423290|XP_039442986.1|CPIP
OG0002182	LOC117574131|XP_034113680.1|DALB	LOC120427181|XP_039447973.1|CPIP, LOC120430691|XP_039451726.1|CPIP
OG0002184	LOC117576672|XP_034117554.1|DALB	LOC120431815|XP_039452868.1|CPIP
OG0002185	LOC117576268|XP_034116802.1|DALB	LOC120426735|XP_039447442.1|CPIP
OG0002186	LOC117565307|XP_034100236.1|DALB	LOC120421820|XP_039441032.1|CPIP
OG0002187	LOC117573772|XP_034113062.1|DALB	LOC120416088|XP_039433709.1|CPIP
OG0002188	LOC117571450|XP_034109488.1|DALB	LOC120416600|XP_039434328.1|CPIP
OG0002189	LOC117573162|XP_034112015.1|DALB	LOC120424029|XP_039443986.1|CPIP
OG0002190	LOC117575502|XP_034115636.1|DALB	LOC120425993|XP_039446585.1|CPIP
OG0002191	LOC117571808|XP_034110070.1|DALB	LOC120425994|XP_039446587.1|CPIP
OG0002192	LOC117572541|XP_034111301.1|DALB	LOC120428190|XP_039449104.1|CPIP
OG0002193	LOC117574971|XP_034114927.1|DALB	LOC120425752|XP_039446293.1|CPIP
OG0002194	LOC117576038|XP_034116451.1|DALB	LOC120418354|XP_039436640.1|CPIP, LOC120418359|XP_039436649.1|CPIP
OG0002195	LOC117576512|XP_034117212.1|DALB	LOC120427148|XP_039447940.1|CPIP
OG0002196	LOC117573273|XP_034112244.1|DALB	LOC120432515|XP_039453666.1|CPIP
OG0002197	LOC117569515|XP_034106597.1|DALB	LOC120426022|XP_039446630.1|CPIP
OG0002198	LOC117573997|XP_034113437.1|DALB	LOC120425714|XP_039446247.1|CPIP
OG0002199	LOC117575253|XP_034115278.1|DALB	LOC120426688|XP_039447398.1|CPIP
OG0002200	LOC117574361|XP_034114085.1|DALB	LOC120427262|XP_039448055.1|CPIP
OG0002202	LOC117574693|XP_034114492.1|DALB	LOC120416688|XP_039434442.1|CPIP
OG0002203	LOC117574012|XP_034113487.1|DALB	LOC120425982|XP_039446570.1|CPIP
OG0002204	LOC117574509|XP_034114259.1|DALB	LOC120422017|XP_039441275.1|CPIP
OG0002205	LOC117575610|XP_034115773.1|DALB	LOC120430262|XP_039451281.1|CPIP
OG0002206	LOC117574996|XP_034114960.1|DALB	LOC120431088|XP_039452178.1|CPIP, LOC120430929|XP_039451983.1|CPIP
OG0002207	LOC117575300|XP_034115341.1|DALB	LOC120414299|XP_039431367.1|CPIP
