Orthogroup	DALB.longest_only	DMEL.longest_only
OG0000538	LOC117568064|XP_034104311.1|DALB	CG43324|NP_001246399.1|DMEL
OG0000538	LOC117568809|XP_034105561.1|DALB	Ggamma1|NP_523662.1|DMEL
OG0000539	LOC117574978|XP_034114935.1|DALB	E_spl_mgamma-HLH|NP_524504.2|DMEL
OG0000539	LOC117576115|XP_034116563.1|DALB	E_spl_mbeta-HLH|NP_524505.2|DMEL
OG0000540	LOC117565442|XP_034100424.1|DALB	CG9336|NP_610069.2|DMEL
OG0000542	LOC117574053|XP_034113556.1|DALB	ND-49L|NP_651392.2|DMEL
OG0000542	LOC117573207|XP_034112097.1|DALB	ND-49|NP_651926.1|DMEL
OG0000543	LOC117573902|XP_034113301.1|DALB	CG4408|NP_651141.2|DMEL
OG0000543	LOC117572386|XP_034111050.1|DALB	CG2915|NP_610338.1|DMEL
OG0000544	LOC117568673|XP_034105370.1|DALB	Prat2|NP_523949.2|DMEL
OG0000544	LOC117575460|XP_034115560.1|DALB	Prat|NP_524271.2|DMEL
OG0000545	LOC117575100|XP_034115092.1|DALB	beat-IIb|NP_650613.2|DMEL
OG0000545	LOC117575101|XP_034115093.1|DALB	beat-IIa|NP_524384.3|DMEL
OG0000546	LOC117573648|XP_034112859.1|DALB	Nup93-2|NP_650404.1|DMEL
OG0000546	LOC117577896|XP_034118770.1|DALB	Nup93-1|NP_572929.1|DMEL
OG0000547	LOC117575130|XP_034115127.1|DALB, LOC117563554|XP_034097825.1|DALB	Ran|NP_651969.1|DMEL, Ran-like|NP_524082.1|DMEL
OG0000548	LOC117571554|XP_034109648.1|DALB	CG9389|NP_649295.1|DMEL
OG0000548	LOC117570985|XP_034108822.1|DALB	CG9391|NP_649294.1|DMEL
OG0000549	LOC117569957|XP_034107218.1|DALB	l_2_efl|NP_523827.1|DMEL
OG0000550	LOC117570320|XP_034107753.1|DALB	Kaz1-ORFB|NP_001027091.1|DMEL
OG0000550	LOC117569649|XP_034106785.1|DALB	CG34454|NP_001097457.1|DMEL
OG0000551	LOC117570425|XP_034107964.1|DALB	Strn-Mlck|NP_001261019.1|DMEL
OG0000552	LOC117576695|XP_034117582.1|DALB	CG31029|NP_733347.1|DMEL
OG0000552	LOC117576694|XP_034117581.1|DALB	Ppi1|NP_733345.2|DMEL
OG0000553	LOC117565414|XP_034100389.1|DALB, LOC117565415|XP_034100390.1|DALB, LOC117565417|XP_034100393.1|DALB	CG17633|NP_609310.2|DMEL
OG0000554	LOC117576527|XP_034117241.1|DALB	GILT3|NP_651165.1|DMEL
OG0000554	LOC117574065|XP_034113579.1|DALB	GILT2|NP_651166.1|DMEL
OG0000555	LOC117570039|XP_034107354.1|DALB	Ppm1|NP_612039.1|DMEL
OG0000555	LOC117569697|XP_034106847.1|DALB	CG17746|NP_647794.1|DMEL
OG0000556	LOC117569341|XP_034106365.1|DALB	Arpc3B|NP_573193.1|DMEL
OG0000556	LOC117575005|XP_034114973.1|DALB	Arpc3A|NP_650498.3|DMEL
OG0000557	LOC117575409|XP_034115480.1|DALB	CG12256|NP_650166.2|DMEL
OG0000557	LOC117576870|XP_034117862.1|DALB	CG17404|NP_650165.2|DMEL
OG0000558	LOC117576425|XP_034117059.1|DALB	blp|NP_524370.2|DMEL
OG0000558	LOC117565670|XP_034100797.1|DALB	CG1409|NP_572409.2|DMEL
OG0000559	LOC117575571|XP_034115725.1|DALB	Best1|NP_001247018.1|DMEL
OG0000559	LOC117568325|XP_034104797.1|DALB	Best3|NP_730039.1|DMEL
OG0000560	LOC117567917|XP_034104087.1|DALB, LOC117567916|XP_034104086.1|DALB	CG30503|NP_001137612.1|DMEL
OG0000560	LOC117567915|XP_034104085.1|DALB	sPLA2|NP_724556.1|DMEL
OG0000561	LOC117570739|XP_034108452.1|DALB	eyg|NP_524042.2|DMEL
OG0000561	LOC117570772|XP_034108498.1|DALB	toe|NP_524041.2|DMEL
OG0000562	LOC117568411|XP_034104943.1|DALB	chrb|NP_648470.2|DMEL
OG0000562	LOC117567105|XP_034102777.1|DALB	scyl|NP_648456.2|DMEL
OG0000563	LOC117570842|XP_034108613.1|DALB	CG12520|NP_001097596.1|DMEL
OG0000564	LOC117569885|XP_034107115.1|DALB	Edg78E|NP_524198.1|DMEL
OG0000564	LOC117569684|XP_034106823.1|DALB	Cpr78Cc|NP_649300.1|DMEL
OG0000566	LOC117575463|XP_034115566.1|DALB	AhcyL2|NP_996221.1|DMEL
OG0000566	LOC117572277|XP_034110872.1|DALB	AhcyL1|NP_647746.1|DMEL
OG0000567	LOC117577760|XP_034118562.1|DALB	CG4766|NP_572287.1|DMEL
OG0000567	LOC117577978|XP_034118955.1|DALB	mab-21|NP_651971.2|DMEL
OG0000568	LOC117567383|XP_034103226.1|DALB	CG16781|NP_001259211.1|DMEL
OG0000568	LOC117573488|XP_034112606.1|DALB	CG9855|NP_649463.2|DMEL
OG0000569	LOC117576605|XP_034117395.1|DALB	Snap24|NP_524298.1|DMEL
OG0000569	LOC117573194|XP_034112079.1|DALB	Snap25|NP_001036641.1|DMEL
OG0000570	LOC117576577|XP_034117342.1|DALB	Orct2|NP_651238.2|DMEL
OG0000570	LOC117576578|XP_034117343.1|DALB	Orct|NP_524479.1|DMEL
OG0000571	LOC117574018|XP_034113497.1|DALB	CG34354|NP_001097953.2|DMEL
OG0000571	LOC117576764|XP_034117702.1|DALB	trv|NP_001163754.3|DMEL
OG0000572	LOC117574189|XP_034113773.1|DALB	CG10126|NP_788664.2|DMEL
OG0000572	LOC117575540|XP_034115685.1|DALB	CG31345|NP_731744.1|DMEL
OG0000573	LOC117568114|XP_034104406.1|DALB	CG16758|NP_001261330.1|DMEL
OG0000573	LOC117566653|XP_034102087.1|DALB	CG18128|NP_611822.1|DMEL
OG0000574	LOC117567035|XP_034102632.1|DALB	Rh4|NP_476701.1|DMEL
OG0000574	LOC117575445|XP_034115546.1|DALB	Rh3|NP_524411.1|DMEL
OG0000575	LOC117570493|XP_034108078.1|DALB	caup|NP_524046.2|DMEL
OG0000575	LOC117570894|XP_034108687.1|DALB	ara|NP_524045.2|DMEL
OG0000576	LOC117576193|XP_034116677.1|DALB	CG14605|NP_731145.1|DMEL, CG14606|NP_001334690.1|DMEL
OG0000577	LOC117563678|XP_034097996.1|DALB	CG17597|NP_609912.1|DMEL
OG0000577	LOC117563369|XP_034097560.1|DALB	ScpX|NP_524715.2|DMEL
OG0000578	LOC117563541|XP_034097811.1|DALB	Fatp1|NP_001162940.3|DMEL
OG0000578	LOC117566833|XP_034102300.1|DALB	Fatp2|NP_995925.2|DMEL
OG0000579	LOC117574311|XP_034114011.1|DALB	CG9920|NP_650333.1|DMEL
OG0000579	LOC117568033|XP_034104264.1|DALB	CG11267|NP_648622.1|DMEL
OG0000580	LOC117573545|XP_034112716.1|DALB	CG14694|NP_650028.1|DMEL
OG0000580	LOC117573543|XP_034112713.1|DALB	CG6574|NP_650029.1|DMEL
OG0000581	LOC117574002|XP_034113459.1|DALB	AnxB9|NP_476603.1|DMEL
OG0000581	LOC117572373|XP_034111034.1|DALB	AnxB11|NP_727978.1|DMEL
OG0000582	LOC117572467|XP_034111205.1|DALB	SdhAL|NP_648523.1|DMEL
OG0000582	LOC117572271|XP_034110865.1|DALB	SdhA|NP_477210.1|DMEL
OG0000583	LOC117569459|XP_034106516.1|DALB	CG34423|NP_001163263.1|DMEL
OG0000583	LOC117569458|XP_034106515.1|DALB	CG13551|NP_652302.1|DMEL
OG0000584	LOC117564165|XP_034098722.1|DALB	CG13102|NP_609268.2|DMEL
OG0000584	LOC117563586|XP_034097863.1|DALB, LOC117564368|XP_034098976.1|DALB	CG9568|NP_609267.1|DMEL
OG0000585	LOC117569442|XP_034106496.1|DALB, LOC117569920|XP_034107163.1|DALB	CG13679|NP_729345.1|DMEL, CG13674|NP_648192.1|DMEL
OG0000586	LOC117571332|XP_034109314.1|DALB	CG13749|NP_610428.2|DMEL, CG33470|NP_995829.2|DMEL, IMPPP|NP_725288.1|DMEL
OG0000589	LOC117570513|XP_034108145.1|DALB	Drak|NP_001162723.1|DMEL
OG0000590	LOC117574715|XP_034114528.1|DALB	VhaAC39-2|NP_651128.1|DMEL
OG0000590	LOC117574333|XP_034114042.1|DALB	VhaAC39-1|NP_570080.1|DMEL
OG0000592	LOC117572376|XP_034111035.1|DALB	cathD|NP_001334713.1|DMEL
OG0000592	LOC117571583|XP_034109690.1|DALB	CG10104|NP_610961.1|DMEL
OG0000593	LOC117563424|XP_034097650.1|DALB	ND-20L|NP_651698.1|DMEL
OG0000593	LOC117566355|XP_034101733.1|DALB	ND-20|NP_573097.1|DMEL
OG0000594	LOC117574067|XP_034113581.1|DALB	Pglym78|NP_524546.2|DMEL
OG0000594	LOC117576155|XP_034116619.1|DALB	Pglym87|NP_652041.2|DMEL
OG0000595	LOC117575204|XP_034115214.1|DALB	Hrb87F|NP_476807.1|DMEL
OG0000595	LOC117573641|XP_034112843.1|DALB	Hrb98DE|NP_524543.1|DMEL
OG0000596	LOC117577918|XP_034118806.1|DALB	CG3690|NP_569876.3|DMEL
OG0000596	LOC117573268|XP_034112239.1|DALB, LOC117573267|XP_034112238.1|DALB, LOC117563806|XP_034098230.1|DALB	CG31272|NP_650013.3|DMEL
OG0000597	LOC117573713|XP_034112974.1|DALB	ppk22|NP_733051.2|DMEL
OG0000597	LOC117574431|XP_034114159.1|DALB	ppk24|NP_651860.2|DMEL
OG0000598	LOC117574273|XP_034113913.1|DALB	Cyp304a1|NP_731751.1|DMEL
OG0000599	LOC117566392|XP_034101791.1|DALB	Gr61a|NP_523877.1|DMEL
OG0000600	LOC117570761|XP_034108482.1|DALB	CG13321|NP_610831.1|DMEL
OG0000601	LOC117565708|XP_034100844.1|DALB	MME1|NP_609093.1|DMEL
OG0000601	LOC117565706|XP_034100839.1|DALB	colt|NP_477221.1|DMEL
OG0000603	LOC117566116|XP_034101478.1|DALB	CG31262|NP_732222.2|DMEL, CG33124|NP_001097056.3|DMEL, CG31668|NP_001097055.2|DMEL, SLC5A11|NP_609192.1|DMEL
OG0000604	LOC117564075|XP_034098592.1|DALB	Taf10|NP_477463.1|DMEL
OG0000604	LOC117564382|XP_034098992.1|DALB	Taf10b|NP_477418.1|DMEL
OG0000605	LOC117563778|XP_034098176.1|DALB, LOC117563777|XP_034098175.1|DALB	CG9259|NP_610084.1|DMEL
OG0000606	LOC117574263|XP_034113889.1|DALB	CG6660|NP_651104.1|DMEL
OG0000607	LOC117573731|XP_034112993.1|DALB	CG5220|NP_650590.1|DMEL
OG0000607	LOC117573336|XP_034112336.1|DALB	CG7009|NP_650947.1|DMEL
OG0000608	LOC117575661|XP_034115840.1|DALB	Ald2|NP_651476.1|DMEL
OG0000609	LOC117564819|XP_034099631.1|DALB	Cdlc2|NP_477408.1|DMEL
OG0000610	LOC117567740|XP_034103816.1|DALB	Grx1|NP_649065.1|DMEL
OG0000610	LOC117568908|XP_034105704.1|DALB	Grx1t|NP_611609.1|DMEL
OG0000611	LOC117572225|XP_034110794.1|DALB	Treh|NP_726025.1|DMEL
OG0000611	LOC117569955|XP_034107216.1|DALB	CG6262|NP_611123.2|DMEL
OG0000612	LOC117571175|XP_034109093.1|DALB	CG32201|NP_730346.2|DMEL, CG18231|NP_649045.2|DMEL, CG18233|NP_649044.3|DMEL
OG0000614	LOC117573517|XP_034112645.1|DALB	alpha-Man-Ia|NP_727408.2|DMEL
OG0000615	LOC117569740|XP_034106917.1|DALB	CG6470|NP_573304.1|DMEL
OG0000615	LOC117574393|XP_034114122.1|DALB	CG8478|NP_001163576.1|DMEL
OG0000616	LOC117575413|XP_034115488.1|DALB	Hayan|NP_001097020.1|DMEL, psh|NP_573297.1|DMEL
OG0000617	LOC117575989|XP_034116376.1|DALB	CG5611|NP_651574.1|DMEL
OG0000617	LOC117575506|XP_034115640.1|DALB	Srlp|NP_650199.1|DMEL
OG0000618	LOC117573703|XP_034112962.1|DALB	P5CDh2|NP_788705.1|DMEL
OG0000618	LOC117572345|XP_034110993.1|DALB	P5CDh1|NP_730695.1|DMEL
OG0000619	LOC117572298|XP_034110901.1|DALB	CG33998|NP_001033959.1|DMEL
OG0000620	LOC117567579|XP_034103547.1|DALB	Tat|NP_648310.1|DMEL
OG0000621	LOC117576522|XP_034117232.1|DALB	eIF3g2|NP_650887.1|DMEL
OG0000621	LOC117570374|XP_034107863.1|DALB	eIF3g1|NP_570011.1|DMEL
OG0000622	LOC117570206|XP_034107585.1|DALB	GluRIA|NP_476855.1|DMEL
OG0000622	LOC117569833|XP_034107049.1|DALB	GluRIB|NP_001261621.2|DMEL
OG0000623	LOC117569825|XP_034107040.1|DALB	Rac1|NP_476950.1|DMEL
OG0000623	LOC117571426|XP_034109457.1|DALB	Rac2|NP_648121.1|DMEL
OG0000624	LOC117570531|XP_034108127.1|DALB	CG5327|NP_725807.1|DMEL
OG0000625	LOC117572722|XP_034111677.1|DALB	CG33523|NP_001261457.1|DMEL
OG0000625	LOC117572724|XP_034111680.1|DALB	CG32407|NP_729113.1|DMEL
OG0000626	LOC117566761|XP_034102195.1|DALB	CG10459|NP_610513.2|DMEL
OG0000626	LOC117569433|XP_034106484.1|DALB	wmd|NP_001097436.1|DMEL
OG0000627	LOC117572507|XP_034111252.1|DALB	SecCl|NP_001261986.1|DMEL
OG0000627	LOC117574429|XP_034114161.1|DALB	CG6927|NP_572194.1|DMEL
OG0000628	LOC117565246|XP_034100148.1|DALB	Prosalpha6|NP_523532.1|DMEL
OG0000629	LOC117574207|XP_034113802.1|DALB, LOC117574206|XP_034113801.1|DALB	mAcon2|NP_650042.2|DMEL
OG0000629	LOC117565174|XP_034100057.1|DALB, LOC117564067|XP_034098584.1|DALB	mAcon1|NP_524708.1|DMEL
OG0000630	LOC117564045|XP_034098545.1|DALB	dnt|NP_477341.2|DMEL
OG0000630	LOC117565056|XP_034099894.1|DALB	drl|NP_001260566.1|DMEL
OG0000631	LOC117564713|XP_034099485.1|DALB	ZnT33D|NP_723732.2|DMEL
OG0000631	LOC117565173|XP_034100055.1|DALB	ZnT35C|NP_609741.3|DMEL
OG0000632	LOC117565524|XP_034100553.1|DALB	CG34351|NP_001260044.1|DMEL
OG0000632	LOC117565870|XP_034101098.1|DALB	CG14340|NP_608567.2|DMEL
OG0000634	LOC117568717|XP_034105424.1|DALB	Snp|NP_611632.3|DMEL
OG0000635	LOC117567613|XP_034103593.1|DALB	Efhc1.2|NP_611459.1|DMEL
OG0000635	LOC117577669|XP_034118448.1|DALB	Efhc1.1|NP_573075.1|DMEL
OG0000636	LOC117564269|XP_034098862.1|DALB	CG17564|NP_609954.1|DMEL
OG0000636	LOC117564177|XP_034098736.1|DALB	CG10750|NP_001286084.1|DMEL
OG0000637	LOC117567319|XP_034103113.1|DALB	Vsx2|NP_001284897.1|DMEL
OG0000637	LOC117576420|XP_034117048.1|DALB	Vsx1|NP_572232.2|DMEL
OG0000638	LOC117569856|XP_034107080.1|DALB	RpS19b|NP_651195.1|DMEL
OG0000638	LOC117565791|XP_034100967.1|DALB	RpS19a|NP_523376.1|DMEL
OG0000639	LOC117572595|XP_034111394.1|DALB	siz|NP_730594.1|DMEL
OG0000641	LOC117574421|XP_034114149.1|DALB, LOC117576933|XP_034117967.1|DALB	Toll-4|NP_523519.2|DMEL, MstProx|NP_649719.2|DMEL
OG0000642	LOC117563538|XP_034097808.1|DALB	CG30048|NP_001014521.2|DMEL
OG0000643	LOC117574455|XP_034114184.1|DALB	Gr98c|NP_524531.2|DMEL, Gr98d|NP_733214.1|DMEL, Gr98b|NP_733213.1|DMEL
OG0000644	LOC117567265|XP_034103015.1|DALB	CG32086|NP_729720.1|DMEL, CG33489|NP_001261715.1|DMEL, CG33490|NP_996047.1|DMEL
OG0000645	LOC117564942|XP_034099787.1|DALB	CG34177|NP_001097081.1|DMEL
OG0000645	LOC117563298|XP_034097433.1|DALB, LOC117563299|XP_034097434.1|DALB	CG34215|NP_001097204.1|DMEL
OG0000646	LOC117576972|XP_034118040.1|DALB	Apc2|NP_001334699.1|DMEL
OG0000646	LOC117573382|XP_034112460.1|DALB	Apc|NP_477152.1|DMEL
OG0000647	LOC117575946|XP_034116298.1|DALB	CG31559|NP_731045.1|DMEL
OG0000647	LOC117569887|XP_034107121.1|DALB	CG12206|NP_570060.1|DMEL
OG0000648	LOC117577850|XP_034118682.1|DALB	B-H2|NP_523386.1|DMEL
OG0000648	LOC117577986|XP_034118972.1|DALB	B-H1|NP_523387.1|DMEL
OG0000649	LOC117577572|XP_034118299.1|DALB	Frq1|NP_573271.1|DMEL
OG0000649	LOC117577482|XP_034118253.1|DALB	Frq2|NP_525093.1|DMEL
OG0000650	LOC117576519|XP_034117219.1|DALB	CG10694|NP_651212.1|DMEL
OG0000650	LOC117573113|XP_034111930.1|DALB	Rad23|NP_651918.2|DMEL
OG0000651	LOC117567804|XP_034103930.1|DALB	Fit2|NP_648947.1|DMEL
OG0000651	LOC117568586|XP_034105209.1|DALB	Fit1|NP_728936.1|DMEL
OG0000652	LOC117569337|XP_034106358.1|DALB	CanB2|NP_524874.2|DMEL
OG0000652	LOC117577682|XP_034118468.1|DALB	CanB|NP_524741.1|DMEL
OG0000653	LOC117576011|XP_034116409.1|DALB	Sccpdh2|NP_650190.1|DMEL, Sccpdh1|NP_649517.1|DMEL
OG0000654	LOC117572400|XP_034111072.1|DALB	CG33791|NP_001027100.1|DMEL
OG0000654	LOC117566801|XP_034102235.1|DALB	Nc73EF|NP_001097629.1|DMEL
OG0000655	LOC117567327|XP_034103125.1|DALB	Nacalpha|NP_477216.1|DMEL
OG0000656	LOC117574283|XP_034113925.1|DALB	GC1|NP_650134.1|DMEL
OG0000657	LOC117568889|XP_034105680.1|DALB	CG13405|NP_611999.1|DMEL
OG0000657	LOC117564144|XP_034098698.1|DALB	CG3213|NP_608787.1|DMEL
OG0000658	LOC117569426|XP_034106479.1|DALB	RpS5a|NP_523382.1|DMEL
OG0000658	LOC117573941|XP_034113359.1|DALB	RpS5b|NP_650407.1|DMEL
OG0000659	LOC117563557|XP_034097828.1|DALB	gammaTub37C|NP_476922.1|DMEL
OG0000660	LOC117564213|XP_034098789.1|DALB	alpha4GT1|NP_608737.1|DMEL
OG0000661	LOC117572351|XP_034111002.1|DALB	mrva|NP_648103.1|DMEL
OG0000661	LOC117565090|XP_034099931.1|DALB	CG12194|NP_001162873.1|DMEL
OG0000662	LOC117570924|XP_034108745.1|DALB	Scsalpha1|NP_523905.2|DMEL
OG0000662	LOC117577860|XP_034118700.1|DALB	Scsalpha2|NP_650809.1|DMEL
OG0000663	LOC117569390|XP_034106410.1|DALB	pain|NP_611979.1|DMEL
OG0000664	LOC117564016|XP_034098505.1|DALB	CG7907|NP_001097860.1|DMEL
OG0000664	LOC117570880|XP_034108667.1|DALB	Cbp80|NP_726938.1|DMEL
OG0000665	LOC117573325|XP_034112325.1|DALB	to|NP_524497.1|DMEL
OG0000665	LOC117575323|XP_034115370.1|DALB	CG11854|NP_651358.4|DMEL
OG0000666	LOC117569897|XP_034107129.1|DALB	CG10444|NP_611465.2|DMEL
OG0000666	LOC117578059|XP_034119086.1|DALB	CG32669|NP_727460.1|DMEL
OG0000667	LOC117578274|XP_034119594.1|DALB	Tsp3A|NP_525054.2|DMEL
OG0000667	LOC117573551|XP_034112722.1|DALB	Tsp86D|NP_001262468.1|DMEL
OG0000668	LOC117573147|XP_034111977.1|DALB	CG40045|NP_001036640.1|DMEL
OG0000668	LOC117576626|XP_034117441.1|DALB	Ubc87F|NP_650309.1|DMEL
OG0000669	LOC117578037|XP_034119049.1|DALB	CG9521|NP_572977.1|DMEL
OG0000669	LOC117578011|XP_034119005.1|DALB	CG9519|NP_572978.1|DMEL
OG0000670	LOC117565760|XP_034100947.1|DALB	CG4438|NP_609286.1|DMEL, CG11444|NP_572171.1|DMEL
OG0000671	LOC117575061|XP_034115033.1|DALB	Gfat1|NP_001015157.2|DMEL
OG0000671	LOC117575017|XP_034114987.1|DALB	Gfat2|NP_651617.1|DMEL
OG0000672	LOC117567786|XP_034103901.1|DALB	CG18130|NP_572772.1|DMEL
OG0000672	LOC117571431|XP_034109468.1|DALB	CG14221|NP_001259713.1|DMEL
OG0000673	LOC117576886|XP_034117903.1|DALB	Jafrac1|NP_477510.1|DMEL
OG0000673	LOC117568027|XP_034104258.1|DALB	CG6888|NP_648759.1|DMEL
OG0000675	LOC117577641|XP_034118401.1|DALB, LOC117571689|XP_034109870.1|DALB, LOC117577754|XP_034118556.1|DALB	Bace|NP_609235.1|DMEL
OG0000677	LOC117578262|XP_034119575.1|DALB	Lint-1|NP_572692.1|DMEL
OG0000678	LOC117574094|XP_034113622.1|DALB	CG3534|NP_650582.1|DMEL
OG0000678	LOC117565020|XP_034099855.1|DALB	CG3544|NP_608543.1|DMEL
OG0000679	LOC117577714|XP_034118508.1|DALB	CG15739|NP_572760.1|DMEL
OG0000680	LOC117577640|XP_034118400.1|DALB	CG14196|NP_573367.1|DMEL
OG0000680	LOC117568471|XP_034105051.1|DALB	out|NP_573378.1|DMEL
OG0000681	LOC117573364|XP_034112384.1|DALB	Nsf2|NP_788676.1|DMEL
OG0000681	LOC117566126|XP_034101500.1|DALB	comt|NP_524877.1|DMEL
OG0000683	LOC117574071|XP_034113592.1|DALB	CG6178|NP_651221.1|DMEL
OG0000684	LOC117575991|XP_034116379.1|DALB	eIF3d2|NP_731675.1|DMEL
OG0000684	LOC117576609|XP_034117401.1|DALB	eIF3d1|NP_524463.2|DMEL
OG0000685	LOC117574214|XP_034113812.1|DALB	Rab1|NP_732610.1|DMEL
OG0000686	LOC117570004|XP_034107290.1|DALB	SdhB|NP_477101.1|DMEL
OG0000686	LOC117578192|XP_034119401.1|DALB	SdhBL|NP_573340.1|DMEL
OG0000687	LOC117568559|XP_034105178.1|DALB	CG8517|NP_611446.3|DMEL
OG0000687	LOC117572061|XP_034110530.1|DALB	CG8993|NP_647716.1|DMEL
OG0000688	LOC117566937|XP_034102459.1|DALB	olf186-F|NP_001137696.1|DMEL
OG0000689	LOC117570131|XP_034107487.1|DALB	COX7C|NP_652397.1|DMEL
OG0000689	LOC117570130|XP_034107486.1|DALB	CG44296|NP_001286270.1|DMEL
OG0000690	LOC117577602|XP_034118339.1|DALB	Obp19a|NP_728338.2|DMEL
OG0000691	LOC117563341|XP_034097509.1|DALB	CG9314|NP_609248.1|DMEL
OG0000691	LOC117572769|XP_034111749.1|DALB	Cat|NP_536731.1|DMEL
OG0000692	LOC117572055|XP_034110522.1|DALB	Cpr72Eb|NP_648883.1|DMEL
OG0000693	LOC117578299|XP_034119635.1|DALB	CG12994|NP_652488.1|DMEL
OG0000693	LOC117574730|XP_034114551.1|DALB	CG17193|NP_652224.1|DMEL
OG0000694	LOC117573076|XP_034111850.1|DALB	Tango5|NP_727444.1|DMEL
OG0000694	LOC117572591|XP_034111369.1|DALB	CG32087|NP_729740.2|DMEL
OG0000695	LOC117563999|XP_034098480.1|DALB	smal|NP_723165.2|DMEL
OG0000695	LOC117564236|XP_034098818.1|DALB	Ddr|NP_001285666.1|DMEL
OG0000696	LOC117563384|XP_034097588.1|DALB	baf|NP_609176.1|DMEL
OG0000697	LOC117577858|XP_034118698.1|DALB	I-3|NP_728367.3|DMEL
OG0000697	LOC117564401|XP_034099016.1|DALB	CG13994|NP_608988.1|DMEL
OG0000698	LOC117564328|XP_034098925.1|DALB	slp1|NP_476730.1|DMEL
OG0000698	LOC117565639|XP_034100740.1|DALB	slp2|NP_476834.1|DMEL
OG0000699	LOC117564258|XP_034098852.1|DALB	MICU1|NP_001097110.1|DMEL
OG0000699	LOC117576161|XP_034116627.1|DALB	CG4704|NP_651103.1|DMEL
OG0000700	LOC117565951|XP_034101231.1|DALB	CG4341|NP_608558.1|DMEL
OG0000700	LOC117564896|XP_034099736.1|DALB	CG31690|NP_995615.2|DMEL
OG0000701	LOC117568902|XP_034105696.1|DALB	CG10814|NP_610868.1|DMEL
OG0000701	LOC117577732|XP_034118526.1|DALB	CG5321|NP_572967.2|DMEL
OG0000702	LOC117574244|XP_034113862.1|DALB	LpR1|NP_001097934.2|DMEL
OG0000702	LOC117574242|XP_034113854.1|DALB	LpR2|NP_001097928.1|DMEL
OG0000703	LOC117571007|XP_034108853.1|DALB	Gpo1|NP_001097332.1|DMEL
OG0000704	LOC117577622|XP_034118367.1|DALB	sgg|NP_001259193.1|DMEL
OG0000704	LOC117574946|XP_034114891.1|DALB	gskt|NP_733426.1|DMEL
OG0000705	LOC117568186|XP_034104530.1|DALB	Pcyt1|NP_647621.1|DMEL
OG0000706	LOC117565201|XP_034100096.1|DALB	CG5790|NP_609876.2|DMEL
OG0000706	LOC117578084|XP_034119137.1|DALB	Cdc7|NP_727103.1|DMEL
OG0000707	LOC117571527|XP_034109597.1|DALB	LS2|NP_611769.2|DMEL
OG0000707	LOC117577825|XP_034118653.1|DALB	U2af50|NP_001245708.1|DMEL
OG0000708	LOC117566954|XP_034102489.1|DALB	Ptp4E|NP_525076.2|DMEL
OG0000708	LOC117568465|XP_034105038.1|DALB	Ptp10D|NP_996413.2|DMEL
OG0000709	LOC117576075|XP_034116503.1|DALB	eIF4H2|NP_651820.1|DMEL
OG0000709	LOC117567689|XP_034103708.1|DALB	eIF4H1|NP_001285330.1|DMEL
OG0000710	LOC117576461|XP_034117123.1|DALB	Ubc84D|NP_524260.1|DMEL
OG0000710	LOC117566942|XP_034102465.1|DALB	Ubc10|NP_477414.1|DMEL
OG0000711	LOC117571032|XP_034108886.1|DALB	CG12362|NP_648392.1|DMEL
OG0000711	LOC117575987|XP_034116783.1|DALB	ari-1|NP_523399.1|DMEL
OG0000712	LOC117575191|XP_034115194.1|DALB	trem|NP_650861.1|DMEL
OG0000712	LOC117575190|XP_034115193.1|DALB	CG4936|NP_650862.1|DMEL
OG0000713	LOC117575947|XP_034116299.1|DALB	Vha14-2|NP_649614.1|DMEL
OG0000713	LOC117573086|XP_034111870.1|DALB	Vha14-1|NP_476969.1|DMEL
OG0000714	LOC117577929|XP_034118823.1|DALB	TTLL1A|NP_573197.2|DMEL
OG0000714	LOC117570895|XP_034108689.1|DALB	TTLL1B|NP_729025.1|DMEL
OG0000715	LOC117570535|XP_034108132.1|DALB	CG13380|NP_001262016.1|DMEL
OG0000716	LOC117569972|XP_034107243.1|DALB	Prosbeta2R1|NP_572267.1|DMEL
OG0000716	LOC117568974|XP_034105825.1|DALB	Prosbeta2|NP_524076.2|DMEL
OG0000717	LOC117566524|XP_034101955.1|DALB	CG14455|NP_649402.2|DMEL
OG0000718	LOC117573107|XP_034111920.1|DALB	CG11155|NP_726649.3|DMEL
OG0000718	LOC117573166|XP_034112022.1|DALB	Ekar|NP_001036250.1|DMEL
OG0000719	LOC117571875|XP_034110223.1|DALB, LOC117571876|XP_034110226.1|DALB, LOC117571771|XP_034110019.1|DALB, LOC117571877|XP_034110227.1|DALB, LOC117571878|XP_034110228.1|DALB, LOC117569348|XP_034106372.1|DALB	CG6749|NP_648354.1|DMEL
OG0000719	LOC117568699|XP_034105404.1|DALB	CG32055|NP_729599.1|DMEL
OG0000720	LOC117573621|XP_034112814.1|DALB, LOC117573623|XP_034112816.1|DALB, LOC117573351|XP_034112368.1|DALB, LOC117573622|XP_034112815.1|DALB, LOC117573353|XP_034112369.1|DALB	Nep7|NP_651603.1|DMEL, Nepl12|NP_649924.1|DMEL
OG0000721	LOC117565112|XP_034099962.1|DALB, LOC117565111|XP_034099961.1|DALB	Vm26Aa|NP_476783.1|DMEL
OG0000723	LOC117571371|XP_034109377.1|DALB, LOC117571179|XP_034109098.1|DALB	CG13323|NP_610832.1|DMEL, CG13324|NP_610833.1|DMEL
