Orthogroup	DALB.longest_only	DMIR.longest_only
OG0000806	LOC117564430|XP_034099056.1|DALB	LOC117187446|XP_033246032.1|DMIR, LOC117187477|XP_033246145.1|DMIR, LOC117187012|XP_033244503.1|DMIR, LOC117187023|XP_033244548.1|DMIR, LOC117187002|XP_033244443.1|DMIR, LOC117187046|XP_033244649.1|DMIR, LOC117187042|XP_033244639.1|DMIR, LOC117187028|XP_033244574.1|DMIR, LOC117187050|XP_033244669.1|DMIR, LOC117187406|XP_033245904.1|DMIR, LOC117187409|XP_033245912.1|DMIR, LOC117187405|XP_033245898.1|DMIR, LOC117187395|XP_033245885.1|DMIR, LOC117187401|XP_033245895.1|DMIR, LOC117187398|XP_033245890.1|DMIR, LOC117187436|XP_033246007.1|DMIR, LOC117187474|XP_033246134.1|DMIR, LOC117187435|XP_033245998.1|DMIR, LOC108157386|XP_017144916.2|DMIR, LOC117187428|XP_033245978.1|DMIR, LOC117187047|XP_033244653.1|DMIR, LOC117187414|XP_033245940.1|DMIR, LOC117187415|XP_033245946.1|DMIR, LOC117187412|XP_033245930.1|DMIR, LOC117187407|XP_033245908.1|DMIR, LOC117187410|XP_033245922.1|DMIR, LOC117187029|XP_033244576.1|DMIR, LOC117187008|XP_033244460.1|DMIR, LOC108162837|XP_033244414.1|DMIR, LOC117186985|XP_033244360.1|DMIR, LOC117187430|XP_033245981.1|DMIR, LOC117188907|XP_033249371.1|DMIR, LOC117188904|XP_033249368.1|DMIR, LOC117187036|XP_033244620.1|DMIR
OG0000808	LOC117574422|XP_034114151.1|DALB, LOC117573778|XP_034113069.1|DALB	LOC108155691|XP_017142153.1|DMIR, LOC108154069|XP_033245638.1|DMIR, LOC108155692|XP_017142154.1|DMIR, LOC108155695|XP_017142158.1|DMIR, LOC108157754|XP_033245639.1|DMIR, LOC108154070|XP_017139651.2|DMIR, LOC108155694|XP_017142155.1|DMIR
OG0000810	LOC117566663|XP_034102099.1|DALB	LOC117187683|XP_033246252.1|DMIR, LOC108157954|XP_017145588.1|DMIR
OG0000811	LOC117574484|XP_034114213.1|DALB	LOC108157816|XP_017145505.1|DMIR
OG0000811	LOC117566860|XP_034102345.1|DALB	LOC117189394|XP_033250406.1|DMIR, LOC108158768|XP_017146881.1|DMIR
OG0000812	LOC117571219|XP_034109162.1|DALB, LOC117566004|XP_034101313.1|DALB	LOC117186465|XP_033243222.1|DMIR, LOC117186304|XP_033242784.1|DMIR, LOC108151435|XP_033243694.1|DMIR
OG0000813	LOC117571344|XP_034109343.1|DALB	LOC108159415|XP_017148153.2|DMIR, LOC108159089|XP_017147534.1|DMIR
OG0000814	LOC117564229|XP_034098812.1|DALB	LOC108161394|XP_017151131.1|DMIR
OG0000815	LOC117563814|XP_034098238.1|DALB	LOC108162311|XP_033249743.1|DMIR
OG0000816	LOC117576180|XP_034116662.1|DALB	LOC108162665|XP_017152998.1|DMIR
OG0000816	LOC117576460|XP_034117122.1|DALB	LOC108156711|XP_017143848.1|DMIR
OG0000817	LOC117576120|XP_034116569.1|DALB	LOC108154500|XP_017140289.1|DMIR
OG0000817	LOC117574846|XP_034114734.1|DALB	LOC108154587|XP_017140380.1|DMIR
OG0000818	LOC117577975|XP_034118947.1|DALB	LOC108164987|XP_017156502.1|DMIR
OG0000819	LOC117569146|XP_034106098.1|DALB	LOC108150974|XP_017134806.1|DMIR
OG0000819	LOC117577966|XP_034118909.1|DALB	LOC108165041|XP_017156568.1|DMIR
OG0000820	LOC117569058|XP_034105962.1|DALB	LOC117187997|XP_033246976.1|DMIR, LOC108159961|XP_017149121.2|DMIR
OG0000821	LOC117570756|XP_034108470.1|DALB	LOC117190613|XP_033251555.1|DMIR, LOC108160162|XP_017149470.1|DMIR
OG0000822	LOC117564603|XP_034099350.1|DALB	LOC108163500|XP_017154314.1|DMIR
OG0000824	LOC117565859|XP_034101085.1|DALB	LOC108161276|XP_017150984.1|DMIR, LOC108165118|XP_017156666.1|DMIR, LOC117186698|XP_033243673.1|DMIR, LOC108165151|XP_033255735.1|DMIR, LOC108164942|XP_033241997.1|DMIR
OG0000825	LOC117575366|XP_034115422.1|DALB, LOC117572490|XP_034111232.1|DALB	LOC108150946|XP_017134769.1|DMIR
OG0000825	LOC117565009|XP_034099844.1|DALB	LOC108164260|XP_017155389.2|DMIR
OG0000826	LOC117567653|XP_034103656.1|DALB	LOC117195073|XP_033255632.1|DMIR, LOC117195070|XP_033255630.1|DMIR, LOC117195072|XP_033255631.1|DMIR, LOC117195074|XP_033255633.1|DMIR, LOC117194988|XP_033255361.1|DMIR, LOC117194981|XP_033255350.1|DMIR, LOC117194980|XP_033255349.1|DMIR, LOC117194979|XP_033255348.1|DMIR, LOC117194982|XP_033255351.1|DMIR, LOC117189505|XP_033250532.1|DMIR, LOC117194978|XP_033255345.1|DMIR, LOC117194983|XP_033255353.1|DMIR, LOC117189504|XP_033250531.1|DMIR, LOC117194976|XP_033255341.1|DMIR, LOC117194996|XP_033255373.1|DMIR, LOC117194992|XP_033255367.1|DMIR, LOC117194991|XP_033255366.1|DMIR, LOC117194995|XP_033255372.1|DMIR, LOC117194990|XP_033255365.1|DMIR, LOC117194989|XP_033255364.1|DMIR, LOC117194994|XP_033255370.1|DMIR, LOC117194997|XP_033255374.1|DMIR, LOC117195056|XP_033255598.1|DMIR, LOC117195051|XP_033255595.1|DMIR, LOC117195075|XP_033255634.1|DMIR, LOC117194965|XP_033255335.1|DMIR, LOC117195076|XP_033255635.1|DMIR, LOC117194986|XP_033255356.1|DMIR, LOC117194987|XP_033255359.1|DMIR, LOC117194984|XP_033255354.1|DMIR, LOC108159298|XP_017147956.1|DMIR
OG0000828	LOC117574651|XP_034114446.1|DALB, LOC117574650|XP_034114445.1|DALB, LOC117574652|XP_034114448.1|DALB	LOC108154563|XP_017140354.1|DMIR, LOC108157848|XP_017145541.1|DMIR
OG0000829	LOC117566538|XP_034101970.1|DALB	LOC117186686|XP_033243639.1|DMIR, LOC108153682|XP_017139289.2|DMIR
OG0000830	LOC117577972|XP_034118944.1|DALB	LOC108155028|XP_017141076.1|DMIR
OG0000831	LOC117568142|XP_034104440.1|DALB, LOC117570015|XP_034107322.1|DALB	LOC117193559|XP_033254197.1|DMIR, LOC108159607|XP_017148550.1|DMIR
OG0000832	LOC117571986|XP_034110385.1|DALB	LOC117193823|XP_033254424.1|DMIR, LOC108158579|XP_017146511.1|DMIR
OG0000833	LOC117572217|XP_034110784.1|DALB	LOC108165428|XP_017156956.1|DMIR
OG0000834	LOC117575087|XP_034115075.1|DALB	LOC108154517|XP_017140307.1|DMIR
OG0000835	LOC117567566|XP_034103517.1|DALB	LOC108153342|XP_017138767.1|DMIR
OG0000836	LOC117563664|XP_034097971.1|DALB	LOC117188880|XP_033249299.1|DMIR, LOC117188881|XP_033249300.1|DMIR, LOC108164111|XP_033249298.1|DMIR, LOC108161607|XP_017151392.1|DMIR
OG0000837	LOC117571457|XP_034109499.1|DALB	LOC108162100|XP_017152153.1|DMIR
OG0000838	LOC117564192|XP_034098757.1|DALB	LOC108161714|XP_017151523.1|DMIR
OG0000839	LOC117575398|XP_034115464.1|DALB	LOC108154741|XP_017140599.1|DMIR
OG0000840	LOC117573869|XP_034113240.1|DALB	LOC108164574|XP_017155882.1|DMIR
OG0000841	LOC117575081|XP_034115067.1|DALB	LOC108157441|XP_017144984.1|DMIR
OG0000841	LOC117574907|XP_034114841.1|DALB	LOC108157024|XP_017144321.1|DMIR
OG0000843	LOC117567698|XP_034103720.1|DALB	LOC117191099|XP_033251953.1|DMIR, LOC117190358|XP_033251328.1|DMIR, LOC117190631|XP_033251567.1|DMIR, LOC117190630|XP_033251566.1|DMIR, LOC117190170|XP_033251123.1|DMIR, LOC117190355|XP_033251325.1|DMIR, LOC117190335|XP_033251306.1|DMIR, LOC117190332|XP_033251301.1|DMIR, LOC117190336|XP_033251307.1|DMIR, LOC117190337|XP_033251309.1|DMIR, LOC117191089|XP_033251943.1|DMIR, LOC117190328|XP_033251297.1|DMIR, LOC117190327|XP_033251293.1|DMIR, LOC117190333|XP_033251302.1|DMIR, LOC117190329|XP_033251298.1|DMIR, LOC117190331|XP_033251300.1|DMIR, LOC117190330|XP_033251299.1|DMIR, LOC117191632|XP_033252336.1|DMIR, LOC117187714|XP_033246349.1|DMIR, LOC117191634|XP_033252337.1|DMIR, LOC117190320|XP_033251286.1|DMIR, LOC117190334|XP_033251303.1|DMIR
OG0000844	LOC117575495|XP_034115629.1|DALB	LOC108155080|XP_017141186.1|DMIR
OG0000845	LOC117573836|XP_034113582.1|DALB	LOC108163324|XP_017154048.1|DMIR, LOC108163318|XP_017154034.1|DMIR
OG0000846	LOC117575142|XP_034115140.1|DALB, LOC117575144|XP_034115141.1|DALB	LOC108157191|XP_017144609.1|DMIR
OG0000847	LOC117567017|XP_034102595.1|DALB, LOC117567016|XP_034102594.1|DALB, LOC117568790|XP_034105520.1|DALB	LOC108160915|XP_017150682.1|DMIR, LOC117194160|XP_033254707.1|DMIR, LOC108159107|XP_017147569.1|DMIR
OG0000848	LOC117563377|XP_034097571.1|DALB	LOC108164018|XP_017155082.1|DMIR
OG0000849	LOC117565268|XP_034100184.1|DALB	LOC108162518|XP_017152787.1|DMIR
OG0000849	LOC117565869|XP_034101097.1|DALB	LOC108162594|XP_017152901.1|DMIR
OG0000850	LOC117566587|XP_034102019.1|DALB	LOC117191528|XP_033252260.1|DMIR, LOC108158566|XP_017146490.1|DMIR
OG0000850	LOC117571257|XP_034109209.1|DALB	LOC108158565|XP_017146488.1|DMIR
OG0000851	LOC117569866|XP_034107091.1|DALB, LOC117569900|XP_034107133.1|DALB	LOC117188289|XP_033247763.1|DMIR, LOC108160838|XP_033254320.1|DMIR, LOC108158383|XP_017146126.2|DMIR, LOC117188354|XP_033247975.1|DMIR, LOC117188290|XP_033247764.1|DMIR, LOC117193702|XP_033254321.1|DMIR, LOC108160966|XP_017150753.1|DMIR
OG0000852	LOC117571313|XP_034109283.1|DALB	LOC117191554|XP_033252275.1|DMIR, LOC108159359|XP_017148071.1|DMIR
OG0000852	LOC117571314|XP_034109284.1|DALB	LOC117187799|XP_033246541.1|DMIR, LOC108159360|XP_017148073.2|DMIR
OG0000854	LOC117564351|XP_034098960.1|DALB	LOC108160280|XP_017149655.1|DMIR
OG0000855	LOC117563386|XP_034097604.1|DALB	LOC108150977|XP_017134808.1|DMIR
OG0000856	LOC117569733|XP_034106900.1|DALB	LOC108152869|XP_017137987.1|DMIR
OG0000857	LOC117577736|XP_034118534.1|DALB	LOC108162242|XP_017152371.1|DMIR
OG0000858	LOC117574039|XP_034113530.1|DALB	LOC108154170|XP_033244277.1|DMIR
OG0000860	LOC117571603|XP_034109711.1|DALB	LOC108151758|XP_017136088.1|DMIR
OG0000861	LOC117569502|XP_034106576.1|DALB, LOC117566681|XP_034102120.1|DALB, LOC117566680|XP_034102119.1|DALB, LOC117566679|XP_034102118.1|DALB	LOC108158683|XP_017146704.1|DMIR, LOC117194128|XP_033254665.1|DMIR, LOC117193108|XP_033253720.1|DMIR
OG0000862	LOC117571590|XP_034109697.1|DALB	LOC117192274|XP_033252821.1|DMIR, LOC108158863|XP_017147085.1|DMIR, LOC108163211|XP_017153855.1|DMIR
OG0000863	LOC117575971|XP_034116341.1|DALB	LOC108155197|XP_017141358.1|DMIR
OG0000864	LOC117570321|XP_034107757.1|DALB	LOC108152880|XP_017138002.1|DMIR
OG0000865	LOC117571186|XP_034109118.1|DALB	LOC108163908|XP_017154925.1|DMIR
OG0000865	LOC117575252|XP_034115276.1|DALB	LOC108156918|XP_017144154.1|DMIR
OG0000866	LOC117564052|XP_034098561.1|DALB	LOC117188611|XP_033248498.1|DMIR, LOC108161761|XP_033248503.1|DMIR
OG0000867	LOC117563463|XP_034097706.1|DALB	LOC108163864|XP_017154869.1|DMIR
OG0000868	LOC117571006|XP_034108856.1|DALB	LOC108164990|XP_017156505.1|DMIR, LOC108163639|XP_017154539.1|DMIR, LOC108163345|XP_017154074.1|DMIR, LOC108157316|XP_017144814.1|DMIR, LOC108162651|XP_017152977.1|DMIR
OG0000869	LOC117575920|XP_034116264.1|DALB	LOC108157765|XP_017145436.1|DMIR
OG0000870	LOC117567202|XP_034102922.1|DALB	LOC117191037|XP_033251898.1|DMIR, LOC108160499|XP_017150025.1|DMIR
OG0000871	LOC117568338|XP_034104814.1|DALB	LOC108159137|XP_017147620.2|DMIR, LOC117188403|XP_033248129.1|DMIR
OG0000872	LOC117569913|XP_034107147.1|DALB	LOC108158750|XP_017146849.1|DMIR
OG0000873	LOC117572458|XP_034111183.1|DALB	LOC108152656|XP_017137639.1|DMIR
OG0000874	LOC117577957|XP_034118893.1|DALB	LOC108165187|XP_017156746.1|DMIR
OG0000874	LOC117567168|XP_034102873.1|DALB	LOC117193456|XP_033254103.1|DMIR, LOC108160532|XP_017150083.1|DMIR
OG0000875	LOC117574384|XP_034114108.1|DALB, LOC117566684|XP_034102125.1|DALB, LOC117565912|XP_034101163.1|DALB	LOC108153984|XP_033246109.1|DMIR
OG0000875	LOC117569159|XP_034106114.1|DALB	LOC108153332|XP_017138738.1|DMIR
OG0000877	LOC117567651|XP_034103654.1|DALB	LOC108151444|XP_017135545.1|DMIR
OG0000877	LOC117577654|XP_034118432.1|DALB	LOC108165148|XP_017156704.1|DMIR
OG0000878	LOC117569782|XP_034106974.1|DALB	LOC117188132|XP_033247376.1|DMIR, LOC117188133|XP_033247377.1|DMIR, LOC108160693|XP_033252287.1|DMIR, LOC117188131|XP_033247374.1|DMIR
OG0000879	LOC117567924|XP_034104100.1|DALB	LOC117190299|XP_033251273.1|DMIR, LOC117190298|XP_033251272.1|DMIR, LOC117190297|XP_033251271.1|DMIR, LOC117190300|XP_033251274.1|DMIR, LOC117190301|XP_033251276.1|DMIR, LOC117190292|XP_033251265.1|DMIR, LOC117190290|XP_033251263.1|DMIR, LOC117190288|XP_033251261.1|DMIR, LOC117190284|XP_033251256.1|DMIR, LOC117190285|XP_033251257.1|DMIR, LOC117190283|XP_033251255.1|DMIR, LOC117190295|XP_033251268.1|DMIR, LOC117190294|XP_033251267.1|DMIR, LOC117190287|XP_033251260.1|DMIR, LOC117190291|XP_033251264.1|DMIR, LOC117190286|XP_033251259.1|DMIR, LOC117190289|XP_033251262.1|DMIR, LOC117190269|XP_033251223.1|DMIR, LOC117190270|XP_033251228.1|DMIR, LOC108159433|XP_033251231.1|DMIR, LOC117190239|XP_033251180.1|DMIR, LOC117188243|XP_033247685.1|DMIR, LOC108159435|XP_033247671.1|DMIR, LOC117190282|XP_033251254.1|DMIR, LOC117190278|XP_033251247.1|DMIR, LOC117190280|XP_033251252.1|DMIR, LOC117191693|XP_033252382.1|DMIR, LOC117188217|XP_033247608.1|DMIR, LOC117188262|XP_033247712.1|DMIR, LOC117190279|XP_033251251.1|DMIR, LOC117190281|XP_033251253.1|DMIR
OG0000880	LOC117578164|XP_034119332.1|DALB	LOC108152240|XP_017136928.1|DMIR
OG0000880	LOC117571659|XP_034109788.1|DALB	LOC108152817|XP_017137894.1|DMIR
OG0000881	LOC117568171|XP_034104495.1|DALB	LOC108153419|XP_017138910.1|DMIR
OG0000882	LOC117577749|XP_034118552.1|DALB	LOC108160058|XP_017149297.1|DMIR
OG0000882	LOC117565394|XP_034100367.1|DALB	LOC108161883|XP_033250029.1|DMIR
OG0000883	LOC117566190|XP_034101600.1|DALB	LOC108150812|XP_017134609.1|DMIR
OG0000884	LOC117565015|XP_034099851.1|DALB	LOC117188641|XP_033248686.1|DMIR, LOC108163482|XP_017154278.2|DMIR, LOC117188639|XP_033248684.1|DMIR
OG0000884	LOC117576785|XP_034117731.1|DALB	LOC108159126|XP_017147604.1|DMIR
OG0000885	LOC117574622|XP_034114401.1|DALB	LOC108156404|XP_017143332.1|DMIR
OG0000886	LOC117575750|XP_034115999.1|DALB, LOC117575749|XP_034115998.1|DALB	LOC108155876|XP_017142488.1|DMIR
OG0000887	LOC117570999|XP_034108842.1|DALB	LOC108165075|XP_017156615.1|DMIR
OG0000888	LOC117572636|XP_034111489.1|DALB	LOC108152097|XP_017136636.2|DMIR
OG0000889	LOC117568569|XP_034105189.1|DALB	LOC108152556|XP_017137466.1|DMIR
OG0000890	LOC117569594|XP_034106716.1|DALB	LOC117185730|XP_033246507.1|DMIR, LOC108160187|XP_017149506.2|DMIR
OG0000891	LOC117564662|XP_034099415.1|DALB	LOC108163385|XP_017154128.1|DMIR
OG0000892	LOC117568130|XP_034104428.1|DALB	LOC108152050|XP_017136541.1|DMIR
OG0000893	LOC117576917|XP_034117949.1|DALB	LOC108153859|XP_017139447.1|DMIR
OG0000894	LOC117575006|XP_034114974.1|DALB	LOC108156893|XP_017144122.1|DMIR, LOC108156892|XP_017144119.1|DMIR
OG0000894	LOC117573664|XP_034112883.1|DALB	LOC108156884|XP_017144108.1|DMIR
OG0000895	LOC117569175|XP_034106135.1|DALB, LOC117566582|XP_034102015.1|DALB	LOC108159148|XP_017147634.2|DMIR, LOC108159147|XP_017147633.1|DMIR
OG0000896	LOC117564767|XP_034099560.1|DALB	LOC108156265|XP_017143123.1|DMIR
OG0000897	LOC117574931|XP_034114871.1|DALB	LOC108157492|XP_017145078.1|DMIR
OG0000897	LOC117575471|XP_034115579.1|DALB	LOC108154232|XP_017139948.1|DMIR
OG0000898	LOC117563873|XP_034098322.1|DALB, LOC117567227|XP_034102949.1|DALB, LOC117570101|XP_034107448.1|DALB	LOC108160358|XP_017149816.1|DMIR, LOC108158359|XP_017146102.1|DMIR, LOC117192426|XP_033252989.1|DMIR
OG0000899	LOC117575903|XP_034116239.1|DALB	LOC108157561|XP_017145166.1|DMIR
OG0000900	LOC117566584|XP_034102017.1|DALB	LOC108158571|XP_017146496.1|DMIR
OG0000900	LOC117569985|XP_034107255.1|DALB	LOC108158570|XP_017146494.1|DMIR
OG0000901	LOC117566776|XP_034102209.1|DALB, LOC117566777|XP_034102210.1|DALB	LOC108160946|XP_033247342.1|DMIR, LOC117192270|XP_033252815.1|DMIR
OG0000902	LOC117569181|XP_034106144.1|DALB	LOC108156386|XP_017143336.1|DMIR
OG0000902	LOC117578119|XP_034119194.1|DALB	LOC108152189|XP_017136828.1|DMIR
OG0000904	LOC117571846|XP_034110126.1|DALB, LOC117571848|XP_034110130.1|DALB	LOC108151820|XP_017136168.1|DMIR
OG0000906	LOC117569193|XP_034106152.1|DALB	LOC108160203|XP_017149527.1|DMIR
OG0000906	LOC117569191|XP_034106151.1|DALB, LOC117569194|XP_034106153.1|DALB	LOC117193696|XP_033254313.1|DMIR, LOC108160844|XP_017150588.1|DMIR
OG0000907	LOC117567700|XP_034103722.1|DALB	LOC117191628|XP_033252332.1|DMIR, LOC117191629|XP_033252333.1|DMIR, LOC117191626|XP_033252331.1|DMIR, LOC117191630|XP_033252334.1|DMIR, LOC117191631|XP_033252335.1|DMIR, LOC117187719|XP_033246358.1|DMIR, LOC117190340|XP_033251312.1|DMIR, LOC117190343|XP_033251314.1|DMIR, LOC117190629|XP_033251565.1|DMIR, LOC117189528|XP_033250560.1|DMIR, LOC117190628|XP_033251564.1|DMIR, LOC117191098|XP_033251952.1|DMIR, LOC117190169|XP_033251122.1|DMIR, LOC117190348|XP_033251320.1|DMIR, LOC117190342|XP_033251313.1|DMIR, LOC117190352|XP_033251323.1|DMIR, LOC117190344|XP_033251315.1|DMIR, LOC117190346|XP_033251318.1|DMIR, LOC117190347|XP_033251319.1|DMIR, LOC117190345|XP_033251316.1|DMIR, LOC117190350|XP_033251322.1|DMIR, LOC117190349|XP_033251321.1|DMIR
OG0000909	LOC117575793|XP_034116060.1|DALB	LOC117188014|XP_033247036.1|DMIR, LOC108164962|XP_017156460.1|DMIR, LOC108157387|XP_017144912.1|DMIR, LOC117188275|XP_033247725.1|DMIR, LOC117188015|XP_033247042.1|DMIR, LOC117188925|XP_033249448.1|DMIR, LOC117188272|XP_033247720.1|DMIR
OG0000911	LOC117569329|XP_034106350.1|DALB	LOC117188192|XP_033247563.1|DMIR, LOC117188202|XP_033247578.1|DMIR, LOC117188206|XP_033247585.1|DMIR, LOC108160576|XP_033247584.1|DMIR, LOC117188193|XP_033247564.1|DMIR, LOC117187404|XP_033245897.1|DMIR, LOC108158058|XP_033247456.1|DMIR, LOC117188050|XP_033247157.1|DMIR, LOC117188212|XP_033247594.1|DMIR, LOC117188211|XP_033247593.1|DMIR, LOC117188189|XP_033247560.1|DMIR, LOC117194106|XP_033254637.1|DMIR, LOC117194107|XP_033254638.1|DMIR, LOC117194105|XP_033254636.1|DMIR, LOC117194118|XP_033254652.1|DMIR, LOC117194108|XP_033254641.1|DMIR, LOC108155394|XP_033254654.1|DMIR, LOC117194119|XP_033254653.1|DMIR, LOC117194109|XP_033254642.1|DMIR
OG0000912	LOC117571931|XP_034110310.1|DALB	LOC108153104|XP_017138376.1|DMIR
OG0000913	LOC117567399|XP_034103249.1|DALB	LOC108151512|XP_017135645.1|DMIR
OG0000913	LOC117567402|XP_034103252.1|DALB	LOC108151510|XP_017135644.1|DMIR
OG0000915	LOC117568462|XP_034105030.1|DALB	LOC108160172|XP_017149485.1|DMIR, LOC117191242|XP_033252050.1|DMIR
OG0000916	LOC117565140|XP_034100003.1|DALB	LOC108163426|XP_033248996.1|DMIR
OG0000917	LOC117573932|XP_034113348.1|DALB	LOC108156937|XP_033245053.1|DMIR
OG0000917	LOC117566187|XP_034101596.1|DALB	LOC108162455|XP_033249421.1|DMIR
OG0000918	LOC117566068|XP_034101417.1|DALB	LOC108163084|XP_017153652.1|DMIR
OG0000920	LOC117578265|XP_034119578.1|DALB	LOC108165043|XP_017156570.1|DMIR
OG0000922	LOC117566843|XP_034102322.1|DALB	LOC108152685|XP_017137673.1|DMIR
OG0000923	LOC117574976|XP_034114933.1|DALB	LOC108155715|XP_017142201.1|DMIR
OG0000924	LOC117569933|XP_034107186.1|DALB	LOC117186525|XP_033243335.1|DMIR, LOC117186531|XP_033243346.1|DMIR, LOC117186528|XP_033243343.1|DMIR, LOC117186539|XP_033243357.1|DMIR, LOC117186745|XP_033243837.1|DMIR, LOC117186534|XP_033243349.1|DMIR, LOC117186533|XP_033243348.1|DMIR, LOC117186532|XP_033243347.1|DMIR, LOC117186542|XP_033243361.1|DMIR, LOC117186535|XP_033243352.1|DMIR, LOC117186536|XP_033243353.1|DMIR, LOC117195294|XP_033255792.1|DMIR, LOC117186537|XP_033243355.1|DMIR, LOC117186530|XP_033243345.1|DMIR, LOC117186529|XP_033243344.1|DMIR, LOC117186541|XP_033243360.1|DMIR, LOC117186540|XP_033243358.1|DMIR, LOC117186538|XP_033243356.1|DMIR, LOC108153145|XP_033243286.1|DMIR
OG0000925	LOC117576127|XP_034116577.1|DALB	LOC108156033|XP_017142774.1|DMIR
OG0000926	LOC117574374|XP_034114098.1|DALB	LOC108154229|XP_017139945.1|DMIR
OG0000926	LOC117574600|XP_034114378.1|DALB	LOC108154420|XP_017140178.1|DMIR
OG0000927	LOC117573509|XP_034112629.1|DALB	LOC108154503|XP_017140291.1|DMIR
OG0000927	LOC117573508|XP_034112628.1|DALB	LOC108154584|XP_017140376.1|DMIR
OG0000928	LOC117563587|XP_034097864.1|DALB, LOC117563589|XP_034097865.1|DALB, LOC117563209|XP_034097289.1|DALB	LOC108163357|XP_033248877.1|DMIR, LOC108163358|XP_017154091.1|DMIR
OG0000929	LOC117563995|XP_034098476.1|DALB	LOC108162289|XP_017152438.2|DMIR
OG0000929	LOC117563996|XP_034098477.1|DALB	LOC108162290|XP_017152439.2|DMIR
OG0000930	LOC117571734|XP_034109944.1|DALB	LOC108165283|XP_017156807.2|DMIR, LOC108151252|XP_017135257.1|DMIR
OG0000931	LOC117571251|XP_034109196.1|DALB	LOC108159382|XP_017148102.1|DMIR, LOC117190898|XP_033251795.1|DMIR
OG0000931	LOC117563946|XP_034098408.1|DALB	LOC108164077|XP_017155150.1|DMIR
OG0000932	LOC117564370|XP_034098978.1|DALB, LOC117564667|XP_034099422.1|DALB	LOC108165579|XP_017157141.1|DMIR
OG0000933	LOC117570383|XP_034107869.1|DALB	LOC117190986|XP_033251857.1|DMIR, LOC117189410|XP_033250429.1|DMIR, LOC117189389|XP_033250400.1|DMIR, LOC108160975|XP_017150764.1|DMIR
OG0000933	LOC117570384|XP_034107872.1|DALB	LOC108161004|XP_017150799.1|DMIR
OG0000934	LOC117569622|XP_034106750.1|DALB, LOC117569623|XP_034106751.1|DALB	LOC108158295|XP_017146025.1|DMIR, LOC108158286|XP_017146012.1|DMIR, LOC117191189|XP_033252021.1|DMIR, LOC117192026|XP_033252636.1|DMIR
OG0000935	LOC117573817|XP_034113134.1|DALB	LOC108155300|XP_017141504.2|DMIR
OG0000936	LOC117575759|XP_034116013.1|DALB	LOC117187223|XP_033245321.1|DMIR
OG0000936	LOC117570689|XP_034108386.1|DALB	LOC108152145|XP_017136749.1|DMIR
OG0000938	LOC117573958|XP_034113392.1|DALB	LOC108164361|XP_017155475.1|DMIR
OG0000939	LOC117564610|XP_034099357.1|DALB	LOC108163156|XP_017153762.2|DMIR, LOC117185883|XP_033249325.1|DMIR
OG0000940	LOC117569688|XP_034106829.1|DALB	LOC108153229|XP_017138551.1|DMIR
OG0000941	LOC117577589|XP_034118324.1|DALB	LOC108159334|XP_017148024.1|DMIR
OG0000942	LOC117566829|XP_034102289.1|DALB	LOC108152313|XP_017137035.1|DMIR
OG0000943	LOC117567542|XP_034103480.1|DALB	LOC108160030|XP_017149258.1|DMIR, LOC117190065|XP_033251037.1|DMIR
OG0000943	LOC117568320|XP_034104787.1|DALB	LOC108159380|XP_017148097.1|DMIR
OG0000944	LOC117577556|XP_034118280.1|DALB	LOC108164647|XP_017155986.1|DMIR
OG0000945	LOC117567513|XP_034103449.1|DALB	LOC108152464|XP_017137321.1|DMIR
OG0000946	LOC117571608|XP_034109716.1|DALB, LOC117571681|XP_034109813.1|DALB, LOC117564716|XP_034099489.1|DALB	LOC108163484|XP_017154282.1|DMIR
OG0000947	LOC117571451|XP_034109489.1|DALB	LOC108160478|XP_017149987.1|DMIR, LOC117189835|XP_033250789.1|DMIR
OG0000948	LOC117572178|XP_034110721.1|DALB	LOC117186253|XP_033242659.1|DMIR, LOC108151885|XP_033242660.1|DMIR, LOC108151887|XP_033242658.1|DMIR, LOC117186254|XP_033242662.1|DMIR, LOC117186252|XP_033242657.1|DMIR, LOC108151884|XP_033242654.1|DMIR, LOC117186250|XP_033242655.1|DMIR, LOC117186317|XP_033242837.1|DMIR, LOC117186251|XP_033242656.1|DMIR
OG0000949	LOC117565923|XP_034101190.1|DALB	LOC108155578|XP_017141973.1|DMIR
OG0000949	LOC117565933|XP_034101213.1|DALB	LOC108155592|XP_017142002.1|DMIR
OG0000950	LOC117578179|XP_034119384.1|DALB	LOC108152594|XP_017137542.1|DMIR
OG0000950	LOC117576214|XP_034116710.1|DALB	LOC108154333|XP_017140084.1|DMIR
OG0000951	LOC117576018|XP_034116417.1|DALB	LOC117191277|XP_033252078.1|DMIR, LOC108155628|XP_017142048.1|DMIR, LOC117191967|XP_033252600.1|DMIR
OG0000952	LOC117563833|XP_034098252.1|DALB	LOC108162292|XP_017152442.1|DMIR
OG0000954	LOC117572679|XP_034111603.1|DALB, LOC117568521|XP_034105114.1|DALB, LOC117572680|XP_034111604.1|DALB, LOC117572678|XP_034111602.1|DALB, LOC117568611|XP_034105263.1|DALB, LOC117572681|XP_034111606.1|DALB	LOC117194151|XP_033254696.1|DMIR, LOC108158315|XP_017146046.1|DMIR, LOC117193634|XP_033254270.1|DMIR, LOC117194152|XP_033254697.1|DMIR, LOC108158308|XP_017146036.1|DMIR
OG0000955	LOC117573900|XP_034113299.1|DALB	LOC108157789|XP_017145470.1|DMIR
