Orthogroup	DALB.longest_only	ASTE.longest_only
OG0001305	LOC117570656|XP_034108331.1|DALB, LOC117576927|XP_034117961.1|DALB, LOC117575784|XP_034116046.1|DALB	LOC118508529|XP_035904296.1|ASTE
OG0001306	LOC117574783|XP_034114629.1|DALB	LOC118507719|XP_035902560.1|ASTE
OG0001307	LOC117572723|XP_034111679.1|DALB	LOC118502798|XP_035891298.1|ASTE
OG0001308	LOC117569475|XP_034106537.1|DALB	LOC118506555|XP_035899757.1|ASTE
OG0001309	LOC117576337|XP_034116902.1|DALB	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE
OG0001311	LOC117578065|XP_034119095.1|DALB	LOC118503317|XP_035892341.1|ASTE, LOC118517427|XP_035919433.1|ASTE
OG0001312	LOC117572630|XP_034111480.1|DALB	LOC118503305|XP_035892318.1|ASTE
OG0001313	LOC117569218|XP_034106185.1|DALB	LOC118507236|XP_035901379.1|ASTE
OG0001314	LOC117565839|XP_034101042.1|DALB	LOC118512881|XP_035914293.1|ASTE
OG0001315	LOC117563882|XP_034098334.1|DALB, LOC117575188|XP_034115195.1|DALB	LOC118506659|XP_035899970.1|ASTE
OG0001326	LOC117573495|XP_034112613.1|DALB	LOC118508303|XP_035903851.1|ASTE
OG0001328	LOC117577566|XP_034118294.1|DALB	LOC118503066|XP_035891829.1|ASTE
OG0001329	LOC117576432|XP_034117075.1|DALB	LOC118509272|XP_035905520.1|ASTE
OG0001330	LOC117564280|XP_034099277.1|DALB	LOC118517158|XP_035918929.1|ASTE
OG0001331	LOC117569384|XP_034106409.1|DALB	LOC118512722|XP_035913464.1|ASTE
OG0001332	LOC117569321|XP_034106342.1|DALB	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE
OG0001333	LOC117577099|XP_034118093.1|DALB	LOC118509806|XP_035906845.1|ASTE, LOC118509778|XP_035906813.1|ASTE
OG0001334	LOC117574234|XP_034113835.1|DALB	LOC118502597|XP_035890857.1|ASTE, LOC118502813|XP_035891349.1|ASTE
OG0001335	LOC117575035|XP_034115005.1|DALB	LOC118505565|XP_035897415.1|ASTE, LOC118505566|XP_035897416.1|ASTE
OG0001337	LOC117578201|XP_034119421.1|DALB	LOC118511391|XP_035910312.1|ASTE
OG0001338	LOC117569979|XP_034107247.1|DALB	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE
OG0001339	LOC117571897|XP_034110256.1|DALB	LOC118502918|XP_035891545.1|ASTE, LOC118512193|XP_035912188.1|ASTE
OG0001340	LOC117567430|XP_034103319.1|DALB	LOC118506774|XP_035900262.1|ASTE
OG0001341	LOC117575550|XP_034115702.1|DALB	LOC118507844|XP_035902868.1|ASTE
OG0001342	LOC117565563|XP_034100622.1|DALB	LOC118517621|XP_035919810.1|ASTE
OG0001343	LOC117573444|XP_034112556.1|DALB	LOC118502423|XP_035890543.1|ASTE
OG0001344	LOC117573437|XP_034112547.1|DALB	LOC118506366|XP_035899279.1|ASTE, LOC118506365|XP_035899272.1|ASTE
OG0001345	LOC117573917|XP_034113321.1|DALB	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE, LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE
OG0001346	LOC117573938|XP_034113355.1|DALB	LOC118505438|XP_035897125.1|ASTE
OG0001347	LOC117578117|XP_034119193.1|DALB	LOC118508585|XP_035904383.1|ASTE
OG0001348	LOC117578246|XP_034119556.1|DALB	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE
OG0001349	LOC117570051|XP_034107370.1|DALB, LOC117571506|XP_034109566.1|DALB	LOC118510488|XP_035908267.1|ASTE
OG0001350	LOC117568355|XP_034104847.1|DALB, LOC117568352|XP_034104841.1|DALB, LOC117568351|XP_034104839.1|DALB	LOC118512205|XP_035912208.1|ASTE
OG0001351	LOC117569929|XP_034107180.1|DALB	LOC118512096|XP_035911955.1|ASTE
OG0001352	LOC117568256|XP_034104629.1|DALB	LOC118509480|XP_035906015.1|ASTE
OG0001353	LOC117572807|XP_034111804.1|DALB	LOC118504607|XP_035895177.1|ASTE, LOC118509513|XP_035906095.1|ASTE
OG0001354	LOC117567795|XP_034103909.1|DALB	LOC118511541|XP_035910637.1|ASTE
OG0001355	LOC117567116|XP_034102810.1|DALB	LOC118511525|XP_035910607.1|ASTE
OG0001356	LOC117575623|XP_034115790.1|DALB	LOC118513488|XP_035915204.1|ASTE, LOC118509738|XP_035906760.1|ASTE
OG0001357	LOC117571169|XP_034109090.1|DALB	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE
OG0001358	LOC117570910|XP_034108711.1|DALB, LOC117568486|XP_034105064.1|DALB	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE
OG0001359	LOC117565039|XP_034099878.1|DALB	LOC118514604|XP_035917493.1|ASTE, LOC118512664|XP_035913309.1|ASTE
OG0001360	LOC117568862|XP_034105640.1|DALB	LOC118514357|XP_035917072.1|ASTE
OG0001361	LOC117567241|XP_034102979.1|DALB	LOC118509799|XP_035906828.1|ASTE, LOC118509800|XP_035906829.1|ASTE
OG0001362	LOC117567238|XP_034102964.1|DALB	LOC118512297|XP_035912420.1|ASTE
OG0001363	LOC117574942|XP_034114882.1|DALB	LOC118503687|XP_035893121.1|ASTE, LOC118512288|XP_035912404.1|ASTE
OG0001364	LOC117567621|XP_034103604.1|DALB	LOC118514188|XP_035916767.1|ASTE, LOC118513327|XP_035914827.1|ASTE
OG0001365	LOC117572073|XP_034110551.1|DALB	LOC118513191|XP_035914572.1|ASTE
OG0001367	LOC117568932|XP_034105743.1|DALB	LOC118509863|XP_035906966.1|ASTE
OG0001368	LOC117566811|XP_034102250.1|DALB	LOC118513233|XP_035914671.1|ASTE
OG0001369	LOC117577649|XP_034118425.1|DALB	LOC118514260|XP_035916869.1|ASTE
OG0001370	LOC117569818|XP_034107030.1|DALB	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE
OG0001371	LOC117565129|XP_034099985.1|DALB	LOC118509649|XP_035906463.1|ASTE
OG0001372	LOC117571211|XP_034109148.1|DALB	LOC118512013|XP_035911681.1|ASTE
OG0001373	LOC117564504|XP_034099212.1|DALB	LOC118511033|XP_035909507.1|ASTE
OG0001374	LOC117570254|XP_034107658.1|DALB	LOC118513899|XP_035916109.1|ASTE
OG0001376	LOC117572781|XP_034111768.1|DALB	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE
OG0001377	LOC117566053|XP_034101399.1|DALB	LOC118513915|XP_035916158.1|ASTE
OG0001378	LOC117565030|XP_034099868.1|DALB, LOC117565313|XP_034100240.1|DALB	LOC118512644|XP_035913253.1|ASTE
OG0001379	LOC117565235|XP_034100133.1|DALB	LOC118513885|XP_035916092.1|ASTE
OG0001380	LOC117571067|XP_034108927.1|DALB	LOC118508988|XP_035904879.1|ASTE
OG0001381	LOC117566945|XP_034102468.1|DALB	LOC118514539|XP_035917415.1|ASTE
OG0001382	LOC117577268|XP_034118144.1|DALB, LOC117566716|XP_034102152.1|DALB, LOC117565103|XP_034099952.1|DALB	LOC118512516|XP_035912927.1|ASTE
OG0001383	LOC117570330|XP_034107769.1|DALB	LOC118511029|XP_035909502.1|ASTE
OG0001384	LOC117566033|XP_034101370.1|DALB	LOC118509868|XP_035906984.1|ASTE
OG0001387	LOC117564013|XP_034098503.1|DALB	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE
OG0001388	LOC117564849|XP_034099675.1|DALB	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE
OG0001389	LOC117573791|XP_034113089.1|DALB	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE
OG0001390	LOC117564791|XP_034099600.1|DALB	LOC118506752|XP_035900235.1|ASTE
OG0001391	LOC117565682|XP_034100806.1|DALB	LOC118504503|XP_035894922.1|ASTE
OG0001392	LOC117578023|XP_034119013.1|DALB	LOC118506657|XP_035899968.1|ASTE
OG0001393	LOC117576139|XP_034116599.1|DALB	LOC118502606|XP_035890863.1|ASTE
OG0001394	LOC117573215|XP_034112121.1|DALB	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE
OG0001395	LOC117576142|XP_034116598.1|DALB	LOC118505832|XP_035898080.1|ASTE
OG0001396	LOC117570481|XP_034108057.1|DALB, LOC117578267|XP_034119579.1|DALB	LOC118506543|XP_035899727.1|ASTE
OG0001397	LOC117575580|XP_034115737.1|DALB	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE
OG0001399	LOC117567369|XP_034103202.1|DALB	LOC118512891|XP_035913888.1|ASTE
OG0001400	LOC117575733|XP_034115969.1|DALB	LOC118503474|XP_035892665.1|ASTE
OG0001401	LOC117568707|XP_034105412.1|DALB	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE
OG0001402	LOC117571806|XP_034110067.1|DALB	LOC118508085|XP_035903453.1|ASTE
OG0001403	LOC117569395|XP_034106422.1|DALB	LOC118512335|XP_035912510.1|ASTE
OG0001404	LOC117568164|XP_034104485.1|DALB	LOC118505990|XP_035898449.1|ASTE
OG0001405	LOC117571173|XP_034109092.1|DALB	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE
OG0001406	LOC117574610|XP_034114389.1|DALB	LOC118506116|XP_035898717.1|ASTE
OG0001407	LOC117572098|XP_034110596.1|DALB	LOC118508052|XP_035903398.1|ASTE
OG0001408	LOC117571374|XP_034109380.1|DALB	LOC118509985|XP_035907259.1|ASTE
OG0001429	LOC117575675|XP_034115854.1|DALB	LOC118504939|XP_035895931.1|ASTE, LOC118504930|XP_035895920.1|ASTE
OG0001430	LOC117575859|XP_034116169.1|DALB	LOC118513099|XP_035914393.1|ASTE, LOC118510660|XP_035908704.1|ASTE
OG0001431	LOC117569330|XP_034106354.1|DALB	LOC118502803|XP_035891317.1|ASTE
OG0001432	LOC117570359|XP_034107822.1|DALB	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE
OG0001434	LOC117565423|XP_034100401.1|DALB	LOC118503987|XP_035893827.1|ASTE
OG0001435	LOC117572107|XP_034110617.1|DALB	LOC118511737|XP_035911080.1|ASTE
OG0001436	LOC117568711|XP_034105420.1|DALB	LOC118517432|XP_035919444.1|ASTE
OG0001437	LOC117576707|XP_034117613.1|DALB, LOC117563458|XP_034097702.1|DALB	LOC118513084|XP_035914345.1|ASTE
OG0001438	LOC117573392|XP_034112483.1|DALB	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE
OG0001440	LOC117577621|XP_034118366.1|DALB	LOC118508086|XP_035903459.1|ASTE
OG0001442	LOC117565043|XP_034099881.1|DALB, LOC117576163|XP_034116633.1|DALB	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE
OG0001443	LOC117573360|XP_034112379.1|DALB	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE
OG0001444	LOC117576733|XP_034117650.1|DALB	LOC118502379|XP_035890493.1|ASTE
OG0001445	LOC117574322|XP_034114024.1|DALB, LOC117575699|XP_034115902.1|DALB	LOC118503034|XP_035891758.1|ASTE
OG0001446	LOC117576974|XP_034118042.1|DALB	LOC118505222|XP_035896639.1|ASTE
OG0001447	LOC117575422|XP_034115511.1|DALB, LOC117575421|XP_034115497.1|DALB	LOC118504441|XP_035894794.1|ASTE
OG0001448	LOC117573496|XP_034112615.1|DALB	LOC118508304|XP_035903852.1|ASTE
OG0001449	LOC117571782|XP_034110030.1|DALB, LOC117571249|XP_034109193.1|DALB	LOC118502961|XP_035891617.1|ASTE
OG0001450	LOC117574433|XP_034114162.1|DALB, LOC117564631|XP_034099380.1|DALB	LOC118512095|XP_035911953.1|ASTE
OG0001451	LOC117569725|XP_034106887.1|DALB	LOC118510862|XP_035909101.1|ASTE
OG0001452	LOC117566376|XP_034101763.1|DALB	LOC118508899|XP_035904631.1|ASTE
OG0001453	LOC117570774|XP_034108502.1|DALB, LOC117568706|XP_034105411.1|DALB	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE
OG0001454	LOC117574547|XP_034114309.1|DALB	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE
OG0001455	LOC117572363|XP_034111018.1|DALB	LOC118512978|XP_035914115.1|ASTE
OG0001456	LOC117569258|XP_034106224.1|DALB	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE
OG0001457	LOC117567126|XP_034102824.1|DALB	LOC118512050|XP_035911786.1|ASTE
OG0001458	LOC117571454|XP_034109492.1|DALB	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE
OG0001459	LOC117571287|XP_034109245.1|DALB	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE
OG0001460	LOC117570283|XP_034107694.1|DALB	LOC118509617|XP_035906336.1|ASTE
OG0001461	LOC117578320|XP_034119667.1|DALB, LOC117563537|XP_034097807.1|DALB	LOC118512844|XP_035913798.1|ASTE
OG0001462	LOC117567719|XP_034103769.1|DALB	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE
OG0001464	LOC117573580|XP_034112762.1|DALB	LOC118510298|XP_035907815.1|ASTE
OG0001466	LOC117563863|XP_034098310.1|DALB	LOC118509517|XP_035906111.1|ASTE
OG0001467	LOC117563522|XP_034097791.1|DALB	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE
OG0001468	LOC117570211|XP_034107593.1|DALB	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE
OG0001469	LOC117572439|XP_034111159.1|DALB	LOC118512310|XP_035912446.1|ASTE
OG0001470	LOC117571048|XP_034108907.1|DALB	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE
OG0001471	LOC117572188|XP_034110734.1|DALB	LOC118509952|XP_035907180.1|ASTE
OG0001472	LOC117570808|XP_034108554.1|DALB	LOC118511819|XP_035911252.1|ASTE
OG0001473	LOC117575244|XP_034115267.1|DALB	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE
OG0001474	LOC117571827|XP_034110097.1|DALB	LOC118511983|XP_035911615.1|ASTE
OG0001475	LOC117568011|XP_034104225.1|DALB	LOC118505830|XP_035898077.1|ASTE
OG0001476	LOC117568523|XP_034105116.1|DALB	LOC118510956|XP_035909305.1|ASTE
OG0001477	LOC117575131|XP_034115124.1|DALB	LOC118513902|XP_035916117.1|ASTE
OG0001478	LOC117565652|XP_034100757.1|DALB	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE
OG0001479	LOC117567052|XP_034102671.1|DALB	LOC118513844|XP_035916015.1|ASTE
OG0001480	LOC117563564|XP_034097835.1|DALB	LOC118513940|XP_035916216.1|ASTE
OG0001481	LOC117565788|XP_034100956.1|DALB, LOC117565786|XP_034100953.1|DALB	LOC118511126|XP_035909752.1|ASTE
OG0001482	LOC117569703|XP_034106858.1|DALB	LOC118514014|XP_035916376.1|ASTE
OG0001483	LOC117565683|XP_034100807.1|DALB, LOC117565667|XP_034100789.1|DALB, LOC117565666|XP_034100787.1|DALB	LOC118510033|XP_035907314.1|ASTE
OG0001484	LOC117565643|XP_034100747.1|DALB	LOC118511672|XP_035910923.1|ASTE
OG0001485	LOC117569275|XP_034106268.1|DALB	LOC118512587|XP_035913119.1|ASTE
OG0001486	LOC117563237|XP_034097333.1|DALB	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE
OG0001487	LOC117564113|XP_034098657.1|DALB	LOC118511555|XP_035910677.1|ASTE
OG0001488	LOC117571377|XP_034109381.1|DALB	LOC118509962|XP_035907234.1|ASTE
OG0001489	LOC117563385|XP_034097590.1|DALB	LOC118510785|XP_035908963.1|ASTE
OG0001490	LOC117564064|XP_034098579.1|DALB	LOC118510781|XP_035908959.1|ASTE
OG0001491	LOC117565855|XP_034101072.1|DALB, LOC117565854|XP_034101063.1|DALB	LOC118514099|XP_035916532.1|ASTE
OG0001492	LOC117565645|XP_034100750.1|DALB	LOC118510657|XP_035908675.1|ASTE
OG0001493	LOC117569113|XP_034106028.1|DALB	LOC118506650|XP_035899947.1|ASTE
OG0001494	LOC117571367|XP_034109373.1|DALB	LOC118517546|XP_035919678.1|ASTE
OG0001495	LOC117572110|XP_034110620.1|DALB	LOC118506658|XP_035899969.1|ASTE
OG0001496	LOC117577775|XP_034118585.1|DALB	LOC118507659|XP_035902329.1|ASTE
OG0001497	LOC117567005|XP_034102581.1|DALB	LOC118502537|XP_035890702.1|ASTE
OG0001500	LOC117566489|XP_034101913.1|DALB	LOC118505138|XP_035896380.1|ASTE
OG0001501	LOC117575823|XP_034116118.1|DALB	LOC118507979|XP_035903221.1|ASTE
OG0001502	LOC117567678|XP_034103691.1|DALB	LOC118504323|XP_035894545.1|ASTE
OG0001503	LOC117570265|XP_034107671.1|DALB	LOC118512405|XP_035912684.1|ASTE
OG0001504	LOC117573734|XP_034113038.1|DALB	LOC118507224|XP_035901272.1|ASTE
OG0001505	LOC117567062|XP_034102680.1|DALB	LOC118503504|XP_035892740.1|ASTE
OG0001506	LOC117566402|XP_034101806.1|DALB	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE
OG0001507	LOC117572390|XP_034111053.1|DALB	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE
OG0001508	LOC117570323|XP_034107755.1|DALB	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE
OG0001509	LOC117566800|XP_034102233.1|DALB	LOC118505926|XP_035898319.1|ASTE
OG0001510	LOC117563248|XP_034097352.1|DALB	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE
OG0001511	LOC117569805|XP_034107010.1|DALB	LOC118507242|XP_035901387.1|ASTE
OG0001512	LOC117571410|XP_034109439.1|DALB	LOC118503073|XP_035891843.1|ASTE
OG0001513	LOC117569553|XP_034106651.1|DALB	LOC118508391|XP_035904027.1|ASTE
OG0001515	LOC117576400|XP_034117009.1|DALB	LOC118503019|XP_035891735.1|ASTE
OG0001534	LOC117568395|XP_034104912.1|DALB	LOC118505899|XP_035898676.1|ASTE
OG0001535	LOC117575985|XP_034116367.1|DALB	LOC118517720|XP_035920066.1|ASTE
OG0001536	LOC117575953|XP_034116323.1|DALB	LOC118506790|XP_035900302.1|ASTE
OG0001537	LOC117566226|XP_034101663.1|DALB	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE
OG0001538	LOC117577694|XP_034118488.1|DALB	LOC118503667|XP_035893096.1|ASTE
OG0001539	LOC117569449|XP_034106504.1|DALB	LOC118517360|XP_035919269.1|ASTE
OG0001540	LOC117564789|XP_034099598.1|DALB	LOC118511146|XP_035909770.1|ASTE
OG0001541	LOC117569730|XP_034106894.1|DALB	LOC118517446|XP_035919481.1|ASTE
OG0001542	LOC117574521|XP_034114272.1|DALB	LOC118502635|XP_035890979.1|ASTE
OG0001545	LOC117578266|XP_034119582.1|DALB	LOC118506676|XP_035900013.1|ASTE
OG0001546	LOC117578255|XP_034119570.1|DALB	LOC118508312|XP_035903877.1|ASTE
OG0001547	LOC117573400|XP_034112496.1|DALB	LOC118506882|XP_035900543.1|ASTE
OG0001548	LOC117570968|XP_034108805.1|DALB	LOC118517085|XP_035918834.1|ASTE
OG0001549	LOC117564445|XP_034099097.1|DALB	LOC118511070|XP_035909580.1|ASTE
OG0001551	LOC117574656|XP_034114451.1|DALB	LOC118508471|XP_035904171.1|ASTE
OG0001552	LOC117575024|XP_034114993.1|DALB, LOC117566661|XP_034102097.1|DALB	LOC118506807|XP_035900358.1|ASTE
OG0001553	LOC117577676|XP_034118460.1|DALB	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE
OG0001554	LOC117575315|XP_034115360.1|DALB, LOC117576849|XP_034117832.1|DALB	LOC118503590|XP_035892934.1|ASTE
OG0001555	LOC117565340|XP_034100281.1|DALB	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE
OG0001556	LOC117572757|XP_034111732.1|DALB	LOC118514356|XP_035917071.1|ASTE
OG0001557	LOC117568810|XP_034105565.1|DALB	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE
OG0001558	LOC117570538|XP_034108140.1|DALB	LOC118504481|XP_035894891.1|ASTE
OG0001559	LOC117575279|XP_034115311.1|DALB	LOC118502705|XP_035891142.1|ASTE
OG0001560	LOC117576536|XP_034117252.1|DALB	LOC118506880|XP_035900522.1|ASTE
OG0001561	LOC117576029|XP_034116429.1|DALB	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE
OG0001562	LOC117578399|XP_034119745.1|DALB	LOC118511566|XP_035910698.1|ASTE
OG0001563	LOC117573081|XP_034111862.1|DALB	LOC118506798|XP_035900314.1|ASTE
OG0001564	LOC117576321|XP_034116873.1|DALB	LOC118505168|XP_035896467.1|ASTE
OG0001565	LOC117575608|XP_034115770.1|DALB	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE
OG0001566	LOC117575414|XP_034115485.1|DALB	LOC118505781|XP_035897970.1|ASTE
OG0001567	LOC117569382|XP_034106403.1|DALB	LOC118511921|XP_035911452.1|ASTE
OG0001568	LOC117576252|XP_034116770.1|DALB	LOC118511924|XP_035911466.1|ASTE
OG0001569	LOC117575871|XP_034116193.1|DALB	LOC118511929|XP_035911502.1|ASTE
OG0001570	LOC117574197|XP_034113791.1|DALB	LOC118504393|XP_035894692.1|ASTE
OG0001571	LOC117565176|XP_034100059.1|DALB	LOC118511747|XP_035911102.1|ASTE
OG0001572	LOC117577690|XP_034118481.1|DALB	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE
OG0001573	LOC117572789|XP_034111783.1|DALB, LOC117572790|XP_034111784.1|DALB	LOC118512694|XP_035913394.1|ASTE
OG0001574	LOC117572816|XP_034111809.1|DALB	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE
OG0001575	LOC117576805|XP_034117756.1|DALB, LOC117576803|XP_034117754.1|DALB	LOC118511278|XP_035910063.1|ASTE
OG0001576	LOC117576636|XP_034117453.1|DALB	LOC118512248|XP_035912283.1|ASTE
OG0001577	LOC117574344|XP_034114056.1|DALB	LOC118508852|XP_035904498.1|ASTE
OG0001578	LOC117572717|XP_034111671.1|DALB	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE
OG0001579	LOC117565436|XP_034100421.1|DALB	LOC118509698|XP_035906659.1|ASTE
OG0001580	LOC117571885|XP_034110235.1|DALB	LOC118511539|XP_035910626.1|ASTE
OG0001581	LOC117570788|XP_034108531.1|DALB	LOC118512895|XP_035913900.1|ASTE
OG0001582	LOC117571902|XP_034110265.1|DALB	LOC118514210|XP_035916796.1|ASTE
OG0001583	LOC117572182|XP_034110724.1|DALB	LOC118509919|XP_035907122.1|ASTE
OG0001584	LOC117566394|XP_034101793.1|DALB	LOC118509247|XP_035905474.1|ASTE
OG0001586	LOC117571409|XP_034109438.1|DALB	LOC118510349|XP_035907937.1|ASTE
OG0001587	LOC117567367|XP_034103200.1|DALB	LOC118511335|XP_035910161.1|ASTE
OG0001588	LOC117569674|XP_034106812.1|DALB	LOC118512235|XP_035912262.1|ASTE
OG0001589	LOC117566042|XP_034101383.1|DALB	LOC118507578|XP_035902124.1|ASTE
OG0001590	LOC117571732|XP_034109931.1|DALB, LOC117571731|XP_034109930.1|DALB	LOC118512262|XP_035912326.1|ASTE
OG0001591	LOC117574871|XP_034114786.1|DALB	LOC118509673|XP_035906569.1|ASTE
OG0001593	LOC117563626|XP_034097923.1|DALB	LOC118513303|XP_035914777.1|ASTE
OG0001594	LOC117565809|XP_034100989.1|DALB	LOC118508926|XP_035904703.1|ASTE
OG0001595	LOC117566957|XP_034102491.1|DALB	LOC118513575|XP_035915404.1|ASTE
OG0001596	LOC117565803|XP_034100983.1|DALB	LOC118509053|XP_035905056.1|ASTE
OG0001597	LOC117565725|XP_034100865.1|DALB	LOC118509170|XP_035905323.1|ASTE
OG0001598	LOC117563354|XP_034097531.1|DALB	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE
OG0001599	LOC117565621|XP_034100725.1|DALB	LOC118513962|XP_035916270.1|ASTE
OG0001600	LOC117578388|XP_034119715.1|DALB	LOC118512033|XP_035911718.1|ASTE
OG0001601	LOC117564402|XP_034099018.1|DALB	LOC118511048|XP_035909539.1|ASTE
OG0001603	LOC117565779|XP_034100946.1|DALB	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE
OG0001604	LOC117577587|XP_034118322.1|DALB	LOC118506855|XP_035900478.1|ASTE
OG0001605	LOC117572758|XP_034111733.1|DALB	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE
OG0001606	LOC117569914|XP_034107148.1|DALB	LOC118511131|XP_035909758.1|ASTE
OG0001607	LOC117564003|XP_034098484.1|DALB	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE
OG0001608	LOC117564349|XP_034098956.1|DALB	LOC118511595|XP_035910750.1|ASTE
OG0001609	LOC117571363|XP_034109363.1|DALB	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE
OG0001610	LOC117566059|XP_034101406.1|DALB	LOC118513447|XP_035915090.1|ASTE
OG0001611	LOC117563994|XP_034098474.1|DALB	LOC118511616|XP_035910799.1|ASTE
OG0001612	LOC117565142|XP_034100013.1|DALB	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE
OG0001614	LOC117571740|XP_034109948.1|DALB	LOC118508973|XP_035904842.1|ASTE
OG0001615	LOC117563797|XP_034098220.1|DALB, LOC117563798|XP_034098221.1|DALB	LOC118510591|XP_035908485.1|ASTE
OG0001616	LOC117578392|XP_034119731.1|DALB	LOC118513265|XP_035914725.1|ASTE
OG0001617	LOC117563315|XP_034097464.1|DALB	LOC118510872|XP_035909124.1|ASTE
OG0001618	LOC117573230|XP_034112170.1|DALB	LOC118506415|XP_035899396.1|ASTE
OG0001619	LOC117578402|XP_034119747.1|DALB	LOC118512480|XP_035912868.1|ASTE
OG0001620	LOC117569327|XP_034106345.1|DALB, LOC117574561|XP_034114327.1|DALB	LOC118510914|XP_035909210.1|ASTE
OG0001621	LOC117569383|XP_034106404.1|DALB	LOC118513213|XP_035914620.1|ASTE
OG0001622	LOC117563560|XP_034097834.1|DALB	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE
OG0001623	LOC117566113|XP_034101474.1|DALB	LOC118513316|XP_035914811.1|ASTE
OG0001624	LOC117563365|XP_034097555.1|DALB	LOC118510774|XP_035908934.1|ASTE
