Orthogroup	DALB.longest_only	HILL.longest_only
OG0000652	LOC117569337|XP_034106358.1|DALB, LOC117577682|XP_034118468.1|DALB	LOC119647563|XP_037904526.1|HILL
OG0000653	LOC117576011|XP_034116409.1|DALB	LOC119652971|XP_037913303.1|HILL
OG0000654	LOC117566801|XP_034102235.1|DALB	LOC119648654|XP_037906354.1|HILL
OG0000655	LOC117567327|XP_034103125.1|DALB	LOC119661453|XP_037926732.1|HILL
OG0000656	LOC117574283|XP_034113925.1|DALB	LOC119659574|XP_037923659.1|HILL
OG0000657	LOC117568889|XP_034105680.1|DALB	LOC119647275|XP_037904095.1|HILL
OG0000657	LOC117564144|XP_034098698.1|DALB	LOC119661159|XP_037926303.1|HILL, LOC119651892|XP_037911641.1|HILL
OG0000658	LOC117569426|XP_034106479.1|DALB, LOC117573941|XP_034113359.1|DALB	LOC119653510|XP_037914098.1|HILL
OG0000660	LOC117564213|XP_034098789.1|DALB, LOC117564216|XP_034098795.1|DALB	LOC119646862|XP_037903412.1|HILL
OG0000661	LOC117572351|XP_034111002.1|DALB, LOC117565090|XP_034099931.1|DALB	LOC119658210|XP_037921405.1|HILL
OG0000662	LOC117570924|XP_034108745.1|DALB, LOC117577860|XP_034118700.1|DALB	LOC119649469|XP_037907554.1|HILL
OG0000664	LOC117570880|XP_034108667.1|DALB	LOC119653762|XP_037914671.1|HILL
OG0000665	LOC117573325|XP_034112325.1|DALB, LOC117575323|XP_034115370.1|DALB	LOC119660145|XP_037924473.1|HILL
OG0000666	LOC117569897|XP_034107129.1|DALB, LOC117578059|XP_034119086.1|DALB	LOC119659675|XP_037923827.1|HILL
OG0000667	LOC117578274|XP_034119594.1|DALB, LOC117573551|XP_034112722.1|DALB	LOC119659459|XP_037923471.1|HILL
OG0000668	LOC117573147|XP_034111977.1|DALB, LOC117576626|XP_034117441.1|DALB	LOC119658829|XP_037922491.1|HILL
OG0000670	LOC117565760|XP_034100947.1|DALB	LOC119654928|XP_037916507.1|HILL
OG0000671	LOC117575061|XP_034115033.1|DALB, LOC117575017|XP_034114987.1|DALB	LOC119660816|XP_037925587.1|HILL
OG0000672	LOC117567786|XP_034103901.1|DALB, LOC117571431|XP_034109468.1|DALB	LOC119650087|XP_037908523.1|HILL
OG0000673	LOC117576886|XP_034117903.1|DALB, LOC117568027|XP_034104258.1|DALB	LOC119660964|XP_037925936.1|HILL
OG0000674	LOC117570553|XP_034108170.1|DALB	LOC119646666|XP_037903124.1|HILL
OG0000677	LOC117572557|XP_034111324.1|DALB, LOC117571268|XP_034109222.1|DALB, LOC117578262|XP_034119575.1|DALB	LOC119656746|XP_037919233.1|HILL
OG0000678	LOC117574094|XP_034113622.1|DALB, LOC117565020|XP_034099855.1|DALB	LOC119659257|XP_037923177.1|HILL
OG0000679	LOC117577714|XP_034118508.1|DALB	LOC119656788|XP_037919316.1|HILL
OG0000680	LOC117577640|XP_034118400.1|DALB, LOC117568471|XP_034105051.1|DALB	LOC119657277|XP_037920044.1|HILL
OG0000681	LOC117573364|XP_034112384.1|DALB, LOC117566126|XP_034101500.1|DALB	LOC119656887|XP_037919485.1|HILL
OG0000683	LOC117574071|XP_034113592.1|DALB	LOC119650893|XP_037910000.1|HILL
OG0000684	LOC117575991|XP_034116379.1|DALB, LOC117576609|XP_034117401.1|DALB	LOC119651814|XP_037911533.1|HILL
OG0000685	LOC117574214|XP_034113812.1|DALB	LOC119650879|XP_037909972.1|HILL
OG0000686	LOC117570004|XP_034107290.1|DALB, LOC117578192|XP_034119401.1|DALB	LOC119661265|XP_037926448.1|HILL
OG0000687	LOC117568559|XP_034105178.1|DALB, LOC117572061|XP_034110530.1|DALB	LOC119648898|XP_037906728.1|HILL
OG0000688	LOC117566937|XP_034102459.1|DALB	LOC119655131|XP_037916797.1|HILL
OG0000689	LOC117570131|XP_034107487.1|DALB, LOC117570130|XP_034107486.1|DALB	LOC119657177|XP_037919895.1|HILL
OG0000690	LOC117577602|XP_034118339.1|DALB	LOC119653596|XP_037914274.1|HILL
OG0000691	LOC117563341|XP_034097509.1|DALB, LOC117572769|XP_034111749.1|DALB	LOC119649978|XP_037908346.1|HILL
OG0000692	LOC117572055|XP_034110522.1|DALB	LOC119648625|XP_037906323.1|HILL, LOC119647809|XP_037904952.1|HILL, LOC119652487|XP_037912595.1|HILL
OG0000693	LOC117578299|XP_034119635.1|DALB	LOC119657578|XP_037920474.1|HILL
OG0000693	LOC117574730|XP_034114551.1|DALB	LOC119657891|XP_037920962.1|HILL
OG0000694	LOC117573076|XP_034111850.1|DALB, LOC117572591|XP_034111369.1|DALB	LOC119653610|XP_037914300.1|HILL
OG0000695	LOC117563999|XP_034098480.1|DALB, LOC117564236|XP_034098818.1|DALB	LOC119652336|XP_037912278.1|HILL
OG0000696	LOC117563384|XP_034097588.1|DALB	LOC119661444|XP_037926717.1|HILL
OG0000697	LOC117577858|XP_034118698.1|DALB, LOC117564401|XP_034099016.1|DALB	LOC119650562|XP_037909296.1|HILL
OG0000698	LOC117564328|XP_034098925.1|DALB	LOC119658246|XP_037921452.1|HILL
OG0000698	LOC117565639|XP_034100740.1|DALB	LOC119647067|XP_037903752.1|HILL
OG0000699	LOC117564258|XP_034098852.1|DALB, LOC117576161|XP_034116627.1|DALB	LOC119651230|XP_037910634.1|HILL
OG0000700	LOC117565951|XP_034101231.1|DALB, LOC117564896|XP_034099736.1|DALB	LOC119646407|XP_037902779.1|HILL
OG0000701	LOC117568902|XP_034105696.1|DALB, LOC117577732|XP_034118526.1|DALB	LOC119646960|XP_037903587.1|HILL
OG0000702	LOC117574244|XP_034113862.1|DALB, LOC117574242|XP_034113854.1|DALB	LOC119660330|XP_037924740.1|HILL
OG0000703	LOC117571007|XP_034108853.1|DALB	LOC119654345|XP_037915612.1|HILL
OG0000704	LOC117577622|XP_034118367.1|DALB, LOC117574946|XP_034114891.1|DALB	LOC119656221|XP_037918548.1|HILL
OG0000705	LOC117568186|XP_034104530.1|DALB	LOC119647711|XP_037904729.1|HILL
OG0000707	LOC117571527|XP_034109597.1|DALB, LOC117577825|XP_034118653.1|DALB	LOC119653490|XP_037914046.1|HILL
OG0000708	LOC117566954|XP_034102489.1|DALB, LOC117568465|XP_034105038.1|DALB	LOC119656653|XP_037919046.1|HILL
OG0000709	LOC117576075|XP_034116503.1|DALB, LOC117567689|XP_034103708.1|DALB	LOC119653532|XP_037914134.1|HILL
OG0000710	LOC117576461|XP_034117123.1|DALB, LOC117566942|XP_034102465.1|DALB	LOC119654565|XP_037915943.1|HILL
OG0000711	LOC117571032|XP_034108886.1|DALB, LOC117575987|XP_034116783.1|DALB	LOC119656215|XP_037918541.1|HILL
OG0000713	LOC117575947|XP_034116299.1|DALB, LOC117573086|XP_034111870.1|DALB	LOC119655497|XP_037917327.1|HILL
OG0000714	LOC117577929|XP_034118823.1|DALB, LOC117570895|XP_034108689.1|DALB	LOC119648844|XP_037906647.1|HILL
OG0000716	LOC117569972|XP_034107243.1|DALB, LOC117568974|XP_034105825.1|DALB	LOC119649173|XP_037907129.1|HILL
OG0000717	LOC117566524|XP_034101955.1|DALB	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL
OG0000718	LOC117573166|XP_034112022.1|DALB	LOC119660961|XP_037925932.1|HILL
OG0000719	LOC117571875|XP_034110223.1|DALB, LOC117571876|XP_034110226.1|DALB, LOC117571771|XP_034110019.1|DALB, LOC117571877|XP_034110227.1|DALB, LOC117571878|XP_034110228.1|DALB, LOC117569348|XP_034106372.1|DALB, LOC117568699|XP_034105404.1|DALB	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL
OG0000724	LOC117569982|XP_034107254.1|DALB, LOC117576001|XP_034116395.1|DALB	LOC119657926|XP_037921041.1|HILL
OG0000726	LOC117575529|XP_034115668.1|DALB, LOC117574905|XP_034114838.1|DALB	LOC119653055|XP_037913462.1|HILL
OG0000727	LOC117576060|XP_034116485.1|DALB, LOC117575357|XP_034115413.1|DALB	LOC119658886|XP_037922601.1|HILL
OG0000728	LOC117578224|XP_034119488.1|DALB	LOC119650595|XP_037909372.1|HILL
OG0000729	LOC117574265|XP_034113893.1|DALB, LOC117574266|XP_034113894.1|DALB	LOC119652827|XP_037913083.1|HILL
OG0000730	LOC117570590|XP_034108225.1|DALB, LOC117565891|XP_034101124.1|DALB	LOC119647745|XP_037904788.1|HILL
OG0000731	LOC117572709|XP_034111657.1|DALB, LOC117568865|XP_034105643.1|DALB	LOC119646681|XP_037903161.1|HILL
OG0000732	LOC117569565|XP_034106675.1|DALB, LOC117569564|XP_034106673.1|DALB	LOC119648801|XP_037906578.1|HILL
OG0000733	LOC117576057|XP_034116480.1|DALB, LOC117568400|XP_034104923.1|DALB	LOC119648378|XP_037906038.1|HILL
OG0000734	LOC117572665|XP_034111555.1|DALB	LOC119650154|XP_037908624.1|HILL
OG0000735	LOC117565984|XP_034101289.1|DALB	LOC119651169|XP_037910516.1|HILL
OG0000736	LOC117564655|XP_034099405.1|DALB, LOC117564656|XP_034099406.1|DALB	LOC119651873|XP_037911608.1|HILL
OG0000738	LOC117564734|XP_034099512.1|DALB, LOC117564431|XP_034099058.1|DALB	LOC119651288|XP_037910731.1|HILL
OG0000739	LOC117573942|XP_034113360.1|DALB, LOC117573943|XP_034113361.1|DALB	LOC119659661|XP_037923798.1|HILL
OG0000740	LOC117575420|XP_034115495.1|DALB	LOC119660242|XP_037924623.1|HILL
OG0000741	LOC117563847|XP_034098267.1|DALB, LOC117563848|XP_034098268.1|DALB, LOC117563427|XP_034097655.1|DALB	LOC119660617|XP_037925245.1|HILL
OG0000742	LOC117573481|XP_034112604.1|DALB, LOC117575324|XP_034115374.1|DALB	LOC119655245|XP_037916962.1|HILL
OG0000743	LOC117569820|XP_034107033.1|DALB, LOC117571542|XP_034109626.1|DALB	LOC119647882|XP_037905097.1|HILL
OG0000744	LOC117571109|XP_034108983.1|DALB, LOC117566807|XP_034102246.1|DALB	LOC119654872|XP_037916395.1|HILL, LOC119655078|XP_037916705.1|HILL, LOC119655079|XP_037916706.1|HILL, LOC119653866|XP_037914852.1|HILL
OG0000745	LOC117569015|XP_034105894.1|DALB, LOC117566607|XP_034102039.1|DALB	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL
OG0000746	LOC117568399|XP_034104922.1|DALB	LOC119654765|XP_037916233.1|HILL
OG0000747	LOC117569971|XP_034107239.1|DALB, LOC117569548|XP_034106647.1|DALB	LOC119653703|XP_037914507.1|HILL
OG0000748	LOC117565221|XP_034100120.1|DALB	LOC119657475|XP_037920323.1|HILL
OG0000750	LOC117566718|XP_034102154.1|DALB, LOC117569122|XP_034106034.1|DALB	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL
OG0000753	LOC117576010|XP_034116408.1|DALB, LOC117571892|XP_034110248.1|DALB	LOC119651896|XP_037911650.1|HILL
OG0000754	LOC117573213|XP_034112120.1|DALB, LOC117578190|XP_034119397.1|DALB	LOC119657544|XP_037920415.1|HILL
OG0000755	LOC117575392|XP_034115459.1|DALB, LOC117575391|XP_034115458.1|DALB	LOC119652498|XP_037912609.1|HILL
OG0000756	LOC117574861|XP_034114767.1|DALB	LOC119651830|XP_037911552.1|HILL
OG0000756	LOC117574986|XP_034114947.1|DALB	LOC119652905|XP_037913209.1|HILL
OG0000757	LOC117563515|XP_034097783.1|DALB, LOC117572369|XP_034111027.1|DALB	LOC119647880|XP_037905096.1|HILL
OG0000758	LOC117568793|XP_034105543.1|DALB, LOC117568792|XP_034105540.1|DALB	LOC119648790|XP_037906564.1|HILL
OG0000759	LOC117570747|XP_034108459.1|DALB, LOC117569826|XP_034107041.1|DALB	LOC119648906|XP_037906739.1|HILL
OG0000760	LOC117570110|XP_034107462.1|DALB	LOC119661608|XP_037926952.1|HILL
OG0000762	LOC117564060|XP_034098574.1|DALB	LOC119661373|XP_037926619.1|HILL
OG0000763	LOC117564355|XP_034098961.1|DALB, LOC117563779|XP_034098177.1|DALB	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL
OG0000764	LOC117574354|XP_034114069.1|DALB	LOC119654962|XP_037916548.1|HILL
OG0000765	LOC117569387|XP_034106408.1|DALB, LOC117576457|XP_034117121.1|DALB	LOC119654298|XP_037915532.1|HILL
OG0000766	LOC117565562|XP_034100621.1|DALB, LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB	LOC119654919|XP_037916494.1|HILL
OG0000767	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB, LOC117572334|XP_034110963.1|DALB	LOC119649895|XP_037908215.1|HILL
OG0000768	LOC117571269|XP_034109223.1|DALB	LOC119650429|XP_037909174.1|HILL
OG0000769	LOC117575653|XP_034115830.1|DALB, LOC117569676|XP_034107211.1|DALB	LOC119657753|XP_037920735.1|HILL
OG0000770	LOC117569338|XP_034106359.1|DALB	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL
OG0000771	LOC117570925|XP_034108746.1|DALB	LOC119658887|XP_037922605.1|HILL
OG0000772	LOC117571008|XP_034108857.1|DALB	LOC119647072|XP_037903758.1|HILL, LOC119646422|XP_037902795.1|HILL, LOC119661462|XP_037926751.1|HILL, LOC119646139|XP_037902424.1|HILL
OG0000774	LOC117570836|XP_034108602.1|DALB, LOC117570839|XP_034108606.1|DALB	LOC119657784|XP_037920791.1|HILL
OG0000778	LOC117574403|XP_034114132.1|DALB, LOC117573155|XP_034112004.1|DALB	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL
OG0000779	LOC117572674|XP_034111596.1|DALB	LOC119657107|XP_037919794.1|HILL
OG0000780	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB	LOC119657989|XP_037921134.1|HILL
OG0000781	LOC117563918|XP_034098379.1|DALB, LOC117567871|XP_034104030.1|DALB	LOC119658295|XP_037921520.1|HILL
OG0000782	LOC117572470|XP_034111208.1|DALB, LOC117577755|XP_034118560.1|DALB	LOC119657096|XP_037919779.1|HILL
OG0000783	LOC117577545|XP_034118266.1|DALB	LOC119657280|XP_037920052.1|HILL
OG0000784	LOC117568520|XP_034105113.1|DALB, LOC117577783|XP_034118599.1|DALB	LOC119646893|XP_037903460.1|HILL
OG0000785	LOC117573608|XP_034112796.1|DALB	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL
OG0000786	LOC117576152|XP_034116613.1|DALB	LOC119650690|XP_037909584.1|HILL
OG0000787	LOC117571502|XP_034109561.1|DALB	LOC119649883|XP_037908188.1|HILL
OG0000788	LOC117571425|XP_034109455.1|DALB	LOC119647630|XP_037904613.1|HILL
OG0000789	LOC117563724|XP_034098077.1|DALB, LOC117564469|XP_034099157.1|DALB	LOC119651528|XP_037911088.1|HILL
OG0000790	LOC117565021|XP_034099856.1|DALB, LOC117565508|XP_034100532.1|DALB, LOC117565505|XP_034100527.1|DALB	LOC119658287|XP_037921510.1|HILL
OG0000791	LOC117574096|XP_034113625.1|DALB	LOC119653209|XP_037913704.1|HILL
OG0000793	LOC117576167|XP_034116638.1|DALB	LOC119659841|XP_037924067.1|HILL
OG0000794	LOC117577528|XP_034118257.1|DALB	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL
OG0000795	LOC117565826|XP_034101029.1|DALB, LOC117574662|XP_034114458.1|DALB	LOC119654215|XP_037915356.1|HILL
OG0000796	LOC117574816|XP_034114675.1|DALB, LOC117568855|XP_034105629.1|DALB	LOC119654527|XP_037915899.1|HILL
OG0000797	LOC117576924|XP_034117958.1|DALB	LOC119659393|XP_037923383.1|HILL
OG0000798	LOC117570303|XP_034107719.1|DALB, LOC117568150|XP_034104449.1|DALB	LOC119653731|XP_037914572.1|HILL
OG0000799	LOC117570043|XP_034107359.1|DALB, LOC117564754|XP_034099539.1|DALB	LOC119653680|XP_037914462.1|HILL
OG0000801	LOC117569202|XP_034106161.1|DALB, LOC117570288|XP_034107699.1|DALB	LOC119655634|XP_037917534.1|HILL
OG0000802	LOC117577880|XP_034118750.1|DALB	LOC119655789|XP_037917810.1|HILL
OG0000803	LOC117568135|XP_034104434.1|DALB	LOC119661390|XP_037926641.1|HILL
OG0000804	LOC117566768|XP_034102202.1|DALB	LOC119655918|XP_037918011.1|HILL
OG0000805	LOC117565329|XP_034100266.1|DALB	LOC119658085|XP_037921276.1|HILL
OG0000807	LOC117564857|XP_034099685.1|DALB	LOC119651447|XP_037910980.1|HILL
OG0000810	LOC117566663|XP_034102099.1|DALB	LOC119652580|XP_037912724.1|HILL
OG0000811	LOC117574484|XP_034114213.1|DALB, LOC117566860|XP_034102345.1|DALB	LOC119659042|XP_037922871.1|HILL
OG0000812	LOC117571219|XP_034109162.1|DALB, LOC117566004|XP_034101313.1|DALB	LOC119647943|XP_037905233.1|HILL
OG0000813	LOC117571344|XP_034109343.1|DALB	LOC119659686|XP_037923852.1|HILL
OG0000813	LOC117566222|XP_034101658.1|DALB	LOC119649371|XP_037907416.1|HILL
OG0000814	LOC117564229|XP_034098812.1|DALB	LOC119646163|XP_037902464.1|HILL, LOC119661727|XP_037927120.1|HILL, LOC119646661|XP_037903122.1|HILL, LOC119646655|XP_037903113.1|HILL, LOC119661251|XP_037926427.1|HILL, LOC119660561|XP_037925132.1|HILL
OG0000815	LOC117563814|XP_034098238.1|DALB	LOC119661476|XP_037926767.1|HILL, LOC119652622|XP_037912797.1|HILL
OG0000816	LOC117576180|XP_034116662.1|DALB, LOC117576460|XP_034117122.1|DALB	LOC119652594|XP_037912747.1|HILL, LOC119646619|XP_037903054.1|HILL
OG0000818	LOC117577975|XP_034118947.1|DALB, LOC117563856|XP_034098280.1|DALB	LOC119653492|XP_037914048.1|HILL
OG0000819	LOC117569146|XP_034106098.1|DALB, LOC117577966|XP_034118909.1|DALB	LOC119655961|XP_037918111.1|HILL
OG0000820	LOC117578329|XP_034119683.1|DALB, LOC117569058|XP_034105962.1|DALB	LOC119654911|XP_037916472.1|HILL
OG0000821	LOC117570756|XP_034108470.1|DALB	LOC119649066|XP_037906982.1|HILL
OG0000824	LOC117565859|XP_034101085.1|DALB	LOC119661374|XP_037926621.1|HILL
OG0000830	LOC117577972|XP_034118944.1|DALB	LOC119657934|XP_037921050.1|HILL, LOC119652615|XP_037912781.1|HILL, LOC119651988|XP_037911831.1|HILL
OG0000831	LOC117568142|XP_034104440.1|DALB, LOC117570015|XP_034107322.1|DALB	LOC119651526|XP_037911086.1|HILL, LOC119651216|XP_037910598.1|HILL
OG0000832	LOC117571986|XP_034110385.1|DALB	LOC119646406|XP_037902778.1|HILL
OG0000833	LOC117572217|XP_034110784.1|DALB	LOC119648899|XP_037906731.1|HILL
OG0000834	LOC117575087|XP_034115075.1|DALB	LOC119650167|XP_037908642.1|HILL
OG0000836	LOC117563664|XP_034097971.1|DALB	LOC119651568|XP_037911131.1|HILL
OG0000837	LOC117571457|XP_034109499.1|DALB	LOC119653598|XP_037914275.1|HILL
OG0000838	LOC117564192|XP_034098757.1|DALB	LOC119656045|XP_037918241.1|HILL
OG0000839	LOC117575398|XP_034115464.1|DALB, LOC117575446|XP_034115547.1|DALB	LOC119659633|XP_037923760.1|HILL
OG0000840	LOC117573869|XP_034113240.1|DALB	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL
OG0000841	LOC117575081|XP_034115067.1|DALB	LOC119660594|XP_037925196.1|HILL
OG0000841	LOC117574907|XP_034114841.1|DALB	LOC119660163|XP_037924495.1|HILL
OG0000843	LOC117567698|XP_034103720.1|DALB	LOC119654815|XP_037916301.1|HILL
OG0000844	LOC117575495|XP_034115629.1|DALB	LOC119653876|XP_037914916.1|HILL
OG0000846	LOC117575142|XP_034115140.1|DALB, LOC117575144|XP_034115141.1|DALB	LOC119651372|XP_037910875.1|HILL, LOC119652727|XP_037912953.1|HILL, LOC119654612|XP_037916012.1|HILL
OG0000848	LOC117566163|XP_034101553.1|DALB, LOC117563377|XP_034097571.1|DALB	LOC119658671|XP_037922165.1|HILL
OG0000849	LOC117565268|XP_034100184.1|DALB, LOC117565869|XP_034101097.1|DALB	LOC119647307|XP_037904149.1|HILL
OG0000850	LOC117566587|XP_034102019.1|DALB, LOC117571257|XP_034109209.1|DALB	LOC119653529|XP_037914170.1|HILL, LOC119646372|XP_037902736.1|HILL
OG0000854	LOC117564351|XP_034098960.1|DALB	LOC119658525|XP_037921931.1|HILL
OG0000855	LOC117563386|XP_034097604.1|DALB	LOC119657117|XP_037919806.1|HILL, LOC119658156|XP_037921351.1|HILL
OG0000856	LOC117569733|XP_034106900.1|DALB	LOC119661011|XP_037926086.1|HILL
OG0000857	LOC117577736|XP_034118534.1|DALB	LOC119657417|XP_037920242.1|HILL, LOC119658236|XP_037921441.1|HILL
OG0000858	LOC117574039|XP_034113530.1|DALB	LOC119651400|XP_037910915.1|HILL
OG0000860	LOC117571603|XP_034109711.1|DALB	LOC119650458|XP_037909242.1|HILL
OG0000861	LOC117569502|XP_034106576.1|DALB, LOC117566681|XP_034102120.1|DALB, LOC117566680|XP_034102119.1|DALB, LOC117566679|XP_034102118.1|DALB	LOC119660138|XP_037924469.1|HILL
OG0000862	LOC117571590|XP_034109697.1|DALB	LOC119647046|XP_037903730.1|HILL
OG0000864	LOC117564202|XP_034098771.1|DALB, LOC117570321|XP_034107757.1|DALB	LOC119655864|XP_037917914.1|HILL
OG0000865	LOC117571186|XP_034109118.1|DALB, LOC117575252|XP_034115276.1|DALB	LOC119660267|XP_037924654.1|HILL
OG0000866	LOC117564052|XP_034098561.1|DALB	LOC119651344|XP_037910827.1|HILL
OG0000867	LOC117563463|XP_034097706.1|DALB	LOC119661534|XP_037926842.1|HILL
OG0000868	LOC117571006|XP_034108856.1|DALB	LOC119651020|XP_037910251.1|HILL
OG0000869	LOC117576005|XP_034116400.1|DALB, LOC117576003|XP_034116398.1|DALB, LOC117575920|XP_034116264.1|DALB	LOC119659879|XP_037924126.1|HILL
OG0000870	LOC117567202|XP_034102922.1|DALB	LOC119655994|XP_037918160.1|HILL
OG0000871	LOC117568338|XP_034104814.1|DALB	LOC119655804|XP_037917831.1|HILL
OG0000872	LOC117570794|XP_034108544.1|DALB, LOC117569913|XP_034107147.1|DALB	LOC119653635|XP_037914344.1|HILL
OG0000873	LOC117572458|XP_034111183.1|DALB	LOC119649384|XP_037907430.1|HILL
OG0000874	LOC117577957|XP_034118893.1|DALB, LOC117567168|XP_034102873.1|DALB	LOC119653451|XP_037913986.1|HILL
OG0000875	LOC117574384|XP_034114108.1|DALB, LOC117566684|XP_034102125.1|DALB, LOC117565912|XP_034101163.1|DALB, LOC117569159|XP_034106114.1|DALB	LOC119648335|XP_037905957.1|HILL
OG0000877	LOC117567651|XP_034103654.1|DALB, LOC117577654|XP_034118432.1|DALB	LOC119647632|XP_037904617.1|HILL, LOC119648809|XP_037906587.1|HILL
OG0000878	LOC117569782|XP_034106974.1|DALB, LOC117565388|XP_034100359.1|DALB	LOC119654988|XP_037916580.1|HILL
OG0000879	LOC117567924|XP_034104100.1|DALB	LOC119655355|XP_037917134.1|HILL
OG0000880	LOC117578164|XP_034119332.1|DALB, LOC117571659|XP_034109788.1|DALB	LOC119646237|XP_037902555.1|HILL, LOC119661511|XP_037926810.1|HILL, LOC119647788|XP_037904907.1|HILL
OG0000882	LOC117577749|XP_034118552.1|DALB, LOC117565394|XP_034100367.1|DALB	LOC119657550|XP_037920431.1|HILL
OG0000883	LOC117566190|XP_034101600.1|DALB	LOC119658367|XP_037921656.1|HILL
OG0000884	LOC117565015|XP_034099851.1|DALB, LOC117576785|XP_034117731.1|DALB	LOC119657713|XP_037920680.1|HILL
OG0000886	LOC117575750|XP_034115999.1|DALB, LOC117575749|XP_034115998.1|DALB	LOC119650614|XP_037909425.1|HILL
OG0000887	LOC117570999|XP_034108842.1|DALB	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL
OG0000888	LOC117572637|XP_034111495.1|DALB, LOC117572636|XP_034111489.1|DALB	LOC119647432|XP_037904268.1|HILL
OG0000889	LOC117568569|XP_034105189.1|DALB	LOC119649708|XP_037907907.1|HILL
OG0000890	LOC117569594|XP_034106716.1|DALB	LOC119647425|XP_037904258.1|HILL
OG0000891	LOC117564662|XP_034099415.1|DALB	LOC119651506|XP_037911062.1|HILL
OG0000892	LOC117568130|XP_034104428.1|DALB	LOC119650186|XP_037908674.1|HILL
OG0000893	LOC117576917|XP_034117949.1|DALB	LOC119661300|XP_037926517.1|HILL
OG0000894	LOC117575006|XP_034114974.1|DALB, LOC117573664|XP_034112883.1|DALB	LOC119659992|XP_037924292.1|HILL
OG0000895	LOC117569175|XP_034106135.1|DALB, LOC117566582|XP_034102015.1|DALB	LOC119655493|XP_037917323.1|HILL
OG0000896	LOC117564767|XP_034099560.1|DALB	LOC119655524|XP_037917362.1|HILL
OG0000899	LOC117575903|XP_034116239.1|DALB	LOC119659559|XP_037923636.1|HILL
OG0000907	LOC117567700|XP_034103722.1|DALB	LOC119657822|XP_037920864.1|HILL
OG0000909	LOC117575793|XP_034116060.1|DALB	LOC119657311|XP_037920098.1|HILL
OG0000910	LOC117577734|XP_034118532.1|DALB, LOC117574103|XP_034113637.1|DALB	LOC119647744|XP_037904787.1|HILL
OG0000911	LOC117569329|XP_034106350.1|DALB	LOC119659735|XP_037923922.1|HILL
OG0000912	LOC117571931|XP_034110310.1|DALB	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL
OG0000913	LOC117567399|XP_034103249.1|DALB	LOC119648598|XP_037906296.1|HILL
