Orthogroup	DALB.longest_only	CCAP.longest_only
OG0002310	LOC117566006|XP_034101315.1|DALB	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP
OG0002311	LOC117564094|XP_034098621.1|DALB	CCAP1982_LOCUS9051|CAD7000576.1|CCAP
OG0002312	LOC117565106|XP_034099955.1|DALB	CCAP1982_LOCUS9023|CAD7000547.1|CCAP
OG0002313	LOC117572453|XP_034111175.1|DALB	CCAP1982_LOCUS19978|CAD7011866.1|CCAP
OG0002314	LOC117571462|XP_034109504.1|DALB	CCAP1982_LOCUS22129|CAD7014123.1|CCAP
OG0002315	LOC117569779|XP_034106970.1|DALB	CCAP1982_LOCUS21029|CAD7012932.1|CCAP
OG0002316	LOC117565459|XP_034100452.1|DALB	CCAP1982_LOCUS19358|CAD7011250.1|CCAP
OG0002317	LOC117568375|XP_034104869.1|DALB	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP
OG0002318	LOC117564717|XP_034099491.1|DALB	CCAP1982_LOCUS8251|CAD6999725.1|CCAP
OG0002320	LOC117572517|XP_034111263.1|DALB	CCAP1982_LOCUS22252|CAD7014249.1|CCAP
OG0002321	LOC117566962|XP_034102503.1|DALB	CCAP1982_LOCUS7425|CAD6998878.1|CCAP
OG0002322	LOC117564691|XP_034099457.1|DALB	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP
OG0002323	LOC117577722|XP_034118517.1|DALB, LOC117564591|XP_034099328.1|DALB	CCAP1982_LOCUS8328|CAD6999813.1|CCAP
OG0002324	LOC117569300|XP_034106301.1|DALB	CCAP1982_LOCUS14520|CAD7006191.1|CCAP
OG0002325	LOC117568196|XP_034104552.1|DALB	CCAP1982_LOCUS11038|CAD7002549.1|CCAP
OG0002326	LOC117567536|XP_034103472.1|DALB	CCAP1982_LOCUS11043|CAD7002554.1|CCAP
OG0002327	LOC117574888|XP_034114812.1|DALB	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP
OG0002328	LOC117563393|XP_034097615.1|DALB	CCAP1982_LOCUS6360|CAD6997728.1|CCAP
OG0002329	LOC117565371|XP_034100326.1|DALB	CCAP1982_LOCUS7039|CAD6998440.1|CCAP
OG0002330	LOC117563504|XP_034097769.1|DALB	CCAP1982_LOCUS7041|CAD6998443.1|CCAP
OG0002332	LOC117569910|XP_034107140.1|DALB	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP
OG0002333	LOC117566675|XP_034102113.1|DALB	CCAP1982_LOCUS21396|CAD7013327.1|CCAP
OG0002334	LOC117564891|XP_034099729.1|DALB	CCAP1982_LOCUS5410|CAD6996730.1|CCAP
OG0002335	LOC117569937|XP_034107185.1|DALB	CCAP1982_LOCUS21160|CAD7013083.1|CCAP
OG0002336	LOC117568195|XP_034104547.1|DALB	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP
OG0002337	LOC117571394|XP_034109404.1|DALB	CCAP1982_LOCUS21529|CAD7013466.1|CCAP
OG0002338	LOC117563788|XP_034098207.1|DALB	CCAP1982_LOCUS6867|CAD6998258.1|CCAP
OG0002339	LOC117564071|XP_034098587.1|DALB	CCAP1982_LOCUS6814|CAD6998198.1|CCAP
OG0002340	LOC117565937|XP_034101214.1|DALB	CCAP1982_LOCUS6808|CAD6998192.1|CCAP
OG0002341	LOC117570129|XP_034107485.1|DALB	CCAP1982_LOCUS22766|CAD7014798.1|CCAP
OG0002342	LOC117563671|XP_034097985.1|DALB	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP
OG0002343	LOC117563923|XP_034098383.1|DALB	CCAP1982_LOCUS8470|CAD6999963.1|CCAP
OG0002344	LOC117564050|XP_034098554.1|DALB	CCAP1982_LOCUS5714|CAD6997060.1|CCAP
OG0002345	LOC117572522|XP_034111273.1|DALB	CCAP1982_LOCUS22692|CAD7014710.1|CCAP
OG0002346	LOC117563303|XP_034097437.1|DALB	CCAP1982_LOCUS5760|CAD6997112.1|CCAP
OG0002347	LOC117568528|XP_034105123.1|DALB	CCAP1982_LOCUS22133|CAD7014128.1|CCAP
OG0002348	LOC117566036|XP_034101376.1|DALB	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP
OG0002349	LOC117572525|XP_034111275.1|DALB	CCAP1982_LOCUS22699|CAD7014720.1|CCAP
OG0002350	LOC117572521|XP_034111272.1|DALB	CCAP1982_LOCUS22693|CAD7014711.1|CCAP
OG0002351	LOC117570561|XP_034108182.1|DALB	CCAP1982_LOCUS21263|CAD7013192.1|CCAP
OG0002352	LOC117570301|XP_034107718.1|DALB	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP
OG0002353	LOC117565696|XP_034100823.1|DALB	CCAP1982_LOCUS6170|CAD6997531.1|CCAP
OG0002354	LOC117563381|XP_034097579.1|DALB	CCAP1982_LOCUS9019|CAD7000543.1|CCAP
OG0002355	LOC117565671|XP_034100794.1|DALB	CCAP1982_LOCUS5445|CAD6996768.1|CCAP
OG0002356	LOC117564149|XP_034098705.1|DALB	CCAP1982_LOCUS7063|CAD6998466.1|CCAP
OG0002357	LOC117574548|XP_034114310.1|DALB	CCAP1982_LOCUS2050|CAD6993232.1|CCAP
OG0002360	LOC117563723|XP_034098076.1|DALB	CCAP1982_LOCUS5670|CAD6997009.1|CCAP
OG0002361	LOC117572380|XP_034111040.1|DALB	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP
OG0002362	LOC117565565|XP_034100624.1|DALB	CCAP1982_LOCUS8323|CAD6999807.1|CCAP
OG0002363	LOC117563786|XP_034098204.1|DALB	CCAP1982_LOCUS8482|CAD6999977.1|CCAP
OG0002364	LOC117563783|XP_034098183.1|DALB	CCAP1982_LOCUS5679|CAD6997018.1|CCAP
OG0002365	LOC117563498|XP_034097757.1|DALB	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP
OG0002366	LOC117563616|XP_034097908.1|DALB, LOC117563609|XP_034097897.1|DALB	CCAP1982_LOCUS7834|CAD6999306.1|CCAP
OG0002367	LOC117564962|XP_034099808.1|DALB	CCAP1982_LOCUS8059|CAD6999537.1|CCAP
OG0002368	LOC117563216|XP_034097296.1|DALB, LOC117563976|XP_034098452.1|DALB	CCAP1982_LOCUS6261|CAD6997625.1|CCAP
OG0002369	LOC117577664|XP_034118445.1|DALB	CCAP1982_LOCUS8307|CAD6999786.1|CCAP
OG0002370	LOC117566101|XP_034101461.1|DALB	CCAP1982_LOCUS6037|CAD6997396.1|CCAP, CCAP1982_LOCUS6040|CAD6997399.1|CCAP
OG0002371	LOC117566105|XP_034101467.1|DALB	CCAP1982_LOCUS6034|CAD6997393.1|CCAP
OG0002372	LOC117565496|XP_034100494.1|DALB	CCAP1982_LOCUS6639|CAD6998022.1|CCAP
OG0002373	LOC117565252|XP_034100156.1|DALB, LOC117567883|XP_034104047.1|DALB	CCAP1982_LOCUS7405|CAD6998856.1|CCAP
OG0002374	LOC117575364|XP_034115418.1|DALB	CCAP1982_LOCUS2414|CAD6993603.1|CCAP, CCAP1982_LOCUS2431|CAD6993621.1|CCAP
OG0002375	LOC117576535|XP_034117250.1|DALB, LOC117574759|XP_034114594.1|DALB	CCAP1982_LOCUS4339|CAD6995633.1|CCAP
OG0002376	LOC117564723|XP_034099496.1|DALB	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP
OG0002377	LOC117573671|XP_034112891.1|DALB	CCAP1982_LOCUS746|CAD6991847.1|CCAP
OG0002378	LOC117568032|XP_034104263.1|DALB	CCAP1982_LOCUS14551|CAD7006225.1|CCAP
OG0002379	LOC117564621|XP_034099368.1|DALB	CCAP1982_LOCUS190|CAD6991256.1|CCAP
OG0002381	LOC117572440|XP_034111162.1|DALB	CCAP1982_LOCUS7135|CAD6998550.1|CCAP
OG0002383	LOC117569053|XP_034105948.1|DALB	CCAP1982_LOCUS14927|CAD7006620.1|CCAP
OG0002385	LOC117573067|XP_034111828.1|DALB	CCAP1982_LOCUS19558|CAD7011458.1|CCAP, CCAP1982_LOCUS19557|CAD7011457.1|CCAP
OG0002386	LOC117576190|XP_034116671.1|DALB	CCAP1982_LOCUS95|CAD6991155.1|CCAP
OG0002387	LOC117573888|XP_034113267.1|DALB	CCAP1982_LOCUS455|CAD6991535.1|CCAP, CCAP1982_LOCUS457|CAD6991537.1|CCAP
OG0002389	LOC117573907|XP_034113306.1|DALB	CCAP1982_LOCUS486|CAD6991568.1|CCAP
OG0002390	LOC117565167|XP_034100044.1|DALB	CCAP1982_LOCUS9598|CAD7001126.1|CCAP
OG0002391	LOC117567556|XP_034103506.1|DALB	CCAP1982_LOCUS20260|CAD7012158.1|CCAP
OG0002392	LOC117567270|XP_034103024.1|DALB	CCAP1982_LOCUS12467|CAD7004042.1|CCAP
OG0002393	LOC117568511|XP_034105104.1|DALB	CCAP1982_LOCUS11835|CAD7003376.1|CCAP
OG0002394	LOC117574073|XP_034113594.1|DALB	CCAP1982_LOCUS4784|CAD6996077.1|CCAP, CCAP1982_LOCUS4782|CAD6996075.1|CCAP
OG0002395	LOC117573859|XP_034113223.1|DALB	CCAP1982_LOCUS4612|CAD6995910.1|CCAP
OG0002396	LOC117567602|XP_034103580.1|DALB	CCAP1982_LOCUS21363|CAD7013292.1|CCAP
OG0002397	LOC117571826|XP_034110096.1|DALB	CCAP1982_LOCUS22193|CAD7014187.1|CCAP
OG0002399	LOC117570510|XP_034108099.1|DALB	CCAP1982_LOCUS21056|CAD7012965.1|CCAP
OG0002400	LOC117571465|XP_034109508.1|DALB	CCAP1982_LOCUS20461|CAD7012367.1|CCAP
OG0002401	LOC117573180|XP_034112045.1|DALB	CCAP1982_LOCUS9916|CAD7001419.1|CCAP, CCAP1982_LOCUS9922|CAD7001425.1|CCAP
OG0002402	LOC117575084|XP_034115072.1|DALB	CCAP1982_LOCUS5082|CAD6996408.1|CCAP
OG0002403	LOC117575893|XP_034116227.1|DALB	CCAP1982_LOCUS5084|CAD6996411.1|CCAP
OG0002404	LOC117575008|XP_034114976.1|DALB	CCAP1982_LOCUS4227|CAD6995514.1|CCAP
OG0002405	LOC117575433|XP_034115528.1|DALB	CCAP1982_LOCUS5032|CAD6996354.1|CCAP
OG0002406	LOC117567891|XP_034104054.1|DALB	CCAP1982_LOCUS13328|CAD7004949.1|CCAP
OG0002408	LOC117575865|XP_034116177.1|DALB	CCAP1982_LOCUS4562|CAD6995861.1|CCAP
OG0002409	LOC117570792|XP_034108538.1|DALB	CCAP1982_LOCUS14214|CAD7005872.1|CCAP, CCAP1982_LOCUS14215|CAD7005873.1|CCAP, CCAP1982_LOCUS14219|CAD7005877.1|CCAP
OG0002410	LOC117574724|XP_034114543.1|DALB	CCAP1982_LOCUS991|CAD6992107.1|CCAP, CCAP1982_LOCUS983|CAD6992100.1|CCAP
OG0002411	LOC117576388|XP_034116991.1|DALB	CCAP1982_LOCUS243|CAD6991314.1|CCAP
OG0002412	LOC117573452|XP_034112565.1|DALB	CCAP1982_LOCUS4146|CAD6995429.1|CCAP
OG0002414	LOC117569823|XP_034107038.1|DALB	CCAP1982_LOCUS12880|CAD7004475.1|CCAP
OG0002415	LOC117574320|XP_034114020.1|DALB	CCAP1982_LOCUS816|CAD6991926.1|CCAP
OG0002416	LOC117573233|XP_034112175.1|DALB	CCAP1982_LOCUS10185|CAD7001695.1|CCAP
OG0002417	LOC117572532|XP_034111289.1|DALB, LOC117565012|XP_034099848.1|DALB, LOC117565506|XP_034100528.1|DALB	CCAP1982_LOCUS6629|CAD6998012.1|CCAP
OG0002418	LOC117575948|XP_034116302.1|DALB	CCAP1982_LOCUS4198|CAD6995482.1|CCAP
OG0002420	LOC117570054|XP_034107373.1|DALB	CCAP1982_LOCUS14977|CAD7006675.1|CCAP
OG0002421	LOC117573302|XP_034112298.1|DALB, LOC117575080|XP_034115066.1|DALB	CCAP1982_LOCUS409|CAD6991484.1|CCAP
OG0002422	LOC117574581|XP_034114356.1|DALB	CCAP1982_LOCUS875|CAD6991988.1|CCAP
OG0002423	LOC117572565|XP_034111335.1|DALB	CCAP1982_LOCUS13370|CAD7004994.1|CCAP
OG0002424	LOC117573093|XP_034111888.1|DALB	CCAP1982_LOCUS13321|CAD7004942.1|CCAP
OG0002426	LOC117566389|XP_034101785.1|DALB	CCAP1982_LOCUS10970|CAD7002481.1|CCAP
OG0002427	LOC117573111|XP_034111925.1|DALB	CCAP1982_LOCUS9720|CAD7001222.1|CCAP
OG0002429	LOC117572605|XP_034111433.1|DALB	CCAP1982_LOCUS10885|CAD7002393.1|CCAP
OG0002431	LOC117568956|XP_034105806.1|DALB	CCAP1982_LOCUS20518|CAD7012435.1|CCAP
OG0002433	LOC117576724|XP_034117635.1|DALB	CCAP1982_LOCUS2410|CAD6993600.1|CCAP, CCAP1982_LOCUS1379|CAD6992530.1|CCAP
OG0002434	LOC117573185|XP_034112060.1|DALB	CCAP1982_LOCUS4179|CAD6995464.1|CCAP
OG0002436	LOC117567268|XP_034103021.1|DALB	CCAP1982_LOCUS20154|CAD7012052.1|CCAP
OG0002438	LOC117567429|XP_034103322.1|DALB	CCAP1982_LOCUS21115|CAD7013030.1|CCAP, CCAP1982_LOCUS21116|CAD7013031.1|CCAP
OG0002440	LOC117567784|XP_034103888.1|DALB	CCAP1982_LOCUS14196|CAD7005853.1|CCAP
OG0002441	LOC117572749|XP_034111716.1|DALB	CCAP1982_LOCUS19643|CAD7011555.1|CCAP
OG0002442	LOC117572142|XP_034110673.1|DALB	CCAP1982_LOCUS19410|CAD7011304.1|CCAP
OG0002444	LOC117572127|XP_034110646.1|DALB	CCAP1982_LOCUS20887|CAD7012785.1|CCAP
OG0002445	LOC117566988|XP_034102545.1|DALB, LOC117566989|XP_034102548.1|DALB	CCAP1982_LOCUS19776|CAD7011692.1|CCAP
OG0002446	LOC117567141|XP_034102846.1|DALB	CCAP1982_LOCUS9930|CAD7001433.1|CCAP, CCAP1982_LOCUS20647|CAD7012562.1|CCAP
OG0002447	LOC117570543|XP_034108150.1|DALB	CCAP1982_LOCUS14545|CAD7006218.1|CCAP
OG0002448	LOC117566991|XP_034102550.1|DALB	CCAP1982_LOCUS6875|CAD6998266.1|CCAP
OG0002449	LOC117566405|XP_034101809.1|DALB	CCAP1982_LOCUS19915|CAD7011805.1|CCAP
OG0002450	LOC117576498|XP_034117168.1|DALB	CCAP1982_LOCUS4259|CAD6995548.1|CCAP
OG0002451	LOC117568797|XP_034105549.1|DALB	CCAP1982_LOCUS21043|CAD7012948.1|CCAP
OG0002452	LOC117568625|XP_034105305.1|DALB	CCAP1982_LOCUS20470|CAD7012376.1|CCAP
OG0002453	LOC117568621|XP_034105298.1|DALB	CCAP1982_LOCUS21137|CAD7013056.1|CCAP
OG0002454	LOC117570027|XP_034107338.1|DALB	CCAP1982_LOCUS14790|CAD7006472.1|CCAP
OG0002455	LOC117570024|XP_034107335.1|DALB	CCAP1982_LOCUS14789|CAD7006471.1|CCAP
OG0002456	LOC117568051|XP_034104288.1|DALB	CCAP1982_LOCUS21086|CAD7012995.1|CCAP
OG0002457	LOC117566874|XP_034102370.1|DALB	CCAP1982_LOCUS22622|CAD7014631.1|CCAP, CCAP1982_LOCUS22625|CAD7014634.1|CCAP
OG0002458	LOC117563896|XP_034098348.1|DALB	CCAP1982_LOCUS14258|CAD7005920.1|CCAP
OG0002459	LOC117571949|XP_034110336.1|DALB	CCAP1982_LOCUS20558|CAD7012480.1|CCAP, CCAP1982_LOCUS20557|CAD7012479.1|CCAP
OG0002460	LOC117570662|XP_034108340.1|DALB	CCAP1982_LOCUS19474|CAD7011373.1|CCAP, CCAP1982_LOCUS19477|CAD7011376.1|CCAP
OG0002461	LOC117570255|XP_034107659.1|DALB	CCAP1982_LOCUS20126|CAD7012016.1|CCAP
OG0002462	LOC117567707|XP_034103734.1|DALB	CCAP1982_LOCUS21073|CAD7012982.1|CCAP
OG0002463	LOC117571446|XP_034109482.1|DALB	CCAP1982_LOCUS19586|CAD7011487.1|CCAP
OG0002464	LOC117572145|XP_034110676.1|DALB	CCAP1982_LOCUS19412|CAD7011306.1|CCAP
OG0002465	LOC117571673|XP_034109804.1|DALB	CCAP1982_LOCUS19407|CAD7011300.1|CCAP
OG0002466	LOC117573144|XP_034111974.1|DALB	CCAP1982_LOCUS9881|CAD7001384.1|CCAP
OG0002467	LOC117570649|XP_034108310.1|DALB	CCAP1982_LOCUS14722|CAD7006402.1|CCAP, CCAP1982_LOCUS14720|CAD7006400.1|CCAP
OG0002468	LOC117570663|XP_034108341.1|DALB	CCAP1982_LOCUS14379|CAD7006044.1|CCAP, CCAP1982_LOCUS14358|CAD7006023.1|CCAP
OG0002469	LOC117576818|XP_034117779.1|DALB	CCAP1982_LOCUS2333|CAD6993520.1|CCAP, CCAP1982_LOCUS2754|CAD6993969.1|CCAP
OG0002470	LOC117569671|XP_034106809.1|DALB	CCAP1982_LOCUS19759|CAD7011674.1|CCAP
OG0002471	LOC117566403|XP_034101807.1|DALB	CCAP1982_LOCUS20307|CAD7012206.1|CCAP
OG0002472	LOC117569416|XP_034106446.1|DALB	CCAP1982_LOCUS20039|CAD7011927.1|CCAP
OG0002473	LOC117567223|XP_034102946.1|DALB	CCAP1982_LOCUS20859|CAD7012755.1|CCAP
OG0002474	LOC117569483|XP_034106547.1|DALB	CCAP1982_LOCUS14634|CAD7006312.1|CCAP
OG0002475	LOC117575184|XP_034115185.1|DALB	CCAP1982_LOCUS1091|CAD6992221.1|CCAP
OG0002476	LOC117570890|XP_034108678.1|DALB	CCAP1982_LOCUS20436|CAD7012342.1|CCAP
OG0002477	LOC117567612|XP_034103592.1|DALB	CCAP1982_LOCUS19393|CAD7011286.1|CCAP
OG0002478	LOC117571463|XP_034109505.1|DALB	CCAP1982_LOCUS19375|CAD7011267.1|CCAP
OG0002479	LOC117570727|XP_034108440.1|DALB	CCAP1982_LOCUS20398|CAD7012302.1|CCAP
OG0002480	LOC117572042|XP_034110497.1|DALB	CCAP1982_LOCUS20498|CAD7012412.1|CCAP
OG0002482	LOC117566700|XP_034102137.1|DALB	CCAP1982_LOCUS19873|CAD7011761.1|CCAP
OG0002483	LOC117569221|XP_034106189.1|DALB	CCAP1982_LOCUS20516|CAD7012433.1|CCAP
OG0002484	LOC117571746|XP_034109984.1|DALB	CCAP1982_LOCUS23179|CAD7015231.1|CCAP
OG0002485	LOC117567433|XP_034103330.1|DALB	CCAP1982_LOCUS19385|CAD7011277.1|CCAP
OG0002486	LOC117570192|XP_034107568.1|DALB	CCAP1982_LOCUS11788|CAD7003327.1|CCAP
OG0002487	LOC117565663|XP_034100779.1|DALB	CCAP1982_LOCUS5444|CAD6996766.1|CCAP
OG0002488	LOC117567940|XP_034104125.1|DALB	CCAP1982_LOCUS11706|CAD7003244.1|CCAP
OG0002489	LOC117572485|XP_034111226.1|DALB	CCAP1982_LOCUS14330|CAD7005994.1|CCAP
OG0002490	LOC117567616|XP_034103596.1|DALB	CCAP1982_LOCUS19394|CAD7011287.1|CCAP
OG0002491	LOC117567502|XP_034103424.1|DALB, LOC117568746|XP_034105461.1|DALB	CCAP1982_LOCUS13991|CAD7005633.1|CCAP
OG0002492	LOC117570422|XP_034107946.1|DALB	CCAP1982_LOCUS21025|CAD7012928.1|CCAP
OG0002493	LOC117568796|XP_034105548.1|DALB	CCAP1982_LOCUS19605|CAD7011513.1|CCAP
OG0002494	LOC117575001|XP_034114967.1|DALB	CCAP1982_LOCUS4432|CAD6995726.1|CCAP
OG0002495	LOC117567939|XP_034104121.1|DALB	CCAP1982_LOCUS19455|CAD7011352.1|CCAP
OG0002496	LOC117576106|XP_034116555.1|DALB	CCAP1982_LOCUS346|CAD6991419.1|CCAP
OG0002497	LOC117570735|XP_034108447.1|DALB	CCAP1982_LOCUS14877|CAD7006563.1|CCAP
OG0002498	LOC117570241|XP_034107634.1|DALB	CCAP1982_LOCUS13017|CAD7004622.1|CCAP
OG0002499	LOC117571352|XP_034109352.1|DALB	CCAP1982_LOCUS14754|CAD7006435.1|CCAP
OG0002501	LOC117563880|XP_034098330.1|DALB	CCAP1982_LOCUS5393|CAD6996710.1|CCAP, CCAP1982_LOCUS5394|CAD6996711.1|CCAP
OG0002502	LOC117572784|XP_034111773.1|DALB	CCAP1982_LOCUS22470|CAD7014474.1|CCAP
OG0002511	LOC117575857|XP_034116168.1|DALB	CCAP1982_LOCUS1914|CAD6993087.1|CCAP
OG0002512	LOC117573148|XP_034111979.1|DALB	CCAP1982_LOCUS10665|CAD7002177.1|CCAP, CCAP1982_LOCUS10662|CAD7002174.1|CCAP
OG0002513	LOC117576603|XP_034117390.1|DALB	CCAP1982_LOCUS3642|CAD6994907.1|CCAP, CCAP1982_LOCUS3604|CAD6994869.1|CCAP
OG0002516	LOC117576359|XP_034116940.1|DALB	CCAP1982_LOCUS3198|CAD6994451.1|CCAP
OG0002518	LOC117573461|XP_034112574.1|DALB	CCAP1982_LOCUS1883|CAD6993051.1|CCAP
OG0002519	LOC117572224|XP_034110793.1|DALB	CCAP1982_LOCUS20405|CAD7012310.1|CCAP
OG0002522	LOC117575840|XP_034116140.1|DALB	CCAP1982_LOCUS1874|CAD6993042.1|CCAP
OG0002523	LOC117574742|XP_034114569.1|DALB	CCAP1982_LOCUS1345|CAD6992493.1|CCAP
OG0002525	LOC117572360|XP_034111014.1|DALB	CCAP1982_LOCUS11270|CAD7002800.1|CCAP
OG0002526	LOC117574593|XP_034114368.1|DALB	CCAP1982_LOCUS1599|CAD6992757.1|CCAP
OG0002529	LOC117574093|XP_034113619.1|DALB	CCAP1982_LOCUS4211|CAD6995498.1|CCAP
OG0002530	LOC117564625|XP_034099373.1|DALB	CCAP1982_LOCUS21801|CAD7013778.1|CCAP
OG0002531	LOC117565082|XP_034099923.1|DALB	CCAP1982_LOCUS6268|CAD6997633.1|CCAP
OG0002532	LOC117573161|XP_034112014.1|DALB	CCAP1982_LOCUS4166|CAD6995451.1|CCAP
OG0002534	LOC117572610|XP_034111451.1|DALB	CCAP1982_LOCUS21438|CAD7013371.1|CCAP
OG0002535	LOC117571592|XP_034109699.1|DALB	CCAP1982_LOCUS14577|CAD7006251.1|CCAP
OG0002536	LOC117575338|XP_034115387.1|DALB	CCAP1982_LOCUS1617|CAD6992777.1|CCAP
OG0002537	LOC117566711|XP_034102147.1|DALB	CCAP1982_LOCUS2590|CAD6993792.1|CCAP
OG0002539	LOC117568084|XP_034104352.1|DALB	CCAP1982_LOCUS21442|CAD7013377.1|CCAP
OG0002541	LOC117578295|XP_034119627.1|DALB	CCAP1982_LOCUS2218|CAD6993403.1|CCAP
OG0002544	LOC117575525|XP_034115662.1|DALB	CCAP1982_LOCUS3703|CAD6994972.1|CCAP
OG0002545	LOC117574702|XP_034114509.1|DALB	CCAP1982_LOCUS13855|CAD7005495.1|CCAP
OG0002551	LOC117576378|XP_034116967.1|DALB	CCAP1982_LOCUS1167|CAD6992299.1|CCAP
OG0002552	LOC117564253|XP_034098848.1|DALB	CCAP1982_LOCUS11795|CAD7003335.1|CCAP
OG0002556	LOC117564391|XP_034099003.1|DALB	CCAP1982_LOCUS6266|CAD6997631.1|CCAP
OG0002558	LOC117575173|XP_034115175.1|DALB	CCAP1982_LOCUS3869|CAD6995148.1|CCAP
OG0002559	LOC117569560|XP_034106670.1|DALB	CCAP1982_LOCUS4186|CAD6995470.1|CCAP
OG0002560	LOC117575326|XP_034115372.1|DALB	CCAP1982_LOCUS2411|CAD6993601.1|CCAP
OG0002561	LOC117573634|XP_034112833.1|DALB	CCAP1982_LOCUS1044|CAD6992169.1|CCAP
OG0002564	LOC117575913|XP_034116258.1|DALB	CCAP1982_LOCUS1127|CAD6992258.1|CCAP
OG0002565	LOC117573700|XP_034112956.1|DALB	CCAP1982_LOCUS3457|CAD6994724.1|CCAP, CCAP1982_LOCUS3458|CAD6994725.1|CCAP
OG0002566	LOC117575837|XP_034116135.1|DALB	CCAP1982_LOCUS1882|CAD6993050.1|CCAP
OG0002569	LOC117569025|XP_034105906.1|DALB	CCAP1982_LOCUS3304|CAD6994564.1|CCAP
OG0002570	LOC117575746|XP_034115991.1|DALB	CCAP1982_LOCUS2127|CAD6993310.1|CCAP
OG0002571	LOC117575751|XP_034116000.1|DALB	CCAP1982_LOCUS2121|CAD6993304.1|CCAP
OG0002573	LOC117576275|XP_034116811.1|DALB	CCAP1982_LOCUS2092|CAD6993276.1|CCAP
OG0002574	LOC117575843|XP_034116144.1|DALB	CCAP1982_LOCUS1876|CAD6993044.1|CCAP
OG0002575	LOC117576367|XP_034116945.1|DALB	CCAP1982_LOCUS376|CAD6991451.1|CCAP, CCAP1982_LOCUS375|CAD6991449.1|CCAP
OG0002577	LOC117572099|XP_034110597.1|DALB	CCAP1982_LOCUS12031|CAD7003582.1|CCAP
OG0002578	LOC117563643|XP_034097944.1|DALB	CCAP1982_LOCUS7878|CAD6999351.1|CCAP
OG0002581	LOC117574050|XP_034113542.1|DALB	CCAP1982_LOCUS3455|CAD6994722.1|CCAP, CCAP1982_LOCUS3456|CAD6994723.1|CCAP
OG0002582	LOC117573082|XP_034111865.1|DALB	CCAP1982_LOCUS4118|CAD6995400.1|CCAP
OG0002583	LOC117576508|XP_034117198.1|DALB	CCAP1982_LOCUS2164|CAD6993346.1|CCAP, CCAP1982_LOCUS2163|CAD6993345.1|CCAP
OG0002584	LOC117572486|XP_034111227.1|DALB	CCAP1982_LOCUS12898|CAD7004498.1|CCAP
OG0002585	LOC117572488|XP_034111229.1|DALB	CCAP1982_LOCUS12897|CAD7004497.1|CCAP
OG0002586	LOC117573693|XP_034112945.1|DALB	CCAP1982_LOCUS1660|CAD6992821.1|CCAP
OG0002587	LOC117575249|XP_034115271.1|DALB	CCAP1982_LOCUS1157|CAD6992289.1|CCAP
OG0002588	LOC117574577|XP_034114346.1|DALB	CCAP1982_LOCUS1730|CAD6992895.1|CCAP
OG0002589	LOC117574676|XP_034114473.1|DALB	CCAP1982_LOCUS2964|CAD6994202.1|CCAP, CCAP1982_LOCUS2965|CAD6994203.1|CCAP
OG0002591	LOC117574501|XP_034114236.1|DALB	CCAP1982_LOCUS3754|CAD6995024.1|CCAP
OG0002592	LOC117576967|XP_034118036.1|DALB	CCAP1982_LOCUS2719|CAD6993932.1|CCAP
OG0002593	LOC117573372|XP_034112390.1|DALB	CCAP1982_LOCUS2395|CAD6993584.1|CCAP, CCAP1982_LOCUS2396|CAD6993585.1|CCAP
OG0002594	LOC117573834|XP_034113157.1|DALB	CCAP1982_LOCUS2404|CAD6993594.1|CCAP
OG0002595	LOC117576427|XP_034117062.1|DALB	CCAP1982_LOCUS1585|CAD6992740.1|CCAP, CCAP1982_LOCUS1584|CAD6992739.1|CCAP
OG0002596	LOC117575233|XP_034115255.1|DALB	CCAP1982_LOCUS1952|CAD6993127.1|CCAP
OG0002597	LOC117576095|XP_034116538.1|DALB	CCAP1982_LOCUS2673|CAD6993879.1|CCAP
OG0002598	LOC117574262|XP_034113888.1|DALB	CCAP1982_LOCUS3148|CAD6994396.1|CCAP
OG0002600	LOC117568168|XP_034104491.1|DALB	CCAP1982_LOCUS22615|CAD7014624.1|CCAP
