Orthogroup	DSAN.longest_only	AALB.longest_only
OG0000975	LOC120454476|XP_039495743.1|DSAN, LOC120454475|XP_039495742.1|DSAN	LOC118461802|XP_035783438.1|AALB
OG0000976	LOC120454251|XP_039495311.1|DSAN	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB
OG0000977	LOC120451473|XP_039491099.1|DSAN	LOC118468937|XP_035796163.1|AALB
OG0000978	LOC120450937|XP_039490138.1|DSAN	LOC118464760|XP_035788272.1|AALB
OG0000979	LOC120446135|XP_039482893.1|DSAN	LOC118459941|XP_035779710.1|AALB
OG0000988	LOC120452839|XP_039493240.1|DSAN	LOC118465612|XP_035789882.1|AALB
OG0000990	LOC120451095|XP_039490434.1|DSAN, LOC120455100|XP_039496910.1|DSAN	LOC118461263|XP_035782289.1|AALB
OG0000991	LOC120457286|XP_039500666.1|DSAN	LOC118460991|XP_035781709.1|AALB
OG0000992	LOC120454236|XP_039495274.1|DSAN	LOC118467370|XP_035793679.1|AALB
OG0000993	LOC120453696|XP_039494451.1|DSAN, LOC120453599|XP_039494298.1|DSAN	LOC118458879|XP_035777722.1|AALB
OG0000994	LOC120456742|XP_039499666.1|DSAN	LOC118460067|XP_035779957.1|AALB
OG0000995	LOC120452296|XP_039492365.1|DSAN, LOC120455545|XP_039497816.1|DSAN	LOC118467882|XP_035794687.1|AALB
OG0000996	LOC120446908|XP_039484069.1|DSAN	LOC118464625|XP_035787964.1|AALB
OG0000997	LOC120446528|XP_039483474.1|DSAN	LOC118463841|XP_035786637.1|AALB
OG0000998	LOC120447516|XP_039484869.1|DSAN	LOC118463641|XP_035786269.1|AALB
OG0000999	LOC120445343|XP_039481614.1|DSAN, LOC120455345|XP_039497368.1|DSAN	LOC118464812|XP_035788372.1|AALB
OG0001000	LOC120454284|XP_039495404.1|DSAN	LOC118468586|XP_035795411.1|AALB
OG0001001	LOC120445948|XP_039482562.1|DSAN	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB
OG0001002	LOC120446278|XP_039483095.1|DSAN	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB
OG0001003	LOC120451690|XP_039491517.1|DSAN, LOC120444117|XP_039479584.1|DSAN	LOC118458880|XP_035777724.1|AALB
OG0001004	LOC120452436|XP_039492597.1|DSAN, LOC120450853|XP_039490000.1|DSAN	LOC118461508|XP_035782830.1|AALB
OG0001005	LOC120444820|XP_039480710.1|DSAN, LOC120455392|XP_039497460.1|DSAN	LOC118457323|XP_035774708.1|AALB
OG0001006	LOC120451890|XP_039491830.1|DSAN, LOC120448928|XP_039487098.1|DSAN	LOC118466540|XP_035791949.1|AALB
OG0001007	LOC120444674|XP_039480464.1|DSAN	LOC118465783|XP_035790210.1|AALB
OG0001008	LOC120452298|XP_039492368.1|DSAN, LOC120457233|XP_039500548.1|DSAN	LOC118465025|XP_035788783.1|AALB
OG0001009	LOC120453776|XP_039494551.1|DSAN, LOC120452783|XP_039493109.1|DSAN	LOC118457397|XP_035774827.1|AALB
OG0001019	LOC120453195|XP_039493697.1|DSAN	LOC118465401|XP_035789500.1|AALB
OG0001020	LOC120456345|XP_039499062.1|DSAN, LOC120456344|XP_039499060.1|DSAN	LOC118456197|XP_035772655.1|AALB, LOC118456190|XP_035772644.1|AALB
OG0001022	LOC120453436|XP_039494078.1|DSAN, LOC120455555|XP_039497835.1|DSAN	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB
OG0001024	LOC120452486|XP_039492668.1|DSAN	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB
OG0001025	LOC120449332|XP_039487665.1|DSAN	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB
OG0001026	LOC120444133|XP_039479632.1|DSAN	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB
OG0001027	LOC120450533|XP_039489556.1|DSAN	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB
OG0001028	LOC120458808|XP_039502538.1|DSAN	LOC118466252|XP_035791197.1|AALB
OG0001029	LOC120447222|XP_039484675.1|DSAN	LOC118459516|XP_035778851.1|AALB
OG0001031	LOC120446002|XP_039482669.1|DSAN	LOC118458005|XP_035775973.1|AALB
OG0001032	LOC120458909|XP_039502692.1|DSAN	LOC118456400|XP_035772993.1|AALB
OG0001033	LOC120449125|XP_039487372.1|DSAN	LOC118466176|XP_035791056.1|AALB
OG0001042	LOC120453353|XP_039493959.1|DSAN	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB
OG0001043	LOC120455994|XP_039498486.1|DSAN	LOC118458781|XP_035777499.1|AALB
OG0001044	LOC120458750|XP_039502456.1|DSAN	LOC118466750|XP_035792336.1|AALB
OG0001045	LOC120446449|XP_039483373.1|DSAN	LOC118460207|XP_035780211.1|AALB
OG0001046	LOC120444454|XP_039480052.1|DSAN, LOC120444453|XP_039480051.1|DSAN	LOC118461602|XP_035783012.1|AALB
OG0001048	LOC120444290|XP_039479742.1|DSAN	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB
OG0001049	LOC120448287|XP_039486155.1|DSAN	LOC118467134|XP_035793137.1|AALB
OG0001050	LOC120449866|XP_039488460.1|DSAN	LOC118466206|XP_035791116.1|AALB
OG0001051	LOC120450476|XP_039489458.1|DSAN	LOC118458232|XP_035776394.1|AALB
OG0001052	LOC120458457|XP_039502039.1|DSAN	LOC118456651|XP_035773484.1|AALB
OG0001053	LOC120455309|XP_039497293.1|DSAN	LOC118468491|XP_035795212.1|AALB
OG0001054	LOC120453611|XP_039494320.1|DSAN	LOC118458947|XP_035777823.1|AALB
OG0001055	LOC120451863|XP_039491800.1|DSAN, LOC120453048|XP_039493503.1|DSAN	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB
OG0001056	LOC120447232|XP_039484692.1|DSAN, LOC120456120|XP_039498681.1|DSAN	LOC118458531|XP_035777002.1|AALB
OG0001057	LOC120447044|XP_039484345.1|DSAN	LOC118456428|XP_035773077.1|AALB
OG0001058	LOC120456498|XP_039499300.1|DSAN	LOC118462874|XP_035784828.1|AALB
OG0001059	LOC120449208|XP_039487507.1|DSAN	LOC118466592|XP_035792047.1|AALB
OG0001072	LOC120456585|XP_039499425.1|DSAN	LOC118456181|XP_035772631.1|AALB
OG0001073	LOC120454273|XP_039495371.1|DSAN	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB
OG0001074	LOC120446558|XP_039483510.1|DSAN	LOC118465055|XP_035788830.1|AALB
OG0001077	LOC120457600|XP_039501044.1|DSAN, LOC120449248|XP_039487557.1|DSAN	LOC118468651|XP_035795571.1|AALB
OG0001078	LOC120456502|XP_039499303.1|DSAN	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB
OG0001079	LOC120450169|XP_039488951.1|DSAN	LOC118462980|XP_035785069.1|AALB
OG0001080	LOC120449717|XP_039488273.1|DSAN	LOC118466686|XP_035792207.1|AALB
OG0001081	LOC120450864|XP_039490021.1|DSAN	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB
OG0001082	LOC120444412|XP_039479969.1|DSAN	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB
OG0001083	LOC120449530|XP_039487984.1|DSAN	LOC118463887|XP_035786707.1|AALB
OG0001084	LOC120455461|XP_039497657.1|DSAN	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB
OG0001085	LOC120458914|XP_039502697.1|DSAN	LOC118463368|XP_035785785.1|AALB
OG0001086	LOC120452319|XP_039492406.1|DSAN, LOC120444673|XP_039480463.1|DSAN	LOC118466154|XP_035791022.1|AALB
OG0001088	LOC120447616|XP_039485043.1|DSAN, LOC120450317|XP_039489205.1|DSAN	LOC118463537|XP_035786046.1|AALB
OG0001089	LOC120447557|XP_039484944.1|DSAN	LOC118463098|XP_035785279.1|AALB
OG0001090	LOC120448541|XP_039486520.1|DSAN	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB
OG0001092	LOC120458364|XP_039501912.1|DSAN	LOC118458375|XP_035776670.1|AALB
OG0001093	LOC120458873|XP_039502644.1|DSAN	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB
OG0001094	LOC120455016|XP_039496779.1|DSAN	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB
OG0001095	LOC120444920|XP_039480848.1|DSAN	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB
OG0001096	LOC120446582|XP_039483538.1|DSAN	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB
OG0001097	LOC120444063|XP_039479508.1|DSAN	LOC118468054|XP_035794870.1|AALB
OG0001099	LOC120449298|XP_039487623.1|DSAN	LOC118459695|XP_035779229.1|AALB
OG0001100	LOC120453952|XP_039494832.1|DSAN, LOC120453966|XP_039494852.1|DSAN, LOC120447083|XP_039484416.1|DSAN	LOC118467040|XP_035792918.1|AALB
OG0001101	LOC120446909|XP_039484079.1|DSAN	LOC118465160|XP_035789001.1|AALB
OG0001102	LOC120448491|XP_039486455.1|DSAN	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB
OG0001103	LOC120453655|XP_039494383.1|DSAN	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB
OG0001104	LOC120446512|XP_039483454.1|DSAN	LOC118466871|XP_035792612.1|AALB
OG0001105	LOC120455850|XP_039498254.1|DSAN, LOC120446944|XP_039484127.1|DSAN	LOC118464948|XP_035788630.1|AALB
OG0001106	LOC120454932|XP_039496623.1|DSAN	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB
OG0001118	LOC120455275|XP_039497230.1|DSAN	LOC118464394|XP_035787640.1|AALB
OG0001120	LOC120453326|XP_039493920.1|DSAN	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB
OG0001121	LOC120456148|XP_039498714.1|DSAN	LOC118467126|XP_035793101.1|AALB
OG0001122	LOC120449721|XP_039488282.1|DSAN	LOC118466831|XP_035792522.1|AALB
OG0001124	LOC120451342|XP_039490854.1|DSAN	LOC118465314|XP_035789323.1|AALB
OG0001125	LOC120453784|XP_039494568.1|DSAN	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB
OG0001127	LOC120450189|XP_039488988.1|DSAN	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB
OG0001128	LOC120444371|XP_039479912.1|DSAN	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB
OG0001129	LOC120445603|XP_039482043.1|DSAN	LOC118456467|XP_035773148.1|AALB
OG0001130	LOC120449775|XP_039488352.1|DSAN	LOC118468542|XP_035795318.1|AALB
OG0001131	LOC120454928|XP_039496619.1|DSAN	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB
OG0001133	LOC120444390|XP_039479942.1|DSAN	LOC118459323|XP_035778470.1|AALB
OG0001134	LOC120445094|XP_039481159.1|DSAN	LOC118459711|XP_035779262.1|AALB
OG0001135	LOC120452560|XP_039492773.1|DSAN	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB
OG0001136	LOC120453627|XP_039494344.1|DSAN	LOC118461028|XP_035781783.1|AALB
OG0001137	LOC120453703|XP_039494460.1|DSAN	LOC118457518|XP_035775055.1|AALB
OG0001138	LOC120449719|XP_039488279.1|DSAN	LOC118464731|XP_035788215.1|AALB
OG0001139	LOC120449173|XP_039487449.1|DSAN	LOC118465857|XP_035790380.1|AALB
OG0001153	LOC120445845|XP_039482408.1|DSAN	LOC118465049|XP_035788825.1|AALB
OG0001154	LOC120454265|XP_039495355.1|DSAN	LOC118468672|XP_035795648.1|AALB
OG0001158	LOC120451907|XP_039491853.1|DSAN	LOC118458274|XP_035776486.1|AALB
OG0001160	LOC120453881|XP_039494731.1|DSAN	LOC118457823|XP_035775591.1|AALB
OG0001162	LOC120452327|XP_039492414.1|DSAN	LOC118458801|XP_035777541.1|AALB
OG0001163	LOC120451673|XP_039491483.1|DSAN	LOC118458840|XP_035777635.1|AALB
OG0001164	LOC120451882|XP_039491823.1|DSAN	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB
OG0001165	LOC120444551|XP_039480235.1|DSAN	LOC118468688|XP_035795695.1|AALB
OG0001167	LOC120451546|XP_039491267.1|DSAN	LOC118464622|XP_035787961.1|AALB
OG0001168	LOC120445633|XP_039482094.1|DSAN	LOC118465527|XP_035789744.1|AALB
OG0001169	LOC120456646|XP_039499506.1|DSAN	LOC118464071|XP_035787014.1|AALB
OG0001170	LOC120454233|XP_039495270.1|DSAN	LOC118460729|XP_035781178.1|AALB
OG0001171	LOC120450307|XP_039489189.1|DSAN	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB
OG0001172	LOC120444563|XP_039480253.1|DSAN	LOC118462641|XP_035784382.1|AALB
OG0001173	LOC120451160|XP_039490528.1|DSAN	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB
OG0001174	LOC120450389|XP_039489314.1|DSAN, LOC120450390|XP_039489316.1|DSAN	LOC118467301|XP_035793514.1|AALB
OG0001175	LOC120444452|XP_039480050.1|DSAN	LOC118461601|XP_035783010.1|AALB
OG0001176	LOC120447206|XP_039484643.1|DSAN	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB
OG0001177	LOC120444708|XP_039480515.1|DSAN	LOC118461535|XP_035782864.1|AALB
OG0001178	LOC120445338|XP_039481608.1|DSAN	LOC118456756|XP_035773713.1|AALB
OG0001179	LOC120444978|XP_039480936.1|DSAN	LOC118458722|XP_035777360.1|AALB
OG0001180	LOC120454873|XP_039496364.1|DSAN	LOC118468911|XP_035796109.1|AALB
OG0001181	LOC120448262|XP_039486114.1|DSAN	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB
OG0001182	LOC120452613|XP_039492845.1|DSAN	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB
OG0001183	LOC120454469|XP_039495723.1|DSAN	LOC118467069|XP_035792999.1|AALB
OG0001185	LOC120451475|XP_039491102.1|DSAN	LOC118457401|XP_035774834.1|AALB
OG0001186	LOC120450762|XP_039489836.1|DSAN	LOC118466562|XP_035791999.1|AALB
OG0001187	LOC120445110|XP_039481189.1|DSAN	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB
OG0001188	LOC120446633|XP_039483631.1|DSAN	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB
OG0001189	LOC120445876|XP_039482455.1|DSAN	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB
OG0001190	LOC120456657|XP_039499522.1|DSAN	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB
OG0001191	LOC120458092|XP_039501553.1|DSAN	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB
OG0001193	LOC120452043|XP_039492029.1|DSAN	LOC118465058|XP_035788833.1|AALB
OG0001194	LOC120456290|XP_039498968.1|DSAN	LOC118462665|XP_035784454.1|AALB
OG0001195	LOC120458677|XP_039502348.1|DSAN	LOC118467257|XP_035793433.1|AALB
OG0001201	LOC120452215|XP_039492271.1|DSAN	LOC118461173|XP_035782076.1|AALB
OG0001202	LOC120456566|XP_039499381.1|DSAN	LOC118462103|XP_035783994.1|AALB
OG0001203	LOC120454906|XP_039496521.1|DSAN	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB
OG0001204	LOC120458037|XP_039501480.1|DSAN	LOC118463325|XP_035785717.1|AALB
OG0001205	LOC120454066|XP_039495009.1|DSAN	LOC118463845|XP_035786643.1|AALB
OG0001206	LOC120454522|XP_039495822.1|DSAN	LOC118462907|XP_035784902.1|AALB
OG0001207	LOC120456024|XP_039498523.1|DSAN	LOC118462055|XP_035783934.1|AALB
OG0001208	LOC120456782|XP_039499729.1|DSAN	LOC118468829|XP_035795996.1|AALB
OG0001209	LOC120453815|XP_039494628.1|DSAN	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB
OG0001210	LOC120456370|XP_039499116.1|DSAN	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB
OG0001211	LOC120453317|XP_039493908.1|DSAN, LOC120453762|XP_039494530.1|DSAN	LOC118460819|XP_035781332.1|AALB
OG0001212	LOC120456875|XP_039499905.1|DSAN	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB
OG0001213	LOC120452768|XP_039493087.1|DSAN	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB
OG0001214	LOC120451940|XP_039491894.1|DSAN	LOC118459114|XP_035778071.1|AALB
OG0001215	LOC120451059|XP_039490351.1|DSAN	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB
OG0001216	LOC120454395|XP_039495580.1|DSAN	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB
OG0001217	LOC120445263|XP_039481487.1|DSAN	LOC118457400|XP_035774830.1|AALB
OG0001218	LOC120451532|XP_039491244.1|DSAN	LOC118460730|XP_035781179.1|AALB
OG0001220	LOC120458812|XP_039502544.1|DSAN	LOC118467131|XP_035793134.1|AALB
OG0001223	LOC120447652|XP_039485103.1|DSAN	LOC118463241|XP_035785600.1|AALB
OG0001224	LOC120445232|XP_039481425.1|DSAN	LOC118466057|XP_035790800.1|AALB
OG0001225	LOC120454278|XP_039495426.1|DSAN	LOC118465045|XP_035788815.1|AALB
OG0001226	LOC120457783|XP_039501212.1|DSAN	LOC118466987|XP_035792797.1|AALB
OG0001227	LOC120451098|XP_039490440.1|DSAN	LOC118458780|XP_035777498.1|AALB
OG0001228	LOC120455738|XP_039498094.1|DSAN	LOC118467222|XP_035793365.1|AALB
OG0001229	LOC120457614|XP_039501056.1|DSAN	LOC118457878|XP_035775694.1|AALB
OG0001230	LOC120444322|XP_039479804.1|DSAN	LOC118458823|XP_035777600.1|AALB
OG0001231	LOC120445468|XP_039481848.1|DSAN	LOC118468340|XP_035794992.1|AALB
OG0001232	LOC120446115|XP_039482860.1|DSAN	LOC118459302|XP_035778443.1|AALB
OG0001233	LOC120458720|XP_039502403.1|DSAN, LOC120458811|XP_039502543.1|DSAN, LOC120458719|XP_039502402.1|DSAN, LOC120458810|XP_039502542.1|DSAN	LOC118458684|XP_035777288.1|AALB
OG0001234	LOC120444577|XP_039480271.1|DSAN	LOC118458826|XP_035777605.1|AALB
OG0001235	LOC120451821|XP_039491728.1|DSAN	LOC118468919|XP_035796122.1|AALB
OG0001236	LOC120449391|XP_039487768.1|DSAN	LOC118457340|XP_035774731.1|AALB
OG0001237	LOC120449126|XP_039487373.1|DSAN, LOC120454516|XP_039495810.1|DSAN	LOC118462010|XP_035783840.1|AALB
OG0001238	LOC120451010|XP_039490261.1|DSAN	LOC118458685|XP_035777293.1|AALB
OG0001239	LOC120454636|XP_039496059.1|DSAN	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB
OG0001240	LOC120451855|XP_039491781.1|DSAN	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB
OG0001241	LOC120446433|XP_039483332.1|DSAN	LOC118458875|XP_035777718.1|AALB
OG0001242	LOC120455383|XP_039497443.1|DSAN	LOC118457790|XP_035775529.1|AALB
OG0001246	LOC120444883|XP_039480799.1|DSAN	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB
OG0001247	LOC120444065|XP_039479513.1|DSAN	LOC118466018|XP_035790726.1|AALB
OG0001248	LOC120449397|XP_039487774.1|DSAN	LOC118465826|XP_035790307.1|AALB
OG0001249	LOC120453962|XP_039494846.1|DSAN, LOC120455502|XP_039497698.1|DSAN	LOC118463759|XP_035786466.1|AALB
OG0001257	LOC120454919|XP_039496583.1|DSAN	LOC118469009|XP_035796340.1|AALB
OG0001258	LOC120452399|XP_039492551.1|DSAN	LOC118458042|XP_035776057.1|AALB
OG0001259	LOC120455980|XP_039498467.1|DSAN	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB
OG0001260	LOC120452318|XP_039492405.1|DSAN	LOC118460936|XP_035781596.1|AALB
OG0001261	LOC120456330|XP_039499031.1|DSAN	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB
OG0001263	LOC120450959|XP_039490180.1|DSAN	LOC118465872|XP_035790398.1|AALB
OG0001264	LOC120458497|XP_039502098.1|DSAN	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB
OG0001266	LOC120444600|XP_039480309.1|DSAN	LOC118457732|XP_035775418.1|AALB
OG0001267	LOC120452726|XP_039493025.1|DSAN	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB
OG0001269	LOC120446601|XP_039483567.1|DSAN	LOC118458301|XP_035776522.1|AALB
OG0001270	LOC120453297|XP_039493861.1|DSAN	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB
OG0001271	LOC120449834|XP_039488421.1|DSAN	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB
OG0001273	LOC120451874|XP_039491815.1|DSAN	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB
OG0001274	LOC120450546|XP_039489584.1|DSAN	LOC118466941|XP_035792733.1|AALB
OG0001276	LOC120448880|XP_039487028.1|DSAN	LOC118467508|XP_035793953.1|AALB
OG0001277	LOC120449559|XP_039488040.1|DSAN	LOC118463487|XP_035785971.1|AALB
OG0001278	LOC120448182|XP_039485966.1|DSAN	LOC118467600|XP_035794181.1|AALB
OG0001279	LOC120449975|XP_039488617.1|DSAN	LOC118467611|XP_035794206.1|AALB
OG0001280	LOC120450370|XP_039489287.1|DSAN	LOC118464283|XP_035787451.1|AALB
OG0001281	LOC120449072|XP_039487304.1|DSAN	LOC118464877|XP_035788512.1|AALB
OG0001282	LOC120458023|XP_039501461.1|DSAN	LOC118463127|XP_035785377.1|AALB
OG0001283	LOC120445360|XP_039481652.1|DSAN	LOC118463747|XP_035786435.1|AALB
OG0001284	LOC120457477|XP_039500964.1|DSAN	LOC118460504|XP_035780751.1|AALB
OG0001285	LOC120449813|XP_039488395.1|DSAN	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB
OG0001286	LOC120457800|XP_039501230.1|DSAN	LOC118457587|XP_035775168.1|AALB
OG0001287	LOC120453620|XP_039494336.1|DSAN	LOC118463595|XP_035786147.1|AALB
OG0001288	LOC120458137|XP_039501615.1|DSAN	LOC118457380|XP_035774808.1|AALB
OG0001290	LOC120448010|XP_039485704.1|DSAN	LOC118460506|XP_035780752.1|AALB
OG0001291	LOC120446058|XP_039482769.1|DSAN	LOC118460352|XP_035780485.1|AALB
OG0001292	LOC120447252|XP_039484712.1|DSAN	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB
OG0001293	LOC120455311|XP_039497295.1|DSAN	LOC118468502|XP_035795229.1|AALB
OG0001294	LOC120450780|XP_039489872.1|DSAN	LOC118456945|XP_035774009.1|AALB
OG0001295	LOC120456338|XP_039499045.1|DSAN	LOC118468446|XP_035795109.1|AALB
OG0001296	LOC120457893|XP_039501343.1|DSAN	LOC118457243|XP_035774518.1|AALB
OG0001297	LOC120454402|XP_039495597.1|DSAN	LOC118459854|XP_035779518.1|AALB
OG0001298	LOC120453180|XP_039493678.1|DSAN	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB
OG0001299	LOC120448416|XP_039486349.1|DSAN	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB
OG0001300	LOC120452982|XP_039493413.1|DSAN	LOC118459364|XP_035778556.1|AALB
OG0001301	LOC120458540|XP_039502154.1|DSAN	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB
OG0001302	LOC120445846|XP_039482413.1|DSAN	LOC118461957|XP_035783751.1|AALB
OG0001303	LOC120451340|XP_039490853.1|DSAN	LOC118458916|XP_035777776.1|AALB
OG0001304	LOC120444345|XP_039479852.1|DSAN	LOC118460328|XP_035780432.1|AALB
OG0001305	LOC120453298|XP_039493862.1|DSAN	LOC118457357|XP_035774756.1|AALB
OG0001306	LOC120451203|XP_039490589.1|DSAN	LOC118457402|XP_035774859.1|AALB
OG0001307	LOC120447650|XP_039485094.1|DSAN	LOC118459515|XP_035778850.1|AALB
OG0001308	LOC120454986|XP_039496712.1|DSAN	LOC118461312|XP_035782395.1|AALB
OG0001309	LOC120453811|XP_039494623.1|DSAN	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB
OG0001311	LOC120457266|XP_039500618.1|DSAN	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB
OG0001312	LOC120447848|XP_039485389.1|DSAN, LOC120447847|XP_039485388.1|DSAN	LOC118464188|XP_035787233.1|AALB
OG0001313	LOC120445864|XP_039482440.1|DSAN	LOC118464219|XP_035787284.1|AALB
OG0001314	LOC120458038|XP_039501481.1|DSAN	LOC118463333|XP_035785730.1|AALB
OG0001315	LOC120455400|XP_039497474.1|DSAN	LOC118468527|XP_035795288.1|AALB
OG0001316	LOC120447002|XP_039484241.1|DSAN, LOC120445225|XP_039481415.1|DSAN	LOC118465245|XP_035789159.1|AALB
OG0001326	LOC120451385|XP_039490979.1|DSAN	LOC118461381|XP_035782530.1|AALB
OG0001328	LOC120456604|XP_039499448.1|DSAN	LOC118464706|XP_035788125.1|AALB
OG0001329	LOC120456419|XP_039499185.1|DSAN	LOC118460972|XP_035781678.1|AALB
OG0001330	LOC120455102|XP_039496912.1|DSAN	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB
OG0001331	LOC120457350|XP_039500799.1|DSAN	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB
OG0001332	LOC120455478|XP_039497647.1|DSAN	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB
OG0001333	LOC120458249|XP_039501772.1|DSAN	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB
OG0001334	LOC120452874|XP_039493255.1|DSAN	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB
OG0001335	LOC120452572|XP_039492788.1|DSAN	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB
OG0001337	LOC120456473|XP_039499265.1|DSAN	LOC118457682|XP_035775340.1|AALB
OG0001338	LOC120446915|XP_039484087.1|DSAN	LOC118458991|XP_035777882.1|AALB
