Orthogroup	DSAN.longest_only	HILL.longest_only
OG0002008	LOC120454920|XP_039496597.1|DSAN	LOC119660773|XP_037925469.1|HILL
OG0002009	LOC120445514|XP_039481905.1|DSAN	LOC119661080|XP_037926200.1|HILL
OG0002010	LOC120454850|XP_039496303.1|DSAN	LOC119652866|XP_037913151.1|HILL
OG0002011	LOC120444989|XP_039480954.1|DSAN	LOC119646725|XP_037903232.1|HILL
OG0002012	LOC120458716|XP_039502399.1|DSAN	LOC119656680|XP_037919095.1|HILL
OG0002013	LOC120446434|XP_039483334.1|DSAN	LOC119650589|XP_037909361.1|HILL
OG0002014	LOC120445068|XP_039481128.1|DSAN	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL
OG0002015	LOC120449360|XP_039487710.1|DSAN	LOC119646430|XP_037902808.1|HILL
OG0002016	LOC120458941|XP_039502734.1|DSAN	LOC119646971|XP_037903601.1|HILL
OG0002017	LOC120458004|XP_039501433.1|DSAN	LOC119651134|XP_037910456.1|HILL
OG0002018	LOC120444003|XP_039479414.1|DSAN	LOC119651428|XP_037910953.1|HILL
OG0002019	LOC120456783|XP_039499733.1|DSAN	LOC119646570|XP_037902989.1|HILL
OG0002020	LOC120446213|XP_039483002.1|DSAN	LOC119652879|XP_037913171.1|HILL
OG0002021	LOC120445008|XP_039480994.1|DSAN	LOC119659470|XP_037923533.1|HILL
OG0002022	LOC120457773|XP_039501204.1|DSAN	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL
OG0002023	LOC120452104|XP_039492114.1|DSAN	LOC119656328|XP_037918719.1|HILL
OG0002024	LOC120456508|XP_039499312.1|DSAN	LOC119658398|XP_037921718.1|HILL
OG0002025	LOC120450768|XP_039489858.1|DSAN	LOC119661327|XP_037926555.1|HILL
OG0002026	LOC120448195|XP_039485995.1|DSAN	LOC119647988|XP_037905301.1|HILL
OG0002027	LOC120444956|XP_039480900.1|DSAN	LOC119655920|XP_037918014.1|HILL
OG0002028	LOC120446846|XP_039483973.1|DSAN	LOC119654882|XP_037916419.1|HILL
OG0002029	LOC120449876|XP_039488485.1|DSAN	LOC119659931|XP_037924197.1|HILL
OG0002030	LOC120444508|XP_039480159.1|DSAN	LOC119659276|XP_037923212.1|HILL
OG0002031	LOC120446274|XP_039483089.1|DSAN	LOC119655014|XP_037916612.1|HILL
OG0002032	LOC120454665|XP_039496110.1|DSAN	LOC119653873|XP_037914909.1|HILL
OG0002033	LOC120455518|XP_039497729.1|DSAN	LOC119656155|XP_037918417.1|HILL
OG0002034	LOC120457170|XP_039500386.1|DSAN	LOC119654370|XP_037915646.1|HILL
OG0002035	LOC120450923|XP_039490123.1|DSAN	LOC119660316|XP_037924719.1|HILL
OG0002036	LOC120452656|XP_039492909.1|DSAN	LOC119660612|XP_037925233.1|HILL
OG0002037	LOC120448394|XP_039486315.1|DSAN	LOC119649129|XP_037907062.1|HILL
OG0002038	LOC120451507|XP_039491195.1|DSAN	LOC119647281|XP_037904102.1|HILL
OG0002039	LOC120457533|XP_039501012.1|DSAN	LOC119658624|XP_037922050.1|HILL
OG0002040	LOC120457862|XP_039501311.1|DSAN	LOC119660134|XP_037924461.1|HILL
OG0002041	LOC120444114|XP_039479578.1|DSAN	LOC119653539|XP_037914144.1|HILL
OG0002042	LOC120453377|XP_039493986.1|DSAN	LOC119659806|XP_037924004.1|HILL
OG0002043	LOC120452963|XP_039493387.1|DSAN	LOC119658578|XP_037921956.1|HILL
OG0002044	LOC120454689|XP_039496150.1|DSAN	LOC119658718|XP_037922266.1|HILL
OG0002045	LOC120453302|XP_039493869.1|DSAN	LOC119659915|XP_037924168.1|HILL
OG0002046	LOC120454901|XP_039496506.1|DSAN	LOC119659215|XP_037923116.1|HILL
OG0002047	LOC120455355|XP_039497391.1|DSAN	LOC119655731|XP_037917709.1|HILL
OG0002048	LOC120453868|XP_039494707.1|DSAN	LOC119659298|XP_037923237.1|HILL
OG0002049	LOC120452591|XP_039492816.1|DSAN	LOC119658688|XP_037922201.1|HILL
OG0002050	LOC120453928|XP_039494796.1|DSAN	LOC119658589|XP_037921977.1|HILL
OG0002051	LOC120444624|XP_039480363.1|DSAN	LOC119655921|XP_037918017.1|HILL, LOC119649941|XP_037908287.1|HILL
OG0002052	LOC120448875|XP_039487024.1|DSAN	LOC119659533|XP_037923602.1|HILL
OG0002053	LOC120451741|XP_039491583.1|DSAN	LOC119659501|XP_037923555.1|HILL
OG0002054	LOC120450802|XP_039489904.1|DSAN	LOC119660002|XP_037924308.1|HILL
OG0002055	LOC120451784|XP_039491668.1|DSAN	LOC119659025|XP_037922848.1|HILL
OG0002056	LOC120449402|XP_039487782.1|DSAN	LOC119653891|XP_037914941.1|HILL
OG0002057	LOC120447827|XP_039485350.1|DSAN	LOC119655930|XP_037918040.1|HILL
OG0002058	LOC120447985|XP_039485615.1|DSAN	LOC119655360|XP_037917145.1|HILL
OG0002059	LOC120453533|XP_039494219.1|DSAN	LOC119655733|XP_037917711.1|HILL
OG0002060	LOC120445879|XP_039482457.1|DSAN	LOC119655395|XP_037917200.1|HILL
OG0002061	LOC120444926|XP_039480860.1|DSAN	LOC119653456|XP_037913993.1|HILL
OG0002062	LOC120456161|XP_039498734.1|DSAN	LOC119653676|XP_037914444.1|HILL
OG0002063	LOC120457408|XP_039500939.1|DSAN	LOC119655005|XP_037916601.1|HILL
OG0002064	LOC120447638|XP_039485079.1|DSAN	LOC119654268|XP_037915463.1|HILL, LOC119655743|XP_037917724.1|HILL
OG0002065	LOC120449602|XP_039488104.1|DSAN	LOC119648983|XP_037906831.1|HILL
OG0002066	LOC120453604|XP_039494304.1|DSAN	LOC119659689|XP_037923854.1|HILL
OG0002067	LOC120446847|XP_039483974.1|DSAN	LOC119660524|XP_037925073.1|HILL
OG0002068	LOC120444479|XP_039480092.1|DSAN	LOC119659187|XP_037923075.1|HILL
OG0002069	LOC120457491|XP_039500976.1|DSAN	LOC119653847|XP_037914822.1|HILL
OG0002070	LOC120454385|XP_039495562.1|DSAN	LOC119656700|XP_037919135.1|HILL
OG0002071	LOC120452641|XP_039492890.1|DSAN	LOC119655665|XP_037917579.1|HILL
OG0002072	LOC120444574|XP_039480269.1|DSAN	LOC119659080|XP_037922923.1|HILL
OG0002073	LOC120449195|XP_039487482.1|DSAN	LOC119650208|XP_037908702.1|HILL
OG0002074	LOC120449704|XP_039488296.1|DSAN, LOC120444585|XP_039480280.1|DSAN	LOC119655850|XP_037917896.1|HILL
OG0002075	LOC120449473|XP_039487886.1|DSAN, LOC120449464|XP_039487873.1|DSAN	LOC119649972|XP_037908337.1|HILL
OG0002076	LOC120445624|XP_039482071.1|DSAN	LOC119656236|XP_037918582.1|HILL
OG0002077	LOC120449715|XP_039488270.1|DSAN	LOC119654575|XP_037915958.1|HILL
OG0002078	LOC120444535|XP_039480215.1|DSAN	LOC119655664|XP_037917578.1|HILL
OG0002079	LOC120447487|XP_039484817.1|DSAN	LOC119650394|XP_037909083.1|HILL
OG0002080	LOC120446913|XP_039484083.1|DSAN	LOC119654626|XP_037916026.1|HILL
OG0002081	LOC120444338|XP_039479832.1|DSAN	LOC119654662|XP_037916081.1|HILL
OG0002082	LOC120446748|XP_039483820.1|DSAN	LOC119656303|XP_037918675.1|HILL
OG0002083	LOC120456839|XP_039499825.1|DSAN	LOC119653504|XP_037914088.1|HILL
OG0002084	LOC120445465|XP_039481844.1|DSAN	LOC119656315|XP_037918691.1|HILL
OG0002085	LOC120444658|XP_039480433.1|DSAN	LOC119656233|XP_037918577.1|HILL, LOC119655275|XP_037917019.1|HILL, LOC119655274|XP_037917014.1|HILL
OG0002086	LOC120444276|XP_039479724.1|DSAN	LOC119655635|XP_037917536.1|HILL
OG0002087	LOC120448785|XP_039486908.1|DSAN	LOC119654374|XP_037915655.1|HILL
OG0002088	LOC120447947|XP_039485561.1|DSAN	LOC119647909|XP_037905155.1|HILL
OG0002089	LOC120458520|XP_039502131.1|DSAN	LOC119654913|XP_037916475.1|HILL
OG0002090	LOC120448498|XP_039486464.1|DSAN	LOC119648685|XP_037906409.1|HILL
OG0002091	LOC120445645|XP_039482119.1|DSAN	LOC119653647|XP_037914390.1|HILL, LOC119653648|XP_037914392.1|HILL, LOC119653646|XP_037914389.1|HILL
OG0002092	LOC120447914|XP_039485497.1|DSAN	LOC119647664|XP_037904667.1|HILL
OG0002093	LOC120445344|XP_039481615.1|DSAN	LOC119653692|XP_037914490.1|HILL
OG0002094	LOC120446085|XP_039482807.1|DSAN	LOC119653481|XP_037914036.1|HILL
OG0002095	LOC120455090|XP_039496897.1|DSAN	LOC119653426|XP_037913933.1|HILL
OG0002096	LOC120444638|XP_039480382.1|DSAN	LOC119653799|XP_037914741.1|HILL, LOC119655532|XP_037917374.1|HILL
OG0002097	LOC120448200|XP_039486003.1|DSAN	LOC119654127|XP_037915218.1|HILL
OG0002098	LOC120448377|XP_039486280.1|DSAN	LOC119649830|XP_037908100.1|HILL
OG0002099	LOC120450999|XP_039490244.1|DSAN	LOC119653875|XP_037914911.1|HILL
OG0002100	LOC120449009|XP_039487219.1|DSAN	LOC119647613|XP_037904574.1|HILL
OG0002101	LOC120443970|XP_039479373.1|DSAN	LOC119655574|XP_037917430.1|HILL
OG0002102	LOC120445884|XP_039482464.1|DSAN	LOC119653572|XP_037914228.1|HILL
OG0002103	LOC120452546|XP_039492755.1|DSAN	LOC119652473|XP_037912571.1|HILL
OG0002107	LOC120447727|XP_039485206.1|DSAN	LOC119646747|XP_037903252.1|HILL
OG0002110	LOC120450154|XP_039488928.1|DSAN, LOC120444035|XP_039479475.1|DSAN	LOC119647779|XP_037904889.1|HILL
OG0002117	LOC120444281|XP_039479730.1|DSAN	LOC119657828|XP_037920874.1|HILL
OG0002118	LOC120457522|XP_039501000.1|DSAN	LOC119656808|XP_037919354.1|HILL
OG0002119	LOC120452304|XP_039492380.1|DSAN	LOC119658634|XP_037922087.1|HILL
OG0002120	LOC120454895|XP_039496476.1|DSAN	LOC119660744|XP_037925393.1|HILL
OG0002121	LOC120453511|XP_039494190.1|DSAN	LOC119651294|XP_037910741.1|HILL
OG0002123	LOC120444097|XP_039479558.1|DSAN	LOC119648401|XP_037906075.1|HILL
OG0002124	LOC120456721|XP_039499638.1|DSAN	LOC119657220|XP_037919960.1|HILL
OG0002125	LOC120445278|XP_039481511.1|DSAN	LOC119650671|XP_037909550.1|HILL
OG0002126	LOC120449334|XP_039487669.1|DSAN	LOC119647832|XP_037905001.1|HILL
OG0002127	LOC120455844|XP_039498248.1|DSAN	LOC119657602|XP_037920529.1|HILL
OG0002128	LOC120457265|XP_039500617.1|DSAN	LOC119656607|XP_037918970.1|HILL
OG0002129	LOC120454508|XP_039495794.1|DSAN	LOC119652830|XP_037913086.1|HILL
OG0002130	LOC120457360|XP_039500817.1|DSAN	LOC119657247|XP_037919992.1|HILL
OG0002131	LOC120452536|XP_039492736.1|DSAN	LOC119651496|XP_037911040.1|HILL
OG0002132	LOC120458332|XP_039501884.1|DSAN	LOC119651555|XP_037911116.1|HILL
OG0002133	LOC120455645|XP_039497970.1|DSAN	LOC119656658|XP_037919062.1|HILL
OG0002134	LOC120455717|XP_039498066.1|DSAN	LOC119653848|XP_037914824.1|HILL
OG0002135	LOC120456177|XP_039498780.1|DSAN	LOC119656668|XP_037919077.1|HILL
OG0002136	LOC120452252|XP_039492314.1|DSAN	LOC119659975|XP_037924269.1|HILL
OG0002137	LOC120450770|XP_039489857.1|DSAN	LOC119656530|XP_037918803.1|HILL
OG0002138	LOC120456267|XP_039498926.1|DSAN	LOC119661326|XP_037926552.1|HILL
OG0002139	LOC120455571|XP_039497872.1|DSAN	LOC119646344|XP_037902706.1|HILL
OG0002140	LOC120456264|XP_039498922.1|DSAN	LOC119658046|XP_037921217.1|HILL
OG0002141	LOC120448527|XP_039486500.1|DSAN	LOC119658647|XP_037922113.1|HILL
OG0002142	LOC120453471|XP_039494134.1|DSAN	LOC119652352|XP_037912360.1|HILL
OG0002143	LOC120453624|XP_039494343.1|DSAN	LOC119646616|XP_037903050.1|HILL
OG0002144	LOC120454834|XP_039496243.1|DSAN	LOC119660743|XP_037925386.1|HILL
OG0002145	LOC120452902|XP_039493294.1|DSAN	LOC119661362|XP_037926640.1|HILL
OG0002146	LOC120451156|XP_039490524.1|DSAN	LOC119650779|XP_037909815.1|HILL
OG0002147	LOC120455116|XP_039496940.1|DSAN	LOC119657972|XP_037921111.1|HILL
OG0002148	LOC120449749|XP_039488317.1|DSAN	LOC119656565|XP_037918877.1|HILL
OG0002149	LOC120454866|XP_039496351.1|DSAN	LOC119660866|XP_037925690.1|HILL
OG0002150	LOC120456516|XP_039499317.1|DSAN	LOC119646740|XP_037903246.1|HILL
OG0002151	LOC120458852|XP_039502613.1|DSAN	LOC119661168|XP_037926312.1|HILL, LOC119646524|XP_037902916.1|HILL
OG0002152	LOC120452971|XP_039493401.1|DSAN	LOC119652511|XP_037912633.1|HILL
OG0002153	LOC120450888|XP_039490062.1|DSAN	LOC119652345|XP_037912298.1|HILL
OG0002154	LOC120457356|XP_039500808.1|DSAN	LOC119657793|XP_037920805.1|HILL
OG0002155	LOC120453837|XP_039494665.1|DSAN	LOC119658159|XP_037921355.1|HILL
OG0002156	LOC120448729|XP_039486835.1|DSAN	LOC119660802|XP_037925559.1|HILL
OG0002157	LOC120451191|XP_039490573.1|DSAN	LOC119651054|XP_037910311.1|HILL
OG0002158	LOC120444481|XP_039480095.1|DSAN	LOC119651960|XP_037911747.1|HILL, LOC119651888|XP_037911638.1|HILL, LOC119659188|XP_037923076.1|HILL
OG0002159	LOC120446736|XP_039483793.1|DSAN	LOC119651415|XP_037910937.1|HILL
OG0002160	LOC120454138|XP_039495129.1|DSAN	LOC119653182|XP_037913664.1|HILL
OG0002161	LOC120451837|XP_039491747.1|DSAN	LOC119650997|XP_037910210.1|HILL
OG0002162	LOC120452664|XP_039492937.1|DSAN	LOC119659601|XP_037923697.1|HILL
OG0002163	LOC120455778|XP_039498169.1|DSAN	LOC119652577|XP_037912719.1|HILL
OG0002164	LOC120453004|XP_039493443.1|DSAN	LOC119658470|XP_037921820.1|HILL
OG0002165	LOC120444433|XP_039480017.1|DSAN	LOC119651145|XP_037910477.1|HILL
OG0002166	LOC120458177|XP_039501675.1|DSAN	LOC119646480|XP_037902861.1|HILL
OG0002167	LOC120446552|XP_039483502.1|DSAN	LOC119660949|XP_037925889.1|HILL
OG0002168	LOC120445214|XP_039481402.1|DSAN	LOC119658017|XP_037921174.1|HILL
OG0002169	LOC120447726|XP_039485202.1|DSAN	LOC119658302|XP_037921533.1|HILL
OG0002170	LOC120454889|XP_039496457.1|DSAN	LOC119660722|XP_037925301.1|HILL
OG0002171	LOC120451782|XP_039491665.1|DSAN	LOC119657940|XP_037921057.1|HILL
OG0002172	LOC120453544|XP_039494230.1|DSAN	LOC119657818|XP_037920860.1|HILL
OG0002173	LOC120458759|XP_039502467.1|DSAN	LOC119660310|XP_037924716.1|HILL
OG0002174	LOC120452145|XP_039492169.1|DSAN	LOC119651946|XP_037911728.1|HILL
OG0002175	LOC120452146|XP_039492170.1|DSAN	LOC119651947|XP_037911729.1|HILL
OG0002176	LOC120451829|XP_039491738.1|DSAN	LOC119652239|XP_037912142.1|HILL
OG0002177	LOC120452708|XP_039493002.1|DSAN	LOC119651431|XP_037910957.1|HILL
OG0002178	LOC120451379|XP_039490969.1|DSAN	LOC119656556|XP_037918862.1|HILL
OG0002179	LOC120452124|XP_039492140.1|DSAN	LOC119652952|XP_037913273.1|HILL
OG0002180	LOC120450993|XP_039490232.1|DSAN	LOC119653216|XP_037913716.1|HILL
OG0002181	LOC120456299|XP_039498980.1|DSAN	LOC119657501|XP_037920363.1|HILL
OG0002182	LOC120453875|XP_039494714.1|DSAN	LOC119653170|XP_037913639.1|HILL
OG0002183	LOC120444608|XP_039480318.1|DSAN	LOC119654245|XP_037915415.1|HILL
OG0002184	LOC120451724|XP_039491561.1|DSAN	LOC119660227|XP_037924603.1|HILL, LOC119660228|XP_037924604.1|HILL
OG0002185	LOC120451256|XP_039490715.1|DSAN	LOC119651143|XP_037910474.1|HILL
OG0002186	LOC120458547|XP_039502162.1|DSAN	LOC119651163|XP_037910509.1|HILL
OG0002187	LOC120452793|XP_039493120.1|DSAN	LOC119651707|XP_037911348.1|HILL
OG0002188	LOC120446314|XP_039483164.1|DSAN	LOC119656601|XP_037918961.1|HILL
OG0002189	LOC120457525|XP_039501004.1|DSAN	LOC119656534|XP_037918808.1|HILL
OG0002190	LOC120450893|XP_039490066.1|DSAN	LOC119656531|XP_037918804.1|HILL
OG0002191	LOC120450451|XP_039489404.1|DSAN	LOC119658503|XP_037921893.1|HILL
OG0002192	LOC120448422|XP_039486356.1|DSAN	LOC119650042|XP_037908453.1|HILL
OG0002193	LOC120452103|XP_039492113.1|DSAN	LOC119650569|XP_037909314.1|HILL
OG0002194	LOC120453941|XP_039494820.1|DSAN	LOC119651777|XP_037911459.1|HILL
OG0002195	LOC120451330|XP_039490841.1|DSAN	LOC119651763|XP_037911430.1|HILL
OG0002196	LOC120452914|XP_039493311.1|DSAN	LOC119660377|XP_037924823.1|HILL
OG0002197	LOC120449241|XP_039487550.1|DSAN	LOC119651176|XP_037910531.1|HILL
OG0002198	LOC120450757|XP_039489819.1|DSAN	LOC119660590|XP_037925187.1|HILL
OG0002199	LOC120452949|XP_039493366.1|DSAN	LOC119660116|XP_037924433.1|HILL
OG0002200	LOC120455445|XP_039497586.1|DSAN	LOC119652671|XP_037912865.1|HILL
OG0002202	LOC120451144|XP_039490501.1|DSAN	LOC119651531|XP_037911090.1|HILL
OG0002203	LOC120452422|XP_039492581.1|DSAN	LOC119652412|XP_037912453.1|HILL
OG0002204	LOC120451820|XP_039491723.1|DSAN	LOC119651218|XP_037910600.1|HILL
OG0002205	LOC120452884|XP_039493273.1|DSAN	LOC119651865|XP_037911601.1|HILL
OG0002206	LOC120451941|XP_039491895.1|DSAN	LOC119652902|XP_037913206.1|HILL
OG0002207	LOC120452271|XP_039492336.1|DSAN	LOC119650917|XP_037910070.1|HILL
OG0002208	LOC120453108|XP_039493575.1|DSAN	LOC119652747|XP_037912974.1|HILL
OG0002209	LOC120457410|XP_039500942.1|DSAN	LOC119646183|XP_037902493.1|HILL
OG0002210	LOC120451058|XP_039490349.1|DSAN	LOC119652626|XP_037912800.1|HILL
OG0002211	LOC120451557|XP_039491291.1|DSAN	LOC119650782|XP_037909821.1|HILL
OG0002212	LOC120451832|XP_039491741.1|DSAN	LOC119651457|XP_037910991.1|HILL
OG0002213	LOC120454461|XP_039495709.1|DSAN	LOC119656652|XP_037919045.1|HILL
OG0002214	LOC120451931|XP_039491886.1|DSAN, LOC120451442|XP_039491053.1|DSAN	LOC119658013|XP_037921167.1|HILL, LOC119657904|XP_037920992.1|HILL
OG0002215	LOC120452674|XP_039492952.1|DSAN	LOC119651153|XP_037910489.1|HILL
OG0002216	LOC120450886|XP_039490060.1|DSAN	LOC119658048|XP_037921220.1|HILL
OG0002217	LOC120454397|XP_039495582.1|DSAN	LOC119651310|XP_037910765.1|HILL
OG0002218	LOC120456047|XP_039498558.1|DSAN	LOC119657383|XP_037920196.1|HILL
OG0002219	LOC120451981|XP_039491943.1|DSAN	LOC119657494|XP_037920350.1|HILL
OG0002220	LOC120451139|XP_039490494.1|DSAN	LOC119658101|XP_037921295.1|HILL
OG0002221	LOC120448822|XP_039486955.1|DSAN	LOC119648528|XP_037906224.1|HILL
OG0002222	LOC120444495|XP_039480138.1|DSAN	LOC119659466|XP_037923481.1|HILL
OG0002223	LOC120444324|XP_039479807.1|DSAN	LOC119660616|XP_037925236.1|HILL
OG0002224	LOC120448548|XP_039486540.1|DSAN	LOC119659327|XP_037923288.1|HILL
OG0002225	LOC120449355|XP_039487701.1|DSAN	LOC119647812|XP_037904959.1|HILL
OG0002226	LOC120444931|XP_039480869.1|DSAN	LOC119646855|XP_037903406.1|HILL
OG0002227	LOC120458731|XP_039502413.1|DSAN	LOC119654275|XP_037915480.1|HILL
OG0002228	LOC120447000|XP_039484242.1|DSAN	LOC119646814|XP_037903343.1|HILL
OG0002229	LOC120444285|XP_039479735.1|DSAN	LOC119647063|XP_037903749.1|HILL, LOC119647328|XP_037904194.1|HILL
OG0002230	LOC120444468|XP_039480074.1|DSAN	LOC119651222|XP_037910610.1|HILL
OG0002231	LOC120458173|XP_039501672.1|DSAN	LOC119650627|XP_037909458.1|HILL
OG0002232	LOC120445032|XP_039481051.1|DSAN	LOC119647095|XP_037903793.1|HILL
OG0002233	LOC120448302|XP_039486176.1|DSAN	LOC119649443|XP_037907522.1|HILL
OG0002235	LOC120444777|XP_039480647.1|DSAN	LOC119656207|XP_037918530.1|HILL
OG0002236	LOC120444644|XP_039480403.1|DSAN	LOC119654446|XP_037915780.1|HILL
OG0002237	LOC120446307|XP_039483155.1|DSAN	LOC119648981|XP_037906834.1|HILL
OG0002238	LOC120449108|XP_039487354.1|DSAN	LOC119646673|XP_037903131.1|HILL
OG0002239	LOC120446636|XP_039483637.1|DSAN	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL
OG0002240	LOC120446286|XP_039483109.1|DSAN	LOC119653608|XP_037914303.1|HILL
OG0002241	LOC120450224|XP_039489035.1|DSAN	LOC119649540|XP_037907655.1|HILL
OG0002242	LOC120448189|XP_039485988.1|DSAN	LOC119650457|XP_037909241.1|HILL
OG0002243	LOC120451269|XP_039490739.1|DSAN	LOC119648974|XP_037906824.1|HILL
OG0002244	LOC120450364|XP_039489282.1|DSAN	LOC119648399|XP_037906071.1|HILL
OG0002245	LOC120450631|XP_039489714.1|DSAN	LOC119647821|XP_037904979.1|HILL
OG0002246	LOC120453247|XP_039493797.1|DSAN	LOC119661166|XP_037926309.1|HILL
OG0002247	LOC120445215|XP_039481403.1|DSAN	LOC119649772|XP_037908000.1|HILL
OG0002248	LOC120447556|XP_039484943.1|DSAN	LOC119650105|XP_037908553.1|HILL
OG0002249	LOC120449576|XP_039488064.1|DSAN	LOC119650067|XP_037908492.1|HILL
OG0002250	LOC120446790|XP_039483880.1|DSAN	LOC119661059|XP_037926188.1|HILL
OG0002251	LOC120446354|XP_039483217.1|DSAN	LOC119646912|XP_037903511.1|HILL
OG0002252	LOC120446105|XP_039482830.1|DSAN	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL
OG0002253	LOC120445836|XP_039482391.1|DSAN	LOC119661309|XP_037926529.1|HILL
OG0002254	LOC120454408|XP_039495604.1|DSAN	LOC119659864|XP_037924104.1|HILL
OG0002255	LOC120455361|XP_039497402.1|DSAN	LOC119659877|XP_037924124.1|HILL
OG0002256	LOC120444626|XP_039480368.1|DSAN	LOC119647267|XP_037904084.1|HILL
OG0002257	LOC120457728|XP_039501162.1|DSAN	LOC119659138|XP_037923001.1|HILL
OG0002258	LOC120448024|XP_039485699.1|DSAN	LOC119649712|XP_037907914.1|HILL
OG0002259	LOC120457236|XP_039500552.1|DSAN	LOC119660723|XP_037925304.1|HILL
OG0002260	LOC120450553|XP_039489591.1|DSAN	LOC119650103|XP_037908551.1|HILL
OG0002261	LOC120449670|XP_039488204.1|DSAN	LOC119649098|XP_037907029.1|HILL
OG0002262	LOC120450021|XP_039488682.1|DSAN	LOC119655348|XP_037917128.1|HILL
OG0002263	LOC120447541|XP_039484921.1|DSAN	LOC119649924|XP_037908255.1|HILL
OG0002264	LOC120444494|XP_039480136.1|DSAN	LOC119646417|XP_037902791.1|HILL
OG0002265	LOC120448341|XP_039486238.1|DSAN	LOC119649321|XP_037907351.1|HILL
OG0002266	LOC120449628|XP_039488149.1|DSAN	LOC119649683|XP_037907872.1|HILL
OG0002267	LOC120450314|XP_039489201.1|DSAN, LOC120450312|XP_039489200.1|DSAN	LOC119647746|XP_037904789.1|HILL
OG0002268	LOC120447524|XP_039484891.1|DSAN	LOC119648816|XP_037906597.1|HILL
OG0002269	LOC120445295|XP_039481532.1|DSAN	LOC119661153|XP_037926293.1|HILL
OG0002270	LOC120445828|XP_039482382.1|DSAN	LOC119646408|XP_037902781.1|HILL
OG0002271	LOC120448772|XP_039486890.1|DSAN	LOC119647797|XP_037904933.1|HILL
OG0002272	LOC120450424|XP_039489366.1|DSAN	LOC119647750|XP_037904797.1|HILL
OG0002273	LOC120450361|XP_039489277.1|DSAN	LOC119649571|XP_037907701.1|HILL
OG0002274	LOC120449495|XP_039487912.1|DSAN	LOC119647790|XP_037904910.1|HILL
OG0002275	LOC120448570|XP_039486564.1|DSAN	LOC119647795|XP_037904925.1|HILL
OG0002277	LOC120449739|XP_039488307.1|DSAN	LOC119649061|XP_037906973.1|HILL
OG0002278	LOC120448389|XP_039486311.1|DSAN	LOC119650383|XP_037909050.1|HILL
OG0002279	LOC120448237|XP_039486075.1|DSAN	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL
OG0002280	LOC120448606|XP_039486642.1|DSAN	LOC119648199|XP_037905723.1|HILL
OG0002281	LOC120449921|XP_039488547.1|DSAN	LOC119648008|XP_037905336.1|HILL
OG0002282	LOC120450192|XP_039488992.1|DSAN	LOC119649086|XP_037907016.1|HILL
OG0002283	LOC120445682|XP_039482173.1|DSAN	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL
OG0002284	LOC120443905|XP_039479268.1|DSAN	LOC119646518|XP_037902906.1|HILL
OG0002285	LOC120455898|XP_039498329.1|DSAN	LOC119650463|XP_037909255.1|HILL
OG0002286	LOC120445669|XP_039482152.1|DSAN	LOC119649955|XP_037908319.1|HILL
OG0002287	LOC120445347|XP_039481618.1|DSAN	LOC119653021|XP_037913392.1|HILL
OG0002288	LOC120450470|XP_039489443.1|DSAN	LOC119648663|XP_037906373.1|HILL
OG0002289	LOC120449389|XP_039487764.1|DSAN	LOC119649250|XP_037907246.1|HILL
OG0002290	LOC120443700|XP_039478875.1|DSAN	LOC119651797|XP_037911508.1|HILL
OG0002291	LOC120443962|XP_039479359.1|DSAN	LOC119647226|XP_037903991.1|HILL
OG0002292	LOC120458825|XP_039502573.1|DSAN	LOC119653533|XP_037914141.1|HILL
OG0002293	LOC120458101|XP_039501564.1|DSAN	LOC119659415|XP_037923419.1|HILL
OG0002294	LOC120450788|XP_039489885.1|DSAN	LOC119661107|XP_037926231.1|HILL
OG0002295	LOC120458389|XP_039501946.1|DSAN	LOC119653230|XP_037913745.1|HILL
OG0002296	LOC120458340|XP_039501894.1|DSAN	LOC119652982|XP_037913322.1|HILL
OG0002297	LOC120450754|XP_039489811.1|DSAN	LOC119659876|XP_037924122.1|HILL
OG0002298	LOC120446320|XP_039483169.1|DSAN	LOC119656593|XP_037918937.1|HILL
OG0002299	LOC120446648|XP_039483653.1|DSAN	LOC119657831|XP_037920880.1|HILL
OG0002300	LOC120458724|XP_039502408.1|DSAN	LOC119653080|XP_037913497.1|HILL
OG0002301	LOC120445637|XP_039482110.1|DSAN	LOC119653049|XP_037913441.1|HILL
OG0002302	LOC120444938|XP_039480873.1|DSAN	LOC119650848|XP_037909921.1|HILL
OG0002303	LOC120456250|XP_039498904.1|DSAN	LOC119653669|XP_037914431.1|HILL
OG0002304	LOC120458142|XP_039501620.1|DSAN	LOC119652508|XP_037912624.1|HILL
OG0002305	LOC120448128|XP_039485879.1|DSAN	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL
