Orthogroup	DSAN.longest_only	AEAL.longest_only
OG0002063	LOC120457408|XP_039500939.1|DSAN	LOC109404986|XP_019533517.2|AEAL, LOC109416162|XP_019545680.2|AEAL, LOC115254081|XP_029719239.1|AEAL
OG0002064	LOC120447638|XP_039485079.1|DSAN	LOC115261573|XP_029719328.1|AEAL, LOC109416620|XP_019546229.1|AEAL, LOC115261546|XP_029719255.1|AEAL, LOC109432816|XP_029719329.1|AEAL
OG0002065	LOC120449602|XP_039488104.1|DSAN	LOC115261562|XP_029719310.1|AEAL, LOC109432817|XP_019564706.2|AEAL, LOC115261563|XP_029719313.1|AEAL
OG0002066	LOC120453604|XP_039494304.1|DSAN	LOC109405099|XP_029716736.1|AEAL
OG0002067	LOC120446847|XP_039483974.1|DSAN	LOC109416515|XP_019546132.2|AEAL
OG0002068	LOC120444479|XP_039480092.1|DSAN	LOC109411939|XP_029733040.1|AEAL, LOC109406738|XP_029733024.1|AEAL
OG0002069	LOC120457491|XP_039500976.1|DSAN	LOC115254161|XP_029728101.1|AEAL, LOC109405601|XP_019534210.2|AEAL
OG0002070	LOC120454385|XP_039495562.1|DSAN	LOC109405911|XP_019534518.2|AEAL, LOC109405691|XP_019534300.2|AEAL, LOC109405647|XP_019534264.2|AEAL
OG0002071	LOC120452641|XP_039492890.1|DSAN	LOC109407855|XP_029724224.1|AEAL
OG0002072	LOC120444574|XP_039480269.1|DSAN	LOC109398924|XP_019526924.1|AEAL, LOC115264564|XP_029724249.1|AEAL
OG0002073	LOC120449195|XP_039487482.1|DSAN	LOC109401570|XP_029724505.1|AEAL, LOC109402877|XP_029724543.1|AEAL, LOC115264667|XP_029724487.1|AEAL
OG0002074	LOC120449704|XP_039488296.1|DSAN, LOC120444585|XP_039480280.1|DSAN	LOC109422260|XP_029724561.1|AEAL, LOC115259952|XP_029716608.1|AEAL
OG0002075	LOC120449473|XP_039487886.1|DSAN, LOC120449464|XP_039487873.1|DSAN	LOC109415838|XP_019545321.1|AEAL, LOC109418778|XP_019548552.1|AEAL, LOC115257589|XP_029713233.1|AEAL, LOC115254032|XP_029715751.1|AEAL
OG0002076	LOC120445624|XP_039482071.1|DSAN	LOC109420404|XP_029729304.1|AEAL, LOC109402323|XP_029713604.1|AEAL
OG0002077	LOC120449715|XP_039488270.1|DSAN	LOC109402320|XP_029713586.1|AEAL, LOC115253757|XP_029713723.1|AEAL
OG0002078	LOC120444535|XP_039480215.1|DSAN	LOC115257894|XP_029713736.1|AEAL, LOC115257450|XP_029712906.1|AEAL, LOC109402270|XP_019530465.2|AEAL
OG0002079	LOC120447487|XP_039484817.1|DSAN	LOC109433204|XP_019565150.1|AEAL
OG0002080	LOC120446913|XP_039484083.1|DSAN	LOC109431533|XP_029719646.1|AEAL, LOC109422416|XP_029712778.1|AEAL
OG0002081	LOC120444338|XP_039479832.1|DSAN	LOC109424407|XP_029707752.1|AEAL
OG0002082	LOC120446748|XP_039483820.1|DSAN	LOC109418655|XP_029730659.1|AEAL, LOC109414790|XP_029719572.1|AEAL
OG0002083	LOC120456839|XP_039499825.1|DSAN	LOC109414805|XP_029719558.1|AEAL
OG0002084	LOC120445465|XP_039481844.1|DSAN	LOC109418498|XP_019548245.1|AEAL
OG0002085	LOC120444658|XP_039480433.1|DSAN	LOC109401249|XP_029721272.1|AEAL, LOC109413613|XP_029721370.1|AEAL, LOC115253902|XP_029721375.1|AEAL
OG0002086	LOC120444276|XP_039479724.1|DSAN	LOC109623390|XP_019933492.1|AEAL, LOC115262587|XP_029720847.1|AEAL, LOC109426916|XP_019558018.1|AEAL
OG0002087	LOC120448785|XP_039486908.1|DSAN	LOC109408615|XP_029720918.1|AEAL, LOC109421903|XP_029720891.1|AEAL
OG0002088	LOC120447947|XP_039485561.1|DSAN	LOC109408746|XP_019537664.2|AEAL, LOC115267732|XP_029730787.1|AEAL
OG0002089	LOC120458520|XP_039502131.1|DSAN	LOC115267813|XP_029731053.1|AEAL, LOC109397100|XP_029730995.1|AEAL
OG0002090	LOC120448498|XP_039486464.1|DSAN	LOC109409843|XP_019538871.2|AEAL
OG0002091	LOC120445645|XP_039482119.1|DSAN	LOC109399551|XP_019527547.2|AEAL
OG0002092	LOC120447914|XP_039485497.1|DSAN	LOC109431991|XP_019563837.1|AEAL, LOC109431287|XP_029724607.1|AEAL
OG0002093	LOC120445344|XP_039481615.1|DSAN	LOC115254199|XP_029731365.1|AEAL, LOC109426482|XP_029710081.1|AEAL
OG0002094	LOC120446085|XP_039482807.1|DSAN	LOC109403702|XP_029731427.1|AEAL, LOC115266893|XP_029729356.1|AEAL
OG0002095	LOC120455090|XP_039496897.1|DSAN	LOC109403422|XP_019531798.1|AEAL
OG0002096	LOC120444638|XP_039480382.1|DSAN	LOC109622238|XP_029731487.1|AEAL
OG0002097	LOC120448200|XP_039486003.1|DSAN	LOC109410744|XP_029731592.1|AEAL
OG0002098	LOC120448377|XP_039486280.1|DSAN	LOC115267972|XP_029731680.1|AEAL, LOC109433444|XP_029714386.1|AEAL, LOC109410678|XP_029731687.1|AEAL, LOC109415401|XP_029732102.1|AEAL
OG0002099	LOC120450999|XP_039490244.1|DSAN	LOC115270133|XP_029735089.1|AEAL, LOC109621473|XP_019931061.2|AEAL
OG0002100	LOC120449009|XP_039487219.1|DSAN	LOC109426042|XP_019557027.1|AEAL
OG0002101	LOC120443970|XP_039479373.1|DSAN	LOC115254207|XP_029731958.1|AEAL, LOC109425935|XP_029731904.1|AEAL, LOC109407614|XP_029708345.1|AEAL
OG0002102	LOC120445884|XP_039482464.1|DSAN	LOC109407506|XP_019536102.2|AEAL, LOC115254090|XP_029720467.1|AEAL, LOC109425767|XP_029716782.1|AEAL
OG0002103	LOC120452546|XP_039492755.1|DSAN	LOC109412716|XP_019541874.2|AEAL, LOC109411868|XP_029728535.1|AEAL
OG0002117	LOC120444281|XP_039479730.1|DSAN	LOC115255629|XP_029709579.1|AEAL, LOC115255647|XP_029709607.1|AEAL, LOC109405365|XP_019533965.2|AEAL
OG0002118	LOC120457522|XP_039501000.1|DSAN	LOC115255620|XP_029709568.1|AEAL, LOC109405340|XP_029709584.1|AEAL
OG0002119	LOC120452304|XP_039492380.1|DSAN	LOC109424979|XP_029730264.1|AEAL, LOC109431117|XP_029711291.1|AEAL
OG0002120	LOC120454895|XP_039496476.1|DSAN	LOC109431090|XP_029712026.1|AEAL, LOC115256425|XP_029710822.1|AEAL, LOC109415389|XP_029711074.1|AEAL
OG0002121	LOC120453511|XP_039494190.1|DSAN	LOC109415837|XP_029710571.1|AEAL, LOC109431177|XP_029711637.1|AEAL
OG0002123	LOC120444097|XP_039479558.1|DSAN	LOC109433622|XP_019565606.2|AEAL, LOC115260186|XP_029716965.1|AEAL, LOC115260193|XP_029716968.1|AEAL
OG0002124	LOC120456721|XP_039499638.1|DSAN	LOC115256608|XP_029711286.1|AEAL, LOC115254583|XP_029708052.1|AEAL, LOC109408961|XP_029713475.1|AEAL
OG0002125	LOC120445278|XP_039481511.1|DSAN	LOC109397928|XP_029732795.1|AEAL, LOC109411589|XP_029711753.1|AEAL
OG0002126	LOC120449334|XP_039487669.1|DSAN	LOC109401919|XP_019530085.2|AEAL
OG0002127	LOC120455844|XP_039498248.1|DSAN	LOC109401891|XP_019530044.2|AEAL
OG0002128	LOC120457265|XP_039500617.1|DSAN	LOC109401901|XP_019530061.2|AEAL, LOC115256328|XP_029710468.1|AEAL
OG0002129	LOC120454508|XP_039495794.1|DSAN	LOC109414676|XP_019544051.2|AEAL
OG0002130	LOC120457360|XP_039500817.1|DSAN	LOC115255740|XP_029709723.1|AEAL, LOC115255706|XP_029709666.1|AEAL, LOC109412205|XP_019541402.2|AEAL, LOC109401824|XP_019529982.2|AEAL
OG0002131	LOC120452536|XP_039492736.1|DSAN	LOC109422131|XP_019552314.2|AEAL
OG0002132	LOC120458332|XP_039501884.1|DSAN	LOC115258896|XP_029715211.1|AEAL, LOC109424214|XP_029715216.1|AEAL, LOC115254016|XP_029714747.1|AEAL
OG0002133	LOC120455645|XP_039497970.1|DSAN	LOC109422142|XP_019552327.2|AEAL, LOC109432621|XP_019564526.2|AEAL
OG0002134	LOC120455717|XP_039498066.1|DSAN	LOC109432624|XP_019564533.2|AEAL, LOC109397203|XP_019525090.2|AEAL
OG0002135	LOC120456177|XP_039498780.1|DSAN	LOC115256515|XP_029711058.1|AEAL, LOC109422018|XP_029711417.1|AEAL, LOC115256516|XP_029711061.1|AEAL
OG0002136	LOC120452252|XP_039492314.1|DSAN	LOC115269152|XP_029733425.1|AEAL, LOC115254485|XP_029707895.1|AEAL, LOC109410160|XP_019539230.2|AEAL, LOC109427440|XP_019558541.2|AEAL
OG0002137	LOC120450770|XP_039489857.1|DSAN	LOC109427407|XP_029709733.1|AEAL, LOC109410126|XP_019539200.1|AEAL
OG0002138	LOC120456267|XP_039498926.1|DSAN	LOC109416561|XP_019546185.3|AEAL, LOC109416543|XP_019546166.2|AEAL
OG0002139	LOC120455571|XP_039497872.1|DSAN	LOC109405079|XP_029710896.1|AEAL
OG0002140	LOC120456264|XP_039498922.1|DSAN	LOC109398423|XP_029710676.1|AEAL
OG0002141	LOC120448527|XP_039486500.1|DSAN	LOC109400383|XP_019528433.1|AEAL, LOC109398405|XP_019526300.1|AEAL
OG0002142	LOC120453471|XP_039494134.1|DSAN	LOC109432703|XP_029710954.1|AEAL, LOC115256464|XP_029710965.1|AEAL
OG0002143	LOC120453624|XP_039494343.1|DSAN	LOC115269819|XP_029734464.1|AEAL, LOC109409465|XP_019538451.2|AEAL, LOC115256471|XP_029710976.1|AEAL, LOC115256566|XP_029711182.1|AEAL, LOC109412985|XP_029736288.1|AEAL
OG0002144	LOC120454834|XP_039496243.1|DSAN	LOC109409483|XP_019538480.1|AEAL, LOC109397642|XP_029736274.1|AEAL
OG0002145	LOC120452902|XP_039493294.1|DSAN	LOC109432989|XP_019564906.1|AEAL, LOC115269579|XP_029734256.1|AEAL, LOC109397705|XP_019525563.1|AEAL
OG0002146	LOC120451156|XP_039490524.1|DSAN	LOC115253959|XP_029710181.1|AEAL, LOC109414087|XP_029710185.1|AEAL
OG0002148	LOC120449749|XP_039488317.1|DSAN	LOC109403530|XP_019531897.2|AEAL, LOC115260591|XP_029717441.1|AEAL
OG0002149	LOC120454866|XP_039496351.1|DSAN	LOC115264860|XP_029724755.1|AEAL, LOC109422960|XP_029717434.1|AEAL, LOC109403555|XP_029717407.1|AEAL
OG0002150	LOC120456516|XP_039499317.1|DSAN	LOC109422966|XP_029717424.1|AEAL, LOC109403567|XP_029717393.1|AEAL
OG0002151	LOC120458852|XP_039502613.1|DSAN	LOC109403568|XP_029717394.1|AEAL, LOC109422967|XP_019553412.2|AEAL
OG0002152	LOC120452971|XP_039493401.1|DSAN	LOC115269504|XP_029734147.1|AEAL, LOC109422825|XP_029734151.1|AEAL, LOC115260611|XP_029717502.1|AEAL, LOC115260636|XP_029717563.1|AEAL
OG0002153	LOC120450888|XP_039490062.1|DSAN	LOC109422812|XP_029723052.1|AEAL, LOC109400888|XP_029717582.1|AEAL, LOC109400890|XP_029717516.1|AEAL
OG0002154	LOC120457356|XP_039500808.1|DSAN	LOC115260628|XP_029717547.1|AEAL, LOC109422801|XP_019553227.1|AEAL, LOC109421815|XP_019551916.1|AEAL
OG0002155	LOC120453837|XP_039494665.1|DSAN	LOC109425456|XP_019556274.2|AEAL, LOC115260961|XP_029718182.1|AEAL, LOC109412969|XP_019542172.2|AEAL
OG0002156	LOC120448729|XP_039486835.1|DSAN	LOC109431451|XP_019563200.2|AEAL, LOC109427678|XP_029717851.1|AEAL, LOC115260560|XP_029717336.1|AEAL
OG0002157	LOC120451191|XP_039490573.1|DSAN	LOC109431463|XP_029717880.1|AEAL
OG0002158	LOC120444481|XP_039480095.1|DSAN	LOC109415571|XP_019545000.2|AEAL
OG0002159	LOC120446736|XP_039483793.1|DSAN	LOC109415590|XP_029717899.1|AEAL
OG0002160	LOC120454138|XP_039495129.1|DSAN	LOC115260910|XP_029718110.1|AEAL, LOC109415593|XP_019545034.2|AEAL
OG0002161	LOC120451837|XP_039491747.1|DSAN	LOC109417113|XP_019546784.1|AEAL, LOC109405961|XP_019534556.2|AEAL
OG0002162	LOC120452664|XP_039492937.1|DSAN	LOC109405955|XP_029729107.1|AEAL, LOC109406950|XP_029728642.1|AEAL
OG0002163	LOC120455778|XP_039498169.1|DSAN	LOC109405962|XP_029729123.1|AEAL, LOC109406932|XP_029728673.1|AEAL
OG0002164	LOC120453004|XP_039493443.1|DSAN	LOC109412138|XP_019541329.2|AEAL
OG0002165	LOC120444433|XP_039480017.1|DSAN	LOC109412145|XP_019541339.2|AEAL
OG0002166	LOC120458177|XP_039501675.1|DSAN	LOC109431508|XP_019563280.1|AEAL
OG0002167	LOC120446552|XP_039483502.1|DSAN	LOC109431514|XP_019563288.2|AEAL
OG0002168	LOC120445214|XP_039481402.1|DSAN	LOC109404025|XP_019532466.2|AEAL
OG0002169	LOC120447726|XP_039485202.1|DSAN	LOC109405634|XP_019534250.2|AEAL
OG0002170	LOC120454889|XP_039496457.1|DSAN	LOC115269231|XP_029733621.1|AEAL, LOC109419457|XP_029733623.1|AEAL, LOC109423119|XP_029708011.1|AEAL
OG0002171	LOC120451782|XP_039491665.1|DSAN	LOC109419102|XP_019548870.2|AEAL
OG0002172	LOC120453544|XP_039494230.1|DSAN	LOC109397306|XP_019525181.1|AEAL, LOC109423199|XP_029729631.1|AEAL, LOC115254539|XP_029707966.1|AEAL
OG0002173	LOC120458759|XP_039502467.1|DSAN	LOC115267000|XP_029729627.1|AEAL, LOC109423204|XP_029707961.1|AEAL, LOC109397302|XP_029712444.1|AEAL
OG0002174	LOC120452145|XP_039492169.1|DSAN	LOC115254535|XP_029707951.1|AEAL, LOC109397290|XP_029712407.1|AEAL, LOC109423210|XP_029729619.1|AEAL
OG0002175	LOC120452146|XP_039492170.1|DSAN	LOC115266999|XP_029729622.1|AEAL, LOC109423177|XP_029707955.1|AEAL, LOC109397291|XP_019525159.1|AEAL, LOC115258245|XP_029714174.1|AEAL
OG0002176	LOC120451829|XP_039491738.1|DSAN	LOC109397239|XP_019525111.2|AEAL
OG0002177	LOC120452708|XP_039493002.1|DSAN	LOC109423481|XP_019553999.1|AEAL, LOC109432158|XP_019564021.1|AEAL
OG0002178	LOC120451379|XP_039490969.1|DSAN	LOC109425435|XP_029713496.1|AEAL, LOC115263710|XP_029722815.1|AEAL, LOC115262275|XP_029720532.1|AEAL, LOC115263719|XP_029722830.1|AEAL
OG0002179	LOC120452124|XP_039492140.1|DSAN	LOC109430250|XP_029722714.1|AEAL
OG0002180	LOC120450993|XP_039490232.1|DSAN	LOC109430353|XP_029722918.1|AEAL
OG0002181	LOC120456299|XP_039498980.1|DSAN	LOC109412455|XP_019541637.2|AEAL
OG0002182	LOC120453875|XP_039494714.1|DSAN	LOC115253587|XP_029707694.1|AEAL, LOC109400069|XP_029707661.1|AEAL
OG0002183	LOC120444608|XP_039480318.1|DSAN	LOC109399271|XP_019527254.2|AEAL, LOC109429086|XP_019560469.2|AEAL, LOC115254315|XP_029707582.1|AEAL, LOC109621635|XP_019931279.1|AEAL
OG0002184	LOC120451724|XP_039491561.1|DSAN	LOC109621573|XP_019931184.2|AEAL, LOC109400064|XP_019528077.2|AEAL
OG0002185	LOC120451256|XP_039490715.1|DSAN	LOC115254377|XP_029707733.1|AEAL, LOC109400080|XP_019528093.2|AEAL
OG0002186	LOC120458547|XP_039502162.1|DSAN	LOC109400056|XP_019528074.1|AEAL, LOC115260226|XP_029717018.1|AEAL, LOC109621569|XP_019931181.2|AEAL
OG0002187	LOC120452793|XP_039493120.1|DSAN	LOC109430224|XP_019561821.2|AEAL, LOC115257371|XP_029712746.1|AEAL, LOC109410080|XP_029712795.1|AEAL
OG0002188	LOC120446314|XP_039483164.1|DSAN	LOC109410076|XP_019539152.1|AEAL, LOC115257638|XP_029713324.1|AEAL
OG0002189	LOC120457525|XP_039501004.1|DSAN	LOC109429966|XP_029713118.1|AEAL, LOC115253993|XP_029713018.1|AEAL, LOC115257535|XP_029713121.1|AEAL
OG0002190	LOC120450893|XP_039490066.1|DSAN	LOC109430715|XP_029713413.1|AEAL, LOC109429732|XP_029726723.1|AEAL
OG0002191	LOC120450451|XP_039489404.1|DSAN	LOC109430737|XP_019562359.2|AEAL, LOC109429722|XP_029726726.1|AEAL, LOC115257509|XP_029713043.1|AEAL
OG0002192	LOC120448422|XP_039486356.1|DSAN	LOC109623330|XP_029721189.1|AEAL, LOC109426920|XP_019558024.2|AEAL
OG0002193	LOC120452103|XP_039492113.1|DSAN	LOC109425392|XP_019556204.1|AEAL
OG0002194	LOC120453941|XP_039494820.1|DSAN	LOC115267008|XP_029729638.1|AEAL, LOC109399871|XP_019527903.2|AEAL, LOC109425377|XP_029729744.1|AEAL
OG0002195	LOC120451330|XP_039490841.1|DSAN	LOC115267044|XP_029729697.1|AEAL, LOC109399844|XP_029729686.1|AEAL, LOC109425353|XP_019556149.2|AEAL, LOC115267045|XP_029729698.1|AEAL
OG0002196	LOC120452914|XP_039493311.1|DSAN	LOC109415615|XP_029716428.1|AEAL, LOC109416905|XP_029716224.1|AEAL
OG0002197	LOC120449241|XP_039487550.1|DSAN	LOC109417742|XP_029716104.1|AEAL, LOC109400529|XP_019528592.2|AEAL
OG0002198	LOC120450757|XP_039489819.1|DSAN	LOC109429334|XP_029715865.1|AEAL, LOC109401162|XP_029716539.1|AEAL
OG0002199	LOC120452949|XP_039493366.1|DSAN	LOC109412570|XP_029715959.1|AEAL, LOC109397026|XP_019524896.2|AEAL, LOC109397016|XP_029715958.1|AEAL
OG0002200	LOC120455445|XP_039497586.1|DSAN	LOC109433542|XP_029716275.1|AEAL, LOC109412591|XP_029716183.1|AEAL
OG0002202	LOC120451144|XP_039490501.1|DSAN	LOC109622975|XP_029713509.1|AEAL, LOC109409074|XP_029713480.1|AEAL
OG0002203	LOC120452422|XP_039492581.1|DSAN	LOC109403600|XP_029730135.1|AEAL, LOC115262426|XP_029720677.1|AEAL, LOC109414766|XP_029730133.1|AEAL
OG0002204	LOC120451820|XP_039491723.1|DSAN	LOC115267359|XP_029730189.1|AEAL, LOC109416347|XP_019545918.2|AEAL
OG0002205	LOC120452884|XP_039493273.1|DSAN	LOC109416386|XP_019545972.2|AEAL, LOC109430007|XP_019561563.2|AEAL, LOC115267392|XP_029730237.1|AEAL, LOC115267395|XP_029730239.1|AEAL
OG0002206	LOC120451941|XP_039491895.1|DSAN	LOC115258242|XP_029714173.1|AEAL, LOC109623211|XP_029733779.1|AEAL, LOC115269315|XP_029733783.1|AEAL, LOC109415281|XP_019544703.2|AEAL
OG0002207	LOC120452271|XP_039492336.1|DSAN	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL
OG0002208	LOC120453108|XP_039493575.1|DSAN	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL
OG0002209	LOC120457410|XP_039500942.1|DSAN	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL
OG0002210	LOC120451058|XP_039490349.1|DSAN	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL
OG0002211	LOC120451557|XP_039491291.1|DSAN	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL
OG0002212	LOC120451832|XP_039491741.1|DSAN	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL
OG0002213	LOC120454461|XP_039495709.1|DSAN	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL
OG0002214	LOC120451931|XP_039491886.1|DSAN, LOC120451442|XP_039491053.1|DSAN	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL
OG0002215	LOC120452674|XP_039492952.1|DSAN	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL
OG0002216	LOC120450886|XP_039490060.1|DSAN	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL
OG0002217	LOC120454397|XP_039495582.1|DSAN	LOC109405208|XP_019533769.2|AEAL
OG0002218	LOC120456047|XP_039498558.1|DSAN	LOC109432048|XP_019532443.2|AEAL
OG0002219	LOC120451981|XP_039491943.1|DSAN	LOC115264234|XP_029723655.1|AEAL
OG0002220	LOC120451139|XP_039490494.1|DSAN	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL
OG0002221	LOC120448822|XP_039486955.1|DSAN	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL
OG0002222	LOC120444495|XP_039480138.1|DSAN	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL
OG0002224	LOC120448548|XP_039486540.1|DSAN	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL
OG0002225	LOC120449355|XP_039487701.1|DSAN	LOC109404745|XP_029726135.1|AEAL
OG0002226	LOC120444931|XP_039480869.1|DSAN	LOC109410099|XP_019539184.2|AEAL
OG0002227	LOC120458731|XP_039502413.1|DSAN	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL
OG0002228	LOC120447000|XP_039484242.1|DSAN	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL
OG0002229	LOC120444285|XP_039479735.1|DSAN	LOC109408654|XP_029726355.1|AEAL
OG0002230	LOC120444468|XP_039480074.1|DSAN	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL
OG0002231	LOC120458173|XP_039501672.1|DSAN	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL
OG0002232	LOC120445032|XP_039481051.1|DSAN	LOC109623143|XP_019933185.2|AEAL, LOC109623152|XP_019933198.2|AEAL
OG0002233	LOC120448302|XP_039486176.1|DSAN	LOC109413983|XP_019543258.2|AEAL
OG0002235	LOC120444777|XP_039480647.1|DSAN	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL
OG0002236	LOC120444644|XP_039480403.1|DSAN	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL
OG0002237	LOC120446307|XP_039483155.1|DSAN	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL
OG0002238	LOC120449108|XP_039487354.1|DSAN	LOC109397786|XP_029733578.1|AEAL
OG0002239	LOC120446636|XP_039483637.1|DSAN	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL
OG0002240	LOC120446286|XP_039483109.1|DSAN	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL
OG0002241	LOC120450224|XP_039489035.1|DSAN	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL
OG0002243	LOC120451269|XP_039490739.1|DSAN	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL
OG0002244	LOC120450364|XP_039489282.1|DSAN	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL
OG0002245	LOC120450631|XP_039489714.1|DSAN	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL
OG0002246	LOC120453247|XP_039493797.1|DSAN	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL
OG0002247	LOC120445215|XP_039481403.1|DSAN	LOC109402590|XP_019530834.2|AEAL
OG0002248	LOC120447556|XP_039484943.1|DSAN	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL
OG0002249	LOC120449576|XP_039488064.1|DSAN	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL
OG0002250	LOC120446790|XP_039483880.1|DSAN	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL
OG0002251	LOC120446354|XP_039483217.1|DSAN	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL
OG0002252	LOC120446105|XP_039482830.1|DSAN	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL
OG0002253	LOC120445836|XP_039482391.1|DSAN	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL
OG0002254	LOC120454408|XP_039495604.1|DSAN	LOC109417615|XP_029725485.1|AEAL
OG0002255	LOC120455361|XP_039497402.1|DSAN	LOC109417839|XP_019547558.2|AEAL
OG0002256	LOC120444626|XP_039480368.1|DSAN	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL
OG0002257	LOC120457728|XP_039501162.1|DSAN	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL
OG0002258	LOC120448024|XP_039485699.1|DSAN	LOC109417992|XP_029732384.1|AEAL, LOC109621930|XP_019931682.2|AEAL
OG0002259	LOC120457236|XP_039500552.1|DSAN	LOC109417936|XP_029732491.1|AEAL, LOC109417994|XP_029732393.1|AEAL, LOC109621924|XP_029732386.1|AEAL
OG0002260	LOC120450553|XP_039489591.1|DSAN	LOC115268514|XP_029732466.1|AEAL, LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL
OG0002261	LOC120449670|XP_039488204.1|DSAN	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL
OG0002263	LOC120447541|XP_039484921.1|DSAN	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL
OG0002264	LOC120444494|XP_039480136.1|DSAN	LOC109405140|XP_019533693.2|AEAL
OG0002265	LOC120448341|XP_039486238.1|DSAN	LOC109410793|XP_019539874.2|AEAL
OG0002266	LOC120449628|XP_039488149.1|DSAN	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL
OG0002267	LOC120450314|XP_039489201.1|DSAN, LOC120450312|XP_039489200.1|DSAN	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL
OG0002268	LOC120447524|XP_039484891.1|DSAN	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL
OG0002269	LOC120445295|XP_039481532.1|DSAN	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL
OG0002270	LOC120445828|XP_039482382.1|DSAN	LOC109430547|XP_029716894.1|AEAL
OG0002271	LOC120448772|XP_039486890.1|DSAN	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL
OG0002272	LOC120450424|XP_039489366.1|DSAN	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL
