Orthogroup	DSAN.longest_only	DPSE.longest_only
OG0000379	LOC120458538|XP_039502152.1|DSAN	LOC6898378|XP_002138431.2|DPSE
OG0000379	LOC120458274|XP_039501806.1|DSAN	LOC4803645|XP_001360329.2|DPSE
OG0000380	LOC120446696|XP_039483727.1|DSAN	LOC6898812|XP_002138786.2|DPSE
OG0000380	LOC120449675|XP_039488211.1|DSAN	LOC4814156|XP_001354223.1|DPSE
OG0000381	LOC120458858|XP_039502620.1|DSAN	LOC6902654|XP_002133170.2|DPSE
OG0000381	LOC120457841|XP_039501287.1|DSAN	LOC4816132|XP_033237037.1|DPSE
OG0000382	LOC120448734|XP_039486846.1|DSAN	LOC6899927|XP_015043537.2|DPSE, LOC6899889|XP_002132197.2|DPSE, LOC117183290|XP_033232589.1|DPSE, LOC117183289|XP_033232580.1|DPSE, LOC117183288|XP_033232577.1|DPSE, LOC6896659|XP_002136875.3|DPSE
OG0000383	LOC120443755|XP_039478952.1|DSAN	LOC4817398|XP_001356620.1|DPSE
OG0000383	LOC120447095|XP_039484435.1|DSAN	LOC4816794|XP_001356532.4|DPSE
OG0000384	LOC120446456|XP_039483386.1|DSAN	LOC4803908|XP_001360552.2|DPSE
OG0000384	LOC120446639|XP_039483641.1|DSAN	LOC4803906|XP_001360550.3|DPSE
OG0000385	LOC120456990|XP_039500074.1|DSAN	LOC4815013|XP_015041789.2|DPSE
OG0000385	LOC120456991|XP_039500076.1|DSAN	LOC6901555|XP_033238724.1|DPSE
OG0000386	LOC120449779|XP_039488353.1|DSAN	LOC4811928|XP_001352656.2|DPSE
OG0000386	LOC120453047|XP_039493501.1|DSAN	LOC4800489|XP_001357756.2|DPSE
OG0000387	LOC120450069|XP_039488781.1|DSAN, LOC120458085|XP_039501536.1|DSAN, LOC120450617|XP_039489697.1|DSAN, LOC120458863|XP_039502632.1|DSAN, LOC120458790|XP_039502508.1|DSAN	LOC117184000|XP_033235730.1|DPSE, LOC4816840|XP_001356630.3|DPSE
OG0000388	LOC120450119|XP_039488875.1|DSAN, LOC120450118|XP_039488874.1|DSAN	LOC6900859|XP_002135217.2|DPSE
OG0000388	LOC120450120|XP_039488876.1|DSAN	LOC6900858|XP_002135216.2|DPSE
OG0000389	LOC120457546|XP_039501022.1|DSAN, LOC120458931|XP_039502720.1|DSAN	LOC6897476|XP_002137625.4|DPSE
OG0000389	LOC120449134|XP_039487381.1|DSAN	LOC4814022|XP_015042506.2|DPSE
OG0000390	LOC120443682|XP_039478888.1|DSAN	LOC117183186|XP_033235279.1|DPSE, LOC117184134|XP_033236349.1|DPSE, LOC4817993|XP_001357395.3|DPSE
OG0000391	LOC120445461|XP_039481839.1|DSAN	LOC4804073|XP_001360691.4|DPSE
OG0000391	LOC120446389|XP_039483259.1|DSAN	LOC4804068|XP_001360688.4|DPSE
OG0000392	LOC120458466|XP_039502051.1|DSAN	LOC4817830|XP_001357470.3|DPSE
OG0000392	LOC120458833|XP_039502589.1|DSAN	LOC6903579|XP_033236150.1|DPSE
OG0000393	LOC120446413|XP_039483295.1|DSAN	LOC6903230|XP_033236513.1|DPSE
OG0000393	LOC120444801|XP_039480682.1|DSAN	LOC4817666|XP_001357055.4|DPSE
OG0000394	LOC120455126|XP_039496953.1|DSAN	LOC4814727|XP_001354691.3|DPSE
OG0000394	LOC120455125|XP_039496952.1|DSAN	LOC4815167|XP_001354690.2|DPSE
OG0000395	LOC120450185|XP_039488983.1|DSAN	LOC4813099|XP_001353287.4|DPSE
OG0000395	LOC120450186|XP_039488984.1|DSAN	LOC4813639|XP_033238177.1|DPSE
OG0000396	LOC120452047|XP_039492045.1|DSAN, LOC120452070|XP_039492070.1|DSAN	LOC6902826|XP_002132562.2|DPSE
OG0000397	LOC120443936|XP_039479318.1|DSAN, LOC120452970|XP_039493802.1|DSAN	LOC6898503|XP_033233634.1|DPSE, LOC6898502|XP_002138543.3|DPSE, LOC6898504|XP_002138545.3|DPSE
OG0000398	LOC120445337|XP_039481607.1|DSAN	LOC6897930|XP_002138032.2|DPSE
OG0000399	LOC120452869|XP_039493248.1|DSAN	LOC4800734|XP_001357952.1|DPSE
OG0000399	LOC120445627|XP_039482086.1|DSAN	LOC117184843|XP_033239761.1|DPSE, LOC6900363|XP_002134758.3|DPSE, LOC6896976|XP_002137161.2|DPSE
OG0000400	LOC120456462|XP_039499242.1|DSAN	LOC6899165|XP_033241525.1|DPSE, LOC4815396|XP_033238558.1|DPSE
OG0000400	LOC120455548|XP_039497821.1|DSAN	LOC4815397|XP_001354592.3|DPSE
OG0000401	LOC120447999|XP_039485646.1|DSAN, LOC120455448|XP_039497588.1|DSAN	LOC117183309|XP_033232645.1|DPSE, LOC6900307|XP_033237418.1|DPSE, LOC6900996|XP_002134692.2|DPSE, LOC6901619|XP_015041897.2|DPSE
OG0000402	LOC120456074|XP_039498597.1|DSAN	LOC4814351|XP_001354376.4|DPSE
OG0000403	LOC120453123|XP_039493604.1|DSAN	LOC4801963|XP_001358977.3|DPSE
OG0000403	LOC120445677|XP_039482166.1|DSAN	LOC6898224|XP_002138290.3|DPSE, LOC4804550|XP_001361093.2|DPSE
OG0000404	LOC120454321|XP_039495457.1|DSAN	LOC4800400|XP_001357683.2|DPSE
OG0000405	LOC120455570|XP_039497871.1|DSAN	LOC4814737|XP_001355161.3|DPSE
OG0000405	LOC120451895|XP_039491838.1|DSAN	LOC4801496|XP_001358575.2|DPSE
OG0000406	LOC120450351|XP_039489259.1|DSAN	LOC6900898|XP_002135255.1|DPSE
OG0000406	LOC120457722|XP_039501156.1|DSAN	LOC4804739|XP_001361251.2|DPSE
OG0000407	LOC120449452|XP_039487858.1|DSAN	LOC4814024|XP_001354161.2|DPSE
OG0000407	LOC120449450|XP_039487855.1|DSAN	LOC4814030|XP_001354162.1|DPSE
OG0000408	LOC120452141|XP_039492164.1|DSAN	LOC4801391|XP_001358492.1|DPSE
OG0000408	LOC120458271|XP_039501798.1|DSAN	LOC6902594|XP_002133121.1|DPSE
OG0000409	LOC120446617|XP_039483597.1|DSAN	LOC4803947|XP_001360584.3|DPSE
OG0000409	LOC120444613|XP_039480332.1|DSAN	LOC4804580|XP_001361118.3|DPSE
OG0000410	LOC120444590|XP_039480293.1|DSAN, LOC120444591|XP_039480296.1|DSAN, LOC120446706|XP_039483741.1|DSAN	LOC6903237|XP_002132936.2|DPSE, LOC117184072|XP_033236045.1|DPSE, LOC6903236|XP_002132935.2|DPSE, LOC117183167|XP_015036434.2|DPSE
OG0000411	LOC120454576|XP_039495910.1|DSAN	LOC4803006|XP_001359811.1|DPSE
OG0000411	LOC120458559|XP_039502178.1|DSAN	LOC6903372|XP_002132254.1|DPSE
OG0000412	LOC120446211|XP_039483000.1|DSAN	LOC4804595|XP_001361130.1|DPSE
OG0000412	LOC120450639|XP_039489723.1|DSAN	LOC4813787|XP_015043037.1|DPSE
OG0000413	LOC120452263|XP_039492327.1|DSAN	LOC4802030|XP_002137585.2|DPSE
OG0000413	LOC120454544|XP_039495858.1|DSAN	LOC4802448|XP_033241730.1|DPSE
OG0000414	LOC120445330|XP_039481589.1|DSAN	LOC15382886|XP_004444506.3|DPSE
OG0000414	LOC120458363|XP_039501910.1|DSAN	LOC4804827|XP_001361329.2|DPSE
OG0000415	LOC120446086|XP_039482808.1|DSAN	LOC15382902|XP_033234525.1|DPSE
OG0000415	LOC120445841|XP_039482402.1|DSAN	LOC4805236|XP_001361671.2|DPSE
OG0000416	LOC120456269|XP_039498931.1|DSAN	LOC4814429|XP_001354787.1|DPSE
OG0000416	LOC120456557|XP_039499371.1|DSAN	LOC4814718|XP_033240459.1|DPSE
OG0000417	LOC120452966|XP_039493391.1|DSAN	LOC4800640|XP_001357876.3|DPSE
OG0000417	LOC120452921|XP_039493318.1|DSAN	LOC4800264|XP_001357609.2|DPSE
OG0000418	LOC120446823|XP_039483934.1|DSAN	LOC6901856|XP_002133394.2|DPSE
OG0000418	LOC120457177|XP_039500406.1|DSAN	LOC4814339|XP_001354366.2|DPSE
OG0000419	LOC120447058|XP_039484381.1|DSAN	LOC4804852|XP_033233750.1|DPSE
OG0000419	LOC120455233|XP_039497143.1|DSAN	LOC6902261|XP_002133788.1|DPSE
OG0000421	LOC120458318|XP_039501861.1|DSAN	LOC4818109|XP_001357353.1|DPSE
OG0000421	LOC120449584|XP_039488083.1|DSAN	LOC4816811|XP_033236678.1|DPSE
OG0000422	LOC120457854|XP_039501306.1|DSAN	LOC6897794|XP_002137899.4|DPSE
OG0000423	LOC120445516|XP_039481907.1|DSAN	LOC4804371|XP_001360944.3|DPSE
OG0000423	LOC120446142|XP_039482901.1|DSAN	LOC4804370|XP_001360943.2|DPSE
OG0000424	LOC120451290|XP_039490775.1|DSAN	LOC6899124|XP_002139040.2|DPSE
OG0000424	LOC120446385|XP_039483253.1|DSAN	LOC4805742|XP_015040858.1|DPSE
OG0000425	LOC120445493|XP_039481874.1|DSAN	LOC6899092|XP_002139009.3|DPSE
OG0000425	LOC120446716|XP_039483761.1|DSAN	LOC4804598|XP_001361132.5|DPSE
OG0000426	LOC120458703|XP_039502381.1|DSAN, LOC120458729|XP_039502412.1|DSAN, LOC120458498|XP_039502099.1|DSAN	LOC4804223|XP_001360817.1|DPSE
OG0000428	LOC120449887|XP_039488498.1|DSAN, LOC120448112|XP_039485849.1|DSAN	LOC6900381|XP_033240876.1|DPSE, LOC6900382|XP_002134775.3|DPSE
OG0000428	LOC120448111|XP_039485848.1|DSAN	LOC6900383|XP_002134776.2|DPSE
OG0000429	LOC120457776|XP_039501207.1|DSAN	LOC6898784|XP_002138761.2|DPSE
OG0000430	LOC120452944|XP_039493360.1|DSAN, LOC120452941|XP_039493356.1|DSAN	LOC6896694|XP_002136908.1|DPSE
OG0000430	LOC120452268|XP_039492331.1|DSAN	LOC4803170|XP_001359954.2|DPSE, LOC6897962|XP_033232590.1|DPSE
OG0000431	LOC120446594|XP_039483559.1|DSAN, LOC120446593|XP_039483558.1|DSAN, LOC120452919|XP_039493320.1|DSAN	LOC6897249|XP_002137420.1|DPSE
OG0000433	LOC120457337|XP_039500778.1|DSAN	LOC4815324|XP_001354830.1|DPSE
OG0000433	LOC120449700|XP_039488249.1|DSAN	LOC4811885|XP_001352698.1|DPSE
OG0000434	LOC120453076|XP_039493536.1|DSAN	LOC4800664|XP_001357896.1|DPSE
OG0000435	LOC120456736|XP_039499659.1|DSAN	LOC4814312|XP_001354407.3|DPSE
OG0000437	LOC120446992|XP_039484230.1|DSAN	LOC117184174|XP_033236579.1|DPSE
OG0000437	LOC120456391|XP_039499156.1|DSAN	LOC4816490|XP_001356058.1|DPSE
OG0000438	LOC120453590|XP_039494286.1|DSAN	LOC4800277|XP_033235108.1|DPSE
OG0000439	LOC120458146|XP_039501626.1|DSAN	LOC4816105|XP_001355808.4|DPSE
OG0000439	LOC120449954|XP_039488589.1|DSAN	LOC4813520|XP_033239763.1|DPSE
OG0000440	LOC120444601|XP_039480310.1|DSAN	LOC4804460|XP_001361019.3|DPSE
OG0000440	LOC120445849|XP_039482415.1|DSAN	LOC4803541|XP_001360251.3|DPSE
OG0000441	LOC120446037|XP_039482735.1|DSAN	LOC4805718|XP_001362073.2|DPSE
OG0000441	LOC120445116|XP_039481197.1|DSAN	LOC117183565|XP_033233708.1|DPSE
OG0000442	LOC120449788|XP_039488362.1|DSAN	LOC26532072|XP_015041572.2|DPSE
OG0000443	LOC120449811|XP_039488391.1|DSAN	LOC4811919|XP_001352800.2|DPSE
OG0000443	LOC120449810|XP_039488390.1|DSAN	LOC4812500|XP_001352801.2|DPSE
OG0000444	LOC120455542|XP_039497817.1|DSAN	LOC4816224|XP_033235691.1|DPSE
OG0000444	LOC120458569|XP_039502201.1|DSAN	LOC4816198|XP_001355816.1|DPSE
OG0000446	LOC120455007|XP_039496761.1|DSAN, LOC120455560|XP_039497848.1|DSAN	LOC26533159|XP_033238493.1|DPSE
OG0000446	LOC120458549|XP_039502164.1|DSAN	LOC26533789|XP_015039595.2|DPSE
OG0000447	LOC120449935|XP_039488567.1|DSAN	LOC4811655|XP_033237395.1|DPSE
OG0000448	LOC120453892|XP_039494743.1|DSAN	LOC4800339|XP_001357574.4|DPSE
OG0000448	LOC120453277|XP_039493839.1|DSAN	LOC6896664|XP_002136879.3|DPSE
OG0000449	LOC120448191|XP_039485990.1|DSAN	LOC4813182|XP_015042858.1|DPSE
OG0000449	LOC120444449|XP_039480044.1|DSAN	LOC6902390|XP_015036959.2|DPSE
OG0000450	LOC120455472|XP_039497628.1|DSAN	LOC6901491|XP_033238347.1|DPSE
OG0000450	LOC120455561|XP_039497849.1|DSAN	LOC4814789|XP_033241509.1|DPSE
OG0000451	LOC120457357|XP_039500809.1|DSAN	LOC4815573|XP_033240197.1|DPSE
OG0000451	LOC120457358|XP_039500812.1|DSAN	LOC4815439|XP_015041153.1|DPSE
OG0000453	LOC120453808|XP_039494616.1|DSAN	LOC4801654|XP_001358707.1|DPSE
OG0000453	LOC120454118|XP_039495082.1|DSAN	LOC6897293|XP_033232328.1|DPSE
OG0000454	LOC120453921|XP_039494790.1|DSAN	LOC4801918|XP_001358936.5|DPSE
OG0000454	LOC120449932|XP_039488563.1|DSAN	LOC4813982|XP_001354138.3|DPSE
OG0000456	LOC120454870|XP_039496361.1|DSAN	LOC6899812|XP_033237282.1|DPSE
OG0000456	LOC120447077|XP_039484406.1|DSAN	LOC4816475|XP_033235273.1|DPSE
OG0000457	LOC120458536|XP_039502149.1|DSAN	LOC6902400|XP_033235312.1|DPSE
OG0000457	LOC120443734|XP_039478923.1|DSAN	LOC6902413|XP_015037006.2|DPSE
OG0000458	LOC120454586|XP_039495971.1|DSAN	LOC4816493|XP_033236608.1|DPSE
OG0000460	LOC120456770|XP_039499705.1|DSAN	LOC6903205|XP_002132905.2|DPSE, LOC6903204|XP_002132904.3|DPSE
OG0000462	LOC120454337|XP_039495481.1|DSAN	LOC4803251|XP_003736931.1|DPSE
OG0000462	LOC120454336|XP_039495480.1|DSAN	LOC6897981|XP_002138080.2|DPSE
OG0000462	LOC120454338|XP_039495482.1|DSAN	LOC4803253|XP_003736932.1|DPSE
OG0000463	LOC120452412|XP_039492565.1|DSAN	LOC4800547|XP_033233048.1|DPSE
OG0000463	LOC120456790|XP_039499743.1|DSAN, LOC120454237|XP_039495276.1|DSAN	LOC6896802|XP_002137006.2|DPSE
OG0000464	LOC120454647|XP_039496085.1|DSAN	LOC4816556|XP_001355894.4|DPSE
OG0000464	LOC120451504|XP_039491234.1|DSAN	LOC4816525|XP_001355893.2|DPSE
OG0000464	LOC120450126|XP_039488888.1|DSAN	LOC6902926|XP_002132652.2|DPSE
OG0000465	LOC120453490|XP_039494161.1|DSAN	LOC6896753|XP_002136960.3|DPSE
OG0000465	LOC120451374|XP_039490958.1|DSAN	LOC4800439|XP_015038727.2|DPSE
OG0000466	LOC120456026|XP_039498531.1|DSAN	LOC4814594|XP_033240458.1|DPSE
OG0000466	LOC120451303|XP_039490842.1|DSAN	LOC117183175|XP_015035633.1|DPSE
OG0000467	LOC120443744|XP_039478935.1|DSAN	LOC4803477|XP_033234756.1|DPSE
OG0000467	LOC120457609|XP_039501054.1|DSAN	LOC4803474|XP_001360192.3|DPSE
OG0000468	LOC120452733|XP_039493036.1|DSAN	LOC4801981|XP_001358993.1|DPSE
OG0000468	LOC120444382|XP_039479922.1|DSAN	LOC4805418|XP_001361821.2|DPSE
OG0000469	LOC120457300|XP_039500759.1|DSAN	LOC6902992|XP_033235476.1|DPSE
OG0000469	LOC120443847|XP_039479141.1|DSAN	LOC6902998|XP_002132720.3|DPSE
OG0000470	LOC120448728|XP_039486834.1|DSAN	LOC4812830|XP_001353507.1|DPSE
OG0000470	LOC120449114|XP_039487358.1|DSAN	LOC4812027|XP_001352999.3|DPSE
OG0000471	LOC120449934|XP_039488566.1|DSAN	LOC4812228|XP_001352754.4|DPSE
OG0000471	LOC120458506|XP_039502108.1|DSAN	LOC4816295|XP_001355971.4|DPSE
OG0000473	LOC120456564|XP_039499379.1|DSAN	LOC4815979|XP_001355633.1|DPSE
OG0000474	LOC120455294|XP_039497269.1|DSAN	LOC4814191|XP_001354334.2|DPSE
OG0000474	LOC120450057|XP_039488748.1|DSAN	LOC6897209|XP_002137381.2|DPSE
OG0000475	LOC120451279|XP_039490756.1|DSAN	LOC6897308|XP_015037357.1|DPSE
OG0000475	LOC120451277|XP_039490755.1|DSAN	LOC4801685|XP_001358734.3|DPSE
OG0000476	LOC120451627|XP_039491415.1|DSAN	LOC4800591|XP_001357837.4|DPSE
OG0000476	LOC120453351|XP_039493955.1|DSAN	LOC4800590|XP_001357836.3|DPSE
OG0000477	LOC120453150|XP_039493640.1|DSAN	LOC4800956|XP_001358136.3|DPSE
OG0000477	LOC120451362|XP_039490932.1|DSAN	LOC4800953|XP_001358135.3|DPSE
OG0000478	LOC120452522|XP_039492711.1|DSAN	LOC4802188|XP_001359156.1|DPSE
OG0000479	LOC120452621|XP_039492861.1|DSAN, LOC120452778|XP_039493101.1|DSAN	LOC4800707|XP_001357932.2|DPSE
OG0000480	LOC120448808|XP_039487325.1|DSAN	LOC4816379|XP_001355994.1|DPSE
OG0000480	LOC120448028|XP_039486133.1|DSAN	LOC4816589|XP_033236296.1|DPSE
OG0000482	LOC120451049|XP_039490339.1|DSAN	LOC4802606|XP_001359495.2|DPSE
OG0000482	LOC120450865|XP_039490022.1|DSAN	LOC4802905|XP_001359731.2|DPSE
OG0000483	LOC120452808|XP_039493145.1|DSAN	LOC6897483|XP_002137632.2|DPSE
OG0000483	LOC120452807|XP_039493144.1|DSAN	LOC6897482|XP_002137631.2|DPSE
OG0000484	LOC120454335|XP_039495479.1|DSAN	LOC4803254|XP_001360026.2|DPSE
OG0000484	LOC120454332|XP_039495474.1|DSAN	LOC4803255|XP_001360027.1|DPSE
OG0000485	LOC120449639|XP_039488164.1|DSAN	LOC4813554|XP_015043370.2|DPSE
OG0000485	LOC120449638|XP_039488163.1|DSAN	LOC4813359|XP_001353982.3|DPSE
OG0000486	LOC120444855|XP_039480750.1|DSAN	LOC6898517|XP_015040000.1|DPSE
OG0000487	LOC120445159|XP_039481267.1|DSAN	LOC4803894|XP_001360539.1|DPSE
OG0000487	LOC120445809|XP_039482356.1|DSAN	LOC4803892|XP_001360538.2|DPSE
OG0000488	LOC120455432|XP_039497562.1|DSAN	LOC4817393|XP_001356448.3|DPSE
OG0000488	LOC120455439|XP_039497574.1|DSAN	LOC4817174|XP_033235628.1|DPSE
OG0000489	LOC120452366|XP_039492490.1|DSAN	LOC6897394|XP_002137546.2|DPSE
OG0000489	LOC120456555|XP_039499368.1|DSAN	LOC6901327|XP_002134028.2|DPSE
OG0000490	LOC120455328|XP_039497340.1|DSAN	LOC6901640|XP_002134309.2|DPSE
OG0000490	LOC120456652|XP_039499516.1|DSAN	LOC6901900|XP_002133435.3|DPSE
OG0000491	LOC120446906|XP_039484066.1|DSAN	LOC4804892|XP_001361380.2|DPSE
OG0000492	LOC120445523|XP_039481921.1|DSAN	LOC4804517|XP_001361068.1|DPSE
OG0000492	LOC120454143|XP_039495138.1|DSAN	LOC4816478|XP_001356185.1|DPSE
OG0000493	LOC120453371|XP_039493978.1|DSAN, LOC120453370|XP_039493977.1|DSAN	LOC6897037|XP_002137222.1|DPSE, LOC4801087|XP_001358245.1|DPSE
OG0000494	LOC120452078|XP_039492076.1|DSAN	LOC4802119|XP_015037624.2|DPSE
OG0000494	LOC120443826|XP_039479108.1|DSAN	LOC4817837|XP_001357351.1|DPSE
OG0000495	LOC120455621|XP_039497936.1|DSAN	LOC4815884|XP_001355565.2|DPSE
OG0000495	LOC120447183|XP_039484605.1|DSAN	LOC4805723|XP_001362078.2|DPSE
OG0000496	LOC120449556|XP_039488027.1|DSAN	LOC4818067|XP_001357224.4|DPSE
OG0000496	LOC120451347|XP_039490872.1|DSAN	LOC4816668|XP_001355896.3|DPSE
OG0000497	LOC120458342|XP_039501892.1|DSAN	LOC4817718|XP_033236995.1|DPSE
OG0000497	LOC120456255|XP_039498911.1|DSAN	LOC4817741|XP_015035668.2|DPSE
OG0000498	LOC120452504|XP_039492688.1|DSAN	LOC4802148|XP_001359125.3|DPSE
OG0000499	LOC120444493|XP_039480135.1|DSAN	LOC4804869|XP_001361358.1|DPSE
OG0000499	LOC120455636|XP_039497960.1|DSAN	LOC4814344|XP_001354466.2|DPSE
OG0000500	LOC120448490|XP_039486454.1|DSAN	LOC6900819|XP_002135178.2|DPSE
OG0000500	LOC120448315|XP_039486197.1|DSAN	LOC4813205|XP_033238702.1|DPSE
OG0000501	LOC120458518|XP_039502126.1|DSAN	LOC4816996|XP_001356361.3|DPSE
OG0000502	LOC120445073|XP_039481134.1|DSAN	LOC4805538|XP_001361925.2|DPSE
OG0000503	LOC120446724|XP_039483771.1|DSAN	LOC4803733|XP_001360402.4|DPSE
OG0000503	LOC120444934|XP_039480868.1|DSAN, LOC120446725|XP_039483772.1|DSAN	LOC6898206|XP_002138275.3|DPSE, LOC4803732|XP_033235094.1|DPSE, LOC6898205|XP_033235093.1|DPSE
OG0000504	LOC120448148|XP_039485916.1|DSAN	LOC4812375|XP_001352827.2|DPSE
OG0000505	LOC120456682|XP_039499574.1|DSAN	LOC4814983|XP_033237360.1|DPSE
OG0000505	LOC120456531|XP_039499336.1|DSAN	LOC6901282|XP_002133983.3|DPSE
OG0000506	LOC120454649|XP_039496084.1|DSAN	LOC4802115|XP_001359096.4|DPSE
OG0000507	LOC120455013|XP_039496771.1|DSAN	LOC4814804|XP_001354869.1|DPSE
OG0000507	LOC120455014|XP_039496772.1|DSAN	LOC4814494|XP_001354870.1|DPSE
OG0000508	LOC120448898|XP_039487050.1|DSAN	LOC4814140|XP_033239943.1|DPSE
OG0000509	LOC120445315|XP_039481560.1|DSAN	LOC6898238|XP_002138304.2|DPSE
OG0000509	LOC120445285|XP_039481521.1|DSAN	LOC4803793|XP_033233214.1|DPSE
OG0000510	LOC120445376|XP_039481692.1|DSAN	LOC4805292|XP_001361714.2|DPSE
OG0000510	LOC120445375|XP_039481691.1|DSAN	LOC4805289|XP_001361711.3|DPSE
OG0000511	LOC120445175|XP_039481322.1|DSAN	LOC4817417|XP_001356535.3|DPSE
OG0000511	LOC120446563|XP_039483516.1|DSAN	LOC6902879|XP_033235822.1|DPSE
OG0000512	LOC120458428|XP_039502002.1|DSAN	LOC4817038|XP_002132750.2|DPSE
OG0000512	LOC120449299|XP_039487624.1|DSAN	LOC4812141|XP_033241147.1|DPSE
OG0000513	LOC120446039|XP_039482741.1|DSAN	LOC4803429|XP_001360144.1|DPSE
OG0000513	LOC120446075|XP_039482789.1|DSAN	LOC4817864|XP_001357241.2|DPSE
OG0000514	LOC120458276|XP_039501802.1|DSAN	LOC4816915|XP_001356561.3|DPSE
OG0000514	LOC120456441|XP_039499211.1|DSAN	LOC4816891|XP_033235890.1|DPSE
OG0000515	LOC120454898|XP_039496503.1|DSAN	LOC4811700|XP_001352282.1|DPSE
OG0000515	LOC120449881|XP_039488489.1|DSAN	LOC4812992|XP_001353265.3|DPSE
OG0000516	LOC120455827|XP_039498226.1|DSAN	LOC4815755|XP_001355513.3|DPSE
OG0000516	LOC120455823|XP_039498221.1|DSAN	LOC4815593|XP_001355512.4|DPSE
OG0000517	LOC120447477|XP_039484807.1|DSAN	LOC4812631|XP_001353025.3|DPSE
OG0000517	LOC120447481|XP_039484810.1|DSAN	LOC6900297|XP_002135619.2|DPSE
OG0000518	LOC120448390|XP_039486312.1|DSAN	LOC4812402|XP_001352836.2|DPSE, LOC6900849|XP_002135207.2|DPSE
OG0000521	LOC120455756|XP_039498128.1|DSAN	LOC6901041|XP_002134520.2|DPSE
OG0000521	LOC120456715|XP_039499631.1|DSAN	LOC6901046|XP_002134525.3|DPSE
OG0000522	LOC120451924|XP_039491873.1|DSAN	LOC4802950|XP_001359763.3|DPSE
OG0000522	LOC120457229|XP_039500541.1|DSAN	LOC4815112|XP_001355111.1|DPSE
OG0000523	LOC120453674|XP_039494421.1|DSAN	LOC6904085|XP_002136435.2|DPSE
OG0000523	LOC120457084|XP_039500197.1|DSAN	LOC6901076|XP_015042262.1|DPSE
OG0000524	LOC120452825|XP_039493164.1|DSAN	LOC4800939|XP_001358125.3|DPSE
OG0000524	LOC120452260|XP_039492324.1|DSAN	LOC4801022|XP_015038701.2|DPSE
OG0000525	LOC120443860|XP_039479159.1|DSAN	LOC4805177|XP_001361624.2|DPSE
OG0000525	LOC120443859|XP_039479158.1|DSAN	LOC5495504|XP_001361623.2|DPSE
OG0000526	LOC120445405|XP_039481754.1|DSAN	LOC4818140|XP_001357255.2|DPSE
OG0000526	LOC120447210|XP_039484656.1|DSAN	LOC4804497|XP_001361053.1|DPSE
OG0000527	LOC120444046|XP_039479522.1|DSAN	LOC4817240|XP_001356485.3|DPSE
OG0000527	LOC120443838|XP_039479129.1|DSAN	LOC4816819|XP_015035861.2|DPSE
OG0000528	LOC120443800|XP_039479066.1|DSAN	LOC6903017|XP_002132739.2|DPSE
OG0000529	LOC120450494|XP_039489476.1|DSAN	LOC6902524|XP_002133066.2|DPSE
OG0000530	LOC120448459|XP_039486410.1|DSAN	LOC4812787|XP_001354024.4|DPSE
OG0000531	LOC120444668|XP_039480450.1|DSAN	LOC4817140|XP_001356655.1|DPSE
OG0000532	LOC120453577|XP_039494269.1|DSAN	LOC4803054|XP_001359855.3|DPSE
OG0000532	LOC120452850|XP_039493221.1|DSAN	LOC4803053|XP_001359854.2|DPSE
OG0000533	LOC120455186|XP_039497058.1|DSAN	LOC6902320|XP_002133847.3|DPSE
OG0000533	LOC120450925|XP_039490125.1|DSAN	LOC4802027|XP_001359027.3|DPSE
OG0000534	LOC120455243|XP_039497158.1|DSAN	LOC6901710|XP_033239959.1|DPSE
OG0000534	LOC120449129|XP_039487380.1|DSAN	LOC4818103|XP_001357365.4|DPSE
OG0000535	LOC120443710|XP_039478889.1|DSAN	LOC6898885|XP_002138856.1|DPSE
OG0000535	LOC120458098|XP_039501559.1|DSAN	LOC6898130|XP_002138209.2|DPSE
OG0000536	LOC120449483|XP_039487894.1|DSAN	LOC4813683|XP_033238862.1|DPSE
OG0000537	LOC120458182|XP_039501683.1|DSAN	LOC6898108|XP_033234955.1|DPSE, LOC6898109|XP_033234956.1|DPSE
OG0000538	LOC120447105|XP_039484450.1|DSAN	LOC6898331|XP_002138386.1|DPSE
OG0000538	LOC120458671|XP_039502340.1|DSAN	LOC4805047|XP_001361512.1|DPSE
OG0000539	LOC120452405|XP_039492557.1|DSAN	LOC4802207|XP_001359174.1|DPSE
OG0000539	LOC120452860|XP_039493238.1|DSAN	LOC4802210|XP_001359178.1|DPSE
OG0000540	LOC120457817|XP_039501247.1|DSAN	LOC4817460|XP_001356846.4|DPSE
OG0000542	LOC120453529|XP_039494214.1|DSAN	LOC4803049|XP_001359850.3|DPSE
OG0000542	LOC120454856|XP_039496322.1|DSAN	LOC6899378|XP_002136151.2|DPSE
OG0000543	LOC120451514|XP_039491207.1|DSAN	LOC6896745|XP_002136952.1|DPSE
OG0000543	LOC120445990|XP_039482660.1|DSAN	LOC4804019|XP_001360649.4|DPSE
OG0000544	LOC120449266|XP_039487582.1|DSAN	LOC4812104|XP_001352839.3|DPSE
OG0000544	LOC120450761|XP_039489833.1|DSAN	LOC4802993|XP_033232452.1|DPSE
OG0000545	LOC120453581|XP_039494274.1|DSAN	LOC4801212|XP_001358338.4|DPSE
OG0000545	LOC120453259|XP_039493815.1|DSAN	LOC6897107|XP_002137291.1|DPSE
OG0000546	LOC120452776|XP_039493099.1|DSAN	LOC4802856|XP_033240635.1|DPSE, LOC6897824|XP_002137929.2|DPSE
