Orthogroup	DSAN.longest_only	CPIP.longest_only
OG0001121	LOC120456148|XP_039498714.1|DSAN	LOC120425839|XP_039446395.1|CPIP, LOC120417386|XP_039435339.1|CPIP
OG0001122	LOC120449721|XP_039488282.1|DSAN	LOC120412874|XP_039429439.1|CPIP
OG0001124	LOC120451342|XP_039490854.1|DSAN	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP
OG0001125	LOC120453784|XP_039494568.1|DSAN	LOC120413485|XP_039430269.1|CPIP, LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP
OG0001127	LOC120450189|XP_039488988.1|DSAN	LOC120415811|XP_039433372.1|CPIP, LOC120429657|XP_039450624.1|CPIP
OG0001128	LOC120444371|XP_039479912.1|DSAN	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP
OG0001129	LOC120445603|XP_039482043.1|DSAN	LOC120422189|XP_039441499.1|CPIP
OG0001130	LOC120449775|XP_039488352.1|DSAN	LOC120424895|XP_039445117.1|CPIP
OG0001131	LOC120454928|XP_039496619.1|DSAN	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP
OG0001133	LOC120444390|XP_039479942.1|DSAN	LOC120416081|XP_039433692.1|CPIP
OG0001134	LOC120445094|XP_039481159.1|DSAN	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP
OG0001135	LOC120452560|XP_039492773.1|DSAN	LOC120414352|XP_039431447.1|CPIP, LOC120422246|XP_039441573.1|CPIP
OG0001136	LOC120453627|XP_039494344.1|DSAN	LOC120417494|XP_039435503.1|CPIP
OG0001137	LOC120453703|XP_039494460.1|DSAN	LOC120418769|XP_039437179.1|CPIP
OG0001138	LOC120449719|XP_039488279.1|DSAN	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP
OG0001139	LOC120449173|XP_039487449.1|DSAN	LOC120415108|XP_039432461.1|CPIP
OG0001153	LOC120445845|XP_039482408.1|DSAN	LOC120420201|XP_039439120.1|CPIP
OG0001154	LOC120454265|XP_039495355.1|DSAN	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP
OG0001155	LOC120457406|XP_039500936.1|DSAN	LOC120430949|XP_039452010.1|CPIP
OG0001157	LOC120451044|XP_039490332.1|DSAN	LOC120424145|XP_039444120.1|CPIP
OG0001158	LOC120451907|XP_039491853.1|DSAN	LOC120423984|XP_039443915.1|CPIP
OG0001159	LOC120452045|XP_039492032.1|DSAN	LOC120432503|XP_039453649.1|CPIP
OG0001160	LOC120453881|XP_039494731.1|DSAN	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP
OG0001162	LOC120452327|XP_039492414.1|DSAN	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP
OG0001163	LOC120451673|XP_039491483.1|DSAN	LOC120422549|XP_039441951.1|CPIP
OG0001164	LOC120451882|XP_039491823.1|DSAN	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP
OG0001167	LOC120451546|XP_039491267.1|DSAN	LOC120426173|XP_039446825.1|CPIP
OG0001169	LOC120456646|XP_039499506.1|DSAN	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP
OG0001170	LOC120454233|XP_039495270.1|DSAN	LOC120414137|XP_039431105.1|CPIP
OG0001171	LOC120450307|XP_039489189.1|DSAN	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP
OG0001172	LOC120444563|XP_039480253.1|DSAN	LOC120422279|XP_039441597.1|CPIP
OG0001173	LOC120451160|XP_039490528.1|DSAN	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP
OG0001174	LOC120450389|XP_039489314.1|DSAN, LOC120450390|XP_039489316.1|DSAN	LOC120418803|XP_039437221.1|CPIP
OG0001176	LOC120447206|XP_039484643.1|DSAN	LOC120414663|XP_039431867.1|CPIP
OG0001177	LOC120444708|XP_039480515.1|DSAN	LOC120419053|XP_039437553.1|CPIP
OG0001178	LOC120445338|XP_039481608.1|DSAN	LOC120416798|XP_039434608.1|CPIP
OG0001179	LOC120444978|XP_039480936.1|DSAN	LOC120415576|XP_039433089.1|CPIP
OG0001180	LOC120454873|XP_039496364.1|DSAN	LOC120427095|XP_039447881.1|CPIP
OG0001181	LOC120448262|XP_039486114.1|DSAN	LOC120423217|XP_039442860.1|CPIP
OG0001182	LOC120452613|XP_039492845.1|DSAN	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP
OG0001183	LOC120454469|XP_039495723.1|DSAN	LOC120416960|XP_039434805.1|CPIP
OG0001185	LOC120451475|XP_039491102.1|DSAN	LOC120423279|XP_039442953.1|CPIP
OG0001186	LOC120450762|XP_039489836.1|DSAN	LOC120416650|XP_039434393.1|CPIP
OG0001187	LOC120445110|XP_039481189.1|DSAN	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP
OG0001188	LOC120446633|XP_039483631.1|DSAN	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP
OG0001189	LOC120445876|XP_039482455.1|DSAN	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP
OG0001190	LOC120456657|XP_039499522.1|DSAN	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP
OG0001191	LOC120458092|XP_039501553.1|DSAN	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP
OG0001192	LOC120458788|XP_039502504.1|DSAN	LOC120427744|XP_039448583.1|CPIP
OG0001193	LOC120452043|XP_039492029.1|DSAN	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP
OG0001194	LOC120456290|XP_039498968.1|DSAN	LOC120416843|XP_039434665.1|CPIP
OG0001195	LOC120458677|XP_039502348.1|DSAN	LOC120418583|XP_039436964.1|CPIP
OG0001201	LOC120452215|XP_039492271.1|DSAN	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP
OG0001202	LOC120456566|XP_039499381.1|DSAN	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP
OG0001203	LOC120454906|XP_039496521.1|DSAN	LOC120413295|XP_039429987.1|CPIP
OG0001204	LOC120458037|XP_039501480.1|DSAN	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP
OG0001205	LOC120454066|XP_039495009.1|DSAN	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP
OG0001206	LOC120454522|XP_039495822.1|DSAN	LOC120432275|XP_039453392.1|CPIP
OG0001207	LOC120456024|XP_039498523.1|DSAN	LOC120422052|XP_039441319.1|CPIP
OG0001208	LOC120456782|XP_039499729.1|DSAN	LOC120424548|XP_039444645.1|CPIP
OG0001209	LOC120453815|XP_039494628.1|DSAN	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP
OG0001210	LOC120456370|XP_039499116.1|DSAN	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP
OG0001211	LOC120453762|XP_039494530.1|DSAN	LOC120421097|XP_039440174.1|CPIP, LOC120418759|XP_039437170.1|CPIP
OG0001212	LOC120456875|XP_039499905.1|DSAN	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP
OG0001213	LOC120452768|XP_039493087.1|DSAN	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP
OG0001214	LOC120451940|XP_039491894.1|DSAN	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP
OG0001215	LOC120451059|XP_039490351.1|DSAN	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP
OG0001216	LOC120454395|XP_039495580.1|DSAN	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP
OG0001217	LOC120445263|XP_039481487.1|DSAN	LOC120423813|XP_039443667.1|CPIP
OG0001218	LOC120451532|XP_039491244.1|DSAN	LOC120422590|XP_039442016.1|CPIP
OG0001220	LOC120458812|XP_039502544.1|DSAN	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP
OG0001221	LOC120444421|XP_039479985.1|DSAN	LOC120422630|XP_039442062.1|CPIP
OG0001223	LOC120447652|XP_039485103.1|DSAN	LOC120416560|XP_039434225.1|CPIP
OG0001224	LOC120445232|XP_039481425.1|DSAN	LOC120416226|XP_039433860.1|CPIP
OG0001225	LOC120454278|XP_039495426.1|DSAN	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP
OG0001226	LOC120457783|XP_039501212.1|DSAN	LOC120418804|XP_039437222.1|CPIP
OG0001227	LOC120451098|XP_039490440.1|DSAN	LOC120420146|XP_039439038.1|CPIP
OG0001228	LOC120455738|XP_039498094.1|DSAN	LOC120414239|XP_039431284.1|CPIP, LOC120424577|XP_039444677.1|CPIP
OG0001229	LOC120457614|XP_039501056.1|DSAN	LOC120430378|XP_039451410.1|CPIP
OG0001230	LOC120444322|XP_039479804.1|DSAN	LOC120422782|XP_039442254.1|CPIP
OG0001231	LOC120445468|XP_039481848.1|DSAN	LOC120419802|XP_039438571.1|CPIP
OG0001233	LOC120458719|XP_039502402.1|DSAN, LOC120458810|XP_039502542.1|DSAN	LOC120419669|XP_039438368.1|CPIP
OG0001234	LOC120444577|XP_039480271.1|DSAN	LOC120414574|XP_039431745.1|CPIP
OG0001235	LOC120451821|XP_039491728.1|DSAN	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP
OG0001236	LOC120449391|XP_039487768.1|DSAN	LOC120423226|XP_039442868.1|CPIP
OG0001237	LOC120449126|XP_039487373.1|DSAN, LOC120454516|XP_039495810.1|DSAN	LOC120414317|XP_039431388.1|CPIP
OG0001238	LOC120451010|XP_039490261.1|DSAN	LOC120426763|XP_039447471.1|CPIP
OG0001239	LOC120454636|XP_039496059.1|DSAN	LOC120431768|XP_039452820.1|CPIP, LOC120432400|XP_039453530.1|CPIP
OG0001240	LOC120451855|XP_039491781.1|DSAN	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP
OG0001241	LOC120446433|XP_039483332.1|DSAN	LOC120417870|XP_039436024.1|CPIP
OG0001242	LOC120455383|XP_039497443.1|DSAN	LOC120425656|XP_039446171.1|CPIP
OG0001244	LOC120451704|XP_039491536.1|DSAN	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP
OG0001245	LOC120452409|XP_039492564.1|DSAN	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP
OG0001246	LOC120444883|XP_039480799.1|DSAN	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP
OG0001247	LOC120444065|XP_039479513.1|DSAN	LOC120432576|XP_039453739.1|CPIP
OG0001248	LOC120449397|XP_039487774.1|DSAN	LOC120422204|XP_039441519.1|CPIP
OG0001249	LOC120453962|XP_039494846.1|DSAN, LOC120455502|XP_039497698.1|DSAN	LOC120423895|XP_039443810.1|CPIP
OG0001256	LOC120449949|XP_039488585.1|DSAN, LOC120446428|XP_039483325.1|DSAN	LOC120422406|XP_039441758.1|CPIP
OG0001257	LOC120454919|XP_039496583.1|DSAN	LOC120413281|XP_039429947.1|CPIP
OG0001258	LOC120452399|XP_039492551.1|DSAN	LOC120432334|XP_039453457.1|CPIP
OG0001259	LOC120455980|XP_039498467.1|DSAN	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP
OG0001260	LOC120452318|XP_039492405.1|DSAN	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP
OG0001261	LOC120456330|XP_039499031.1|DSAN	LOC120427227|XP_039448025.1|CPIP
OG0001263	LOC120450959|XP_039490180.1|DSAN	LOC120432642|XP_039453825.1|CPIP
OG0001264	LOC120458497|XP_039502098.1|DSAN	LOC120429252|XP_039450399.1|CPIP, LOC120426464|XP_039447160.1|CPIP
OG0001265	LOC120456363|XP_039499092.1|DSAN	LOC120428458|XP_039449403.1|CPIP
OG0001266	LOC120444600|XP_039480309.1|DSAN	LOC120417192|XP_039435093.1|CPIP
OG0001267	LOC120452726|XP_039493025.1|DSAN	LOC120424506|XP_039444591.1|CPIP, LOC120426739|XP_039447450.1|CPIP
OG0001269	LOC120446601|XP_039483567.1|DSAN	LOC120429645|XP_039450605.1|CPIP
OG0001270	LOC120453297|XP_039493861.1|DSAN	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP
OG0001271	LOC120449834|XP_039488421.1|DSAN	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP
OG0001272	LOC120447570|XP_039484964.1|DSAN	LOC120424869|XP_039445058.1|CPIP
OG0001273	LOC120451874|XP_039491815.1|DSAN	LOC120429935|XP_039450967.1|CPIP
OG0001274	LOC120450546|XP_039489584.1|DSAN	LOC120418048|XP_039436233.1|CPIP
OG0001276	LOC120448880|XP_039487028.1|DSAN	LOC120413456|XP_039430225.1|CPIP
OG0001277	LOC120449559|XP_039488040.1|DSAN	LOC120424852|XP_039445035.1|CPIP
OG0001278	LOC120448182|XP_039485966.1|DSAN	LOC120419963|XP_039438765.1|CPIP
OG0001279	LOC120449975|XP_039488617.1|DSAN	LOC120419970|XP_039438780.1|CPIP
OG0001280	LOC120450370|XP_039489287.1|DSAN	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP
OG0001281	LOC120449072|XP_039487304.1|DSAN	LOC120421671|XP_039440836.1|CPIP, LOC120421627|XP_039440789.1|CPIP
OG0001282	LOC120458023|XP_039501461.1|DSAN	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP
OG0001283	LOC120445360|XP_039481652.1|DSAN	LOC120427036|XP_039447800.1|CPIP
OG0001284	LOC120457477|XP_039500964.1|DSAN	LOC120414678|XP_039431897.1|CPIP
OG0001285	LOC120449813|XP_039488395.1|DSAN	LOC120429106|XP_039450203.1|CPIP, LOC120414724|XP_039431961.1|CPIP
OG0001286	LOC120457800|XP_039501230.1|DSAN	LOC120429762|XP_039450749.1|CPIP
OG0001287	LOC120453620|XP_039494336.1|DSAN	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP
OG0001288	LOC120458137|XP_039501615.1|DSAN	LOC120420968|XP_039440035.1|CPIP
OG0001289	LOC120457765|XP_039501196.1|DSAN	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP
OG0001290	LOC120448010|XP_039485704.1|DSAN	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP
OG0001291	LOC120446058|XP_039482769.1|DSAN	LOC120414339|XP_039431425.1|CPIP
OG0001292	LOC120447252|XP_039484712.1|DSAN	LOC120423698|XP_039443534.1|CPIP, LOC120423701|XP_039443537.1|CPIP
OG0001293	LOC120455311|XP_039497295.1|DSAN	LOC120414358|XP_039431455.1|CPIP
OG0001294	LOC120450780|XP_039489872.1|DSAN	LOC120426999|XP_039447750.1|CPIP
OG0001295	LOC120456338|XP_039499045.1|DSAN	LOC120431459|XP_039452510.1|CPIP
OG0001296	LOC120457893|XP_039501343.1|DSAN	LOC120419233|XP_039437826.1|CPIP
OG0001297	LOC120454402|XP_039495597.1|DSAN	LOC120423588|XP_039443387.1|CPIP
OG0001298	LOC120453180|XP_039493678.1|DSAN	LOC120417916|XP_039436086.1|CPIP, LOC120416955|XP_039434793.1|CPIP
OG0001299	LOC120448416|XP_039486349.1|DSAN	LOC120422007|XP_039441255.1|CPIP, LOC120432174|XP_039453246.1|CPIP
OG0001300	LOC120452982|XP_039493413.1|DSAN	LOC120415419|XP_039432887.1|CPIP
OG0001301	LOC120458540|XP_039502154.1|DSAN	LOC120423370|XP_039443087.1|CPIP, LOC120423371|XP_039443088.1|CPIP
OG0001302	LOC120445846|XP_039482413.1|DSAN	LOC120417543|XP_039435559.1|CPIP
OG0001303	LOC120451340|XP_039490853.1|DSAN	LOC120425865|XP_039446421.1|CPIP
OG0001304	LOC120444345|XP_039479852.1|DSAN	LOC120417898|XP_039436053.1|CPIP
OG0001305	LOC120453298|XP_039493862.1|DSAN	LOC120427519|XP_039448316.1|CPIP
OG0001306	LOC120451203|XP_039490589.1|DSAN	LOC120423281|XP_039442982.1|CPIP
OG0001307	LOC120447650|XP_039485094.1|DSAN	LOC120414405|XP_039431518.1|CPIP
OG0001308	LOC120454986|XP_039496712.1|DSAN	LOC120414403|XP_039431514.1|CPIP
OG0001309	LOC120453811|XP_039494623.1|DSAN	LOC120414020|XP_039430971.1|CPIP, LOC120414000|XP_039430943.1|CPIP
OG0001311	LOC120457266|XP_039500618.1|DSAN	LOC120417566|XP_039435594.1|CPIP, LOC120420210|XP_039439128.1|CPIP
OG0001312	LOC120447848|XP_039485389.1|DSAN, LOC120447847|XP_039485388.1|DSAN	LOC120431895|XP_039452958.1|CPIP, LOC120424481|XP_039444557.1|CPIP
OG0001313	LOC120445864|XP_039482440.1|DSAN	LOC120416827|XP_039434648.1|CPIP
OG0001314	LOC120458038|XP_039501481.1|DSAN	LOC120418103|XP_039436307.1|CPIP, LOC120431543|XP_039452585.1|CPIP, LOC120431629|XP_039452672.1|CPIP, LOC120423143|XP_039442759.1|CPIP, LOC120414582|XP_039431751.1|CPIP, LOC120412578|XP_039429022.1|CPIP, LOC120416026|XP_039433621.1|CPIP, LOC120412415|XP_039428812.1|CPIP, LOC120421472|XP_039440623.1|CPIP
OG0001315	LOC120455400|XP_039497474.1|DSAN	LOC120420411|XP_039439364.1|CPIP
OG0001322	LOC120454470|XP_039495735.1|DSAN, LOC120453861|XP_039494700.1|DSAN	LOC120426837|XP_039447560.1|CPIP
OG0001326	LOC120451385|XP_039490979.1|DSAN	LOC120417038|XP_039434922.1|CPIP, LOC120419278|XP_039437878.1|CPIP, LOC120420268|XP_039439201.1|CPIP
OG0001328	LOC120456604|XP_039499448.1|DSAN	LOC120414973|XP_039432241.1|CPIP, LOC120421074|XP_039440154.1|CPIP
OG0001329	LOC120456419|XP_039499185.1|DSAN	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP
OG0001330	LOC120455102|XP_039496912.1|DSAN	LOC120422463|XP_039441846.1|CPIP
OG0001331	LOC120457350|XP_039500799.1|DSAN	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP
OG0001332	LOC120455478|XP_039497647.1|DSAN	LOC120413145|XP_039429789.1|CPIP, LOC120412616|XP_039429104.1|CPIP
OG0001333	LOC120458249|XP_039501772.1|DSAN	LOC120417034|XP_039434912.1|CPIP, LOC120417028|XP_039434904.1|CPIP
OG0001334	LOC120452874|XP_039493255.1|DSAN	LOC120414158|XP_039431133.1|CPIP, LOC120414159|XP_039431134.1|CPIP
OG0001335	LOC120452572|XP_039492788.1|DSAN	LOC120425484|XP_039445962.1|CPIP, LOC120425483|XP_039445956.1|CPIP
OG0001337	LOC120456473|XP_039499265.1|DSAN	LOC120432047|XP_039453113.1|CPIP, LOC120427370|XP_039448159.1|CPIP
OG0001338	LOC120446915|XP_039484087.1|DSAN	LOC120428736|XP_039449746.1|CPIP
OG0001339	LOC120444579|XP_039480273.1|DSAN	LOC120424190|XP_039444183.1|CPIP
OG0001340	LOC120457591|XP_039501035.1|DSAN	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP
OG0001341	LOC120453145|XP_039493635.1|DSAN	LOC120431639|XP_039452681.1|CPIP
OG0001343	LOC120452834|XP_039493194.1|DSAN	LOC120430149|XP_039451167.1|CPIP
OG0001344	LOC120452771|XP_039493094.1|DSAN	LOC120422010|XP_039441262.1|CPIP, LOC120422024|XP_039441280.1|CPIP
OG0001345	LOC120454454|XP_039495699.1|DSAN	LOC120428740|XP_039449749.1|CPIP, LOC120427177|XP_039447971.1|CPIP
OG0001346	LOC120453109|XP_039493578.1|DSAN	LOC120428013|XP_039448918.1|CPIP
OG0001347	LOC120457279|XP_039500650.1|DSAN	LOC120425439|XP_039445903.1|CPIP
OG0001348	LOC120455063|XP_039496848.1|DSAN	LOC120413504|XP_039430294.1|CPIP
OG0001349	LOC120449527|XP_039487974.1|DSAN	LOC120424374|XP_039444404.1|CPIP
OG0001350	LOC120449870|XP_039488463.1|DSAN	LOC120426570|XP_039447290.1|CPIP
OG0001351	LOC120458654|XP_039502319.1|DSAN	LOC120426287|XP_039446974.1|CPIP
OG0001352	LOC120458600|XP_039502234.1|DSAN	LOC120418886|XP_039437353.1|CPIP
OG0001353	LOC120448202|XP_039486002.1|DSAN	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP, LOC120430442|XP_039451492.1|CPIP
OG0001354	LOC120445093|XP_039481156.1|DSAN	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP
OG0001355	LOC120444536|XP_039480217.1|DSAN	LOC120418490|XP_039436861.1|CPIP
OG0001356	LOC120451676|XP_039491491.1|DSAN	LOC120429155|XP_039450297.1|CPIP, LOC120420068|XP_039438925.1|CPIP
OG0001357	LOC120448070|XP_039485775.1|DSAN	LOC120418023|XP_039436200.1|CPIP
OG0001358	LOC120447496|XP_039484827.1|DSAN	LOC120418025|XP_039436203.1|CPIP
OG0001359	LOC120444189|XP_039479694.1|DSAN	LOC120414639|XP_039431804.1|CPIP, LOC120414627|XP_039431795.1|CPIP
OG0001360	LOC120458467|XP_039502054.1|DSAN	LOC120426786|XP_039447497.1|CPIP
OG0001361	LOC120447505|XP_039484849.1|DSAN	LOC120419996|XP_039438820.1|CPIP, LOC120419994|XP_039438816.1|CPIP
OG0001362	LOC120448870|XP_039487016.1|DSAN	LOC120419965|XP_039438769.1|CPIP
OG0001363	LOC120451521|XP_039491223.1|DSAN	LOC120432172|XP_039453243.1|CPIP, LOC120414130|XP_039431095.1|CPIP
OG0001364	LOC120445909|XP_039482499.1|DSAN	LOC120417618|XP_039435666.1|CPIP, LOC120418691|XP_039437089.1|CPIP
OG0001365	LOC120447935|XP_039485533.1|DSAN	LOC120426785|XP_039447496.1|CPIP
OG0001367	LOC120445401|XP_039481745.1|DSAN	LOC120422283|XP_039441604.1|CPIP, LOC120423782|XP_039443634.1|CPIP
OG0001368	LOC120447089|XP_039484430.1|DSAN	LOC120424976|XP_039445266.1|CPIP
OG0001369	LOC120456639|XP_039499495.1|DSAN	LOC120429806|XP_039450790.1|CPIP, LOC120432065|XP_039453130.1|CPIP
OG0001373	LOC120449057|XP_039487326.1|DSAN	LOC120422191|XP_039441506.1|CPIP, LOC120426638|XP_039447361.1|CPIP
OG0001374	LOC120446722|XP_039483768.1|DSAN	LOC120414669|XP_039431880.1|CPIP
OG0001375	LOC120451518|XP_039491213.1|DSAN	LOC120428430|XP_039449375.1|CPIP
OG0001376	LOC120446545|XP_039483495.1|DSAN	LOC120430180|XP_039451195.1|CPIP, LOC120430185|XP_039451199.1|CPIP
OG0001377	LOC120449372|XP_039487741.1|DSAN, LOC120443995|XP_039479407.1|DSAN	LOC120424094|XP_039444041.1|CPIP
OG0001378	LOC120458422|XP_039501994.1|DSAN	LOC120416104|XP_039433721.1|CPIP, LOC120430328|XP_039451362.1|CPIP
OG0001379	LOC120458073|XP_039501519.1|DSAN	LOC120413125|XP_039429764.1|CPIP
OG0001380	LOC120458546|XP_039502161.1|DSAN, LOC120458562|XP_039502184.1|DSAN, LOC120457340|XP_039500787.1|DSAN	LOC120419386|XP_039437994.1|CPIP
OG0001381	LOC120444314|XP_039479791.1|DSAN	LOC120430020|XP_039451049.1|CPIP
OG0001382	LOC120458792|XP_039502510.1|DSAN	LOC120420085|XP_039438952.1|CPIP
OG0001383	LOC120443692|XP_039478869.1|DSAN	LOC120416800|XP_039434611.1|CPIP
OG0001384	LOC120446517|XP_039483462.1|DSAN	LOC120415581|XP_039433100.1|CPIP
OG0001385	LOC120457912|XP_039501384.1|DSAN	LOC120421152|XP_039440276.1|CPIP
OG0001387	LOC120458289|XP_039501821.1|DSAN	LOC120413881|XP_039430789.1|CPIP, LOC120413875|XP_039430781.1|CPIP
OG0001388	LOC120458876|XP_039502647.1|DSAN	LOC120425170|XP_039445537.1|CPIP, LOC120425176|XP_039445544.1|CPIP, LOC120421428|XP_039440573.1|CPIP, LOC120431693|XP_039452741.1|CPIP
OG0001389	LOC120453709|XP_039494465.1|DSAN	LOC120420640|XP_039439652.1|CPIP, LOC120420638|XP_039439650.1|CPIP
OG0001390	LOC120458781|XP_039502495.1|DSAN	LOC120415004|XP_039432300.1|CPIP
OG0001391	LOC120444300|XP_039479755.1|DSAN	LOC120430393|XP_039451430.1|CPIP
OG0001392	LOC120455323|XP_039497334.1|DSAN	LOC120420020|XP_039438855.1|CPIP, LOC120422249|XP_039441575.1|CPIP
OG0001393	LOC120444386|XP_039479928.1|DSAN	LOC120424012|XP_039443960.1|CPIP, LOC120419715|XP_039438436.1|CPIP
OG0001394	LOC120444588|XP_039480295.1|DSAN	LOC120428108|XP_039449024.1|CPIP, LOC120424757|XP_039444886.1|CPIP, LOC120414228|XP_039431273.1|CPIP
OG0001395	LOC120454417|XP_039495622.1|DSAN	LOC120413792|XP_039430676.1|CPIP
OG0001396	LOC120455605|XP_039497919.1|DSAN	LOC120431719|XP_039452778.1|CPIP, LOC120430877|XP_039451940.1|CPIP
OG0001397	LOC120453375|XP_039493983.1|DSAN	LOC120428561|XP_039449523.1|CPIP, LOC120419349|XP_039437953.1|CPIP
OG0001399	LOC120455879|XP_039498300.1|DSAN	LOC120419438|XP_039438053.1|CPIP
OG0001400	LOC120450810|XP_039489919.1|DSAN	LOC120425035|XP_039445341.1|CPIP
