Orthogroup	DSAN.longest_only	CQUI.longest_only
OG0001046	LOC120444454|XP_039480052.1|DSAN, LOC120444453|XP_039480051.1|DSAN	LOC6037425|XP_001847339.1|CQUI
OG0001047	LOC120444776|XP_039480645.1|DSAN	LOC6052938|XP_001869113.1|CQUI
OG0001048	LOC120444290|XP_039479742.1|DSAN	LOC6030972|XP_001841824.2|CQUI, LOC6037859|XP_038106191.1|CQUI, LOC6036643|XP_038113731.1|CQUI
OG0001049	LOC120448287|XP_039486155.1|DSAN	LOC6043980|XP_038117725.1|CQUI
OG0001050	LOC120449866|XP_039488460.1|DSAN	LOC6033574|XP_038117779.1|CQUI
OG0001051	LOC120450476|XP_039489458.1|DSAN	LOC6044460|XP_038112405.1|CQUI
OG0001052	LOC120458457|XP_039502039.1|DSAN	LOC6034904|XP_038107542.1|CQUI
OG0001053	LOC120455309|XP_039497293.1|DSAN	LOC6040511|XP_038120753.1|CQUI
OG0001054	LOC120453611|XP_039494320.1|DSAN	LOC6046359|XP_001863576.2|CQUI
OG0001055	LOC120451863|XP_039491800.1|DSAN, LOC120453048|XP_039493503.1|DSAN	LOC6046753|XP_038118273.1|CQUI
OG0001056	LOC120447232|XP_039484692.1|DSAN, LOC120456120|XP_039498681.1|DSAN	LOC6034033|XP_038120245.1|CQUI
OG0001057	LOC120447044|XP_039484345.1|DSAN	LOC6039782|XP_001849304.1|CQUI
OG0001058	LOC120456498|XP_039499300.1|DSAN	LOC6031449|XP_038109731.1|CQUI
OG0001059	LOC120449208|XP_039487507.1|DSAN	LOC6036107|XP_038110474.1|CQUI
OG0001072	LOC120456585|XP_039499425.1|DSAN	LOC6047035|XP_001864144.1|CQUI
OG0001073	LOC120454273|XP_039495371.1|DSAN	LOC6040802|XP_038122600.1|CQUI
OG0001074	LOC120446558|XP_039483510.1|DSAN	LOC6040958|XP_001850279.1|CQUI
OG0001077	LOC120457600|XP_039501044.1|DSAN, LOC120449248|XP_039487557.1|DSAN	LOC6037330|XP_001847254.1|CQUI
OG0001078	LOC120456502|XP_039499303.1|DSAN	LOC6032040|XP_001842707.2|CQUI, LOC6048058|XP_001865029.2|CQUI
OG0001079	LOC120450169|XP_039488951.1|DSAN	LOC6051664|XP_001868064.2|CQUI
OG0001080	LOC120449717|XP_039488273.1|DSAN	LOC6041053|XP_001850364.2|CQUI
OG0001081	LOC120450864|XP_039490021.1|DSAN	LOC6041039|XP_001850350.2|CQUI, LOC6042831|XP_001870828.1|CQUI
OG0001082	LOC120444412|XP_039479969.1|DSAN	LOC6043330|XP_038119590.1|CQUI
OG0001083	LOC120449530|XP_039487984.1|DSAN	LOC6031062|XP_038119861.1|CQUI
OG0001084	LOC120455461|XP_039497657.1|DSAN	LOC6042294|XP_038114789.1|CQUI, LOC6047368|XP_038115486.1|CQUI
OG0001085	LOC120458914|XP_039502697.1|DSAN	LOC6042005|XP_038115817.1|CQUI
OG0001086	LOC120452319|XP_039492406.1|DSAN, LOC120444673|XP_039480463.1|DSAN	LOC6036258|XP_001846326.2|CQUI
OG0001088	LOC120447616|XP_039485043.1|DSAN, LOC120450317|XP_039489205.1|DSAN	LOC6040518|XP_001849904.2|CQUI, LOC6033568|XP_038117163.1|CQUI, LOC6049750|XP_038119401.1|CQUI
OG0001089	LOC120447557|XP_039484944.1|DSAN	LOC6037275|XP_038117998.1|CQUI
OG0001090	LOC120448541|XP_039486520.1|DSAN	LOC6034576|XP_038120156.1|CQUI, LOC6034579|XP_038120153.1|CQUI, LOC6034580|XP_038120154.1|CQUI
OG0001092	LOC120458364|XP_039501912.1|DSAN	LOC6036149|XP_038109368.1|CQUI
OG0001093	LOC120458873|XP_039502644.1|DSAN	LOC6036146|XP_001846236.2|CQUI
OG0001094	LOC120455016|XP_039496779.1|DSAN	LOC6031336|XP_038112557.1|CQUI
OG0001095	LOC120444920|XP_039480848.1|DSAN	LOC6049911|XP_001866601.1|CQUI, LOC6049910|XP_038111983.1|CQUI, LOC6049913|XP_001866603.1|CQUI
OG0001096	LOC120446582|XP_039483538.1|DSAN	LOC6031955|XP_038113300.1|CQUI, LOC6031954|XP_038108739.1|CQUI
OG0001097	LOC120444063|XP_039479508.1|DSAN	LOC6031863|XP_038109276.1|CQUI
OG0001099	LOC120449298|XP_039487623.1|DSAN	LOC6040335|XP_001849740.2|CQUI
OG0001100	LOC120453952|XP_039494832.1|DSAN, LOC120453966|XP_039494852.1|DSAN, LOC120447083|XP_039484416.1|DSAN	LOC6052097|XP_038112579.1|CQUI
OG0001101	LOC120446909|XP_039484079.1|DSAN	LOC6037726|XP_038113843.1|CQUI
OG0001102	LOC120448491|XP_039486455.1|DSAN	LOC6040098|XP_038110990.1|CQUI, LOC6040089|XP_038110333.1|CQUI
OG0001103	LOC120453655|XP_039494383.1|DSAN	LOC6040179|XP_001849630.2|CQUI, LOC6040178|XP_038112931.1|CQUI, LOC6040177|XP_001849628.2|CQUI
OG0001104	LOC120446512|XP_039483454.1|DSAN	LOC6051930|XP_001868284.2|CQUI
OG0001105	LOC120455850|XP_039498254.1|DSAN, LOC120446944|XP_039484127.1|DSAN	LOC6036714|XP_001846718.1|CQUI
OG0001106	LOC120454932|XP_039496623.1|DSAN	LOC6047766|XP_038112893.1|CQUI, LOC6047173|XP_038113034.1|CQUI
OG0001118	LOC120455275|XP_039497230.1|DSAN	LOC6053773|XP_001869802.1|CQUI
OG0001120	LOC120453326|XP_039493920.1|DSAN	LOC6033952|XP_038104598.1|CQUI, LOC6033958|XP_038105273.1|CQUI
OG0001121	LOC120456148|XP_039498714.1|DSAN	LOC6047867|XP_038122205.1|CQUI
OG0001122	LOC120449721|XP_039488282.1|DSAN	LOC6047533|XP_038119301.1|CQUI
OG0001124	LOC120451342|XP_039490854.1|DSAN	LOC6044079|XP_038120683.1|CQUI
OG0001125	LOC120453784|XP_039494568.1|DSAN	LOC6039443|XP_001849053.2|CQUI
OG0001127	LOC120450189|XP_039488988.1|DSAN	LOC6052725|XP_001868949.2|CQUI, LOC6034690|XP_001844974.2|CQUI
OG0001128	LOC120444371|XP_039479912.1|DSAN	LOC6030950|XP_038115818.1|CQUI, LOC6040847|XP_038111443.1|CQUI
OG0001129	LOC120445603|XP_039482043.1|DSAN	LOC6041308|XP_038109340.1|CQUI
OG0001130	LOC120449775|XP_039488352.1|DSAN	LOC6046734|XP_001863893.2|CQUI
OG0001131	LOC120454928|XP_039496619.1|DSAN	LOC6044602|XP_038107721.1|CQUI, LOC6042975|XP_038110225.1|CQUI, LOC6044604|XP_038107498.1|CQUI
OG0001133	LOC120444390|XP_039479942.1|DSAN	LOC6043724|XP_038111216.1|CQUI
OG0001134	LOC120445094|XP_039481159.1|DSAN	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI
OG0001135	LOC120452560|XP_039492773.1|DSAN	LOC6034993|XP_038120309.1|CQUI, LOC6039748|XP_001849295.2|CQUI
OG0001136	LOC120453627|XP_039494344.1|DSAN	LOC6050340|XP_038118633.1|CQUI
OG0001137	LOC120453703|XP_039494460.1|DSAN	LOC6050281|XP_001866914.2|CQUI
OG0001138	LOC120449719|XP_039488279.1|DSAN	LOC6044622|XP_038109992.1|CQUI
OG0001139	LOC120449173|XP_039487449.1|DSAN	LOC6034191|XP_001844546.2|CQUI
OG0001147	LOC120448398|XP_039486322.1|DSAN	LOC6048224|XP_001865175.2|CQUI
OG0001153	LOC120445845|XP_039482408.1|DSAN	LOC6047706|XP_038117452.1|CQUI
OG0001154	LOC120454265|XP_039495355.1|DSAN	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI
OG0001155	LOC120457406|XP_039500936.1|DSAN	LOC119771163|XP_038122554.1|CQUI
OG0001157	LOC120451044|XP_039490332.1|DSAN	LOC6031419|XP_001842227.2|CQUI
OG0001158	LOC120451907|XP_039491853.1|DSAN	LOC6038004|XP_001847851.2|CQUI
OG0001159	LOC120452045|XP_039492032.1|DSAN	LOC6047617|XP_038105916.1|CQUI
OG0001160	LOC120453881|XP_039494731.1|DSAN	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI
OG0001162	LOC120452327|XP_039492414.1|DSAN	LOC6037355|XP_038105872.1|CQUI
OG0001164	LOC120451882|XP_039491823.1|DSAN	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI
OG0001165	LOC120444551|XP_039480235.1|DSAN	LOC6040940|XP_001850268.2|CQUI
OG0001167	LOC120451546|XP_039491267.1|DSAN	LOC6053462|XP_038118279.1|CQUI
OG0001168	LOC120445633|XP_039482094.1|DSAN	LOC119769703|XP_038119060.1|CQUI
OG0001169	LOC120456646|XP_039499506.1|DSAN	LOC6050237|XP_038120378.1|CQUI, LOC6050236|XP_001866875.2|CQUI, LOC6046275|XP_001863502.2|CQUI
OG0001171	LOC120450307|XP_039489189.1|DSAN	LOC6038611|XP_038115237.1|CQUI
OG0001172	LOC120444563|XP_039480253.1|DSAN	LOC6040017|XP_038120821.1|CQUI
OG0001173	LOC120451160|XP_039490528.1|DSAN	LOC6044092|XP_001861654.2|CQUI, LOC6039973|XP_038108775.1|CQUI, LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI
OG0001174	LOC120450389|XP_039489314.1|DSAN, LOC120450390|XP_039489316.1|DSAN	LOC6030890|XP_001841766.1|CQUI
OG0001175	LOC120444452|XP_039480050.1|DSAN	LOC6041411|XP_001850674.1|CQUI
OG0001176	LOC120447206|XP_039484643.1|DSAN	LOC6032450|XP_038112002.1|CQUI
OG0001177	LOC120444708|XP_039480515.1|DSAN	LOC6033652|XP_038114034.1|CQUI
OG0001178	LOC120445338|XP_039481608.1|DSAN	LOC6033262|XP_038111957.1|CQUI
OG0001179	LOC120444978|XP_039480936.1|DSAN	LOC6036453|XP_038114387.1|CQUI
OG0001180	LOC120454873|XP_039496364.1|DSAN	LOC6033626|XP_038112234.1|CQUI
OG0001181	LOC120448262|XP_039486114.1|DSAN	LOC6046070|XP_038119931.1|CQUI
OG0001182	LOC120452613|XP_039492845.1|DSAN	LOC6051010|XP_038121521.1|CQUI, LOC6051011|XP_038115128.1|CQUI
OG0001183	LOC120454469|XP_039495723.1|DSAN	LOC6050625|XP_038121048.1|CQUI
OG0001185	LOC120451475|XP_039491102.1|DSAN	LOC6047138|XP_038115095.1|CQUI
OG0001186	LOC120450762|XP_039489836.1|DSAN	LOC6041144|XP_001850444.1|CQUI
OG0001187	LOC120445110|XP_039481189.1|DSAN	LOC6033407|XP_038110520.1|CQUI, LOC6033409|XP_001843862.2|CQUI
OG0001188	LOC120446633|XP_039483631.1|DSAN	LOC6043678|XP_001861307.2|CQUI, LOC6043677|XP_001861306.2|CQUI
OG0001189	LOC120445876|XP_039482455.1|DSAN	LOC6044185|XP_038112058.1|CQUI, LOC6032264|XP_038112626.1|CQUI
OG0001190	LOC120456657|XP_039499522.1|DSAN	LOC6035971|XP_001846078.2|CQUI, LOC6035970|XP_038112722.1|CQUI
OG0001191	LOC120458092|XP_039501553.1|DSAN	LOC6040784|XP_038113888.1|CQUI, LOC6054211|XP_038113931.1|CQUI
OG0001192	LOC120458788|XP_039502504.1|DSAN	LOC6039652|XP_038112370.1|CQUI
OG0001193	LOC120452043|XP_039492029.1|DSAN	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI
OG0001194	LOC120456290|XP_039498968.1|DSAN	LOC6042351|XP_001851478.1|CQUI
OG0001195	LOC120458677|XP_039502348.1|DSAN	LOC119767685|XP_038112768.1|CQUI
OG0001201	LOC120452215|XP_039492271.1|DSAN	LOC6050447|XP_001867055.2|CQUI
OG0001202	LOC120456566|XP_039499381.1|DSAN	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI
OG0001203	LOC120454906|XP_039496521.1|DSAN	LOC6038320|XP_038122940.1|CQUI, LOC6038329|XP_038110286.1|CQUI
OG0001204	LOC120458037|XP_039501480.1|DSAN	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI
OG0001205	LOC120454066|XP_039495009.1|DSAN	LOC6052900|XP_001869076.2|CQUI
OG0001206	LOC120454522|XP_039495822.1|DSAN	LOC6049919|XP_038114189.1|CQUI
OG0001207	LOC120456024|XP_039498523.1|DSAN	LOC6035127|XP_038117837.1|CQUI
OG0001208	LOC120456782|XP_039499729.1|DSAN	LOC6044973|XP_038105992.1|CQUI
OG0001209	LOC120453815|XP_039494628.1|DSAN	LOC6051353|XP_038122782.1|CQUI
OG0001210	LOC120456370|XP_039499116.1|DSAN	LOC6052130|XP_038104165.1|CQUI, LOC6050694|XP_038104085.1|CQUI
OG0001211	LOC120453762|XP_039494530.1|DSAN	LOC6034927|XP_001845192.2|CQUI
OG0001212	LOC120456875|XP_039499905.1|DSAN	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI, LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI
OG0001213	LOC120452768|XP_039493087.1|DSAN	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI
OG0001214	LOC120451940|XP_039491894.1|DSAN	LOC6037486|XP_001847396.2|CQUI
OG0001215	LOC120451059|XP_039490351.1|DSAN	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI
OG0001216	LOC120454395|XP_039495580.1|DSAN	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI
OG0001217	LOC120445263|XP_039481487.1|DSAN	LOC6042395|XP_001851520.2|CQUI
OG0001218	LOC120451532|XP_039491244.1|DSAN	LOC6040898|XP_001850226.1|CQUI
OG0001220	LOC120458812|XP_039502544.1|DSAN	LOC6045532|XP_001862887.1|CQUI, LOC119769797|XP_038119366.1|CQUI
OG0001221	LOC120444421|XP_039479985.1|DSAN	LOC6043322|XP_038116069.1|CQUI
OG0001223	LOC120447652|XP_039485103.1|DSAN	LOC6036538|XP_038119459.1|CQUI
OG0001224	LOC120445232|XP_039481425.1|DSAN	LOC6036744|XP_001846743.1|CQUI
OG0001225	LOC120454278|XP_039495426.1|DSAN	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI
OG0001226	LOC120457783|XP_039501212.1|DSAN	LOC6030868|XP_038117520.1|CQUI
OG0001227	LOC120451098|XP_039490440.1|DSAN	LOC6037379|XP_038112500.1|CQUI
OG0001228	LOC120455738|XP_039498094.1|DSAN	LOC6050448|XP_001867052.2|CQUI
OG0001229	LOC120457614|XP_039501056.1|DSAN	LOC6033208|XP_038108952.1|CQUI
OG0001230	LOC120444322|XP_039479804.1|DSAN	LOC6042866|XP_038109988.1|CQUI
OG0001233	LOC120458719|XP_039502402.1|DSAN, LOC120458810|XP_039502542.1|DSAN	LOC6034829|XP_038112300.1|CQUI
OG0001234	LOC120444577|XP_039480271.1|DSAN	LOC6036123|XP_001846216.1|CQUI
OG0001235	LOC120451821|XP_039491728.1|DSAN	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI
OG0001236	LOC120449391|XP_039487768.1|DSAN	LOC6046075|XP_001863329.2|CQUI
OG0001237	LOC120449126|XP_039487373.1|DSAN, LOC120454516|XP_039495810.1|DSAN	LOC6040473|XP_038114997.1|CQUI
OG0001238	LOC120451010|XP_039490261.1|DSAN	LOC6043265|XP_038121140.1|CQUI
OG0001239	LOC120454636|XP_039496059.1|DSAN	LOC6052626|XP_038111282.1|CQUI, LOC6032254|XP_038121026.1|CQUI
OG0001240	LOC120451855|XP_039491781.1|DSAN	LOC6045142|XP_001862540.2|CQUI, LOC6045143|XP_001862541.2|CQUI
OG0001241	LOC120446433|XP_039483332.1|DSAN	LOC6046394|XP_038116205.1|CQUI
OG0001242	LOC120455383|XP_039497443.1|DSAN	LOC6032717|XP_001843269.1|CQUI
OG0001244	LOC120451704|XP_039491536.1|DSAN	LOC6051908|XP_001868265.2|CQUI
OG0001245	LOC120452409|XP_039492564.1|DSAN	LOC6039632|XP_038111436.1|CQUI, LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI
OG0001246	LOC120444883|XP_039480799.1|DSAN	LOC6046496|XP_038112281.1|CQUI, LOC119767076|XP_038110479.1|CQUI, LOC6046495|XP_001863681.2|CQUI
OG0001247	LOC120444065|XP_039479513.1|DSAN	LOC6036721|XP_038108755.1|CQUI
OG0001248	LOC120449397|XP_039487774.1|DSAN	LOC6047152|XP_038112085.1|CQUI
OG0001249	LOC120453962|XP_039494846.1|DSAN, LOC120455502|XP_039497698.1|DSAN	LOC6037219|XP_038111368.1|CQUI
OG0001257	LOC120454919|XP_039496583.1|DSAN	LOC6038325|XP_038121277.1|CQUI
OG0001259	LOC120455980|XP_039498467.1|DSAN	LOC6052314|XP_001868608.2|CQUI, LOC119767551|XP_038112327.1|CQUI
OG0001260	LOC120452318|XP_039492405.1|DSAN	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI
OG0001261	LOC120456330|XP_039499031.1|DSAN	LOC6036966|XP_038105068.1|CQUI
OG0001263	LOC120450959|XP_039490180.1|DSAN	LOC6047408|XP_038111894.1|CQUI
OG0001264	LOC120458497|XP_039502098.1|DSAN	LOC6031873|XP_038111151.1|CQUI
OG0001265	LOC120456363|XP_039499092.1|DSAN	LOC6034456|XP_038105093.1|CQUI
OG0001266	LOC120444600|XP_039480309.1|DSAN	LOC6035643|XP_001845783.2|CQUI
OG0001267	LOC120452726|XP_039493025.1|DSAN	LOC6051047|XP_038122925.1|CQUI, LOC6044839|XP_038105651.1|CQUI
OG0001269	LOC120446601|XP_039483567.1|DSAN	LOC6034952|XP_001845211.1|CQUI
OG0001270	LOC120453297|XP_039493861.1|DSAN	LOC119767815|XP_038113307.1|CQUI, LOC6037485|XP_038104290.1|CQUI
OG0001271	LOC120449834|XP_039488421.1|DSAN	LOC6043921|XP_001861500.2|CQUI, LOC6043922|XP_001861501.1|CQUI
OG0001272	LOC120447570|XP_039484964.1|DSAN	LOC6038800|XP_038115010.1|CQUI
OG0001273	LOC120451874|XP_039491815.1|DSAN	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI, LOC6047352|XP_038106332.1|CQUI
OG0001274	LOC120450546|XP_039489584.1|DSAN	LOC6048052|XP_038120536.1|CQUI
OG0001276	LOC120448880|XP_039487028.1|DSAN	LOC6041249|XP_001850539.2|CQUI
OG0001277	LOC120449559|XP_039488040.1|DSAN	LOC6037285|XP_038119469.1|CQUI
OG0001278	LOC120448182|XP_039485966.1|DSAN	LOC6036217|XP_038115918.1|CQUI
OG0001279	LOC120449975|XP_039488617.1|DSAN	LOC6036221|XP_001846296.1|CQUI
OG0001280	LOC120450370|XP_039489287.1|DSAN	LOC6038254|XP_038118225.1|CQUI
OG0001281	LOC120449072|XP_039487304.1|DSAN	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI
OG0001282	LOC120458023|XP_039501461.1|DSAN	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI
OG0001283	LOC120445360|XP_039481652.1|DSAN	LOC6053152|XP_038119033.1|CQUI
OG0001284	LOC120457477|XP_039500964.1|DSAN	LOC6032448|XP_001843044.1|CQUI
OG0001285	LOC120449813|XP_039488395.1|DSAN	LOC6040540|XP_001849924.2|CQUI, LOC6032470|XP_001843063.1|CQUI
OG0001286	LOC120457800|XP_039501230.1|DSAN	LOC6048784|XP_038109129.1|CQUI
OG0001287	LOC120453620|XP_039494336.1|DSAN	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI
OG0001288	LOC120458137|XP_039501615.1|DSAN	LOC6049426|XP_038107510.1|CQUI
OG0001289	LOC120457765|XP_039501196.1|DSAN	LOC6049419|XP_001866187.2|CQUI, LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI
OG0001290	LOC120448010|XP_039485704.1|DSAN	LOC6048341|XP_038111865.1|CQUI
OG0001291	LOC120446058|XP_039482769.1|DSAN	LOC6048800|XP_001865667.2|CQUI
OG0001292	LOC120447252|XP_039484712.1|DSAN	LOC6037255|XP_038109974.1|CQUI, LOC6037188|XP_038109977.1|CQUI
OG0001293	LOC120455311|XP_039497295.1|DSAN	LOC6040512|XP_001849898.1|CQUI
OG0001294	LOC120450780|XP_039489872.1|DSAN	LOC6032208|XP_038117537.1|CQUI
OG0001295	LOC120456338|XP_039499045.1|DSAN	LOC6034917|XP_001845183.1|CQUI
OG0001296	LOC120457893|XP_039501343.1|DSAN	LOC6047495|XP_038119702.1|CQUI
OG0001297	LOC120454402|XP_039495597.1|DSAN	LOC6046059|XP_038117659.1|CQUI
OG0001298	LOC120453180|XP_039493678.1|DSAN	LOC6051290|XP_038120986.1|CQUI, LOC6045184|XP_038120344.1|CQUI
OG0001299	LOC120448416|XP_039486349.1|DSAN	LOC6049643|XP_038121699.1|CQUI, LOC6045696|XP_038115784.1|CQUI
OG0001300	LOC120452982|XP_039493413.1|DSAN	LOC6035030|XP_001845275.1|CQUI
OG0001301	LOC120458540|XP_039502154.1|DSAN	LOC6039153|XP_001848808.2|CQUI, LOC6039154|XP_001848809.2|CQUI
OG0001302	LOC120445846|XP_039482413.1|DSAN	LOC6047583|XP_001864626.2|CQUI
OG0001303	LOC120451340|XP_039490853.1|DSAN	LOC6045151|XP_001862551.1|CQUI
OG0001304	LOC120444345|XP_039479852.1|DSAN	LOC6051294|XP_038115861.1|CQUI
OG0001305	LOC120453298|XP_039493862.1|DSAN	LOC6042960|XP_038116247.1|CQUI
OG0001306	LOC120451203|XP_039490589.1|DSAN	LOC6047141|XP_038115120.1|CQUI
OG0001307	LOC120447650|XP_039485094.1|DSAN	LOC6045564|XP_038118987.1|CQUI
OG0001308	LOC120454986|XP_039496712.1|DSAN	LOC6042267|XP_038118191.1|CQUI
OG0001309	LOC120453811|XP_039494623.1|DSAN	LOC6037560|XP_038120045.1|CQUI, LOC6037559|XP_001847457.2|CQUI
OG0001310	LOC120455422|XP_039497506.1|DSAN	LOC6047951|XP_038121204.1|CQUI
OG0001311	LOC120457266|XP_039500618.1|DSAN	LOC6033402|XP_038108518.1|CQUI, LOC6050205|XP_038104691.1|CQUI
OG0001312	LOC120447848|XP_039485389.1|DSAN, LOC120447847|XP_039485388.1|DSAN	LOC6043662|XP_038113256.1|CQUI
OG0001313	LOC120445864|XP_039482440.1|DSAN	LOC6042364|XP_001851491.2|CQUI
OG0001314	LOC120458038|XP_039501481.1|DSAN	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI
OG0001315	LOC120455400|XP_039497474.1|DSAN	LOC6038959|XP_038120814.1|CQUI
OG0001326	LOC120451385|XP_039490979.1|DSAN	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI
OG0001328	LOC120456604|XP_039499448.1|DSAN	LOC6040979|XP_001850277.2|CQUI
OG0001329	LOC120456419|XP_039499185.1|DSAN	LOC6042511|XP_001870667.2|CQUI
OG0001330	LOC120455102|XP_039496912.1|DSAN	LOC6051124|XP_038112631.1|CQUI
OG0001331	LOC120457350|XP_039500799.1|DSAN	LOC6048186|XP_001865140.2|CQUI, LOC6048182|XP_001865139.2|CQUI
OG0001332	LOC120455478|XP_039497647.1|DSAN	LOC6039048|XP_001848726.2|CQUI, LOC6039047|XP_001848725.2|CQUI
OG0001333	LOC120458249|XP_039501772.1|DSAN	LOC6045950|XP_038105005.1|CQUI, LOC6045951|XP_038117371.1|CQUI
OG0001334	LOC120452874|XP_039493255.1|DSAN	LOC6037928|XP_038116113.1|CQUI, LOC6054650|XP_038122534.1|CQUI
OG0001335	LOC120452572|XP_039492788.1|DSAN	LOC6034790|XP_038104487.1|CQUI, LOC6034789|XP_038104575.1|CQUI
OG0001337	LOC120456473|XP_039499265.1|DSAN	LOC6051267|XP_038106593.1|CQUI
OG0001338	LOC120446915|XP_039484087.1|DSAN	LOC6052081|XP_001868402.1|CQUI
OG0001339	LOC120444579|XP_039480273.1|DSAN	LOC6041047|XP_001850358.2|CQUI
OG0001340	LOC120457591|XP_039501035.1|DSAN	LOC6035081|XP_001845316.2|CQUI
OG0001341	LOC120453145|XP_039493635.1|DSAN	LOC6037322|XP_001847247.2|CQUI
OG0001344	LOC120452771|XP_039493094.1|DSAN	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI
OG0001345	LOC120454454|XP_039495699.1|DSAN	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI
OG0001346	LOC120453109|XP_039493578.1|DSAN	LOC119768737|XP_038115561.1|CQUI
OG0001347	LOC120457279|XP_039500650.1|DSAN	LOC6037351|XP_001847274.2|CQUI
OG0001348	LOC120455063|XP_039496848.1|DSAN	LOC6035324|XP_001845539.2|CQUI
OG0001349	LOC120449527|XP_039487974.1|DSAN	LOC6031053|XP_038118485.1|CQUI
OG0001350	LOC120449870|XP_039488463.1|DSAN	LOC6031018|XP_038118484.1|CQUI
OG0001351	LOC120458654|XP_039502319.1|DSAN	LOC6039262|XP_001848897.2|CQUI
OG0001352	LOC120458600|XP_039502234.1|DSAN	LOC6039281|XP_038119488.1|CQUI
OG0001353	LOC120448202|XP_039486002.1|DSAN	LOC6047788|XP_001864800.2|CQUI, LOC6044635|XP_001862123.1|CQUI
OG0001354	LOC120445093|XP_039481156.1|DSAN	LOC6047340|XP_038118747.1|CQUI
OG0001355	LOC120444536|XP_039480217.1|DSAN	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI
OG0001356	LOC120451676|XP_039491491.1|DSAN	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI
OG0001357	LOC120448070|XP_039485775.1|DSAN	LOC6040104|XP_001849570.2|CQUI
OG0001358	LOC120447496|XP_039484827.1|DSAN	LOC6048059|XP_038118974.1|CQUI
OG0001359	LOC120444189|XP_039479694.1|DSAN	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI
OG0001360	LOC120458467|XP_039502054.1|DSAN	LOC6036534|XP_001846579.2|CQUI
OG0001361	LOC120447505|XP_039484849.1|DSAN	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI
OG0001362	LOC120448870|XP_039487016.1|DSAN	LOC6036218|XP_001846293.1|CQUI
OG0001363	LOC120451521|XP_039491223.1|DSAN	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI
OG0001364	LOC120445909|XP_039482499.1|DSAN	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI
OG0001365	LOC120447935|XP_039485533.1|DSAN	LOC6036529|XP_001846574.1|CQUI
OG0001367	LOC120445401|XP_039481745.1|DSAN	LOC6035628|XP_038118306.1|CQUI
