Orthogroup	DSAN.longest_only	AAEG.longest_only
OG0002430	LOC120450041|XP_039488734.1|DSAN	LOC5564781|XP_001649136.1|AAEG
OG0002431	LOC120445872|XP_039482449.1|DSAN	LOC5577034|XP_001663129.1|AAEG
OG0002432	LOC120455364|XP_039497405.1|DSAN	LOC5564767|XP_021710853.1|AAEG
OG0002433	LOC120453142|XP_039493632.1|DSAN	LOC5564798|XP_001649125.1|AAEG
OG0002434	LOC120451527|XP_039491231.1|DSAN	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG
OG0002436	LOC120444346|XP_039479856.1|DSAN	LOC5579830|XP_001651507.1|AAEG
OG0002437	LOC120444378|XP_039479918.1|DSAN	LOC5567948|XP_021707012.1|AAEG
OG0002438	LOC120455011|XP_039496768.1|DSAN	LOC5566444|XP_021708252.1|AAEG
OG0002439	LOC120443685|XP_039478859.1|DSAN	LOC5566442|XP_001650832.1|AAEG
OG0002440	LOC120448193|XP_039485993.1|DSAN	LOC5568397|XP_001658036.2|AAEG
OG0002441	LOC120448220|XP_039486049.1|DSAN	LOC5566599|XP_021704764.1|AAEG
OG0002442	LOC120447100|XP_039484444.1|DSAN	LOC5566586|XP_021710452.1|AAEG
OG0002443	LOC120444389|XP_039479939.1|DSAN	LOC5565208|XP_021705313.1|AAEG
OG0002444	LOC120444291|XP_039479743.1|DSAN	LOC5565211|XP_021710883.1|AAEG
OG0002445	LOC120446028|XP_039482722.1|DSAN	LOC5563904|XP_001648219.1|AAEG
OG0002446	LOC120445114|XP_039481195.1|DSAN	LOC5578525|XP_001663916.1|AAEG
OG0002447	LOC120448013|XP_039485662.1|DSAN	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG
OG0002448	LOC120445981|XP_039482647.1|DSAN	LOC5567501|XP_001651796.1|AAEG
OG0002449	LOC120446859|XP_039483992.1|DSAN	LOC5573760|XP_021706771.1|AAEG
OG0002450	LOC120453803|XP_039494610.1|DSAN	LOC5573729|XP_001654759.2|AAEG
OG0002451	LOC120443895|XP_039479256.1|DSAN	LOC5579658|XP_001648132.1|AAEG
OG0002452	LOC120445240|XP_039481440.1|DSAN	LOC5579799|XP_021707640.1|AAEG
OG0002453	LOC120445650|XP_039482127.1|DSAN	LOC5579796|XP_001648109.1|AAEG
OG0002454	LOC120449031|XP_039487249.1|DSAN	LOC5577227|XP_011493181.2|AAEG
OG0002455	LOC120449030|XP_039487248.1|DSAN	LOC5564719|XP_021707805.1|AAEG
OG0002456	LOC120446695|XP_039483726.1|DSAN	LOC5565493|XP_021706486.1|AAEG
OG0002457	LOC120444082|XP_039479535.1|DSAN	LOC5570997|XP_001653425.2|AAEG
OG0002458	LOC120457186|XP_039500465.1|DSAN	LOC110679586|XP_021710431.1|AAEG
OG0002459	LOC120446494|XP_039483434.1|DSAN	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG
OG0002460	LOC120446575|XP_039483530.1|DSAN	LOC110678439|XP_021707020.1|AAEG
OG0002461	LOC120446910|XP_039484080.1|DSAN	LOC5573624|XP_001660944.1|AAEG
OG0002462	LOC120444651|XP_039480414.1|DSAN	LOC5565521|XP_021707602.1|AAEG
OG0002463	LOC120446308|XP_039483156.1|DSAN	LOC5574293|XP_021709612.1|AAEG
OG0002464	LOC120447102|XP_039484447.1|DSAN	LOC110679379|XP_021709520.1|AAEG
OG0002465	LOC120458220|XP_039501734.1|DSAN	LOC5574299|XP_021704242.1|AAEG
OG0002466	LOC120454857|XP_039496323.1|DSAN	LOC5571882|XP_021710824.1|AAEG
OG0002467	LOC120449938|XP_039488569.1|DSAN	LOC5574266|XP_021707016.1|AAEG
OG0002468	LOC120448741|XP_039486854.1|DSAN	LOC5577306|XP_021705874.1|AAEG
OG0002469	LOC120451194|XP_039490578.1|DSAN	LOC5567447|XP_021707985.1|AAEG
OG0002470	LOC120448449|XP_039486402.1|DSAN	LOC5567433|XP_001657447.2|AAEG
OG0002471	LOC120457704|XP_039501137.1|DSAN	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG
OG0002472	LOC120444366|XP_039479891.1|DSAN	LOC5578048|XP_021707095.1|AAEG
OG0002473	LOC120445321|XP_039481576.1|DSAN	LOC5580235|XP_001662421.2|AAEG
OG0002474	LOC120450647|XP_039489739.1|DSAN	LOC5576761|XP_021710836.1|AAEG
OG0002475	LOC120452014|XP_039491990.1|DSAN	LOC5572090|XP_001660169.1|AAEG
OG0002476	LOC120446501|XP_039483443.1|DSAN	LOC5578123|XP_001656820.1|AAEG
OG0002477	LOC120446537|XP_039483487.1|DSAN	LOC5568272|XP_001657969.2|AAEG
OG0002478	LOC120445591|XP_039482019.1|DSAN	LOC5568262|XP_021707414.1|AAEG
OG0002479	LOC120445373|XP_039481689.1|DSAN	LOC5566865|XP_001651293.1|AAEG
OG0002480	LOC120457843|XP_039501288.1|DSAN	LOC5568458|XP_021706708.1|AAEG
OG0002481	LOC120457074|XP_039500188.1|DSAN	LOC5574182|XP_001661240.1|AAEG
OG0002482	LOC120445356|XP_039481635.1|DSAN	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG
OG0002483	LOC120445919|XP_039482510.1|DSAN	LOC5571928|XP_001660024.2|AAEG
OG0002484	LOC120444728|XP_039480587.1|DSAN	LOC110679043|XP_021708664.1|AAEG
OG0002485	LOC120458500|XP_039502105.1|DSAN	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG
OG0002486	LOC120449629|XP_039488151.1|DSAN	LOC5563671|XP_001647964.1|AAEG
OG0002487	LOC120445129|XP_039481210.1|DSAN	LOC5563687|XP_021709603.1|AAEG
OG0002488	LOC120445893|XP_039482481.1|DSAN	LOC5565442|XP_021710513.1|AAEG
OG0002489	LOC120448178|XP_039485958.1|DSAN	LOC5566703|XP_021711356.1|AAEG
OG0002490	LOC120444706|XP_039480511.1|DSAN	LOC5569490|XP_021711673.1|AAEG
OG0002491	LOC120450403|XP_039489333.1|DSAN	LOC5569131|XP_021704122.1|AAEG
OG0002492	LOC120444349|XP_039479861.1|DSAN	LOC5573211|XP_001654420.1|AAEG, LOC110678280|XP_021706600.1|AAEG
OG0002493	LOC120444682|XP_039480480.1|DSAN	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG
OG0002508	LOC120456152|XP_039498716.1|DSAN	LOC5566229|XP_021694475.1|AAEG
OG0002509	LOC120456420|XP_039499189.1|DSAN	LOC5566227|XP_001650614.1|AAEG
OG0002510	LOC120456897|XP_039499933.1|DSAN	LOC5579813|XP_001651034.1|AAEG
OG0002511	LOC120454596|XP_039495982.1|DSAN	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG
OG0002512	LOC120454853|XP_039496307.1|DSAN	LOC5566531|XP_021694577.1|AAEG
OG0002513	LOC120452606|XP_039492838.1|DSAN	LOC5574331|XP_001661364.1|AAEG
OG0002514	LOC120448756|XP_039486874.1|DSAN	LOC5569471|XP_001658556.1|AAEG
OG0002516	LOC120453570|XP_039494261.1|DSAN	LOC5563880|XP_001648191.1|AAEG
OG0002517	LOC120456852|XP_039499844.1|DSAN	LOC5565478|XP_021692939.1|AAEG
OG0002518	LOC120452164|XP_039492200.1|DSAN	LOC5579316|XP_001647624.2|AAEG
OG0002519	LOC120445030|XP_039481045.1|DSAN	LOC5576535|XP_021694797.1|AAEG
OG0002520	LOC120455425|XP_039497536.1|DSAN	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG
OG0002521	LOC120456596|XP_039499439.1|DSAN	LOC5575945|XP_021694811.1|AAEG
OG0002522	LOC120453064|XP_039493523.1|DSAN	LOC5575266|XP_001661858.2|AAEG
OG0002523	LOC120451067|XP_039490360.1|DSAN	LOC5574208|XP_021694884.1|AAEG
OG0002524	LOC120456486|XP_039499283.1|DSAN	LOC5574419|XP_001661437.2|AAEG
OG0002525	LOC120449085|XP_039487323.1|DSAN	LOC5577191|XP_021695011.1|AAEG
OG0002526	LOC120454342|XP_039495488.1|DSAN	LOC5577193|XP_021695012.1|AAEG
OG0002527	LOC120451747|XP_039491602.1|DSAN	LOC5563924|XP_021695040.1|AAEG
OG0002528	LOC120456672|XP_039499546.1|DSAN	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG
OG0002529	LOC120451871|XP_039491812.1|DSAN	LOC5578709|XP_001664008.2|AAEG
OG0002530	LOC120446141|XP_039482900.1|DSAN	LOC5578707|XP_001664006.1|AAEG
OG0002531	LOC120458114|XP_039501579.1|DSAN	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG
OG0002532	LOC120457597|XP_039501042.1|DSAN	LOC5576758|XP_001656254.2|AAEG
OG0002533	LOC120455521|XP_039497733.1|DSAN	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG
OG0002534	LOC120445993|XP_039482659.1|DSAN	LOC5578374|XP_001663840.2|AAEG
OG0002535	LOC120449444|XP_039487851.1|DSAN	LOC5579017|XP_021694477.1|AAEG
OG0002536	LOC120452685|XP_039492970.1|DSAN	LOC5569203|XP_001658374.1|AAEG
OG0002537	LOC120446306|XP_039483154.1|DSAN	LOC5566764|XP_001651171.1|AAEG
OG0002539	LOC120444762|XP_039480625.1|DSAN	LOC5573525|XP_021703231.1|AAEG
OG0002540	LOC120451953|XP_039491910.1|DSAN	LOC5570653|XP_001659248.1|AAEG
OG0002541	LOC120456072|XP_039498595.1|DSAN	LOC5570658|XP_001659252.2|AAEG
OG0002542	LOC120455088|XP_039496896.1|DSAN	LOC5573412|XP_021712942.1|AAEG
OG0002543	LOC120454941|XP_039496644.1|DSAN	LOC5580023|XP_001653905.2|AAEG
OG0002544	LOC120454678|XP_039496127.1|DSAN	LOC5578311|XP_021693147.1|AAEG
OG0002545	LOC120457352|XP_039500801.1|DSAN	LOC5570108|XP_001653087.2|AAEG
OG0002547	LOC120456037|XP_039498543.1|DSAN	LOC5571226|XP_001653523.2|AAEG
OG0002548	LOC120456429|XP_039499195.1|DSAN	LOC5579161|XP_021694174.1|AAEG
OG0002549	LOC120456474|XP_039499271.1|DSAN	LOC5579160|XP_021694164.1|AAEG
OG0002550	LOC120456855|XP_039499852.1|DSAN	LOC5569559|XP_021695182.1|AAEG
OG0002551	LOC120452367|XP_039492491.1|DSAN	LOC5563945|XP_021695379.1|AAEG
OG0002552	LOC120457707|XP_039501136.1|DSAN	LOC5563946|XP_001648269.1|AAEG
OG0002553	LOC120456568|XP_039499382.1|DSAN	LOC5571311|XP_001653626.2|AAEG
OG0002554	LOC120457421|XP_039500953.1|DSAN	LOC5571308|XP_021696503.1|AAEG
OG0002555	LOC120455776|XP_039498165.1|DSAN	LOC5571306|XP_001653621.2|AAEG
OG0002556	LOC120443687|XP_039478861.1|DSAN	LOC5576596|XP_001656180.2|AAEG
OG0002557	LOC120456681|XP_039499572.1|DSAN	LOC5574995|XP_001655468.1|AAEG
OG0002558	LOC120453081|XP_039493542.1|DSAN	LOC5574980|XP_001655453.1|AAEG
OG0002559	LOC120447063|XP_039484425.1|DSAN	LOC5574974|XP_001655444.2|AAEG
OG0002560	LOC120453149|XP_039493639.1|DSAN	LOC5570583|XP_021698478.1|AAEG
OG0002561	LOC120454600|XP_039495988.1|DSAN	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG
OG0002562	LOC120456563|XP_039499377.1|DSAN	LOC5572008|XP_001660114.1|AAEG
OG0002563	LOC120457244|XP_039500563.1|DSAN	LOC110676248|XP_021699074.1|AAEG
OG0002564	LOC120453976|XP_039494862.1|DSAN	LOC110674467|XP_021694368.1|AAEG
OG0002565	LOC120450824|XP_039489937.1|DSAN	LOC5576461|XP_001662654.2|AAEG
OG0002566	LOC120452163|XP_039492199.1|DSAN	LOC5576480|XP_021700589.1|AAEG
OG0002567	LOC120455426|XP_039497537.1|DSAN	LOC5570707|XP_021700929.1|AAEG
OG0002568	LOC120453601|XP_039494301.1|DSAN	LOC5565273|XP_001649602.2|AAEG
OG0002569	LOC120449597|XP_039488098.1|DSAN	LOC5565269|XP_001649593.2|AAEG
OG0002570	LOC120453260|XP_039493817.1|DSAN	LOC5565015|XP_021701984.1|AAEG
OG0002571	LOC120453094|XP_039493559.1|DSAN	LOC5577264|XP_021702034.1|AAEG
OG0002572	LOC120446090|XP_039482814.1|DSAN	LOC5575026|XP_001661759.2|AAEG
OG0002573	LOC120452973|XP_039493403.1|DSAN	LOC110673998|XP_021702275.1|AAEG
OG0002574	LOC120453106|XP_039493573.1|DSAN	LOC5567039|XP_021702405.1|AAEG
OG0002575	LOC120451715|XP_039491551.1|DSAN	LOC5576300|XP_021702630.1|AAEG
OG0002576	LOC120455492|XP_039497675.1|DSAN	LOC5566958|XP_001651356.2|AAEG
OG0002577	LOC120450259|XP_039489083.1|DSAN	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG
OG0002578	LOC120458776|XP_039502489.1|DSAN	LOC5576897|XP_001662997.2|AAEG
OG0002579	LOC120444980|XP_039480945.1|DSAN	LOC5576882|XP_001662982.2|AAEG
OG0002580	LOC120445704|XP_039482198.1|DSAN	LOC5576879|XP_021703495.1|AAEG
OG0002581	LOC120452523|XP_039492713.1|DSAN	LOC5572102|XP_021704675.1|AAEG
OG0002582	LOC120452607|XP_039492840.1|DSAN	LOC5578145|XP_001663715.2|AAEG
OG0002583	LOC120453305|XP_039493880.1|DSAN	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG
OG0002584	LOC120448044|XP_039485722.1|DSAN	LOC5575291|XP_021706284.1|AAEG, LOC110681264|XP_021712729.1|AAEG
OG0002585	LOC120448046|XP_039485724.1|DSAN	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG
OG0002586	LOC120451834|XP_039491743.1|DSAN	LOC5579214|XP_001657342.1|AAEG
OG0002587	LOC120454200|XP_039495230.1|DSAN	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG
OG0002588	LOC120450921|XP_039490119.1|DSAN	LOC5565333|XP_021706539.1|AAEG
OG0002589	LOC120451294|XP_039490781.1|DSAN	LOC5566636|XP_021706625.1|AAEG
OG0002590	LOC120455651|XP_039497976.1|DSAN	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG
OG0002591	LOC120451280|XP_039490759.1|DSAN	LOC5578714|XP_021707878.1|AAEG
OG0002592	LOC120453135|XP_039493620.1|DSAN	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG
OG0002593	LOC120451352|XP_039490904.1|DSAN	LOC5580226|XP_021708235.1|AAEG
OG0002594	LOC120451105|XP_039490446.1|DSAN	LOC5576867|XP_021708363.1|AAEG
OG0002595	LOC120451824|XP_039491726.1|DSAN	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG
OG0002596	LOC120452906|XP_039493302.1|DSAN	LOC5570293|XP_021708725.1|AAEG
OG0002597	LOC120451498|XP_039491184.1|DSAN	LOC5568281|XP_001657977.2|AAEG
OG0002598	LOC120452682|XP_039492966.1|DSAN	LOC5567765|XP_001657664.2|AAEG
OG0002599	LOC120454428|XP_039495651.1|DSAN	LOC5574581|XP_021709408.1|AAEG
OG0002600	LOC120450368|XP_039489289.1|DSAN	LOC5573868|XP_001654904.1|AAEG
OG0002601	LOC120451968|XP_039491928.1|DSAN	LOC5568152|XP_001657902.2|AAEG
OG0002602	LOC120452154|XP_039492178.1|DSAN	LOC5566203|XP_021710294.1|AAEG
OG0002603	LOC120453010|XP_039493458.1|DSAN	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG
OG0002604	LOC120453695|XP_039494450.1|DSAN	LOC110673979|XP_021710716.1|AAEG
OG0002605	LOC120452851|XP_039493222.1|DSAN	LOC5577498|XP_001656516.2|AAEG
OG0002606	LOC120453896|XP_039494747.1|DSAN	LOC5577697|XP_021711675.1|AAEG
OG0002607	LOC120453882|XP_039494732.1|DSAN	LOC5577700|XP_001663482.1|AAEG
OG0002608	LOC120451470|XP_039491092.1|DSAN	LOC110680661|XP_021712145.1|AAEG
OG0002609	LOC120445580|XP_039482005.1|DSAN	LOC23687795|XP_021694283.1|AAEG, LOC5573705|XP_021698924.1|AAEG
OG0002610	LOC120454125|XP_039495098.1|DSAN	LOC5571796|XP_021712744.1|AAEG
OG0002611	LOC120452779|XP_039493102.1|DSAN	LOC110680552|XP_021712035.1|AAEG, LOC5567069|XP_021712781.1|AAEG
OG0002612	LOC120452870|XP_039493250.1|DSAN	LOC5567072|XP_001651467.2|AAEG
OG0002613	LOC120451334|XP_039490845.1|DSAN	LOC5567073|XP_011493301.2|AAEG
OG0002614	LOC120451177|XP_039490547.1|DSAN	LOC5567074|XP_021712907.1|AAEG
OG0002615	LOC120447746|XP_039485228.1|DSAN	LOC5578996|XP_021712972.1|AAEG
OG0002616	LOC120451328|XP_039490838.1|DSAN	LOC5580293|XP_021713077.1|AAEG
OG0002617	LOC120452177|XP_039492219.1|DSAN	LOC5567839|XP_001657748.2|AAEG
OG0002618	LOC120452474|XP_039492648.1|DSAN	LOC5568726|XP_001658105.1|AAEG, LOC110680260|XP_021711767.1|AAEG
OG0002619	LOC120453466|XP_039494122.1|DSAN	LOC5572167|XP_021713208.1|AAEG
OG0002620	LOC120453386|XP_039494002.1|DSAN	LOC5577060|XP_021713226.1|AAEG
OG0002621	LOC120453012|XP_039493461.1|DSAN	LOC5569230|XP_021713260.1|AAEG
OG0002622	LOC120448965|XP_039487158.1|DSAN	LOC110674322|XP_021694303.1|AAEG, LOC110680406|XP_021711899.1|AAEG, LOC5568115|XP_021696650.1|AAEG
OG0002623	LOC120450825|XP_039489940.1|DSAN	LOC110680812|XP_021712281.1|AAEG, LOC5565057|XP_021711970.1|AAEG, LOC110681558|XP_021713324.1|AAEG
OG0002624	LOC120452978|XP_039493408.1|DSAN	LOC5565056|XP_001649374.1|AAEG
OG0002625	LOC120454183|XP_039495197.1|DSAN	LOC5565069|XP_021713327.1|AAEG
OG0002626	LOC120456217|XP_039498833.1|DSAN	LOC5580011|XP_021713340.1|AAEG
OG0002627	LOC120450948|XP_039490155.1|DSAN	LOC5567609|XP_021713398.1|AAEG
OG0002628	LOC120451111|XP_039490458.1|DSAN	LOC110679011|XP_021708566.1|AAEG, LOC5580206|XP_021713400.1|AAEG
OG0002629	LOC120453005|XP_039493446.1|DSAN	LOC5575988|XP_021692953.1|AAEG
OG0002630	LOC120454703|XP_039496173.1|DSAN	LOC5564678|XP_021693010.1|AAEG
OG0002631	LOC120452372|XP_039492498.1|DSAN	LOC110681181|XP_021712649.1|AAEG, LOC5570843|XP_021693039.1|AAEG
OG0002632	LOC120453033|XP_039493487.1|DSAN	LOC5576842|XP_001662950.2|AAEG
OG0002633	LOC120454571|XP_039495904.1|DSAN	LOC110674049|XP_021693079.1|AAEG
OG0002634	LOC120451539|XP_039491252.1|DSAN	LOC5580096|XP_021693080.1|AAEG
OG0002635	LOC120451894|XP_039491837.1|DSAN	LOC5566482|XP_021693091.1|AAEG
OG0002636	LOC120450750|XP_039489806.1|DSAN	LOC5566461|XP_021693131.1|AAEG
OG0002637	LOC120447828|XP_039485348.1|DSAN, LOC120443816|XP_039479091.1|DSAN	LOC5563721|XP_021693215.1|AAEG
OG0002638	LOC120450828|XP_039489944.1|DSAN	LOC5563717|XP_001647999.2|AAEG
OG0002639	LOC120451643|XP_039491437.1|DSAN	LOC5567290|XP_001651725.1|AAEG
OG0002640	LOC120451145|XP_039490506.1|DSAN	LOC5576726|XP_001656234.1|AAEG
OG0002641	LOC120451511|XP_039491204.1|DSAN	LOC5579244|XP_021693372.1|AAEG
OG0002642	LOC120451510|XP_039491202.1|DSAN	LOC23687643|XP_021693375.1|AAEG
OG0002643	LOC120451509|XP_039491200.1|DSAN	LOC5576737|XP_021693377.1|AAEG
OG0002644	LOC120452395|XP_039492543.1|DSAN	LOC5564423|XP_001648765.1|AAEG
OG0002645	LOC120453423|XP_039494056.1|DSAN	LOC5573640|XP_001660966.3|AAEG
OG0002646	LOC120454301|XP_039495433.1|DSAN	LOC5568913|XP_001658237.2|AAEG
OG0002647	LOC120452590|XP_039492815.1|DSAN	LOC5568912|XP_001658236.2|AAEG
OG0002648	LOC120453880|XP_039494726.1|DSAN	LOC5568917|XP_021693423.1|AAEG
OG0002649	LOC120453854|XP_039494691.1|DSAN	LOC5573318|XP_021693446.1|AAEG
OG0002650	LOC120452589|XP_039492813.1|DSAN	LOC5573326|XP_021693457.1|AAEG
OG0002651	LOC120451486|XP_039491142.1|DSAN	LOC110680999|XP_021712456.1|AAEG, LOC5575789|XP_021693476.1|AAEG
OG0002652	LOC120452020|XP_039491998.1|DSAN	LOC110674122|XP_021693515.1|AAEG
OG0002653	LOC120451138|XP_039490487.1|DSAN	LOC5572409|XP_021693563.1|AAEG
OG0002654	LOC120453956|XP_039494837.1|DSAN	LOC110674134|XP_021693585.1|AAEG, LOC110680919|XP_021712397.1|AAEG
OG0002655	LOC120454399|XP_039495586.1|DSAN	LOC5573441|XP_021693593.1|AAEG
OG0002656	LOC120451558|XP_039491293.1|DSAN	LOC5576569|XP_021693635.1|AAEG
OG0002657	LOC120451893|XP_039491835.1|DSAN	LOC5576202|XP_021693708.1|AAEG
OG0002658	LOC120452101|XP_039492111.1|DSAN	LOC5575642|XP_001655788.1|AAEG
OG0002659	LOC120452563|XP_039492777.1|DSAN	LOC5574173|XP_001661230.1|AAEG, LOC110680748|XP_021712231.1|AAEG, LOC5565616|XP_021693800.1|AAEG
OG0002660	LOC120456863|XP_039499886.1|DSAN	LOC5577634|XP_021693874.1|AAEG
OG0002661	LOC120453957|XP_039494838.1|DSAN	LOC5571437|XP_021693885.1|AAEG
OG0002662	LOC120444763|XP_039480626.1|DSAN	LOC5576410|XP_001656112.2|AAEG, LOC110674190|XP_021693900.1|AAEG, LOC5565952|XP_021693902.1|AAEG, LOC110680455|XP_021711951.1|AAEG
OG0002663	LOC120451657|XP_039491466.1|DSAN	LOC5565159|XP_001649522.2|AAEG
OG0002664	LOC120444045|XP_039479485.1|DSAN	LOC5572601|XP_021694167.1|AAEG
OG0002665	LOC120448082|XP_039485804.1|DSAN	LOC5566141|XP_001650499.1|AAEG
OG0002666	LOC120443966|XP_039479363.1|DSAN	LOC5566142|XP_021695358.1|AAEG
OG0002667	LOC120443991|XP_039479401.1|DSAN	LOC5566134|XP_001650496.2|AAEG
OG0002668	LOC120449930|XP_039488558.1|DSAN	LOC5570275|XP_021695496.1|AAEG
OG0002669	LOC120457741|XP_039501177.1|DSAN	LOC5570258|XP_001659039.2|AAEG
OG0002670	LOC120447718|XP_039485189.1|DSAN	LOC110681048|XP_021712507.1|AAEG, LOC23687449|XP_021695534.1|AAEG
OG0002671	LOC120448069|XP_039485771.1|DSAN	LOC5579869|XP_021695540.1|AAEG
OG0002672	LOC120445028|XP_039481044.1|DSAN	LOC5565513|XP_021695674.1|AAEG
OG0002673	LOC120446313|XP_039483163.1|DSAN	LOC5576745|XP_001662844.1|AAEG
OG0002674	LOC120443990|XP_039479398.1|DSAN	LOC5575737|XP_021695718.1|AAEG
OG0002675	LOC120450272|XP_039489119.1|DSAN	LOC5570677|XP_001659271.2|AAEG
OG0002676	LOC120447030|XP_039484301.1|DSAN	LOC5571284|XP_001653586.2|AAEG
OG0002677	LOC120458806|XP_039502533.1|DSAN	LOC5571268|XP_021695914.1|AAEG
OG0002678	LOC120457729|XP_039501163.1|DSAN	LOC5575911|XP_021696042.1|AAEG
OG0002679	LOC120446303|XP_039483145.1|DSAN	LOC5578167|XP_021696069.1|AAEG
OG0002680	LOC120456247|XP_039498902.1|DSAN	LOC5563619|XP_021705403.1|AAEG, LOC5578172|XP_001663742.2|AAEG
OG0002681	LOC120445056|XP_039481108.1|DSAN	LOC5574112|XP_021696088.1|AAEG
OG0002682	LOC120450127|XP_039488886.1|DSAN	LOC5565108|XP_021696170.1|AAEG
OG0002683	LOC120454250|XP_039495309.1|DSAN	LOC5572887|XP_001654232.2|AAEG
OG0002684	LOC120455775|XP_039498164.1|DSAN	LOC5569895|XP_001658792.2|AAEG
OG0002685	LOC120449718|XP_039488274.1|DSAN	LOC5579992|XP_021696283.1|AAEG
OG0002686	LOC120447838|XP_039485377.1|DSAN	LOC5571868|XP_001659977.2|AAEG, LOC110681372|XP_021712807.1|AAEG
OG0002687	LOC120448212|XP_039486024.1|DSAN	LOC110675519|XP_021696488.1|AAEG, LOC5567620|XP_021696490.1|AAEG
OG0002688	LOC120449707|XP_039488258.1|DSAN	LOC5566270|XP_001650664.1|AAEG
OG0002689	LOC120456333|XP_039499037.1|DSAN	LOC5569216|XP_001658389.1|AAEG
OG0002690	LOC120447940|XP_039485552.1|DSAN	LOC5569211|XP_001658384.1|AAEG
OG0002691	LOC120446168|XP_039482932.1|DSAN	LOC5579145|XP_001664240.1|AAEG
OG0002692	LOC120444927|XP_039480861.1|DSAN	LOC5579146|XP_001664241.2|AAEG
OG0002693	LOC120450426|XP_039489368.1|DSAN	LOC5568103|XP_021696628.1|AAEG
OG0002694	LOC120446743|XP_039483805.1|DSAN	LOC5577555|XP_001663428.2|AAEG
OG0002695	LOC120450038|XP_039488727.1|DSAN	LOC5570396|XP_001659108.1|AAEG
OG0002696	LOC120448280|XP_039486143.1|DSAN	LOC5566236|XP_001650609.2|AAEG
OG0002697	LOC120447501|XP_039484835.1|DSAN	LOC5566239|XP_021696854.1|AAEG
OG0002698	LOC120447724|XP_039485195.1|DSAN	LOC5573766|XP_021696919.1|AAEG, LOC110680634|XP_021712121.1|AAEG
OG0002699	LOC120450275|XP_039489125.1|DSAN	LOC5573767|XP_021696920.1|AAEG
OG0002700	LOC120450241|XP_039489056.1|DSAN	LOC5576767|XP_021696931.1|AAEG
OG0002701	LOC120446733|XP_039483785.1|DSAN	LOC5576412|XP_021696949.1|AAEG
OG0002702	LOC120444968|XP_039480917.1|DSAN	LOC5574790|XP_021697003.1|AAEG, LOC110680948|XP_021712420.1|AAEG
OG0002704	LOC120446927|XP_039484109.1|DSAN	LOC5574900|XP_021697032.1|AAEG
OG0002705	LOC120447737|XP_039485214.1|DSAN	LOC5576444|XP_021697038.1|AAEG
OG0002706	LOC120457712|XP_039501144.1|DSAN	LOC5568320|XP_001652198.1|AAEG
OG0002707	LOC120449432|XP_039487828.1|DSAN	LOC5568309|XP_021697075.1|AAEG
OG0002708	LOC120447855|XP_039485397.1|DSAN	LOC23687817|XP_011492964.1|AAEG
OG0002709	LOC120443862|XP_039479161.1|DSAN	LOC5571825|XP_021697144.1|AAEG
OG0002710	LOC120446650|XP_039483655.1|DSAN	LOC23687581|XP_011492962.1|AAEG
OG0002711	LOC120445811|XP_039482359.1|DSAN	LOC5571826|XP_021697147.1|AAEG
OG0002712	LOC120445568|XP_039481985.1|DSAN	LOC5571484|XP_021697183.1|AAEG
OG0002713	LOC120446815|XP_039483912.1|DSAN	LOC5573460|XP_021697184.1|AAEG
OG0002714	LOC120458244|XP_039501770.1|DSAN	LOC5578974|XP_021697224.1|AAEG
OG0002715	LOC120456644|XP_039499503.1|DSAN	LOC5574712|XP_001661613.2|AAEG
OG0002716	LOC120445152|XP_039481249.1|DSAN	LOC110680638|XP_021712125.1|AAEG, LOC5575962|XP_021697258.1|AAEG
OG0002717	LOC120452120|XP_039492132.1|DSAN	LOC5565876|XP_021697267.1|AAEG
