Orthogroup	DSAN.longest_only	DSUB.longest_only
OG0000465	LOC120453490|XP_039494161.1|DSAN	LOC117898136|XP_034663221.1|DSUB
OG0000465	LOC120451374|XP_039490958.1|DSAN	LOC117896630|XP_034660962.1|DSUB
OG0000466	LOC120456026|XP_039498531.1|DSAN	LOC117903443|XP_034671366.1|DSUB
OG0000466	LOC120451303|XP_039490842.1|DSAN	LOC117901214|XP_034667772.1|DSUB
OG0000467	LOC120443744|XP_039478935.1|DSAN	LOC117889730|XP_034650042.1|DSUB
OG0000467	LOC120457609|XP_039501054.1|DSAN	LOC117892743|XP_034655058.1|DSUB
OG0000468	LOC120452733|XP_039493036.1|DSAN	LOC117899650|XP_034665720.1|DSUB
OG0000468	LOC120444382|XP_039479922.1|DSAN	LOC117891869|XP_034653526.1|DSUB
OG0000469	LOC120457300|XP_039500759.1|DSAN	LOC117900901|XP_034667343.1|DSUB
OG0000469	LOC120443847|XP_039479141.1|DSAN	LOC117902669|XP_034670090.1|DSUB
OG0000470	LOC120448728|XP_039486834.1|DSAN	LOC117895760|XP_034659523.1|DSUB
OG0000470	LOC120449114|XP_039487358.1|DSAN	LOC117894646|XP_034657709.1|DSUB
OG0000471	LOC120449934|XP_039488566.1|DSAN	LOC117893563|XP_034656123.1|DSUB
OG0000471	LOC120458506|XP_039502108.1|DSAN	LOC117901544|XP_034668226.1|DSUB
OG0000473	LOC120456564|XP_039499379.1|DSAN	LOC117897071|XP_034661581.1|DSUB
OG0000474	LOC120455294|XP_039497269.1|DSAN	LOC117903428|XP_034671342.1|DSUB
OG0000474	LOC120450057|XP_039488748.1|DSAN	LOC117893426|XP_034655934.1|DSUB
OG0000475	LOC120451279|XP_039490756.1|DSAN	LOC117898697|XP_034664203.1|DSUB
OG0000475	LOC120451277|XP_039490755.1|DSAN	LOC117898698|XP_034664206.1|DSUB
OG0000476	LOC120451627|XP_039491415.1|DSAN	LOC117897318|XP_034661977.1|DSUB
OG0000476	LOC120453351|XP_039493955.1|DSAN	LOC117897319|XP_034661978.1|DSUB
OG0000477	LOC120453150|XP_039493640.1|DSAN	LOC117898430|XP_034663713.1|DSUB
OG0000477	LOC120451362|XP_039490932.1|DSAN	LOC117898431|XP_034663714.1|DSUB
OG0000478	LOC120452522|XP_039492711.1|DSAN	LOC117897275|XP_034661895.1|DSUB
OG0000479	LOC120452621|XP_039492861.1|DSAN, LOC120452778|XP_039493101.1|DSAN	LOC117897656|XP_034662529.1|DSUB
OG0000480	LOC120448808|XP_039487325.1|DSAN	LOC117902655|XP_034670074.1|DSUB
OG0000480	LOC120448028|XP_039486133.1|DSAN	LOC117901273|XP_034667858.1|DSUB
OG0000482	LOC120451049|XP_039490339.1|DSAN	LOC117897961|XP_034662955.1|DSUB
OG0000482	LOC120450865|XP_039490022.1|DSAN	LOC117897902|XP_034662872.1|DSUB
OG0000483	LOC120452808|XP_039493145.1|DSAN	LOC117898902|XP_034664475.1|DSUB
OG0000483	LOC120452807|XP_039493144.1|DSAN	LOC117898827|XP_034664384.1|DSUB
OG0000484	LOC120454335|XP_039495479.1|DSAN	LOC117899551|XP_034665530.1|DSUB
OG0000484	LOC120454332|XP_039495474.1|DSAN	LOC117899553|XP_034665533.1|DSUB
OG0000485	LOC120449639|XP_039488164.1|DSAN	LOC117894680|XP_034657748.1|DSUB
OG0000485	LOC120449638|XP_039488163.1|DSAN	LOC117900779|XP_034667151.1|DSUB, LOC117894679|XP_034657747.1|DSUB
OG0000486	LOC120444855|XP_039480750.1|DSAN	LOC117892735|XP_034655051.1|DSUB
OG0000487	LOC120445159|XP_039481267.1|DSAN	LOC117891591|XP_034653009.1|DSUB
OG0000487	LOC120445809|XP_039482356.1|DSAN	LOC117891587|XP_034653006.1|DSUB
OG0000488	LOC120455432|XP_039497562.1|DSAN	LOC117901151|XP_034667692.1|DSUB
OG0000488	LOC120455439|XP_039497574.1|DSAN	LOC117901153|XP_034667693.1|DSUB
OG0000489	LOC120452366|XP_039492490.1|DSAN	LOC117898560|XP_034663936.1|DSUB
OG0000489	LOC120456555|XP_039499368.1|DSAN	LOC117895090|XP_034658381.1|DSUB
OG0000490	LOC120455328|XP_039497340.1|DSAN	LOC117891490|XP_034652865.1|DSUB
OG0000490	LOC120456652|XP_039499516.1|DSAN	LOC117902712|XP_034670170.1|DSUB
OG0000491	LOC120446906|XP_039484066.1|DSAN	LOC117892529|XP_034654724.1|DSUB
OG0000492	LOC120445523|XP_039481921.1|DSAN	LOC117890647|XP_034651491.1|DSUB
OG0000492	LOC120454143|XP_039495138.1|DSAN	LOC117900605|XP_034666910.1|DSUB
OG0000493	LOC120453371|XP_039493978.1|DSAN, LOC120453370|XP_039493977.1|DSAN	LOC117898278|XP_034663424.1|DSUB, LOC117898106|XP_034663181.1|DSUB
OG0000494	LOC120452078|XP_039492076.1|DSAN	LOC117898864|XP_034664433.1|DSUB
OG0000494	LOC120443826|XP_039479108.1|DSAN	LOC117900094|XP_034666204.1|DSUB
OG0000495	LOC120455621|XP_039497936.1|DSAN	LOC117903118|XP_034670836.1|DSUB
OG0000495	LOC120447183|XP_039484605.1|DSAN	LOC117891892|XP_034653586.1|DSUB
OG0000496	LOC120449556|XP_039488027.1|DSAN	LOC117902144|XP_034669171.1|DSUB
OG0000497	LOC120458342|XP_039501892.1|DSAN	LOC117901651|XP_034668379.1|DSUB
OG0000497	LOC120456255|XP_039498911.1|DSAN	LOC117900798|XP_034667171.1|DSUB
OG0000498	LOC120453186|XP_039493684.1|DSAN	LOC117897195|XP_034661787.1|DSUB
OG0000498	LOC120452504|XP_039492688.1|DSAN	LOC117896772|XP_034661140.1|DSUB
OG0000499	LOC120444493|XP_039480135.1|DSAN	LOC117891668|XP_034653124.1|DSUB
OG0000499	LOC120455636|XP_039497960.1|DSAN	LOC117890917|XP_034651940.1|DSUB
OG0000500	LOC120448490|XP_039486454.1|DSAN	LOC117893546|XP_034656088.1|DSUB
OG0000500	LOC120448315|XP_039486197.1|DSAN	LOC117894008|XP_034656723.1|DSUB
OG0000501	LOC120458518|XP_039502126.1|DSAN	LOC117900315|XP_034666535.1|DSUB
OG0000502	LOC120445073|XP_039481134.1|DSAN	LOC117891791|XP_034653353.1|DSUB
OG0000503	LOC120446724|XP_039483771.1|DSAN	LOC117890091|XP_034650642.1|DSUB
OG0000503	LOC120444934|XP_039480868.1|DSAN, LOC120446725|XP_039483772.1|DSAN	LOC117889771|XP_034650124.1|DSUB, LOC117889773|XP_034650125.1|DSUB, LOC117889874|XP_034650274.1|DSUB
OG0000504	LOC120448148|XP_039485916.1|DSAN	LOC117893972|XP_034656667.1|DSUB
OG0000505	LOC120456682|XP_039499574.1|DSAN	LOC117903152|XP_034670879.1|DSUB
OG0000505	LOC120456531|XP_039499336.1|DSAN	LOC117889658|XP_034650004.1|DSUB
OG0000506	LOC120454649|XP_039496084.1|DSAN	LOC117899197|XP_034664960.1|DSUB
OG0000507	LOC120455013|XP_039496771.1|DSAN	LOC117896041|XP_034659944.1|DSUB
OG0000507	LOC120455014|XP_039496772.1|DSAN	LOC117896052|XP_034659955.1|DSUB
OG0000508	LOC120448898|XP_039487050.1|DSAN	LOC117893534|XP_034656068.1|DSUB
OG0000508	LOC120449434|XP_039487833.1|DSAN	LOC117892909|XP_034655111.1|DSUB
OG0000509	LOC120445315|XP_039481560.1|DSAN	LOC117890430|XP_034651149.1|DSUB
OG0000509	LOC120445285|XP_039481521.1|DSAN	LOC117889863|XP_034650259.1|DSUB
OG0000510	LOC120445376|XP_039481692.1|DSAN	LOC117891076|XP_034652145.1|DSUB
OG0000510	LOC120445375|XP_039481691.1|DSAN	LOC117891077|XP_034652147.1|DSUB
OG0000511	LOC120445175|XP_039481322.1|DSAN	LOC117902586|XP_034669975.1|DSUB
OG0000511	LOC120446563|XP_039483516.1|DSAN	LOC117901177|XP_034667720.1|DSUB, LOC117902585|XP_034669974.1|DSUB
OG0000512	LOC120458428|XP_039502002.1|DSAN	LOC117900462|XP_034666729.1|DSUB
OG0000512	LOC120449299|XP_039487624.1|DSAN	LOC117893136|XP_034655479.1|DSUB
OG0000513	LOC120446039|XP_039482741.1|DSAN	LOC117891279|XP_034652556.1|DSUB, LOC117891188|XP_034652413.1|DSUB
OG0000513	LOC120446075|XP_039482789.1|DSAN	LOC117901236|XP_034667800.1|DSUB
OG0000514	LOC120458276|XP_039501802.1|DSAN	LOC117901647|XP_034668374.1|DSUB
OG0000514	LOC120456441|XP_039499211.1|DSAN	LOC117901777|XP_034668569.1|DSUB
OG0000515	LOC120454898|XP_039496503.1|DSAN	LOC117902939|XP_034670437.1|DSUB
OG0000515	LOC120449881|XP_039488489.1|DSAN	LOC117893317|XP_034655795.1|DSUB
OG0000516	LOC120455827|XP_039498226.1|DSAN	LOC117892036|XP_034653855.1|DSUB
OG0000516	LOC120455823|XP_039498221.1|DSAN	LOC117903599|XP_034671735.1|DSUB
OG0000517	LOC120447477|XP_039484807.1|DSAN	LOC117895832|XP_034659661.1|DSUB
OG0000517	LOC120447481|XP_039484810.1|DSAN	LOC117895833|XP_034659662.1|DSUB
OG0000518	LOC120448390|XP_039486312.1|DSAN	LOC117894374|XP_034657269.1|DSUB, LOC117893980|XP_034656683.1|DSUB, LOC117902800|XP_034670311.1|DSUB, LOC117901227|XP_034667790.1|DSUB
OG0000521	LOC120455756|XP_039498128.1|DSAN	LOC117891135|XP_034652237.1|DSUB
OG0000521	LOC120456715|XP_039499631.1|DSAN	LOC117895966|XP_034659816.1|DSUB
OG0000522	LOC120451924|XP_039491873.1|DSAN	LOC117898073|XP_034663139.1|DSUB
OG0000522	LOC120457229|XP_039500541.1|DSAN	LOC117900274|XP_034666479.1|DSUB
OG0000523	LOC120453674|XP_039494421.1|DSAN	LOC117898619|XP_034664065.1|DSUB
OG0000523	LOC120457084|XP_039500197.1|DSAN	LOC117903474|XP_034671421.1|DSUB
OG0000524	LOC120452825|XP_039493164.1|DSAN	LOC117897512|XP_034662317.1|DSUB
OG0000524	LOC120452260|XP_039492324.1|DSAN	LOC117896215|XP_034660239.1|DSUB
OG0000525	LOC120443860|XP_039479159.1|DSAN	LOC117892695|XP_034654996.1|DSUB
OG0000525	LOC120443859|XP_039479158.1|DSAN	LOC117892694|XP_034654995.1|DSUB
OG0000526	LOC120445405|XP_039481754.1|DSAN	LOC117900268|XP_034666470.1|DSUB
OG0000526	LOC120447210|XP_039484656.1|DSAN	LOC117890421|XP_034651132.1|DSUB
OG0000527	LOC120444046|XP_039479522.1|DSAN	LOC117902251|XP_034669398.1|DSUB
OG0000527	LOC120443838|XP_039479129.1|DSAN	LOC117900400|XP_034666647.1|DSUB
OG0000528	LOC120443800|XP_039479066.1|DSAN	LOC117901834|XP_034668658.1|DSUB
OG0000529	LOC120450494|XP_039489476.1|DSAN	LOC117900579|XP_034666879.1|DSUB
OG0000530	LOC120450049|XP_039488739.1|DSAN	LOC117894368|XP_034657261.1|DSUB
OG0000530	LOC120448459|XP_039486410.1|DSAN	LOC117894369|XP_034657262.1|DSUB
OG0000531	LOC120444668|XP_039480450.1|DSAN	LOC117900344|XP_034666577.1|DSUB
OG0000532	LOC120453577|XP_039494269.1|DSAN	LOC117897062|XP_034661549.1|DSUB
OG0000532	LOC120452850|XP_039493221.1|DSAN	LOC117896984|XP_034661430.1|DSUB
OG0000533	LOC120455186|XP_039497058.1|DSAN	LOC117895116|XP_034658417.1|DSUB
OG0000533	LOC120450925|XP_039490125.1|DSAN	LOC117897097|XP_034661632.1|DSUB
OG0000534	LOC120455243|XP_039497158.1|DSAN	LOC117892867|XP_034655085.1|DSUB
OG0000534	LOC120449129|XP_039487380.1|DSAN	LOC117900750|XP_034667121.1|DSUB
OG0000535	LOC120443710|XP_039478889.1|DSAN	LOC117892068|XP_034653947.1|DSUB
OG0000535	LOC120458098|XP_039501559.1|DSAN	LOC117891133|XP_034652232.1|DSUB
OG0000536	LOC120449483|XP_039487894.1|DSAN	LOC117894247|XP_034657078.1|DSUB
OG0000537	LOC120458182|XP_039501683.1|DSAN	LOC117892217|XP_034654208.1|DSUB
OG0000538	LOC120447105|XP_039484450.1|DSAN	LOC117890197|XP_034650793.1|DSUB
OG0000538	LOC120458671|XP_039502340.1|DSAN	LOC117892301|XP_034654337.1|DSUB
OG0000539	LOC120452405|XP_039492557.1|DSAN	LOC117896547|XP_034660823.1|DSUB
OG0000539	LOC120452860|XP_039493238.1|DSAN	LOC117896548|XP_034660824.1|DSUB
OG0000540	LOC120457817|XP_039501247.1|DSAN	LOC117902489|XP_034669802.1|DSUB
OG0000542	LOC120453529|XP_039494214.1|DSAN	LOC117899231|XP_034664995.1|DSUB
OG0000542	LOC120454856|XP_039496322.1|DSAN	LOC117902930|XP_034670418.1|DSUB
OG0000543	LOC120451514|XP_039491207.1|DSAN	LOC117896705|XP_034661053.1|DSUB
OG0000543	LOC120445990|XP_039482660.1|DSAN	LOC117891488|XP_034652860.1|DSUB
OG0000544	LOC120449266|XP_039487582.1|DSAN	LOC117893971|XP_034656666.1|DSUB
OG0000544	LOC120450761|XP_039489833.1|DSAN	LOC117899717|XP_034665827.1|DSUB
OG0000545	LOC120453581|XP_039494274.1|DSAN	LOC117899274|XP_034665066.1|DSUB
OG0000545	LOC120453259|XP_039493815.1|DSAN	LOC117897659|XP_034662534.1|DSUB
OG0000546	LOC120452776|XP_039493099.1|DSAN	LOC117896587|XP_034660900.1|DSUB
OG0000546	LOC120456860|XP_039499872.1|DSAN	LOC117889967|XP_034650424.1|DSUB
OG0000548	LOC120450634|XP_039489717.1|DSAN	LOC117893644|XP_034656221.1|DSUB
OG0000548	LOC120448558|XP_039486548.1|DSAN	LOC117893653|XP_034656234.1|DSUB
OG0000549	LOC120445934|XP_039482532.1|DSAN	LOC117891218|XP_034652453.1|DSUB
OG0000550	LOC120447989|XP_039485619.1|DSAN	LOC117895115|XP_034658412.1|DSUB
OG0000550	LOC120447990|XP_039485622.1|DSAN	LOC117901598|XP_034668305.1|DSUB
OG0000551	LOC120446622|XP_039483601.1|DSAN	LOC117890453|XP_034651181.1|DSUB
OG0000552	LOC120452981|XP_039493412.1|DSAN	LOC117898996|XP_034664630.1|DSUB
OG0000553	LOC120450465|XP_039489432.1|DSAN	LOC117900146|XP_034666269.1|DSUB
OG0000554	LOC120451567|XP_039491312.1|DSAN	LOC117899047|XP_034664698.1|DSUB
OG0000554	LOC120451568|XP_039491313.1|DSAN	LOC117899049|XP_034664700.1|DSUB
OG0000555	LOC120449643|XP_039488170.1|DSAN	LOC117895286|XP_034658716.1|DSUB
OG0000555	LOC120449899|XP_039488520.1|DSAN	LOC117894224|XP_034657031.1|DSUB
OG0000556	LOC120455479|XP_039497648.1|DSAN	LOC117901224|XP_034667789.1|DSUB
OG0000556	LOC120452895|XP_039493287.1|DSAN	LOC117897499|XP_034662280.1|DSUB
OG0000557	LOC120453087|XP_039493547.1|DSAN	LOC117896873|XP_034661293.1|DSUB
OG0000557	LOC120451050|XP_039490340.1|DSAN	LOC117898263|XP_034663407.1|DSUB
OG0000558	LOC120451734|XP_039491577.1|DSAN	LOC117896412|XP_034660619.1|DSUB
OG0000558	LOC120456058|XP_039498575.1|DSAN	LOC117903233|XP_034671024.1|DSUB
OG0000559	LOC120451850|XP_039491766.1|DSAN	LOC117897212|XP_034661807.1|DSUB
OG0000559	LOC120449981|XP_039488624.1|DSAN	LOC117893537|XP_034656076.1|DSUB
OG0000560	LOC120450883|XP_039490056.1|DSAN	LOC117889988|XP_034650462.1|DSUB
OG0000560	LOC120450877|XP_039490042.1|DSAN	LOC117889987|XP_034650461.1|DSUB
OG0000561	LOC120449744|XP_039488310.1|DSAN	LOC117894450|XP_034657439.1|DSUB
OG0000561	LOC120449587|XP_039488082.1|DSAN	LOC117894731|XP_034657816.1|DSUB
OG0000562	LOC120447913|XP_039485496.1|DSAN	LOC117893256|XP_034655712.1|DSUB
OG0000562	LOC120448707|XP_039486800.1|DSAN	LOC117895180|XP_034658534.1|DSUB
OG0000563	LOC120448427|XP_039486363.1|DSAN, LOC120447745|XP_039485227.1|DSAN, LOC120449418|XP_039487810.1|DSAN	LOC117893257|XP_034655716.1|DSUB
OG0000564	LOC120448636|XP_039486694.1|DSAN	LOC117893655|XP_034656237.1|DSUB
OG0000564	LOC120447527|XP_039484895.1|DSAN	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB
OG0000566	LOC120451339|XP_039490852.1|DSAN	LOC117899129|XP_034664813.1|DSUB
OG0000566	LOC120449603|XP_039488105.1|DSAN	LOC117893071|XP_034655377.1|DSUB
OG0000567	LOC120456933|XP_039500006.1|DSAN	LOC117889642|XP_034649997.1|DSUB
OG0000567	LOC120456824|XP_039499807.1|DSAN	LOC117889643|XP_034649998.1|DSUB
OG0000568	LOC120455332|XP_039497345.1|DSAN	LOC117898826|XP_034664387.1|DSUB
OG0000568	LOC120451605|XP_039491372.1|DSAN	LOC117897751|XP_034662683.1|DSUB
OG0000569	LOC120452609|XP_039492842.1|DSAN	LOC117896961|XP_034661397.1|DSUB
OG0000569	LOC120447785|XP_039485273.1|DSAN	LOC117897571|XP_034662405.1|DSUB
OG0000570	LOC120453482|XP_039494150.1|DSAN	LOC117899079|XP_034664739.1|DSUB
OG0000570	LOC120453460|XP_039494111.1|DSAN	LOC117898942|XP_034664553.1|DSUB
OG0000571	LOC120452739|XP_039493045.1|DSAN	LOC117897446|XP_034662179.1|DSUB
OG0000571	LOC120452216|XP_039492276.1|DSAN	LOC117896912|XP_034661339.1|DSUB
OG0000572	LOC120453992|XP_039494881.1|DSAN	LOC117896508|XP_034660751.1|DSUB
OG0000572	LOC120451934|XP_039491888.1|DSAN	LOC117896459|XP_034660680.1|DSUB
OG0000573	LOC120448983|XP_039487183.1|DSAN	LOC117893063|XP_034655358.1|DSUB
OG0000573	LOC120445081|XP_039481140.1|DSAN	LOC117891216|XP_034652449.1|DSUB
OG0000574	LOC120448611|XP_039486655.1|DSAN	LOC117893764|XP_034656395.1|DSUB
OG0000574	LOC120451945|XP_039491898.1|DSAN	LOC117897575|XP_034662418.1|DSUB
OG0000575	LOC120449026|XP_039487241.1|DSAN	LOC117894302|XP_034657158.1|DSUB
OG0000575	LOC120449025|XP_039487240.1|DSAN	LOC117895190|XP_034658559.1|DSUB
OG0000576	LOC120453715|XP_039494472.1|DSAN	LOC117898098|XP_034663169.1|DSUB
OG0000577	LOC120445776|XP_039482312.1|DSAN	LOC117902259|XP_034669408.1|DSUB
OG0000577	LOC120444317|XP_039479796.1|DSAN	LOC117902660|XP_034670079.1|DSUB
OG0000578	LOC120447812|XP_039485326.1|DSAN	LOC117900003|XP_034666068.1|DSUB
OG0000578	LOC120445736|XP_039482241.1|DSAN	LOC117890379|XP_034651068.1|DSUB
OG0000579	LOC120451860|XP_039491793.1|DSAN	LOC117896769|XP_034661137.1|DSUB
OG0000579	LOC120448298|XP_039486169.1|DSAN	LOC117895766|XP_034659531.1|DSUB
OG0000580	LOC120451449|XP_039491062.1|DSAN	LOC117899778|XP_034665941.1|DSUB
OG0000580	LOC120454380|XP_039495552.1|DSAN	LOC117899779|XP_034665942.1|DSUB
OG0000581	LOC120450798|XP_039489899.1|DSAN	LOC117897689|XP_034662599.1|DSUB
OG0000581	LOC120456106|XP_039498649.1|DSAN	LOC117892987|XP_034655268.1|DSUB
OG0000582	LOC120447549|XP_039484933.1|DSAN	LOC117893420|XP_034655926.1|DSUB
OG0000582	LOC120444816|XP_039480705.1|DSAN	LOC117892553|XP_034654754.1|DSUB
OG0000583	LOC120444556|XP_039480239.1|DSAN	LOC117891055|XP_034652118.1|DSUB
OG0000583	LOC120444555|XP_039480238.1|DSAN	LOC117891598|XP_034653020.1|DSUB
OG0000584	LOC120452635|XP_039492884.1|DSAN	LOC117900576|XP_034666877.1|DSUB
OG0000584	LOC120452088|XP_039492096.1|DSAN	LOC117891595|XP_034653018.1|DSUB, LOC117900361|XP_034666601.1|DSUB
OG0000585	LOC120448520|XP_039486490.1|DSAN, LOC120447624|XP_039485051.1|DSAN	LOC117893797|XP_034656433.1|DSUB, LOC117893611|XP_034656179.1|DSUB
OG0000586	LOC120445867|XP_039482444.1|DSAN	LOC117890147|XP_034650727.1|DSUB
OG0000586	LOC120446113|XP_039482842.1|DSAN	LOC117889930|XP_034650349.1|DSUB
OG0000589	LOC120456556|XP_039499369.1|DSAN	LOC117894262|XP_034657111.1|DSUB
OG0000590	LOC120452027|XP_039492007.1|DSAN	LOC117899643|XP_034665710.1|DSUB
OG0000590	LOC120456265|XP_039498923.1|DSAN	LOC117897370|XP_034662063.1|DSUB
OG0000592	LOC120446842|XP_039483970.1|DSAN	LOC117890975|XP_034652004.1|DSUB
OG0000592	LOC120446035|XP_039482732.1|DSAN	LOC117891576|XP_034652991.1|DSUB
OG0000593	LOC120452123|XP_039492139.1|DSAN	LOC117896778|XP_034661145.1|DSUB
OG0000593	LOC120456121|XP_039498682.1|DSAN	LOC117903075|XP_034670764.1|DSUB
OG0000594	LOC120454566|XP_039495895.1|DSAN	LOC117896295|XP_034660407.1|DSUB
OG0000594	LOC120453086|XP_039493546.1|DSAN	LOC117898096|XP_034663166.1|DSUB
OG0000595	LOC120454599|XP_039495987.1|DSAN	LOC117899688|XP_034665772.1|DSUB
OG0000595	LOC120450880|XP_039490041.1|DSAN	LOC117896796|XP_034661183.1|DSUB
OG0000596	LOC120456729|XP_039499649.1|DSAN	LOC117903345|XP_034671185.1|DSUB
OG0000596	LOC120452913|XP_039493310.1|DSAN	LOC117899582|XP_034665589.1|DSUB
OG0000597	LOC120451587|XP_039491334.1|DSAN	LOC117896050|XP_034659950.1|DSUB
OG0000597	LOC120453923|XP_039494792.1|DSAN	LOC117897082|XP_034661611.1|DSUB
OG0000598	LOC120451077|XP_039490372.1|DSAN	LOC117896003|XP_034659890.1|DSUB
OG0000599	LOC120448703|XP_039486792.1|DSAN	LOC117893545|XP_034656087.1|DSUB
OG0000600	LOC120446573|XP_039483529.1|DSAN	LOC117890088|XP_034650637.1|DSUB
OG0000600	LOC120446150|XP_039482912.1|DSAN	LOC117890940|XP_034651965.1|DSUB
OG0000601	LOC120443830|XP_039479115.1|DSAN	LOC117900886|XP_034667306.1|DSUB
OG0000601	LOC120448093|XP_039485831.1|DSAN	LOC117902109|XP_034669108.1|DSUB
OG0000602	LOC120458356|XP_039501906.1|DSAN	LOC117901788|XP_034668589.1|DSUB
OG0000602	LOC120458429|XP_039502004.1|DSAN	LOC117901833|XP_034668657.1|DSUB
OG0000603	LOC120451086|XP_039490393.1|DSAN	LOC117902791|XP_034670297.1|DSUB
OG0000604	LOC120448113|XP_039485853.1|DSAN	LOC117900813|XP_034667195.1|DSUB
OG0000604	LOC120448127|XP_039485880.1|DSAN	LOC117900814|XP_034667198.1|DSUB
OG0000605	LOC120457772|XP_039501203.1|DSAN	LOC117900080|XP_034666175.1|DSUB
OG0000606	LOC120452683|XP_039492968.1|DSAN	LOC117895970|XP_034659820.1|DSUB
OG0000607	LOC120451243|XP_039490689.1|DSAN	LOC117897649|XP_034662515.1|DSUB
OG0000607	LOC120450776|XP_039489868.1|DSAN	LOC117898354|XP_034663578.1|DSUB
OG0000608	LOC120453170|XP_039493664.1|DSAN	LOC117898179|XP_034663278.1|DSUB
OG0000608	LOC120451236|XP_039490667.1|DSAN	LOC117895953|XP_034659794.1|DSUB
OG0000609	LOC120455486|XP_039497655.1|DSAN, LOC120458843|XP_039502601.1|DSAN	LOC117903710|XP_034671947.1|DSUB
OG0000610	LOC120449553|XP_039488016.1|DSAN	LOC117894067|XP_034656810.1|DSUB
OG0000610	LOC120445524|XP_039481920.1|DSAN	LOC117890436|XP_034651157.1|DSUB
OG0000611	LOC120445031|XP_039481048.1|DSAN	LOC117891655|XP_034653098.1|DSUB
OG0000611	LOC120445994|XP_039482661.1|DSAN	LOC117889862|XP_034650255.1|DSUB
OG0000612	LOC120449107|XP_039487350.1|DSAN, LOC120449111|XP_039487353.1|DSAN	LOC117895884|XP_034659778.1|DSUB
OG0000612	LOC120449109|XP_039487351.1|DSAN	LOC117895882|XP_034659773.1|DSUB
OG0000614	LOC120452988|XP_039493423.1|DSAN	LOC117899409|XP_034665287.1|DSUB
OG0000614	LOC120455442|XP_039497573.1|DSAN	LOC117903898|XP_034672292.1|DSUB
OG0000615	LOC120457178|XP_039500407.1|DSAN	LOC117893503|XP_034656032.1|DSUB
OG0000615	LOC120450918|XP_039490115.1|DSAN	LOC117898117|XP_034663196.1|DSUB
OG0000616	LOC120456764|XP_039499692.1|DSAN, LOC120456814|XP_039499793.1|DSAN	LOC117903577|XP_034671686.1|DSUB
OG0000617	LOC120451325|XP_039490831.1|DSAN	LOC117896190|XP_034660171.1|DSUB
OG0000617	LOC120454642|XP_039496076.1|DSAN	LOC117899355|XP_034665218.1|DSUB
OG0000618	LOC120452574|XP_039492791.1|DSAN	LOC117899697|XP_034665791.1|DSUB
OG0000618	LOC120450570|XP_039489616.1|DSAN	LOC117893094|XP_034655415.1|DSUB
OG0000619	LOC120446962|XP_039484151.1|DSAN	LOC117892470|XP_034654614.1|DSUB
OG0000620	LOC120455846|XP_039498251.1|DSAN	LOC117903415|XP_034671321.1|DSUB
OG0000620	LOC120449969|XP_039488609.1|DSAN	LOC117894480|XP_034657473.1|DSUB
OG0000621	LOC120451270|XP_039490740.1|DSAN	LOC117896275|XP_034660368.1|DSUB, LOC117900158|XP_034666293.1|DSUB
OG0000621	LOC120455984|XP_039498474.1|DSAN	LOC117903506|XP_034671478.1|DSUB
OG0000622	LOC120449706|XP_039488257.1|DSAN	LOC117894660|XP_034657725.1|DSUB
OG0000622	LOC120449297|XP_039487621.1|DSAN	LOC117894157|XP_034656945.1|DSUB
OG0000623	LOC120448348|XP_039486246.1|DSAN	LOC117894704|XP_034657778.1|DSUB
OG0000623	LOC120447978|XP_039485606.1|DSAN	LOC117895609|XP_034659248.1|DSUB
OG0000624	LOC120445800|XP_039482346.1|DSAN	LOC117891636|XP_034653073.1|DSUB
OG0000625	LOC120447651|XP_039485096.1|DSAN	LOC117895500|XP_034659087.1|DSUB
OG0000625	LOC120447653|XP_039485100.1|DSAN	LOC117895518|XP_034659113.1|DSUB
OG0000626	LOC120458803|XP_039502529.1|DSAN	LOC117890396|XP_034651091.1|DSUB
OG0000626	LOC120445676|XP_039482165.1|DSAN	LOC117889978|XP_034650450.1|DSUB
OG0000627	LOC120449610|XP_039488112.1|DSAN	LOC117894438|XP_034657395.1|DSUB
OG0000627	LOC120456747|XP_039499671.1|DSAN	LOC117901467|XP_034668124.1|DSUB
OG0000628	LOC120458922|XP_039502706.1|DSAN	LOC117901964|XP_034668835.1|DSUB
OG0000628	LOC120458476|XP_039502070.1|DSAN	LOC117901746|XP_034668524.1|DSUB
OG0000629	LOC120453441|XP_039494082.1|DSAN	LOC117898001|XP_034663020.1|DSUB
OG0000629	LOC120457821|XP_039501255.1|DSAN	LOC117902665|XP_034670086.1|DSUB
OG0000630	LOC120446016|XP_039482704.1|DSAN	LOC117900872|XP_034667287.1|DSUB
OG0000630	LOC120446110|XP_039482838.1|DSAN	LOC117901539|XP_034668220.1|DSUB
OG0000631	LOC120456572|XP_039499397.1|DSAN	LOC117900289|XP_034666492.1|DSUB
OG0000631	LOC120455098|XP_039496911.1|DSAN	LOC117900867|XP_034667283.1|DSUB
OG0000632	LOC120458304|XP_039501838.1|DSAN	LOC117900773|XP_034667145.1|DSUB
OG0000632	LOC120445148|XP_039481246.1|DSAN	LOC117902747|XP_034670224.1|DSUB
OG0000633	LOC120450187|XP_039488986.1|DSAN	LOC117894774|XP_034657890.1|DSUB
OG0000633	LOC120450181|XP_039488976.1|DSAN	LOC117893523|XP_034656054.1|DSUB
